0.0095312+0.0100851j -0.00175226-0.00682992j -0.0263543+0.000359286j -0.0116141-0.000548169j 8.05732e-05-0.00737234j 0.0485555-0.00096915j 0.00775609+0.0250444j 0.025325-0.00731439j -0.00267531+0.00244451j -0.0128184-0.00943274j 0.000435009+0.0209805j -0.0102632-0.00797167j 0.0272542+0.0318549j -0.0149099+0.0519022j -0.0111087-0.00120808j 0.00457191+0.0105387j 0.0165821+0.00134296j 0.0214195+0.0094427j -0.0161989-0.00190645j 0.0228952-0.00143479j 0.00645493-0.0097979j 0.010994-0.00276869j -0.00768347-0.00319125j 0.0102783+0.00292192j 0.0136022-0.0105379j -0.0114736-0.00157234j -0.00551158-0.0137036j 5.71801e-06-0.00118865j -0.00191825+0.00156478j 0.00329769+0.0023772j 0.0103455-0.00211661j 0.0234149+0.00733455j 0.0302228+0.00236509j 0.0123385-0.00271348j 0.0218082-0.0091411j 0.000252368-0.0108788j -0.0391954-0.0172913j 0.00591561-0.00757939j 0.000397868+0.012171j -0.0170804-0.0172927j -0.00322423-0.00234779j 0.0032276-0.0139902j 0.0566774-0.0057592j 0.00812638-0.0450161j -0.0281871-0.00583685j 0.0442308-0.00495662j 0.0165765+0.00708643j -0.0159019-0.00049564j -0.0249931-0.00246181j 0.0187843+0.00264462j -0.0142723-0.000554743j 0.00466865+0.00275812j -0.00165+0.000684173j -0.0278349+0.00133507j -0.0075082+0.0119064j 0.0092921-0.00364217j -0.00358946+0.00180179j -0.000832842+0.00302751j 0.014036-0.00296395j 0.0139072-0.00245349j -0.0197996+0.00253131j 0.0111502-0.00622138j 0.00165113-0.000114302j -0.0736359-0.00580973j 0.0162417+0.000560718j -0.00945061+0.000577366j -0.0696158+0.00207264j 0.122768-0.00121598j -0.0503519-0.00506609j 
0.00550281-0.00130444j -5.49515e-05+0.00193014j 0.00378814+0.00258616j -0.0015257-0.00175229j 0.000991021-0.0031369j 0.00255274+0.00173574j 0.00184857+0.00183757j 0.00176452-0.000795993j -0.000962758+0.00162334j -0.00305848-0.00090854j -0.00415192-0.00292083j -0.00463693+0.000224054j 0.0025689+0.00155912j -0.00365451-0.00242249j -0.00135128-0.000224263j 0.00182465-0.000100163j -0.0104708+0.00172225j -7.20398e-05-0.00113793j 0.00571711-0.00193465j 0.00489499-0.00223563j -0.00377559-8.24229e-05j -0.000255494-0.00123592j 0.0120247-0.00249855j -0.00160796-0.000594941j -3.14857e-05-0.00373724j 0.00473686+0.00353547j -0.00418098+0.00310395j 0.00150546-0.00121584j -0.0024248+0.00211045j -0.00109979-0.00536776j 0.00462655+0.000329764j -0.00411143+0.00181008j -0.00165471-0.00476828j -0.00491824-0.00126057j -0.000869299-0.00729787j -0.000662089+0.00510807j 0.0118451+0.000817467j 0.00402697+0.00165278j 0.000235971-0.000380489j 0.00514208+0.000836951j -0.00148446-0.000447615j -0.00416463+0.00378642j -0.00243652+0.000373692j -0.00214022+0.00197977j -0.0121496-0.00255088j -0.0193827+0.00294958j 0.00864378+0.000565624j -0.00100583+0.000280469j 0.0327931-0.000871476j -0.00880659-0.00401266j 0.00880283+0.000319516j 0.00167201+0.0279841j -0.00137918+0.0256023j -0.00145337-0.00553516j -0.0191294-0.00508209j 0.00644055-0.000767805j -0.0175663+0.00154253j -0.0133407-0.00454908j -0.000939215-0.00428708j 0.00431271+0.00282706j -0.00808774+0.00157764j -0.019371+0.00159572j 0.00790493-0.000271612j 0.00156976+0.000643546j 0.0939693-0.00250528j 0.00411275-0.000514059j 0.00389298-0.00112427j 0.00251456+9.87043e-05j -0.00288201-0.000226816j 
0.00116387+0.0050469j 0.00647925+0.00516935j 0.0236461-0.00188247j 0.000854071-0.00210509j -0.0032073+0.000966868j 0.000827035-0.00169306j -0.0131092-0.000866768j 0.00372181-0.00395234j -0.00106687+0.0132467j 0.0112852+0.000196641j -0.00380301+0.00407089j 0.000158332-0.000720343j 0.0100562-0.00580789j -0.00297818+0.00081667j -0.035174+0.0037055j -0.000909967-0.00482748j -0.0226026+0.00442007j 0.0254795-0.00137518j 0.00178136+0.00746708j 0.0240753-0.00124588j -0.0063189+0.00835483j -0.0476188-0.00279791j -0.00996606-0.00179899j -0.000390094-0.011083j -0.0269914+0.000514155j -4.78547e-05-0.00786944j -0.00280093-0.0101311j -0.00524828+0.0103471j 0.0111913+0.00864972j -0.00738223+0.0081576j 0.00434139-0.00362963j 0.00156301-0.00814572j -0.00224302+0.0197964j 0.00693838+0.00682434j -0.00250143-0.000339375j -0.012197-0.00403341j 0.0269678+0.00525995j 0.00159997-0.00208658j -0.0251456-0.00623178j -0.0060108-0.00486229j -0.0201717-0.01387j -0.0189551-0.00381998j -0.0013886+0.00389276j 0.00728314-0.00428322j 0.000654787+0.00554075j -0.0234803-0.00191601j -0.0354935+0.0049808j 0.00888429+0.00516079j 0.0512776+0.00268082j -0.0173046+0.005407j 0.00186009-0.00132202j 0.0305055-0.0112593j -0.0350759-0.00621307j -0.0353347+0.00414672j 0.0503796-0.0052613j 0.0295357+0.00221322j -0.0550305+0.00375472j -0.0600759+0.000490032j -0.000545106+0.00150077j -0.0385771-0.00435432j 0.0268595+0.00469684j -0.0238814+0.000848231j -0.0273493-0.00330165j -0.0339018+0.00147499j -0.00133633+0.000164964j -0.0172161+0.000293232j -0.0291176-0.00288674j 0.000471608-0.000223217j 0.00345092+0.000511463j 
0.0123734+0.00742215j 0.00628465+0.00453672j -0.00658541-0.00108383j -0.0114721+0.0112834j -0.00733586-0.00201042j 0.00560881-0.00279014j 0.00208681+0.00260602j 0.000851226-0.00405734j -0.00424945+0.00417891j 0.00318646-0.000248654j 0.00526821+0.00275202j -0.0086776+0.00062543j 0.00371533-0.000199061j 0.00334076+0.00159398j -0.0194866+0.0015054j 0.00336431-0.0123641j -0.00129094+0.0128476j -0.0488461+0.00300212j 0.0187708+0.00163463j 0.0172007-0.00214442j 0.0111381+0.0121797j -0.0345969-0.00563214j 0.0132817+0.00675677j 0.00572882-0.0224573j -0.0258663+0.00103526j 0.00786823-0.0147586j -0.00805563-0.011752j -0.00909221+0.00586531j 0.00822485+0.011715j -0.00925994+0.00133935j 0.00308877-0.00706969j 0.00553084+0.000782166j -0.00805425+0.017234j 0.00880115+0.0100513j -0.00248218+0.00346691j -0.00906959-0.0128336j 0.0128842+0.0201881j 0.00617807-0.00758034j -0.0231688-0.00378831j -0.00951829-0.000572726j 0.00261218-0.00901413j 0.00417362+0.0107261j -0.0029337+0.0198624j -0.00271891-0.0160302j -0.00756431-0.00738565j -0.089692-0.00695855j -0.0255162-0.000747888j 0.00938276+0.00295965j 0.071076-0.0110673j 0.00174341-0.00647203j 0.019695-0.00447175j 0.0483241+0.00464015j -0.0427232+0.0101431j -0.0566772+0.0026668j 0.00619069-0.00499137j 0.0580968+0.0031801j -0.080807+0.000687397j -0.0533214+0.000693724j 0.0550562-0.00193984j 0.03833-0.00502517j -0.024816+0.00187202j -0.000968668+0.000977517j -0.0219936+0.00275844j -0.0298221-0.000163718j -0.0142124+0.000461643j -0.0197003+0.000882037j -0.00574106+0.00136088j 0.00958039-0.00136136j 0.00130981+0.000378578j 
0.00915479+0.000718549j -0.00329656+0.00104944j -0.0237155+0.00150947j -0.00741172+0.0041184j -0.0124011-0.00658237j 0.000253296-0.00137366j 0.00259149+3.49996e-05j 0.00315434-4.58185e-05j -0.00077057-0.00233498j 0.00500033+0.00356736j -0.000749959-0.00110174j -0.00556425+0.0029685j -0.00346823+0.00556576j 0.00510039+0.00120805j 0.0063497-0.00130322j 0.00399367-0.00398054j 0.00622944+0.00148956j -0.0348863+0.00231279j 0.000810545-0.00696797j -0.00350072+0.00299011j 0.0153953+0.00928264j 0.00504218+0.0109507j 0.0219372-0.000410686j -0.0020438-0.00378769j 0.00620965-0.0143568j 0.00430771-0.016112j -0.0045667+0.00353524j -0.00379936-0.0156699j -0.0040647-0.00220439j 0.00130166+0.00118686j 0.000292229+0.0101753j -0.000642558+0.00454825j -0.0030635-0.00522158j -0.00487025-0.00296887j -0.00333706-0.000145434j 0.00321912-0.00328958j -0.00622143+0.00773055j 0.00874099-0.000775417j 0.00335224+0.00219769j 0.00233351+0.000110657j 0.00668683+0.00186513j 0.0127883+0.00759439j -0.00440014+0.00931732j -0.00596426-0.00467004j -0.0135628-0.00752648j -0.0498782-0.000155804j 0.0191187-0.00201154j 0.00558063-0.00170394j 0.0444408-0.00436549j 0.00794725+0.00465584j 0.00601511-0.00241879j 0.00196037-0.0372853j 0.000801802-0.0358906j -0.000255536+0.00733265j -0.0402741+0.00282608j 0.0201529+0.00163567j -0.0138855+0.000453563j 0.00112192+0.00198684j 0.0334058+0.00433262j 0.0467562-0.00369483j -0.0400025-0.00461684j 0.000141697-0.000304501j 0.00955644+0.00152649j -0.000938812+0.000473875j 0.0260302-0.00141347j 0.00756783-0.00203271j 0.00896931+0.00129675j 0.00617113-0.000474637j -0.00382778-0.000103582j 
0.00258019-0.00270347j -0.0185973+0.0133481j -0.0146657+0.00428812j -0.00543988-0.0156013j -0.00476961-0.00958875j 0.0030545+0.00035199j 0.0019968+0.00357889j 0.0105479+0.00359626j -0.000126294-0.00564699j -0.00777801+0.00342735j 0.000180597+0.0125208j -0.0064927+0.00648901j 0.00803285-0.00088201j 0.00519683-0.00903836j 0.0304391-0.00128816j -0.00731445+0.00549927j -0.0411036+0.00557058j -0.0421704-0.0116296j -0.0114336-0.0361018j 0.00192812+0.00988527j 0.016205-0.00543844j -0.00309855+0.0161828j 0.0187107-0.0288473j 0.00880018+0.0351023j 0.00812955-0.0329212j 0.00368713+0.0119427j 0.00916002+0.020556j -0.00691766-0.043054j -0.000345699-0.0501829j -0.00144613-0.0218255j -0.00812678+0.0406436j 0.00114757-0.02272j -0.00573365-0.0363181j -0.00924666-0.0197824j -0.00333447-0.0300034j 0.00523567+0.00253552j 0.000993897+0.0151348j 0.0195593+0.0135869j -0.00967649+0.0193609j 0.00513467-0.0113318j -0.0233254-0.00718291j -0.00190511+0.000242141j -0.00878422+0.00858194j -0.0129361-0.00213309j -0.0198277-0.00453733j -0.0686709+0.00495363j 0.0346434+0.016222j -0.0013549-0.0125044j 0.0360372-0.00189757j -0.00833886+0.0102283j -0.00165151+0.00587056j -0.0151537+0.00961078j 0.0259959+0.00477624j 0.0226893-0.00362132j -0.0842862+0.00113551j 0.0259158-0.00189221j -0.0117647+0.00441409j 0.00141662-0.00377957j 0.0349053-0.0095949j 0.0224452+0.00137497j -0.0253184-0.00383961j -0.0176029-0.00306164j 0.0391299+0.0016986j -0.0218246+0.00143935j -0.0230135+0.000540462j 0.0646969-0.00566827j -0.00459871+0.00106409j 0.0125253+0.000800422j -0.0245533-0.000463583j 
0.00223941+0.00956794j 0.0246427+0.00246348j 0.0171326+0.0219778j -0.00179368-0.0115586j -0.000283251-0.00440913j -0.00601791-0.00233989j 0.00202824-0.00708861j -0.00624027+0.0123079j -0.0010578+0.010692j 0.00880698+0.000238369j 0.00602754+0.0116368j 0.00138519-0.00536625j -0.00605693-0.00330742j -0.00122786+0.000403472j -0.0380849+0.00833879j 0.0127401+0.000903511j 0.0272669-0.00340875j 0.00905391-0.000571741j -0.00475588-0.0359209j 0.0205222+0.0198023j -0.000608697+0.0293667j 0.00495607+0.060957j -0.0223181-0.00752934j 0.00671117-0.00188752j -0.00109991-0.0682226j -0.0060132-0.0977962j -0.00740923+0.00340449j 0.00732602-0.0193063j 0.00195981-0.0334045j 0.0034182-0.0247067j 0.00739567+0.0579283j -0.00411149-0.0231542j 0.00654634-0.0244971j 0.0105928-0.0129816j -0.00209759-0.0142569j -0.00404689+0.0100164j -0.00810005+0.00150186j -0.0149348-0.00359684j 0.0081316-0.00822248j 0.00137121+0.00624175j 0.0230327+0.00468528j 0.0133722-0.0102605j 0.00164766+0.0114312j 0.00201211+0.000479649j 0.00557596+0.0122442j 0.0454314-0.017169j -0.0390786+0.00712996j -0.000693233-0.00164397j -0.00713079-0.00134101j -0.00648935-0.000251744j -0.00686182+0.0047873j -0.00536089+0.00854323j 0.00396775-0.00244567j 0.000949074-0.0114474j 0.0501607-0.00105044j -0.0208999+0.00345144j -0.0199759+0.0082303j -0.00887468+0.000746901j 0.00233238-0.00554402j -0.00406609+0.000864322j 0.0239149-0.00310977j 0.0276823+0.000371904j -0.0359792+0.0028547j 0.00660148+0.000498171j 0.000227921-0.00051123j 0.0347107-0.0107858j -0.00156735+0.00178185j -0.00676041-0.000932516j 0.0159595+0.000417721j 
0.00160897+0.0109713j 0.0221261-0.00977973j -0.0377421-0.00183827j -0.0157643+0.0252434j -0.00798027+0.00457114j 0.00714727-0.00361223j 0.0258971+0.0078834j 0.00270089+0.00431631j 0.00701306+0.000661992j -0.00268001+0.00161335j 0.0154856-0.00504882j -0.00925339-0.0032879j -0.0143393+0.00420093j 0.00685669+0.0095356j -0.00525229-0.00117782j 0.00452945-0.00748054j 0.0793372+0.0071003j -0.0827162+0.0151034j 0.0196416+0.00354977j -0.00836497-0.00028656j 0.0164844+0.0168521j 0.029624-0.00489227j 0.00880966+0.021159j 0.000694023-0.0285995j 0.00516583+0.00921627j -0.00456468-0.0421843j -0.0127375-0.0212902j 0.00479922+0.0286873j -0.007478+0.0256621j 0.00924797+0.00722901j -0.00355429-0.0173373j 0.000630921+0.00825773j 0.00972607+0.0235346j -0.00285838+0.0148589j -0.00282778+0.0155551j 0.00775489-0.00191282j -0.036652+0.0168398j -0.0163553-0.0128796j 0.0176766-0.017337j -0.000266605+0.00449292j 0.0617062+0.00759117j 0.035602+0.00996233j 0.00171475+0.0207369j -0.00686017-0.019057j 0.00799485-0.00277042j -0.0287699-0.0187428j -0.0165095-0.0117116j 0.00964685+0.0116742j -0.012055-0.011514j 0.00168423-0.00133599j 0.0129779-0.00320401j 0.00975219+0.00668738j -0.00715018+0.00907867j -0.0138322-6.68335e-05j -0.00508463-0.000305145j -0.00523723-0.000197389j 0.00158516-0.000764299j 0.0402788+0.0014172j 0.0536369+0.00247381j 0.101255-0.00120111j -0.0381809+0.00480764j 0.0659205-0.000102031j -0.0204078+0.00726009j 0.0110429-0.00295231j -0.00355299-0.000223133j -0.0307441+0.00232298j 0.0378578+0.00531406j 0.00512034-0.0023856j 0.0132214+0.000719691j 
-0.0154166+0.0214967j 0.0119489+0.00291705j -0.000806996-0.00321292j 0.00897936-0.0123781j -0.0200119+0.012681j -0.00868011-0.0122926j 0.0218222-0.00321375j -0.00880947-0.00859385j -0.002153+0.0015117j 0.00618534+0.00482075j 0.0155461+0.013859j 0.008424+9.28482e-05j 0.000744-0.0171963j 0.00402761-0.00304461j -0.00940988+0.00956208j -0.0463119-0.00704102j 0.0889051+0.0150504j -0.0355603+0.00919014j -0.0609482-0.0248665j 0.0404103+0.000229872j 0.01005-0.00800148j -0.0188861-0.0262795j -0.010747-0.0259234j -0.00748757+0.0440416j 0.0224158+0.0270257j -0.0153658+0.033942j -0.025626-0.0219879j -0.0089548+0.00937343j 0.00711106-0.0285934j 0.0142483-0.00254068j 0.00235042+0.0276533j -0.0103488-0.019045j 0.0152634+0.00638381j 0.0182287-0.000622362j -0.00499031-0.00493433j -0.00266921+0.00257542j -0.0496576+0.0108284j -0.0310003-0.0068208j 0.00290986-0.0126717j 0.0308995-0.00999928j 0.0237501-0.00233411j -0.0121745-0.00963233j -0.0213279+0.0244341j 0.0225208-0.014165j -0.0145174+0.0134401j 0.0355968-0.0215615j -0.0100885+0.00642896j 0.0385082-0.0146494j 0.141892-0.00231226j -0.0464713+0.00511575j 0.00380578+0.00479359j -0.000937011-0.0022794j 0.00424161-0.00201191j 0.00264483-0.0041484j 0.0761386-0.0160596j -0.0245512+0.0099836j -0.00761524+0.0099451j 0.0317429+0.00224163j 0.0351713-0.000105456j 0.0384914-0.0112211j 0.0307165+0.00427674j 0.0703132+0.00656705j -0.0374353-0.00941714j 0.0104811+0.00657657j 0.00885555+0.000633349j 0.0128959+0.000434126j -0.0438406-0.00473538j -0.012758-0.00139994j 0.0348999+0.00200522j 
0.00299508-0.0133725j -0.0190569-0.0238082j -0.0297079+0.00471356j 0.0170042+0.00985319j 0.0271386+0.00260781j -0.00540517+0.00562046j -0.00290031+0.00080715j 0.0167783+0.0108469j -0.00863546-0.00864058j -0.00203076-0.0012107j 0.00272362-0.00827179j -0.0126424-0.00435692j -0.0153931+0.00123337j 0.0125388+0.00564755j 0.113306-0.0145007j 0.0446611+0.0164548j 0.00561993-0.0105998j 0.0281187+0.008501j -0.0588914+0.00863931j 0.0424254+0.0114236j 0.00482809-0.000878235j -0.0117327+0.0102643j 0.0201528+0.0343654j -0.00222148-0.0126807j 0.0170608+0.00769991j -0.0189145-0.0303575j -0.00869346-0.00364791j 0.00241801+0.00833242j 0.00550337+0.0115922j -0.000959537+0.00214983j 0.000359568-0.0145618j 0.0227417+0.0154321j -0.00895835-0.00930181j 0.00918296-0.0066397j 0.000245834+0.010115j -0.00014511+0.0113707j -0.0249948-0.0335506j 0.0264967-0.00263269j 0.0161518-0.00780425j 0.0556981+0.0112283j -0.0278669+0.0200254j 0.00239329-0.00577344j 0.00829374-0.0120404j 0.0108547+0.0221386j -0.0817313+0.0070965j 0.097996-0.00706464j 0.0684364-0.0210833j 0.0160433+0.00630503j 0.167458-0.00356474j -0.0418295-0.00256916j -0.00504082+0.00216584j -0.0271504+0.00339139j 0.0278877-0.00134001j 0.0494554-0.00711617j -0.0679797-0.00678695j 0.00736014+0.00462415j 0.0203015-0.00279721j -0.0191002-0.00263762j -0.0445146+0.00437659j -0.023919-1.7437e-05j -0.0253273-0.000265244j -0.038194+0.00942748j 0.0263733-0.0064122j 0.00510021+0.00740612j -0.0191394+0.00057512j -0.00330806-0.00089866j 0.0871796-0.00512912j -0.00613139-7.89147e-05j -0.0373406-0.00159598j 
0.032189+0.0235804j 0.0423646-0.020933j 0.000329945-0.00256128j -0.0458797-0.0136304j 0.0267869+0.0211532j 0.000332494-0.0232702j -0.012859-0.012724j 0.00998573-0.00616404j -0.00480807+0.00485583j 0.0173762+0.0106227j 0.00783725+0.0100935j -0.0306383-0.0323365j -0.0359651-0.00975095j 0.00720959+0.0177244j -0.0585496-0.000112995j 0.131596+0.00386813j -0.0203527+0.0153469j -0.00455454+0.0187052j 0.012647-0.0191556j 0.014749-0.00324052j -0.00436638+0.00218751j 0.0183335-0.0120881j -0.0186291-0.000874056j 0.0304395+0.0551411j -0.00433828+0.0358107j -0.0125513+0.000407724j 0.00126105-0.0278293j 0.0300353+0.0391119j 0.0126074-0.0242261j 0.00105403-0.000321394j -0.00656013+0.0296442j 0.0186803-0.0120743j 0.00760654+0.00971264j 0.0138022-0.00431529j 0.00879411+0.00811395j -0.0122042+0.014221j 0.0209896-0.0217942j 0.00472866-0.00199486j 0.0171858-0.0346664j -0.0101419+0.0121651j 0.0326743+0.00078845j 0.0747098-0.0240508j 0.0176181+0.0126595j -0.037227+0.00635758j -0.0219378+0.0306804j 0.0337138-0.0337263j -0.0616956-9.27954e-05j 0.039949-0.00970698j -0.0572028-0.000867327j -0.0160689+0.00486755j -0.0306722+0.00412911j -0.0258296+0.00253172j 0.0298973-0.00604428j 0.0494932-0.00710334j -0.0536654+0.0172744j 0.00909704-0.00535584j -0.0482805-0.00266466j -0.0531879+0.00779691j 0.00280458+0.00460661j -0.00506942+0.00469321j -0.0107445+0.0023927j -0.0032284-0.00710049j -0.000299395+0.0146349j -0.0345401-0.00627055j -0.00399143-0.000708235j 0.0199534+0.00278903j 0.10238+0.00705829j 0.0129716-0.0014135j -0.0307082-0.000595987j 
0.125526-0.00412989j -0.0757824-0.0218988j 0.043379+0.00392981j -0.00143937-0.00188777j 0.00630582+0.00429935j 0.0176982-0.00138182j 0.00838823-0.000259912j 0.00521021+0.0040211j -0.0147015-0.00646322j -0.00195647+0.00500396j -0.0011406-0.00188315j 0.0484391-0.0115203j -0.0328214+0.000573113j -0.0219455+0.00744498j 0.0133503-0.0170645j 0.0568026+0.0145235j -0.0441978+0.00344297j -0.0168395+0.00772557j 0.00622722+0.00387553j 0.0224349+0.00690391j -0.00940878-0.00172646j 0.0104636+0.0055058j -0.0136887+0.0264976j -0.0302634+0.0201816j 0.025071+0.00727665j 0.00582958-0.0105823j 0.0303576-0.00647377j 0.00170777+0.0124261j -0.00339272-0.00337263j 0.00176622-0.00134346j 0.00955341-0.000841039j -0.00556874+0.00940415j -9.07601e-05-0.0090632j -0.00321175-0.00966172j 0.0129725+0.0017643j 0.00243326+0.00949189j 0.0110913-0.0319134j 0.0301651+0.00755917j -0.00455058-0.0116687j 0.0215787+0.0166973j -0.00590364-0.00241719j 0.0150718-0.0140976j -0.0331299-0.00290066j -0.0248298+0.0238905j -0.0663811+0.00679784j 0.000929368-0.0108735j 0.0331418-0.0100148j 0.0148668+5.04887e-05j -0.0426917-0.000688789j 0.0125122+3.14866e-06j -0.0254163+0.00256823j -0.00290718+0.00154773j 0.0162088-0.00222542j 0.0399721-0.00492283j 0.0448906-0.00167354j -0.0410916+0.00138563j -0.0381806-0.00227432j -0.0262202-0.000567626j -0.0179185+0.00279557j -0.019773+0.000358419j -0.0211805-0.000319556j 0.0246247+0.00394238j -0.0926175+0.000842538j 0.0978022+0.00368212j 0.0169934+1.43428e-05j -0.0363413+7.42769e-05j -0.204101-0.000442769j -0.0315461-0.000100848j 0.0894364-0.00234472j 
-0.12696-0.0135034j -0.152153+0.00280811j 0.0215666-0.00418644j -0.137392-0.00537934j 0.0253634+0.000905391j -0.000548757+0.00553759j -0.0583761+0.00103538j -0.0209684+0.00414622j 0.06348-0.00239015j -0.0145165-0.00110539j 0.0155157-0.00152038j -0.024656+0.0056189j -0.0357727-0.00511741j 0.000899218-0.00471527j -0.0307334+0.00120257j 0.034172+0.0172692j -0.0223966-0.0165203j -0.0238465-0.00886725j 0.0220173+0.0118849j -0.0164061+0.0124288j 0.00583476-0.0105216j 0.0104488+0.00782353j -0.0504202+0.000777327j -0.0204162-0.0115557j 0.00114297+0.00141053j 0.00698149+0.00795889j 0.0288222+0.012498j 0.0161067-0.00513414j 0.00730008-7.14934e-05j 0.00358681+0.00137094j 0.0097449-0.000168133j -0.00845674-0.00559099j 0.0207236-0.000806152j 0.0187442-0.00194999j 0.00939178+0.000667528j -0.0142918+0.0040239j 0.0761361-0.0118933j -0.0249775+0.00722969j 0.0103111+0.00276215j -0.0425045-0.00461493j 0.0816523-0.00823408j 0.0962478-0.00727508j 0.055694-0.0262769j -0.0970553+0.0183422j -0.021319+0.0101622j -0.012684+0.00824953j 0.0102133+0.00607018j -0.00625368+0.00192404j 0.00803639+0.00413788j 0.00155711+0.000446972j 0.0016979-0.00176111j 0.00359756+0.00320695j -0.00230222-0.000466257j -0.00237074+0.00192116j 0.0225502+0.0243496j -0.00473758-0.0137996j 0.0108346-0.0100121j 0.0129251+0.0015929j -0.00603144+0.000686085j -0.00811366+0.0132909j 0.00872363-0.00366855j -0.000468352-0.011408j 0.00457251+0.0125321j 0.00607428-0.00858745j 0.0010344-0.000727089j -0.00372093+0.00100347j -0.0248923+0.00473709j -0.00584635+0.00229222j 0.00368368+0.000145708j 
0.104546-0.00360115j -0.108353-0.00875539j 0.0915383+0.00248748j 0.00184377-0.00188919j -0.0122253+0.00101142j 0.023177+0.00133343j 0.0139358+0.00102386j -0.0183646+0.00176514j -0.00935105-0.00337754j -0.00569416+0.00201404j -8.52793e-05-0.000953696j 0.108248-0.00110583j -0.028993-0.000848646j -0.0514357+0.000720281j -0.0639217-0.00970265j -0.0407356+0.00745847j 0.0165849+0.00101612j 0.0331146+0.00234647j 0.00411124+0.00492891j -0.00967622+0.00405642j -0.0086567-0.00196025j -0.0199899+0.00336527j -0.0095335+0.0136635j -0.0229733+0.00925659j -0.0233276-0.000222835j 0.0115639-0.00234321j -0.0185584-0.00153185j -0.0452144+0.0030466j 0.00630276-0.000744398j 0.00485036-0.000753677j -0.0125338-0.00196584j -0.0289594+0.00422454j 0.00943782-0.00505448j 0.0188768-0.00434552j -0.0149851-0.000892146j -0.00758571+0.00434621j -0.0226452-0.0177556j -0.0753288+0.00415874j 0.038881-0.00176815j -0.107378+0.00509225j 0.0186681-0.00600626j -0.0061812-0.0100664j -0.0387119-0.00544648j 0.0715358+0.0149516j 0.0948971+0.00547748j 0.0467241+9.37371e-05j 0.00214491-0.00417599j 0.00121747+0.000107442j 0.0249386+0.00468335j -0.00713006-0.00187203j -0.000598406+0.00208941j -0.00259709-0.00107137j 0.0039043-0.000420501j 0.00707367-0.00248815j 0.0122795-0.0126381j -0.0177217+0.00666484j -0.0238522+0.00340291j -0.00466653-0.00150689j -0.00145743+0.000597908j 0.0384674-0.00473625j -0.0179533+0.0010309j -0.0586391+0.00685135j 0.0848976-0.00889078j -0.0667757+0.00635719j -0.0153393+0.000707823j 0.0242149-0.00115803j 0.151435-0.00615332j 0.0149464-0.000276128j -0.0942917-0.000371996j 
