0.13891+0.0504029j 0.136423+0.377168j -0.312406+0.375912j -0.18361+0.274842j 0.182663+0.134449j 0.398359+0.273973j 0.283836-0.0187582j 0.0932416+0.235733j 0.248627-0.0997251j 0.573445-0.28639j -0.0640385-0.308292j 0.695827-0.35991j -0.183064+0.990494j -1.65583-1.45854j 1.06741-1.42859j -0.0151785-0.164467j 0.296454-0.418097j 0.76976-0.118802j 0.515321-0.130418j 0.327224+0.360624j -0.548344-0.572229j 0.0896601-0.0325366j 0.481786-0.0716814j 0.18936+0.379042j 0.226882-0.24774j -0.324026+0.267354j 0.020627-0.282128j 0.0325939-0.378863j 0.330245+0.215379j 0.301416-0.104346j -0.47758+0.854049j 0.0359404+0.105725j 0.206472+0.432555j -0.0895396-1.24301j 2.38175+0.842557j 1.43085-2.75097j 0.974857+2.33155j -0.0469801-0.0744463j -0.172196+0.101562j -0.198121+0.221716j 0.228672+0.15229j -0.231843-0.29098j -0.251002+0.0824042j 0.415813-0.254676j -0.381767-0.19848j 0.089578+0.342414j 0.159622-0.182271j 0.162782+0.298033j -0.301496+0.609258j 0.182686+0.0410673j 0.395855+0.492097j -0.501995-0.339923j 0.386746-0.0831541j -0.392449+0.0867805j 0.371309-0.138059j -0.209706-0.519097j -0.0591096+0.221457j -0.103866-0.2193j -0.438883+0.341325j 0.368515-0.373184j 0.675363+0.275404j 0.14615-0.635206j 0.192734+0.00473136j 0.244075-0.725769j -0.0503912-0.00724254j -0.196003-0.649697j -0.241568-0.2478j 0.0372233+0.182534j 0.225522+0.219392j 0.306067-0.00989159j -0.208794+0.178926j 0.352345-0.0205047j -0.41807+0.2191j -0.0278536-0.0535853j -0.0866615+0.193367j -0.000267011-0.402396j 0.104077-0.691143j 0.0701233-0.180345j 0.105015+0.250186j 0.450472+0.194131j 0.301469+0.190835j 0.486964-0.830098j -0.0273553+0.628513j 0.0575401-0.170725j 0.111949-0.778909j 1.28153+0.91713j 0.629789+1.12548j -0.61397-0.0454167j 1.41908-0.425539j -1.87398+0.554996j 1.1694-0.875575j -2.34097+0.481986j 1.04552+3.83375j -0.29194+0.46262j -2.07678+1.4742j 
-0.153624+0.160499j 0.547452-0.668674j -0.800336-0.589102j 0.409206+0.232048j -1.19136+0.0773308j 0.177008+0.158614j 0.798203+0.945385j 0.298162-0.358629j -2.07665-0.0606619j -2.11109+0.877913j 0.497732-1.64015j 0.573728-0.264224j 1.40628-0.341044j -0.599559+0.480913j -0.100947-0.527806j -0.0376852+0.156292j 0.0647366+0.0611819j -0.294854-0.376789j 0.382472-0.377519j -0.886491-0.296273j -0.0519551-0.269246j -0.0544402+0.0901546j -0.795056+0.251942j -0.143825+0.304403j 0.195605+0.40465j 0.380173-0.401454j 0.137262+0.295075j -1.04232+0.815803j 0.769035-0.286415j -0.134043+0.402503j 1.1616-0.0777563j -0.313984-0.596131j -0.664801-0.0979494j 0.346011+0.10122j 0.0726597-0.365778j 0.168387-0.284791j -0.095703+0.216243j -1.01568+0.395043j 0.534675-0.273025j 0.827274+0.490523j 0.674511+0.269604j -3.89035+3.12221j -0.0371443+0.106401j 10.2344-10.2269j -0.549657-1.99254j 0.525132+2.37005j 3.9589-3.05445j -9.70066+11.7662j -1.77271+1.57854j 2.10076+3.58037j 0.493355+1.17608j 16.8654-20.6037j 4.30532+6.17649j 7.2281-17.3824j -4.06826+9.6698j 3.05629-3.92813j -2.43113-6.86272j 0.988495+1.08676j 2.97121-4.71281j -13.3965+23.1135j -1.94936+2.94916j 0.588114+4.32278j -8.15686-2.03231j -10.0899+22.6493j -2.02908-2.51373j 2.06426+14.7158j -10.5142+15.3382j 0.542309-5.84497j 9.94779-11.7828j 1.57211-18.6816j -2.39012+3.08567j -1.09256+1.23339j 0.92118+20.2206j 0.643714+1.50348j -6.68364+7.7467j -0.45795-7.57529j 1.02094+5.78638j -1.96124-5.67134j 2.49803+9.32968j -7.91771+11.8966j -1.27567+3.82513j 0.853944+18.5377j 4.73272+8.08043j 1.12123-0.743938j 1.30611+9.94592j -1.42721-6.51868j 2.84238+1.56003j 0.204473-3.15037j -1.49218-4.04847j 3.75731+7.45203j -2.18001-2.18822j -1.09538-1.76851j 0.463855-0.846163j 0.0404056-0.820315j 0.489471+0.234279j 
0.217732+0.131705j 0.791086+0.0488948j -0.42169-1.04254j 0.0864021-1.40151j 0.592593-0.632829j 1.81987-0.21404j -0.37151+1.02787j 1.00648-0.93255j 0.967864-0.50063j 0.817799+0.774666j -0.332108+0.746375j 0.427249+0.608552j -0.0590456-0.220183j -0.0333149+0.164311j 0.0360332-0.00709219j -0.312678+0.0211964j -0.0815095+0.228103j 1.535-0.140965j 0.763864+0.504578j -2.73453+0.00365105j 1.74719+1.0606j -0.326804-2.18789j -3.67719+0.420719j 0.144107-0.447784j -2.57969-1.10412j 2.40217+1.10902j -0.0559608-0.147441j -3.03501+0.654582j 1.88141+0.208399j -2.77518-1.22664j 1.88412+1.5269j 1.15721+0.0131362j 1.68767+0.134064j 0.0314598-0.483073j 0.731687+0.298805j 0.158707-0.168619j 0.0235857-0.00481752j -0.346293-0.226056j -0.290653-0.0648498j -0.973581-0.807611j -0.220534-0.378857j 0.0571566-1.09378j -0.683696-0.126883j 2.09091+5.25956j 1.15713+0.755374j -3.1911-1.48946j 0.375831+3.0909j -3.76686-8.77533j 0.256394-1.36265j -2.55933-4.58159j -0.65648-0.252165j 4.92269+12.7981j -6.44946-3.19965j 7.92018+9.84045j -2.33416-5.43856j 0.899294+1.53047j 4.7673+2.59333j -1.18543-0.707191j 1.66734+2.83998j -6.09178-12.0242j -1.58568-2.27498j -3.58365-2.65848j 6.20475+0.75912j -11.625-14.51j -0.132268+0.247223j -10.6034-8.98929j -4.41374-9.46217j 3.91148+2.5073j 1.98967+7.44929j 12.2928+11.5462j -1.05812-2.31367j -0.696269-0.594973j -12.1584-13.7882j -1.08105-0.3584j -1.29091-5.011j 4.99958+5.29008j -5.58937-4.17856j 4.86695+4.1986j -6.63897-5.04042j -3.04764-7.16353j -0.636231-2.16279j -12.3575-11.586j -7.24843-5.12962j -0.661679+0.536699j -6.32448-5.77794j 5.76475+4.6997j -1.94046-0.463844j 0.949886+1.00392j 3.46924+2.74482j -6.33677-4.64056j 2.6679+1.44238j 1.77865+1.22391j 0.446378+0.479353j 0.257553+0.170642j -0.511988-0.422575j 
-0.342694-0.489077j 0.50887+0.659578j -0.640954-0.947192j -0.43273-0.79986j 0.592978+0.241023j -0.10035-1.28793j -0.113575+2.41005j 0.268196-0.289226j -0.145092-0.0251743j -1.53017-0.511398j -0.26464-0.477141j -0.750095-0.224972j -0.38679+0.167224j 0.0582072-0.0988158j -0.140335-0.309517j 0.146446+0.15785j -0.0732021-0.402461j -0.763546+0.765972j -0.290849-0.129861j 1.50209+0.487617j -1.12242+0.259946j -1.07903-0.258808j 1.64526+1.6073j -0.147487+0.181085j 1.65926+0.667515j -0.412692-0.653598j -0.887095+1.16918j 1.0246+0.124966j -1.18456-0.334879j 0.604497+0.96429j -0.81987-0.47233j -0.487175-0.0820257j -0.933026-0.712223j -0.118782+0.00822209j -0.99967-0.612365j -0.0272105-0.275513j 0.0429968-0.000982354j -0.360351+0.546248j 0.462886+0.18588j 0.886095+0.839144j 1.01023+0.383802j -2.86638+2.62351j 0.0127229+0.285348j 7.20431-11.6782j 0.162159-2.41289j 1.53967+3.29407j 3.38657-4.22966j -5.8094+13.2j -2.39267+1.71128j 2.51432+5.21866j 0.330018+0.823714j 10.166-27.0924j 6.74607+6.23737j 6.79422-22.2553j -4.16193+10.5158j 2.05549-3.29797j -3.62424-5.84141j 2.15346+0.989995j 3.37501-5.09086j -10.4171+25.6891j -0.905416+3.68684j 1.55217+4.51892j -8.20823-1.33024j -3.27475+26.7886j -0.625135-0.76815j 5.93676+17.4532j -7.78682+18.0055j -1.26312-5.90887j 9.45014-13.7551j -3.37243-21.2902j -4.27439+3.47384j -1.51844+1.44085j 5.85895+22.5676j -1.5626+0.700148j -4.02248+9.15064j -2.76913-7.68461j 2.68987+6.14592j -3.59811-6.42201j 5.40428+11.411j -5.52051+12.591j -1.6695+3.93983j 6.5955+20.711j 7.48996+9.51149j 1.24771-1.45468j 4.0297+10.6848j -4.41143-8.02754j 3.61095+1.02705j -0.19902-3.4775j -3.07931-4.76316j 6.00948+8.39786j -3.32188-2.52492j -1.43291-2.35079j 0.322441-0.900497j 0.0433454-0.512084j 0.475216+0.554395j 
-0.120627+0.0157467j -1.44843+0.918458j 0.919032+0.385551j 0.993208+1.48604j 1.72496+0.652582j -0.564131-0.472594j -0.140268+0.908824j 0.807896+1.69733j 1.28695-0.41959j 0.350932-0.090537j 0.871117-0.755745j 0.55555-0.386042j -0.864947+0.601117j 1.52483-0.453908j -0.0232824+0.712487j 0.0440993-0.149847j 0.321684+0.269754j 0.202673+0.229884j 0.0462093-0.526704j -0.506789+0.989762j -0.103599+0.387412j -0.0638997+0.28085j -0.465429-0.753578j -0.00645168+0.383093j -0.755276+0.474962j 0.564759-0.229671j 0.697782+0.390284j -1.24731-0.0539666j -0.369585+1.14886j 0.0908236-0.617936j -0.043032+0.0836773j -0.102952-0.136896j 0.143943+0.0425895j -0.00473991+0.0946089j -0.185661+0.14206j -0.535202+0.0924795j 0.09587-0.242348j 0.764477-0.225959j -0.56525+0.275984j -0.443101-0.710705j -0.712403+0.0617065j 3.06747-2.2793j -0.073806+0.560473j -4.3476+8.07519j 0.397517+2.08721j 0.348985-1.22072j -1.3191+2.4208j 3.59541-7.75337j 2.07443-0.161116j -1.49878-2.85189j -0.905918-0.43883j -9.75521+15.8983j -3.00217-2.62941j -2.55924+12.0581j 2.27177-4.13259j -1.56199+2.3388j 2.21539+4.6537j -2.03594-0.571255j -1.11399+3.19596j 6.58859-13.3511j 0.543353-1.56999j -1.02931-2.49023j 5.46204-0.0797697j 2.58654-16.0262j -2.56298+0.686993j -2.67949-9.96801j 4.20583-8.36973j 0.274181+1.83612j -7.29942+7.35573j 2.27219+12.2024j 0.581749-1.78348j 0.29791-0.00922116j -3.34403-12.6228j 0.56806-1.95725j 2.09039-4.51494j 1.75409+5.074j -2.01395-3.66202j 1.96699+3.7247j -3.51423-6.08748j 3.94609-8.39852j 1.17112-2.74282j -2.81907-12.2698j -4.24118-5.52331j -0.841615+0.581137j -1.7979-6.35892j 2.0817+4.39091j -2.70591-1.00307j 0.28493+1.9663j 1.35204+2.81553j -3.25422-4.54995j 1.33253+1.59208j 1.21741+1.02644j 0.200515+0.531624j 0.101778+0.793152j -0.485041-0.149623j 
-0.213252-0.327388j -0.23897-0.275273j -0.148413+0.0817185j -0.380109-0.357529j -0.161805+0.541658j -0.163637+1.03904j -0.623301-0.491808j -0.88985-0.399927j -1.24207-2.11011j -0.283868-0.0449272j -1.00282-0.208716j 0.463343-1.116j -0.602126+0.610756j -0.497748-0.0683126j 0.232217-0.127401j -0.457628+0.15209j -0.727733+0.431347j 0.0779296+0.588979j -0.832085+1.74866j 0.883149+0.405903j -1.29339+0.125827j 0.380622-0.372802j 2.71037+0.262379j 1.21916-0.454601j 3.02846-0.921921j -1.8095+0.0707591j 1.32516+0.0153858j 1.19177+0.703321j 0.0806094-0.454788j 1.69696+0.313263j -2.52452-0.751534j -0.664434-0.307367j -1.93846-0.57954j -0.955365+0.158758j -0.386463+0.157548j -0.491339+0.0104303j -0.0480674+0.272609j -0.265585-0.0810028j 0.203821-0.0704534j 1.75015+0.49794j 1.10629+0.633204j -1.82514+1.51667j -0.937178+0.148197j 0.51057-5.09602j 0.118082-2.00808j 1.46234+1.30196j -0.619573-1.31255j 0.623363+7.78705j -1.34706+1.60762j 2.01745+2.48684j -1.68961+0.578667j -1.64107-12.2268j 4.30602+2.50713j -3.97401-10.5632j 1.26308+4.54257j -0.517934-1.49224j -3.52433-4.00389j 2.36942-0.961629j -1.07829-2.32145j 2.65584+11.692j 1.72785+1.60275j 2.75975+2.44102j -4.7319-0.886868j 6.56083+12.9872j 0.214391-0.628852j 7.88438+6.88822j 1.51547+8.96793j -1.44376-2.08873j -0.136959-6.91832j -8.17873-9.78955j -0.0931093+2.30992j -0.033277+0.614628j 10.4032+11.6611j 0.0415682+0.103552j -0.0283321+4.91514j -2.85976-4.26455j 4.29681+2.31571j -2.27515-1.93295j 4.82564+5.3925j 1.12126+6.64502j 0.239831+2.03836j 8.77831+11.4098j 5.77473+5.37182j 0.735646-0.347656j 5.1721+5.54198j -4.51738-3.92617j 2.06195+0.424084j -1.29095-1.22592j -2.72476-2.63693j 5.38042+3.99289j -2.06881-0.854603j -1.24314-0.79699j -0.475747-0.58049j -0.214917-0.121819j 0.04247+0.540984j 
0.656268-0.917262j -0.46746+1.23061j -0.342678-1.01162j 0.227707-0.8168j 1.37623-0.498016j -0.651934+0.355775j -1.80569-0.357473j 0.979407+0.0519299j -0.332426-0.0245447j -1.11125-0.32452j -0.0827589-0.178249j -0.793427-0.343904j 0.060245-1.06301j -0.0359664+0.187882j 0.65129-0.579379j -0.482924+0.108605j 0.470149-0.0684103j -1.35437+0.406493j -0.37411+0.283448j 1.38535+0.079816j -0.908186-0.452817j 0.910312+0.634749j 2.66625-0.353571j 0.320651+0.114339j 1.52539+0.241261j -0.743065-0.533086j -0.533487-0.421483j 1.39063+0.162958j -0.696399-0.252146j 2.2736+1.32096j -0.50149-0.652157j -0.839541-0.374622j -0.579321-0.515203j -0.0419273+0.0301284j -0.349084-0.735242j -0.304499-0.0183862j -0.273156+0.130754j 0.0523008-0.179652j 0.385121+0.778993j 0.421009-0.033127j 1.021+0.421631j -2.05554+2.88172j 0.245017-0.469347j 3.7955-8.35706j 0.256074-1.00524j 1.25008+2.29183j 2.84557-3.61006j -2.92219+11.2647j -1.47391+1.90131j 2.15453+2.13693j 0.167967+0.388916j 5.29918-18.3204j 4.09158+4.31819j -1.27297-14.7013j -2.31785+8.35471j 1.87035-2.2411j -3.34992-5.68936j 0.509623-0.110389j 0.213047-4.22789j -2.43047+16.9631j 0.13806+2.34226j 1.57768+3.33996j -6.62913-0.993543j 1.13204+19.3542j -0.411979-1.35446j 6.63774+12.5933j -3.82717+13.2182j -1.16853-4.52023j 6.1396-9.70859j -4.57864-14.9852j -1.90946+3.31098j 0.253635+1.74507j 6.73351+15.6241j 0.544702+0.70861j -2.34278+7.29024j -2.21079-5.44721j 2.52191+4.92473j -3.61858-4.91873j 4.671+7.71774j -3.08508+9.7429j -0.923677+3.25379j 6.47669+14.6013j 6.70922+6.42092j 1.50016-0.443778j 3.81437+7.7198j -3.42908-5.53348j 3.52512+0.149028j -0.562471-2.074j -2.31044-3.56633j 4.98721+5.23358j -2.43927-1.68025j -0.923369-1.64172j 0.0107692-0.545495j 0.262391-0.400654j 0.48981+0.521339j 
-0.23241+0.707092j 0.985356-1.00112j 0.858572-0.65249j 0.626563-0.255503j 1.16317-0.179183j 1.76877+1.32506j 0.687692-0.551304j 0.921779+0.711833j 1.69796+1.78054j 0.335081+0.714824j 0.242876+0.413431j 0.98681+0.712904j -0.212934+0.662962j -0.190859-0.114725j -0.192047+0.215331j 0.392551+0.086643j -1.10128+0.156857j -0.227945+0.994273j -0.0954907-0.694019j 3.15513-0.892925j -2.32864-0.15471j 1.43075+0.0148616j 3.61425+1.10071j -0.533104+0.300873j 2.41318-0.353728j -3.49545+0.757278j 1.00877-0.162212j 2.70033-0.583409j -2.92313+0.0957539j 3.31481-0.457423j -2.48352-0.767759j -1.71635+0.455972j -2.87158+0.862461j -0.280371-0.152703j -1.03962+1.02109j -0.0912144+0.257797j 0.349013+0.0786689j 0.96923+0.409912j -0.320631-0.310456j 0.508673+0.40152j -0.580772-0.12518j 5.26567-3.39581j 0.979876+0.031633j -14.7765+6.75128j -2.96537+1.86457j 0.824076-1.48079j -4.93239+2.77833j 13.548-8.94489j 3.1913-1.58331j 1.99036-3.90083j 0.360016-0.360269j -26.5742+16.9511j 0.622053-3.79529j -17.2709+15.6791j 10.8728-7.38463j -4.63882+1.43644j -3.54926+4.76537j -0.758065+0.652509j -4.91354+3.77904j 23.5371-14.8986j 2.95877-1.66803j 2.81565-3.89372j 4.84798+1.46132j 22.2464-18.7773j -1.82017+0.501753j 9.09927-11.5858j 19.3496-10.994j -3.57656+2.63338j -14.4425+8.39121j -13.0275+13.0934j 4.91171-1.78935j 1.70985-0.689867j 11.3532-15.4667j 0.233396+0.403521j 9.74455-6.51648j -3.46213+5.58758j 3.26034-4.85653j -2.16083+3.84808j 4.62949-6.86183j 13.1663-8.33775j 3.32832-3.20651j 11.1288-13.8144j 1.22771-6.39397j -1.73662+1.41966j 5.20383-7.46253j -3.51674+4.49769j -2.0737-0.470771j -2.54977+2.7062j -1.67184+3.21226j 2.16452-5.41828j 0.374726+1.60464j -0.978361+1.79834j -1.46527+0.407488j -0.652858+0.489797j -0.372833-0.0207262j 
-0.515297+0.999933j 0.261501+0.792627j 1.09829+0.147359j 1.73941+0.153399j -0.0641181+0.276251j 1.00898+0.862771j 0.631423-0.296596j 0.474056+0.47282j 0.759033-0.277971j 1.36607+1.26792j -0.859735-0.171761j -0.467376+1.11889j 0.087783+0.470261j 0.0731359-0.0196323j -0.313941+0.488541j 0.215838-0.52699j 0.0318607-0.45759j 1.08621-0.577094j -0.602681+0.445253j -2.62218+0.537613j 3.0067-0.543544j -2.28435+1.96621j -5.2473-1.58077j 1.0075+0.286557j -2.85601+0.724111j 4.76868-0.41734j -2.75271-0.383744j -2.34455-1.5971j 3.98762+1.46214j -5.15104-0.955135j 3.20421+1.55311j 2.38196+0.862462j 3.67578+1.18845j -0.18672+0.19142j 1.90371+0.626726j 0.384531+0.194723j -0.128238-0.194559j 0.138315-0.967528j -0.526374-0.587428j -2.39799-1.12634j -1.43276-0.743916j 3.14131-3.97491j -1.26491-0.275118j -7.06994+16.9581j 0.996539+3.4783j -3.41682-5.18417j -2.75049+6.10616j 0.398062-20.1107j 2.98314-3.60224j -6.51945-6.95006j -0.921048-1.10945j -6.26511+38.1789j -11.9802-8.1376j 4.54617+32.5074j 2.04758-16.1987j -1.21516+4.21017j 8.97142+11.2328j -2.94573-1.42032j -0.557047+7.68236j 3.22925-34.6161j -0.756762-5.74158j -5.53071-6.46251j 14.9023+0.360559j -10.2923-40.1467j -1.39479+1.35483j -17.8022-26.8097j 2.97676-27.0231j 4.29271+8.72952j -5.36225+20.7493j 15.9471+32.115j 2.28425-6.10824j 0.766758-1.6222j -20.3843-35.1368j -0.609483-0.386879j 2.73194-14.5005j 7.01291+12.0726j -7.90484-9.07575j 9.33151+10.3857j -12.4914-17.0386j 2.00297-20.2408j 1.1853-6.27694j -20.1953-31.6433j -15.2074-14.1431j -2.1188+1.75962j -11.4909-16.2355j 10.2622+12.7108j -6.11916-1.26925j 1.89278+4.80804j 6.6251+7.26254j -13.1544-12.4115j 6.04494+3.57597j 3.29528+3.25188j 0.364504+1.54879j 0.205778+0.633256j -0.668999-1.12551j 
-0.122217+0.242229j -0.72867+0.00981592j 0.184089+0.129197j -0.696399+0.668411j 0.615874+0.5125j 1.51469-0.320651j -0.344824+0.260578j -0.37926+0.933377j -1.96916+1.62168j 0.379397-0.0923718j 0.645692+1.29759j -1.18983-0.611637j 0.973174+0.591679j 0.321423+0.674282j 0.13879-0.212422j -0.448233+0.0846821j -0.232718+0.530051j 0.657194+0.0561362j -0.23717+1.03452j -0.391344+0.459566j 0.127247-0.606538j -0.0695937-0.0522467j 0.378981-0.163131j 0.606239-0.215216j 0.592597-0.757144j 0.208392+0.357269j 0.124923-0.103079j -0.635961-0.02657j 1.31755+0.07315j -0.394837-0.602722j -0.0818532+0.174204j 0.340241-0.0468598j -0.048732-0.0687699j -0.672342-0.0636872j 0.288028+0.426416j -0.079498+0.0263629j -0.00716718+0.26834j 0.145912-0.361186j -0.0761978+0.372792j -0.185727+0.697405j -0.963541-0.272475j 0.315242-2.25139j 1.22649-0.152454j -2.92248+4.85298j 1.55386+0.724514j 0.0154381-1.02428j -0.743704+0.922617j 1.46679-5.23742j -0.733502-1.38061j -0.396935-1.66408j 0.870355-0.248292j -5.0427+9.39704j -0.940983-2.08004j -1.07609+7.24943j 3.95195-3.33948j -1.63327+0.768855j 1.04256+2.62272j -0.607624+0.754931j -0.566934+1.07077j 3.95891-8.21298j 0.584981-0.848216j -0.856979-1.28124j 3.44019-0.719917j 2.5923-10.543j -0.277604+1.31985j -0.638029-5.96141j 3.86064-6.61515j -0.477808+1.97042j -3.63752+4.05935j 0.220379+6.53653j 0.602539-1.59481j 1.58292-0.512609j -1.67688-7.39832j 0.382542-1.30402j 1.20142-4.64473j 0.584748+3.32436j -0.603642-1.89336j 0.0518921+2.53225j -1.26399-4.0802j 1.57896-3.88494j 0.669029-1.12853j -1.8929-7.1998j -2.81654-3.33826j -0.924405+0.318952j -1.07735-3.57646j 1.1369+2.56522j -1.47328-0.25035j -0.0673562+0.923278j 0.775471+1.96578j -1.84039-2.32231j 0.880831+1.02648j 0.275734+0.698854j -0.0305609+0.349628j -0.15586+0.124258j -0.27512-0.269644j 
-0.208569-0.84231j -0.100876+0.462262j 1.05261+0.675144j 0.326748-0.479133j -0.194042-0.60617j -0.38224-1.66906j -0.52306+0.033734j 0.551724+0.71096j -1.53593+0.731034j 0.507068-0.624976j -0.291286-0.24392j 0.808534+0.82295j -0.474237+0.434546j 0.371202-0.111405j 0.0163992+0.301914j 0.22292-0.194987j -1.83491-0.261978j -0.795601-0.0702149j 0.0677105+0.654487j 0.509678-0.00926498j -0.544732+0.696401j -0.738556-0.681766j -1.37258-0.698696j 0.673401+0.735741j -1.69719-0.126895j -0.270351-0.405887j -0.575521+0.709179j -0.0745516-0.0585314j 0.554259+0.926618j 0.398171+1.4722j -1.22142-0.00243294j 0.677935+0.1673j -0.012849+0.607422j 0.244589-0.0292748j 0.0731447+0.119701j -0.325201+0.0442672j -0.360601-0.19633j 0.0307424-0.623875j 0.307934-0.0968822j 1.81228-0.398746j 1.27998-0.364036j -2.74625+1.63609j -1.13641+0.586584j 2.66201-2.98437j 0.462027+0.0337251j 0.488305+1.13975j 1.50889-2.01451j -2.46629+2.69844j -0.834046+0.245573j 1.30901+0.857084j 0.720962-0.662991j 5.79653-6.50897j 1.44574+1.04636j 3.65759-5.30303j -2.01848+2.40315j 1.19329-1.6261j -0.131002-1.45398j 0.488823-0.0271979j 0.184356-1.13551j -6.23837+6.1843j -2.16276+2.29953j 2.00168+1.34294j -1.31786+0.0267771j -3.92999+6.61681j 0.236009+0.294714j 0.395382+4.67705j -4.27003+4.94629j -0.146326-1.13873j 3.28761-4.06687j 2.23272-5.56266j -0.886056+1.54124j -0.0796637+0.653121j -1.05586+6.71672j -0.184524+0.153913j -2.49946+2.10544j -0.359338-2.86821j 0.328909+2.98958j -0.0185743-1.35178j 0.3151+2.95109j -3.04279+3.22823j -0.981485+1.14996j 0.684584+5.5871j 1.92666+2.58896j 0.526254-0.482726j 0.0215128+2.52979j -0.15543-1.86517j 1.33011+0.055407j 0.696422-0.777324j -0.235727-1.02761j 0.698739+1.69337j -0.704196-0.635252j -0.269204-0.51662j 0.207822-0.392505j 0.100047-0.280289j 0.262382+0.13116j 
1.51635-0.35509j 0.0184177-0.714198j -0.63529+0.265484j 0.477825-0.928425j 0.40629-0.387253j -2.21737+1.41432j -0.476658+0.45173j -0.668712+0.212851j -1.36164+0.152855j -1.00361-1.31126j -1.23161+0.961614j 0.72759+0.0175811j 0.833109-1.11379j -0.0372332+0.0450312j 0.415376+0.00574903j -0.648503+0.13032j 0.901825+0.256529j -1.43485-0.413181j -0.713115+1.01792j 2.3246+0.447324j -3.17189-0.0798043j 0.28056+2.08021j 3.21499-0.481613j -0.599982-0.322764j 2.30675+0.467569j -3.47512-1.19557j 3.89123+0.865157j 4.65079+1.15544j -3.62838-0.0747226j 2.23974+0.730053j -2.98355-1.0347j -1.07954-0.517955j -2.62638-1.605j 0.29612-0.113032j -1.71384-1.20536j -0.409512-0.0460759j -0.0872654-0.0745045j -0.536495+0.735238j 0.157803+0.504523j 1.4792+0.86878j 1.02072+0.398669j -4.21297+4.2922j 0.970392+0.67797j 6.7166-18.9713j -0.838112-4.83089j 3.43682+6.54424j 4.41822-6.2737j -5.43293+23.2249j -2.59252+2.34551j 4.42398+6.33857j 1.49407+0.147684j 9.12985-41.0628j 12.3987+9.87528j -2.80141-33.6027j -2.67952+16.077j 1.44559-4.26978j -9.53851-11.8261j 3.62756+0.4599j 1.44078-8.46656j -7.46988+38.068j 0.264393+5.25954j 5.66493+6.58984j -15.554-0.245335j 7.29677+42.3972j 1.17149-1.04278j 16.2605+28.6946j -5.24963+28.9629j -3.24495-9.43199j 7.44397-22.5549j -14.1704-33.4364j -2.53882+7.65745j -1.46542+2.79776j 21.0683+37.3738j -0.174589+1.37063j -4.26277+14.3044j -6.34418-13.1473j 6.95139+10.4118j -9.00883-10.0782j 14.1558+16.698j -4.24653+21.4969j -2.27997+6.50378j 18.8275+33.2065j 15.1991+14.8407j 2.68116-1.43842j 10.6724+17.1592j -10.1546-12.8648j 6.73175+1.07094j -2.20064-4.85261j -6.30586-7.8879j 12.9333+13.054j -6.30616-4.29496j -3.31766-3.56716j -0.285303-1.74878j 0.0143359-0.735304j 0.942421+1.16284j 
0.351983+0.43606j 1.55713+0.646478j 0.321858-1.12021j -1.13621-0.691992j -0.523229+1.95318j -1.0288+0.677656j -0.729352-0.232247j 0.0358416+0.0175353j -1.42284+0.0617951j -1.28813-0.768732j -0.302267+0.587248j 0.0489477+0.952464j 0.881746-0.589263j -0.655856-0.445301j 0.445065+0.125167j 0.230806-0.502851j 0.5842-0.439516j 0.045163-0.299411j 0.182507-0.350611j -1.72437+0.287665j 1.93644-0.281363j -0.568174-0.159904j -1.83405+0.0539926j -0.374805-0.0747367j -1.14613+1.21011j 2.08873-1.19077j -1.35905+0.70255j -2.67637+0.0465166j 1.61701-1.15408j -2.46885+0.614378j 1.50789-0.333436j 1.02274-0.285938j 1.91726-0.595338j 0.529165+0.933664j 0.738873-1.03346j 0.383999-0.362592j -0.0663868-0.17601j -0.335167+0.215544j 0.434997+0.377554j 0.662712+0.48413j 1.18043+1.02712j -6.46838+3.67907j 0.311226+0.211718j 15.5118-13.3813j 2.07622-2.32104j -0.33121+3.54319j 6.45076-5.51197j -15.0292+17.2782j -4.14959+3.74219j 2.08+5.79122j -0.709302+1.81728j 29.2571-32.7927j 3.02158+7.57391j 16.268-26.1784j -10.8418+12.5585j 3.86457-3.43822j -1.45-9.44234j 2.94393+0.95412j 6.70828-7.51624j -27.8705+29.622j -2.96282+4.96724j -1.90857+6.12134j -10.4938-1.18326j -18.6477+32.6866j 1.34345-0.00355123j -1.48967+21.052j -19.7073+21.9501j 0.885259-6.22221j 17.7082-17.4396j 6.45111-26.2655j -5.331+6.11749j -3.23476+2.18155j -5.5238+28.3374j -1.03933+0.513683j -11.0012+10.9462j 1.30869-10.4736j -0.738883+7.31438j -1.82036-7.4804j 0.00167835+14.0914j -14.6753+16.3009j -5.19942+5.0869j -3.41505+25.5426j 4.10207+11.9801j 2.82957-1.2739j -0.675877+12.9553j -0.486069-9.88533j 4.78725+0.89935j 1.83323-4.14103j -0.647906-6.15922j 2.95064+9.9052j -2.27131-2.97199j -0.0468567-2.44595j 0.952325-0.941029j 0.681777-0.398029j 0.566137+0.656798j 
