0.0501873+0.108518j -0.132635+0.170133j -0.0379434-0.0110881j -0.261828-0.0603079j 0.178443-0.111873j -0.181033-0.0308983j 0.105724+0.0227068j 0.216226+0.107075j -0.215517-0.0512112j -0.0484233-0.111053j -0.26534-0.112577j 0.38695+0.191482j 0.139456-0.203558j 0.156814-0.219328j 0.027083-0.090499j -0.0595716-0.437315j -0.17701-0.374261j -0.150924-0.318331j 0.0609426-0.120844j -0.15717-0.265043j -0.218664-0.154758j 0.349238+0.137127j 0.130357-0.215634j 0.21445+0.0470414j -0.0699986+0.360089j 0.465249+0.242899j -1.17475+0.333327j 1.19964-1.52416j 0.217677+0.240073j 1.33812+1.93655j 0.199501-0.53366j 0.00431172+0.0935821j -0.0470972-0.562685j -0.264675+0.465058j -0.210864+1.1578j 0.129292-0.466633j -0.0874881+0.470722j 0.190134-1.35972j -0.0981953+1.06557j 0.296866-1.81128j -0.0797644+0.164005j -0.216264+2.19692j 0.120294+1.29357j -0.371539+1.61323j -0.280692+1.2358j 0.266496-0.295532j -0.279502+1.25052j -0.0311979+0.606706j 0.98427-2.22279j -0.461169+1.5947j 0.451313-0.764042j 0.629003-1.02263j 0.160119-0.0379082j -1.12687+1.60809j 0.846356-1.5562j 0.306761-0.641823j -1.51206+2.79206j 0.0245563+0.15763j -0.724638+2.26771j -0.218907+0.984244j 0.167574+1.52749j -0.0950604+0.79382j -1.20907-0.208662j 0.565791-0.46356j -0.582151+0.450954j -0.984473+1.18324j -1.38292-1.16498j -0.139472+1.96723j -3.22714+1.83868j 
0.232291+0.364984j 0.184283-0.869967j 0.00360686-2.05958j 0.382073-6.37428j -0.1287-2.02513j 0.63878-7.63585j -0.336138-6.00055j -0.384018-17.5185j 0.616186+10.3166j -0.0688212-5.38536j -0.570674+3.86358j -0.0764191-6.82996j -0.663204-18.6498j -0.840173-17.0191j -0.411849-3.54346j -1.30825-17.2479j -0.825036-16.7799j -0.354306-7.05033j -0.58983-3.65305j -1.36105-5.41496j -0.849418-12.1803j -0.586581+18.5196j -0.347307-0.379679j 2.99324+8.81408j 1.0859-1.34951j 1.19059+8.27044j -1.21614-2.03375j -0.0421524-1.64339j -0.0761536+0.408822j -0.69619+1.36797j -0.0149145+2.09827j -0.488235-1.31176j -0.307362+7.11128j 0.0322425-2.94088j 1.01703-14.9166j -0.813247+0.785666j -0.0128758-6.85232j -0.457086+19.9473j -0.276428-10.9982j -0.00115045+26.5808j -0.266064-2.31742j -0.221701-29.6641j 0.0623063-15.4505j -0.532141-22.991j -0.741034-18.688j 0.195734+0.180897j -1.01487-19.3795j -0.24846-14.9518j 2.18573+36.5411j -1.85357-23.1401j 0.759043+15.2126j 0.807361+14.9054j 1.707+6.57277j -0.723505-14.9703j 0.870913+19.4556j 1.09205+9.19729j -1.0794-29.5888j -0.232858-0.823812j -3.22333-19.9763j -0.950185-4.70452j -1.63551-17.4575j -2.3456-5.26708j -1.31542-0.461517j 0.109012+8.54789j -1.53398-2.80453j -2.68222-6.81915j -0.415844-0.677171j 0.46345+2.45395j 0.0300123-0.958806j 
0.0272702-0.136727j 0.028289+0.828423j -0.442646+0.413582j -0.466234+1.80115j -0.0856628+0.0326491j -0.328434+1.65491j -0.328285+1.46755j 0.218222+4.31041j 0.206012-2.91222j 0.216378+1.11827j -0.448273-0.719943j 0.0890378+2.13621j -0.056306+4.55857j -0.118046+4.02404j -0.00509551+1.12849j 0.126825+4.75496j -0.460506+4.15937j 0.624265+1.35243j -0.579349+0.318551j 0.443705+2.52705j 0.0932063+3.3824j -1.67424-3.76615j 0.271453-2.44433j -1.21822-0.480274j 2.97215-1.43692j 1.54363-1.13181j 0.303053-0.0631076j 0.521178+1.35125j 0.279073+0.260768j 0.272973+0.338851j 0.307701-0.671924j 0.201528+0.649959j 0.303296-0.11495j -0.560514+0.635101j -0.237803+0.738279j 0.272569-0.10224j 0.0518587+0.657089j -0.61111-1.71363j -0.352856+1.07754j -0.845835-2.09839j -0.224703+0.670905j 0.683486+1.92331j 0.760125+0.847447j 0.651304+1.23678j 0.218106+1.14451j 0.220749+0.248639j 0.471919+1.03223j 0.852247+1.08646j -1.71221-2.22339j 0.844708+1.85558j -0.682547-0.994417j -0.824569-1.02436j -0.989144-0.939j 1.84122+1.11795j -0.704268-1.5842j -0.755416+0.0731887j 2.08451+2.41733j 1.09082-0.486848j 2.06199+0.885992j 1.96534+0.131273j 1.22812-0.713771j 0.466127+0.268413j -1.39159-0.133205j -0.287203+0.11012j 0.544306+0.382574j 0.106238-0.523171j -0.210249-0.0549246j -0.195411+0.239952j -0.0365676+0.526034j 
0.0793301+0.502801j 0.030422-1.22307j 0.42135-2.57734j 0.179253-8.54201j -0.162002-2.22953j 0.147756-8.69028j -0.300599-7.42128j -0.236499-21.0543j -0.229938+12.6046j -0.272249-6.84014j 0.201851+4.65387j -0.891611-6.792j -0.325136-23.6409j -0.162555-19.5891j 0.450274-3.72138j -0.635475-21.5012j -1.00306-21.898j -0.718608-7.35508j -0.949197-3.329j -1.12179-5.66838j 2.23622-16.142j 1.18769+21.3347j 0.105012+0.277111j 2.00368+12.9347j 1.8495-2.88427j 0.120257+9.40642j -0.0323594-0.747815j 1.93083-0.886424j 0.0723027+0.661574j -0.811042-0.45747j -0.0588868+2.52019j -0.843279-1.66974j -0.593063+8.59161j 0.573893-3.75171j 0.835311-17.6353j -0.514561+0.858337j 0.0767357-8.08689j -0.876492+22.7541j 0.35703-12.4556j -0.139096+31.2869j -0.673034-2.30785j -0.0430452-35.0909j -0.53342-16.7921j -0.770977-27.0123j -0.0414413-21.3998j 0.569213+0.846467j -0.699633-22.1873j -0.131353-17.2822j 1.93678+43.1676j -1.5546-27.334j 1.06616+17.4185j -0.0265997+16.4825j 1.08214+7.07177j -1.29564-17.8899j 0.298709+23.6452j 1.17077+10.5214j -2.34591-33.0211j 0.111238-1.15101j -3.6775-24.1389j -1.34689-6.73164j -1.0233-19.6973j 1.28501-6.24775j -0.317764+1.23671j 2.64626+11.6725j -0.922635-3.79633j -1.05278-6.82648j 0.417531-0.954075j -0.222723+1.8647j 0.12616-0.27937j 
0.495848+0.75793j 0.235154-1.69186j 0.318562-3.60446j 0.326798-11.4196j -0.651855-3.04262j -0.452426-12.169j -0.723994-9.497j -0.947791-27.8674j 0.19714+16.6597j -0.810052-9.22937j 0.322407+6.02507j -0.711141-9.99055j -0.395276-31.2432j -0.729479-26.4737j -0.20248-4.79138j -1.04339-29.3757j -1.772-30.3161j 1.22034-10.2681j -0.588615-4.27504j 1.13717-7.59369j -1.84372-18.7638j 2.53518+29.4607j -0.727551-0.889402j -0.732063+16.2166j -0.86703-3.69816j 1.55678+13.394j 1.03424-2.91242j -0.192951-1.90835j -0.178168+0.762987j -1.33605-0.18613j -0.0291979+2.9655j -1.26823-1.91676j -0.498191+9.62488j 0.647223-3.77334j 0.366535-19.9884j -1.09231+0.993771j -0.165601-9.15783j -0.189235+25.5214j 0.0908889-13.8546j 0.980285+35.5539j -0.106899-3.11696j -1.14743-39.2533j -0.925608-18.8068j -2.13263-29.8691j -1.76694-24.4958j 0.433682+0.845872j -2.34249-24.4821j -1.00375-19.1465j 4.19831+48.0633j -3.97253-31.4919j 1.70687+20.3155j 2.61211+19.4381j 0.680429+7.5362j -3.65189-20.1323j 3.68213+24.7079j 1.40494+12.1012j -5.84885-37.668j -0.670954-1.38147j -3.40709-24.3697j -1.43045-8.41858j -3.09734-21.4288j -2.46248-8.17044j -0.270157+0.401805j 3.29738+12.8019j -0.833173-4.63485j -3.62923-7.81433j -0.037823+0.00692737j 0.734427+2.13248j 0.404307-0.503934j 
-0.466361-0.347167j -0.0975078-0.110066j 0.336712+0.762031j -0.281915+3.7716j -0.75803+1.19472j 0.0773276+3.5395j -0.24023+3.24778j 0.860243+8.84269j -0.210022-5.14335j -0.475035+3.54634j -0.190491-0.410137j 0.884524+2.42192j -0.266759+9.02015j 0.454802+8.62308j 0.485214+1.50352j -0.544506+8.3915j -0.178209+8.865j 0.238077+3.84897j -0.509307+0.38269j -0.382652+3.08728j -0.148594+6.15204j -0.425196-10.0433j 0.332661+1.16136j -2.45059-5.25535j -1.07992-0.30124j -0.624421-2.42855j -0.578865+0.288805j 0.768904-1.04951j 0.0417346-0.499729j -0.0516002+0.880653j -0.582058-0.443547j -0.154044+0.390442j 0.581147-2.62146j 0.252243+1.31546j -0.137763+5.92843j -0.319204+0.320308j -0.296898+3.12875j 0.0553744-7.93793j -0.18482+4.27766j -0.248235-10.9j 0.335819+1.24495j 0.654008+11.008j 0.294403+5.06693j 0.474345+9.02024j 1.19251+7.33077j 0.198307-0.688692j 1.12749+7.20884j -0.333801+5.09676j -1.10173-13.9614j 0.432491+8.86313j -0.979967-6.14519j -0.36092-5.15305j -0.723523-2.41537j 0.975949+7.27956j -0.881722-7.41212j -0.203118-3.42869j 1.0422+11.0905j 1.26595-1.45006j 1.13356+7.77984j 1.48202+2.60385j 0.954411+6.40191j 1.18988+2.40457j 0.883903+0.667997j -2.00108-3.58606j -1.0669+0.549657j 0.773455+1.4112j 0.735735-0.706057j -0.78587-0.233629j 0.00150536-0.103518j 
-0.354572+0.783301j -0.0732532-2.16346j 1.30837-4.09082j 0.390366-14.3542j -0.174869-3.62251j 0.356564-14.9012j 0.191474-12.4462j 0.17427-34.898j -0.884601+20.4796j 0.339186-11.4449j 0.174774+7.38693j -0.683992-13.4842j 1.119-38.5789j -0.821071-33.395j -0.0911599-7.14101j -0.564516-38.2805j -0.781982-37.3931j -1.07233-10.6175j -1.24648-4.92098j -1.33832-11.3676j -1.27663-24.3058j 1.66559+37.6358j 0.553255-0.59372j 3.21851+21.5929j 0.442612-4.02683j 0.344751+16.4248j -1.58908-4.68176j 0.374366+0.40953j -0.25189+0.919944j 0.867656-0.0721853j -0.227432+4.1987j -1.39738-3.23758j -1.49899+13.9578j 1.25274-5.94524j 2.60199-28.4104j -0.892731+1.77475j 0.497095-12.8818j -1.80895+36.1097j 0.89685-19.772j -1.57209+49.6486j -0.0736684-4.30981j 1.72786-55.5491j -0.168175-27.159j 0.254723-43.1227j 0.487884-35.186j 0.863851+0.784949j -0.218991-36.0306j 1.05543-28.1503j 1.24254+69.0491j -1.11313-43.7005j -0.00994282+28.428j 0.925827+26.5533j 1.31786+11.2759j -1.73824-29.8128j 1.65915+35.0558j 2.07188+16.3069j -4.19264-54.0864j 0.47344-2.30096j -1.81918-37.8933j -0.410457-10.1725j -4.01827-30.7903j -2.23262-10.971j 0.318718-0.356896j 3.38801+18.3668j -1.92156-5.39148j -2.85441-12.0338j 0.451171-0.383916j -0.113203+1.79945j -0.49307-0.346729j 
0.239888-0.705742j 0.125844+1.67852j -0.762013+2.34952j -0.764988+9.9024j 0.512152+2.32751j -0.171983+10.5082j 0.00314388+8.20975j -0.666474+24.1266j -0.400724-14.6243j -0.0086119+8.03828j 0.800427-5.60932j -0.290854+9.83619j -0.416325+26.4245j 0.834338+24.5213j 0.223038+4.38836j -0.352133+25.1151j 1.41099+25.6604j -1.14939+7.8009j 0.458902+3.93506j 0.147775+6.62937j 0.624908+15.5946j 0.102064-26.1857j -0.114682+1.27447j -1.73334-12.8605j 0.318429+1.61658j -1.06788-10.7291j -0.357546+4.42498j 0.193014+0.558968j 0.540152-0.610509j -0.329658-0.720091j -0.111808-2.7695j 0.918857+2.37543j 1.18253-8.34566j -1.21417+3.10303j -1.38416+17.3081j 1.12408-1.04439j -0.0467545+7.70699j 1.00335-22.2293j -0.596806+12.4063j 0.672792-30.1584j 0.139792+2.77529j -0.284246+33.7275j -0.833823+17.0062j 0.546357+26.0179j -0.123798+21.6232j -0.283075-0.774273j 1.34171+21.8524j -0.587135+16.5631j -2.0796-41.6457j 1.87183+26.1925j -1.48737-16.6087j -2.18116-14.5872j -1.0424-6.19481j 0.356519+18.1543j -2.4624-21.2043j -1.07091-11.089j 2.2242+32.316j -0.603911+2.12915j 2.87379+22.2817j 2.00507+6.03069j 2.17749+18.1998j -1.00628+5.15664j -0.194559+0.861j -3.41503-11.0188j 0.692519+2.73798j 1.30012+6.61007j -0.499213+0.196103j -0.287655-1.85096j 0.146185+0.400513j 
0.168157+0.267448j 0.0941587-0.354065j -0.00910747-1.63962j -0.0611102-5.92645j -0.275633-1.62514j 0.218585-6.51256j -0.0746755-5.35554j -0.675758-15.6334j 0.472765+8.66385j 0.165504-4.80346j -0.834881+2.55343j -0.285418-6.32398j -0.757427-16.4129j 0.38102-13.9548j 0.230761-3.28074j -1.65086-16.7815j 0.0875773-16.6354j -0.454493-5.0722j 1.23919-1.23917j 0.625396-5.95995j -0.818922-10.2014j 1.10363+17.4847j -0.618009+0.0179172j -0.48246+7.48117j -0.0464365-2.75923j 1.08556+6.91914j -1.50411-1.23558j -0.201544-0.097193j 0.120491+0.40548j 0.239254+0.261617j 0.128444+1.40881j -0.186845-1.03981j -0.372127+5.95783j 0.316947-2.29008j 1.24844-11.8261j -0.653043+0.638961j 0.290784-5.63133j -0.927492+15.6938j 0.0348064-8.67181j -0.493397+21.4182j -0.0921889-2.49084j 0.310731-23.6564j 0.697267-11.4646j 0.00583925-18.0963j -0.586908-14.8184j 0.279623+0.0681251j 0.819543-15.1519j 0.189463-11.8224j 0.631938+29.5954j -0.150085-18.3856j -1.08112+12.3002j 1.69125+10.7165j -0.288104+5.18683j -0.552543-13.526j 1.15999+15.5794j -0.0667883+6.17282j -1.25856-23.1493j -0.614446+0.137905j -1.79806-16.3008j 0.268282-3.99991j -0.900633-13.2102j 1.74968-3.70905j -0.753914+0.837611j 1.50835+6.79757j -0.981789-2.96347j -1.84138-4.90166j 0.103071-0.270158j 0.127358+0.459869j -0.312964-0.278852j 
0.0529943+0.912824j 0.230674-1.57516j 0.610587-3.18376j 0.909633-11.9406j 0.0739577-3.7627j 0.913501-14.019j 0.618164-10.6315j 0.665058-31.0987j -0.533969+19.7818j 1.25674-10.8402j 0.0106661+6.55952j -1.09885-11.7025j -0.73485-35.0975j 0.342252-31.1005j 0.601757-6.05784j -0.391855-32.3019j -0.499464-32.6936j 0.0198767-10.1941j 0.540542-4.96454j 0.0457963-9.74957j -0.443285-21.5287j 2.62306+34.9243j -0.355645-1.03406j -1.27746+17.237j 1.9046-3.71001j 0.793815+13.6456j 0.146857-3.49375j 1.23096-0.945872j -0.185571+0.712367j 0.568762+0.687653j -0.0235867+3.00983j -0.892554-2.65768j -1.38196+9.94375j 0.434622-3.63512j 2.57678-21.2453j -1.08573+0.823721j 0.491816-9.91246j -1.22742+27.3587j 1.00515-15.1397j -1.33671+37.7516j -0.182208-3.30788j -0.0428707-42.4871j 0.411048-20.577j -1.08291-32.6636j -0.301248-26.3988j 1.04349+0.718584j -1.52174-28.1521j -0.642299-19.8095j 2.72752+50.2785j -1.58509-32.1629j 1.59628+20.8037j 1.2334+21.08j 0.944426+8.89787j -3.28511-22.9186j 1.73532+25.2852j 1.85776+12.4474j -4.33437-40.8722j 1.19309-1.7058j -3.47347-27.7679j -2.11939-6.7439j -3.87412-22.5282j -1.09833-8.29004j -1.79948-0.00413843j 2.24876+14.2578j -1.82384-2.92907j -2.13866-8.18964j 0.32631+0.153658j 0.0612191+2.0587j -0.540422-0.597944j 
0.317079+0.255974j 0.315587-0.326982j 0.127567-1.46341j -0.2152-5.56829j -0.388923-1.75014j -0.0108709-5.93778j 0.620746-4.28339j -0.0347238-12.8913j 0.0525805+7.7879j 0.246333-3.70215j -0.522099+2.43946j -0.16341-4.41412j -0.385049-14.2181j -0.901669-11.6195j 0.488557-2.59702j 0.00925988-12.6876j 0.366955-10.9076j -0.416586-1.76588j 1.17032-4.92124j 0.449673-4.76395j 0.224058-8.11967j -0.0211583+14.9246j -1.365+0.822209j 0.985522+7.44611j -1.32396-1.07908j -0.480208+5.77483j -0.903437-1.74135j 0.300086+0.00950083j 0.129575+0.636204j 0.125486-0.438939j 0.0474265+0.682701j -0.464621-0.700586j -0.124611+4.58166j 0.387666-0.985991j 0.857466-8.11629j -0.338094+0.285096j 0.0280771-4.13267j -0.405907+10.7044j 0.08628-5.76853j -0.46406+14.4554j -0.0418395-0.790983j -0.255322-16.2775j -0.582764-7.42561j -0.331382-12.0133j -1.15545-9.84241j 0.0837892+0.395425j 0.0891824-9.70814j -0.336736-7.28882j 2.21943+17.4684j -0.651704-12.9405j 0.581891+7.25584j 0.814426+6.79693j 0.811238+3.48687j -0.840623-7.12586j 0.461095+8.94313j 0.221844+5.41249j -0.847234-15.1406j 0.211163-0.518594j -1.1083-10.1819j -0.0228679-3.18323j -1.69918-8.17309j -0.516079-3.39211j -0.545041+0.641347j 1.74874+4.91381j -0.296736-2.15753j -1.54541-2.55322j 0.832248-0.26443j 0.199196+0.759741j -0.00151973+0.256717j 
0.35485-1.80485j 0.172202+3.60138j -0.956497+6.95902j -1.29426+27.7074j 1.21418+7.591j -1.64548+29.7081j 0.476516+23.9236j -0.753294+70.0537j -0.574834-41.6742j -0.499003+22.7967j 0.223441-14.5957j 0.209006+26.9332j 0.941672+78.0329j 0.356808+65.7051j -0.919726+11.1068j 0.556386+70.4717j 2.32153+72.7179j 1.46807+23.0616j 1.42447+11.9131j 1.03918+23.5255j 3.05053+48.409j -4.30651-74.6241j 0.726561+1.17134j -2.51521-39.4467j -1.75406+6.01461j -1.75455-32.4177j 0.512571+7.89839j -0.331244+2.55138j 0.567109-1.3349j -0.0464579-2.22574j -0.31825-7.02914j 1.71418+5.73806j 3.27005-22.39j -2.27003+8.63657j -5.27876+45.7625j 3.73197-1.78858j -0.864067+21.0419j 4.08431-59.3775j -1.8239+32.4215j 2.3518-81.259j -0.104398+7.05087j -2.05824+90.9369j -1.46817+43.9481j 1.48436+70.1513j 0.217953+55.9299j -1.33294-3.13503j 0.995202+57.0284j -0.110323+43.3904j -4.56052-108.111j 2.55695+68.6849j -2.9198-46.3457j -3.18679-41.9802j -2.57304-19.3713j 2.62187+47.276j -3.36208-57.687j -3.17182-27.4874j 9.87984+84.6945j -0.468689+1.69239j 6.12589+57.4003j 2.87308+16.168j 7.2884+47.8246j 2.49919+17.145j 2.03919+0.285872j -7.66996-28.9636j 3.20044+9.09947j 4.17639+17.8768j -0.403224+1.08923j -0.53887-3.87486j 0.692331+1.47876j 
0.439797-1.61696j 0.113176+2.6003j -0.910715+5.27374j -1.39377+21.2574j 0.339327+5.93012j -1.60689+22.449j 0.305924+18.1804j -1.7548+53.7806j -0.969389-32.801j 0.733146+16.4195j -0.0817668-10.8494j -0.166044+20.9643j -0.134278+57.5492j 0.794095+50.0864j 0.746919+10.5228j 0.60877+53.8563j 0.841417+57.9881j 0.157461+18.0186j -0.588179+8.36327j 1.50036+15.6843j 0.731626+36.4523j -3.70817-56.9977j 0.796499+2.1449j -1.52082-29.6032j -0.270211+6.04213j -1.4593-22.2742j 1.55639+6.16986j -1.23427+2.27254j 0.556191-1.05533j -0.49746-1.45261j -0.371616-5.04122j 1.37594+4.42435j 3.24263-16.8037j -1.73272+6.28162j -4.07278+34.1123j 2.81247-1.06547j -0.842226+15.659j 3.64134-44.1285j -1.62127+24.888j 2.01861-60.6213j -0.689855+4.9324j -1.03067+67.7068j -1.33003+33.5795j 0.273277+50.4275j 1.05729+41.4417j -0.283292-1.53027j 0.835841+41.3644j -0.456185+31.3426j -3.61871-82.3428j 1.85142+51.5822j -1.86119-35.0056j -0.303833-31.5079j -2.26506-13.4355j 2.09405+34.6075j -2.93735-41.3333j -1.63723-20.341j 6.7516+62.8825j 0.0364661+1.5668j 4.61734+42.6222j 1.32585+11.5214j 6.75891+34.1642j 2.24362+12.5953j 1.88794-0.650978j -5.82556-21.0418j 1.714+6.10766j 3.37275+12.4786j -0.775459+1.56926j -0.249627-3.10461j 0.549663+0.932756j 
-0.0625251+0.0279376j -0.181714-0.135568j 0.489101-0.0205361j -0.134342-0.965633j 0.602194-0.0378783j -0.0857514-0.0702242j -0.784563-0.203931j -0.51985-0.649146j -0.550886-1.051j -0.724443-0.613511j 0.520723+0.411592j 0.489861-0.827623j -0.722932-2.12563j -0.203838-1.78385j -0.170587-1.171j 1.9946-0.375652j -0.911077-1.11888j 0.38338+0.317661j 0.310225-0.12313j 0.802127-0.730392j 2.2476-1.23683j 0.0107845+1.29227j 0.0221969-0.0336136j 0.259152-1.46505j -0.981928-0.372017j -0.642806+1.19619j 0.495787+0.0956897j -0.941904+0.0693414j -0.207011-0.01757j 0.103004-0.198348j 0.119518+0.0141925j -0.327393-0.204375j -0.438627+0.0113938j -0.204805-0.580635j -0.273606+0.251866j 0.199358+0.0108458j -0.366956+0.249422j 0.218982-0.176397j -0.36067+1.30696j 0.621793-0.540784j 0.317073-0.0740036j 0.646546+0.823519j -0.129826+0.151402j -0.866445+0.29623j 0.047383+0.275338j 0.174933-0.63779j 0.194665-0.220745j 0.920746+1.46808j 1.09275-1.1142j -0.932341+1.00553j -0.761932+0.653351j -0.432617+0.62679j -0.390008-1.22278j 0.151794-0.202438j -1.19392-0.30237j 0.0642155+0.0158963j -0.319564+1.91825j 0.217568-0.0583028j -0.371925+0.408566j 0.338966+0.986165j -1.23874-0.510863j -0.0982056+0.164754j -0.162325-0.0631753j -0.446364-0.692812j 0.164269-0.408021j -0.239698-0.261244j -0.272451+0.202893j 0.397783-0.109819j -0.00867151+0.0611144j 
-0.285+0.283184j -0.117054-1.23698j -0.111281-1.70098j 0.196907-6.94667j -1.04338-2.79582j 0.442441-6.91272j -0.565272-6.95809j -0.283538-17.9172j -0.473018+11.5008j 0.174097-4.94032j -0.536852+3.60169j -0.430666-6.13451j -0.323897-19.4271j -0.489879-16.4408j -0.445376-4.92065j 1.14412-17.9546j -1.21955-17.8215j -1.13-6.0477j -0.81346-1.65175j -0.253764-5.79897j -0.339391-9.18343j -0.529187+17.8098j -1.29498+1.14778j 0.319926+9.22419j 1.10685-1.34895j 1.5062+8.08837j -1.52348-1.20793j 1.09664-0.472833j -0.100229+0.153176j -0.585717+0.672359j -0.11702+2.05862j -0.323634-1.539j -0.599508+5.19238j 0.907297-1.89582j 1.28404-10.4394j -1.50164-0.334396j 0.189605-5.12251j -1.06064+13.6385j 1.11661-7.70024j -0.333433+18.2557j -0.598911-1.37438j 1.02908-21.2011j 0.726973-9.17958j 0.0715936-15.9478j 0.0240703-12.7362j 0.0730084-0.590827j -0.110546-12.9977j 0.706523-9.46683j 0.955583+24.2483j -0.127708-16.1134j 0.162527+10.7179j -0.262789+9.33217j 0.942114+3.24724j -0.6286-11.4668j 1.10982+11.4979j 1.18475+6.39204j -1.99946-17.6597j -0.416364-0.658002j -0.231551-12.5359j -1.63291-3.19671j -1.51642-10.0706j -0.505017-3.41343j -1.42442+0.17567j 1.84366+7.24146j -0.892272-2.37044j -1.4761-3.69173j 0.490544-0.255978j 0.00128397+0.727565j -0.0328079-0.627038j 
-0.484523+0.273811j 0.316383-0.693923j 0.17502-0.760361j -0.284387-1.39329j -0.456906-0.808667j 0.15327-1.76652j -0.320928-1.7765j -0.110441-5.54765j -0.967946+2.87343j -1.12337-2.15961j -0.451917+1.45901j -0.505827-3.11044j -0.511326-5.20831j 1.55086-6.34459j -0.421027+1.14099j -1.0215-4.83693j -0.348691-5.11818j -0.254635-0.835308j -0.415267-0.775991j 1.24214-1.09669j 2.17102-3.12471j 0.481683+4.55202j 1.52128-0.705838j 0.118916+1.61746j 0.176354-0.494502j 0.809861+3.14804j -0.789714-0.444947j 1.00799+0.670253j -0.207053-0.18264j 0.127602-0.061024j -0.376832+0.766476j -0.648268-0.478135j 0.14276+1.26015j 0.00107624-0.342939j -0.271808-2.86061j -0.890461-0.0283101j -0.0565712-1.63827j 0.520827+2.85629j 0.286778-0.981706j 0.829577+5.28381j -0.017747-0.310924j -0.850553-5.346j 0.553324-3.5228j -0.737199-3.57775j -0.791488-3.75397j -0.165443+1.11116j -0.370663-3.28553j -0.919588-3.4959j 1.19377+5.6125j -0.68646-5.5701j 0.959653+2.71894j -0.0044618+2.14765j 0.680573+1.38922j -0.0908983-2.84031j 0.767078+2.80579j 0.600481+0.558629j -1.33789-5.21989j -0.786244+0.857346j -0.71407-3.12352j 0.0344855-0.52355j -0.444906-2.07537j -0.944691-0.918032j -0.180575-0.849184j 0.782491+1.60325j -0.285028-0.451849j -1.08333-0.434141j 0.299494-0.163602j -0.495011+0.0395293j 0.0503222+0.0357168j 
0.50933-0.59082j -0.0899544+1.62556j -0.809264+2.31458j -0.674135+8.43689j 0.508273+3.15948j -0.301584+8.66426j -0.047618+7.67409j -0.832022+21.1871j 0.140132-12.8274j 0.0501859+7.07772j 0.327483-4.52043j 0.642247+10.0629j -0.715153+23.9574j 1.07949+20.0756j 0.409792+5.69072j 1.3742+21.6452j 0.605416+22.5585j 0.276437+7.63522j -0.0402883+3.36001j 0.955676+6.21551j 1.31375+16.2529j -0.743102-23.4485j -0.541785+0.914818j 0.338116-13.602j 0.498056+2.50126j -0.205568-10.2246j 0.618328+2.82625j -0.877596+0.345658j 0.354723-0.185395j -0.141243-0.224497j 0.385202-2.32228j 1.10188+1.89458j 1.37738-6.11849j -0.921498+2.02703j -1.53031+12.0559j 1.29172-0.0773582j -0.439248+5.97691j 1.0778-14.8038j -0.338046+8.02893j 0.530854-21.3209j -0.0917135+2.07718j -1.2647+23.5862j 0.178667+12.0836j 0.105816+18.4996j 1.39354+14.8534j -0.181718+1.64387j 0.559802+14.7182j 0.148785+10.9525j -1.86056-27.8776j 1.10452+18.9577j -1.99751-12.2757j -2.22627-10.831j -1.63561-4.91025j 0.619339+13.066j -0.71682-15.543j -0.741819-7.41287j 2.67943+21.3423j 0.743637-0.0539343j 3.29436+15.3971j 1.61081+3.7948j 2.43198+12.3794j 0.696983+5.46343j 0.681357+0.518498j -1.94476-8.34857j 0.545917+2.4051j 1.95977+4.23844j -0.440936+0.241791j 0.159742-0.866469j 0.0890658+0.205378j 
0.883026-1.57465j 0.687755+4.02025j -0.748176+8.4637j -1.56679+30.4645j 0.768688+8.30235j -0.873183+31.4103j -0.0975027+27.2203j 0.236488+74.3564j 0.663083-44.7415j -0.628076+24.0834j 0.748413-16.9526j -0.589572+28.7203j -0.21467+80.1941j 0.0552727+69.106j -0.69425+12.4044j 2.06737+75.3683j 3.03494+76.62j 0.941334+24.9291j 0.869764+10.8702j 0.0238446+24.3043j 2.0835+51.2517j -3.52266-79.1292j 0.297471+1.17265j -2.50484-40.5927j -0.0417999+7.26966j -1.96149-31.8335j 2.47319+7.41166j -0.695778+2.30157j 0.619685-1.00434j 0.584332-1.16368j -0.40555-7.17286j 2.14533+5.14397j 4.27519-20.5552j -2.75664+8.23636j -6.52299+42.4006j 3.43978-0.848156j -1.11329+19.5624j 4.16965-53.6067j -2.62784+28.6731j 3.16793-73.6811j -0.0344216+5.80156j -3.95942+80.0014j -2.41423+38.9548j -0.749755+61.1823j 0.481819+49.0091j -0.137326-2.2814j 1.44013+51.0511j 0.310122+38.4934j -3.20795-96.9631j 2.62495+60.0979j -4.20735-39.4386j -2.16335-38.19j -1.44127-15.9185j 2.42379+41.2117j -3.81857-47.9535j -3.30549-23.5114j 8.75951+72.9606j -0.322096+3.10214j 6.52545+50.0877j 3.28517+14.1034j 8.04813+40.947j 2.42507+15.2262j 2.82802+0.27618j -6.97385-24.2191j 2.51293+7.10452j 4.83515+13.9216j -1.06178+1.67224j -0.505416-3.10022j 0.0747584+1.0498j 
