-0.660725-0.00583159j -0.276014+0.000267498j 0.0980277-0.00013992j -0.0642568-0.000880182j 0.00645596+4.23357e-05j 0.130787+0.00321492j 0.154317+0.00079794j -0.0379338+0.00118358j 0.0433222-4.37775e-05j 0.0177422-0.00155039j 0.0181402-0.00091408j -0.00339312+0.00244219j -0.00654223-0.00166888j 0.0305282-0.0037012j -0.0415269+0.000599473j -0.00490776-0.00103976j -0.00621776-0.00556194j 0.026298+0.000756072j -0.0138749-0.000126994j -0.0104581-0.000106639j 0.00297123+0.00117892j 0.0186894+0.0011542j -0.0070904+0.000176326j 0.0569318+0.000555632j 0.0697821+0.00161146j 0.0651853+0.00187765j 0.109479-0.00125148j 0.0804184+0.000419895j 0.00550424-0.00115754j -0.019227-0.00146107j -0.0199949+0.0016661j -0.00039782+0.000315146j -0.0032178+0.00151604j -0.0239232+0.00173946j -0.00992289+0.000211794j -0.0182435-0.00137995j 0.0505089+0.000849099j 0.0166753-0.00112357j 0.0105732-0.000146895j 0.0396421+0.00192096j 0.0989541+0.00105509j -0.02034-0.00306475j 0.0442956+0.00452595j -0.136148-0.000455115j -0.0444875-0.000599704j 0.010483-0.00147861j -0.00634858+0.000818808j -0.0812773-0.00145153j 0.013141-0.000475302j -0.0659808+0.00307387j -0.0745626-0.00133991j -0.00336666+0.00058656j 
-0.00797381-0.000245661j 0.014925+0.00140919j 0.0375295+7.73032e-06j -0.0195117-3.01633e-05j -0.0153846-0.000199116j 0.00701698+3.85963e-05j 0.0646571-0.00269546j -0.0221817-0.00109221j 0.0563904+0.00061338j -0.097982-0.000713794j 0.0304774+0.000189052j 0.0193899-0.000250369j -0.0414072+1.36492e-05j -0.0520183-0.000830585j 0.00549954-4.48319e-05j 0.00313868+0.000153599j -0.0232187+0.000236751j 0.0367116-0.000103006j -0.0620933-4.81494e-05j 0.0608742+0.000189481j -0.0215372-0.000665618j -0.0746448-0.000221019j -0.00456323-0.000357158j -0.0581404-0.00105662j 0.0180097+0.000214244j -0.0474889-0.000717056j -0.0138454-0.00114554j 0.0169914+0.00368149j 0.0164962+0.000927769j -0.063624-0.000839005j -0.0266363-0.00499502j -0.0662667-0.00314234j -0.0965397+0.00208824j -0.0617141+0.00248737j -0.122747-1.59853e-05j -0.241306+8.21673e-05j 0.465721+0.00659173j -0.155385-0.00211507j 0.142376+0.00159358j -0.336394-0.00112308j -0.27661-6.3508e-05j 0.196579-0.00263389j 0.0842745-0.00209391j 0.079958-0.00548776j -0.0997778+0.00163811j 0.0359397+0.00478128j -0.00666798-0.000419892j -0.0186279-0.00100907j 0.0241934+0.00269144j -0.00737018-0.00378362j -0.0176627-0.00329096j -0.0609937-0.000150486j 
0.00334312+0.000124227j 0.00301952-0.000262873j 0.0284228+0.000276757j 0.0025831-0.000122011j 0.00154966-0.000255515j 0.00165155+0.000268153j 0.0112864+0.000630939j -0.0419835-0.000207568j 0.0541559+0.000595379j -0.0487602-0.000956562j -0.00399019+0.000422819j 0.0361746+5.1075e-05j 0.0660762+0.000879432j -0.0186826-9.12952e-05j -0.0133228-7.26245e-05j -0.00387058-0.000481792j -0.0167728-0.000930541j -0.050317+0.000499551j -0.0324837-0.000807917j -0.0266582-0.000141411j -0.0259111-0.000989141j 0.10134+0.000920037j 0.0321191+0.000630875j -0.00980354-0.000365534j -0.0618561-0.000855344j -0.0448284-0.000247168j -0.0842666-0.000676423j -0.0153488-0.0003544j 0.00899797-0.000235655j -0.0344274-0.00090733j -0.0474332-0.000508405j 0.0251998+0.000375686j -0.262203-0.000375785j 0.109107-0.000270995j 0.599537-0.00043851j -0.0733732-0.000482017j 0.0775273-0.000430906j 0.27785-0.000785229j 0.549979-0.00113246j 0.125088-4.80871e-05j -6.89242e-05-0.000256689j 0.0337626-0.00082581j -0.0402597+0.000400721j -0.0151262+0.000429844j 0.00403415-4.44134e-05j 0.00323556+0.000521816j -0.0109163-0.000158492j 0.0120677+0.000818713j -0.00542419-0.000457302j -0.00291474-3.86813e-05j 0.00403716+0.000313466j 0.011609+8.90951e-05j 
0.00502508-0.000336825j 0.0492589+0.00215358j 0.0192301-0.000312209j -0.000205918+0.00015936j -0.00837578-0.000250963j -0.0362292+6.64668e-05j 0.085564-0.00278614j -0.00295988-0.00068462j -0.0112715-0.000727542j 0.0225537+6.80911e-05j -0.00581325+0.000643379j 0.0454812-0.000439452j -0.0374118-0.000206332j -0.0451678-0.000590234j 0.0171975+0.000790314j -0.0282744-0.000656967j 0.0200204+0.000509348j -0.00441616-0.000556462j 0.0333372+0.000629081j -0.0458198-0.00117723j 0.00771792-0.000365201j -0.0210618-0.000781524j 0.00847905-0.000311249j -0.015834-0.00145893j 0.000556242+0.000937746j -0.0431325-0.00221505j 0.225392+0.00196861j -0.0147622+0.00471748j -0.0325933+0.00103742j 0.062157+0.00191029j 0.0284047-0.00170333j -0.0156161-0.00198211j -0.275893+0.000916996j 0.0405664+0.00145437j 0.380257+0.000837224j 0.102605+0.00206782j -0.144058+0.00778915j -0.0517397-0.00201802j -0.417368+0.00206193j 0.18766-0.0043303j -0.108788+0.000970177j 0.0962497+0.00190516j 0.273185-0.00112683j 0.0761161-0.00462838j -0.126927+0.000326555j -0.00288473-0.003188j 0.0191336-0.00125737j -0.0605233-0.00592378j 0.0472675+0.00436057j 0.0336278-0.000217427j -0.0523524-0.00340849j -0.0872161-0.000839217j 
0.00559848+0.000195802j 0.00297309-0.000505316j 0.0111597+0.000305239j -0.000176562-0.00019356j -0.00125637-1.74383e-05j -0.00137144+8.67891e-05j -0.00929584+0.000361524j -0.0129046+0.000417205j 0.0324371+0.00100865j -0.0131203-0.000386432j 0.0244448+0.000225522j -0.00414037-3.98951e-05j 0.0213999+0.000512126j 0.00628621+0.000316047j -0.0229939-0.000147265j 0.00590327+0.000436252j -0.00407398-0.000129517j -0.00158055-0.000135231j -0.0127011+3.67764e-05j 0.00923913+0.000363718j 0.0158628-4.87046e-05j 0.0045118+0.000455461j -0.00886594-0.000107614j 0.00862807+0.00038741j 0.0325415-0.000217165j 0.0114183+0.000266969j 0.00210243-0.00065676j 0.00295615-0.000235789j 0.0364288-0.000412644j 0.148693+0.00317589j 0.0676106+0.00248819j -0.106431-0.00174282j 0.0316305+0.00520084j 0.122847+5.22608e-05j 0.0786106-0.000787507j 0.117102-0.00188268j 0.146471-0.000546717j 0.0037262-0.00330926j -0.0172704+0.00292661j -0.0404443+0.00380053j -0.00116436+0.0019701j -0.0527398+0.00218417j -0.00210097-0.00131634j -0.0103653+0.000229365j 0.0215742-0.000154372j 0.0124572+0.00222748j 0.00389667+0.00976487j 0.0184606+0.00226389j -0.0026484+0.00124105j 0.00283713+0.00226295j 0.00819802-0.00140342j 0.00725677+0.000220548j 
0.000919864-5.77356e-05j 0.0236763+0.00129288j 0.0142558+0.000139758j 0.00904095+5.08466e-06j 0.0344558-0.000374488j 0.00617442+0.000162541j 0.0856986-0.00122783j 0.00824485-9.63819e-05j 0.0741696+0.000635119j 0.00300625-0.000362066j -0.0800415+0.000573451j -0.0162526+4.29766e-05j -0.0529915-0.000455835j 0.0140498-0.000257851j 0.0814135+0.000547302j -0.0156271-0.000320767j 0.0267781-0.000310771j -0.0265024-0.000450002j 0.0555822+0.000377941j -0.030647-0.000534148j -0.060248-0.00149073j 0.030197-6.03437e-05j 0.0656549+0.00055263j -0.0586783-0.00222007j -0.0705271+0.000382605j -0.0429967-0.0021263j -0.0272565+0.000312074j -0.0417005+0.00368577j -0.0586987+0.00145599j 0.0314939+0.00239063j -0.055465-0.000101671j 0.187498+0.00149764j 0.287428+0.00127635j -0.43545-0.000239468j -0.121529-0.000668487j -0.262084+0.000462524j -0.275838+0.0058619j 0.321877-0.00201015j 0.158884+0.00191306j 0.0825558-0.00207455j -0.0408155+0.0015422j 0.0932274+0.00116199j 0.113199+0.00203263j 0.0293356-0.00170961j -0.122016+0.000275184j -0.015381-0.0022812j -0.00215559+0.00418637j 0.00725062-0.00329669j 0.0349893-0.000340287j 0.0232604-0.00638466j -0.0382389+0.00222815j -0.0388738-0.000806674j 
-0.0167724-0.000205124j 0.0136618+2.85624e-05j -0.0526992-1.5228e-05j -0.0160561-0.00022189j 0.0109225+0.000191745j 0.0100373+1.42172e-05j 0.00395604+0.00134033j -0.00958046-0.000944527j -0.0628633+0.000131834j -0.0432283-0.00165779j -0.108037-0.00128671j 0.00028221-0.000509252j -0.0705744-0.000909322j 0.0550426-0.00104262j 0.0225023-2.8556e-05j 0.0198421-6.9172e-06j 0.000569546-0.00118745j 0.013232-0.000219238j -0.0475098-0.000761186j -0.0663855-0.000340971j -0.00887208+0.00024095j -0.0280543-0.000439733j 0.00591692-0.000543479j 0.0164954-0.000339699j 0.0274798-0.000192483j 0.0068248-0.000230726j -0.0191998+9.55228e-05j -0.067628+0.00138553j -0.039291+2.25874e-05j 0.0938599+0.00677002j -0.0505221+0.00658914j 0.109487+0.00211854j -0.619862-0.000229463j 0.243849+0.00216423j -0.386972+0.00121901j -0.196427+0.00544938j -0.127499+0.000627585j 0.150603+0.00131745j 0.0271818-0.00202687j -0.0486304-0.0020142j 0.0643296+0.00394952j -0.0548+0.00762294j 0.0287943+0.000644646j -0.0124955+0.00259661j -0.0612396-0.000545133j -0.00698675+0.00296864j -0.00746449+0.000429803j 0.0578261+0.00529359j 0.000888197-4.21504e-05j -0.00767672-0.00255766j 0.0062755+0.00305182j 0.0104555-0.00021829j 
-0.00217403+0.000384863j 0.0728246+0.00145862j 0.0129499+2.5283e-05j 0.0250059+0.000409973j 0.0429007-0.000108133j -0.013586-0.000343103j 0.129369+0.000843111j -0.212844-0.00237083j 0.0138319+0.000127627j 0.0114676+0.00133683j -0.106983+0.000212541j 0.0122669-0.000352097j -0.0626122+0.000253859j -0.025797+0.000261146j -0.0680579-0.00238966j 0.0519381+0.000555919j -0.00509498+0.000514838j 0.00595931+0.000129326j -0.0172583-0.000792892j -0.038272+0.000510754j -0.00841297-0.000358764j 0.037485+0.000199014j 0.0446156+0.000159986j 0.0438796+0.00034907j 0.0522103+0.00134686j 0.0381163+0.000252777j -0.0511925-0.00108385j -0.0325371+0.00106968j 0.0673825-0.000307674j 0.0718275-0.00442839j -0.00433716-0.0061874j -0.0389888-0.00220465j 0.154345+0.00142955j 0.402949+0.000600159j -0.278413-0.000828925j 0.372089-0.00228687j 0.0130377+0.00451305j 0.393618-0.00223637j 0.0943795+0.00259622j 0.0826157-0.00144969j -0.16492-0.00234136j 0.0695568-0.00485008j 0.028113-0.00131061j 0.000489142-0.00540487j -0.0373399+0.0016037j 0.0108604-0.00740871j 0.0189343-0.00191447j -0.0557028-0.00505604j 0.0097141+0.000779928j 0.0293381+0.00146763j -0.034061-0.000882996j -0.0059491-0.000316203j 
0.039468+0.000292907j 0.0812466-0.000782049j 0.0154143+0.000733638j 0.0333039-0.00108316j -0.00101997+0.000266974j -0.0209859+0.00046527j -0.000897122+0.00212182j -0.0156389+0.000873891j 0.130177+0.00132053j 0.0480625-0.00161216j 0.051156+7.97588e-05j -0.0450195+0.000322162j 0.0540687-0.000313633j 0.0933004+0.000461914j -0.01946+7.98704e-05j 0.011053-4.49845e-05j 0.0487849-0.00131114j -0.0367001-0.000339992j 0.0334352-0.000729014j -0.0169688+6.06988e-05j -0.0490251+0.000588855j 0.0276813-0.000394693j -0.000497208+3.99877e-06j -0.00902624+0.000136146j 0.0385778+0.0019205j -0.0475812-8.35582e-06j 0.0576575+0.000278416j -0.106784+0.00292417j 0.0401349-0.00199742j 0.416815+0.00314817j 0.0716037+0.00536499j -0.160466-0.00150281j 0.253079+0.000168551j 0.0894486+0.00589316j -0.00149538+0.00159447j -0.238621+0.00459612j 0.189665+0.00337016j 0.0298563-9.5599e-05j 0.0163689-0.00165459j 0.211258-0.00544054j 0.15397+0.00023976j -0.120938+0.00358763j 0.133849-0.000656758j -0.0356796+7.17098e-05j -0.0410197-0.0019407j 0.00126664+0.00854427j -0.12391-0.00171146j 0.00552517+0.0151228j -0.0259841+0.0118745j -0.013684+0.0134682j 0.0144248-0.00474538j -0.000931496-0.000172665j 
-0.0182754+0.000439021j 0.0914763+0.00159434j -0.0108346+0.000168727j -0.00982182+0.000138041j 0.0120241-0.000106077j 0.0122884-0.000203666j -0.0531611+0.00151303j -0.110211-0.00162235j 0.0119243-0.000337883j 0.0326439+0.000546901j -0.00184176+0.000884466j 0.00163559-0.000408492j -0.0270106+0.00020515j 0.0365657+0.000469512j 0.0761867-0.000604426j -0.0447255-0.000855383j -0.0671656+0.000357461j 0.042207-0.000442268j 0.0091229+0.000386035j -0.033161-0.000889513j 0.0572591-0.00144721j 0.00985326-0.000727882j 0.00303707+0.000686418j 0.00756537-0.00124628j -0.0122264+0.00147853j -0.0237753-0.00245493j -0.050565+0.00259949j -0.0729741+0.00210899j -0.275525+1.21875e-05j 0.0196506-0.00387963j 0.346813-0.00312902j -0.15257+0.00223991j -0.225759-0.000474498j -0.347384-0.00296733j -0.111708-0.0011822j 0.164596-0.00330407j 0.186569-0.00081745j 0.208219+0.000500059j -0.0277635+0.000340088j 0.0684501+0.00383605j 0.0878432-0.00308656j 0.0161116-0.00161492j -0.0271962+0.00299118j -0.0302286+0.00734766j 0.0223192-0.00486035j -0.0373257+0.00275991j -0.0041181-0.000298525j -0.00862149-0.0100728j -0.0258521+0.0033728j 0.00499721+0.0114653j 0.0737496-0.0159178j -0.068619-6.65163e-05j 
0.00653628-0.000724734j 0.0269381+0.000500556j 0.0106743-0.000646486j -0.00578327+0.000495275j 0.0176386-0.000430048j 0.000972576+0.000148548j -0.0894468-0.00376668j -0.0944237+0.000500829j 0.0663803-0.000789326j -0.030831+0.000700372j 0.000976068-0.000845465j -0.0520188+0.00107365j 0.010896-0.000911541j 0.0111373-0.000908272j 0.00552617+0.000672079j 0.0507702-0.000471738j 0.0903889-0.00124147j -0.0159721-0.000258423j 0.0218712-2.05136e-05j -0.00341768+0.00038568j -0.00427833-0.000242224j -0.00508164-5.03431e-05j -0.00408045+0.000486003j 0.00100434-0.00126172j 0.00230149-0.000679411j -0.0333674-0.000308629j -0.00257463-0.00173974j 0.03125-0.00287363j -0.0295138+0.00205527j -0.196051+0.0144976j -0.0106566+0.00189202j 0.00124568-0.00812368j 0.0348191-0.00425111j 0.0288172-0.00258281j -0.0685086+0.000980628j -0.202118+0.00741483j 0.188148-0.00715714j 0.043547+0.00443429j -0.0359451-0.00442253j 0.280813-0.00126454j -0.122584+0.00770188j -0.019242+0.0100834j -0.00385191-0.0073665j -0.00734009-0.00375275j 0.0719243-4.57156e-05j 0.0911215-0.0131265j -0.000340099+0.00137338j -0.0511482-0.0194228j 0.0208609-0.00162177j -0.00794779+0.00751387j -0.000805271-0.00792613j -0.0235203+5.48774e-05j 
0.03961-0.000996541j -0.0965266-0.000965493j 0.0380472-0.000609193j -0.064231+0.000207875j 0.0173029-0.000143299j 0.0387048+0.000244422j 0.0853413-0.00536194j 0.0874486+0.00112701j 0.103948+0.000580196j -0.0755213-0.00141101j -0.0642263-0.00160756j 0.0279391+0.000620626j 0.0107769-0.00143287j 0.0891669-0.00229865j 0.028074+0.00138296j 0.00324893+0.00124739j -0.0745504-0.000216638j -0.0133145+0.000205684j -0.0213682-0.000291757j -0.0202857+0.00076899j 0.0122933+0.000583952j 0.0538762+0.000509424j -0.00570463-0.000582017j 0.0372037-0.000673002j 0.0214901-0.0023384j 0.052973+0.00155445j -0.0218001-0.00291338j 0.191928-0.00157096j 0.157053+0.00119361j 0.251453+0.00568368j 0.531617+0.000808525j -0.112374-0.00241399j 0.035501-0.00167585j 0.0508643-0.000225079j 0.0252022+0.000762228j -0.012759+0.00362351j -0.107445-0.00371392j -0.0267318+0.00172471j 0.0735888-0.00237996j -0.0591883-0.000663568j -0.127592-0.000872658j -0.0377935+0.00378183j -0.0286528-0.00466988j 0.0254861+0.00245718j 0.0798762-0.00161581j -0.0584597+0.00760946j -0.110388+0.000187261j -0.057071-0.0114619j 0.00166792-0.0104194j 0.0696415-0.0204458j -0.0933214+0.00331314j 0.0102754+0.00032452j 
-0.0480488-0.000129292j 0.0589805-0.00213548j -0.046308-0.000238871j 0.012586-0.000138469j -0.00110014+0.000162949j 0.00307014+0.000331799j -0.0795914-0.00561024j 0.00564722+0.000441074j -0.0655432+0.00147477j -0.0274154+0.000192097j -0.0484928-0.000435069j -0.00039627+5.84357e-05j -0.067674+0.00143437j -0.0417911+1.77686e-05j 0.0759084-0.00069583j -0.0034075+0.0014449j 0.0202788+0.000723993j -0.039905+0.00149326j 0.0419197-0.000752652j -0.0658904+0.00186234j -0.02233+0.00130034j -0.0061499+0.00112927j 0.0316224-0.000775597j -0.0641742+0.00304305j -0.000925006-0.00149335j -0.0486973+0.00388202j -0.00567946-0.00336066j -0.0215013-0.0082543j 0.227369-0.00635549j 0.0724415-0.00786509j -0.0560727-0.00259673j 0.0931488-0.0141159j -0.150169+0.001699j -0.17644+0.00154163j -0.0512178-0.000369116j 0.0199969-0.00486883j 0.0348801-0.00873064j 0.0867794-0.00111098j -0.0634017+0.00234747j 0.089664+0.000759406j 0.0658702-0.00424605j 0.00594062-0.00724218j -0.00222185-0.00647074j -0.0306305-0.00431303j 0.0849783-0.00865247j 0.132387+0.0210577j 0.0114131-0.000271733j 0.0928009-0.000785798j -0.03028+0.00328338j -0.00781387-0.00382893j -0.16765-0.00205815j 0.125742+7.38594e-05j 
0.0454772-4.78393e-05j 0.0284762+0.000326979j -0.0278186+0.000453844j 0.046139-0.000492979j -0.00410017+2.77868e-05j -0.00923011+0.000239229j 0.0548958-0.00123304j -0.111392-0.000973929j -0.0728155+0.00150743j 0.179833-0.00128784j -0.002605-7.23002e-05j -0.0275453-0.00026196j 0.113007-3.20255e-05j 0.137729-0.000810389j -0.0679682-0.00100456j -0.0515012+0.000191255j 0.0278241-0.000351182j 0.0162976-0.000353848j 0.0233327-0.000659809j 0.0190756+0.000172005j 0.0012532-0.000450117j 0.0242572-0.000486756j 0.00703145-0.000182459j 0.089138-0.000345565j -0.0291045+0.0019308j 0.0339863-0.000560032j -0.00592644-0.000118569j 0.0342186+0.0039812j 0.187063-0.0026642j -0.555972+0.000130617j 0.0700348+0.00503827j -0.0357935-0.00415297j 0.0763056+0.00285481j 0.100153+0.00555835j -0.0132731+0.00118271j -0.0202392+0.00223605j -0.0881711+0.00308065j 0.01553-0.00194352j 0.0174003+0.00102754j 0.0351572-0.00391186j 0.0855176-0.000846222j -0.037153+0.00290883j -0.0382919-0.0014347j -0.0286804+0.00254368j 0.0713545-0.00713657j -0.054269+0.0195108j 0.0803402-2.44333e-05j -0.110626+0.00339566j -0.132552+0.00553687j -0.00396135+0.00113129j 0.0156372-0.00866082j 0.0749394-0.000681741j 
-0.0445288-0.00070476j -0.183294+0.0041496j -0.0570084-0.000559585j 0.00344311+0.000698436j -0.0062559-0.000677573j 0.0224462-0.000244949j -0.248679-0.00494875j 0.134115-0.00221128j -0.0198112-0.000447443j -0.0577256+0.00137918j -0.0478449+0.000481132j 0.0361185-0.000107962j 0.0034691-0.00129589j -0.0112509-0.00100487j 0.0269539-0.000946912j 0.0250126-0.00101857j -0.0235404+0.000727552j -0.00857611-0.00191603j -0.014806+0.00069524j 0.0219513-0.00138051j 0.0245433-0.00306133j 0.0251398-0.00139594j -0.00431601+0.0011568j 0.0151923-0.00448322j -0.0253995+0.00335379j 0.078648-0.00501984j -0.0752995+0.00213898j 0.00457392+0.00874062j 0.203423+0.00378117j 0.210675+0.00163554j -0.148122-0.00742999j 0.0547633-0.0021692j -0.0027757-0.000315052j 0.048306-0.00136508j 0.0303061-0.000523676j -0.0367046+0.000330825j -0.117217+0.0060409j -0.0702424-0.00061146j 0.025988+0.00108556j -0.118145-0.00111892j 0.0587705+0.000577575j -0.0745553-0.0004749j -0.107224-0.00127725j -0.146865-0.00300138j 0.0424199-0.00505115j 0.0284224-0.00447388j -0.0398441+0.000309978j 0.170183-0.0160332j -0.0317687-0.00222873j 0.133845+0.00719607j 0.224835-0.011985j 0.206213-0.00210128j 
-0.0286788+0.000187649j 0.0472774-9.12397e-05j -0.0306391+3.74064e-05j 0.00498624+3.98197e-05j 0.00286771+6.8056e-05j 0.00912519-6.58986e-05j -0.0584541+0.00181177j -0.0407962-4.78363e-05j -0.0194655-8.59903e-05j -0.0228232+0.000324305j -0.0807763-0.000274725j 0.0231713-7.71058e-05j -0.0376523-7.78494e-05j 0.017612+0.0007395j 0.0492237-0.000182163j -0.00870325-0.000420291j -0.000459839-0.000108086j -0.046554-0.000315282j 0.0332307+0.000175698j -0.0444489-0.000416015j -0.0207313-0.000173288j -0.00430712-5.35955e-05j 0.0317624+0.000255212j -0.0474907-0.000119278j -0.00463003+0.000183072j -0.0462891-0.000242772j 0.0306105+0.00148551j 0.142645-0.000870548j 0.472427+0.00254622j 0.00206185-0.00208891j 0.0798089+0.00219813j 0.269682+0.00379683j 0.0177035-0.000491436j 0.0247962-0.00158812j -0.00238779-0.000469212j 0.00370864-0.00104577j 0.0305029-0.000475972j 0.00728525+0.000950601j -0.0156911-0.00103163j 0.0133902+0.00337347j -0.0789562-0.00177541j 0.0618914+0.00031587j 0.112079+0.00370842j 0.0165432+0.00645826j -0.240212+0.00507217j 0.153052+0.00249679j 0.00260697-0.000235639j -0.102805+0.00092864j 0.141197+0.00563391j -0.0388863+0.00137361j 0.318366-0.00765027j -0.27591-0.00234903j 
0.0426713-0.000298269j -0.0240621-0.00180047j 0.0522603-5.48161e-05j 0.00779762-0.000278307j -0.00570788+0.000207985j -0.0265442+0.000290384j 0.303749-0.00315075j 0.0707247+0.000700835j -0.00461513+0.00100245j -0.0145688-0.000715148j 0.0620039-0.00070526j -0.0302555+0.000175644j -0.0201697+8.04105e-07j -0.0615523-0.000904622j -0.0507088+6.70268e-05j -0.000786686+0.000783259j 0.00434201-4.95159e-05j 0.00808555+0.000626965j -0.0238567-0.000495335j 0.00657533+0.000863656j -0.0184325+0.000528273j -0.0226689+0.000548422j -0.0198215-0.000472906j -0.00556889+0.000852393j 0.00728146-0.00114132j -0.00541257+0.00208479j 0.0373084-0.00187531j -0.260449-0.0051483j -0.281874-0.00367971j 0.0834612+0.000746211j -0.0652622-0.000118675j 0.166442-0.00685025j 0.0738535-0.000262414j 0.0884785+0.000286365j 0.0378474+0.000229399j 0.0218188-0.000494511j -0.0293561-0.00745389j -0.0570633+0.000669619j 0.0163319-0.0002684j -0.0677001+0.000390301j -0.0718192-0.000905852j 0.0493032-0.000497864j -0.0328339-0.00623547j -0.079067+6.06511e-06j -0.275541-0.00847831j -0.0219775+0.0114216j 0.00661138+3.05233e-05j -0.315746-0.00230074j 0.0060897-0.00622682j 0.130598-0.000195002j 0.272435+0.000750682j 0.16689-0.002609j 
-0.0226156+0.000112763j 0.0476501+0.000817606j 0.024856+0.000246075j -0.043768-0.000161698j 0.0140388-7.00599e-05j 0.0168088+5.14209e-05j 0.0264357+0.000910476j -0.0220025-0.000536746j 0.00861497-3.87092e-05j -0.0946781+9.52954e-05j -0.031593+0.000505638j 0.00616342-3.32515e-05j -0.069061-0.000176645j -0.0769217+5.65662e-05j 0.0720105-0.000480666j 0.04598-0.000386519j 0.00735232-0.00010567j -0.0139608-0.000463258j 0.00724251-7.94262e-06j -0.0100648-0.000475253j 0.0153064-0.000802762j -0.00858814-0.00033545j -0.0191936+0.000442659j -0.0525304-0.00092316j -0.0432877+0.00157654j -0.02683-0.0012965j -0.0169031+0.000709282j 0.333218+0.0037922j -0.0987239-0.00131083j 0.0368482+0.000574448j 0.155453-0.000657637j 0.180832+3.67392e-05j 0.00408653+0.000630884j -0.00975455+0.00133385j 0.0138121+0.000343368j 0.0405542+0.000387077j -0.0598988+0.000357496j 0.00387619-0.000601746j -0.00790422+0.000301774j 0.0120921-0.00129189j -0.145018+0.000548335j 0.0480553+0.000459359j -0.0255372-0.00235239j 0.160594-0.00343367j 0.0517116-0.00519055j 0.034903+0.000970736j -0.010035-0.000451325j -0.0338948+0.000586744j -0.218255-0.00234468j -0.49496+0.0136684j 0.141736+0.00444747j 0.249818+0.00202214j 
0.00439698+0.000323237j 0.142806+0.000642587j 0.0164212+0.000339089j -0.0241892-0.000297402j 0.00563817+5.80217e-05j 0.000569497+5.67599e-06j -0.0456642+0.0026142j -0.0932855-3.32182e-05j 0.0415186-0.00024008j -0.0010678-0.000638354j 0.0273888+0.000347822j -0.0217833-0.000474553j -0.00692855-0.000372227j 0.0187898-2.77438e-05j -0.0167701+0.000130498j -0.014521-0.000127087j 0.0223073+0.000115079j -0.0356364-0.000705803j 0.0153692+0.000188065j -0.0528611-0.000698763j -0.0517076-0.000256396j -0.0294931-0.000474736j 0.026329-0.00013335j -0.0560069-0.000810935j 0.115456+0.00080482j -0.113351-0.00129457j 0.0804019+0.000996354j 0.193212+0.0056108j -0.070313-0.00284563j -0.0526977-0.000720554j -0.00247205+0.00059532j -0.0130441+0.00449369j 0.00322349+0.00154014j 0.0217907+0.00228263j -0.0194195+0.000440969j -0.0461868-0.000433489j 0.0766887+0.000410868j 0.0147844-0.00133317j -0.023653+0.000814569j 0.0778013-0.00121674j 0.0291461-0.000266565j -0.0194305-0.00223727j 0.103563-0.000545416j -0.0942224-0.00150276j 0.183944-0.0080327j 0.398611+0.00383524j 0.0520525+0.000213133j -0.045587+0.00196866j 0.38527-0.0125634j 0.258455+0.0029293j 0.00584547+0.0131094j 0.176373+0.00483493j 
0.00348703-0.000162356j -0.0197246-7.58195e-05j 0.00947076-9.05118e-05j -0.00897028-3.36743e-05j -0.0117587-1.5559e-05j 0.00934399+5.89818e-05j -0.00686393-0.000539135j 0.0267381+0.000309166j 0.0338654+4.89516e-05j -0.0358891-0.000275012j -0.00566456-0.000285654j 0.000267404+0.000152667j 0.00624944-0.000361177j 0.0100665-0.000242127j 0.0107342+0.000341678j 0.00747691+3.10916e-05j -0.0101569-0.000278718j -0.00536297-9.94087e-05j -0.00453766-0.000109513j 0.000101682+0.000111249j 0.0016285-2.78224e-05j 0.00518261-0.00011454j -0.00171248-8.67137e-06j 0.00740039-0.000319704j 0.0080525-0.000177625j 0.00321562-8.78047e-05j -0.00675948-0.000440866j 0.00410687+2.7252e-05j 0.0158297+0.000538688j 0.146196+0.00267237j 0.0874362+0.00100806j -0.0276346-0.000289194j 0.0303387-0.000478387j 0.0352282-0.000882313j -0.0025951-5.44248e-05j -0.0865848+0.000368347j 0.00769463-0.000153067j -0.0277312+7.16241e-05j 0.0246338+0.000268997j 0.0345215-0.000812457j 0.0754257+0.000994955j 0.100918+0.0022802j -0.0323296-0.000805114j 0.00206424-5.01429e-05j -0.00462117+0.000508436j -0.035621-0.000815455j 0.900978-0.000887063j 0.0117347-0.000500477j -0.0161966+0.000348125j -0.00812158-7.06893e-05j 0.00139493-0.000540895j -0.00493954-0.000209038j 
