-0.00571744-0.0601571j 0.0209204-0.178091j -0.137386+0.177035j -0.066164+0.163539j -0.0894333-0.0241801j -0.218815+0.0108294j 0.0532163-0.0917979j 0.0223078-0.0739443j -0.0670021-0.0745164j -0.0918495+0.114399j 0.0417327+0.139371j 0.569221+0.103737j -0.240249+0.70102j 0.608602-0.148564j 0.949053-0.620648j 0.0965414-0.0488493j -0.252971+0.099644j -0.398206-0.0678405j -0.273735+0.0897489j 0.170033+0.214223j -0.390228-0.316363j 0.00539539+0.0364849j 0.159465-0.228667j -0.216628-0.0540183j -0.106993-0.256092j -0.30525-0.213088j 0.131363+0.0381161j -0.00775505-0.230179j 0.0924573-0.00369324j -0.288461-0.742691j 0.788862-0.280121j 0.387478-0.150723j 0.237904+0.879144j -1.09562+0.0901623j -0.587383+0.899497j -1.81281+1.26149j -0.154483-1.18267j 0.0174543-0.0667282j -0.0763708-0.015782j 0.139357-0.0772534j 0.0273666+0.1111j 0.0438252-0.253647j 0.121332+0.101383j -0.272291+0.118932j -0.150374-0.133093j 0.00533209+0.184658j 0.111524-0.0717693j -0.0585915+0.252109j -0.383094+0.416666j -0.0750512-0.0809759j 0.145364+0.45738j -0.273917-0.213241j -0.174689+0.00382614j -0.202412+0.121532j -0.369132+0.137669j -0.185408-0.251961j -0.00807823+0.185179j 0.0596909+0.0820427j -0.462085+0.68949j 0.0955187-0.40015j 0.371674+0.0633107j -0.167334-0.743371j 0.0416127+0.0220404j 0.235+0.424902j 0.0701245+0.104398j 0.223367+0.0756878j 0.637462+0.164138j 0.187161+0.0142765j -0.229686+0.324423j 0.640344-0.529164j -0.337277-0.758366j 0.557877+0.10633j 0.0776799+0.693486j -0.255063-0.160886j -0.126534-0.418407j -1.01431-0.255703j 0.362427-0.498961j -0.424924-0.0908915j 0.140262+0.319634j -0.871455+0.273454j 0.00855499-0.720987j 0.161534+0.907199j 0.932948-0.856826j -0.432759-0.781092j 1.14897+0.195609j -0.0227334-1.25357j -0.228845-0.362288j -1.51207+0.01214j 1.21395-0.177072j -0.0878932-0.326546j -1.12149+0.735196j 0.927594+0.696928j 0.216676-1.89589j -0.254772+0.242436j -1.17728+0.0391767j 
0.396046+0.278518j -0.562373+0.155649j -0.24102-0.257608j -0.0795351+0.522654j 0.142666+0.414263j 0.366066+0.0484714j 0.432513+0.910354j -0.646562+0.662883j 0.126343+0.623531j 0.203944-0.980186j -0.192724-0.39257j -0.62959+0.23473j -0.106079-0.481271j 0.663616-0.0931618j 0.453237-0.411174j 0.359806+0.362827j 0.445624-0.236008j 0.00245377+0.121453j 0.21546+0.162922j -0.787947+0.194916j 0.16401-0.274321j 0.411802+0.587462j 0.138539+0.686489j -0.259758-0.00260288j -0.201264+0.460707j -0.0627073+0.127118j -0.168626+0.982644j -0.0125888+0.873497j -0.500959+0.0273395j 0.164681+1.05557j -0.00821159+0.366007j -0.5688-0.291377j -0.462265-0.955844j -0.222541+0.202421j 0.342445+0.794225j -0.741331+0.546794j -0.232517-0.421728j 0.294162+0.467602j 0.0921348+0.251015j -0.23793+0.375265j 0.252606-0.271321j 0.190384+0.253175j -0.0322989-0.10389j -0.234921+0.316345j 0.536842-0.444423j -0.155665+0.313938j -0.242951+0.42482j -0.758235-0.0497801j 0.00452919-0.204641j 0.462196+0.0456805j 0.093542-0.0824348j 0.355702-0.421438j 0.229734-0.686548j -0.0162199-0.858461j 0.497258-0.462959j -0.00375712+0.150862j -0.0715146-0.840123j 0.473471-0.227778j -0.293393-0.244459j -0.460063-0.0594622j -0.333215-0.168123j 0.964033+0.971196j 0.242327-0.220856j 0.511626+0.314087j -0.152434+0.133743j 0.808888-0.122934j 0.134147+0.468211j -0.232707+0.0836214j -0.258618-0.146486j -0.253091+0.721621j -0.387689-0.312138j 0.112072+0.189967j -0.031789-0.345855j 0.0268163-0.0937559j 0.387006+0.211256j -1.43596-1.50664j 1.18472+0.49119j -0.16814-0.266894j -0.519435+0.273898j 0.230687+0.102613j 0.112604-0.116172j 0.243219+0.320717j -0.477357-0.365116j 0.154399+0.113159j 0.127171-0.373156j -0.386152-0.832749j 0.0813062-0.0815272j -0.429922-0.091687j -0.16331-0.364232j -0.594398-0.686567j 0.38082-0.0725486j 0.267089-0.0610936j 0.062174-0.455798j -0.00231904+0.293194j -0.50608-0.119547j 
0.16877+0.0535601j 0.434163+0.242171j 0.350558-0.182755j -0.161728+0.717501j -0.324141+0.306265j 0.178051+0.0671195j -0.595185+0.00762248j -0.37497-0.626036j 0.829469-0.105878j 0.525974-1.26656j 0.757455+0.30922j 0.975651+0.533683j -0.096883-0.375957j 0.672233-0.628615j 0.326019-0.0344259j 0.2298+0.214968j -0.268841-0.236879j 0.265977+0.138426j -0.166085+0.39276j -0.0153471-0.291198j 0.397351-0.0882405j 0.100752+0.334382j -0.146467-0.314647j 0.134743+0.568245j 0.289519-0.0548407j 0.209922-0.846885j -0.77453-1.35577j -0.841002+0.892123j 0.739946-0.388008j 0.778163+0.425364j -0.0788001-0.165297j 0.440477-1.17516j -0.443929+0.638906j 0.00711295-0.289946j 0.412769-0.144011j 0.037218+0.313562j -0.0524736-0.333431j -0.121796+0.27292j -0.0265235-0.0966227j 0.071473+0.51902j -0.166409-0.305205j -0.302405+0.188077j 0.13989+0.432633j -0.787676-0.586747j 0.162335+0.0951503j -0.0627477+0.384543j 0.879806-0.0469239j -1.06715-0.0744295j -0.469585+0.0847474j 0.458718-0.16068j -0.288812-0.0685243j 1.63642+1.03644j -0.179535-0.931215j 1.72505+0.0116865j 1.00215+0.072493j -0.131524+0.353306j 0.479978-0.571836j -0.131459-0.157088j -0.0948492+0.375301j -1.136-0.259028j -0.732031-0.711128j -0.446119+0.229854j -1.20341-1.25763j 1.74265-0.463918j -0.422193-0.301967j 0.898064+0.00433657j 1.00173+1.84285j 1.10654-0.0390296j -1.05736-0.705426j 1.76144-1.07279j 0.400936+0.561915j 0.153335+0.240052j -1.95189-0.590949j -0.247599-0.1138j 1.63845+0.272701j 0.36925-0.203425j 0.963565+0.846778j 0.103129+0.392961j 0.0405068+0.2283j 1.08045+2.21193j 0.700572-0.537933j 1.59248-0.0595937j -0.25447+1.51976j -0.65292+0.272601j 0.695834+0.329209j 0.330755-0.495049j 0.391302-0.639791j -0.000886514-0.270152j 0.332176+0.596947j 0.80516-0.125142j -0.339953-0.196483j -0.050437-0.0164602j -0.267967+0.132141j 0.0566021-0.339108j -0.391945-0.0868046j 
-0.0313498-0.416927j 0.0671803+0.150058j 0.0773815-0.00164189j -0.045961+0.0229411j 0.658537-0.343594j -0.726403+0.1751j -1.16057+1.48529j 0.189538-0.071191j 0.050021-0.578819j 0.400695-0.972782j 0.216026+0.724192j 0.418535+1.54637j 0.128856+0.148754j 0.37944-0.195028j -0.525122+0.12192j 0.0665149-0.290796j 0.166559-0.00544057j 0.098301-0.0147497j -0.145278-0.190939j -0.308761+0.517579j -0.58324+0.139646j -0.0778102-0.321488j -0.620955+0.645183j -0.000438085-0.362037j 0.26334-0.0509241j -0.184762-0.212777j 0.94107+0.923736j -0.623101-1.03499j -0.374439+0.64042j -0.962185-0.517958j -0.486738+0.637367j -0.43779+0.887477j 0.460963-0.61451j -0.0189604+0.864678j -0.686524-0.287735j -0.0341817-0.201061j -0.135333+0.222681j 0.250968-0.116301j 0.291958-0.3379j -0.187966-0.391195j -0.296989+0.362636j 0.314551+0.234732j -0.349921+0.24809j 0.963457+0.283253j -0.0319228-0.166806j 0.317996+0.104915j -0.470683-0.289585j 1.32483+0.691291j 0.735315+0.0541085j -0.778301+1.21496j 0.122733-0.207504j -2.22485-0.926399j -0.612901+0.822688j -1.50724-0.0684189j -1.05904-0.435632j -0.767948-0.624869j -1.71905+0.669642j 0.405796+0.444281j -0.977975-0.26219j 1.81783+0.891154j 0.422399+0.202311j -0.146324-0.633048j 0.0653328+2.67451j -1.66409-0.965628j -0.971284-0.651813j -2.60268+1.33108j -2.24312-0.544771j -0.200718+1.01482j 1.76916+2.33521j -2.00194+0.232994j -0.0268648-0.351939j 0.0447963-0.701733j 2.43658-0.583453j -1.35171-0.14992j -0.0433348-1.78298j -0.762402-0.377423j -1.08721-0.449616j -0.490952+0.170677j 1.02642-0.628945j -1.11191-0.553249j 0.571998+0.928274j -1.52823+0.618024j 1.73972-0.0421619j -0.508993-0.0386026j -0.847301-0.240542j -1.62982+0.0525007j -0.0279089+0.245437j 0.236569+0.190391j -0.96108+0.419862j -0.858263-0.688954j 0.329589+0.364288j 0.101694+0.577243j 0.244255-0.551446j -0.339761-0.0932887j 0.450964+0.319209j 
-0.0853873+0.260864j 0.327483+0.355832j 0.165603-0.500792j -0.101508+0.37894j -0.0236399+0.722975j 0.343114+0.363185j 0.114841-0.178277j 0.467411-0.265737j 0.60712+0.177944j 0.232364+0.178574j -1.14533+0.645248j -0.646761-0.571528j 0.510827+0.322097j 0.178549-0.0594491j 0.732404+0.164168j -0.301532-0.140199j 0.475135-0.415403j 0.668405-0.248487j -0.325251+0.0358574j 0.616461-0.277953j -0.437577-0.0255018j 0.0423333+0.273958j -0.0597452+0.125884j -0.503334-0.499461j 0.397375+0.921285j -0.476253+0.325218j -0.630597+0.0413976j 0.341541+0.351076j -0.587457-0.0623736j -0.165809+0.156246j -1.23581-0.799532j -1.24149+0.00463776j -0.522313-0.912287j 0.180763-0.489081j -0.97115-0.667477j -0.49007-0.415906j 0.426833+0.222766j 0.252569-0.103065j -0.10084-0.0488551j -0.146556-0.367208j 0.061414-0.0442673j 0.161826+0.937458j -0.112954+0.0375829j -0.22185+0.327371j -0.119289+0.410179j -0.10484+0.286975j -0.00911772+0.072892j -0.278603-0.263539j -0.323892+0.229455j 0.106033-0.246774j -0.0292351+0.183414j 0.949709+0.157539j 0.414292-0.485579j 0.691168-0.313034j 0.739064+0.0505799j 0.717691+0.0847231j 0.237405-0.441551j 0.0883642-0.38504j 0.284274+0.788161j -0.865455+0.299883j -0.472765+0.263526j -0.402427-0.073623j -0.370155-1.11438j 1.40572+0.103906j -0.262733-0.291495j 1.29193-0.530325j -0.360487+0.349008j -0.0777841-0.403279j -0.531935-0.194716j -0.0459421-0.279535j 0.585896+0.00975906j 0.058747+0.761844j -0.771204+0.847164j -0.741163+0.516837j 0.408009+0.9356j 0.655448-0.248906j 0.441614+0.391635j -0.399861+0.30456j -1.00487+0.665336j 1.03515+1.03319j -0.127427+0.232685j 1.17912+0.388406j -0.672805+0.980658j -0.0462394-0.857474j 0.482673-0.222807j 0.603461+0.736616j 0.599704+0.432801j -0.0917761-0.914681j 0.229795-0.208359j -0.520486-0.597117j -0.670198+0.252493j 0.225988+0.267487j 0.696003+0.0320023j -0.16989+0.3047j 0.474054+0.340839j 
-0.511705-0.162178j -0.495583-0.270598j -0.258437-0.72422j -0.382107-0.533824j -0.257494+0.243067j 0.792768+0.959951j 0.142395+0.664943j -0.393142+0.466178j 0.247748-0.573626j -0.025129+0.0079519j 0.618438+0.534889j 0.0785191-0.615785j 1.20064+0.0379118j 1.26362-0.156692j 0.299772+0.500413j -0.150801-0.130142j 0.137408+0.238978j -0.215706-0.117934j 0.102383+0.307335j -0.0489963-0.2182j 0.386058+0.0748742j -0.137405-0.116221j -0.326833+0.00924652j 0.542255-0.0886839j -0.0940513-0.00192953j -0.0446339-0.00479582j 0.0271287+0.218996j 0.0186645+0.140245j -0.332493-0.333619j 0.69382+0.0828956j -0.267562-0.386309j 0.137845-0.163479j 0.111365+0.0137578j -0.0853387-0.481547j -0.206835-0.366674j 0.193134-0.044497j 0.241548-0.0696696j -0.122511-0.0167573j 0.224602-0.0714127j 0.0876692-0.0316126j 0.506191-0.0530098j 0.175855-0.245249j 0.45402-0.469349j -0.120191-0.222066j -0.102623-0.119072j 0.396739+0.400871j -0.195526-0.352601j 0.124527-0.247624j -0.463806+0.432861j -0.119661-0.0599849j 0.75116-0.571755j 0.205878+0.525981j -0.0409275-0.273691j -0.62368-0.659473j 0.155853-0.393473j 0.10051+0.344596j 0.196684+0.380402j -0.925219+0.0790458j -0.117164+0.468027j -0.406005-0.636103j -0.00655063-0.00261321j 0.352449+0.353618j -0.739878-0.158197j 0.106-0.407096j -0.0773398-0.0473817j -0.498417+0.405519j -0.709999+0.0427272j -0.0865794-0.123518j 0.768402-0.238194j -0.138455+0.372212j -0.325883+1.88112j 0.279785-0.98193j -0.25245+0.421202j 0.143662-0.051531j 0.568597-0.474261j 0.256158-1.08111j -0.462195+0.562695j -0.397+0.161304j 0.0158922-0.168916j -0.827632+0.00257598j -0.3227-0.435017j -0.270242-0.225033j -0.063396-0.138493j -0.467881-0.219241j -0.369235-0.213789j 0.0642304+0.0863119j 0.573874-0.098669j 0.139703+0.0964084j -0.114702-0.594151j 0.284421+0.203069j 0.343957-0.0543654j -0.606007-0.301j 0.337307+0.126628j 0.0748416+0.0449465j -0.195634-0.0621431j 
0.0823518-0.082773j 0.543025+0.518908j 0.718006+0.477345j -0.0268584+0.127648j 0.439989-0.204547j 0.540551-0.168524j -0.38043-0.143208j 0.745119+0.959281j 0.871208-1.08375j -1.09528-0.760658j 0.2467+0.210296j -0.254917-0.00105838j -0.0809352+0.616519j 0.0472291-0.0461589j -0.0220148-0.135684j 0.162607+0.306627j -0.551407-0.453197j 0.567364+0.205377j -0.185331+0.389296j 0.00889698-0.128644j 0.598306+0.0391005j -0.151884-0.0245346j 0.0710513+0.299136j -0.780865+0.178845j 0.200479-0.131305j 0.132039-1.17559j 0.293711+0.767775j -0.017817+0.0537482j 0.26793-0.108463j 0.224142-0.892425j -0.524915-0.479887j 0.138891+0.0277468j -0.615942+0.485973j -0.103835+0.135433j -0.00804819+0.0834521j -0.256975+0.480587j 0.098473-0.271142j -0.362487+0.149534j 0.0637242-0.28626j -0.0696197+0.770991j -0.38386-0.249106j 0.122834-0.33165j -0.328985+0.361767j -0.474592-0.300449j 0.0359525+0.155896j -0.178235+0.143782j 0.623436+0.141602j -0.18936-0.612588j -0.292541-0.394668j -0.314545-0.219235j -0.277852-0.107306j 1.32053+0.176115j 0.396344-0.188713j 0.835336-0.310119j -0.27821+0.0518593j -0.333021+0.296944j -0.875011-0.917902j -1.2311-0.116719j -0.00717509-0.190369j -1.02181-0.507897j 0.0363888-0.131285j -0.685072-0.751227j 0.248757-0.589563j 1.65735+0.976475j -0.257514-0.354993j 1.56089-0.0525625j 0.285353+1.19055j -0.177349-0.746939j -0.466209-0.271698j 0.249073+1.46166j 0.15877-0.535735j -0.122758+0.958911j -1.09616+0.539091j -0.309918-0.162484j 0.190824+0.467775j 0.013179+0.963406j 0.304888-0.166156j -0.513514-0.301293j -0.556569-0.473508j 0.268062+0.641676j 0.220998-0.112951j 0.365379-0.990702j 0.318968+0.42138j -0.190754-0.306286j -0.428226-0.467773j 0.512043-0.164189j -0.272081-0.0857867j -0.178356+0.450358j 0.194151+0.0225522j 0.68007+0.102312j -0.363248-0.159943j 0.0426587-0.143992j -0.411185-0.169721j 0.124178-0.427348j -0.276685-0.305614j 
-0.173596+0.856422j -0.24215-0.553161j 0.577262-0.0084619j -0.709058+0.566414j -0.442018+0.342612j 0.0254157+0.574183j -1.40504+0.720381j -0.857288+0.202498j -0.621769+0.0681275j 1.48153+0.127555j 0.693846-0.569829j -0.641128-0.342713j 0.581222+0.192629j -0.233958+1.08796j 0.668082+0.523408j -0.341537+0.355522j -0.110839+0.215803j 0.160558-0.0250726j -0.306056+0.290644j 0.345682-0.622268j 0.192614+0.252637j -0.491356+0.0551954j -0.335803+0.0212757j -0.315184-0.195377j 0.0159525-0.40798j 0.248425-0.277251j -0.0853122-0.0723013j -0.469656-0.367988j 0.212471-0.212525j -0.912576-0.45697j -0.430941-0.241745j 0.433731+0.0790745j 0.0865332+0.122727j 0.16306-0.0190256j -0.297041+0.161175j -0.193482-0.208561j 0.268904-0.0487449j -0.205614-0.00548508j -0.596979+0.673609j 0.214316+0.270963j 0.610525-0.0986813j -0.0124082-0.129646j -0.0651714-0.103111j -0.281406-0.145159j -0.500407+0.131834j -0.599484-0.0881296j -0.485351-0.0576068j -0.570097-0.0672501j -0.0876315-0.207855j 0.365529+0.353731j -0.189897-0.196424j 0.522546+0.788499j 1.58617-1.1826j 1.2826+0.0812855j -0.45405+0.199762j 0.228228-0.0951664j 0.636231-1.1665j 0.414166-0.138844j 0.459472+1.2827j -1.00478-0.396565j 0.132538-0.35788j -0.430545+1.0011j 0.709457-0.31593j 1.50212-0.0188438j 0.0510159+0.0835852j 1.52081+0.0430717j 1.69649+0.817833j -0.133704-0.577499j -1.40125-0.190155j 0.23556+0.269j -0.296189+1.67345j 0.0843964-1.45178j -0.718836+0.327794j 0.213425+0.0794856j -0.0324895+0.545975j 0.508592-0.76838j 0.38878+0.734872j -0.146058-0.216171j -0.753495-0.444611j 0.966317-0.0270046j -0.0752656+0.0402595j 0.219158+0.654811j -0.726642+1.17587j 0.12977+1.09844j 0.292561-0.107933j 0.894726-0.1416j 0.172625-1.30534j -0.0339252-0.191469j 0.760463+0.388374j 0.362943-0.775261j 0.36936+0.0312958j -0.530978+0.269838j -0.0376125+0.221108j 0.0557047+0.624712j -0.113705-0.39188j 
-0.0233282+0.153473j 0.008722+0.241261j 0.0927565+0.338225j -0.0557185+0.486399j -0.307018-0.63627j -0.33707+0.170897j 0.713784+0.0124204j 0.189499+0.910641j 0.4561-0.281981j 0.109631+1.20736j 0.342986+0.333736j -0.0495103+1.14834j 0.27833+0.0451562j 0.0946173-0.011455j 0.0392937+0.00898571j -0.0423223+0.205057j 0.0271391-0.171687j -0.131293+0.139689j -0.287478+0.423938j 0.337559+0.0299072j -0.233733-0.0559912j -0.243477-0.0919923j 0.457358+0.303776j 0.637516-0.341731j 1.00042-0.167124j 0.248531+0.997529j 0.462173+0.375316j 0.453265-1.74036j -0.824758-0.312863j -0.533652-0.559284j -0.459487-0.253532j -1.97968-0.530529j -0.75648-0.195539j -0.181354+0.129255j 0.582855+0.0357815j 0.087956+0.269853j 0.128418-0.253605j -0.214489+0.0365802j -0.243622+0.0495224j -0.202909+0.0645698j 0.336479-0.357033j -0.0809917-0.0658548j 0.035895+0.133266j -0.705005-0.171175j -0.119596-0.0504267j 0.132717+0.167196j 0.644172+0.184302j -0.409386+0.182127j 0.104742+0.467449j 0.482707-0.160843j -0.0685225-0.0772863j 1.60472+0.372602j 0.158218-0.79718j 0.777374-0.190262j 0.168587-0.296658j 0.855938-0.132111j 0.488666-0.0329854j -0.331271-0.294296j 0.393149-0.632545j -0.614393-1.74336j -0.0629933-0.247655j -0.00104245+0.560768j -0.686543-1.05006j 1.93856-0.953882j -0.2354-0.551416j 1.53258-0.617075j 0.865443+0.265768j 0.534155-0.206932j -0.832765+0.12409j 1.66497-0.702216j 0.468538+0.310219j 0.748143+0.00661088j -0.632337+0.389197j -0.299524-1.20617j 0.953891+0.539069j 0.390883+0.425452j 0.433632+0.567801j -0.128214-0.238534j -0.793023+0.085601j 0.421597+0.256533j -1.522-0.545848j 1.14186-0.302692j -0.32925+0.97607j -0.0856648+0.445558j 1.26297+0.317579j 0.67733+0.44311j -0.0953318-0.00929992j 0.0744737-0.204558j 0.133525+0.137323j 0.433769+0.382528j 0.166507-0.1728j 0.271301-0.367694j -0.424958+0.11049j 0.321827+0.117648j -0.101876-0.370114j 
-0.173263+0.281798j 0.103715+0.137283j 0.490058+0.16207j -0.443109-0.0727202j -0.812595-0.296275j 0.27271-0.373313j 1.55639+0.281617j 0.578456-0.496767j -1.30263+0.272609j -0.389371+0.733499j 0.116996-0.308761j 0.689756+0.058202j 0.751054-0.265309j 0.280526+0.121492j 0.220671+0.44582j -0.111749+0.0358067j 0.120691+0.00908334j 0.412078-0.145322j -0.287153-0.444106j 0.573228+0.0428084j -0.447785+0.00101049j -0.297367+0.0800834j 0.907728+0.0416561j -0.628044+0.633111j -0.529864+1.24195j 0.494563+0.0213211j 0.975827+0.0523614j -1.32679-0.0395193j 0.649632+0.062586j 0.19814+0.141589j 0.34313+0.459897j 1.39249+0.638108j 0.243554-0.322734j 0.123721-0.0875209j -0.375226+0.339998j -0.238537-0.1411j 0.114213+0.120875j -0.0618547+0.0422883j -0.304522+0.0470135j 0.251388-0.0731644j 0.29312-0.223103j -0.0492681+0.223922j -0.0981239+0.0550837j -0.935424-0.199511j 0.598032+0.138764j 0.103327+0.223285j 0.428538+0.338004j -0.660875-0.0373391j -0.207735+0.0901884j 0.411498-0.363637j -0.167337+0.235721j 2.13598+0.931413j 0.100985-0.787912j 1.13205-0.464613j 1.01499-0.24591j 0.23422-0.293093j 0.715398-0.643451j 0.198475-1.08528j 0.396165+0.234985j -2.28836-1.94502j 0.0350901-0.220218j -0.253897+0.458869j 0.71733-1.63125j 1.96055-0.435844j 0.504109+0.589261j 0.404728-1.00867j 0.46565+0.833087j 2.30948+1.29216j -1.92516-0.892645j 1.61267-0.879497j 0.498915+0.0413008j 0.332689-0.439327j -2.31895+0.719654j 0.521433-0.685583j 1.1881+0.936625j 0.384354-0.0980294j 0.255785+0.164558j 0.560907-0.324326j -0.156015+0.354896j 0.590519+1.20227j -0.590874+0.034016j 1.74761-0.521871j -1.1202+0.370057j 0.0171789+0.574046j 0.243336-0.551754j 0.725679-0.166805j -0.452513-0.0673538j 0.190513-0.312681j 0.735795-0.114231j 0.513386-0.162326j -0.436578+0.0923066j 0.208905-0.0257116j -0.0784191+0.231847j 0.0747112+0.264954j -0.0356545-0.0791573j 
-0.097236+0.0875705j -0.0203637+0.471185j -0.281783+0.219216j -0.605444+0.232218j 0.13885-0.817217j 0.410111+0.865468j -0.514727-0.509118j 0.430948-0.175614j 1.03176+0.411413j 0.515955-0.473796j 0.138562+0.895924j 0.104568+0.849671j -0.033764-0.305536j 0.493959+0.100085j 0.0685466+0.254869j -0.0426961+0.00699595j 0.213466-0.170959j -0.134682+0.231228j -0.0816694-0.193035j -0.0597943+0.544235j 0.250808+0.396001j 0.0934423-0.189518j -0.652616+0.0827358j -0.794834-0.0452578j 0.229973-0.358521j 0.447248-0.303784j 0.69467-0.387433j 0.662145+0.0992073j -0.0499292+1.22754j -0.824192+0.624288j 0.193986-0.309258j 1.71211+0.771211j -0.373587-0.507461j -0.000458151+0.216179j 0.0895906-0.0937664j -0.126655-0.12757j 0.0630675+0.0462126j 0.0441361+0.0800591j -0.122766-0.0123637j 0.115435-0.0781436j 0.24291-0.244811j -0.423399+0.242456j 0.125599+0.027682j -0.67209+0.246514j 0.597896+0.234151j -0.00105608+0.517039j 0.477865+0.0809454j -1.00564+0.0402916j -0.354166-0.287562j 0.601574-0.341738j -0.250401-0.203895j 1.89361+0.481875j 0.29261-0.93088j 1.39413-0.365497j 0.80048+0.817765j -0.00969303-0.427575j 0.706802+0.101776j -0.174316+0.116375j 0.0943677+0.453717j -1.8175-1.17127j 0.19257-0.0330209j -0.0906716-0.00537492j 0.0877553-2.10414j 1.95533-0.810922j -1.32495-0.67034j 2.03622-0.154098j 0.533066+1.24455j -1.44626-0.969019j -0.926344-0.619461j 1.53209+0.368869j 0.44781+0.0243056j 0.222281-0.317208j -0.707098-0.0459742j 0.416452-0.430825j 1.18146+0.752175j 0.512521+0.0796574j 0.149442+0.0713441j 0.754124-0.032691j -1.11869+0.712032j 0.274272+1.1518j -0.258008+0.185483j 0.982441+0.277893j -0.795448-0.163794j -0.11432+0.214792j -0.101955-0.184319j 0.703277+0.191324j -0.264293+0.171813j 0.117193-0.425917j 0.223016-0.0867632j -0.0167798-0.0218402j -0.328153-0.0780774j 0.194584-0.0502189j 0.000918991+0.192258j 0.0433212+0.123768j 0.023553+0.0234544j 
0.310741-0.145095j -0.111025+0.0425709j 0.184717+0.081445j -0.105757-0.207865j 0.0731527+0.497885j -0.28768-0.715478j -0.987505-0.29259j 0.0804918-0.183809j 0.0251859+0.107289j 0.713585-0.098113j -0.428862+0.205743j -0.982345+0.310409j -0.200342+0.0991447j 0.168949+0.330583j -0.166256-0.308825j 0.157181+0.271951j 0.100669+0.0952285j -0.000898941+0.344537j -0.0770951-0.364697j -0.399335-0.368125j 0.0183943-0.478404j 0.0852007+0.10361j -0.421384-1.02391j -0.0288329+0.123315j -0.0534525+0.827439j 1.02791+0.00886108j 0.256656+0.453553j 0.905474-1.31211j -0.270077+0.133783j 0.740421-0.55326j -0.145119-1.1251j 0.024537-0.165651j -0.0610822+0.044296j -1.07021-0.408804j 0.988856-0.286016j 0.145715-0.027633j 0.158578-0.349927j -0.322959+0.175651j 0.216377+0.00744991j -0.287844-0.0819064j -0.163314+0.0963276j -0.259169+0.111907j -0.0216263-0.0897348j 0.839651-0.386686j -0.0459862+0.0368497j 0.0744823-0.411515j -0.124273-0.0759989j 0.0902798+0.122792j 0.215234+0.260321j -0.314101+0.151843j 0.150418+0.118198j -1.54581-0.040367j -0.443097+0.498103j -0.684498+1.06558j -0.319093-0.239759j -0.334328-0.512949j -0.354074+0.358049j 0.244367+0.118558j -0.727931-0.620349j 1.04412+0.717615j 0.0772908+0.422886j 0.714256+0.0188286j -0.784835+1.18754j -0.55316+0.615139j 0.406718-0.656371j -0.329549+0.254737j -1.42098-0.525515j 0.259808-0.182914j 0.0323911+0.763443j -1.68801+0.309565j -0.424525+0.43418j 0.0489507+0.236401j 0.416366+0.197947j 0.0747797-0.339165j -0.0908064-0.0308894j -0.338292+0.415289j -0.000961931+0.117502j 0.281236-0.257473j 0.0899855-1.20513j -0.973994-0.127412j 0.586739+0.472025j -1.61048+0.908665j 0.460826-0.0429979j -0.162255-0.77153j -0.669418+0.04953j -0.99037+0.809528j 0.213165+0.274198j -0.339532-0.261979j -0.802359-0.101164j -0.314052-0.0864087j 0.801652-0.0536298j 0.140509+0.0436274j 0.0169002-0.089054j 0.141265-0.310751j 0.0682435-0.177259j 
