-0.00571744-0.0601571j 0.0209204-0.178091j -0.137386+0.177035j -0.066164+0.163539j -0.0894333-0.0241801j -0.218815+0.0108294j 0.0532163-0.0917979j 0.0223078-0.0739443j -0.0670021-0.0745164j -0.0918495+0.114399j 0.0417327+0.139371j 0.569221+0.103737j -0.240249+0.70102j 0.608602-0.148564j 0.949053-0.620648j 0.0965414-0.0488493j -0.252971+0.099644j -0.398206-0.0678405j -0.273735+0.0897489j 0.170033+0.214223j -0.390228-0.316363j 0.00539539+0.0364849j 0.159465-0.228667j -0.216628-0.0540183j -0.106993-0.256092j -0.30525-0.213088j 0.131363+0.0381161j -0.00775505-0.230179j 0.0924573-0.00369324j -0.288461-0.742691j 0.788862-0.280121j 0.387478-0.150723j 0.237904+0.879144j -1.09562+0.0901623j -0.587383+0.899497j -1.81281+1.26149j -0.154483-1.18267j 0.0174543-0.0667282j -0.0763708-0.015782j 0.139357-0.0772534j 0.0273666+0.1111j 0.0438252-0.253647j 0.121332+0.101383j -0.272291+0.118932j -0.150374-0.133093j 0.00533209+0.184658j 0.111524-0.0717693j -0.0585915+0.252109j -0.383094+0.416666j -0.0750512-0.0809759j 0.145364+0.45738j -0.273917-0.213241j -0.174689+0.00382614j -0.202412+0.121532j -0.369132+0.137669j -0.185408-0.251961j -0.00807823+0.185179j 0.0596909+0.0820427j -0.462085+0.68949j 0.0955187-0.40015j 0.371674+0.0633107j -0.167334-0.743371j 0.0416127+0.0220404j 0.235+0.424902j 0.0701245+0.104398j 0.223367+0.0756878j 0.637462+0.164138j 0.187161+0.0142765j -0.229686+0.324423j 0.640344-0.529164j -0.337277-0.758366j 0.557877+0.10633j 0.0776799+0.693486j -0.255063-0.160886j -0.126534-0.418407j -1.01431-0.255703j 0.362427-0.498961j -0.424924-0.0908915j 0.140262+0.319634j -0.871455+0.273454j 0.00855499-0.720987j 0.161534+0.907199j 0.932948-0.856826j -0.432759-0.781092j 1.14897+0.195609j -0.0227334-1.25357j -0.228845-0.362288j -1.51207+0.01214j 1.21395-0.177072j -0.0878932-0.326546j -1.12149+0.735196j 0.927594+0.696928j 0.216676-1.89589j -0.254772+0.242436j -1.17728+0.0391767j 
0.161076+0.251321j 0.331837-0.323179j 0.453199-0.0260513j 0.074505+0.0521506j -0.429604+0.198646j 0.361302-0.226177j 0.938101+0.642941j -0.0765713-0.63633j -0.353445-0.439025j -0.0731101+0.414802j -0.139581-0.360719j 0.188097-0.510829j 0.43909-0.139152j -0.00935389+0.0774636j 0.134178+0.0140409j -0.090563+0.132319j -0.0955411+0.19626j 0.108815+0.0617917j 0.176939-0.309204j 0.419068-0.173164j 0.579559+0.210884j 1.28206-0.250442j 1.12951-0.136071j -0.0787394-0.146823j -0.607128+0.152101j -0.367906-0.0469149j -0.615091+0.244804j -0.923064-1.2887j 0.199596+0.453758j 0.896286+1.02468j -0.0864855-0.170308j -0.0168394-0.0496269j -0.133565+0.202506j 0.042831-0.637183j -0.0195317+0.0768633j 0.0163288-0.157626j 0.176893+0.064151j -0.169024-0.134864j 0.012948+0.104446j -0.141408-0.278859j -0.08336+0.100252j -0.0946601+0.32058j 0.115657+0.0219114j 0.358279+0.312332j -0.0517039-0.368444j 0.00550931+0.0530689j 0.207882-0.08133j -0.562965+0.531665j -0.0621667-0.442716j 0.719806-0.285865j -0.0845498-0.374932j -0.37878+0.321113j 0.444005+0.828054j -0.665409+0.333928j 0.619767+0.270414j -0.0421705-0.277379j -0.245314+0.818279j 0.588259+0.381934j 0.0445912+0.161911j 1.43553+0.462685j -0.100433+0.194503j 0.135024-0.162132j -1.03185+0.59614j -0.885456-0.194627j -1.37546+0.754593j 0.18021+0.317817j -0.147181-0.492972j -0.759659+0.187643j 0.349381-0.292317j -0.397376+0.352617j -0.106352-0.388425j 0.022423-0.233398j 0.762117-0.618104j 0.421144+0.296843j -0.422316-0.573865j -0.062536-0.114502j 0.0492153-0.38939j -0.207394+0.172948j 0.869525-0.137908j 0.0500175-0.0336234j -0.101733+0.170064j 0.0450745+0.447998j 0.0131596-0.492558j -0.140623-0.172065j -0.0597336+0.0453923j -0.40084+0.119976j 0.0940978-0.0874215j -0.318642+0.0434428j -0.0223804+0.0334195j -0.0056104+0.382897j 0.260907+0.0938597j 0.163419+0.0496357j 0.159099+0.0428212j 0.109693-0.0266887j 0.235701-0.00214707j 
0.130391-0.159967j 0.183106-0.32681j 0.186677-0.225602j 0.724242+0.924503j -0.0423686-0.250125j 0.420907-0.870098j -0.447071-0.441068j 0.117177+0.530074j -0.0772345-0.270799j -0.587505+0.336262j 0.0957594-0.253877j -0.162488+0.155942j 0.108143-0.148101j -0.0340957-0.00702597j -0.173996+0.0140975j -0.159031-0.386821j 0.224562-0.0668325j -0.632616-0.28804j 0.854709-0.218777j 0.0500074+0.0162873j -0.70452+0.304256j -2.05809+0.413717j -0.787852+1.29672j -0.684332+0.228898j 0.784377+1.96623j -0.718422+0.419391j 0.436617+1.16019j 0.727827-0.0737121j 0.841235+0.541536j -0.21567+0.475365j 0.106906+0.330002j 0.0508986-0.0247738j -0.133308+0.406895j 0.252192+0.222939j 0.185636+0.258593j -0.0151967+0.00205192j 0.0465467+0.244876j -0.0932818-0.645459j -0.0248138-0.150133j -0.575437-0.13562j 0.263715+0.0309586j -0.940375-0.335974j 0.58097+0.0893295j -0.590627-0.241596j 0.631815-0.429199j -0.371341+0.186689j -0.490601+0.327502j 0.663911-0.569253j -0.0229367-0.920281j -0.664545+0.482515j -0.371624-0.66345j 0.830971-0.0489801j 0.402099-0.51145j 0.827755-0.607632j -0.3308+0.384758j -0.311276+0.0179849j -0.034193-0.227014j -0.456646+0.761666j 0.039807+0.486319j -0.56136-0.0472018j 0.235809-0.226736j -0.152536-0.334378j -0.178427-0.553283j 0.916037-0.441746j -0.376909-0.113107j 0.784824-0.586592j 0.159371-0.0274753j -0.318432-0.702727j -0.718648-0.838075j -0.636062-0.184427j 0.268467-0.254878j -0.0812505-0.0572622j -1.06292-0.318072j 0.0381098+0.218908j 0.132701+0.313662j 0.246962-0.937999j -0.186696-0.219337j 0.132457+0.372633j -0.327632+0.475807j 0.494747+0.54303j -0.0529146-0.0936912j 0.777215+0.12325j -0.322066+0.0346304j 0.0173009+0.0708787j 0.0789333+0.056583j 0.278896-0.273522j 0.0849564-0.33575j 0.353375-0.182271j 0.151952+0.20416j 0.345064+0.206203j -0.0193475-0.0615396j -0.0780224-0.133515j -0.228246+0.018207j 0.210006+0.0324731j 0.305988-0.0627688j 
0.133936+0.561978j 0.489829+0.125688j 0.307923+0.553328j -0.976118+1.08462j 0.609756-1.18978j 0.0474812-0.572132j -0.254598+0.0636489j -0.371954+0.170657j -1.5534+0.206401j 0.156213-0.285395j -0.292765+1.26342j 0.382647+0.42412j 0.0460069-0.493981j -0.00312997-0.411734j 0.367417+0.0478475j -0.0300198+0.391702j -0.402257+0.0238145j 0.219326+0.588493j -0.380658+0.553306j -0.42497+0.841977j 0.47176-0.226307j -0.0362785-0.405937j -0.730775-0.627959j -0.0303538-0.352973j -0.266838+0.596177j -0.173729+0.39761j -0.869099+0.326262j 0.426353+0.016467j 0.436658+0.0500011j 0.496433-0.359704j -0.272616-0.378506j -0.234885+0.0336366j 0.0773727-0.247651j 0.091712-0.143958j 0.177639-0.105201j 0.181286+0.0126537j 0.0635392-0.134075j -0.0221042+0.127006j -0.081665+0.695873j -0.165718+0.0200062j -0.796057-0.379344j 0.254281-0.0517747j -0.273747-0.230264j 0.891477-0.104738j -0.358059-0.394548j 0.905719+0.342045j -0.111435-1.0417j 1.1465+0.0208811j 0.436763-0.120252j -1.39076+0.551263j -0.697809+0.0321494j -3.01721-0.757198j -0.412572+1.73029j -1.53874+0.53478j -0.691651-0.758506j 0.191067+0.270098j -1.62746+0.859966j -0.351414+1.10758j -0.0333682+0.249695j 2.55147+0.163987j 0.976362+0.299542j 1.24098-0.229933j -0.106175+1.13453j -3.43241-1.11001j -1.16626+0.141948j -1.60095+1.21925j -1.76989-0.523499j 0.386353-0.0315015j 1.41902+2.93285j -2.26064-0.20088j -0.0931563-0.653952j 0.331648+0.118706j 2.356-2.25344j -0.335112+0.504769j -1.00431-0.495711j -0.95996+0.302433j -1.17666-0.191547j -0.565432+0.431473j 1.45287-0.698813j -0.694864-1.61274j 0.352862+0.542074j -2.67695+0.645047j 1.12324-0.689412j 0.50146-0.21863j -1.15315+0.228013j -0.660876-0.205216j -0.598366+0.625567j -0.66421+0.166446j -0.584357+0.0508868j -1.16359+0.135066j 0.478115+0.298455j 0.0157096-0.261716j 0.417491+0.175871j 0.0832339-0.199845j -0.10776+0.0390906j 
-0.224799+0.528966j 0.0306647-0.700557j 0.352504+0.576631j -0.144209-0.396646j 0.540011+0.308353j 1.21395-0.894244j 0.947935+0.839013j 0.83449-1.03832j 0.377402+0.43147j -0.538419-0.516759j -0.539434-0.164952j 0.34807+0.0470861j -0.358846+0.296887j -0.575208+0.756616j 0.25946+0.379134j 0.130228+0.338501j 0.364786+0.90527j 0.318124-0.187773j -0.226624+0.039313j 0.377441+0.0251835j 0.652121-0.417098j 0.411629+0.0364741j -0.500117+0.124771j 0.100328+0.190495j -0.224508+0.637914j 0.0855712+0.188876j 0.341361-0.737401j -0.162518+0.651634j 0.342759+0.442387j -0.351758+0.0718671j -0.414147-0.0331438j -0.16842+0.200769j 0.0623853-0.109566j -0.155589-0.221127j 0.414482-0.179485j 0.120039-0.370269j 0.0807558-0.240548j -0.0616616+0.416141j -0.163849+0.828292j 0.199006-0.135068j 0.724422+0.231121j -0.131104+0.0900409j -0.237408+0.187205j -0.266437+0.235907j -0.239635-0.444423j -0.177109-1.0073j -0.160444-0.536361j 0.118676-0.170014j -0.335211+0.716304j 0.242159+0.554271j -0.915225-0.805854j 0.262641+0.937944j 0.217411-0.601765j -0.454719+0.0299279j 0.100796-0.212591j 0.162222+0.925785j 0.196506-0.627151j 0.631053-0.0463318j -0.42637-1.42507j -0.812174-0.636896j 0.382301+1.73671j -0.448739-1.11433j -0.226834+0.232417j 0.237163-0.913515j -0.212462+0.108632j -0.533171-0.71023j 0.458723+0.50365j -0.323478+0.252244j -0.363776+0.0128354j 0.396508-0.724796j 0.199483-0.864973j 0.35221+0.127425j -0.573638+0.393183j 0.620039-0.0359239j -1.11482+0.00537114j 0.264861+0.456525j -0.0749444-0.109587j 0.231781+0.318374j -0.186955+0.00966069j -0.3548-0.200172j 0.218443-0.363751j 0.540893+0.41474j -0.582548-0.00464183j -0.697093+0.175859j 0.0746548-0.310373j 0.0305739-0.408105j 0.196217-0.195295j 0.14574-0.226199j 0.0408654-0.313261j 0.164534-0.137055j 0.323535-0.0413842j -0.374122+0.0949395j 0.247674+0.394959j 0.00484843+0.24702j -0.330382-0.163615j 
0.222236-0.848229j -0.189339+1.05489j -0.754616+0.277093j -0.375063+0.311991j -0.897966+0.483048j -0.471993+0.0311622j -0.277609+0.669322j -0.254679-0.362475j -1.02002-0.655613j -0.339347+0.402785j 0.322345-0.229209j -0.629255-0.283316j -0.831006+0.474492j 0.0510312-0.301004j -0.49052-0.581572j 0.454729-0.299907j 0.270565-0.339336j -0.533531+0.153337j -0.00634276-0.250172j 0.237011+0.256461j 0.253953-0.519741j -0.389349+0.450989j 0.0362687-0.682245j -0.532798+0.737674j 0.255407-0.586318j -0.138688+0.950695j 0.740584-0.734856j -0.394062+0.0685402j 0.0468496+0.0604809j -0.154386+0.0986233j -0.271668+0.293703j 0.673948-0.0156947j -0.36111-0.498386j -0.467056-0.263563j 0.27388-0.0940269j 0.301306-0.0658412j -0.299985-0.0356948j -0.0924779+0.41961j 0.179441-0.856265j 0.130284-0.00312992j -0.377862-0.0891213j -0.504438+0.0941803j 0.189034-0.166547j -1.39425-0.220552j 0.141741-0.328487j -0.133357+1.16599j -0.135691+0.831208j -0.575611-0.147416j -1.1476+0.119678j 0.187334-1.07157j 0.354912+0.883685j 1.11172+1.19328j 0.569164-0.828282j 0.642582+0.326536j 1.14044-0.660589j -0.464512-0.586331j 0.287655-0.581417j -0.000938517-0.303677j 0.128559+0.173243j -1.53362-1.0143j -0.483785-0.99395j -0.188755+1.27354j 0.76738+0.138053j 1.1625-0.662021j -0.419953+0.558235j 1.34272-1.55714j 1.5034-0.0662484j 0.168821-0.322185j -1.46446-0.558616j 1.70769-0.311004j 0.7594+0.571363j -0.313516-0.151568j -2.08621+1.11123j 0.612206+0.0537555j 0.193663+1.1041j 0.943779-0.811892j 0.748338-0.253734j 0.106046-0.40277j 0.318956+0.677136j 1.12404+1.28542j -0.0257071-0.0227896j 1.36238-0.824867j -0.602912+0.268238j 0.213685-0.138115j 0.39847-0.198398j 0.474631-0.325267j -0.00679351-0.375454j -0.122727-0.232512j 0.232155+0.0431844j 0.598767-0.191037j -0.229891+0.0691859j 0.21313+0.478519j -0.396235+0.0580004j -0.244803-0.352676j -0.111699+0.219264j 
0.519538-0.270513j -0.187254+0.0103973j -0.645688+0.0839822j -0.18644+0.609212j 0.923663+0.541216j -0.699176+0.28816j 0.167841-0.178271j 0.559775+0.178633j -0.137965+0.131248j -0.279243+0.575196j 0.370391+0.685875j -0.140016-0.175328j -0.389418-0.341226j -0.0922057+0.269017j -0.164846-0.185501j 0.217745-0.277423j 0.283783-0.627903j -0.988362+1.026j 0.130445+0.633621j -0.032275-0.393182j 1.44267-0.735186j 0.950804+0.0356882j 0.811864-0.266518j 0.338049+0.101767j -0.201584+0.751379j -0.464222-0.255607j -0.515014+0.167888j 0.131374+0.62196j 0.479437-0.72136j -0.182641+0.165783j 0.448485-0.0473431j 0.141604+0.310564j -0.61291-0.0769181j -0.27178+0.122225j 0.440216-0.123272j -0.3529-0.169964j -0.153322+0.177703j 0.659073-0.418719j 0.236449-0.310114j -0.711893+0.0846653j 0.333258-0.104807j -1.02848+0.124913j 0.432759-0.131363j 0.403573-0.394894j -0.307721+1.07267j 0.447158-0.300496j -0.0634796-0.456092j -0.45311-0.272864j -0.702431+1.15088j -0.137025-0.28051j -0.0396192+1.11905j 1.4429+0.0331647j 0.730117-0.596661j 0.567549-0.827828j 0.965265+0.540387j 0.287402-0.301679j -0.158319-0.598215j 0.863586+0.28445j 0.747112+0.363929j -0.694031-0.80778j -0.237824+0.288565j -0.575804+0.444207j 0.592666-0.109881j 0.580241+0.364685j -0.289014+0.26138j -0.328526-0.0969998j 0.668086+0.360195j -0.21127+0.504769j -0.252119-0.77069j 0.75744-0.273103j 0.242351-0.0376968j 0.260634+0.176432j -0.658607-0.464407j -0.180645-0.120964j 0.373095+0.471686j 0.0429077-0.816046j 0.698632-0.123137j -0.0355732-0.0261449j -0.659409+0.0235673j 0.429144+0.51988j -0.152495+0.0295868j 0.583964-0.0687134j -0.269903+0.34309j 0.0599535-0.110303j 0.0803145-0.190623j 0.311819+0.173348j -0.0374763-0.307501j -0.117826-0.245081j 0.0575596+0.296761j 0.345352+0.00963194j -0.11463-0.59364j -0.0406294-0.496428j -0.127975-0.253645j 0.109808+0.141255j 0.336572+0.00318912j 
0.392852-0.152519j -0.95751+0.296131j -0.983433+0.333991j 0.160952+0.99276j -0.382452+0.349064j 0.104201-0.0124479j 0.130507+0.551367j -0.169131-0.255169j 0.425761-0.0565564j -0.431674+0.905008j 0.203506+0.0523281j -0.0110301+1.03307j 0.297168-0.68311j 0.176707+0.0530091j -0.177118+0.10272j 0.284487-0.0128741j -0.272889+0.00372211j -0.0279483+0.436406j 0.0387819+0.846916j 0.0796633+0.0516973j -0.260783-0.381725j -0.0311975+0.091394j -0.500007+0.239376j 0.796156-0.620131j -0.221476+0.365459j -0.199737-0.0141812j -0.166972-0.188919j 0.267506-0.106801j -0.276062-0.132996j 0.591333-0.417547j -0.457743+0.0986222j -0.0227834-0.20242j 0.0390561-0.242878j 0.125865-0.278777j -0.197077+0.0561443j -0.0283961+0.33975j 0.0142875+0.12078j 0.251656+0.0240684j 0.201781+0.275107j 0.0665899+0.167045j -0.627113+0.199021j 0.0906526+0.245219j -0.369255+1.39562j -0.0603239+0.169691j 0.0128001-0.137499j 0.809564-0.365033j 0.220376-0.443417j 0.647482+0.0800888j -0.119669+0.385269j 0.318146+0.294143j 0.38336-0.4048j 0.0121476-0.316009j -0.702115+0.750118j -0.953076+0.291591j -0.620313-0.160141j -0.246876-0.282629j 0.363291+0.131228j -0.0146244-0.0878651j 0.262346+0.757565j -0.0696785-0.413879j -0.213362-1.17034j 0.283261+1.09299j -0.630437-0.0822726j -0.790203-0.70977j -0.000135367+0.0214529j -0.696421+0.240364j -0.656066+0.0349805j -0.102184-0.00284658j 0.520656-0.132952j -0.386015+0.15323j -0.398618-0.17824j -0.0111744+0.275605j 0.249837+0.0337666j 0.678564-0.052192j -0.118555-0.688443j 0.324802+0.0633846j -0.161469-0.0175952j -0.588614+0.261233j -0.000187552-0.277617j -0.471136+0.117975j -0.183816-0.28139j -0.59028-0.0669025j -0.23223+0.0525081j 0.0914515-0.206496j -0.322895-0.137624j -0.0409408+0.145443j 0.336926-0.247264j -0.211489+0.177682j 0.404915+0.325287j -0.153703-0.305201j 0.0591564+0.262303j 0.32329+0.199923j -0.0202323+0.0315271j 0.251175+0.0594795j -0.138835-0.0558779j 
0.261954-0.240663j -0.541331-0.486313j 0.392177+0.0753877j 0.00218282+0.204466j -0.0190689+0.395401j 1.20735-0.517396j 1.04576-0.944011j -1.18929+0.594617j -0.372792-0.751452j 0.0128984-0.589093j 0.314307+0.0094712j -0.660989-0.509539j -0.282374-0.0269231j -0.105343+0.313477j -0.0952349+0.113842j 0.121202-0.131935j 0.219099+0.272056j 0.231688-0.0341155j 0.0639174-0.0198736j 0.208307+0.0709134j 0.153703-0.588272j -0.231928-1.47807j -0.616683-0.495183j -0.0432342-0.388133j -0.311538+0.0373466j -0.201694+0.224623j -0.270255+0.427707j -0.41424+0.416323j -0.158071+0.420445j 0.264618-0.218986j -0.109622+0.0985803j 0.0711291-0.0155415j -0.0708534+0.0108571j -0.268125+0.0864072j -0.0480573+0.0458506j -0.0619031-0.0405224j 0.0128415+0.040138j 0.0426118+0.0239474j 0.176111-0.0510346j 0.184461-0.071327j 0.382187+0.348757j -0.0213928+0.0851058j -0.216048+0.337628j -0.395119+0.222572j 0.133616-0.120166j 0.432128-0.137245j 0.598666+0.171605j -1.24678-0.303681j 0.0281811+0.215604j -1.78006-1.69699j 0.0576518+0.0109103j 0.657171+1.00202j 1.1257-1.67102j 0.472961-0.687677j 0.310285+0.440473j 0.518421+0.21354j 1.24616+0.14772j -0.199276-1.03992j 0.333914-0.207964j -0.511763+0.0671957j 0.311009+0.108214j -0.0362839+0.45726j 0.647491-0.762553j 1.24175+0.913065j 0.168991+0.217467j 0.98466-1.25038j 0.433999+0.892112j 0.063454-0.332147j -0.0185119+0.0145303j 0.940689-0.737948j -0.0782799+0.5971j 0.679559+0.427026j -1.29617-0.0654519j 0.577469-0.126166j -0.161867+0.128389j 0.530535-0.401983j -0.259318-0.344382j 0.310862-0.156269j -1.00399+0.128874j 0.208329+0.815303j -0.30216-0.133945j 0.73204-0.367031j -0.926827+0.280142j -0.553794-0.313628j 0.470917+0.0032569j 0.536587+0.0708593j 0.129871-0.435371j 0.426339+0.164798j 0.137114-0.278935j 0.414104-0.0726325j -0.148527-0.174272j 0.0182685+0.145426j -0.121744-0.0243509j -0.00821228+0.158739j -0.0133669-0.0483814j 
0.0715179+0.153142j 0.89362+0.494387j 0.0939859+0.206418j -1.23514+1.3335j 0.799665-0.734142j 0.900786+1.39337j -0.145065-0.805826j -0.500403-0.248057j 0.687614+0.381167j -0.376293-0.535714j 0.0778462-0.281402j -0.300408+0.141302j 0.476295+0.37394j 0.379978-0.243515j -0.103589-0.354481j 0.199837-0.20693j -0.0939286-0.135045j 0.0415718-0.563036j 0.0488607+0.32654j -0.362359-0.418363j -0.707184+0.0773483j 0.0320821-0.323193j 0.181772-0.462971j 0.0857074+0.0527961j -0.945739+0.143723j -0.0719149-0.86046j 0.107031-0.508329j 0.0432041+0.298487j -0.454021+0.0974665j -0.325841+0.228064j 0.184348+0.00288104j 0.105382-0.155112j -0.090892+0.136754j 0.00545356+0.235288j -0.265657+0.0858862j -0.121048+0.163556j -0.157614+0.129052j 0.274581-0.233781j 0.319192-0.556649j -0.118141-0.200402j 0.0909525+0.248947j 0.197457-0.0183854j 0.547439+0.979886j 0.138212-0.392534j 0.00550936+0.0423054j -0.793704-0.304999j -0.736156+0.385219j -0.855072-0.210705j 0.188542+0.70484j -0.505718+0.0156585j 1.413-0.99313j 0.0184872-0.469003j 0.0756041+0.233163j 0.345694+0.711555j 1.62887+0.128008j 0.226026+0.297127j -0.470131-0.462108j -1.20862-0.0527311j 0.140915+0.0339461j 0.175802-0.955202j 0.317995+0.043676j 0.567214-0.42981j 0.686593-0.372912j 0.204362-0.525963j -0.793821+0.297137j 0.596498+0.414644j 0.651232+1.50966j 0.931166-0.192285j -0.875753-0.184715j -0.427933-1.27145j -0.641916+0.246629j -0.354035+0.537812j -0.483697+0.0962362j 0.323949-0.265001j 0.332554+0.218274j 0.652784-0.197555j 0.426349-0.264488j -0.455768-0.0889201j -0.176264+0.210737j 0.302958+0.148086j -0.370392-0.224075j 0.318696+0.361189j -0.366107+0.284485j 0.0431874-0.0333982j 0.201192-0.25504j 0.175716-0.0515537j -0.104994+0.0660426j 0.154402+0.0391209j -0.00241875+0.42615j 0.109856+0.157129j -0.190651-0.0382971j 0.185322+0.0679285j -0.156365-0.38742j -0.0430463-0.132076j 0.178222+0.208594j 
0.467678-0.35042j 0.0831721-0.193043j 0.175041-0.429874j 0.582122+0.811812j -0.491531-0.148417j -0.285943+0.303975j 0.0673303-0.0162316j 0.180041+0.19685j 0.352531+0.99324j -0.583792-0.168913j 0.852443-0.0712076j 0.0521415-0.404723j -0.306871+0.142444j -0.236197+0.0338346j -0.146963-0.456562j 0.605761+0.115992j -0.104504+0.589313j 0.813482-0.316187j 0.527622+1.02911j 0.760451+0.946303j -0.440067-0.86171j -0.655601-0.707177j -1.27539-0.0285689j -0.244649-0.509871j 0.00890092+1.32878j 0.301173+0.471967j -1.46653+1.43729j 0.213875-0.496257j -0.175385-0.419686j -0.288216-0.994472j -0.703622+0.0449574j -0.0830711+0.438353j -0.360604-0.767751j 0.0102456-0.257215j 0.0329863-0.105971j 0.352984-0.167019j -0.181233-0.165676j -0.254592+0.366724j 0.318972-0.41704j 0.335871+0.421644j 0.140382+0.334915j -0.216497+0.103499j 0.24284+0.284824j -1.24214+1.00408j -0.513933+0.599963j -0.580405+0.401796j -0.138578-0.26877j -1.16689+1.13557j -0.929715-0.189341j 0.221234-0.879464j 0.315695-0.0471453j 2.54633+0.805251j 0.643861-0.730312j 2.20134-0.565655j 0.552884-0.0551108j 0.466423-0.927066j 0.485017-1.02184j -0.549886-0.228794j 0.237426-0.55703j -2.561+0.0577131j -0.441125+0.433149j -0.348198+0.612421j 0.237714-1.60688j 2.73671-0.360687j 0.585861+0.839617j 1.72443-1.07218j 2.6177+0.560871j 0.795985+0.075908j -0.223794-1.85468j 2.13321-1.22586j 0.194832+0.569672j 0.0540949-0.19429j -1.38383+0.957329j 0.615496-0.112857j 1.18546+0.609328j 1.15099-0.342407j 0.97367-0.581509j 0.866261-0.436082j -0.943997+0.693371j 0.992229+0.644092j -0.340725-0.315522j 1.849-0.714384j -0.445993+0.996674j -0.155545-0.118412j 1.11748-0.324448j 0.997923-0.388491j 0.178907-0.296292j 0.101503-0.381867j 0.456643-0.069605j 0.625342-0.476035j -0.305318+0.0125456j -0.239943+0.495441j -0.317712+0.167858j -0.155265-0.320428j -0.203945+0.0670474j 
-0.842466+0.0991627j 0.948206-0.338065j 0.429616+0.581622j 0.501529-0.322656j 0.0357381+0.561517j 0.729453+0.822973j -0.148134+0.794935j 0.347824+0.627251j -0.391772+0.863625j 0.808254-0.379797j 0.0948247-0.511309j 0.0232768+0.370408j 0.0564567+0.11348j -0.630443-0.323483j -0.307757+0.552927j -0.387811-0.585929j -0.969579-0.512204j -0.250851+0.910897j 0.431594-0.299073j -0.0835103+0.251997j -0.247307+0.234659j -0.423814+0.714169j -0.0249868-0.897789j -0.249894+0.0913613j -0.233035-1.00097j -0.000592565+0.321451j 0.231107+0.239775j -0.323422-0.743256j -0.578974-0.372345j 0.634277-0.287253j 0.43198+0.0842597j 0.449108-0.559159j -0.6135-0.0937127j -0.0936434+0.0814642j -0.188121+0.301085j 0.234176+0.519098j -0.270147+0.426202j 0.815725-0.535506j -0.372717+0.333509j 0.360182+0.91773j 0.209238-0.0061107j -0.135667-0.0275311j 0.0223869-0.250359j -0.276649+0.771109j 0.714821-0.599226j -0.026782-0.495953j -0.0402083-0.141629j -0.217944+0.788196j 0.0397071+1.12673j 0.0364018+0.558184j -0.316617-0.140422j -1.15872+0.152284j -0.192204+0.463037j -0.779764+0.215814j -0.945384+0.0512756j -1.11386+1.35391j -0.08161+0.104396j -0.343801+0.62691j 1.15653-1.58637j 0.797775-0.0473j 0.829191+0.125093j -0.379393-0.122642j -0.385812+0.25579j -0.434399+0.632465j 0.308719-0.14988j -0.400533+0.750956j -1.04522-0.0411488j -0.0890832+0.243987j 0.353537+0.497054j -1.02598+0.249275j 0.587746-0.628866j 0.257537+0.21835j 0.785236-0.380984j 0.148552+0.165304j -0.486317-0.989476j 0.0587899-0.110874j -0.129914+0.189007j -0.0953865+0.166128j 0.334528+0.0203837j -0.269569-1.27119j 0.316688+0.192718j -0.490875-0.133124j -0.149385+0.18584j -0.379603-0.273544j -0.467169-0.00500651j -0.523757+0.0312841j 0.016025+0.127993j -0.229354-0.375349j -0.0110203-0.142985j -0.483841+0.18384j 0.0524985+0.205533j -0.213351-0.425751j -0.0251115-0.204705j -0.053422+0.547879j -0.127144+0.268749j 
