0.061529+0.0149618j 0.0799384-0.00382218j 0.0142493+0.00869795j 0.0719347-0.00788067j -0.0376462-0.0127538j 0.0135665+0.000149114j -0.00468604+0.00228042j -0.0200092+0.00754394j 0.0442841-0.00759268j 0.0300415+0.00111093j 0.0226658+0.000818216j 0.0631336+0.001451j 0.021331-0.000437427j 0.0404123-0.00175335j -0.019871+0.00661161j -0.00920388+0.00203433j -0.0105519-0.00788945j 0.0193259+0.0130461j -0.12138+0.00583116j -0.0451756-0.0108235j 0.0108447-0.00506456j -0.0364903-0.00483223j 0.0373767-0.00788962j 0.0299666-0.00138203j -0.00357703-0.00495275j 0.0169201-0.00346846j 0.0347732-0.00322867j -0.0134926-0.000557659j 0.0316131+0.00198305j 0.0104242+0.000722083j 0.012743+0.00631476j -0.0148141+0.00290692j 0.039036-0.00378448j -0.0823486-0.00628498j 0.096219+0.0135767j 0.0158185-0.00512893j 0.0127605+0.0149214j -0.0141316+0.060613j 0.0531018+0.0195704j -0.0223312+0.000255631j 0.047806-0.0281384j -0.0176963-0.0177903j -0.0232973+0.0570106j -0.00589614+0.0521694j -0.00356846-0.00288136j -0.0287756+0.0115715j -0.00259991-0.0150219j -0.0160371-0.016678j 0.00828328-0.0195695j -0.014717+0.029937j -0.0269473-0.00855427j 0.003807+0.0166797j 0.00935858-0.0279109j 0.00870204-0.0296734j -0.0345056+0.00694642j 0.0373251+0.00671514j 0.00274117-0.132046j 0.0307072-0.0769833j 0.0902644+0.0568244j 0.0257572-0.0456258j 0.0229893+0.015607j -0.0181118-0.00741851j 0.0254123+0.00913194j -0.0334609-0.00466336j 0.00230907+0.0324996j 0.0262924-0.0040271j -0.00237437+0.0490936j 0.000183491-0.010287j 0.0159853+0.0122215j 0.022779-0.0101532j -0.00529467-0.00278222j -0.00738894-0.0125616j -0.00966676-0.0012807j -0.0125858-0.00595748j -0.0194628-0.00383048j -0.00220855-0.033094j 0.0182816+0.0128267j -0.00601641+0.00864942j -0.0114679-0.00480655j -0.0157423+0.018837j -0.0141503-0.0210329j 0.00570489-0.0281923j 0.0260381+0.0183628j 0.00230116-0.0156208j 0.00259954-0.0288895j -0.000318634+0.218431j 0.00748472-0.0132071j -0.00738178+0.135792j -0.0740541+0.16817j 0.0134158+0.0429461j -0.0658244-0.085492j 0.0778505+0.104002j 0.133133-0.0252401j -0.227927+0.064143j -0.194549-0.100653j 
0.00337313+0.00839364j 0.00843059-0.00798402j -0.00410224+0.00614976j -0.0122582-0.00878863j 0.00182321+0.0187629j 0.0111741+0.00520708j -0.00547183-0.00122058j 0.00368543+0.00586212j 0.00817127-0.00304982j 0.00265967-0.0113367j 0.00568347-0.00303321j -0.0112926+0.0103901j 0.0192887+0.00322732j 0.00206254+0.00137844j 0.000200942+0.00765784j -0.0131648-0.00544446j -0.00239369-0.00512352j -0.011468+0.00544044j -0.00637624+0.0209825j -0.0136627-0.0110776j -0.020068-0.00863999j -0.00414363+0.00672273j 0.00939673-0.00987353j 0.00123889+0.023704j 0.0129779-0.00260586j 0.000744167+0.0230251j 0.00309556+0.00463344j -0.00860747-0.00677338j -0.00682119+0.00904859j 0.00357978+0.00085179j 0.00664927-0.00355429j -0.00423175+0.00527061j 0.0153827+0.0100569j 0.000246462+0.000833702j -0.00179205-0.00299177j -0.00143633+0.0032471j -0.0101662-0.00618023j 0.00135574+0.0104998j 0.00802017+0.00162314j 0.00176482+0.00369872j 0.00917391+0.00220465j 0.0145364+0.00487212j 0.00560379+0.00570638j 0.00673466+0.00225708j -2.04056e-05+0.0161874j 0.00971587-0.000602146j -0.0110752+0.0156744j 0.00905106+0.00678689j -0.00866258+0.0149672j -0.00738409+0.00832459j -0.00644175-0.00127388j -0.00327392+0.00162363j 0.0163574-0.00251076j -0.0107237-0.00144732j -0.00451584+0.00556919j -0.00778299+0.004562j 0.00100181+8.95067e-05j 5.12409e-05+0.0046882j -0.00312788+0.00746903j -0.00729967-0.0132094j -0.0117168+0.0123549j -0.0262901+0.0215807j 0.0206196+0.0197821j 0.00211972-0.00404434j -0.000195295+0.00952628j 0.00253189-0.0174756j -0.00237724+0.0242971j -0.000306581-0.0165087j 0.00457093-0.00624903j -0.00223506-0.022182j -0.00520864-0.00705176j -0.0201992-0.00704277j 0.0212978-0.00378513j -0.00877638-0.0129323j 0.0142752+0.0131153j -0.0115255+0.00601106j 0.0189845+0.0215216j 0.00249879-0.00594257j -0.0194592+0.0271491j -0.001482-0.0140173j 0.0342635+0.0017706j 0.00068811+0.00235232j -0.000899118-0.0164893j -0.00805607+0.0115646j 0.01642+0.00442784j -0.0132183+0.00444593j -0.00820069+0.0114931j 0.0061599+0.00263644j 0.00262677+0.0169023j 0.00486488+0.0151699j -0.00202345+0.00026297j 0.0241282-0.00716735j 0.00382554+0.024058j -0.00701977-0.00261972j 0.0159859+0.00513121j 
-0.00649552+0.00045224j -0.00204869-0.00603391j 0.00440296+0.000864481j 0.00296544+0.00368611j 0.00114588+0.00550539j -0.00389336-0.016709j 0.00521674+0.0190763j 0.0170598-0.0113942j -0.00102239-0.00134939j 0.0136029-0.0149252j -0.00372075-0.0313725j 0.00519913+0.0136197j -0.0103563-0.00276333j 0.0128048+0.00488727j -0.00278398-0.0054403j 0.0066268+0.00922074j -0.00528088-0.00106565j 0.00325627+0.00504324j -0.00222521+0.00920701j 0.00322804-0.00045664j -0.00304055+0.0164542j -0.00609038-0.00734923j -0.00123317-0.0194131j 0.00571062+0.000888137j 0.0026782-0.00175745j -0.00344423+0.00697348j 0.000567989-0.0138015j 0.00927662-0.0187875j 0.000248221+0.0121314j -0.000494372+0.00658211j 0.000256627-0.0150064j -0.00391157-0.00209752j -0.00914365-0.000469442j -0.00566529-0.00100733j -0.000274346-0.0012845j 0.00349165+0.00654945j -0.00108802-0.000577715j 0.00492961-0.00311339j -0.00521279+0.00711595j 0.00298466-0.00177168j 0.00978239-0.0112752j -0.0198426-0.00620165j 0.00217184+0.0140414j 0.00100209-0.00149295j 0.00095244-0.023077j -0.00318202-0.000533187j -0.00940852-0.000153351j 0.0120701+0.00273467j -0.00312666-0.0047271j 0.00888-0.00984012j 0.0029441-0.0131126j -0.00710473-0.00369665j -0.0106852-0.0111436j -0.00352942+0.0052535j 0.0048069+0.0078083j 0.000909108+0.000713035j -0.00382952+0.00316104j -0.00300135+0.00440201j -0.0055859-0.00789283j -0.0164686+0.00535772j -0.00717068+0.00590543j 0.000980411+0.00511709j 0.00339067-0.0250947j -0.00882006-0.000449821j -0.00271173+0.0155963j 0.00297004+0.00450851j 0.0097551+0.0179535j -0.0283757-0.00086158j -0.00346528+0.0149523j 0.0119782-0.00547986j -0.00242056+0.00363499j -0.00123757+0.00435989j -0.00890239-0.00289627j -0.0113658+0.00104687j 0.00477622-0.0115798j -0.00464035-0.0127126j -0.00385723+0.00817087j -0.0116506+0.00068126j -0.00272089+4.00924e-05j -0.0030154-0.0040933j 0.00542356+0.00888125j -0.00110067-0.00229828j -0.00466756-0.00212696j -0.000478151-0.000253309j 0.00134893-0.00799975j -0.0102743+0.00248737j 0.00294175-0.00693072j -0.00258789+0.00865361j 0.000726199-0.00438712j -0.0160481-0.00140556j -0.0115048+0.00632063j 0.00755047+0.0174338j 0.00247716+0.00992543j 0.000827287+0.00349018j -0.00714937+0.00119578j 
0.0145052+0.00130017j -0.00664609-0.00968044j 0.00841277-9.51108e-06j 0.00102873-0.000435865j 0.0103503+0.0124528j -0.00136528+0.0142908j -0.0066699-0.0145758j 0.0138423+0.00195552j 0.00430076+0.00342366j 0.00735019+0.00763307j 0.00644886+0.0187501j -0.0112292-0.0017593j 0.0126114-0.0104257j 0.00416285-0.00431958j 0.00877093+0.00612905j -0.00595366-0.00209913j -0.00445029+0.00553673j -0.0195284+0.00270385j -0.00274482-0.00114095j 0.00620301+0.00412908j -0.0223685+0.00552555j 0.0110751-0.00614961j 0.00876722-0.0147153j 0.0056519+0.000618651j 0.0188934+0.00575287j 0.00299038-0.00764624j 0.000591687-0.0199181j 0.00702591+0.0145543j -0.00374858+0.0130966j 0.00210856+0.00848597j 0.00243055-7.22441e-05j 0.00717378-0.00317425j 0.00963381+0.00448918j 0.013367-0.000855142j 0.0131073+0.000245437j -0.00112278+0.00220127j 0.00131975-0.00284501j -0.0108755-0.000460669j -0.020867+0.000222141j -0.00828515+0.0189936j -0.0156076+0.0123404j 0.00772442+0.00978937j -0.016484-0.0163096j 0.00857087-0.00699403j -0.000828755-0.00210965j -0.00573395-0.00386939j -0.0174756-0.00365019j -0.00400719+0.0110509j 0.000334917-0.0059313j -0.00997486-0.0116898j -0.00405204-0.0260119j -0.00456558-0.00404627j 0.00594084+0.00136473j 0.0140744-0.00514659j -0.00584662-0.012717j 0.00865594-0.00106416j -0.00495135-0.00640807j -0.00336023-0.0138861j 0.0040014-0.00610996j 0.00298652-0.0127143j 0.0124957-0.00742424j -0.0231446+0.012251j 0.0142043+0.00949327j -0.00942898+0.00965345j 0.0201606+0.0102585j -0.00390534-0.000221602j 0.0119337-0.0061673j -0.00561078+0.0162538j 0.00681217-0.000478442j 0.00910608+0.034208j -0.0299011+0.00072291j 0.00976976+0.00951001j -0.00590567-0.0311998j -0.00322155-0.00994951j 0.00499042-0.018201j 0.0288514+0.0161852j -0.013882+0.00472043j 0.0374229-0.0166745j 0.0160809-0.00389277j 0.0180547-0.0194814j -0.00163083-0.00257802j -0.00127204+0.00317262j -0.0224608+0.00121021j -0.00408704-0.00818906j 0.00921183+0.0359133j -0.0140499+0.0141783j -0.0200011-0.00849012j 0.0151813-0.0055536j 0.0121598+0.00394181j 0.018773-0.0097076j -0.0212596+0.0171896j 0.0179368-0.0487301j 0.0206321+0.0452681j 0.00591478-0.00810714j 0.03679+0.0189081j 
0.00877406-0.00244578j -0.0112479-0.00188643j 0.0171367+0.00895259j 0.0141558-0.00460879j -0.0112445-0.0098087j -0.0166666+0.0170614j 0.00315202+0.0189233j -0.0189696-0.0105809j -0.0170065+0.000588626j 0.00391003-0.0159141j 0.0007016-0.00914236j -0.00271523+0.00143055j -0.00580618-0.00318537j -0.00863349-0.00774231j -0.0125057-0.00636014j 0.0102396-0.00294j -0.000308872+0.00357746j -0.00300384+0.00570729j -0.0182654+0.00329019j 0.0189838-0.00196529j 0.00392555-0.0140518j 0.0122061+0.00688591j 0.00149556-0.0057429j 0.00541842+0.00544173j 0.0074248-0.00849409j -0.0109766-0.000827347j 0.000272141+0.0143641j 0.0109782-0.00888717j -0.000756244-0.0102372j -0.0100693-0.00519428j 0.00793508+0.00822631j 0.00954417+0.00121695j -0.00321662-0.00675478j -0.00467794-0.00716917j 0.0102356-0.00935187j -0.0086999-0.00508997j -0.0106827+0.00685091j 0.00174795-0.0132818j -0.0229323+0.00257321j 0.00306979+0.0182745j 0.0254144+0.00883645j 0.00501913-0.00519749j -0.0109001+0.0226384j 0.0125602+0.0146322j 0.00630721+0.0149515j -0.00735252-0.00993575j -0.00986609-0.00773321j -0.00353329+0.00615124j -0.00651957+0.0107646j -0.00902557+0.0133804j -0.0083728+0.00206228j -0.00288181-0.00544028j 0.00510853-0.00402616j 0.00137275-0.0100965j -0.00600151+0.00514543j 0.0133554+0.0103917j -0.0164058-0.00586952j -0.0148273-0.0220114j 0.0173425-0.0219024j -0.0170571-0.00994234j 0.0110178-0.011762j -0.0202017-0.0245702j -0.0134122-0.0074352j 0.0172825+0.00574452j 0.0132788+0.0166601j 0.00222898+0.00134654j 0.00146201-0.034334j -0.0177417+0.00465467j -0.00928052+0.00662171j 0.0269225+0.0156978j -0.0294985+0.000414924j 0.00425504+0.0119387j -0.0142281-0.00729454j 0.011181-0.00920506j 0.0166921-0.0191527j 0.0144412-0.0219746j -0.0130638-0.0120573j 0.0227356-0.0283967j 0.0167086+0.00434656j 0.00248346-0.0131655j -0.0272449+0.0112426j 0.00160735-0.00572485j -0.00180862+0.00469471j -0.000207145-1.92924e-05j 0.0143022+0.0310697j -0.0191119-0.010216j -0.00353342-0.00911575j -0.00684993-0.0058017j 0.00479811-0.0146536j -0.00231935-0.00070408j -0.00906851-0.00990581j 0.00849155+0.016229j -0.0212245+0.0201713j 0.00976175+4.54576e-05j -0.00383252+0.0151677j 
-0.00593005+0.00348522j 0.00750156-0.00403359j -0.014294+0.00903898j -0.00106345+0.00844276j 0.0200464+0.0182166j -0.00420891-0.0138616j 0.0108647-0.000900245j 0.00681951-0.0114471j 0.000227764-0.00495903j -0.00622232+0.00683481j -0.00898985-0.000453319j -0.00535193+0.00558219j -0.0069203-0.0060853j 0.00171408+0.00346936j -0.00940861+0.00547146j 0.000248946+0.00723308j 0.00341973+0.00451277j -0.000184679+0.00197556j 0.0140013+0.00227995j -0.0148548+0.0255874j 0.00133439+0.0331613j 0.0130185+0.0147699j -0.0105317+0.00184512j 0.0105207+0.0104276j -0.00831671-0.00577514j 0.00076394+0.0137568j 0.00469815+0.0150574j -0.00337509-0.00148526j 0.000809395+0.00629033j -0.00263444-0.00901332j -0.00961127-0.015196j 0.00281868+3.9948e-05j -0.0150704+0.0090078j 0.00654766+0.0158726j 0.00296506+0.00798278j 0.000173957-0.0127065j 0.00560854-0.00160535j 0.0181643-0.0160757j 0.0208861-0.0140491j -0.0122194+0.00387829j -0.00547763+0.00448406j 0.00244306+0.0139368j -0.000884399-0.0122183j -0.00908714-1.71643e-05j -0.0121082+0.00268871j -0.0102323-0.00560916j 0.00755715+0.0196249j 0.00935753-0.0255713j 0.000248229+0.00830354j 0.00479902-0.00262437j -0.00164545-0.00556293j 0.00126848-0.00190811j -0.0023655-0.00264206j 0.0126881+0.00865949j 0.0101737-0.00567968j 0.0214186+0.0280877j 0.0165279-0.00690331j 0.0209496-0.00489579j 0.0128729+0.0312167j -0.00441521+0.017802j 0.0242343+0.0147958j 0.050478+0.045984j 0.00647412-0.0594226j -0.010746-0.00176882j 0.0356558+0.0198877j -0.0198021+0.00693026j 0.0562099-0.0151925j -0.0442876+0.0376519j 0.0208627-0.000660481j -0.0197142-0.00624489j 0.0205266-0.0071734j -0.0125711+0.00552686j -0.00546735-0.022375j -0.0272218+0.0306242j -0.000377135-0.00616095j 0.0135631+0.0246322j 0.00716501-0.0144541j -0.0163317+0.0167641j 0.0136839+0.00201915j -0.00028752-0.00124274j 0.0149507-0.016511j -7.17806e-05+0.00969967j -0.0100212+0.00977994j -0.00816872-0.00257393j -0.00690603-0.0239409j 0.0159574-0.0168148j 0.00543569+0.00990897j 0.00217438-0.00792477j 0.00104078-0.000695352j -0.00548681-0.00374423j 0.0130987-0.000955082j -0.0215767+0.00823812j -0.0026094-0.0318008j -0.00634501-0.000109213j 0.000467203-0.014965j 
-0.0139609+0.00101326j -0.00771572-0.00356499j -0.00684563-0.000614255j -0.00892446-0.0058486j 0.0151566+0.0134277j 0.00674083-0.0242002j -0.0110272+0.0177907j 0.000264562+0.00169921j -0.00379798-0.0127586j 0.00964488-0.00452437j 0.0139713-0.00237291j -0.0158713-0.0144037j 0.00271749+0.00260702j -0.00733821-0.00553169j -0.00859482+0.0024214j 0.0007819+0.00219156j -0.00402289+0.00690779j -0.0126925-0.0244985j -0.00812042-0.0018094j -0.00304804+0.00459581j -0.0059788-0.0266722j -0.00741573+0.00191401j -0.0071343+0.0201721j -0.00212204+0.033837j 0.00490139+0.00711779j 0.009526-0.0124469j 0.00061206+0.00452754j 0.0154016-0.000802656j 0.0015298+0.011609j 0.00473159-0.0031155j -0.000304999-0.0070762j -0.00527991+0.00492929j 0.00608715+0.022652j 0.00116937+0.00368515j -0.00273718+0.0215139j 0.0044614+0.00392832j 0.0112231-0.00767537j -0.00523827-0.00487948j 0.00432135-0.00644424j 0.00854287-0.0182991j -0.0103906-0.000612353j 0.00817585+0.000904445j 0.0202328-0.00860388j -0.00632597-0.0124145j -0.00131872-0.00653461j 0.0219069+0.012379j 0.0129027+0.0227104j 0.00732464+0.00158494j 0.00936475-0.00176398j 0.00469301-0.00288474j -0.00634759+0.0132791j 0.0196548-0.0115257j 0.0220997+0.00916375j -0.0210226-0.0130424j -0.0160171+0.00731597j -0.0131687-0.00959081j 0.00352662+0.00836466j -0.00501706+0.00119913j -0.000994971+0.023582j 0.0210301-0.0282714j 0.00257043-0.0142976j 0.0184538+0.0109246j 0.0313339+0.00937167j 0.00418452+0.0041955j -0.0179522-0.031748j 0.00167609-0.0164002j -0.0130363+0.0135011j 0.0264244-0.0181326j 0.00124738+0.00328724j -0.031482+0.000809863j 0.011353+0.025161j 0.0193687-0.000917351j -0.00133274-0.0101057j -0.0140397+0.000856416j -0.0129253+0.011159j 0.00397842+0.0181283j 0.00432215-0.0168426j -0.0257475-0.0181251j 0.0171047-0.0040312j -0.0113389-0.0132312j 0.00184267-0.00485016j -0.000441034+0.0134572j -0.00993506-0.00166798j -0.0109254+0.0072511j 0.0224981-0.0277054j 0.0118656+0.0114915j -0.00291456+0.0167454j 0.00559248-0.0098498j 0.000410493-0.00164801j -0.00377717-0.0122057j 0.00884462+0.02225j -0.0219563-0.0257246j 0.0188631-0.00499537j 0.00262225-0.0111049j 0.0260215-0.0139726j 
-0.00465731-0.00596112j -0.00350841-0.00482457j -0.000626028-0.00293627j 0.00149253+0.00080866j 0.0119454-0.00196581j 0.000752211+0.00519204j -0.0243734-0.00308321j -0.0142697+0.00729573j -0.00256763+0.00714314j 0.0149498+0.000150663j 0.019172+0.00430341j 0.00156078-0.00157337j -0.00160413-0.00280515j -0.00253182+0.00174088j -0.0121571-0.00753089j 0.00286006+0.00171559j 0.00269753-0.00235722j 0.00471909+0.0161299j -0.00059287+0.010925j -0.00155434-0.000183532j 0.0225895-0.00513274j 0.0157208+0.0236998j -0.0165625-0.00166602j -0.00320845+0.0248994j -0.00567463+0.0217897j 0.00547586+0.00801007j -0.0105464+0.0169372j 0.015368+0.0067859j 0.00289499+0.0014437j 0.0100212+0.00458549j 0.0123259-0.000193313j -0.00777047-0.00397695j -0.00192239-0.0286494j -0.00728932-0.00737091j -0.00489244-0.0180814j 0.00727526-0.0175755j -0.0154188+0.01785j 0.027815+0.00267107j -0.00866106+0.00266019j 0.0199289-0.00718361j 0.00920342+0.00346197j -0.00671609-0.00753625j 0.00345421+0.0226375j -0.00190904-0.0020775j 0.00871926+0.00103209j -0.0104776-0.0182147j -0.00485458-0.00667019j -0.00889912+0.00961075j 0.010362-0.00637849j -0.0112809+0.0150919j -0.00984783-0.0144555j -0.00768891-0.00400404j -0.00886609-0.0218246j -0.00306717-0.00556758j 0.00753799+0.000996467j 0.0235897+0.0146588j -0.00319639-0.00391186j -0.00106926+0.000568771j 0.00863744-0.0106919j -0.0437269+0.0250425j 0.00261993+0.00887064j 0.0107703+0.00520675j -0.0182969-0.0367667j 0.00637884-0.00426734j 0.0316952+0.00469593j -0.00248027+0.0216938j 0.00996409-0.0292538j -0.0271912+0.0168364j -0.0181577-0.00509064j 0.00928597-0.0248012j 0.00147074-0.00864895j -0.0124614+0.00578007j 0.014576-0.0158248j -0.0116278-0.00835499j 0.0178443-0.0014971j 0.00608867-0.00349544j 0.00244761+0.0127352j -0.00117112-0.018015j -0.0103126+0.0174107j 0.00710386+0.00326567j 0.0193836+0.00159443j -0.00635994+0.0025011j 0.00409982-0.0154939j 0.00922723+0.00221137j 0.023973+0.00255565j -0.0250105+0.00990933j -0.0129899-0.00224372j 0.00149447+0.020547j 0.00146439+0.0124787j 0.0130358-0.00716323j -0.0284097-0.0129364j 0.0164384-0.00107832j 0.00614095+0.0287779j -0.0085294+0.00273813j 0.00108843+0.00664608j 
-0.0152186+0.00130687j -0.0214529-0.00473333j 0.00592288-0.00186774j -0.0193662-0.00528394j -0.014911+0.0274701j -0.00515773-0.00552849j 0.0193496-0.000921676j 0.0100805+1.55361e-05j -0.00523038+0.00821256j 0.00483551+0.00632147j -0.0073455-0.00245249j -0.0073318-0.00668893j -0.0017313-0.00273487j 0.00272245+0.00232352j 0.00431143+0.000665442j 0.000410297-0.00325581j -0.00273528-0.00399031j -0.0198197-0.0163971j -0.0183167+0.00689713j 0.000105238-0.0107157j 0.00103026-0.00234588j -0.0236734-0.0272571j 0.0162367-0.00891227j -0.0164679-0.000611024j -0.00718452-0.0311684j 0.0106742+0.00853743j -0.00659314-0.00201201j -0.00401728-0.00362275j 3.73472e-06+0.00690372j 0.00529192-0.00207242j -0.00115705-0.00595394j -0.0106734+0.0020342j 0.0225325-0.00239701j -0.00616808+7.15577e-05j 0.00026597+0.00922702j 0.0180106+0.00258741j -0.00441799-0.00864418j 0.00456635+0.00544721j -0.0178978+0.00949729j 0.0151419+0.000318957j -0.0337918-0.00530731j -0.0104391-0.000781069j 0.00387013-0.0185357j 0.0060477-0.0311821j 0.0114111+0.000623872j 0.00263632-0.00116371j -0.0164504-0.00190582j 0.00336066-0.0025011j 0.0050271+0.0278282j 0.00323774-0.00192405j 0.00646427+0.000284744j -0.000702924-0.000434004j 0.00107802-0.0068929j -0.0221051+0.000627817j 0.00534209+0.0265083j -0.00914053-0.00882314j -0.0182828+0.0183632j -0.0158868+0.0051622j -0.0136292-0.0233153j -0.0174587-0.0224431j -0.0162244-0.00401361j -0.0345427+0.0033551j 0.0281825+0.0164252j -0.0221145+0.0089305j -0.0329682-0.00538001j 0.0200312+0.00951085j -0.0239782+0.0508488j 0.00217084-0.0347913j -0.01992+0.017598j 0.0135038+0.016204j -0.00713363+0.0048056j 0.00850704-0.0141941j 0.00815324-0.00892347j -0.00395388-0.0321759j 0.0153509-0.00982899j 0.0161828+0.00413268j -0.0128371+0.0192506j 1.69839e-05-0.0177577j 0.00722501+0.00184766j 0.0168068-0.0229808j 0.0136884+0.0104128j -0.0052518+0.00868256j -0.0275232-0.0105531j -0.00410724-0.00728548j 0.0207008+0.00816711j -0.037175+0.037379j -0.0259181-0.0153066j 0.00788662+0.0186018j 0.00766287+0.00979783j 0.0129229-0.00659512j -0.0430029+0.0236368j 0.0434152-0.0455279j 0.0363677+0.0827858j 0.0039314-0.00973398j 0.0386432+0.0200924j 
0.00973848-0.00674905j -0.0153909+0.00766232j 0.00407577+0.00383726j -0.00413131+0.0112196j 0.0325487-0.00163357j 0.0201393+0.00280297j -0.0286087-0.000809156j 0.0145491-0.0103308j -0.00207138-0.00232173j 0.0189767+0.0128569j 0.0205-0.00141398j -2.92712e-05+0.0113789j -0.00652552-0.0072654j 0.00517366+0.00205445j 0.00417768-0.00446922j 0.00190251+0.00790231j 0.00850873+0.00267123j 0.0044053-0.00234896j 0.0146556-0.00206587j 0.00664288-0.0026914j 0.00158943+0.0195635j 0.00635202-0.0391153j -0.0148569-0.0166952j -0.000634756-0.0187611j 0.00033307-0.010094j 0.0106656+0.00319327j 0.00554958-0.0166881j 0.0136951+0.00214475j 0.00507668+0.00718933j -0.00151594-0.00243736j 0.0104851-0.0110008j 0.00454106+0.00592562j -0.00792254+0.0078527j -0.00395546+0.0150561j 8.40866e-05+0.0116188j -0.00848633+0.00681361j 0.0162998+0.00463195j -0.0157206-0.0212066j -0.0169816+0.0132603j -0.0128485+0.0018944j -0.0253308-0.0103962j -0.0088233+0.00856257j 0.00318662-0.00701495j 0.00297277-0.00258964j 0.00280434-0.00559188j -0.0287043+0.00462612j -0.010753+0.00262065j 0.00375714-0.0117988j -0.00811979+0.0122712j 0.00319035+0.0214711j -0.00306422-0.00300919j -0.00120179+0.0131041j -0.00656555+0.0150148j 0.00723102-0.00032656j 0.00502335-0.00979396j 0.00512156-0.0119464j -0.00315984+0.00800916j -1.85724e-05-0.00197427j -0.0159919-0.00823821j 0.00904693+0.0304985j 0.00440775-0.00288481j 0.00489981-0.0188396j -0.0244754+0.00234354j -0.00569773+0.00195184j -0.00868744-0.0202746j 0.0158447-0.00168895j -0.0136454+0.00246661j 0.0140199+0.0242574j 0.011586+0.014721j -0.0101102-0.000198104j -0.00412517-0.00331854j 0.013626-0.000586542j 0.0136674-0.0121078j -0.0096794-0.00710179j -0.00718753+0.0113765j 0.00469027+0.00277233j -0.00393913-0.00675944j 0.0107704+0.00252881j -0.000212186-0.0115333j 0.00855205-0.00902104j -0.00628758-0.00474433j -0.00464613+0.00731689j -0.00491663-0.00326104j -0.00461647-0.00608177j -0.00158762+0.0164134j -0.0123288+0.0225532j -0.0141416-0.0154722j 0.00938705+0.0101024j 0.00233012+0.0138689j 0.00983424-0.0128448j -0.0240091+0.00749943j 0.0106253-0.0232376j 0.0158038+0.0267401j -0.00565496-0.00408963j 0.00778374+0.0077881j 
-0.0641933-0.0164562j -0.00811779+0.0241133j -0.017296-0.0143251j -0.0318808-0.00760888j -0.00577124-0.0237308j -0.0174349-0.0178092j 0.0127194+0.0111638j -0.00820836-0.000655905j -0.0157007-0.025483j 0.0072938-0.000502141j -0.00427879-0.0033797j 0.00482852-0.0109922j -0.00233212+0.00236258j 0.00143469-0.00684121j -0.010078+0.0130896j 0.0112078-0.00467167j 0.0166405+0.00409659j -0.00334627-0.0255792j -0.000996416-0.0386074j 4.63674e-05-0.00100597j 0.0215728+0.00741275j -0.00594794-0.00359041j 0.0166027+0.0333412j 0.000176113-0.0114013j 0.0109902-0.000810425j -0.000584775-0.0169034j 0.00316287-0.00559826j 0.00154257-0.00281675j 0.00770334-0.00674542j -0.0017046-0.00540818j 0.0139384-0.000403686j 0.00398504-0.00200375j -0.000931477+0.0103109j -0.011311+0.00521025j 0.0242272+0.00307932j -0.0236691-0.00821276j 0.025677-0.0617373j 0.00185134-0.0410408j -0.0399643-0.00337333j -0.00481214+0.000758103j -0.0367+0.00802199j 0.00175584-0.00643565j 0.0085297-0.0166405j 0.00463183-0.00705561j 4.97628e-05+0.00029416j 0.0118875-0.00587824j -0.00826182-0.00747618j 0.00754047+0.0170416j 0.00214123-0.00219865j 0.0046007-0.00242618j -0.00543095+0.0113564j 0.00107589-0.00254526j -0.00358018+0.00315222j 0.00330305-0.00652015j -0.00632901-0.00773274j 0.0139295-0.00950471j -0.00427017-0.00272888j 0.00253665-0.0183243j 0.0080056-0.00169924j 0.0185453+0.0103612j 0.0129288-0.0193626j 0.00146007-0.0204098j -0.0110918+0.0089133j 0.00991825+0.0037951j -0.0229925-0.0243681j 0.00263769-0.0109684j -0.0139459-0.0144409j 0.0339861-0.0190242j 0.00748686-0.00860461j -0.0200449+0.0262391j 0.0149516-0.012445j 0.0104565-0.0158532j 0.00442843-0.00547844j 0.00567788+0.00997186j -0.00460431+0.0238766j 0.0217151+0.0194472j -0.0155946+0.00246272j 0.0148433-0.0150262j -0.00515238-0.0169317j 0.0138656-0.00913069j 0.00540475-0.00946081j -0.0136845+0.0364449j -0.0145785-0.0200982j 0.00652494+0.00203934j 0.0168753+0.0197235j -0.0423443+0.0547825j -0.0464904-0.0298928j 0.0228268+0.0232431j 0.0101253+0.0362614j 0.00843207-0.0027587j -0.0404746+0.0320407j 0.0425568-0.0481746j 0.0371019+0.0756104j -0.017075-0.0106215j 0.0308703+0.0139683j 
