-0.000397784+0.00698005j -0.00620206-0.00100155j -0.00395485+0.00126316j 0.00284623+0.00758807j -0.00162425+0.000256613j 0.00248999+0.0012502j -0.00370809-0.00850213j -0.00338545+0.00236387j 0.000356874-0.00261403j 0.00311297-0.00198217j 0.00135793-0.00457213j 0.00418638+0.00709326j -0.00385707+0.00364587j 0.000716581-0.0050286j -0.00199235-0.000836129j 0.00160671+0.00128753j -0.000422943+0.000230685j 0.000743387+0.00385639j -0.00270745-0.000756352j -0.00118188+0.00504014j 0.000686976-0.0016042j 0.00102377-0.001744j -0.00303391+0.00225366j -0.000465614-0.00398784j 0.000575314+0.0013547j 0.000755889+0.00445532j 0.000814533-0.00217002j 0.00150054-0.00259305j 0.000193605-0.00105421j 0.00192781-0.00257537j -0.0021593+0.00152762j -0.000787221-0.000505655j 0.000927534-0.00078242j -0.00101881+0.00117617j -0.000254154+0.00221996j -0.000891379+0.00109646j -0.000214467+0.00578953j 0.000870938-0.00310322j -1.73439e-05+0.000893091j 0.000147031-0.0027812j -8.50702e-05+0.00323349j 0.000774344-0.00233556j -0.000643113-0.00136875j -0.000698612-0.000375933j -0.00161218+0.00155045j 0.000612591-0.00602671j 0.00117376+0.000822766j 0.000124614-0.00209194j -0.000286832+0.00223105j 0.00108566+0.000904441j 0.000282049-0.000442412j 5.74201e-05+0.00385443j 0.00216017-0.000737106j -0.00064175-0.00187314j 0.00288602+0.00258766j 7.95829e-05+0.000294393j -0.00109505+0.00246563j -0.000617577-0.001016j 0.00310475-0.00016767j 0.00221984+0.0015973j -0.000124583+0.00190445j -0.00133436-0.00213164j 0.00142422-0.00492294j -0.00110412-0.00933941j 0.00074812+0.0015784j -0.00795799+0.0103944j -0.000322699-0.0131799j 0.00382339-0.0132714j -0.0103301+0.00784539j 0.00597451+0.00273904j -0.00220256-0.0395245j 0.00127644-0.0118833j 0.00471615+0.0317378j -0.00648422-0.060344j -0.022921+0.0234179j 0.0124506+0.0759237j 0.0537204-0.0361079j 
0.00034176+0.000335557j -0.00160338+0.000810506j 0.000977329-0.00229297j -0.00199022+0.00363958j -0.00329751-0.0011795j -0.00163764+0.00037668j -0.00038754+0.00310264j 0.00406633-0.00184114j 0.0011117-0.000579283j 0.00091617-0.0021598j 2.04922e-05-0.00145154j -0.00160763+0.000150088j 0.000643536-0.00305119j -0.0058174-0.00272153j -0.0016896+0.00140809j -0.00295779-0.0116387j 0.00278458-0.00145309j 0.000485082-0.00531919j -0.00624635-0.00209462j 0.00190403-0.00034762j 0.00278361+0.00422653j 0.00331894+0.00824667j -0.00154928-0.00482274j -3.26237e-05-0.00808679j 0.00386366+0.00905553j 0.00937686+0.00496489j 0.00352627-0.00261703j 0.00161621-0.00526297j -0.0142207-0.00100333j -0.00545887+0.000351642j 0.00413633-0.00857817j 0.00156949+0.0135125j 0.00364131-0.00439119j -0.00549193-0.00404081j -0.00590434-0.00636118j -0.00910363-0.00646461j -0.000460071+0.00259216j -0.00470493+0.00105018j -0.000699525-0.00642073j 0.00904886+0.0230631j -0.00192979+0.00815286j -0.00292879+0.00694688j 0.00728956+0.0212843j -0.0145941+0.0178346j -0.00287425+0.0100006j -0.013069-0.0127441j -0.0140827-0.0213191j -0.00220105+0.0120788j -0.0180752+0.00169767j -0.00588653-0.00283248j -0.00193067-0.0128861j -0.00865159+0.0275725j 0.0199677-0.0122654j -0.0211361+0.0277548j 0.00181791+0.00978242j -0.0518807-0.0223984j 0.00835382-0.0333566j -0.000154719+0.0016481j 0.0250311-0.00637209j 0.00063097+0.00119633j 0.00968862-0.0103526j 0.0157098-0.00387113j 0.0123421-0.0213955j 0.0153996+0.00610157j -0.011289+0.0209351j 0.0108124+0.00221804j -0.00588821+0.00336312j -0.00517224+0.00229593j 0.0008891-0.0179439j -0.0020395+0.00214554j 0.00272788-0.00481011j 0.00404249-0.00181591j 0.00594527-0.00275806j -0.00229256+0.000685381j -0.00298451-0.000738939j 0.00047825+0.000312294j 0.000438671+0.000646252j 
0.00455336-8.09814e-05j -0.00486789-0.00206736j 0.000253508-0.000739446j 0.00169333+0.00148633j -0.002988+3.87301e-05j -0.000285363+0.00358115j 0.00422285+0.00233554j -0.00201622-0.00128036j 0.000231899+0.000588128j 0.00121593-0.00451997j 0.00367315+0.00307823j -0.00124457+0.00162668j -0.00328188-0.00136039j 0.00675349-0.0039775j -0.0144995-0.00670663j 0.00473687+0.000467695j -0.00704336+0.0060359j -0.00202511-0.00111287j -0.00357781+0.0096699j 0.00301312-0.00131256j 0.00763387+0.00680387j 0.00700386+1.87388e-05j 0.00446714+0.00279796j 0.000531739-0.0115988j -0.0079652+0.0101091j 0.00736008+0.00862855j -0.000917476+0.00317348j -0.0100309-0.0105514j -0.00507016-0.00835628j -0.017261-0.00881106j 0.00813436+0.00250327j 0.000311248+0.00214332j 0.00185896-0.00644391j -0.0167058+0.00181107j -0.00689075-0.00385736j -0.00921819-0.0100744j 0.00305139-0.00629877j -0.00488072-0.000537565j 0.020057+0.0155051j 0.00346004-0.0207286j -0.00544725-0.0253122j 0.00680011-0.0316714j 0.0116891-0.00462744j 0.0139587+0.00571162j 0.00802954-0.0112908j 0.0029597+0.0119965j -0.0113496+0.0149063j -0.0131293+0.000426467j 0.0176236-0.0246593j -0.0107495-0.0122341j 0.00285102+0.00724909j -0.0202874-0.0209781j 0.0196762+0.0188712j 0.00367421-0.0289427j 0.0217528-7.21724e-05j -0.00382745-0.00345329j -0.000625877+0.0212673j 0.0103021+0.0252679j 0.00291811-0.0189194j -0.00646146-0.00254152j 0.0111877-0.00766325j -0.00640096+0.0156431j -0.00205452-0.0134323j 0.00159229+0.00314984j -0.00394977+0.0031209j -0.00337408-0.00191403j 0.00697705-0.00838507j -0.00338842-0.00212298j -0.00327044-0.00289348j -0.00484605+0.00145822j 0.00247544-0.00246076j 0.0062537-0.00593948j 0.00416753-0.00048874j 0.0031088+0.000117141j 0.00303125-0.00224631j 0.00218192+0.00317034j -0.00507834+0.00260896j 
0.00066281-0.00167773j -0.0028999-0.00241912j -0.00172944-0.0019197j 0.00220549+0.000656821j 0.00152749-0.002622j 0.00733371+0.00133788j -0.00303635+0.00116506j -0.00119702+0.000254007j -4.80553e-05-0.00024386j 0.00466767+0.00375952j 0.00980756+0.00542885j 8.62611e-05-0.000128657j -0.00670564+0.00273596j 0.00137661+0.00191545j -0.0048372+0.00256701j -0.00702489-0.00111759j 0.00692173-0.00517413j -0.00436794-0.00218194j -0.00115174-0.00206872j -0.00345776-0.00158903j 0.000824373-0.00247623j 0.00308384+0.000710356j 0.000958625-0.00399228j 0.00753792-0.0074353j 0.00328478+0.00269354j -0.00693806+0.000373554j -0.0137048-0.00963888j 0.000976788-0.00225304j 0.00246196-0.0028163j 0.000212498-0.00414354j 0.000964469-0.000205459j 0.00494279+0.01076j 0.0146039-0.00450297j -0.00685721-0.00195796j -0.0121151+0.00310395j 0.0195119+0.00205597j 0.006311+0.0178048j 0.00308186+0.00479893j -0.00732668+0.00062882j 0.00290467+0.00737599j -0.0104154-0.00525811j 0.000938812+0.000618538j -0.000285438+0.000278376j -0.0315952+0.00275202j -0.00686869+0.00106592j 0.00200287+0.0140397j -0.0231055+0.00251472j 0.00613615-0.00485582j 0.0113757-0.0153682j 0.00430259-0.00291658j -0.00648126-0.00365508j -0.00561952-0.00308979j -0.00308175+0.0157837j -0.0130336+0.0102267j -0.0181981-0.00575046j 0.0245935-0.0162466j 0.0112287-0.000650284j -0.0124429+0.0102012j 0.0256101+0.00444219j -0.0211019-0.00983917j -0.0179549-0.0075814j 0.021705-0.00129746j 0.0109605-0.0115892j 0.00539075-0.0201419j 0.0088604-0.0204175j 0.00426743-0.0098665j 0.00604493+0.000755145j -0.0224061+0.00285077j 0.00242263-0.0111031j -0.00874285+0.00133336j -0.00903472+0.00197005j 0.0010348-0.00236006j 0.00795274-0.00172093j 0.00189603-4.94101e-05j 0.000868495+0.00056103j 0.00279382+0.00106406j -0.00379996+0.00373455j 
0.00250109-0.00165937j -0.0018339-0.00167155j 0.00147689+0.000869649j -0.00328529+0.00021141j 0.00109044-0.000374894j 0.00745966+0.00469563j -0.00623582+0.00555285j -0.00157919-0.00367732j -0.00563569-0.00152565j -0.00249288-0.0026017j 0.00674903-0.00215593j -0.00656052-0.0117467j 0.00219839+0.00625686j -0.00343903+0.00441082j -0.00620998+0.00633905j 0.0132914+0.00243238j 0.00540261-0.00503022j -0.00158222+0.00166604j -0.000545495-0.00260249j -0.00491842+0.00878638j 0.00765516+0.00172704j 0.00332194+0.00893562j 3.12244e-06+0.00782491j 0.0104355+0.00089638j -0.00512886-0.00103196j -0.00593082+0.0068872j 0.00129188-0.00417232j -0.00656667+0.00187874j -0.0125997+0.0108296j -0.00439306-0.0168809j -0.0224265-0.0121004j -0.00640061+0.000858255j 0.00821802-0.0149193j 0.00817601-0.00640052j 0.000432495+0.0143934j 0.00214498-0.0115785j -0.0146564+0.00923254j -0.000166182+0.0163451j -0.00420455+0.0128363j 0.0073672-0.00388416j 0.0121312+0.0109728j -0.00421958+0.0140113j -0.00621434-0.00184246j 0.00953323+0.017312j 0.0116117-0.0111283j -0.00686151-0.0119599j -0.00060313+0.00155268j 0.000997237-0.0161556j 0.00292448-0.00167629j 0.00378034-0.0045294j 0.000998815-0.00324511j 0.0178575-0.0217875j -0.0246595-0.00649154j 0.00756097+0.00363436j 0.0036826+0.00403953j 0.00106703-0.0198055j 0.011564+0.0040941j -0.00350354+0.00186821j -0.0185964+0.0118363j -0.0137241+0.012176j -0.00951782-0.017776j -0.0199276+0.00614108j -0.0268926-0.00289051j -0.0110225+0.0112276j 0.000495955-0.0115196j -0.0158823+0.00956178j -0.00749692+0.00626912j -0.0044823+0.0118982j -0.0119719+0.0137429j 0.00856767+0.000118186j 0.000466509-0.00326378j 0.0139899-0.00474272j -0.00380459+0.000859323j -0.00185741-0.00363977j -0.00101245+0.00081051j 0.00168062+0.000622647j -0.00523329+0.00123762j 
0.00031722+0.000472322j 0.000949018-0.000224766j -0.00214292-0.00210214j -0.00404953-0.00253169j -0.000428183+0.00113376j 0.00133688-0.00112873j 0.00128749+0.00121097j -0.00365441-0.00368952j -0.00383772-0.0018161j -0.00217392-0.00347206j -0.00756961-0.00473212j -0.000640465-0.00497471j -0.00744331-0.00169433j 0.00250321-0.000400518j 0.00378462-0.00465554j -0.00118373+0.00383302j 0.00523552-0.00062088j 0.00191116-0.000369523j -0.000281013-0.00802868j 0.00203096+0.00410887j 0.00203848-0.00149275j 0.00614913-0.00306009j 0.00614495+0.00325049j 0.00506619+0.00828647j -0.000280637-0.0104813j -0.00521035-0.00828557j -0.00606967-0.00678515j 0.00689074+0.00602489j 0.00359551+0.00723888j 0.00186919+0.00501782j 0.0095904+0.00668789j 0.00152531-0.00277286j -0.0108427+0.011016j 0.00120297+0.0176503j 0.00140705+0.0111417j -0.00533407+0.00964792j -0.00693659+0.00547591j 0.00155038+0.00367405j -0.00397074+0.00329233j 0.00459174-0.0130409j 0.0124177-0.0113034j -0.0112259+0.00244264j -0.00244576-0.0040209j 0.00225897-0.00287661j 0.00134187-0.0148663j -0.0150133+0.0130741j -0.0119283+0.0248824j -0.00993059+0.00252188j -0.027733-0.00196602j -0.0334577-0.0182219j 0.00966847+0.00656231j 0.019707-0.0156594j -0.011269+0.0204997j -0.0157194-0.0389551j -0.00565348-0.0200337j -0.0221483+0.0348549j 0.00620502+0.0265966j -0.0145699+0.00133927j 0.000771119+0.0133326j -0.0147022-0.0136108j 0.00234553+0.00617988j -0.00345729-0.0128976j 0.00604097+0.000774747j 0.000809393-0.00390119j -0.00144104+0.000926824j -0.00299424+0.00428804j -0.0128508+0.0131554j -0.001945+0.00589212j -0.00255397+0.00307144j -0.00709494+0.00400164j -0.00229719-0.00320848j -0.00193493+0.000179128j 0.000531021+0.000322052j 0.000864272+0.000349467j 0.00205545-0.00408328j -0.00086944-0.000895298j 0.000222036+0.000219498j 
-0.000216362+0.000286325j 0.000356834+0.00308794j 0.00311987+0.000871156j -0.00509341+6.47355e-05j -0.00393578+0.00242572j -0.00771007-0.00111704j -0.000362381-0.00211146j 0.00244704-0.00384419j 0.001122-0.00216548j -0.00329726-0.00488268j -0.0032288-0.00369444j 0.000509046-0.00593312j 0.0052625+0.00285029j -0.000960241+0.00180806j -0.00634207-0.00619427j 0.00538475-0.00325799j -0.0044309-0.00598521j 0.00117072+0.0047409j -0.000866012-0.00867666j 0.00931523+0.00673417j 0.00299663+0.0035894j 0.00252941+0.00677323j 0.0109852+0.0113269j -0.00348977-0.00169313j -0.00393069+0.00960876j 0.00215214+0.000252861j 0.00992418+0.00941356j -0.00577619+0.00327702j 0.00386806+0.00259997j 0.00771624-0.00243038j 0.000125252-0.00905416j -0.00144681+3.54207e-05j -0.00321041+0.00511565j -0.00794389+0.000302248j -0.00146233+0.0137863j 0.00906016-0.0120353j -0.00694907-0.0044054j 0.012408-0.00372256j 0.0217886+0.00784578j 0.00256013-0.0112221j 0.0103293-0.00830049j 0.00476361+0.00549067j -0.00493826-0.00985738j -0.0100854-0.00352953j 0.0195122+3.72597e-05j -0.00934588-0.00226276j -0.009332-0.00736948j -0.0412401-0.0148598j 0.00168822-0.00747444j -0.00385102+0.0139372j -0.0237019-0.0106769j 0.00440309-0.0192513j 0.0418831-0.00484406j -0.0322638+0.00467353j -0.00630917-0.0104698j 0.02174-0.0181181j -0.0126799+0.0078898j 0.00466007-0.00107486j -0.00418648+0.00254334j 0.00757983-0.00843884j 0.00512855-0.0113916j 0.00339854+0.0154465j -0.00108633+0.00892365j 0.00694769-0.0222734j -0.00245257-0.000773582j -0.00146582+0.0106293j -0.00101918-0.000574394j -0.00394343+0.00456408j -0.00781783+0.00190964j 0.00443735+0.00529551j 0.00238679-0.00139932j -0.00344317+0.00428024j -0.00330085+0.00121548j -0.00404464+0.000575668j -0.000601453-0.00142219j 0.000530371-0.0013267j 0.0034859-0.00219176j 
0.000407945-0.00128261j -7.16307e-06-0.000230676j -0.000140444+0.000801577j 0.000881884+0.000592437j -0.000302284-0.000545552j -0.0018024-0.000169059j -0.00264433-0.00140938j -0.00254597+0.00191101j 0.00373731-0.00196284j -0.00324662+0.00479606j 0.00288496-0.000633921j 0.00224099+0.000615572j 0.00476272+0.00564563j 0.00512199-0.000487977j 0.00510265-0.000545587j 0.0126965+0.000923873j -0.0035649-0.00108902j -0.00522411+0.00788908j -0.00290202-0.00195694j -0.00578791-0.00212123j 0.00557171-0.00260682j 0.000369291-0.00429651j 0.00038551+0.00157496j -0.0108688-0.00956373j -0.00507141+0.00737683j 0.00102443-0.00311435j 0.0110966+0.00570272j -0.024092+0.00119592j 0.00326442-0.00815268j 0.0187826-0.00404382j 0.0108188-0.0013217j -0.0160365-0.011948j -0.0146585-0.00156352j -0.000106084+0.0305859j 0.00636543+0.016766j -0.00480296-0.0158194j -0.000111518-0.0146537j -0.000225265-0.00688123j -0.00410282+0.0227507j 0.0112397-0.00937168j 0.0112252-0.00882882j 0.00755255+0.00375912j -0.0171778-0.0119147j -0.00378112-0.00962587j -0.0337852-0.0166269j -0.00285909+0.00915312j 0.00997202-0.00149385j 0.028412-0.0207261j -0.0272725-0.0111176j 0.00539174+0.0115582j -0.0153752-0.0236643j -0.00629471-0.0517192j -0.0295941-0.0221487j 0.000658916-0.0238847j -0.00286986+0.015213j -0.0120794-0.00460234j 0.0102501+0.00625576j 0.0181837-0.0115193j 0.0190473-0.0224542j -0.00221885+0.0029302j 0.0123446-0.0140132j 0.0143813-0.00655437j 0.00538287-0.00861984j 0.00257021-0.0010812j -0.00371116+0.00012698j 0.00872177-0.0046376j 0.00219373-0.00199831j -0.00846926-0.00283532j -0.000464377-0.00362154j -0.000387493-0.00618526j 0.00466298+0.00108919j -0.00283709+0.00300262j 0.00415207-0.000564732j 0.00179832+0.00132529j -0.0016603+0.00166967j 0.00101688+0.000547356j -0.000794042+0.00037253j 
0.000773506+0.00101749j 0.00349356-0.000408222j -0.00222723-0.000835219j 0.00252827-0.0030389j 0.00454317+0.00222879j -0.00298825-0.00548887j 0.00284128-0.0035469j -0.0021138+0.00344489j 0.00289499+0.00574693j -0.00257677+0.00313828j -0.0129302-0.000706642j -0.0027456+0.00570675j 0.00976476-0.00180383j 0.00227811+0.00142195j 0.000715466+0.00502522j 0.00177437-0.000375095j 0.0136389-0.00510883j -0.00637456+0.00407166j 8.24331e-05+0.00281762j 0.00857668-0.00811267j 0.00100017-0.00340607j -0.00290354+0.00138278j 0.00080072+0.00309371j -0.00691241+0.00838038j -0.00547985-0.0044914j 0.0155565+0.000432179j 0.00209688+0.00681892j 0.000632213+0.00878256j -0.0291313+0.0141265j 0.000733671-0.0163594j -0.0154617-0.00298846j -0.0251465-0.0146295j 0.0212086+0.0055775j -0.00659524-0.0172891j -0.0113495+0.00655174j -0.00226346-0.00782613j 0.00224805+0.0197716j 0.0102389-0.0185549j 0.00440215+0.00295232j -0.0099966+0.0141052j 0.000959155+0.00357424j -0.00289337+0.00526117j 0.0103832+0.00554392j 0.00652141-0.00301004j 0.0140615-0.00168435j 0.013993+0.00747592j -0.014233+0.0123711j -0.0186464-0.0002556j 0.0100559-0.0103395j 0.0367007-0.00887754j -0.0282092-0.014751j 0.00422725+0.00652571j 0.00723136+0.0274931j 0.00794495+0.0104511j -0.010879-0.0144183j -0.0118366+0.00708919j -0.000704776+0.0145867j 0.00741284+0.000788758j -0.000487039-1.89385e-05j -0.00106084-0.00893419j 0.00103483-0.00765648j 0.0191095+0.000965747j -0.000184372+0.010899j -0.00255408-0.0010949j 0.00703834-0.00362934j -0.000469999-0.00238439j 0.00320209+0.00329321j 0.00440061-0.00721009j 0.00802937-0.00113985j -0.00611965-0.00295862j 0.00191101+0.00183843j -0.00956543+0.00513202j -0.001945-0.00137852j 0.00150264+0.00132392j 0.00222764-0.00103059j -0.00181181+0.000580613j -0.000395041-0.00196275j 
0.00126906+0.000901205j -0.000380025-0.00194407j -0.00018808-0.000640036j -0.00157906+0.000726056j 0.00146874-0.000423387j 0.00982959+0.00307067j -0.00334768+0.00155705j -0.00314518-0.00323552j -0.00345329+0.00267288j -0.000156886+0.000180239j 0.00156659+0.00314901j 0.00383775-0.00374982j -0.00263335+0.00178855j -0.00034329+0.00120628j 0.00809635+0.00395391j -0.0122514-0.00244532j 0.00395224-0.00168927j 0.00416238-0.00312204j 0.00808695-0.000446912j -0.0122243+0.00481955j 0.00137251+0.00148633j 0.0105899-0.00129988j 0.00251698-0.000153418j 0.00932664+0.0035442j 0.0147993-0.00157643j 0.00890236-0.00195987j 0.0208377+0.00490591j -0.00627508+0.0022885j -0.00990253-0.0056849j 0.000854329-0.00968041j 0.0201254+0.00636493j -0.00218215-0.0201779j 0.00190666+0.0118871j -0.00216263-0.00371834j -0.000500772+0.0164812j -0.00535659-0.0104662j -0.0100846+0.0102824j -0.00644597+0.0200678j 0.00317795-0.00538564j -0.0133465-0.00281296j -0.0141288+0.0040589j 0.0102345+0.0164775j 0.010656-0.0167714j -0.0175609-0.0155862j 0.0190315-0.00855671j -0.0126193+0.00367545j -0.0256794-0.00464702j -0.0112829-0.0174885j 0.00629367+0.00926048j 0.0266124-0.00970496j 0.00799694+0.00611708j -0.0239413-0.0246922j 0.00796017-0.00434529j -0.00178087-0.00269144j -0.00576626+0.000569338j -0.0172236+0.0111007j -0.0142866+0.0173548j 0.00793609-0.0331008j 0.00382194+0.00448857j -0.00869679+0.00436314j -0.00448264-0.00855599j -0.0210819+0.0122035j 0.00447074+0.00630276j 0.00228551+0.0029971j -0.0123111+0.000452948j 0.00127603+0.00353564j 0.00734213-0.00694413j -0.00360066+0.00288737j 0.00579195+0.000327276j 0.00109067+0.00229199j -0.00855687-0.00181113j 0.00885954-0.00493933j -1.36313e-05+0.00123403j 0.000492095-0.00238741j 0.000202513-0.00070509j -0.001236+0.00108804j -0.00196066+0.00117139j 
0.00493688+0.000942118j -0.00223157-0.00229454j -0.00308104-0.000973151j 0.00250161+0.000228215j -0.00619937-0.00102982j 0.00101266+0.00197708j 0.000451308-0.00196518j -0.00568487-0.000869155j 6.40463e-05-0.00606679j -0.00281181-0.00687333j -0.000145002+0.00494069j 0.00449342+0.00374343j 0.00330481+0.00818996j -0.00506687+0.00346036j 0.000168205-0.0127163j 0.00109048+0.00256026j -0.00341696+0.00379075j -0.000569036+0.00918178j 0.013285+0.00150767j 0.00465092+0.00519348j -0.00565254-0.0108184j -0.00832319-0.0144251j -0.00251233+0.0147472j -0.00654241-0.00730252j -0.0111931+0.00478537j -0.00675007-0.000490528j 0.0171143+0.0138839j -0.00622588-0.000385414j -0.00852536+0.0114802j 0.00284093+0.00534748j -0.0103074-0.0024587j 0.0234941-0.00373288j 0.00133288+0.0162434j 0.00534346-0.0132289j 0.0138219-0.00327896j -0.0100352-0.00120211j -0.0212877+0.0124751j -0.00470182+0.0129348j -0.00191787-0.0116293j 0.0257891+0.00713419j -0.0152048-0.00267296j 0.00292737+0.00158894j -0.0209932+0.0066356j -0.002068+0.00339108j -0.013069+0.00689723j -0.00980217+0.00284976j 0.032151+0.0167817j -0.00940287+0.0102747j -0.00410484+0.00267826j -0.0103019-0.0214643j -0.00741589+0.00618367j -0.00399399+0.0213773j -0.00609048+0.0253604j 0.0243772+0.0122012j -0.00329263-0.0121813j -0.000210637+0.00605375j -0.00154252+0.0054469j 0.00337805-0.000467062j 0.000495122+0.00122552j 0.000134055-0.0169606j 0.000326295-0.0126668j 0.00395591-0.00680252j 0.000487499+0.00216054j -0.000313372-0.011014j -0.000541553-0.0115947j -0.00738931+0.00780824j 0.0157277-0.0107831j -0.000772673-0.00330269j 0.00072015+0.00318975j -0.00612285+0.00316976j -0.00812284+0.00107856j 0.00220674-0.00414603j 0.00129005+0.000665903j 0.00183299+0.00253867j 0.00531117-0.0013571j -4.58258e-05+0.00373787j -0.00396281+0.00148769j 
0.00260281+0.00143376j 0.000185743-0.00208712j 0.000424208+0.000287244j 0.000591082+0.00222535j 0.000591673-0.000457552j 0.00192015+0.0027328j -0.00176531+0.00087285j -0.0017858+0.0019022j 0.00267485-0.00088014j -0.00344944-6.21445e-06j -0.00423025+0.00330361j 0.00353528+0.00309258j 0.00514293+0.000165447j -0.0113223+0.000794942j 0.00545625-0.00412581j 0.0116617+7.16815e-05j 0.0183555+0.00556375j -0.00571442-0.00579272j 0.00285366-0.000444185j -0.00217129-0.00393605j 0.00951176-0.00139765j 0.00307138+0.000201357j 0.00511435+0.00423344j -0.0132088+0.00376171j 0.0037203-0.00423836j -0.0078752-0.0156846j -0.0104588-0.00848226j -0.0101622+0.000379528j -0.00516441+0.0134606j 0.0108591-0.00742743j -0.00910412-0.00793597j 0.0053741-0.00635471j -0.00608517-0.0119543j -0.00722415+0.0133878j -0.0129616+0.0198847j 0.0105491+0.0018185j 0.00339533+0.00779776j -0.0012477+0.0119361j 0.0164331+0.0184695j 0.0287684-0.0047103j -3.27645e-05+0.00643322j 0.0095113+0.0331816j 0.0213884+0.00859099j 0.0132552+0.00531761j -0.00578606-0.0206207j 0.00537007-0.0246004j 0.00949996+0.00757515j 0.0156242-0.0102165j 0.0151583+0.00505673j -0.021429+0.00926303j -0.00333104+0.000997446j -0.00883735-0.0239597j 0.00866831-0.00587609j -0.0072329-0.010044j 0.0170059-0.0252279j 0.00349857+0.00643713j 0.00718073-0.00290037j -0.0077881+0.00426394j -0.00214772+0.0051559j -0.00973141+0.00177546j -0.0168028+0.018376j 0.00956045-0.00466819j 0.013681-0.0142767j 0.0121822+0.00283368j -0.00119986+0.00491153j 0.00970364-0.00070228j 0.000774987-0.000245469j 0.00480967-0.00408258j 0.0102452-0.00282073j -0.00349239+0.00034734j -0.00315971+0.000247861j 0.00516867-0.00571853j 0.00243115-0.00137714j 0.000159561-0.00109602j -0.0020506+0.00086962j -0.00282106+0.00241227j -0.00238864-0.000258876j 
-9.06506e-05+0.000402011j -0.000278776-0.000398168j -0.00251155-0.000850294j 0.000473789-0.00179347j -0.00411529-0.000510585j -0.0041742+0.000839075j 0.00538575-0.000920938j -0.000986102-0.00204174j -0.00513116-0.00410267j 8.97149e-07-0.00312607j -0.004619+0.00151848j 0.000268263+0.00135797j 0.000926587-0.00392042j -0.00437294-0.000986469j 0.00217449-0.00652798j 0.011596+0.00647261j -0.00730458+0.0102035j 0.00927208+0.00040386j 0.008204+0.0131549j -0.00530822-0.00966635j 0.00714949-0.00228658j 0.00387133-0.00710734j -0.00615079-0.00258331j -0.00627584+0.00571817j -0.0092364-0.004467j 0.00224692-0.00439972j -0.0108798+0.00814896j 0.0124161-0.00998597j -0.0173824+0.00101393j -0.0176891+0.000176385j -0.0268215+0.0019251j 0.0187871-0.00954719j 0.0323812-0.0131442j 0.0249243+0.013187j 0.00690457+0.00166822j 0.00868892+0.00414129j -0.0167489-0.0146145j -0.00152661-0.00841252j -0.00250953+0.0136269j 0.0170182-0.00822631j -0.0190128+0.00118192j 0.0085758-0.00420149j -0.000393484-0.0116713j -0.0153751-0.00900532j 0.0366867-0.00135444j -0.00925329-0.00234597j -0.0268142-0.00344384j -0.00277958-0.0065886j 0.0245567+0.00104618j 0.00766237+0.0219037j -0.000182583-0.0169986j -0.000593698-0.022283j 0.000145055-0.0159356j 0.00273822-0.0214883j 0.00331356+0.00729997j 0.000997358+0.012047j 0.00864293+0.00596558j -0.0024423+0.00596361j 0.00116014-0.0213585j 0.00104757+0.00390182j 0.00917416+0.014431j 0.0030839-0.00871927j 0.00218765+0.0063597j -0.00561425+0.00709994j 0.00187126+0.00388211j 0.00191608-0.00319854j -0.00459079-0.000281765j 0.002985+0.004213j -0.00443395+0.00685274j 5.02003e-05+0.0018962j 0.00417769+0.0020916j -0.0038641-0.00123321j -0.00446349+0.000445812j 0.000654475+0.00142392j 0.00191302-0.00117678j -0.00096101-0.000133435j -0.000424069+0.000434774j 
