8.41985e-15+0.125946j 3.81539e-15-0.0595019j -8.59953e-17-0.0103108j 9.02351e-17-0.0652539j -4.00846e-17-0.0525277j -1.67695e-16-0.0315145j -3.62633e-18-0.0499778j -5.78107e-17+0.06146j 9.32912e-17-0.0663494j 2.81691e-17-0.0315248j 6.43708e-18+0.0677157j 7.78822e-17-0.0132455j 8.17184e-18+0.0703632j -7.16238e-17-0.0855964j 2.02323e-16+0.0054185j -1.03251e-16-0.0150501j 1.24916e-17-0.0182872j -7.37688e-16-0.0260212j -1.8188e-16-0.0247615j -2.9131e-16+0.0126219j 2.03061e-16+0.0163388j 6.88637e-16-0.0259381j -3.35595e-16+0.0251649j 1.15092e-15+0.0566004j -2.59723e-16-0.031226j -3.09236e-17+0.0360126j 1.90655e-16+0.0426289j -7.12713e-16-0.00626518j -6.96815e-16-0.0171645j 4.08068e-16+0.042703j -1.25236e-15+0.0351092j 2.00322e-17+0.0137775j -3.51766e-16-0.00174643j 2.91976e-16+0.018644j -1.19426e-14+0.016923j 2.9474e-16-0.00525536j 2.5357e-16-0.0322435j 8.5027e-16-0.0567634j -6.5704e-16-0.0250454j 1.70062e-15-0.0650397j 2.3884e-15+0.0286933j -2.83083e-16-0.00701365j 4.20381e-17+0.00197689j 6.86248e-16+0.00704533j 3.18948e-15+0.0212658j 2.53532e-16-0.00521076j 2.89457e-16-0.0107454j 8.16071e-17-0.00516867j 9.96217e-16+0.0096071j -1.73006e-16-0.0154941j 5.31822e-16+0.0710861j 4.60187e-16+0.0327258j 1.32081e-16+0.0134465j 5.5708e-15-0.0502709j 8.05948e-16-0.027027j -1.0245e-15+0.00139701j -6.00384e-17-0.0147852j -1.72172e-16+0.00140031j 9.40752e-17+0.0176065j 9.20041e-19+0.0327251j 1.33151e-16+0.025542j 1.50877e-16+0.0194237j -2.01129e-17+0.0331878j -4.77038e-17-0.0270706j 3.93607e-17-0.0187701j -2.47185e-17-0.0503453j 7.71552e-18+0.0103881j 1.99269e-17-0.00136502j 4.20973e-18+0.0494895j -6.71631e-18-0.069902j 2.73037e-15+0.0520947j -6.31997e-15-0.0766536j 
-8.76994e-16-0.0147278j -6.47864e-16+0.0120051j -1.42665e-16-0.000744936j -1.32735e-16+0.00701021j 7.11565e-16+0.0503954j 3.09583e-17+0.0259521j -1.91659e-15-0.0595313j 8.12023e-16+0.00769858j 1.03413e-15+0.0384913j 7.51106e-16+0.0055626j -3.5426e-16-0.0169002j -4.52321e-16+0.0168198j -3.166e-16-0.00707366j 8.48082e-16+0.0418315j -5.60638e-16-0.00706382j 3.04079e-16-0.00393951j -4.8789e-16+0.0103909j -5.82318e-16+0.00512824j -7.4188e-16-0.0274078j -1.23626e-15-0.00341396j 8.75777e-17-0.0223282j -5.7523e-17-0.00815407j 1.20794e-15+0.0164625j -1.39753e-15-0.0343879j -4.79888e-16-0.0160683j -1.58945e-16-0.00467974j 2.55367e-16-0.0260435j -7.2445e-17-0.00116772j -5.07577e-16-0.0305082j -2.63748e-17-0.000733813j -4.34974e-16+0.00389466j -3.68992e-16-0.0283789j 1.03149e-15+0.0401492j 2.57207e-16-0.00263056j -1.50497e-14+0.0222411j 1.04249e-15+0.0158316j -5.02751e-16+0.0528084j -5.15981e-16+0.0197635j 8.26535e-16-0.00537738j -3.42876e-16-0.00624883j -6.71662e-16+0.00873682j 7.66255e-16+0.0177012j 6.56738e-16+0.0121491j -9.83384e-16-0.0133729j -2.97533e-15-0.0158493j 1.54165e-16+0.0166025j -2.10591e-16-0.00464849j -3.2508e-16+0.0131643j 1.22132e-15+0.00817975j -4.42006e-16+0.00144033j -1.40014e-15-0.0337273j 1.29137e-16+0.00347406j 1.04296e-15+0.0335867j 1.10361e-15-0.00933072j -3.90743e-16-0.0120401j 1.8113e-14-0.0249903j -5.36936e-16+0.0246554j -9.21374e-16-0.00372803j 5.81474e-17+0.0234155j 8.7903e-16-0.00656022j 8.75333e-16+0.0243365j 2.91346e-16-0.0193889j 5.44728e-16+0.0435135j -2.23156e-16+0.0159095j 1.31569e-15+0.0464462j -1.22299e-15-0.0326933j -8.12428e-16+0.00414087j 1.26074e-15+0.0246009j 3.9333e-16-0.00619759j -5.22177e-16+0.0080018j -3.94281e-16-0.00560695j 1.63496e-15+0.0161079j 
-1.62045e-15-0.00735454j -1.20093e-15-0.030172j -1.62746e-16-0.020089j 2.4448e-17+0.00367349j 5.1565e-16-0.0200525j 3.64921e-17+0.0155711j -1.22998e-15+0.0476831j 5.32984e-16-0.00525993j 5.32676e-16+0.0216946j 4.19186e-16-0.0098909j 8.33779e-17-0.0134318j -5.36573e-16+0.0179389j -1.6884e-16+0.00554374j 7.80306e-16+0.0681276j -7.84115e-16+0.000128137j 8.99923e-16+0.0205361j -2.91717e-16+0.00804136j -5.42225e-16+0.00306994j -7.58793e-16+0.00190453j -7.34273e-16-0.0171217j 1.4784e-16+0.00788374j -6.83794e-16+0.0141521j 9.35408e-16-0.0114635j -7.08575e-16-0.0219053j 1.05505e-16+0.00789541j 1.10347e-16+0.00460212j 5.93768e-16+0.00117766j 2.16216e-16-0.015382j 4.95985e-16+0.0246487j -3.77117e-17-0.0292422j -1.37696e-16-0.00127054j -5.52888e-16-0.00545258j 8.05771e-16+0.00437438j 3.02332e-17+0.00149617j 1.03863e-14-0.0136132j -2.23928e-16+0.0194049j 9.94366e-16-0.0034255j -5.70211e-16+0.00174384j 1.87357e-16-0.0015104j -1.03961e-15+0.0315774j -1.21957e-15-0.0128011j 4.64378e-16+0.0245967j -3.3901e-17+0.0120072j -5.3275e-16+0.0210023j -1.10531e-15-0.0147628j 4.55485e-16-0.00696046j -1.09334e-16+0.0136215j 4.19746e-16-0.00440732j -1.25732e-15-0.0121066j -9.5842e-17+0.0217431j -1.10799e-15+0.010723j 4.83696e-16+0.00665151j 8.50242e-16+0.0318871j -5.89143e-16+0.0020196j 1.11342e-15-0.0325931j -2.87046e-14+0.041622j -3.82834e-16-0.0121514j -1.0436e-15-0.0309059j 6.85129e-16+0.0535935j 5.95032e-16-0.0549553j 6.58328e-16+0.0225433j 7.31482e-16+0.0424231j 6.28092e-16+0.0324756j 3.77734e-16+0.0449573j 5.53931e-16+0.0165196j -1.13667e-15+0.0615371j -1.60457e-16+0.00788294j 2.67034e-16-0.0714546j 1.06132e-16-0.014804j -1.47272e-16-0.0190023j 1.15129e-15+0.0480955j -1.66156e-15-0.00560014j 
-1.61572e-16+0.00917844j -4.58859e-16-0.00823884j -2.41581e-16+0.00284647j 4.71681e-16+2.11633e-05j 9.27413e-16+0.0240352j 4.50506e-16-0.0221934j -1.83618e-15-0.072479j 1.39952e-16+0.0326316j 7.63055e-16+0.018712j 4.6851e-16+0.0393529j -3.96069e-16+0.00478392j 3.8828e-16-0.0415871j 5.67175e-17-0.00207106j 2.02128e-15+0.00602434j -9.81716e-16-0.0346428j 1.02882e-15+0.0229612j 4.76726e-16-0.0265898j -1.66828e-15-0.0480969j -1.05185e-15-0.0220556j -5.74352e-16-0.0600877j 1.08956e-16+0.0109847j 3.23109e-16-0.0311856j 1.24719e-16+0.046452j -4.19293e-16+0.00574264j 1.22684e-16-0.0112387j 2.09264e-16+0.00212614j -6.15018e-17+0.0341058j 1.94815e-16+0.0128448j 6.37791e-16+0.0068797j -1.26528e-16-0.0102984j -5.56739e-16-0.0045535j -6.18156e-16-0.027328j 9.1395e-17+0.00203712j 4.31562e-16+0.0378591j -1.66597e-14+0.0250725j 2.42278e-16+0.0210577j 1.36401e-15-0.0167931j 1.34916e-15-0.0431181j -3.06152e-16+0.0215519j -1.149e-15-0.000253701j -3.27006e-15+0.0159549j 5.97026e-16+0.0141697j 2.73649e-16+0.0213722j -1.32064e-16-0.0189759j -5.5288e-18+0.00707769j 1.46294e-16+0.0151921j -7.67287e-18+0.00405283j 8.32151e-16-0.0074411j 7.95131e-16+0.00974386j 8.11271e-16-0.0445397j -1.58244e-15-0.0673885j -1.01777e-16+0.0138234j 7.19494e-16+0.0239535j -2.24724e-15+0.0230841j 5.12458e-16-0.00641682j -1.88095e-14+0.0278537j 3.789e-16-0.0390904j -2.42945e-15-0.0410543j 9.91867e-16-0.0176554j -1.08804e-15+0.0648069j 7.08864e-16+0.0175353j 5.4905e-16+0.038931j 9.99861e-16-0.0036681j 2.21377e-15-0.0384068j 1.2463e-15+0.0247979j -1.3289e-15-0.0717552j 3.93619e-16-0.0462708j -6.54181e-16+0.0634211j -4.9221e-16+0.00962091j 6.60296e-17-0.0113933j 9.79299e-16-0.00459037j 1.20904e-15+0.00472646j 
-1.5216e-15-0.00520984j -1.53653e-16-0.0317574j 3.34802e-16-0.0137743j -9.15364e-16+0.0329751j -4.41745e-16+0.010443j -4.52749e-17+0.00524923j 7.88792e-17+0.000124468j 2.52466e-16-0.00570966j 7.92656e-16-0.0266133j 9.51227e-17+0.00236651j -8.64827e-16+0.0298817j 1.08262e-15-0.0301284j 1.56804e-16-0.0146504j -8.31255e-16+0.0405181j 3.99722e-16-0.0392924j -3.01105e-16+0.0328219j -1.15881e-16+0.00794094j -2.09757e-16-0.0213621j 5.40383e-16-0.0332066j -1.17504e-16-0.00176099j -7.58106e-16+0.0317949j -1.27923e-15+0.0151576j 1.29281e-16-0.00182775j 2.18872e-16+0.00622223j 3.44798e-16-0.00788516j 1.44295e-15-0.0352398j -5.99526e-16+0.0081964j 4.29267e-16-0.020812j -5.65715e-16+0.0236158j -2.0143e-16+0.00394798j -4.83378e-16+0.00606142j 7.19253e-16-0.0189948j -6.04896e-16+0.0165472j -1.96119e-16+0.0157643j -1.0684e-14+0.0144916j 7.36145e-17+0.00267955j -6.68285e-16+0.0124889j 1.17476e-15-0.0364417j 3.85895e-16-0.0213127j -3.85508e-17-0.00842529j -1.27593e-15+0.00971008j 1.2752e-16+0.0010434j 3.85557e-16-0.00738399j 5.03716e-16+0.00756534j 2.31593e-15+0.0179041j -1.83313e-15+0.0500447j -1.11458e-15+0.0136363j -1.63033e-15+0.0368275j -2.16523e-15-0.0280135j -1.75471e-16+0.00521899j 1.111e-15-0.0420818j -8.64002e-16+0.0274512j -3.80061e-16+0.0112998j -1.01596e-15+0.0110108j -4.18126e-15+0.0598751j -2.4914e-14+0.0339647j -2.71886e-16+0.00565176j 7.27833e-16-0.0437351j -4.62022e-16+0.0424164j 9.65388e-16-0.0196503j 3.79889e-16-0.0161591j -7.28249e-16+0.042016j -3.59528e-16+0.0207989j -1.42621e-15+0.0478234j 3.28726e-16-0.010015j 1.08018e-15-0.0364527j -7.09671e-16+0.020249j 1.499e-15-0.0566453j 1.12371e-15-0.0428565j -9.11247e-16+0.0272702j -2.46438e-16+0.0451966j -1.58836e-15-0.00676127j 
2.92261e-15+0.0182072j 1.63551e-15+0.0248134j 9.05678e-16+0.0274779j 2.94245e-16-0.000239157j 4.58838e-16+0.0210359j -6.72243e-17-0.000255808j -1.79984e-15-0.0622006j -2.37116e-16-0.0017336j 1.57251e-16+0.00868377j 2.29338e-16+0.000149142j 8.56386e-16+0.0211337j 4.58593e-16+0.0147685j 2.2592e-16+0.00549596j -1.25995e-16-0.018615j 9.53196e-17-0.00163514j 3.27896e-17-0.00567345j -4.65816e-16-0.0038407j -2.25181e-16+0.0017059j -6.92627e-16-0.0213357j 2.41552e-16+0.0177777j -6.07013e-16-0.0286257j 3.47926e-17-0.0600304j -1.99209e-16+0.0127747j 9.03103e-16+0.0197325j 1.62952e-16-0.00388104j 2.06531e-17+0.010548j 1.21282e-16-0.00115119j -7.19968e-17+0.00336293j -1.55789e-16-0.00968814j 7.82589e-16+0.0236101j -6.70174e-16+0.022952j -1.08874e-16-0.0091981j -1.28387e-16+0.00205107j 8.29244e-16+0.00913737j -5.05675e-15+0.007534j 3.03403e-16-0.00370678j 1.51959e-17+0.0199316j -1.99671e-17-0.0172358j -8.58773e-17+0.00565062j -1.27934e-16-0.0366574j 1.70847e-15+0.0170647j 3.71792e-16+0.0136943j 6.66459e-16+0.0157543j -1.0577e-15-0.0333488j -1.53832e-15-0.00246347j -1.59238e-16-0.00946841j 1.89033e-16-0.00786386j 2.41181e-16+0.00758186j 2.0208e-15+0.0144079j 5.63155e-16+0.00231181j -6.14825e-16-0.00747019j -3.44765e-16-0.00705911j -1.5623e-16-0.0138533j 7.90061e-16-0.00797315j -2.42331e-16+0.00716572j 1.82093e-14-0.0259655j 2.12766e-17-0.00326529j 5.30811e-17+0.0179898j -9.06499e-17-0.00360851j 1.57203e-15+0.0626525j -3.06119e-16-0.00305367j -3.64267e-16-0.0189864j 7.83129e-16+0.0184578j -3.07246e-16-0.0322385j -8.12542e-17-0.00291802j -6.83906e-16-0.0310051j -3.51342e-16-0.013178j 1.90016e-15+0.0713154j -5.7139e-17+0.00721732j -2.75165e-17-0.000112121j -8.87681e-16-0.037762j -2.70468e-16-0.0149283j 
-1.38159e-16+0.00598643j -4.54024e-17-0.0128944j 8.67491e-17-0.007595j -5.99524e-17-0.0478863j -2.35631e-16-0.0110914j -3.84157e-16-0.0115904j -7.52225e-16-0.034767j 3.59134e-17-0.00556391j 1.2319e-16+0.0122387j 2.67459e-16+0.0198711j 4.25819e-18-0.0118874j -2.83149e-16+0.041107j -3.00411e-16+0.0391436j -2.68522e-16+0.00164901j 1.29312e-16+0.0204471j -4.89771e-16-0.0264789j -3.03628e-16-0.032973j 2.55942e-17-0.001364j -6.85975e-17+0.00402134j -6.10982e-17-0.00884752j -6.66155e-17-0.0255558j -1.65828e-16-0.00981575j -4.40876e-17-0.00686914j 4.84021e-17+0.000984251j 2.46132e-16+0.0181963j 8.36876e-17+0.0213294j 7.55276e-17+0.00561935j 6.55472e-16+0.0137613j 3.27134e-16+0.0215249j -2.57673e-16-0.0125569j 9.00372e-17-0.00402402j -3.37631e-16+0.0101611j -1.83811e-16-0.00807812j 2.94163e-16+0.0153347j -1.55081e-15+0.00238444j -6.9915e-17+0.000277823j -5.86337e-18-0.00153065j -1.59802e-16+0.0194115j 2.88384e-16+0.0134423j 3.19423e-15+0.0019474j 4.85563e-15-0.0251071j -2.80342e-16+0.0131605j -2.02285e-17+0.0113251j -6.13423e-16+0.00084697j -1.60502e-15-0.0105618j -1.75441e-16-0.0418719j 1.83664e-16+0.00733443j 2.74675e-17-0.0311689j 2.08135e-15+0.0156072j 6.37845e-17+0.0296834j -6.51766e-16-0.00759724j -3.26744e-16-0.0458592j -1.80113e-16+0.0226737j 7.13587e-16-0.00815352j 1.71704e-15-0.0471585j -1.25384e-14+0.0176257j -1.03351e-16+0.0300679j 1.05766e-16-0.0175906j -3.67593e-16-0.0317144j 7.00454e-16-0.00268556j -7.22972e-17+0.013654j -3.71618e-16-0.019069j -2.38491e-16+0.00837502j -2.35051e-16+0.0227045j 2.76811e-16+0.0262591j -1.84052e-16+0.00838575j -4.07293e-16+0.00331908j 8.96864e-16+0.0215679j 3.6604e-16+0.0513567j -3.56014e-16-0.0426156j -9.23708e-16+0.0100729j 1.93212e-15+0.0292003j 
-6.27158e-16-0.00835914j -7.44064e-18+0.00970426j 2.07466e-16+0.0112179j -6.27288e-16-0.000331404j -6.84285e-16-0.0175231j -1.30226e-15-0.0285808j -1.20161e-15-0.00923115j 5.21857e-16+0.0133999j 5.12985e-16+0.000444144j 8.45878e-16+0.0145219j -3.65911e-16-0.00766864j -7.33391e-16-0.0348906j -5.30964e-16-0.0217297j -1.63711e-15-0.0431447j 5.40271e-16+0.011678j 2.26351e-16+0.00789281j -1.21228e-15-0.0173687j -2.34955e-17-0.000301511j 2.60714e-16+0.0120923j -1.28258e-15-0.0373993j -4.12558e-18+0.00528545j -6.63196e-17-0.0142295j 9.68339e-16+0.0221414j -1.65967e-15-0.0223787j 7.32264e-16+0.00923791j 9.13823e-16+0.0203178j 4.1596e-16+0.00276367j 1.48559e-15+0.0273704j 2.3299e-16-0.00383983j 6.95132e-16+0.0141828j -1.82984e-16-0.0168138j -6.56414e-16-0.00514951j -7.44431e-16-0.0175352j 1.24393e-16-0.0034086j 1.1259e-14-0.0165476j -1.1379e-18+0.00885363j -1.23643e-16-0.0237308j 5.18976e-16-0.000535064j 1.30323e-15+0.0343013j 1.45477e-15+0.0122598j 8.95907e-16-0.0167553j 1.47669e-16-0.000533314j 1.14376e-16-0.00375035j -1.27537e-15-0.0180649j -1.52286e-15-0.00572415j -7.11208e-16-0.0128035j -2.59415e-17-0.0265605j -5.46732e-16-0.0241427j 2.55561e-15+0.0180099j -2.95619e-16-0.0260603j -5.32972e-16-0.00601562j -1.44383e-16+0.00799485j 4.43642e-16+0.00457226j -1.06632e-15+0.00802714j -4.34012e-16-0.0308903j 2.30177e-15-0.00277755j -1.18945e-15-0.0408045j 7.21925e-16+0.0265973j -1.87809e-15-0.0350876j 1.71173e-15+0.0409733j 5.03406e-16+0.00566381j -7.26616e-16-0.0102432j -1.54842e-15-0.0443953j -9.9775e-16-0.037858j 6.51559e-16+0.0045604j -2.90968e-16-0.0022502j -1.36424e-15-0.0377611j 2.09196e-15+0.047057j 1.4456e-15+0.0169013j -7.87613e-16-0.00664938j -1.59169e-15-0.0290089j 2.4744e-15+0.0113807j 
9.55072e-16+0.0157506j 4.30065e-16-0.0115391j 3.74324e-16+0.00230651j 3.06329e-16-0.00472795j -3.39492e-16-0.0119459j -2.23586e-16-0.0118509j -4.16626e-16-0.0245573j 2.33045e-17+0.0128497j 2.79788e-16-0.0152582j -3.76345e-17+0.00510311j 4.58421e-16+0.0264957j -2.04379e-17+0.000637011j -4.23179e-16-0.00100458j -2.67325e-16-0.040722j 3.86794e-16+0.00850657j -1.02335e-16-0.0224678j -5.39671e-16-0.0275676j -5.5084e-17-0.00355822j -2.25507e-16-0.0135497j -3.65635e-16+0.00443714j -5.12858e-17-0.00589379j -5.13652e-17-0.011196j 4.01197e-16+0.0144873j -7.79191e-16-0.0133598j -1.33939e-16-0.0145462j -1.83662e-17+0.0049113j -5.71236e-17-0.0175876j -5.05532e-16-0.0064602j -5.77583e-16-0.0377104j 8.45655e-16+0.00267709j -5.7051e-16+0.0134898j -1.26914e-16-0.0128899j 1.08574e-16-0.00668374j 4.49168e-17+0.00241066j 6.28515e-15-0.00878158j 5.828e-17+0.00628045j 2.49578e-16-0.00951065j 1.64791e-17+0.00718251j 1.36086e-16-0.00491299j -6.73277e-16-0.0179573j -6.33945e-16+0.0142387j 2.93662e-16+0.00341807j 2.83761e-16+0.0187753j -6.85831e-16-0.00798296j -1.39409e-15-0.00784523j 1.56171e-16-0.00844762j 3.23551e-16-0.0139105j 1.2138e-16-0.0171407j 1.3826e-15+0.00974814j 1.57491e-16-0.012834j 2.40217e-16+0.0199651j 4.43051e-16+0.00699325j 5.27995e-16+0.0272147j 1.42796e-16-0.00525426j -1.62488e-16-0.0137977j 2.52022e-14-0.0357415j -2.94538e-16+0.00582524j 5.61184e-16+0.0291762j -1.59637e-16-0.0230645j 4.61344e-16+0.0248781j 3.50959e-16+0.0205266j -1.82465e-16-0.00945713j 2.90875e-16+0.00281952j 4.2027e-17-0.00782859j 2.07497e-16+0.0137424j 3.83e-16-0.00732147j -3.54345e-16-0.011278j 6.82244e-16+0.0278861j -4.03256e-17+0.0100064j -1.81512e-16-0.0120965j -2.69329e-16-0.00101684j -2.15806e-16-0.00174054j 
-6.69457e-16-0.0160612j -4.93902e-16+0.0207885j 5.05736e-17+0.00360267j -1.62181e-17+0.0331776j -3.49617e-16+0.0292718j -1.56793e-16+0.0167259j -5.72158e-17+0.0193498j -8.16868e-17+0.00526291j 1.59116e-16-0.012354j -4.38559e-17+0.0166475j 1.5471e-16-0.00237557j -1.46924e-16-0.0125483j -1.64858e-16-0.0145853j 1.37125e-16-0.0170637j -3.80659e-16-0.0206173j 4.19475e-16+0.0191606j -1.38763e-16+0.029928j -2.42059e-17+0.0111523j 1.13526e-16+0.0112075j -4.14044e-16+0.00435771j 1.01877e-16+0.0152701j -1.96952e-16-0.00276304j -6.33512e-17-0.0244903j 3.96656e-16+0.0268665j -9.19781e-17+0.0375381j 9.21287e-16-0.0307751j -4.69129e-16+0.0183982j -2.25624e-16+0.00146372j 6.84611e-17-0.00427405j -4.55549e-16+0.00698802j 4.87975e-16-0.0144339j -3.9656e-16+0.0103936j 4.52875e-16-0.000408834j 1.40636e-16-0.0407747j 5.75283e-15-0.008001j 2.10228e-16-0.00250459j -4.66253e-16+0.0034573j 4.672e-16-0.020103j -4.21824e-16+0.0198986j 1.42127e-15+0.0094672j 2.03197e-15-0.0157835j -2.3748e-17-0.0109643j 3.64796e-16-0.0102266j -5.8312e-16+0.00834254j -8.99657e-16-0.00888941j -4.04993e-17+0.0342303j -1.11179e-16-0.00346108j -7.63079e-16+0.0327654j -2.75893e-15-0.025562j -1.30231e-16-0.0391376j -3.07827e-16-0.0248203j 9.87647e-17+0.00272492j 8.78203e-17-0.0140624j 1.21384e-15-0.00565969j -2.79992e-15+0.0511288j 1.43794e-14-0.0197354j -1.74558e-16+0.0159135j -1.58299e-16-0.00153615j 3.97415e-17+0.0215008j 1.54194e-16-0.0192731j 6.11949e-17-0.0331727j 7.99243e-17+0.0127243j -6.79059e-17+0.00144257j 4.75342e-17-0.0301614j 1.53524e-16-0.00496276j 2.2588e-16-0.0211811j -2.2777e-16+0.00310572j -2.11109e-17-0.0102495j 7.74363e-17-0.0423075j -1.6936e-16+0.0412747j 1.09752e-16-0.0118101j 1.68431e-16-0.00408344j 
7.3202e-16+0.00464697j 4.06362e-16+0.000958377j -1.13716e-15-0.0124273j -1.94577e-16-0.00265424j 3.88457e-15+0.0364709j 1.01089e-15+0.00838841j -5.95711e-16-0.00465593j 2.42828e-16+0.00566532j -1.87713e-15-0.0211394j 6.10532e-16+0.00788815j -1.19446e-15-0.0103154j -1.05853e-15-0.0120422j 2.99883e-15+0.0285191j 1.54286e-15+0.00666592j -2.47666e-16-0.00133657j 7.64019e-16+0.00424703j 2.16259e-15+0.019059j -1.63736e-15-0.0146964j -4.50907e-16-0.00278624j 4.76621e-16+0.00803592j -4.29201e-16-0.00258863j 9.71133e-16+0.0153725j -5.02362e-16-0.00568975j 1.01928e-15+0.00959709j 8.78471e-16+0.0103276j -1.51117e-15-0.021135j 1.04374e-15+0.0133756j 1.58451e-15+0.0131557j 2.08773e-15+0.0155243j 5.97229e-16+0.00709824j -4.77526e-17+0.00250572j 4.48423e-16+0.00634457j -1.89328e-15-0.0208673j 6.96196e-16+0.00168325j 5.21492e-15-0.0079002j -5.25577e-16-0.00540617j 1.05087e-15+0.00883061j -1.07953e-15-0.0161419j 4.21052e-16+0.00879665j 3.09013e-16-0.00438119j 9.49777e-16-0.00240203j -4.819e-16-0.00497759j -1.75691e-15-0.0178503j 1.90662e-15+0.0226385j -1.26591e-15-0.00869458j 5.00699e-16+0.0035268j -3.46858e-16-0.00586362j 2.34813e-15+0.0228901j -3.23264e-15-0.0155149j -4.20319e-16-0.0101689j -1.46465e-15-0.0102747j -5.01363e-16-0.00453817j 4.44007e-16+0.00696628j 1.41171e-16+0.0183469j 3.03032e-15+0.0512712j 1.89435e-15-0.00202655j 4.15655e-16+0.00299906j -3.43797e-15-0.029553j 4.1891e-16+0.00232591j -2.92948e-15-0.0263947j -6.32492e-17+0.000357193j 2.05992e-15+0.0207945j -7.207e-17-0.00190081j 1.80448e-15+0.0101029j -7.89193e-16-0.00571237j -4.8032e-15-0.0466674j 1.94419e-15+0.0156781j -2.74576e-15-0.0242264j -1.27633e-15-0.0117773j 2.12553e-15+0.0195366j 1.72378e-15+0.0148736j -4.00496e-16-0.000440996j 
-4.59293e-15-0.0258424j -2.17252e-15-0.0150065j -1.57663e-15-0.0249627j 3.95756e-16+0.0113987j 1.56689e-15+0.0230725j 4.45912e-16+0.00973499j -5.29106e-16+0.000464148j -6.6824e-16-0.00558877j -1.51302e-15-0.0186676j 1.09155e-15+0.0141312j 1.01392e-16-0.000173407j -7.52842e-16-0.0131255j -2.83347e-16-0.00520569j 1.31142e-15+0.0196018j -2.38735e-15-0.0302883j 8.10283e-16+0.0117484j 1.99611e-15+0.0305475j 7.53501e-16+0.00770816j -1.41027e-15-0.0139914j 2.59162e-16+0.000780598j 7.04195e-16+0.0110992j -7.69067e-16-0.00873166j -1.7327e-15-0.0225251j 1.04832e-15+0.00716872j 4.43131e-16+0.0100306j -1.37794e-15-0.0259266j -4.22478e-16+0.000985418j -2.69849e-16-0.00636572j 2.63581e-16+0.00260877j 6.50506e-17-0.00148783j 6.07674e-16+0.0105652j 8.37999e-17-0.00128537j -6.61957e-16-0.0101645j 8.77809e-16+0.00337031j 1.1567e-14-0.0178456j -4.10237e-17+0.0066089j 5.13142e-16+0.00452273j -1.46529e-15-0.0265068j 9.89219e-16+0.0207338j -1.1953e-15+0.0225036j -3.34086e-15+0.00676803j 5.7539e-16+0.00395148j -3.78627e-16-0.00608102j -1.07897e-15+0.000740322j -6.42077e-15-0.0297291j 1.55162e-16+0.00369501j -9.35632e-16-0.0149563j 1.92711e-15+0.0357735j -6.15071e-15-0.0362823j -7.43658e-16-0.0115404j -2.36811e-15-0.0243198j -5.97371e-16-0.00293152j -1.87944e-15-0.0229631j -1.05051e-15+0.0339233j 2.34408e-15+0.0794327j -5.78437e-15+0.00889581j 8.1734e-16+0.00653788j -2.11933e-15-0.0366656j -3.66534e-16-0.0026304j -6.73659e-16-0.0211561j -1.39577e-15-0.0151668j 1.16513e-15+0.0217998j -1.55106e-15-0.0199856j 1.45161e-15+0.0257541j 2.62914e-17+0.00180198j -3.15063e-15-0.0414884j 9.8205e-16+0.0157704j -2.70353e-15-0.0486959j -8.64133e-16-0.0182022j 1.9763e-15+0.0301473j 1.39649e-15+0.0291876j 2.58884e-15+0.0237564j 
-4.8626e-15-0.046688j -1.91294e-15-0.00707457j -2.85796e-16-0.0386206j -9.9427e-17-0.0546136j -3.21992e-17-0.0185698j -2.59875e-16-0.023639j 9.45775e-19+0.0163727j -2.24779e-16-0.0478631j 7.83402e-17+0.0111858j 1.92448e-16+0.00590889j -2.46064e-16-0.0114086j -1.72662e-16+0.0162839j -3.82799e-17+0.0272137j 6.2514e-17+0.00388138j -9.54784e-17+0.00176602j -1.24832e-16-0.00218171j 1.94579e-16-0.00383908j 1.10245e-15+0.0452537j 4.29453e-16+0.00942293j -7.7956e-17-0.014435j -3.0706e-16-0.00489199j -9.55077e-16+0.0313758j -1.28554e-16-0.0217376j -6.31635e-16-0.0226915j 5.03921e-16+0.0130103j -5.68519e-16+0.0198723j 9.53088e-17-0.0345251j 7.09654e-16+0.00307295j 6.48395e-16+0.0371065j -4.31979e-16-0.0300295j -2.92668e-16-0.00242887j -5.64732e-17-0.00338962j -2.76085e-16-0.00586017j 6.16116e-17+0.00460957j 3.09383e-14-0.0443645j -6.8253e-16+0.0159957j 9.21025e-17+0.00258436j 4.54519e-17+0.000357655j 4.81817e-16+0.017707j -2.76327e-15+0.0326383j -5.1812e-15+0.0047465j 3.81421e-16-0.00371473j -6.69916e-17-0.0183818j -8.58135e-16-0.0166322j -4.26452e-15-0.0235867j -3.15408e-16-0.03454j 3.87433e-16-0.00891251j 4.2344e-16-0.0217066j -2.61003e-15-0.0246281j -4.47692e-17+0.0224029j -8.79561e-16-0.0347019j -6.12253e-16-0.0383243j -4.13264e-16-0.0235343j -3.11631e-15+0.0320528j 6.89938e-16-0.00588732j -3.07571e-14+0.0435293j 1.55672e-16+0.0314885j 3.2206e-16+0.00366557j -8.27744e-16-0.079384j -2.92897e-16-0.0252058j -4.48531e-17+0.00633539j -2.24159e-16-0.0313847j -7.25766e-16-0.0663634j 3.50008e-16+0.0490145j 2.47487e-16+0.00964693j -1.80192e-17+0.0215708j 2.29772e-18+0.0216004j -2.54792e-16-0.0461087j 1.50275e-16+0.0649122j 4.80454e-17-0.00467841j -2.04531e-15+0.0097167j 5.49904e-15+0.0786699j 
