8.41985e-15+0.125946j 3.81539e-15-0.0595019j -8.59953e-17-0.0103108j 9.02351e-17-0.0652539j -4.00846e-17-0.0525277j -1.67695e-16-0.0315145j -3.62633e-18-0.0499778j -5.78107e-17+0.06146j 9.32912e-17-0.0663494j 2.81691e-17-0.0315248j 6.43708e-18+0.0677157j 7.78822e-17-0.0132455j 8.17184e-18+0.0703632j -7.16238e-17-0.0855964j 2.02323e-16+0.0054185j -1.03251e-16-0.0150501j 1.24916e-17-0.0182872j -7.37688e-16-0.0260212j -1.8188e-16-0.0247615j -2.9131e-16+0.0126219j 2.03061e-16+0.0163388j 6.88637e-16-0.0259381j -3.35595e-16+0.0251649j 1.15092e-15+0.0566004j -2.59723e-16-0.031226j -3.09236e-17+0.0360126j 1.90655e-16+0.0426289j -7.12713e-16-0.00626518j -6.96815e-16-0.0171645j 4.08068e-16+0.042703j -1.25236e-15+0.0351092j 2.00322e-17+0.0137775j -3.51766e-16-0.00174643j 2.91976e-16+0.018644j -1.19426e-14+0.016923j 2.9474e-16-0.00525536j 2.5357e-16-0.0322435j 8.5027e-16-0.0567634j -6.5704e-16-0.0250454j 1.70062e-15-0.0650397j 2.3884e-15+0.0286933j -2.83083e-16-0.00701365j 4.20381e-17+0.00197689j 6.86248e-16+0.00704533j 3.18948e-15+0.0212658j 2.53532e-16-0.00521076j 2.89457e-16-0.0107454j 8.16071e-17-0.00516867j 9.96217e-16+0.0096071j -1.73006e-16-0.0154941j 5.31822e-16+0.0710861j 4.60187e-16+0.0327258j 1.32081e-16+0.0134465j 5.5708e-15-0.0502709j 8.05948e-16-0.027027j -1.0245e-15+0.00139701j -6.00384e-17-0.0147852j -1.72172e-16+0.00140031j 9.40752e-17+0.0176065j 9.20041e-19+0.0327251j 1.33151e-16+0.025542j 1.50877e-16+0.0194237j -2.01129e-17+0.0331878j -4.77038e-17-0.0270706j 3.93607e-17-0.0187701j -2.47185e-17-0.0503453j 7.71552e-18+0.0103881j 1.99269e-17-0.00136502j 4.20973e-18+0.0494895j -6.71631e-18-0.069902j 2.73037e-15+0.0520947j -6.31997e-15-0.0766536j 
-1.5842e-16-0.00787332j 8.05594e-16+0.0157177j 6.45399e-16+0.0254792j 9.51538e-18+0.0365726j 1.49256e-16+0.00315792j -3.2078e-16-0.0208961j -1.02653e-16-0.00519376j -8.33018e-16-0.00698445j -2.78185e-16-0.0562641j -3.26146e-17-0.00353568j 4.94083e-16+0.0202156j 3.75268e-16-0.0516821j 6.69395e-17-0.0166808j -3.32179e-16-0.0532035j 5.02284e-16+0.0245923j -7.29207e-17+0.00557193j -7.45103e-16+0.00235094j 5.71714e-16-0.00943083j -4.75117e-16+0.00123618j 2.89946e-16+0.00632657j 7.15085e-18-0.00225322j 9.8772e-16-0.00125159j 1.19788e-16+0.010894j -8.21716e-16-0.0274579j -1.67151e-16+0.0143034j -2.19318e-16-0.0123733j -3.3899e-16-0.022111j 5.70267e-16+0.0303512j 4.25852e-16+0.00244944j 9.82628e-16+0.0516652j 2.88955e-16-0.0147817j -4.71464e-16-0.00320278j 5.00359e-16-0.0395962j 4.68512e-16+0.00431873j 1.36547e-14-0.0184523j -2.73566e-16-0.013428j 6.96237e-16-0.00551723j 2.4453e-16+0.0045853j -9.03394e-16+0.00643788j 2.06285e-15-0.0265653j 4.82164e-15-0.008711j -6.51772e-16-0.0200366j -2.66615e-16-0.0289386j -5.5646e-16-0.0026442j 5.86396e-16-0.0020835j 1.30663e-15+0.002945j 9.88801e-16-0.033113j 3.50233e-17+0.0132209j 2.00915e-15+0.0166506j 8.42063e-16-0.00191803j -8.84324e-16+0.00878169j -3.40017e-17+0.026675j 1.05614e-16-0.000736723j -3.59835e-15+0.0247387j -2.01244e-15+0.0453561j 2.02517e-14-0.0282151j 1.2294e-15-0.0242381j 1.32748e-15+0.0283219j -6.04786e-16-0.0320612j 2.17705e-16+0.0105189j -1.03148e-15-0.0116889j -1.17465e-15-0.0160401j 1.52034e-16-0.0447714j 2.72662e-16+0.0149453j -7.4254e-16-0.0325942j 5.33688e-17-0.0367178j 5.01453e-16-0.0018892j 7.1978e-16+0.015589j 7.5404e-17-0.0299812j 5.83272e-16+0.041369j -1.25572e-15-0.02463j 6.24468e-16-0.00275818j 
-5.69122e-16+0.00139846j 5.8235e-15-0.0239277j 4.63516e-15-0.0185224j -1.3049e-15-1.61738e-05j 5.47492e-18-0.00202422j -9.32738e-16+0.0051499j -7.27465e-17+0.000802415j -5.22075e-15+0.0203922j 4.36468e-16+0.0046272j -1.47251e-16+0.00061696j 1.8439e-15-0.00925091j 3.45847e-15-0.00639943j 2.4444e-16+0.000558302j 1.40169e-15-0.00072064j 1.78342e-15-0.00837972j -9.55884e-16+0.00292806j -5.38382e-15+0.0181426j 5.21421e-15-0.0190325j -3.37369e-15+0.0123403j 2.0257e-15-0.00727192j 1.57323e-15-0.00450662j 7.6559e-15-0.0246906j -7.34658e-16+0.00170735j 2.43037e-15-0.00495331j -3.16739e-15+0.00987346j -4.40226e-16+0.00368759j 1.32533e-15-0.00113552j 1.02366e-15-0.00638554j 3.15263e-15-0.0118343j 7.57056e-16-0.00635358j -1.99122e-15+0.0073624j 3.17615e-15-0.0100971j 1.21083e-14-0.0401708j -1.1797e-15+0.00474851j 3.46717e-14-0.0340833j -3.96659e-15+0.0122349j 7.42802e-15-0.0240642j 3.28352e-15-0.00964558j -8.95889e-15+0.0301714j -8.66794e-15+0.025376j -4.44712e-15+0.00319876j -3.16022e-15+0.0141346j -2.99525e-15+0.013412j -2.56573e-15+0.0071584j 4.61665e-15-0.0304579j 1.0479e-14-0.0375945j 5.66079e-15-0.0140553j -1.41813e-15+0.00294426j 2.0069e-15-0.0128064j 4.72151e-15-0.0165955j -8.79311e-15+0.0325478j -2.06312e-15+0.0051752j -5.57809e-17+0.000749314j -1.58562e-14+0.0369235j -6.4978e-15+0.0143177j 1.16071e-14-0.0110538j 1.10709e-14-0.0376593j 8.59813e-15-0.033248j 4.83049e-16+0.00264071j 1.85075e-15-0.00646127j -8.03238e-15+0.0307271j -8.13019e-15+0.0309994j 4.45682e-15-0.0107005j -1.61639e-15+0.00230336j -4.25946e-15+0.0185056j 3.76112e-15-0.00825635j 3.32864e-15-0.0126016j 6.65263e-15-0.0236596j 1.80794e-15-0.00228159j 1.31145e-15-0.0109055j -7.35189e-15+0.0297681j -9.38856e-16-0.000641101j 
3.01514e-15+0.0328027j 8.68649e-16-0.00125501j -2.68201e-16+0.0100782j -1.5588e-16-0.00410309j -2.22056e-16-0.0116391j -3.04043e-18+0.0103337j -1.89209e-17-0.0149905j 1.80447e-16+0.0416706j -1.59699e-16+0.0270841j -8.8359e-17-0.0144527j 1.52433e-16-0.0223041j -9.99422e-17-0.00860931j -1.4677e-16-0.0335398j -1.96768e-16-0.00685898j -3.71952e-16-0.00325414j 1.90299e-16+0.00682796j 1.52939e-16+0.0113219j -3.20695e-16-0.016791j -2.14146e-16+0.00958285j 2.187e-16+0.00568908j 2.97352e-16+0.00194159j 3.39667e-16-0.0181363j -1.46999e-16+0.0129769j 2.5475e-16+0.00493767j 2.21772e-17+0.0210788j 6.55551e-17+0.0172681j 7.83383e-17+0.023496j -1.10943e-16+0.0197528j -1.69341e-16-0.00505528j 5.15504e-17+0.0360019j 1.05877e-15-0.0137968j -4.0543e-16+0.00987539j -1.75259e-16+0.0125313j 2.71641e-16+0.00443068j -1.93375e-14+0.0267934j 6.33582e-16-0.0156971j -5.00107e-16+0.0040576j -1.92033e-16-0.0099116j -2.26004e-16+0.00573848j 5.1908e-15-0.0179123j 8.49673e-15-0.0295001j -4.25238e-16+0.00461473j 1.31884e-16-0.00545947j 4.65239e-16+0.00840394j 2.9005e-15+0.0191219j -9.03543e-17-0.0109534j -1.86121e-16+0.00834509j -7.60468e-17+0.000629636j 2.86708e-15+0.0298169j -1.24406e-16+0.0102039j 4.87257e-16+0.0313979j 3.12067e-16+0.0173389j -3.59849e-16-0.0176317j 4.08063e-15-0.0372557j 2.14259e-15-0.0475374j 3.80227e-15-0.00524684j -4.82701e-16-0.0366769j -5.07216e-16+0.000315943j 5.0054e-16+0.0644878j 6.18639e-16+0.0477245j -9.62705e-17-0.00357103j 2.87326e-16-0.00358586j -7.65022e-17+0.0321036j -5.49808e-16-0.0617733j -8.15837e-17+0.00382183j -1.7354e-16+0.0039669j -1.60922e-16-0.0232129j -1.20112e-16+0.0426155j 1.94681e-16+0.0101383j -2.21782e-16-0.0359497j 1.40873e-15-0.00814199j -2.74129e-15-0.0428002j 
5.72512e-15-0.0642968j -6.09531e-15+0.023944j 1.84876e-15-0.0117157j -9.68043e-17+0.000152024j -4.90257e-15+0.0289614j -7.45494e-16+0.0044595j -7.43778e-16+0.00609747j 4.48597e-15-0.0296763j -5.58437e-15+0.0348803j -2.72321e-15+0.015785j 4.99611e-15-0.0309443j -2.08644e-15+0.013801j -1.92215e-15+0.0136035j -2.64958e-15+0.0193912j -4.95552e-16+0.00437067j 1.87618e-15-0.0122411j -9.77749e-16+0.00592627j -3.33879e-15+0.0240356j -4.89708e-15+0.0317101j 6.29716e-15-0.0359779j 2.84116e-15-0.0186768j -4.78746e-15+0.0260492j 3.04147e-15-0.0169662j 5.91424e-15-0.04115j -1.26407e-15+0.0077486j -5.76262e-16+0.00185136j 5.12687e-15-0.0306523j 1.95324e-15-0.0119764j 2.52289e-15-0.0109081j 5.67299e-15-0.0369068j 7.27519e-15-0.035429j 2.70298e-15-0.0166642j 1.18199e-15-0.0064638j 4.47362e-15-0.0282595j 2.53136e-14-0.0288809j -4.37443e-15+0.0228139j 7.20476e-16-0.00245097j -7.25637e-15+0.0427259j -3.97459e-15+0.026261j -1.08973e-14+0.0474053j -4.46177e-15-0.00392616j 1.3413e-15-0.00529799j -3.77594e-16+0.00253463j 2.15237e-15-0.0184738j 2.57923e-17-0.0304279j 8.75887e-16-0.0071779j 1.97279e-15-0.00866373j 2.58871e-15-0.0143846j 6.04007e-16-0.0121818j 2.99865e-15-0.0153728j 7.0478e-15-0.0441159j 3.58047e-15-0.0245194j -3.3387e-15+0.0196377j -1.01266e-14+0.0374382j 3.35308e-15-0.014755j 4.53263e-15-0.00472134j -5.95377e-15+0.0364311j 3.91898e-16-0.00304937j 9.43061e-15-0.0616859j 1.03812e-14-0.0676816j -4.20619e-15+0.0277005j 4.37019e-15-0.0260065j 5.2394e-15-0.0334631j -6.89115e-15+0.047941j -6.82866e-15+0.0411759j -1.70877e-15+0.0128835j -1.2514e-15+0.00900582j 2.77844e-15-0.0205956j -8.01988e-16+0.00499839j -4.51518e-15+0.0272582j 3.39709e-16-0.0135707j -6.43697e-15+0.0711189j 
-1.10903e-15+0.00371611j 3.48325e-16-0.0245477j 3.64769e-16-0.0234503j 2.97531e-16-0.0166537j 4.11643e-16-0.0213431j 6.75605e-17+0.00368961j 5.04289e-17+0.0176117j -1.92835e-16-0.00601882j 7.42915e-17+0.0221389j 3.76891e-16-0.0296621j -2.7399e-16+0.00210429j 1.13388e-16+0.00673253j 2.04027e-16-0.00377114j 1.82534e-16+0.0170528j 3.31801e-16-0.0193992j 1.58635e-16+0.00247644j -2.09881e-16+0.0193107j 3.41307e-16-0.0136413j 1.98664e-16+0.0101233j -8.13998e-16+0.0199313j -6.497e-17-0.00397589j 6.42852e-16-0.00965348j -2.38664e-16+0.00339826j -2.84514e-16+0.00646209j 3.63567e-16-0.0171476j -5.0196e-16+0.0145381j 3.71389e-16-0.0176401j 1.26266e-16-0.0286875j -1.24021e-16+0.00214009j 3.87468e-16-0.017191j -1.77698e-15+0.0237541j 4.61893e-16-0.0129047j 1.18387e-16-0.0240747j -2.61547e-16+0.0280301j 1.73163e-14-0.024079j -2.59371e-16+0.00060767j 7.74481e-16-0.0162764j 7.62023e-16-0.0148602j 1.41997e-16-0.00655195j -5.53897e-15+0.0108833j -9.53239e-15+0.037973j 4.11085e-16+0.00490276j -3.00783e-16+0.00917822j 1.38623e-16-0.00328012j -1.97802e-16+0.000656517j 6.65108e-16-0.0440612j -9.82012e-17+0.0121429j -3.26929e-17+0.00184593j -1.40757e-15-0.0166324j -2.078e-16+0.0203458j -8.48606e-16+0.0457757j -2.20499e-17+0.00426201j 8.68365e-16-0.0479331j -5.30123e-15+0.0412981j -1.04415e-15+0.0135309j -8.87364e-15+0.0124515j 8.89426e-16-0.0371575j 5.188e-16-0.0280614j -1.25436e-16-0.00668186j -8.84804e-16+0.0165535j 3.81775e-17+0.0241385j -2.96068e-16+0.0161856j 2.13811e-16-0.0206088j 4.07892e-16+0.0117417j 3.32714e-16-0.00930938j 2.57474e-16+0.0160823j 1.71395e-16+0.00168603j 2.19354e-16-0.0373999j -3.44203e-16+0.0216171j 4.19559e-16-0.0185578j -1.41689e-16+0.0265244j -5.10355e-16-0.00312541j 
3.27617e-16+0.0161054j 1.71084e-17-0.0341011j 1.65657e-16-0.00932834j 1.429e-16-0.0118233j -1.21018e-16-0.0331205j -9.06642e-17-0.0158466j -1.12875e-16-0.0194409j 1.60989e-16+0.023753j -1.41433e-17-0.0320458j 2.18562e-17+0.0183334j 2.15702e-16+0.0100458j -5.6534e-17-0.00365895j -1.39499e-16-0.0155833j -2.27973e-16-0.0540764j 2.00134e-17-0.00483917j 9.52358e-17+0.00173899j -1.74236e-16-0.0123736j -3.97491e-16-0.0144476j -1.54432e-16-0.00308971j -2.37491e-16+0.0130718j 6.77938e-17+0.0245481j -1.90894e-16-0.00412281j -3.83706e-17+0.00637491j 5.17504e-16+0.0306218j -4.76448e-17+0.017606j 2.05907e-16-0.0102964j 5.43115e-17-0.00180854j 1.42419e-16+0.0164185j -9.29236e-17+0.00356106j -1.25602e-16+0.00550974j -4.61119e-16+0.0083403j -5.29771e-18+0.00436963j 1.80294e-16+0.00332845j -6.54458e-17-0.010725j -5.23091e-15+0.00760396j 2.07707e-16-0.00590631j -1.36839e-16-0.00233397j -5.98704e-17-0.00228235j -2.04713e-16-0.00145587j 2.57032e-15+0.00316298j 4.35385e-15-0.0245267j -1.39127e-16-0.00715269j 2.59352e-16-0.00776052j 1.99292e-16+0.0212848j 1.98665e-15+0.00822143j 2.1257e-16+0.00939231j 8.95461e-17+0.000958761j 6.2077e-17-0.0136612j -1.18838e-17-0.00108633j -2.18695e-16-0.0176544j 1.28373e-16+0.00655056j 2.12125e-16-0.00383773j 3.03574e-16+0.0111875j 2.76604e-15-0.0270675j -3.23307e-16-0.00312702j 1.33776e-14-0.0190262j -1.08315e-16+0.013j 1.07306e-16-0.00464781j 4.29158e-16+0.0117118j 2.9172e-16+0.015926j -1.31729e-16-0.0200164j -1.30834e-17-0.00672504j 3.82712e-16+0.0018863j -3.4923e-16-0.0228158j 7.80621e-19+0.0140153j 7.96599e-17-0.0174934j -1.59658e-16-0.00817644j 3.2315e-16+0.0127622j -1.27523e-16+0.0125513j -1.08874e-16-0.0256074j 2.10407e-16+0.0243833j -9.92432e-16+0.000295193j 
3.04019e-16+0.00581491j -6.59096e-17-0.0079647j 1.35258e-17+0.00795586j -4.00757e-17+0.000574917j -2.4624e-16-0.0265054j -6.11839e-17-0.00614133j 6.26631e-17+0.00954233j 4.7606e-17-0.00718004j -1.52303e-17-0.0133285j -1.52429e-16-0.024891j -6.68797e-17-0.0016392j 4.75206e-17+0.00295109j 1.54586e-16+0.0120708j 6.33081e-17+0.000884804j 1.15961e-16+0.0161799j -4.74077e-18+0.00783909j 1.37434e-16+0.0262667j -7.17749e-17-0.00126245j 2.31601e-16+0.0125712j 5.88033e-17+0.00590547j 6.1421e-17-0.00262321j 4.0538e-16-0.0213941j -1.09867e-16+0.00701432j 3.32869e-16+0.0112978j -4.30797e-17-0.0143202j -3.12089e-16+0.0141893j 2.47199e-16-0.0197167j 2.62958e-16+0.00601434j 2.22869e-16+0.0132901j -8.88465e-17-0.00189656j -5.38319e-16+0.0111867j 5.74646e-17+0.00555602j -5.07201e-16-0.0137077j 3.70849e-16+0.0118478j 1.07084e-15-0.00139782j -1.68176e-16+0.00199751j -3.04647e-17-0.00979707j -4.15158e-16+0.0134544j 2.82279e-16-0.00999984j -3.43548e-15+0.0178574j -5.44034e-15+0.0158677j 4.29959e-16-0.00309452j 2.95286e-17-0.00574083j -1.87357e-16+0.00337529j -1.69473e-15-0.0114735j -2.34978e-16-0.0186351j 3.07868e-16-0.00491475j 9.23369e-17-0.00323667j 9.66004e-16+0.00816421j 1.48395e-16+0.00719391j 4.9527e-16+0.0377714j 2.33046e-16+0.0106284j -1.19383e-16-0.0245275j -1.96214e-15+0.0180144j -8.38691e-17+0.0016686j -3.81595e-15+0.0055393j -2.29184e-16-0.0281873j -2.07826e-16-0.0122101j -2.55675e-17-0.00376733j -1.23953e-16-0.0195981j 1.36411e-16+0.00318236j 1.19428e-16-0.00169607j -9.39413e-17-0.0190969j 2.52445e-16+0.0226714j -5.90202e-17-0.0147216j 1.30503e-16+0.01573j 4.51166e-18+0.00390161j -1.98997e-16-0.0220381j 5.7499e-17-0.00286865j -1.73752e-16-0.00718656j 5.75106e-16+0.0102426j -1.02252e-15-0.00995854j 
-1.49014e-15-0.0369465j -7.6343e-16+0.0405576j -1.11447e-16+0.00599273j -5.82716e-17+0.00294599j 2.68019e-16+0.0373758j 1.4857e-16+0.00464308j -2.91769e-16-0.00306985j 2.45873e-16-0.0311761j 1.40803e-16+0.0155481j 7.55186e-17-0.00135659j -7.67755e-17-0.0227143j 1.69642e-17-0.000296624j 4.32456e-17-0.00359932j 4.343e-17+0.015938j -5.75045e-17-0.0100504j -8.50911e-17-0.0191772j -5.86768e-17+0.0127701j 2.32901e-16+0.0169524j 1.03232e-16+0.00293642j -2.56021e-16+0.0140597j -9.62889e-17-0.00553212j -7.79578e-16+0.0298067j 3.35749e-16-0.0122144j 2.21696e-16+0.00597227j -3.12476e-16-0.031749j -1.16529e-16-0.0196467j -2.78601e-17-0.0180759j -1.87784e-16-0.00904101j -1.01262e-16-0.000586452j -1.34394e-16-0.01238j -2.58933e-16+0.00439356j 5.5825e-17-0.00972092j 5.22873e-16+0.00616952j -4.32285e-16-0.0133358j 4.01272e-15-0.00571133j 2.62491e-16-0.00794296j -4.92134e-17+0.0133165j -1.11532e-16+0.00522453j 1.74926e-16-0.000224687j -1.9243e-15+0.0117101j -3.22414e-15+0.00721162j 3.1079e-16-0.00974165j 1.23873e-16-0.0189805j 9.84717e-17-0.0178022j 6.35921e-16+0.00581094j 3.43023e-16+0.0253968j 8.71451e-17-0.00516494j 2.25321e-16-0.016693j -5.21109e-16-0.00352248j -2.35437e-16-0.0228922j -5.31992e-16-0.0508375j -3.37332e-16-0.0167488j 4.405e-16-0.00130617j -1.57456e-15+0.0120202j -9.14543e-16+0.0192312j 1.99852e-14-0.0283678j 2.12546e-16+0.0245968j 3.05777e-18+0.0261158j 2.61152e-16-0.00372401j -2.14151e-16-0.00558184j 4.11665e-17-0.00808213j -1.23099e-16-0.0250294j 4.27137e-16-0.0105562j -1.85253e-16-0.0254958j 3.81105e-16+0.00853741j -2.22836e-16-0.00274992j 7.06496e-20-0.00445415j 9.73581e-17+0.0262197j -4.29891e-17-0.00524505j -8.15336e-17+0.0296628j -1.13014e-15-0.0397251j 2.84999e-15+0.0276552j 
2.65679e-15+0.00560192j 9.52451e-16+0.0485594j 2.0964e-16+0.0269496j 3.89786e-16+0.022082j -3.33102e-17+0.0351295j 1.62055e-16+0.00704382j 9.8014e-17+0.0279159j 2.47928e-16-0.0100513j -2.25582e-16-0.0154637j -1.02248e-17-0.00439176j 2.54077e-16-0.00170829j 1.32554e-17-0.0125847j -1.95925e-16+0.0170096j -2.297e-16-0.00252556j 8.05532e-17+0.00384041j -2.92624e-17-0.0119146j -5.50552e-17+0.0187748j -4.12413e-16-0.00241453j 9.5997e-17+0.0110846j 1.16913e-16+0.0162163j -7.8251e-17-0.0114888j -3.86658e-16-0.00915685j -8.21967e-17-0.0114956j 9.04905e-16+0.0313334j 8.59589e-17-0.0119967j 4.13401e-16-0.0158643j -1.3987e-16+0.025898j -5.0392e-17+0.00299932j -2.65599e-16-0.00571682j 1.46594e-16+0.00206418j 1.84288e-16+0.00618524j -1.61758e-16+0.0275142j -7.02383e-16-0.0325589j 4.36032e-16+0.0129188j -6.06993e-16+0.000746676j -3.17764e-17-0.0190134j 8.939e-17-0.0237453j 1.69033e-16-0.0179975j -1.83456e-16+7.88397e-05j -3.09954e-15-0.0128548j -4.54431e-15+0.0306514j 2.46417e-16-0.0146007j 2.78578e-16-0.00184101j 1.30316e-16+0.000640375j -3.33046e-16-0.00260202j -1.822e-16-0.00206039j 3.39267e-17-0.00144341j 1.24163e-18+0.0174216j 1.02425e-16+0.00226229j 1.51262e-16-0.022391j 6.4848e-16+0.0105183j 1.51642e-16-0.000381777j -1.84571e-16-0.0461826j -2.81079e-15+0.0284076j -2.19609e-15+0.0621252j 9.90251e-15-0.014359j -2.78592e-16-0.0212204j -1.97165e-17+0.0126258j 1.0646e-16-0.0241346j 4.01668e-16+0.0183254j -1.52001e-16-0.0220219j 3.50084e-16+0.0182478j 1.31913e-16-0.0241996j -2.58189e-16-0.045988j -2.85391e-16-0.0507593j -1.03222e-16-0.0138595j -1.35223e-16-0.00735509j 1.4165e-16+0.0233015j -3.97761e-16-0.0301297j 6.52642e-17+0.0400686j 2.53928e-16-0.0472561j -9.90658e-16-0.0278579j 
-3.70517e-15-0.0315165j -1.4957e-15-0.0256461j 1.13987e-16-0.0203376j -7.22943e-17-0.0287084j -1.85275e-16-0.0342131j -2.63794e-16-0.0225106j -5.76213e-17-0.0327259j -2.73599e-17-0.0326803j 8.45378e-17+0.00932436j -2.47969e-17-0.00600812j 3.0323e-17+0.0218137j -4.03031e-17+0.00281816j 1.01439e-16-0.0201909j -3.45831e-17+0.00146644j 2.75035e-16-0.0186674j 1.39419e-16-0.00213791j -1.68003e-16-0.0127659j 7.16697e-16+0.0307365j 1.35927e-16-0.0179899j -3.90974e-16-0.00352867j -1.69026e-16+0.00386928j -2.92615e-16+0.0179521j 2.63765e-16-0.00732624j -1.22821e-15-0.0385023j 3.2361e-16+0.0167212j -5.3859e-16+0.0139845j 1.99862e-16-0.0575279j 4.90173e-16-0.00100928j 3.17351e-16+0.0179722j 4.03441e-16+0.00372923j 9.62676e-17-0.0165821j -4.17602e-17-0.0217662j 3.35994e-16+0.0353587j -1.91479e-16+0.0347194j -4.32447e-15+0.00607048j 1.98354e-16+0.00791775j -1.72077e-16+0.0198935j 1.79223e-17-0.00482327j 4.58325e-17-0.0236591j 5.39736e-18-0.0141296j -3.52181e-17+0.00727201j -1.90172e-16-0.00623517j -3.45446e-17-0.0125994j -2.68454e-16-0.0252609j -9.14911e-16-0.00180262j 8.40635e-17-0.00607685j -1.7715e-16+0.00997724j 9.20893e-17-0.0149587j 1.62382e-15+0.0110799j 2.8842e-16+0.04695j -5.46838e-16-0.0456791j -1.95821e-16+0.00309606j 5.17749e-17-0.02014j -2.21671e-16-0.00153214j 7.23056e-16-0.0320867j -2.41386e-14+0.0345442j 1.39139e-16+0.0473876j 4.98393e-16+0.0142577j -4.02686e-16-0.0309777j -2.79023e-16+0.0146749j -1.42613e-16-0.00319579j -5.78117e-16-0.0499284j -7.36866e-17-0.0192276j 4.12269e-16+0.0519111j 3.43766e-17+0.0204705j 1.97079e-16+0.0060567j 1.24308e-16+0.0173061j 5.89234e-17-0.0118905j 1.31533e-16+0.0501386j -9.46496e-17-0.0157434j -1.612e-15+0.0139091j 3.39629e-15+0.0568323j 
2.01554e-15+0.00588566j 1.21846e-15+0.0488311j -1.64865e-17+0.0264742j -2.5146e-16+0.00410837j -1.02814e-16+0.0245396j -1.89165e-16-0.000288617j -2.12292e-16+0.0149473j -3.37151e-16-0.00096347j 2.46628e-16+0.0082996j -4.928e-17-0.00331854j -9.90108e-17-0.0138286j 9.33963e-17-0.00935182j 1.22078e-16+0.0344106j 5.55541e-17+0.00577611j 2.22777e-16+0.0367174j -6.63213e-17+0.0225448j -9.50723e-17-0.00182899j 9.69967e-16+0.0247041j 6.30441e-17+0.0122774j 8.9656e-17-0.0441978j -1.36003e-16-0.00264829j -2.09928e-16+0.0304872j 2.48673e-16+0.0141569j -1.19608e-15-0.0221147j 2.76368e-16+0.000843322j 2.92388e-16+0.0201872j -2.71242e-16+0.0264168j 4.97267e-16+0.0260438j 5.62825e-16+0.00949546j -5.86404e-16+0.0103944j 1.23552e-15-0.0413962j -4.95432e-16+0.0174826j 1.15503e-15+0.0413615j -7.63779e-16-0.0351408j -2.22659e-14+0.0319068j 5.79692e-16+0.00845019j -2.37557e-16+0.0223172j -1.87439e-16+0.02522j 1.83877e-16-0.00784662j 1.94959e-15-0.0109292j 2.88269e-15-0.0103739j -2.59761e-16-0.0181502j -9.96604e-17-0.0183625j 6.41135e-17-0.00460947j 2.58239e-15+0.0181494j 1.11047e-16+0.0439979j -3.93505e-16-0.00149496j -4.97344e-16+0.0130529j 1.8188e-15+0.0153611j 4.60023e-16-0.00485285j -5.91106e-16-0.0267025j -4.82791e-17+0.0109016j 9.89214e-17+0.0206542j 3.84944e-15-0.0373667j 8.3637e-16-0.0443369j -2.17286e-14+0.0313861j 6.15666e-16+0.0115886j 4.371e-16+0.0278105j -4.46014e-16-0.0186248j -5.07066e-16-0.0446516j -7.27972e-17-0.00498024j -7.88019e-16-0.0204398j -1.39699e-16+0.00111297j 6.47471e-16+0.0111107j 2.69739e-16-0.0193115j 1.92502e-16+0.00324615j 2.75007e-16+0.0175265j -5.56258e-17+0.00499738j 4.03662e-16-0.008085j -2.38356e-17+0.0247218j -4.04314e-16-0.0412922j 1.12053e-15-0.00950415j 
-8.1319e-16-0.0062176j -1.12993e-16-0.00255912j 1.68755e-16+0.0047046j 2.27722e-16+0.00787678j 1.60976e-16-0.0104893j 1.11826e-16+0.0081201j -2.19192e-16-0.000589734j -9.31377e-17-0.00260018j -6.23393e-17+0.00699837j 7.51059e-17-0.000110429j 1.30533e-16+0.00128426j 9.1982e-17+0.023845j -1.31182e-17-0.0130627j -3.11575e-16-0.0180395j 2.56278e-16+0.0027696j -2.03232e-16-0.00944861j -3.83173e-17-0.00270749j 2.90083e-16+0.00282262j 1.91429e-16+0.01547j 4.13042e-17+0.0158954j -1.45835e-16-0.00738836j 2.89189e-16-0.0143497j -2.37947e-16-0.0143996j 1.11129e-16+0.00837123j 9.28987e-17+0.0164705j -1.29494e-16-0.000301774j -2.00593e-16-0.0077025j -3.67639e-16-0.0149526j -5.25633e-16-0.0101981j 9.27185e-17+0.00322697j 2.51905e-17-0.0031038j -5.74073e-17-0.00464436j 4.05324e-16-0.00598276j -4.46313e-16-0.0319284j 9.89728e-15-0.0139672j 1.0396e-16-0.00445019j 1.57439e-16+0.000831494j 2.36624e-16+0.020989j 9.51e-17+0.0113034j 2.66005e-15+0.00730239j 4.20808e-15-0.0256312j -2.74163e-16+0.00429407j 5.09866e-17+0.00793066j -1.26654e-16-0.00477674j -1.28158e-16+0.00096114j 2.5303e-16-0.00650002j 1.57354e-17+0.000490331j 1.67576e-16-0.00736399j -4.00839e-16-0.00412873j -2.53064e-16+0.00388394j -4.40119e-17+0.0149001j -6.79244e-17-0.015159j 2.88298e-16+0.0116714j 1.41897e-15-0.0144403j 6.55746e-16-0.0159024j 2.04616e-14-0.0295454j 3.95521e-16+0.0171596j 1.39336e-16+0.00541968j -2.49767e-16+0.0168266j -4.08862e-16-0.0118291j -8.24834e-18+4.81141e-05j -4.25538e-16-0.0164694j 1.38568e-16+0.0184599j 2.68878e-16+0.00304539j 2.33145e-16+0.017976j -4.22591e-17+0.0235314j 1.28558e-16+0.000824331j 1.31276e-16+0.00578172j -2.09031e-16-0.00642389j 2.60134e-16-0.0067388j -2.33404e-16+0.00113277j 3.59159e-16+0.00314062j 
