-6.91119e-14+0.0948241j -1.55716e-14-0.0123531j 1.61271e-16-0.00854508j -5.05106e-16+0.0324012j -2.82e-16-0.0149134j 1.25672e-16-0.0330858j 2.3617e-16-0.047434j 2.20084e-17+0.0143437j 1.74947e-16+0.0708476j -1.23207e-15+0.0681083j -1.7944e-16+0.0669692j -3.61564e-16+0.0266905j -1.78979e-16-0.00598666j 1.50122e-16-0.0322149j 5.78001e-16-0.0276286j -3.18121e-15+0.0491963j -4.01311e-18+0.0486995j 2.75177e-15+0.025646j 4.93205e-16-0.00601396j 6.16013e-16-0.0643685j -3.56714e-16+0.0258803j -3.41501e-16+0.0283665j 9.20742e-17-0.00046905j 1.98698e-16+0.00191526j 3.62926e-16-0.0132536j -9.29324e-17-0.00640521j 1.36043e-16+0.0126577j -2.55835e-16+0.00755977j -1.43317e-16+0.0164566j -2.36027e-16+0.0213058j -7.0421e-17-0.00493019j 1.17775e-16+0.000393021j -3.49261e-16+0.0166142j -2.59508e-16-0.00165174j 3.82364e-17+0.00470522j 2.67229e-16-0.00450664j -4.32315e-16+0.0165087j -2.36404e-15+0.0497371j -7.71731e-15+0.0482557j 3.24892e-14-0.0114504j -1.54441e-16+0.0148718j -8.65715e-17-0.000530097j -9.94554e-17+0.0115084j -6.53213e-17-0.00157123j -2.01941e-16+0.00537945j -1.04056e-16+0.00235108j 1.02513e-16-0.00141345j -8.61262e-17-0.0142397j -4.14321e-17+0.00462415j 4.91024e-17+0.00304306j -5.3961e-17-0.00521946j 3.32162e-16-0.00616929j 1.34277e-16-0.0175181j 3.45103e-17+0.000130397j -1.52342e-16-0.00150877j -7.61091e-17+0.000608614j 6.24776e-18-0.00539561j 1.01161e-16-0.019223j 3.69027e-16-0.0120508j 5.0917e-16-0.0167355j -4.22814e-16+0.0297226j -6.59795e-17+0.00464674j 8.78398e-17-0.0027209j 8.63097e-17-0.0220112j -1.85548e-16+0.00966055j 1.68573e-16-0.0183721j 8.24515e-17+7.23287e-05j -4.41889e-17+0.00493601j -2.52471e-16+0.0261494j -4.8098e-17+0.00971757j -1.18417e-16+0.0297004j -1.23917e-16+0.0172659j 7.16309e-17-0.0120185j 2.46278e-16-0.038815j 1.28709e-16+0.00715481j 2.52749e-14+0.0186503j -1.16018e-13+0.0541601j 
-1.54604e-14+0.0109504j -2.77841e-15+0.0438124j -1.83286e-16+0.0100317j 7.78756e-16+0.0630692j 3.98185e-16+0.0544339j -4.77303e-16+0.0176894j -4.06017e-16-0.0567604j -1.46638e-15-0.022577j -1.458e-15-0.12504j 1.10593e-15+0.103692j -1.36999e-15-0.0837748j 1.53475e-16+0.0594151j 1.34037e-15+0.0799383j 9.99407e-16+0.0445007j -2.46072e-15-0.302697j -4.33099e-15+0.108496j 1.18353e-15+0.105627j -1.19577e-14-0.120484j 4.45474e-15+0.167405j -1.51586e-15-0.0340991j -1.78825e-15-0.0238309j -1.26e-15-0.0146214j -1.37413e-15-0.0556014j -1.4965e-15-0.0425051j -5.87845e-15+0.294561j -9.18487e-16-0.164717j -2.89533e-15-0.0453225j -4.3805e-16+0.079713j 2.23869e-15+0.180915j 2.28422e-16-0.0520916j 5.84278e-15+0.131672j -6.29153e-14+0.24869j 5.43163e-15+0.127893j 8.91525e-16+0.00806106j -1.1772e-16-0.0163462j -1.56085e-15+0.0093534j 5.24953e-15-0.353078j 2.14003e-14-0.0409015j -4.85242e-14-0.0394289j 1.26985e-13-0.0935457j -6.08848e-16+0.0823941j 2.09604e-15-0.122151j 4.07639e-16+0.148037j 9.14069e-17-0.0377725j 8.59515e-16-0.0837381j 1.37046e-15-0.139179j 1.04306e-16+0.122851j 1.32913e-15+0.137925j -1.89118e-15-0.153151j 8.16487e-16-0.12113j 1.65073e-15-0.139854j 3.81868e-15-0.0533554j -8.57996e-16-0.154285j 1.45069e-15+0.015369j -2.57292e-17+0.170611j -6.46593e-16-0.0694821j 4.05617e-16-0.0172761j 1.87933e-15+0.0879793j -8.90394e-16+0.0199226j -7.53658e-16+0.0761815j 5.46506e-16-0.0332793j 1.28363e-15-0.0106199j 8.03554e-16+0.0300399j -7.57259e-16-0.0634805j 1.33331e-16+0.0413132j 8.2445e-16-0.0145364j 3.01562e-16-0.0730033j 1.32723e-15+0.00782403j 3.88668e-16+0.0829557j -5.13895e-18-0.0764316j -4.26926e-16+0.0319475j -1.56696e-16-0.0114632j 4.82518e-16+0.0284816j -4.31582e-16-0.0404934j 3.14228e-16+0.0316514j -3.27979e-15+0.017241j 1.47875e-14-0.00256451j 
-4.58764e-14+0.0652397j -1.05085e-14-0.0127189j -2.11338e-16+0.0450337j -4.36587e-16-0.0457511j -4.7492e-17+0.00133252j -4.6096e-16+0.0477811j 1.51532e-16+0.00066096j 1.60762e-15+0.128141j 6.98682e-16+0.00222761j -1.11253e-15-0.00882061j 1.05782e-15+0.0999684j 7.55033e-16+0.024057j -1.078e-15-0.0960049j -1.30874e-15-0.129586j 2.30334e-15+0.123007j 1.61975e-15-0.0434989j -3.34755e-16-0.0504669j -2.28412e-15-0.0240668j -1.45495e-15-0.00785207j -1.82533e-16+0.0502679j 3.76631e-16+0.0498934j 1.02083e-15+0.0828641j 5.3206e-16+0.00859506j 1.46634e-16+0.000347043j -4.29534e-16-0.12286j 3.56175e-17-0.0934519j -2.80925e-17+0.0956747j 3.78033e-15+0.219555j -1.40509e-15-0.0282171j 5.2474e-16-0.0506564j 6.75315e-16+0.0089876j -7.04538e-15+0.0290923j -3.00287e-17+0.0330745j 2.19243e-15+0.0354971j 1.57052e-15+0.0999003j -1.72721e-15-0.00201885j 1.84162e-15-0.060419j 5.02159e-14-0.0785661j -6.93787e-14+0.0217643j 1.41686e-13-0.0757906j -8.94735e-16+0.0414843j -8.58729e-17-0.0102689j -3.57016e-16+0.129854j -1.55286e-15-0.0275501j -1.4373e-15-0.111178j 1.31713e-15+0.0419879j 7.11733e-16-0.0589638j 7.57941e-16+0.0640496j 6.04028e-16+0.0105235j 7.32472e-16+0.0455044j 3.15e-16-0.0318766j 6.77295e-15-0.123388j 1.32265e-15-0.0200433j 2.61768e-15+0.0265043j 8.15546e-16+0.131682j 3.88066e-16+0.00350987j -9.07978e-16-0.0725851j -1.17829e-15-0.172258j 4.72839e-16-0.0392277j 6.9338e-16-0.0290676j -1.04327e-17-0.061604j -5.81527e-16-0.025921j -1.19513e-15-0.119553j -2.63975e-16-0.0253129j 4.34366e-16+0.0731014j -6.06357e-16-0.0991133j -1.13651e-15-0.1296j -4.24577e-16-0.0734899j 2.19908e-16+0.0324505j -5.47812e-16-0.081457j 7.23758e-16+0.0729779j 4.21314e-16+0.0201882j -5.52255e-16-0.0480919j 4.01816e-16+0.0149814j -2.64842e-16-0.00789912j 8.21309e-15+0.0267064j -3.55182e-14+0.021301j 
3.75779e-14-0.0290715j 8.4251e-15-0.0949159j 5.00687e-16-0.0199804j -5.14331e-17+0.0227829j -2.35065e-16-0.0388712j 3.20804e-16-0.053289j 2.18785e-16-0.0623119j 3.95405e-16+0.0133128j 6.44422e-17+0.0836896j 2.29875e-17+0.00103151j 1.15191e-16+0.0320387j 1.73258e-16+0.0351366j 2.92722e-16-0.109062j -2.60164e-16-0.00232349j 1.07509e-16+0.0299456j 7.83638e-16-0.00925223j -1.93739e-16+0.0509942j -1.39332e-14-0.131615j -1.18553e-15+0.0536986j -9.47512e-16+0.117229j -9.43373e-16+0.0328642j -7.69479e-17-0.041059j -1.99283e-16+0.0174045j 1.00851e-16-0.0158804j -3.02878e-15+0.0892947j -1.15693e-15+0.235184j 2.32839e-15+0.0555972j -2.21036e-15-0.16269j -4.56733e-16-0.0296534j 9.20568e-16-0.0827348j 2.19116e-15+0.18244j 9.49973e-15-0.0282536j -2.1417e-16+0.0119493j 2.57324e-15+0.0271044j 7.06889e-16-0.0872908j -1.42292e-15+0.0721515j 3.2228e-15-0.130466j -3.74765e-14+0.0901327j 6.58116e-14+0.0767976j -1.60168e-13+0.122029j -3.47779e-16+0.0138121j 1.64653e-15-0.0469515j 1.3773e-15+0.0235763j 1.18076e-15+0.0942915j -1.62026e-15+0.112324j -2.87492e-15+0.0448354j -2.5276e-15+0.13535j 1.05364e-15-0.073803j 6.55271e-16-0.0834864j 1.92875e-15-0.161577j 1.07909e-15-0.0228377j -9.40377e-16+0.0348087j -9.91994e-16-0.0522464j 9.28965e-15+0.109951j 9.80673e-16+0.00518964j -7.38025e-17+0.0405977j -2.90203e-16+0.206338j 3.26269e-17-0.115452j -1.1796e-15+0.0495294j -1.0549e-15+0.100055j -1.12691e-15+0.131763j -3.25674e-15+0.0936714j 4.68751e-16-0.0780706j 6.43242e-16+0.156027j -5.94047e-17-0.000100474j -2.62508e-16+0.0378613j 1.47792e-16-0.101419j -6.94981e-17-0.0774117j -1.29076e-16+0.0057475j -1.01288e-16-0.0383422j -7.69247e-17+0.0219882j 4.44093e-16-0.108762j 5.38645e-16+0.0320096j -2.35462e-16-0.0321609j -3.12803e-16+0.110598j -6.49582e-15-0.0670794j 3.02465e-14-0.0279019j 
1.01953e-14-0.0110393j 2.3811e-15-0.016943j 1.64807e-15+0.0501016j 1.48588e-15+0.00258531j -2.77452e-15-0.0703183j -1.61603e-15-0.0114864j 2.82847e-15+0.0981457j 4.46909e-16+0.00589594j 1.34228e-15+0.0539618j 2.93374e-15+0.0761065j 1.6575e-15+0.0508073j 1.67322e-15+0.0248312j 5.33463e-15+0.114629j -1.31572e-15-0.052363j 3.41756e-15+0.10318j -6.18148e-16-0.00993119j -9.30865e-16-0.0402968j 3.6372e-15+0.0159957j -9.22657e-17+0.00750126j 4.29111e-15+0.122457j -1.86509e-15-0.0366274j 1.44212e-15+0.0598067j -2.81326e-15-0.0381037j -3.05539e-15-0.0377714j 1.95776e-15+0.105711j 1.61063e-15+0.0800199j -4.05798e-16-0.00440983j 2.57606e-15+0.0708621j 5.44352e-15+0.114322j 3.38038e-15+0.0687024j -4.7935e-15-0.0317705j 3.15835e-14-0.151867j -8.25029e-15-0.115124j 1.72292e-14+0.11764j -6.03266e-15-0.0927877j -2.84796e-15-0.0375857j 5.928e-15+0.138955j 4.04485e-14-0.041979j -7.32939e-14+0.0166444j 1.66835e-13-0.102636j -4.96081e-15-0.0572241j 1.2174e-15-0.00969521j -5.5887e-15-0.0793759j 1.14318e-14+0.184885j 5.85322e-15+0.116146j -4.29585e-16+0.0967492j 1.52606e-15+0.0590729j -2.44319e-15-0.0360983j 4.09676e-15+0.0878342j -4.96602e-15-0.139714j 8.28147e-15+0.149307j 3.5801e-15-0.225571j 7.68524e-15+0.0762538j -7.45172e-15-0.0306663j -4.55455e-15-0.102538j -4.47125e-15-0.0913624j -1.79393e-15-0.0079423j 6.65552e-15+0.102754j -7.65094e-17+0.0553452j -2.35112e-15-0.050624j 3.64349e-15+0.0829905j 1.10548e-15+0.0766076j -1.36455e-16-0.0394567j -2.0683e-15-0.0535971j 1.86788e-15+0.0289893j 2.34099e-15+0.0731544j -2.3706e-15-0.0884539j -1.74407e-15-0.0596839j -3.73661e-15-0.103992j 9.40712e-16+0.0371563j -6.12249e-16-0.0216697j -1.72407e-15-0.0208476j 4.34573e-15+0.118848j -4.32844e-16+0.00781149j -1.7291e-15-0.0538238j 5.77069e-15-0.0562374j -3.57893e-14+0.0025763j 
4.12997e-14-0.0588903j 8.90021e-15+0.0156572j -1.52307e-16-0.0181847j 1.14019e-16-0.0530134j -3.92681e-16+0.0345403j 4.71409e-17+0.0338988j 3.40156e-16-0.0369906j -1.46576e-17+0.00493377j 4.06674e-16-0.035458j 3.21142e-16-0.0900971j 2.11661e-16+0.0681495j 4.71658e-17-0.0870011j -6.38063e-17+0.00671717j -1.45912e-16+0.123436j -1.08698e-15+0.0309108j 1.20739e-14-0.200785j 2.00241e-16+0.088834j 5.89103e-15+0.0531291j 3.9221e-16+0.0262888j 2.0873e-17+0.0625148j -8.41823e-16+0.11707j 2.97349e-16-0.0332636j -2.07143e-16+0.159149j -6.38878e-15-0.190559j -5.59251e-15+0.137365j 9.35764e-17+0.0542981j -1.48849e-15-0.0304282j 3.85711e-15+0.0811817j -8.68254e-16-0.0829603j 8.09166e-16+0.0732076j -2.11204e-15-0.0976979j 1.30063e-14-0.0408549j -2.96874e-15+0.116352j 5.44796e-15+0.0594608j -8.5355e-16+0.0987075j -1.5179e-15+0.00285463j 5.15139e-15-0.106039j -8.41932e-14+0.0881132j 1.06464e-13-0.121757j -2.00331e-13+0.0770505j -4.46425e-15+0.0845319j 2.48047e-15-0.026801j 1.77223e-15-0.193732j -4.9929e-16-0.0403745j -1.92469e-15+0.0119099j -4.77642e-16+0.0808142j 3.53021e-15-0.142777j 1.49503e-15-0.014377j 4.88252e-16-0.00807871j -3.57684e-16-0.0167034j 4.43337e-16-0.00894181j -4.8993e-15+0.077287j 1.48474e-15-0.110061j 5.54034e-15+0.0785023j 9.82684e-16-0.121964j -4.28215e-16+0.0765411j -7.09432e-16-0.000952159j 1.27701e-15-0.139677j 7.88957e-16+0.0399116j 4.08594e-16-0.0702435j 5.19668e-16-0.107284j -6.60744e-16-0.0298557j -3.09935e-16+0.0440459j -3.20096e-16+0.0322772j -3.87415e-16-0.0439549j -6.29688e-16-0.018711j -8.93639e-16+0.114206j -6.00162e-16+0.00405406j 2.09588e-16+0.00329718j -3.42948e-17+0.0159874j 3.51781e-16-0.0282776j 5.73283e-16+0.0118267j 4.95144e-16-0.0724199j 5.36151e-17+0.0542874j -3.52063e-16-0.0183725j -2.22298e-14+0.0137493j 9.98206e-14-0.0400591j 
1.27404e-14-0.0117465j 3.33212e-15-0.0242334j -8.20706e-16+0.00484834j 7.43484e-16-0.0428269j -1.35264e-16-0.0358729j 8.19274e-16+0.0431611j -5.83755e-16+0.0870786j -1.1176e-15-0.0440735j -1.49604e-15+0.0791909j -2.88922e-17-0.0186631j -3.27151e-16+0.0316179j -8.09191e-16-0.0635295j -7.17494e-16-0.0227713j -4.67909e-16-0.0348133j 2.13792e-16-0.0124193j -3.67293e-15+0.0587733j -2.08845e-15-0.0690965j -4.87319e-15-0.0646976j -2.43056e-16+0.0274561j -1.35604e-15-0.0193063j 1.49539e-15-0.0190544j -1.26448e-15+0.0314063j -1.95385e-15+0.0894639j -1.52566e-16+0.0195304j 9.73246e-16+0.0162553j 2.2746e-15+0.0864092j -5.85267e-15-0.0191007j 1.8579e-15+0.217966j -1.04496e-15-0.0929654j -3.2879e-15-0.00782363j 9.50959e-16+0.0434219j -6.45224e-15+0.026112j 5.64038e-15-0.0533579j -1.18905e-14-0.060822j 2.87042e-15+0.157757j 6.86787e-16+0.111381j -2.94716e-15-0.0581429j 4.68679e-14-0.0709886j -3.41261e-14+0.0992336j 1.82285e-14+0.0361712j 9.24744e-15+0.0150501j -2.02321e-15+0.0152546j 1.92542e-15+0.062254j -5.21153e-15-0.00994609j 5.74817e-17-0.171669j -3.4341e-15+0.0968585j -7.70149e-15+0.0915709j -1.74613e-16+0.169039j -2.10048e-15-0.00382127j 4.91178e-15-0.13852j -1.86283e-15-0.0465912j 1.20115e-14-0.12767j -8.83925e-15-0.124187j 1.12095e-14+0.10516j -2.77814e-16-0.0543585j 3.42464e-15+0.02532j 2.41639e-15-0.0061884j -4.75323e-15-0.0638508j -2.00019e-15+0.12458j -2.89629e-15+0.0427855j -1.24593e-15-0.114679j 1.72462e-15-0.0755212j 2.04781e-15-0.0943338j 3.90571e-16-0.0785118j -5.95998e-16-0.0320818j 9.29485e-16+0.0355359j 2.7444e-15-0.0865215j 1.65254e-15-0.0332021j 4.06086e-16-0.0345391j 1.04569e-15+0.0226202j -1.0375e-15-0.0224639j -3.68704e-16+0.0130849j -1.52336e-15+0.0592274j -7.51421e-16+0.0493724j 1.1133e-15-0.0602103j 1.28426e-14-0.0244192j -5.37864e-14+0.0179288j 
2.22946e-14-0.0327239j 4.17478e-15-0.00726713j -1.15287e-16-0.0050227j -4.5116e-15-0.0362448j 6.68949e-15+0.0480552j -2.6826e-15-0.0169271j -5.3513e-15-0.0237064j 6.47591e-15+0.027202j 5.597e-15+0.0513657j -7.34179e-15-0.0556989j 3.22655e-16-0.0116144j 9.91133e-16-0.00644273j -1.70954e-15-0.0181458j 1.38669e-14+0.100718j -4.22974e-15-0.0502499j -6.51837e-15-0.0830636j 1.44108e-14+0.0719795j -2.03718e-14-0.0890855j 3.81552e-16+0.0093674j -6.0021e-16-0.0245861j -1.93623e-15-0.0226622j -2.74164e-15-0.0318103j 2.07113e-14+0.161954j 4.14211e-15+0.0357487j -1.117e-14-0.0954693j -5.97079e-15-0.0353609j 1.9294e-14+0.150867j 4.698e-15+0.055286j -1.08158e-14-0.105864j 1.83029e-14+0.116547j -3.37984e-15-0.00172342j 2.15778e-15-0.0300583j -1.13478e-14-0.0663841j 7.62323e-14+0.357654j -1.20993e-14-0.0388722j -1.97419e-14-0.156514j 2.04578e-14+0.179931j 1.62029e-14+0.0683012j -6.43222e-14-0.00719809j 1.90221e-13-0.152022j -5.38282e-14-0.46329j 1.20017e-14+0.127674j -1.51778e-14-0.0981441j 2.89798e-14+0.221313j -3.74529e-15-0.0372593j 9.82811e-15+0.141229j 2.71038e-14+0.257645j 5.90944e-15+0.0701404j 3.48609e-15+0.00350095j -1.18614e-14-0.105469j 2.22143e-14+0.162673j -2.57271e-15-0.0459305j 5.11591e-14+0.363585j -2.67583e-14-0.109855j 2.31551e-15+0.00772715j -1.4082e-14-0.0957509j -1.11089e-14-0.0945679j 1.85917e-14+0.136905j 1.4932e-15+0.0314897j 3.34439e-15+0.0301127j 9.27328e-15+0.0564273j 2.7563e-15+0.0394963j -1.09288e-14-0.097167j -6.99511e-16-0.0134092j -3.27627e-15-0.037216j -1.38125e-14-0.0988769j 1.29626e-15+0.0174087j -6.9423e-15-0.0586127j 5.53413e-15+0.0523059j -8.01319e-15-0.0576073j 5.59151e-15+0.0274107j 1.95157e-15+0.00674352j -4.53123e-15-0.0333306j 5.62803e-15+0.0506497j -1.5805e-15-0.0136371j -1.72243e-14-0.000713289j 6.97931e-14-0.032154j 
-3.28129e-14+0.0534971j -6.67018e-15-0.0479367j -3.38006e-16+0.0263097j 6.37108e-16-0.0353166j -3.31096e-16+0.0389377j 4.06251e-16-0.0170676j -2.54761e-16-0.074394j -1.64137e-16+0.123138j -9.34736e-16+0.0137789j -1.58745e-15-0.00745081j 5.83834e-16+0.0677817j -1.34421e-15+0.077552j -1.38417e-15-0.0133967j 1.09033e-15+0.0327053j -9.63623e-16+0.0858806j -8.909e-15+0.109717j -1.94312e-16+0.202311j -1.41199e-15-0.0236891j 5.3096e-16+0.0213397j -1.82907e-15+0.0802098j 2.69115e-16+0.00474214j -2.73116e-15+0.0875287j -1.03542e-15+0.0953369j -1.82935e-15-0.0579j 3.06564e-16-0.0772859j 1.06584e-15-0.0566853j 1.19287e-15-0.0175761j 3.04247e-15+0.059905j 7.44365e-16-0.0195186j 1.20519e-15+0.209234j -4.4268e-15-0.0648772j -9.14254e-15+0.00665534j 3.68255e-16-0.230262j 8.65701e-15-0.014832j 8.55453e-18-0.120396j -3.22711e-16-0.0690449j 8.6111e-15+0.0113125j -5.24335e-15+0.0648099j -2.9855e-14-0.00985773j 1.24458e-13-0.0969686j -9.68846e-15+0.00414986j 5.40546e-15-0.0663096j -3.84424e-15-0.0689618j 6.28059e-15-0.066442j 2.24764e-15-0.0973147j 4.59005e-15-0.0884803j 1.3978e-15+0.0600614j -1.64851e-15-0.0207256j -1.18201e-15+0.14513j -2.00239e-15-0.090393j 4.72302e-15+0.0243029j -2.79891e-15+0.031826j 7.6685e-15+0.0831279j -8.36491e-15-0.0721839j -1.85019e-15+0.0197152j -1.27666e-15-0.0670947j -3.40436e-15+0.0651478j 2.7221e-15+0.0594185j 1.29175e-15+0.0247205j -5.57785e-15+0.0517231j 6.92709e-16+0.0357548j 5.12016e-15-0.10058j 1.03124e-15+0.00316143j 6.35782e-16-0.022388j -7.59523e-16+0.0895164j -2.33569e-15-0.0151205j 4.79266e-15-0.118542j -9.11862e-16+0.0116067j 3.87093e-15-0.0901491j -8.65298e-17-0.028676j -5.35579e-16+0.108949j -4.0668e-16+0.0294861j -1.86288e-15+0.00414785j 2.00485e-16-0.00512568j 5.86326e-16-0.0247346j 1.58455e-14-0.0529957j -6.739e-14+0.0171385j 
2.45971e-14-0.0275648j 5.27442e-15-0.0247173j 4.21731e-16+0.0156512j -9.085e-16+0.0552127j 5.60228e-16-0.0633633j -8.00059e-16-0.00234999j -2.12367e-16-0.0381641j 1.6085e-15+0.011276j 4.76511e-16-0.0631412j 2.1356e-16-0.00275456j 5.49697e-16+0.0616513j 1.1815e-15-0.00505093j 1.19216e-15-0.0304182j 1.14315e-15-0.0102529j 2.12534e-15+0.00716154j -3.71096e-15+0.0991236j 1.82334e-15-0.0525812j 1.12993e-14+0.103469j 2.38451e-15+0.106455j 2.19008e-15-0.0423059j -5.42565e-16+0.0795721j 1.80141e-15-0.0711832j 2.28521e-15-0.101639j -1.09768e-15+0.012214j 1.30923e-15-0.0384816j -1.63304e-15+0.0902157j -1.03533e-15-0.000452045j 2.01603e-15+0.159031j -1.91676e-15+0.0564316j 6.33033e-16+0.142283j -6.84405e-15-0.257222j 3.82544e-15-0.0367284j -4.47196e-15-0.194807j 8.61293e-15+0.121613j -3.61543e-15-0.0420691j -9.72774e-16+0.0517533j -7.83284e-15+0.38474j 2.11071e-16-0.0297372j 1.73459e-14-0.0105604j -6.89414e-14+0.0457642j 1.37246e-15-0.130308j -1.62503e-15+0.0293175j -1.33959e-15-0.0841638j 1.79721e-15+0.20753j -1.51945e-16+0.0250297j 3.40079e-16-0.0633088j 2.15195e-15+0.0164324j 1.3395e-15+0.0647429j 2.86691e-15+0.0403388j -2.05255e-16-0.158762j 7.19877e-16+0.113947j 3.0399e-15-0.0426393j 1.79381e-15+0.101486j -1.32206e-15+0.00235152j -3.14426e-16-0.191231j -8.78309e-16-0.00159315j 1.22279e-15+0.0166784j -7.00378e-16+0.0682263j -1.51067e-15+0.14832j 3.3583e-15-0.225169j -1.63459e-17-0.0734342j 2.10948e-15-0.109627j -1.69973e-15+0.211228j -1.23941e-15-0.0285285j 8.21309e-16+0.0209192j 6.06773e-16+0.000243709j -2.77678e-15+0.100387j 2.84034e-16-0.0367615j -1.44398e-15+0.100996j -9.18799e-16+0.022868j 5.71644e-16+0.0426626j 3.2655e-17-0.0663336j 1.14972e-15-0.0292208j 6.50283e-16-0.0391773j -6.6836e-16+0.019047j -9.27999e-15-0.0183576j 3.83717e-14-0.0208017j 
2.89026e-14-0.0515799j 7.93766e-15+0.0452882j 1.72209e-16-0.0232239j 1.14261e-15-0.010644j -2.99653e-16+0.000759326j -2.07448e-15-0.0649912j 2.36866e-16+0.0312901j 1.72796e-16+0.00395577j 4.27547e-16+0.0477223j -8.86824e-17+0.000637205j -6.83594e-16+0.00714591j 6.10719e-16+0.022224j 1.35401e-15+0.0693311j 1.5856e-15+0.0681616j 5.57585e-16+0.0269295j -2.56022e-15+0.0658082j -2.84076e-15-0.0531156j 8.16082e-16+0.000696637j -2.65087e-15-0.0611923j 5.4232e-16+0.0115066j 2.46951e-15+0.064935j -2.17841e-16+0.0250016j -1.34664e-15-0.00678833j 4.25223e-16+0.00420699j 9.18643e-16-0.00840622j 1.578e-16-0.072647j 3.93919e-15+0.0773282j -4.0719e-15-0.11286j -1.54625e-15-0.148877j -6.70026e-16-0.0637777j -8.01369e-16+0.0159577j -9.98906e-15+0.0315517j -1.2448e-15-0.0360452j -1.55249e-14-0.157961j 5.70503e-15+0.0207118j 6.95148e-16-0.0266361j 5.36374e-15-0.0531954j -2.47201e-14-0.0402919j 6.66895e-14-0.0392147j -1.9274e-13+0.12384j -2.66173e-15-0.0552091j 1.55939e-15-0.0222169j -8.48181e-16+0.0859636j 8.13679e-16-0.093119j -1.45526e-15-0.138673j 2.98616e-15+0.117033j 1.13307e-15+0.0805197j 7.1594e-15+0.148638j 3.23641e-15+0.0791616j -3.19045e-15+0.0364488j 4.8085e-16-0.0452705j -2.30797e-15+0.0753919j 4.18799e-15+0.133216j 6.6368e-15+0.0391323j -7.60891e-15-0.0520015j 2.69024e-15+0.084265j 1.00997e-15+0.0138397j -1.57346e-15-0.106343j -8.88047e-17-0.126114j -2.73227e-15+0.0596109j -3.61784e-15-0.055753j 3.56959e-15-0.139682j -1.27723e-15-0.11619j -3.19068e-15-0.0364871j 7.67706e-17-0.0257483j 2.13748e-15+0.0368813j 6.48901e-16-0.0623612j 2.02458e-16-0.0197906j 1.74953e-15-0.0107529j -1.99992e-15-0.0616936j 1.69751e-17-0.0360201j -2.80308e-15-0.0420718j 8.09755e-17+0.0214148j 6.37732e-16+0.0505075j 2.08334e-16-0.0172665j -3.72118e-14+0.0257991j 1.66488e-13-0.0672144j 
-1.03517e-14+0.0201866j -2.56196e-15-0.0263132j -3.63735e-16-0.0214482j -4.2571e-16-0.00390084j 1.05543e-17-0.0279403j 1.22706e-15+0.0644587j -4.43858e-16-0.0268919j -6.14332e-16-0.0233244j -1.08239e-15-0.0248536j -5.59069e-16-0.0121351j 7.63314e-16+0.0452153j -1.12067e-15-0.0651447j -1.53454e-15-0.0629055j -6.42501e-16-0.0420931j -3.04619e-16-0.0258736j -1.88234e-15+0.011972j 1.29642e-15+0.00298834j 1.07279e-15-0.00161669j 3.95248e-15+0.101028j 9.30532e-17-0.0259724j -1.10694e-15+0.0638227j -1.14716e-16+0.000104954j 3.16063e-16+0.0306814j -7.26461e-16-0.00647897j 1.77973e-15-0.0563197j -6.30617e-16-0.0517418j -4.40096e-16+0.0295623j 2.17257e-15+0.0215745j 3.16611e-15+0.0564195j 2.11904e-15-0.0215358j -4.05932e-16-0.0261285j -1.21606e-14+0.0510414j 1.44689e-15+0.105745j 2.17304e-14+0.171735j -4.87834e-15-0.21342j -6.19759e-16-0.0530922j 2.50583e-15-0.0991447j -1.26181e-14+0.077053j -6.63444e-14-0.121878j 2.67916e-13-0.236737j -1.95172e-15-0.0990839j 9.43956e-16-0.0767114j -2.58769e-15+0.133483j -2.30118e-15-0.135147j 2.66892e-15-0.00849594j -3.7867e-16-0.0880744j -8.44965e-17-0.0685181j -6.33669e-15-0.183374j -1.95675e-15-0.118907j 9.81932e-16+0.207275j 7.53741e-16-0.0474626j 3.93853e-16-0.0961106j 3.49041e-15+0.0486774j -1.66712e-14-0.171211j 4.11683e-15+0.336551j -2.08389e-15-0.0572229j -3.31785e-15-0.0758373j 3.39261e-15+0.0609678j 7.65474e-16-0.0150796j -1.40325e-15+0.0149837j 2.59413e-15+0.192639j 5.04634e-15-0.121392j 1.20056e-15+0.0428275j 4.53312e-15+0.155516j 2.22287e-16-0.0164575j -2.98553e-15-0.140548j 1.60534e-15-0.00434927j -8.76491e-16-0.0942362j 9.912e-16-0.00719814j 1.28298e-15+0.0602887j -2.05889e-16-0.0105897j 1.02688e-15+0.0614525j -1.51139e-15-0.0303412j -3.68766e-16-0.0490365j 3.76914e-16+0.025313j 5.53808e-15+0.0207767j -2.19042e-14+0.0143208j 
