-0.0590704-0j -0.0730959-0j -0.0426393-0j -0.00736065-0j -0.00858742-0j -0.0052587-0j -0.00751399-0j -0.00309936-0j 0.443672-0j -0.000669824-0j 0.501181-0j -0.000756647-0j 0.409213-0j 0.413454-0j -0.0006178-0j 0.358061-0j -0.000624202-0j -0.000540575-0j 0.295385-0j -0.000445951-0j 0.0943771-0j -0.000142484-0j -0.00344811-0j 0.0582756-0j -5.07954e-05-0j -0.00381636-0j 0.0644993-0j -0.00301709-0j -5.62202e-05-0j -0.0020114-0j -0.00304836-0j 0.0509912-0j -0.00351994-0j 0.0339941-0j 0.0515196-0j -4.4446e-05-0j -0.00124449-0j -2.96307e-05-0j -0.0020533-0j -4.49066e-05-0j -0.00217785-0j 0.0594897-0j 0.0210328-0j -5.18537e-05-0j -0.00127041-0j 0.0347023-0j 0.0368074-0j -1.8333e-05-0j -3.0248e-05-0j -0.000331419-0j 0.021471-0j -3.20828e-05-0j 0.00560123-0j -1.8715e-05-0j -4.88226e-06-0j 
0.00113273-0j -0.0041079-0j 0.000978911-0j -0.00665523-0j 0.0227552-0j -0.00475473-0j -0.0321105-0j 0.0389882-0j 8.89892e-05-0j -0.00122411-0j -0.000294605-0j 0.00405249-0j 8.20775e-05-0j 0.00039195-0j -0.00112903-0j -0.000210476-0j -0.00539154-0j 0.00289524-0j 7.09318e-05-0j -0.000975714-0j -0.000352445-0j 0.00484811-0j 6.61206e-05-0j -0.000551129-0j -0.00013973-0j -0.000214475-0j 0.00178769-0j 5.78555e-05-0j 0.000453241-0j 3.85704e-05-0j 0.000276281-0j -0.000482238-0j -0.000197816-0j -0.000321492-0j -0.00230286-0j -0.000122264-0j 2.38642e-05-0j -8.15093e-05-0j 4.71395e-05-0j -0.000583856-0j 0.000197385-0j 0.00164884-0j -0.000198913-0j 0.000418038-0j -0.000338934-0j -0.000392918-0j -0.00164524-0j -5.04313e-05-0j -9.96183e-05-0j 0.000199833-0j 0.00282508-0j -0.000417127-0j -0.00166565-0j 0.000716256-0j -0.0004223-0j 
-0.00325298-0j 3.54636e-05-0j -0.00232594-0j 0.000206116-0j -8.19349e-06-0j 0.000147256-0j -0.000203119-0j -0.000254354-0j 0.00012995-0j 1.87567e-05-0j 2.54333e-06-0j 3.67098e-07-0j -0.000235711-0j 0.000229901-0j -3.4022e-05-0j 1.81704e-06-0j 3.31834e-05-0j 2.62268e-07-0j -0.000168538-0j -2.43263e-05-0j -0.000108176-0j -1.56139e-05-0j -0.0279747-0j 1.70687e-05-0j 1.42239e-06-0j -0.000536448-0j 3.27313e-07-0j -0.0244778-0j 2.72761e-08-0j 0.0805028-0j 0.0238745-0j 1.49351e-05-0j 0.000973041-0j -4.91187e-05-0j -1.4567e-05-0j 1.24459e-06-0j -0.0100966-0j -4.09323e-06-0j -0.0638186-0j -1.21392e-06-0j 0.0170568-0j -5.937e-07-0j 6.16042e-06-0j -4.9475e-08-0j 0.0302065-0j 3.89389e-05-0j -1.04072e-05-0j 5.13369e-07-0j 3.2449e-06-0j 0.0131646-0j -1.84305e-05-0j -8.67264e-07-0j -8.03235e-06-0j -1.53587e-06-0j -6.69362e-07-0j 
0.0015194-0j -0.00553344-0j 0.00109676-0j 0.000189329-0j 0.000220884-0j 0.00012008-0j -0.000568817-0j 7.97213e-05-0j -0.0114121-0j 1.72291e-05-0j -0.0128913-0j 1.94623e-05-0j 0.0309778-0j -0.0106348-0j -4.6768e-05-0j -0.00817617-0j 1.60556e-05-0j 1.23438e-05-0j 0.022361-0j -3.3759e-05-0j -0.00242755-0j 3.66494e-06-0j 8.86916e-05-0j -0.00149895-0j 1.30655e-06-0j 9.81636e-05-0j -0.00165904-0j -0.000228397-0j 1.44609e-06-0j 5.17368e-05-0j 7.84094e-05-0j 0.00386008-0j -0.000266463-0j -0.00087439-0j -0.00132518-0j -3.36461e-06-0j 0.000399889-0j 7.62155e-07-0j 5.28146e-05-0j 1.15508e-06-0j 4.97303e-05-0j 0.00450343-0j -0.00675843-0j -3.92537e-06-0j -9.61717e-05-0j -0.000892607-0j -0.00084048-0j 5.89093e-06-0j 7.78033e-07-0j 8.5247e-06-0j 0.00162537-0j 7.32597e-07-0j -0.000144074-0j -1.41674e-06-0j 1.25581e-07-0j 
0.000125318-0j 0.000155073-0j 9.04593e-05-0j -4.63458e-05-0j 1.82182e-05-0j 1.11563e-05-0j 1.59409e-05-0j 6.5753e-06-0j -0.00284344-0j 1.42103e-06-0j 0.00953299-0j -4.76418e-06-0j -0.0026226-0j -0.00264977-0j 1.31066e-06-0j -0.00229477-0j 1.32424e-06-0j 1.14683e-06-0j -0.00189309-0j 9.46086e-07-0j -0.000604851-0j 3.02279e-07-0j 7.31516e-06-0j -0.000373481-0j 1.07763e-07-0j 8.0964e-06-0j -0.000413368-0j -1.89969e-05-0j 1.19271e-07-0j 4.26718e-06-0j -1.91938e-05-0j 0.000969904-0j 7.46756e-06-0j -0.000217864-0j 0.000979956-0j -2.79851e-07-0j 2.64018e-06-0j 6.28615e-08-0j 4.35608e-06-0j -2.82752e-07-0j 4.62032e-06-0j -0.000381262-0j -0.000134797-0j 1.10008e-07-0j 2.69519e-06-0j -0.000222403-0j -0.000235894-0j 3.88935e-08-0j 6.41711e-08-0j 7.03105e-07-0j -0.000137605-0j 6.80637e-08-0j -3.58976e-05-0j 3.97038e-08-0j 1.03577e-08-0j 
0.000704292-0j -7.67809e-06-0j 0.000503581-0j 0.00425289-0j -0.00016906-0j 0.00303841-0j -0.00419105-0j -0.00524821-0j -2.8135e-05-0j -0.0180527-0j -5.50648e-07-0j -0.00035332-0j 5.10329e-05-0j -4.97751e-05-0j 0.032745-0j -3.93402e-07-0j -0.0319379-0j -0.000252424-0j 3.64895e-05-0j 0.0234132-0j 2.34208e-05-0j 0.0150278-0j -2.09048e-05-0j 0.000352187-0j -0.00419537-0j -4.00875e-07-0j 6.75361e-06-0j -1.82917e-05-0j -8.04512e-05-0j 6.01579e-05-0j 1.78409e-05-0j 0.000308164-0j 7.27131e-07-0j -0.00101349-0j -0.000300568-0j -0.00367095-0j -7.54495e-06-0j 0.012073-0j -4.76902e-05-0j 0.00358047-0j 1.27461e-05-0j -1.22501e-05-0j 0.000127111-0j 0.000145927-0j 2.25726e-05-0j 0.000803445-0j -0.000214736-0j -0.00151419-0j -0.00957089-0j 9.83758e-06-0j -0.000380285-0j 0.00255801-0j -0.000165736-0j 0.00453008-0j 0.00197429-0j 
-2.95377e-05-0j -3.65511e-05-0j -2.13215e-05-0j -0.00156706-0j 0.000615998-0j 0.00037722-0j 0.000538998-0j 0.000222325-0j -2.32054e-06-0j -0.00456297-0j 7.77987e-06-0j 0.0152979-0j -2.1403e-06-0j -2.16248e-06-0j -0.00420857-0j -1.87276e-06-0j -0.00425218-0j -0.0036825-0j -1.54495e-06-0j -0.00303791-0j -4.9362e-07-0j -0.000970626-0j 0.000248912-0j 4.37243e-05-0j 0.0159647-0j 0.000275495-0j 4.83939e-05-0j -0.000646406-0j 0.0176697-0j 0.000145198-0j -0.000653104-0j -0.000113549-0j 0.000254097-0j 2.55058e-05-0j -0.000114725-0j -0.0414591-0j 8.9837e-05-0j 0.00931274-0j 0.000148223-0j -0.0418888-0j 0.000157215-0j 4.46352e-05-0j 1.57809e-05-0j 0.0162973-0j 9.17086e-05-0j 2.60372e-05-0j 2.76166e-05-0j 0.00576196-0j 0.00950675-0j 2.39244e-05-0j 1.61097e-05-0j 0.0100834-0j 4.20261e-06-0j 0.005882-0j 0.00153446-0j 
0.00101293-0j -0.00368896-0j 0.000731174-0j 0.000126219-0j 0.000147256-0j 8.00534e-05-0j -0.000379211-0j 5.31475e-05-0j 7.95778e-05-0j 1.14861e-05-0j 8.98927e-05-0j 1.29749e-05-0j -0.000216012-0j 7.41577e-05-0j -3.11787e-05-0j 5.70135e-05-0j 1.07037e-05-0j 8.22919e-06-0j -0.000155926-0j -2.2506e-05-0j 1.69276e-05-0j 2.44329e-06-0j -0.0171309-0j 1.04524e-05-0j 8.71034e-07-0j -0.0189604-0j 1.15687e-05-0j 0.0441152-0j 9.64058e-07-0j -0.00999303-0j -0.0151449-0j -2.69168e-05-0j 0.0514678-0j 6.09724e-06-0j 9.24064e-06-0j -2.24307e-06-0j -0.0772392-0j 5.08103e-07-0j -0.0102012-0j 7.70053e-07-0j -0.00960548-0j -3.1403e-05-0j 4.71274e-05-0j -2.61692e-06-0j 0.0185757-0j 6.22426e-06-0j 5.86077e-06-0j 3.92728e-06-0j 5.18689e-07-0j -0.00164656-0j -1.13339e-05-0j 4.88398e-07-0j 1.00465e-06-0j -9.44495e-07-0j 8.37205e-08-0j 
-0.000219306-0j 0.000798683-0j -0.000158304-0j 0.00260435-0j 0.00303841-0j 0.00165178-0j -0.00782445-0j 0.00109662-0j -1.72291e-05-0j -0.0110549-0j -1.94623e-05-0j -0.0124879-0j 4.6768e-05-0j -1.60556e-05-0j 0.0300084-0j -1.23438e-05-0j -0.010302-0j -0.00792031-0j 3.3759e-05-0j 0.0216612-0j -3.66494e-06-0j -0.00235159-0j -1.28015e-05-0j 0.00021567-0j -0.00256913-0j -1.41687e-05-0j 0.000238703-0j 3.29663e-05-0j -0.0028435-0j -7.46756e-06-0j -1.13174e-05-0j -0.000555389-0j 3.84607e-05-0j 0.000125807-0j 0.000190667-0j 0.00661597-0j -5.77191e-05-0j -0.00149866-0j -7.62314e-06-0j -0.00227128-0j -7.17795e-06-0j -0.000647954-0j 0.000972404-0j 0.00771863-0j 1.38812e-05-0j 0.000128428-0j 0.000120928-0j -0.0115836-0j -0.00152988-0j -1.23043e-06-0j -0.000233859-0j -0.00144054-0j 2.07294e-05-0j 0.0027858-0j -0.000246935-0j 
-0.00217102-0j -0.00251958-0j -0.00140704-0j -0.000270527-0j 0.000304678-0j 0.000568817-0j -0.00026814-0j -0.000538389-0j 0.0163063-0j -2.46181e-05-0j -0.0177817-0j 2.68455e-05-0j -0.0146117-0j -0.0151866-0j 2.20597e-05-0j 0.0373883-0j 2.29276e-05-0j -5.64461e-05-0j -0.00946983-0j 1.42969e-05-0j 0.0363731-0j -5.49134e-05-0j -0.000126729-0j 0.00214181-0j -1.86689e-06-0j 0.000135403-0j -0.00228841-0j 0.000107731-0j 1.99467e-06-0j -7.39251e-05-0j 0.000111969-0j -0.00182073-0j -0.000121331-0j 0.00124939-0j -0.00189237-0j 1.58703e-06-0j 0.000224788-0j -1.08902e-06-0j -6.77561e-05-0j 1.64947e-06-0j -0.00023543-0j 0.00205058-0j -0.00379908-0j -1.78737e-06-0j 0.000214401-0j 0.00114513-0j 0.00397894-0j 3.31144e-06-0j -9.98142e-07-0j -0.000221413-0j -0.00362353-0j -3.46821e-06-0j 0.00374204-0j 3.15842e-06-0j -3.26172e-06-0j 
-3.13295e-05-0j -3.87683e-05-0j -2.26148e-05-0j -0.00110421-0j 0.000434058-0j 0.000265805-0j 0.000379801-0j 0.00015666-0j 0.000473087-0j -0.00157928-0j -0.00158608-0j 0.00529472-0j 0.000436343-0j 0.000440865-0j -0.00145662-0j 0.0003818-0j -0.00147171-0j -0.00127454-0j 0.000314969-0j -0.00105144-0j 0.000100634-0j -0.000335941-0j -1.82879e-06-0j -0.00592199-0j -0.000367018-0j -2.0241e-06-0j -0.00655444-0j 4.74924e-06-0j -0.000406215-0j -1.06679e-06-0j 4.79845e-06-0j 0.015379-0j -1.86689e-06-0j -0.00345449-0j 0.0155384-0j 0.00095312-0j -6.60045e-07-0j -0.000214094-0j -1.08902e-06-0j 0.000962997-0j -1.15508e-06-0j -0.00604536-0j -0.00213736-0j -0.000374664-0j -6.73796e-07-0j -0.00352646-0j -0.00374038-0j -0.000132464-0j -0.000218554-0j -1.75776e-07-0j -0.00218189-0j -0.000231812-0j -0.000569199-0j -0.000135224-0j -3.52764e-05-0j 
0.000813246-0j -8.86589e-06-0j 0.000581485-0j 0.00242964-0j -9.65829e-05-0j 0.00173582-0j -0.00239431-0j -0.00299826-0j 0.00310597-0j 0.000446887-0j 6.07889e-05-0j 8.74631e-06-0j -0.00563379-0j 0.00549493-0j -0.000810591-0j 4.34297e-05-0j 0.000790612-0j 6.24867e-06-0j -0.00402826-0j -0.000579587-0j -0.00258555-0j -0.000372009-0j 0.00348476-0j -0.0192359-0j 5.10117e-05-0j 6.68245e-05-0j -0.000368872-0j 0.00304917-0j 9.7821e-07-0j -0.0100281-0j -0.00297401-0j -0.0168314-0j -0.00012121-0j 0.0553553-0j 0.0164166-0j 4.46352e-05-0j 0.00125772-0j -0.000146796-0j 0.00794979-0j -4.3535e-05-0j -0.00212474-0j 0.000669082-0j -0.00694261-0j -1.77433e-06-0j -0.00376278-0j -0.0438829-0j 0.0117286-0j 1.84111e-05-0j 0.000116373-0j -0.00163989-0j 0.0207706-0j -3.11029e-05-0j 0.00905221-0j -5.50814e-05-0j -2.40055e-05-0j 
-0.00144735-0j -0.00167972-0j -0.000938026-0j -0.000180351-0j 0.000203119-0j 0.000379211-0j -0.00017876-0j -0.000358926-0j -0.000113706-0j -1.64121e-05-0j 0.000123994-0j 1.7897e-05-0j 0.000101889-0j 0.000105898-0j 1.47064e-05-0j -0.000260713-0j 1.52851e-05-0j -3.76307e-05-0j 6.60344e-05-0j 9.53124e-06-0j -0.000253634-0j -3.66089e-05-0j 0.0244778-0j -1.49351e-05-0j -1.24459e-06-0j -0.0261532-0j 1.59574e-05-0j -0.0208084-0j 1.32978e-06-0j 0.0142787-0j -0.0216271-0j 1.26962e-05-0j 0.0234352-0j -8.71215e-06-0j 1.31957e-05-0j 1.05802e-06-0j -0.0434181-0j -7.26013e-07-0j 0.0130872-0j 1.09964e-06-0j 0.0454737-0j -1.4299e-05-0j 2.64915e-05-0j -1.19158e-06-0j -0.0414118-0j -7.98514e-06-0j -2.77457e-05-0j 2.20762e-06-0j -6.65428e-07-0j 0.0427662-0j 2.52674e-05-0j -2.31214e-06-0j -2.60937e-05-0j 2.10561e-06-0j -2.17448e-06-0j 
0.000895501-0j -0.00324758-0j 0.000773897-0j 0.000111587-0j -0.000381531-0j 7.97213e-05-0j 0.000538389-0j -0.000653705-0j -0.00672602-0j 1.01545e-05-0j 0.022267-0j -3.36171e-05-0j -0.00620362-0j -0.0296246-0j 9.36577e-06-0j 0.0159083-0j 4.4725e-05-0j -2.40172e-05-0j -0.0053612-0j 8.09395e-06-0j 0.0266386-0j -4.0217e-05-0j 5.22729e-05-0j -0.000883452-0j 7.70053e-07-0j -0.000169557-0j 0.00286564-0j 4.57388e-05-0j -2.49781e-06-0j 3.04925e-05-0j 0.00021842-0j -0.00077302-0j -0.000156388-0j -0.000515347-0j -0.00369146-0j 6.73796e-07-0j 1.88663e-05-0j 4.49198e-07-0j 3.72671e-05-0j 3.21763e-06-0j 0.000156047-0j 0.00264307-0j -0.000318855-0j -2.30381e-06-0j -0.000267951-0j -0.000629842-0j -0.0026373-0j 2.77927e-07-0j 5.48996e-07-0j 0.000157982-0j 0.00452857-0j 2.29878e-06-0j -0.00267001-0j -3.94728e-06-0j 2.32729e-06-0j 
0.00031336-0j 0.000363671-0j 0.000203089-0j -0.00372127-0j 0.00419105-0j 0.00782445-0j -0.00368844-0j -0.0074059-0j 2.46181e-05-0j 0.0157961-0j -2.68455e-05-0j -0.0172253-0j -2.20597e-05-0j -2.29276e-05-0j -0.0141545-0j 5.64461e-05-0j -0.0147114-0j 0.0362183-0j -1.42969e-05-0j -0.0091735-0j 5.49134e-05-0j 0.0352349-0j 1.82917e-05-0j -0.000308164-0j 0.00367095-0j -1.95437e-05-0j 0.000329256-0j -1.55496e-05-0j -0.0039222-0j 1.06702e-05-0j -1.61614e-05-0j 0.000261967-0j 1.75126e-05-0j -0.000179762-0j 0.000272274-0j -0.00312064-0j -3.24453e-05-0j 0.00214139-0j 9.77975e-06-0j -0.00324342-0j 3.39814e-05-0j -0.000295038-0j 0.000546612-0j 0.00351459-0j -3.09461e-05-0j -0.000164761-0j -0.000572491-0j -0.00651142-0j 0.00196269-0j 3.19582e-05-0j 0.000521354-0j 0.0068197-0j -0.000538405-0j -0.00621054-0j 0.00641365-0j 
2.61079e-06-0j 3.23069e-06-0j 1.88457e-06-0j 0.000185001-0j -7.27226e-05-0j -4.45333e-05-0j -6.36323e-05-0j -2.6247e-05-0j -1.96094e-05-0j 0.000812299-0j 6.57429e-05-0j -0.00272333-0j -1.80864e-05-0j -1.82738e-05-0j 0.000749209-0j -1.58256e-05-0j 0.000756973-0j 0.000655558-0j -1.30554e-05-0j 0.000540807-0j -4.17127e-06-0j 0.000172791-0j 1.52399e-07-0j 0.000493507-0j -0.00582917-0j 1.68675e-07-0j 0.000546212-0j -3.9577e-07-0j -0.00645171-0j 8.88995e-08-0j -3.99871e-07-0j -0.0012816-0j 1.55574e-07-0j 0.000287879-0j -0.00129488-0j 0.0151379-0j 5.50038e-08-0j -0.00340035-0j 9.07516e-08-0j 0.0152948-0j 9.62566e-08-0j 0.000503789-0j 0.000178116-0j -0.00595061-0j 5.61497e-08-0j 0.000293877-0j 0.000311703-0j -0.00210386-0j -0.00347119-0j 1.4648e-08-0j 0.000181827-0j -0.00368175-0j 4.7434e-05-0j -0.00214769-0j -0.000560277-0j 
0.000287526-0j -3.13457e-06-0j 0.000205586-0j -1.82182e-05-0j 7.24209e-07-0j -1.30157e-05-0j 1.79533e-05-0j 2.24819e-05-0j 0.00331735-0j -1.65787e-06-0j 6.4926e-05-0j -3.24472e-08-0j -0.00601721-0j 0.0058689-0j 3.00715e-06-0j 4.63853e-05-0j -2.93303e-06-0j -2.31814e-08-0j -0.00430241-0j 2.15016e-06-0j -0.00276151-0j 1.38008e-06-0j -8.53436e-06-0j 0.000435728-0j -1.25723e-07-0j -1.63656e-07-0j 8.35561e-06-0j -7.46756e-06-0j -2.41089e-09-0j 2.45594e-05-0j 7.2835e-06-0j 0.000381262-0j 2.9685e-07-0j -0.0012539-0j -0.000371865-0j -1.10008e-07-0j -3.08021e-06-0j 3.61793e-07-0j -1.94694e-05-0j 1.07296e-07-0j 5.20359e-06-0j -1.51559e-05-0j 0.000157263-0j 4.37301e-09-0j 9.21523e-06-0j 0.000994027-0j -0.000265673-0j -4.53758e-08-0j -2.86812e-07-0j 4.01617e-06-0j -0.000470491-0j 7.6656e-08-0j -0.000205049-0j 1.35753e-07-0j 5.91638e-08-0j 
-0.000253233-0j 0.000922239-0j -0.000182793-0j 0.00148784-0j 0.00173582-0j 0.00094365-0j -0.00447005-0j 0.00062649-0j 0.00190201-0j 0.000273661-0j 0.00214855-0j 0.000309134-0j -0.00516297-0j 0.00177246-0j -0.000742849-0j 0.00136269-0j 0.000255022-0j 0.000196065-0j -0.00372683-0j -0.000536216-0j 0.000404592-0j 5.82127e-05-0j 0.00213397-0j -0.0117795-0j 3.12381e-05-0j 0.00236188-0j -0.0130376-0j -0.00549537-0j 3.45743e-05-0j 0.00124482-0j 0.00188658-0j 0.0303345-0j -0.00641126-0j -0.0068714-0j -0.0104139-0j -8.04439e-05-0j 0.00962158-0j 1.82222e-05-0j 0.00127075-0j 2.76166e-05-0j 0.00119654-0j 0.0353902-0j -0.0531112-0j -9.38512e-05-0j -0.00231395-0j -0.00701456-0j -0.00660491-0j 0.000140845-0j 1.86019e-05-0j 0.000205109-0j 0.012773-0j 1.75155e-05-0j -0.0011322-0j -3.38727e-05-0j 3.00249e-06-0j 
-6.77705e-05-0j 7.38825e-07-0j -4.84571e-05-0j -0.000615998-0j 2.44871e-05-0j -0.00044009-0j 0.000607041-0j 0.000760163-0j 2.70729e-06-0j 0.00532347-0j 5.29861e-08-0j 0.000104189-0j -4.91065e-06-0j 4.78961e-06-0j -0.00965602-0j 3.78551e-08-0j 0.00941802-0j 7.44361e-05-0j -3.5112e-06-0j -0.00690423-0j -2.25367e-06-0j -0.00443149-0j -0.000290397-0j -5.10117e-05-0j -0.0186255-0j -5.56871e-06-0j -9.7821e-07-0j -0.000254097-0j -0.000357166-0j 0.000835677-0j 0.000247834-0j -4.46352e-05-0j 1.01009e-05-0j 0.000146796-0j 4.3535e-05-0j -0.0162973-0j -0.00010481-0j 0.0535986-0j -0.000662483-0j 0.0158956-0j 0.000177061-0j 1.77433e-06-0j -1.84111e-05-0j 0.000647848-0j 0.000313565-0j -0.000116373-0j 3.11029e-05-0j -0.00672229-0j -0.0424903-0j 0.000136658-0j 5.50814e-05-0j 0.0113564-0j 2.40055e-05-0j 0.0201114-0j 0.00876494-0j 
0.000597001-0j -0.00216505-0j 0.000515931-0j 7.4391e-05-0j -0.000254354-0j 5.31475e-05-0j 0.000358926-0j -0.000435803-0j 4.69014e-05-0j 6.76964e-06-0j -0.000155271-0j -2.24114e-05-0j 4.32587e-05-0j 0.000206576-0j 6.24385e-06-0j -0.000110931-0j 2.98167e-05-0j -1.60115e-05-0j 3.73843e-05-0j 5.39597e-06-0j -0.000185755-0j -2.68114e-05-0j -0.0100966-0j 6.16042e-06-0j 5.13369e-07-0j 0.0327502-0j -1.99825e-05-0j -0.00883452-0j -1.66521e-06-0j -0.00588968-0j -0.0421881-0j 5.39037e-06-0j 0.0302065-0j 3.59358e-06-0j 2.5741e-05-0j 4.49198e-07-0j -0.00364405-0j 2.99465e-07-0j -0.00719819-0j 2.14508e-06-0j -0.0301406-0j -1.84305e-05-0j 2.22341e-06-0j -1.53587e-06-0j 0.051755-0j 4.39197e-06-0j 1.83903e-05-0j 1.85285e-07-0j 3.65997e-07-0j -0.0305144-0j -3.15783e-05-0j 1.53252e-06-0j 1.86183e-05-0j -2.63152e-06-0j 1.55153e-06-0j 
-0.000129254-0j 0.000468748-0j -0.000111702-0j 0.00153495-0j -0.00524821-0j 0.00109662-0j 0.0074059-0j -0.00899215-0j -1.01545e-05-0j -0.00651555-0j 3.36171e-05-0j 0.0215702-0j -9.36577e-06-0j -4.4725e-05-0j -0.00600949-0j 2.40172e-05-0j -0.0286975-0j 0.0154105-0j -8.09395e-06-0j -0.00519343-0j 4.0217e-05-0j 0.025805-0j -7.54495e-06-0j 0.000127111-0j -0.00151419-0j 2.44734e-05-0j -0.000412309-0j -6.60183e-06-0j 0.00491155-0j -4.40122e-06-0j -3.15262e-05-0j 0.000111222-0j 2.25726e-05-0j 7.41481e-05-0j 0.000531127-0j -0.00132491-0j -2.72312e-06-0j -0.000883277-0j -5.37904e-06-0j -0.00632696-0j -2.25234e-05-0j -0.000380285-0j 4.58768e-05-0j 0.00453008-0j 3.86753e-05-0j 9.06217e-05-0j 0.000379456-0j -0.000546499-0j -0.00107951-0j -2.28027e-05-0j -0.000651571-0j -0.0045202-0j 0.000384162-0j 0.00776172-0j -0.00457626-0j 
-9.72984e-08-0j -1.20401e-07-0j -7.02337e-08-0j -1.03599e-05-0j 4.07239e-06-0j 2.49382e-06-0j 3.56334e-06-0j 1.4698e-06-0j -7.64394e-09-0j -7.61049e-05-0j 2.56272e-08-0j 0.000255151-0j -7.05024e-09-0j -7.1233e-09-0j -7.01939e-05-0j -6.16896e-09-0j -7.09213e-05-0j -6.14196e-05-0j -5.08913e-09-0j -5.06686e-05-0j -1.626e-09-0j -1.61889e-05-0j -5.67958e-09-0j 2.89063e-07-0j 0.00110349-0j -6.28615e-09-0j 3.19934e-07-0j 1.47495e-08-0j 0.00122134-0j -3.31309e-09-0j 1.49023e-08-0j -7.50676e-07-0j -5.79791e-09-0j 1.6862e-07-0j -7.58455e-07-0j -0.00286569-0j -2.04987e-09-0j 0.000643703-0j -3.38211e-09-0j -0.00289539-0j -3.58727e-09-0j 2.95085e-07-0j 1.04328e-07-0j 0.00112648-0j -2.09258e-09-0j 1.72133e-07-0j 1.82575e-07-0j 0.000398271-0j 0.000657114-0j -5.459e-10-0j 1.06502e-07-0j 0.000696975-0j 2.77836e-08-0j 0.000406568-0j 0.000106063-0j 
-8.95315e-05-0j 0.000326061-0j -6.46272e-05-0j -1.11563e-05-0j -1.30157e-05-0j -7.07578e-06-0j 3.35178e-05-0j -4.69762e-06-0j 0.00203145-0j -1.01523e-06-0j 0.00229477-0j -1.14683e-06-0j -0.00551434-0j 0.00189309-0j 2.75583e-06-0j 0.00145543-0j -9.46086e-07-0j -7.27364e-07-0j -0.00398046-0j 1.98927e-06-0j 0.000432127-0j -2.15959e-07-0j -5.2262e-06-0j 0.000266828-0j -7.69893e-08-0j -5.78435e-06-0j 0.000295325-0j 1.34584e-05-0j -8.52115e-08-0j -3.04862e-06-0j -4.62032e-06-0j -0.000687131-0j 1.57015e-05-0j 0.00015565-0j 0.000235894-0j 1.98261e-07-0j -2.35637e-05-0j -4.49104e-08-0j -3.11213e-06-0j -6.80637e-08-0j -2.93039e-06-0j -0.000801652-0j 0.00120306-0j 2.31305e-07-0j 5.66697e-06-0j 0.000158892-0j 0.000149613-0j -3.47126e-07-0j -4.5846e-08-0j -5.02323e-07-0j -0.000289332-0j -4.31687e-08-0j 2.56465e-05-0j 8.34823e-08-0j -7.39991e-09-0j 
-7.18815e-05-0j 7.83642e-07-0j -5.13965e-05-0j -0.000434058-0j 1.72546e-05-0j -0.000310106-0j 0.000427747-0j 0.000535643-0j -0.000551935-0j 0.00184249-0j -1.08023e-05-0j 3.60606e-05-0j 0.00100113-0j -0.000976456-0j -0.00334202-0j -7.71751e-06-0j 0.00325965-0j 2.57629e-05-0j 0.000715827-0j -0.0023896-0j 0.000459455-0j -0.00153377-0j 2.13359e-06-0j 0.00690899-0j 0.000428188-0j 4.09141e-08-0j 0.000132488-0j 1.86689e-06-0j 8.21102e-06-0j -6.13984e-06-0j -1.82088e-06-0j 0.00604536-0j -7.42125e-08-0j -0.019882-0j -0.00589636-0j 0.000374664-0j 7.70053e-07-0j -0.0012322-0j 4.86736e-06-0j -0.00036543-0j -1.3009e-06-0j -0.000240315-0j 0.00249359-0j -1.48936e-05-0j -2.30381e-06-0j 0.0157615-0j -0.00421256-0j 0.000154541-0j 0.000976825-0j -1.00404e-06-0j -0.00746019-0j -0.000261076-0j -0.00325129-0j -0.000462349-0j -0.000201501-0j 
0.000361837-0j 0.000419931-0j 0.000234506-0j -0.00212594-0j 0.00239431-0j 0.00447005-0j -0.00210718-0j -0.00423093-0j -0.00271772-0j -0.000391026-0j 0.00296362-0j 0.000426405-0j 0.00243528-0j 0.0025311-0j 0.000350389-0j -0.00623138-0j 0.000364174-0j -0.000896571-0j 0.00157831-0j 0.000227087-0j -0.00606218-0j -0.000872227-0j -0.00304917-0j 0.0168314-0j -4.46352e-05-0j 0.00325787-0j -0.0179835-0j 0.00259207-0j 4.76902e-05-0j -0.00177868-0j 0.00269405-0j -0.0143082-0j -0.00291929-0j 0.00981833-0j -0.0148712-0j 3.7944e-05-0j 0.00540853-0j -2.60372e-05-0j -0.00163025-0j 3.94368e-05-0j -0.00566459-0j 0.0161145-0j -0.0298551-0j -4.2734e-05-0j 0.00515861-0j 0.008999-0j 0.0312686-0j 7.91727e-05-0j -2.38644e-05-0j -0.00532732-0j -0.0284756-0j -8.2921e-05-0j 0.0294068-0j 7.55142e-05-0j -7.79839e-05-0j 
