-0.00841217-0j -0.00599109-0j -0.000864739-0j -0.00344811-0j -0.00348384-0j -0.000609545-0j -0.000615862-0j -5.07954e-05-0j -5.13218e-05-0j -0.00243053-0j -0.00300763-0j -0.000405089-0j -0.00175445-0j -0.000248065-0j -0.000501272-0j -5.06361e-05-0j -0.000306965-0j -0.000292409-0j -2.98376e-06-0j -0.000179063-0j -6.2659e-05-0j -3.69222e-06-0j -3.65511e-05-0j -2.15379e-06-0j -0.00187678-0j -0.00218957-0j -0.000302864-0j -0.00134083-0j -0.00191588-0j -0.000247287-0j -0.000790259-0j -0.000353341-0j -3.56928e-05-0j -0.000216376-0j -3.09109e-05-0j -0.000288502-0j -0.000309173-0j -3.64288e-06-0j -0.00017667-0j -4.16416e-05-0j -0.000127527-0j -1.66274e-07-0j -0.000252439-0j -3.60627e-05-0j -2.55002e-05-0j -2.20838e-05-0j -3.64364e-05-0j -4.25003e-06-0j -0.000104126-0j -3.15549e-05-0j -2.6026e-06-0j -1.93986e-07-0j -1.50293e-05-0j -1.18792e-07-0j -1.30157e-05-0j -3.71878e-06-0j -1.69738e-07-0j -1.53392e-06-0j -7.00134e-08-0j 
0.00419135-0j 6.11146e-05-0j -0.000840672-0j 0.00526009-0j -0.00531141-0j 0.000303705-0j -0.000306668-0j 7.69998e-05-0j -7.7751e-05-0j 0.00496793-0j -0.00593448-0j -0.0291376-0j 0.00321971-0j -2.62132e-06-0j 0.0348066-0j 5.09938e-05-0j 3.13132e-06-0j -0.0188841-0j 6.04121e-06-0j -1.69888e-06-0j -6.0915e-05-0j -7.21657e-06-0j 3.30491e-05-0j 3.9153e-06-0j -1.9832e-05-0j 2.23356e-05-0j -0.0291885-0j -1.41687e-05-0j 2.02331e-05-0j 0.000377237-0j -3.94688e-05-0j 0.0328733-0j -0.00518914-0j -0.0208533-0j 1.54013e-05-0j -0.000424859-0j 0.0297788-0j 5.52217e-06-0j 0.000269511-0j 0.00584422-0j -0.0580896-0j 4.21257e-07-0j -0.000384865-0j -1.73456e-05-0j -0.0037073-0j 1.10032e-05-0j 0.00529407-0j -6.21929e-06-0j 0.000750758-0j -1.57127e-05-0j 3.94523e-06-0j -4.74437e-07-0j -0.0103272-0j 3.00961e-07-0j 3.06509e-05-0j -5.63383e-06-0j -4.29775e-07-0j 1.099e-05-0j 8.38366e-07-0j 
5.07954e-05-0j -0.00345863-0j 5.22158e-06-0j 0.00586063-0j -0.00609487-0j 0.00034187-0j -0.000355534-0j -2.97988e-07-0j 3.09898e-07-0j 1.46764e-05-0j -1.76441e-05-0j -0.00070869-0j 1.0594e-05-0j -0.000287912-0j 0.000851994-0j -2.9232e-05-0j 0.00034613-0j -0.000511559-0j 1.80169e-08-0j -0.000207826-0j 3.5143e-05-0j -2.16601e-08-0j -2.11008e-05-0j 1.30053e-08-0j 1.13326e-05-0j 1.32214e-05-0j 1.82879e-06-0j -2.38282e-05-0j -1.12394e-05-0j 0.0413608-0j 4.77184e-06-0j 2.13359e-06-0j -6.24435e-05-0j -3.84526e-06-0j -3.58761e-05-0j 0.0482542-0j -1.81374e-06-0j -2.10302e-06-0j -0.0869663-0j -7.28507e-05-0j 7.70053e-07-0j 1.00402e-09-0j -0.0410205-0j -4.18554e-05-0j 0.000131295-0j 7.5434e-05-0j 6.19297e-05-0j -2.45352e-06-0j 0.0174159-0j 3.55809e-05-0j 4.42186e-06-0j 1.17135e-09-0j -2.62932e-05-0j -2.11108e-09-0j -1.51064e-05-0j 2.08572e-06-0j -9.95757e-10-0j -8.85523e-07-0j 4.22764e-10-0j 
-5.4435e-05-0j -0.00719344-0j 5.40182e-06-0j -2.23127e-05-0j 2.25304e-05-0j 0.000758146-0j -0.000765543-0j -3.28697e-07-0j 3.31903e-07-0j 0.00304222-0j -0.00363411-0j -2.62132e-06-0j 0.00197166-0j -0.029343-0j 3.13132e-06-0j 6.29806e-05-0j 0.0350519-0j -1.69888e-06-0j -1.93079e-08-0j -0.0190172-0j -7.5234e-05-0j 2.30644e-08-0j 4.08177e-05-0j -1.25134e-08-0j -1.21446e-05-0j 1.36777e-05-0j 0.000379085-0j -8.67652e-06-0j 1.23902e-05-0j 0.000307573-0j -2.41696e-05-0j -0.000426941-0j -2.30968e-07-0j 0.000270832-0j -0.00365637-0j -0.000346401-0j -0.000386751-0j 4.53098e-06-0j 0.000219741-0j 2.60125e-07-0j 0.000754437-0j -1.07596e-09-0j -0.000313792-0j 0.00411795-0j -1.65011e-07-0j -0.00261224-0j 2.35638e-07-0j -5.10297e-06-0j 0.000612117-0j 0.0037303-0j 3.23709e-06-0j 1.21179e-09-0j -4.59661e-07-0j -7.68701e-10-0j -0.00727673-0j -4.6226e-06-0j 1.09771e-09-0j 9.01733e-06-0j -2.14132e-09-0j 
0.00104809-0j 0.000748815-0j -0.00502559-0j 4.37951e-06-0j -4.55455e-06-0j 0.00705397-0j -0.00733591-0j 0.00087892-0j -0.000914049-0j 0.000614622-0j -0.000738905-0j 5.04708e-05-0j 0.000443658-0j 6.23347e-05-0j -6.06765e-05-0j 0.0281348-0j -7.49394e-05-0j 3.64317e-05-0j -0.00010703-0j 4.49955e-05-0j -0.0338239-0j 0.000128672-0j 0.0203088-0j -7.72582e-05-0j -2.45358e-06-0j -2.86251e-06-0j -0.00729888-0j 5.15896e-06-0j 2.43339e-06-0j 3.09079e-05-0j -1.03313e-06-0j -0.00851536-0j -0.000207435-0j 0.0153468-0j -0.000740249-0j 3.60593e-05-0j 0.00723883-0j 0.00620288-0j -6.49878e-05-0j -0.000242008-0j -0.00307336-0j -9.97538e-06-0j -3.06536e-05-0j -0.000863623-0j 0.000436159-0j 0.00155647-0j 0.000205729-0j 0.0072367-0j 1.30145e-05-0j 0.000734158-0j -0.0130424-0j -1.16379e-05-0j -8.73453e-05-0j 2.09745e-05-0j -0.000311698-0j -0.00615185-0j 9.89331e-06-0j 0.00261186-0j -4.20036e-06-0j 
-5.13218e-05-0j -0.00337338-0j 5.09288e-06-0j 0.00609487-0j -0.00615433-0j 0.000355534-0j -0.000359003-0j -3.09898e-07-0j 3.12922e-07-0j -1.48284e-05-0j 1.77134e-05-0j 0.000716034-0j -9.61031e-06-0j 0.000290895-0j -0.000855344-0j 2.95349e-05-0j -0.000347491-0j 0.000464061-0j -1.82036e-08-0j 0.000188529-0j -3.52811e-05-0j 2.17453e-08-0j 1.91416e-05-0j -1.17978e-08-0j -1.145e-05-0j 1.28955e-05-0j -1.84774e-06-0j -8.1803e-06-0j 1.16816e-05-0j -0.0417894-0j -2.27873e-05-0j 2.081e-06-0j 6.30906e-05-0j -1.32009e-06-0j 3.62478e-05-0j 0.0470649-0j 1.8851e-06-0j 2.12481e-06-0j -0.0298558-0j -7.10551e-05-0j -3.67729e-06-0j -1.01442e-09-0j 0.0426344-0j -4.08238e-05-0j 4.50741e-05-0j 2.58967e-05-0j -6.43663e-05-0j -2.39305e-06-0j -0.0831672-0j -3.69808e-05-0j 1.51804e-06-0j 1.14248e-09-0j 0.00012556-0j -7.24738e-10-0j 7.21387e-05-0j -2.16778e-06-0j 1.03493e-09-0j 4.2287e-06-0j -2.01885e-09-0j 
0.000698725-0j -5.22158e-06-0j -0.0033504-0j -0.000845909-0j 0.000879718-0j -4.91883e-05-0j 5.11543e-05-0j 0.000585947-0j -0.000609366-0j -2.11835e-06-0j 2.5467e-06-0j -0.0097485-0j -1.52911e-06-0j -2.16203e-07-0j 0.0117197-0j -0.000196187-0j 2.59922e-07-0j -0.00703684-0j -7.13532e-05-0j -1.56064e-07-0j 0.000235858-0j 8.57815e-05-0j -0.000141616-0j -5.15055e-05-0j -1.63572e-06-0j -1.90834e-06-0j 2.51562e-05-0j 3.43931e-06-0j 1.62226e-06-0j 6.24435e-05-0j -6.88756e-07-0j 2.93489e-05-0j 0.0400665-0j -5.28942e-05-0j 2.5675e-06-0j 7.28507e-05-0j -2.49493e-05-0j -4.32535e-05-0j -0.000131295-0j 0.0467442-0j 1.05926e-05-0j -6.65025e-06-0j -6.19297e-05-0j 2.99541e-06-0j -0.0842448-0j -5.39849e-06-0j -0.0397368-0j -5.04624e-05-0j 2.62932e-05-0j -2.54637e-06-0j 9.0946e-05-0j -7.75863e-06-0j 0.0168709-0j 1.3983e-05-0j 1.0811e-06-0j 4.28977e-05-0j 6.59554e-06-0j -1.82129e-05-0j -2.80024e-06-0j 
-0.00105895-0j 0.000730358-0j -0.00490172-0j 4.55455e-06-0j -4.59899e-06-0j 0.00733591-0j -0.00740748-0j 0.000914049-0j -0.000922967-0j -0.000620991-0j 0.00074181-0j -5.09938e-05-0j -0.000402464-0j -6.29806e-05-0j 6.0915e-05-0j -0.0284263-0j 7.5234e-05-0j -3.30491e-05-0j 0.000108139-0j -4.08177e-05-0j 0.0339569-0j -0.000129178-0j -0.0184231-0j 7.00848e-05-0j 2.47901e-06-0j -2.79196e-06-0j 0.00737452-0j 1.77109e-06-0j -2.52913e-06-0j -3.12282e-05-0j 4.9336e-06-0j -0.00830547-0j 0.000209585-0j 0.00526861-0j 0.00074792-0j 3.51705e-05-0j -0.00752363-0j -0.00626716-0j -2.23105e-05-0j -0.000236043-0j 0.0146764-0j 1.00788e-05-0j 3.18597e-05-0j -0.000842337-0j 0.000149735-0j 0.00053434-0j -0.000213823-0j 0.00705833-0j -6.21489e-05-0j -0.000763043-0j -0.00447748-0j -1.13511e-05-0j 0.000417106-0j 7.20061e-06-0j 0.00148847-0j 0.00639389-0j -1.02826e-05-0j -0.0124726-0j 2.00582e-05-0j 
-0.000124166-0j 4.61527e-07-0j 0.0018278-0j -2.58065e-07-0j 2.6838e-07-0j 8.74096e-06-0j -9.09032e-06-0j 0.00987082-0j -0.0102653-0j -3.6217e-05-0j 4.35404e-05-0j -5.97924e-06-0j -2.61428e-05-0j 1.91098e-08-0j 7.18831e-06-0j 0.00010703-0j -2.2974e-08-0j -4.31605e-06-0j 0.0272291-0j 1.37942e-08-0j -0.000128672-0j -0.0327351-0j 7.72582e-05-0j 0.019655-0j 1.44579e-07-0j 1.68675e-07-0j 0.000864694-0j -3.03995e-07-0j -1.43389e-07-0j 1.90499e-08-0j 6.0878e-08-0j 0.00100881-0j 7.54441e-05-0j -0.00181813-0j -4.56255e-07-0j 2.22249e-08-0j -0.00085758-0j -0.000728646-0j -4.00548e-08-0j 8.80181e-05-0j 0.000364099-0j 0.00792301-0j -1.88932e-08-0j -5.32297e-07-0j -0.000158631-0j 9.59334e-07-0j -7.48234e-05-0j -0.000850087-0j 8.02138e-09-0j 4.52501e-07-0j 0.00153207-0j 0.00924351-0j 3.17674e-05-0j -0.0166591-0j -1.92116e-07-0j 0.000722651-0j -0.00785782-0j -0.000306813-0j 0.00333616-0j 
0.00042339-0j 0.0012292-0j 8.79689e-05-0j -0.000516223-0j 0.000536856-0j 0.00572892-0j -0.00595789-0j -7.55673e-06-0j 7.85876e-06-0j -2.59444e-06-0j 3.11906e-06-0j -0.00294334-0j -1.87276e-06-0j -0.00484034-0j 0.00353852-0j -0.000990104-0j 0.00581911-0j -0.00212462-0j 6.10254e-07-0j -0.00349394-0j 0.00119031-0j -7.33654e-07-0j -0.000714695-0j 4.40505e-07-0j -2.00334e-06-0j -2.33723e-06-0j 1.52433e-05-0j 4.21228e-06-0j 1.98686e-06-0j -0.00732449-0j -8.43551e-07-0j 1.77839e-05-0j -0.000524183-0j -3.20511e-05-0j 0.0284389-0j -0.00854524-0j -1.51179e-05-0j -0.000107219-0j 0.0154007-0j -0.000611546-0j 6.41855e-06-0j 4.25534e-08-0j 0.00726423-0j 0.0331787-0j 0.00110216-0j -0.0597964-0j 0.00051987-0j -0.000125089-0j -0.00308414-0j -0.0282049-0j 0.000225442-0j 4.96457e-08-0j -0.000220719-0j -8.9474e-08-0j 0.0119748-0j 0.000106337-0j -4.22033e-08-0j -4.51471e-05-0j 1.79181e-08-0j 
-0.000705966-0j -5.09288e-06-0j -0.00326782-0j -0.000879718-0j 0.000888301-0j -5.11543e-05-0j 5.16533e-05-0j 0.000609366-0j -0.000615311-0j 2.1403e-06-0j -2.55671e-06-0j 0.00984953-0j 1.38713e-06-0j 2.18444e-07-0j -0.0117658-0j 0.000198221-0j -2.60944e-07-0j 0.00638347-0j 7.20926e-05-0j 1.41573e-07-0j -0.000236786-0j -8.61188e-05-0j 0.000128467-0j 4.67232e-05-0j 1.65267e-06-0j -1.8613e-06-0j -2.54169e-05-0j 1.18073e-06-0j -1.68609e-06-0j -6.30906e-05-0j 3.28906e-06-0j 2.86256e-05-0j -0.0404817-0j -1.81587e-05-0j -2.5941e-06-0j 7.10551e-05-0j 2.59309e-05-0j 4.37018e-05-0j -4.50741e-05-0j 0.0455921-0j -5.05835e-05-0j 6.71917e-06-0j 6.43663e-05-0j 2.92158e-06-0j -0.0289215-0j -1.85332e-06-0j 0.0413002-0j -4.92186e-05-0j -0.00012556-0j 2.64656e-06-0j 3.1222e-05-0j -7.5674e-06-0j -0.0805647-0j 4.80041e-06-0j -5.16266e-06-0j -4.45854e-05-0j -6.85504e-06-0j 8.69731e-05-0j 1.33722e-05-0j 
0.000125453-0j 4.50151e-07-0j 0.00178275-0j -2.6838e-07-0j 2.70998e-07-0j 9.09032e-06-0j -9.17901e-06-0j 0.0102653-0j -0.0103655-0j 3.65923e-05-0j -4.37116e-05-0j 6.04121e-06-0j 2.37154e-05-0j -1.93079e-08-0j -7.21657e-06-0j -0.000108139-0j 2.30644e-08-0j 3.9153e-06-0j -0.0275113-0j -1.25134e-08-0j 0.000129178-0j 0.0328638-0j -7.00848e-05-0j -0.0178301-0j -1.46077e-07-0j 1.64518e-07-0j -0.000873655-0j -1.04362e-07-0j 1.49031e-07-0j -1.92473e-08-0j -2.90715e-07-0j 0.000983945-0j -7.62259e-05-0j -0.000624169-0j 4.60983e-07-0j 2.16771e-08-0j 0.000891321-0j 0.000736197-0j -1.37509e-08-0j 8.58487e-05-0j -0.00173871-0j -0.00800511-0j 1.96365e-08-0j -5.19177e-07-0j -5.44584e-05-0j 3.29342e-07-0j 7.77673e-05-0j -0.000829134-0j -3.83051e-08-0j -4.70304e-07-0j 0.000525965-0j 0.00901568-0j -0.000151701-0j -0.00571913-0j 9.17426e-07-0j -0.000751083-0j 0.00816698-0j 0.00146514-0j -0.0159314-0j 
-2.24486e-06-0j 0.000616201-0j -2.30763e-07-0j 8.93964e-07-0j -9.29694e-07-0j -6.09087e-05-0j 6.33432e-05-0j 1.31693e-08-0j -1.36957e-08-0j -6.4861e-07-0j 7.79765e-07-0j -1.08102e-07-0j -4.68191e-07-0j -0.0073625-0j 1.29961e-07-0j 5.20807e-06-0j 0.00885127-0j -7.80319e-08-0j -7.96243e-10-0j -0.00531453-0j -6.26119e-06-0j 9.57252e-10-0j 3.75938e-06-0j -5.74759e-10-0j -5.00835e-07-0j -5.84307e-07-0j -8.08219e-08-0j 1.05307e-06-0j 4.96714e-07-0j 2.54342e-05-0j -2.10888e-07-0j -9.42922e-08-0j -9.52495e-09-0j 1.69938e-07-0j -0.000917426-0j 2.96732e-05-0j 8.01569e-08-0j 3.74681e-07-0j -5.34786e-05-0j -1.11124e-08-0j -3.40319e-08-0j -4.43717e-11-0j -2.52249e-05-0j -0.00107033-0j 2.00274e-08-0j 0.001929-0j 9.44658e-09-0j 4.37128e-07-0j 1.07096e-05-0j 0.000909878-0j -7.87814e-07-0j -5.1767e-11-0j -4.01069e-09-0j 9.32972e-11-0j -0.000386303-0j -3.71598e-07-0j 4.40067e-11-0j 1.57768e-07-0j -1.86837e-11-0j 
-0.000427778-0j 0.00119891-0j 8.58007e-05-0j -0.000536856-0j 0.000542094-0j 0.00595789-0j -0.00601602-0j -7.85876e-06-0j 7.93543e-06-0j 2.62132e-06-0j -3.13132e-06-0j 0.00297385-0j 1.69888e-06-0j 0.0048905-0j -0.00355243-0j 0.00100036-0j -0.00584198-0j 0.00192735-0j -6.16578e-07-0j 0.00316953-0j -0.00119499-0j 7.36538e-07-0j 0.000648336-0j -3.99604e-07-0j 2.0241e-06-0j -2.27962e-06-0j -1.54013e-05-0j 1.44609e-06-0j -2.06503e-06-0j 0.00740039-0j 4.02827e-06-0j 1.73456e-05-0j 0.000529615-0j -1.10032e-05-0j -0.0287336-0j -0.00833462-0j 1.57127e-05-0j 0.000108331-0j 0.0052871-0j -0.000596473-0j -3.06509e-05-0j -4.29944e-08-0j -0.00755003-0j 0.0323609-0j 0.000378375-0j -0.0205283-0j -0.000540324-0j -0.000122006-0j 0.0147279-0j 0.0293146-0j 7.73951e-05-0j 4.8422e-08-0j 0.00105401-0j -3.07167e-08-0j -0.0571842-0j -0.000110521-0j 4.38638e-08-0j 0.000215594-0j -8.55654e-08-0j 
-0.000151808-0j -7.20547e-05-0j 0.00148197-0j 6.08375e-05-0j -6.32691e-05-0j -0.00102171-0j 0.00106255-0j 0.00390199-0j -0.00405795-0j 3.05757e-07-0j -3.67585e-07-0j 0.00105534-0j 2.20707e-07-0j -5.99816e-06-0j -0.00126874-0j -0.00829654-0j 7.21104e-06-0j 0.000761786-0j -0.000974585-0j -4.3297e-06-0j 0.00997418-0j 0.00117166-0j -0.00598876-0j -0.000703493-0j 2.36096e-07-0j 2.75445e-07-0j -5.46553e-06-0j -4.96421e-07-0j -2.34153e-07-0j 0.000429354-0j 9.94134e-08-0j -6.37646e-06-0j -0.00883068-0j 1.1492e-05-0j 0.000107219-0j 0.000500913-0j 5.42057e-06-0j 0.0275379-0j -0.000902772-0j -0.0103025-0j -2.30138e-06-0j -0.000137215-0j -0.000425822-0j 0.000125089-0j 0.0185676-0j -0.000225442-0j 0.00875802-0j 0.0321276-0j 0.000180789-0j -0.000106337-0j -0.0579019-0j -0.000160084-0j -0.00371835-0j 0.000288512-0j 4.51471e-05-0j -0.0273113-0j 0.000136086-0j 0.0115954-0j -5.77774e-05-0j 
-6.17592e-05-0j -0.000133296-0j 0.000296136-0j -2.58065e-07-0j 2.6838e-07-0j -0.00125567-0j 0.00130586-0j -5.17909e-05-0j 5.38609e-05-0j 1.87237e-07-0j -2.25099e-07-0j -2.97402e-06-0j 1.35155e-07-0j 0.001059-0j 3.5754e-06-0j -0.00500825-0j -0.00127314-0j -2.14676e-06-0j 6.30679e-06-0j 0.000764429-0j 0.00602097-0j -7.58209e-06-0j -0.00361515-0j 4.55248e-06-0j 1.44579e-07-0j 1.68675e-07-0j -2.22352e-06-0j -3.03995e-07-0j -1.43389e-07-0j -5.5019e-06-0j 6.0878e-08-0j -2.5941e-06-0j 1.22233e-05-0j 4.67523e-06-0j -0.0125761-0j -6.41889e-06-0j 2.20522e-06-0j -0.00110417-0j 1.15684e-05-0j 1.42605e-05-0j -9.36262e-07-0j 5.87805e-07-0j 5.45664e-06-0j -0.0146721-0j -2.57009e-05-0j 0.0264428-0j -1.21227e-05-0j -0.0012882-0j -2.3167e-06-0j 0.0124726-0j 0.00232166-0j 6.85772e-07-0j 5.14687e-06-0j -1.23593e-06-0j -0.00529544-0j 0.00109509-0j -5.82969e-07-0j -0.000464936-0j 2.47508e-07-0j 
2.26813e-06-0j 0.000601013-0j -2.25076e-07-0j 9.29694e-07-0j -9.38765e-07-0j -6.33432e-05-0j 6.39612e-05-0j 1.36957e-08-0j -1.38293e-08-0j 6.55331e-07-0j -7.82831e-07-0j 1.09222e-07-0j 4.2472e-07-0j 0.0074388-0j -1.30472e-07-0j -5.26204e-06-0j -0.00888607-0j 7.07866e-08-0j 8.04495e-10-0j 0.00482108-0j 6.28581e-06-0j -9.61015e-10-0j -3.41033e-06-0j 5.21393e-10-0j 5.06025e-07-0j -5.69905e-07-0j 8.16594e-08-0j 3.61522e-07-0j -5.16257e-07-0j -2.56978e-05-0j 1.00707e-06-0j -9.19681e-08-0j 9.62366e-09-0j 5.83403e-08-0j 0.000926933-0j 2.89418e-05-0j -8.33106e-08-0j -3.78564e-07-0j -1.83594e-05-0j -1.08385e-08-0j 1.62515e-07-0j 4.48316e-11-0j 2.62174e-05-0j -0.00104395-0j 6.87547e-09-0j 0.000662233-0j -9.81825e-09-0j 4.26354e-07-0j -5.11424e-05-0j -0.000945676-0j -2.70459e-07-0j -5.04911e-11-0j 1.91525e-08-0j 3.20292e-11-0j 0.00184474-0j 3.86219e-07-0j -4.57381e-11-0j -7.53399e-07-0j 8.92216e-11-0j 
0.000153381-0j -7.02787e-05-0j 0.00144545-0j 6.32691e-05-0j -6.38864e-05-0j -0.00106255-0j 0.00107292-0j 0.00405795-0j -0.00409754-0j -3.08926e-07-0j 3.6903e-07-0j -0.00106628-0j -2.00215e-07-0j 6.06032e-06-0j 0.00127373-0j 0.00838251-0j -7.2394e-06-0j -0.000691055-0j 0.000984685-0j 3.92769e-06-0j -0.0100134-0j -0.00117626-0j 0.0054327-0j 0.000638174-0j -2.38542e-07-0j 2.68656e-07-0j 5.52217e-06-0j -1.70423e-07-0j 2.43366e-07-0j -0.000433804-0j -4.74736e-07-0j -6.21929e-06-0j 0.00892219-0j 3.94523e-06-0j -0.000108331-0j 0.000488567-0j -5.63383e-06-0j -0.0278233-0j -0.000309924-0j -0.0100485-0j 1.099e-05-0j 0.000138637-0j 0.000442575-0j 0.000122006-0j 0.00637432-0j -7.73951e-05-0j -0.0091026-0j 0.0313357-0j -0.000863335-0j 0.000110521-0j -0.0198779-0j -0.000156138-0j 0.0177565-0j 9.9047e-05-0j -0.000215594-0j 0.0283859-0j -0.00014144-0j -0.0553725-0j 0.000275909-0j 
1.15806e-05-0j -3.44002e-08-0j -0.000227854-0j -2.77684e-06-0j 2.88783e-06-0j -8.15241e-07-0j 8.47825e-07-0j -0.00185882-0j 0.00193312-0j -1.39559e-08-0j 1.67779e-08-0j -8.05065e-05-0j -1.00739e-08-0j -1.42436e-09-0j 9.67857e-05-0j -1.33424e-05-0j 1.71238e-09-0j -5.81126e-05-0j -0.0105973-0j -1.02816e-09-0j 1.60403e-05-0j 0.0127401-0j -9.63102e-06-0j -0.0076495-0j -1.07763e-08-0j -1.25723e-08-0j 4.16937e-07-0j 2.26584e-08-0j 1.06876e-08-0j 2.04981e-07-0j -4.53758e-09-0j 4.86426e-07-0j 0.00135772-0j -8.76662e-07-0j 4.25534e-08-0j 2.39145e-07-0j -4.13506e-07-0j 0.000137215-0j -4.30999e-07-0j 0.00158401-0j 1.7556e-07-0j 0.0266386-0j -2.03295e-07-0j 4.96457e-08-0j -0.00285478-0j -8.9474e-08-0j -0.00134655-0j 0.000160084-0j 8.63119e-08-0j -4.22033e-08-0j -0.000288512-0j 0.0310783-0j 0.000571699-0j -0.056011-0j 1.79181e-08-0j -0.000136086-0j -0.0264194-0j 5.77774e-05-0j 0.0112168-0j 
6.23992e-05-0j -0.000130011-0j 0.000288837-0j -2.6838e-07-0j 2.70998e-07-0j -0.00130586-0j 0.0013186-0j -5.38609e-05-0j 5.43863e-05-0j -1.89178e-07-0j 2.25984e-07-0j 3.00484e-06-0j -1.22606e-07-0j -0.00106998-0j -3.58945e-06-0j 0.00506015-0j 0.00127815-0j 1.94743e-06-0j -6.37215e-06-0j -0.000693452-0j -0.00604465-0j 7.6119e-06-0j 0.00327948-0j -4.12979e-06-0j -1.46077e-07-0j 1.64518e-07-0j 2.24656e-06-0j -1.04362e-07-0j 1.49031e-07-0j 5.55892e-06-0j -2.90715e-07-0j -2.53017e-06-0j -1.23499e-05-0j 1.60502e-06-0j 0.0127064-0j -6.26067e-06-0j -2.29199e-06-0j 0.00111561-0j 3.97148e-06-0j 1.3909e-05-0j 4.47099e-06-0j -5.93896e-07-0j -5.67132e-06-0j -0.0143105-0j -8.82321e-06-0j 0.00907789-0j 1.25996e-05-0j -0.00125645-0j 1.10631e-05-0j -0.0129633-0j 0.000797033-0j 6.6887e-07-0j -2.45782e-05-0j -4.243e-07-0j 0.0252877-0j -0.00113817-0j 6.05905e-07-0j 0.00222024-0j -1.18194e-06-0j 
1.26727e-05-0j 9.05394e-06-0j -0.00018655-0j 2.63387e-08-0j -2.73914e-08-0j 0.000171475-0j -0.000178328-0j -0.00100744-0j 0.0010477-0j -1.91098e-08-0j 2.2974e-08-0j 6.10254e-07-0j -1.37942e-08-0j -3.56525e-05-0j -7.33654e-07-0j 0.00209964-0j 4.28618e-05-0j 4.40505e-07-0j -0.00277906-0j -2.57353e-05-0j -0.00252421-0j 0.00334102-0j 0.0015156-0j -0.00200603-0j -1.4756e-08-0j -1.72153e-08-0j 4.56255e-07-0j 3.10263e-08-0j 1.46346e-08-0j 3.73709e-07-0j -6.21334e-09-0j 5.32297e-07-0j -7.69998e-06-0j -9.59334e-07-0j 0.000851217-0j 4.35994e-07-0j -4.52501e-07-0j -0.0142941-0j -7.8577e-07-0j -8.98331e-06-0j 1.92116e-07-0j -0.000808639-0j -3.70634e-07-0j 0.000993086-0j 1.61902e-05-0j -0.00178979-0j 7.63663e-06-0j -0.0166765-0j 1.57358e-07-0j -0.000844214-0j 0.0300552-0j -0.000943412-0j -3.24225e-06-0j 0.00170027-0j 0.000358424-0j 0.0141765-0j 0.000801986-0j -0.00601886-0j -0.000340495-0j 
-1.17006e-05-0j -3.35523e-08-0j -0.000222238-0j -2.88783e-06-0j 2.916e-06-0j -8.47825e-07-0j 8.56097e-07-0j -0.00193312-0j 0.00195198-0j 1.41005e-08-0j -1.68438e-08-0j 8.13408e-05-0j 9.13851e-09-0j 1.43912e-09-0j -9.71662e-05-0j 1.34806e-05-0j -1.71912e-09-0j 5.27169e-05-0j 0.0107071-0j 9.32696e-10-0j -1.61034e-05-0j -0.0127902-0j 8.73679e-06-0j 0.00693925-0j 1.08879e-08-0j -1.22624e-08-0j -4.21257e-07-0j 7.77871e-09-0j -1.11081e-08-0j -2.07105e-07-0j 2.16686e-08-0j 4.74437e-07-0j -0.00137179-0j -3.00961e-07-0j -4.29944e-08-0j 2.3325e-07-0j 4.29775e-07-0j -0.000138637-0j -1.47963e-07-0j 0.00154497-0j -8.38366e-07-0j -0.0269146-0j 2.11293e-07-0j 4.8422e-08-0j -0.000980056-0j -3.07167e-08-0j 0.00139953-0j 0.000156138-0j -4.12171e-07-0j 4.38638e-08-0j -9.9047e-05-0j 0.0303123-0j -0.00273007-0j -0.0192287-0j -8.55654e-08-0j 0.00014144-0j 0.0274589-0j -0.000275909-0j -0.0535642-0j 
-1.2804e-05-0j 8.83078e-06-0j -0.000181951-0j 2.73914e-08-0j -2.76586e-08-0j 0.000178328-0j -0.000180068-0j -0.0010477-0j 0.00105792-0j 1.93079e-08-0j -2.30644e-08-0j -6.16578e-07-0j 1.25134e-08-0j 3.60219e-05-0j 7.36538e-07-0j -0.0021214-0j -4.30303e-05-0j -3.99604e-07-0j 0.00280786-0j 2.33458e-05-0j 0.00253414-0j -0.00335415-0j -0.00137488-0j 0.00181977-0j 1.49089e-08-0j -1.6791e-08-0j -4.60983e-07-0j 1.06514e-08-0j -1.52104e-08-0j -3.77582e-07-0j 2.9671e-08-0j 5.19177e-07-0j 7.77978e-06-0j -3.29342e-07-0j -0.000860038-0j 4.25247e-07-0j 4.70304e-07-0j 0.0144423-0j -2.69757e-07-0j -8.7619e-06-0j -9.17426e-07-0j 0.000817018-0j 3.85217e-07-0j 0.000968609-0j 5.55814e-06-0j -0.000614441-0j -7.93709e-06-0j -0.0162654-0j -7.51445e-07-0j 0.000877428-0j 0.010318-0j -0.000920159-0j 1.54829e-05-0j 0.000583706-0j -0.00171161-0j -0.0147343-0j -0.000833539-0j 0.0287423-0j 0.00162599-0j 
