0.0066194+0.00434067j 0.00468762-0.00438626j 0.000682463-0.00427122j -0.00369205-0.00224194j -0.00013458+0.000431918j 0.00044385+0.00439221j -0.00418858-0.0039555j -0.00142909-0.00258577j 0.00195234+0.000703305j 0.000127374+0.00169517j 0.00552015+0.00590892j 0.00280608-0.000717863j 0.000985008-0.00317791j 0.0017318-0.00474837j 0.00314251+0.00104023j -0.00035279-0.00112751j -0.000531728+0.00224194j 0.000888797+0.00131588j -0.00329348-0.0042411j 0.000283291+0.00189848j 0.0012949+0.000837755j -0.00130813+0.00115577j -0.0013333-0.0019143j 0.00183977-0.00226146j -0.00042292+0.00173502j -0.000683391-0.00368167j -0.00349434-0.00571894j 0.0011992-0.000189474j -0.000569114-0.00269753j -0.000598182+0.000388773j 0.000164931-0.000548084j -0.00290988-0.00287876j 0.000595326-0.00261774j -0.00163192-0.00212543j -0.00200241-0.000741371j -0.00416744+0.000645806j -0.00105372+0.00114468j -0.00110199-0.00417462j 0.000918882-0.00136992j 4.05396e-05-0.00137193j -0.00366818-0.0017709j 5.64458e-05-0.00287781j 0.00441791+0.00279564j -0.00181224-0.0035835j 0.00413102-0.000254339j 0.00187171-0.00246112j -0.00200118-0.00219906j 0.000599819+0.00141175j 0.000947383-0.00232942j -0.00238604+0.00178085j 0.00460394+0.00801742j 0.000108664+0.00285365j 0.00367486+0.00272099j -0.00405813-0.00247709j 0.000713323-0.00607603j 0.00704758-0.00634177j -0.00429598-0.0100734j -0.00671024+0.00136214j -0.00528979-0.01449j -0.00866227-0.00857226j -0.00669142+0.00420461j 0.000130119+0.00271095j 0.00960944+0.00388315j 0.0032052-0.00211437j 0.0053222+0.0023242j -0.0110848-0.00101287j 0.00775226+0.00341064j 0.075423-0.00319179j 0.0170087+0.0517706j 
0.00351352-0.000544407j -0.000634429-0.000758748j -0.00901211+0.00226179j 0.00488637+0.000780376j -0.00736248+0.00237881j 0.0191372-0.00725566j 0.00945663+0.00459284j 0.00766215+0.00258732j 0.0141787+0.000978422j -0.0074484+0.00719455j -0.00908482-0.00357857j 0.015341+0.00294617j -0.0288193-0.00215819j -0.0184243+0.00251392j 0.000493098-0.00789688j -0.000946353-0.00671385j 0.0422324+0.00911297j 0.046719+0.000178j 0.000568779+0.00117177j -0.010931+0.00959236j -0.0123146-0.000168958j -0.00140471+0.0109155j -0.0223004-0.00473528j -0.000280727+0.00643893j 0.00411502-0.00789943j 0.00712655-0.000265224j 0.00465212+0.00908564j -0.00554811+0.017946j 0.00852631-0.00859414j -0.0180358-0.00416094j -0.00288094+0.00393732j 0.0106612+0.0265053j 0.0122655+0.0236137j 0.00763033+0.00827801j -0.0170291-0.00710977j 0.0250368-0.0270107j 0.0180988-0.00265885j -0.00089848-0.00999243j -0.000513578+0.0186997j 0.00566351+0.00163341j -0.0324513+0.00484351j 0.0134327+0.00371899j 0.01752+0.0082016j 0.0071304-0.00560917j 0.000159526+0.00798298j 0.0294072-0.0151705j 0.012012-0.0038467j 0.0009718-0.00212318j -0.00491961+0.00194412j 0.00397106+0.00298222j 0.00778644-0.00216088j 0.00137948+0.000887314j -7.10326e-05-0.00479662j -0.00267403-0.00524214j -0.00722432+0.00294633j -0.00111878+0.00311034j 4.83829e-05+0.00652887j -0.011734-0.0014875j 0.00572081-0.00357185j -0.00154925-0.00497259j 0.00625331+0.00106817j 0.00921919+0.00455268j -0.00660669+0.000736161j 0.00386893-0.00285919j -0.00707869-0.00255676j -0.00175297-0.00339433j -0.00334946-0.000545921j 0.000309177+0.00170769j -0.000919844-0.000698301j 
-0.00151062+0.00149766j 0.002635+0.000384016j 0.00207243-0.00120566j -0.00316807+0.00111865j 0.00301935-0.0019844j 0.00332513+9.80912e-05j -0.000397354-0.000815942j -0.00125214+0.00053907j -0.00128021-0.0040968j 0.00363753-0.00228948j -0.00599691+0.00207314j 0.00566977+0.00309824j -0.000792517-0.000920932j 0.00474973-0.00610606j 0.00473155-0.00960803j -0.00437489-0.00316363j 0.0136972-0.00386621j -0.0101277+0.00225698j 0.0335843-0.00806335j 0.0150442-0.00229568j 0.040246-0.00219407j 0.00607115-0.00215832j -0.00643265+0.0112984j -0.0173688+0.0186973j 0.00716181-0.00699514j -0.0014848+0.0102632j 0.000920173+0.012279j 0.0127599-0.00116055j 0.00662257-0.021795j -0.00418468-0.022908j 0.00730566+0.0160791j -0.0167781-0.0118007j -0.0131702-0.0530696j -0.0396945+0.0305472j -0.0171691+0.000157879j 0.00856308-0.0210029j -0.00953468-0.00192209j -0.00792258+0.0128953j -0.006323+0.00328438j 0.000139294+0.00986999j 0.00204055-0.00239629j 0.00798514+0.00229936j -0.00357698+0.00145607j -0.0037406+0.0171058j 0.0044655-0.00382702j 0.00595216+0.00194133j 0.00199591+0.00236661j -0.024433+0.0109103j 0.00116373-0.00605513j 0.00187288+0.00160868j -0.000949717-0.000620404j -0.00680468-0.00687977j -0.00620916+0.000971268j 0.0075229+0.00113678j -0.0071875-0.00475218j -0.00234762+0.00170708j 0.0110362-0.00204373j 0.00328634-0.000369525j -0.00758472-0.000656473j 0.000362639+0.0017925j -0.00305167+0.0024511j -0.000259519-0.00230202j -0.000355207-0.00062827j 0.00340169-0.000452569j -0.00318816+0.00145757j -0.00102041+0.00144177j 0.00332068-0.000239228j 0.00205645+0.000193233j 1.18336e-05+0.00127569j 
0.000602644-6.81422e-05j -0.00276909-0.000472651j -0.00113717-0.0015357j 0.00390093-0.00121113j 0.0042285-0.000660636j -0.00524223-0.00329418j 0.0179095+0.00326304j 0.00336408-0.00405831j -0.0115642+0.00777959j -0.00784881-0.00458762j -0.0066019-0.000284678j -0.00193353-0.00484192j 0.00242017-0.00267839j 0.0271635-0.00286534j -0.00531967-0.00926359j 0.0242341+0.0035088j 0.0456829+0.00526887j -0.00898526-0.00147849j -0.0129477+0.00161022j 0.00275077-0.00149522j -0.00381361-0.00190682j -0.00224572+0.00912822j -0.0165261+0.0109989j 0.0264576+0.0138316j -0.00958696+0.0150282j 0.00301+0.0223234j -0.0169631+0.00852417j 0.000304819+0.00414066j 0.0134988-0.052053j -0.00613227-0.0187935j 0.00312284-0.00931047j 0.0136123-0.0162648j -0.00331907-0.00838913j 0.0102718+0.0300325j 0.00354574-0.0196809j -0.00519914-0.00911158j 0.0180704-0.0177148j -0.00541616-0.0120808j -0.0326724-0.00982752j 0.00493939+0.00240992j 0.00695789-0.0074668j -0.0206625-0.000917371j 0.000795188-0.00793603j -0.0251455+0.000102173j 0.0073254-0.000379746j -0.00348248-0.000923565j 0.0151002+0.00978599j -0.00536063+0.00156596j 0.0058867+0.00107024j -0.018519+0.00475828j 0.00455493+0.00284365j 0.0200574-3.9226e-05j -0.0212483+0.00178215j 0.00627781-0.00122771j 0.00701233+0.00681155j -0.00245444-0.000114645j -0.00785098-0.000404006j 0.00964257+0.00134513j 0.00749354+0.00209557j 0.00488129+0.00297893j -0.00174395-0.00317257j 0.00332908-0.00129385j 0.00183461+0.00118574j -0.0114368-0.00204929j -0.00949881+0.0014252j 0.000363826-7.88135e-05j 0.00225007-0.00164553j -0.00134561+0.000517546j -0.00150589-0.000202158j 
-0.00316074-0.00105558j -0.00279981+0.00206389j 0.00846375-0.000574591j -0.00144466-0.00134268j 0.00371136-0.00340157j -0.0022488-0.000312031j -0.00395212-0.00983273j 0.0157961-0.00624657j -0.0320532+0.00169522j -0.00953057+0.00526634j -0.00228395-0.00267489j 0.0315931+0.00921228j -0.0305485-0.000572716j 0.00419564+0.00650991j 0.0185683+0.00204546j 0.0129694+6.95933e-05j -0.0141638+0.0108449j 0.010995+0.0053264j 0.0111465+0.00813782j -0.00460697+0.00891882j -0.017333-0.00516692j 0.0155907+0.0138015j 0.00228313+0.0197858j -0.0237709+0.0115128j 0.0100484-0.00681426j -0.0254217+0.00804321j -0.0120146-0.0135222j -0.00618022-0.00326845j -0.0220115-0.00782062j 0.014299+0.0202931j 0.0341237+0.00695273j -0.0040134-0.00669648j 0.0137647-0.0156523j 0.0253382+0.0130945j 0.0174597+0.00277404j 0.0139041-0.0239786j 0.0105553-0.00190631j 0.0202156-0.00952344j -0.0267842+0.0279933j -0.000847895-0.00302093j -0.00248704-0.00367299j 0.0203077+0.00274433j 0.0188076-0.0184456j -0.00330146+0.00121628j -0.00213217+0.0165887j 0.000402729-0.0034883j 0.0179299+0.00349417j -0.0110273+0.00613933j 0.00871749-0.00667035j 0.00156404-0.00126985j 0.00467513+0.00103785j -0.00488816+0.00896765j 0.000456617-0.00332076j -0.00236186+0.00217912j -0.0105819-0.00116554j 0.00451135+0.000345795j 0.0135376+0.00281937j -0.00423464-0.00344633j -0.00870359-0.000683273j 0.00205454-6.87418e-05j 0.00166199+0.00104184j 0.000631681-0.00202067j -0.000998834+0.00143636j 0.00168432+0.00184826j 0.00102335+0.0021793j -0.00324228+0.00208379j 0.0010596+0.00247142j 0.000859005+0.000394189j -0.000830837+0.000344576j 
-0.00015689+0.00145769j 0.00283357-0.000727106j -0.00297974-0.00369281j -0.00442431+0.00405748j 0.00486315-0.00724758j -0.000930775-0.00403756j 0.0136187-0.00318543j -0.00282051-0.000282959j -0.0112334-0.00445654j 0.00934662-0.0124018j -0.0272033-0.000778766j 0.00737455-0.0039772j -0.0132286-0.0058071j 0.0220529+0.00399249j -0.0116158-0.00489175j -0.0291713+0.00036473j -0.0133413+0.0147601j 0.0218445+0.0109538j -0.0209836-0.00294418j -0.0196706+0.0035872j -0.00817291+0.00266877j -0.0149884+0.00426585j 0.0224344-0.00242789j -0.0136528+0.00460765j -0.0230521+0.0169294j -0.00720612-0.00156247j 0.0173694+0.00864152j -0.0128474-0.0331243j -0.0298152+0.00960351j 0.00875295-0.00572617j 0.0114858+0.0370474j -0.020437-0.00443848j 0.0304026+0.0254826j 0.00577455-0.0281914j -0.0111234+0.002521j -0.0148959-0.0109293j -0.00728816+6.25011e-06j 0.00243467-0.00806729j -0.014135+0.0116803j -0.0103933-0.00993875j 0.0108188+0.0013129j 0.00431724-0.0107249j 0.0186444-0.0127203j -0.0137621+0.0098222j -0.00399414+0.00980398j -0.00221883-0.00176241j 0.003463+0.00693161j -0.0108136+0.0059528j 0.00750014-0.00138317j 0.0047865+0.00167669j 0.0058414+0.00159034j 0.00460351-0.00554687j -0.0101704+0.00194234j 0.00175433+0.0037246j -0.000924041-0.00185631j 0.00320836+0.00260908j 0.00139577+0.00121773j 0.00600333+0.00125567j -0.00739554-0.00070024j 0.00502698+0.0040595j 0.00514862+0.00177802j -0.00157259-0.0033356j 0.00435994+0.00227387j -0.00808771-0.00310638j -0.00312661+0.00516381j 0.0017497+0.00321454j 0.00537487-0.00221711j 0.0018725-0.000259233j -0.00015755+0.00088921j 
0.0023448+0.00118519j 0.00433016-0.00143069j -0.00269303-0.00212347j -0.010193+0.00260973j 0.00585812-0.00281648j 0.0155965+0.00163126j -0.00279764-0.00219455j -0.012104+0.00452201j -0.00484683-0.00613414j 0.0080898-0.000944412j -0.0165546+0.00302925j 0.0309917+0.00448896j -0.0135949+0.00297484j -0.0175858+0.00166055j -0.0231663+0.0039719j 0.0306999+0.00676901j 0.0434287+0.00134302j -0.0202534-0.00626955j 0.00623654-0.00666434j -0.0213066+0.00470906j -0.0386551+0.000933495j -0.00383606-0.00631673j -0.0309856+0.00656557j 0.0592862-0.0160532j 0.013392-0.00646396j -0.00682691-0.0134465j -0.0202522+0.0234683j 0.0034099+0.00114584j 0.0420573+0.0259098j -0.0222716+0.00458564j 0.00507024+0.000458349j 0.0126764-0.00965997j -0.0154568-0.0134833j 0.0178588-0.00323835j -0.00408154-0.00056643j 0.0142199-0.00229049j 0.00729865+0.00959515j -0.0257351-0.00288922j -0.0156687-0.00622181j 0.00667796-0.000678099j -0.00609842+0.00873744j 0.00340854-0.00133133j 0.0138822+0.00518626j -0.00828888+0.00381939j -0.00552583+0.00264846j -0.00829825+0.00120291j 0.0185417-0.00396439j 0.00341981-0.00332194j 0.00620448-0.00321975j 0.0143364+0.0034924j -0.00537705+0.00168809j -0.00345178-0.00452604j 0.00888925+0.00170347j -0.00606012+0.00406742j -0.00971987-0.0056655j 0.00603192+0.00228767j 0.00906634-0.000419347j -0.00663067+0.000236102j -0.00655452-0.00063093j 0.000697937-0.000620348j -0.00186028+0.00241567j -0.00740746-0.000670049j -0.00652193+0.000470591j 0.00784485-0.00291588j 0.00283485+0.0023219j 0.000895353+0.00256733j 0.00259179-0.000182007j -0.000892573-0.00144404j 0.00306012-0.000192848j 
-0.00186387+0.000968944j 0.00150354+0.00184184j -0.00677853-0.000890617j 0.000911879-0.00149179j -0.0121172-0.00259329j -0.00282705-0.00290743j 0.0154358-0.00239539j 0.00484023+0.0132853j -0.0031721-0.00542952j 0.000292334-0.00503782j 0.00608298+0.00248507j -0.00325636-0.00545546j -0.000881122+0.00753922j 0.00174507+0.00282816j 0.0163977-0.00260101j -0.00647594+0.0036474j -0.00391931+0.00171978j -0.0256312-0.000978035j 0.0342761-0.0193875j 0.0286462+0.00579653j 0.0385886-0.0188656j 0.00953106+0.0146406j 0.000717969-0.00677889j -0.00784373-0.0163326j 0.0133956+0.00378614j -0.0127665+0.0139963j -0.00948252-0.0193407j 0.0265553-0.00748129j 0.0172518+0.045945j 0.00302927+0.0312835j 0.0119832-0.0245505j -0.00216178-0.0268478j -0.0090859+0.0229837j 0.00329544+0.000197041j -0.00348884+0.00748402j 0.000360278+0.00892059j -0.00919558-0.00532688j 0.00167186-0.0035048j -0.00383028+0.00150192j 0.0104461+0.00255069j 0.0056992-0.00294251j 0.00803596+0.00379757j -0.00395026+0.00555657j -0.00281447-0.00645928j -0.00318443-0.00316013j -0.000900648+0.00868433j 0.00458773+0.000338346j -0.0120255+0.00192324j -0.00162541+0.00137323j -0.00310197+0.00341244j -0.00164927-0.00528838j -0.00926361-0.000588666j -0.0044762+0.0016759j 0.011324+0.000315202j -0.00423919-0.00310592j 0.0074185-0.00185225j 0.0061563+0.0051837j 0.0056585-0.00107091j -0.0101269-0.00135863j 0.00586621-0.00108982j -0.00139062+0.000766279j 0.00409656+0.000432396j 0.0107769-0.000149934j -0.000627261+0.00288139j -0.00595868+0.00145177j -0.00631415+0.00109523j 0.00602942+0.00081178j 0.00429962+0.000803851j -0.000117717+0.00133431j 
0.00200739-0.000577518j 0.00205642-0.00182433j -0.00164295+0.000989795j -0.0129179+0.00265j 0.0176307+0.0065003j 0.0100469-0.00182674j -0.0084356-0.00561645j -0.0252271-0.00880395j 0.00195393-0.00236065j -0.00631778-0.00784279j -0.0305539-0.000883079j -0.00281974+0.00188902j -0.0169657-0.00596683j 0.0255173-0.00765116j 0.00030258+0.00538145j -0.015678+0.00333506j 0.015298+0.0109889j 0.0186534+0.0130739j -0.00775573-0.0102273j 0.00927781-0.000485023j 0.0220281-0.00305817j 0.000943722+0.0121891j -0.0133148+0.000999492j -0.025358+0.0145843j -0.0194939-0.0216216j -0.00584137-0.00179909j -0.0044332-0.00721328j -0.0029944+0.0218861j -0.0132922-0.00571051j 0.00378911+0.0332673j -0.000578684-0.010743j -0.0122021+0.00238163j -0.00241083+0.00822736j 0.00588579+0.000159809j -0.0046629+0.00333901j 0.000108322-0.00667584j 0.0196001-0.0111716j -0.00893433-0.0130159j -0.0177127-0.00137331j -0.0066399+0.0027126j 0.00706394+0.00251424j -0.0178033+0.00487781j -0.0128286+1.39905e-05j -0.0124389+0.0134606j -0.0105759-0.00151917j -0.00471905-0.00390628j 0.0136791+0.00225392j 0.000861746-0.00126543j -0.00146394-0.00609092j 0.00759557-0.00208957j -0.00446391+0.0100199j 0.00407412+0.00140931j 0.00212504-0.00425807j -0.0069377+0.00675751j 0.00668243-0.00936348j -0.000504495+0.00448611j 0.00141494-0.00708055j 0.000857953+0.00118334j 0.00728868+0.00147854j 0.0127748+0.00123255j -0.00161628-0.000283005j -0.0111916-0.000647503j -0.00657764+0.002986j 0.00169328-0.00138518j 0.00744534+0.000235948j -0.00146235+0.00319291j 0.00229045+0.00487474j -0.00349622-0.00181493j 0.00162761-0.000525908j 
0.000418158-0.00246677j -0.0055608+0.000454133j -0.000146707+0.00114328j 0.00460487-0.000581546j 0.00506451-0.00369539j -0.0121416+0.00801249j 0.0110109-0.00272928j -2.30537e-05-0.0023327j -0.00566623+0.00526057j 0.0238282+0.00509162j -0.00240001-0.00985315j 0.020169+0.00625742j -0.00429272+3.2333e-05j 0.00928532+0.0113464j 0.00942563-0.00101288j -0.0398581+0.00873238j -0.0119416+0.00837134j 0.075842-0.00256694j 0.0127883-0.00244271j 0.0325227-0.012425j 0.00396126-0.0168597j 0.0340069-0.00237526j -0.0173837+0.00750628j -0.010243-0.00303244j 0.013417+0.00505796j -0.00766072+0.0210313j 0.0243702-0.00236366j -0.00189709+0.0106128j 0.0246104+0.000615198j -0.00325445+0.00900407j 0.00675607+0.0347664j -0.0128315+0.0211853j -0.0163847-0.00925528j 0.00863325-0.00831918j 0.00723894+0.0158946j -0.0225627+0.00999554j -0.00493864-0.0119453j -0.0117206+0.00510947j -0.00522047-0.000194793j 0.00623936-0.00712463j 0.00308502+0.00249829j 0.00698884+0.00558195j -0.00780722-0.00884293j -0.00652866+0.00126768j 0.00069019-0.00116336j 0.00269645+0.000545491j 0.000560326-0.000924326j -0.0157744+0.00372129j 0.00723163+0.000300387j -0.00038162+0.00367944j -0.00442451-0.00246748j 0.00119323-0.00206792j -0.00330609+0.00437889j 0.00585479-0.000311153j 0.00373343+0.000992493j 0.00314734-0.00080991j 0.00668451+0.000588516j 0.000343649-0.00104352j -0.00222708+0.000259681j 0.00298111+0.0034099j -0.00282622-0.00266981j -0.000453819+0.000691548j -8.2205e-05+0.00305713j -0.00103793+0.000997594j -0.00207059+8.63636e-05j 0.00325636-0.00117044j -0.000800377-0.00142744j -0.00366307+0.00177054j -0.002649-0.00161531j 
-0.00102211+0.00217409j 0.00370387-0.000260111j -0.00019639+0.00126544j 0.00383478+0.000854854j -0.00995012+0.00471163j -0.00715705-0.00956308j 0.00622707-0.00449794j 0.0256037+0.00435918j 0.0234236-0.0117684j 0.0105902-0.00703239j 0.00262063+0.0147096j 0.00254694-0.00230842j -0.0113059+0.00814624j -0.00785428-0.0230968j 0.023899-0.0168262j -0.00334419-0.00294113j -0.0370265-0.00382545j 0.0233795+0.0179828j -0.0196649-0.0233834j 0.00679131-0.00372187j -0.0396768+0.000213767j 0.0069923+0.0255579j 0.00817015-0.00857676j 0.00763353+0.0151486j 0.0134996-0.015545j -0.00673409+0.00558865j 0.000418413-0.0279989j -0.0155503+0.036855j -0.00413163-0.0294134j 0.0052524-0.0112735j 0.00316369+0.00620227j 0.0159938-0.00497884j -0.00775803-0.00127213j -0.00177266-0.00439021j -0.00780125+0.00111154j 0.000761332-0.0106394j -0.000436078-0.0041435j 0.00846969-6.53233e-05j 0.00558041+0.00434659j 0.00235795-0.00175859j 0.000860153-0.00090955j 0.00227376-0.000877289j -0.0118537-0.0019033j 0.00674933-0.00431276j 0.00418207-0.00129799j 0.00219883+0.00183763j -0.0127918+0.000726986j -0.00102963-0.000661651j 0.00181825+0.000842555j -0.00987392-0.00652158j 0.00715756+4.36437e-05j 0.00197637+0.00183121j -0.00426036-0.00120018j 0.00778552+0.000924157j 0.00501893-0.00190563j -0.00518477+0.000794506j -0.00611663+0.00187839j 0.00417412-0.000383957j 0.00377544-0.00422946j -0.000408444-0.00164916j 0.000414141+0.00186643j 0.00891012-0.000419266j 0.0100097-0.000610273j -0.00652651+0.00538698j -0.000725321-0.000208191j -0.00543573+0.000777342j 0.00177492+0.00188443j 0.00525585-0.00177344j 0.00204565+0.00253953j 
-0.00174964-0.00214274j -0.00155276+0.00200845j -0.0118491+0.00525692j 0.00156944-5.17172e-05j 3.61859e-05+0.00216721j -0.0117731+0.00424373j 0.0301419+0.00396497j -0.00231815-0.00502317j -0.010336-0.0122414j 0.0258122+0.00189641j 0.0265444+0.00290023j 0.00248869-0.00621744j 0.0291794+0.0103034j -0.0182735+0.00805633j 0.00616331-0.00468245j 0.033221+0.000480176j 0.00778036-0.0100559j -0.0175372+0.0153229j 0.00283137-0.008046j -0.00518188-0.0214537j -0.0479563+0.00412077j -0.00958031-0.0160529j 0.00856747-0.00496752j 0.0200848-0.00545308j -0.00498918+0.0129621j -0.0116055-0.0113204j 0.0076361-0.00446493j -0.00587031+0.0224848j 0.000433609+0.00942745j 0.0149441-0.00150211j 0.00897973-0.0121667j -0.00449302+0.00676775j -0.000795937+0.000764183j -0.0119566+0.0115498j -0.0120257+0.00013043j -0.0120789+0.00532251j -0.00993894+0.00785782j 0.00647912+0.00974358j 0.00110828+0.00261273j 0.00899501-0.0101275j 0.00643077-0.00639471j 0.00516339-0.00427555j -0.00598548-0.00459556j -0.0148677+0.00724857j -0.0128742+0.0125421j -0.00207227+0.00550552j -0.00446744+0.00477605j -0.00815483+0.00220865j -0.00700281+0.00417048j -0.00639919-0.00131729j -0.00626085-0.00322883j 0.00169053-0.00563278j -0.000533213+0.000862828j 0.00419907+0.00500334j 0.00483858-0.00700499j 0.00607604-0.000283418j -0.00333493+0.0020531j 0.0116401+0.00310361j -0.00706379+0.0019794j 0.0107958+1.33309e-06j 0.00435458-0.000795942j -0.00592031+0.00586567j 0.00323197+0.003293j -0.00702627+0.00188635j 0.00372487-0.00274027j 0.000262595+0.000132418j 0.00244313+0.00224472j 0.00112734+0.00254345j -0.00392972+0.000466476j 
0.00261929-0.00147131j -0.00107048-0.000679139j -0.0059896+0.00244365j -0.000753611+0.00149507j 0.0126722-0.00382254j 0.019878-0.00249624j 0.0189668+0.00958818j -0.00890707+7.74259e-05j -0.0286018+0.0016125j -0.0293064+0.00373858j 0.0263854+0.0019816j -0.0450346-0.00132819j 0.00459318+0.000821945j 0.0043999+0.00644896j 0.0172338-0.0132156j -0.0586961+0.00869471j -0.054093+0.0102593j -0.0116816+0.00594432j 0.0242174+0.00586852j 0.0140513+0.00557643j 0.030978+0.0115033j 0.0060847+0.00559899j 0.0416295+0.00693043j -0.000925306+0.0294973j -0.0106421+0.0173646j -0.0059748-0.00618466j 0.00317624+0.0158891j 0.0271624+0.00931326j 0.00106569-0.0250625j 0.0116731-0.00205627j 0.0121346-0.0120386j 0.00494678-0.00742303j 0.00534356-0.00367654j -0.00546112-0.00208837j -0.00272995-0.0091145j 0.00756791+0.0184788j -0.0150754+0.010337j 0.000672359-0.00535549j -7.63412e-05-0.00407173j 0.00875248-0.00514569j -0.000556735-0.00949657j -0.00329898-0.00684282j 0.0088222+0.0035433j -0.0123698-0.00133199j -0.00487855+0.00709439j -0.00413729+0.00540886j 0.00881598+0.00195158j 0.0141322-0.00425523j -0.00221785+0.00324736j 0.00229468+0.00631918j -0.00994558+0.000911364j -0.00223668-0.00381318j 0.0058601-0.0017986j 5.52992e-05-0.000821706j -0.0106179+0.00265671j 0.00924654+0.00134378j -0.00638187+0.00438858j 0.00133128+0.00133704j -0.000669997+0.000201736j -0.000994508-0.00293787j 0.00580581-0.000757698j -0.00333171+0.00237328j -0.00907937+0.000574677j -0.000896916-0.00477028j 0.00225253-0.000514671j 0.00165866-0.000437884j -0.00513851-0.000453106j -0.00103199+0.000901143j -0.00187945-0.000941332j 
-0.000378291+0.00167005j 0.000659225+0.00268j 0.0029221-0.00276475j 0.00351002-0.0126912j 0.0097565-0.00378738j -0.0132268-0.00384326j 0.0118905+0.005765j -0.0176971-0.000711939j 0.0399509+0.00931466j -0.0142139-0.00400157j -0.0122171+0.00756307j 0.00678566-0.00747058j -0.0326219-0.00284275j -0.0236036-0.0012093j -0.017054-0.00800685j 0.00253892+0.012162j 0.0202481-0.00958243j 0.00392608+0.011187j -0.0193021+0.0084975j 0.00684573+0.0132087j 0.00684752-0.00404098j -0.0187935+8.85095e-06j -0.00866112-0.0241088j 0.00321053-0.00781549j -0.00257132+0.00720826j -0.00176666+0.0417486j 0.0205929+0.00809368j 0.0151841-0.00535225j 0.0132921-0.00909444j 0.0051719+0.0221677j -0.0121184+0.017812j 0.0176058-0.00550335j 0.00212482-0.00054793j -9.5465e-05+0.00208873j -0.0127615-0.0136135j -0.000385646+0.00317093j -0.000105796+0.00808545j 0.00681356-0.00595087j 0.013451-0.00820013j 0.0189091-0.00544599j -0.000234201+0.00265324j -0.00610997+0.00668431j -0.0108872+0.00892998j 0.00376082-0.00413944j -0.00824857-0.00220519j -0.000611006-0.00598637j -0.00334176+0.00625953j 0.00752212-0.000799338j -0.00166948+0.00126323j -0.0137374+0.0187711j 0.00362818-0.0100024j -0.0124987+0.00409481j -0.00439713+0.00412188j 0.00835977-0.0104886j 0.0021637+0.000673884j 0.00291615-0.00375607j -0.00411658-0.00281135j 0.00475194+0.00258511j -0.0103785+0.00560484j 0.00876437+0.000278547j -0.0126893-0.00262454j 0.00572313-0.000269382j 0.00797783+0.00135854j 0.00407921-0.00130749j -0.00938231-0.0018095j -0.005237-0.000209933j 0.00908147+0.00154191j 0.00369046-0.000235166j 0.00271609+0.00230726j 
-0.00267079+0.0010198j -0.000947393-0.000871599j 0.01697+0.000236585j -0.00581114+0.00118045j 0.0489928+0.00565185j -0.0265292+0.000343244j 0.0270349+0.001202j -0.016465+0.00706136j -0.0131232+0.00108036j 0.00376579-0.004554j 0.0141006+0.0095239j 0.0326205-0.0119977j -0.0224646+0.012462j -0.0176421-0.0142288j -0.00242047+0.00437519j 0.0234383-0.0188551j 0.0124601+0.0215405j -0.00463439+0.0148284j 0.0405166-0.00296885j -0.00601269-0.0361829j 0.00795731+0.00695081j -0.0016757-0.0185192j -0.00386738-0.0174807j 0.000941517-0.0096163j 0.0147467+0.0267402j -0.00773006-0.0166053j -0.00219999-0.0070128j 0.00838107-0.0023912j 0.0146074-0.00895273j 0.0139567+0.0121355j 0.00278415+0.00113055j -0.000117004+0.0048092j -0.0190032+0.00511877j -0.0113961-0.00739563j 0.00465684+6.24995e-05j -0.0108366-0.00778214j -0.0133287-0.00300372j -0.000913971-0.00309772j -0.00565765-0.00701231j 0.00869897+0.00571258j -0.000192624+0.00169382j 0.00930591-0.00870418j -0.000836498-0.00391745j -0.00813098-0.000923717j -0.00166817+0.00907469j -0.00477785+0.00230022j 0.0076292+0.00159407j 0.00299309+0.00616569j 0.000173776+0.000996203j -0.00947841+0.000458878j -0.011496+0.00609075j 0.000837815-0.000946492j -0.000122647+0.00438726j 0.00460231+0.00186082j -0.0133165+0.00486434j 0.000647395-0.00325979j 0.000593577-0.00488699j 0.00917059-0.00267698j 0.00178367+0.00256402j -0.00772695+0.00483351j -0.00104665-0.000692569j 0.000456707-0.00293897j -0.00693218+0.000626427j -0.0108516-0.00190021j -0.000233404+0.00371714j -2.5436e-05+0.00202579j -0.0056139-0.000564401j 0.00111361-0.00127193j -0.00102224+0.00177221j 
