0.133953+6.93889e-18j 0.0445144+0.035444j -0.0426103-0.0781845j 0.0136992+0.0345947j 0.0283565+0.0378325j -0.00250812-0.0156521j 0.0158179+0.0254023j -0.000710558-0.0273338j -0.000924692+0.00701345j -0.0589908+0.0667617j -0.0265622-0.0513864j 0.0528256+0.00342665j -0.0632411-0.0471861j -0.0548204+0.0635906j 0.00274445+0.0566437j -0.0241245-0.0331411j 0.0132061+0.00308399j 0.00241265-0.0184974j 0.0208284+0.0356891j -0.00456479+0.0600378j 0.0371814+0.0313193j -0.00731642+0.00783676j 0.0128965-0.0368074j -0.0027062-0.0158977j 0.0234271-0.0206389j 0.00680165+0.028059j -0.0350254+0.0885015j -0.0367574+0.0518177j 0.000853774-0.00584632j 0.0122571-0.0223354j 0.00996313-0.00427732j -0.0152209-0.039351j -0.021371+8.26317e-05j 0.0331852+0.0191175j 0.00433521+0.0294683j -0.0372194+0.0128967j 0.0436847+0.0278957j 0.0162252+0.133267j 0.0101171-0.051842j 0.0867027-0.0509661j -0.0315946+0.0144807j 0.00589935-0.0887323j 0.0710075+0.119983j 0.000584563+0.0954864j 0.12701-0.033203j 0.085882+0.0572143j 0.0708036+0.103466j -0.0353101-0.041459j 0.0333314-0.0150488j -0.045942+0.0228393j -0.0444688-0.0592616j -0.00878709-0.012251j 0.0161323+0.0305891j 0.0362226+0.0268064j 0.0384075+0.0519611j -0.00636159-0.106951j -0.0906036-0.158176j -0.0139807+0.0171991j 0.0960032+0.0789588j 0.165+0.016384j 0.0152025-0.0872516j -0.107088+0.259183j -0.0830386-0.00969146j 0.0341977-0.0571535j -0.0347418+0.0448807j -0.077465-0.0493885j -0.14694-0.0863521j 0.152521+0.00794657j -0.0675228-0.0591587j 
0.00680165-0.028059j -0.0182321+0.00348146j -0.0348502-0.0763889j 0.0366078-0.0908968j 0.0903366-0.0187644j 0.00823181+0.098166j -0.00426735-0.0533844j -0.0400056-0.0980848j 0.0769097+0.0519357j 0.025591+0.00868806j 0.0153743-0.0345352j 0.0306127+0.0466796j -0.0137466+0.0640583j 0.139749-0.0517193j -0.0256855+0.0319719j 0.0101427+0.0121849j -0.00343905-0.0173473j 0.0163294+0.01194j -0.0234206-0.114746j 0.00640227-0.000778041j -0.0418018+0.087985j -0.0183591-0.0752425j -0.000976467+0.0387055j 0.0649746-0.0734937j 0.0183479+0.0741695j 0.0734895-1.27745e-14j 0.00212975+0.0502812j -0.176091+0.0714934j -0.0136066-0.0500817j -0.0162961+0.0528121j 0.138062-0.00210949j 0.0441123+0.00698823j -0.048262+0.0376952j 0.0190717+0.0678817j 0.0191339+0.00546876j -0.0926516+0.154421j -0.0973734+0.134937j 0.105521-0.0542463j 0.15419+0.0731684j -0.00466721+0.0768142j -0.0191388-0.130239j -0.0419042-0.0428302j 0.0371717-0.00981063j -0.0568328+0.0496141j 0.0950762+0.0258059j -0.0443669+0.058665j 0.0237545+0.00146508j -0.0289063-0.00346143j 0.00973202-0.108192j 0.0170127-0.013568j 0.0639142-0.00930159j 0.0287566+0.0859473j -0.0549438-0.10127j -0.0118444+0.0401892j -0.0492388+9.25168e-05j 0.0630067-0.0169374j 0.127422-0.0760224j -0.00371566-0.0666943j 0.0946059-0.00413973j 0.00430886+0.0315319j 0.0436644+0.014953j 0.0485678+0.158436j 0.0159975-0.0113097j 0.0138067-0.0536401j 0.0703249+0.010528j 0.111201+0.0708586j -0.023697+0.0352943j 0.000232415-0.0176218j -0.0121235+0.023676j 
-0.0350254-0.0885015j -0.0140275+0.0712376j 0.0599641+0.0557856j 0.0382829+0.0432686j 0.0596348-0.049785j 0.00922029+0.0165107j -0.0106102+0.0224137j -0.0141826-0.00304071j -0.0357781-0.0277016j 0.000101931-0.010005j -0.0980629+0.0213884j -0.0613115+0.029996j 0.035458-0.058965j 0.0105311+0.0787005j -0.0489375-0.0567987j -0.0237416+0.0163667j 0.0180061-0.0123229j 0.107535-0.012268j 0.0255734-0.0319537j 0.00399614-0.0196245j 0.00162874-0.0318908j 0.00117157-0.0164075j -0.0357377+0.0927173j 0.00867461-0.0870863j 0.014703-0.0501264j 0.00212975-0.0502812j 0.0310969-1.00614e-14j -0.00323322+0.0265401j -0.0590291+0.0840315j 0.00699806-0.0121431j -0.120284-0.032325j 0.00364112-0.0494101j 0.0181314+0.0989708j -0.0330652-0.0089755j 0.175265+0.143702j 0.0760575+0.0224927j 0.130434+0.05157j -0.00982307+0.0409157j 0.0299001-0.0379994j 0.0321988-0.125691j 0.0326388+0.0440626j -0.00819378-0.040626j -0.0893959-0.0125838j -0.0335164-0.0490281j 0.0761538-0.0355465j 0.11201+0.00691699j -0.0112799+0.14401j -0.06031-0.0276082j -0.00714805+0.0897289j -0.0486214-0.0778781j 0.0307117-0.128193j -0.0225899-0.010363j 0.0281481-0.016248j 0.0469279-0.0788197j -0.000900515-0.0281259j 0.0392009-0.0500237j -0.0206486+0.0349208j 0.0262418-0.055786j 0.0917177+0.0355547j -0.0141627+0.0155232j -0.1323+0.0326519j 0.109186+0.0463665j 0.0794119-0.0135946j -0.0235314+0.085516j 0.0164499-0.0823321j -0.0387056-0.00283692j -0.00640531+0.0294515j 0.0214997+0.0410867j -0.0269482+0.0223166j 
-0.0367574-0.0518177j -0.00218672-0.00556033j 0.0170323+0.0132727j -0.0739339-0.00733824j -0.0473805-0.0185463j 0.0490909+0.0353976j -0.066114-0.000587714j 0.0163284+0.0854961j -0.149391-0.0605667j 0.108806-0.0402601j -0.0587262-0.0184785j 0.0647068-0.0349847j 0.064478-0.0162063j -0.00905915+0.0812386j 0.0297026+0.0119339j -0.0757475+0.0421163j 0.110689+0.0473556j 0.0118265+0.00192749j -0.0338395-0.0557235j -0.0224175-0.0956772j -0.0150808-0.100449j -0.0538498+0.0291684j -0.00381741+0.00333611j -0.0529304+0.0732287j -0.0160012-0.0181029j -0.176091-0.0714934j -0.00323322-0.0265401j -0.010863+1.18447e-14j -0.0587909-0.011641j -0.0632155-0.0145631j -0.0436443+0.0382052j 0.0357751+0.0206581j 0.0133932-0.0876464j 0.0469702-0.027782j -0.132046+0.026762j -0.0744863+0.106559j 0.130192-0.116274j 0.0943238-0.0550027j -0.000544364-0.0143653j 0.134052-0.0720949j 0.0194031+0.00729192j 0.12477-0.072436j 0.0276808-0.00457402j 0.0151625-0.0251894j 0.106747+0.0382569j 0.0457063+0.0355206j 0.00175987+0.00918674j -0.0655865-0.0363258j -0.0528295-0.0192946j 0.0354464-0.0462774j 0.0149517-0.0284357j 0.0438817-0.00876193j 0.00671909+0.0803461j -0.0149582+0.00111394j 0.010625+0.000490322j -0.0509201+0.118412j 0.00361456+0.11711j 0.0159337-0.0814905j -0.00253312-0.0471066j 0.0742895+0.011047j 0.036862-0.00295923j -0.0496118+0.0677759j 0.0604956-0.0119864j -0.0693182+0.010162j 0.000494706+0.105263j 0.0317124+0.0249491j 0.00201473+0.0648795j 0.00318061+0.0291169j -0.00624748+0.0402452j 
0.000853774+0.00584632j -0.00918492+0.0106774j -0.0789752-0.0268309j 0.0423144+0.0920085j 0.0133076-0.105021j -0.0358103-0.0440359j 0.0390595-0.113907j -0.0126236-0.107343j 0.0359927-0.0455873j 0.0144926-0.0873756j -0.0167734-0.126761j -0.0334632-0.0360049j -0.0651778-0.0859878j 0.122169-0.0593171j -0.0607214-0.00022796j 0.000857531+0.0673963j -0.0170595+0.0587809j 0.0261745+0.0350199j 0.0225628-0.00488329j -0.0057792-0.0626492j 0.014451-0.0172185j 0.0849814+0.0877385j 0.0520043+0.00585611j -0.0583137-0.114132j -0.0300832+0.0654995j -0.0136066+0.0500817j -0.0590291-0.0840315j -0.0587909+0.011641j 0.323058-4.81143e-14j -0.0772898+0.00440434j 0.216459+0.0147949j 0.00431985+0.0777109j 0.0209229+0.0136846j -0.152974+0.24698j -0.0220782-0.0113254j 0.0332368-0.013195j -0.00604327-0.0260499j -0.00124418-0.0782385j 0.0529063-0.125229j -0.0172127-0.0184053j 0.0065903-0.049167j 0.0109835+0.0659759j -0.0548905-0.101414j -0.0263158-0.0987762j 0.0111179-0.00926583j 0.0696485-0.0206553j -0.00458091+0.123394j -0.0241364-0.0173317j -0.0248263+0.130377j -0.0361655+0.0160234j -0.0398237-0.0458912j 0.00462808+0.0300171j -0.0100537+0.0062391j 0.0178905-0.0172922j -0.0100209-0.0460982j -0.00576037+0.0172016j -0.0313964-0.044257j -0.025638-0.0337926j -0.00620808+0.10324j -0.0145038-0.0525962j -0.0688953-0.0152416j 0.0265364+0.0536781j -0.00523263+0.085777j 0.0309356-0.00591772j 0.0044845-0.0777832j 0.00861487-0.0110083j 0.00586304-0.0285952j -0.02865-0.011483j -0.00702156-0.0289581j 
0.0122571+0.0223354j -0.00172283-0.0293002j -0.0496709-0.0800363j -0.0270686+0.0135253j -0.106968+0.0879501j 0.0488633-0.0730061j -0.0900745+0.0437171j -0.0680573-0.0343597j 0.0537146-0.047655j 0.162427+0.120079j 0.0544277+0.0631597j 0.0677707-0.0237769j 0.0793653+0.0790875j 0.0305008-0.168114j 0.0320148-0.0487967j 0.0510853+0.00374408j 0.00336799-0.063228j 0.059238+0.0304877j -0.0548232+0.0460555j 0.0132302-0.00206027j 0.0475014-0.00323924j -0.0219196-0.013211j 0.133248+0.00651638j 0.020259-0.0672039j -0.0148303-0.0409374j -0.0162961-0.0528121j 0.00699806+0.0121431j -0.0632155+0.0145631j -0.0772898-0.00440434j 0.509524-5.74688e-13j 0.0731985-0.00861142j 0.0789885+0.00187131j -0.0636814+0.0903456j -0.0086844-0.0690638j -0.0243651+0.0266132j 0.000722469-0.0390621j 0.00376919-0.087864j -0.00608496-0.0831905j -0.0272909+0.0183716j -0.0093349+0.0260924j -0.00605909+0.0129854j 0.00112841+0.0167408j -0.0629407-0.0136256j -0.0773453-0.0619675j 0.03535-0.0408803j 0.0488524-0.0142985j 0.0180363+0.029384j -0.0204221+0.0104013j -0.0641942-0.00776553j 0.0148123+0.00902004j 0.0202732-0.0211737j 0.00472601-0.0863702j -0.00872086-0.0795946j -0.00416445+0.0436994j -0.0127753+0.0173617j 0.00465189-0.026016j 0.00641511-0.0123692j -0.00803922+0.0387092j 0.0084091+0.0376566j 0.0196737+0.001253j 0.0178305+0.0126212j 0.0285622+0.0177024j -0.0138912-0.0073175j -0.00928943-0.0162296j 0.0131393+0.00886971j 0.0307092-0.00920408j 0.00307569-0.0058495j -0.0298055+0.0126927j -0.0128647-0.0327887j 
0.00996313+0.00427732j -0.0114997-0.0112049j -0.0195625-0.10103j -0.0191414-0.123684j -0.110892+0.0413947j -0.0669037-0.156697j 0.0554115+0.0111548j 0.0292291+0.0280401j -0.0577984-0.032451j -0.0799798+0.136053j 0.0873994-0.0121373j -0.0530315-0.0584629j 0.0293915-0.0200694j 0.0105673-0.094972j -0.0130263-0.00416316j 0.00807216-0.138874j 0.0372537-0.0482032j 0.0894587+0.0573945j -0.0289535-0.0373784j -0.0169094-0.0188806j -0.0377695-0.0564991j -0.0667256+0.0376871j 0.0441948-0.0257828j 0.0915372+0.156763j 0.00943113-0.00834369j 0.138062+0.00210949j -0.120284+0.032325j -0.0436443-0.0382052j 0.216459-0.0147949j 0.0731985+0.00861142j 0.246803-9.68808e-14j 0.0786871-0.130239j -0.0394675-0.10753j -0.129979-0.0746585j 0.100743-0.111621j -0.129231+0.0457649j 0.0598109-0.0188579j -0.0407615+0.0854526j 0.0310191-0.0901373j 0.0539518+0.0181008j 0.0603799+0.108908j 0.00792662-0.0239648j 0.0163954+0.0502956j -0.0532241+0.0782283j -0.0316623+0.00661812j -0.0108931+0.0249407j -0.000478254-0.0530919j -0.0482395-0.0656581j 0.0279649-0.0847464j -0.028302-0.0305919j -0.0481539+0.0100982j 0.0190268-0.107807j -0.0129903-0.00806602j -0.0127931-0.0881179j 0.0109714+0.0871846j -0.0010806+0.0525063j -0.0160085+0.0888975j 0.0558556-0.0479783j -0.0439691-0.0780593j 0.0185584+0.0488346j 0.0152868-0.0276126j -0.00818082-0.0233467j -1.62275e-05-0.0485857j -0.00797843+0.0469097j -0.000726743+0.00498024j -0.106894+0.0119491j 0.0202467+0.0473111j 0.00457894+0.0126264j -0.0392439+0.0647197j 
-0.0152209+0.039351j -0.0269058+0.00507917j 0.0152823+0.0501793j -0.11371-0.00261813j 0.0675126+0.105238j -0.0374729-0.158119j 0.0624057-0.0279645j -0.013966-0.0218993j -0.125454+0.0401751j -0.0101302+0.00206887j -0.0793472+0.0778813j 0.0586601-0.0975999j 0.0290317-0.0207981j 0.0205174+0.0165996j -0.0206539+0.0245235j -0.058175-0.150399j 0.00857424+0.0916793j -0.0915619+0.0497188j 0.121186-0.0294585j 0.0737576+0.0222329j 0.0163158+0.0396947j 0.133692+0.0503106j -0.181271+0.0547448j -0.0424271+0.0607999j -0.056043-0.129453j 0.0441123-0.00698823j 0.00364112+0.0494101j 0.0357751-0.0206581j 0.00431985-0.0777109j 0.0789885-0.00187131j 0.0786871+0.130239j 0.00157234+1.13382e-14j -0.0830856+0.0443105j -0.0493548+0.124425j 0.0112101+0.0441633j -0.162241+0.0511127j -0.0276425+0.0242802j 0.0802982+0.0192177j -0.0481689+0.107598j 0.0196126+0.0285961j -0.116976-0.0473538j 0.0131311-0.0252585j 0.0456274-0.0838529j 0.114675-0.0138228j 0.0484199+0.121016j 0.052281-0.015076j -0.00843933+0.0912746j -0.0185797-0.0321516j -0.0402244+0.0487277j -0.0442121+0.0705673j -0.00313229+0.00655563j 0.0731755-0.00891417j 0.0491852+0.00152387j -0.0371577+0.0791769j 0.0182452-0.036242j -0.0660764+0.0381419j -0.0223418-0.0426358j -0.0437526-0.0370102j -0.0235789+0.00678j -0.00477566-0.0632709j -0.0616543-0.016102j -0.0599994-0.014031j 0.0290665-0.0155831j 0.00837956-0.00224225j 0.00344445-0.088214j -0.0315713+0.00795012j 0.0277632-0.0277561j 0.0181356-0.0165615j 0.0506197-0.00830374j 
-0.021371-8.26317e-05j 0.0239803-0.0484493j 0.011642+0.0432448j -0.0150402+0.0401558j -0.0646849-0.0703907j -0.0281996+0.0304109j 0.0833602+0.0116729j -0.0213987-0.0216689j -0.119579-0.0236876j 0.0553032+0.0828156j 0.00553415+0.0122077j 0.0541141+0.0820325j 0.0249511-0.0286023j 0.0197796+0.00968959j 0.110759+0.00421813j -0.0625687+0.0823269j 0.0307332-0.0411421j 0.0570177+0.12929j 0.0055027-0.0342948j 0.0894789-0.0222606j 0.15888-0.043572j 0.0413319+0.158436j 0.0159065-0.076626j 0.0430032+0.0772339j 0.0323204-0.0442466j -0.048262-0.0376952j 0.0181314-0.0989708j 0.0133932+0.0876464j 0.0209229-0.0136846j -0.0636814-0.0903456j -0.0394675+0.10753j -0.0830856-0.0443105j 0.0382925+8.9026e-15j -0.0220918-0.0486371j 0.0901127-0.0520673j -0.0130145+0.110844j 0.0295318-0.0276385j -0.0824043+0.0579536j 0.0876026-0.00666714j -0.0204322+0.0763646j 0.0541864-0.0441838j 0.103722-0.0149764j -0.0341386+0.0485587j -0.148733-0.0573511j -0.00477969+0.0340291j 0.00933013-0.0598926j -0.00737936+0.0245021j -0.00583662-0.0943091j 0.0473279-0.122108j 0.0414725+0.0291122j -0.0401997+0.0611908j -0.026341-0.0153107j -0.0720381+0.00661681j 0.0209586+0.0591614j -0.0324776+0.0028034j 0.0721497+0.00815348j 0.0732217-0.0450318j -0.0182407+0.0734449j 0.0474331-0.00761677j 0.0126461+0.0210239j -0.0107626+0.0302656j 0.0335064-0.00106933j -0.0259228-0.00311129j 0.00598965-0.0599046j 0.022711-0.00862841j -0.0155404+0.00239625j 0.0384836+0.00981564j -0.0391265+0.0501835j -0.0127784-0.0419068j 
0.0331852-0.0191175j 0.120889+0.0137471j 0.0265642+0.0961457j -0.00296949+0.0357617j 0.049732+0.114931j 0.013606-0.0170725j -0.0593452-0.0783849j 0.0792781+0.0946661j 0.212061-0.0239852j 0.00600215+0.0107216j 0.0909961-0.0140203j -0.0178941+0.0552356j -0.106223+0.00214418j -0.000369727+0.0622293j 0.0734367+0.147867j -0.0169107+0.0333222j 0.0589869+0.067547j -0.0162979-0.000505344j 0.0274755-0.103711j 0.0945298+0.0703873j 0.0545251-0.0732511j -0.0260908+0.00339282j 0.112327+0.053271j -0.0170127-0.0181285j -0.0551378-0.0458019j 0.0190717-0.0678817j -0.0330652+0.0089755j 0.0469702+0.027782j -0.152974-0.24698j -0.0086844+0.0690638j -0.129979+0.0746585j -0.0493548-0.124425j -0.0220918+0.0486371j 0.0745062+3.05311e-16j -0.0131878-0.025461j -0.0565494-0.00105292j 0.00726264+0.0174383j -0.0651946+0.0112957j 0.0388481-0.0188252j -0.0164319+0.0198028j 0.0459263-0.0689451j 0.0394153+0.11242j -0.0186661+0.0066102j -0.0800326-0.00160877j -0.0518076+0.0937132j 0.0389057-0.0575309j -0.00208974+0.0668673j -0.0285082-0.131373j 0.0135537-0.0491857j -0.0157975+0.0441219j -0.108551-0.00654261j 0.0258059-0.0425399j -0.068338+0.108663j -0.0208569-0.0549368j -0.0327536+0.00301423j 0.00531648+0.0571401j -0.0144332+0.0522931j 0.0511211-0.00835276j -0.0551182+0.0323424j 0.0249299+0.00713354j -0.0652989-0.0568019j 0.0219355+0.0202759j -0.048833+0.0586503j 0.0532963+0.000115867j 0.0760604-0.0553409j -0.0995953+0.012988j 0.0403135+0.0039611j -0.0471361-0.0144027j -0.0250879-0.0223608j 
0.00433521-0.0294683j 0.00447598-0.00259661j -0.0787754-0.0100128j 0.0208489-0.0101492j 0.0120683-0.00452481j -0.0234392+0.0525723j -0.0294455+0.0615513j -0.0275228+0.0351894j -0.0660734-0.0276112j 0.0214434-0.0349594j -0.0551982+0.005425j 0.00532346-0.119963j 0.0798869-0.0313627j 0.0904842+0.109082j 0.00416203-0.0366043j -0.0602552+0.014579j 0.0334315+0.0326275j -0.0167678+0.0221034j 0.011961+0.0492331j -0.036079+0.142077j 0.141564+0.183964j -0.106889-0.0240559j 0.0650265-0.0443021j 0.0932726+0.026073j 0.0634529+0.0593878j 0.0191339-0.00546876j 0.175265-0.143702j -0.132046-0.026762j -0.0220782+0.0113254j -0.0243651-0.0266132j 0.100743+0.111621j 0.0112101-0.0441633j 0.0901127+0.0520673j -0.0131878+0.025461j 0.0611929+1.62004e-14j -0.112053+0.110314j 0.0886658+0.175169j -0.0429002-0.0497539j -0.0220627-0.0115681j 0.020134-0.0395953j 0.00292447+0.0815324j 0.0250261-0.0569227j -0.0167238+0.0313619j -0.0692957+0.0153776j 0.0399205+0.0387749j -0.00989523-0.0197246j -0.0095707-0.0341965j 0.0361759+0.12507j 0.0297104+0.0582079j 0.00290473-0.036559j 0.0167585-0.00239965j -0.0539116+0.0683267j 0.0957209-0.0720743j 0.0603442+0.0736069j 0.0644522-0.0450793j -0.0138198+0.0227465j -0.0364896-0.0621214j 0.02408+0.0549744j 0.0321957+0.0360971j 0.0122034-0.0129237j 0.0549735+0.0388281j -0.063682+0.0121898j -0.0170865-0.0342339j -0.0500323+0.0178484j -0.0400512-0.0527747j 0.0743496-0.023369j -0.0252627-0.00960426j 0.0102528+0.00837359j -0.0524037+0.0346595j 
-0.0372194-0.0128967j 0.0382658+0.100838j 0.166096+0.0499934j 0.0257355-0.187416j 0.0219824-0.0749295j 0.0962248+0.131444j 0.0588538+0.0124175j 0.135683-0.00442974j -0.0576104+0.254632j -0.120048+0.0710326j 0.0469458-0.0602076j 0.0170644+0.0926681j 0.0834173+0.0890576j -0.0195301-0.0380644j 0.0653283+0.146454j 0.0463004-0.0192465j -0.0123077-0.0773046j -0.0798964+0.0387526j -0.00282303-0.0426447j 0.0861131+0.0265338j 0.0500103+0.0819346j 0.027287+0.0427291j 0.108321-0.0472181j 0.0387978-0.129837j -0.0651323-0.0474824j -0.0926516-0.154421j 0.0760575-0.0224927j -0.0744863-0.106559j 0.0332368+0.013195j 0.000722469+0.0390621j -0.129231-0.0457649j -0.162241-0.0511127j -0.0130145-0.110844j -0.0565494+0.00105292j -0.112053-0.110314j 0.0705552+9.02056e-16j 0.0981653-0.0153115j 0.0292373-0.0525169j -0.0474636+0.0114305j -0.0431057-0.0438779j 0.0878764+0.0708769j -0.0490605+0.0245706j 0.0292386+0.00186792j 0.017657-0.0472465j -0.0283161-0.0703065j 0.0140156+0.0197846j 0.0209924+0.00289784j 0.028247+0.0947957j -0.0157508+0.0571393j 0.0148287-0.00817236j 0.0106935-0.0226416j -0.0213417+0.00609529j 0.0193053-0.055213j 0.00132471-0.0416192j 0.0400449-0.0507442j -0.011907-0.0246046j 0.0181636-0.0509648j 0.0224357-0.00652995j 0.00426471+0.0195467j 0.0357341+0.0112911j 0.00332565-0.0259028j -0.0324932+0.0326991j -0.0203451-0.0905194j -0.0218414+0.049679j 0.00505543-0.0161004j 0.0130683+0.0119994j -0.00320809+0.00175599j 0.0263104+0.00205657j -0.030468+0.00500372j 
0.0436847-0.0278957j -0.0330544-0.0511311j 0.00738646-0.0437901j -0.0498915+0.12143j -0.0802427+0.0708345j -0.0371605-0.0475145j 0.0413181-0.00314841j -0.0314245+0.102279j 0.0683177-0.0530271j -0.0592587+0.00510862j 0.0725147+0.0209185j -0.0454822-0.0440832j -0.0566284-0.0923686j 0.0481081+0.00683964j 0.0744776-0.0762493j -0.0344229-0.0230601j 0.000674339-0.0268817j -0.0376589-0.128682j -0.0264559+0.0889311j -0.203449+0.0854074j 0.158201+0.0147461j -0.122847+0.0313299j -0.0205717-0.031855j -0.0806146-0.0224871j 0.0177462+0.0065404j -0.0973734-0.134937j 0.130434-0.05157j 0.130192+0.116274j -0.00604327+0.0260499j 0.00376919+0.087864j 0.0598109+0.0188579j -0.0276425-0.0242802j 0.0295318+0.0276385j 0.00726264-0.0174383j 0.0886658-0.175169j 0.0981653+0.0153115j 0.128903+7.37153e-14j 0.105783-0.0204616j -0.0285173-0.0586018j 0.00850848+0.0358706j -0.0234599-0.0284068j 0.0400769-0.0424744j 0.0229824-0.0497497j 0.0163195+0.0974917j 0.0955696+0.105214j 0.0368145+0.000159193j 0.0109707+0.0367662j 0.0119587+0.0148932j -0.026254+0.0420267j -0.0106131+0.0379968j 0.0662367+0.0545748j 0.0291406+0.0124739j -0.00674536+0.0167554j 0.0117696-0.0183065j 0.0206061+0.0599072j 0.0634032+0.0248145j 0.0318994+0.0112333j -0.0547115+0.0275431j 0.0108641+0.0545809j -0.0887069+0.0239753j 0.0797983-0.0449595j 0.0292207+0.0177983j 0.0712719+0.130229j -0.00592996+0.0246211j -0.00593685+0.095851j 0.0100747+0.00157194j 0.0162273-0.0093944j 0.038148+0.0272953j 0.0384434+0.0588841j 
0.0162252-0.133267j -0.100564-0.0679787j 0.0127245-0.024599j 0.0449303+0.0682602j 0.0395415+0.0531519j 0.00556938+0.0332459j -0.0647454-0.0491381j -0.0894533+0.0310155j 0.0480795-0.0579115j 0.044249-0.122417j 0.00446646-0.0416748j -0.00359561-0.00884677j 0.0125162-0.0532161j 0.0640447-0.0072464j -0.059939+0.00989907j -0.0297997+0.0507833j 0.065479-0.0845582j -0.042457+0.000499269j 0.0876894+0.0817316j 0.0966489-0.0479633j 0.0068473+0.00835827j 0.0661307+0.0360672j 0.0506021+0.0130648j 0.00785597-0.166801j -0.00512352+0.057654j 0.105521+0.0542463j -0.00982307-0.0409157j 0.0943238+0.0550027j -0.00124418+0.0782385j -0.00608496+0.0831905j -0.0407615-0.0854526j 0.0802982-0.0192177j -0.0824043-0.0579536j -0.0651946-0.0112957j -0.0429002+0.0497539j 0.0292373+0.0525169j 0.105783+0.0204616j -0.0158226-1.49603e-14j -0.0442124+0.0684525j 0.0196686+0.0472018j 0.0234884-0.0697642j 0.108122-0.0644121j -0.00276435-0.0812647j 0.124171-0.0927446j -0.00569342+0.0763727j -0.0787384+0.100786j -0.0687553-0.0873041j 0.0770432-0.0433465j 0.119869-0.100147j -0.085383+0.0170902j -0.0629897+0.0766718j 0.0954799-0.0644365j 0.0131061+0.0163142j 0.0122639-0.085062j -0.112709-0.0432065j 0.0232667+0.0289415j 0.0644299-0.0535256j 0.0617147-0.0400973j -0.00799668-0.061279j 0.0664469-0.0267728j 0.0183908-0.0458749j -0.0956438+0.0731616j 0.035848-0.103616j 0.0333714-0.0028231j 0.0389467-0.0412225j -0.10943+0.0385021j 0.0756563-0.0534961j 0.0810775+0.0164067j -0.0161191+0.064337j 
0.0101171+0.051842j -0.0693382+0.047726j -0.0897411+0.012233j 0.0400145+0.0335472j 0.155995-0.126426j 0.0390664-0.0235695j 0.00917277+0.106408j -0.0302382-0.0804697j -0.0922477+0.033971j -0.0427228-0.146419j 0.00483843-0.0403541j 0.0293419+0.0281781j 0.0116441-0.106181j 0.0149462+0.0597607j -0.0555598+0.198714j 0.0373062-0.0157983j 0.0348802+0.0498913j -0.127982-0.0190493j -0.0784394+0.00290767j 0.0466694-0.0567148j -0.0874506-0.0366201j -0.0232766-0.00726158j 0.194349+0.129443j -0.0233715-0.0337865j -0.02248+0.0781577j 0.15419-0.0731684j 0.0299001+0.0379994j -0.000544364+0.0143653j 0.0529063+0.125229j -0.0272909-0.0183716j 0.0310191+0.0901373j -0.0481689-0.107598j 0.0876026+0.00666714j 0.0388481+0.0188252j -0.0220627+0.0115681j -0.0474636-0.0114305j -0.0285173+0.0586018j -0.0442124-0.0684525j 0.10555-3.46077e-15j 0.0178953-0.0771458j 0.014741-0.0895095j -0.00261071+0.0903882j -0.0315732-0.000211112j 0.00993457-0.0657049j 0.0118658+0.0218993j 0.0463468+0.0492341j 0.0229748+0.00417689j -0.00979134-0.0466072j -0.0984252-0.0311937j -0.00318965+0.0606179j -0.00204645-0.00809261j 0.0452509-0.0704539j -0.0519621+0.123952j -0.0886729+0.0177032j -0.0221771-0.0373429j -0.0225195+0.0245169j 0.0587025+0.0822514j -0.0282653+0.00363557j -0.0292824-0.0301718j 0.0710865-0.0153033j 0.0622988-0.0321193j 0.0247835-0.0151703j -0.0650402-0.0252712j -0.00231374-0.0658344j 0.0488471+0.115805j -0.0324294+0.0386426j 0.0124199+0.0196918j -0.0285662-0.0318665j 0.058382-0.0768968j 
