-0.13389-7.63278e-17j 0.0483986-0.0293739j 0.00238284-0.0288604j -0.0387513-0.0883512j -0.0204408-0.0193036j -0.0169049-0.0136844j 0.0103809-0.0226667j 0.0206971+0.00938626j 0.0260202-0.0220968j 0.0191391+0.0101777j -0.00791715-0.00383597j 0.0308486-0.0177136j -0.00597706+0.0109333j 0.0241377-0.0219812j 0.0114841+0.0167467j -0.0287426-0.00452495j 0.00464654-0.0169417j 0.011781-0.0105205j 0.011126-0.0231557j 0.0219471+0.0162762j -0.0557627+0.036674j 0.0530364+0.0299768j -0.012708+0.0732048j -0.0372101-0.0543196j 0.0211138-0.0325066j -0.0118974-0.0288782j 0.00359651+0.0227067j 0.0613604+0.0693536j 0.0191396-0.0129427j 0.0272815-0.00182934j 0.0513785-0.0253041j -0.0107497+0.0244055j -0.0111193-0.031659j -0.00581705-0.0174877j -0.00262679-0.0146328j 0.0178958-0.00246036j 0.0143695-0.0379954j 0.0203123+0.013515j 0.0131131-0.0105597j 0.0270781-0.0257556j 0.0324053-0.0430133j 0.00218105+0.017478j 0.00202713+0.0300574j -0.00231047+0.012057j -0.00878684+0.00380196j -0.000403673-0.0150503j -0.0162844-0.0322085j -0.0258472-0.031496j 0.00141201+0.00347123j -0.0456787-0.0440869j 0.00670753+0.0104801j 0.0258857-0.00436941j 0.0343006+0.057772j 0.0123693+0.0730647j -0.042148-0.0227657j -0.0147245+0.0333305j 0.000148168+0.00651884j -0.000452669+0.00960937j 0.020315-0.0579487j -0.0237019+0.0948364j 0.0149487-0.0430486j 0.06416-0.0148562j 0.0491994+0.0811533j 0.0667985-0.0175172j -0.00925912-0.0335173j 0.138775-0.0548567j 0.0646908+0.0159579j 0.0400197+0.0578579j -0.0298511+0.0161503j -0.0526416+0.0417848j -0.0213852-0.0111503j 0.0179597-0.0463838j -0.0092511-0.0572063j -0.0209737+0.08513j 0.00137721+0.0442692j 0.00295146-0.02378j -0.00304958-0.0108231j 0.0429542+0.0254287j -0.0238442-0.0120722j -0.013156-0.0527971j -0.0225471-0.0519658j 0.0319651-0.0385634j -0.00739346-0.00938655j -0.15021+9.84089e-05j 0.165638+0.171732j 0.137285+0.0135443j -0.113233+0.266208j 0.123139+0.15225j 0.0188352+0.0935154j -0.153761-0.0529674j -0.134563-0.0140622j -0.0968068-0.0173378j 
-0.0213852+0.0111503j -0.0165262+0.0663412j 0.0589175+0.0389429j 0.0123651-0.0468884j -0.00789227+0.0532344j 0.0840491-3.32822e-05j 0.108422-0.00271088j -0.0180381+0.0402026j 0.0377183+0.00346546j 0.0230717-0.0214865j -0.0460858-0.0296858j 0.0237741-0.0180773j -0.0494638+0.0564267j -0.0040984+0.0125868j 0.0238417+0.00360549j -0.0397391-0.0121585j -0.0148438-0.023767j -0.0363525+0.0238103j 0.0125459+0.0066107j 0.0519236+0.00406438j -0.010523+0.0474485j -0.0438205-0.00281464j -0.0442885+0.00447103j 0.00251172-0.0319622j 0.0550762-0.0319896j 0.0263553+0.0681922j 0.0304114+0.019429j 0.0402743-0.144663j -0.0122263-0.0448687j 0.0104844+0.0390554j -0.0237895+0.0355183j -0.0945724+0.0677706j -0.0219461-0.0742343j 0.0641906+0.0326238j 0.0246444+0.0609098j -0.0516704-0.0409288j -0.0524646-0.0112146j -0.00494079-0.0105295j 0.0124456+0.0500467j -0.0157781-0.0829337j 0.0215131-0.0411135j 0.00942535-0.0058531j 0.0376858+0.071237j -0.0125052+0.0847964j 0.0313455+0.0154684j 0.0410263+0.0495007j -0.129627-0.123657j -0.00924604-0.0742261j 0.0264263-0.0658179j -0.0080995-0.0535748j -0.00699707+0.0731817j 0.0301326-0.0520946j -0.0379137+0.00330743j 0.0510357+0.00976054j 0.034555+0.0673018j 0.0588806-0.0256433j -0.0114197-0.00450998j 0.00414473+0.0239328j 0.00085771+0.131094j -0.0818984-0.0162153j -0.0309316-0.0220293j -0.0578895+0.00375537j -0.0339067-0.0954187j -0.0791106+0.0947222j -0.0627037-0.0786131j -0.0164359-0.0298491j -0.0175362+0.0421109j -0.110656+0.0700382j 0.0750561-0.0578217j -0.0384664+0.0185299j -0.0541212-3.64986e-15j 0.0585082+0.0298658j 0.112699+0.085944j 0.0468156-0.019805j 0.0170207+0.0534379j -0.042743+0.0085275j -0.081871-0.0391285j -0.134778+0.0428994j -0.0930771+0.0266233j 0.243425-0.0960253j -0.2591+0.051187j -0.000196796-0.0413174j 0.0288531-0.0201949j 0.00138394-0.0140506j -0.00744231-0.00987056j -0.0254002+0.113048j 0.0120287+0.030223j 0.041469+0.0328462j 0.0354956+0.0120495j -0.0105966+0.0348145j -0.00837498-0.00835414j -0.0257247-0.026349j 
0.0179597+0.0463838j -0.0560908+0.00350072j 0.0207871-0.0189073j 0.0382009-0.0633269j 0.0123179+0.0106635j -0.0419348-0.0127112j 0.0362569-0.0710761j 0.0173487-0.0165266j 0.0204147+0.0398453j -0.0151383-0.00875625j -0.0401459+0.0401002j -0.0636747+0.0145582j -0.00850375+0.0763344j 0.00399071+0.0469611j 0.0232143+0.0114766j -0.00762025-0.00772934j -0.00200898-0.00308444j 0.0353649+0.0371046j -0.0144918-0.0177482j 0.00647261+0.00300216j -0.0193182+0.0101526j -0.0162585+0.0286142j -0.0257845-0.0186534j -0.00928645+0.00254083j -0.00637169-0.00966229j 0.0715639-0.0230599j 0.0595888-0.0236323j -0.0024102-0.180683j 0.0687453+0.040858j 0.0320322-0.0436325j 0.0315943+0.0694607j -0.0052201-0.000182837j 0.0566056-0.00590115j 0.00574178+0.0547592j 0.0741987+0.00877663j -0.0685777-0.0516877j -0.0267942+0.0765655j -0.00733767+0.128503j 0.0332823+0.0487613j -0.0179255+0.0559536j -0.0213016+0.0829787j -0.0137112-0.00750594j -0.0227299-0.0789299j 0.0491098+0.121885j 0.00891553-0.030105j 0.0330334+0.00856561j -0.00779337+0.00677807j 0.0277203-0.0236049j -0.0362413+0.0769363j 0.0501135-0.030935j -0.0370062-0.0156692j -0.00143551-0.0466355j -0.0272515+0.0610915j -0.0219871-0.0208375j 0.0032263+0.0314157j -0.00449448-0.0502578j -0.0761519+0.0617819j 0.0267558+0.0893669j 0.029542-0.0666845j 0.0355026+0.00355137j 0.0112405+0.114561j -0.0199681-0.0451286j -0.0289424+0.0292379j 0.0335829-0.054156j 0.0383953-0.0411678j -0.0282296-0.0892791j -0.0465333+0.011558j -0.0230212+0.0314846j -0.0762871+0.0142157j -0.0563239+0.0433248j 0.0585082-0.0298658j 0.0184227-3.26822e-15j -0.0330494-0.00112424j 0.121575+0.0266588j -0.0173558+0.000536229j -0.0851181-0.0269419j 0.089369+0.0109994j -0.0473278+0.0239609j -0.125383+0.0131969j -0.108287-0.0128359j 0.0402775+0.0896654j 0.296561-0.176094j -0.156016+0.0857824j -0.0600441+0.0218688j -0.0441224+0.0240132j 0.0265484-0.0307922j -0.0151194+0.00306774j 0.00626783-0.0223668j -0.0268366+0.0312314j -0.0147096+0.0560259j 0.00645009-0.0108891j -0.000772616+0.0534828j 
-0.0092511+0.0572063j -0.0439562+0.00231118j -0.0221872+0.0193478j 0.0214899+0.0107407j -0.00697134+0.0804691j 0.0661225-0.0806005j 0.00764792+0.00998979j 0.0158096+0.0733176j 0.0177373-0.0360222j -0.00582+0.00843807j 0.00530204+0.063221j 0.00315544+0.0379582j -0.0118194+0.020418j 0.00816585-0.0658367j 0.0417622-0.00462151j -0.0286174+0.0312573j 0.0285877+0.11057j -0.0395853+0.0151914j 0.0164748-0.06474j 0.00607932-0.0164778j -0.0269473-0.0437544j -0.0291758-0.0418284j -0.043843+0.0314541j -0.0176897+0.0110324j 0.0556662+0.00648259j -0.0144089+0.0514041j -0.0291085-0.119438j 0.0411833-0.0664831j 0.0399965-0.00904031j -0.0216299-0.030546j 0.00967438+0.0301681j -0.00450875-0.0520247j 0.0521619+0.0907595j -0.0307654+0.0766737j 0.0140611+0.0216397j -0.0815356+0.0277308j -0.00881523+0.0322516j 0.0189248-0.0166445j -0.0233444+0.0363193j -0.024482-0.0198503j -0.029638+0.0350825j -0.0468483+0.00168311j 0.00160032+0.0696105j -0.0526474+0.0177088j -0.0330953+0.0188j 0.0153659-0.066244j 0.00835275-0.160086j 0.0051221-0.0894173j 0.00837034+0.0548063j 0.0340261-0.0791865j -0.00965547+0.0108402j -0.0111398-0.0679932j -0.0632785+0.0153022j 0.010405+0.0424069j 0.0582989+0.0368031j -0.0305826+0.0216128j 0.0107687+0.0419906j -0.012035+0.0405767j 0.0527081-0.0274132j -0.00134378-0.114379j 0.0458468-0.0507491j 0.0772005+0.0353115j 0.0411431-0.00193933j -0.0540594+0.0301323j -0.0189842+0.00281991j 0.0354275-0.0691434j -0.0458837+0.0467819j -0.0759571+0.136829j -0.00281365+0.0167004j -0.0733868+0.108354j 0.112699-0.085944j -0.0330494+0.00112424j 0.165119+2.277e-14j -0.120797-0.0240599j 0.00532672+0.0611889j 0.0609343+0.0512956j 0.0538759-0.0235297j 0.00782534-0.036031j 0.0688759-0.0753193j -0.12675+0.076148j 0.0826907-0.0326964j -0.0441679+0.0981681j -0.0477337+0.0424983j -0.0278052+0.0217028j 0.0055142+0.0835499j 0.0663704+0.0455003j 0.0222542+0.0153538j 0.126797-0.018504j -0.000891353+0.0108628j -0.00648007+0.0746298j -0.0340343-0.052568j -0.0495877+0.0449347j 
-0.0209737-0.08513j 0.0631098+0.0147168j 0.00986406-0.0305264j -0.0569444-0.0444241j 0.0283209-0.0391911j 0.0329896+0.0541386j -0.0196453-0.0164313j -0.00954113-0.00488786j -0.0161326+0.0375682j -0.0461235-0.05838j 0.011734-0.0199416j 0.0177432+0.0487257j 0.0328176-0.0245907j 0.00663102+0.0129725j -0.0254341+0.0185635j -0.00281925+0.0915742j 0.00207931-0.0154643j -0.0480351+0.0543228j 0.0478446+0.0601984j -0.0383528+0.0312487j 0.0692331+0.0120067j 0.0323126+0.00123421j 0.00590893+0.0699903j -0.00848486+0.00539406j 0.0413604-0.0400751j 0.00715916-0.0330802j 0.00296495-0.0160804j 0.0880753+0.0166904j -0.0373831-0.00575052j 0.0387994-0.0310774j -0.0176854+0.0256256j 0.0649249+0.0392958j -0.0638367-0.046446j -0.0307757-0.00409757j -0.0268493+0.08588j -0.0761588-0.00396178j -0.0342236+0.0185563j -0.00441924+0.0088574j -0.0393105+0.0497891j -0.0495528+0.0176424j -0.0824025+0.0286858j 0.0189666-0.0207389j -0.0162699-0.0310885j -0.0208826+0.050342j 0.0106853-0.0291926j 0.0286289-0.034024j -0.0160781+0.00419802j -0.00337532-0.0454151j -0.0328066+0.0322329j -0.00675459+0.022237j 0.00946082-0.00789855j -0.0411027+0.0162498j -0.0137738+0.0316719j 0.0119133-0.044522j -0.0261634+0.0269285j 0.0170833-0.059722j -0.0276863+0.103997j -0.0697839+0.0134308j 0.0581158-0.0140315j -0.00523625+0.0322053j -0.0150515+0.0626901j -0.0241865+0.0562415j -0.0438844+0.0147826j 0.0303644+0.0414892j 0.0255503-0.0132176j 0.0208879+0.024125j -0.0111989+0.0570231j 0.0240792-0.0353013j 0.122276+0.0216551j 0.0611099+0.0451482j 0.0468156+0.019805j 0.121575-0.0266588j -0.120797+0.0240599j -0.0695084+6.03684e-16j -0.00400887-0.0474744j 0.274845+0.0275464j -0.0419564+0.0743372j -0.062277+0.0600809j 0.214546-0.113861j -0.0679186+0.00759537j -0.0672264+0.031557j -0.0786446+0.00617458j 0.0295536+0.0241553j 0.0539958+0.0217319j -0.0135924-0.00314739j 0.00377483+0.00342336j -0.00550681+0.0140951j -0.0639368+0.00563484j 0.0143227-0.034364j 0.0475802-0.104038j -0.0390497+0.0412279j 0.0118536-0.0402059j 
0.00137721-0.0442692j -0.0236506-0.00317351j -0.0049151-0.0419611j -0.0313148-0.0168997j 0.0250866-0.021458j 0.00433426-0.0331662j 0.0154113+0.0156189j -0.0635455-0.0254354j -0.0224216-0.0212748j 0.0143092-0.00524927j -0.201316+0.00403361j -0.043666+0.00941098j -0.0439745+0.0175565j 0.0255879+0.0277116j -0.00123133-0.003178j 0.0147859-0.0664436j 0.0531487-0.0399186j -0.0377161-0.0783772j 0.0646823+0.00383077j -0.0777003-0.016508j -0.0247999+0.0532532j -0.0491945-0.045524j -0.0366696+0.0062021j -0.000287157+0.0223752j 0.0176104+0.0619907j 0.0419522+0.0193324j -0.0991077+0.0993893j 0.0169466+0.0375984j 0.00945903+0.0107161j -0.0526356+0.0180893j 0.0341204-0.0418657j 0.0577766-0.0206608j 0.0199287+0.00545576j -0.0424267+0.0252841j -0.042634+0.0455932j -0.0144953+0.00266708j 0.0153426-0.0564028j 0.0274436-0.0145048j -0.011485+0.135303j 0.0301703-0.0844544j -0.0120872+0.0117633j -0.035096-0.0201526j -0.039263-0.0884207j 0.0516154-0.0374394j -0.0285808+0.123769j 0.0255039-0.0334621j -0.0693671-0.0311123j 0.0106551-0.0277957j 0.0655775-0.0274348j -0.0200731-0.112075j 0.0555817-0.0577195j 0.0324253-0.0171961j -0.0639375+0.013906j 0.0125206-0.0191068j -0.0489862+0.0354741j 0.0108169+0.0212927j 0.0573378+0.084955j 0.106767-0.0461924j 0.00383449+0.0224821j -0.00333491+0.0806933j -0.0773442-0.0977047j 0.00943868+0.00989578j 0.0363882+0.0248329j 0.0373717+0.0795995j 0.0716771-0.0207753j -0.0193527+0.0386954j -0.0157611+0.0949328j 0.114085-0.0160834j 0.0848188+0.0422093j -0.0670014-0.0419139j 0.0170207-0.0534379j -0.0173558-0.000536229j 0.00532672-0.0611889j -0.00400887+0.0474744j 0.264885+4.61436e-16j -0.0778935-0.0174388j 0.198054+0.043001j -0.0460439-0.0492941j -0.0861214+0.0142097j 0.0778284-0.0169402j -0.0373018-0.0295409j -0.0196752-0.0122448j 0.0533449+0.0351685j -0.0819962+0.0549204j 0.0162697-0.010695j 0.0485618+0.0371805j 0.0366192-0.0372447j -0.0178047+0.0157697j -0.0399523-0.0424518j 0.0836403-0.0331034j -0.020271+0.0401234j 0.0321624+0.0277861j 
0.00295146+0.02378j -0.0269243+0.00125459j -0.00494248+0.0242391j 0.0182301+0.0414718j 0.0445172+0.0124434j 0.050239-0.00977259j -0.0181802+0.0100994j 0.0308776+0.0167496j -0.0326482+0.052536j -0.0586083-0.138243j 0.060976+0.0155307j 0.0601677+0.103115j -0.0182339-0.0661763j 0.0264483-0.0299357j 0.0386687+0.0182215j 0.0377383+0.150983j 0.0962721+0.0812086j -0.085277+0.0949989j 0.0397316+0.088737j -0.0761843+0.0622687j 0.0464757-0.0054158j 0.0299511-0.0640236j -0.0154898+0.0861554j -0.0273172+0.0413873j 0.118519+0.00884704j 0.0448975+0.0171338j 0.0118472-0.00556784j 0.0294993+0.0104007j 0.0255223-0.0186802j -0.00596614+0.0717633j 0.0277597+0.0672275j -0.0324721-0.0110507j -0.000258466+0.00946651j 0.00972673+0.0158512j 0.00508926-0.0664909j -0.00105889+0.0327412j -0.0219729-0.0140004j -0.0125555+0.0284755j 0.0118815+0.0226223j -0.0324816-0.0527192j 0.0216569-0.0285579j -0.024896-0.00517881j 0.00610959-0.020441j 0.0773943-0.0101041j -0.0162796+0.0431175j -0.0058559+0.00868506j -0.0224165+0.0136427j 0.00515435+0.00206019j 0.0151392-0.0295515j 0.00724942-0.0443839j -0.00897963+0.017497j 0.0400775-0.0365355j -0.0320067+0.000427111j -0.0190902+0.0010889j -0.0332903-0.0177638j -0.0051867+0.0291001j 0.0282655+0.00538467j 0.0617189-0.0181699j 0.00556894+0.0032289j -0.00449097-0.0127342j -0.0295434-0.0314559j -0.0397549-0.0424015j -0.0150123+0.00173917j -0.00536941+0.000666545j 0.030777-0.0289237j -0.0305097-0.000805488j -0.0273979+0.000254914j 0.0161593+0.0194927j -0.0588935+0.0058596j -0.0992196-0.0192658j -0.042743-0.0085275j -0.0851181+0.0269419j 0.0609343-0.0512956j 0.274845-0.0275464j -0.0778935+0.0174388j 0.488946+9.97466e-17j -0.00248024-0.0101689j -0.0488088-0.0306996j 0.0340814+0.0522587j 0.00655667-0.0114115j 0.0103523-0.00618982j 0.00152953-0.0376358j -0.00356274+0.00893721j -0.0209903+0.00685748j 0.0306556-0.0142578j 0.012492+0.0311001j 0.00422832-0.0238355j 0.0262711-0.000347333j -0.00668611+0.00967418j 0.0040269+0.0466526j 0.015019-0.0146402j 0.00938666+0.0172978j 
-0.00304958+0.0108231j 0.0061692+0.0110489j -0.0266457+0.014517j 0.0526611+0.020896j -0.0687902+0.0805484j -0.00132323+0.0615602j -0.044937-0.0436683j -0.00185713+0.0612359j -0.0576959-0.0173818j -0.0146733+0.01354j -0.0856389+0.0121294j -0.0102628+0.0225493j -0.0401997+0.0590785j 0.0167382-0.00372837j 0.0228515-0.0405718j 0.00874692+0.00126278j 0.0702998+0.0268849j -0.0361296-0.0655029j 0.0354336+0.0017724j -0.0788374-0.00915261j -0.0255472+0.0048375j -0.00302277-0.0804763j 0.0762723-0.0352556j 0.016223-0.0906738j -0.0356712-0.0122457j -0.0261378-0.078555j -0.00476879-0.114994j -0.136943+0.016543j 0.0412076+0.00198963j -0.121757+0.0608514j -0.00986068+0.0640951j 0.00714052-0.0443135j -0.0505868+0.0405286j 0.02409-0.068144j -0.0141214+0.0520644j 0.109468+0.0187867j 0.0295411+0.0833306j 0.00731568+0.0413888j -0.00996354+0.0233049j -0.0744689-0.0446395j -0.00782505+0.00911464j -0.0413117-0.0671358j 0.0940971-0.030294j -0.133632-0.0216732j 0.0116481+0.0374915j -0.033053-0.098114j 0.0800121-0.0199692j 0.0698559-0.0424233j -0.0356013+0.00450779j 0.0458876-0.102343j 0.00789001-0.0702089j -0.000257427-0.0191973j 0.0290082+0.0923599j 0.0497199-0.0657642j -0.0282089-0.118313j -0.051779+0.0257461j -0.0205285-0.0139699j -0.0563564+0.0381206j -0.0317657+0.0664468j 0.0217535+0.0521002j -0.0807984+0.016956j -0.07631-0.015135j -0.0628576+0.0446021j 0.00530455-0.0802409j -0.0416687-0.0532471j -0.0377805-0.11787j 0.00571714-0.046628j -0.0585908+0.0412241j 0.0747616-0.0474648j -0.0436014-0.0513525j -0.081871+0.0391285j 0.089369-0.0109994j 0.0538759+0.0235297j -0.0419564-0.0743372j 0.198054-0.043001j -0.00248024+0.0101689j 0.0646152-2.61596e-15j -0.0254855+0.0522442j 0.0759408-0.00313053j -0.0344425+0.0242807j 0.0587671+0.0176263j -0.0217387+0.0138826j -0.0711891-0.0582393j 0.0100643+0.0303894j 0.0617564-0.0174117j -0.016349-0.00908627j -0.093329-0.0452671j 0.0216145-0.0043977j 0.0464534-0.00895659j -0.0463363+0.0456779j 0.0275803+0.00830631j -0.00981716-0.0663683j 
0.0429542-0.0254287j -0.0644653-0.0160837j 0.0367165-0.0163985j -0.0657594-0.174743j 0.060005-0.00834974j 0.0154972+0.00297609j -0.0777275+0.0560174j 0.0585544-0.0437901j -0.00711385-0.0278673j 0.0216112-0.00269765j 0.0174452+0.0218869j 0.00113558+0.0141014j 0.0348153+0.0202636j -0.064172-0.0711519j -0.0483507-0.0380762j 0.0482303+0.0477791j -0.000216748-0.0458791j 0.0285386-0.0617253j -0.0785925-0.0341722j -0.0543028+0.0359412j -0.0765663-0.0544987j -0.0326812-0.0401418j 0.030221+0.0272403j -0.051186-0.0471313j -0.041002-0.0309171j -0.0113256+0.0772356j -0.070362-0.0504531j 0.0316455-0.0275256j -0.0773965+0.0786584j 0.0236728-0.0219841j 0.0356018-0.00332355j 0.114442+0.022768j 0.0478547+0.00329738j 0.0486651-0.0589595j 0.108344+0.0854285j -0.028331-0.0266379j -0.025383+0.093285j 0.00593507-0.0176278j 0.00514916+0.00609518j -0.0010181+0.00698042j -0.0563356-0.0175093j -0.0422444-0.00315873j -0.0474502+0.0539464j 0.0370604+0.0825107j -0.0165386-0.00814914j 0.0351533+0.054927j -0.0419874-0.132416j -0.0266975-0.0173009j -0.0101001+0.0325127j -0.00990597+0.00123223j 0.0186158-0.0176308j -0.00997849+0.0257524j -0.0450473-0.0753101j -0.0710182-0.037443j -0.0303332+0.0157673j 0.000419178-0.0517447j -0.0485492-0.0429752j 0.0438024+0.0673257j -0.00556333+0.0350309j -0.0088965-0.0490407j -0.00949176+0.0194684j 9.79016e-05+0.0392412j -0.0921512+0.0652714j 0.0692699+0.124638j -0.0723559-0.0695005j -0.0961341-0.124818j -0.0146572+0.0159762j 0.0393617+0.0682213j -0.115363-0.0435273j -0.0353724+0.0337346j -0.134778-0.0428994j -0.0473278-0.0239609j 0.00782534+0.036031j -0.062277-0.0600809j -0.0460439+0.0492941j -0.0488088+0.0306996j -0.0254855-0.0522442j 0.0849227+4.14252e-15j 0.0556649+0.000140187j -0.0370988+0.0211432j -0.0268169-0.0117602j -0.10854+0.0194081j 0.000974329-0.0194162j -0.0591714-0.0252161j 0.087507+0.0119853j 0.100989+0.0925363j 0.0672167-0.0664187j -0.140535+0.0331969j 0.00176369+0.095288j 0.0543231+0.0105698j -0.0339818+0.0626268j 0.0160712+0.00889695j 
-0.0238442+0.0120722j -0.00777067-0.077864j 0.0155602-0.023022j -0.0162045-0.101914j 0.0593801-0.0746863j 0.0151931+0.049927j 0.00684044-0.0147338j 0.0299091-0.0095633j -0.0262245+0.137589j 0.00921555-0.0363999j 0.0583243-0.0398688j 0.0366763+0.0302653j 0.0107186-0.0347092j -0.0179157+0.0496176j -0.0277173+0.000345739j 0.0130084+0.0898269j 0.0312364-0.0200751j -0.00760999+0.028798j -0.0167052+0.0491907j -0.0415646+0.0524492j -0.00168815+0.0443713j 0.0128682+0.011521j 0.0357097-0.0723189j -0.045893-0.00854594j -0.0119174+0.0659456j -0.0152354+0.0279832j -0.0494405+0.00580554j -0.04774-0.00690288j 0.0138991+0.06366j -0.0936745-0.0141184j 0.0108081-0.128048j -0.0306701-0.0171136j 0.00262862+0.0361648j 0.0106866+0.0409272j -0.0973819+0.0105709j 0.0197825-0.0719371j 0.0471217+0.0268561j -0.00470703-0.0293663j -0.00943993+0.050858j 0.0603081+0.0568881j 0.0649635+0.0392107j -0.0306777+0.011364j 0.00712145+0.0357997j -0.0951308-0.0499032j -0.00613208+0.0219005j -0.0417521-0.0103751j -0.00432208-0.0552369j -0.0441246+0.021552j 0.0516837+0.0470143j -0.0440612+0.0202381j -0.0177802-0.109173j -0.0394209+0.0294788j -0.00632602+9.40915e-05j 0.0365047+0.0199981j 0.00716549+0.00434592j -0.038267+0.0122296j -0.0322558-0.0978899j 0.0304476+0.0279663j -0.073443-0.00433346j -0.0127898+0.0327934j -0.0348853-0.0785118j -0.0252131+0.0192106j 0.0472626+0.051067j -0.0258616-0.0216267j -0.0181724+0.0594985j 0.0382858-0.0541871j 0.0471954-0.00822208j 0.0352462-0.0180823j -0.00940132-0.0454081j -0.029764-0.0554005j -0.0930771-0.0266233j -0.125383-0.0131969j 0.0688759+0.0753193j 0.214546+0.113861j -0.0861214-0.0142097j 0.0340814-0.0522587j 0.0759408+0.00313053j 0.0556649-0.000140187j -0.178794+2.77556e-17j 0.04879+0.00593557j -0.0134251-0.0354123j 0.0687168+0.0232655j -0.0844288-0.0297483j -0.0367186+0.0413386j -0.0366759+0.00627221j 0.0268591-0.0576314j 0.0463234+0.00279086j -0.0485034+0.0296161j -0.0407169+0.00932984j -0.000369399-0.0173856j 0.00998917+0.0256242j -0.0198046-0.0102593j 
-0.013156+0.0527971j 0.0103309-0.000341049j 0.00583675+0.0184406j 0.0395788+0.0159382j -0.018094+0.0222815j 0.00473622-0.0630387j 0.0400448-0.0118351j 0.0599911-0.0401742j -0.00416271+0.000642892j -0.0356467-0.0675228j -0.0655483+0.00930654j -0.0450421-0.00701455j -0.00549119+0.0399335j 0.0396934+0.0584602j -0.00047827+0.00117057j -0.0189937-0.054727j -0.0103553-0.00569385j 0.0191441+0.0164457j 0.0291078+0.0169561j 0.00884256-0.0232174j -0.00528883+0.0231322j -0.0196954+0.0352051j -0.00269176-0.00775502j -0.0841912+0.0240157j 0.0243503+0.0434398j 0.101696+0.0638624j 0.10463+0.0845468j -0.0188781-0.177706j 0.041448-0.0166737j 0.0268563+0.0585519j -0.0585539-0.0119755j 0.0508795+0.119702j 0.0462439+0.0998001j -0.022554+0.0143681j -0.129766-0.0123688j -0.0669836-0.0521687j 0.040846-0.0421533j 0.0207706+0.00814321j -0.0141129+0.0195879j -0.0136805-0.0783842j -0.000540457-0.113559j -0.00811348-0.0397021j -0.0698344-0.00538838j -0.00757244-0.0790081j -0.00992623+0.000633477j 0.0244853-0.048255j 0.0492573+0.0336797j 0.0447381-0.0121206j -0.0129291-0.0310915j -0.0123911+0.0454931j -0.0023645-0.00490629j -0.0732671-0.0289067j -0.0980057-0.0535041j 0.0219782+0.00286684j 0.0554144+0.0626586j 0.0363348+0.0329705j -0.0918789-0.0431319j -0.0493188-0.094121j 0.0600643+0.00867003j 0.0108429-0.0109013j 0.0123739+0.031646j 0.0178975+0.0395123j 0.00559131-0.0874885j 0.0328167+0.0835466j 0.00716744+0.0947647j -0.0394891+0.00520882j 0.0778018-0.0559508j 0.0394568+0.0397005j -0.130733-0.0265629j -0.104337-0.00152739j 0.243425+0.0960253j -0.108287+0.0128359j -0.12675-0.076148j -0.0679186-0.00759537j 0.0778284+0.0169402j 0.00655667+0.0114115j -0.0344425-0.0242807j -0.0370988-0.0211432j 0.04879-0.00593557j -0.0341702+7.17482e-15j 0.107656+0.000184234j -0.036293+0.00795414j -0.0555168-0.0326957j 0.0368353-0.0239225j 0.0319564+0.0215464j 4.26492e-05+0.0221917j 0.0596266-0.0155297j -0.00922408-0.0373925j -0.0568306+0.03593j -0.0184586+0.0247283j 0.00305436-0.0320846j -0.0201677+0.00630707j 
