-1.72138e-15-0.00407199j -1.26471e-16+0.00509833j -1.28595e-18-0.00463709j -1.25287e-17+0.00389951j 9.20548e-18-0.00572501j -3.95038e-19-0.00166907j 9.6349e-18-0.00420071j -3.91313e-18+0.000415479j 3.05879e-18-0.00210969j -2.72748e-19+0.0059969j -2.8326e-18-0.000725173j -3.59089e-18+0.00120626j 1.28461e-17-0.00444023j 1.03663e-17-0.00427379j -1.64737e-17+0.00452671j 5.24769e-17-0.00445968j -2.78098e-18+0.00133405j -4.34399e-18+0.00170018j 1.36784e-17-0.00259423j 3.62505e-19-0.0018574j -5.08814e-17-0.00526j 3.91766e-18-0.0033847j 9.66586e-18+6.34427e-05j 2.3036e-17+0.0049005j 4.30281e-17-0.00349519j 1.5673e-17+0.00168999j 7.87606e-17+0.00840869j 2.08343e-17+0.00368386j 5.98676e-17+5.51849e-05j 9.37773e-18-0.0022038j -4.83877e-17+0.00182242j -3.96406e-17+0.00279408j 6.18252e-18+0.00391532j -2.76227e-17-0.00135094j 1.76974e-19-0.000569531j -3.005e-16-0.00397571j 4.33296e-17+0.00265524j -1.49066e-15+0.00185546j -1.28146e-15+0.000146409j -4.24252e-16-0.000402225j -8.96733e-17+0.00448732j 8.14232e-16-0.00518476j 2.63035e-17-0.00146911j -4.9134e-17+0.00131741j -1.46853e-17-0.00418945j 1.54374e-16-0.00302539j 1.44139e-17-0.0019107j 2.48866e-17-0.000466234j -2.24597e-17-2.28454e-05j -4.2867e-17+0.00354815j -3.92014e-17-0.00713861j -8.30965e-17+0.00490056j -4.32733e-18-0.00208144j -1.84769e-17+0.00529355j 1.02883e-17-5.26997e-05j -5.08866e-20-0.00158028j -6.94197e-17+0.00439271j 9.46093e-18-0.00222265j 1.1997e-17-0.00427965j -7.12133e-19-2.39434e-06j -1.67607e-17+0.000572175j 3.34514e-17+0.00591648j 1.01645e-18-0.00330885j 1.59677e-18+0.00211086j 3.47208e-19+0.00538137j 2.34069e-18-0.000568222j -9.19955e-18+0.00188285j -3.22786e-17-0.00561915j -5.84959e-18+0.00106239j 4.62815e-18-0.00262604j -4.49965e-19+0.00475608j -7.0613e-18+0.00156154j -1.58597e-17+0.00485457j 1.39332e-17-0.00490329j -3.41888e-18-0.0037123j 1.17906e-16-0.00533666j -1.57509e-15-0.00366625j 
7.40833e-16+0.00212101j 2.62723e-16-0.00295845j -1.58331e-16+0.00222849j 1.7283e-16-0.00259633j -2.05447e-16+0.00286576j -6.06127e-17+0.000890477j -1.75042e-16+0.00258801j 5.89663e-17-0.00112487j -6.20516e-17+0.000758339j 2.19798e-16-0.0032168j -4.5662e-17+0.000896753j 3.57177e-17-0.000415437j -1.91561e-16+0.00285883j -1.27181e-16+0.00156958j 1.60116e-16-0.00207206j -2.32779e-16+0.00311542j 2.79844e-17-0.000411553j 3.27105e-17-0.000286167j -1.31396e-16+0.00210876j -7.39073e-17+0.00116415j -1.58956e-16+0.00265586j -9.49023e-17+0.00113203j -8.06767e-19-2.86201e-05j 1.80516e-16-0.00294351j -1.22683e-16+0.00137149j 1.22007e-16-0.00223518j 2.52145e-16-0.00425653j 1.18579e-16-0.00190335j -2.42611e-17-0.000193037j -6.33915e-17+0.000538829j 9.39917e-17-0.00104975j 1.42744e-16-0.00170846j 1.42747e-16-0.00230621j -3.39114e-17+0.000749319j -3.76038e-17+0.000652371j 3.22914e-17+0.0027279j 1.20604e-16-0.00221854j -3.90988e-16+0.000441982j -2.69228e-16+1.44799e-05j -6.00419e-17-7.18962e-05j 1.76095e-16-0.00178981j -5.56847e-16+0.00241796j -4.79506e-17+0.000479885j 7.33131e-17-0.000749003j -1.47908e-16+0.0022288j -1.85225e-16+0.00156403j -9.0199e-17+0.00104066j -6.98148e-17+0.000956568j 2.09951e-17-0.000174094j 1.64817e-16-0.00215611j -2.6256e-16+0.00444579j 1.48625e-16-0.00147069j -1.12243e-16+0.00174826j 2.01347e-16-0.00278185j -8.24586e-18+3.06137e-05j -9.30361e-17+0.00164294j 2.20886e-16-0.00274693j -7.85426e-17+0.00109696j -1.36243e-16+0.00176184j 3.22536e-17-0.000666294j 4.78259e-17-0.000647099j 1.7981e-16-0.00271384j -1.48851e-16+0.00232512j 1.16751e-16-0.00200709j 1.85886e-16-0.0026587j -3.57841e-17+0.000575499j 5.25968e-17-0.000567106j -2.00104e-16+0.00329182j 6.30841e-17-0.00101642j -6.03643e-17+0.00058519j 1.69094e-16-0.00243448j 6.49511e-17-0.000920547j 2.07661e-16-0.0030617j -1.74448e-16+0.00233851j -1.526e-16+0.00244909j -2.68064e-16+0.00288975j 8.17084e-16+0.00221519j 
4.90588e-16+0.00116836j 8.06462e-17-0.000553765j -3.06006e-17+0.00189147j 4.04227e-17+0.000577667j -4.50364e-17+0.00199172j -1.35512e-17+0.000415589j -3.84209e-17+4.69548e-06j 1.49143e-17+0.00260789j -1.22013e-17+0.00162764j 4.83692e-17-0.00144109j -1.96245e-17-0.00134999j 6.93839e-18-0.000985145j -4.44485e-17-0.000365055j -3.30137e-17+0.00319716j 3.04592e-17-0.0021568j -3.33706e-17-0.00109931j 3.28412e-17-0.00123329j 1.63588e-17-0.00228724j -4.48729e-17-0.00152953j -2.32335e-17-5.74273e-05j -2.44733e-17+0.00176128j -1.89782e-17+0.00286535j -8.79251e-18-3.14896e-05j 4.11205e-17-0.000232512j -4.80977e-17+0.00235095j 3.99241e-18+0.00358236j 5.14214e-17-0.00278306j 2.92678e-17-0.00110351j -6.86706e-18+0.000477356j 9.62654e-18+0.00246074j 3.33041e-17-0.000221259j 6.1081e-18-4.19719e-05j 5.30613e-17-0.000322497j -1.02131e-17+0.000250597j -6.81948e-18-0.000904405j -9.95311e-17-0.000831604j -9.44137e-18+0.00174618j 3.93507e-15-0.00476042j 3.18289e-15-0.000314406j 9.61138e-16+0.000960166j 7.40345e-17-0.0029312j -3.92396e-16+0.00233619j -3.17534e-17+0.0012781j 3.26761e-17-0.000189501j -2.04271e-17+0.00106216j -7.78215e-17+0.000903585j 1.62509e-17+0.00041189j 2.25585e-18-0.00200873j 3.86724e-18+0.000564891j 4.12965e-17-9.36157e-05j -7.44106e-17-0.00013544j 1.11761e-16-0.00465391j 4.31594e-18-0.00139628j 4.57727e-17-0.00144518j -8.57491e-19+5.62436e-06j -2.67055e-17-0.00200755j 4.25069e-17+0.000117072j -2.96869e-17+0.000820183j -3.7962e-17+0.00263085j 4.61188e-18+0.00200458j 6.12895e-18+0.000883689j 2.73581e-17-0.00280209j -2.82625e-17-0.000856579j 2.72304e-17+0.00211882j 4.21092e-17-0.00197735j -4.67634e-18-0.000676067j 1.47184e-17-0.00178193j -4.44315e-17+0.000516821j 1.39788e-17+0.00108518j -1.34082e-17+0.00310295j 3.69223e-17-0.00149333j 1.48337e-17-0.000126323j 4.76721e-17+0.000207292j -3.68655e-17+0.00205385j -4.25064e-17-0.000482095j -4.73301e-17+0.00120103j -8.03293e-18+0.000134819j 
6.91314e-16+0.00168041j 6.81851e-17-0.00232533j -1.33665e-17+0.00177701j 1.88127e-17-0.00202237j -2.06695e-17+0.00227758j -4.78657e-18+0.000704204j -1.83254e-17+0.0020259j 6.04629e-18-0.00083555j -6.63761e-18+0.00062167j 1.82024e-17-0.00254286j -6.84779e-19+0.000678674j 4.57807e-18-0.000342178j -2.05023e-17+0.00223152j -1.36498e-17+0.00128375j 2.08047e-17-0.00165914j -4.3982e-17+0.00241971j -1.94388e-18-0.000343417j 2.60526e-18-0.00026344j -1.31354e-17+0.0016243j -4.82695e-18+0.00091027j 5.38159e-18+0.0021093j -9.78009e-18+0.000935522j -2.24166e-18-2.29459e-05j 5.25988e-18-0.0023081j -2.32547e-17+0.0011141j 8.30496e-18-0.00168786j -1.02846e-17-0.00337987j 6.94418e-19-0.00150892j -2.59053e-17-0.000142873j -1.37579e-17+0.000464208j 2.47683e-17-0.000825525j 3.28786e-17-0.00133805j 4.89057e-18-0.0018108j 8.93559e-18+0.000590866j -3.45994e-18+0.000495062j 1.45678e-16+0.00212098j -3.54802e-19-0.0017065j -2.38816e-16+0.00026389j -1.56582e-16+5.91332e-06j -2.95077e-17-3.97227e-05j 4.36632e-17-0.00145155j -3.20854e-16+0.00193299j -1.03179e-17+0.000397677j 2.25782e-17-0.000589564j -8.67515e-18+0.00176295j -7.02279e-17+0.00123986j -2.05231e-17+0.000821703j -1.93605e-17+0.000714138j 1.09645e-17-0.000126536j 2.98938e-17-0.00168935j -2.40683e-18+0.0034777j 2.9929e-17-0.00123145j -1.33307e-17+0.00134441j 2.37523e-17-0.00220246j -5.03298e-18+2.40605e-05j -6.38276e-18+0.00125143j 4.74898e-17-0.0021482j -7.7948e-18+0.000872806j -1.44605e-17+0.00142448j 3.44343e-18-0.000486991j 1.16012e-17-0.000491293j 3.72836e-18-0.00217263j -1.35682e-17+0.00180527j 8.6545e-18-0.00153455j 1.49181e-17-0.00211525j -4.53622e-18+0.000438827j 7.41755e-18-0.000474638j -3.3348e-18+0.00258565j 7.53931e-18-0.000776912j -6.81575e-18+0.000511572j 1.41588e-17-0.00193138j 8.09373e-18-0.000722755j 2.31109e-17-0.00239304j -2.03019e-17+0.00186593j -9.38104e-18+0.00190876j -7.21045e-17+0.00228272j 7.42188e-16+0.00173631j 
3.20001e-16+0.00068041j -1.95077e-17-0.000783203j 3.30724e-17+0.000817232j -3.22452e-17-0.000523373j 3.99056e-17+0.000983004j 1.26227e-17+0.000274109j 3.35094e-17+0.000611184j -1.10932e-17+0.000136677j 1.19855e-17+0.000429781j -4.53115e-17-0.000980926j 1.01431e-17+3.42197e-06j -6.39885e-18-0.000249855j 3.60267e-17+0.000618068j 2.3394e-17+0.000863081j -2.85861e-17-0.000821233j 3.38238e-17+0.000565406j -4.84896e-18-0.000287192j -5.5081e-18-0.000420084j 2.32891e-17+0.000261634j 1.51179e-17+0.000265747j 4.68086e-17+0.00089797j 1.85367e-17+0.000708722j -2.53211e-18-1.16051e-05j -4.35678e-17-0.000730158j 1.34286e-17+0.000685912j -2.96254e-17+2.49957e-05j -7.36372e-17-0.00143304j -3.01649e-17-0.000619072j -1.13775e-17+2.80518e-05j 1.06735e-17+0.000506427j -6.09152e-18-0.000281722j -1.87912e-17-0.000409461j -3.10303e-17-0.000593703j 1.45415e-17+0.000215379j 7.72562e-18+1.44654e-05j 7.48631e-17+0.000515263j -3.69845e-17-0.000254132j 5.13959e-16-0.000629574j 4.26658e-16-4.50508e-05j 1.3462e-16+0.000131053j -1.16075e-17-0.000874031j -1.09466e-16+0.000930478j 2.57157e-18+0.000310217j -1.59261e-18-0.000205887j 3.46355e-17+0.000689464j -4.21814e-18+0.000508214j 1.49105e-17+0.000308966j 7.7195e-18-8.40151e-05j 1.80408e-18+4.60137e-05j -2.22745e-17-0.000523014j 6.48348e-17+0.0010278j -7.45746e-18-0.00106431j 2.45445e-17+0.00019714j -3.65123e-17-0.000878959j -1.10575e-18+8.08817e-06j 1.91856e-17+7.80685e-05j -2.66587e-17-0.000629899j 1.35517e-17+0.000385183j 2.48004e-17+0.000821134j -6.48096e-18+0.000151845j -5.31829e-18-1.64153e-05j -4.63573e-17-0.00107209j 3.04866e-17+0.000416407j -2.4535e-17-0.000146812j -3.84709e-17-0.000931948j 6.76898e-18+3.15316e-05j -8.3242e-18-0.000408457j 5.01471e-17+0.000856144j -1.14254e-17-7.24696e-05j 1.11978e-17+0.000616361j -3.47951e-17-0.000804445j -1.14767e-17-0.000236612j -3.85289e-17-0.00069024j 3.22199e-17+0.000868212j 3.23892e-17+0.000503374j 2.31718e-17+0.000866776j 2.60978e-16+0.000543301j 
6.32801e-16+0.00123262j -1.56668e-16-0.00255221j 1.5135e-16+0.000781108j -1.60042e-16-0.00306325j 1.92155e-16+0.00134561j 6.02981e-17+0.000575505j 1.61911e-16+0.00260402j -5.64851e-17-0.00315234j 5.58696e-17-0.000495957j -2.15841e-16-0.00212558j 6.06853e-17+0.00194867j -3.01319e-17+0.000344069j 1.78e-16+0.00316315j 1.20948e-16-0.000893618j -1.3382e-16-0.000418084j 1.50107e-16+0.00399012j -6.03427e-17+0.000540089j -3.98895e-17+0.00148235j 1.36269e-16+0.00330888j 8.16269e-17+0.00121744j 1.95433e-16+0.00131251j 8.66678e-17-0.00107762j 2.22352e-18-4.45933e-06j -2.03457e-16-0.00278586j 1.03899e-16-0.000438112j -1.05747e-16-0.00502547j -3.24842e-16-0.00213431j -1.42633e-16-0.00106351j -3.6697e-17-0.000564053j 2.09533e-17-0.00136209j -5.87267e-17-0.000886426j -6.50229e-17-0.00168894j -1.75818e-16-0.00207406j 6.59115e-17+0.000561006j 3.48412e-17+0.00135748j 4.25268e-16+0.0033924j -1.1571e-16-0.00358721j -3.44192e-15+0.00413067j -2.7372e-15+0.000257991j -8.02197e-16-0.000815765j -1.26639e-16+0.000465817j 5.75491e-17+0.00062773j 4.80386e-17-0.000505925j -4.28664e-17-0.000607985j 1.44559e-16+0.00142344j 7.03441e-17+0.000876387j 2.52753e-17+0.000729696j 1.90305e-17+0.00251891j 3.84856e-18-0.000612732j -1.23972e-16-0.00210001j 3.21436e-16+0.0045844j -1.65123e-16+0.00212102j 7.60345e-17+0.00284248j -1.80624e-16-0.00168417j -3.93143e-18+2.6492e-05j 9.98809e-17+0.00320958j -1.36437e-16-0.00285842j 8.39476e-17+0.00047033j 1.32109e-16-0.000261484j -2.76411e-17-0.00222322j -2.36148e-17-0.00133613j -1.95431e-16-0.000565182j 1.39283e-16+0.00300591j -1.1853e-16-0.00366263j -1.84754e-16-0.0011481j 2.84556e-17+0.00110325j -4.63091e-17+0.000808087j 2.31043e-16+0.00291671j -5.60428e-17-0.00186424j 5.46831e-17-0.00181255j -1.65412e-16-0.00129688j -5.72063e-17-0.000829742j -1.90252e-16-0.00324543j 1.54924e-16+0.000766248j 1.65578e-16+0.0028409j 1.24685e-16+0.0019819j 1.09509e-15+0.00212763j 
4.71861e-16+0.000520076j -3.00125e-16-0.000112897j 2.55891e-16+0.000924401j -2.65638e-16+0.00050647j 3.21365e-16+0.000937881j 9.77709e-17+0.000175688j 2.7209e-16-0.000174355j -9.09167e-17+0.00156165j 9.68706e-17+0.00087476j -3.52954e-16-0.000600392j 7.55792e-17-0.000829906j -5.40154e-17-0.000532437j 2.9544e-16-0.000403384j 1.94207e-16+0.00171281j -2.41816e-16-0.00108615j 3.2487e-16-0.000838953j -4.09019e-17-0.000673976j -4.79298e-17-0.00128258j 1.97237e-16-0.00101503j 1.18054e-16-0.000112326j 3.04624e-16+0.000821048j 1.48865e-16+0.00155384j -8.39648e-18-1.59697e-05j -3.1203e-16+6.89743e-05j 1.54915e-16+0.00124461j -2.12252e-16+0.00219237j -4.80681e-16-0.00129327j -2.103e-16-0.000498047j -1.83062e-17+0.000284969j 9.41552e-17+0.00136407j -1.04135e-16-5.41594e-05j -1.92846e-16+9.2969e-05j -2.34158e-16-2.58485e-05j 8.0748e-17+9.14119e-05j 6.03372e-17-0.000559512j 2.29643e-16-0.000660039j -2.37122e-16+0.00114587j 2.26558e-15-0.00274039j 1.82877e-15-0.000179985j 5.53465e-16+0.000551551j -1.95421e-16-0.00154633j 1.02451e-16+0.00116462j 5.07979e-17+0.00069481j -6.99837e-17-5.66507e-05j 2.52363e-16+0.000452242j 1.48167e-16+0.000407436j 1.33084e-16+0.000163309j 8.93412e-17-0.00120903j -1.23151e-17+0.000333507j -2.23628e-16+9.41885e-05j 4.58517e-16-0.000381214j -1.55246e-16-0.00254892j 1.86045e-16-0.000914505j -3.05829e-16-0.000632469j 3.46956e-18+1.10793e-06j 1.49228e-16-0.0012553j -2.88944e-16+0.000254549j 1.16521e-16+0.000391904j 2.07055e-16+0.00137726j -5.12824e-17+0.00118681j -6.10711e-17+0.000547358j -3.21568e-16-0.00140962j 2.38469e-16-0.000646706j -1.89063e-16+0.00134356j -2.98986e-16-0.000943865j 5.54373e-17-0.000424258j -7.55651e-17-0.00097568j 3.52393e-16+6.90605e-05j -9.57807e-17+0.000687334j 9.25758e-17+0.00172652j -2.7132e-16-0.000683646j -9.75997e-17-8.94879e-06j -3.18451e-16+0.000327444j 2.67103e-16+0.00100932j 2.48023e-16-0.000441988j 3.18718e-16+0.00048609j 1.82266e-16-7.47718e-05j 
7.48985e-17+0.000258893j 3.15528e-17-0.000850275j -2.13463e-17-2.98396e-05j 2.09851e-17-0.0012298j -2.59658e-17+0.000161971j -7.25952e-18+0.00014276j -2.22529e-17+0.000961923j 6.5656e-18-0.00160472j -8.56901e-18-0.00045753j 2.68589e-17-0.000543081j -5.29533e-19+0.000947833j 5.13301e-18+0.00029315j -2.33476e-17+0.00123092j -1.39032e-17-0.00086893j 2.3366e-17+0.000208744j -4.19036e-17+0.00166033j -9.72005e-18+0.000407419j -2.2357e-19+0.000933313j -9.22351e-18+0.00148095j -5.56081e-18+0.000459766j -2.02803e-17+0.000188552j -1.28807e-17-0.000881063j 3.38564e-18+3.65576e-06j 1.93502e-17-0.000990772j -8.11666e-18-0.000557987j 2.5001e-17-0.00246137j 2.60211e-17-0.000320254j 1.10874e-17-0.000207295j -7.36634e-18-0.000288942j -2.0369e-17-0.000918077j 9.3277e-18-0.000290443j 3.35371e-17-0.000617334j 6.04146e-18-0.00071246j -3.75787e-19+0.000165192j -5.33615e-18+0.000654209j 8.33547e-17+0.00139426j 2.90212e-17-0.00162034j -1.93489e-15+0.00232901j -1.54757e-15+0.000148341j -4.59159e-16-0.000463329j 1.15559e-17+0.000665971j -3.02027e-18-0.000161456j 2.50281e-18-0.000402336j 4.90094e-18-0.000192852j -2.28669e-17+0.00034733j -1.73672e-17+0.000171794j -3.03554e-17+0.000200388j -1.95061e-17+0.00126962j 4.88049e-18-0.000321684j 2.13049e-17-0.000760608j -2.03329e-17+0.00171768j -1.43098e-17+0.00156809j -2.78769e-17+0.00128607j 2.54444e-17-0.000379201j -2.3751e-18+8.84673e-06j -8.23029e-18+0.00152476j 3.60224e-17-0.00107648j -4.18862e-18+3.57231e-05j -1.36694e-17-0.000539835j 5.24563e-18-0.0011596j 9.4903e-18-0.000642827j 2.5186e-17+0.000263059j -2.0514e-17+0.00125558j 1.33453e-17-0.001711j 2.20619e-17-9.13719e-05j -6.17451e-18+0.000521758j 5.64001e-18+0.000598916j -2.14445e-17+0.000991258j 8.15886e-18-0.000872013j -7.70729e-18-0.00119279j 2.08286e-17-0.000227908j 8.26888e-18-0.000285478j 2.57338e-17-0.00123476j -2.32658e-17-6.26853e-05j -1.38615e-17+0.0011315j -4.87566e-17+0.000530402j 3.29959e-16+0.000763881j 
4.05221e-16+0.00106582j 1.12723e-16-0.000913505j -6.12725e-17+0.0014735j 7.01849e-17-0.000235082j -8.19996e-17+0.00166013j -2.44736e-17+0.000407554j -6.98144e-17+0.000543569j 2.45857e-17+0.00115405j -2.39754e-17+0.00102559j 8.82452e-17-0.0014402j -2.37822e-17-0.000531661j 1.36743e-17-0.000611642j -7.76388e-17+0.000403223j -5.34146e-17+0.00203128j 6.09248e-17-0.00158213j -8.1273e-17+6.57301e-05j 2.59537e-17-0.000743019j 1.80405e-17-0.00127824j -6.10425e-17-0.000373911j -3.35362e-17+0.000212793j -6.01833e-17+0.00149349j -3.68776e-17+0.00176304j -4.69662e-18-2.27581e-05j 7.42556e-17-0.000739251j -5.91349e-17+0.00153909j 3.69581e-17+0.00144103j 1.02388e-16-0.00237244j 5.02788e-17-0.000985771j -8.00421e-18+0.00021393j -1.19389e-17+0.00142349j 4.26675e-17-0.000337332j 4.15334e-17-0.000379541j 6.9623e-17-0.000653947j -1.63399e-17+0.000290151j -1.42822e-17-0.000345388j -5.93164e-17+0.000127316j 3.02918e-17+0.000466368j 2.01454e-15-0.00244348j 1.63932e-15-0.000164457j 4.99348e-16+0.00049645j 8.64524e-17-0.00193564j -3.38461e-16+0.00175001j -2.99063e-17+0.000781172j 3.65132e-17-0.000257539j -5.32847e-17+0.00103178j -8.8311e-17+0.000808329j -1.55216e-17+0.000436983j -1.71604e-17-0.000870067j 7.04098e-18+0.000264521j 6.71226e-17-0.000500641j -1.16369e-16+0.000857319j 1.00046e-16-0.00278661j -2.91222e-17-0.000378297j 8.08637e-17-0.00135144j -2.33419e-18+9.39642e-06j -4.08249e-17-0.000725939j 8.23009e-17-0.000511928j -3.80255e-17+0.00066625j -5.86255e-17+0.0017698j 1.15379e-17+0.000928543j 1.60353e-17+0.000335455j 6.68559e-17-0.00206005j -5.72263e-17+2.98061e-05j 4.7804e-17+0.000709081j 7.53238e-17-0.00160919j -1.2489e-17-0.000239824j 2.24702e-17-0.0010678j -8.19644e-17+0.000963523j 2.51314e-17+0.000365579j -2.41076e-17+0.00177529j 6.77176e-17-0.00130447j 2.60756e-17-0.000259749j 8.37959e-17-0.000529676j -6.85979e-17+0.00158299j -6.6385e-17+0.00025521j -9.60583e-17+0.00124394j 1.5557e-16+0.000534941j 
-2.45311e-16-0.000457904j 5.57241e-18-0.000566164j -2.16486e-17-0.0012246j 1.60492e-17-0.00168801j -2.23426e-17-0.00108132j -6.20614e-18-0.000108332j -1.90292e-17+0.00103251j 4.19159e-18-0.00337155j -8.34591e-18-0.00151865j 2.34273e-17+0.000323933j 6.07934e-18+0.0018714j 4.9507e-18+0.000936646j -1.81629e-17+0.00155518j -8.13377e-18-0.00295101j 2.29348e-17+0.00158446j -4.65111e-17+0.00248033j -2.72204e-17+0.0012161j -6.78987e-18+0.00244666j 3.73075e-18+0.00255847j 2.36121e-20+0.000531123j -2.74573e-17-0.00090743j -1.23831e-17-0.00275488j 9.42354e-18+2.37879e-05j 1.70155e-17-0.000919937j 9.68503e-18-0.0020828j 3.85049e-17-0.00490806j 2.93093e-17+0.00140984j 8.45986e-18+0.000472564j -2.50145e-18-0.000611982j -3.37669e-17-0.00253964j -2.97187e-18-0.000173156j 4.50172e-17-0.000638072j -9.52594e-18-0.000563614j 2.69366e-19+1.98336e-05j -5.6635e-18+0.00127441j 1.32733e-16+0.00202515j 5.24869e-17-0.0028451j -4.56358e-15+0.00550827j -3.67243e-15+0.0003579j -1.10036e-15-0.00110409j -1.88023e-17+0.00256486j 2.24442e-16-0.00164665j 1.82242e-17-0.00123887j -9.60592e-18-8.81267e-05j -2.91104e-17-0.000295752j 1.80631e-17-0.000384735j -5.09736e-17-4.39667e-05j -2.81189e-17+0.00263309j 3.71069e-18-0.000702413j 1.30393e-17-0.000759741j -8.02287e-18+0.00193439j -7.1581e-17+0.00462203j -4.47673e-17+0.00226469j 2.03019e-17+0.000502917j -2.24833e-18+5.97725e-06j -2.84007e-18+0.00290699j 3.23734e-17-0.0012326j 5.4445e-18-0.000478629j -5.79196e-18-0.00223973j 6.27722e-18-0.00251204j 1.05461e-17-0.0012491j 3.20938e-17+0.00204974j -2.09879e-17+0.00189161j 1.06507e-17-0.00317762j 1.84319e-17+0.00114826j -7.5068e-18+0.000987875j 2.29036e-18+0.00176812j -1.99818e-17+0.000741217j 6.77359e-18-0.00162284j -6.41839e-18-0.00324024j 1.83576e-17+0.000696138j 6.50211e-18-0.000227665j 2.03241e-17-0.00145985j -2.07011e-17-0.00136233j -6.03776e-18+0.00152194j -4.5045e-17-0.000186231j 3.4364e-16+0.000737288j 
-1.00397e-15-2.69958e-05j 1.33817e-15+4.06967e-05j -1.0713e-15-2.64865e-05j 1.12979e-15+3.87229e-05j -1.35886e-15-3.53067e-05j -4.13621e-16-1.15457e-05j -1.15086e-15-3.69574e-05j 3.89251e-16+2.34432e-05j -4.06369e-16-6.23085e-06j 1.4916e-15+4.18783e-05j -3.41418e-16-1.66277e-05j 2.26579e-16+3.14908e-06j -1.25555e-15-4.18717e-05j -8.33813e-16-1.33818e-05j 1.01288e-15+2.35016e-05j -1.33797e-15-4.76133e-05j 2.35606e-16+2.39194e-06j 2.24535e-16-2.37939e-06j -8.7261e-16-3.44493e-05j -5.15234e-16-1.67926e-05j -1.25613e-15-3.29597e-05j -6.25149e-16-8.06936e-06j 1.40797e-17+3.19808e-07j 1.31889e-15+4.13917e-05j -7.09607e-16-1.29447e-05j 8.4148e-16+4.20597e-05j 2.01157e-15+5.29366e-05j 8.93424e-16+2.40698e-05j 6.59925e-17+4.10737e-06j -3.43987e-16-7.39383e-07j 4.7588e-16+1.43704e-05j 7.60949e-16+2.42873e-05j 1.03936e-15+3.20332e-05j -3.44072e-16-9.99571e-06j -2.51602e-16-1.18766e-05j -1.18069e-15-4.13204e-05j 9.12289e-16+3.66301e-05j 2.26315e-17-1.97744e-05j 1.97913e-17-1.09586e-06j -5.30428e-18+3.74202e-06j 9.2002e-16+1.72799e-05j -1.16999e-15-2.79356e-05j -2.67671e-16-3.24139e-06j 3.40828e-16+1.01639e-05j -1.03622e-15-2.88359e-05j -7.32911e-16-1.97878e-05j -4.79871e-16-1.37016e-05j -3.39592e-16-1.93448e-05j 5.32068e-17+4.08428e-06j 9.62379e-16+3.05361e-05j -1.97146e-15-6.38927e-05j 8.5174e-16+7.84994e-06j -7.17805e-16-2.89226e-05j 1.29825e-15+3.56533e-05j -1.37638e-17-4.21424e-07j -6.45196e-16-2.91465e-05j 1.21584e-15+3.95719e-05j -5.22644e-16-1.33513e-05j -8.95227e-16-1.77296e-05j 2.10997e-16+1.51864e-05j 2.49988e-16+1.17428e-05j 1.32602e-15+3.08451e-05j -9.97385e-16-3.56373e-05j 8.0236e-16+3.46631e-05j 1.26627e-15+3.23894e-05j -2.27102e-16-1.01329e-05j 3.27884e-16+3.06274e-06j -1.48592e-15-4.55635e-05j 4.05752e-16+1.75884e-05j -3.92115e-16+4.14234e-07j 1.14597e-15+3.05548e-05j 4.14635e-16+1.27932e-05j 1.35244e-15+4.43237e-05j -1.12702e-15-2.75989e-05j -1.06856e-15-3.63492e-05j -1.33497e-15-3.78851e-05j -1.00439e-15-3.12635e-05j 
