-1.72138e-15-0.00407199j -1.26471e-16+0.00509833j -1.28595e-18-0.00463709j -1.25287e-17+0.00389951j 9.20548e-18-0.00572501j -3.95038e-19-0.00166907j 9.6349e-18-0.00420071j -3.91313e-18+0.000415479j 3.05879e-18-0.00210969j -2.72748e-19+0.0059969j -2.8326e-18-0.000725173j -3.59089e-18+0.00120626j 1.28461e-17-0.00444023j 1.03663e-17-0.00427379j -1.64737e-17+0.00452671j 5.24769e-17-0.00445968j -2.78098e-18+0.00133405j -4.34399e-18+0.00170018j 1.36784e-17-0.00259423j 3.62505e-19-0.0018574j -5.08814e-17-0.00526j 3.91766e-18-0.0033847j 9.66586e-18+6.34427e-05j 2.3036e-17+0.0049005j 4.30281e-17-0.00349519j 1.5673e-17+0.00168999j 7.87606e-17+0.00840869j 2.08343e-17+0.00368386j 5.98676e-17+5.51849e-05j 9.37773e-18-0.0022038j -4.83877e-17+0.00182242j -3.96406e-17+0.00279408j 6.18252e-18+0.00391532j -2.76227e-17-0.00135094j 1.76974e-19-0.000569531j -3.005e-16-0.00397571j 4.33296e-17+0.00265524j -1.49066e-15+0.00185546j -1.28146e-15+0.000146409j -4.24252e-16-0.000402225j -8.96733e-17+0.00448732j 8.14232e-16-0.00518476j 2.63035e-17-0.00146911j -4.9134e-17+0.00131741j -1.46853e-17-0.00418945j 1.54374e-16-0.00302539j 1.44139e-17-0.0019107j 2.48866e-17-0.000466234j -2.24597e-17-2.28454e-05j -4.2867e-17+0.00354815j -3.92014e-17-0.00713861j -8.30965e-17+0.00490056j -4.32733e-18-0.00208144j -1.84769e-17+0.00529355j 1.02883e-17-5.26997e-05j -5.08866e-20-0.00158028j -6.94197e-17+0.00439271j 9.46093e-18-0.00222265j 1.1997e-17-0.00427965j -7.12133e-19-2.39434e-06j -1.67607e-17+0.000572175j 3.34514e-17+0.00591648j 1.01645e-18-0.00330885j 1.59677e-18+0.00211086j 3.47208e-19+0.00538137j 2.34069e-18-0.000568222j -9.19955e-18+0.00188285j -3.22786e-17-0.00561915j -5.84959e-18+0.00106239j 4.62815e-18-0.00262604j -4.49965e-19+0.00475608j -7.0613e-18+0.00156154j -1.58597e-17+0.00485457j 1.39332e-17-0.00490329j -3.41888e-18-0.0037123j 1.17906e-16-0.00533666j -1.57509e-15-0.00366625j 
5.181e-16+0.00126315j 8.18036e-18-0.00277765j 1.92944e-17+0.000700355j -2.15227e-17-0.00344187j 2.52061e-17+0.00131665j 9.66477e-18+0.00060106j 2.04493e-17+0.00288278j -8.99203e-18-0.00371707j 5.66036e-18-0.00069067j -3.30284e-17-0.00222813j 2.08067e-17+0.00227498j -2.03716e-18+0.000466626j 2.40361e-17+0.003534j 1.92995e-17-0.00126745j -8.08317e-18-0.000275341j -1.94854e-17+0.00451347j -3.64958e-17+0.00070524j -1.39572e-17+0.00184017j 3.18351e-17+0.00379661j 1.98114e-17+0.00135295j 4.15774e-17+0.00130005j 9.52359e-18-0.00144233j 5.20815e-18-2.19894e-06j -4.3048e-17-0.00306429j 1.92144e-17-0.000689527j 1.13351e-18-0.00587575j -8.08037e-17-0.00212109j -3.46172e-17-0.00108155j -3.08006e-17-0.000666034j -2.6137e-17-0.00172211j -8.29229e-19-0.000962212j 3.47571e-17-0.00186635j -5.28706e-17-0.00226836j 2.54213e-17+0.000599354j 3.71861e-18+0.00158165j 3.13601e-16+0.0038284j 1.23058e-18-0.00412362j -4.15228e-15+0.00498747j -3.30646e-15+0.00031299j -9.73028e-16-0.000986717j -1.69641e-17+0.000770661j -6.76332e-17+0.000491861j 1.82288e-17-0.000671309j -2.24502e-18-0.000656684j 1.58402e-17+0.00148367j -1.87434e-17+0.00089176j -4.10909e-17+0.000772102j -2.70169e-17+0.00296363j 1.14469e-17-0.000727544j -5.21814e-18-0.00231699j 8.46607e-17+0.00508764j -7.25257e-17+0.00275312j -1.7348e-17+0.00326863j -2.10339e-17-0.00173904j -6.22989e-18+2.88429e-05j 2.2013e-17+0.00372824j 1.66262e-17-0.00317503j 2.18934e-17+0.000449425j 2.34362e-17-0.000518303j -1.27394e-18-0.00263588j 8.56522e-18-0.00155622j -3.19572e-17-0.000382092j 1.61418e-17+0.00340264j -2.05605e-17-0.00423954j -2.98148e-17-0.00109922j -9.01261e-20+0.00128032j -6.34975e-18+0.00104968j 5.03551e-17+0.00318445j -6.0922e-18-0.00215847j 6.45989e-18-0.0022767j -2.48955e-17-0.00130604j -6.20235e-18-0.000907707j -2.42281e-17-0.00361137j 1.59322e-17+0.000669783j 3.64844e-17+0.00318738j -4.60639e-17+0.00208992j 1.0736e-15+0.002344j 
-1.15884e-15-0.00327418j -3.8727e-16+0.00451569j 2.29523e-16-0.0034717j -2.51326e-16+0.00391232j 2.98433e-16-0.00444351j 8.79145e-17-0.00137105j 2.54348e-16-0.00392743j -8.57582e-17+0.00158279j 9.01158e-17-0.00122824j -3.18859e-16+0.00494997j 6.63393e-17-0.00129651j -5.1951e-17+0.000677312j 2.7851e-16-0.00432079j 1.85072e-16-0.00253399j -2.32889e-16+0.00324696j 3.39586e-16-0.00467519j -4.13489e-17+0.000683233j -4.78603e-17+0.000543142j 1.91592e-16-0.00312714j 1.07393e-16-0.00176381j 2.28081e-16-0.00411402j 1.37798e-16-0.00185422j 1.80294e-18+4.4929e-05j -2.60874e-16+0.00447773j 1.80377e-16-0.00219311j -1.75752e-16+0.00322123j -3.62178e-16+0.00659161j -1.71166e-16+0.0029408j 3.78882e-17+0.000270199j 9.18175e-17-0.000934807j -1.38794e-16+0.00160348j -2.08233e-16+0.00259452j -2.07311e-16+0.00351494j 4.80317e-17-0.00114899j 5.4523e-17-0.000946888j -5.7666e-17-0.00409988j -1.72179e-16+0.00328341j 4.06028e-16-0.000444048j 2.57085e-16-7.00381e-06j 4.52507e-17+6.33863e-05j -2.60264e-16+0.00285552j 8.50307e-16-0.00378039j 7.12274e-17-0.000789057j -1.08923e-16+0.0011456j 2.13622e-16-0.00343269j 2.76424e-16-0.00241638j 1.30633e-16-0.00159878j 1.01965e-16-0.00135592j -3.14356e-17+0.000237286j -2.41111e-16+0.00327627j 3.79531e-16-0.00673987j -2.21157e-16+0.00245328j 1.61947e-16-0.00258644j -2.92936e-16+0.00429014j 1.23959e-17-4.67229e-05j 1.35107e-16-0.00239751j -3.23363e-16+0.00416278j 1.1465e-16-0.00170363j 1.9836e-16-0.00279878j -4.67611e-17+0.000915637j -7.00183e-17+0.000939875j -2.59065e-16+0.00425156j 2.15867e-16-0.0034875j -1.69328e-16+0.0029448j -2.69665e-16+0.00412862j 5.19382e-17-0.000841109j -7.67816e-17+0.000945398j 2.88854e-16-0.00501982j -9.17741e-17+0.00149071j 8.77751e-17-0.00103573j -2.45308e-16+0.00376532j -9.45468e-17+0.00140291j -3.01992e-16+0.00463614j 2.53644e-16-0.00364637j 2.21426e-16-0.00369344j 3.93823e-16-0.00444226j -1.25079e-15-0.00336788j 
-4.03874e-16-0.000903934j -4.75415e-17+1.93969e-05j 9.75736e-18-0.0017158j -1.84701e-17-0.00121028j 1.85893e-17-0.00169801j 5.87935e-18-0.000293044j 1.58465e-17+0.000536575j -7.62405e-18-0.00324472j 3.96909e-18-0.00171926j -2.03714e-17+0.000989149j 1.55049e-17+0.00174551j -2.13485e-18+0.00104972j 2.00856e-17+0.00101993j 1.73792e-17-0.00336037j -8.80652e-18+0.00205471j -7.40552e-19+0.0019209j -3.37054e-17+0.00133686j -1.36195e-17+0.00257923j 3.04556e-17+0.0022065j 1.49883e-17+0.000310064j 3.86626e-18-0.00147607j 6.46252e-18-0.00306914j 9.87652e-18+3.03409e-05j -1.90062e-17-0.000348157j 3.48451e-17-0.00242545j 1.49694e-17-0.00460165j -2.08067e-17+0.00231985j -1.528e-17+0.000874694j 2.37745e-18-0.00059123j -2.19393e-17-0.00272651j -2.21252e-17+3.54603e-05j 1.74397e-17-0.000309363j -3.87091e-17-0.000110861j 7.12404e-18-0.000132229j 1.78014e-18+0.00118018j 1.29969e-16+0.00153085j 2.96745e-17-0.00247947j -4.62245e-15+0.00558543j -3.72905e-15+0.000365814j -1.12153e-15-0.00112296j -5.50829e-17+0.00300737j 3.44493e-16-0.00218927j 2.84981e-17-0.00137425j -2.47721e-17+6.17982e-05j -4.80928e-20-0.00075882j 5.62153e-17-0.000715066j -3.42313e-17-0.000257324j -1.48103e-17+0.00251813j -4.44456e-19-0.000688266j -1.99692e-17-0.000343523j 4.48684e-17+0.00108734j -1.03879e-16+0.00506197j -2.33886e-17+0.00197725j -1.98676e-17+0.00108495j -6.39107e-19-7.84751e-08j 1.59114e-17+0.00266051j -1.14254e-17-0.00071036j 2.15168e-17-0.000716649j 2.16272e-17-0.00266667j -6.51239e-20-0.00245255j 1.16777e-18-0.00115517j -3.32496e-18+0.00266488j 8.52017e-18+0.00147531j -1.26666e-17-0.00286516j -1.86502e-17+0.0017248j -4.85408e-19+0.000900612j -8.29644e-18+0.00193733j 1.99101e-17+9.30483e-05j -5.7996e-18-0.00146502j 5.61395e-18-0.00345782j -1.53277e-17+0.00121326j -6.45811e-18-4.70255e-05j -2.11214e-17-0.000880382j 1.40072e-17-0.00188012j 2.4675e-17+0.00106917j 7.95937e-18-0.000780636j 1.87421e-16+0.000308351j 
1.33585e-15+0.00296388j 6.38572e-17-0.00180452j 3.2977e-17+0.0045516j -1.59376e-17+0.000719423j 2.74188e-17+0.00489908j 9.07668e-18+0.0010821j 2.24078e-17+0.000539834j -3.47044e-18+0.0054165j 1.0819e-17+0.00367944j -3.35673e-17-0.00377868j -9.89622e-18-0.00273953j -5.512e-18-0.00221811j 1.88405e-17-0.00020534j 4.94943e-18+0.00724387j -2.57574e-17-0.00509408j 4.45737e-17-0.00174266j 4.79069e-17-0.00275461j 1.45292e-17-0.00501101j -1.68304e-17-0.00288023j -2.12801e-18+0.000113912j 6.87856e-17+0.00435716j 1.63059e-17+0.00643587j -2.09313e-17-7.40402e-05j -3.60558e-17-0.00110587j -4.2035e-17+0.00537109j -6.97878e-17+0.00729924j -8.41569e-17-0.00689717j -2.21169e-17-0.00277892j -2.78867e-17+0.000994086j 5.01672e-17+0.00543839j 3.2838e-17-0.000693924j -5.11227e-17-0.000440536j 1.64183e-17-0.00117028j 1.31949e-17+0.000695962j 8.45531e-18-0.00182474j -6.42045e-17-0.00124233j -1.07848e-16+0.00332686j 8.43965e-15-0.010217j 6.8358e-15-0.000677803j 2.0699e-15+0.00206428j 8.32387e-17-0.00671307j -8.19284e-16+0.0055533j -4.56704e-17+0.00286561j 4.38436e-17-0.000563608j 5.2822e-17+0.00275599j -1.16238e-16+0.00227658j 7.57369e-17+0.00110483j 3.23631e-17-0.00415363j 6.11027e-18+0.0011875j 4.85841e-18-0.000643975j 2.73392e-17+0.000616624j 1.67738e-16-0.0103778j 7.45952e-17-0.00266549j -1.9223e-17-0.0036985j -1.84229e-18+1.84436e-05j 2.40867e-18-0.00401059j -1.22247e-17-0.000308702j -1.61354e-17+0.0020004j -7.42887e-20+0.00605702j -9.34239e-18+0.00420405j -7.67865e-18+0.00178097j -6.68777e-17-0.00662263j 3.09003e-17-0.00137884j -1.5733e-17+0.00417699j -2.63723e-17-0.00482559j 1.04613e-17-0.00134607j 2.33829e-18-0.00397438j 4.53937e-17+0.00179276j -6.68435e-18+0.00214167j 6.79946e-18+0.00683842j -2.62597e-17-0.00373168j -5.54348e-18-0.000461922j -2.04737e-17-0.000177777j 2.29724e-17+0.0049257j 8.02106e-18-0.000542621j 6.81614e-18+0.00319194j 2.71566e-16+0.000745281j 
-1.1263e-15-0.00288051j -1.72689e-16+0.00451946j 7.02171e-17-0.00271693j -7.96942e-17+0.0044622j 9.36102e-17-0.00369932j 2.54664e-17-0.00124428j 8.08337e-17-0.00417724j -2.60631e-17+0.00303252j 2.95722e-17-0.000465762j -9.40301e-17+0.00452295j 1.00428e-17-0.00207762j -1.82311e-17+0.000211569j 8.79678e-17-0.00478699j 5.67354e-17-0.00104405j -8.24789e-17+0.00234059j 1.46454e-16-0.00554371j 7.74524e-18+8.95964e-05j -9.3194e-18-0.000604302j 5.18206e-17-0.00411863j 2.61895e-17-0.00190678j 4.46006e-17-0.00346779j 4.4499e-17-0.000492147j -5.49004e-19+3.15369e-05j -6.16056e-17+0.00464513j 6.22653e-17-0.0011187j -6.0687e-17+0.00527992j -6.18443e-17+0.00557633j -3.51018e-17+0.00255924j 4.64509e-17+0.000534309j 5.18498e-17+0.000277169j -6.01642e-17+0.00159209j -1.05988e-16+0.00273945j -3.9718e-17+0.00357398j -4.94608e-18-0.00109325j 1.73373e-17-0.00147521j -2.86743e-16-0.00479307j -5.33892e-17+0.00439693j 2.4671e-15-0.00293334j 1.91993e-15-0.000169977j 5.43682e-16+0.000563789j -1.02759e-16+0.00152372j 5.28615e-16-0.00281555j 1.98457e-17-0.000179056j -4.86487e-17+0.00112122j 6.3742e-17-0.0031041j 1.45561e-16-0.00210449j 7.64943e-17-0.00148854j 5.94759e-17-0.00248136j -2.35703e-17+0.000544531j -9.30656e-17+0.00343829j 7.43284e-17-0.00724275j -5.17765e-17+0.000205133j 6.85367e-17-0.00347432j -9.63226e-17+0.00381863j 1.0703e-17-4.68163e-05j 3.46927e-17-0.00358924j -1.42497e-16+0.00449066j 2.94769e-17-0.00138908j 5.9249e-17-0.00161858j -1.62135e-17+0.00201066j -3.44008e-17+0.00145704j -6.57393e-17+0.00307615j 6.78063e-17-0.00415427j -4.76255e-17+0.00422919j -7.81962e-17+0.00337164j 1.93085e-17-0.0012446j -2.567e-17+8.4997e-05j 6.50113e-17-0.00507506j -3.05076e-17+0.00214741j 2.85624e-17+0.000501732j -7.27208e-17+0.0032352j -3.17037e-17+0.00142771j -9.69784e-17+0.00504105j 8.44035e-17-0.00281888j 5.58659e-17-0.00417986j 1.97331e-16-0.00410673j -1.48159e-15-0.00351449j 
-4.44571e-16-0.00103604j -4.35996e-17+0.000833917j 6.50719e-18-0.00146568j -1.25184e-17+0.000127621j 1.25967e-17-0.0016345j 3.40838e-18-0.000392401j 1.10092e-17-0.000456981j -4.77255e-18-0.00128399j 3.15445e-18-0.00105773j -1.22204e-17+0.00138333j 6.84321e-18+0.000609463j -2.0317e-18+0.000632555j 1.35539e-17-0.00029448j 1.0981e-17-0.00209173j -8.8437e-18+0.00158895j 1.15053e-17+7.75796e-05j -1.50701e-17+0.000772837j -6.93133e-18+0.00134954j 1.70592e-17+0.00049869j 7.57603e-18-0.000171738j -3.52309e-18-0.00146675j 4.87357e-18-0.00182643j 5.64403e-18+2.29123e-05j -7.44818e-18+0.000648803j 2.32383e-17-0.00157625j 6.68973e-18-0.00164264j -8.85332e-19+0.00232818j -5.19981e-18+0.000960993j 1.05254e-17-0.000237283j -6.76562e-18-0.00149245j -1.82309e-17+0.000309968j -1.04307e-18+0.000323755j -1.76916e-17+0.000588045j -6.56391e-19-0.000273895j 1.39287e-18+0.00039924j 8.36579e-18-6.46421e-06j 1.71187e-17-0.00060249j -2.16653e-15+0.00262664j -1.76058e-15+0.000176061j -5.35769e-16-0.000532816j -3.97437e-17+0.00197931j 2.78265e-16-0.00175157j 1.67917e-17-0.000810285j -1.91197e-17+0.000239133j 1.66231e-19-0.000994632j 5.02338e-17-0.000787855j -1.07323e-17-0.000416664j -1.29525e-18+0.00097317j -3.95533e-18-0.000290333j -1.76431e-17+0.000431675j 1.7215e-17-0.0007035j -5.88301e-17+0.0029019j -8.66397e-18+0.00048628j -1.4481e-17+0.0013093j 1.43466e-18-8.5691e-06j 8.21518e-18+0.000852008j -1.90141e-17+0.000415707j 1.17871e-17-0.000658483j 1.31663e-17-0.00180378j -6.6484e-19-0.00102177j -2.84784e-18-0.000388398j 7.51787e-19+0.00206817j 6.18199e-18+7.84277e-05j -7.00259e-18-0.000851292j -1.08453e-17+0.00158999j 7.39275e-19+0.000283024j -5.75705e-18+0.0011118j 6.7408e-18-0.000871453j -4.36734e-18-0.000438028j 4.05839e-18-0.00186541j -9.29298e-18+0.00127567j -4.85986e-18+0.000233358j -1.47133e-17+0.000419713j 1.08805e-17-0.00157724j 1.23672e-17-0.000156064j 2.57205e-17-0.00118955j -1.74632e-16-0.000465452j 
-6.27442e-17-4.65263e-05j 3.93372e-17-0.000336472j -3.4607e-17-0.000296559j 3.45313e-17-0.000692088j -4.24235e-17-0.000216978j -1.26185e-17+8.41974e-06j -3.60177e-17+0.000473307j 1.14223e-17-0.00117937j -1.32721e-17-0.000467997j 4.59147e-17-5.28722e-05j -6.46407e-18+0.000668231j 7.55536e-18+0.000291255j -3.84586e-17+0.000660958j -2.42298e-17-0.000904602j 3.4065e-17+0.000424255j -5.14691e-17+0.000981974j -3.38765e-18+0.000384541j 3.45563e-18+0.000800738j -2.11927e-17+0.000957687j -1.30548e-17+0.000235116j -3.99282e-17-0.000169541j -2.02375e-17-0.000861137j 3.35465e-18+6.49382e-06j 3.86711e-17-0.000453576j -1.58131e-17-0.000625282j 3.42279e-17-0.00174671j 5.89356e-17+0.000256901j 2.49884e-17+6.22891e-05j -8.54201e-19-0.000213514j -2.06767e-17-0.000819084j 1.2367e-17-0.000110151j 3.59776e-17-0.000297949j 2.28583e-17-0.000303023j -7.85781e-18+4.40596e-05j -8.3417e-18+0.000457143j 2.44166e-17+0.000810971j 4.01009e-17-0.00105866j -1.53967e-15+0.00185703j -1.2367e-15+0.000119949j -3.69719e-16-0.000371392j 1.92767e-17+0.000764958j 2.55772e-17-0.000427684j -1.1943e-18-0.000388712j 6.66715e-18-6.67938e-05j -3.59329e-17+1.2878e-05j -1.65858e-17-4.99909e-05j -3.02219e-17+3.73681e-05j -1.90378e-17+0.000924957j 3.25635e-18-0.000242692j 3.00877e-17-0.000360855j -5.16386e-17+0.000866603j -9.26385e-19+0.0014662j -3.35794e-17+0.000841803j 4.04376e-17+2.84915e-05j -1.413e-18+3.5213e-06j -1.73282e-17+0.00105051j 4.39451e-17-0.000547905j -1.1616e-17-0.000104615j -2.50193e-17-0.000658046j 7.54055e-18-0.000870125j 1.04525e-17-0.000448447j 4.37887e-17+0.000547176j -3.25694e-17+0.000746354j 2.39737e-17-0.00115886j 3.84577e-17+0.000249626j -8.4198e-18+0.00035785j 9.35528e-18+0.000560659j -4.36745e-17+0.000411449j 1.27889e-17-0.000591409j -1.22864e-17-0.00105015j 3.54063e-17+0.00011022j 1.29534e-17-0.000121851j 4.17456e-17-0.000639342j -3.61121e-17-0.00033694j -2.90684e-17+0.000629406j -5.26985e-17+8.23975e-05j 1.37299e-16+0.000356328j 
-6.75992e-16-0.00155741j -4.57467e-17+0.00146806j -4.9881e-18-0.0020709j -2.25791e-18+0.000592128j -5.33498e-19-0.00237467j -9.8175e-19-0.000604806j 1.189e-19-0.000970219j -1.20857e-18-0.00128669j -7.60892e-19-0.0013488j 3.41447e-18+0.00214543j 3.08719e-18+0.000548551j -8.15422e-20+0.0008001j 2.01007e-18-0.000829397j 3.61073e-18-0.00267933j -1.65805e-19+0.00218612j 3.65005e-18-0.000444663j -1.34534e-17+0.000961079j -5.28982e-18+0.00160411j 9.90379e-18+0.000213142j 2.34245e-18-0.000397454j -2.32629e-17-0.00214539j -1.24158e-18-0.00229862j 7.16208e-18+3.13076e-05j 9.25137e-18+0.00125219j 2.15527e-17-0.0020514j 1.79213e-17-0.00150963j 3.01422e-17+0.00341239j 6.7218e-18+0.00143362j 1.87112e-17-0.000240326j -9.66203e-18-0.0018121j -1.9506e-17+0.000537123j 2.49384e-18+0.000665928j -6.41774e-18+0.00107293j -7.66159e-18-0.000444057j -1.25597e-18+0.000348207j -3.94542e-17-0.000475075j 3.27935e-17-0.00031393j -2.42922e-15+0.00295088j -1.98228e-15+0.000200391j -6.07394e-16-0.000601631j -4.19346e-17+0.00258754j 3.72654e-16-0.00243281j 1.76654e-17-0.00101594j -2.19818e-17+0.000403946j -1.2782e-17-0.00152817j 6.24903e-17-0.00117595j -1.46684e-17-0.000658511j -2.09789e-18+0.000957392j -6.1819e-18-0.000304703j -1.29739e-17+0.000867021j -8.06273e-18-0.00157275j -6.17576e-17+0.00359592j -1.73001e-17+0.00026064j -3.17475e-18+0.00198556j 2.55431e-18-1.5122e-05j 1.55072e-18+0.000700118j -1.47793e-17+0.000949902j 7.71407e-18-0.000946805j 5.41077e-18-0.00238049j 1.5105e-18-0.00106315j -2.22698e-18-0.000336617j 1.90856e-17+0.00284834j -4.25468e-18-0.00030821j 1.59553e-18-0.000636869j 2.47669e-18+0.00228789j -1.41588e-18+0.00022747j -3.51985e-18+0.00137833j -1.28847e-17-0.00156846j -8.36116e-19-0.000330495j 5.18689e-19-0.0022498j 2.69452e-18+0.00188727j -1.39489e-18+0.000426698j -2.52132e-18+0.00100848j 7.49248e-19-0.0022183j 8.872e-19-0.000599662j 2.61721e-17-0.00186607j -3.7794e-16-0.000916069j 
-1.70821e-16-0.00030982j 1.16299e-17-0.000352782j -2.07853e-17-0.00080988j 1.7471e-17-0.0010856j -2.30063e-17-0.000719998j -6.62567e-18-7.54075e-05j -1.95486e-17+0.0006586j 5.1508e-18-0.00219035j -7.96108e-18-0.000993469j 2.45689e-17+0.000228489j 1.80564e-18+0.00121429j 4.62655e-18+0.000612449j -1.96316e-17+0.000997633j -1.04783e-17-0.001931j 2.12033e-17+0.00104347j -3.84591e-17+0.00159895j -1.62278e-17+0.000794481j -3.02057e-18+0.00159547j -2.99887e-18+0.00165531j -3.21002e-18+0.000339691j -2.58647e-17-0.000605574j -1.1953e-17-0.00180086j 6.24251e-18+1.56523e-05j 1.93879e-17-0.000583334j 1.97891e-18-0.00136432j 3.03462e-17-0.00318531j 3.18813e-17+0.000941564j 1.11554e-17+0.00031819j -1.03665e-18-0.000397639j -2.40771e-17-0.00165742j 9.05678e-19-0.000107109j 3.39124e-17-0.000406411j 3.34259e-19-0.000354661j -2.0608e-18+8.85444e-06j -5.25666e-18+0.000826695j 7.80069e-17+0.00130451j 3.99602e-17-0.00184145j -2.97086e-15+0.00358606j -2.39096e-15+0.000233081j -7.16586e-16-0.000718888j -6.72541e-18+0.00168064j 1.40972e-16-0.00108586j 1.02481e-17-0.000809689j -4.25477e-18-5.33469e-05j -2.54557e-17-0.000204768j 7.60694e-18-0.00025913j -3.60986e-17-3.42905e-05j -2.03323e-17+0.00171018j 2.67926e-18-0.000456654j 1.43767e-17-0.000483246j -1.76761e-17+0.00123607j -4.14431e-17+0.00301908j -3.36092e-17+0.00146588j 2.12728e-17+0.000342731j -1.51747e-18+3.72784e-06j -5.88664e-18+0.00188489j 2.84541e-17-0.000788089j 2.94276e-19-0.000317764j -9.3358e-18-0.00146867j 5.39977e-18-0.0016329j 8.37172e-18-0.000810233j 2.92651e-17+0.00135007j -1.98861e-17+0.0012197j 1.19527e-17-0.00205922j 1.99124e-17+0.000762484j -6.29513e-18+0.000640445j 3.51504e-18+0.00115495j -2.23894e-17+0.000465014j 6.92689e-18-0.00105171j -6.61418e-18-0.00211409j 1.91084e-17+0.000466723j 6.80247e-18-0.00014332j 2.16343e-17-0.00093443j -2.04735e-17-0.000900202j -1.06264e-17+0.000978205j -3.72948e-17-0.000137006j 2.12463e-16+0.000468297j 
-6.46644e-16-0.00145613j 9.21683e-18+0.00210858j -4.25991e-17-0.00148209j 4.12702e-17+0.00192713j -5.11375e-17-0.00193766j -1.69467e-17-0.000616736j -4.25747e-17-0.00187912j 1.47092e-17+0.00100481j -1.47584e-17-0.000433442j 6.01972e-17+0.00223226j -1.77575e-17-0.000748511j 7.4277e-18+0.000230715j -4.61974e-17-0.00210244j -3.09553e-17-0.000909491j 3.28408e-17+0.00134936j -2.74845e-17-0.00234169j 1.61901e-17+0.000210014j 9.9845e-18+4.30152e-05j -3.43684e-17-0.00164163j -2.27209e-17-0.000849563j -6.84607e-17-0.00180183j -2.31217e-17-0.000615639j 1.99222e-18+1.85155e-05j 6.31245e-17+0.00212088j -1.73152e-17-0.000826607j 3.37326e-17+0.00188135j 1.12253e-16+0.00289064j 4.55439e-17+0.00130274j 2.66287e-17+0.000174582j -3.1948e-18-0.000214002j 3.20199e-18+0.000746402j 7.21073e-18+0.00123769j 5.08702e-17+0.00165158j -2.59766e-17-0.000526113j -9.67517e-18-0.00053893j -2.0141e-16-0.00204097j 4.40349e-17+0.00173696j 5.68336e-16-0.000663982j 4.25863e-16-3.31697e-05j 1.11572e-16+0.000121396j 1.09509e-17+0.00108859j 2.05781e-16-0.00158764j -6.29485e-18-0.00025641j -1.4163e-18+0.000530285j -4.43407e-17-0.00154206j 2.24723e-17-0.00107072j -2.97575e-18-0.000726071j 1.56465e-18-0.000839414j -7.22526e-18+0.000167133j 2.29036e-17+0.00155906j -1.00552e-16-0.00323838j 2.36634e-17+0.000732709j -2.23066e-17-0.00137023j 4.53858e-17+0.0019161j 3.9176e-18-2.1827e-05j -2.79285e-17-0.00133778j 1.90741e-17+0.00200331j -2.0899e-17-0.000737532j -3.36369e-17-0.00108992j 7.5142e-18+0.000628313j 1.9898e-18+0.000533609j 6.36826e-17+0.00176894j -3.85985e-17-0.00175027j 3.35414e-17+0.00161025j 5.16908e-17+0.00178832j -7.29318e-18-0.000466651j 1.04252e-17+0.000283448j -7.33539e-17-0.00235334j 1.40487e-17+0.000816334j -1.40035e-17-0.000201396j 4.60658e-17+0.00166036j 1.40436e-17+0.000659416j 4.87928e-17+0.0022384j -3.94418e-17-0.00155028j -4.72059e-17-0.00181331j -2.49958e-18-0.00201205j -7.37645e-16-0.00159899j 
6.69584e-16+0.00161578j 3.22478e-17-0.00284595j 1.07685e-17+0.00133222j -9.6182e-18-0.00308308j 1.21756e-17+0.00195574j 5.66317e-18+0.000719607j 9.35648e-18+0.00275366j -4.47258e-18-0.00263348j 2.29327e-18-8.82785e-05j -1.88558e-17-0.00263267j 1.39606e-17+0.00169813j -1.63085e-19+9.9818e-05j 1.09673e-17+0.00324562j 9.24276e-18-8.82257e-05j 5.24444e-20-0.00101957j -2.64546e-17+0.00392305j -2.3996e-17+0.000240545j -8.23114e-18+0.000954216j 1.71605e-17+0.00308776j 1.2245e-17+0.00127143j 3.47219e-17+0.00185903j 4.2337e-18-0.000371583j 1.84651e-18-1.31475e-05j -3.04662e-17-0.00300688j 3.51198e-18+0.000166592j 5.91096e-20-0.00435234j -6.48891e-17-0.00300132j -2.5351e-17-0.00141967j -3.20016e-17-0.000468341j -2.05825e-17-0.000780631j 9.52178e-18-0.000996196j 3.31305e-17-0.00179642j -3.48486e-17-0.00227862j 2.16752e-17+0.000660091j 1.88199e-18+0.0011926j 2.67847e-16+0.00336297j -4.7651e-18-0.00332392j -2.58331e-15+0.00309103j -2.03977e-15+0.000188482j -5.91647e-16-0.000605082j 7.12951e-18-0.000292718j -1.98856e-16+0.00128921j 7.03223e-18-0.000192433j 8.33894e-18-0.000693384j 1.09392e-17+0.00178903j -4.30836e-17+0.00116834j -3.21422e-17+0.000881594j -2.4021e-17+0.00212443j 1.21307e-17-0.000496349j 6.73488e-18-0.00224474j 6.03902e-17+0.00480935j -3.24777e-17+0.000995397j -1.29789e-17+0.00263047j -7.7599e-18-0.0021672j -6.20826e-18+2.95079e-05j 1.35029e-17+0.00285477j 2.72822e-17-0.00298994j 1.19898e-17+0.000716804j 1.16326e-17+0.000428251j -2.05832e-19-0.00181301j 9.6066e-18-0.00117558j -2.47277e-17-0.00134788j 8.36641e-18+0.00294776j -1.23849e-17-0.00330384j -1.73353e-17-0.00174312j -1.07254e-18+0.000985043j -1.84223e-18+0.00037687j 3.67611e-17+0.00322133j -2.08012e-18-0.00167982j 2.59201e-18-0.00108475j -1.41125e-17-0.00177074j -1.91094e-18-0.000910855j -1.02988e-17-0.00337483j 5.52148e-18+0.00136j 2.29934e-17+0.00287366j -5.67326e-17+0.00241651j 1.02494e-15+0.00228498j 
