0.173695-0.0669169j -0.0394057-0.153851j 0.163926+0.301019j -0.140932+0.0940363j -0.370454+0.0965261j -0.186491-0.0236396j -0.000529845+0.148501j -0.0921789-0.0540187j 0.032342+0.0152411j -0.075224-0.334063j -0.0260646-0.0477956j -0.199633+0.0144928j 0.048463+0.101832j -0.0469326-0.265415j 0.30498-0.136354j 0.091018-0.282206j 0.22689+0.0793049j 0.140376-0.0342357j 0.0110396+0.149562j -0.0524313-0.024486j 0.042139+0.0606177j -0.042996+0.0319807j 0.0454944+0.0348381j 0.00259368-0.0208025j -0.00277306-0.0301994j 0.0469902-0.0186047j -0.0106202+0.0253905j 0.0342924-0.0255289j 0.0236533-0.0109285j -0.0536002-0.00397901j -0.0140135+0.0132561j -0.0249355-0.0145291j 0.0206195-0.00532206j -0.0023024-0.034941j -0.0194284-0.0318069j -0.0334117+0.00555207j -0.0188406+0.0474163j -0.0282447-0.0481302j 0.0621466+0.00152348j -0.0201096+0.0449277j -0.0431897-0.0236817j -0.00244138-0.00391983j 0.00252919-0.00126258j -0.0415948+0.0517014j 0.0119742-0.0232786j 0.0446931+0.0339127j 0.0147758-0.0124447j 0.0395101+0.00918003j -0.000944641-0.0108994j 0.0150959-0.0124032j 0.00124487+0.0124011j 0.0209422+0.0148001j 0.00655099-0.0167922j 0.0062562+0.00606606j 0.00844701+0.0139538j -0.00562435+0.00996333j 0.0155992+0.0191514j -0.0086551-0.0113584j 0.00656933-0.0205703j 0.00100627-0.0221579j -0.00203582+0.0227925j -0.0230469-0.0163898j 0.00590115-0.0156158j 0.0125764-0.0176136j 0.0087789+0.00784803j 0.0080147+0.0047364j -0.0102921-0.000710739j 0.0189436+0.0106089j 0.00824617+0.00403788j -0.0181362-0.00415808j -0.0155775+0.0153415j 0.009422+0.000678544j 0.0134012+0.00411021j -0.0025848+0.0127338j -0.025887-0.00289172j 0.0109765+0.00168415j 0.0150613-0.0132721j -0.00346912-0.00212467j -0.00793917+0.0043361j -0.00031777+0.0185983j 0.000826679+0.00263866j 0.00604374-0.0012888j -0.0040615-0.00447487j 0.0146018-0.0087262j 0.0108459-0.00826434j 0.0102898-0.0180969j -0.0234397-0.018915j -0.00624623-0.0132083j -0.0192278+0.00409292j -0.0049205+0.00907464j -0.0151013-0.0282478j -0.0185131-0.00851869j 0.00472412-0.018246j -0.0127293-0.000959402j 0.0143037+0.0277267j -0.0164265+0.01712j 0.0171347+0.0202933j 
0.00104932+0.000478225j 0.00302323-0.00364586j -0.00215534+0.00167773j 0.00290096+0.00357464j -0.000242216+0.00241873j 0.00115019-0.00701336j 0.00322239+0.000681893j 0.00218108+0.00337266j -0.000622758+0.00802932j -0.00111648+0.00220767j 0.00736522-0.00109026j -0.00233011+0.00239484j 0.000598172-0.00201377j -0.00515206+0.0002726j 0.00215563+0.00299505j -0.00216061-0.0031353j -0.00796603+0.00092691j 0.00151939+1.09519e-05j -0.00176929-0.00168183j 0.000344314+0.00315905j 0.00299404-0.0122881j -0.0099862-0.00911483j -0.00801482-0.00126349j -0.00280996+0.00506834j 0.00807611-0.00404037j 0.00436009-0.00269746j 0.000924126+0.000314397j -0.00389123-0.00364058j 0.00159302-0.000826427j -0.000661868+0.00798448j 0.00368821+0.00323093j -2.1093e-05+0.00548638j -0.00555489+0.000832737j 0.000110365+0.00101735j -0.00138481+0.00144436j 0.00318111-0.00353834j -0.00267282+0.00490958j -0.00213367+0.00320872j 0.00171455+0.00104907j -0.000848939-0.00123226j -0.0016581-0.000625213j 0.00211209+0.00831473j -0.00427197+0.00861857j 0.000427171+0.00422291j 0.00421555+0.0115133j 0.00738682-0.00450077j 0.000836918-0.00757419j -0.0132426-0.00244722j -0.00687435-0.00460366j 0.00993022+0.00346133j 0.00722047-0.00631871j 0.00106217+0.00138113j -0.0013397+0.00322916j -0.00498474+0.00458313j -0.00274839+0.00596744j 0.00527615-0.0118315j -0.00327002+0.0071209j -0.0056729-0.0145294j -0.000418473+0.00949535j 0.00118756-0.00934827j 0.00375168-0.0091026j 0.00997227+0.0112317j -0.00312726-0.00301383j -0.00204934+0.00231639j 0.00502629+0.0057698j 0.00830395+0.0100431j -0.00932117-0.0035115j -0.00776766+0.00762405j 0.00275724-0.000278544j 0.00835469-0.00045744j -0.00202813-0.00766355j 0.00810141-0.00437491j 0.000552571+0.00772185j 0.00924217-0.00322195j -0.00339676-0.0035152j 0.00377213-0.00899541j 0.000503916+0.00102965j 0.00364673-0.000432373j -0.00440084+0.000684167j 0.00569251-0.00246198j 0.00206293-0.00144096j -0.0043471-0.00304037j -0.00409014+0.00170154j 0.00127944-0.00844181j 0.00271466+0.00378963j 0.000257581-0.00342249j -0.00160192+0.002874j -0.000510958-0.00140281j 0.00632809-0.004573j -0.00622787-0.00423485j -0.00282872+0.000793856j 0.00134234+0.000975935j 0.00308356+0.000441371j 0.00189956+0.000400759j -0.00099271-0.00220248j 0.00244672+0.0011652j 0.00607419+0.00281472j 
-0.0024861-0.00619808j 0.00724545+5.31874e-05j -6.5574e-06-0.002086j 0.000759583-0.000894011j 0.00356247-0.00467548j 0.00121594-0.000628957j 0.00317723+0.00106102j -0.00770651+0.00418015j -0.00423636-0.00307423j -0.00848797-0.00354211j -0.00537497+0.00462643j -0.00298544-0.00894852j 0.000900278-0.00304846j 0.00460001+0.000763185j -0.00166148-0.00108376j 0.0011021-0.00383875j -0.00111038-0.00420293j -0.00340247-0.00505978j -0.00433981+0.00434044j -0.00142946-0.00408382j 0.00717902-0.00541334j 0.00117335-0.00298534j -0.00379426+0.00148515j -0.00165526-0.000762073j 3.10262e-05-0.00454243j 0.00234925+0.00123324j -0.000319694+0.00218497j 0.000251524-0.000351334j -0.00421329+0.00321082j -0.000234804+0.000757214j 0.00127749-0.00247298j -0.000944025+0.00245943j -0.00178883+0.00342465j 0.000204699+0.00088374j 0.000787674+0.000405129j -0.00254941-0.00525144j -0.000480738-0.00118012j 0.000225014-0.00123455j -2.84057e-05+0.00222295j 0.0021164+0.00445573j 0.0061054+0.000960516j 0.00502646-0.00104184j 0.0019354+0.000814369j 0.00165201+0.00192219j 0.00182557+0.00495817j 0.0053564+0.00393909j -0.00517596-0.00137015j -0.00599083+0.00201823j -0.00406193+0.00201842j -0.000924278-0.0104571j 0.00633569-0.00408342j 0.00649321-0.00644919j -0.000697155+0.00292445j -0.00398975+0.0068024j -0.00249124+0.00956252j -0.00837891-0.000115641j 0.00622929-0.00467113j 0.00290559-0.00381829j 0.00149309+0.0085294j 0.00437543-0.00216501j -0.00834388-0.00231886j -0.0101906+0.00584134j -0.000373215+0.00161973j 0.00958807-0.00103856j 0.00239213+0.00034364j -0.0035117+0.0088864j 0.00679515+0.00370124j 0.00336512-0.0106015j -0.0103442+0.0103967j 7.25403e-05+0.0067881j 0.00710376-0.00648482j -0.00220176+0.00467053j -0.00318331-0.00457788j -0.00161134-0.00137533j 0.00298746-0.000394107j 0.00275385+0.000501263j -0.00155277-0.000532j -0.00466575-0.0014673j 0.00294921-0.000177683j 0.00386467-0.000689619j 0.00351009-0.00249657j 0.000725202-0.0024802j 0.00386645-0.0033552j -0.000346043-0.000556715j 0.00513421+0.0055541j -0.00183968-0.00287926j 0.00218678+0.00105465j -0.000301252-0.000374441j -0.00277769+0.00342227j -0.00107222-0.00589248j -0.00033902-0.000463821j 0.000382764+0.00164921j -0.000475735-0.00230956j 0.00283356+0.00120797j -0.000207705-0.000476464j 0.0028412+0.00124685j 0.00439643+0.000255403j 
-0.00184076+0.00179422j -0.00166491-0.00215816j -0.00155078-0.0037585j 5.43551e-05+0.00278603j -0.000791589+0.000888318j 0.0036122-0.00467703j -0.00472558-0.00499759j -0.000471703+0.00590458j 0.000449492-0.000913195j -0.00203972-0.00164057j 0.000291042-0.000118015j -0.000553121+0.00247147j -0.00214164-0.000337474j -0.000482522+0.00316387j 0.00247012-0.000194436j 0.00225418+0.00150464j 0.000504927+0.00193515j -0.000412414-0.00284287j 0.00299002-0.000146985j -0.00153471-0.00502356j -0.000677007-0.00106746j 0.00419283-0.000339139j 0.004591-0.00210886j -0.00118489-0.00755767j 0.00626173-0.00375616j 0.00255791+0.00306353j -0.0021237+0.000489828j 0.00340867+0.00618102j -0.0042698+0.00433785j 0.00318035-0.00309476j -0.00198814-0.00233508j 0.00317563+0.000782517j -0.00557212-0.00358122j 0.00584744-0.000359679j 0.00172989-0.00211656j -0.00511783-0.00267685j 0.00435016-0.00458662j 0.00208933-0.0017744j -0.00152484-0.00607729j 0.00372916+0.003418j 0.00579251-0.00667751j 0.00224994-0.00290727j 0.00540703-0.00343425j 0.00169149-0.00161671j -0.0011051+0.000962693j 0.00166155+0.00813656j 0.00357797+0.00108318j -0.00408532+0.0051777j 0.00231141-0.00594417j -0.00190903+0.00100414j -0.00266847-0.00375959j 0.00523266+0.0010537j -0.00453905+0.00670276j -0.00150563+0.00312356j 0.00342073+0.0025379j -0.00303935-0.00441473j 0.00370778+0.00258562j 0.0079658+0.0107637j -0.00841219-0.0145337j 0.00670944+0.00978041j -0.00149638-0.00308115j -0.00294545+0.00154786j 0.00973005+0.00612291j 0.00230911-0.00203682j -0.0108692-0.00371916j 0.000874463-0.00093275j -0.00823826+0.00892168j -8.49918e-05-0.0041183j 0.0042988+0.0101927j -0.00507869+0.00503715j 0.00168036+0.0144075j 0.00665736-7.70016e-05j -0.00150123-0.00740955j 0.00232269+0.000983773j -0.0014034+0.00664568j 0.00221483+0.00849921j 0.00390056+0.00329375j -0.00623635-0.00181105j -0.00706861-0.00684697j -0.00415007+0.00137496j -0.000843424-0.00336693j -0.00349047+0.000626446j -0.0033202+0.00288377j -0.0019872-0.00113738j -0.00715021+0.00176472j -0.00181152-0.00236623j -0.00215527+0.00360013j -0.000555578+0.000459837j -0.00215281+0.00518564j 0.00121098+0.000341811j 0.00423999+0.00464123j 0.00451613+0.00282008j -0.00247949-0.00352833j -0.00460388-0.000336026j -0.000906469+0.000292125j 0.000496469+0.0036696j -0.00252663-0.00130928j 
0.00607945-0.00272225j 0.00329977+0.00598467j 0.00181237+0.00455528j 0.000390158-0.00211929j 0.0013974-0.00254768j -0.0028416-0.00209117j -0.000651206+0.00440814j 0.00109651-0.000206454j -0.00269299-0.00154841j -0.00299523-0.000566756j 0.00333477+0.00165196j -0.00177651+0.00250437j -0.00310441+0.00378689j -0.00165082-0.00713821j -0.00531813+0.000648653j 0.00159286-0.00190628j -0.00455466-0.00260255j -0.00375469+0.00251728j 0.00164207-0.00258333j -0.00145401+0.0081684j -0.00360731-0.00316085j 0.00260507-0.00144818j -0.00312671-0.00220437j -0.0021792-0.0049104j -0.000340291+0.00217178j 0.00613461-0.00235184j 0.00242153+0.00265389j 0.000219936-0.00840286j 0.00475027-0.00403179j 0.00456689-0.00190693j -0.00165578+0.00266914j 0.000877074-0.00369634j 0.00315412-0.00409893j 0.00023922-0.00381975j -0.00214944-0.000323678j 0.00504674+0.00214671j -0.000431909+0.00937349j -0.000640461+0.00257478j 0.00245309+0.000548656j -0.00781009-0.0049471j -0.0101551+0.00479296j 0.00168011+0.00947123j -0.00482935+0.00307621j -0.000303408-0.00049288j 0.000888861-0.00665482j 0.00233036-0.00895592j 0.00103744+0.0051991j -0.00471929-0.00424442j -0.00164303+0.00387826j -0.000192711+0.00571872j -0.0137974+0.00410752j -0.00563889-0.0012995j -0.0013685+0.00140748j -0.00385457+0.0229451j 0.00851098+0.00840751j 0.00916267-0.00341752j 0.00823728+0.00357126j 0.00480357+0.000531941j -0.0123741+0.00383862j -0.0105809-0.0107186j 0.0151913+0.00453596j 0.00521185-0.010234j 0.00748953-0.000642528j -0.0145188+0.00335777j -0.00604049-0.00116431j -0.00906833-0.00134634j 0.00472636-0.00274445j -0.000630323+0.00105338j -0.00528121+0.0071703j 0.00453423-0.012962j 0.00583449-0.00777861j -0.00606804-0.00761203j -0.00157945-0.00110504j -0.00174464-0.00900412j -0.00899728-0.00953567j -0.00510257+0.00712991j 0.00312714+0.00906088j -0.000448482+0.00272711j -0.0025274-0.00549172j 0.00275185+0.00223403j -0.00355571-2.41519e-05j 0.00128378+0.00198386j 0.000123618+0.000129929j 0.00178302+0.00307045j 0.00172245-0.00459426j 0.00280795-0.000209817j -0.000628102-0.00216949j -0.00210495+0.00194179j -0.00057065-0.000760637j 0.000640167+0.00168901j -0.00217396-0.00022691j -0.00215735-0.000836915j 0.00554172+0.00196138j 0.00493151+0.00170703j -0.000536939+2.46871e-05j -0.000885618-0.00344855j 0.00163936-0.000866008j 
-0.00368898+0.00284806j -0.00111053-0.00508029j -0.000359157+0.000408929j 0.000704452+0.00120535j -0.00199515+0.00484657j 0.00144053+0.000202876j -0.00160691-1.41725e-06j 0.00395099-0.00186134j -9.27314e-06+0.00252916j 0.00341679+0.00310979j 0.00431578-0.00261279j 0.00137637+0.00545733j 0.001613+0.00136337j -0.00352743+0.00121169j 0.00446519-0.000400866j -0.000278957+0.00476267j 0.0040865+0.00143014j 0.000537185-0.00146228j -0.00182918+4.35094e-05j 0.00321446-0.00017779j 0.00122311+0.00959635j -0.000619179-0.000468295j 0.0050633+0.00303028j 0.00585435+0.00993591j -0.00313693+0.0064965j -0.0101694+0.00487581j 0.00102304+0.00469871j -0.00451111+0.000145221j 0.00803373-0.00444927j 0.000442425+6.03109e-05j -0.00405192+0.00871997j -0.00273053-0.0109216j -0.000740107-0.000260155j 0.000401206+0.00274966j -0.00344562+0.00159342j -0.00109379+0.00117301j -0.000860067-0.000993763j 0.000513743-0.0032498j 0.000191232-0.0010488j 0.00426135-0.00354197j 0.00215547-0.00507651j -0.00351112-0.00163874j 0.00360244-0.00259979j 0.000919781-0.00477616j 0.00376754-0.00168335j 0.00206343+0.00495492j 0.00310377+0.0021055j -0.00212484-0.00267865j -0.00287128-0.00234071j 0.00509933+0.0006389j 0.00722817-0.000531968j 0.00444646-0.00120013j -0.000896992+0.00473211j 0.00371719-0.00327745j -0.00300839-0.00263635j -0.0057878-0.00615982j -0.00378368-0.00696621j 0.00581578+0.00495075j -0.00618474-0.00517487j 0.000109886+0.00373089j 0.000602858-0.00532418j -0.00186963-0.0015712j 0.00982792+0.000695799j -0.00291634-0.00341854j -0.0049241-0.0054988j -0.00822492+0.000664462j -0.00750164+2.52204e-05j -0.00260719-0.00373311j 0.00751167+0.00624962j -0.0160775+0.00802243j 0.00193647+0.00293027j -0.00748586+0.0018448j -0.00581712-0.00534762j -0.00619827+0.00715804j 0.000970596+0.00122092j -0.00438131+0.00159565j 0.00228628+0.00325848j 0.00782982-0.00697141j 0.00382682-0.00210387j -0.00364463+0.00474824j -0.0100124+0.00259524j 0.00184242-0.000717867j 0.000256203+2.45459e-05j 0.00553058+0.00438039j 0.00180619-0.00353857j -0.00129048+0.00424551j -0.00040157-0.000540774j -0.000353856-0.000717005j -0.00658039+0.0010509j 0.00783518-0.000536058j -0.00276631+0.000390642j 0.00203464+0.0011144j -0.00406946+0.000633145j -0.000648511-0.00124605j -0.00170438+0.000724703j -0.00411019-0.00266817j -0.000318028-9.58757e-05j 
0.00135506-0.00187246j 8.67933e-05+0.00350573j 0.00112529+0.00310946j -0.002201-0.00150359j 0.000667073-0.00405214j -0.00265286+0.000617665j 0.000361393+0.00011174j 0.000302116-0.00262496j 0.00274531+0.000223741j 0.00114078-0.00266859j -0.00421599-0.00271085j 0.00177969-0.000648972j -0.00449573-0.00163416j -0.000511439+0.0018018j -0.00173038-8.77265e-05j -0.00310551-0.00171767j 0.00139883-0.000930212j -0.0105286+0.0041087j -0.00172437+0.00810684j 0.00264711-0.00201743j -0.00114522-0.00087111j -0.00736079+0.00551218j 0.00200439-0.00337747j -0.0110186-0.00851952j 0.00329394+0.0041537j 0.00226767-0.00134918j 0.00658422+0.00765436j 4.40185e-05-0.00987916j -0.00218864+0.0097725j -0.00285537+0.00145369j 0.000215612+0.00281779j 0.00642577+0.00163996j -0.00423218+0.000394136j 0.0095136-0.00957056j -0.000884698+0.000767054j -0.00306692-0.00442649j -0.00372369+0.000509088j 0.00448282-0.00242784j 0.00181187-0.00200914j -0.00454019-0.000316516j -0.00361513+0.00711412j 0.00635974-0.00380272j -0.00161555+0.00274905j -0.00059382-6.57143e-05j 0.00640669-0.00329109j 0.00340834-0.00509497j -0.00433655-0.0016567j -0.00931557-0.000646529j 0.00071671+0.0108349j 0.00129835-0.00850191j -0.00347189+0.00361371j -0.00283105-0.000279236j 0.00530063-0.00705943j -0.000702486-0.00209706j 0.00165431+0.000932214j 0.00203071+0.000967391j 0.000887819-0.00119723j -0.0139016-0.00820444j -0.0069993+0.00564819j -0.00392421+0.00586427j 0.00725166-0.000216491j 0.0108708-0.00443562j 0.0061374-0.00501557j 0.00040736+0.00159861j -0.00743133-0.000610445j -0.00291725+0.00303816j 0.00202765-0.00604888j -0.000634325+0.000661191j -0.00420584+0.00498945j -0.000963815-3.57678e-06j 0.00764874-0.00582478j -0.00175968+0.00611249j -0.0074339+0.00249578j -0.00949287+0.00643335j -0.00405183-0.00607976j -0.00593229+0.000252996j -0.00377287-0.00542377j -0.00231276-0.00011658j 0.00134882+0.00851996j 0.00704271+0.00286909j 0.00158693+0.000489895j -0.00214134-0.00434861j -0.00317834-0.00465233j 0.00116695-0.000592141j -0.00345759+0.000692625j -0.00248723+0.00111211j -0.00236203-0.00027671j -0.00330902+0.0021607j -0.00728255+0.00225465j 8.07057e-05+0.00220212j -0.00461821-0.000384333j 0.0032958-0.000711842j 0.00242998+0.000241011j 0.00526002+0.00189919j -0.000671814+0.000274545j -0.00205238+0.0014791j 5.36611e-05-0.00207159j 
-0.000760137-0.00397075j 0.00248309-0.0017123j 0.0037733+0.00193556j 0.00142817-0.00152864j 0.00277562+0.000724192j -0.00370698-0.00739353j 0.00239438+0.00144854j -0.000147105+0.00045338j 0.00297419+0.00752736j -0.000644666-0.00410372j 0.00648556-0.00766145j 0.00550158+0.00191901j 0.0005118+0.00121328j -0.0066672+0.000441622j 0.00100573+0.00416182j 0.00130596-0.00448013j -0.00346923+0.00260444j -0.0097279-0.00217267j -0.0020959+0.00253362j -0.0020104+0.000767768j 0.00300919-0.000470258j 0.00769221+0.00149879j 0.00294988+0.00213381j 0.00551822-0.000476077j -0.00555249-0.0025118j 0.00407758-0.000244151j 0.00107901-0.00671811j 0.00373849-0.000625236j 0.00501886-0.00094182j -0.00431405-0.00147343j 0.00178088-0.00138893j -0.00110307-0.00119922j 0.00329939-0.00141342j -0.000541021-0.00268062j 0.00761336-0.00156202j -0.0034232-0.00439736j 0.00579422-0.0044859j -0.00493546+0.00125711j 0.00171204+0.00146438j 0.0001632-0.00265353j 0.0038759+0.00257384j 0.00452218+0.00263468j 0.000677925+0.000785157j 0.000111993-0.00187539j 0.00562772-0.000256851j -0.00739846-0.00524896j 1.26434e-05+0.00240319j 0.00863594+0.00261165j 0.00115181-0.00294899j -0.00194031+0.00184914j -0.00222715+0.00409123j 0.00147366+0.00509401j 0.00774037+5.00936e-05j 0.00552518+0.00116281j -0.000367264-0.00237731j 0.00440945-0.00346055j -0.00152355+0.00243702j -0.00662042-0.00288745j -0.00325168-0.00968986j -0.00430092-0.00159429j -0.00452826-0.00494834j 0.00437924+0.00244956j -0.00243112-0.00235682j -0.00143335+0.00518727j -0.000484162+0.00319598j -0.00146542-0.000760834j -0.00174638-0.00261229j 0.000146017-0.00192188j 0.00199905-0.00365466j -0.00432073-0.00245311j 0.00343851-0.00865644j -0.00310229+0.00177515j -0.00133809-0.00535521j -3.82044e-05+0.00125143j -0.00204273-0.00792073j 0.00393218-0.00438126j -0.00475589-0.00101502j 0.0055047+0.00305886j 0.00631344-0.000838756j 0.000644625-0.00448923j 0.00265112+0.000634365j 0.00655642+0.00185263j 0.000265431-0.00121533j -0.010135+0.000816981j -0.00288409-0.0039472j 0.0010245-0.00126314j 0.00525368-0.00429684j 0.0047804-0.0029432j -0.00507295-0.00338061j 0.00112673+0.00451466j 0.00205445+4.32162e-05j -0.00533335-0.00137778j -0.000401837-0.00168572j -0.0016963+0.00422912j -0.00547803+0.000845109j -0.00117171+0.000484118j -0.000828261-0.000689638j 
-0.00159954-0.014842j 0.00489591-0.00423332j 0.00210058+0.00384869j -0.00869463+0.00284035j -0.00651295-0.00278182j -0.00312936+0.00220369j -0.00621104+0.00155899j 0.000552778+0.00119738j -0.000688379+0.00176775j 0.000468704+0.00111885j -0.00343886-0.00385899j 0.000590878+0.00355602j 0.000163401-0.000191003j -0.0052334+0.00407953j 0.00414692+0.00144953j -0.00647332+0.00156535j 0.00324039+0.00728246j -0.0128958-0.00212726j -0.00868377+0.00369763j 0.00649221+0.0037141j 0.0209897+0.00783357j -0.00247434+0.00694137j 0.00166736+0.0145061j -0.00358802+0.00152607j -4.47389e-05+0.000805294j 0.00465318+0.0041419j -0.00420849+0.000105604j 0.00204519-0.000989454j -0.000732934+0.00331846j -0.00527268-0.0103588j -0.00229192-0.00402318j 0.00056325-0.00471113j 0.00024453+0.00732674j -0.00203669+0.000736265j -0.00569438+0.000834775j -0.0118247+0.0021071j -0.00860069-0.00945991j -0.0176972+0.00366313j 0.00566367+0.00675559j 0.00527826-0.00626219j 0.00497356+0.00474062j -0.00243766+0.00500583j 0.00364313-0.00414311j 0.00145208-0.000691338j 0.00840244+0.0092162j 0.00842664-0.00323576j -0.00275975+0.00579399j -0.0119218+0.011328j -0.00277669+6.83702e-06j 0.00962369-0.00788016j 0.00385134-0.00173537j -0.000832331+0.00509843j -0.00750374+0.00924019j 0.000464077+0.0129144j -0.00762043-0.00109053j 0.000853383-0.0089021j -0.00609253+0.00304394j 0.00286568-0.00108526j 0.00365043-0.000955404j -0.00997846-0.00411499j -0.00452126-0.00863449j -0.00313219+0.00137344j 0.00373262+0.00287605j 0.00460729+0.00160987j 0.00595355+0.00485603j -0.00166847+0.00219105j -0.00314387+0.00648j -0.000817773+0.00183728j -0.00250288+0.00453087j -0.00115517+0.000896662j -0.00281649+0.00445849j -0.0012253-0.00198917j -0.002114+0.00270896j 0.00857189-0.00238808j 0.000582534+0.00902981j -0.00393629+0.00191584j 0.00606602-0.000926656j -2.45404e-05-0.00114988j -0.00188085+0.0055527j -0.00319318-0.00322695j -0.00533051+0.00227031j 0.000472092+0.00543819j -0.00697459+0.0045984j 0.0053108-0.00505442j -0.00369255+0.00228601j -0.000639768-0.00479368j 0.0002116-0.00321749j -0.00115706+0.000967109j -0.00239831+0.00493273j 9.3387e-05-0.00335654j -0.00602344-0.000981087j -0.00464837-0.0020377j 0.000914835+0.000516768j -0.00111649+0.00212257j 0.000255337+0.00286343j 0.000247044-0.00139694j 0.00540346+0.00444295j 
-0.00206065+0.00191709j -0.000927973+0.000619606j 0.00293429-0.00748081j -0.000762526+0.00146044j -0.00125999+0.0039379j -0.000964872+5.23999e-06j -0.000142905+0.00110132j -0.00736434+0.00304325j -0.00250781-0.000632779j -0.00286692-0.00327164j 0.00513208+0.000839586j -0.000603164-0.00185688j 0.000511817+0.00282161j 0.000160442-0.00563234j -0.00316248+0.00163748j 0.00439219-0.00444502j -0.00770243-0.00141159j 0.00980699-0.00234766j -0.000743365-0.00480946j -0.0032669+0.000512622j -0.00122344-0.00185433j 0.00643955-0.00306158j -0.00383169-0.00727196j 0.00284608-0.000439443j 0.00119091-0.000516384j 0.00277199-0.00361529j 0.00142781-0.00349511j 0.00423616+0.000896372j -0.00292166-0.00160071j -0.000644455-0.0035979j -0.00269811-1.45689e-05j 0.00309092+0.00226148j 0.00359639-0.00364325j -0.00175807+0.004391j 0.00124141-0.000465776j 0.00372493-0.000660536j 0.00824086-0.0099169j -0.00934562+0.00250312j -0.00230527+0.00718839j 0.00940292-0.0133531j -0.00693539-0.00813509j -0.0039008+0.00321098j -0.0026459-0.00310692j -0.000735342-0.00915344j 0.00110889-0.000522726j -0.000164991-0.00201781j 0.000675352+0.0024597j 0.0104785-0.00800514j -0.00829124-0.00682905j 0.00025079-0.00129445j 0.00414134-0.000300197j 0.00363549-0.00183091j 0.00450811+0.00344157j -0.00239554-0.00219379j 0.00261869-0.00489703j -0.000389404-0.0150177j -0.00299859+0.000527818j -0.000697859-0.00433593j -0.00087615-0.0101533j -0.00147618+0.00205191j -0.0123857-0.00649426j 9.1712e-05-0.00178621j -0.000526444+0.00257876j 0.00166915-0.00347772j 0.00413835-0.0027843j 0.00548694-0.00150699j 0.000824499+0.00278831j -0.00431645-0.00376232j -0.0060459+0.0037383j -0.00689188-0.000418996j 0.00492498-0.00100573j 0.00135498+0.00308961j -0.00259824-0.0133049j -0.00541703+0.0026179j -0.00339703-0.00327654j 0.0020231-0.00765071j -0.00391504+0.000408168j 0.00220845-0.00203718j 0.00828731+0.00798145j 0.00533589-0.00194265j 0.00056996-0.0031178j 0.00519849+0.00297712j -0.00171713-0.00397207j -0.00854161+0.00669276j 0.00243372-0.00415547j 0.00182014+0.00425281j 0.0084507-0.00683641j 0.00387808-0.00401853j 0.00303063+0.00357223j 0.00453547-0.00113744j 0.0040799-0.00133746j -0.010483-0.000589875j -0.00340111+0.00199981j 0.00156341+0.00104414j -0.00179746-0.00220039j 0.00248882+0.000377755j -0.00100345-0.000694428j 
-0.00439112+0.00122725j 0.00248336-0.00765257j -0.000317653+0.00277798j 0.00516316-0.00739108j 0.00363336-0.00209379j 4.61253e-05+0.000113819j 0.000132391+0.00221986j 0.00482997-0.00195083j -0.000516156-0.00335127j -0.00183907+0.00235283j 0.00142652+0.00374254j -0.000460913-0.000152594j 0.00329935-0.000728725j 0.0028675+0.000158158j -0.00100613-0.00273999j 0.00287076+0.00631697j 0.0032854+7.67181e-05j 0.00523536-0.00440195j 0.00135658-0.00959026j -0.00426504-0.00347467j -0.00304381+0.00161817j 0.00501659-0.0111882j -0.00202074+2.31749e-05j -0.00677286-0.000665794j -0.00426298-0.00510235j -0.00101921-0.000421274j -0.00144272-0.00880183j -0.000660914+0.00463188j 0.00145106+0.00513661j -0.00165322-0.00165036j -0.0050133-0.00868639j -0.00088558-0.00037856j 0.0014482-0.00288371j -0.00200581+0.00417206j -0.00220812-0.00177729j 0.00785273+0.00507476j -0.00408842+0.00533384j 0.00606247+0.0077887j 0.00115107+0.000859933j -0.0038419+0.0117304j 0.00102444+0.00356834j 0.00335913-0.00606008j -0.00525661-0.00445678j -0.00200774+0.00708347j 0.000689452+0.00186393j 6.56879e-05+0.000551357j -0.000398899+0.00532392j -0.00634365+0.0052172j 0.00759231+0.00344885j -0.00526665-0.00427457j -0.00713219+0.00306947j 0.00453362+0.00106124j -0.0126739+0.00709643j -0.00132139+0.00943032j 0.00184016+0.000771059j 0.00406808-0.00312615j 0.0191649-0.00836741j 0.0145898+0.00873856j -0.000102746+0.00353609j -0.000661439+0.00283251j 0.0109233-0.0024708j -0.000753679-0.00873376j 0.00575727+0.000714457j 0.000462834+0.00355216j 0.00207452+0.00307679j -0.000946264+0.00275911j 0.00151957-0.00417675j 0.00724822+0.0035338j 0.00163848+0.00490038j 0.0024429-0.00175803j 0.00809921-0.00150828j 0.00385785-0.00423282j 0.00136872+0.00454456j -0.00319975+0.000182159j -0.00428366+0.00122214j 0.00379515-0.0037907j 0.00451758-0.00087607j -0.00239181+0.00110701j -0.000699427-0.00106033j -0.00481105+0.00281603j 1.69489e-05-0.00425045j 0.000773237+0.00402429j 0.00369357+0.00299058j 0.000866054-0.00240125j 0.00682654-0.00342737j -0.00294941+0.00294969j 0.000322425+0.00330699j 0.000140606-0.00174689j 0.00348537-0.00169676j -0.00949508-0.00295414j -0.00400028-0.00187893j -0.00222348+0.000213718j -0.000778358+0.00178232j -0.00260511-0.00146333j 0.00660286-0.000290607j 0.00178099-0.000239252j 0.00274962+0.00086989j 
