-0.0582412-0j -0.00590699-0j -0.0059682-0j -0.00338904-0j -0.000489166-0j -0.00419372-0j -0.000605312-0j -0.00244634-0j -0.000353099-0j -0.0023814-0j -0.000420977-0j -0.0027783-0j -3.50814e-05-0j -0.00170136-0j -0.000491139-0j -0.00243102-0j -0.00030076-0j -4.09283e-05-0j -0.00100274-0j -2.50634e-05-0j -0.000429747-0j -3.58123e-05-0j -0.000177262-0j -1.47718e-05-0j -0.00183307-0j -0.000305512-0j -0.00207068-0j -0.000187087-0j -3.8189e-05-0j -0.0016907-0j -2.25031e-06-0j -0.00170822-0j -0.000345113-0j -0.000211338-0j -0.00147936-0j -0.000281783-0j -4.31391e-05-0j -0.00122041-0j -0.000172556-0j -0.000284704-0j -2.542e-06-0j -0.000389928-0j -3.52229e-05-0j -0.000246561-0j -0.000174345-0j -0.000150987-0j -3.55879e-05-0j -2.07553e-06-0j -0.000203402-0j -3.08201e-05-0j -0.000124558-0j -6.49879e-05-0j -2.09704e-06-0j -3.97968e-05-0j -2.54253e-05-0j -1.81609e-06-0j -1.4982e-06-0j -8.12349e-06-0j -4.78681e-07-0j 
0.000594174-0j 0.00293411-0j -0.00296332-0j -3.55879e-05-0j 0.000491092-0j 4.27842e-05-0j -0.000590396-0j -2.35261e-05-0j 0.000324646-0j 0.0036445-0j 0.000209107-0j -0.00413088-0j 5.30135e-05-0j 0.00260376-0j -0.000237013-0j -0.00371892-0j 0.000149393-0j -6.00884e-05-0j 0.00732723-0j 3.78747e-05-0j -0.000213377-0j -5.4096e-05-0j 0.000420408-0j 0.000106583-0j 0.0037706-0j -0.0221166-0j -0.0041381-0j -1.96458e-06-0j 3.83394e-05-0j 0.00347774-0j 4.54198e-06-0j -0.00351236-0j 0.0242721-0j 2.15606e-06-0j -0.0029564-0j -0.0203988-0j -4.20761e-05-0j 0.00229903-0j -1.812e-06-0j 0.0206019-0j -4.98465e-06-0j 0.00848358-0j 3.53617e-05-0j 0.0173408-0j 1.83003e-06-0j 1.54036e-06-0j -3.57136e-05-0j 4.18921e-06-0j -0.013485-0j -3.00606e-05-0j -1.19785e-06-0j -0.0497607-0j -4.2309e-06-0j -4.42017e-06-0j 2.33765e-05-0j -3.56121e-06-0j 2.76935e-06-0j 8.62609e-05-0j 1.02191e-05-0j 
0.000349477-0j -3.48764e-05-0j 3.58123e-05-0j -0.0019566-0j 2.93524e-06-0j 0.00238234-0j -3.57391e-06-0j -0.00141235-0j 2.11877e-06-0j -0.00417943-0j -0.000243044-0j -0.00487601-0j 2.10506e-07-0j 0.008862-0j -0.000283551-0j 0.00419807-0j 0.000515346-0j 2.45591e-07-0j -0.00175984-0j -4.46354e-07-0j 0.000244127-0j -2.11445e-07-0j -0.000102339-0j 8.86383e-08-0j 1.09994e-05-0j -0.000536183-0j 1.24251e-05-0j -0.000217146-0j -2.20478e-05-0j -9.98232e-06-0j 1.3503e-08-0j 1.02502e-05-0j -0.000605683-0j -0.000245292-0j -2.6346e-05-0j 0.000486605-0j -2.49056e-05-0j -7.20562e-06-0j 0.000197068-0j -0.000499663-0j 1.52533e-08-0j 2.33976e-06-0j 2.00092e-05-0j 0.00128428-0j -0.000202356-0j 0.000520114-0j -2.05461e-05-0j -1.22545e-08-0j 0.00035125-0j 5.28094e-05-0j 0.000142251-0j -0.000114056-0j 1.25833e-08-0j -4.61908e-05-0j 1.44434e-05-0j -3.23428e-08-0j -8.84574e-09-0j -4.68996e-06-0j 2.87233e-09-0j 
-7.5664e-05-0j -0.00072191-0j 0.000741282-0j 0.000423617-0j -0.00284326-0j -0.000515791-0j 0.00346192-0j 0.000305783-0j -0.00205237-0j -3.0938e-06-0j -0.00503079-0j -3.60943e-06-0j -0.000624846-0j 6.56003e-06-0j -0.00586925-0j 3.10759e-06-0j 0.0106672-0j -0.000728987-0j -1.30271e-06-0j 0.00132491-0j 0.00505321-0j 0.000627631-0j -0.00211832-0j -0.000263105-0j 0.000466491-0j 3.79462e-05-0j 0.000526958-0j 4.70135e-05-0j 0.0213569-0j -0.000423357-0j -8.07239e-05-0j 0.000434718-0j 4.28648e-05-0j 5.31074e-05-0j -0.00111735-0j -3.44375e-05-0j 0.0241251-0j -0.000305596-0j -4.26664e-05-0j 3.53617e-05-0j -9.11874e-05-0j 9.9231e-05-0j -0.0193821-0j -9.08898e-05-0j 4.38113e-05-0j -0.000112608-0j 0.0199022-0j 7.32598e-05-0j -2.48583e-05-0j -0.0511545-0j -3.07982e-05-0j 8.07184e-06-0j -7.52257e-05-0j 1.00006e-05-0j -0.0139908-0j 0.000193352-0j 5.28818e-05-0j 0.00454299-0j -1.71714e-05-0j 
0.000363856-0j -3.79846e-05-0j 3.83627e-05-0j 0.00421539-0j -3.14556e-06-0j -0.00506778-0j 3.78162e-06-0j 0.00278666-0j -2.07943e-06-0j -1.53135e-05-0j 0.000523623-0j 1.73572e-05-0j -2.25589e-07-0j -1.09405e-05-0j -0.000593503-0j 1.56262e-05-0j 0.000374095-0j 2.55695e-07-0j -3.07877e-05-0j -1.61169e-07-0j -0.000534316-0j 2.30196e-07-0j 0.00105274-0j -4.53545e-07-0j 0.00230901-0j -1.96458e-06-0j -0.00253406-0j -0.0222725-0j 4.75007e-05-0j 0.00212967-0j -1.44705e-08-0j -0.00215087-0j 2.15606e-06-0j 0.0244432-0j -0.00181042-0j -1.812e-06-0j -5.21302e-05-0j 0.00140786-0j -0.0205426-0j 1.83003e-06-0j 1.58809e-08-0j 0.00519511-0j 4.38113e-05-0j 1.54036e-06-0j 0.0207471-0j 0.0174631-0j -4.42474e-05-0j -1.33466e-08-0j -1.19785e-06-0j -3.72436e-05-0j -0.0135801-0j -4.42017e-06-0j 1.34795e-08-0j -0.0501115-0j 2.89623e-05-0j 1.13458e-08-0j -8.82302e-09-0j 0.000106873-0j -3.25576e-08-0j 
0.000343047-0j -3.58123e-05-0j 3.61687e-05-0j 0.00197688-0j -2.96566e-06-0j -0.00237663-0j 3.56535e-06-0j 0.00130685-0j -1.96051e-06-0j 0.00422275-0j 0.000245562-0j -0.00478629-0j -2.12688e-07-0j 0.00301688-0j -0.000278334-0j -0.00430897-0j 0.000175438-0j 2.41072e-07-0j 0.00848979-0j -1.51951e-07-0j -0.000250577-0j 2.17031e-07-0j 0.0004937-0j -4.27606e-07-0j -1.11134e-05-0j 0.00054174-0j 1.21965e-05-0j 0.000219396-0j 2.22763e-05-0j -1.02502e-05-0j -1.36429e-08-0j 1.03522e-05-0j -0.000594539-0j -0.000240779-0j 8.7136e-06-0j 0.000499663-0j -2.44474e-05-0j -6.77608e-06-0j 0.000202356-0j -0.000504637-0j 1.49726e-08-0j -2.50042e-05-0j 2.05461e-05-0j -0.000424759-0j -0.00020437-0j -0.000172021-0j -2.07506e-05-0j -1.25833e-08-0j 0.000330312-0j -1.7466e-05-0j 0.000133771-0j 0.00121887-0j 1.27086e-08-0j 0.000493625-0j 1.35824e-05-0j 1.0697e-08-0j -8.31843e-09-0j 5.01199e-05-0j -3.06956e-08-0j 
-5.04427e-05-0j -0.000481273-0j 0.000494188-0j -2.93524e-06-0j -0.00189551-0j 3.57391e-06-0j 0.00230795-0j -2.11877e-06-0j -0.00136825-0j 0.000603249-0j 3.48583e-05-0j 0.000703791-0j -0.000416564-0j -0.00127912-0j 4.0668e-05-0j -0.000605939-0j -7.3913e-05-0j -0.000485991-0j 0.000254012-0j 0.000883275-0j -3.50137e-05-0j 0.000418421-0j 1.46779e-05-0j -0.000175404-0j -1.58762e-06-0j -0.00739901-0j -1.79341e-06-0j -1.62036e-07-0j -0.000147982-0j 1.44082e-06-0j -5.38159e-05-0j -1.47949e-06-0j -0.00835807-0j -1.83039e-07-0j 3.80272e-06-0j 0.00671486-0j -0.000167163-0j 1.04004e-06-0j 1.47054e-07-0j -0.00689505-0j -6.07916e-05-0j -3.37716e-07-0j 0.000134299-0j 0.0177223-0j -1.51e-07-0j 3.88113e-07-0j -0.000137903-0j 4.88399e-05-0j 0.00484705-0j 0.00035445-0j 1.06149e-07-0j -0.0015739-0j -5.01505e-05-0j -3.4468e-08-0j 9.69419e-05-0j 0.000128901-0j 3.52545e-05-0j -3.14784e-05-0j -1.14476e-05-0j 
-7.42718e-05-0j -0.000741282-0j 0.00074866-0j -0.000428007-0j 0.00287273-0j 0.000514555-0j -0.00345362-0j -0.000282942-0j 0.00189907-0j 3.12586e-06-0j 0.00508292-0j -3.54302e-06-0j 0.000631321-0j 2.23322e-06-0j -0.00576126-0j -3.18969e-06-0j 0.00363141-0j -0.000715574-0j 6.2845e-06-0j 0.000451038-0j -0.00518671-0j -0.000644213-0j 0.0102192-0j 0.00126926-0j -0.000471325-0j -3.83394e-05-0j 0.000517262-0j -4.75007e-05-0j -0.0215782-0j -0.000434718-0j 8.15605e-05-0j 0.000439045-0j 4.20761e-05-0j 5.21302e-05-0j 0.00036955-0j -3.53617e-05-0j 0.0236812-0j -0.000287378-0j -4.38113e-05-0j 3.57136e-05-0j -8.95095e-05-0j -0.00106045-0j -0.0199022-0j 3.00606e-05-0j 4.42474e-05-0j 3.72436e-05-0j 0.0201003-0j 7.52257e-05-0j -2.33765e-05-0j 0.0169187-0j -2.89623e-05-0j -8.62609e-05-0j -7.59745e-05-0j -0.000106873-0j -0.0131567-0j -6.39487e-05-0j 4.97294e-05-0j -0.0485493-0j 0.000183505-0j 
4.45854e-06-0j 8.55228e-05-0j -8.78178e-05-0j 2.59441e-07-0j 0.001034-0j -3.15892e-07-0j -0.00125898-0j 1.87275e-07-0j 0.000746379-0j 1.82304e-07-0j -6.19437e-06-0j 2.12688e-07-0j -0.00703973-0j -3.86554e-07-0j -7.22676e-06-0j -1.83116e-07-0j 1.31344e-05-0j -0.00821301-0j 7.6763e-08-0j 0.0149269-0j 6.22198e-06-0j 0.00707111-0j -2.60828e-06-0j -0.00296423-0j -2.74883e-05-0j -4.49539e-06-0j -3.10513e-05-0j 1.43221e-08-0j 8.07239e-05-0j 2.49466e-05-0j 0.0206709-0j -2.5616e-05-0j -5.07808e-06-0j 1.61785e-08-0j 6.58406e-05-0j 4.07973e-06-0j 9.11874e-05-0j 1.80074e-05-0j -1.29978e-08-0j -4.18921e-06-0j 0.0233503-0j -5.84724e-06-0j -7.32598e-05-0j 1.07675e-05-0j 1.33466e-08-0j -3.43047e-08-0j 7.52257e-05-0j -0.0187596-0j 2.9449e-06-0j -0.000193352-0j -9.38232e-09-0j -9.5625e-07-0j 0.019263-0j 3.04657e-09-0j -5.28818e-05-0j -0.0495116-0j -0.0135414-0j 1.71714e-05-0j 0.00439708-0j 
-6.17794e-05-0j -0.000291636-0j 0.000299462-0j 0.000695359-0j 4.96078e-05-0j -0.00084666-0j -6.04018e-05-0j 0.000501937-0j 3.58088e-05-0j 0.00036815-0j -0.00408578-0j 0.000429509-0j 5.35518e-06-0j -0.000780619-0j -0.00476674-0j -0.000369791-0j 0.00866342-0j 6.2477e-06-0j 0.000155018-0j -1.1355e-05-0j 0.00410399-0j -5.37905e-06-0j -0.00172041-0j 2.25492e-06-0j -1.94443e-06-0j -0.00223411-0j -2.19647e-06-0j -0.00367401-0j -0.000749121-0j 1.76464e-06-0j 4.58809e-07-0j -1.812e-06-0j -0.0025237-0j -0.00415024-0j 4.65736e-06-0j 0.00202754-0j -0.000846222-0j 1.27379e-06-0j 0.0033343-0j -0.00208195-0j 5.1828e-07-0j -4.13616e-07-0j 0.000679854-0j 0.00535121-0j -0.00342377-0j 0.00880009-0j -0.000698098-0j -4.16385e-07-0j 0.00146355-0j 0.00179432-0j 0.00240682-0j -0.000475236-0j 4.27559e-07-0j -0.000781528-0j 0.000490745-0j -1.09895e-06-0j -3.00563e-07-0j -0.000159351-0j 9.75969e-08-0j 
-4.95145e-05-0j -0.000494188-0j 0.000499107-0j 2.96566e-06-0j 0.00191515-0j -3.56535e-06-0j -0.00230241-0j 1.96051e-06-0j 0.00126605-0j -0.000609501-0j -3.52196e-05-0j 0.000690841-0j 0.000420881-0j -0.000435448-0j 3.99198e-05-0j 0.000621947-0j -2.51621e-05-0j -0.000477049-0j -0.0012254-0j 0.000300692-0j 3.59387e-05-0j -0.000429475-0j -7.08086e-05-0j 0.000846176-0j 1.60408e-06-0j 0.00747568-0j -1.76041e-06-0j 1.63715e-07-0j 0.000149515-0j 1.47949e-06-0j 5.43736e-05-0j -1.49421e-06-0j -0.00820428-0j -1.79671e-07-0j -1.2577e-06-0j 0.00689505-0j -0.000164087-0j 9.78043e-07-0j 1.51e-07-0j -0.00696369-0j -5.9673e-05-0j 3.60905e-06-0j 0.000137903-0j -0.00586142-0j -1.52503e-07-0j -1.28363e-07-0j -0.000139275-0j 5.01505e-05-0j 0.0045581-0j -0.00011723-0j 9.98211e-08-0j 0.0168197-0j -5.06497e-05-0j 3.68347e-07-0j 9.1163e-05-0j -4.26325e-05-0j 3.31529e-05-0j 0.000336398-0j 0.000122337-0j 
4.37651e-06-0j 8.78178e-05-0j -8.86919e-05-0j -2.6213e-07-0j -0.00104471-0j 3.15135e-07-0j 0.00125596-0j -1.73286e-07-0j -0.000690627-0j -1.84193e-07-0j 6.25856e-06-0j 2.08774e-07-0j 0.00711268-0j -1.31594e-07-0j -7.09379e-06-0j 1.87954e-07-0j 4.47133e-06-0j -0.0080619-0j -3.70318e-07-0j 0.00508154-0j -6.38636e-06-0j -0.00725792-0j 1.25828e-05-0j 0.0143-0j 2.77731e-05-0j 4.54198e-06-0j -3.048e-05-0j -1.44705e-08-0j -8.15605e-05-0j 2.5616e-05-0j -0.0208852-0j -2.5871e-05-0j -4.98465e-06-0j 1.58809e-08-0j -2.17759e-05-0j 4.18921e-06-0j 8.95095e-05-0j 1.69339e-05-0j -1.33466e-08-0j -4.2309e-06-0j 0.0229207-0j 6.24874e-05-0j -7.52257e-05-0j -3.56121e-06-0j 1.34795e-08-0j 1.13458e-08-0j 7.59745e-05-0j -0.019263-0j 2.76935e-06-0j 6.39487e-05-0j -8.82302e-09-0j 1.02191e-05-0j 0.0194548-0j -3.25576e-08-0j -4.97294e-05-0j 0.0163753-0j -0.0127342-0j -0.000183505-0j -0.04699-0j 
-1.54448e-05-0j 1.54133e-06-0j -1.58269e-06-0j 0.000348578-0j -1.29721e-07-0j -0.000424424-0j 1.57946e-07-0j 0.000251617-0j -9.36373e-08-0j -6.31519e-07-0j 4.32994e-05-0j -7.36772e-07-0j -9.30315e-09-0j 1.33906e-06-0j 5.05159e-05-0j 6.34334e-07-0j -9.18112e-05-0j -1.08537e-08-0j -2.65915e-07-0j 1.97262e-08-0j -4.34924e-05-0j 9.34462e-09-0j 1.82322e-05-0j -3.9173e-09-0j -4.86108e-07-0j -8.1018e-08-0j -5.49118e-07-0j -0.00558794-0j 3.92792e-06-0j 4.41161e-07-0j -5.96754e-10-0j -4.52999e-07-0j -9.15196e-08-0j -0.00631225-0j 1.16434e-06-0j 7.35268e-08-0j 4.43705e-06-0j 3.18447e-07-0j 0.00507125-0j -7.54998e-08-0j -6.74106e-10-0j -1.03404e-07-0j -3.56472e-06-0j 1.94057e-07-0j -0.00520734-0j 0.0133844-0j 3.66038e-06-0j 5.41576e-10-0j 5.30744e-08-0j -9.40825e-06-0j 0.00366062-0j -1.7234e-08-0j -5.56109e-10-0j -0.00118865-0j -2.57315e-06-0j 1.42936e-09-0j 3.9093e-10-0j 8.35538e-07-0j -1.2694e-10-0j 
-6.06427e-05-0j -0.000299462-0j 0.000302442-0j -0.000702565-0j -5.01219e-05-0j 0.000844631-0j 6.02571e-05-0j -0.000464444-0j -3.3134e-05-0j -0.000371965-0j 0.00412812-0j 0.000421606-0j -5.41067e-06-0j -0.000265745-0j -0.00467904-0j 0.000379561-0j 0.00294927-0j 6.13275e-06-0j -0.000747833-0j -3.86557e-06-0j -0.00421241-0j 5.52115e-06-0j 0.00829954-0j -1.08781e-05-0j 1.96458e-06-0j 0.00225727-0j -2.15606e-06-0j 0.00371208-0j 0.000756884-0j 1.812e-06-0j -4.63564e-07-0j -1.83003e-06-0j -0.00247726-0j -0.00407387-0j -1.54036e-06-0j 0.00208195-0j -0.000830652-0j 1.19785e-06-0j 0.00342377-0j -0.00210267-0j 5.08744e-07-0j 4.42017e-06-0j 0.000698098-0j -0.00176984-0j -0.00345785-0j -0.00291051-0j -0.000705046-0j -4.27559e-07-0j 0.00137631-0j -0.000593446-0j 0.00226335-0j 0.00507868-0j 4.31815e-07-0j 0.00835191-0j 0.00046149-0j 3.63464e-07-0j -2.82646e-07-0j 0.00170293-0j -1.04298e-06-0j 
7.28077e-06-0j 0.000104562-0j -0.000107368-0j -4.07626e-05-0j 0.000838379-0j 4.9632e-05-0j -0.0010208-0j -2.9424e-05-0j 0.000605174-0j -4.33869e-05-0j 0.000728663-0j -5.06181e-05-0j -0.00278314-0j 9.19969e-05-0j 0.000850107-0j 4.35803e-05-0j -0.00154505-0j -0.00324699-0j -1.8269e-05-0j 0.00590131-0j -0.000731912-0j 0.00279554-0j 0.00030682-0j -0.0011719-0j 2.29154e-07-0j 0.000801011-0j 2.58857e-07-0j -4.52387e-06-0j -0.0062974-0j -2.07965e-07-0j -0.000737405-0j 2.13546e-07-0j 0.000904838-0j -5.11026e-06-0j -5.48875e-07-0j -0.000726946-0j -0.00711367-0j -1.50117e-07-0j 4.10558e-06-0j 0.000746453-0j -0.000832987-0j 4.87451e-08-0j 0.00571511-0j -0.0019186-0j -4.21575e-06-0j 1.08357e-05-0j -0.00586848-0j 0.000669221-0j -0.000524737-0j 0.0150837-0j 2.96356e-06-0j 0.000170389-0j -0.000687179-0j -9.62309e-07-0j 0.00412539-0j 0.00176625-0j 0.000483069-0j -0.00133957-0j -0.000156859-0j 
4.45854e-06-0j 4.25389e-05-0j -4.36804e-05-0j -7.54045e-05-0j 0.000167541-0j 9.18116e-05-0j -0.000203995-0j -5.44299e-05-0j 0.000120937-0j 1.82304e-07-0j 0.000895488-0j 2.12688e-07-0j 3.68194e-05-0j -3.86554e-07-0j 0.00104474-0j -1.83116e-07-0j -0.00189878-0j 4.2956e-05-0j 7.6763e-08-0j -7.80712e-05-0j -0.00089948-0j -3.69835e-05-0j 0.000377065-0j 1.55036e-05-0j 1.40327e-07-0j -2.236e-06-0j 1.58517e-07-0j 0.000803772-0j -0.00380156-0j -1.27352e-07-0j 4.7567e-06-0j 1.3077e-07-0j -2.52583e-06-0j 0.000907957-0j -3.36116e-07-0j 2.02925e-06-0j -0.00429431-0j -9.19276e-08-0j -0.000729451-0j -2.08371e-06-0j 5.37327e-06-0j 2.98501e-08-0j 0.00345005-0j 5.35573e-06-0j 0.000749026-0j -0.00192522-0j -0.00354263-0j -4.31688e-06-0j 1.46479e-06-0j 0.00910559-0j -0.000526546-0j -4.75638e-07-0j 4.43272e-06-0j 0.000170977-0j 0.00249038-0j -1.13934e-05-0j -3.11609e-06-0j -0.000808659-0j 1.01184e-06-0j 
-1.51607e-05-0j 1.58269e-06-0j -1.59845e-06-0j -0.000352191-0j 1.31065e-07-0j 0.000423407-0j -1.57568e-07-0j -0.000232822-0j 8.66429e-08-0j 6.38063e-07-0j -4.37481e-05-0j -7.23215e-07-0j 9.39956e-09-0j 4.55854e-07-0j 4.95865e-05-0j -6.51092e-07-0j -3.12551e-05-0j -1.0654e-08-0j 1.28282e-06-0j 6.71537e-09-0j 4.46414e-05-0j -9.59149e-09-0j -8.79551e-05-0j 1.88977e-08-0j 4.91146e-07-0j 8.18576e-08-0j -5.39014e-07-0j 0.00564584-0j -3.96862e-06-0j 4.52999e-07-0j 6.02938e-10-0j -4.57508e-07-0j -8.98357e-08-0j -0.0061961-0j -3.8509e-07-0j 7.54998e-08-0j 4.35541e-06-0j 2.99463e-07-0j 0.00520734-0j -7.62513e-08-0j -6.61702e-10-0j 1.10504e-06-0j -3.66038e-06-0j -6.41817e-08-0j -0.00525917-0j -0.00442671-0j 3.69682e-06-0j 5.56109e-10-0j 4.99106e-08-0j 3.11166e-06-0j 0.00344241-0j 1.84174e-07-0j -5.61644e-10-0j 0.0127027-0j -2.41976e-06-0j -4.72743e-10-0j 3.67626e-10-0j -8.9291e-06-0j 1.35657e-09-0j 
-3.3232e-07-0j -7.97641e-06-0j 8.19045e-06-0j -1.93376e-08-0j -0.000128897-0j 2.35452e-08-0j 0.000156943-0j -1.39586e-08-0j -9.30428e-05-0j 1.98033e-06-0j 5.77726e-07-0j 2.31039e-06-0j 0.00132564-0j -4.19906e-06-0j 6.74014e-07-0j -1.98916e-06-0j -1.225e-06-0j 0.00154658-0j 8.33863e-07-0j -0.00281087-0j -5.80302e-07-0j -0.00133155-0j 2.43265e-07-0j 0.000558191-0j -1.04594e-08-0j -6.11043e-05-0j -1.18151e-08-0j -1.06751e-09-0j -1.00629e-05-0j 9.49226e-09-0j -0.00804374-0j -9.74699e-09-0j -6.90247e-05-0j -1.20588e-09-0j 2.50526e-08-0j 5.54544e-05-0j -1.13673e-05-0j 6.85188e-09-0j 9.688e-10-0j -5.69424e-05-0j -0.00908637-0j -2.2249e-09-0j 9.13249e-06-0j 0.000146359-0j -9.94798e-10-0j 2.55692e-09-0j -9.37755e-06-0j 0.00729998-0j 4.00291e-05-0j 2.4103e-05-0j 6.99317e-10-0j -1.2998e-05-0j -0.00749588-0j -2.27078e-10-0j 6.59218e-06-0j 0.0192666-0j 0.00526941-0j -2.14057e-06-0j -0.00171105-0j 
7.14681e-06-0j 0.000107368-0j -0.000108437-0j 4.1185e-05-0j -0.000847067-0j -4.9513e-05-0j 0.00101835-0j 2.72261e-05-0j -0.000559969-0j 4.38365e-05-0j -0.000736214-0j -4.96867e-05-0j 0.00281198-0j 3.13183e-05-0j 0.000834465-0j -4.47317e-05-0j -0.000525977-0j -0.00318725-0j 8.81329e-05-0j 0.00200897-0j 0.000751248-0j -0.0028694-0j -0.00148015-0j 0.00565345-0j -2.31528e-07-0j -0.000809312-0j 2.54094e-07-0j 4.57075e-06-0j 0.00636266-0j -2.13546e-07-0j 0.000745046-0j 2.15671e-07-0j 0.000888189-0j -5.01623e-06-0j 1.81533e-07-0j -0.000746453-0j -0.00698278-0j -1.41168e-07-0j 4.21575e-06-0j 0.000753883-0j -0.00081766-0j -5.20921e-07-0j 0.00586848-0j 0.000634553-0j -4.25771e-06-0j -3.58377e-06-0j -0.00592689-0j 0.000687179-0j -0.000493457-0j -0.00498874-0j 2.7869e-06-0j -0.00182089-0j -0.000694019-0j 1.02839e-05-0j 0.00387946-0j -0.000584165-0j 0.000454273-0j 0.0143155-0j 0.0016763-0j 
4.37651e-06-0j 4.36804e-05-0j -4.41152e-05-0j 7.6186e-05-0j -0.000169277-0j -9.15915e-05-0j 0.000203506-0j 5.03641e-05-0j -0.000111904-0j -1.84193e-07-0j -0.000904768-0j 2.08774e-07-0j -3.7201e-05-0j -1.31594e-07-0j 0.00102551-0j 1.87954e-07-0j -0.000646397-0j 4.21656e-05-0j -3.70318e-07-0j -2.65776e-05-0j 0.000923243-0j 3.79606e-05-0j -0.00181903-0j -7.47921e-05-0j -1.41782e-07-0j 2.25917e-06-0j 1.556e-07-0j -0.000812101-0j 0.00384095-0j -1.3077e-07-0j -4.806e-06-0j 1.32071e-07-0j -2.47936e-06-0j 0.00089125-0j 1.11166e-07-0j 2.08371e-06-0j -0.0042153-0j -8.64476e-08-0j -0.000749026-0j -2.10445e-06-0j 5.2744e-06-0j -3.18998e-07-0j 0.00354263-0j -1.77134e-06-0j 0.000756481-0j 0.00063674-0j -0.00357789-0j -4.43272e-06-0j 1.37747e-06-0j -0.00301156-0j -0.000495158-0j 5.08297e-06-0j 4.47684e-06-0j -0.00182717-0j 0.00234192-0j 3.76821e-06-0j -2.93033e-06-0j 0.00864185-0j -1.08131e-05-0j 
-4.55048e-07-0j -8.72863e-06-0j 8.96286e-06-0j 5.1218e-06-0j -0.000105532-0j -6.23624e-06-0j 0.000128494-0j 3.69711e-06-0j -7.6177e-05-0j -1.86063e-08-0j -0.000122287-0j -2.17073e-08-0j 0.000718489-0j 3.94525e-08-0j -0.000142668-0j 1.86892e-08-0j 0.000259295-0j 0.000838237-0j -7.83459e-09-0j -0.00152347-0j 0.000122832-0j -0.000721692-0j -5.14917e-05-0j 0.000302536-0j -1.43221e-08-0j 4.58809e-07-0j -1.61785e-08-0j -2.70616e-05-0j 0.00159362-0j 1.29978e-08-0j -0.00210972-0j -1.33466e-08-0j 5.1828e-07-0j -3.05694e-05-0j 3.43047e-08-0j -4.16385e-07-0j 0.00180019-0j 9.38232e-09-0j 2.45594e-05-0j 4.27559e-07-0j -0.00238318-0j -3.04657e-09-0j -0.00144627-0j -1.09895e-06-0j -2.52184e-05-0j 6.48188e-05-0j 0.00148508-0j 0.00191465-0j -3.00563e-07-0j -0.00381709-0j 1.77279e-05-0j 9.75969e-08-0j -0.00196602-0j -5.75649e-06-0j -0.00104397-0j 0.00505326-0j 0.00138206-0j 0.000338992-0j -0.000448775-0j 
-3.26206e-07-0j -8.19045e-06-0j 8.27198e-06-0j 1.9538e-08-0j 0.000130233-0j -2.34888e-08-0j -0.000156567-0j 1.2916e-08-0j 8.60928e-05-0j -2.00086e-06-0j -5.83713e-07-0j 2.26788e-06-0j -0.00133938-0j -1.42948e-06-0j 6.61613e-07-0j 2.04171e-06-0j -4.17025e-07-0j 0.00151813-0j -4.0227e-06-0j -0.000956899-0j 5.95633e-07-0j 0.00136673-0j -1.17355e-06-0j -0.00269281-0j 1.05678e-08-0j 6.17375e-05-0j -1.15977e-08-0j 1.07857e-09-0j 1.01672e-05-0j 9.74699e-09-0j 0.0081271-0j -9.844e-09-0j -6.77546e-05-0j -1.18369e-09-0j -8.28582e-09-0j 5.69424e-05-0j -1.11582e-05-0j 6.44343e-09-0j 9.94798e-10-0j -5.75092e-05-0j -0.00891919-0j 2.37767e-08-0j 9.37755e-06-0j -4.84062e-05-0j -1.0047e-09-0j -8.45668e-10-0j -9.47089e-06-0j 0.00749588-0j 3.76429e-05-0j -7.97177e-06-0j 6.57629e-10-0j 0.000138905-0j -0.00757049-0j 2.4267e-09-0j 6.1992e-06-0j -0.00637217-0j 0.00495529-0j 2.28755e-05-0j 0.0182854-0j 
-4.46675e-07-0j -8.96286e-06-0j 9.05208e-06-0j -5.17488e-06-0j 0.000106626-0j 6.22129e-06-0j -0.000128186-0j -3.42095e-06-0j 7.04868e-05-0j 1.87991e-08-0j 0.000123554-0j -2.13079e-08-0j -0.000725935-0j 1.34307e-08-0j -0.000140043-0j -1.9183e-08-0j 8.82715e-05-0j 0.000822814-0j 3.77954e-08-0j -0.000518633-0j -0.000126077-0j 0.000740758-0j 0.000248405-0j -0.00145948-0j 1.44705e-08-0j -4.63564e-07-0j -1.58809e-08-0j 2.73421e-05-0j -0.00161014-0j 1.33466e-08-0j 0.00213158-0j -1.34795e-08-0j 5.08744e-07-0j -3.00069e-05-0j -1.13458e-08-0j -4.27559e-07-0j 0.00176707-0j 8.82302e-09-0j 2.52184e-05-0j 4.31815e-07-0j -0.00233933-0j 3.25576e-08-0j -0.00148508-0j 3.63464e-07-0j -2.54695e-05-0j -2.1438e-05-0j 0.00149986-0j 0.00196602-0j -2.82646e-07-0j 0.00126245-0j 1.66711e-05-0j -1.04298e-06-0j -0.00198559-0j 6.15176e-05-0j -0.00098174-0j -0.0016713-0j 0.00129968-0j -0.00362269-0j 0.0047959-0j 
