-0.0140899+0.0124164j -0.0493465-0.0736632j -0.0265253+0.0234062j -0.027319+0.0395702j 0.0145696+0.0217818j 3.95575e-05-0.0265996j -0.0042703-0.0279903j 0.0608809-0.0113j -0.004265+0.0476493j -0.0223707+0.00252017j 0.0127673-0.00230566j 0.0163519+0.0100299j -0.00979211-0.0248676j 0.0196065-0.00618792j 0.0193327-0.0123485j -0.0126973-0.0237449j 0.0019312+0.00323069j -0.0261911+0.022831j -0.00197833-0.0134822j -0.011953-0.0133242j 0.0174777-0.0140157j 0.0418067-0.0148696j -0.0341257+0.0530918j -0.0166598+0.0338558j -0.00944049-0.0511086j -0.0151387-0.0519975j -0.0840231-0.0222572j 0.0110473+0.00952518j 0.0082337+0.0374761j 0.0248557+0.0729024j -0.0136436+0.0111962j -0.0146442-0.0109823j -0.0158702+0.032225j -0.0121785-0.000745421j -0.00118352+0.0230871j -0.000504936+0.0199243j -0.0167939+0.015105j 0.0167621+0.043509j -0.0254431-0.00326332j -0.0226887-0.0260526j -0.024182+0.041088j -0.0190676-0.111481j 0.0729584-0.0284813j 0.010068+0.00671101j 0.0794578+0.0394823j -0.0400525-0.0107661j 0.0441602-0.0314015j 0.0584814+0.0289836j 0.0623347-0.0207923j -0.00590112-0.027629j 0.0809744-0.00166235j 0.10434+0.0864128j 
0.0129147+0.0391271j -0.0277604-0.0535762j 0.11942+0.0256234j 0.0750491+0.0654611j 0.00896901-0.050024j 0.0019645-0.0916698j 0.0784579-0.0600646j 0.0970311+0.0945153j -0.0154831+0.0333909j -0.0119287-0.038227j 0.046344-0.0617205j 0.128462+0.0287384j 0.0776062+0.115302j -0.0188485-0.104624j 0.0359111+0.117254j 0.0093365-0.0227303j 0.0550101+0.0602665j 0.061698+0.0584823j -0.0307982+0.0433526j 0.00362471-0.00967451j -0.0288134+0.0434037j -0.0736032+0.00911058j 0.0330645+0.00382015j 0.04591-0.0609741j 0.0671159-0.0189366j 0.0183582+0.0215283j -0.0113556+0.0461274j 0.0536925+0.0284378j -0.0345957+0.0513434j 0.0366409-0.0146056j -0.043129+0.0633403j 0.0245757-0.0259774j -5.19514e-05+0.0654811j -0.00941676+0.00468551j -0.0626691+0.00283501j 0.00247908+0.0289478j -0.157719+0.0041898j 0.0270707+0.0461242j -0.0505647-0.0016926j -0.010711-0.0360437j -0.0473456+0.0422489j 0.0721794+0.0624934j -0.00538677+0.00752438j 0.0425902+0.0322526j -0.0148425+0.0465992j -0.00809201+0.0204952j -0.00325399-0.0189635j -0.0570611-0.0061949j 0.0165373-0.0588676j -0.0130086-0.00484235j 0.0440726+0.0062421j 0.0630367-0.0253992j 
-0.0193265+0.0177265j 0.00136524-0.00272487j -0.0402902-0.00857972j -0.000747507+0.0084152j 0.0610062-0.0153922j -0.0599308+0.0346582j -0.00565531+0.0714599j -0.000986743+0.0989873j 0.0448081+0.025479j 0.0093397+0.01193j 0.0277592+0.189725j 0.0468379+0.0207264j -0.0417498+0.00739436j -0.0218782-0.0265113j 0.00885141-0.00942206j -0.113085-0.0128999j 0.112776-0.0182809j -0.0176292+0.00645601j 0.0266381-0.0282295j -0.0398702+0.0315535j 0.0413481+0.0176839j -0.0256025+0.0642859j -0.0201325+0.0385485j -0.0607149-0.01647j -0.0218842+0.0186735j -0.00482317-0.0780321j -0.00752389-0.068154j -0.0385195+0.0213691j -0.0367889+0.0131024j 0.0469455+0.0630752j 0.078186-0.00847796j -0.0297432-0.0028453j 0.0916434-0.0524267j 0.0330129+0.0425641j 0.0678305-0.0581683j 0.0210613+0.0843278j 0.0904945-0.000420826j 0.0675766+0.0349691j 0.0446048+0.00380242j 0.143381+0.0389484j 0.062117+0.00494968j -0.0818139-0.00717315j -0.0141902-0.0229496j -0.0853333-0.00691974j 0.0243628+0.0304386j -4.07113e-05+0.0676928j 0.0148743-0.0255631j 0.0413978+0.0290939j 0.04994-0.0450804j -0.0757198+0.00951584j 0.0153345+0.0134744j 0.00749795-0.0123399j 
0.107525+0.0664912j 0.0240297+0.108766j 0.0949223-0.0897192j 0.0315981-0.00636696j 0.0375486+0.0322758j -0.0879801+0.102835j -0.0184777+0.00403835j -0.0500705+0.0374208j 0.0687163+0.0240094j -0.0499501-0.0291241j -0.0769729-0.0308227j -0.0391658+0.0829128j 0.0399962+0.0233055j -0.0571784+0.107478j 0.0838055+0.0413613j 0.0801041-0.0266022j -0.0150717-0.0102379j -0.0183074-0.0103111j 0.0221671+0.0494902j -0.0968594-0.0918421j -0.0195133+0.0457214j -0.0140376+0.13256j 0.0131967-0.0279753j -0.0581699+0.00629984j 0.0141395-0.00317677j -0.0792286+0.0775628j -0.0296246-0.014667j 0.041164+0.017015j 0.00711057+0.028508j 0.132956-0.0141683j 0.142041+0.0573648j -0.0258636+0.0075957j 0.064157-0.0581788j 0.0362731+0.090372j 0.0079201-0.00937656j -0.0271458+0.00538584j 0.0349111+0.0184922j 0.0238039+0.00501577j -0.0187491-0.0221238j -0.00840183-0.0432514j 0.0376884+0.0234957j 0.0606469-0.0103725j -0.056763-0.018239j 0.0103003+0.00253042j -0.0147536+0.00777213j 0.00205244+0.0284379j 0.0286771+0.0268265j 0.0651113-0.0562294j 0.0875196+0.0190078j 0.00586189-0.00894374j -0.00292614+0.0165311j -0.086849-0.0125619j 
-0.0440408+0.1043j -0.208511-0.126439j -0.0341159+0.0692328j 0.0288266-0.0384357j -0.0615047+0.0556998j 0.0263673-0.0725867j 0.0760028-0.0378428j 0.0104469+0.017415j 0.0519475+0.0202846j 0.0728347-0.0323591j -0.0433188+0.239242j -0.0396598-0.0796559j 0.0314942-0.0331694j 0.0141432+0.074675j 0.0700281+0.107397j -0.0402699+0.0684703j -0.011242-0.0324853j -0.126552+0.0130551j -0.0887219-0.0788343j 0.0102404+0.109266j 0.00987777+0.0306282j 0.0202745-0.0448178j -0.103724-0.0490587j 0.104336+0.0032501j 0.0419853+0.00454666j 0.0855828+0.00130517j -0.0276123-0.0482088j 0.0129182+0.0943431j -0.121543-0.0692401j 0.061637-0.0323562j -0.0252574+0.0822598j 0.0975715+0.02734j -0.0228193+0.0194081j -0.00371813+0.0362509j 0.0169022-0.097664j 0.0441642-0.000462404j -0.0804984-0.0135482j -0.0620681+0.00506714j 0.00968747+0.0108565j -0.013161+0.00211089j -0.00529352-0.0224611j -0.0974681-0.0612506j -0.0484465+0.00397271j 0.0289712-0.00518856j 0.00823454-0.0870087j 0.0493197-0.0216109j -0.0653956+0.0221024j -0.0221017+0.0767689j -0.0582249-0.019686j 0.0141186+0.111273j 0.0786726-0.0504413j 0.0690567-0.00790505j 
0.202686+0.160484j -0.0759498+0.100211j 0.0971995+0.105316j -0.0294004-0.02544j -0.0295344+0.00227562j 0.0140186-0.0951167j 0.0777096+0.0595616j 0.0352425+0.109571j -0.00931876-0.0452257j -0.00696716+0.111019j -0.090328+0.145388j 0.160085+0.0467368j 0.102629+0.125188j 0.00505495-0.0483831j 0.148777+0.10119j -0.0624142-0.028012j 0.110608-0.0310562j 0.126251+0.0608052j 0.037589-0.0655904j 0.066482-0.0903072j 0.035073-0.0172078j 0.0201656+0.00958634j -0.0259039+0.0212705j -0.050928-0.00959155j -0.00864179-0.0589298j -0.0691257-0.00568649j -0.0547146+0.0181129j 0.112881+0.0319442j -0.0665914+0.01771j 0.0295319+0.0322219j 0.103586+0.0693772j -0.00734264-0.135848j -0.0388317+0.0558567j -0.102811+0.0168055j 0.0188896-0.080827j -0.0131133-0.0412979j 0.0238484-0.038885j -0.0595404-0.0578346j 0.00813973+0.0319041j 0.0521751-0.0120624j 0.0663638+0.0669258j -0.105996+0.0791531j -0.000901248-0.000801477j -0.011317-0.0280362j 0.0447699-0.045664j -0.0317888-0.0432775j -0.0282949+0.0610951j 0.03625-0.0146539j -0.00937373-0.0166931j -0.0391821-0.0561682j -0.0195925-0.072856j -0.113658+0.02551j 
0.0416157+0.0055984j -0.00830737+0.0892899j -0.119126-0.0449077j -0.0390389-0.0832557j -0.0397883+0.0637705j 0.00264069-0.00895606j -0.0906958+0.0467732j -0.0973518-0.0502516j -0.0391352-0.0615229j -0.00228096+0.0485964j -0.0296405+0.0873482j -0.0620874+0.0346509j -0.0562772-0.062239j -0.0338251+0.0419029j -0.0150853-0.0655297j -0.084066-0.0263985j -0.0192897-0.0527319j -0.0132996-0.0139113j 0.0347423-0.0917174j 0.0303307-0.00585889j 0.0328951-0.0647412j 0.109257-0.0812275j -0.0233118-0.0247263j -0.0730258+0.0466191j -0.0532722+0.00715522j -0.0234796+0.0454563j 0.0415591-0.00796802j -0.0410949+0.0285077j 0.0161782-0.016803j -0.0691613+0.00569348j 0.0151585-0.0367779j 0.0141003+0.0757128j -0.0298606+0.0129733j -0.0112207-0.0182712j -0.0260963-0.0101885j 0.0302366-0.0417231j 0.0781803+0.0110769j -0.0619199-0.126316j 0.0437541-0.0104245j 0.0199184-0.00750644j 0.0402052-0.00671029j -0.0640679+0.0247296j -0.00490324-0.0122046j -0.035188-0.022473j 0.044271-0.0934446j 0.0484222-0.015375j -0.0440256+0.0410877j 0.0787177+0.0378458j -0.0884761+0.0713445j 0.0662061+0.0451886j -0.0521549-0.0155403j -0.0547045+0.0360911j 
0.0239451+0.0487198j -0.0128915-0.0242266j 0.113677-0.0128745j 0.0445116+0.0560012j 0.00456075+0.100002j -0.112894+0.139387j -0.0205501-0.0740772j 0.0310698+0.0573008j 0.0928055-0.017113j 0.0652145-0.055266j 0.040995-0.0217232j 0.0373012+0.00702435j 0.0198756+0.0414968j -0.00454291-0.00460394j 0.0546733+0.0530675j -0.0111949+0.00472599j 0.00780721+0.0102547j 0.00186912-0.0515269j -0.026481+0.0475126j 0.0719128+0.0343698j -0.0231253+0.0372038j -0.0148245+0.0379133j -0.0664862-0.0020708j -0.027275+0.0795431j 0.0297214+0.0426206j 0.0566136-0.0044465j 0.0397205-0.0203281j 0.0166803-0.0293242j -0.0194722+0.052426j 0.080265-0.0494986j 0.0555191+0.0645966j -0.0340095-0.0322979j -0.00971201-0.0633457j 0.102449+0.0549944j 0.0206377-0.00484715j 0.0583008+0.0192522j 0.0332413+0.0341714j 0.0318015+0.0801014j 0.0252547+0.00778082j 0.0453717-0.0185363j 0.0155806+0.000551211j 0.0320764-0.0423869j -0.0780105-0.016203j 0.0215475+0.00765077j -0.00738933+0.0744315j -0.00605591+0.0285115j 0.0134214-0.00953991j 0.0468811-0.041019j -0.022675+0.0200083j 0.0480113+0.0443583j -0.00765279+0.0597483j 0.00333038-0.000543825j 
-0.0338867-0.0456278j 0.0448107+0.0131373j -0.00725959+0.0661955j 0.0090554+0.050559j 0.0278675-0.039236j 0.0124093+0.0720684j -0.0285092+0.00148779j 0.00540485+0.051632j 0.0118438+0.00439474j -0.0389665+0.00300428j 0.0348148+0.0492988j -0.00774709-0.00215463j -0.00208558+0.0258494j 0.069919+0.045222j -0.01635-0.0600828j -0.0221242+0.0120261j -0.00482586+0.00603772j 0.0107837+0.0384289j 0.0303401+0.0504096j -0.00979197+0.0752448j 0.00789149-0.0120273j -0.0359189+0.00999937j -0.00404498-0.019238j 0.0329797-0.0242849j 0.00392056+0.102104j 0.0446738-0.0311185j -0.0719225+0.0432407j -0.0467936-0.0425848j 0.0157909-0.0657657j -0.0160085-0.0117128j -0.0180146-0.0570457j 0.00191821-0.0339233j 0.118895+0.00868646j 0.00626451-0.0873029j 0.00411312+0.0286007j 0.00286585+0.0217436j 0.00981023+0.00632704j 0.0122594+0.0428365j 0.0348023-0.00278037j 0.0577207+0.00130409j 0.0389415+0.0107271j 0.0112835-0.0244635j 0.00610989-0.00999166j -0.0587874+0.00359356j -0.0647819+0.0474783j 0.0113084-0.0118482j 0.00543012-0.0150646j 0.00249805-0.0703712j 0.00207135-0.0279404j -0.0457864+0.00650441j -0.018031-0.0172086j 0.0496489+0.00815454j 
-0.00707171-0.0388176j 0.06453-0.00412121j -0.0197791+0.0218591j -0.0694036+0.0421966j -0.0269833+0.0321706j 0.038681+0.0772304j 0.0647252+0.0454272j -0.0243422-0.0569445j 0.0893153+0.00131341j 0.0311595-0.0380089j -0.0858084-0.0303127j -0.0428456-0.0191075j -0.0185145+0.0189271j 0.0347202+0.027137j 0.0129365-0.055951j -0.0258859+0.033512j -0.035562-0.0308898j 0.00423754-0.0570981j 0.0218194-0.00739159j 0.039514+0.0218328j -0.010717-0.0500914j 0.0822135+0.0183413j -0.066908+0.055276j 0.018021+0.00230829j -0.0250476+0.0480228j -0.0285769-0.00872491j 0.00120302-0.0494219j -0.0094829-0.112514j 0.0286891-0.0412146j -0.00174171+0.00800004j 0.0247742-0.0229465j -0.110391+0.00463391j -0.0488589+0.021649j 0.0270277-0.0511344j 0.0427319-0.0348453j 0.0194032+0.0207434j 0.0580307-0.0108352j -0.0125637+0.0405433j 0.0460328-0.0144668j 0.0151671+0.0270905j 0.00172403-0.00688306j 0.00289134-0.0451716j 0.0430313-0.0212998j -0.0370731-0.0104256j 0.0173577+0.0116536j -0.0332734+0.0138442j 0.00772344-0.0101313j 0.0130806-0.0158772j 0.02342+0.0288212j -0.014681-0.0538202j 0.00149195+0.0287975j -0.077831+0.0205857j 
-0.0369778-0.0361489j 0.0165026-0.053979j 0.0134841-0.0137561j 0.00688589+0.0305023j -0.00503746-0.0426057j 0.0532943+0.0410677j 0.0748777-0.00224593j -0.0272389-0.0162934j 0.0870108+0.00149298j 0.0280341-0.0791312j 0.0285962-0.0348369j -0.0757077-0.0720212j -0.0234278+0.0335617j -0.0480208+0.01365j 0.046961+0.045636j 0.0669923+0.0397522j 0.0210095+0.0307955j 0.0125597+0.00264459j -0.0550944-0.00342229j -0.000737107+0.00938227j 0.00469013+0.0252234j -0.0466327+0.0708757j -0.0034126-0.0136463j 0.0322635-0.0278276j 0.0356764-0.0022165j 0.00218416-0.0570552j -0.0638011+0.0546079j 0.0040256+0.0197301j -0.0326707-0.0578303j -0.00557248-0.0852407j -0.0595132+0.0349076j 0.0349819+0.0442613j 0.00427571-0.0212874j -0.00261421+0.0361313j -0.000970828-0.00528246j 0.0500528+0.0258557j -0.0493723+0.0260589j 0.0421833+0.0496291j -0.00583751+0.00878456j -0.0438345-0.00438389j -0.0374616-0.0297268j 0.0746584-0.014893j 0.054024-0.00784584j 0.0214929+0.024479j 0.020604+0.0147459j -0.066261+0.00728148j -0.0104308+0.0177715j -0.023591-0.0316058j 0.0704008-0.0235591j -0.00792063-0.0102469j -0.00477509+0.0397104j 0.033289-0.00382606j 
-0.0148179+0.0337114j 0.00704573-0.0860563j 0.0772197+0.0965045j -0.00419056+0.0880272j -0.143031+0.0807924j -0.0402808-0.0069586j 0.00813532-0.0747023j 0.0367976-0.0626526j 0.0693439+0.014252j 0.0848902+0.0057255j -0.0625844-0.0181288j 0.0486205-0.0294813j 0.0196105+0.0188884j 0.0230311+0.00304593j 0.010998+0.0245499j -0.0336867-0.0454484j -0.0203834-0.0191519j -6.31311e-05+0.00851741j -0.023814+0.0184404j 0.0886682+0.0441835j -0.0148087-0.00822842j 0.0487047-0.0281363j -0.023271-0.032676j -0.000476548-0.0022098j 0.0328498+0.0435356j 0.015754-0.0252885j 0.0519376+0.0284271j -0.0168077-0.034487j 0.00758364-0.0124551j -0.0694115-0.0291151j 0.0323966+0.00995033j -0.0414778-0.00618932j -0.0394059+0.0395556j 0.00824238-0.0519242j -0.00877272-0.00552822j 0.0442316-0.0234734j -0.0168438-0.0124657j -0.0284339-0.00660057j 0.00800043-0.0109408j 0.00478733-0.0280078j -0.0149456+0.033249j -0.0287416-0.0240078j -0.0246516+0.0102402j -0.000121479-0.023663j 0.0241009-0.0330363j 0.0568969-0.0306353j -0.00833169-0.0463249j 0.00687812+0.0113787j -0.11186+0.0282597j 0.0565336+0.0214613j -0.0230559+0.0586352j 0.0754807+0.0230998j 
-0.00756887+0.150997j -0.0326712+0.0595082j 0.0682044-0.0923347j 0.095516-0.0162927j -0.105321-0.057512j -0.0421086+0.0772642j -0.179278+0.0719277j -0.0230154-0.0751273j 0.100021+0.0779246j -0.00828793+0.167151j 0.148014+0.051978j -0.0248736-0.0759898j -0.0499652-0.039703j -0.000544911+0.0450926j 0.0383337+0.0156133j -0.0236578-0.10548j 0.00137933-0.00107404j -0.0395546-0.0423405j -0.00784114+0.0183j -0.0217907-0.0183872j -0.0367171+0.02904j -0.110943+0.0703556j 0.0346027-0.0449778j 0.00152789+0.0766909j -0.120416+0.021522j 0.0815741-0.0146064j -0.0173267+0.0300226j -0.0247549+0.0634144j 0.022522-0.0591571j -0.030466-0.0454006j 0.0348548-0.0244619j -0.0710083+0.0026434j -0.00134201-0.0390055j -0.0820733+0.0228255j 0.00289722+0.0498155j -0.0142418-0.0125826j 0.0528084+0.0516174j -0.0869755+0.0236314j 0.0699677-0.0185535j 0.00869555-0.0640378j 0.00186087+0.0269392j 0.0615602-0.00725873j 0.0161732+0.000195626j -0.0146807-0.0407885j 0.0228085-0.0224408j 0.0210858-0.0259146j -0.0197433-0.0259499j -0.0128709-0.0315584j -0.0653134-0.0320909j 0.0647414+0.0762604j -0.0622878+0.0101879j 0.0507485-0.0326038j 
0.0177346+0.013647j -0.0478277-0.0101804j 0.0046441-0.0120437j 0.0243211+0.0231889j 0.0413061-0.00985033j -0.00487111+0.0184888j 0.0595613-0.0438641j 0.0286152+0.0871473j -0.0398955-0.0106429j -0.0752612-0.0262523j -0.000136638+0.0129616j 0.0160124+0.0154084j 0.0289106+0.00491047j -0.00845602+0.0408453j 0.048925-0.0215734j -0.0147172+0.0260701j 0.00274394+0.0120803j -0.0115229-0.0104474j 0.00433862+0.00779226j -0.0368747+0.0459078j 0.00654926-0.00363966j 0.0167015+0.0321441j 0.0283207-0.0131682j 0.012043+0.0303409j 0.0263632-0.0251123j 0.0211154+0.0328729j -0.0328999-0.0100582j 0.060682-0.0112382j 0.0015778+0.0307782j 0.0637502+0.0158274j -0.00563149+0.0211037j 0.0406032-0.00604447j 0.0591529-0.00307595j 0.0710219+0.0145854j -0.0109821-0.0286776j -0.00177834+0.00906821j -0.0360361+0.00173521j 0.000101325+0.0126989j 0.00155315+0.0056368j -0.0154782+0.0219687j -0.000720381-0.0096757j 0.022364-0.00633587j -0.0590349+0.00526016j -0.00358695+0.0240884j -0.0161441+0.0250633j -0.0282572+0.00578802j 0.0374758+0.0360575j 0.00463894-0.00960523j 0.033882+0.0126019j -0.0181781+0.0139804j 0.0570256-0.0217486j -0.0106778-0.00300657j 
0.0291715+0.0211005j -0.0503654+0.0618484j -0.0357989-0.0516223j 0.0622957-0.00294261j 0.105472-0.0488203j 0.000962537-0.0127159j -0.0168746-0.0295852j 0.0529988+0.118129j -0.0885577+0.00966009j -0.0875916+0.00763723j 0.0155959+0.0339577j -0.00204437+0.020786j 0.023339+0.0163646j 0.022361+0.00355774j 0.00608299-0.00583502j 0.0388534-0.0262907j 0.0398484-0.0133788j 0.00174712+0.0187407j 0.0078275-0.0222537j -0.044405-0.0250718j -0.0168616-0.00432126j -0.0184801-0.0116479j 0.0247297-0.0558576j 0.0588117+0.0157202j -0.0205778+0.00935281j 0.0335092+0.0548321j -0.0205651-0.0208991j 0.00656263-0.0275125j 0.0133409-0.00235106j 0.0042887+0.0207861j -0.0302669-0.0226576j 0.0440442-0.0285821j 0.0509216+0.00439297j -0.0291653-0.0208688j -0.0117226+0.0207035j -0.0701544-0.0107062j -0.0525197-0.00962339j -0.0470273-0.0205447j -0.0408797-0.0042897j -0.0259187+0.0236303j 0.0111569+0.015826j 0.0319013+0.00930052j 0.00271498+0.00873246j -0.0167857+0.00886275j -0.0565992+0.0457532j -0.00987247-0.00912515j 0.0579181+0.0328831j 0.00213148-0.0227622j 0.0239079+0.00733954j -0.0318839+0.0090242j 0.0576483-0.0633627j -0.0414192-0.0132846j 
0.0134882+0.00198022j -0.00330108+0.0474383j 0.000882575+0.00548455j 0.0600927+0.0160859j 0.0628343-0.0252727j 0.018353+0.087152j -0.0250889-0.0224972j 0.00070657+0.0740371j -0.0142915-0.0332386j -0.0444591-0.0169891j 0.0180537+0.0108165j -0.00687874+0.0323179j 0.0116432+0.0274835j -0.0039457+0.0185916j -0.00410336+0.0184366j 0.0294358-0.0226097j 0.00956965-0.00742266j -0.0310315-0.0443914j 0.00919735+0.021709j -0.0125752+0.0172947j -0.00768886-0.00471978j -0.040556+0.0379899j 0.0106439-0.0154485j 0.0265829+0.00467401j -0.0177888+0.00257799j 0.00415336+0.0100532j -0.0284475-0.012619j 0.00214344-0.0262519j -0.0196843-0.00248107j 0.0118888+0.018901j 0.0314488+0.00457263j 0.0257775-0.00363814j 0.0371219-0.00204156j -0.00902935-0.0186256j 0.0089633+0.0343092j -0.043083+0.0246895j -0.000486855-0.0136615j -0.00636415+0.0435858j -0.0159739+0.00695685j 0.0338317-0.00298226j 0.0154461+0.0282357j 0.00922815+0.000778978j 0.0170131-0.0155772j 0.0287741-0.0179498j -0.0271237+0.0217773j -0.0189552+0.0182864j 0.0269489+0.0150963j 0.0105339-0.0223889j 0.0438341-0.00396322j -0.0208464+0.00670817j 0.0316679-0.0166672j -0.0149321-0.00823407j 
0.0447612-0.0404285j 0.00480698+0.0801265j -0.0570706-0.0160199j -0.00479143-0.00564798j 0.0388439-0.0391462j 0.0281092-0.0272702j 0.00763561+0.0154334j -0.0394093+0.0704998j -0.0855534-0.0300617j -0.0325766-0.0235601j -0.0295453+0.0537593j -0.0380322+0.0216212j 0.00619838+0.016233j 0.0045475-0.0158324j -0.00345812-0.0458698j 0.0320195-0.00490392j 0.0617422-0.0482796j 0.0248342+0.0115857j 0.0739676+0.00340878j -0.0104939+0.0036136j 0.0499364-0.0523453j 0.0340229-0.0309777j -0.0334384-0.0320643j -0.0264515-0.0020399j -0.0161915-0.0103964j -0.0221539+0.0131473j -0.0259006-0.0270154j -0.00921501+0.00647358j 0.00209611-0.0043811j -0.00203491+0.0112105j -0.0116994-0.0245012j 0.0306663-0.00108181j 0.0234602-0.00474686j -0.0297345-0.0385636j -0.00173814+0.00285328j -0.038154-0.0100001j -0.0117407-0.0014944j -0.0304252-0.0328682j 3.40142e-05+0.0109j -0.00954632+0.0229201j 0.0048675+0.0206408j -0.02061+0.0385725j 0.0198909+0.00942047j -0.0281876-0.00855162j -0.0219763+0.00342345j 0.0273703-0.0205745j 0.0350145+0.0432314j 0.00735925+0.0234594j 0.0293298+0.0450796j -0.0349145-0.000173022j 0.0314238-0.0275141j -0.0619159-0.0150349j 
-0.0240792-0.000398063j -0.0128866-0.0415707j 0.023909-0.0066391j 0.0324089+0.0252778j 0.0130225+0.0104585j -0.023417-0.0203909j -0.00266934-0.0277194j 0.0469972+0.0204179j 0.000810548-0.0114777j 0.0423617-0.0290536j 0.00582127-0.0140402j 0.0166902-0.013048j -0.00835811+0.0487204j 0.0337688-0.0776821j -0.0445307+0.0672684j 0.0328302-0.0204827j -0.00653993-0.00351208j -0.0173262-0.0197523j -0.019266-0.0298224j 0.0131356-0.0273753j 0.00891617+0.00828601j -0.0804803+0.0321389j -0.043829+0.0161159j 0.0887767-0.0275875j 0.0033138+0.0190208j -0.0160744+0.0321098j 0.0585818+0.029971j -0.0346261-0.00880979j -0.0473266-0.0140614j 0.0260464-0.004287j -0.00200229+0.00619249j 0.0151531+0.0161006j -0.0282296-0.0020152j -0.0696635-0.0369707j -0.00204306+0.0234738j 0.0055985+0.0209016j -0.0188015+0.0285376j 0.00528375+0.0535385j -0.0150594-0.00219475j -0.0479213+0.0129825j -0.0350444-0.00841925j -0.0173242+0.00463128j 0.10027+0.0029441j -0.0155278+0.0339224j 0.00622347-0.00554338j -0.00833209-0.00864625j -0.0317381-0.0346398j -0.0100989-0.0107027j -0.000117472+0.00236225j 0.0164084+0.00401376j -0.00987231-0.00821532j 0.0252591+0.00293106j 
0.0327812+0.0145114j -0.025042+0.0331066j -0.0563341-0.000718277j -0.0108057-0.0308471j 0.016532-0.00969234j 0.00564372-0.0459559j -0.0171711+0.0354453j 0.00723012+0.0114421j -0.0417642+0.0133311j -0.00361238+0.032j -0.00520047+0.0651895j 0.00205288+0.0345128j 0.00010123-0.0224462j 0.0154662-0.0196304j 0.00370962-0.0140587j -0.00092623+3.83839e-05j 0.0271813-0.0277285j -0.00752898-0.00422377j 0.0028231-0.0335041j -0.0170131-0.0222196j 0.0194664-0.0109593j 0.0140908-0.00148741j 0.00445548-0.0236451j 0.0189941+0.0348581j 0.00502073-0.00935281j -0.00539474-6.16264e-05j -0.0279665-0.00900731j -0.0216636+0.0185264j -0.0152832-0.00583142j -0.0161375-0.00579614j -0.00412907-0.0160485j 0.0149088+0.00923218j -0.00276107-0.000936093j -0.0281367-0.019954j 0.0143036-0.00524705j -0.0202945-0.00365761j 0.0280628-0.00634374j -0.0268945-0.0155778j -0.0111288-0.00872096j -0.0312672+0.0162153j 0.0347248-0.0377466j -0.00152478-0.0115801j 0.0282894+0.00203373j -0.0263314-0.0115788j 0.0150099-0.0327395j 0.00635781-0.0279238j 0.0150479+0.0234585j 0.0108968+0.0179747j -0.000724705+0.0230953j 0.00766276+0.0266512j 0.00734009-0.0145919j 0.00439667+0.015115j 
-0.0384847-0.00676021j 0.0482693-0.0888458j 0.0483265-0.0301404j -0.0282297-0.027209j -0.00396923+0.0369409j -0.0106642+0.104483j 0.068629-0.0162966j 0.00710763-0.0314814j 0.11995-0.0363214j 0.0706292-0.0715748j 0.0162293-0.0958607j 0.0238889-0.0456913j -0.0616757+0.078026j -0.0446754-0.0375377j -0.00436874-0.00398239j -0.0267296+0.0883563j -0.0276473+0.0211137j 0.0419798-0.0271629j -0.044186+0.00990044j 0.0578443-0.00326677j -0.0317456+0.0256858j -0.00304953+0.00365009j -0.0681856+0.047462j -0.0275777-0.0346912j -0.0125843+0.0240086j 0.0106523-0.0029494j 0.0886426-0.0276938j -0.00856168-0.0252266j -0.0427892+0.012165j 0.0266656+0.0172333j 0.00811362+0.0212192j -0.0662646+0.0164734j -0.0533324+0.00982606j 0.0291417+0.0301852j 0.0162029-0.00239093j 0.0750483+0.0311732j 0.0309865+0.0264964j 0.0388032+0.0442457j 0.00014029+0.0158073j 0.00962826+0.0450472j 0.00632068-0.0214737j 0.00191344+0.0135895j -0.00153422+0.00317406j 0.0340899+0.0143505j -0.037837+0.0541115j 0.0226099+0.0598188j -0.07848-0.0455515j -0.0435723-0.00784113j 0.0129049-0.0425601j -0.0263007-0.0731928j -0.00780353+0.0269229j -0.0748548-0.0300628j 
0.0201513-0.00172863j 0.0139653+0.0360441j 0.0236605-0.0264939j 0.0135281+0.0451175j -0.0228434+0.00194436j -0.024594-0.0708087j 0.0463811+0.0379323j 0.00172677+0.00517312j -0.0213403-0.00715607j 0.0484095+0.004979j 0.00704825+0.0111682j -0.0379998-0.0407445j -0.00865607+0.0253004j -0.0206132-0.0499973j 0.0259854+0.0744481j 0.00985664+1.5916e-05j 0.0158049-0.00372459j 0.0417023-0.0502599j 0.0517671-0.0255849j -0.0208182-0.0307234j -0.0182853-0.00563942j 0.00656127+0.0167507j -0.0304803+0.000309049j -0.021857-0.0196687j -0.00302303-0.00724495j -0.0202138+0.0186981j 0.0488304+0.0358651j -0.0492008+0.0187446j -0.0145024+0.00600595j 0.0659297+0.0403825j 0.0104589-0.00410287j -0.00277671+0.00934798j -0.0207533-0.017116j -0.0816225-0.00402621j -0.00865302-0.0213144j 0.0944063-0.0511459j 0.00901331+0.0328289j -0.0438358+0.0285965j 0.151156-0.011449j -0.0800757+0.00445994j -0.067827-0.00544738j -0.0164347+0.0255033j 0.0407102-0.00686567j 0.0050852-0.00631615j 0.00282535-0.0169699j -0.0012517+0.0143465j -0.0135451-0.00481675j -0.00175108+0.0162146j 0.0178264+0.00362335j 0.0196735-0.00753375j -0.021582+0.0293219j 0.00168068+0.00117325j 
