0.00520903+0.0112386j 0.0970549+0.131552j -0.0537303+0.116186j -0.0308107-0.00421039j 0.0345558+0.0332466j -0.0178806+0.0545557j -0.00673715+6.06455e-05j 0.0151687-4.72099e-05j 0.0412177+0.00307162j 0.0193245+0.0304079j 0.0774443+0.0133003j -0.0151329+0.0165883j 0.0359874+0.00359684j 0.0113795-0.00453883j -0.00378471+0.0426472j 0.0199158+0.00905592j -0.0258852+0.0180462j -0.0142046+0.0367494j -0.00630815+0.0143483j 0.0851101-0.0116052j 0.0180236-0.00910845j 0.0126564+0.0553007j -0.00351841-0.00364903j 0.0281997-0.00957569j 0.00744433+0.0286711j -0.0367303-0.0455674j 0.0207709+0.0349521j -0.0637142+0.00214361j 0.0927934+0.0139581j -0.00949728+0.00620286j 0.030018-0.0179986j -0.0116437+0.0128494j -0.00922292+0.0180045j 0.0270595+0.0152403j -0.0314544+0.00853241j -0.0190037-0.00636139j -0.00375387+0.0217803j -0.0135244-0.00116895j 0.0105101+0.0331268j 0.00119903-0.0130874j -0.0594496+0.0227085j -0.0201139-0.00188687j 0.00307882-0.00795991j -0.00696225-0.00863181j -0.00241142+0.00725973j 0.0357325-0.0232268j -0.00082701+0.0287047j 0.0206584-0.00992224j -0.0124275+0.0374231j -0.00607465-0.0146822j 0.0396871+0.00135929j 0.0230277-0.0103782j 0.0424072+0.0514191j 0.00345092-0.00627156j 0.0082136+0.0396268j -0.00333081+0.00384573j 0.000502658+0.0143535j 0.0296338+0.0247733j 0.0304116+0.0924459j -0.0481461+0.10502j 0.073806-5.54413e-05j 0.0326389-0.0590697j -0.0149231+0.0508152j -0.0523861-0.0085324j -0.116149-0.0562882j -0.057732-0.0470656j -0.0623906+0.0125989j 0.0383761-0.0584756j 0.0378051+0.0604131j -0.0524606-0.102306j 0.0194154+0.00610193j -0.0188057+0.0134585j 0.0227991-0.0282629j 0.0201851-0.0103512j 0.0124424+0.0513007j -0.0362617+0.00983974j 0.00423349+0.0362359j 0.0109448+0.023505j -0.0377782-0.0206937j 0.00372662-0.0181863j -0.111948+0.0138307j 0.038909+0.25874j 0.102521-0.0392438j -0.141247+0.0733546j -0.208736-0.108191j 0.0878027-0.10433j 0.082069+0.048096j 0.0162108+0.0052703j 0.07251+0.00470324j 0.124469-0.0289054j 0.0606071-0.105195j 0.126264+0.169401j 
0.00793378-0.0114257j -0.0116784+0.0189208j 0.0416576-0.0444158j -0.045154+0.00129172j 0.0819546+0.102607j 0.0207896-0.000383516j -0.0505281+0.0489882j -0.035752+0.00235631j 0.00357535-0.0343959j -0.0314228-0.0130035j 0.00799949+0.108329j -0.0582766-0.0553406j -0.134611+0.0294175j 0.0437068-0.00437325j -0.103294-0.100919j 0.00221733+0.0130111j 0.111802-0.0186061j -0.0143052-0.104947j -0.0312488+0.210583j -0.0735123+0.0484247j -0.0252294-0.18079j 0.0605662-0.00765111j -0.00495845+0.0202262j 0.0379006+0.0450688j 0.0162687-0.0622935j -0.0152039+0.00732786j 0.0146876-0.014981j -0.0578599+0.00273283j 0.0705886-0.0268499j 0.0531969+0.0103312j -0.0494691-0.0346384j 0.000456063+0.00962885j 0.0548868+0.0447596j 0.0648981-0.000516518j -0.0497798-0.0245173j -0.0133593-0.105236j -0.0362189+0.0136617j -0.0352566-0.0220047j 0.0727464-0.121042j 0.0540837+0.160096j 0.0536907-0.0246064j -0.051299+0.0121108j 0.0519251-0.0955282j -0.224852-0.156045j 0.0791294+0.145533j -0.0834534+0.0731212j 0.000967636+0.117919j -0.0956807+0.0414634j -0.0252027-0.0452847j 0.0145975+0.035739j 0.0383147-0.0785093j 0.085343-0.0861873j 0.0491192+0.0893742j -0.10948+0.054859j 0.0733938+0.00329888j -0.0640967-0.0395647j -0.0555659-0.117963j -0.0196996+0.0360769j 0.00809871-0.010454j -0.0376886+0.00717604j 0.0391975+0.0590349j -0.00452084-0.0156354j 0.0717005-0.0167119j -0.0596194+0.079432j 0.00573986-0.0903226j -0.00691401+0.0766516j -0.0151815+0.0357116j -0.0816079+0.028857j 0.0598466-0.0486332j 0.0572919+0.139909j -0.0729709-0.0319472j 0.00581687+0.077062j -0.0633131-0.0518707j 0.0807591+0.104433j 0.00657218+0.00710264j -0.0744822+0.0383539j 0.0334631+0.0571019j 0.0472762+0.0469072j -0.0163669-0.0622657j 0.0244118-0.0369146j -0.00771396+0.00546623j 0.0175654+0.0303343j 0.0157328-0.00900012j -0.0373256+0.0266335j -0.00268852+0.00501251j -0.0240475+0.0186406j -0.0145447+0.0530033j -0.0479763+0.0171948j 0.0114775+0.00570238j 0.0080614-0.0342208j -0.0256908-0.0159875j -0.0167342+0.0136461j 
-0.00480693-0.0508166j -0.0350452-0.0109444j 0.00431047+0.0504235j -0.026644+0.010096j -0.00821261+0.0373823j 0.00675917+0.0919016j -0.021705-0.0730987j 0.0753643-0.0192645j 0.00477228-0.0192666j 0.00229191-0.0601426j 0.0718341-0.0482498j 0.0941088+0.0139567j -0.00575502-0.111379j -0.0235716-0.0362575j 0.111492+0.00631969j -0.0980289-0.00236606j 0.0923153-0.0140454j 0.0970592+0.12645j 0.135338+0.0607985j -0.0600814-0.0216065j -0.0461583+0.0349863j 0.0769799-0.0213777j 0.0726226-0.0739006j -0.0273299+0.0103453j 0.0944052+0.00779427j -0.0955909-0.0380544j 0.00190202+0.00614047j 0.114582+0.0198633j 0.0893005+0.0396789j 0.00090415-0.0686739j -0.00484542-0.00109995j 0.108109+0.0530185j 0.120099+0.0490066j 0.0214461+0.0707321j 0.0904281-0.033467j 0.0202804-0.123873j 0.101566+0.0450355j -0.0514443+0.0401121j -0.0661011-0.0861776j -0.0459969-0.0807619j 0.0467443-0.0420543j 0.0844425-0.0465283j 0.142073-0.0599945j 0.141076+0.0282204j 0.0142901+0.0273404j 0.00177517-0.112109j 0.0237346-0.00216676j 0.0200608+0.0452058j -0.00335734-0.0412835j 0.0884007-0.113873j -0.00049308+0.0193975j 0.0241426+0.0840503j 0.00470435+0.0707922j -0.015235+0.0625156j 0.012389-0.0250411j 0.0233179-0.0268143j -0.024584-0.105849j 0.0651581+0.00169286j -0.091708-0.0258316j 0.023987-0.0155628j 0.139066+0.0273794j 0.036494+0.0205911j 0.0461457-0.0989315j -0.0253453+0.0383303j -0.060966-0.0171036j -0.0198703+0.0901418j -0.0466602-0.047864j 0.0165452-0.0588182j -0.0225998-0.0780475j 0.133747+0.137035j 0.0120856+0.00200554j -0.0273651-0.00912301j 0.00487158-0.0770479j 0.0617273-0.00636911j 0.0225244-0.0173988j 0.0394688+0.0199287j 0.0929594-0.0318617j 0.0417933-0.0630627j 0.000255777+0.00117281j 0.0318606-0.0570463j -0.0392264+0.0185442j 0.0947059+0.0158425j 0.00351109-0.00593471j 0.085858+0.0180373j 0.00831935-0.0163864j -0.0218812-0.0118106j 0.017675+0.0560945j -0.0104991-0.016019j -0.0162526-0.0254143j 0.00802115-0.0625209j -0.00163009-0.0192341j -0.0723098+0.0785088j 
0.0185348+0.0130587j -0.046374-0.00563851j -0.0623758-0.0819539j -0.00339417-0.0398518j 0.0555178+0.048511j 0.078802+0.0709173j 0.00564+0.0378653j 0.0733511+0.0467558j 0.0757981-0.0215559j 0.125933+0.101008j 0.0048701-0.1343j -0.0629552+0.0666905j 0.135165+0.00852799j -0.0603854-0.0808958j -0.0130256+0.131376j 0.0788181+0.160895j 0.0794341-0.0108067j 0.0273984+0.0213422j -0.000877374-0.00381594j -0.00968103-0.0178413j -0.0167167+0.0442813j 0.00266767-0.0784018j 0.0769295+0.0670637j 0.138876+0.0110708j -0.062367+0.00595246j -0.0379016-0.048505j -0.0190684+0.0514804j 0.059267-0.0190692j -0.0690673-0.0695052j -0.0422843-0.0989278j -0.186385-0.00653574j 0.0867793-0.00717659j -0.0715164+0.0300968j 0.0904151+0.00695233j -0.000360413+0.135728j 0.0549696-0.0675206j 0.0765087+0.0851399j -0.113579+0.148446j -0.0962261+0.0158661j -0.048303-0.0757593j 0.0312315-0.0181574j -0.0480453-0.000693579j -0.0521496-0.0349138j -0.0391911+0.0801958j -0.0603037+0.101851j -0.0269727-0.0436463j 0.0197379-0.039348j -0.0383824+0.00441834j -0.0812286+0.0867455j 0.042743+0.145553j 0.0138943+0.0538441j 0.0118829+0.0305924j 0.0366077-0.00818137j -0.0285844-0.0486353j 0.0377069-0.00455993j -0.00685695-0.0242955j 0.0155383+0.0457914j 0.0265598-0.0501059j 0.0599559-0.000366661j -0.10771+0.0909191j -0.0516047+0.0319942j -0.0734285+0.0296278j 0.0231597+0.0113888j -1.27952e-05-0.0281433j 0.0261637-0.0235052j 0.0388036-0.00405309j 0.0348512+0.0701619j -0.0890559+0.0445594j 0.00920896+0.0108432j -0.00914286-0.0771647j -0.0230012+0.0773025j 0.0376283+0.0563315j 0.0365488+0.124985j 0.070387-0.0886214j -0.00859713+0.0412332j 0.0348448+0.01077j -0.00601657+0.00327236j 0.0830788+0.0258139j -0.0114553-0.00829523j -0.0184377-0.0058283j 0.0434906-0.0215569j -0.00902252+0.0233052j -0.0259435+0.030527j -0.00274601-0.0168842j 0.0006266-0.0251096j 0.0701657-0.0245897j -0.00221343-0.038037j 0.0144652-0.0200058j 0.0274679+0.0143308j 0.00583581-0.0197466j 0.0331857+0.0291601j 0.0147597-0.0334543j 
0.0169324+0.0336068j -0.0436955-0.00357901j 0.00919688+0.00899125j 0.0307616+0.0140074j 0.034498-0.062409j 0.0237648-0.0495889j -0.0196485+0.0180305j 0.0102357+0.0431746j 0.0395559-0.000584625j -0.0917285-0.0456733j -0.0120053-0.0340968j -0.0471878-0.0828749j 0.114274+0.105784j 0.10152+0.00960946j -0.0408527+0.0404646j -0.0693281-0.188126j -0.0445632-0.0225626j 0.0462638+0.104064j -0.0211004+0.100725j 0.0554744-0.021757j 0.037425-0.108774j 0.0723194+0.00396394j -0.0114733-0.0202071j -0.0305208-0.0554788j -0.00826154-0.000646611j -0.0379614-0.0316015j -0.0556546-0.0281553j -0.0189802-0.0480731j -0.00301502-0.00716414j -0.0275377+0.0776398j 0.0393657-0.0398268j -0.0177416-0.017201j -0.00311709-0.028231j -0.00860976+0.0159367j 0.125638-0.122164j -0.0237553-0.0263518j -0.0344586+0.156372j 0.0377596-0.0678016j 0.0522027-0.00631108j 0.058216+0.0595323j 0.175088+0.0235972j 0.0801424-0.00552764j -0.0766931+0.0824751j -0.0875947+0.0775695j -0.0504415-0.029144j -0.0309413-0.0318495j 0.0425196-0.0382717j -0.075002-0.0812048j 0.0311512+0.0678547j 0.0723678+0.0435598j 0.0844367+0.0534086j 0.0453353+0.00805308j 0.0589927-0.034018j -0.0681278-0.0213521j 0.00130451-0.0656913j -0.0389019-0.0631716j -0.0408618-0.0155213j -0.0113344-0.0498618j 0.00157347+0.0460261j -0.0221054+0.0154929j 0.0584107+0.0791874j 0.0462407+0.0418767j -0.00844472+0.017167j -0.0245511-0.0528216j -0.0762428+0.0498561j 0.0242389-0.0156332j 0.0324482-0.0182162j -0.037254+0.0365407j 0.0123563+0.0633157j 0.00405808-0.0100809j 0.0724357+0.124084j -0.0244987+0.0677933j 0.0766347+0.0780791j -0.122932+0.00964932j 0.00837712-0.046632j 0.00164505+0.0447057j 0.000135773+0.010602j 0.0383064-0.0859823j -0.0656519+0.0476707j -0.0719123-0.010783j -0.0139412+0.0256445j -0.052917-0.0100926j 0.0532425-0.0040989j 0.0100605-0.00686134j 0.0524804-0.0106065j 0.00805105-0.00226094j 0.0154525+0.0335438j 0.00878283+0.0178527j 0.00650785+0.0555176j -0.0129726-0.0364177j -0.0164884+0.0262294j 0.0141929-0.0188021j 
-0.0153716+0.0200737j -0.0177404+0.0224647j -0.0159129-0.0277567j -0.0416248-0.00274152j 0.0571501-0.000947114j -0.0263526+0.0318828j 0.0177381+0.0887217j 0.0196432+0.024316j 0.0815967-0.00365443j -0.0178205-0.0144283j -0.0879374-0.0208068j 0.0419644-0.00350609j -0.125921+0.055388j -0.0388587+0.120332j 0.029233-0.201696j 0.049199+0.11149j -0.00856081-0.0735496j -0.0777598-0.0938264j 0.132865+0.0152441j 0.032056-0.00494047j 0.00443396-0.119585j 0.0448865+0.0138407j 0.0133864-0.0785182j 0.0531566+0.0595063j 0.0342357-0.00553691j -0.0368045+0.069091j 0.0259576-0.0603567j 0.0111371+0.0161738j 0.00215744-0.0523666j 0.0485785+0.000839524j 0.0414111+0.0337921j -0.0512021+0.0431571j -0.0240595-0.106137j 0.0846553-0.0487647j 0.0883575-0.049584j 0.0966746-0.0471938j -0.0123996-0.00664753j -0.047615+0.0368928j 0.0180399+0.00270062j -0.0367313-0.124439j 0.125891-0.0159641j 0.0647966+0.107461j 0.101669-0.0517849j -0.0174872+0.0371352j 0.0212645+0.119455j 0.00361656+0.0476122j 0.0416716-0.0144013j 0.0197296-0.0201214j -0.00297428-0.0767459j 0.00901766+0.106038j 0.0796461+0.0230154j 0.0663703-0.0220452j 0.0301389-0.0267516j 0.0544081+0.0116812j -0.044385+0.0125562j -0.0915127+0.0653495j 0.0202418+0.0556441j -0.0193037-0.0925004j -0.0205357-0.0265818j -0.107291-0.0395569j -0.0277852-0.0784704j 0.125612-0.0134762j -0.082006+0.0382132j -0.0241177+0.0134214j -0.034136+0.0233761j 0.0152368-0.0423007j 0.0631169-0.0405257j -0.0110758+0.000425596j 0.0191767+0.0661732j -0.0701229+0.00763371j -0.0416267+0.0648348j 0.0392189-0.0395804j -0.012569+0.0376089j 0.0402197+0.0473644j -0.0290023-0.0191769j -0.0756194+0.0338763j 0.0873822+0.0199835j -0.0752108-0.150255j -0.0863462+0.00812662j 0.0229877-0.00881877j 0.0512724-0.0394165j -0.0470451-0.00516902j 0.0529122+0.0171597j 0.0260817+0.0365758j 0.012579+0.0312225j -0.0680809+0.0143147j 0.0443973+0.0174386j 0.0168501+0.0692643j -0.0365478+0.079111j 0.0421681+0.0740673j -0.0641917+0.0262824j 0.0295464+0.0376062j 
-0.00526909+0.00877097j 0.0389924-0.0136979j -0.0556404+0.0362065j -0.082049-0.0141276j 0.0790762+0.00531571j 0.0285044-0.0421341j 0.103897+0.0821158j 0.00774365+0.000799381j -0.166679-0.093163j 0.154615-0.0045626j 0.0887322+0.117705j 0.000346972+0.0731763j -0.103186-0.124232j -0.0446753+0.120155j -0.0392201-0.210368j 0.0775293+0.135983j 0.0260416-0.00474592j -0.119238+0.075962j -0.0887698+0.0325521j 0.0511903-0.0323494j -0.0175572-0.00476491j 0.0274593-0.071142j 0.0532116+0.00309325j -0.0488212-0.114035j -0.0806773-0.058791j -0.00428446-0.0477849j -0.0158723-0.0337221j -0.0624142+0.0560379j -0.0455831+0.0820582j -0.0483578+0.0278328j 0.0537162+0.0529978j 0.0920619-0.0548242j 0.200911+0.0931657j 0.0182306+0.0603427j -0.104432-0.0780274j 0.0294361+0.157041j -0.0973357+0.0955278j 0.0797281-0.0346513j 0.143332+0.0508286j 0.0269259-0.0207675j -0.000425654+0.0234915j 0.0708803+0.00812154j -0.0451134-0.0262763j -0.0307043+0.0218296j -0.020221-0.194252j -0.0477954-0.0697695j -0.0272617+0.0876096j -0.0450962-0.0229422j 0.0212155+0.0904591j 0.13655+0.0211717j -0.0873408+0.0375557j -0.0474395-0.0614586j -0.0126399-0.00222604j 0.063139-0.032368j 0.0321374+0.0735623j 0.075159+0.0320299j 0.0247082-0.0759272j 0.0461525-0.0213366j -0.110007+0.0171089j 0.0512955-0.00163538j 0.0537329+0.0544686j 0.0287101-0.0067257j 0.0735987-0.067859j 0.0388441+0.0594365j -0.062954-0.0670415j 0.00563653+0.0393062j -0.133855-0.00179008j -0.0359885+0.0925025j -0.00964888+0.0293216j 0.0310327+0.00171364j 0.0852356+0.00211194j -0.0265639+0.0412475j 0.0411491+0.0988628j 0.0695749-0.0942237j 0.0363549-0.00526623j -0.0165858+0.0595701j 0.016038-0.000951902j 0.0648358+0.0117413j -0.00304622+0.0568064j -0.00645224+0.0179997j -0.0631143+0.00995134j -0.0274085+0.0269446j 0.0450979-0.021569j 0.0100035-0.0365202j 0.0301669-0.00405248j -0.0121597-0.00504744j -0.015221+9.41141e-05j -0.00319665-0.0319055j 0.00938915+0.0095563j -0.00969661-0.00336886j 0.0139317-0.0218145j -0.0238687+0.00344827j 
-0.018183-0.00477426j -0.0381756-0.015112j 0.070453-0.0228858j 0.0717119+0.124021j -0.014224-0.0108596j 0.0678812+0.05054j -0.00743229-0.0410616j -0.0359609+0.0384266j 0.0859779+0.0102504j -0.0343249-0.0410398j 0.033774-0.0167557j -0.0715193+0.0313199j 0.0371877+0.0732128j 0.0706481+0.0288177j 0.0240262+0.0507677j -0.0440604-0.0739363j -0.00102183+0.0198491j -0.00139937+0.0359645j 0.0301466-0.0972628j -0.0313119+0.0505451j 0.0558448-0.0270784j 0.0975979+0.0342524j 0.0124581+0.120627j -0.0967384+0.0334722j -0.0277452-0.0186727j 0.00272069+0.00906613j 0.145682-0.0467478j 0.0139129+0.10433j 0.0948933+0.0289599j 0.00590692-0.00665238j -0.120021+0.169422j -0.0453755-0.101198j 0.003925-0.00584261j 0.0288826+0.0805014j -0.0889754+0.0579555j -0.131003-0.0780684j 0.0452613+0.0192182j 0.0101526-0.0119391j -0.0383758+0.0821323j -0.129211-0.0662219j 0.00470051-0.0386555j -0.0512311-0.0487354j -0.00916656-0.0105008j -0.0292654+0.0822359j -0.0595993+0.0545448j -0.0255587-0.00915392j 0.0114541-0.10024j 0.0547172-0.0874442j -0.0362084-0.0660243j 0.0275121+0.0958444j -0.00960061-0.0293414j -0.00217382-0.0169467j -0.124397+0.149592j -0.00420422-0.00663158j 0.0714066-0.0259633j -0.0586318+0.0393205j 0.00997648-0.0127338j -0.0919917-0.0488599j 0.00349618+0.0768321j -0.0675347+0.0617908j 0.0103223+0.0166973j 0.15114-0.105552j 0.0314103-0.104617j 0.0398016-0.0524491j 0.0317746-0.0629809j -0.0581521+0.0656148j -0.134343+0.0878356j 0.0640676-0.0119479j -0.0434508-0.0105451j -0.0426213+0.153069j 0.0666479+0.0301017j 0.0258919+0.0600685j -0.137437+0.0295528j 0.0761725-0.0454022j -0.0162608-0.0314369j 0.0522152+0.03912j 0.085789-0.0276043j -0.0563086+0.0529137j -0.0151432+0.0516004j 0.0460051+0.0929525j -0.131424+0.00811251j -0.0310591-0.0639311j 0.0477791-0.0447585j -0.00456305-0.0309549j -0.0503025+0.0465403j -0.104856-0.0675843j -0.0575918+0.0251173j -0.0223053-0.0242964j -0.0798436-0.0684727j 0.00679711+0.0755533j -0.0320936-0.094365j -0.0792083+0.0418521j 
0.05818+0.0247395j 0.0138861-0.0077451j -0.0218763-0.0459924j 0.0381836-0.137126j 0.0387737+0.0371784j -0.0773574-0.0118244j -0.018586+0.0598998j 0.0384408-0.0138639j -0.0084193+0.02867j 0.0795659+0.0725402j 0.0483477-0.0520077j -0.0419812+0.0397844j -0.00904982-0.111251j -0.0524593-0.0157699j -0.0779947+0.158597j -0.0184368+0.0922629j 0.0719082+0.0254524j -0.0327922-0.0312984j 0.0510137+0.067006j -0.0050304-0.00974783j -0.0550126-0.0377994j 0.0430561+0.065182j 0.0640537+0.00932463j -0.0244373+0.0523345j -0.0146102-0.0384809j 0.0269091-0.0274343j 0.0864213+0.0113517j -0.0193982-0.0182792j -0.019098+0.0984059j 0.0698295+0.0751958j -0.0642821+0.0743849j -0.0734265-0.119105j -0.0274879-0.0901489j -0.0135663+0.0958125j -0.0341698-0.0698546j 0.0329851+0.0235767j 0.118328+0.0131937j -0.0223625-0.0357401j -0.000741221-0.031111j 0.0799616+0.00792383j -0.093447+0.0621538j 0.0380984+0.0278614j -0.0386177-0.0321606j 0.0257751+0.0908483j 0.00339146+0.0717025j 0.0784615+0.0446346j -0.0888687+0.0343307j 0.0244221-0.0899756j 0.0237174+0.00889887j -0.0690072+0.053305j -0.0956364+0.0182749j 0.00505683-0.0687021j -0.0202517-0.00492746j -0.0860506+0.0372167j -0.0524991-0.0668169j 0.0166989+0.0723362j -0.00726278+0.07102j -0.0690996+0.0452646j 0.0498775-0.00489456j 0.0557336-0.0638766j 0.107058+0.0336858j 0.128758-0.0245965j 0.0311146-0.123576j 0.0344856-0.0185247j -0.0844529+0.0180837j -0.00451409-0.0616345j -0.00170261-0.080078j 0.101889-0.101371j 0.0138264+0.0571468j -0.0238075-0.0217591j -0.029512+0.0150701j -0.0664088-0.0363578j 0.0385613-0.0203666j 0.0746191+0.0793033j -0.0243977+0.0152281j 0.051936+0.0109833j -0.0132435-0.0939242j -0.0294491-0.0673929j -0.0126783+0.0689262j 0.00519855-0.026349j -0.00855172+0.0366328j -0.0173221+0.0595726j 0.00613381-0.0645829j 0.0723595+0.0106536j 0.0532903-0.0339033j -0.0511809-0.0247393j -0.034685-0.0237416j -0.0340924-0.0229504j -0.00607247-0.0514056j -0.0444949+0.00138649j -0.0259581-0.0333438j -0.01011-0.0219949j 
0.00631078+0.0538478j 0.0132626+0.0294504j -0.00511752-0.0737583j 0.0794331-0.0146235j -0.0251925-0.0922785j -0.133146+0.0501266j -0.00237355-0.0272492j 0.0739242+0.206854j 0.0436314+0.0509975j 0.10277+0.0408891j 0.0546716-0.00309452j 0.0269282+0.0689589j 0.061796-0.0720819j -0.0467056+0.108809j -0.057756+0.13478j -0.0766835+0.0431525j 0.0268351-0.10239j 0.0108726-0.0780524j 0.0245878-0.0864198j -0.0274486-0.00574107j 0.082353-0.0584852j 0.0269301+0.0393314j 0.0419543-0.00294461j -0.0592953+0.0444054j -0.0499267+0.00723173j 0.0706401-0.0105493j -0.0256439+0.0647554j 0.122971-0.00513558j 0.0478377-0.0893478j -0.0136862+0.0630495j 0.106418+0.0181236j -0.0869201+0.103586j 0.189377-0.0133751j -0.0183187+0.0185365j 0.0479649+0.0465937j 0.0513949+0.0492171j 0.0307552+0.0917115j -0.0184451-0.0404706j 0.0454426+0.0669562j 0.0138716+0.0165307j -0.0904013-0.0896999j -0.0946806-0.122604j -0.073586+0.000860814j 0.0603969-0.110398j -0.0472612-0.129847j 0.118368-0.00180759j -0.0280669-0.00889679j 0.16837-0.000531719j 0.0464619-0.106758j -0.0675996+0.0372702j -0.133138-0.00411015j 0.0527027-0.0164347j -0.0506875-0.0638006j -0.146795+0.0383946j -0.0807687-0.00882201j -0.0590152+0.123481j 0.0208443+0.0335793j 0.0202288-0.0470528j -0.0542013+0.00893552j 0.0128035+0.0478879j 0.00585272+0.0245626j 0.0520769-0.0329859j 0.127864-0.039894j -0.0540215+0.102929j -0.0655733-0.0875383j -0.115451-0.00931414j -0.01499+0.102003j -0.0724256+0.094011j 0.00880131+0.0215735j 0.0132233-0.0374943j -0.0212794+0.00232195j 0.103858+0.01619j -0.0039394+0.0118864j -0.0379103-0.00757507j -0.00123999+0.0144414j -0.0700986-0.0371025j 0.0478255+0.000678239j -0.0561446+0.013902j -0.00458441+0.022847j 0.0287064+0.0173764j 0.00589813-0.0254443j 0.0910689-0.0331892j 0.00122455+0.0521362j -0.0322667-0.0627331j 0.0624793-0.0655324j -0.0632127+0.0577294j 0.00216043-0.00603281j -0.0204971-0.049375j -0.0202644+0.0558845j -0.00857585+0.0485947j -0.0038292-0.0255893j 0.000431902-0.005777j 
0.0140145+0.00582463j 0.00442863+0.0659534j -0.0473153+0.0752785j -0.103838-0.0575218j -0.0928375-0.0112187j 0.0310138-0.0176759j 0.0680464+0.00924741j -0.0612207-0.0291431j 0.0270687+0.000755582j -8.70663e-05+0.0288582j -0.00331446-0.128508j -0.110289-0.118027j -0.0057303-0.0613754j -0.0173244-0.0560375j 0.0312382-0.0845948j 0.0112885+0.0582047j -0.0027946-0.138319j 0.039796-0.029817j -0.042931+0.0429588j -0.0438427+0.0235688j 0.0163652-0.0374298j -0.118497-0.0366127j -0.108243-0.0225214j 0.000259861+0.00624679j -0.0624858-0.0147829j -0.00420947+0.0935068j -0.0150002+0.0562679j -0.0115776-0.0160729j -0.0702643-0.0412146j -0.0192934+0.0944466j -0.0528242-0.0188072j -0.0409457+0.0181302j 0.167291-0.0824837j 0.115091-0.0763671j -0.0303772-0.0819905j -0.0537418-0.0280542j 0.0227581-0.0384788j -0.0298637+0.0141829j -0.0949231+0.0448857j 0.102015-0.0193083j 0.060427-0.0470522j 0.0105325+0.0489876j -0.0743395-0.0154093j -0.0189943+0.00726641j -0.0277122-0.0116648j -0.0716906-0.0350095j 0.0651191-0.0153082j -0.0587821-0.0102537j -0.05842-0.0019383j 0.0372866-0.00484554j -0.0090729+0.00122829j 0.0706911+0.0152763j 0.0750595+0.0424145j -0.0543669-0.0434443j 0.0129163+0.0262014j -0.0366668+0.0301886j 0.0145771-0.00472664j 0.0957563+0.0193276j -0.0718725+0.054614j -0.0327441+0.0987695j 0.0267892+0.00814311j 0.0255814-0.0394162j 0.14495-0.0968868j -0.000776437-0.0199933j 0.0492191+0.0262523j 0.0792871-0.0442509j -0.0177514-0.0497035j 0.028132+0.0120144j 0.0275876-0.0375281j 0.0284086+0.116621j -0.00330666-0.00439611j 0.0328654-0.0919351j 0.0702067+0.0441376j -0.0830536-0.0214126j -0.141956+0.041801j 0.0428242+0.0421196j -0.00236885-0.0160751j 0.0913999+0.0793974j 0.086084+0.00117063j -0.0641309-0.0461197j 0.046344-0.0146333j 0.0756788-0.037263j 0.036358-0.010218j -0.033213-0.0347535j -0.062111-0.00438223j 0.0305734+0.0280562j -0.0293931+0.126049j 0.00857931-0.0542057j -0.00277932-0.0234356j -0.0452721+0.00451687j 0.0304356-0.0535229j -0.00688951-0.00741389j 
