-0.0123342+0.0136076j -0.00488742-0.0571885j 0.00462286+0.0447218j -0.00493407+0.016685j -0.00139791-0.00216237j 0.00930895+0.00367314j 0.00612018+0.00216927j 0.00299322+0.0119996j 0.00504889+0.0148355j -0.0136074-0.0143899j -0.00106426-0.0096485j 0.0118052+0.0113609j -0.000251173-0.0182124j 0.00652723+0.0115769j 0.0207091+0.0114424j -0.00059697-0.0227518j 0.00232489+0.000159337j -0.00215915+0.00347839j -0.000439959-0.00710173j 0.00212975+0.013578j 0.00278541-0.0196351j -0.00253077+0.0200731j -0.00298697-0.0119124j -0.00375295-0.011166j -0.00479057+0.0147759j -0.000180792-0.0279872j 0.00165995-2.95151e-05j 0.00139478+0.00650063j 0.000562617-0.00552363j -0.00147718+0.00257202j -0.000183578+0.0146393j 0.00178289+0.00788712j -0.00365268-0.00188048j -0.00033607-0.0179249j 0.00273624-0.0264129j -0.00420699+0.00702132j 0.00669655-0.0144948j -0.00122054-0.0502908j 0.00853848+0.013701j 0.0058964-0.0117113j 0.0253715+0.0813752j -0.0437042-0.0120835j 0.036867-0.0368122j -0.00023857-0.0324031j -0.0096033+0.0229898j -0.0176121+0.0379615j 0.00157057-0.0186211j 0.00758848-0.00638878j 0.0127839+0.0174962j -0.000588352-0.00537449j -0.00324849-0.014826j -0.00408184-0.0134556j 0.00507141+0.025517j -0.00571843-0.0195711j -0.0173547-0.0124387j -0.00381849+0.0165029j 0.00443077+7.59037e-05j 0.0050694-0.00843976j 0.00271811+0.0013096j -0.00295716-0.00702949j 0.00208009-0.0381414j 0.0122839+0.0230157j 0.00164026+0.0317559j 0.0084918+0.00626971j 0.00497586+0.0095955j -0.00907955-0.0233689j -0.00519957+0.118311j -0.023662-0.163063j -0.0156141+0.432596j 
0.00249477-0.0163337j -0.00101796-0.0522645j -0.00185122-0.0498788j -0.00265596+0.0128824j -0.00276231+0.0147321j -0.0078476+0.0393149j -0.00629764+0.0271408j 0.000134835-0.000255822j -0.00105272-0.0059682j -0.0037012+0.0299336j -0.00678031-0.0205815j -0.0182767+0.0111169j -0.000553846-0.0258222j 0.00688832+0.0364778j 0.00606777-0.00555051j 0.00692937-0.0257701j 0.00283312-0.0229133j 0.00022277+0.0668224j -0.00679606+0.00874214j 0.000668378+0.00527825j -0.0097076-0.0670174j 0.00671757-0.0123162j 0.0040286-0.0538289j -0.00433803+7.39216e-07j -6.11889e-05+0.0357177j -0.00432209+0.0029429j 0.00346963+0.0930211j 0.0113994+0.00327779j 0.0153448-0.00429849j 0.0141112+0.0244551j 0.00170299+0.0273151j -0.00195582-0.0252144j 0.00635603-0.0318042j -0.00715078+0.0321652j -0.001791-0.0126859j 0.00311023-0.00567694j 2.44172e-05-0.0352551j 0.00337531+0.0374581j -0.00537651+0.0071858j 0.0075676+0.0149311j 0.0010194+0.0148127j -0.00110512+0.0403449j -0.00287859+0.0673628j 0.00535341-0.0790063j -0.00185466+0.104803j -0.00118169+0.102689j -0.00227159+0.154279j -0.000278183-0.0855645j -0.000577232-0.00442367j 0.00183382+0.125516j -0.00317484+0.0470955j 0.00308686+0.0947329j 0.000246239-0.0575469j 0.00101632-0.0710986j 0.000776245+0.0560662j 0.000568136+0.428191j -0.000266097+0.52018j 0.000630268+0.218133j -0.000133897+0.125918j 0.0017266-0.0876548j -0.00112515-0.0240553j 0.0018404+0.063629j -0.00219886-0.131903j -0.000459486-0.00696916j -0.0012693-0.0309023j 0.000322063-0.0420879j 0.00107374-0.00841595j 0.00117628+0.0524008j 0.000846931-0.0449219j 
0.00407657-0.0150881j 0.00193707-0.0282225j -0.00548689-0.0645419j -0.00618783-0.0287125j 0.0208324+0.0538145j -0.00539401+0.0312171j 0.0130834+0.00549872j 0.0225063+0.0156557j -0.00985335-0.00979658j -0.0158176-0.0279887j -0.0166418+0.0283161j -0.0250591+0.0341811j -0.0138746-0.0304592j -0.0244944+0.0150593j -0.00521143+0.00295533j 0.00912916-0.00195139j -0.00240065+0.0442001j -0.00137752+0.0476325j -0.00451197+0.0287996j 0.00143129+0.0646329j -0.000404737+0.0636562j -0.00323929-0.0684904j -0.0053777-0.0174132j -0.0082784+0.0891887j 0.00139561+0.0692148j -0.00535286+0.0934512j -0.000909624-0.00793137j 0.000602181-0.0268771j -0.017134-0.00246713j 0.00867169+0.0193983j -0.00160316-0.042724j 0.00444045-0.0681064j 0.00335157-0.00973112j 0.00933255+0.0337865j 0.00351807-0.0289043j 0.00241663-0.0843767j -0.00689113-0.0392662j -0.00806594+0.102712j -0.00737467-0.00400812j 0.00686432+0.0556385j 0.00248737+0.167213j 0.00485383-0.0145111j -0.000609226-0.0652659j -0.00145918+0.034748j 0.000293755+0.0858629j 0.00334847-0.0347712j -0.0021648+0.128015j 0.00132807-0.0530749j 0.000368907-0.122563j -0.000465537-0.0750691j 0.00200747-0.032497j -0.000838211-0.00732403j 0.000203678-0.348302j 0.00127287-0.462357j 0.00221315+0.163386j 0.00217612-0.104049j -0.00246601-0.198381j 0.000744943+0.0891122j 0.00176435+0.0146743j -0.000197205-0.105657j -0.00124993-0.0901871j 0.000819375+0.00708361j -7.91973e-05-0.0470567j -0.000876977+0.0326303j 0.000788534+0.0755419j -0.000791136-0.000366811j 0.00184127-0.0344983j 0.0023909+0.0659862j 0.00197354+0.00884025j 
-0.00212216+0.00895315j -0.00228034+0.0154417j -0.00290383-0.0370572j 0.00666295-0.0167017j -0.0205523-0.0257886j 0.00756368+0.00904004j -0.0125287+0.00558028j 0.00135269-0.0131584j -0.0111473+0.0152236j 0.00501227-0.020115j -0.0033207-0.00237831j 0.01725+0.00536836j 0.0168104-0.00844828j 0.0130334-0.0250928j 0.00540242+0.0230915j -0.00404876-0.00291064j 0.00510442-0.0169033j 0.000246727-0.00763872j 0.00566377-0.0105491j 0.00382007+0.00223835j 0.0137936-0.0962152j 0.00131394-0.0157889j 0.0033594+0.028952j -0.000993646+0.0336723j -0.00250234+0.0135095j 0.00293363+0.0069044j -0.00621298+0.00453632j -0.0183556-0.0147881j -0.0496906-0.0133762j 0.00166808+0.00517471j 0.00191009-0.0111251j 0.0224861-0.0601791j -0.00140343-0.0207624j 0.00191405-0.0273014j -0.00926778-0.0601699j 0.00997789+0.00354614j 0.015535+0.0205005j 0.0104273+0.0355817j -0.0108628+0.0332226j -0.00390277-0.00449628j -0.0032014+0.023321j -0.000695899-0.0419576j 0.000617056+0.0527958j -0.00614243-0.0218064j 0.00455582+0.00825956j 0.00317885+0.0680052j 0.00135528+0.00590035j 0.00132629-0.0227678j 0.000898125+0.0480569j -0.00125404-0.163463j 0.00631635+0.0924631j -0.00510437+0.144606j -0.00092336+0.0213387j -0.00227696-0.131978j 0.00334308+0.134772j -0.00259459+0.0740213j 0.0028159+0.296498j -0.00150323+0.157317j 0.00315758-0.0248833j -0.000921157+0.0160707j 0.00259703+0.0590081j -0.000903379-0.146838j 0.00187698+0.0313712j -0.000978258-0.0343214j 0.00152331-0.0570122j 0.0010329+0.00360955j -0.00111635-0.0298078j -0.000757533-0.0369254j -0.000158277+0.0356672j 
0.000554067-0.013981j -0.00122279-0.0320813j -0.00279581-0.0144731j 0.000698505+0.0212977j 0.00337283-0.0298376j -0.00357772+0.0185558j -0.000212741-0.0127186j -0.00187815+0.0136792j -0.0010864-0.013697j -0.00463484+0.00584018j -0.00491332-0.0175466j -0.00519509+0.0254152j 0.00272924-0.0361213j -0.00204369-0.00144053j -0.0011249-0.00322315j -0.00190316-0.00909229j 0.00327572-0.0225404j 0.00165962+0.0196158j 0.00593916+0.0147736j -0.000318622-0.0800338j 0.00508641+0.0505384j -0.00189268+0.00641912j 0.004974+0.00419545j 0.00363395-0.0055441j 0.00340446+0.0216073j -0.0103359+0.0219126j 0.00337196-0.0783113j 0.000679025+0.0542176j 0.009441-0.00359417j -0.00631037-0.00550812j 0.00110528+0.0261476j -0.00512807+0.0140245j -0.00545535+0.0159232j -0.00412156+0.00591649j -0.000945494-0.0275921j -0.000527648-0.0816402j -0.00300233+0.00456842j 0.000652484-0.00754835j -0.00211384+0.0267934j 0.00188898+0.0547879j 0.000841853-0.0111513j -0.000178852-0.00920471j -0.00171672+0.00233307j 0.00230579+0.0202356j 0.00138394-0.0879794j 0.000989981+0.0949825j -0.000763737+0.0501566j -0.000711385-0.00180427j -0.000157509-0.109321j 0.000743932-0.123946j -0.000504664+0.502601j 0.000280587+0.531767j 0.000907496+0.381964j 0.00112062-0.215292j -0.000244413-0.0898774j 0.000352068+0.0260728j -0.000147877-0.164485j 7.49559e-05-0.0243699j -0.000548209+0.0549043j 0.000724557-0.0131065j -0.000486386-0.013357j 0.00119223-0.0223457j -1.90435e-05+0.00867566j -0.000178598+0.0354336j -0.00121987-0.079405j -0.000406561-0.13941j 0.0013175+0.0159936j 0.00118928+0.0131263j 0.000448406-0.0283028j 
-0.00214292+0.00737654j -0.00435412-0.0621917j -0.000527554-0.020914j 0.00996142+0.051206j -0.0164343+0.00874411j 0.000389248-0.00624318j -0.0142696+0.0572988j -0.0194858-0.0294767j 0.00095766+0.0206877j 0.0162969-0.00749967j 0.00153842-0.0273176j 0.0176672-0.0424619j 0.0215119-0.0635572j 0.0142123+0.0142773j -0.00408898+0.00180597j -0.00877483-0.0602364j 0.00714428+0.0040018j 0.00713335+0.00591168j 0.00970579-0.0369797j -0.00205539+0.00459299j 0.00166776-0.139233j 0.00626776-0.00631578j 0.013328+0.0442678j 0.00261215+0.0441183j 0.000573431-0.0028526j -0.00540551+0.0316473j 0.00445501+0.0194039j -0.00107869-0.0212513j 0.0357292-0.0313804j -0.0044601-0.0203265j 0.00364518+0.00205542j -0.00423326-0.0314916j -0.0116484+0.010527j -0.00952715+0.0157237j -0.00319728-0.0549006j -0.00449274-0.00755347j -0.00619256-0.0344731j 0.00592744-0.0136551j -0.00530404+0.0178713j 0.0062899+0.04973j -0.00207642+0.111535j -0.00740245-0.0623437j -0.00336534-0.106248j 0.00275197+0.00975492j -0.000357426+0.0498255j -0.000904884+0.127451j -0.00147122+0.124048j -0.00309309-0.00276039j 0.0016745+0.0064897j 0.0025899+0.134251j -0.0028175+0.0652539j 0.00163368+0.0682143j 0.0007163-0.260215j -0.000358267-0.0729737j -0.00137383+0.112782j -0.00196506-0.536262j 0.00209075+0.152108j -0.00113914-0.0261748j -0.00108109+0.00289609j 0.00178086-0.142295j -3.79003e-05+0.00896546j 0.00356239-0.0290689j -0.000824241-0.0547241j 0.000594288+0.0663841j -0.00144026+0.0251042j 0.00128162-0.0918531j 0.00122465-0.0123249j 0.000481914+0.00549213j -0.000280172-0.0500788j 
-7.166e-07+0.025495j 0.00272619-0.0552396j 0.000453347-0.105317j -0.00647973+0.0300185j 0.0155338-0.031717j -0.00761027+0.0352398j 0.00468761+0.0373202j -0.00225423+0.013078j 0.00860679-0.0174333j -0.0104663-0.00240643j 0.0087591-0.0062286j -0.00547966+0.0356601j -0.0115512-0.0658364j -0.00300245-0.028037j -0.00309009-0.010524j -3.24787e-06+0.0372695j -0.00507748-0.0170434j -0.000312119+0.14302j -0.00476524-0.123829j -0.00195856+0.0258698j -0.00375681-0.028802j -0.0057399+0.00418852j -0.00580382+0.0631905j -0.00930244+0.0172573j -0.00610274-0.0427685j -0.00136839+0.0292298j -0.000337447-0.0968574j -0.00497986-0.000753595j 0.0025681-0.00758701j 0.00415067-0.0365732j 0.00197583-0.00954547j -0.002565-0.0225458j 0.00447872-0.0430822j -0.00140822-0.0356341j -0.00202791-0.0895736j -0.00466607+0.0210174j 0.00152752-0.0779334j 0.00298981+0.0548461j -0.00124519-0.0896744j 0.00247371-0.0742895j 0.00230267+0.0490434j 0.00203928-0.0416779j -0.00169548+0.0335274j 0.00106906-0.0749149j -0.00027181-0.0415598j -0.00188303+0.204879j -0.00113243+0.237158j 0.000928724+0.00332871j 0.000508104-0.262348j 7.30001e-05-0.15753j -8.79596e-05-0.283508j 0.00120773-0.155578j 0.000780244+0.357924j 0.00131355+0.153184j -0.000695407+0.0566494j 0.00139385-0.229973j -0.00146237+0.0161899j 0.000790408+0.341182j -0.000337412-0.172976j 0.000413626+0.071415j 0.00144968-0.00681633j -0.000902068-0.0694365j -0.00121373-0.0672539j -0.000207396+0.0156748j -0.000926444-0.148752j -0.000497107-0.161332j -0.000975067-0.0747685j 0.00016162-0.011925j -0.000475734-0.0180927j 
0.000353088-0.0237234j 0.00130654-0.000899915j -0.00172793-0.00622894j -0.00181214-0.0273569j 0.0105816+0.0229982j -0.00996705-0.024389j -2.48404e-05+0.0238297j -0.0112664-0.0119701j 0.0242601+0.00519011j -0.00561383-0.00858577j 0.0212036-0.00257752j -0.00851722-0.0132485j -0.00972445+0.0166933j 0.00560122-0.00473228j 0.000394594+0.0207727j -0.00126286-0.0465008j -0.00716157+0.0405072j 0.00416411-0.0734029j -0.0090593-0.0251007j -0.00293581-0.0288317j -0.00397283+0.00255384j 0.0139674-0.0942389j -0.00807104+0.0232193j 0.011117+0.0338692j -0.00334342+0.051181j 0.0124297+0.00375253j 0.00523726-0.075074j -0.000747825-0.0295701j 0.0108984+0.00286292j -0.0132841+0.0102958j 0.00703792-0.0602635j -0.00249854-0.0454172j 0.0138291+0.0648217j -0.00439642-0.015852j 0.00878337+0.00186983j -0.0112178+0.0347526j 0.00516872+0.0414096j -0.0024326+0.00609563j 0.000580069+0.0754961j 0.00840818+0.00846141j -0.00156629-0.00681721j 0.00198422-0.0813551j -0.00373035-0.0123696j 0.000396962+0.0103632j 0.000643341-0.0231229j 0.000677016-0.024932j 0.00274939-0.0106696j -0.00218228+0.102442j 0.00120818+0.167722j -0.00150379+0.224039j -0.00192843-0.0300475j 0.003153+0.00351184j -0.000168912+0.143043j 0.00258833-0.29343j 0.00150132+0.177878j 0.00215048-0.0446103j -0.000877945+0.0289719j 0.00108483-0.0045016j -0.00251703-0.116571j 0.00177026+0.0710478j 0.00308051-0.0649866j -0.00263914-0.199213j 0.00139821+0.163664j 0.000870523-0.131951j -5.0081e-05-0.0196797j -0.000321937+0.202062j -0.00336569-0.150737j -0.00148581-0.0401467j 0.00149865+0.128682j 
0.00211303-0.0123524j -0.00246437-0.00882029j -0.0074098+0.0133912j 0.000838894+0.034857j -0.00680332+0.0114515j 0.00203051-0.011081j 0.000714489+0.0252105j 0.0163032-0.00199913j -0.00547985-0.00564206j -0.0163844+0.0158141j -0.0102348+0.00770092j -0.00796527-0.00977274j 0.00536405-0.0152503j 0.00171741+0.0237681j 0.00525117-0.00642184j -8.34535e-05-0.0422513j 0.00286242+0.00600837j 0.00107144-0.0534769j 0.00195116-0.0043336j 0.000868498-0.0352538j 0.00201764+0.0957475j 0.000967411+0.00919028j 0.00384267+0.00854507j 0.0112077-0.0151857j 0.00491317-0.083442j 0.000694903+0.0276081j 0.00169195-0.0895977j 0.000239595+0.0055387j -0.010274+0.000339583j -0.00124958-0.034242j 0.00715051+0.0034201j 0.00864201+0.0227476j -0.00117983+0.0178646j -0.000379703+0.0406907j 0.00256164+0.0538525j 0.00583569-0.020981j 0.00183032+0.00466564j 0.00141074-0.0328255j -0.00583442-0.0208853j -0.00274296+0.0259398j -0.00240756-0.00611503j -0.0005825+0.0260055j -0.0021278-0.0429228j -0.000980833+0.0629591j 0.000714396-0.0971578j 0.000658586+0.0724914j -0.00140004+0.022998j 0.000456225+0.028897j -5.95527e-06-0.149959j 0.000257978+0.605036j 0.00150338-0.146438j -0.000965318-0.112846j -0.000301332+0.304524j -3.80361e-05-0.198154j -0.00145117+0.0661402j -0.00131711-0.0571641j 0.00144934+0.00329297j 0.000254439-0.100856j 0.00192976+0.095347j 0.000207874+0.0395578j 4.74855e-06+0.0990437j 0.00114163+0.0945972j -0.00133114-0.110039j -0.000994941+0.0396909j 0.000632162+0.0362087j 0.000352709-0.0402436j 0.00187902+0.0846922j 0.00104545+0.0353181j 0.000112055-0.0526607j 
0.00428943-0.0708694j -0.00462147-0.101987j -0.0112184-0.0797484j 0.00294615+0.0453249j -0.020993-0.0538992j 0.0147643+0.0517962j -0.0244589+0.00822614j 0.0235805-0.0324386j -0.00499893-0.00108435j -0.00141925+0.0457603j -0.0379755-0.0242078j -0.020614+0.0417592j 0.0137262-0.114158j -6.79702e-05+0.0375792j 0.0146181+0.00680101j 0.00385038-0.0171149j 0.0148228-0.109082j 0.0032015+0.0534044j 0.0130231+0.0780555j 0.00411105+0.0161804j 0.00402736+0.0110675j 0.00989216-0.0541789j 0.0257475-0.129027j 0.0157522-0.0384794j 0.00918144+0.062029j 0.00103479-0.0321367j 0.00288297-0.00301008j 0.00994935+0.0336335j 0.0208245+0.0111904j 0.000860987+0.010379j -0.00186851+0.0255004j 0.00954506+0.0110012j -0.0101942+0.00698647j -0.0122449-0.028405j -0.00132955-0.0123321j 0.0142388+0.0152922j -0.0116166-0.0275883j -0.00464551+0.006428j -0.00574965-0.0350768j -0.00214556-0.0156562j -0.00709348-0.0373598j -0.00128866-0.0534332j -0.00205455+0.0292662j 0.00519207-0.0599962j 0.00179126-0.0411089j 0.00458158+0.205932j -0.00236747+0.00650525j -0.00203981+0.232211j -0.00271638-0.0506502j 0.00290065-0.0900189j -0.000252754-0.12199j -0.000523043-0.105721j -0.000933995-0.0627034j -0.00187024-0.0148373j 0.00287285-0.154697j 5.21332e-05+0.213824j 0.00129808-0.216515j -0.00298139+0.0566577j -0.000702151-0.166615j -0.000932837-0.0115971j -0.000449351-0.00517148j 0.00363415-0.160949j 0.00171997-0.000863214j -0.00214493-0.0258692j -0.000815332-0.073433j 0.00288685-0.0356133j 0.00133968-0.0183985j 0.000909053+0.00966836j 0.00314854-0.0143892j 
0.000864453-0.0239743j 0.000170531-0.0122968j -0.003959-0.0659038j -0.00411238+0.0195765j -0.0169295+0.0131401j 0.0157985+0.00300228j -0.013654-0.0488555j 0.0148487+0.0541251j 0.00783583-0.0445132j 0.00575602-0.0335111j -0.0219207+0.0589237j -0.0108726+0.0360369j 0.000342943-0.0516528j -0.000164193-0.0379672j 0.0114998-0.0476088j -0.000763029+0.130742j 0.0030843+0.0736457j -0.00671833+0.0391942j 0.00427369-0.0503492j 0.00650577-0.0376754j 0.00757309+0.101244j 0.00646839+0.0362899j 0.000890419+0.0496778j 0.020851-0.0182257j 0.00968103-0.00936751j 0.0115856+0.0230283j -0.00599454-0.0641973j -0.00645778+0.0165336j 0.012443+0.000212245j -0.0146366-0.00391951j 0.00633495-0.0288809j 0.00589038-0.00820021j -0.00407603-0.0583955j -0.0149706-0.0280244j -0.00867353-0.0173489j 0.00549142-0.0217582j -0.0081367+0.0361375j -0.00212619+0.0404996j 0.0071161-0.0062691j -0.0140811-0.0971395j -0.000808888+0.0454935j 0.00532042-0.00873703j 0.00473649-0.0182389j 0.00639473+0.0528119j 0.000134547-0.069204j -3.8077e-05-0.152194j -9.51184e-06+0.150697j -0.00121389-0.481209j 0.00012182+0.132918j 0.00220484-0.0867383j -0.00444964+0.013862j 0.00543071-0.0474344j -0.00176907+0.0541842j 0.000144333-0.0826775j 0.000769972+0.123206j 0.000832693-0.0572833j 0.000596853-0.0120873j -0.00243825+0.124669j -0.0026755-0.0802254j -0.000963171+0.0571385j -0.00139866-0.231875j 0.000860476+0.0688776j 0.000288213+0.105229j -0.00159142-0.0234305j 0.000247559-0.0701852j 0.00126578-0.0136234j 0.000113675+0.104136j 0.00104928-0.0100005j -0.000507549-0.0208117j 
-0.00302974-0.0388065j 6.54362e-05-0.0542459j 0.00442157+0.0195568j 0.00256273-0.00139792j 0.020307-0.000689417j 0.00142378+0.008348j -0.00298282+0.0203527j -0.0052271-0.00982457j -0.00844395+0.0128674j -0.0176663+0.0121174j 0.00278211-0.0355265j -0.000164849-0.0265296j -0.00520223-0.01737j -0.0113846+0.0294116j -0.00461425+0.00929952j 0.00709375-0.0267315j 0.00303259-0.0779477j 0.00615503+0.0251402j 0.00343367-0.0175604j -0.0102875+0.0718848j -0.00741887-0.0393831j -0.00918583+0.0310064j 0.0096627+0.0201455j -0.00771818-0.0471412j -0.0141891-0.0101642j -0.00256749-0.118892j 0.0083362+0.0163275j 0.00874418+0.0173679j -0.00379159-0.028149j 0.0129111+0.0420722j -0.011415+0.0645916j 0.00222293+0.00818634j 0.00567741+0.0127798j 0.00809148-0.0394752j 0.0102698-0.0257898j 0.00388343-0.00251652j -0.00328653+0.000400824j -0.00747845-0.094825j -0.00652889-0.00769294j 0.00968655-0.103738j -0.00591359-0.00701318j -0.00177699-0.00782398j -0.0045875-0.031134j -0.00466099-0.12583j 0.00111783-0.300348j 0.00392951+0.0183338j -0.00081443+0.192999j -0.000834455-0.461992j -0.00324594+0.275814j -0.00147211+0.194824j -0.00132691+0.143752j 0.000426985-0.0195677j -0.000396053-0.105009j -0.000168004+0.126071j 0.00114555-0.0935298j 0.00079331+0.025336j 0.000173098-0.0611794j -0.00183579-0.045527j 0.00076207-0.0610016j -0.00103893-0.0231264j 4.88557e-05+0.11128j -0.00151523-0.18882j 0.00223854-0.0131197j 0.000351518+0.0123047j -0.000685782-0.0299675j -0.000809867-0.0439343j 0.000538368-0.142364j -0.000352855+0.0180304j 0.00318293+0.00704057j 
-0.00704229-0.0895277j -0.00123065+0.0464985j -0.000749153+0.132389j -0.00266914-0.0373011j -0.00574375+0.0107595j 0.010361+0.0470648j -0.0327959+0.064818j -0.0188611+0.0670397j 0.00911111+0.0150751j 0.0190935-0.0281689j -0.0127987-0.0640346j 0.0045989-0.0241594j -0.00480889+0.175507j 0.00191161+0.0449598j -0.00101299+0.0538424j 0.00303741-0.0881495j 0.00768819-0.114024j -0.00360638+0.22129j 0.00492487-0.082666j -0.00340264-0.0382969j 0.00589809+0.125933j -0.00886099+0.0448907j 0.00454049+0.0240867j -0.00952751+0.0385527j -0.00700869+0.0914132j -0.00752825+0.0348958j -0.000362776+0.0240156j -0.0107239+0.0173014j 0.00326203-0.0125495j -0.00704898+0.0106j -0.0087229-0.0254402j -0.000916066+0.0023701j 0.00361874+0.0563644j -0.00453105-0.0167968j -0.00914931-0.0421367j 0.00422401-0.0328153j -0.000963036-0.0242994j -0.00263619-0.0736748j 0.000395243-0.0212855j -0.000696384+0.033306j 0.00201009+0.0283575j 0.00194303+0.0454106j 0.00303147+0.112656j 0.00259369-0.146137j 0.00224233+0.0785679j 0.00262119-0.289719j 0.00196155+0.0523883j -0.000319729-0.0225048j -0.00126307-0.350047j 0.000142202+0.277881j 0.000795089+0.0358358j -0.000713352+0.0186383j -6.01441e-05-0.0454256j 0.00211666+0.0446448j 0.00873055-0.00247827j 0.00151099+0.100077j 0.000157176-0.0410041j -0.00547431+0.0422529j -0.00148181-0.0715011j -0.00135824+0.00860092j -0.00303041-0.0874904j -0.00200369-0.059292j 0.000118077+0.16395j -0.000575819-0.0382102j -0.000418797-0.00359208j 0.000624884+0.0495002j 0.000180378-0.0241194j 0.00152843+0.0423898j 0.00140622-0.0422804j 
0.000806396+0.000481389j 0.000893995+0.0282572j 0.018158+0.0103255j 0.00457921+0.0476384j -0.0136391+0.0558342j -0.0136746+0.0725251j 0.0119896-0.0410954j -0.0293185+0.0299325j -0.032516+0.0100419j 0.0276926-0.0247783j 0.00954995+0.0591175j 0.00569033+0.0248947j 0.00624812-0.00565172j -0.00111701+0.075127j 0.000139194-0.0647284j -0.000760602+0.141511j -0.00130106-0.0379718j -0.00275295-0.0951128j -0.00404855+0.0390315j 0.0107413+0.0989071j -0.00469949+0.0334479j 0.00709586-0.0199054j -0.00437935-0.0683533j -0.0146636+0.0389004j 0.00824335+0.0577157j -0.0102009+0.0236451j -0.00917284-0.0460691j 0.00379565-0.0214727j -0.00632038+0.0122975j 0.0107241-0.00335766j -0.013992-0.0394811j 0.00121873-0.014047j -0.00484355-0.00958804j 0.00955323+0.00964624j -0.00736992+0.0380073j 0.00369228-0.00112919j 0.00494675+0.0191736j 0.00345508+0.0564732j 0.00824261-0.008708j -0.00709713+0.0515458j 0.0100234+0.0813628j -0.00388994-0.080136j 0.00913536-0.0478673j 0.000205672-0.124586j 0.000825732-0.314298j -0.00151176+0.254103j 0.0023981+0.0271723j 0.00321342-0.0129365j -0.000230953-0.12159j -0.0011854+0.209325j 0.00667318+0.00943057j -0.0072307+0.0143334j 0.00081012-0.0393853j -0.00422022-0.015714j 0.00110103+0.0594287j -0.000706491+0.0418095j -0.000992865-0.0984044j 0.00182061+0.0404688j 0.00183084+0.0322442j -0.00112804+0.0562078j -0.000245959-0.144246j 0.000740508+0.0429925j 0.00230119+0.040407j 0.00149138-0.0124608j 0.00031062-0.0206063j -0.000281474-0.0105732j -0.00161192-0.00404064j -0.00235287-0.0476487j -0.00212724+0.0213837j 
-8.8024e-05+0.00704702j -0.00170396-0.016133j -0.000931095+0.00227509j -0.00050858-0.0230983j -0.0203784+0.00454708j 0.0182935-0.00789868j -0.026532+0.0451642j 0.0189205-0.0254629j -0.037755+0.0194182j -0.0213703-0.000985211j -0.0340898-0.0193668j -0.0231719-0.0425073j -0.00620244+0.0459832j -0.00415259+0.0137898j 0.0113883+0.0233606j 0.0093822-0.0225464j 0.0080262+0.0267128j -0.0066033+0.0133528j 0.00675858-0.0345862j 0.0108872-0.0363732j 0.0109101-0.121867j -0.003731-0.0259711j 0.00232566+0.116832j -0.00269693+0.0375015j 0.00058614+0.0441539j 0.00515237-0.0431233j -0.0020316-0.0294317j 0.0120257-0.022457j -0.00731042-0.0165083j 0.0125262-0.015037j -0.00700541-0.0144564j -0.0136074+0.00269968j -0.00769828+0.0603831j 0.00252519-0.0344176j -0.0203009-0.0421059j 0.0188313+0.0773151j -0.00765284-0.0378997j -0.00380718-0.0606566j 0.00433372+0.035106j -0.00535866+0.024377j 0.00266818+0.0216455j 0.00803383+0.00510365j 0.0089676-0.0549261j 0.00249271-0.0915627j -0.000154735-0.0625864j 0.00346299-0.0199583j -0.0010638+0.00974962j 0.0029411+0.187968j -0.00306056+0.121963j 0.00188407+0.011298j 0.00596131+0.0131805j -0.00731578+0.0634342j 0.000481011+0.144676j -0.00324396+0.09324j 0.00624779+0.0355248j 0.00163713-0.231982j -0.000900398+0.127447j -0.00330465-0.0678769j 0.000880399+0.109272j -0.00318124+0.0235771j -0.0008755-0.0394463j -0.000177738-0.0936441j 0.0016955+0.079402j -0.000499544-0.0399837j 0.00151682-0.0484865j 0.000812149+0.0650662j -0.000299778-0.0732206j 0.000309446+0.02788j 0.000196688+0.0365451j 
