-0.224715+0.175306j 0.179056+0.224154j -0.121087+0.0672458j -0.0471339-0.131477j -0.00101785-0.101205j 0.0300895+0.02003j -0.210876+0.0652706j -0.0187231-0.171032j -0.00705068-0.0351657j 0.0560734+0.037467j -0.178077-0.0502131j -0.0224352-0.0716841j -0.095808-0.0918453j 0.0214636-0.126648j -0.144397+0.0352324j -0.094012+0.0734988j -0.118725-0.0471382j 0.027807+0.0234082j 0.0279377-0.0719401j 0.0659114-0.118691j -0.0199436-0.0133037j 0.0609379+5.18729e-05j -0.0469016+0.0366401j -0.0163963-0.136133j 0.120381-0.0349928j -0.0341182+0.0752095j -0.0454663-0.0780863j 0.00522525+0.073146j -0.00417172+0.049386j 0.0435577-0.0567993j -0.00123391-0.0168124j 0.0419384-0.051315j 0.0257873-0.03133j 0.0391541-0.0725789j 0.0753079-0.0318128j -0.0471507-0.0807811j 0.0137847-0.097512j 0.043059-0.0615075j 0.0323882+0.0215321j 0.0257716-0.104864j 0.0165484+0.0414631j 0.0544302+0.026174j -0.0519155+0.029613j -0.0533687-0.129504j 0.0148051+0.0206504j 0.0298334+0.0351601j 0.0623692+0.021825j 0.00432918+0.0159356j -0.0175864-0.021939j 0.000114788+0.0443342j -0.030279-0.0355803j 0.0507017+0.0460915j -0.00890019-0.0229905j 0.0260153+0.0677589j -0.0819489+0.0122487j 0.0847735+0.0365099j -0.0983348-0.0975721j -0.0577077-0.0169809j -0.0456939+0.0112422j -0.0741114-0.0225846j 0.00569901-0.0487999j 0.0291685-0.00167515j 0.00148327-0.0103573j -0.0866109+0.011855j -0.0464595+0.0898999j -0.0434477+0.0227759j 0.0285011+0.00980588j -0.0306342-0.0384546j 0.0859945+0.0251478j -0.126745+0.109911j 0.0900142+0.089715j -0.00939525-0.0308689j 0.0285229+0.0878453j 0.151032-0.0141221j -0.0106333-0.141852j 0.108845-0.249083j 0.248771+0.108656j 
-0.00207991-0.000102193j -0.000170678+0.00115208j -0.00146147-0.000143133j -0.00164569-0.000213167j -0.00427058+0.000927009j -0.000872907+0.00374124j 0.00185893+0.000341345j 0.0010578-0.000382959j -0.00161951+0.00603755j -0.00299833-0.00462688j 0.00137643-0.00379916j -0.00113543-0.00270203j -0.00140912-0.00209462j -0.00211399-0.00433226j -0.00228151-0.00231818j -0.00110388+0.00270035j -0.00155658+0.00152939j 0.000426828+0.00138876j 0.000512051+0.00418776j 0.00163055-0.00429402j 0.000812392+0.00194865j 0.00225049+0.000146735j 4.59411e-05+0.00384121j -3.5125e-05+0.00332049j -0.00194437-0.00272862j -0.0018064+0.000266238j 0.00133936+0.00406594j -0.00345597+0.00361039j 0.00204179+0.00186474j -0.000549648-0.00221797j 0.00180513-0.000379024j 0.0019913-0.0023317j 0.00271727-0.00279388j -0.00057656+0.00152691j 0.00167455+0.000665441j -0.00376965-0.00278959j -0.00163927+0.000535929j -0.00145937-4.32931e-07j -0.0011179-0.00220563j -0.000211602+0.00244124j 0.0029568+0.00184992j 0.00259261+0.000384059j -0.00227356-0.0024002j 0.00250822+0.00136661j -0.000809109-0.000944643j 0.000942306-0.000986325j 0.00213116+0.00262856j -0.00187709-0.000151199j -0.000959295-0.000197118j -0.00176805-0.000793183j -0.00131242-0.00125448j 0.00046602+0.00264111j 0.000825857-0.000465216j -0.000743268+0.00209277j -0.002688+0.00118204j -0.00135463-0.000445468j 0.000428792-0.000109513j -0.00094845+0.00124215j 0.000687184+0.00134192j 0.000124448+0.000342964j -0.000112075+2.92269e-05j -0.000751126-0.0034659j 0.000798467+0.00079585j -0.00065572+0.000108024j 0.000588139+0.00140303j 0.00137753-0.0016474j -0.00048773-0.00133387j 0.00140961-0.000885481j 0.00260246+0.00134214j 0.000870049-0.000341421j 0.000620817-0.000639553j 0.00157704+0.00076116j 0.000389812+0.000954855j 0.000669547-0.00120641j -0.0012652+2.97014e-05j 0.00168265-0.00169795j 0.00154528+0.00138591j 
0.00159049-0.000986168j -0.000601118-0.00169593j 0.000198048+0.0011882j -0.000867583+0.00120154j -0.00198423+0.00175719j -0.00112144-0.00199174j 0.000370979+0.000247371j -0.00229463+0.00244821j 0.00355138-0.00232207j 0.000178827-0.000722701j 0.00163579-0.00343005j -0.000701874-0.00150589j -0.00255594-0.00191299j -0.00429493-0.00050991j -0.00154019+0.00251123j 0.00236155+0.00245319j 0.0035592+0.00176892j -0.00338821-0.00299257j 7.39117e-06+0.00207842j -0.000392511-0.00213115j 0.00193214+0.0010488j -0.0038496+4.568e-05j -0.000130564+0.00234645j -0.00135004+0.00357183j -0.00191381+0.000231903j -0.00350213-0.000175891j 0.000935693-0.00167904j -0.0054184-0.00134433j -0.00205922+0.0030761j -0.00133243+0.000554845j -0.0009689+0.00121537j 0.00245813+0.00143584j 0.000210329+0.00246457j -0.0012834+0.00321823j -0.0012386-0.00261797j -0.00290712-0.000651977j 0.000479466+0.00334648j -0.00436754-0.000262096j -0.00218547-0.00257787j 0.0035066+0.00464298j 2.75869e-05+0.00264672j 0.00139084-0.00281227j -0.00308887-0.00316078j 0.0033863-0.000472249j -0.00267904-0.0028785j 0.00156004+0.000549059j -0.00178892+0.00318572j 0.00252648+0.000293329j 0.00195376+0.00249014j -0.00117299-0.00015785j -0.00442699+0.00384297j -0.00348668+0.00354045j -0.00015319-0.000664496j -0.00077031+0.00287733j -0.00315231+0.00229586j -0.000656115-0.001442j -0.00204587-0.00297821j -0.00175849+0.00435998j -0.000709689-0.000168117j 0.00133313-0.00183892j 0.00196152-0.00238401j 0.00391304+0.00421013j 3.13069e-05-0.00297648j 0.00103582+0.00047697j 0.000282304+0.0003174j 0.00135978-0.00413403j -0.00212474+0.00142182j 0.0031709+0.000330398j 0.00156784-0.000344902j -0.000560026-0.000648342j -0.00192127-0.000928146j -0.00120346+7.34537e-05j -0.00280839-0.00189007j -0.00154437-0.000361499j -0.00146248+0.000387331j -3.59657e-05+0.00134974j -0.000953269-1.98423e-05j 
-0.00124843+0.00068569j -6.47939e-05+0.00131047j -0.00188287+0.00124294j -0.00231763-0.0018767j -0.00398755+0.00156101j 0.000634192-0.00175325j -0.000977891+0.00215585j 0.000111832+0.000845794j 0.00101977-0.00186683j -0.00464119-0.00184431j 0.0011477-0.00283057j -0.00133456-0.00374942j -0.00224498+0.00180298j -0.00164192+0.00378087j -0.0016813-0.00289004j -0.00182051+0.00161553j -0.000513643-0.00151998j -0.0062156-0.00352587j -0.000108994-0.00293838j -0.0022023+0.00187844j 0.000297153-0.00161033j 0.000907215-0.000544815j 0.00242195-0.00227426j 0.00697609+0.0052622j 0.000472932+0.00489179j 0.000333221-0.000560321j -0.00414783-0.000607702j 0.00207214-0.00447291j 0.000475085-0.000929588j -0.00118076-0.0026865j -0.00075286-0.000671888j -0.00276569+0.00180407j 0.00671016-0.00186064j -7.59524e-05+0.00178471j 0.00316554-0.00522529j -0.0041734-0.00146566j 0.00407038-0.00518087j 0.00037548-0.00187516j 0.00068879+0.000877133j -0.00236911-0.00219831j -0.00482422+0.00517506j 0.00437661+0.00159282j -0.00268588+0.00408484j 0.00164639-0.00497241j 0.00311679-0.00639276j 0.00124465+0.00313901j -0.00490683-0.00264343j 0.0019676+0.00295943j 0.00544079+0.00129333j 0.00529526-0.000566761j 0.00280534-0.000669309j -0.00333433+0.000723476j 0.00196099+0.00547545j -0.00500264-0.0037348j 0.00142347+0.00112859j -0.00518407-0.000967994j -0.00219531+0.00321053j -0.00205154-0.00207451j -4.83076e-05-0.0012688j -0.00133339+0.000939485j 0.00138515-0.000964568j -0.00298421+0.0051125j -0.000665136-0.00250166j 0.000992602+0.00366376j 0.00103428-0.00189298j -0.00410511-0.00137562j -0.000639169+0.00462654j -0.00311365-0.00702118j 0.00202537-0.00270474j 0.00383391+0.000445659j 0.00299894-0.00206881j 0.000397197-0.00279909j 0.00239508+0.00396557j 0.000679378-0.000231516j 0.00179602+0.00151012j 0.00072814-0.00073233j 2.62476e-05+0.000718634j 
-0.000744664+0.000336684j 0.000108599-0.0002564j -0.000551959-0.00409988j 0.00303867-0.00141971j -0.00203921-0.00251312j 0.000462064+0.00270041j 0.00149113+0.00264263j 0.000774665+4.31373e-05j -0.00350479+0.00351527j -0.00176488-0.00284084j -0.000423653+0.000391162j 0.00244682+0.000591205j -0.00148895-0.000614248j 0.00482611+0.000804361j -0.000390115+0.00096284j 0.00221859-0.00324467j -0.000793386-0.000361176j 0.000959357+0.00122744j -0.00230452+0.00205112j 0.00320824+0.000675237j -0.000766179+0.00209035j 0.00454874-0.00121433j -0.000115132+0.00148968j -0.000855122-0.0014067j -0.00107136+0.00253809j 0.00273424+0.000760457j -0.00011718-0.00275975j 0.00203139+0.00452948j 0.000566482-0.00410655j 0.000636505+0.000291058j 0.00100788-0.00215384j 0.00152678-0.00418887j -0.00183664+0.00128444j 0.00428344-0.00184362j -0.000614099+0.00124517j 0.000176455-0.0023222j -0.00267037+0.00184835j 0.00171882+0.00104593j 0.00179524+0.000786809j -0.00115632-0.00100277j 0.00358993-0.000991085j -0.000877189+0.000859253j -0.00159702-0.000478335j 0.00108666+0.000166088j 0.000981956+7.83781e-05j -0.000782766-0.0015316j -0.00275062-0.00127756j 0.000815378+0.00189028j -0.00161705-0.00295732j -0.000519767-0.002084j 0.00395266-0.00420093j 0.00360068-1.68607e-05j -0.00231766+0.00173993j -0.00134273-0.00135695j 0.00176819-0.00192656j 0.00229286+0.00432565j -0.00118043+0.00572112j 0.00318583-0.000496229j 0.00202695+0.00199584j 0.00113845+0.003658j 0.000210496-0.000857928j -0.000127968-0.00452499j 0.00273238-0.00191389j -0.000668212+0.00153603j 0.000217894-0.00185968j 0.00110847+1.20727e-07j -0.000572718-0.00266315j -0.00202989+3.49322e-05j -0.00222807+0.000786813j 0.000746835+0.000514296j 0.00244775+0.00292871j 0.00298116+0.0025322j 0.0020175+0.00451714j 0.000864845+0.00123352j 0.00121838+0.00169826j -0.00102107+5.93365e-05j -0.000397664-0.00166296j 
-0.00156681-0.000216321j -0.000896236+0.00106384j -0.00118515+0.00130355j -0.00146577+0.000774826j -0.000310347+0.00523409j 0.000609516+0.00535727j 0.00176575-0.00126111j -0.0002566-0.00301578j 0.00305253+0.00890564j -0.00326424+0.000250792j -0.000228708-0.00318825j -0.00104365-0.00102455j -0.00125412-0.00108847j -0.00311235-0.00290289j -0.00463454-0.000609318j -0.00159155+0.000334063j -0.00205823+0.00131699j 0.000949779+0.000621497j 0.000813074+0.00575758j -0.00142612-0.00717768j 0.00169195+0.000180234j -0.000429038+0.00128303j -0.000970094+0.00282245j -0.000531537+0.00144293j -0.00196031+0.000508172j -0.000401041+0.00276049j 0.000285975+0.00452612j -0.00361269+0.00242175j 0.00280787+0.000492706j 0.00223803-0.00094263j 0.00366242+0.000330541j 0.00139964-0.00471333j 0.00219972-0.00018752j 0.00127454-0.00100234j -0.000515628-0.000617239j -0.0022243-0.000928063j -0.00214489-0.00151613j -0.000142567-0.0016599j 0.000675849-0.00217812j 8.93546e-05-0.0013397j 0.0017812+0.00199763j -0.00114644-0.00134865j -0.00113179-0.00187743j -3.08329e-05+0.00253059j -0.000546129+0.000311885j 7.78982e-05-0.00315124j 0.00230525+0.00328308j -0.000190607-0.000334468j -0.00196605-0.000822419j -0.00106409+0.000556154j 0.000678639-0.00320855j -0.00042031+0.00183385j 0.000721275-0.000224052j 0.000393397+0.00180689j -0.00232664-0.00144283j 0.00151353-0.000466444j 0.00221206+0.000590663j -0.000910651-0.000221552j 0.000642873+0.00140556j 0.000380783+0.000375962j -0.000888881-0.000536801j -0.00132511-0.00602982j 0.00135646+0.000613527j -0.00127556-0.00120207j -0.000462672-0.0004436j 0.000492135+0.000586415j -0.000290241-0.00158612j 0.00135279+0.00044031j 0.00110176+0.000941151j -0.000864083+0.0005841j 0.00119906-0.000616087j 0.00121121+7.66433e-05j 0.0038304+0.000101056j -0.000877312-0.000535604j 0.000460904+0.000912117j 0.00113133-0.00155731j 0.00121415+0.0011331j 
-0.00288951+0.000921108j 0.00175925+0.00181169j -0.00193759-0.00176089j -0.00125047-0.00270353j -0.00475841-0.00465204j -0.0026961+0.00463486j 0.000936412+0.000551662j 0.00455788+0.000283002j -0.00872376+0.00459103j 0.000271245-0.00862946j 0.00423495-0.00134995j 0.00145995-0.00164639j -0.00260427+0.000856469j 6.62637e-07-0.00133791j 0.000648703-0.00476457j -0.0022376+0.00619779j -0.0021893+0.000895734j -0.000779854+0.00304223j -0.00242463+0.00165879j 0.00765777-0.000485148j 0.000613653+0.00024156j 0.00681168-0.0016998j 8.77391e-05+0.00288459j 0.00239079+0.00195189j -0.00290727-0.00169492j 0.00471591-0.000964152j -0.00212372+0.00236657j 0.00186044+0.00844963j 0.00164612-0.00238571j -0.00120923-0.00233576j -0.000464849-0.00102821j -0.000522608-0.00250232j 0.00162558-0.0032772j 0.00202766+0.00137773j 0.00295011+0.00383692j -0.00351965-0.00384902j -0.00319917+0.000665444j 0.00257431+0.00283495j -0.00302852-0.000183352j -0.000679589-8.27761e-05j 0.00312304-0.0053624j 0.00375753-0.000315034j -0.00527853+0.00249375j 0.000983328+0.000906585j -0.000805615-0.00205742j -0.000972033-3.65994e-05j -0.000569225+0.00045077j -0.0018987+0.000837439j -0.00183556+0.00140527j -0.00480279+0.000339108j 0.00269773-0.00476688j 0.00152097+0.00138731j -0.000252562+0.000617997j -9.85461e-05+0.000146185j 0.00332362-0.000139264j -0.000942475+0.00245598j -0.00123465+0.00235165j 0.000860273-0.00215558j -0.000729934+0.000933518j -0.00159171+0.000368598j 0.000259452+0.000189934j 0.00148553-0.0010417j 0.000456229+0.00218811j -0.00176521-0.000744866j 0.000377786+0.00281961j -0.000137101+0.000906153j 0.000627181-0.000520833j -0.000856613+0.00036038j 0.000442322+0.000958817j 0.00175551+0.000888719j 0.00242808+0.0020242j 0.00174083+0.00186548j -0.000768803+0.00396281j 0.00125965+0.000800085j 0.000385781+0.000588252j 0.000157614-0.0009656j 0.000978499-0.000414269j 
-0.00261196+0.000318074j -0.00051379+0.00158486j -0.00258227-5.09482e-05j 3.01003e-05-0.000611407j -0.00383594+0.00303279j 0.00232356+0.00142042j 0.00117893+0.000401507j 0.00086336-0.000409151j 0.00215375+0.00303625j -0.00614385+0.000439421j -0.00345073-0.000526759j -0.00132218-0.00103939j 0.000386297-0.00180305j 0.000930749-0.00206448j -0.00369705+0.00125253j 0.00432052-0.00182479j 0.00132835+0.000142126j 0.00191238-0.000118993j 0.00150314+0.000166324j -0.00284901-0.00278701j -0.00310806+0.00198937j -0.000910613+0.00285816j -0.000516312-0.0014669j -0.00142221+9.01394e-05j 0.000219986+0.000457818j -0.00197046+0.00288331j 0.00236194-0.000924486j -0.00271752-0.000304416j 0.00102963+0.000755385j 0.000997981-0.00264199j 0.00220978-0.00160689j 0.00414364-0.000862787j 0.00284908+0.000309692j 0.00115221-0.00278057j 0.00122849-0.00124624j 8.02887e-05+6.10052e-05j 0.000213335-0.00117614j 0.000248487-0.00305986j 0.00166219-0.00186324j -0.00211889-0.00133992j 0.00112523+0.00347071j -0.000308774+0.000815954j 0.00124432-0.000235443j 0.00186268+0.000715945j 0.00120018-0.000624656j -0.000907406-0.00142863j -0.00109639-0.00034642j 0.00105643+0.000406404j -0.00139491-0.00258084j 0.00419027-0.00239243j -0.000530521-0.000170616j 0.00141652+0.000242814j 2.64856e-05+0.000260681j 0.000502007+0.0012434j -0.00258647-0.00185413j 0.00212291+0.000639376j -0.00191418+0.000391037j -0.00136228-0.000204273j 0.0016049+0.00108143j 0.000600241+0.00104047j -0.00275275-0.00122251j -0.00208421-0.00149837j 0.00055384-0.0011183j -0.00307982+0.00108513j 0.0027072-0.00252567j 0.000386292-0.000563584j 0.000386324+0.000547546j 0.00219207-0.00161524j 0.000920175-0.00112402j -0.000104176-0.00133206j 0.000732493-0.000879852j 0.00103989-0.000549142j 0.000502853+0.00235619j 0.000647144-0.000362618j -0.000392964+0.000374665j 0.000805792-0.00162686j 0.00130501+0.000440501j 
0.000460691+0.000219943j 0.000336809-0.000465601j -0.00119914-0.00181274j 0.00165145-0.00143565j -0.000497856-0.00215783j 0.000192145-0.00110464j 0.000878028-0.000146798j 0.00217233+0.00253961j -0.00182202-0.00259365j -0.00134067-0.000294155j -0.00132569+0.00156114j 4.49647e-05-0.000412832j 0.000315608+0.00216749j 0.00137558+0.0013075j 0.00229954+0.00070509j 0.000369274+0.000579422j 0.000773021-0.00132253j -0.00136751+0.00114339j -0.000385714-0.0019799j 0.00134587+0.0033059j -0.000943306+0.000333136j -9.58279e-05+0.000393144j 0.000932606-0.00200255j 0.000226374-0.000988435j 0.000978445+0.00103287j 0.00261066-6.1684e-05j -0.00186485-0.00290337j 0.00164307+0.000441386j -0.00166377-0.000325467j -0.000747758-7.96407e-05j -0.00203105-0.00106088j -0.0012911+0.00121825j 0.000814374+0.00140797j 0.00131347-0.00104511j -3.23817e-06+0.00080757j 0.00077882+0.00108516j 0.00122489+0.000404072j 0.000198107+0.000868327j 0.000174111-4.73217e-05j -0.000223996-0.00168158j 0.000125231-0.00277432j -0.00076348-0.00045939j -0.000534133+0.00321575j -0.000643229-0.00144557j 0.000750901-0.000369635j -0.000890562+8.00406e-05j -0.00146679-0.00114238j 0.00126318+5.13243e-06j -0.000261159-0.000712579j -1.24324e-05-0.000118844j 0.000260006+0.000568337j 0.0018528-0.0016722j -0.000781705+0.00155714j -0.000334183-0.00103185j 0.00252267+0.000512861j 0.00144492+0.00114326j -0.00127597+0.00164589j 0.00188654-0.00161206j 0.000161754-0.00100756j 0.000882253-0.000304828j -0.000993347-0.000660873j 0.00067028+0.00208037j -0.00152101-0.00165203j 0.000605979-0.000342033j 0.000453111-0.000401183j -0.00183105-0.000665831j -0.000406384+0.00107147j -0.00118576+0.000191571j -0.00112523-0.000699404j -1.41606e-05+0.000173241j -0.000117553+0.000839801j 0.000115676+0.000230236j -0.000648155-6.05426e-05j 0.000204588+0.000366096j 1.42687e-05-0.000117572j -0.000829069+0.000619707j -0.000557591-0.000886768j 
-0.00074486+0.000423678j -2.81172e-05+0.00107604j -0.000321286+2.98731e-05j -9.09821e-05-0.000495687j -0.000825163-0.000969013j 0.00222049-0.0023664j -0.00185323+0.000441813j -0.000200247-0.000267154j 0.00176349-0.00251373j -0.00215819-0.000267691j 0.00062072+0.000255637j -0.000623862-0.000478769j -0.000170667+0.000660434j -0.000591493+0.00090796j -0.000160308-0.00142827j -0.00179215-0.00028309j -0.000189608-0.00134117j -0.00132855-0.00239049j 0.000757444-0.00385693j -0.00228188+0.00233249j -0.000125634-0.000445293j -1.29035e-05+0.000594599j 0.00218885-0.00279938j 0.00153056+0.0019402j 0.000364931+0.00128148j -0.00105661+0.000160057j -0.000945801-0.00135832j 0.00270924-0.00313783j 0.000122001-0.00083112j -0.00107445-0.00122425j 0.000465262-0.000178546j -0.00167522+0.00143708j 0.00257579-0.000739325j -0.00176799-0.000109712j 0.00284022-0.00219101j 9.86526e-05-0.000201162j 0.00302078-0.00225233j 0.00125093-0.00121913j 0.000882594+0.00118585j -0.00110741-0.00160308j -0.00281432+0.00157091j 0.00138854+0.00174292j -0.000370305+0.00146316j 0.000361865-0.00180635j 0.00206394-0.000907822j -2.46885e-05+0.00220165j -0.00108468-0.00318465j -0.000217631+0.00159376j 0.00205058+0.00130222j 0.0035558+0.000547445j 0.000892989+0.00120214j -0.00140347-0.000945475j -4.5007e-05+0.00156095j -0.000577061-0.00241342j -1.37363e-05+0.000528718j -0.0022167-0.0014696j -0.000893294-0.000637483j -0.000999184-0.000936662j 0.000513958-0.000936202j -0.00149664+0.000230865j 0.000403535+0.000594861j -0.00302879+0.00274846j -0.000740277+0.000666204j -7.53953e-06+0.00156816j 0.000483389-0.000538483j -0.0013814-0.00067484j -0.000260775+0.001392j -0.00130262-0.00347347j 0.00141313-0.00158792j 0.00102452+0.000217633j 0.00103433-0.000905337j 0.000170562-0.00221198j 0.000483306+0.000811726j 0.000321865-0.000310642j 0.00058842+0.000285654j 0.000254991-0.0010822j 0.000778043+0.000378564j 
-0.00295061+0.00121207j 0.000966623+0.00200181j -0.000758796-0.00177518j 0.00144604-0.000124771j -0.00299231-0.000512456j 0.00170822+0.00133063j -3.77023e-05+0.000708891j 0.00130009-0.000673303j -0.00154511+0.000342803j -0.00365784-0.000755565j -0.0022821-1.74701e-05j -0.000237352+0.000305197j -0.000249539-0.00097707j 0.00323668+7.2123e-05j -0.00132203+0.00149772j 0.00343067+2.55879e-05j 0.000906139-0.000527629j 0.00237833+0.00104011j 0.00229594-0.0010427j -0.000924729-0.00104805j -0.00172647+0.000652243j 0.00103089+0.00208837j 0.00105411+0.000134713j -0.0016231-0.0014467j 0.000663466+0.000880642j -0.000828293+0.00336066j 0.00256336-0.00199839j -0.00100577+0.00357076j 0.00144613-0.000483886j 0.000812255-0.00120313j 0.00135974-0.000780117j 0.0032735-0.00052j 0.00128144+0.000288764j 0.0029088-0.00189675j 0.00152091+0.000785922j -0.00138693+0.000873445j -0.000471089-0.000277472j 0.000993957-0.000238269j -0.000129407-0.00113697j -0.000497516-0.00158575j 0.00263232+0.000687091j 0.000106082-0.00018221j -0.00165163+0.000727903j 0.000746895-0.000369819j 1.79253e-05+9.37848e-05j -0.000914719-0.00111146j -0.000111498-0.000867465j 0.000944664+0.000278307j -0.00136915-0.00221088j 0.00228258-0.00125926j 0.000192119+0.000651025j 0.00321166+0.00158774j -0.000666344-0.000247273j 0.000902299+0.00127575j -0.0011945-0.000471893j 0.00215161+0.00194228j -0.00301213+0.000190784j -0.000456968+0.000494986j 0.00116691+0.00152374j -0.000146523+0.000713741j -0.000866362-0.0021793j 0.000316791-0.00125538j 0.000182582-0.00148807j -0.0018714+0.000661436j 0.0022931-0.000672153j 0.00086527-0.000749657j 0.000313043+1.54408e-05j 0.00211704-0.000411601j 0.000653562+0.000150201j -0.000923008-0.000341837j 0.00159263+0.00103678j 0.00143051-0.000476417j -0.000996739+0.00269359j 0.00221779+0.000510205j 1.65233e-05-0.00115165j -0.000375206-0.00165454j 0.00154354-0.00080626j 
-0.00367132+0.000240565j 0.000309479+0.00265196j -0.00352241-0.00022703j -0.000574726-0.0023654j -0.00429022-0.00191567j 0.00170772+0.000475853j 0.00028313+0.000196294j 0.00282875+0.00271101j -0.000405062-0.00071816j -0.00377688-0.00417788j -0.00237022-0.000630715j -0.00126341-0.00210394j 0.000127377-4.91161e-05j -0.000317565-0.00169731j -0.00145416+6.41762e-05j 0.00274455+0.00392653j 0.000811385-0.00028041j 0.000944872+0.00141301j 0.00160894-0.00314005j -0.000142665-0.000155983j -0.00277067+0.00199111j -0.000208768+0.00342181j -0.00108186-0.00420805j -1.94394e-05+0.000676024j 0.000297988-0.000865852j 0.000572008+0.00159793j 0.000607439-0.00087174j 0.000464073+0.00151208j 0.000220551+0.00222316j -0.00156765-0.00300714j 0.000372486-0.00225188j 0.00256897+0.00151081j 0.00426208-0.00139591j -0.000516812-0.00275922j 0.00399184+0.000415673j 0.000954156-0.00012225j 0.000618638-0.00123317j 0.000585128-0.00122284j -0.00088061-0.00267189j -0.00124213-0.00251586j 0.000165189-0.00178532j 0.00119929+0.000312481j -0.000190637+0.00303672j 0.00184361-0.000492439j 0.00198546-0.00122758j -0.00147537+8.97467e-05j -0.00147263-0.00249789j -0.000454346+0.00100054j -0.00178683+0.000668566j 0.00263804-0.000332669j -0.00190664-0.00017673j 0.000641644-0.00226227j -0.000129277+1.71207e-05j 0.00136381+0.000891881j 5.74866e-05-0.00200234j 0.00204741-0.000728272j -0.0028189-0.00224857j -0.00066031-0.000787708j 0.000313066-0.000210231j 0.000272153-0.000546143j -0.00441276+0.000342911j -0.00241547+0.00250027j -0.0018215+4.21714e-05j -0.00426966-0.000437243j 0.00365248-0.00145434j 0.00010871-0.00156543j 0.000283022+0.00209294j 0.00313424-0.00161142j 0.00109224-0.00204869j 0.000291689-0.000905645j 0.000290832-7.2876e-05j 0.000691375-0.000289067j -0.00211396+0.00155833j 0.000756549-0.000620578j -0.00155603-0.000227896j 0.00139967-0.00257067j 0.00264247+0.000967378j 
0.00170234+0.00072584j -0.000122138-0.00227534j -0.00093389-0.00184226j 0.00282707+0.000746383j -0.00364275+0.00287036j 0.00249933-0.00104206j 0.00139675+0.000125766j 0.00143856-0.000623978j 0.000888393+0.000916594j -0.00718945+0.00599897j -0.00459389+0.00306163j -0.00147755+0.00207079j 0.00214974-0.000225j 0.00390399+0.000871999j -0.000691718+0.00275198j 0.00587335-0.00382219j 0.00272693-0.000574283j 0.001117-0.00113119j 3.48852e-05-0.00158462j -0.00213174+0.00128424j -0.00533172+0.0004651j -0.00194833+0.00124406j 0.00177099-0.00343105j -0.00231045-0.00183141j -0.000466879+0.00296531j -0.00106655+0.00184817j 0.00326555-0.00408575j -0.000245748-0.0035911j -0.00116266-0.00217209j 0.00122581-0.00067245j 0.00116718-0.001664j 0.0025152+0.00150615j -9.15327e-07+0.00234391j 0.00165293-0.00324804j -0.000237034-0.000792566j 0.00253499+0.00252846j 0.000658085-9.99873e-05j 0.00147532-0.00220519j 0.00267238+0.00113803j -0.00277928-0.000742571j -0.000481798+0.00350373j -0.00206239+0.0010893j 0.00233151+0.000416946j 0.00127807+0.00132622j 0.00164014+6.86597e-05j -0.00128631-0.00135758j -0.00380318-0.0012505j 0.00251032+0.000599462j -0.000102744-0.00349119j 0.0049705-0.00308302j 4.84392e-05+8.93203e-05j 0.00189533-0.00117498j 0.000189977+0.00109144j -0.000777294-0.000644907j -0.000758635-0.00254233j 0.00225957+0.00192137j -0.00159232+0.00283993j -0.000135031-0.00107761j 0.00140557+0.000452614j 0.00121033+0.00194906j -0.00123821-0.000990744j -0.00197427+0.000705298j 0.000993996-0.00262886j -0.000536237+0.00200213j 0.00305293-0.00340528j 0.000280734-1.10718e-05j 0.000285775-0.000213788j -0.000117943-0.000349211j -0.0012709-0.000809341j -0.000142424-0.00239321j -0.000836901-2.24364e-05j 0.00104048+0.000330409j 0.00032381+0.00155555j 0.000670375+0.000732932j 0.000648229+0.000243602j -0.00107335+0.00227678j -0.00255383-0.00131669j 
