-0.224715+0.175306j 0.179056+0.224154j -0.121087+0.0672458j -0.0471339-0.131477j -0.00101785-0.101205j 0.0300895+0.02003j -0.210876+0.0652706j -0.0187231-0.171032j -0.00705068-0.0351657j 0.0560734+0.037467j -0.178077-0.0502131j -0.0224352-0.0716841j -0.095808-0.0918453j 0.0214636-0.126648j -0.144397+0.0352324j -0.094012+0.0734988j -0.118725-0.0471382j 0.027807+0.0234082j 0.0279377-0.0719401j 0.0659114-0.118691j -0.0199436-0.0133037j 0.0609379+5.18729e-05j -0.0469016+0.0366401j -0.0163963-0.136133j 0.120381-0.0349928j -0.0341182+0.0752095j -0.0454663-0.0780863j 0.00522525+0.073146j -0.00417172+0.049386j 0.0435577-0.0567993j -0.00123391-0.0168124j 0.0419384-0.051315j 0.0257873-0.03133j 0.0391541-0.0725789j 0.0753079-0.0318128j -0.0471507-0.0807811j 0.0137847-0.097512j 0.043059-0.0615075j 0.0323882+0.0215321j 0.0257716-0.104864j 0.0165484+0.0414631j 0.0544302+0.026174j -0.0519155+0.029613j -0.0533687-0.129504j 0.0148051+0.0206504j 0.0298334+0.0351601j 0.0623692+0.021825j 0.00432918+0.0159356j -0.0175864-0.021939j 0.000114788+0.0443342j -0.030279-0.0355803j 0.0507017+0.0460915j -0.00890019-0.0229905j 0.0260153+0.0677589j -0.0819489+0.0122487j 0.0847735+0.0365099j -0.0983348-0.0975721j -0.0577077-0.0169809j -0.0456939+0.0112422j -0.0741114-0.0225846j 0.00569901-0.0487999j 0.0291685-0.00167515j 0.00148327-0.0103573j -0.0866109+0.011855j -0.0464595+0.0898999j -0.0434477+0.0227759j 0.0285011+0.00980588j -0.0306342-0.0384546j 0.0859945+0.0251478j -0.126745+0.109911j 0.0900142+0.089715j -0.00939525-0.0308689j 0.0285229+0.0878453j 0.151032-0.0141221j -0.0106333-0.141852j 0.108845-0.249083j 0.248771+0.108656j 
-0.00074574+3.0438e-05j -0.000160142+5.83932e-05j -0.000387098-0.000826358j 0.00156346+0.000539658j 0.000620576+0.00190666j 0.00132253+0.00293064j 0.000833747-0.00126145j -0.000389486-0.00211812j 0.000528917+0.00479465j 0.000559693+0.00179415j -0.00181309+0.00182812j -0.000184825+0.00262795j 0.0027549-0.00272479j 0.00130334-0.00375346j -0.000550819+0.00141521j 0.00208623-0.0023737j 7.60713e-05+0.00104615j 0.00601576+0.00205254j 0.00264233+0.00142079j -0.00122214-0.00320955j -0.00227797+0.00209978j 0.000305385+0.00176699j -0.00146703-0.00113239j -0.00539986-0.00113212j -0.00198574-0.00371978j -0.00260432+0.00360025j 0.00633352+0.00138873j -0.00141262+0.0027697j 0.00205692+0.000812639j 0.0010955-7.95768e-05j 0.0051065-0.0017373j 0.00323421-0.00265787j -0.00179043-0.00198983j -0.000464104-0.00230315j 0.000443567+0.00327581j 0.0020655+0.000411558j -0.00283793+0.000755516j 0.00100929+5.25507e-05j -0.000157665-0.000401862j -0.000458421+0.0021351j 0.00374332-0.000251089j -0.00177322+0.00132804j 0.00246201-0.00440814j 0.00202844+0.00416229j -0.000566131+0.00503902j -0.00151896-0.00244033j 0.00357059+0.0016557j -0.00214432-0.00124481j -0.00514036-0.00137421j 0.000625399-0.00213695j -0.00241399+0.00111009j 0.00400218-0.00119751j -0.000562763-0.00350274j 0.00411317+0.00309607j -0.00265003-0.000885456j 0.00167362+0.000934465j 0.000947265-0.00270406j -0.000156024+0.00127893j 0.00184219+0.00106206j 0.00012306+0.00171288j -0.00327194+0.00134339j -0.0020622-0.00527274j 0.00223039+0.00448284j -0.00353889-0.000816462j 0.00111071+0.000483936j 0.00421562+0.000880311j 0.000824137-0.00416206j 0.00197881+0.00173215j 0.000958158-6.92236e-05j -0.00146284-0.00182317j -0.0013268+0.00117127j 0.00164152+0.000783667j -0.00240372-0.000462448j 0.000881517-0.000399221j -0.00172526-0.000906056j 0.000440412-0.000338909j 0.000469679+0.000157742j 
-0.000592535+0.000619154j 0.000653287+0.000352941j -0.00128945-0.000284058j 0.000270563-0.00103844j -0.00100733+0.000258957j -0.00042879+0.000312722j 0.0018905-0.000536146j -0.000141444+0.000927098j 0.000976834+5.54912e-05j -0.000505647+0.000862046j -0.00053454-0.000917878j 0.00329538-0.00253055j -0.00243421-0.000118262j -0.000563053-0.0005678j -0.000549224+0.000844958j 0.00349927-0.00136825j 0.00298687+0.00265615j -0.0026729-0.00221553j -0.00295749+0.00522896j 0.000224705-0.00140897j 0.00195357-0.00170144j -0.000897273-0.00141457j 0.000363116+0.00800486j -0.000579953-0.000324577j 0.00251019+0.00280541j 0.00368445+0.000621842j -0.000838616-0.00431926j -0.00547215+0.000987641j -0.00188323-0.00128444j 0.0020679-0.00208919j -0.00494598+0.000521114j 0.00170543-0.00123116j -0.00107904+0.00725204j 0.00609309+0.00194415j -0.00591301-0.000360803j -0.00391952+0.000336327j 0.00123562+0.0056937j -0.00266007-0.000270348j -0.000544109-0.00294403j 0.00166356+5.24907e-05j 0.000129395+0.000690774j -0.00231132-0.00328279j -0.00358048+0.000676409j -0.000129286-0.00364406j -0.000983411-0.00366661j 0.00108167-0.00210057j 0.000598273+0.0014424j 0.00311653-0.00138506j 0.00221523-0.00136663j -0.00451858+0.000483778j 0.00105458+0.000623365j -0.000288803+0.00627364j -0.000245895+0.00223656j 0.000488141+0.000119927j -0.00391776+0.00200983j 0.00433163+0.00122991j -0.00488477+0.00440778j -0.00024768+1.25004e-05j -0.000885452-0.000457606j 0.00345216-0.00355434j 0.00408601-0.00414603j 0.00464649-0.000720675j 0.00320121-0.00781624j 0.00338984+0.00139347j -0.000224714+0.00126338j -0.00151311-0.0025277j -0.00289234+0.0014673j 0.00393805+0.00286331j -0.000587072+0.00395019j -0.00098873+0.00218694j 0.000247559-0.00106758j -0.000697431+0.00160157j 0.00176049-0.00117833j -0.000570873+0.000701179j 0.000467588-9.2147e-05j -0.000561031+4.80045e-05j 1.88172e-05-0.000598839j 
-0.00105845+0.000285449j 0.000237944+0.00136497j 0.000342463-1.9149e-05j -0.00034374+0.000758215j -0.000948472-0.00135894j 0.00115544-0.00105624j -0.00109426+0.000306526j -0.000439145-0.00268089j -0.00175991+0.000628781j -0.00233973+0.000231105j 0.000746562+0.000621484j 0.000185621+0.00222917j -0.000213336+0.00171898j 0.00188619-0.00242964j 0.0033269-0.00148705j -0.00402883-0.000352701j 0.000159244-0.00115847j -0.000632779-0.0026357j -0.00136102+0.00253484j -0.00194428+0.000689404j -0.00142792-0.000531697j 0.00425748-0.00143608j 0.000822653+0.00101367j -0.00241546-0.00104728j 0.00114929+0.000597425j 0.00184915+0.00483001j 0.00284111+0.00452801j 0.000261462+0.000796801j -0.000175409-0.00144751j -0.00147236+0.000541499j 0.00370151+0.000332121j 0.00162747-0.00150732j -0.000998498-0.000609144j -0.000457969+0.000711779j 0.00304818+0.00110867j 0.00355967+0.00196905j 0.00460466+0.000317234j -0.00055042-0.000641674j -0.00224457-0.000443528j 0.0011321-0.00356951j -0.000115275-0.00164785j 0.00237005-0.000837622j 0.00160031+0.00207891j -0.00202583+0.00122076j 0.000844937+0.00226325j -0.000588415-0.00141273j -0.00241996+0.00263954j 0.00317536+0.00346899j 0.000662693-2.614e-06j 0.00274464-0.00115278j -0.00280132-0.00460886j -0.000226177+0.00193323j -0.00154689-0.00312382j 0.00161311-0.0026175j -0.00346144+9.58842e-05j -0.000288915-0.00347464j -0.000865143-0.00416442j -0.000181766-0.00304809j -0.000231017-0.00375438j -0.000337051+7.82884e-05j -0.00364731+0.0010018j 0.000121313-0.000889317j -0.00034276+0.00249182j 0.000991683-0.00178178j -0.0015525+0.00274686j 0.000149898+0.00169499j 0.00316758-0.00119805j -0.000180474+0.00129086j 0.00085743+0.000915379j -0.00287632-0.000372353j 0.00043177-0.000224762j 0.000167997-0.00181901j 0.00200406-0.00231189j -0.00108861-0.00123145j -0.000156213-0.000413751j 0.000710581-0.00146312j 0.00142428+0.00105948j 
0.00103226-0.000954626j -0.000997971-0.00139624j 0.000299984+3.23549e-05j 0.000516901-0.000172983j -0.000253237+0.000640317j -0.000542136-0.00114933j 0.000186947+0.00188818j -0.00223348+0.0022325j 0.00188258-0.00195504j 0.00214059-0.000703938j -0.00212695-0.00116385j -0.000185344-0.00179086j -0.00132931-0.000516451j -0.00147199+0.00309046j -0.00025417+0.00458986j 0.00413447-0.00543766j 0.00278124-0.00293496j -0.00230225-0.00105352j 1.95067e-05+0.00428809j -0.00167132-0.00221445j -0.00255048+0.00333916j -0.00264237-0.00368053j -0.000322029-0.000939828j 0.00199841+0.00173626j -0.00211402+0.00235001j -0.0039539-0.00181247j -0.0015803+0.000510063j -0.0015175-0.00207538j -0.00382721+0.0027384j 0.000879834+0.00176231j 0.000821391+0.00113119j 0.0013211-0.00331351j -0.00196054+0.00498669j -0.000814935+9.12119e-05j -0.00310812+0.00223243j 0.00168131-0.00242812j 0.00359492+0.00197102j -0.00323562-0.000343638j 0.00231526+0.000256682j 0.0032415+0.00320847j 0.000190363+0.00412018j 0.00196256+0.000875046j 0.000208142-0.00317053j 0.00259072-0.000889167j -2.92846e-05+9.40191e-05j 0.00232227-0.00085575j -0.00253493+0.0039982j 0.00117783+0.0017755j 0.00274908-0.000705001j -0.000595012+0.002224j -0.000914594-0.00250709j -0.00122237+0.00251616j 1.06824e-05+0.000171692j -0.000896027-0.00113464j 1.71066e-05+0.00244176j 0.000688361-0.00253358j -0.00222818+0.00256497j 0.00224313+0.00257895j 0.00334268+0.00088357j 0.0017358+0.00323519j -0.000165906-0.00224733j 0.000605572-0.00312248j 0.000746196-0.00425681j 0.00175676+0.000695275j 0.00217942-0.00137474j 0.000353649+6.9288e-05j -0.000709034-0.000431694j 0.000521993-0.000215272j -5.31864e-05-0.000172046j 0.00309708+0.000168926j -0.00100089-0.000687167j -8.06954e-05+0.0026334j -0.00135878+0.00105314j 1.55781e-05+0.000698307j -0.00046162+0.0010754j -0.000262594+0.00135166j -0.00128812-0.00061442j 
-0.000635219+7.36438e-05j 0.000332413+0.000677741j -0.000861104+0.000197257j 7.1781e-05-0.00114043j 0.00120715-0.000576467j -0.000465575-0.000591418j 0.000378852+0.000401828j -0.000870901+0.00156543j 4.07553e-05-0.0014079j 0.0019896+0.000322747j -0.00215962-0.00111222j 0.00229892-0.00179014j -4.87247e-05+0.00167336j -0.000936771+0.000131754j 0.00176305+0.000892224j 0.00293814+0.000673902j 0.0012968+0.000210815j -0.0012835+0.000434706j -0.00173275+0.00264391j -0.000688982-0.000775923j -0.000437857-0.00091359j -0.00100627-0.001564j -0.00309575+0.000228879j 0.00168132+0.000736514j 0.00186334+0.00177329j 0.00273649+0.000822378j -0.000810247-0.000540692j -0.00172112-0.00172159j -0.00162342+0.00198657j 0.00205244+0.000748769j -0.00314086-0.000230509j -0.000140809+0.00037977j -0.00175301+0.00242852j 0.00206847+0.00246634j -0.00416182-0.0002364j 0.000490056+0.00082192j 0.00283374+0.000873686j -0.00275219-0.000475784j -0.000392302-0.00124282j 0.00196024-0.000708037j -0.00267026-0.0013542j -0.000373088-0.00159824j 0.000442474+0.00152987j 0.000187972-0.00291023j 0.00214548-0.000309379j 0.00141651-0.000662712j 0.00167308+0.00332353j 0.000803997-0.00177639j 0.00187702+0.000431577j -0.0027241+0.000106154j -0.000925126-0.000122778j -0.0014416+0.00111804j 0.000778999+0.00174398j 0.000822394-0.000413203j -0.00131533+0.000745449j 0.00212475-0.00153221j -0.00388375-0.000414766j 0.000446342-0.00123098j -0.000735214-0.00189435j 0.00278783-0.00178582j -1.71098e-05+4.44946e-05j 0.00124213-0.000692197j 0.00209845-0.00227774j 0.000521788+0.000140052j 0.000803619+0.00183867j -0.00127141-0.000473095j -0.000625346+0.00119774j 0.00255135+0.00274661j -0.00159235+0.00144292j -0.00113066+0.00154964j 0.000244155-0.00101071j -0.00168913+0.000296763j 0.000377607-0.00102518j -0.000720928-7.70401e-05j -0.000417303-0.000225891j -0.000193102-0.000242649j 0.000439514-0.000143348j 
0.000161993-5.04993e-05j -0.000136629-0.000698238j 0.00020816-0.000838685j 0.000585728+2.38089e-05j -0.00200504-1.2073e-05j -0.000224449+0.000548749j 0.000849442-0.000132991j 0.00036099-0.000195864j -0.00107572+0.000187594j -0.000196971+2.75603e-05j 0.00110717+0.00155756j 0.00150587+0.000443097j -7.3535e-06-0.00239954j 0.00331282-0.00122589j -0.000854155+0.000223942j 0.00166289-0.00293431j 0.00110642+0.0013477j 0.00129395-0.00117512j 0.000445259-0.000820414j 0.000412918+0.00112378j 0.000573188+0.000114737j 0.000849344-0.000282969j 0.00338065+0.00321938j -0.0035772-0.000801929j 0.00104517-0.00117657j -0.000621148+0.000578959j 0.00335247-0.00360912j -0.0010201+0.00221557j -0.000107855-0.00226815j -0.00040681-0.00160751j 0.000626299-0.00136487j 0.00202422-0.00104697j 0.000509596+0.00136059j 0.00202649-0.00047121j 0.000139424-6.4678e-05j -0.00280073-0.0013594j -0.00135519+0.00302692j 0.0010935+0.00109016j -0.000964113+0.000234855j -0.00183096+0.0016374j 0.00294849+0.00219302j -0.00104783+0.000193024j -0.00175279-0.00168021j 0.00206439+0.000430106j -0.00201124-0.00195668j -0.00155012-8.75467e-05j -0.00127228-0.00175498j 0.0025609-0.000463448j -0.00123686-0.00185788j 0.00193611-0.00276741j -0.000415394+0.00226871j 0.00286531+0.00250553j -0.000758938+0.000486572j -8.91806e-05+0.00100711j -0.00163341-0.000418205j 5.36542e-05+0.00291252j -0.00122096+0.00343009j -0.00183136+0.00120696j -0.000107248+0.00156398j -0.000170652+0.000148626j 0.00155764-0.00226657j 0.00108109-7.38986e-05j 0.00136305-0.00170898j -0.000152056+0.00194206j 0.000879457-0.000214153j 0.00195639-0.001515j -0.00140869-0.000650054j 0.00135394+0.000133425j 0.000501376+0.00106521j 0.000700852-0.000528478j 0.000680716+0.000277428j 0.00110516+0.000501178j -0.00134376+0.00165521j 0.000790627+0.00064868j 6.11338e-05+0.000275276j -0.000110797+0.000208154j -0.00026705-0.00045384j 
-0.00198138-9.56783e-05j 0.0006907+0.00140242j -0.00296951+0.00101208j -0.00172056-0.00169197j -0.00346567-0.00259029j -0.000972104-0.000773767j 0.00129721-0.000315378j 0.00405777+0.00430715j -0.00263664-0.00309503j -0.0037097-0.00439994j -0.00151673-0.000706288j -0.00170936-0.000795386j -0.000810207+0.00203693j -0.000959918-0.000223129j 0.00279475+0.000336775j 0.00308083+0.00735053j 0.00152123+0.00078881j -0.00168331+0.000494745j -0.0010942-0.00172803j 0.00271516+0.000823303j -0.000452821+0.00121181j 0.000298535+0.00293397j -0.00476536-0.000410418j 0.000473697-0.00182332j 0.0012658+0.000492989j 0.00386004+0.00068834j -0.000320464-8.24743e-05j -0.000103372+0.00288615j -0.000980559+0.00307136j -0.00183427-0.000856836j -0.00311692-0.00127735j 0.00265689+0.00352518j 0.00200374+0.000172216j -0.000514337-0.00052943j 0.00330258-0.000103545j 0.00205421+0.00154036j -0.00071271+0.00174698j -0.00218931+2.86621e-05j -0.00428879-0.00452228j 0.0015658-0.00299131j -0.000840213-0.00678201j 0.000839807-0.00390904j -0.00047201+0.00529463j -0.000930563-0.000589131j 0.000463522-0.00185768j -0.000587741-0.000506267j -0.00375457+0.000167802j 0.00214769+0.00206862j -0.000861511+0.00177463j -0.000461259+0.00148505j -0.00397945-0.000807306j -0.00140712-0.00185756j -0.00259163-0.000790424j 0.00124934+0.00147004j 0.000973202-0.00182523j 0.00370642-0.00102092j -0.00327576-0.00475979j 0.0016474-0.00164168j -0.00227938-0.00316172j 0.00223441-0.00379124j -0.00386836+0.00106882j 0.00387182+0.00647827j -0.00387284-0.000976872j -0.00214131-0.00280072j 0.000392831-0.000819674j -0.0014742-0.00302464j 0.000387305+0.0025085j 0.0026979+0.00134971j -0.00105658-0.00121474j -0.00230441-1.57189e-05j -0.00079025+0.00018769j -0.00110236-0.000389009j -0.00214479-0.00266999j -0.00135209-0.000703973j -0.00197534-0.000655878j 0.000965332-0.00107015j 0.00159175+0.00088671j 
0.000619874-0.000251786j -0.00093652-0.000945177j -0.00108519+0.000415121j 0.00137502+0.000414094j 0.000333999+0.00462665j 0.001619+1.53974e-05j 0.000236042-0.000416889j -0.000352936+0.000291921j 0.0038696+0.00073741j -0.00243484+0.00512838j -0.00499195+0.0017913j -0.00280309+0.000595434j 0.00194288-0.00148003j -0.000698945+0.000815094j -0.00224317+0.00371362j 0.00461172-0.00224886j 0.00236899-0.00109516j 0.00137362+0.000220569j 0.00167644-0.0017029j -0.00318232-0.00141241j -0.00513592+0.00282716j -0.00393421+0.00291643j -0.000883961-0.00737623j -0.000228101+0.000513581j -0.00166468+0.00095027j -0.00300307+0.00105927j -5.2415e-05-0.00264315j -0.0011484-0.00508671j -0.00164913+0.00142773j 0.00174964+0.000210529j 0.000842261-0.00122049j 0.00147948+0.00109909j 0.00100454+0.0010712j -0.00190354-0.00380125j -0.000861614-0.000113062j 0.00432958+0.000386155j 0.00145709-0.00172571j -0.000112339-0.00259678j 0.00365065+0.00032144j -0.00111033-0.000466082j -0.000138427+0.0029305j -0.00109353+0.00213564j 0.00319925-0.000232895j 0.00157892+0.000342736j 0.00162828+0.00151881j -0.000396596-0.000710491j -0.00179074-0.000324045j -0.000443011-0.000428305j -8.2078e-05-0.00191215j 0.00323944-0.00173137j -0.000505229+0.00135896j 0.000989265-0.00304603j 0.00124729+0.000468924j -4.98949e-05+0.000772542j -0.000489156-0.000293169j 0.00197188-0.000904477j -0.00113732+0.000459607j 0.000869325+0.00104722j 0.00197545+0.000510213j 0.00107193+0.00158682j -0.00319396-0.000644016j -0.00327865+0.000431458j -0.000819578-0.00148032j -0.00189335+0.00103351j 0.00369324-0.00456864j 0.000470531+0.000945575j 0.000550556+0.000868494j 0.00133933-0.00153599j 0.000174411-0.00252551j 0.000486549-0.00218282j -0.00239006-0.000351375j -0.000456099+0.000965107j -0.00137546+0.0020666j 0.000269499-0.000292341j -0.00104388+0.000650119j -0.000110348+0.00124842j -0.00132174-0.000336835j 
-0.000466253+6.87339e-05j -0.000114443+0.000549489j -0.0012834+0.00137447j -0.00165963+0.000629113j 0.000332784+0.00291509j 0.000770599+0.00282877j 0.000269784-0.00205699j 0.00171027-0.000168414j 0.00337426+0.00386117j -0.00325956-0.00215939j 0.000476503-0.00429331j -0.00437502-0.00177406j -0.00101263+0.000324654j -0.00724336-0.000740022j -0.00389756-0.00124535j -0.00311297+0.00716924j -0.00319091+0.000886576j -0.000542715+0.00218477j 0.001623-0.000469482j 0.000516012-0.00378157j 0.00243542-8.56881e-05j -0.00220535+0.00448069j -0.00253654-0.0019777j 0.00334339+0.00289038j -0.00299924-0.000859947j -0.000824337-0.000330062j -0.00327142+0.00421309j -0.0020738+0.00068586j 0.00351102+0.00339603j -0.000688494-0.000570592j 0.000473817+0.00104168j -0.00103994+0.00097075j 0.00391058-0.00454322j -0.00184035-0.000455604j 0.00213952-0.00267694j -0.00253088+0.00118478j -0.00363043-0.00466642j -0.000510631-0.00136343j 1.93761e-05-0.00261455j 0.000669213-0.000643082j -0.000683944-0.000406644j 0.000255208-0.00120362j -0.000822004+0.000596209j -0.00104118+0.000521622j -1.65193e-05-0.00059834j 0.000970585+9.43704e-05j 0.00253428-0.000608336j -0.00411748-0.000181781j -0.00141503+0.00223783j -0.00234283+0.00224742j 0.00067394+0.000510936j -0.00307734-0.00330528j 0.00168067-0.000583952j -0.000686211+0.00272949j 0.00165145-0.000350889j -0.00110612-0.000544628j 0.00393434-0.00365458j 0.00014548+0.000657578j -0.000594211+0.000389798j -0.00090348-0.00114007j -0.00116194+0.00192726j -0.0020664+0.0019978j -0.00220023+0.00234931j -0.00164214-0.00156348j -0.000498617-0.00114356j -0.00164016-0.00115234j -3.33114e-06+0.00115224j -0.00136686-0.00225409j 0.00111762-0.00215458j -0.00117068-0.000405067j -0.000374938-0.00043223j -0.000714779-0.00156531j 0.00150818-0.000389423j -0.000473314-0.00167402j -0.00078313-0.000270982j 0.00139092-0.000829736j 0.000732564+0.00166563j 
0.00107264-0.00052761j -0.000958564-0.00072603j 0.000759999-0.00122646j 0.00137861+0.000874659j 0.000805771+0.000106917j 0.000548328-0.000433991j 0.00057327+0.000794709j 0.000241366-0.000265743j 0.000305114+0.000663259j -0.00334737+0.0018135j -0.000838063+0.00222164j -0.000541941+0.0019717j 0.000774166+0.000583514j 0.00276659+0.00118659j 0.000887054-0.000635253j -0.0017365-0.00147768j -0.00153611-0.000822057j 0.000550266-0.000341157j -0.000129537-0.00209385j -0.000155771+0.00263187j 4.67465e-06+0.000651825j -0.00016295+0.000222108j -0.00037196-0.00183661j 0.000294551-0.00273254j 0.00061591+0.00233723j 0.00198928+0.0010234j 4.40853e-05-0.00158333j 0.00216706-0.000740441j 3.37644e-05-0.0027321j 0.000995493-0.000192151j 0.000342453-0.00145518j -0.00270371+0.000102196j -0.000452813+0.00134043j 0.000676662-0.00161406j 0.00152572+0.000659316j 0.00146709-9.23362e-05j -0.00097728-0.00173923j 0.00258142-0.000121201j 0.00227421+0.00127108j -0.00118057-0.00306277j 0.000914522-0.00112294j -0.00056719-0.000692285j 9.83149e-05+0.00200752j -0.00209023+0.000305354j 0.000806668+0.000239166j -0.00170908-0.00110142j -0.000305226-0.00181769j 0.000972835+0.00123687j -0.000364256-0.00158691j 0.00135518-1.451e-05j 0.00175556-0.00056852j 0.00103042-0.00159949j -0.00128115+0.000188307j 4.60082e-05-0.0017685j 0.00264663-0.000938636j 7.42147e-06+0.0021453j 0.000854452+0.00216331j 0.00106021-0.00205932j 0.000803552-0.000728186j 0.000128508+0.000975405j 0.000267059+0.00110919j -0.00195016+0.00110686j -0.000189914+0.000789914j 0.000616922-3.60955e-05j -0.000473327-0.00179108j -0.000842208+0.00171155j 0.000372146-0.00109449j -0.00316231+0.000106315j -0.00132737-0.000884394j -2.97614e-05-9.94042e-05j 0.000583281+0.000294898j 0.000108363-0.000676002j 0.001889+0.000487395j -0.000352894+0.00022965j 0.00115405+0.000687804j -0.000718677+0.000283761j -0.000535669-0.000562376j 
-0.00175506-0.00020294j -0.00096874+0.00200735j -0.00142078+0.000748762j -0.000575084-0.000559286j 0.00100404+0.00291888j -0.000160907+0.00116057j 0.00190321+0.000931463j -0.000736763-0.00143553j 0.00286193+0.00305679j -0.00542832+0.00218268j -0.00109679-0.00183672j 0.000931901+7.89169e-05j -0.00331748-8.26418e-05j 0.000291578-7.24281e-05j -0.0021849+0.00100961j -0.000678292-0.00160098j -0.0015772+0.00121337j -0.00214672-0.00164588j -0.00359475+0.00483536j -0.000376785-0.0026226j 0.00350449-0.000121918j 0.000607827+0.000137749j -0.00167212+0.00554868j -5.98706e-05-0.0019014j 0.00117087+0.00537248j 0.00169731+0.00127257j -0.00256704-0.00108742j -0.00174602+0.000305774j -0.000332754-0.00247947j 0.00298054-0.00054974j -0.00173611-0.000544946j -0.0012683-0.00378962j -0.0011344+0.00633247j 0.00159436-0.000449772j -0.00224777-0.00312212j -0.00045116-0.00152276j -0.000163841+0.00335149j -0.000428235-0.00274499j 0.00361939-0.00197491j 0.00100494-0.003783j 0.000976778-0.000813173j -0.00239423-0.00248935j -0.00253005+0.000611968j -0.00231114+0.000156124j 0.000802932+0.000920828j 5.74922e-06-0.00212928j -4.50819e-05+0.000980908j 0.00280212+0.00161865j 0.000754292-0.00217754j -0.00266349+0.00306832j 0.00378372-0.00344179j -0.00116434+0.00304146j -0.004952+0.00205443j 0.000335317-0.00146664j -0.00147427+0.000134468j 0.00468329+0.00199782j -0.00104933+0.00162156j 0.00307581-0.00263461j 0.00136725-0.000923478j 0.00190324-0.000533759j 0.00322787-0.00109394j 0.00235459-0.00320424j 0.0022303-0.00242716j 0.00191554+0.00019063j -0.00308242-0.000288515j -0.00236459+0.000558305j -0.00170786-0.00269064j -0.0028839+0.00261728j -0.00177894+0.00151967j -0.00150326+0.00295403j 0.0012777-0.00142383j -0.00104873+0.000752676j 0.00671094-0.00148682j -0.00188101-0.00041299j 0.00112525+0.00106052j 0.000699035-0.00178063j 0.001404+0.00104235j 
-0.00154632+0.000416857j 0.00068448+0.00140225j -0.000920456-0.00067083j -1.44703e-05-0.00131652j -0.00108159-0.00237134j 0.000346653-5.4472e-05j -0.000672606+3.1046e-05j 0.001499+0.000571375j -0.00241227-0.0010515j 0.000374864-0.00165201j 0.000480837+0.00012624j 0.000503776-0.000899167j -2.74499e-05+0.000982085j 0.00140449+0.000179687j 0.000473094-0.00143815j 0.000176403+0.00336206j 0.00011391+0.000371654j 0.000109831+0.000567785j -0.000157576-0.00288282j 0.00162498+0.00151571j -0.00035674-0.00101815j 0.0019688+0.00114871j 9.56735e-05-0.00110869j 0.000795524-0.000337386j 0.00118927-0.00035277j 0.00223824-0.000364613j -0.0013637-0.000683653j 0.002316+0.00116721j 0.0004624-0.00115231j -0.00150058-0.000563359j -0.00161228+0.000151457j -6.87365e-05+0.00231609j 0.00231172-0.00204037j 0.000291987-0.000394962j 0.00174692-0.000540938j -0.000266728+0.00076567j -0.000198826-0.000826674j 0.000764943+0.000291467j -0.00187787-0.00044915j -0.0014134-0.00157775j -0.00119243-0.00253995j 0.000364111+0.000224541j -0.00054992+0.00316365j -0.000660492-0.00122385j 0.000461289-0.00164259j -0.000343973+0.00143773j -0.00179056-0.00206219j -0.000257481+0.000303141j 0.000180285+0.00121068j 0.000763564+6.9901e-05j 0.000759703-0.000298115j -0.000245687-0.00102107j 0.000268021+0.00146589j -0.000608812-0.000531635j 0.00129348-0.00127614j 0.00035627-5.90666e-05j -0.00106782-6.4578e-05j -0.000464961-0.00121469j -0.00129374-0.000357084j -0.000710618-0.000911028j -0.000247548+2.64643e-06j 0.000452409+0.00291191j -0.00153398+0.000212037j -0.00097029-0.000264544j 0.000401771+0.000285176j -0.00135777-0.00052958j 0.000311275+0.00214828j 0.000115462-0.000910526j -6.25021e-05-0.000755001j 0.000454735+0.000118802j 0.00116957+0.000366762j 0.0004146-0.00105067j -0.000748774+0.000597168j 0.000741996+0.000178845j 0.000260175-0.000540752j -7.93172e-05-0.0011001j 0.0011194-0.000159409j 
