-0.0251492+0.104225j 0.0301785-0.00499389j -0.0134774+0.00385977j -0.116223+0.0486271j -0.0285722+0.0154365j 0.0420378+0.0258948j 0.097386+0.00788029j 0.0554688+0.0193632j 0.0302566+0.0338095j 0.0151289+0.0131407j 0.0398108+0.0185174j -0.00491543+0.0196153j 0.0592107+0.0783189j 0.010466-0.0491502j 0.0153503+0.0232237j 0.0418036+0.0406119j -0.00432277-0.019834j -0.00483474-0.0544475j -0.00825332+0.0197622j 0.0283692+0.0289195j -0.0166128+0.052734j -0.000250163-0.0294198j 0.033641+0.0724809j 0.0261594+0.0319389j 0.0152661+0.000116924j 0.00732042-0.0319902j -0.00863097-0.0214792j -1.46901e-05-0.0178384j 0.000310715-0.0249393j -0.0126872-0.0420695j 0.0351911-0.0488576j 0.0240124-0.0203578j -0.0699845-0.0466454j 0.0962626-0.0414814j 0.0217596+0.0375939j 0.0455901-0.0613108j -0.0345995-0.0183656j -0.0842358-0.0643856j 0.0475005-0.0218156j 0.0213577-0.0614276j -0.067256-0.199095j -0.168056-0.0949084j -0.175379+0.189187j -0.186845-0.0961905j 0.102338+0.0291224j -0.0507906-0.0916899j -0.0588116-0.0703647j 0.0173077+0.111572j 0.0528578-0.0287486j -0.100072-0.180357j 0.205975-0.318057j 0.326074-0.126781j 
-0.00765035-0.00962554j 0.0103387+0.000800199j -0.000672085-0.000805531j -0.000732059-0.00686582j 0.0119475+0.00313009j -0.00484362+0.0056269j -0.00943017+0.00622976j -0.0128207-0.0128529j -0.0098016-0.00769428j -0.0179089-0.0092797j -0.00770005+0.000264822j 0.00152423-0.00431202j -0.00478206-0.0102012j -0.0074099-0.00775025j -0.010748-0.0194995j 0.023598+0.00486478j -0.0155742+0.0308859j 5.36623e-05-0.00211674j -0.0271296-0.0113761j -0.0268461+0.000949282j 0.0138661+0.0170129j -0.00463006+0.0100534j 0.0164663+0.0135065j 0.00170409-0.0254893j -0.0218523-0.00996826j -0.00606143-0.00407523j 0.0135114-0.00602933j 0.00873085-0.0149382j 0.00128698-0.013766j 0.0370721-0.00342026j -0.00768296-0.0147342j 0.0245668+0.0267873j -0.0289367-0.000114268j 0.00905912-0.0103042j -0.00574187+0.0123698j 0.00560537-0.00871022j 0.00850682+0.00162775j 0.00884215+0.00109615j -0.0101264+0.0119351j 0.00216634+0.00780697j -0.00390904+0.0151812j 0.00736336-0.0142196j 0.00257143+0.00612328j 0.00372843-0.00272518j 0.0121409+0.000773546j -0.00216781-2.63905e-05j 0.00337297-0.00612086j 0.00556971-0.00125485j -0.000796179+0.00144634j 0.00375974+0.0030334j -0.0023344+0.0041029j -0.000341893+0.00291106j 
0.00101011-0.00315012j -0.00272387-0.000457393j -0.00360724+0.0029875j -0.00368239+0.000546089j 0.00192837+0.00405142j -0.0027906-0.00961455j -0.00113007-0.00398614j 0.00106191+0.0129075j 0.0168649+0.0184898j 0.00282293-0.00215438j 0.013822+0.00656633j -0.00595663-0.0064049j -0.00696056-0.00721974j 0.0152388+0.000366343j 0.0207929+0.00796998j -0.0175057-0.000383813j -0.0139198+0.0139036j 0.00301505+0.00229095j 0.000302728-0.0034954j 0.00169516+0.00100068j -0.00430202-0.00610929j 0.00485394-0.000222333j 0.0176091+0.00830659j -0.0242528+0.0050113j -0.0284143+0.00999555j 0.00393595+0.0102093j -0.0120024+0.0100342j 0.0208575-0.0240448j 0.00860055-0.00794642j -0.0105931-0.000364921j -0.0104425-0.000180337j 0.0226451-0.00970856j 0.00719715+0.00096131j -0.0237886+0.00653931j 0.0049468-0.00158667j -0.0252362+0.00219362j 0.00682839+0.00465351j -0.00991615-0.0001332j 0.00686073-0.0100273j -0.00573093-0.0031826j 0.0172299+0.00940879j 0.0031659+0.000910348j -0.0117416-0.00545j 0.0104222-0.00176154j -0.00533737-0.00704401j -0.0016151+0.00367372j 0.00494073+0.00711934j 0.00336531-0.000490957j -0.00359895-0.00311892j -0.00221348-0.000178481j 0.00232343+0.00265878j -0.00143027+0.000493988j 
-0.0127985-0.00618993j -0.00954695-0.00769072j -0.00516725+0.0200418j -0.00424734+0.00357417j 0.0143622+0.0118258j -0.00306051-0.00122488j -0.01029-0.0200484j 0.0038876-0.00741566j 0.00578004-0.0118411j 0.0042781-0.00203008j 0.00489808-0.00745523j 0.0044214+0.00727943j -0.0146182-0.00994994j -0.0156768+0.0120272j -0.0189749-0.0024763j -0.0166908+0.00323412j 0.0120973+0.0188016j 0.0280691-0.0144516j -0.00277454-0.0203018j 0.016456-0.0187316j 0.0163803+0.00992559j -0.00682242+0.0115872j 0.00393406+0.0172294j 0.0316801-0.0328523j 0.0113356-0.0368403j -0.00655482-5.15431e-05j -0.0109956+0.0128783j 0.00609589-0.00604901j -0.00154609-0.00565431j -0.0253226+0.0012061j 0.0142569+0.0055824j 0.00570857-0.00362031j 0.0107687-0.00663553j 0.0112318+0.00283511j -0.00120498-0.00656782j 0.00563965-0.0280003j 0.00196247+0.00628448j -0.00256797-0.00406393j -0.00291718+0.000720405j -0.00362526-0.00364613j 0.00330206+0.0118006j -0.000432962-0.00565316j -0.002792+0.00706439j 0.00794407+0.00346926j 0.0073023-0.00786435j -0.00431699+0.00690485j 0.000710368-0.000373796j 0.0107139-0.00103672j -0.00276089-0.00697615j 0.00265509+0.00309231j -0.000496103+0.00130744j -0.00124803+0.00776307j 
-0.00359336-0.00889628j -0.000486524+0.00158074j 0.000288164+0.00503393j 0.00426787-0.00285961j -0.00481286+0.00632833j 0.00139221+0.0113568j 0.00598489+0.00101234j -0.00144422-0.0019915j -0.00933147-0.00842232j -0.0023001+0.0411624j -0.0177801+0.00941843j -0.00718763+0.00652288j -0.0198224+0.00709887j 0.0155295+0.0100944j 0.0135972+0.00380226j -0.000666504-0.00909701j -0.0282172-0.0254805j -0.00546499+0.0192651j -0.0100441+0.0188554j 0.0114165-0.00730302j 0.00854212-0.00750844j -0.0170144-0.00344097j -0.0072439-0.0183434j -0.0234625-0.0234092j -0.00383004-0.00844444j 0.019267-0.0103821j 0.0211029-0.0112734j -0.0140302+0.0158508j -0.000667362-0.00874297j 0.0126805-0.0168616j -0.00696366+0.00253182j 0.00449973+0.0126437j 0.00596558+0.00426158j -0.0169481-0.00728161j -0.00194202+0.00480677j -0.00685869-0.00391029j -0.00296078-0.00704824j -0.0015907-0.00189429j 0.00366705+0.0128365j 0.000515949-0.0143616j 0.00337239-0.000479562j -0.00582788-0.00736247j 0.00758487-0.0026331j -0.000962753-0.00459779j -0.00410649-0.00437856j 0.00735926+0.00459536j -0.00630022-0.00523898j -0.00334427-0.00223571j -0.00397631-0.00644829j 0.00732558+0.00393924j -0.000146591+0.00814378j 0.000444906-0.000831255j 
-8.88061e-05+0.00760087j 0.000375987+0.00125388j 0.00176063+0.00725328j -0.00182676+0.0126081j 0.0113533-0.00633716j -0.0075462+0.00979519j -0.010196-0.0157004j -0.00432681-0.0140923j 0.00140611-0.0295225j -0.0196593-0.0204139j 0.00875657-0.00985959j -0.0260423+0.00742794j -0.0267872+0.020086j 0.0106431+0.0172792j -0.000646176-0.0311913j -0.00633152-0.00165891j -0.0222531+0.00463245j 0.0197946-0.00955036j 0.0120877+0.00901714j 0.0295388-0.0122722j -0.00433544+0.0117741j -0.0119318-0.00783596j 0.0105326+0.000800367j 0.0103592+0.0184911j -0.0158082-0.00447392j 0.0057595-0.0207584j -0.016167+0.00260085j 0.00106001-0.00758311j 0.00554413+0.00131268j -0.000296974-0.00227993j -0.00290391+0.0241642j -0.00143031-0.00510429j 0.00721743+0.0138701j -0.00391074+0.0200425j -0.0092114-0.0196077j -0.00993172+0.00581408j -0.00728983+0.0056058j -0.00770966+0.00859854j 0.0160796+0.0025708j -0.00218981+0.00791926j -0.0112168-0.00870103j -0.00369134-0.00465817j -0.00388373+0.00996359j 0.00765701+0.00236209j 0.013325+0.0109425j 0.00147276-0.000849941j -0.00137999-0.00812156j 0.0078921+0.00313841j -0.00311747-0.00418708j 0.00574873+0.00643883j -0.00257581-0.00520902j 6.85829e-05+0.0040775j 
-0.00360665+0.00146992j 0.0054553-0.00152474j 0.00951917-0.00183119j 0.00549016-0.0101259j -0.00448972+0.003371j 0.00944953-0.00119919j -0.00689216-0.00560564j 0.0110216-0.0196384j -0.0015652-0.0203689j -0.0443729-0.0256539j -0.00953529-0.0255871j -0.0262022+0.00879644j -0.00487113+0.00369316j -0.0156526+0.000144992j -0.0307376-0.00219033j -0.00465543-0.00769496j -0.00930505+0.0143708j 0.000547254-0.00539097j -0.00505538+0.00746955j 0.0197289-0.00546957j -0.0172885-0.018487j 0.00669619+0.00493038j -0.00645053+0.0192678j -0.0154028+0.0124416j -0.0269053-0.0231975j -0.00978603-0.0101593j 0.00923513-0.0194003j -0.00321135+0.0231113j -0.00525434+0.00321486j 0.0291285-0.0159319j 0.00373431-0.00662341j 0.00918711+0.00330145j -0.00750307-0.000212728j 0.00235611-0.00536024j -0.00821477-0.00812502j -0.00224151+0.000490228j 0.00465411+0.00337764j 0.0015515-0.00969434j -0.0089239+0.0133262j 0.0102548-0.00276367j -0.00320344-0.00350778j 0.00607353+0.0012926j -0.00581204-6.26488e-05j 0.0109055+0.00224561j -0.0100063+0.00742954j -0.00823579-0.00474405j -0.00615595+0.00509031j 0.00147026+0.00413803j 0.00327615+0.00374595j 0.00312203-0.00256425j -0.00157036-0.00346325j 0.00249364+0.0026852j 
-0.00275548-0.00462397j 0.00770579+0.00113171j -0.000316967-0.00519847j 0.00500219-0.00958072j -0.00340394-0.00530363j -0.0099105-0.0135435j -0.00113626+0.024108j -0.000485217-0.0057335j 0.00196364+0.0040422j -0.00400218-0.0244409j 0.0288426-0.0157971j -0.00842724-0.0331026j 0.0205595-0.00725568j -0.0082425+0.0384607j 0.0062293+0.0143696j -0.00100019-0.00257676j 0.00966077-0.0389395j -0.00364502-0.0183638j 0.0152178+0.0148184j -0.00127592-0.0110052j -0.0196902-0.00418657j -0.00490905-0.0127087j 0.016423+0.0332987j 0.00848752-0.0112177j -0.0117954-0.00860044j -0.00039012+0.00280419j -0.0225784-0.00367516j -0.0147047+0.0163928j 0.00681594-0.000524747j -0.00806294+0.00683086j -0.0153296-0.010982j -0.00482531+0.0154713j 0.00659694+0.00416973j -0.00209923-0.0124003j -0.00379669+0.00170655j -0.00692205+0.00307861j -0.0048862-0.000124646j -0.00482834+0.00987831j 0.00377442-0.00715331j -0.00550809+0.00136158j -0.00440043+0.0044947j 0.00264461+0.00257563j -0.000146087-0.00286166j 0.00102646-0.00241899j -0.00429141+0.00475508j 0.00117418-0.00129105j 0.0052785-0.00211228j -0.00446237-0.000483245j 0.00318164+0.004498j 0.000469163-0.00107332j -0.000610881+0.0041621j 0.000499668+0.000929569j 
0.0136202+0.0182003j 0.00184649+0.00917842j 0.00341652-0.00461236j -0.00563328+0.0191968j 0.000760704-0.0275771j 0.00671548+0.0060805j 0.00236218-0.0350317j -0.00627812+0.0125921j -0.00984098+0.0142253j 0.00152548-0.0071187j -0.0526802+0.0164047j 0.0163749+0.0122144j -0.021564+0.00593728j 0.0283856+0.0225659j 0.00673463+0.0153659j -0.00407433+0.00626045j -0.00201353-0.0179765j -0.000965664+0.015129j 0.0125896-0.00486907j -0.000215891+0.00425155j -0.00509104-0.00854428j -0.0121465-0.000937494j -0.000671006-0.00862161j -0.00577825-0.0150617j -0.0064075-0.0308087j -0.00878567+0.0129964j -0.0184341-0.0125921j 0.00690225+0.00181439j -0.0179403-0.0143099j 0.00668332+0.00528302j 0.00716692-3.27344e-06j -0.0117859+0.00773224j -0.0117293-0.000346442j -0.00452338+0.0154371j 0.00157286-0.00634012j 0.00642623-0.0022982j 0.00321577+0.00929139j 0.0050002-0.00205073j -0.000235352+0.00842528j 0.00802458+0.0091604j -0.00333835-0.00659687j 0.00248005+0.00289398j -0.00803849+0.00615623j -0.0100367+0.00947734j 0.01212+0.00487654j -0.00536371-0.00287823j -9.19514e-06+0.00457844j 0.00352022+0.00204315j 0.000119209-1.1002e-05j -0.0042134+0.00120324j -0.000125518-0.0122941j -0.00245227-0.00581173j 
-0.00691073-0.0107835j 0.0090901+0.0106836j 0.0153149-0.0132164j 0.0046906+0.00892554j -0.00759368-0.018939j 0.00176235+0.0185757j -0.0182529-0.00219232j -0.0199021+0.00298247j 0.020994+0.0058514j 0.0158586-0.0245688j 0.0117824-0.0141515j 0.0268418+0.0147755j -0.017175+0.00109133j 0.00455634+0.011199j -0.00928947+0.0179472j -0.0273067-0.0060437j 0.000617257+0.0199011j 0.00154384-0.00158493j 0.029334-0.00727434j -0.00982027-0.0010046j 0.0123601-0.017253j 0.0109687+0.0177819j -0.00272957+0.0055911j -0.00518882-0.00259997j 0.00136919+0.01731j -0.0172531+0.000710946j 0.013117-0.0105489j 0.0119694+0.00909097j 0.00543058-0.00156548j 0.00539433+0.00312864j -0.0051647+0.00362829j -0.00587751+0.00104582j 0.010877-0.0110321j -0.00156411-0.00447319j 0.00634329+0.00663936j -0.00425959-0.00439904j -0.00164177-0.000517433j 0.00590167+0.00518866j 0.00182544-0.000403728j -9.72465e-05+0.0193354j 6.39495e-05-0.00404514j 0.00670554-0.00341401j -0.00962838+0.00908742j -0.00312504-0.00912753j 0.00502137+0.0110587j -0.00413825-0.000292019j -0.0039195-0.000957525j 0.00174801+0.00447403j -0.00235395-0.00617316j 0.00744324+0.00336249j -0.000187427+0.004193j 0.000755632-0.00753354j 
-0.000339117-0.00420561j -0.0129599-0.00669732j -0.00220489-0.00806866j 0.00029861+0.0055383j 0.00122323+0.0261197j 0.0224186+0.0160427j -0.00270016+0.00706074j -0.0055893+0.0189976j 0.000272143+0.00813408j -0.0129638-0.0273113j 0.0249202-0.00415844j -0.0193978-0.0208277j 0.00126826+0.0014714j -0.00218415+0.0232933j -0.00349304-0.00863393j -0.0170405-0.00437819j -0.00670187+0.00396118j 0.00635777-0.000370015j 0.0143367+0.00769114j -0.0141248-0.00148742j 0.00665145+0.00925975j -0.00837517+0.0225378j 0.0183783+0.0107621j 0.000563801-0.0122405j -0.00869335+0.00698925j -0.0193018-0.00569761j 0.00714763+0.00235981j -0.016792+0.01067j 0.00651608+0.0128177j 0.00285473+0.00661923j -0.00673496+0.00398758j -0.00514579-0.00544152j 0.000406719+0.0140858j 0.00203993-0.0015267j -0.0108356+0.0150953j -0.00399533+0.0110819j 0.000681302+0.00357291j 0.00693316+0.00190145j -0.000654407-0.00565804j -0.00819238-0.00236616j -0.00619512+0.000393324j -0.00391877+0.00520823j 0.0115242-0.011434j 0.0108529-0.00701883j 0.00479541-0.0102609j 0.00626809-0.00464338j -0.0115394-0.00290997j 0.00310696+0.000578629j -0.00458951-0.00344437j 0.00142824+0.00113264j 0.000347318+0.00292376j 0.00115483+0.000973462j 
-0.012201-0.00322521j -0.0138653-0.00273992j -0.00268643-0.00822226j 0.0168613+0.0213173j 0.00296169-0.0201241j 0.00305279-0.00318148j -0.0282908-0.0113278j 0.00849824+0.0160774j 0.0130835+0.023192j 0.00331551-0.000350747j 0.0137383+0.0325317j 0.0109815+0.0120585j -0.017467+0.0019714j 0.0170028+0.0202775j 0.00878569+0.00424809j 0.00157687-0.0224922j -0.00534095-0.027835j -0.00418402+0.00467713j 0.0252868-0.00899965j -0.00343576+0.0144722j 0.00853883+0.0197537j -0.0226135+0.00250732j 0.00943663-0.00526189j 0.000164633-0.0145335j 0.0091349+0.0152966j -0.00168241+0.00695736j 0.00356667+0.00302527j -0.00748026-0.00099083j 0.0117072-0.00796864j -0.00202228-0.00759851j 0.00574725+0.00716933j -0.00823225-0.00470016j 0.00642233+0.012326j -0.0050709-0.00622449j 0.0036308+0.0130034j -0.00373449+0.00806864j -0.00310243+0.00242578j 0.00301177-0.00482866j -0.00625763+0.00420605j -0.00594458+2.05006e-05j -0.0064315+0.000320469j 0.00717181+0.000767852j -0.0114004-0.00595282j -0.000555259-0.00416227j 0.00466226+0.00198111j -0.0105899+3.47166e-05j -0.0047888+0.00410675j 5.28353e-06+0.00304863j 0.013378-0.00247325j 0.00088098+0.00449145j -0.00244487+0.000696464j -0.00145741-0.00093048j 
0.0105866+0.000677595j -0.00382894+0.0143506j -0.0279839-0.0620605j 0.016777-0.00422113j -0.0163077-0.0132172j 0.00244468+0.0272129j -0.0386618+0.0160445j 0.0294414+0.00474426j -0.0111537-0.0201775j -0.00874605+0.00248097j -0.0100856+0.0105296j 0.00992144-0.00669974j -0.00913951-0.00525661j -0.0274447+0.0141434j -0.0140429-0.019136j 0.00892448-0.0238999j -0.0158413+0.00320005j -0.0113122-0.0105538j 0.0107259+0.00819152j -0.00843755+0.00334658j -0.0126232+0.00873536j -0.0152064-0.0193229j -0.0208478+0.00424929j 0.00271833+0.0119181j -0.00587971-0.00584052j -0.00600687-1.14878e-05j 0.0121346+0.0162066j 0.0018377+0.0052602j -0.00210901-0.00730316j -0.00617083+0.00183037j -0.00975847-0.00982101j 0.0137311-0.0116836j -0.00786233-0.00270099j 0.00255055-0.0119727j 0.00257062+0.00946647j 0.00160016-0.00172162j -0.0092057+0.00110593j -0.00582851+0.00241927j -0.00665129-0.00127486j -0.00556474-0.00191665j 0.00837428-0.011087j -0.00592703+0.00187145j -0.00712233-0.00978755j 0.000448445-0.00591355j 0.000490418+0.00121813j 0.00134384-0.00622797j 0.00389714-0.00106865j -0.0107616-0.000526155j 0.0154062+0.00471896j -0.00707121+0.00592854j 0.000711451-0.000733768j -0.0066026-0.0121986j 
0.0128998+0.017559j -0.0066865-0.0156582j 0.0214186+0.00645235j 0.00831511+0.0570079j 0.0159991+0.0334039j -0.0394445-0.00405767j 0.0194014+0.0213211j -0.01362+0.00880831j 0.00318414+0.0226888j 0.0104005+0.00910911j 0.0187789+0.0169782j -0.0158019-0.0082525j 0.00926804+0.00486071j 0.0104779-0.0167303j -0.0293061+0.00427715j 0.00934679-0.0453998j -0.00337304+4.49453e-06j -0.0317994-0.0152583j -0.00396592-0.022509j -0.0016864-0.00324061j 0.0100965+0.00568219j -0.00619748+0.00724744j 0.00630247+0.0142964j -0.0051494+0.00490762j 0.00297181+0.00564318j 0.0113381-0.00160109j 0.00219918-0.0210847j 0.00401226+0.00486015j -0.00847267-0.00488405j 0.00524516+0.00924834j 0.00952815-0.000964359j -0.00367282-0.00373303j -0.00140564+0.00791789j -0.0075067-0.0123334j 0.010865-0.00477463j 0.00356546-0.00379306j -0.00619905-0.0031855j 0.00561034+0.00897189j -0.00495653-0.0031971j 0.00324424+0.00447941j -0.00204282+0.000189857j 0.000457396+0.00708185j -0.00676363+0.00983665j -0.0129742-0.00605627j 0.00467871+0.00233916j -0.00486223+0.00446508j 0.00015983+9.14113e-05j 0.0029679-0.00232739j 0.00262306-0.00203124j -0.00540752+0.000646299j -0.00501147-0.0128022j -0.00488054+0.00909283j 
-0.00534337-0.0196786j -0.0157449+0.003137j -0.0267894+0.0222434j 0.0164325-0.00989297j -0.0343163-0.0129497j 0.0047379+0.0189216j 0.0195643+0.0120041j 0.00471502-0.00802108j -0.0043863-0.0129332j 0.00625823+0.0143241j -0.0074341-0.00546696j 0.0096584+0.0148832j 0.00706215+0.0306213j -0.00953413-0.00576283j -0.00308441+0.0386876j -0.037282-0.0107866j -0.0138274-0.000174999j -0.0252884+0.0288419j -0.0159383+0.00365667j 0.00396529-0.00462634j -0.00216462+0.00743284j -0.00205495-0.00923867j -0.00312714+0.00214319j 0.0143884+0.00215619j -0.0123739-0.00338796j -0.00122616-0.0118295j -0.00393661+0.0100865j -0.00143119-0.00235862j -0.006686+0.00466682j 0.00540095-0.00208315j 0.00221397-0.0103838j 0.00308563-0.00326394j 0.00826633+0.00174756j -0.0054739+0.000847383j -0.00996743-0.0111798j -0.00876921-0.00501426j -0.00456709+0.00954471j 0.00147107+0.00585012j -0.00359048-0.00562634j 0.00418722-0.00439664j 0.00454267+0.00683651j 0.00328026+0.000918286j 0.00288559-0.0032079j -0.00967139+0.0117159j 0.00143912-0.00809451j -0.000466221+0.0051106j -0.000320937-0.0118406j -0.00833996-0.00200091j 0.0154611-0.00429937j 0.00279713+0.00770547j -0.00293921+0.0109056j 0.0019272+0.00678571j 
0.00702061+0.0222222j 0.00526851+0.0180969j 0.030809-0.0462397j 0.0656616+0.0202555j 0.0294482+0.0593222j -0.0105524+0.0317911j -0.0113928+0.00545379j 0.027047+0.0148191j -0.0350606-0.0122125j -0.00971843+0.0114698j -0.0160698+0.0130649j -0.000257751-0.0146823j 0.0338418+0.0127535j 0.00490461+0.0217143j 0.0203415-0.00630933j -0.016412+0.0223294j 0.000273202+0.0136261j 0.0103272+0.00196151j -0.0066078-0.0108465j 0.00871378-0.00642856j 0.00648474+0.00247942j -0.00820368-0.00623715j 0.00124417+0.0134789j 0.00638379+0.0033639j -0.004984+0.00304834j -3.66269e-05+0.00918402j 0.0100387-0.00801749j -0.00122399+0.00206092j -0.000933603+0.00209064j -0.000592148+0.00034846j -0.000709502+0.000311131j -0.000188008-0.00871394j 0.00260074+0.000505245j -0.00706784-0.00208613j 0.00825347+0.00456154j 0.00181073+0.00231616j -0.00487858+0.0069312j 0.00562339-0.00465604j -0.00574368+0.0105447j -0.0118472+0.00532038j -0.000443847-0.00716331j -0.003727+4.47653e-05j -0.0104974-0.0039117j -0.00634034-0.00103217j -0.0149773+0.00649129j -0.00152513-0.00708314j -0.00833131-0.00397669j -0.00621981+0.0101892j 0.00240367-0.00857483j 0.00708791-0.00387456j -0.00181332-0.00579872j -0.00533001-0.00748665j 
-0.0118319-0.0859268j 0.0765455+0.0201427j -0.035283-0.0343328j 0.00242364+0.0190637j 0.0226255+0.032664j -0.0122624-0.0406458j 0.00996871+0.00164953j -0.0102623+0.0216294j -0.00470396-0.0425706j 0.0358332+0.0159125j -0.0106264+0.00269876j -0.00501259-0.033776j -0.0424122-0.00979399j 0.00978504+0.00999823j -0.00820404-0.00305368j -0.0175229-0.0128867j 0.0049641-0.00735265j 0.0188661+0.0123399j 0.000564283-0.01044j 0.00059433-0.000560314j 0.0017662+0.00318737j 0.0176881-0.00283528j -0.00235819-0.00429693j -0.00328177-0.000265059j 0.00422746-0.00102012j 0.00938323-0.00375967j -0.00604246-0.00159427j 0.00865974+0.00347827j -0.00179876-0.000248812j 0.00743276+0.00231582j 0.00816688+0.00282719j -0.00258989+0.00170249j 0.00272574+0.0038985j 0.000131326-0.000310139j -0.00990246-0.000273586j 0.000899701-0.000184252j 0.0019731-0.00114447j -0.00158833+0.00531543j 0.000385921-0.00777978j 0.0130168+0.00163191j 0.00404286+0.00592867j 0.0148875+0.0031335j 0.00621307-0.00755248j 0.0090738-0.00521749j 0.00537601-0.00583723j 0.00661092+0.00205844j 0.0121319+0.00227958j -0.00560696-0.0123897j -0.00675875+0.00916881j 0.00431446+0.00566939j 0.0141074+0.0101095j 0.00251741-0.0107947j 
0.0830767+0.0253804j 0.0194031+0.0957993j -0.0174407+0.0323286j 0.014536+0.0351291j 0.015726-0.0464301j 0.0160237-0.0217718j 0.0387769-0.0109216j -0.00296326-0.0282461j -0.00794121-0.00805733j 0.0134838-0.050874j -0.00354999+0.00934277j -0.037747-0.00263705j -0.0058622+0.0329553j 0.00857272-0.00496466j -0.0105247+0.00584329j 0.00285291+0.0116399j -0.00873903+0.0047549j 0.0193888-0.00770698j -0.00794589+0.00317075j 0.0045891+0.00082129j 0.00711498-0.000547614j -0.00217509-0.0170805j -0.00348546-0.00278312j -0.00136461-0.00606347j -0.002816+0.00203636j -0.00212532-0.0118332j -0.000251371+0.0137904j 2.35599e-05-0.00787039j -0.00259296+0.00290715j -0.00390557-0.00121716j 0.00350641-0.00894904j -0.00326369-0.00233645j 0.00353559-0.00585011j -0.00130224+0.00170585j -0.0018574+0.00922166j 0.000939004+0.00266563j 0.00141413-0.00403476j -0.000774163+0.00734815j -0.00925857-0.00722748j 0.00364357-0.0153509j 0.0141158-0.00630312j 0.00056847-0.00679727j -0.0110678-0.00213294j 0.00070102-0.0102886j 0.000912082-0.0107221j 0.00718313-0.0011183j -0.00613403-0.00841201j -0.0107078-0.00355103j 0.000391836-0.00103912j -0.00412599+0.0030006j 0.00403341-0.0135895j -0.0125701-0.0114481j 
-0.0499677-0.0748014j 0.039896+0.0422791j -0.0121114+0.0178505j 0.0428658-0.0350006j 0.0292934-0.0140976j 0.00618259-0.0556705j -0.0418617-0.0070505j 0.0332068-0.0270464j -0.0221013-0.031809j 0.00546487-0.0295275j 0.00163685-0.0168387j 0.0372779-0.00294843j 0.0179943+0.00181488j -0.0109474-0.00778191j -0.0144767-0.00725301j 0.00955127+0.0100594j 0.0164304-0.00945478j -0.0101189-0.000266304j 0.00624798-0.00705315j -0.00873237-0.00303777j 0.0118841+0.0190638j -0.0104689+0.00076652j 0.00655078+0.000574115j -0.0060056-0.00348935j 0.00184384+0.000332148j -0.00625635-0.00831797j -0.007426-0.00165404j -0.00447216+0.00703973j 0.00205734-0.00383423j 0.00845514+0.00125048j -0.00423411-0.00785631j -0.00405557-0.00482235j -0.00492254+0.0042772j -0.000833077-0.000710759j 0.00876538-0.0121054j -0.00569796-0.00591165j -0.00317602+0.00483743j 0.00755403-0.00357524j -0.00519382-0.00123161j -0.00949261+0.00413662j -0.0185263+0.0139617j 0.0086226+0.00706595j 0.00523694-0.000516545j -0.00875145+0.0154833j -0.0188002+0.00189349j -0.00887334+0.0104063j 0.00605548+0.00760909j -0.00276351-0.0020261j 0.00241003-0.00906313j 0.0182708+0.0107139j 0.00497694+0.0325162j 0.00863476+0.000547051j 
0.0533374+0.0415944j 0.0601221+0.0831847j 0.0504539-0.047774j 0.0233202-0.0012699j 0.0155843-0.0402155j -0.0478551+0.0183452j -0.0227389+0.0292157j -0.0316606-0.020738j -0.0252784+0.0205184j -0.023518-0.0153219j -0.0245849+0.0170157j 0.0107686-0.026606j -0.00595958-0.0147898j -0.000893752+0.0121589j -0.0101111+0.0153909j 0.00859115-0.00379947j -0.0122949-0.0183954j -0.000909566+0.00998679j -0.013007-0.0147601j -0.0100908+0.00735896j 0.00426738-0.00892008j 0.00279669+0.0115078j -0.00204834+0.00668795j -0.000251499+0.00946652j -0.00233174+0.00266846j -0.000719096+0.00723764j -0.000280395+0.000373888j 0.00423514+0.00247326j 0.00358788-0.00572607j 0.00439831-0.0159985j -0.00464773+0.0083225j 0.00188562+0.00989325j 0.00990779+0.001159j -0.000857863+0.00110442j -0.00901114-0.0110219j -0.00243197-0.00186242j -0.00263259+0.00881693j 0.00140612-0.00800473j 0.00205135+0.0124377j -0.00360334+0.0162017j 0.0112484+0.0138095j 0.00779354-0.00912721j 0.00346456-0.00722205j 0.0124984-0.00575606j -0.00403811+0.0116362j 0.0187332+0.000630919j 0.00787592-0.0113275j -0.00403265+0.000448808j -0.0255134-0.00783285j 0.00319204-0.00778945j 0.00926731-0.00190464j -0.00953613-0.0298786j 
