0.0915416+0.0455415j 0.156829+0.000119608j -0.125465-0.141093j -0.0261252-0.00129808j -0.0639278-0.0721141j -0.0242299-0.0489681j -0.0512638+0.0849573j 0.00157089+0.0487879j -0.0430514+0.0829648j -0.0667829+0.0782139j -0.106996+0.0317471j 0.0398494+0.0143369j 0.0321492-0.0744478j -0.0155766+0.00570136j -0.048729-0.00139772j 0.0474079-0.091868j 0.198901-0.214975j 0.0815619+0.019327j -0.266317-0.010734j 0.0956279-0.0530172j 0.019333-0.149457j -0.111751+0.233937j 0.0971461-0.0495146j -0.0445955-0.165451j -0.0477002-0.0475277j 0.144806+0.0272418j -0.0565177-0.142837j 0.096835-0.112745j 0.282132+0.395368j -0.0169864-0.0871698j -0.157684+0.00383236j 0.0503414-0.00327764j -0.00467468+0.0244839j -0.0141336-0.0106591j 0.046127-0.0281104j -0.0333617+0.0177529j -0.0171246+0.03761j 0.0138335+0.0109462j 0.0232203-0.00578587j 0.0434751-0.00239289j -0.018086+0.00849659j 0.00937899-0.0227327j 0.00721799+0.00585395j -0.0224326+0.0239008j 0.0344639-0.00830302j 0.0250368+0.00835854j -0.00631776-0.00508683j 0.00347877+0.0208601j 0.00129972-0.00351566j 0.026727+0.0393428j -0.0578283-0.0367522j 0.0219693+0.0411985j 0.0217064-0.00878591j 0.0149317+0.00237232j 0.0258069+0.0145878j -0.036146+0.020572j -0.0295259-0.0120776j -0.0525143-0.00896596j 0.0880724-0.0526019j -0.0362022-0.0282389j -0.00716994+0.104599j 0.0314192-0.0635189j -0.00751351+0.0198872j -0.0486057+0.0274547j 0.0301095-0.0211029j -0.0848028+0.00122384j 0.0536692-0.0812575j -0.13544-0.0806482j -0.0719907-0.162031j 
0.00126523+0.010787j 0.0111826+0.0263648j 0.0128691+0.00232851j -0.00812847+0.0109704j -0.0102027+0.00468184j -0.0284262+0.0151384j 0.0114947+0.0157294j 0.0107589-0.00833259j 0.0269546-0.00576529j -0.0103906+0.0183437j -0.0232957-0.0318917j 0.016049-0.00849216j 0.0304427-0.00921077j -0.0214827-0.00116272j -0.0182859-0.02355j -0.0151957-0.00428321j -0.033279-0.00758908j 0.0204581+0.0213251j -0.00175972-0.0262733j -0.00372308-0.00369925j 0.0108686-0.00278522j 0.0126981+0.00495576j -0.00735111+0.0129676j 0.00150497+0.00419324j -0.00568594+0.00236791j 0.00830064-0.00172514j -0.00641367+0.0026955j 0.00226538-0.00432226j 0.00756593+0.000774921j -0.00864309-0.00938714j -0.00152141+0.0594437j 0.0228653+0.0080978j -0.0156383+0.029224j 0.0291832-0.0209155j -0.0346106+0.057058j -0.0238023-0.0563913j 0.0859985-0.00064085j -0.217109-0.024151j -0.0172677+0.11865j 0.032117-0.0113438j 0.034725-0.0998186j 0.0962634-0.09671j 0.159037+0.0689957j 0.0398228-0.00166964j -0.121352-0.014285j 0.185121+0.0369405j -0.0447743-0.0936134j 0.276828+0.0327068j 0.034215+0.0756013j 0.0208336-0.110685j 0.297667-0.0760985j -0.0356931+0.0600092j -0.236193+0.0483581j -0.189351-0.0795051j 0.109693-0.0844396j -0.165175+0.170019j -0.113484-0.138255j 0.0954686-0.0550746j 0.0199559-0.0354165j 0.155616-0.0581639j 0.0107012+0.103844j -0.0821939+0.0575275j -0.00288327+0.0941303j 0.0270835+0.0326205j -0.00371753-0.0426411j -0.0099196+0.0211147j 0.0158289+0.0136806j 0.010248-0.0131588j -0.00182711+0.0342992j 
0.00630059-0.00657524j 0.00546444-0.0220538j -0.0042379-0.0121932j 0.00163066-0.0105757j -0.0022063+0.000824782j 0.0136112-0.015092j -0.00351334-0.0168336j -0.0158196-0.019325j 0.0143463-0.0234554j 0.0106898+0.0427101j -0.00858057+0.00866921j 0.0140735-0.0169856j 0.0152427-0.0173337j -0.00864739-0.0525795j -0.00364728+0.000511816j -0.028442-0.0185227j 0.00474979-0.00614244j -0.016663+0.0201393j -0.00583028-0.0174804j -0.00613785-0.0103774j -0.00711842+0.0032487j 0.00876162+0.0231342j -0.0115906+0.0100044j -0.0160994-0.0189834j 0.00626433+0.000805149j -0.00461977+0.00655054j -0.00580763-0.00361381j 0.00435009-0.00732169j 0.00453965+0.00132512j -0.0135623+0.0200514j 0.0208845-0.0263804j -0.0178207-0.0313911j -0.0128322-0.0282083j 0.00421897+0.00380409j 0.060939-0.0696503j -0.0283506+0.0223905j 0.0130265-0.000147296j -0.066276-0.00166595j -0.0815621+0.126525j -0.0630314+0.0102667j 0.118034-0.0315698j 0.173113+0.0990949j -0.00710793+0.135365j -0.0758431+0.167121j -0.102603-0.0826086j -0.105062+0.138032j -0.28273+0.172627j -0.155215+0.0542225j 0.0920109-0.0746956j 0.0847736-0.0154783j -0.0593889-0.084158j -0.0492072-0.349825j 0.00276436+0.0539378j -0.0161496+0.0321246j -0.0174416-0.000366689j 0.00415066-0.0709139j -0.0289995+0.0131734j -0.0963341+0.00924734j 0.000702853+0.0877212j -0.148785+0.102184j 0.0466427-0.0141538j -0.0272144-0.0839398j 0.0304913-0.00744214j 0.0120164+0.000401401j -0.0460903-0.017867j 0.0089079+0.0229942j 0.03375-0.0341984j -0.00818926-0.0118817j 0.0123041+0.0261223j 
-0.00264984+0.00493977j -0.0448272-0.028796j 0.0487934-0.0396674j 0.0330428-0.00687841j 0.0118547+0.00471688j 0.0258926-0.0538958j 0.0264246+0.0283427j 0.0350062+0.00400178j 0.0158786+0.026656j 0.00773219-0.00656138j 0.0101955-0.0337821j 0.00949941-0.0449561j 0.0222886-0.0331702j 0.0288285+0.00512262j -0.00435321+0.0099576j 0.019529+0.00890999j -0.00213583+0.0104556j -0.0109343+0.00463795j -0.000934306-0.0222435j 0.00117539-0.024595j 0.0210816+0.00530411j -0.0154587-0.00943097j -0.0158515+0.00986742j -0.00858101+0.00322203j 0.00286966+0.00347499j -0.00586028-0.00502813j 0.0114592+0.00756774j -0.0148938+0.0112925j -0.00285794-0.0109184j 0.013721+0.0460975j -0.0389759-0.0631537j 0.0981765-0.0688826j 0.08561+0.0121776j -0.0691361-0.0326704j 0.136805-0.125848j 0.0277817-0.0854539j 0.143846+0.183215j 0.0512047-0.113145j -0.131158+0.0531201j 0.0233827-0.129322j -0.0656766+0.00319228j 0.0370379-0.107465j -0.0553354+0.232988j -0.0418653+0.108352j -0.0626829+0.117155j 0.0950028-0.0337226j 0.000879907-0.0319741j 0.147219+0.108584j -0.183231-0.0774255j -0.170294-0.129765j 0.116228-0.0362955j -0.0154348+0.00818751j 0.0173665+0.00555039j -0.0457556+0.29244j -0.0995893+0.0273053j -0.0403936-0.122015j 0.00860333-0.0263538j -0.182404-0.126888j 0.133911+0.105229j 0.125262-0.00802734j 0.229854-0.100671j 0.0340564-0.0693229j -0.0892762-0.000372152j 0.04617-0.0152775j -0.0720045+0.0342007j 0.113528-0.0171634j 0.0471437-0.0498408j 0.0241341-0.0516126j -0.0284734-0.0801305j 
-0.0195579+0.0179487j 0.00242391-0.0144454j 0.00527621+0.00264775j 0.0123294-0.010918j -0.00121985-0.0114277j 0.0156452-0.00500056j 0.00573208+0.0107764j 0.000808012-0.00825726j -0.0265163+0.0184886j 0.0176424-0.0231592j 0.0248321-0.0100899j -0.0374516-0.0154867j -0.0316906+0.00192709j -0.00703183+0.0267029j -0.0230911+0.0264063j -0.0327046-0.00797558j -0.0111479+0.0118028j 0.00157483-0.00672122j -0.00104562+0.00695522j -0.0169767+0.00437177j 0.0180461+0.00241619j 0.00462773-0.00480137j -0.0115149-0.00158596j -0.00872568-0.0147819j 0.00113428-0.00272242j -0.00757122-0.00278781j 0.00599331-0.000779185j 0.00644934+0.00563826j -0.0054211+0.0109511j -0.0370484+0.0152051j -0.0194781+0.00474046j 0.0268987+0.00676625j 0.0215433-0.00902539j 0.0117729+0.0213138j 0.108189-0.00919049j 0.022295-0.0250764j 0.0584808-0.0118886j 0.0851359-0.0803093j -0.140003+0.0182706j 0.010648-0.143783j -0.00919774+0.0618402j -0.14917+0.0970748j -0.12368-0.0142229j -0.103947-0.133823j 0.230264-0.0244862j -0.238726-0.15153j -0.00279616-0.123421j -0.0481353-0.0853356j -0.101562-0.0484864j -0.0123774+0.0743902j -0.0801179-0.0290819j 0.0692749-0.244037j -0.0644817-0.0306609j -0.0396287-0.0100408j 0.0760936-0.0646315j 0.026778-0.0133456j -0.0189277-0.0178572j -0.0358647+0.0345836j 0.000522969-0.0241858j 0.007753-0.0270952j -0.0211959-0.09086j 0.0627294-0.0283913j 0.00396215+0.0299117j -0.0520902+0.0124433j -0.0344418-0.00305635j 0.0575357-0.0339255j -0.0142369-0.0402101j 0.0262785+0.0432321j 0.0104984+0.00555186j 
0.026164-0.00927882j 0.0142024-0.00346544j -0.00844096-0.00115349j 0.010809+0.0145702j 0.00231013+0.0362767j -0.0263475+0.00376118j -0.0337432+0.0140618j -0.0423564-0.0059749j -0.0351468+0.00249761j 0.0144144-0.00477989j 0.00434633+0.0104513j -0.0242965+0.0100604j 0.0171482+0.0197978j -0.000581902-0.0412656j 0.0164497+0.0113911j -0.0119727-0.00541835j 0.010187+0.00753501j 0.00157998+0.00041562j 0.00449243+0.0298535j 0.00138123-0.00874501j 0.00254989-0.00424143j -0.0206531-0.00420156j 0.00546562-0.00175042j 0.0125497+0.0178913j -0.000918669+0.00360133j 0.00642198+0.00725278j -0.00717285-0.00484167j -0.00490735-0.00866955j 0.00885121-0.00630172j 0.024848+0.00373261j 0.0300129-0.0133617j -0.0137099-0.0150502j -0.0116324+0.0184197j 0.0269403-0.0618924j -0.182155+0.0300204j 0.0421987-0.0603131j -0.137398-0.0490352j 0.0843975+0.118135j 0.151005-0.00587716j -0.0308101+0.111993j -0.143899+0.226393j -0.16587+0.172338j 0.130564+0.160372j -0.090975+0.162526j -0.160356-0.143626j -0.0903776+0.127959j -0.147806-0.21855j 0.109111-0.0837512j -0.109912+0.0548153j -0.0288165+0.0399189j 0.086515+0.0547438j -0.070276+0.160869j -0.0592157-0.0271783j 0.108055+0.0641613j -0.111795+0.0035783j 0.155438-0.14187j -0.0660388+0.00419942j 0.0241555+0.01058j -0.106274-0.0513501j 0.124884-0.04967j 0.068941+0.029541j -0.0392264-0.00371244j -0.0612738-0.0466195j 0.0405383+0.04863j 0.0724993-0.00118406j -0.0661088+0.0203877j 0.0261328+0.0271396j -0.0324105-0.0348671j -0.000169765+0.00999941j 
-0.0369034-0.00248563j -0.0541716+0.0475762j -0.00463629-0.0244058j -0.0333518+0.0192228j 0.0472169-0.013541j -0.0262969-0.0454285j 0.00662935-0.0470456j -0.00608015+0.0315385j 0.0118977-0.00175709j 0.00278127+0.0324113j -0.00390771+0.0336894j 0.0526247+0.007086j -0.0382342+0.0126397j 0.00066001+0.0160154j 0.0134803-0.0161819j -0.0163317+0.0113796j 0.00273021+0.00303004j -0.0077345-0.0191271j 0.0247838+0.00440944j 0.0144605-0.0105482j -0.010811-0.0035939j 0.0155803-0.00636787j 0.00461913-0.00754719j -0.00879395+0.0168067j -0.000402994+0.0169152j 0.00627552-0.016625j 0.0112464+0.00752523j -0.0149119+0.0181774j -0.0113988-0.0102169j 0.0264223-0.0329666j -0.0753861+0.018827j 0.0201726-0.00249457j 0.0149018+0.00843373j -0.196934+0.00742881j -0.04938-0.229673j -0.05643+0.197479j -0.0250613+0.0960376j 0.0825801+0.131313j 0.244013-0.0894418j 0.187472+0.290698j -0.130738+0.0655646j 0.0459791-0.0689701j 0.0397885+0.00108105j -0.139746+0.106049j 0.0129244+0.11923j -0.065977-0.0951329j 0.136186-0.0815385j -0.0903726+0.0113945j 0.0568681-0.137619j 0.151847-0.0896249j -0.0958871-0.0713126j -0.0263314-0.0451306j -0.105463+0.108097j 0.102998-0.0235166j 0.0604021+0.162067j 0.0714403-0.0857116j 0.0669994-0.0356531j -0.0601106-0.0641633j -0.012952+0.0125471j -0.026691+0.159049j 0.0551655+0.0572014j 0.0236227-0.00640648j -0.0119057-0.0346418j 0.107108-0.0258526j -0.0406221+0.028243j 0.0426805+0.0287363j -0.00211583+0.0656556j 0.035863-0.0297798j -0.038405-0.0908781j 
0.0468081-0.0141947j -0.0032372-0.007009j 0.0172917+0.0477207j -0.0135921-0.0201431j -0.0502671+0.0197857j 0.0408698-0.0101473j -0.0241836+0.0328869j -0.0101947-0.0376117j -0.00863672-0.0126812j 0.00638154+0.0337363j -0.0157807+0.00205452j 0.0125368+0.00303657j -0.0140471+0.0293917j 0.0362062+0.0214858j -0.0159607-0.000576628j -0.00331636-0.0023049j 0.00336553+0.00161314j 0.00652745+0.00764335j 0.000516838-0.00392017j 0.00126859+0.00351369j 0.0161473-0.0115154j 0.0125636+0.00433059j 0.005467+0.000595384j 0.0109299-0.0033173j -0.0129175-0.0178753j 0.00445432+0.00415568j -0.00221139+0.00772696j -0.00429842-0.00414694j 0.00215757-0.00462917j 0.0327047-0.0101182j 0.0301576+0.0081592j -0.0519753+0.0939844j -0.0507889-0.0202645j 0.209315-0.0659948j 0.142194+0.0122419j 0.0911319-0.153011j -0.098139-0.0239498j -0.0327778+0.161529j 0.145163+0.0278883j 0.00512562+0.0402061j -0.182961+0.0147548j -0.277594-0.197262j 0.117735+0.168335j 0.0985924-0.0292335j 0.137114-0.0442183j 0.036647+0.00467983j -0.123423-0.109113j 0.0227757+0.160958j 0.198879-0.173213j -0.030649-0.0389457j 0.0173832+0.121026j -0.108415-0.189512j 0.123448-0.0750436j 0.0493754+0.0635125j 0.0705988-0.0299046j -0.0102233-0.0487703j -0.0600528+0.0276619j -0.0150943+0.0471318j 0.0199132+0.0619482j -0.0325852-0.047928j -0.0410024+0.024959j -0.0903829+0.126661j 0.0112641+0.0138252j -0.149045+0.0205027j 0.0102597+0.0181976j -0.0547158-0.00407013j -0.0481465+0.0139279j -0.0242492-0.00251672j -0.00783621+0.0306274j 
-0.0548182+0.0749502j 0.0381908+0.0270827j 0.0713564-0.0116173j 0.00539281+0.0507908j -0.0230633+0.0171909j 0.00647033-0.0112538j 0.0134708+0.00346931j -0.0390056+0.00145603j 0.0292787+0.0485827j 0.00455364+0.00148483j -0.00127193+0.0264542j -0.00475794-0.013408j 0.0188803+0.000703165j 0.0129692-0.00386921j -0.000887043+0.00212075j -0.0151594+0.00319892j -0.00917214+0.0123558j 0.0240519-0.0105229j -0.0100629-0.000937629j -0.0148144-0.00179302j -0.00204213+0.00501974j 0.0093806+0.00736596j -0.00399544-0.0150343j 0.0080816+0.0167351j 0.00350461-0.00286513j -0.00173122-0.0104094j 0.0090325-0.00753319j 0.0036438+0.0196787j -0.024271+0.00960819j -0.0900057+0.0163019j -0.036131+0.0791295j 0.161739-0.011088j 0.016021+0.173457j 0.0391335-0.0694482j 0.0551651-0.107752j -0.0256799+0.00221448j 0.0225537-0.0897745j -0.227723+0.0117605j 0.115666+0.0140338j 0.0369296+0.0200945j 0.126761+0.212024j 0.0747365+0.117109j -0.0783596+0.117694j -0.225987+0.115822j 0.120898+0.154139j -0.0230583-0.146826j 0.0486691+0.0352689j -0.115281+0.186144j -0.0955463-0.0770171j 0.0184427-0.0241601j 0.139216-0.0413399j 0.0235322-0.00462102j 0.04393-0.0643894j 0.0456256-0.127797j -0.165131-0.0623365j -0.0932398+0.0409029j -0.0673687+0.0363274j 0.0467576+0.038478j 0.124579-0.230013j -0.0108878-0.0662749j -0.0222539-0.018164j 0.0120339+0.0329341j -0.0137144+0.0767294j -0.0123675-0.0503932j 0.0851322-0.052818j -0.0331992-0.0156965j -0.0199913+0.0491189j 0.0638296+0.0484583j -0.00604864-0.0645628j 
-0.00559092-0.0307544j -0.0468383+0.0619727j 0.0311458-0.0328027j 0.0813979-0.046488j -0.0174179+0.0229343j 0.0493643+0.0356326j -0.0317444+0.0375652j -0.0171334+0.00774632j 0.04033-0.0407505j -0.00398247+0.00700088j 0.0177393+0.0138924j -0.0168761+0.0242651j -0.00230231-0.00429918j -0.00401001-0.000467602j -0.00770861-0.0105788j 0.00656776+0.00638881j -0.00676666-0.00647385j 0.00597088-0.00270047j 0.0152171+0.00710539j -0.014315+0.0150579j -0.00678437-0.0138366j -0.00836195+0.00753339j 0.010273+0.00815684j 0.00231625+0.015021j -0.000777795+0.00115326j 0.013994-0.00412782j 0.00108936+0.0157396j -0.0228148+0.00802044j 0.00805493-0.0208337j 0.0437462-0.0653631j -0.0572837+0.0120416j 0.0123583-0.122557j 0.196906-0.00401362j 0.104537-0.10364j 0.235815+0.142907j 0.117773-0.191573j -0.311663+0.115537j 0.121163+0.151325j 0.045481+0.0218682j -0.118337-0.0886488j 0.110148+0.00254588j 0.07451-0.0485567j 0.080697+0.112581j 0.201437-0.0350886j 0.157298+0.147026j -0.192292+0.0868318j 0.0470393-0.0117844j 0.000761713+0.073627j -0.0646422+0.085798j 0.0992681+0.105289j -0.02591-0.188473j 0.0583104+0.013682j -0.0111881-0.100475j 0.0171966+0.0111247j -0.102419-0.0909317j -0.00759191-0.0154074j -0.00660227-0.0259165j -0.0217364-0.00277303j 0.0272509-0.053994j 0.00949171+0.0582331j 0.0114877-0.0619434j -0.00962575-0.0280347j -0.0268778-0.0693526j 0.0511026-0.06794j -0.0313453-0.0103438j 0.0106169+0.06786j -0.0253752+0.0267225j 0.00399925-0.0735349j -0.057778-0.0279665j 
0.0878699-0.221194j -0.160269+0.109803j 0.0309956+0.0107414j -0.0074607+0.0156646j 0.0504156-0.0173237j -0.00166212+0.0308843j 0.0583156+0.00518166j 0.00536572-0.0257011j -0.0145808+0.00446078j 0.0250181-0.000768178j 0.0250177-0.00842302j 0.00274451-0.0130581j -0.000373383+0.00203012j -0.000327875-0.0095174j -0.00815279+0.00554388j 0.00265592+0.000228047j -0.0160737+0.0058652j -0.00678996-0.00580535j 0.0241389-0.0127997j -0.00510088+0.00238215j -0.00460357-0.00252526j 0.0167198-0.00357191j 0.0120768-0.0208538j 0.0215579+0.0159276j -0.00360946+0.00355402j 0.0103893-0.0198509j 0.0136601+0.00980596j -0.0500676+0.023931j -0.00101464-0.0549133j 0.176031-0.351435j -0.168365+0.0848319j 0.0907194-0.0201721j -0.00707168-0.0160868j -0.0652351+0.0824023j -0.0181673-0.0613109j -0.109084+0.0264415j -0.0464605-0.126296j 0.135527-0.03916j -0.219244+0.362653j 0.266928+0.110621j 0.136072-0.0134875j -0.0638869+0.00586589j 0.0240832+0.103877j 0.0230863-0.0245102j -0.00499482+0.0257407j 0.0406326+0.0315034j -0.0195221-0.0160541j -0.0173712+0.0145547j 0.0236524-0.0213913j -0.0660476+0.179943j -0.0374916-0.0249436j 0.0366574+0.0117026j -0.0110916+0.00114822j -0.0108366-0.0330729j -0.0342498+0.00269874j 0.0100553+0.0130499j -0.0298432-0.0722681j 0.0517456+0.123293j 0.0387903+0.0211636j -0.0513412+0.0244895j 0.0103256+0.0772486j 0.0512092+0.122488j -0.00377177-0.00409905j -0.0389006-0.0798636j 0.00888401+0.0384016j -0.0395633+0.0474527j -0.00466533+0.10842j -0.0428211-0.109752j -0.0579773-0.0192159j 
0.174144-0.107869j 0.0968062-0.214176j -0.00671372+0.00528758j 0.0305829+0.0190709j 0.00386321-0.0218177j 0.0611559-0.00546798j 0.00207993-0.0354136j -0.0342417-0.00583107j -0.00478036+0.0121651j 0.00473812-0.0143825j -0.0147643-0.0092317j 0.00845458-0.000182248j -0.0101804-0.000340572j -0.0190531+0.00919398j 0.00259883-0.00810034j 0.0127735-0.00302544j 0.000501182-0.0105113j 0.0152322-0.00759629j 0.00903895-0.00998503j -0.00138038-0.00293298j -0.0102433-0.0113298j -0.0239874+0.00812556j 0.0266191+0.00827599j -0.00408356+0.0106844j -0.0068093+0.0053954j 0.0231189-0.000703457j -0.0246341+0.017085j 0.0115866-0.0621302j 0.0477301-0.0313574j 0.17097-0.0728883j 0.183177-0.34661j -0.0268838+0.0404632j 0.08263+0.0326863j -0.0721861+0.0519621j 0.0103852-0.0928443j 0.0903024+0.00942763j -0.0429567-0.135266j -0.0242207-0.32072j 0.305439+0.0657189j 0.1996-0.0736982j -0.0775292-0.167752j 0.0706912+0.173429j 0.111804-0.00178711j -0.00157938-0.0662523j 0.0846705+0.0831598j -0.0335838-0.084468j -0.00423837+0.0530941j -0.0534429+0.0125284j -0.0350804+0.00715839j -0.113106-0.0484429j 0.0184153-0.0149707j 0.0171361-0.0306842j -0.0574428-0.0740296j -0.00945148+0.0481685j -0.0679337-0.0757631j 0.0220906-0.0248423j 0.0227392+0.013355j -0.03647-0.0277079j -0.0587851+0.0288136j 0.00487921+0.0561395j -0.0130487-0.0531344j -0.0866389+0.00839491j -0.0241178-0.137436j -0.00709705+0.0134016j -0.00695921-0.0401075j -0.0251759+0.0980921j 0.0215781-0.0355027j -0.0590361-0.0393137j 0.0430011+0.112487j 
0.0138193-0.0368968j -0.0589521+0.0218762j 0.025391+0.00669521j 0.003743+0.00718567j 0.0108413+0.00120692j 0.00576549+0.00708101j 0.0186373-0.0100822j -0.00475041-0.00335373j 0.00900231-0.00639718j 0.00746346-0.00563346j 0.0156046+0.00393233j -0.000791134+0.00440882j -0.00724419+0.00199966j 0.00410954-0.00191413j 0.00229742+0.00134455j -0.00540601+0.00325888j -0.00949455+0.0173923j 0.000381758-0.00973516j -0.00109732-0.00737912j -0.0111819-0.0107379j -0.00268089+0.0218403j 0.00531689-0.00915984j 0.0116419-0.00794074j 0.000288021-0.0292854j 0.0286392-0.00511868j -0.000858255+0.0111994j 0.00944286-0.0105983j -0.00529136-0.00411931j -0.0132462+0.00455139j 0.0847679-0.0810791j -0.0693821-0.0302259j 0.0557504+0.0452306j 0.0660082+0.00584257j -0.0295068-0.0210123j 0.027125-0.00151015j 0.0161897+0.041277j -0.0200963-0.0423637j 0.0622057+0.00903291j 0.0150556+0.00277229j 0.0306205+0.00593838j 0.0481855-0.0708586j -0.0240075+0.0194189j -0.00370706+0.0181542j -0.00562595+0.0250374j 0.0247248-0.0407314j -0.0214428-0.00572294j 0.0230658-0.0456158j -0.000249449+0.0110565j -0.00327669+0.0150224j 0.0205222-0.105991j -0.00470594-0.0287005j -0.0338247+0.0295048j 0.0202114+0.0240442j 0.0126784+0.0437353j -0.00940023-0.00237169j -0.0102399-0.0454102j -0.0248688+0.0128458j 0.110768-0.0632372j -0.0680566+0.114162j 0.0849099+0.00308429j -0.127112-0.167384j 0.000996663+0.0718662j 0.0552742+0.0373734j 0.00726356+0.00319439j 0.00109991-0.0244274j -0.0312218+0.0123571j -0.072198+0.0103182j 0.124402+0.168321j -0.109908+0.0728341j 
0.0701837-0.0233542j 0.0207418-0.0376257j -0.0123968-0.0132076j 0.0216192+0.00949002j 0.00744134+0.00216127j 0.0185157-0.011604j -0.0136723-0.0137158j 0.000711105+0.00977926j -0.0156164-0.0137902j 0.00564527-0.00580563j -0.00538793-0.00709967j 0.00888334+0.00342016j -3.02434e-05+0.00920863j -0.00358168-0.000536558j -0.0013643-0.00695168j 0.00644279+0.00438306j 0.00603062+0.00577451j -0.00666081-0.00553392j 0.00777204-0.00505905j -0.00374457-0.00299066j 0.0128202+0.00696411j -0.0109306-0.00219233j 0.00958269-0.0242939j -0.0294485+0.016041j 0.00016275-0.0134476j 0.0190312-0.0163142j 0.00663666-0.00071796j -0.00750229+0.00626446j 0.00442968-0.00357002j 0.0820543+0.03176j 0.0945082-0.0806227j -0.0808476-0.0196243j 0.0361318+0.0520541j 0.0208561-0.00513153j -0.0264066-0.016292j 0.030987+0.0494864j 0.0215737+0.0658569j 0.0183352-0.0323431j 0.056721-0.0128775j -0.0221429-0.0453369j -0.0425786-0.0577373j 0.00665738+0.00885848j 0.0210864-0.0119574j -0.00800184+0.0355659j -0.01477-0.0477949j 0.0318595+0.0198118j -0.0460385-0.0308957j -0.00521227+0.0371038j 0.0097009+0.0261224j -0.0242407-0.00815646j -0.0401749-0.0202044j 0.043895+0.0226492j 0.0443375-0.0308122j 0.0804965-0.0399526j 0.00232913+0.0412718j -0.0520403+0.0245934j -0.0207982+0.0280189j -0.0207072-0.0795323j 0.162109+0.0140754j -0.0208241-0.105484j -0.143008+0.0709988j 0.0853296-0.0505702j 0.0465944-0.00462302j -0.0377931-0.0518716j 0.0306734-0.0119743j -0.0904782+0.019033j 0.0273444-0.0156117j -0.108265+0.0604995j -0.126374-0.16201j 
-0.0495068+0.0256979j -0.00126701+0.0115689j 0.0104283+0.0168886j -0.0160829-0.0190766j 0.00345066-0.000267585j -0.00243944+0.0115707j 0.00491402+0.020193j 0.00845054-0.0224975j 0.00315142+0.0158145j -0.00181749+0.000593031j -0.00116902+0.0201041j 3.77174e-05+0.00175811j 0.0017729-0.0171703j 0.00200763-0.0057653j -0.00104073+0.00854902j -0.0063526-0.000741262j -0.0196598-0.00548548j 0.00278058+0.00394946j -0.00186028+0.0129637j -0.0112884-0.0157302j -0.0109048-0.00383063j 0.014392+0.00153092j -0.0149218+0.00170405j 0.020998+0.0102944j 0.00316461+0.0298916j 0.00897334-0.0216299j -0.0214584-0.00704661j 0.00930902+0.0269625j -0.00235688+0.014001j -0.0276697+0.0160653j 0.0148906+0.0244954j -0.0149673-0.0110714j -0.0138564-0.00444099j 6.61377e-05-0.00488662j 0.00789705+0.00439747j -0.00430372-0.0116637j 0.0303013+0.00871796j -0.0134402-0.00413259j -0.0081676+0.00200615j -0.00851856+0.0374927j -0.00585864+0.0274657j 0.0131667-0.00248967j 0.000634759+0.00413603j -0.0069491+0.0175714j 0.00400034+0.0317501j -0.00213814-0.0233527j 0.00708824+0.0173997j 0.0107484-0.00322939j 0.00703095-0.00507117j -0.0188657+0.0123875j -0.014396-0.00537492j 0.0120637-0.0245915j 0.000839062-0.0207763j 0.0133498-0.0319472j -0.0134365-0.00123571j -0.00119369+0.0158462j -0.011355+0.0167043j -0.0110548+0.0392157j -0.00256097-0.00529851j 0.0266865+0.0172418j 0.014876+0.0115754j -0.0168833-0.015481j -0.00176623+0.0293046j 0.00436185+0.014039j -0.000214133-0.0260383j 0.0211564-0.00639402j -8.37551e-05-0.00254142j -0.0261561-0.0396739j 0.0489227+0.00930484j 
-0.00822788+0.0171096j 0.0445256-0.0209293j -0.0239935-0.0210584j -0.00925878-0.011305j -0.00189866-0.00937088j -0.0146778-0.0126629j -0.00882632+0.01001j 0.00632394+0.00619363j -0.00841318+0.00827077j -0.0114378+0.000828569j -0.0104425+0.00585712j 0.00579316+0.000805493j 0.010317-0.0056742j 0.00154651+0.0021347j -0.00617057-0.00233123j 0.00282641-0.00481536j 0.0185089-0.0165316j -0.00068829-0.00341846j -0.024527+0.00212122j -0.000473749-0.00629899j 0.0147823-0.0103184j -0.000451263+0.0141052j -0.00707846-0.0139098j 0.00424191+0.0159488j -0.0199225-0.0101494j 0.0168521+0.0108597j 0.0103367-0.021339j -0.00142183-0.00259413j 0.00451553+0.0189276j 0.00964657+0.0274818j 0.0271676-0.0147774j -0.0177452-0.0157583j -0.00161873+0.00429386j -0.00754033+0.00365293j -0.0350043-0.0138034j -0.00414229+0.0145627j 0.0134909+0.0147727j -0.0145858+0.00158951j -0.00358268-0.0339661j -0.0202184+0.00245142j -0.0143275-0.0217246j 0.0134923+0.00736432j -0.00302138-0.0101065j -0.0101224+0.0218872j -0.00169478-0.0124296j 0.00712153-0.00623615j -0.0077206-0.0045036j 0.00452841+0.0271269j 0.006693+0.0225791j -0.0463131-0.00360051j -0.004388-0.0154413j 0.028799-0.00240276j 0.0288591-0.0133118j 0.0238226-0.0198747j 0.0169667+0.0016734j -0.00248957+0.0156655j -0.0165166-0.0100066j -0.0269802+0.0288899j -0.0211302+0.0147458j -0.0432913+0.0318007j -0.0187449+0.0154847j 0.0312196-0.0105544j -0.018454+0.0100086j -0.0353272+0.0122082j 0.0383898+0.00889837j 0.000728907+0.0188725j 0.0174724-0.00236255j -0.0460778-0.0020122j -0.0235368-0.0327915j 
