0.087215+0.0210088j -0.00330922-0.00219006j 2.29151e-05+0.00413j -0.0228894-0.0739913j 0.00265049-0.0253242j 0.0122085-0.00229788j -0.0189754+0.0631229j 0.00833811-0.0240512j 0.00721795-0.00294845j -0.0158842+0.0261698j -0.0129509+0.00816018j -0.00471704-0.0454653j -0.0252879-0.0308799j 0.00404637+0.0261463j -0.00448576+0.0140982j -0.0197356+0.00912674j 0.00687012-0.019588j 0.0111074-0.00980254j 0.0321037-0.00253708j 0.00616411-0.00499463j 0.0184704+0.00385616j 0.00446049-0.00799529j -0.00223259-0.00604546j -0.0114813-0.0219725j 0.0102219-0.00235846j -0.00388527-0.00572197j 0.0108556+0.00160122j -0.00851434+0.0283905j -0.0174006-0.00628988j 0.0141999-0.0180728j -0.00379789+0.000486711j -0.00187277-0.00994316j 0.00160209+0.00953213j -0.00495984-0.00779792j -0.0151048+0.00838419j -0.0138519-6.66169e-05j 0.00863936+0.00638154j -0.0239881+0.0125248j 0.0472977-0.0128422j -0.00733645+0.000408716j -0.0130441-0.0187359j 0.0237606+0.00586327j 0.0145445-0.0259867j 0.00490516+0.011913j -0.00601482-0.00148772j -0.0220201-0.00534609j 0.00659898+0.0347711j 0.00859044-0.00526476j -0.00190368-0.00053355j 0.0214454-0.00576134j 0.000743327-0.000750595j -0.000604158-0.00184248j -0.00772856+0.000125466j 0.00626942+0.0238893j 0.0356908-0.0174119j 0.0307121+0.0106283j -0.0137365+0.0135274j -0.0215319-0.0193595j -0.00940184-0.00705076j -0.0118855+0.0146004j -0.0324999+0.00797945j 0.0379195-0.00356982j -0.062305-0.00254239j -0.0190226+0.0354151j 0.0332338-0.0280777j -0.0109365-0.0237117j 0.0563243+0.00474505j 0.0116099+0.00576262j 0.0282277-0.0291313j 0.0148032-0.0358904j 0.0404792-0.0341986j -0.0223094+0.0243783j 0.074409-0.0159486j -0.00406985-0.0391539j -0.0936866+0.00849593j 0.0596696+0.0233005j -0.0542774+0.0201j 0.0393027+0.0119991j 0.000169912+0.0763575j 0.0227085+0.0305918j 0.00102639-0.0488594j -0.100731-0.00483167j 0.0469492+0.0240095j 0.00462135+0.109909j -0.0156799+0.066897j 0.0570422+0.0428355j -0.0702001+0.108204j 0.0914174-0.0363159j 0.103607-0.016579j 0.0799425-0.153744j 0.234203+0.149707j -0.0916447-0.176224j 
-0.0405439+0.0219233j 0.00165426-0.0270457j 0.0129755-1.49791e-05j 0.0237914-0.000237074j 0.00957846+0.0103252j 0.0278305-0.00506697j -0.0220158+0.0144786j -0.0128295-0.00606287j 0.0105319+0.000717094j 0.0193927-0.0211301j 0.0112094+0.00987629j -0.0231853+0.0169537j -0.0135204+0.00268734j 0.000548241-0.0295721j -0.00844482+0.00272975j -0.0139756-0.00222575j 0.0102436-0.0217088j 0.0208162+0.00862188j 0.0265306-0.0163381j 0.00755537-0.000910515j -0.00282715-0.0125284j -0.0130949+0.00159718j 0.0157182+0.0135752j 0.0296897-0.00849169j 0.0160658+0.0159207j 0.00558234-0.0168723j -0.0167819-0.0282523j -0.0161783-0.0296259j -0.0158329+0.0136424j -0.0198624-0.0138825j -0.00262031+0.00470676j -0.00631444-0.0213661j -0.00538965+0.0114623j 0.00349897+0.0149766j 0.00902063+0.0144585j -0.0102253-0.0121463j 0.0207272-0.0290788j -8.31915e-06+0.00717413j 0.0115656-0.00486524j 0.00455558+0.0226222j 0.0112492+0.0118261j 0.00288988-0.00537261j -0.00306394-0.0171039j -0.0278991-0.0173538j 0.00648108+0.0089618j 0.0142734+0.00979913j -0.0361748-0.00779367j -0.0032725-0.022308j 0.00576935-0.0126278j -0.00832804-0.00428135j -0.00306237+0.0164085j -0.0106264+0.00753931j -0.0163113-0.00692292j 0.00429865+0.0105963j 0.0055031+0.0308384j -0.00298843-0.0180066j -0.0149008-0.0178448j -0.0034846+0.00610742j 0.012088+0.019838j 0.000459754+0.00961762j -0.015087+0.0149459j -0.00716658+0.00977905j -0.0318819-0.000817893j -0.0296131-0.0153566j -0.00132996+0.0112821j -0.00620266-0.00946961j 0.0108687-0.0115021j 3.53616e-05-0.00651883j -0.0163826+0.0223423j -0.010862-0.00704557j 0.00408933-0.0285192j -0.0106426-0.000705951j 0.0205348-0.0158892j 0.00474286-0.00622964j -0.00635454+0.0238039j -0.0029534-0.0177915j 0.00584245+0.0200167j 0.0159796+0.00806152j -0.00815002-0.0196904j 0.0117123-0.00608873j 0.00901945+0.00853627j 0.0120216+0.0220852j -0.0123002+0.000573454j -0.00230984+0.010647j 0.000555716+0.011309j -0.0153034-0.0251226j -0.0365696+0.0146575j -0.0136902-0.00868842j -0.0100711-0.00402883j -0.0125341-0.00872497j -0.0265309-0.00212758j -0.000246141+0.00493021j 
0.00862696+0.00513495j -0.00507833+0.00941802j 0.0166169+0.00209507j -0.000904246+0.0112239j -0.0212121+0.00167598j -0.00203301-0.00736908j 0.0273395-0.00598598j 0.0188578-0.00718103j -1.03503e-05-0.0169987j -0.00447951-0.0202165j -0.0279941+0.00973521j 0.00172294-0.00392444j -0.0243385+1.17592e-07j 0.0218683+0.000316106j -0.040598-0.013865j -0.0345833+0.0156687j -0.0168846-0.00463392j -0.0109175+0.00754846j 0.00081118+0.00267658j 0.00332503-0.0040791j -0.00562867-0.00529401j -0.00472395-0.00497712j -0.00538342-0.0149409j -0.00754796-0.0248309j -0.00820406-0.0147947j -0.000395391-0.013478j -0.0196583+0.00906746j 0.00372415-0.0194604j 0.00629231-0.0168248j -0.0134121+0.00234269j 0.00979522+0.0196897j -0.00965259-0.0116403j -0.00396881-0.00948373j -0.0099661+0.00777236j 0.00790246+0.00759526j -0.0125873-0.00506776j 0.00898902+0.0101531j 0.0226981+0.00236508j 0.00746257+0.00629373j -0.00901059-0.00331386j 0.00022588-0.0124444j 0.00736406+0.00465149j -0.0148428-0.00631642j 0.0028111+0.000968449j -0.00413684+0.00117601j 0.01302-0.00569169j 0.00606618+0.0138373j -0.00714656-0.00139069j -0.00599966+0.00981643j -0.00254573-0.0090174j -0.00180109-0.000149402j -0.0094283-0.00159199j -0.00896871+0.0140356j -0.000930243-0.00955542j 0.0125171+0.0193596j 0.00656172+0.00611397j -0.00668275-0.00266235j 0.00470751-0.0116569j 0.0119665-0.015225j 0.00655847+0.000797349j -0.00563255-0.0184543j 0.0182187+0.0116951j -0.00486182+0.0104519j -0.0199144-0.00383391j -0.000614396-0.00708475j 0.00521901+0.0109138j -0.0222869-0.018904j -0.0039443-0.00608741j -0.0166297+0.000815665j -0.00839657+0.00537154j -0.00548146-0.00609864j -0.0146153-0.0139357j -0.00205465+0.00929959j 0.000183271-3.28399e-05j 0.00206359+0.00231571j 0.00748748+0.00366585j 0.00138124+0.00543732j 0.0170828+0.001011j -0.00706224-0.00990394j 0.00368501-0.00589128j -0.00379347-0.00686344j 0.00237144-0.0120159j 0.00273183+0.00376471j -0.00646843-0.00129146j 0.011875-0.0115402j 0.0150265+0.000773015j 0.00805818+0.00711353j -0.00712135+0.00198455j 0.00153484-0.00321964j -0.00744455+0.00506724j 0.00305762-0.0017463j 0.00396084+0.00799508j 
-0.0163659+0.00152011j 0.0086528-0.0198303j -0.00151292-0.00783894j 0.0334239+0.0106366j -0.000961463-0.0243074j 0.0152033+0.00236955j -0.0320868-0.00216295j -0.0412607-0.00146635j 0.000137683-0.00497466j 0.013143+0.0450648j 0.0375544-0.0168319j -0.0170615+0.0106366j 0.0322263-0.0192908j -0.00259234-0.0106965j 0.0367102-0.00542677j 0.0181858+0.0189204j 0.00254112+0.0114549j 0.00420243-0.0235289j -0.0242229-0.00366616j 0.0546478-0.00279972j -0.0181993+0.00614833j 0.00211437+0.0225012j -0.0073157-0.00923583j -0.0164277+0.0017899j 0.00212878-0.00813583j -0.0243171+0.0316291j 0.0195754-0.00510103j 0.00879414-0.00557198j -0.000410565+0.0027719j -0.00687976-0.00873031j -0.00488876-0.0133291j 0.0232381+0.00775567j 0.000604246-0.0180042j -0.0302508-0.0102766j 0.00162151+0.00124488j -0.00884204-0.0147655j 0.00504566+0.0125421j 0.0119205+0.00818268j -0.00961565-0.00114804j 0.00102047-0.0216732j -0.00852357-0.00171152j 0.00690574-0.0114951j -0.024194+0.0064815j 0.0156635-0.00356538j 0.00264221+0.0112313j -0.0120864+0.0134008j 0.0381198-0.0183072j 0.00476753+0.000323357j -0.0117098-0.00197082j 0.00495327+0.0100159j -0.000127373-0.000910184j 0.000556074+0.0121437j -0.00944769+0.000432977j -0.0108165+0.0132695j -0.00746706+0.0194384j 0.0143092-0.00035676j -0.0029514-0.00122557j 0.0203758+0.0172724j 0.00843998+0.0238838j -0.00967043+0.0258023j -0.00804924-0.0216881j 0.00508661+0.00728893j -0.0026872-0.00311191j 0.00683214-0.0136326j -0.00758264+0.00576817j 0.00516177+0.00828766j -0.00808678-0.0134411j -0.00797441-0.0157114j 0.00427528+0.0025521j 0.00159386+0.0196087j -0.00508619+0.0109566j 0.0250096-0.00402085j -0.0138287-0.00167997j 0.000672969+0.00250333j 0.00706623-0.00122178j -0.00920305+0.000799968j -0.000388409-0.00472577j 0.00693929-0.0271009j -0.00709585-0.00241751j -0.0193589-0.0140533j -0.000893333+0.0106604j 0.00891849-0.0034592j -0.00835121+0.0070124j 0.00837591+0.00803997j -0.0088233-0.00137224j 0.00719107-0.0444054j -0.0139353+0.000381567j -0.000756435+0.0122995j -0.00452576+0.0134851j 0.0146295-0.0127932j -0.010518-0.00820818j 0.00198551+0.00194572j 
-0.0138185-0.0011583j 0.0145024-0.0264709j 0.00630472+0.0107507j 0.0123548-0.0166098j -0.0362496+0.0236634j 0.0280549+0.013182j -0.0169193-0.0485513j 0.03828+0.00130209j -0.0178284-0.0141395j 0.0307262-0.0298596j -0.00355063-0.0195181j 0.00142227+0.0392248j 0.00785586-0.00584176j -0.00967643+0.00931376j -1.36793e-05+0.010342j -3.77281e-05-0.00126328j -0.0202916+0.0112143j -0.0230274-0.0208742j -0.0118905-0.00995451j 0.019012+0.00199535j 0.00355292+0.00501665j 0.0222953-0.00388114j -0.00636135-0.00802578j 0.00472884-0.0092039j -0.0181587+0.00661835j 0.0101479-0.00291337j 0.000346386-0.00396618j 0.0117235-0.00181409j 0.00619155+0.00662835j -0.0209165-0.00451832j -0.0176871-0.0213337j -0.0163925-0.00413016j -0.0209657-0.0104447j 0.022579+0.0079416j -0.0196108-0.00311394j -0.000745337+0.00795819j -0.0105571-0.0108169j 0.00285501+0.000115314j 0.0211218+0.0268065j 0.013243+0.0275923j 0.00221488+0.000179846j 0.00739934-0.0134748j 0.029374+0.0080166j 0.00298507-0.00600008j -0.0210032+0.0137771j -0.00570334-2.12011e-05j -0.0149094-0.00842347j 0.0167094-0.01043j -0.0055581-0.00388906j -0.00512988-0.0201482j -0.0027693+0.00295304j 0.0025456-0.00641827j 0.000186912+0.000431579j 0.00840067-0.0107655j 0.000249003-0.000732425j -0.00519769+0.00673002j -0.0130483-0.00476639j -0.00665123-0.0056724j -0.00591548+0.00251263j 0.00046777-0.00284066j -0.00749931-0.000281464j -0.00760393-0.00906979j -0.0181019-0.0137067j -0.00583439+0.025398j -0.00656258+0.00551487j -0.00608358+0.00130831j 0.000580133+0.00117652j 0.00351676+0.00344468j 0.00731133+0.000748253j 0.0171467-0.00932439j 0.00853591-0.0204967j 0.00359334+0.00778032j 0.0128791-0.013557j 0.0133526-0.0141608j -0.00427785+0.000623067j -0.00793086+0.0120828j 0.00404292+0.00307608j 0.00742434-0.0306124j 0.0034496+0.00395249j 0.00437979+0.00487083j 0.0134126-0.0128323j 0.017759+0.0317922j -0.00574755+0.00866758j -0.0098232+0.0118399j 0.0131824+0.00489145j 0.00243302-0.00567613j -0.00413252-0.00640865j -0.000653133-0.00547122j 0.00991514-0.00158676j -0.0156873+0.00974079j -0.0108996+0.0062749j 0.00323382+0.00318325j 
-0.0215275-0.0151224j 0.027693-0.0163743j -0.0266122-0.0240826j -0.00226903+0.00313765j 0.0156357+0.00796451j 0.000560183+0.00960468j -0.0103007+0.00717077j 0.0158181+0.0393498j -0.0118392+0.00858793j -0.0226869-0.0253251j -0.000367934+0.0102054j 0.0334425+0.0159861j 0.00861311+0.034424j -0.00428761-0.0229758j -0.0454193+0.0323022j -0.0199343-0.0164172j 0.0171146+0.0214j 0.0328972+0.00441877j 0.00667581-0.000408955j 0.00689377+0.00446955j -0.0116471-0.00192209j 0.00558324-0.00394133j -0.00827979+0.00547039j 0.0075487+0.0208574j 0.00590437+0.0282813j -0.00470686-0.0227111j -0.0310055+0.000357931j -0.00742941-0.0399523j 0.0101159-0.0173912j 0.00467539-0.0180481j 0.0119399+0.00159097j 0.006335-0.00739377j 0.00853329-0.0152369j 0.0155386-0.00506971j 0.0070872-0.000460587j 0.00498544+0.00488032j -0.0262085-0.0166084j -0.0179868-0.00754889j -0.0111627+0.00310407j -0.00155419-0.00551699j 0.0128651+0.00801271j -0.0218756+0.015418j 0.00992055-0.00187102j -0.00938809+0.00651058j -0.00113168-0.00872885j -0.00588028+0.00414519j -0.0206151+0.00767826j 0.00475267-0.0196357j 0.0176798-0.0112458j 0.0206191-0.0130817j 0.00266182+0.00705594j -0.00409389+0.00529438j 0.0155608+0.0220892j 0.0110548+0.00881139j -0.0141513-0.00127941j 0.00183036-0.025624j 0.0179089-0.0079165j 0.0239661+0.0202164j 0.0253122+0.0295037j 0.0155828-0.000875621j -0.0186568+0.0111102j -0.0148025-0.0195489j -0.0242415-0.0246149j -3.74597e-05-0.00880087j 0.0171528+0.0131348j -0.00639893+0.0059603j -0.0355798+0.0082071j -0.00554378-0.00713674j -0.000810185+0.0152026j 0.0196345+0.00552731j -0.0041306-0.0210313j -0.00337413+0.00743147j 0.0285718-0.00425489j 0.00905627+0.00474701j -0.005347-0.00764695j -0.0105415-0.0109401j -0.00840293+0.0160237j -0.000448691+0.016334j 0.0122541-0.0236061j 0.000603182-0.0152532j 0.018918+0.0135311j 0.0218634+0.0379195j 0.00517646-0.00209511j -0.0196792-0.000322585j -0.00431571+0.00280485j -0.0154028-0.0116964j -0.0125928+0.00704101j -0.00702621+0.00665402j 0.00240331-0.00873121j -0.0197285+0.0145649j -0.030903-0.00371743j -0.0092733+0.00337337j 
-0.00479101+0.00342043j 0.0164735-0.0207575j 0.0225757-0.0075643j 0.00624262-0.00225688j 0.0219968-0.0169451j 0.0384057-0.00842878j 0.0159223+0.00059806j -0.0179171-0.00939113j -0.00890043+0.00128554j 0.0164532-0.0489794j -0.0152446+0.00665497j -0.0266685-0.00496507j -0.00276677+0.00600373j 0.0655464-0.0172162j 0.0105007+5.91749e-05j -0.0167983+0.00800162j -0.0174707+0.00862682j -0.00520278+0.00836791j 0.00307019+0.00492401j -0.015743+0.00696817j 0.0081581+0.0114692j 0.0049766-0.00506753j -0.00253888+0.0173209j -0.0302664+0.0128359j -0.0198093+0.0192892j -0.016948-0.0237701j 0.0314734+0.0165573j -0.00699887+2.22428e-06j -0.0182726+0.00422171j 0.00196177+0.00786062j 0.000314452+0.0149928j 0.00797356-0.00318186j 0.0136193-0.0178629j -0.00505574+0.0414316j -0.0333253-0.00659737j -0.0374591+0.0200597j -0.0126168+0.0195188j -0.0128583-0.000715024j -0.0118628+0.0125332j -0.0229195-0.0173459j -0.00753003-0.00381833j -0.00144496+0.0323744j -0.0125673-0.0242187j 0.00525449-0.00733726j -0.0115693-0.00899156j -0.00981834-0.00396651j 0.0291552+0.00625074j 0.0176357+0.00292591j 0.00918561-0.00601696j 0.0320489+0.00152921j -0.0171964+0.0120677j -0.000711333-0.000826493j -0.00736394+0.0241835j 0.00945272+0.00361519j -0.0156521-0.00528393j -0.00949126+0.0140397j 0.0326097-0.0146439j 0.0236818-0.011123j 0.0115327+0.0056129j -0.0134138+0.000760385j 0.00237156+0.00767378j -0.00435333+0.0130378j -0.00288283+0.0126919j -0.00816798-0.0103122j 0.0460648-0.00981687j 0.0120522+0.0115878j 0.00569189+0.0238329j 0.00655047-0.00064936j 0.0111723+0.0234589j -0.00950797+0.000541015j -0.00229269-0.00540756j -0.0215117+0.0140274j 0.00234616-0.00823598j 0.0169591-0.0104233j -0.00677344+0.00311687j -0.00106126-0.0135817j -0.00477742+0.00838189j 0.000490835+0.0312693j 0.00305442+0.00801605j -0.00116884+0.0139794j 0.00161889-0.000573743j -0.0145953-0.00687974j 0.0104327-0.0011777j -0.00565806+0.00213247j 0.00206095+0.000586416j -0.00821994+0.0118893j -0.0142875+0.0098162j 0.00684028+0.000665471j 0.00701474+7.82685e-05j -0.0151489-0.00129407j 0.0143232+0.00114997j -0.00560263-0.00924135j 
-0.0196364+0.000524939j 0.00958757+0.000799469j -0.000697272+0.000795847j 0.00874003+0.0100817j -0.0196542-0.0145087j -0.0292884-0.00874223j -0.0038721+0.0388658j 0.0301631-0.00998276j 0.00878093+0.00703843j 0.00187794-0.0107661j -0.0255946+0.000208499j -0.00682814-0.0296319j 0.0109244-0.00296537j 0.00487959+0.0226498j 0.0145781+0.00395442j 0.022261-0.00218707j 0.0274487+0.00141896j 0.0108666-0.0170806j -0.00806813-0.0278463j -0.00707892-0.00250916j -0.0185041-0.00405737j 0.0153431+0.0148355j -0.0110579-0.00597094j 0.0138268-0.0252813j -0.000634897-0.0119682j -0.0236285+0.00629641j -0.0108873+0.0251199j 0.00937544+0.0256065j -0.00603422+0.0124728j 0.00608127+0.0121514j 0.00905603-0.00698591j -0.000160625-0.00753532j -0.00266683-0.00520756j 0.00443497-0.00032144j 0.0172916-0.00672383j -0.00663617-0.0179059j -0.00574045-0.0009816j -0.0013548-0.00221036j -0.0038643-0.00244862j 0.000748571+0.0105997j 0.00889537-0.000163166j 0.00468478+0.00673893j -0.0133891+0.0119261j -0.00448467-0.00456203j 0.00160226-0.00243314j 0.00116375+0.000929389j -0.000998793-0.00345149j -0.013419+0.0178948j -0.00592859+0.00270086j -0.0213486+0.0109191j 0.0067652+0.00131755j 0.00376604-0.00136639j -0.00438311-0.00364784j -0.00661724+0.0014713j 0.0107382-0.00935504j -0.0151017-0.00113094j -0.00639112-0.000338471j -0.00910168+0.00754495j -0.00230124+0.00024675j -0.00581097-0.00384154j 0.00453997-0.00981514j -0.00802611+0.0139891j 0.00644533+0.00749396j -0.00964577+0.0103476j -0.00600585+5.43485e-05j 0.0132381+0.00599874j 0.00932855+0.0143597j -0.00892327-0.0266224j -0.000944546-0.010203j -0.0110341+0.0148461j -0.0108933+0.0161846j -0.00395123-0.00825411j -0.0167845-0.00292951j 0.0002535+0.0163977j 0.0108509-0.0104224j -0.00210277+0.0137312j 0.00146207-0.0138448j -0.0163803-0.00205196j 0.00252554-0.00566489j 0.0105034+0.000668643j -0.0121756+0.00821962j -0.010593-0.0304905j -0.0121217-0.0148569j 0.0129655-0.0190162j 0.000672594-0.0103745j 0.0130592+0.0124342j 0.0199568-0.015306j -9.3801e-05+0.0127219j 0.00567088-0.00320687j 0.00997178+0.00572598j -0.00926682-0.00590193j -0.0085824-0.0125817j 
0.0030124-0.0133917j -0.00820545+0.0118922j 0.0129636+0.00952005j -0.0276013+0.0210215j -0.00882524+0.00775523j 0.0385483+0.0121959j -0.0100752-0.0311579j -0.00805124-0.00979027j 0.00981957+0.00516633j 0.0109722+0.0325861j 0.0261529-0.0181398j -0.00869713-0.00465801j -0.00826539-0.0231931j -0.0138897+0.00402159j -0.0144496-0.00946599j 0.00479634-0.0135923j -0.00374765+0.0172894j 0.00737663+0.00348003j 0.0130434-0.0126734j -0.00730397-0.00385872j 0.00134232+0.00787191j 0.00761715-0.00127089j 0.022188+0.00762731j 0.00343965-0.00102451j 0.000637082-0.00981363j 0.00654857+0.0111779j -0.0053794-0.0214694j 0.00116009-0.00316326j 0.0133065-0.00960591j -0.0125523+0.0182125j -0.00408941+0.00906247j 0.0108478+0.0203811j 0.00158055-0.00716395j 0.0105914-0.000339821j 4.67625e-05+0.0107952j -0.0242221+0.00640244j -0.0158018-0.0157794j -0.000712525-0.0105686j -0.00413596+0.00195979j 0.0198621-0.0162663j 0.0134938+0.00772838j 0.000452331+0.00674771j -0.00886516+0.0188684j 0.0152139+0.00870366j 0.00376057-0.00259595j -0.0117289-0.023964j 0.0127807+0.0145819j 0.00843901-0.00258425j 0.0111728-0.00726579j 0.0120218+0.00481649j -0.00547051+0.00457272j -0.00618163-0.00208665j -0.0028457-0.00621563j -0.00973206+0.00547406j -0.00330285-0.0155862j 0.00561419-0.0137954j -0.00251683+0.0061229j -0.0149884+0.0142572j -0.00248654+0.0080282j 0.00556283+0.00805609j -2.96522e-05-0.0189863j -0.0102677-0.00263266j 0.0150897+0.0084246j 0.015295+0.00569742j 0.00232358+0.00542071j -0.000557378+0.00701534j -0.00446888-0.0344715j -0.00195041+0.0161091j 0.00746561+0.0130904j -0.00913948+0.0197415j -0.0127318+0.0239594j -0.0188067-0.00973509j -0.0130683-0.00759168j -0.0147594+0.00987152j -0.0216527+0.0170096j 0.0062941-0.0237729j 0.00431734+0.00408567j 0.00940579-0.0258356j -0.0236699+0.00540362j -0.0116995-0.00600214j 0.00183951+0.0016759j -0.000309334-0.0135187j 0.0064093+0.00460054j 0.00147401-0.00602692j 0.0165424+0.00133885j 0.00862637-0.0150373j -0.0082982-0.00805115j -0.000345829-0.00148794j -0.00543878+0.0172412j 0.00435067-0.0117915j 0.00927441-0.000633663j 0.0177798+0.0187157j 
0.0212933-0.0261079j 0.0108763+0.00792383j -0.0181279+9.76307e-05j 0.0190325-0.0103442j 0.0107238-0.0129238j -0.0231627-0.0368004j 0.0264072+0.013419j -0.023574+0.00213941j -0.00948488+0.0219993j -0.000108111+0.0109711j 0.00573272-0.0294693j -0.0168578-0.0248989j 0.0369954-0.0263125j 0.015615-0.0465335j 0.0330263-0.0117953j 0.0158096+0.0120978j 0.0188784+0.0132947j 0.00914784-0.000589053j -0.0078697+0.0291588j 0.000270195-0.0175877j -0.00253005-0.00322795j -0.00186971-0.0191451j 0.0126136+0.0061987j -0.0223593+0.0193474j 0.00128909+0.00718347j -0.0210655+0.0242348j 0.0477438+0.0130312j -0.0103722+0.027378j -0.0157567+0.020293j 0.0222772+0.0180513j 0.0178845-0.00618529j 0.0151823+0.00657422j 0.0119293+0.00701299j -0.0107283+0.00999633j 0.00762624-0.000237489j 0.0171226+0.0217271j 0.0144109+0.0124494j 0.00816085+0.00769889j -0.0143064-0.00435737j -0.0032767-0.00395922j -0.0201207-0.014376j 0.000171235-0.0179128j -0.0105226+0.00669867j 0.0123933+0.00121466j -0.00735565-0.000691109j 0.00884153-0.000524207j 0.00267379-0.00127893j 0.0080901-0.00251809j 0.000903053-0.000577268j -0.00838261-0.00376671j -0.00910515-0.00738881j 0.00942552-0.00173981j 0.00548294-0.00805553j 0.0114492-0.00192088j 0.0101141-0.0181439j 0.00148846+0.0153594j -0.00217097+0.00820018j -0.0151559-0.0178141j -0.0268346-0.0265715j -0.017446-0.0120136j 0.0114496-0.015235j 0.0112068-0.0028799j 0.0270742+0.0116797j 0.00356342+0.0142922j 0.0152485-0.0119887j -0.0018685-0.0164144j 0.0310755+0.0198318j 0.00632925+0.0120296j 0.0106457-0.0138093j -0.0214652-0.00488759j 0.00307931+0.000929203j -0.00303144+0.0183824j -0.00609709+0.00942122j 0.00128095-0.00295294j 0.0206818-0.0130455j 0.01278+0.000891299j -0.00564312-0.0146404j -0.00664299+0.028792j 0.00907791+0.0195221j -0.00940759+0.00763437j -0.0128146-0.00573709j -0.00817767-0.00273843j -0.00625123+0.00383266j 0.00106266+0.0117733j -0.0212726+0.000875181j 0.000835311+0.02378j 0.0151859+0.00977027j 0.017077+0.00157311j 0.00598186-0.00266485j 0.0146947-0.00430218j 0.0186448+0.0130181j 0.000217639-0.00785518j 
0.00504765+0.00193299j -0.00853684+0.0261887j -0.00641205+0.00775033j -0.0232362+0.000716718j -0.0164964+0.0130016j 0.0190615-0.0268024j 0.010083-0.00666182j 0.0274912-0.00119576j -0.00192256+0.00115763j -0.0398754+0.0264927j 0.0107226-0.00841919j 0.0122987+0.00407236j 0.00491504+0.00444827j 0.00237919+0.0180193j -0.0155878-0.00468264j -0.00189786+0.00376104j 0.00992169+0.00161587j 0.000946685+0.00441562j -0.0035662-0.013489j -0.0161755-0.013925j 0.00665817-0.0145718j -0.0124628-0.0144247j 0.0158656+0.00146006j 0.000528953-0.0129722j 0.0203143+0.00506634j -0.00548436+0.00722625j -0.0131393+0.00810748j -0.0129088+0.00428887j -0.00263451-0.0112603j -0.00127845+0.00211224j 0.00511698-0.0134734j -0.00145493+0.00114609j 0.00584042+0.0238424j 0.0250579-0.0174702j -0.0103363-0.0125794j 0.010287-0.0186207j -0.00662093+0.00901274j -0.00228962-0.000390798j -0.00843695-0.0168033j 0.00969959+0.0038511j 0.0130101-0.00337291j -0.0323386-0.0112407j 0.00331496-0.00367499j 0.0084726-0.00214353j 0.00306176-0.0145705j 0.010246+0.00204819j -0.0127001-0.0131523j 0.0026933+0.000212137j 0.00664632+0.0016989j 0.0142534+0.00459095j 0.00882822+0.0136342j 0.0017395+0.0045722j -0.00517724-0.00335364j 0.00189404-0.00506545j 0.0129158+0.0116974j -0.000237753-0.0181028j -0.00173553-0.0125732j 0.00531986+0.00560889j 0.0292143+0.0111551j 0.00853509+0.0243767j 0.0110432-0.0145805j -0.00650541+0.000292281j -0.0111676-0.000432008j 0.0302587+0.00727802j -0.00114996-0.0195741j -0.00659188+0.00602218j 0.00617399-0.00181796j 0.0242754-0.00991933j -0.0240334-0.00232706j 0.0106964-0.00815344j -0.0213899-0.00922824j -0.0120816+0.00421893j -0.00522811+0.0135209j 0.00179272-0.00852076j 0.00891514-0.0141393j 0.0041286-0.00976233j 0.00238286-0.0171372j 0.00820314+0.0146215j -0.0013778-0.00243424j -3.88683e-05+0.000501986j -0.00120622+0.00866082j 0.00151931+0.000302763j -0.019555-0.00556057j -0.00126968-0.0145192j -0.0023618-0.0016126j 0.0143969+0.0195982j 0.00301537+0.00686378j 0.000353363-0.00514728j -0.00510323-0.00697432j -0.00219982+0.00229499j -0.00455264+0.00312669j -0.00143062+0.00403142j 
