0.0387888-0.0491054j 0.00230945+0.128483j 0.0863438-0.0467772j -0.00703582+0.0173225j 0.0286193-0.0480903j 0.0258658+0.0340508j -0.0101405+0.0109567j -0.0586366+0.0584429j 0.00753828+0.0246541j 0.00672015+0.00184437j -0.00981188-0.0544548j -0.0634356-0.00317183j -0.0279316-0.0498134j -0.00390262+0.0416348j 0.000180214-0.048328j 0.0230159+0.00204674j 0.00271878+0.0283112j 0.0302426-0.00980468j 0.00505053+0.0241601j 0.0174626+0.0278608j -0.024127+0.00153169j 0.017414+0.00526674j 0.0531071-0.00610221j 0.000177149+0.0697071j -0.00231111+0.0215249j 0.0303835+0.00896128j 0.0111387+0.0126754j 0.0174605+0.0496373j -0.031739+0.0137648j -0.0273479+0.032707j -0.0309793+0.0404547j 0.018323-0.00870537j -0.0245216-0.0121047j -0.0650186-0.00132098j 0.0194028+0.0428604j -0.027247-0.0193971j -0.0325877-0.0548733j -0.0258625-0.0016972j -0.0405597-0.00684683j 0.0793816+0.00745198j 0.0546009-0.0320501j -0.00372531+0.0275466j 0.00616858+0.0153527j -0.0179517+0.0190026j -0.0211177+0.0383627j 0.027591+0.00937429j 0.00554037+0.0465054j -0.00528368+0.00749273j -0.0455421+0.0393635j -0.0246585-0.0064762j 0.0185316-0.036535j -0.0426536-0.0484281j -0.0311221-0.0332731j 0.0108197-0.00151535j -0.0442323+0.00226202j -0.00482988+0.0297811j 0.0112134-0.0418749j -0.0414223-0.0182862j 0.0671792+0.0425734j 0.0212686+0.0428116j -0.00924653-0.0145165j 0.014687-0.00108593j -0.037156+0.0296602j 0.0376931+0.0810844j -0.0277129-0.0651739j -0.0228615-0.0481692j -0.00906486+0.00403685j 0.0408102+0.0330668j 0.00891721-0.00881692j -0.0332749+0.00215316j 0.00738031+0.0269924j 0.0761193-0.00303954j -0.00621295-0.00447439j -0.0301491+0.0445108j 0.0642391+0.0775054j -0.0347805-0.00197083j 0.0137519-0.0964082j 0.00142029-0.0449574j 0.0155539+0.00446606j 0.0280228-0.094681j 0.00431122+0.00528425j -0.0619263-0.0793751j -0.0725376-0.0380838j 0.0240334+0.0243315j 0.111921+0.00124789j 0.063662-0.0114598j 0.0343894+0.104639j -0.0495342-0.0910248j 0.0659401-0.0101607j -0.0359452-0.0331414j -0.00524556-0.0131975j -0.0369803-0.0888192j 0.118543+0.0927333j -0.0743127+0.229942j 0.300173-0.214617j 
-0.00636297+0.00376153j 0.0127553+0.0142869j -0.00390403-6.8675e-05j 0.00564907-0.00592828j -0.0118484-0.00487154j 0.00165396-0.0123677j 0.00712771-0.00350574j 0.00022824-0.0086886j 0.0136429+0.0116916j 0.00388842-0.0157984j -0.00787343+0.00305954j 0.0139698-0.00378421j 0.00327859-0.00428596j -0.00982002-0.00320054j 0.00306141+0.00375259j -0.0109964+0.000894418j 0.00479561-0.00614038j -0.00323636-0.00537794j 0.00372787+0.010088j 0.000923207+0.0117032j 0.00696633+0.00733542j -0.00568471-0.00703698j 0.000748429+0.00734705j 0.00297978-0.00817697j -0.000684931+0.00734765j -0.00450558-0.0101019j -0.0109897+0.00897068j -0.00907479-0.0307686j 0.0225322+0.00356132j 0.00865854-0.00791406j -0.012829-0.00768409j 0.00617253+0.00551543j -0.0132219+0.00848913j -0.0103572-0.00373016j -0.00307451-0.00508139j -0.00710627+0.00474251j -0.00103498+0.0125564j 0.00130016+0.00962892j -0.00935874+0.0153173j -0.00423586+0.0119921j 0.00305028-0.00424587j 0.006114-0.0058356j -0.00315136-0.0135294j 0.0088559-0.0262846j -0.00296754-0.0046285j -0.00258257-0.0252696j -0.0091655+0.0321938j 0.00591384-0.00560335j 0.0149345-0.000114806j -0.00300409+0.00131493j -0.00651208-0.00256211j 0.00712738-3.56162e-05j 0.00724878-0.000468796j -0.00113744+0.00255068j -0.0108484-0.00420602j 0.0316379-0.0068702j -0.00441707-0.012093j -0.0147328-0.0136456j 0.0177835-0.0323397j -0.00196122+0.00561006j -0.00541044+0.00559485j -0.0111351+0.0142542j -0.0109807-0.010804j 0.000699097-0.00807848j -0.0208681+0.00897547j -0.0096737-0.00714097j 0.00984145+0.0118507j 0.00496722-0.000296248j 0.0146156-0.00284856j 0.00209314-0.00130834j 0.0256234-0.0108402j -0.0205792+0.00499671j -0.00622042+0.00102328j 0.0234696+0.00141466j -0.00677127-0.0127015j 0.0159786+0.0103167j 0.0061319-0.0131346j -0.0244342+0.0215291j 0.0014242-0.00449921j -0.016623-0.0026634j -0.0125801-0.00155826j -0.0113761-0.00175974j -0.0181565+0.016399j 0.00858491-0.00293059j 0.0226556-0.014445j 0.0139604-0.00214471j -0.00444773-0.00756168j -0.0158392+0.020652j 0.00813931-0.00328573j -0.00481641+0.000438761j -0.00639116+0.0015717j -0.00995377+0.015811j -0.0220139-0.00412974j -0.0214851+0.0181751j -0.00458669+0.0267362j 
0.00269165+0.0133109j 0.00527151+0.00281176j -0.00870214-0.00332403j 0.0178321-0.00282152j -0.00380565+0.0161254j -0.00750058+0.0117814j -0.0036186+0.0013138j 0.0060283+0.00596144j -0.00255197+0.00637371j 0.0135242+0.0175982j -0.00946437+0.0114663j -0.00299286+0.00719229j -0.00856636+0.00265556j 0.0141663+0.0150443j 0.0034491-0.00524645j -0.00553092-0.00917904j -0.00332437+0.0130351j -0.00235459+0.00211114j 0.00367365+0.00477896j 0.00635918-0.0019863j 0.00146301-0.0136096j 0.00893535+0.00683495j 0.0433846+0.00687511j 0.0228738+0.0114522j 0.00101526+0.0293834j 0.015798-0.0305991j 0.0054861+0.00799689j -0.0137118-0.0239362j 0.0224448+0.00137337j -0.00697514-0.0137035j -0.0105692-0.0109583j 0.00599833+0.00196188j -0.0114758+0.0108482j -0.00083008+0.00668411j 0.0118311+0.000248078j -0.00756066-0.00239278j 0.00276238-0.0151706j 0.00650215-0.00486252j -0.00660368+0.0152255j 0.0107469+0.0181085j -0.00378553-0.0121887j -0.0138533+0.000989551j 0.00589901-0.00725248j 0.00244532-0.0145433j 0.00240173-0.0166847j 0.0138204+0.000269168j -0.0123698+0.0273773j -0.018069-0.00596001j 0.0156889-0.00434377j 0.00960571+0.0142811j 0.012213-0.0210705j 0.0178981+0.00367013j 0.011507+0.0116555j -0.0220879+0.0192712j 0.0100854-0.00528749j 0.00845881-0.00579302j 0.00579816+0.0301809j -0.0241546+0.0241421j 0.022959+0.00771265j -0.00989786+0.00899206j 0.0142443+0.0158105j -0.0261942+0.00191892j -0.00108472-0.00983687j -0.00154589+0.033585j -0.0125838+0.00700189j -0.0245661-0.0192857j 0.00204422+0.0225168j -0.00961859+0.00276887j -0.00300186+0.00571001j -0.0101111+0.00502299j 0.000170322+0.022891j -0.0149631+0.0131737j -0.0103637+0.0102444j 0.00147828-0.00480507j 0.0203626-0.0126298j 0.0105142+0.0119236j 0.00937844+0.0214846j -0.0192697+0.00162058j 0.0102093+0.0144225j 0.0130984-0.00058354j -0.00667826-0.0201588j -0.00463282+0.0131571j -0.0217129+0.00406052j -0.00564948-0.00833653j -0.0025466-0.00451456j -0.00768321+0.00238594j 0.0204046-0.00358277j -0.0115698-0.0261275j -0.000659894+0.0209959j 0.00117234+0.0119778j -0.0167735-0.00296277j -0.0141852+0.00520506j 0.0103492-0.00430672j -0.00800007+0.00363216j -0.00276074+0.00952753j 
-0.00536946+0.00361046j -0.0201883-0.0172805j -0.0138473+0.00764528j 0.00278597+0.00350047j -0.0028839+0.0104176j -0.00491642-0.0248149j -0.0111952-0.0168718j -0.00921521-0.0274529j -0.0105712-0.000608844j 0.0210976-0.0192599j -0.0104703-0.0177349j 0.0156665+0.00495984j -0.00382206-0.00536433j 0.00372816-0.0056212j -0.00603625-0.00980242j 0.00164817-0.0119323j 0.0105772-0.00593073j 0.00217186+0.00275253j 0.00151443+0.0079443j -0.000670721-0.0109681j 0.0015779-0.0013517j 0.000329131+0.0147172j -0.00569041-0.0104793j -0.00211904-0.00381919j 0.00643809-0.00828794j -0.0117864-0.0167745j 0.00204526+0.00129662j -0.00926224-0.00951128j 0.0100124-0.0066139j -0.0126637-0.000840678j 0.00723836+0.0109683j 0.00407415-0.00554452j -0.00513551+0.00283446j 0.00231484-0.00179021j 0.00396315-0.00301431j 0.0060202+0.000108963j -0.00948941-0.00424531j -0.0109121+0.000639006j -0.00412334-0.009748j -0.000730181-0.00591231j 0.000763651+0.00434533j -0.0101769+0.00922516j 0.00276655-0.00341183j 0.0086939+0.0222733j 0.00754388-0.0118445j 0.011941+0.000329691j 0.00536446+0.0117765j -0.00270409-0.00585413j 0.00749037+0.00168713j -0.00423698+0.0144779j -0.0027543-0.012089j 0.00287368+0.0137719j -0.0014386-0.0154486j -0.00605373-0.00232422j -0.0116914-0.000614193j 0.00507769-0.0235382j -0.0123662+0.0039447j 0.00906638+0.00150245j -0.00683852+0.0037735j 0.0138237-0.00036934j 0.00851123+0.000748144j -0.00285188+0.0163341j -0.00794084-0.0137313j 0.00602387+0.00363286j 0.0103041-0.0103591j 0.0137341-0.00476679j 0.0265096-0.0156056j 0.0154591-0.0132735j 0.0133198+0.0170215j -0.0190444-0.0133723j -0.0141738+0.0304939j 0.0186395+0.0110681j -0.00176056-0.00017145j 0.00211236-0.0152642j 0.00936047+0.0198311j -0.0236898-0.00297491j -0.000501635+0.00476684j -0.0103518-0.00237496j -0.0233486-0.00181908j -0.00585188+0.0154487j 0.00108765+0.0149297j -0.0212106+0.00633705j -0.000502308-0.0136857j -0.00385036+0.00571765j -0.0191153+0.000415107j 0.0060056-0.0115161j -0.0102685-0.00103872j 0.00249154-0.00373684j -0.00723918-0.0197877j -0.00025999-0.0141623j 0.0158067+0.000860242j 0.00663633-0.00914876j 0.0013448+0.00750396j 0.0163605-0.0209748j -0.00647381-0.00815995j 
-0.00813621+0.0190525j -0.0416783-0.00731924j -0.0054297-0.0150335j 0.00894108+0.0037768j -0.00869007-0.00109218j -0.0116376+0.00284479j -0.0263213+0.00407906j 0.000810774+0.00355749j 0.0180517-0.0108221j -0.0143105+0.0167698j -0.00119327+0.010306j -0.0109633+0.00298245j -0.00223053+0.0137884j 0.00925559+0.00433465j -0.0148609+0.00503852j 0.0105554+0.00604871j 0.0076009+0.000169033j -0.00839214+0.0065334j 0.00285887-0.00108711j 0.0068115-0.00229869j -0.000286089+0.00207365j -0.0123727-0.00336976j 0.0107783+0.0131084j 0.0267021-0.0258722j 0.00100887+0.0165226j -0.0168625-0.014605j -0.00157056+0.0116763j -0.0232771-0.0141667j -0.00232224-0.000486065j 0.0138981-0.00998305j 0.0132582-0.0215168j -0.00464537+0.00752897j 0.00406239-0.0145546j -0.0128734+0.0124576j -0.00771941+0.0132031j -0.0193655+0.0143986j -0.0247326+0.000578537j -0.0441815-0.00313097j -0.00539749+0.0128332j 0.0236133+0.00302946j -0.0214167+0.00496759j 0.0166848-0.0172721j 0.0132096+0.0142503j 0.000953304-0.0368469j 0.0130864+0.0123759j 0.0284888-0.00544588j 0.022457-0.00647996j 0.00997533+0.00701682j 0.0288343-0.0422499j -0.0131807-0.000618844j -0.00965517-0.00252271j -0.0275513-0.0167186j 0.0154596+0.00394768j -0.0233544+0.0147869j 0.00681938-0.01863j 0.0103708+0.0129577j 0.0083217-0.00717875j -0.0294821+0.0155091j 0.0398773-0.00473007j 0.0427235+0.00654703j 0.0133904+0.00591478j 0.0289415-0.00436065j -0.0352035-0.00656833j 0.0572084+0.0109304j 0.00552798-0.014679j 0.0312763-0.037313j 0.0129474-0.019085j 0.00297228+0.0246693j 0.0176892-0.0106149j -0.00401559-0.039115j 0.00142861-0.00672402j -0.00868268+0.0524375j 0.00458516+0.010521j 0.0268328-0.0330298j 0.00311327+0.0194395j -0.0159123-0.014714j -0.010347+0.00335626j -0.0126955+0.0185192j 0.0334098-0.00287622j -0.000914825-0.00467375j 0.0127299-0.00136215j -0.0608571-0.00814148j -0.0427144+0.00879522j -0.00225153+0.00298718j 0.00709866-0.00151906j 0.0212586-0.00702396j 0.0192821-0.0376291j -0.00552965-0.0316785j 0.0377076-0.0146007j -0.000273832+0.0290484j -0.0239826+0.00296656j 0.0155637+0.0055017j -0.00550651+0.0024127j -0.0183881+0.0109971j 0.00395618+0.0262372j 
-0.0261906-0.00309368j -0.0129319-0.0262477j 0.00239291+0.00637881j 0.00357308+0.0196082j 0.0104288+0.0137557j -0.00768435-0.00851901j 0.00208666+0.000995014j 0.00564137-0.0100551j 0.00691501-0.00730691j -0.0113614-8.01865e-05j -0.00975356-0.0164976j 0.002278+0.00472069j 0.00882693-0.00334206j -0.00271731+0.000590322j 0.00342064+0.00868971j 0.00412156+0.00786001j 0.00581136-0.00875059j 0.00498979+0.00107122j 0.00200894-0.00139343j -0.0096173-0.00185781j 0.002775+0.0127113j 0.0031565+0.00140561j -0.015956+0.00764138j 0.00689281-0.00790814j 0.0073901-0.0167542j -0.0191037+0.00326953j -0.0162859-0.0122647j 0.0121028+0.013518j -0.00994172-0.00829871j -0.00265363+0.00463795j 0.0113873+0.00309845j 0.0052538+0.000802947j 0.000439715-0.0121468j 0.00191904+0.00398576j -0.000487709-0.000538754j 0.00616143+0.0116634j -0.0208968+0.00886681j -0.0225458-0.00197671j 0.00405284+0.00362809j -0.00215632-0.00709254j -0.00707559-0.00264574j 0.0253145+0.0117187j -0.0208509-0.00111106j -0.000776499+0.0129662j -9.57021e-06+0.0214311j 0.00661462+0.00382696j -0.00673107-0.0234878j -0.00401961+0.0185686j -3.59285e-05-0.00933377j -0.0140131-0.0142438j -0.0117611+0.0113292j 0.00191833-0.0116294j -0.00848224+0.0144043j 0.00209323+0.0255214j 0.0048639-0.0205025j -0.00363268+0.00423068j 0.0323759-0.00946561j -0.000481328+0.0103184j 0.0105233+0.0145797j -0.00506441-0.0136258j 0.00412677-0.0051348j 0.014634-0.00441564j 0.0307429+0.0184682j 0.000987045+0.0158813j -0.00135912-0.00795932j -0.00442254-0.00979299j -0.0155071-0.0109099j 0.00771633+0.00306884j -0.00132198+0.0061066j 0.0192918+0.00224004j 0.0078405-0.00389239j 0.00882349-0.00230337j 0.015757+0.0139044j -0.000762086+5.10838e-05j -0.00494249-0.005321j 0.0163617-0.0137738j -0.00573664+0.0224055j 0.00571395+0.00224014j 0.00988986+0.00958855j 0.0102602-0.0150502j -0.00359538-0.00461277j 0.0121159+0.000767955j -0.0174821-0.00197194j -0.00515837-0.0100791j -0.000956063-0.00132074j 0.0068264+0.0166352j 0.00237269+0.00278287j 0.014671+0.00062237j 0.00990712-0.00602342j -0.000143732+0.00258874j -0.0109434-0.00136641j 0.0196271-0.00593758j 0.00330108+0.00319081j -0.00172887-0.006903j 0.000379221+0.00233234j 
0.0144812-0.0169039j 0.0152439-0.00361219j 0.00189315+0.0106821j 0.016174-0.0118411j -0.00692305-0.0186995j 0.0188107-0.0164831j 0.0342585+0.0155219j -0.000665124+0.00687602j 0.0148159+0.0223933j 0.0162907+0.00996771j -0.0026544+0.00229138j -0.0136335+0.0205006j -0.00509208-0.00265441j 0.00579696-0.00404068j 0.000231861-0.00993647j -0.00892293+0.00217649j -0.00185204+0.00554668j 0.0022268-0.00232739j 0.0161444+0.0177955j -0.0141656+0.00200593j -0.00789736-0.0234313j 0.000437827-0.00205291j 0.0241141-0.0252763j 0.00467441+0.0114918j 0.00455474+0.0180087j 0.0387677+0.0288833j -0.00406557-0.0103185j -0.0321011-0.0326742j 0.0181485-0.0247647j 0.00401477-0.0280762j 0.00590825-0.00258426j -0.0117944+0.00361334j 0.00316249+0.0099445j 0.00259422-0.00435094j 0.00769497+0.0085933j -0.013132-0.00304212j 0.00297945-0.000620645j 0.0144193-0.00187319j 0.006852+0.0153454j 0.0232368+0.00922104j -0.00749971+0.00889606j -0.0124322-0.0170104j -0.0156403+0.00200416j -0.00937195-0.0389719j 0.00913871-0.00595448j 0.000292737+0.0163175j 0.0288658-0.00183739j 0.0128328-0.020216j 0.00781339+0.00634188j 0.024154+0.00688566j -0.0129168-0.0128663j 0.0173652-0.0174183j -0.031877-0.0300838j 0.0065453+0.0095365j -0.00162055-0.00626945j -0.00593189+0.035162j 0.0125642+0.0130141j -0.0068897+0.00256239j -0.059684-0.0146173j -0.01611+0.0387144j 0.0196103-0.0107314j -0.0250147+0.0237552j -0.0392353+0.00477485j 0.0209394-0.0101523j 0.024727+0.00331967j -0.0151593-0.0160201j 0.00939637+0.0334603j -0.0518514+0.0036961j -0.00893247-0.0186161j -0.0161847+0.0265449j -0.00562199-0.00704504j -0.00521313+0.026438j 0.0130686+0.0107897j -0.0191603-0.00176009j -0.00348556-0.0080487j 0.0265528-0.00229479j 0.0175421-0.00774544j 0.00152457+0.00354734j 0.00233308+0.0177692j -0.00442696-0.00894855j -0.00525487+0.00608222j -0.0156342-0.0161954j 0.00954812-3.68723e-05j -0.0117281-0.0097673j 0.0020568+0.0018965j -0.0102726-0.0108228j 0.0105169-0.00693479j 0.00410826-8.3864e-05j 0.0169807-0.0078864j -0.00137918-0.0107826j -0.0160007+0.0149381j 0.0112407-0.000845645j 0.00669507-0.00453104j 0.0180928-0.0141981j 0.00231997-0.0118557j 
-0.00473264-0.000133651j -0.0385363-0.00539067j -0.0289837-0.0215645j 0.015942+0.0412575j -0.0101422-0.000674838j -0.0120536+0.0266778j -0.030475-0.0110823j -0.00200665+0.0254063j -0.0116438+0.00337573j -0.017302-0.0297675j 0.0173381-0.00410674j 0.0118713-0.0278718j 0.0217253-0.0243879j 0.00515792+0.00140043j -0.00615603+0.00722669j 0.00200467+0.00674332j 0.00502475-0.0141714j -0.00998637-0.0205939j -0.00633073-0.0289829j 0.00300529+0.0251888j 0.0030006+0.0137807j -0.00312543+0.0132336j -0.0185527-0.0157592j 0.00229799+0.0325149j -0.00207588-0.00291444j -0.0303668-0.011091j 0.0043411+0.0161102j -0.0165068+0.026022j 0.00447889+0.00960948j -0.00300412+0.0066589j 0.0192744+0.0113705j 0.00243477-0.00206569j -0.000330563+0.0146157j -0.00189002-0.00624691j -0.00131137-0.0118657j 0.0056545-0.00842216j -0.010186+0.0127421j -0.0289161+0.0111875j 0.00205154+0.0129533j -0.00270783+0.0108696j 0.0239654-0.0131115j -0.00422739+0.00428186j 0.0239723+0.0064805j -0.0126403+0.0274438j 0.0155291-0.0160802j -0.0105602+0.0039259j -0.00234328-0.0115269j 0.00770062+4.50661e-05j 0.00165793+0.0522794j -0.00109079+0.019038j -0.0151757+0.00784383j 0.00209188+0.0106326j 0.00697875+0.0566818j -0.00536-0.022893j 0.00605363-0.00352435j -0.023958+0.0397738j -0.019395+0.019674j 0.0422433-0.0618059j -0.0143611-0.0117189j 0.00776425-0.0637519j 0.0452489-0.0224598j 0.0197041-0.0117068j -0.035571+0.0256826j 0.0329096-0.0292166j 0.0113033-0.00274439j 0.0203677-0.017668j 0.0232263-0.00932411j 0.0530834-0.021325j 0.0210561-0.024084j 0.000382316-0.0317738j -0.0242215-0.0175153j -0.00544614+0.0328571j -0.028011+0.0143394j -0.0343382+0.0174949j -0.0215174+0.0293648j -0.00414142-0.0132052j 0.0168558-0.0147401j -0.00914867-0.0128914j 0.016609-0.00463766j -0.0127743+0.00337952j 0.00431993+0.00759353j 0.00552522+0.0185415j 0.0275696-0.00733688j -0.0170409+0.0104031j -0.00455524-0.0135719j 0.0285645-0.0159295j -0.00734344+0.00316886j 0.00183134-0.0124193j 0.028649-0.0321608j 0.00938823-0.00100276j 0.000466618+0.00573816j 0.0182188-0.0229014j -0.0140431-5.3297e-05j 0.00829076+0.000851631j -0.00108412+0.00318392j 
0.00259492+0.0327548j -0.00719858+0.0191801j 0.00206758+0.0169507j 0.00334776+0.0189843j -0.0260602-0.00575126j -0.0144416-0.0194779j -0.00384797-0.037544j 0.0319105+0.00397815j 0.0340338+0.00673801j 0.0219102+0.0353802j 0.00715665+0.028129j -0.0242226+0.0208583j -0.0067211+0.00415681j -0.00855997+0.0050109j -0.00618644-0.00448972j 0.00427644-0.0200018j 0.0103697+0.011923j -0.00322569-0.0156244j 0.00196899+0.0191865j -0.00133988-0.0139213j -0.00923664-0.00619664j 0.0113497-0.0056891j 0.0310728+0.0291821j 0.0430355-0.0156536j -0.0137867+0.0219422j 0.00491656-0.0431043j 0.013285+0.0250595j -0.0214394-0.0420705j 0.0224416+0.0220409j -0.00281192-0.0114268j -0.0284704-0.0258871j -0.0111795+0.00209924j 0.00364934-0.0132793j 0.00232058+0.00824666j -0.00338459-0.0137414j 0.00268213+0.0152073j 0.00135928+0.00991277j -0.00723118-0.00417002j -0.034852+0.00734491j 0.0120448+0.00568625j -0.0307474-0.0162284j -0.0198663+0.0104621j 0.0343131+0.00285306j -0.00411676-0.0170746j -0.0305723-0.00317234j 0.0144886-0.0351298j -0.0104317+0.001817j -0.000547809+0.00837388j 0.00261532-0.0219268j -0.00919241-0.0158854j 0.017129-0.0134944j -0.00191967+0.00237085j 0.0147415+8.12987e-05j -0.00926652+0.0141612j -0.00951639-0.00183386j 0.0251303-0.00883589j 0.0208036-0.0203102j -0.024543+0.00797038j 0.013191-0.0206487j -0.0024827+0.000456463j -0.0154583+0.0110439j -0.00882754+0.00818247j -0.00416776-0.00621841j 0.0305697+0.023738j -0.0426712-0.0222584j -0.0105611-0.034658j -0.00220265-0.000999675j 0.00708131-0.00666993j -0.00527566-0.0208539j -0.00192796-0.0160815j -0.00575377+0.00489268j -0.0292205+0.0204375j 0.00154031-0.0115393j 0.0202525-0.00939213j 0.00579084-0.0124372j -0.00359113+0.0286765j 0.0393485+0.00920411j -0.0389866+0.0145542j 0.0309791-0.00147255j 0.00989037-0.0123269j -0.00317398-0.0219644j -0.027708+0.00288615j 0.00159726+0.0138893j 0.0111593+0.00118663j -0.0142889-0.00898154j 0.0185551-0.00111812j -0.0012066-0.00644361j -0.00770805-0.0184165j 0.0054117+0.0114712j -0.00215253+0.0185944j -0.00720937-0.0357847j -0.000569053+0.0190758j -0.00700872+0.0173924j -0.0286005+0.0174134j -0.00740822+0.0316924j 
-0.0264455-0.0107796j -0.0149909-0.0112885j -0.0275731+0.00630539j -0.0256328+0.0276138j -0.0147578+0.0239769j -0.01438+0.000844222j -0.00846885-0.00521923j -0.00759771+4.43983e-05j 0.00877004+0.0119577j -0.0136858+0.0204878j 0.0073726-0.00559219j 0.000967649+0.0111932j 0.0107998+0.0115853j -0.00286776-0.00799469j 0.00172836+0.00697531j -0.00096481-0.0130111j 0.00741595+0.00139517j 0.0108548+0.00491719j 0.00399588-0.00193442j -0.00488459-0.0170606j -0.010233-0.00545806j 0.0189144+0.011839j 0.00258979+0.017952j 0.00317-0.0269701j -0.000446926+0.0117321j 0.00469548-0.0195769j 0.00253836+0.00645422j 0.0166643-0.00214254j -0.00263539+0.0118084j 0.00368525+0.00697191j 0.0161052-0.021092j -0.00915616+0.000373089j 0.0132863-0.0342897j -0.00811413+0.01592j 0.00891176+0.00386629j 0.00937786+0.0189262j -0.0151852+0.00590307j -0.0168963-0.00277073j -0.00889868+0.0102445j -0.0148385-0.00244209j -0.00266649-0.0154946j -0.0109945-0.00431057j -0.00245113-0.00277456j -0.0231322+0.00344063j -0.00234695-0.00419505j -0.00935099-0.0228979j -0.0210488+0.00184314j -0.0151666+0.0130266j -0.0100374-0.0300023j -0.0142892+0.00319423j 0.027783+0.00541591j -0.000398849+0.0210462j -0.0199484+0.00222361j 0.0199812+0.00575782j 0.00146036+0.0061333j -0.0034112-0.0224482j 0.0116829-0.0122666j -0.0141977+0.00643414j -0.0403791+0.00565342j 0.00670339+0.00130078j 0.0043482-0.0105743j -0.000171094-0.0206955j 0.0259571+0.0310898j -0.0187789+0.023492j -0.0051337-0.0287092j -0.00421341-0.0579052j -0.00653793-0.0166657j 0.0143642+0.00483348j -0.0059028-0.0190183j 0.0344974-0.0147434j -0.00179987-0.0214918j -0.0313546+0.00661473j -0.018582-0.00545092j -0.0033923-0.0165362j -0.0155734+0.00731094j 0.00630602+0.0149225j 0.0262869-0.00410224j -0.010884-0.00920421j 0.00454826-0.00309513j 0.00180861-0.00930545j -0.00673594-0.0127567j -0.0145113+0.00459557j 0.00866099+0.00780408j -0.00921635+0.00605285j -0.0187959-0.00226465j 0.0244302+0.00217718j 0.00707208-0.019078j 0.0221516-0.0210201j 0.0321399+0.0090485j 0.00299417+0.0116453j 0.00383273-0.0130474j 0.0245845+0.0103819j 0.0120946+0.0161778j -0.00970475+0.000432442j -0.00853703+0.00449859j 
-0.00825657-0.00947479j 0.00293094-0.0333521j 0.00758383+0.0268751j -0.0101839-0.0111916j -0.0219896-0.00863054j 0.0151319-0.00131081j 0.00369488+0.0233401j -0.00491737-0.0246204j -0.0180369-0.0169319j 0.00801483+0.00393798j -0.0223866+0.0113413j 0.0109941+0.0169037j 0.00654269+0.000494606j 0.0149409-0.0164343j -0.00621827-0.000639076j -0.00537446+0.00170808j -0.00584014-0.00494392j 0.00460068+0.00729016j 0.0196003+0.00804573j -0.0107806-0.00979108j 0.00774845+0.00184444j 0.0105241+0.000197564j -0.0189447-0.0138385j -0.00638175-6.0665e-05j 0.00687079-0.00101748j 0.0174649-0.00293419j -0.00781947-0.00764931j 0.00130802-0.00945645j -0.0105243-0.0120784j -0.00646766-0.00392385j 0.0161046+0.000182292j -0.00598814+0.00822876j 0.00664608-0.00767657j 0.0143699+0.00817432j 0.0115972-0.00315288j 0.00583932+0.0103227j -0.00940718+0.00304115j 0.00147806-0.00805934j -0.000444314+0.00738693j -0.0161328+0.00309535j -0.0103086-0.00554075j -0.0105156-0.015529j -0.0178112-0.0108482j -0.00420765+0.00512999j 0.0165515-0.01552j 0.00902382+0.00284556j -0.0048437-0.009526j -0.00777648-0.00162762j 0.0062071-0.0139538j 0.00800258+0.000447699j 0.00376367+0.00400005j 0.0107357+0.000685706j -0.0240338-0.0101015j 0.0191938+0.0012897j 0.00207117+0.00293304j 0.0120467-0.0119103j -0.00263875+0.00266854j -0.00369297+0.0209302j -0.0325175+0.00748408j -0.00786895+0.0225453j -0.000805677-0.0090191j -0.00639106+0.0057956j 0.0127001+0.0124821j -0.02286+0.0060161j 0.00637751-0.0121324j -0.00994513-0.0125435j -0.00311832+0.00191421j -0.0242249+0.0111381j -0.000921408+0.00413041j 0.00584996+0.00641811j 0.00613647-0.00322951j 0.00611405-0.00566717j 0.00900137-0.00288808j -0.009382-0.00576609j -0.00262674+0.00589003j -0.00653071-0.00691066j 0.0177969+0.00540017j 0.00352038-0.000618488j -0.0141885+0.0169649j -0.000324196+0.0122418j 0.0115822+0.00934925j -0.0037977+0.00221435j 0.0045366-0.00716796j -0.0236802-0.00827402j -0.0147916-0.000985591j 0.00743095+0.00465922j -0.00794411-0.0175298j 0.0130741+0.00167707j -0.00378445+0.00549525j -0.000419738-0.00805024j 0.00831349+0.0151582j 0.00374353+0.00803294j 0.00665628+0.00236317j 0.0157975-0.028027j -0.0113823-0.00812942j 
