-0.0175942+0.0109217j -0.0295978-0.00998756j -0.0271703-0.00704892j 0.010322-0.00268055j -0.010635-0.00353332j 0.0241325+0.00179956j -0.00856945+0.00352173j -0.0209388-0.00307617j -0.00665593+0.000174154j 0.00888108+0.00188287j 0.00137905-0.00357544j 0.0223464+9.20668e-05j -0.00153887+0.0013534j -0.0112039-0.00122407j 0.00698189+0.00145429j -0.00516617+0.000470623j -0.0202706-0.00119295j 0.00435025+2.89167e-05j 0.00389766-0.00239757j -0.000493115+0.000614812j -0.00237674-0.000632779j -0.0234443-0.00232124j 0.00714143+0.00187008j -0.00819708+0.0024885j -0.000698805-0.000793069j 0.00469066-0.000241196j -0.0216493-0.00222177j -0.0236256-0.00107323j 0.0076146-0.00184288j -0.00940889-0.00399432j -0.0238062-0.000179413j 0.00944704+0.00191892j -0.0454256+0.00145235j -0.0220364-0.0042279j -0.0385839+0.00347381j 0.0130731+0.00438188j -0.0642022+0.00330323j 0.112689-0.0058979j -0.258606-0.0102715j -0.175155+0.00528751j 0.510053-0.000948869j -0.0746949-0.00243711j 0.130065-0.00345756j 0.00656313+0.00672124j 0.00940135-0.00495377j -0.0454342-0.000717812j 0.0188697+0.00899538j 0.0512366-0.00637572j 0.00544875-0.00351497j 0.00794473+0.00143812j -0.0087842+0.00514516j -0.0421084-0.00286639j 0.0138684-0.00314984j 0.0104603-0.00824843j 0.00950373-0.00144403j -0.00552804+0.00195819j 0.0152041-0.00182201j -0.0332229-0.000515508j 0.00109947-0.00182258j -0.0159752+0.00161092j -0.00759413-0.00594961j -0.00411804+0.00270079j -0.0116054+0.00445665j -0.00892115-0.000798172j -0.000791057-1.40029e-05j 0.00794207-0.00131926j -0.0100025-0.00226032j 0.00295397+0.000592324j 0.000500585-0.00583703j 0.00997464-0.00292474j -0.010412+0.00112992j 0.0118711+0.00505074j -0.00999345-0.00317006j -0.00982443-0.000144461j -0.0042977-0.00145207j 0.0108454-0.0035373j -0.00633172+0.00176967j 0.00052455+0.00353113j -0.0100236-0.00578708j 0.00809365+0.00369934j -0.0027354+0.0110677j -0.0120143+0.000166618j 0.00296007-0.0107975j -0.0165146+0.00614018j -0.0142076+0.000696311j -0.0100105-0.0293248j 0.0356573-0.00516583j 0.0314263+0.0302733j -0.0142031+0.0632472j 0.039248+0.0114439j -0.00534263+0.071805j 0.13842+0.0188753j 
0.0218683-0.00480265j -0.0144161-0.00694235j 0.0150351+0.00152282j 0.0118536+0.000778333j -0.00274489-0.00202958j 0.00678159+0.00387798j 0.0104967-0.000126518j 0.0218536-0.00316562j 0.00127583-0.00127995j 0.00686403+0.00190124j -0.00774574-0.000178658j -0.00463887+0.00011141j 0.0028495+0.00139123j 0.014803-0.000748745j -0.00425516+0.00382793j 0.00755706-0.00115785j 0.00693119-0.00322482j -0.00722619+0.000281503j -0.0103086+0.000828203j -0.00590606+0.00169781j -1.80106e-05+0.00220039j 0.00677023-0.000701501j -0.00843611+0.00149898j 0.0093233+0.00287191j 0.00261316+0.000409928j 0.00357789+0.00283849j 0.0148301-0.00330398j 0.00453821-0.00192643j -0.00447003+4.86712e-06j -0.00313928-0.00189106j 0.0145081-0.00214006j -0.0040657+0.000328207j 0.05407+0.00357184j -0.0314579-0.00150411j 0.0448987-0.00287788j -0.0465568+0.00399948j -0.0338833-0.00700416j -0.693049+0.00501197j 0.197938-0.00458419j -0.322906+0.0016905j 0.0496125-0.00325994j -0.130574-0.00442449j 0.00068979+0.00241253j 0.0340039-0.0032548j 0.0182579-0.000415219j -0.0325938+0.00549643j -0.0066326+0.00212443j -0.0395301-0.00235271j 0.00949651-0.00482225j -0.0049172-0.00227047j -0.01431-0.000601791j 0.00221076-0.00131742j -0.0169331-0.00144894j -0.0182822-0.0001626j -0.0176084+0.00338337j -0.00102676+0.00226032j -0.00384976-0.00132129j 0.0197888-0.000311503j 0.00710429-0.00270619j -0.00358414+0.00182037j 0.00287928+0.00349979j 0.0016874+0.00248813j -0.00249101-0.00308761j 0.005106+0.0017107j -0.00443649-0.0013713j -0.00851249+0.00371644j -0.00483584-0.0029238j -0.00615769+0.00168083j -0.00541801+0.000161889j -0.00140222-0.00502757j 0.00756998-0.00295066j -0.0080493-0.00233837j 0.00278137-0.00240641j 0.00973454+0.000593878j 0.00598057-0.000302625j -0.000165189-6.5568e-05j -0.00479061-0.00354858j -0.0023139+0.00649699j -0.000302964-0.00272584j -0.00261042-4.30988e-05j -0.00912511+0.00817545j -0.00888553+0.00277765j -0.0128869-0.00219641j 0.0169566-0.00483105j 0.00620872-0.0116508j 0.0173082+0.00724496j -0.00930025-0.00445979j 0.00370451+0.00459041j -0.0192207-0.0171325j 0.144263-0.0129706j 0.0124233+0.00229142j -0.0217054+0.00516545j 
0.00974168+0.00553352j 0.0194653-0.0030555j -0.0100776+0.00234099j 0.0112501+0.00206532j -0.013481-0.000820101j -0.0176759+6.36193e-05j -0.00826035+0.00209052j -0.0103744+0.00254611j 0.0187127+0.000713935j -0.00657928+0.000956689j -0.000298065-0.00126764j 0.00355519-0.000429973j -0.00314089+0.000334749j -0.00145441+0.000817635j -0.00304879+0.000818663j -0.00489552+0.000656815j 0.00473521+0.000566221j -0.000977413-0.000591222j 0.00420633-0.00093232j 0.000835957+0.000883656j -0.0106631+4.82342e-05j 0.00898627+0.000574428j 0.00681019+0.0004939j -0.00214243+0.00190744j -0.0210878-0.00161328j -0.00749619+0.000161539j 0.00217922+2.65355e-05j 0.0146324+0.000738602j -0.0172749-0.0018646j 0.0128135-0.00300949j -0.016183-0.00141945j 0.00857478-0.000662557j 0.00732937+0.00199586j 0.0409988+0.00361902j -0.00208759-0.000474391j 0.0744596+0.00731556j 0.773639-0.0087463j -0.058685-0.00233813j -0.266851+0.00256382j -0.142603+0.00288765j -0.0984365-0.00467023j -0.00372588+0.0029504j 0.0243837-0.00244719j 0.00230761-0.00388265j 0.0240904-0.00344735j 0.038694+0.0021108j -0.0015224+0.00134378j 0.0197039+0.00399831j -0.0272067+0.000734151j -0.0198932+0.0017291j -0.00113675+0.00161189j 0.00628355+0.00028179j 0.00288966-0.000133403j 0.0042246+0.00113968j 0.00702104+0.00168186j -0.00251476+0.00204963j -0.00627565+0.000619816j 0.00376275-0.00246517j -0.00739347+0.00100447j 0.00412994-0.000179812j 0.00669813-0.00030178j 0.0133022+0.00015952j -0.00698523-0.000176651j 0.0101714-0.00211995j -0.00799844+0.00134567j 0.0126859+0.000513193j -0.0055543-0.000674725j 0.00284406+0.00136287j -0.00308796+0.00154847j -0.00577537-9.29042e-05j -0.0076917-0.000997196j 0.00558477+0.000728501j -0.000141914-7.67304e-05j 0.0131115-0.00055552j 0.00447194+0.000739515j 0.0013099+0.00145289j -0.00556921+0.00133347j 0.014062-0.00248194j -0.000244924-0.00396514j -0.00792756+0.00317144j -0.000614043+0.00477332j 0.00258209-0.00872644j -0.00270875+0.00429156j -0.013826+0.00105558j 0.0253328-0.00178405j -0.0092615+0.010318j 0.00297849-0.0110061j -0.0176685+0.0111295j 0.138259-0.00594407j 0.0264322+0.0122488j -0.0169895+0.00311992j -0.00291247-0.00104779j 
-0.00319625-0.000367032j 0.000771698+0.000588645j 0.0074097-0.0039181j -0.0201146-0.00121996j 0.0142744+6.94363e-05j 0.0104221-0.00198357j -0.00498704-0.000206035j 0.00805376-0.00260335j -0.00815421-0.00065421j 0.00174719-0.000645731j 0.000574359+0.00100367j 0.00531027-0.0010864j -0.00368332+0.000604662j 0.0053885-0.00199371j -0.00757095+0.000761418j 0.000972725-0.00103285j 0.00318581-0.000671035j 0.00169903+0.000745741j 5.46028e-05+0.000258315j -0.0068446-0.000537293j 0.00318528+1.73196e-05j -0.00580442-0.000645975j -0.0066767+0.00173761j -0.0129478+0.00114726j -0.00195377+0.000907766j -0.00591286+0.00102909j 0.00278986-0.00231202j -0.0116075+0.000471384j 0.0111952+0.000299328j 0.0105378+0.000969811j 0.0276885-0.000464964j 0.0131562+0.00127866j -0.0667599-0.00201339j 0.00137995+0.00149649j 0.0399652+0.00143361j -0.854556+0.00690932j 0.104531-0.0070041j 0.114446+0.00268223j -0.0698788+0.000764793j 0.0655593+0.00411164j -0.00937424+0.000912813j -0.00427423-0.000441811j -0.0535534-0.000888832j -0.0210548+0.00351616j -0.0279016+0.00145108j -0.022205-0.00454388j 0.0096873-0.000628063j -0.0145344-0.00160959j 0.00738812-0.000977826j 0.0069298-0.000693894j -0.00487811-0.00118853j -0.00730242-0.000499683j -0.00751296-0.000204554j -0.00842852-0.00090265j -0.00276933-0.000688526j 0.00842258-0.00325929j 0.00133515+0.000705425j -0.00687638+0.000379503j -0.000781705-0.00243033j 0.00274089+0.000518112j 0.00397041+0.000186649j -0.00187269+0.000781614j -0.00229082-0.000232317j -0.00773845+0.00140165j 0.000592829-0.000895713j -0.00935552-0.000530731j -0.0172434-0.00132968j 0.00388336-0.000768357j -0.00392017-0.00143992j -0.00832062+0.00119375j 0.00357016-0.000574752j -1.87072e-05+0.000491086j 0.00186258-0.0014637j 0.00747949+0.000543358j 0.0124154-0.00291365j 0.00850573-0.00113661j 0.00018767-0.00688273j -0.000489982+0.00303708j -0.0159605+0.00426531j 0.0106285+0.00162578j -0.00130455-0.000562406j 0.00923679+0.00143668j -0.0110548+0.000762297j -0.00376035+0.00205984j -0.0102292+0.00668732j -0.00779185+0.00209653j 0.00956213+0.00751755j -0.101043+0.00540181j -0.0341306+0.00248455j 0.0149582-0.00500395j -0.00797022+0.00236494j 0.00297703+0.00102335j 
-0.0186163+0.00323762j 0.0127836+0.00281997j 0.011964-0.000221166j 0.0158452-0.00260357j -0.00612908+0.00158597j 0.0230594-0.00108124j -0.00202732-0.00050261j -0.00040306-0.000510861j 0.00142869-8.70264e-05j -0.00644283+0.000556546j 0.00921072+0.000261908j 0.014956-0.00220848j -0.010398+0.000488407j 0.000129109+0.000790722j 0.00806632+0.000305513j 0.00048227-0.000671371j -0.0104317+0.00132477j -0.000899941+0.00136237j 0.0187956+0.000647267j 0.0029893-0.000347093j -0.00429493+0.001587j -0.00283596+0.00115234j -0.000171918-0.00110777j -0.0153415-0.000135931j -0.0171002+0.000760618j 0.0116118-0.000118963j -0.00589752-0.000836692j -0.0280138-7.78934e-05j 0.00732756+0.000987058j 0.0400064+0.000386084j -0.0647773+0.00153927j 0.026768+0.000492724j -0.129565+0.0032422j 0.0656549+0.00139695j -0.837103+0.00253371j -0.0705681-0.000997989j -0.0312474+0.00148578j -0.206047-0.000185668j -0.0811258+0.00163396j 0.110026+0.00101122j -0.0368634+0.000569035j 0.0488+0.000247703j 0.000942874+0.00188707j 0.0553824+0.00225895j 0.0138551+0.00305053j -0.0254317-0.00100794j -0.00157493-0.00194418j -0.00757779-0.00130166j -0.0110396-0.00181659j 0.00606886+0.00158328j 0.00642713-0.00206551j -0.00668681-0.0012133j 0.00914745-0.000488944j -0.00777124+0.00232652j -0.00401374+0.00383785j -0.0199099-0.000842391j 0.00173591+0.000338128j -0.0125003+0.00225888j -0.0053413-0.00119254j 0.000920297-5.1014e-06j -0.00777422+0.00191641j 0.00675069-0.00181759j 2.55511e-05-0.00318945j -0.00370322-0.000127243j -0.000545148+5.28004e-05j 0.00150797+0.00166008j -0.0101463+0.00248325j 0.00438819-0.00127022j -0.00148759+0.000750599j 0.00684922-0.0012582j -0.00286325+0.00134573j 0.00254004-0.00296514j 0.00174133+0.0010007j 0.00619212-0.00265267j -0.0126127+0.00189098j -0.00103237+0.00287442j -0.00340414-0.00401016j -0.0124596+0.00447051j -0.00896616+0.00262651j 0.000465237-0.00511389j 0.00803041+0.00454249j -0.00908433+0.000564315j 0.00518799-0.00167038j -0.00246831-0.00545066j 0.00352513-0.00661583j 0.00993271+0.00409381j -0.100572+0.00491487j -0.0106255-0.0023121j -0.000850483+0.00114676j -0.0071786-4.45165e-05j -0.007471+0.00142664j 0.0118323-0.00253689j 
0.010685+0.00360852j 0.0186661-0.0025948j -0.00100876+0.000130696j 0.00152394+0.00132659j 0.00839673-0.000519781j -0.00393552-0.00181423j -0.0164028+0.0010344j 0.000106135+0.000830031j 0.0142004+0.000614185j -0.000872211+0.000862057j 0.0136335-0.0006069j 0.00118085+0.000236115j -0.00456188+0.000328047j 0.0059685+0.000465908j -0.000948874-0.00135213j -0.0156548+0.000455246j 0.0108605+0.000541449j 0.00473521-0.000745303j 0.0130001-0.000957044j -0.00954115+1.57915e-05j -0.000586772-0.00145702j 0.0173061+9.65018e-06j 0.00967984+1.33284e-05j -0.00274044-0.000597491j -0.0459042-0.000823188j -0.0043439-0.00152444j -0.00223108+0.000669182j 0.0240669+0.0023275j -0.0292354-0.00122056j 0.0179202+0.00090195j -0.0373225-0.00132941j 0.0106066+0.000678246j 0.12195-0.000721718j 0.86971-0.00479728j 0.0717096+0.000851797j -0.0141397+0.000584901j -0.150139+0.0034068j -0.0756245-0.00137572j -0.107108-0.00218514j -0.106283-0.000315727j -0.0541151-0.00133748j -0.0208143+0.00168564j -0.007014-0.00158381j -0.00142934-0.000613536j -0.00775738-0.0012575j 0.00365076-0.00250184j 0.0117155+0.000987421j 0.00922058+0.000515082j -0.00646317-0.00102788j -0.0162051+0.0013919j 0.0050269+0.000326065j -0.00327937+0.000115918j 0.0147081+0.000724256j -0.00127228-0.00123275j -0.00817356+5.24604e-06j 0.00612279-0.00114274j -0.00559981+0.000666802j -0.0110107-0.000315305j 0.00395729+0.00017715j 0.00155847-4.11224e-05j -0.00496975-0.000786885j 0.00392483+0.000500288j 0.0107771+0.000926857j 0.00126343-0.000573369j 0.00583279+0.000765807j -0.00418221-0.000911985j 0.000454112-0.00148056j -0.00618083+0.000243787j -0.00559086+5.3959e-05j -0.00209785+0.00178921j -0.00100584-0.00016335j 0.0020264+0.00284385j -0.00840781+0.00101702j -0.0107843+0.000948129j -0.00514594-0.00211163j -0.00472995+0.000473543j 0.0190604-0.00435446j 0.00540098-0.00277455j -0.00347357-0.000508602j -0.00843996-0.00151561j 0.0131564-0.00271472j 0.00196151+0.00394048j 0.00384195-0.0036722j -0.000650081+0.00224982j -0.0153944-0.00306507j 0.0831103-0.00443386j 0.0178937+0.00149175j -0.0150334+0.00230437j 0.0108403+0.000420662j -0.0146358+0.00377445j -0.0142636+0.00165762j -0.00533865+0.00146852j 
0.0176848-0.000330907j -0.00575763-0.00312011j 0.0175937+0.0039771j 0.0184703+0.000406057j -0.00684173-0.00198365j -0.00351817+0.0022097j 0.00327235-0.00129503j -0.00440167-0.000411224j 0.0141548+0.00113268j 0.0077632+0.00113749j -0.000876625-0.00272772j -0.0124703+0.00139078j 0.012744+0.000718034j 0.0159894+0.00187709j 0.0111457+4.00071e-05j -0.00506361+7.16388e-06j -0.00320672-0.00178065j -0.0101905-0.00130046j -0.00304039-5.98483e-05j 0.0100804+0.00266606j 0.00272338+0.00074967j 0.0261581+0.000333171j 0.00226406-0.000851446j 0.0350089+0.00125383j -0.00636663-0.00113251j 0.0195645+0.00108012j 0.0127509+0.000544749j 0.0218994+0.00019205j -0.0322847-0.000794639j -0.0109743+0.00116088j -2.79116e-05-0.00140176j -0.00601113+0.00263599j 0.845768-0.000327142j -0.151821-0.00304157j -0.203327-0.00159472j -0.127804+0.000569323j -0.0605062-0.00149282j 0.159684-0.00298937j 0.0215036+0.000463477j -0.0590526-0.00208616j -0.00901172-0.00149286j -0.0694023-0.00131774j 0.00872261+0.00239584j 0.0400555-0.000707996j 0.0190693-0.000856978j -0.00116362+0.00215127j -0.013432+0.000321987j 0.0115973-0.00286515j 0.011046-0.000164892j -0.00573407+0.000183398j 0.0141094+0.00138199j 0.0144886-0.0024164j -0.00538297+0.00245139j 0.00815731-0.00158671j -0.0128282+0.000342926j -0.0133285+0.00198917j 0.000827922-0.000986679j 0.00390581+0.000601468j -0.00243523+0.00220242j -0.00853106-8.70143e-05j -0.00872921+0.000399803j 0.00600639-0.000679863j 0.00795699+0.000528066j 0.0101235-0.000741892j -0.000183222+8.58106e-05j -0.000769596+0.0014733j 0.0149533-0.000983293j -0.00774917+0.00224035j -0.00874031+0.000965309j 0.00973632-0.0026084j 0.00329969+0.00105315j 0.00681954+0.00106346j -0.00329956+0.00217469j 0.0113094-0.00166058j 0.00823111-0.000437157j -0.00325507+0.00198106j 0.00268486-0.000327139j 0.00134821+0.000430152j -0.00598757+0.00529122j -0.0185612+0.00298319j -0.000251611-0.00404736j 7.36041e-05+0.00606521j 0.00489433-0.00437554j -0.00651165-0.00392627j -0.0794404+0.000529591j -0.00403264-0.00458466j -0.00368623-0.00169742j 0.026181-0.00280056j 0.0090994-0.00133685j 0.0106063+0.00150865j -0.00424512-0.000448633j -0.00864519+0.00125194j 
-0.00382413+0.000162371j 0.00257375+0.000397421j 0.00634293-0.000874601j 0.00194993-0.000255644j 0.00324285-0.000330407j -0.00691999-0.00015044j 0.00517277-0.000110082j 0.00566108-0.000773121j -0.0109314+0.000949563j 0.00662504-0.000352265j 0.0124372+0.000648656j 0.0058766+0.00105235j -0.00240942-0.000421549j -0.00303314-0.000171574j -0.00418086-3.85264e-05j 0.00104517-2.59768e-05j 0.00121202-0.000464583j 0.00130303+0.000433592j 0.00307642-3.79997e-06j -0.00689128+0.00147321j 0.00227341-0.000461903j -0.00421933-0.000596098j -0.00539491+0.00150368j -0.00745594-0.00105331j 0.012654-0.000184242j -0.00213886-0.00145886j 0.0053393-0.00141197j -0.0227981+0.000495754j 0.0553749-0.00176798j 0.0461842-0.000608377j -0.0339694+0.00064486j -0.942395+0.00166028j -0.011531-0.00153015j 0.00714525-0.00116956j -0.0451944+0.000124002j 0.0110707+0.000890704j -0.00377893-0.000147638j -0.0106982-0.000436052j -0.0402788+7.27445e-05j 0.0342132+0.00115962j -0.00428971+8.59487e-05j -0.00795885-0.000707855j -0.00344411+0.000834805j 0.00697427+0.000655569j -0.00284128+0.000278358j 0.0136109+0.000115545j -0.00130812+0.000948392j -0.0177459-0.000541268j 0.0164904+0.000789688j 0.0109947-0.000491403j 0.00282132-0.00183369j -0.00765178+0.00018886j 0.00263901-2.49339e-05j -0.00119818-0.000174997j 0.00513866-0.000601886j 0.00155003+0.00157797j -0.00220363-0.000510576j 0.0102564-0.000181505j 0.000703997+0.000728582j -0.00397314+0.000222379j -0.00475236-0.00116157j -0.00225061-0.000121822j 0.00186735-0.00100788j 0.00395191-0.00054547j 0.00785324-0.00279378j 0.000921159+0.000223702j 0.00181289+0.000121527j -0.0113158+0.000570261j 0.00103931-0.000243113j -0.00456298+0.00107483j -0.00271174-0.000776126j 0.00831418-0.00189935j -0.000651266+0.00235886j 0.00185018+9.8988e-05j 0.00401965+0.000691501j 0.00367183-0.00245252j 0.00559803-8.39881e-05j 0.00561339+0.000788636j -0.000919162-0.00313732j -0.000129083-0.00117461j 0.00512866-0.00243467j 0.00112559+0.000453332j 0.0353062-7.36497e-05j 0.045924-0.00197782j -0.00206429+0.000338799j -0.0101231-0.00172408j 0.00876607-0.00124861j 0.0072459-0.0013118j -0.00437981+0.00117922j 0.00421809+2.59926e-05j -0.00632556+0.000778402j 0.000232161+0.000974136j 
-0.00477214+0.00221252j 0.00906364-3.72142e-05j 0.00615297+0.00197758j 0.0261928-0.00129327j -0.00645257+0.000858779j 0.00206915-0.000386401j -0.0173598+0.000469582j -0.00695674+0.000851741j 0.0147446-0.000125249j 0.0099426+0.000823802j 0.00526937-0.000102526j 0.0185264-0.000185548j -0.00452881+0.000417336j -0.00264523+0.00139045j 0.00316377-0.000460478j -0.0151672+0.000214585j -0.00669513+0.000503957j 0.00251739-0.000493885j 0.0165464-0.000129268j 0.00925075+0.000735633j -0.0119119+0.000282788j 0.00259134+0.00111166j 0.0125844-0.000360094j -0.0023236-0.000557059j -0.0649755+0.000405398j 0.0180849-0.000561082j -0.0276022-0.000736091j 0.0147293+0.000183054j -0.0573423-0.000453201j 0.0468019-0.000917061j -0.899601+0.00353333j 0.0247718-0.000797392j 0.0270258+0.00304744j -0.0965912+0.00118288j 0.144291-0.000157033j -0.0853664-0.000908295j -0.0533507+0.00102982j -0.0563771-0.000916164j -0.0117622+0.00118715j 0.0182774-0.00124692j -0.0364361-0.000929746j 0.0109169+0.000261098j 0.0195025+0.00176537j 0.0480127-0.000341985j 0.0107713+0.00077074j 0.000868878+3.0023e-05j 0.0163026-4.04074e-05j 0.0118817-8.15833e-05j -0.00123157-0.00121722j -0.0168005-0.000240956j -0.00629559-0.000892494j -0.00799165+0.000665674j 0.00565747+0.000522643j 0.00453136-2.41361e-05j 0.0020704+0.000985284j -0.00111999+0.000613898j 0.000120697+0.000633954j -0.00666901-2.91595e-05j -0.00389897+0.000600968j 0.00189164+0.00070224j -0.00391157+0.000726771j 0.0013935+0.000119897j -0.00408261-9.76918e-05j 0.000555325-0.000499761j -0.0053751-0.00087544j 0.00578672+0.000375181j -0.000468739+0.00065185j -0.00698213+0.00147737j 0.000910619+0.00143645j 0.00160176-0.000120867j -0.00255695+0.000397361j 0.00648933-0.000934413j 0.0079775-0.00129986j -0.00526997+0.000740863j -0.0135979-0.000851729j 0.00499798-0.000454497j 0.00220313-0.000321758j -0.00137424+0.00299279j -0.000227947-0.000749878j 0.00161314+0.00161734j 0.00102008-0.000439226j 0.0159054+0.00190093j -0.037206+0.0026895j 0.0412797-0.00034063j -0.00630659-0.00300138j 0.0101939-0.000838382j -0.0112471+0.00138112j 0.00740745+0.000315033j 0.0138474-0.000542089j -0.00676148+0.000176924j -0.00381672+0.00102375j 0.00638834-0.0010776j 
0.000410248-0.00171825j -0.0154285+0.000335168j -0.00968576+0.00134298j 0.00640888-0.000285956j -0.00118293+0.000921249j -4.98648e-05+0.00105553j 0.0102758+0.000529122j 0.000640094+0.00164145j 0.00338316-0.000718769j 0.0140601+0.000240824j -0.0131266+0.000358209j -0.00544204+0.00122657j 0.00733114-0.000924339j -0.00541575+0.000862806j 0.00737554-0.00128445j 0.00226692+0.00153825j -0.00138664+0.000711529j 0.0067569-0.0018426j -0.0275544-0.00031881j 0.0203136-0.000535317j 0.00396851-0.0004603j -0.0186104-0.000219433j 0.00695021-0.000836382j 0.0266597-0.000533994j 0.0394848-0.000926968j -0.012751-0.00079985j -0.0443945+0.00209513j -0.0134872-0.000692527j -0.061192+0.000336971j -0.919545+0.00300743j -0.0835339-0.00172362j -0.056871-0.00111855j -0.0310975-0.000311616j 0.0380326-0.00159128j -0.0851018+0.000131656j -0.029122+0.000978076j 0.0488903+0.00139388j 0.00781184-0.00025901j 0.0803279+0.000634028j 0.0146277-0.00180999j 0.0229367-0.000136046j -0.00522992-0.000340482j 0.0311011+0.00138156j -0.00319272-0.0012519j 0.00256546+0.000241815j 0.00028176+0.00210369j -0.00163108+0.000218257j 0.00372568-1.26986e-05j 0.00673841-0.00117079j -0.0145471-2.83929e-05j -0.00716028+0.000470961j 0.00247494+0.00165909j 0.0118228-9.24583e-05j 0.00711882+0.000458608j 0.000571323-0.00037518j 0.00477966+0.00131571j 0.00830685+4.82971e-05j -0.00134162-0.000744115j -0.000225638+0.000790954j 0.0133906-0.00120717j 0.00624403-0.00019541j 0.00133991+0.000722481j 0.00566608+0.00164317j 0.00263423+0.000450931j 0.00578805-6.93031e-05j -0.00582965-0.000545337j 0.00131776+0.000944003j -0.00783888+0.0026956j 0.00437841+0.000685905j 0.00740041-0.000466993j -0.00375565+0.000127956j -0.00788824+0.00104482j -0.00378883+0.000364361j -0.00414275-0.00253737j 0.00161212+0.00131742j -0.000796515+0.00135756j 0.000709982-0.000102711j -0.000441425-0.00126372j -0.00321965-0.00061512j 0.00183068-0.00134177j 0.0239163+0.00116965j -0.0414226+0.00326306j -0.0237818+0.000141264j 0.00509037+0.00107706j -0.00468513-0.000557284j 0.000114576-0.000163497j 0.0154901-0.000295876j 0.00543526-0.000413345j 0.00227798-0.000894705j -0.00272584-0.000868553j 0.00850197-0.00109388j 0.000319472-0.00070365j 
-0.0200381-0.00111692j -0.00509508+0.00312292j -0.00140148-0.00199969j -0.0101163-0.000970419j -0.00433537+0.000210121j 0.0107187+0.000756552j 0.0104613-0.000965393j -0.00165175-0.000938058j -0.02742+0.000112341j 0.00671934-0.0019605j -0.00266439-0.000235296j 0.000580626+0.000179201j -0.00238233-0.000323059j -0.0155607-0.000950678j 0.00283635-5.46563e-05j 0.0186901-5.6067e-05j -0.0164077-0.000805824j 0.0128285-0.000176849j 0.00337002+0.00117055j -0.00805628+0.000324814j 0.0139674+0.000724032j -0.0475337-0.000859136j -0.0352947+0.000111283j -0.0527108-0.000534864j 0.13958-0.000589592j 0.0308455+0.000215499j -0.042592-0.00107065j -0.379187+0.000335775j 0.807735-0.00174933j -0.0294965+0.000785941j -0.0991782+0.00133004j 0.0955333+0.00138629j 0.0958181-0.00239556j 0.100173-0.000980537j 0.0277837-0.000708061j 0.0380754-0.000525735j 0.0615942-0.000157742j -0.0382056-3.55202e-05j -0.0110534+0.00114999j 0.104032+0.00250902j 0.0215503+0.00129868j 0.0367595-0.000909684j -0.008405+3.95245e-05j -0.0117457+0.00162235j -0.00218527+0.00121748j 0.00103625-0.000229813j -0.0089943-0.00132557j -0.00539997+1.11527e-05j 0.0168099+0.00158384j 0.0144066-0.00122056j 0.0033867+9.87541e-05j 0.00438978-0.000339019j -0.00579452+0.000957457j -0.00897931+0.000114686j -0.00224073-0.00141897j 0.00190561-0.000464708j 0.00552841+0.000638192j 0.0105711-8.32796e-05j 0.0162693+0.000538011j -0.00645135+5.81913e-06j -0.00905234+0.00132396j 0.00286459-0.000921917j -0.00531366+0.001084j -0.00210567+0.000447702j -0.00152249-0.000631461j -0.00409641+0.000168409j -0.00287109+0.00128754j -0.00602728+0.000722363j 0.0018517+5.67993e-05j 0.0103194-0.0010533j -0.00324201+9.10247e-05j 0.00559171+0.00152818j 0.00192593+0.000632206j -0.00160465+8.6954e-05j 0.00699885-0.00064497j 0.00226897+0.00118018j 0.000291475-0.00116401j -0.00202849-0.00060674j 0.0102531+0.000574315j -0.0107907-0.00208137j 0.0386832-0.00325293j 0.0188493+0.000735982j 0.008697-0.000819661j -0.00174123+7.5282e-05j -0.0020433+0.00222467j -0.0155208-0.000692657j 0.000718488-0.000557076j 0.00169927-0.0005324j -0.0145604+0.00248241j 0.00773649-0.000294306j 0.00192712+0.000431546j 0.00725609-0.00058111j 
