-0.0946602-0.00259851j 0.0320067-0.00995187j 0.00146028-0.00475464j 0.0888034+0.00283537j -0.00231379-0.00186369j 0.0170163-0.0121052j 0.0922872+0.00391172j -0.0367171-0.00605986j 0.0133076-0.00304094j -0.112212+0.00609178j -0.0504723-0.00573085j -0.0896187-0.0010031j 0.202198+0.00429048j -0.0732297-0.0251441j 0.262483-0.000718399j -0.0586738+0.00203272j -0.0378896-0.0123353j -0.0151153-0.013329j -0.028017+0.00868412j 0.00133518+0.0296387j -0.0024345-0.0198821j 0.0227549+0.00728658j 0.0172237+0.00877878j 0.00109819-0.000877726j 0.00512522+0.0100278j 0.00814281+0.0380514j -0.0100954-0.000369473j -0.000232818+0.0096243j 0.0180165+0.00373552j 0.00650743+0.00135787j -0.00861501+0.00380035j 0.00237314-0.00187764j 0.0053551+0.0539215j -0.000249678+0.00634651j 0.0049738+0.0153972j -0.0701011-0.0226087j -0.023854+0.0867719j -0.0187027-0.0262736j 0.00582069-0.0153802j 0.00895487-0.00983433j -0.0307985-0.0112756j -0.0156117+0.0069727j 0.00261962+0.0130648j -0.00317725+0.017266j 0.0142749-0.00479077j 0.00982278+0.0185002j 0.0213525-0.000386918j -0.00329617+0.00862184j 0.0174514+0.00181653j -0.00828419-0.00608845j 0.00960279+0.00260359j 0.00443613+0.00482633j -0.0104117+0.0016719j 0.00830598-0.0048429j -0.00948448-0.00777534j -0.00339293-0.00587304j 0.0140192-0.0025848j -0.000538716-0.00687217j -0.0037519-0.0054198j -0.00765858+0.00186173j -0.00046058+0.00612806j 0.00328762-0.00645635j -0.0165642-0.00796096j 0.00556366-0.000903287j 0.00197294-0.00308675j -0.00708006-0.00436123j -0.0107823-0.0047147j 0.00773083+0.00250762j 0.0041405+0.0046545j 0.0192389+0.00168968j -0.00577038-0.00528921j -0.0123422-0.0137j -0.000329012+0.0135629j 0.000521953-1.3575e-05j 0.00571448+0.00130894j 0.00874791+0.0129814j 0.00183215-0.00125674j 0.00163658-0.00588028j -0.00847729-0.00432137j 0.000252418-0.0157303j -0.0133431+0.00222467j 0.00653959-0.0131982j -0.00752922-0.00632204j 0.00171843-0.00713215j 0.0131689+0.00276647j -0.00540559+0.0125367j 0.00189854+0.00517425j -0.0411986-0.00374616j -0.0131653-0.00499803j 0.0516007+0.0163192j -0.00589029+0.09685j -0.0140793+0.0217547j -0.0224499-0.0184514j 0.0542552-0.089665j -0.0874108-0.0403956j 
-0.0195417+0.0128444j 0.0150845+0.00396623j -0.0406913+0.0130916j -0.00572975-0.0137954j -0.00845985+0.00691606j -0.00534997+0.0384981j 0.0276791-0.0491971j 0.0197243+0.0349532j -0.00106666-0.0326985j -0.00218494-0.02664j 0.00220246-0.0211397j -0.0133108+0.0025268j -0.0258553-0.00146525j 0.00615368+6.15689e-05j -0.018744+0.0146569j -0.0449894-0.00503508j -0.0239673+0.00634625j 0.0572992+0.0260753j 0.0133055-0.00862387j 0.0175341-0.0508709j 0.00743262+0.0361192j -0.01398-0.0253678j -0.0713022-0.087109j -0.0706199-0.0988916j 0.292332+0.0463403j 0.00235569-0.376244j -0.0691589-0.0844619j 0.0457767+0.364793j 0.0414787+0.126327j 0.00239278-0.00118865j -0.01072-0.020354j -0.111922+0.0242758j -0.0380327+0.0504439j 0.0396074+0.0223668j 0.0466572+0.0269626j -0.03574-0.00939476j -0.0165325+0.048448j 0.00143792+0.0155093j -0.0450794+0.00446833j 0.0153089+0.000462645j 0.00803336+0.0120812j -0.00600621-0.0119883j -0.0344858-0.00343966j 0.0127988-0.0423812j 0.00488332+0.000583769j 0.00355812-0.0237675j 0.00662033+0.00187731j 0.00292201-0.00986944j 0.0233788+0.0218012j 0.00981871-0.0091713j 0.0189383-0.00823147j 0.0116441+0.0156113j 0.03019+0.0064681j 0.000805502+0.00946536j 0.0118265+0.0160376j -0.0415014+0.0340806j 0.00669624+0.0278551j 0.00391047-0.00614325j -0.00948058-0.00656497j -0.0108368+0.0132607j -0.00580176-0.0552426j 0.00313855-0.00919068j -0.0298267-0.0120947j 0.0284062-2.61686e-05j 0.0434405+0.0354775j -0.0115405+0.00413068j -0.00323708-0.000110783j 0.0314753-0.0464557j 0.00204811+0.0121556j 0.0253527+0.0114225j 0.033044+0.00434777j -0.00426937+0.0193905j 0.0136779-0.00966659j -0.0222314-0.00148421j 0.00978703-0.00629186j -0.0125706+0.00705317j 0.004433-0.00260365j -0.00352402-0.0179616j 0.0106378+0.0117319j -0.00631269-0.00268253j -0.00120968+0.00272094j -0.013358-0.0104578j -0.00309523+0.00174245j -0.00434547-0.0110204j 0.0103992+0.00112742j 0.00267858+0.00149227j 0.0097496+0.00642144j -0.00249041+0.00613476j -0.0122633+0.0139108j 0.000475057-0.00255843j -0.00307733-0.000880353j 0.0124067-0.00304313j -0.00344528-0.00450354j -0.00438635+0.0134041j 0.00746593+0.00173111j 
0.00281443-0.00575112j -0.00237381+0.0135396j -0.0174787+0.00154297j -0.0107642+0.00011814j 0.0276309+0.0176389j 0.0207829+0.0401683j -0.0151856+0.0397065j 0.00249896+0.06412j 0.0102727+4.29557e-05j -0.00942106-0.0473139j -0.00416915-0.0114543j 0.0025456+0.0303668j 0.00436098-0.0056118j -0.0136679-0.00667626j 0.00172025+0.00734343j 0.0106701+0.00902026j -0.0127112+0.0156444j 0.00332768+0.00170307j 0.0150614+0.00822813j 0.0333231-0.0232908j -0.0106307+0.0216691j 0.0015978-0.0452111j 0.00482196-0.0371606j -0.0203673+0.0411749j -0.154485-0.458445j 0.254525-0.16757j -0.151991+0.225085j -0.101786-0.0383544j 0.0224905+0.120655j -0.0474104+0.0475434j 0.0440126+0.00712446j -0.00204666+0.0631662j -0.0355159+0.0609803j 0.00194772-0.0386675j -0.018352-0.00161477j 0.0192649+0.0278434j -0.0362019+0.0584982j -0.0180186+0.0256013j 0.00640173+0.0254461j -0.00423793+0.0048453j -0.00868973+0.00376904j 0.00540704-0.00679346j -0.00426923+0.000963735j 0.0156542-0.0283283j 0.000971461+0.0222194j -0.00415747-0.0379038j -0.00609928-0.00320537j -0.000538054-0.00993822j -0.00252369+0.00609245j -0.00288617-0.00365475j 0.00367796+0.0056476j -0.00536297-0.014783j -0.00375724-0.0328709j -0.00823065-0.0119143j -0.0288952-0.031886j 0.0338235+0.0662807j -0.0238679+0.0340788j -0.0211949+0.0366914j 0.0076758-0.0349138j 0.0113253-0.0176649j -0.0279991-0.0239716j 0.0138119-0.0199898j -0.0157668+0.00986756j 0.0255399-0.0078897j -0.0169024+0.0018546j 0.0169872-0.0308161j 0.0244123-0.00588571j -0.00627532+0.0155512j 0.00931133+0.0411654j 0.0427273+0.0101955j 0.00828426+0.0220934j -0.0146967-0.0110426j -0.00206124-0.00206841j -0.00737113+0.00661562j -0.00986907+0.00295981j -0.0142623+0.0125856j -0.00561347+0.00538785j -0.0153697-0.00361069j 0.00431455+0.0013767j -0.00244928-0.0015756j -0.000913327+0.00215683j -0.0124918-0.010435j -0.00730969+0.00104685j -0.015261-0.0138451j 0.00593686+0.00194286j -0.0040604-0.00386337j -0.00233535+0.00709142j -0.0030862+0.00565437j -0.00557204+0.016923j -0.00350848-0.00557125j -0.00819546-0.00133042j 0.00163986-0.00819121j 0.00239769+0.0058706j -0.00662238+0.0133186j 0.000161665-0.00996751j 
0.0151976+0.0120636j 0.00449004+0.00279646j 0.0204005+0.0140198j 0.0168248+0.0109578j 0.00656824+0.0301674j 0.00189955+0.0158391j 0.0429341+0.0569683j -0.000395786-0.0529811j 0.00906492+0.059753j 0.0252955+0.0103533j 0.00179635-0.0233636j 0.0335441+0.0143574j -0.00786274+0.00101343j -0.00533707-0.0114576j -0.0123676-0.00583754j 0.0266187-0.00647609j -0.0139072-0.00667811j -0.0425294+0.0128207j -0.0325591+0.00558875j -0.0185432+0.00899797j 0.0126719-0.0106313j 0.0623936+0.00273824j 0.0404783-0.0278872j -0.0175147-0.050778j 0.0486399+0.22116j -0.0935621+0.0734759j -0.250903+0.502863j 0.085579+0.0877643j -0.129914+0.0838531j -0.0876398+0.0262141j 0.0477973-0.0407142j 0.0404615-0.0554918j 0.0101516-0.0220811j 0.042177-0.0255738j -0.0105623+0.00872661j -0.0288404+0.0075963j -0.0136262-0.0115766j -0.021584+0.0147439j 0.00974268-0.0285002j -0.00991323+0.0162195j 0.00337591+0.000676917j -0.00466681+0.00266524j 0.0240353-0.0293103j -0.0117681+0.0249145j -0.0115196+0.0159826j -0.000188029+0.0109392j 0.0102041-0.00188055j -0.00634086+0.00360329j 0.00676401-0.00786304j -0.00223619+0.0239871j -0.011937+0.0360705j 0.012105-0.0198323j 0.017211+0.00827201j 0.0112028-0.0173312j 0.0119076-0.0130308j -0.00945759-0.0377253j 0.000646987-0.00197795j 0.00861916+0.081413j 0.00633772-0.0327531j -0.00372737+0.0347604j 0.0118399+0.00706936j 0.00266681+0.022246j 0.00910087-0.00318807j 0.0323779-0.0158762j -0.0271725-0.0403861j -0.0213579+0.03743j -0.0137922+0.023168j -0.0417553+0.00453757j 0.0488739+0.0383056j -0.0165349-0.000443081j -0.0275714-0.00117092j 0.00350673+0.00623983j -0.0120396-0.000746598j 0.0225943+0.00235481j -0.0444246+0.0113422j -0.000362678+0.00369985j -0.00545548-0.00676661j -0.00904732-0.0098623j -0.00760075+0.00516475j 0.003779-0.0042078j -0.00202335+0.00309396j -0.000759484-0.00345118j 0.00566581+0.00121549j 0.00943777+0.0030375j -0.0103917+0.00131482j -0.00712704+0.00502515j -0.00850193+0.00973717j -0.00354932+0.00241146j 0.00358528-0.00909554j 0.000311723+0.000206941j -0.00441729-0.00144937j -0.00970715+0.011456j -0.00811578+0.00799069j -0.0050707+0.00280534j 0.00355717-0.00177457j 
-0.017405+0.0205894j 0.000476552+0.00461649j -0.0497711+0.0437925j 0.00872174+0.0180399j 0.0177517-0.000538937j -0.0235379+0.0317453j 0.0561969+0.0446026j -0.0141082-0.0369168j 0.0363906-0.0374281j -0.00170163+0.0121557j 0.00741853+0.00970991j -0.00720625+0.00787959j -0.0201216+5.42618e-05j 0.0293263-0.0149507j 0.00336845+0.00454232j -0.0302352-0.00869431j 0.00427116-0.00568265j 0.0714178+0.0562306j 0.00372908+0.0239044j -0.0242335-0.00906751j 0.0256517+0.0719585j -0.0620454-0.0953958j -0.156574-0.201317j -0.102686-0.188207j 0.0629934-0.218808j -0.16481+0.338418j -0.211609-0.127136j 0.0944621-0.0401214j 0.0943864+0.144649j 0.0458132+0.0143717j -0.0185891-0.0225294j -0.0310937-0.00663666j 0.0221105-0.0323438j 0.028454-0.00571819j 0.0626371+0.0130172j -0.00406669+0.0345619j 0.0590685+0.0012739j 0.0110482+0.00158222j -0.0248546-0.0206295j 0.0247164+0.0162399j 0.0169425+0.0013906j -0.0160956+0.00586739j -0.0495429-0.0495266j -0.00304369+0.00991866j 0.0266423+0.0153167j -0.0129705-0.0170568j 0.00732728-0.00636832j 0.000127364+0.00783608j 0.0437403+0.0225456j 0.0219755+0.0060655j 0.0318807+0.01449j 0.0207017+0.013064j 0.0366859+0.0237856j -0.00729732-0.0251763j -0.0220807-0.0158842j -0.00687803+0.0294267j -0.0177795-0.0365805j -0.00553584-0.0217669j 0.00567906-0.00638182j -0.00845193+0.0387471j -0.0262425+0.0195479j 0.0219138-0.0312582j 0.023006-0.00716655j 0.0146223-0.0265844j 0.00658917-0.0438894j 0.00235093+0.0279054j -0.00350597+0.0282303j -0.0400922-0.0176976j -0.0212549-0.006622j -0.0052375-0.0122983j -0.00899537-0.00212909j 0.0170697-0.000470078j 0.00339107-0.00534999j 0.00197422-0.00425796j -0.0119076-0.0176434j 0.00509658-0.00660831j 0.0115752-0.012737j -0.00495667-0.00793975j 0.0108001+0.0106727j 0.0109882+0.00419423j -0.000769419+0.00027563j -0.00161899-0.00728735j 0.0183854+0.00969655j -0.00100261-0.0107052j -0.000523425-0.0048925j 0.006142+0.000728533j 0.0149377+0.00959241j 0.000719086+0.00616265j -0.00147906-0.00840567j 0.00357339+0.00117837j -0.00333715-0.00159121j 0.00976055+0.0156727j -0.00636303+0.00506615j 0.00861232+0.00408136j 0.00466275-0.0103587j 
-0.00303682-0.0284735j 0.0059523-0.00983441j 0.0234099-0.0437709j 0.00650907-0.0153519j -0.0181951-0.0353818j -0.00289271-0.0532983j 0.0201736+0.0191839j 0.033475+0.0297611j -0.0311946-0.00740487j 0.0079791-0.0176976j 0.00479691-0.000551883j 0.00532786+0.00662419j -0.0134147-0.00557904j -0.00277993+0.00414572j -0.0239479-0.00739777j -0.0199464+0.0134375j -0.00988869-0.00238332j -0.0199498-0.0532458j -0.0171627-0.0280628j -0.0152186-0.012035j -0.0211217-0.097383j 0.0770727+0.117486j 0.0647383+0.229556j -0.0157207-0.034636j 0.38517-0.321166j -0.136989+0.100801j 0.158028+0.135875j 0.0894919-0.0414703j -0.0766427-0.0750781j -0.0262387-0.0213005j -0.00973397+0.0103118j -0.0405756+0.0557782j -0.0143662+0.0163914j 0.0301039-0.00465689j 0.00909777-0.050891j -0.0579423+0.0183851j -0.0255221-0.0260888j 0.00555474-0.0227002j -0.0137105+0.0419729j -0.00891787-0.0223137j 0.000843101-0.0100471j 0.00472185-0.00162669j 0.0209592+0.0425628j -0.0123351-0.0136002j -0.0296256-0.0174166j 0.0288442+0.0223394j 0.00531637-0.0090024j 0.00145467-0.00602749j -0.0135138-0.0498252j -0.0146311-0.0305836j -0.0224648-0.00662736j 0.00601525-0.00315178j 0.00650502-0.0296036j 0.0196262+0.00988072j 0.0501183-0.0367975j -0.0273949+0.0441136j 0.0107673-0.0116016j 0.00715393-0.0153902j -0.0137327+0.0223192j 0.0166235-0.00580419j -0.00578393-0.043361j 0.00799399+0.0148979j -0.0263657+0.0287589j -0.0193665+0.00887279j 0.0071216-0.0123296j 0.0518232+0.0143967j 0.0115958+0.028873j -0.0138986-0.0096421j 0.0101544-0.0155518j 0.0104308+0.00526999j -0.00976902+0.00442652j 0.0233431+0.000470898j -0.00539262+0.00032508j -0.0027352+0.00326019j 0.00874011+0.014345j -0.00660702-0.0010978j -0.00185905+0.00491763j 0.00510987+0.00110949j 0.000813526-0.00179882j -0.00811506-0.000714798j 0.00450926+0.000360537j 0.00227156+0.012928j -0.0123641-0.00779027j 0.00798482+0.00261665j 0.00410957+0.00240539j -0.0013188+0.000906603j -0.00469794-0.0150456j 0.000439367-0.0063294j -0.00231423+0.00918658j 0.00865006+0.00109076j -0.00205711-0.00211094j -0.00196486-0.0180423j -0.00271252-0.00421726j -0.00118187-0.0103411j 0.00760069-0.00574927j 
0.0123124-0.00455257j -0.00556105-0.0198656j -0.00597143-0.0139556j 0.00763829-0.0302818j 0.0107571-0.0219442j -0.00764991+0.000237879j -0.0214813-0.0499823j 0.00819178-0.0571926j -0.00514366-0.00750289j -0.0067704-0.0114668j -0.00351941-0.00230521j 0.00658798-0.00485235j 0.0107894-0.00601677j -0.0129158+0.000913287j 0.0119527+0.00177008j 0.0191941+0.00272911j 0.00237321-0.0123284j -0.00454677-0.0175121j -0.0018477-0.0209168j -0.00987727-0.0459738j -0.0446318-0.0452463j 0.0359674+0.106446j -0.0162043+0.0970364j -0.15103-0.590933j -0.17141+0.00694981j 0.0622874-0.0369379j 0.104415+0.0553277j -0.0681964+0.0158699j 0.0223455-0.0470924j -0.000417352-0.0290214j -0.00630211+0.012002j 0.0521441+0.0234087j 0.00876959+0.00543556j 0.00949575+0.0686146j -0.0301346-0.0157132j 0.0395235+0.0037322j -0.0141431-0.0412463j -0.0108389-0.0241478j 0.0141504-0.0109678j -0.00238503-0.00466037j 0.00355592+0.00888574j -0.00116609-0.00607076j 0.00204979+0.00625989j -0.0168138-0.0305618j -0.00880824-0.0147281j 0.0174224+0.0279549j 0.00295624+0.0153479j 0.000143822-0.00608979j -0.00809429-0.0160802j -0.0250819-0.0347169j 0.00619477+0.0318659j 0.031867+0.0675733j 0.029756+0.0555678j -0.00438931+0.0166445j 0.0021059+0.0017708j 0.00529811-0.0101819j -0.018393+0.0215462j -0.000580267+0.0102048j -0.0334889+0.0261537j -0.0436889+0.0136384j 0.00613375+0.016098j -0.00575707-0.00371232j 0.00943816-0.00497059j -0.0218022+0.00518155j -0.0133464+0.0115608j -0.00280688-0.0136066j -0.0102481-0.0100794j 0.0106205+0.00932478j -0.00877713-0.00320177j -0.00678696-0.00516845j 0.00348516-0.00279166j -0.0147225-0.00144042j 0.0144302+0.00265074j 0.00698004+0.00170505j 0.0111831+0.005943j 0.00166045+0.00137171j 0.000963481+0.000669483j 0.00245084+0.00499187j -0.00663787-0.00569374j 0.0073579-0.00103341j 0.00189002+0.00466807j -0.000181297-0.000458962j 0.00277849-0.00231458j -0.00429124+0.00366154j -0.00138777-0.0014011j 0.00408238-0.00398626j -0.00415401-0.00327857j 0.00233293+0.000528945j 0.0046243+0.000271729j 0.00234645+0.00170053j 0.00218492-0.0015844j -0.00572852-0.0021006j 0.000217802-0.0152339j -0.000809093-0.0159525j -0.00900698+0.00283637j 
0.0210247-0.0141832j -0.0261059+0.019272j 0.0529149+0.0281925j -0.00554265+0.039205j -0.00257517-0.0456153j 0.0277883+0.0315067j -0.00902858+0.0098513j 0.00181945-0.0437536j -0.0274527-0.0102831j 0.0110557-0.0146291j -0.00222706-0.00544001j 0.0197404+0.0099117j 0.0114047+0.00383909j -0.0155951-0.0165897j -0.00612401+0.0101125j 0.0528655+0.0207272j 0.0140789+0.00822864j -0.0846978+0.00990817j -0.0214593+0.046551j 0.0382115+0.0516852j -0.108229-0.234746j 0.121993-0.0490839j 0.164966-0.437656j 0.181553-0.0981544j 0.0366518-0.0660907j -0.093589-0.0671726j 0.149541-0.0550511j -0.0262453-0.020729j -0.131434+0.0653991j -0.0310577+0.0481268j 0.00979927-0.054601j 0.0603792+0.0188074j 0.00611191-0.0153185j -0.00103028-0.0229864j -0.0588155+0.00768673j -0.00740682+0.0675016j -0.0255506+0.0237224j -0.0143097+0.00232101j 0.0484481+0.0253025j -0.0248316+0.0270445j -0.0122213-0.001447j 0.00557731+0.00258951j 0.0467493-0.0531001j 0.00473409+0.00757116j -0.0294121+0.02627j 0.0453851+0.0658552j -0.0120996+0.00399671j 0.000185386+0.0177018j -0.042922+0.0516123j -0.00586736+0.0457048j -0.0337366+0.0556306j -0.0376595+0.0216047j -0.00430923+0.0364719j 0.00378459-0.0225574j -0.00731838-0.0484448j -0.016547+0.00312925j 0.00363723-0.0214894j 0.014931+0.0184535j 0.00264066-0.0114624j -0.0122308-0.0101037j -0.014719-0.00815216j 0.0364763+0.00636564j 0.042535+0.0122835j 0.0172989+0.00295329j 0.0150502+0.00720355j -0.00340238-0.0132456j -0.00867533-0.00629799j 0.00980072-0.00539072j 0.00579989-0.0153048j -0.00158252-0.000182145j -0.0140441-0.00365841j -0.00274894-0.0034216j 0.00783593+0.0121899j 0.0137252+0.00188902j 0.00560692+0.0102341j -0.00167038+0.00687008j 0.00956638+0.0159107j 0.00612838+0.00615738j -0.0136316+0.00107706j 0.00280316+0.00802741j -0.00204869+9.46064e-05j 0.00320411-0.000792015j -0.00274647+0.0112335j 0.00898692-0.00465137j -0.00528695+0.00243265j 0.000328298+0.00561686j -0.0167233+0.00812229j -0.00120063+0.0093744j 0.00327906-0.00932648j -0.00269673-0.00185133j -0.0117265-0.00668492j -0.0176974+0.00962444j 0.00277042+0.001957j -0.00632632+0.00867982j 0.00179199-0.0180665j 
0.00186718-0.00841466j 0.00940337-0.0283964j -0.0216496-0.0512365j 0.0131146-0.0727063j 0.00381095-0.040571j -0.0192703+0.000297859j -0.00495041-0.021526j 0.0211982-0.0142937j 0.000496614+0.0207694j -0.00439329-0.00235724j 0.000599242-0.0100519j 0.00373964-0.00886817j -0.000988421-0.0079286j -0.00993141+0.0105851j 0.00343728-0.0034098j -0.0112095-0.00214611j -0.0119522-0.0121778j 0.0185643-0.048905j -0.00356707-0.0674862j -0.0389942-0.163153j 0.000639729-0.0246172j 0.0674536+0.432269j -0.166533-0.310736j -0.167612+0.17923j -0.0327208+0.00496179j 0.0683453+0.0763283j 0.0542406+0.0713261j 0.0287039+0.057746j 0.0493564-0.0647128j -0.00551088-0.0346304j -0.0169968+0.00753146j 0.0158404+0.0405735j 0.00500904+0.0184087j 0.0288576+0.0664441j -0.00388877-0.0262377j 0.0177519-0.0249829j -0.0206091-0.0418595j -0.00416968-0.0187905j -0.0134789-0.00369087j 0.00283137-0.0201999j 0.0103234+0.011484j -0.00223791-0.0115343j -0.0068372+0.0443893j -0.0330832-0.074138j -0.0234665-0.0747696j 0.0157996+0.0549463j 0.0234336+0.0522184j -0.00589443-0.0401163j 0.0335562+0.0161383j -0.0146336+0.0340238j -0.0111843-0.027931j 0.0332383-0.00549751j 0.0236067-0.0155586j -0.0192393+0.0385248j -0.0176765+0.00191611j -0.0152442+0.00482827j 0.0167546-0.00670188j -0.017842+0.0145938j -0.0400486+0.0268474j 0.020581+0.0166639j 0.0147293-0.00193101j -0.0102118-0.011119j -0.00392286-0.0149444j -0.0108468-0.0050987j -0.00910616+0.00379583j 0.0107453-0.00327876j -0.0046422+0.00841339j -0.00142929+0.000970495j -0.00815675+0.000815685j -0.000513476-0.000220359j -0.00156758-0.00400764j -0.00656804+0.00194992j 0.00169847-0.0097821j -0.00155325+0.00283797j 0.0104273+0.00833106j 0.00354353-0.000411586j -0.00764564-0.0114822j -0.00300292-0.00664228j -0.00349993-0.00384792j -0.00188661-0.011757j 0.00460985+0.00515847j -0.00482029+0.00272352j -0.00227487-0.0131979j -0.00613638+0.00854339j 0.00325435-0.00116684j 0.00160485-0.00538974j 0.00191562-0.0125559j 0.0031286+0.00278208j 0.00339014+0.0118454j 0.00503263+0.00150153j 0.00545093+0.000257144j 0.000251406-0.0147215j -0.00277214-0.0170645j -0.0010089-0.0188025j -0.00627575+0.00933527j 
-0.00433653-0.0288089j -0.033017+0.00945411j -0.0202182-0.0148365j -0.0269393+0.0441567j 0.0197214-0.0731366j 0.00443619-0.084569j 0.0312825-0.0120946j -0.0280288-0.00645902j 0.0325755+0.0136817j -0.0306981+0.0198046j -0.0150785+0.0024428j -0.0380383-0.0010393j 0.0118179-0.0111827j 0.0296891-0.000907279j 0.0332652-0.00378393j 0.000508295+0.0223321j 0.0495901+0.0064617j 0.062722+0.0282888j 0.0837946+0.0713374j 0.0767429+0.0997696j -0.0656713-0.405096j -0.116802+0.121117j -0.217002+0.0855566j 0.141999+0.00364453j 0.0012513+0.0231472j -0.0516318-0.101232j -0.186259+0.0504483j -0.0302155-0.0462521j 0.121063-0.0104692j 0.0918106-0.00691959j -0.0794676-0.0364565j -0.0157553+0.0515249j -0.0327802-0.0400667j -0.0714499-0.014424j 0.047888-0.0456776j 0.0637727+0.0654138j 0.0829096-0.0161528j 0.025456-0.0255846j 0.0255211+0.0566698j 0.0167208+0.00127277j -0.0174728-0.0251802j 0.0192868+0.0225478j -0.0501454-0.0166721j 0.0400057+0.0259173j 0.0184747-0.0470785j 0.0373587+0.122861j -0.0193886-0.0229489j 0.0210208+0.0357146j 0.00409931-0.0338731j 0.0225587-0.0465658j -0.0341382-0.0280928j -0.0288169+0.0286416j 0.0204256-0.0294805j -0.0132857+0.0192278j 0.0197012+0.0233778j 0.0217542-0.0179946j -0.0172722+0.00850748j -0.0295256-0.0168192j -0.00595063-0.0167195j 0.0177061-0.0231046j 0.00762398+0.00687507j -0.0185488-0.00696749j 0.013661-0.0226312j -0.0314969-0.017616j 0.0242008-0.0186798j 0.0154616+0.0160488j -0.000786919-0.00221333j -0.00520748-0.000961034j -0.0187553+0.00360841j -0.00505572-0.00150635j 0.0120227-0.00909127j 0.0136664+0.00550293j -0.00782605-0.00541913j -0.0122894-0.00111741j -0.0102344-0.00120885j 0.00598994+0.000538691j -0.00524646+0.000188281j 0.0121576+0.013464j 0.0095827-0.00287206j -0.00385797+0.00787367j -0.002652-0.000127388j 0.00420277+0.00256735j 0.0138264-0.00023483j -0.00616658+0.0063734j 0.00787382-0.00422504j 0.0143608-0.00154243j 0.00859747-0.01492j 0.0092028+0.0108602j -0.0041646-0.0118782j 0.00736964+0.00254376j -0.000158676-0.00119364j 0.0158415-0.00384185j 0.00989416+0.000198643j 0.020567-0.0125854j -0.00520255-0.0230013j 
0.005077-0.012536j -0.00919313+0.0131987j -0.00323707-0.00551644j 0.0151691+0.0472778j 0.0381273-0.0441213j -0.0124796-0.00401475j 0.0184121+0.0262458j 0.0294786+0.00682677j -0.00146727-0.00333241j 0.00529585+0.00702684j -0.00588829+0.00479049j 0.0175841-0.0029755j -0.00218448+0.00317583j -0.0192621-0.00377554j 0.00766929+0.000683773j 0.0162352+0.0149463j -0.00887634+0.00667557j -0.000233546+0.00904106j 0.00231662+0.0313324j -0.0352097-0.0731328j -0.158755-0.242074j 0.0920537-0.252705j -0.00689084+0.0609087j -0.482246+0.154863j -0.0528497+0.0429546j -0.0467301-0.0189352j 0.0502826-0.043326j -0.0138076-0.00998041j -0.0118374+0.030142j -0.020191+0.0197689j -0.0204837-0.0352882j 0.0523313+0.0153057j -0.00515231-0.00990042j 0.0636201-0.0390409j -0.021308-0.0105793j 0.0416631+0.0377288j -0.0372233+0.0242052j -0.0148245+0.00896996j 0.0134783+0.0281968j 0.00061527+0.00836425j 0.00178069-0.0170219j 0.000222665+0.0122008j -0.0164214-0.0145565j -0.0298316-0.00417687j -0.00754752+0.0524105j 0.0729215+0.0425577j -0.00167218-0.0370926j 0.00753442+0.0294409j -0.016769-0.0020863j -0.0360136+0.0224111j 0.0242359+0.00337158j 0.0287906-0.0294139j 0.0642523-0.0527822j 0.0163676-0.0100382j -0.00282022-0.0105961j 0.0155157+0.00393266j -0.00257227+0.0111789j 0.00885649-0.00345577j 0.0298319+0.0200726j 0.0275372+0.03131j 0.00210679-0.00274456j 0.0128488-0.00374792j 0.00975574-0.0156192j -0.0161173+0.00863813j 0.0125812-0.00115038j 0.00589306-0.00194474j -0.00135121+0.0143961j -0.00252685-0.00447259j -0.00379699+0.00709304j -0.00439222-0.0004308j -0.00190706-0.000778284j 0.00659831+0.0123294j -0.00212851-0.0125754j 0.00504709-0.00917803j -0.00285115-0.00544002j -0.00228996-0.00167942j -0.00139605-0.00381209j 0.0106295+0.00545374j -0.00544797+0.00776646j 0.00297206-0.0027873j 0.0029673-0.000786431j 0.00111694+0.000979786j 0.00320106-0.00339588j 0.00435439+0.00141659j -0.00241471+0.000655689j -0.0034697-0.00595218j -0.00341177-0.0023547j 0.0063908+0.00448143j 0.00117332-0.00390012j -0.00232047-0.00245882j -0.0111028-0.000223084j -0.00334098+0.00366035j -0.0104986+0.00923573j -0.00627802+0.00502917j -0.00416335-0.0105403j 
