-0.0108285+0.00337094j -0.000806837+0.00301271j 0.00332732-0.00340285j -0.0156454+0.00390581j -0.00532453+0.00367938j 0.00897284-0.00366487j 0.0107881+0.000787192j 0.00388022-0.00365228j -0.0077817+0.00101039j -0.00563295+0.00128137j -0.00963605+0.00124897j -0.000512511-0.00461802j 0.00739756+0.00073883j -0.00449879+0.00293367j 0.00252716+0.000197532j -0.0045644+0.0032189j 0.000905449+0.000943197j -0.00323964+0.000644078j 0.00591663+3.68858e-05j -0.00332963+0.00334657j -0.000696043+0.00155081j 0.00708439+0.00118825j 0.00928523-0.00656986j -0.0106793+0.00311064j 0.00844058-0.00468499j 0.00180415-0.00768117j -0.0128979-0.0050485j 0.00752187-0.00142995j -0.00157183-0.000563844j 0.0168547-0.00345047j -0.00632498+0.00302633j 0.00479685+0.00337971j 0.0109047-0.00509855j -0.00205111-0.000267365j 0.00467511+0.000949847j -0.00531046+0.00405138j -0.00104445+0.00255367j -0.00564646+0.000375952j 0.00665691+0.00423638j -0.00792456+0.00199785j -0.00897333-0.00605178j -0.0039219+0.00104201j -0.0130033-0.00511488j 0.00214071-0.00131081j 0.00433397+0.00678474j -0.00403696-0.00279386j -0.000234031+0.00494776j 0.00595573-0.00477838j -0.00170267-0.00810249j 0.0167905+0.010007j -0.00614035-0.00932863j 0.0118072+0.00613203j 
-0.00517143-0.000669502j -4.29301e-05-0.00137595j 0.000766031+0.00235318j -0.00423224-0.00123214j 0.00123522-0.000701189j 0.0016102+0.00085026j 0.00385831+0.00134449j -9.25278e-05+0.00235439j -0.00204334+0.00196406j -0.00553883-0.000400961j -0.0037862-0.00151964j -0.000524927-0.0024888j -0.00211213-0.000461926j -0.00229597+0.000505225j 0.0014396+0.000334311j -0.000166805-0.000685589j 0.00499553+0.000387383j -0.00241913-0.000529399j 0.00162762-0.00185316j 0.00418492-0.00190285j 0.000684303-0.00105128j 0.00123959-0.000945639j 0.000886168-0.00198193j 0.00149195+0.000142939j -0.000440172-0.000419511j 0.00155577-0.00110687j 0.00246669+0.000786373j 9.20502e-06+0.00131957j 0.00044596-0.000409536j -0.00330931-0.000314188j -0.00217372-0.000568052j 0.00123297-0.00271705j -0.0063308+0.00135121j 0.00732857-0.00207858j -0.00111148+0.0018492j 9.65546e-05+0.00221756j 0.000671181+0.0012922j -0.00425464-0.00209311j 0.00147289+0.00175776j 0.00201067+0.000916222j -0.00907872-0.00606082j -0.0134464+0.00683882j 0.0178766+0.00645048j -0.000316801-0.0108838j -0.00356303+0.00120151j -0.00852113+0.00748814j -0.00146415-0.013354j -0.00438872+0.00572082j -0.00216544+0.00493794j 0.00116814-0.00475241j -0.00571903+0.00408324j 0.00757713-0.00797201j 
0.000479625+0.000163266j 0.00341736-0.00420628j -0.00277556+0.00191048j -0.00102176+0.000747916j 0.00201538-0.000868857j -0.00356434+0.00168228j -0.000349171+0.000394339j -0.00524528-0.00152689j -0.00273851-0.00244343j 0.00447621-0.00331984j 0.00804354-0.00210463j 0.00264748+0.000303976j 0.00568336+0.00213399j 0.00310143+0.000214855j -0.00263681-0.0020298j -0.00142696-0.000170231j -0.0043963-0.000539884j 0.00383297+0.000375845j -0.00215858+0.00100786j -0.00353114+0.00052642j -0.00389114+0.00331256j -0.000273535+0.00116846j 0.00216907-0.00169649j -0.00142373-0.0023319j -0.00149189-0.00389089j -0.000962796-0.000571505j 0.00207113-0.00159093j -0.000824512-0.00147711j -0.00365384-0.0019235j 0.00293693+0.00224737j 0.00242732-0.000964821j -0.00363713+0.00285129j 0.00475461-0.00147311j -0.00536308-0.00575301j 0.000656628+0.00381819j 0.00353136+0.0019344j 0.000703136+0.00208051j -0.00590531-0.00651162j 0.00423709+0.0016159j 0.000118443+0.0044285j 0.00881357-0.00673736j 0.00386617-0.00715629j -0.0105536+0.0160592j 0.00733097+0.0107935j 0.00257009-0.00221184j -0.0221095+0.0102717j 0.0176833-0.00654775j 0.00759127+0.0143608j -0.00730782-5.00196e-05j 0.0125175-0.000463259j 0.00724089-0.00382602j 0.0135332+0.0100395j 
-0.00468589+0.00592906j 0.000556218-0.0014143j 0.00311246-0.000899508j -0.00646277+0.00520637j -0.00273923+6.44533e-05j -0.000669899-0.00154074j 0.00452731-0.00347259j 0.00638114-0.00196129j 0.0015614-0.00174446j 0.00180312+0.00159248j 0.00120343+0.00205628j -0.00657121+0.00256881j -0.00144892+0.00178625j 0.00088485+0.000552466j 0.00088935-0.000673506j 0.000375352-0.000608975j 0.000865995-0.00266323j -0.00330154+0.000768198j -0.00183382+0.000333539j -0.00407491-0.00123161j -0.00469176+0.00115958j -0.0011483+0.000967706j -0.000303623-3.35067e-08j 0.000778686-0.00196682j 9.90523e-05-0.000403792j -0.00142574-0.000601808j 0.00247105-0.00212134j 0.00105947-0.0010666j -0.000960748-0.000593939j -0.00196488+0.00363087j -0.00366444-0.00140447j -0.00639681-9.77786e-06j -0.00136575+0.00240366j 0.000228041-0.0039002j 0.00284395-0.000836156j 0.00327826-0.000556407j -0.00270279+0.000276999j -0.00136387-0.0016177j 0.00284937+0.000163945j -0.00124938-0.00141201j -0.00457962+0.0153705j 0.00962704-0.00329971j -0.00712841-0.00957923j -0.0205479+0.0169577j 0.00516021-2.7511e-05j -0.00717533+0.012919j -0.0177828-0.00281009j 0.0244049-0.00100882j 0.0136613+0.000889342j 0.00300992+0.00226005j 0.0202915+0.0106681j -0.00679272+0.00249387j 
0.00364124+0.00156747j -0.00312968+0.00480104j 0.00327766-0.00490212j 0.00171197-9.72776e-05j -0.00296654+0.00155957j 0.00114187-0.00233378j -0.00191827+0.000471484j 0.00327296-0.00551358j 3.70947e-05-0.000424623j 0.000207029+0.000297066j -0.000195959+0.00118555j -0.00102351+0.00100499j -0.00117416+0.0048241j -0.000495983+0.00428024j -0.000280651-0.00171847j -0.000175815-0.00152338j 0.000479259-0.00308811j -0.00126426+0.0047481j -0.00340636-3.90843e-05j -0.00377271+0.00220371j -4.3371e-05-0.000744658j 0.000323969+0.00128304j -0.00213139-0.000899301j -0.00130609-0.000350184j -0.00142553-0.0039128j -0.00146489-0.000873798j 0.000677118-0.00449795j 6.8392e-05-0.000411579j 0.00089259-0.00368281j -0.000862937+0.00286049j -0.00321278+0.00347355j -0.00351047-0.00270948j 0.00418007+0.00636619j -0.00173235-0.0121414j 4.20693e-05+0.00305997j 0.00676423+0.00111787j 0.00553806+0.00320372j -0.00782563-0.00682093j 0.00626067+0.00400075j -0.000166723+0.00134127j -0.00399779-0.0074186j -0.000817806+0.0185057j 0.0129786-0.0039446j -0.00140977+0.0011872j 0.00261065-0.00777192j 0.0125424+0.0118528j -0.0164409+0.0114457j -0.0158579+0.00272311j -0.00477195+0.0028219j -0.0118788-0.00805479j -0.00175824+0.000609545j -0.0170574-0.00256581j 
0.000305511+0.00178128j -0.00515201-0.000643953j -0.00108058-7.39158e-05j 0.00316991+0.000443064j 0.00521589-0.00061218j 0.00382397+0.00280456j 0.000137782-0.000455188j -0.00968403-0.00101161j 0.00099467+0.00165818j -0.00167128-0.000178346j -0.000553505-0.00348989j 6.10445e-06+0.000497298j 0.00631855+0.0003627j 0.0035348-0.000481996j -0.00449268-0.000480636j -0.00168672+0.000579383j -0.00170456-0.000463417j 0.0026268+0.0030281j 7.04138e-05-0.000740213j -0.000820682+0.00213043j 0.000597586+0.00205086j -0.00156359-0.000219763j -0.000596734-0.000651734j -0.00253304+0.00183353j -0.00436375+0.00247163j 0.00185506+0.00030888j -0.00487169-0.00344173j 0.00108881+0.00220446j -0.00649538+0.00113268j 0.00547062+0.000690799j 0.00180089+0.00593585j 0.00206905+0.0075471j -0.00182485+0.000179504j -0.00800467+0.00398642j -0.00220923+0.00222194j -0.0069585-0.00441553j 0.00782431-0.000553144j -0.00968022+0.0125464j 0.0052952+0.00108164j 0.00313295-0.00412665j -0.00136926+0.00985792j 0.00604746-0.00198288j 0.00345409-0.00020984j -0.0117084-0.0102858j 0.000936933+0.00389914j 0.00416448+0.0094717j -0.00404543-0.00263481j 0.0168129+0.00164499j 0.0034057+0.0165777j -0.0013818+0.00399186j 0.00690103-0.00248608j -0.000660306+0.000498537j 
-0.000899605+0.00350234j 0.00236963-0.00432648j 0.00447881-0.0033835j -0.0033211+0.00345457j -0.00362847+0.00186161j -0.00577737+0.00175617j -0.00208621-0.00150088j 0.00744827-0.00986761j -0.00504649+0.00213456j -0.000210087-0.00286587j 0.0081222-0.00143985j 0.00176903+0.00139325j -0.00585911+0.00494505j -0.0019953+0.00243463j 0.0014038-0.0053654j 0.00164698+0.000799158j -0.000209253-0.00356234j -0.00224494+0.00409929j -0.00266261+0.00154211j -0.00218322+0.000675995j -0.00172266+0.00327829j 0.00146452+0.000204642j 0.00102832-0.00123223j -0.00171128-0.00431865j -0.0024085-0.00445997j -0.00379501+0.00279946j 0.00692962+0.00123845j -0.00618149+0.0003718j 0.00178222-0.00435974j 0.00256745+0.00437068j -0.002955+0.00251539j -0.00377118+0.0109154j -0.00219939-0.00198814j -0.00285488-0.0042977j 0.00144278-0.00587275j -0.0024015-0.0139104j -0.00102263+0.00966775j -0.00732801+0.0057163j 0.00398476+0.0106278j 0.000839353-0.00618029j -0.00606495+0.00478275j -0.00541857-0.00847944j -0.0013564+0.00171902j 0.0232796-0.00515044j -0.0023182+0.00740835j 0.000801021+0.0004166j 0.0019902+0.012086j 0.000812763-0.00494742j -0.01913-0.00495175j -0.00679692-0.010093j 0.00834081-0.00525606j 0.00361261+0.00147453j 
-0.00143618+0.00254137j 7.9883e-05+0.00438526j -0.00121889-0.00455301j 0.00136828-0.00126443j 0.00190525+0.00290789j 0.001001-0.00209698j 0.000564009+0.00127314j 0.00185615-0.00736j 0.00329944-0.00174148j 0.00110044+0.00177175j -0.000451439+0.00305765j -0.00209798+0.00212941j -0.00437417+0.00748276j -0.0012162+0.00534195j 0.000675418-0.00252439j 0.000664237-0.00427019j 0.00137262-0.00381281j -0.00442589+0.00557493j 0.00118739-0.00189234j 0.00157911+0.000708442j 0.000904039-0.00265394j -0.00272132+0.000870257j 0.00147653+0.00119278j 0.00300283+0.00101171j 0.00303971-0.00164371j 0.00451882-0.000460453j 0.00401158-0.00380687j 0.000143312+0.000559962j 0.00237318-0.00418623j -0.00201808+0.00507333j -0.00175159+0.00583843j 0.0034781-0.0016984j -0.0022888+0.00803544j 0.00986532-0.00769359j -0.00888239+0.0041514j -0.00526036+0.00500112j -0.00425254+0.0040399j 0.00701247-0.0076674j -0.00413859+0.00087004j -0.00585697+0.000200467j 0.0154688+0.00764177j -0.00654476+0.00785241j -0.0201469-0.00146348j -0.00295547-0.00128088j 0.00384011-0.00216554j -0.0193008-0.0138753j 0.00758499+0.0130725j -0.0254623-0.0054346j -0.00487172-0.00553409j 0.00367654+0.00991037j 0.00618336-0.000436558j -0.00782572+0.0118041j 
0.00227748+0.00471848j 0.000328368-0.00143108j -0.00102538-0.00160673j 0.00314583+0.0048071j 0.00132218+0.00102901j 6.3665e-05-0.000645233j 0.000503964-0.00362544j 0.000775157-0.00198016j -0.000280581+0.00108724j -0.000313187-0.00172387j -0.00136683-0.000345669j -0.0011393+0.00459252j -0.000758221+0.000772071j -0.000171017-0.00107771j -5.70815e-05-0.00136693j -0.00106832-0.00395052j -0.00156971-0.000115935j -0.000658163-0.000140819j 0.00164957+0.000220997j 0.000738097+0.00241514j 0.000847911+0.0026459j -0.00160643+0.00115525j -0.000381263+0.00198652j 0.001218+0.000884579j 0.00232784+0.00436775j 0.00424877+0.00161191j -0.00158712-0.0081459j 0.00533504+0.00265608j -0.00335884-0.000768064j -0.00138828+0.00266281j 6.17587e-05+0.00369728j 0.000470546+0.00195656j 0.00366813-0.000821838j -0.00194758+0.00410299j 0.00314011+0.00482125j 0.00404296+0.00519668j 0.000939266+0.00262006j -0.0055684-0.000402461j -0.00526813-0.0133633j 0.003332+0.00410866j 0.001562+0.00830694j -0.00522604+0.00231701j -0.000196749+0.0125059j 0.0140016+0.0117573j 0.000506766-0.00544162j 0.0176207+0.0141992j -0.00795122-0.00214796j -0.00255739-0.0242082j -0.000573719-0.00675283j -0.000135801-0.00702334j 0.00546137-0.014954j 0.00370127-0.000531468j 
0.00140731-0.00267606j 0.00232305+0.00421178j -0.00255534-0.000545289j 0.000459118-0.000955538j 0.000164483+0.000332352j -0.00178356-0.00282553j -0.00128891-0.000679429j -0.00521442+0.00348141j -0.000202302-0.00104022j -0.000957234+0.00279727j -0.00110691+0.00268713j 0.00263767+0.00269967j 0.00436852-0.00429792j 0.00265095-0.00236049j -0.00151606+0.00354187j -0.00169758+0.00324508j -0.00165073+0.000501523j 0.00546205+0.000481356j -0.000983396+0.0024143j 0.00284177+0.000954566j 0.00200079-0.000236879j 0.00218031-0.00150954j -0.00183854+0.000998457j -0.000891411+0.000509841j -0.00461517+0.00197007j -0.00418326+7.66187e-05j -0.00610086+0.0072919j -0.0032188-0.00244771j 0.00093862+0.00543696j 0.00418575-0.0026687j 0.00456886-0.00109033j -5.90242e-05+0.00110259j 0.00603295+0.000258319j -0.00847527+0.00372878j 0.00337549-0.00708382j 0.00199453-0.00644165j -0.0019354-0.0115468j -0.00151853+0.00802843j 0.00482667-0.0017084j 0.00214488-0.00100213j -0.00195237-0.00174312j 0.0115484-0.0119991j 0.00261092-0.0150037j 0.00349461+0.0190663j -0.00989774-0.00483132j 0.021262-0.0122709j 0.00481805+0.0255846j 0.00215032-0.00342269j 0.0130757-0.00807823j -0.00308583+0.00772697j -0.000717429-0.00533651j 0.00141347+0.0125147j 
0.000626908+0.0021572j -0.00340588+0.00169007j 0.000282345+0.00240874j 0.00155809-0.000203966j -0.000944701-0.00255644j 0.00335424-0.000118895j -0.00151755-0.0021121j -0.0014042+0.00345179j 0.00421611-0.00265795j 1.00089e-05+0.00214527j -0.00535466-0.00143853j -0.00162209-2.51331e-05j -0.000919692-0.002827j -0.00133841-0.000595631j 0.000958436+0.00354784j 0.0016578+0.00282347j 0.00246112-0.000185198j 0.000626222+0.00126378j -0.000311579-0.000893042j 0.00054309-0.00164021j 0.00406759+0.00249428j -0.000733151-0.00164935j -0.00322958-0.00532822j -0.00111915+0.000660134j -0.00185549-0.00401567j -0.0022676-0.00257717j 0.00365575+0.00636179j -0.00354766-0.0066792j 0.00684451+0.00718967j 0.00306754-0.000461289j -0.000675548-0.00180211j 0.00497929+6.90628e-06j -0.00189428+0.00946317j 0.00918179-0.00782012j -0.00629041-0.00517374j -0.00423522+0.00229648j -0.00559657-0.0051029j 0.007397-0.00181621j 0.00147492+0.0109509j -0.00360738+0.0012577j 0.0132842-0.0123982j -0.00670161-0.00910804j 0.000492588+0.000877791j -0.012293+0.0063967j 0.0039752-0.00432327j -0.00840006+0.0155704j -0.0124551+0.00109206j -0.00545224-0.0189672j 0.00627417-0.00543188j 0.00895358-0.00746124j -0.00203396-0.00712884j -0.000618732-0.00815057j 
-0.00272142-0.000902599j 0.00251178-0.00190937j -0.00136642-0.00189054j -0.0022887+0.000377817j -0.000226477+0.00273466j 0.00215071+0.00485665j 0.00167459+0.00183786j 0.000270914-0.00282301j 0.000225228+0.000236781j 0.000281626+0.00116353j -0.00285154-0.00321021j -0.0058528-0.00295214j -0.00304987+0.00123429j 0.00363137+0.000850572j -0.000144793-0.000857594j 0.00770516+0.0012799j -0.00167024+0.00172618j 0.00208475-0.0051442j 0.00352204+0.00420577j 0.00345482+0.00183483j 0.0048527+0.00128915j -0.00277648-0.00320203j -0.00614753-0.000174561j -0.000319501+0.00503842j -0.00880677+0.00285396j 0.00197803+0.00518977j 0.0111841-0.00643981j -0.00459496+0.000569281j 0.00151522-0.00482922j 0.00100958-0.00360502j -0.00217034+0.00331469j 0.00799694+0.00844728j 0.0105036+0.00567739j -0.00990321+0.00192573j -0.00246786+0.00293119j -0.0052379-0.000608271j -0.00397755-0.0137586j -0.0107395-0.00715259j 0.00684092-0.00873298j 0.000331553+0.00529096j -0.0138725-0.00549836j -0.000405518-0.00203117j -0.00573349-0.0088863j 0.00815621-0.0012305j -0.00341667+0.0035924j 0.00221541+0.0115354j 0.0139662-0.000343129j 0.00664512-0.0025261j -0.00561371+0.00757844j -0.00634546+0.00222768j 0.000213538+0.00397463j 0.00220982-0.000108313j 
0.0023273-0.00112081j 0.000811232+0.000980864j 0.00177595-0.00162286j -0.00330188+0.00253039j -0.00347069+0.000327475j 0.000531176-0.00105426j -0.00303613+0.000669453j -9.53315e-05+0.00149786j -0.000531859-0.0002531j 2.54219e-05+0.000160698j 0.00411756+0.000977515j 0.000169262-0.00025805j -0.0021055-0.00130486j 0.00289674-0.00103778j -0.00241298-0.00164461j 0.0058153+0.00347283j -0.00268698+6.90577e-05j 0.00531677-0.0033504j -0.0036315+0.0018558j -0.00150603-0.000484207j -0.00146511-0.00261271j -0.000297089+0.00208421j -0.00187869+0.00304789j 0.00111338-0.00133163j -0.000935744+0.00459705j -0.00541556+0.00291749j 0.00653947-8.24156e-07j 0.000835037+0.00512211j -0.000872516-0.00845492j -0.00162186-0.012824j 0.00484901-0.00193014j 0.0118193+0.00067966j -0.000470796+0.00319697j 0.00120138+0.00507565j 0.00105273+0.00752549j -0.0142164+0.00158809j 0.00718237+0.00228643j 0.0195295+0.000322308j 0.010597-0.00739767j -0.0142032-0.00648796j 0.00415788-0.000409781j -0.0140704+0.00249291j -0.000185239+0.00638678j -0.0148489+0.0121294j 0.014074+0.0091014j 0.00220515-0.00153542j 0.00912365+0.00569009j 0.000584127-0.00891881j 0.00604451-0.00230249j -0.00282912-0.000358903j -0.00328927-0.00240704j -0.000373717-0.000618487j 
0.000749966-0.000797569j -0.00322894-0.00215984j 0.00131411-0.0053156j 0.00225687+0.00281865j -0.00111309+0.00414008j -0.00589147+0.00900472j -0.00393185+0.00312895j -0.00231123-0.00515474j 0.00247732+0.00589311j -0.0038933+0.000874588j 0.00251591-0.0106828j 0.00528205-0.00420283j 0.00337702+0.00272061j -0.00315777+0.000161794j -0.00261513-0.000579557j 0.000797869+0.00280541j -0.0016922+0.00240981j 0.00507182+0.0020236j 0.00225871+0.00592645j -0.00258478+0.00381322j -0.00120831+0.00764808j 0.00732294-0.00471767j 0.00214243-0.00700268j -0.010864+0.00190351j -0.00559336-0.0023545j 0.00320328+0.0108667j 0.00516972-0.00300294j 0.00181185+0.00457877j -0.000972718+0.00236792j -0.00156099-0.000519059j -0.0123546-0.00301769j -0.00510659+0.00421728j -0.0129486+0.00198313j 0.000936762+0.0043218j -0.0122089-0.00977483j -0.0133192+0.00313512j 0.0145961-0.00196519j 0.0128979-0.00486809j 0.0136657-0.00933023j -0.010113+0.0091496j 0.00212814+0.00789214j -0.00890373+0.00445563j 0.00376825-0.0046417j 0.003807-0.00611927j 0.00733779-0.00368134j -0.013357-0.00703285j 0.0111994+0.00160649j 0.0124437-0.00745164j -0.00917021+0.00880148j -0.00983125+0.00258935j -0.000273369-0.00477912j 0.00218474-0.0021647j 
0.000982031+0.00128048j 0.00229943-0.00515763j 0.000625013-0.0029254j -0.00415194+0.00514213j -0.000367556+0.000832424j 0.00211286-0.003048j 0.00338822-0.00118651j 0.00169962-0.00707861j -0.00337768+0.0039828j -0.00315563-0.00387608j -0.00209487-0.00198209j -0.000408344+0.00284062j -0.00374455+0.00731688j 0.00201028-0.00262967j -0.00239462-0.00164441j -0.0020438-0.00822182j -0.0036858+5.85763e-05j 0.000350488-0.000774575j -0.000969567+0.00265354j 0.00471421-0.00110288j 0.000563083-0.000261127j -0.00467049+0.00166265j 0.00364473+0.00184589j 0.00449175-0.00417501j -0.000449766-0.0032628j 0.0133949+0.00120243j -0.00489261-0.00263415j 0.000995882+0.00552176j -0.00279706+0.0080949j 0.00422102+0.00700527j 0.014631-0.00175118j 0.0129237-0.0114796j 0.0016525-0.00644747j -0.00770469+0.000913511j 0.0144885-0.00180353j -0.010316+0.00138831j 0.00616129+0.00450949j 0.00641219+0.0137896j 0.00359224+0.000976142j -0.000201821+0.00974552j 0.00399674+0.00367238j -0.00280661-0.000256431j 0.00602032-0.001626j -0.00938288-0.0145818j 0.0162194+0.00463238j 0.0126063-0.00305436j 0.00263994-0.00564338j -0.00408273-0.00166987j -0.00105526+0.00593012j -0.0061812+0.00168313j 0.00248959-0.00314418j 0.00320355-0.000482603j 
-0.000487011+0.00156269j -0.000946784+0.00362611j 0.00119135-5.29018e-06j 0.00013326+0.000382883j -0.00129406+0.00233476j -0.000598313-0.00284855j 0.000174362+0.00203405j -0.00110397+0.00412125j -0.00129423-0.00161233j 0.00215897-0.000147405j -0.00309273+0.00456792j -0.000732076+0.0015463j 0.00108134+0.000604893j -0.000141805+0.000728872j 0.00371726+7.72469e-05j -4.90849e-06-0.00528693j 0.00131039-0.00205182j 0.000253864-0.000302831j 0.000994223-0.00254516j -0.00311984-0.000982031j 0.00216283-0.00792325j -0.00232897+0.00199398j -0.00477399+0.00525507j -9.63609e-05+0.00165967j -0.00810668+0.00713153j 0.000874649+0.00667384j 0.00518715-0.00629859j -0.0138632+0.0160435j 0.00992103-0.00510122j -0.0003686-0.00228799j -0.00437236+0.000544699j -0.00195736-0.0114448j 0.00895953-0.00317357j -0.0137253-0.00211107j -0.019781+0.0068711j -0.00543155+0.0075441j -0.0124283+0.0200417j 0.00195643+0.000623363j 0.0261309-0.00676326j 0.00154407+0.00256305j -0.022037-0.00271399j -0.0189307+0.00182714j -0.0190343+0.00495414j -0.000597869+0.00552633j -0.00478082-0.00304206j 0.00288756+0.00837484j 0.0126954-0.00124886j -0.00396373+0.00583526j 0.00100839-0.00291555j 0.000786982-0.00262959j 0.000400951+0.000987921j -0.0038063+0.00175973j 
-0.000451385+0.0012799j -0.00285714-0.000886251j 0.000246749+0.00247077j 0.0018357-0.000132453j 0.00040991-0.000762416j 0.00310079+0.00166521j -0.000423465-0.00168625j 0.00142405+0.0041014j 0.00217546+0.00134351j 0.00323374+2.09712e-05j -0.00246717+0.00156218j -0.000408745+0.000635495j -0.00217846-0.00537269j -0.00279684-0.0015088j 0.00413642+0.000808203j 0.0016535-0.000706599j 0.00464348+0.00159223j -0.00332649-0.00333152j 0.00276983-0.00411096j -0.0030967-6.30318e-05j 0.0017878-0.00226869j -0.00381032-0.00196081j -0.00263138+0.00476199j 0.000475989+0.00422877j 0.0038287+0.00818608j 0.00105566+0.00303308j 0.00277639+0.00407493j -0.00329151+0.00293944j 0.0065406-0.000230801j -0.00328785-0.00374761j -0.00668437+0.00258842j 0.000225156+0.00473464j -0.00476111-0.00700184j 0.00745569+0.0124119j -0.01446-0.0047887j -0.00252134-0.00517758j -0.0142109+0.00645509j 0.00264107+0.0130009j -0.00240732-0.00247272j 0.00455218-0.0107828j -0.00284562+0.0180447j -0.0146669-0.0126926j -0.0136917-0.00425919j 0.00556517-0.01573j -0.00476867+0.0107926j 0.00109547-0.0172528j -0.00154656-0.00461309j 0.00291635-0.0191846j 0.0039789-0.00305892j 0.00268141+0.00435126j -0.00050142+0.000241281j -0.00186517-0.00756439j 
0.000175311+0.00217066j -0.00172966-0.00142688j -0.000351999-0.000620995j 0.000585339+0.00205837j 0.000486357+0.00150398j 0.000909098-0.00153892j 0.000108729+0.00105398j -0.00306462-0.00208821j -0.00209415+0.00191816j -0.00145965-0.00248376j 0.000236958-0.00322799j 0.00075312+0.0042538j 0.00239573+0.00568748j 0.00120313-0.00133773j -0.00400084-0.00125257j 0.00109041-0.00920956j 0.00148441+0.00226112j -0.00150184+0.00346263j 0.00173873-0.00276319j 0.00173685+0.00116493j 0.00351679+0.00489699j 0.00177008+0.000706532j 0.0030364+0.00360483j -0.00079997+0.000285706j 0.0118201+0.0145012j -0.00211+0.00506554j -0.00196924-0.0115028j -0.0132048-0.00990841j -0.0133777-0.00626682j -0.0102731-0.00852567j -0.000172125-0.000373821j 0.00891838-0.000220515j 0.00405998-0.00208459j -0.00358267-0.0138505j -0.00116554-0.0150001j 0.00278594+0.0118207j -0.0105047-0.0004226j -0.00728902-0.00878224j -0.000823882+0.0127733j -0.00714087+0.00106111j -0.00307525-0.00310856j -0.00260795+0.00170149j -0.00167742+0.008105j 0.0060413-0.00410648j 0.00545653-0.00186904j 0.00461303+0.00151102j 0.00412572-0.00452851j -0.00492943+0.00223634j -0.000812763+0.00549387j -0.00172808+0.000702399j 0.00260674-0.00351531j 0.000538213+4.54525e-05j 
0.0020644+0.000604527j 0.000634849+0.00180138j 0.000146554+0.000571046j 0.000395663-0.00432188j -1.91626e-05-0.00247528j -0.0011144+0.000854879j 0.0022504-0.00409078j -0.000886174-0.00331105j -0.000573091-0.00196186j -0.00356734+0.000314197j -0.00541627+0.00467536j 0.00189471-0.00204046j 0.00147778-0.000184025j -5.52571e-05+0.00473368j 0.00315944-0.00230018j -0.0104917+0.00623268j 0.0016292-0.00237334j 0.00302863+0.00443432j -0.00408955-0.0024264j 0.00311316+0.00224955j 0.00535445+0.0018393j -0.00124179+0.000162852j 0.00307296-0.00301762j 0.00134227+0.00204657j 0.0038279+7.06126e-05j 0.00213414-0.0128236j 0.00227361+0.0088452j -0.00388549-0.0024452j 0.00792463-0.00480743j 0.0160416-0.000588281j 0.0114055+0.00784654j -0.00453376+0.0147913j -0.00476931+0.00964607j -0.0138797-0.0054368j -0.0039928+0.00802426j 0.00496352-0.00576038j 0.0159189+0.00277202j 0.00441251-0.000459869j 0.010889+0.00640463j 0.00710081-0.008622j 0.00961607-0.00609457j -0.00112154-0.00287401j 0.00156597+0.00567076j -0.0208511-0.0116106j -0.0101591+0.00604815j -0.00109907+0.0085659j -0.00831896+0.009882j 0.000742772+0.00489204j -0.00043982+0.0056525j -0.00142956-0.00303116j -0.00183058-0.00453568j 0.00024814+0.00237926j 
0.000758839+0.00399584j -0.00121614+0.00153237j -0.00196487+0.000353182j 9.68336e-05-0.000457735j 0.000365576+0.00117208j 0.0011274-0.00291923j -0.00214615-0.0005171j -0.0063982-0.00260923j 0.00317687-0.000586318j 0.00262608+0.00153853j 0.00199949+0.00397572j -0.00458991+0.00433575j 0.00396559+0.00461332j 0.00284664+0.00188905j -0.00314459-0.0025272j 0.00516831-0.00165895j -0.00161534-0.00454953j 0.000232434+0.00964547j 0.00119557-0.00535496j -0.00170957-0.00721528j -0.0038644-0.00497605j 0.00250752+0.00232648j -0.00570332-0.00045791j -0.000555289-0.00518954j -0.012646-0.000426227j -0.00940264+0.0018207j -0.00510669-0.00687556j 0.00604353+0.00493074j 0.00203176-0.00253739j 0.00748116+0.000889372j 0.000553571+0.00038461j 0.00429157-0.00357159j 0.00652157-0.00553137j 0.0104678+0.00476013j 0.00618637+0.000391409j -0.0078011-0.00711822j -0.0108673+0.0093012j -0.00161912+0.0221953j -0.00556621+0.00767761j -0.00520811-0.0117825j 0.00100468+0.0101629j 0.00215713-0.000160447j -0.00825364+0.00608787j -0.00167232-0.00725654j -0.000666518+0.00634328j 0.00601037+0.00271987j 0.000259535+0.00368671j -0.00819363+0.00579799j 0.00180376+0.00813721j 4.46801e-05-0.000299048j 0.00228707-0.00518962j -0.00128449+0.0022488j 
