0.0139444-0.00723836j 0.00480034+0.0036391j 0.0111524-0.00676581j -0.0107344+0.000452979j -0.00118673+0.00368639j -0.00151223+0.00295414j 0.0104238-0.00155941j 0.00130363-0.00485463j -0.00342719-0.00169379j 0.00230522-0.00254368j -0.00209622+0.000381824j -0.0012402+0.00170612j -0.00571979+0.000709688j 0.0004381+0.000204096j 0.00265643-0.0023148j 0.00384505+0.00101563j 0.000360751-0.00214483j 0.00255152+0.000733317j 0.00196332-0.00307252j -0.00952113+0.00185718j 0.00826182-0.00387577j -0.00323588-0.00213076j 0.000565739-0.00106156j 0.00331342-0.00119804j -0.000599571-0.00273514j -0.00260072+0.000339855j -0.00360363+0.00469133j -0.00909904+0.00552249j 0.00220189-0.00309984j 0.0026872+0.00129227j 0.00312921-0.00274537j -0.00471753+0.000418565j -0.00260764+0.00156904j 0.00145071+0.00165547j -0.00821092+0.00218249j -0.00495211-3.32635e-05j 0.00309525-0.00217184j -0.00160188+0.000465292j 0.01317-0.0056286j -0.0103659+0.00261629j 0.00655411-0.00388128j -0.00470121+0.000661347j 0.005102-0.00148919j 0.00502644-0.00334555j -0.00916719+0.00183258j 0.00772375+0.00210957j 0.00344648+0.00512878j 0.00315159+0.00277595j 0.00265134+0.00355767j -0.0111525+0.00289964j -0.00644452+0.00184554j -0.00136665+0.0048268j -0.00819155-0.00109748j -0.00230454-0.000558214j 0.00467091-0.00564527j 0.00786826+0.00704281j -0.000615842-0.00704941j -0.00206261+0.00232304j -0.00600066-0.00334973j -0.00424286+0.00310002j -0.00678596-0.0106969j 0.000936068-0.00603569j 0.00745028-0.000684405j 0.00149699-0.00953471j -0.000109928-0.003484j 0.000374957+0.0046582j -0.00933288-0.0124932j 0.00922952-0.00289829j 0.00885745+0.0188458j 0.0154195+0.00329421j 
0.000373002-0.00187396j -7.71974e-05+0.00220744j 0.00248002+0.000739437j -0.000570835-8.88737e-05j -0.000821536+0.00546737j -0.0020444+0.00412905j 0.000111066+0.00406335j 0.00141363+0.00094569j -0.00107188-0.00304267j 0.00320653+0.00735833j 0.000580019+0.00555782j 0.00186161-0.00761622j -0.00161883+0.00196097j -0.00543359+0.00346545j 0.00408404-0.000947035j -0.0134372+0.0130478j -0.00726066-0.000109554j -0.00214717-0.0146264j 0.00334307+0.00323524j -0.00921637+0.00309142j 5.71534e-06-0.00409758j 0.0156085+0.0185926j -0.0168781+0.000325158j -0.00239201+0.000628695j -0.0105157-0.0176482j 0.0013348+0.00715321j 0.00877561+0.00205432j 0.00598291-0.000138443j 0.0194324+0.014392j -0.0178417-0.0131672j -0.00636557+0.00889088j -0.00660136-0.00480157j 0.000317602+0.0067631j 5.85206e-06-0.000527616j -0.0117639-0.00290326j -0.0164722-0.0118535j -0.00273654-0.00694654j 0.00318149-0.0012504j 0.000900508-0.00277758j -0.00264934-0.0105853j 0.00487543-0.0031716j 0.00982035+0.00629608j -0.00275255+0.00448219j -0.00399179-0.00124464j 0.00101297+0.00295628j 0.00247926+0.00173324j 0.000715585+0.00413143j 0.00291678+0.00130417j 0.00103769-0.00124836j -0.000753908+0.0045218j -0.00359749-0.000451535j 0.00511943+0.00395216j -0.00420855-0.000277208j -0.000164952-1.82735e-05j -0.00598385-0.00213616j -0.00284995+0.00178797j 0.00181042+0.00420305j -0.000894771+0.00444118j 0.00165477-0.00186412j 0.000608586-0.00258838j -3.33467e-05+0.00062987j -0.00171931-0.00176216j -0.00143865-0.00355373j -0.00118184-0.000756084j -0.00370886-0.00220555j -9.92775e-05-0.000844848j 0.000439961+0.0014987j 0.000516249-0.00193673j -0.000478137+0.000246498j -0.00111425+0.000514435j 
0.000333719-0.00197962j 0.00122442-0.00220547j 0.000520225-0.00633233j -0.000971498+0.00343317j -0.0020196+0.00538374j 0.00478772+0.00205262j 0.00261717+3.76355e-05j 0.000404623-0.00579872j 0.00572816-0.00241165j 0.00192608+0.0107067j -0.00130345-0.00444232j 0.0039035-0.00588959j 5.80732e-06+0.0155404j 0.00616209-0.00155783j 0.0110561+0.0122367j -0.00694804+0.0134706j 0.0103351-0.017341j -0.00138284+0.00737135j -0.011191+0.00235608j -0.000208724-0.00293861j 0.00551781+0.00588177j -0.0148299-0.00197455j 0.00498216+0.00860199j -0.00328686-0.00688183j 0.00951113-0.00651469j -0.00498079-0.0023745j 0.00319175-0.00829253j 0.00534537-0.0140914j -0.00155963-0.00736975j 0.00762648-7.37394e-05j -0.00310863+0.00321199j 0.00163919+0.00136345j -0.000831785+0.00106626j 0.0050287-0.0118848j 0.000857988+0.0100753j 0.00073296+0.00739635j 0.0149764-0.00191873j -0.00057345-0.00257622j 0.00397066-0.00466378j 0.00581223+0.00341444j 0.00725487-0.00190097j 0.00434941-0.00147805j -0.00515895-0.00405628j 0.00293361-0.00077336j 0.0043421+0.000563654j -0.00345352-0.000400968j -0.000531403-0.00593215j 0.000542799+0.00177032j -0.00181391+0.000971787j 0.000477172-0.00392698j -0.000321561+0.0029329j -0.00289156+0.00148326j 0.000180137+0.00232367j -0.00109268+1.44703e-05j -0.00185106+5.00828e-05j -0.0040534-0.00243805j 0.000623188-0.00157023j -0.000222309-0.00369695j 0.000924678+0.00141503j 0.00316417-0.000570283j -0.0021982+0.000522232j -0.00119427-0.00254429j -0.00275908+0.001096j -0.000619874+0.00291276j -0.00283601+0.00023091j -0.00105567-0.00100782j 0.00109927-0.00166592j -0.00116055-0.00148616j -0.00109839+0.0010682j 0.00122449-0.000392423j 
0.00112969-0.00242119j -0.000663648+0.000946502j -0.00347943-0.00347718j 0.00165638+0.000923481j 6.35166e-05+0.00619584j 0.00236029+0.00648172j 0.000948829-0.00021918j -0.00235641+0.000140121j 0.00519442+0.00839874j 0.001016+0.00651794j 0.00383699+0.0103617j 0.00618494-0.00526433j 0.000146783-0.00428146j 0.00355753+0.00810533j 0.0103458-0.00934016j 0.00678207+0.014572j 0.00618694-0.00752248j 0.0130551-0.012215j -0.0080792-0.00677876j 0.00311151-0.0123915j 0.0130414-0.000194175j 0.00484975+0.00819361j -0.00283255+0.0208873j -0.00299304+0.0065692j -0.00891922+0.000170819j 0.00134566+0.00486303j -0.00160588+0.0154597j -0.00532867+0.00193031j -0.00404051+0.00495647j 0.00112719+0.00672676j 0.00140406+0.00769099j -0.00199511+0.00255997j 0.000468126+0.0055046j -0.00434342-0.00712535j -0.00714384+0.00220777j 0.00146967+0.00310651j -8.63195e-05+0.00479856j -0.00592197+0.0019218j -0.00551595+0.00231287j -0.00219246+0.00894552j -0.00110041+0.0017739j 0.000868654-0.00556962j 0.00714531-0.00350975j 0.00054511+0.000313896j -0.000226126+0.00277556j -0.00204402-0.00184787j -0.00520483-0.0100205j 0.0039586-0.00436514j 0.00165625-0.00322158j 0.0033399-0.00147193j -0.00249868-0.000860939j -0.00200264+0.00132197j 0.00075249+0.0066276j -0.00203657-0.000435676j -0.000912245+0.000714566j 0.000279565+0.000685356j -0.00167017-0.00192498j 0.000265522-0.00531527j -0.000546147+0.0032199j 0.000601057-0.00472954j 0.000406053-0.00281032j -0.00122969-0.00193733j -0.000258624+0.00669173j 2.71946e-05+0.00459656j -0.000102833+0.000390878j 0.0011981+1.804e-06j 0.000321759-0.00277504j 0.00030989+0.00119193j -0.00160159+0.00174625j -0.000481218-0.000320772j 
0.00236455-0.000221951j -0.000181166-0.00172368j 0.00137126+0.000815269j -0.00123067-0.000661256j 0.000328309-0.000766516j -0.00283339-0.00285839j 0.00246653-0.00311943j 0.000606626-0.00401458j 0.000500927-0.00664087j -0.00267534+0.00340957j 0.0087222+0.000176369j 0.000806617+0.00363162j 0.00755789+0.0154358j -0.00838477-0.00264256j -0.000133626+0.00686747j -0.00646775-0.00801084j -0.0081638-0.00159693j 0.00218681+0.0136826j 0.00808609+0.00303936j -0.0108108-0.00649037j -0.00368932+0.009741j 0.0128288+0.00114962j -0.00876081+0.0088029j 0.00675025-0.00983289j -0.0161698-0.0044609j -5.30417e-05-0.00492857j 0.00211869+0.00391761j 0.00492576-0.00945015j 0.00908415+0.0104184j -0.00505189-0.00540139j 0.0103785-0.00467686j 0.00377172+0.0038228j -0.0126429-0.00328149j -0.0012239-0.00472264j -0.00700202-0.00477756j -0.00638217-0.0110473j -0.0107766-0.00197403j 0.00153346+0.000507183j -0.00809221-0.00545765j -0.00215214+0.00107914j -0.00104756-0.00257696j -0.00301154-0.0026937j 0.00725996-0.00950117j -0.00369812-0.0068945j -0.00264097-0.00391423j 0.000878127+4.27224e-05j -0.00153908+0.000479509j 0.00227257+0.00200819j -0.00211165+0.000566855j -0.00105843+0.00206854j -0.000320456-0.00235647j 0.00266312+0.00469302j 0.00327696+0.00118454j -0.00365789-0.00405381j -0.000732271-0.000959576j -0.000540254+0.00332694j -0.000804952+0.00179482j 0.00142061+0.00234089j 0.00345517-0.000831878j 0.00100998-0.00289746j -0.00224974-0.00268369j 0.000988168+0.00355209j 0.000490015-0.00164853j -0.000443325-0.00294228j 0.00183906+0.00235238j 0.00103268+0.00184246j -0.00143753+8.49106e-05j 9.00176e-05+0.000438541j -0.00148276-0.00309492j -0.000176157-0.00130977j 
0.000799432+0.00259978j 0.000953738+0.000949467j 0.000570133-0.00256453j 0.000814212+5.14959e-05j -0.00327405-0.00154539j 0.00408232-0.00985487j -0.0019283+0.00216555j 0.00194229+0.00121181j 0.00443585-0.00135763j 0.00805396-0.000434824j 0.00390485-0.0105889j 0.00196007+0.0100765j 0.000918344-0.00384957j -0.0103428-0.022939j 0.00704629-0.0030664j 0.0056712-0.00805775j 0.0122194+0.00568615j -0.0121902-0.00626003j -0.0165746-0.00924237j 0.0053628-0.00593223j 0.00494073+0.00401743j 0.00742774-0.00749548j 0.0034975+0.00354935j -0.00999-0.00866592j -0.0122946-0.0157118j 0.000903651-0.00889517j 0.0157675+0.00104638j -0.00680751+0.000781794j 0.00250101-0.00232352j -0.00131546-0.00911214j 0.00038193+0.00350476j -0.000613797-0.000730698j 0.0168267+0.011373j -0.00550747-0.0129441j -0.00180841-0.00736998j -0.00168235-0.00480517j -0.000591318+0.00307101j -0.00360016-0.0107543j -0.00256268-0.00312385j 0.000184126-0.00149359j 0.00616258-0.00198878j -0.00345892+0.0052194j 0.0030799-0.00306088j -0.000547315-0.00514228j 0.00108869+0.003462j -0.00254766-0.00325814j -0.00291071-0.00744707j 0.00183848+0.00499106j -0.00144916-0.00210752j 0.00235468+0.00663661j -0.00106735-0.00132228j 0.00212795-6.08289e-05j 0.00632335+0.00010663j -0.00104783-0.00208927j -0.00432136-0.0044638j 0.000280058+0.000373423j 0.00302011+0.000130578j -0.000974732+4.57464e-05j -0.000368703+0.00228809j -0.000421314+0.000270815j -0.00204475-0.00122445j -0.00192981-0.00160514j -0.000141654-0.000383023j 0.00213604+0.000457716j -0.00320386+8.65746e-05j -0.00247363+0.00173815j -0.0003766-0.00207776j -0.00171126-0.0026001j 0.0011153-0.00217427j -0.000506551+0.000206401j 
-0.00064224+0.000999885j -0.00128677-0.00127611j -0.000598059-0.00422771j 0.000972038+0.00191672j -0.00302928-0.00334493j 0.00165656-0.00564256j -0.00299315-0.00201552j -0.00025197-0.00304693j 0.00279025+0.000832695j 0.000718723-0.00262451j -0.00690828-0.00628326j -0.00201172-0.000412594j -0.00926175-0.00498329j 0.0053131-0.00681232j -0.0031353-0.00178717j 0.00960283-0.00183142j -0.0185097-0.00104666j -0.0128084+0.00510019j 0.000220993-0.00482723j -0.00375745+0.00218196j -0.00810168+0.00234323j 0.0220266-0.00750141j -0.00231663-0.000523041j 0.00511698+0.000695378j -0.0183535+0.0120124j 0.0101915+0.00365348j -0.000655096-0.00987359j 0.00727718+0.00553265j 0.0139976-0.00488546j -0.0181182+0.0100829j 0.0032259-0.00394338j -0.00273597-0.000378121j -0.00486403+0.000978496j -0.00513268+0.00716466j -0.00120209+0.00830916j -0.0124297+0.00844263j -0.00699404-0.000250419j -0.00111197+0.00482669j 0.000820281+0.00168467j -0.00176012-0.000223456j 0.00296567-0.00179001j 0.00400775+0.00336249j 0.00427849+0.00574681j 0.00421099+0.00180324j 0.00163747+0.00121323j 0.00396743+0.00537278j 0.00240758-0.000515227j 0.000776341+0.000767044j 0.00317322+0.0044014j -0.0019287-0.00391164j -0.00127717+0.00166834j 3.89404e-05-0.00412635j 0.00316575-0.00302379j -0.0017951+0.00561632j 0.00117989+0.00119057j -0.00272057-0.00487776j 0.0037741-0.00338079j 0.00294876-0.00183308j -0.000502785+0.000212673j 0.000388596+0.00125394j 0.000164029+0.00326587j -0.00281407-0.0037355j -0.00413687-0.00018j -0.000299048+0.000318929j -0.00201449-0.000674445j -0.000966322+0.00131075j 0.00122338-0.000289764j -0.002188+9.13207e-05j -0.000281686+0.000825839j 0.00080253-0.000857622j 
0.000688861-0.000433801j 0.000466207+0.00237547j 0.00150393-0.00593713j -0.00255284-0.000103025j 0.00214799+0.00931456j -0.0043305-0.00884455j 0.00632267+0.010015j 0.0024561-0.000441505j 0.00592167+0.00353229j -0.00834309+0.00285146j 0.00403846-0.00645949j -0.00317463+0.00235326j 0.00772161-0.00995653j 0.01753-0.0230751j 0.000862321-0.00507717j 0.00836667-0.00467889j -0.0150518-0.0109353j 0.00224797-0.0165305j 0.0118506+0.00307496j -0.00189081-0.0113813j -0.00411148-0.0144521j 0.000893218-0.00345028j 0.00533773-0.00428703j 0.00212977-0.00353469j 0.000362517-0.00118432j 0.00565965-0.00247405j -0.00236919-0.0143126j -0.00662529+0.00858598j -0.000455721+0.00948947j 0.00537547-0.00628278j 0.00316229-0.000385528j 0.00404682+0.00389678j -0.0205315-0.00913017j 0.00277924+0.00151451j 0.00509174+0.00358557j 0.00269536-0.00401682j -0.00236436-0.00402054j 0.00598368+0.0101615j -0.00164655-0.00353497j 0.00636475-0.00234605j -0.00257534+9.84073e-05j -0.00151469-0.000813624j -0.00197569-0.00562749j 0.00192612-0.0041044j -0.000986311-0.000932381j -0.000420654-0.00105591j -3.25143e-05+0.00454386j -0.00153585-0.000920768j -0.00194482-0.00379822j -0.0019811-0.000962338j -0.000675017+0.00432487j -0.00170445+0.00534595j 0.00119949+0.000863065j -0.00087099-0.00496209j -0.00103278+0.00570407j -0.00134755+0.000891684j -0.0007169-0.000438972j -0.00244485+0.00383087j 0.000974974+0.00231631j 0.00167421+0.00010535j -0.00290369-0.00170461j 0.00194482+0.00363101j 0.000994931-0.000213322j 0.000362579-0.000324986j -0.00130677+0.00740209j 0.000158528-0.000760856j 0.000903487-0.00186172j 0.000583108+0.000213732j -0.000535883-0.00108545j -0.00116305+0.000957319j 
-0.000402758-0.00178287j -0.000731861+0.000543658j -0.00152665-0.000481876j 0.00040668-0.000894949j 0.00328444+0.000178049j -3.13123e-05-0.00190701j 0.00138614-0.00292731j -0.00243168-0.000855514j 0.00159019-0.000217196j -0.0034034+0.00306905j 0.00741141+0.00324927j -0.00433057+0.00891291j 0.00531201+0.00296785j -0.011073+0.00758184j -0.0107646+0.0012937j -0.00190365+0.00335165j -0.00637931-0.0102633j -0.00395564+0.000865845j 0.00474985+0.00106406j -0.0148364-0.000490795j -0.00479931-0.00161608j 0.00484831-0.000426575j 0.00970944-0.00124167j -0.000881493+0.0089493j -0.0110436+0.00458159j 0.00590219-0.00475158j 0.000259401+0.00217686j -0.00451542+0.00406472j 0.021013-0.00523369j -0.00418541+0.00166254j 0.0056299+0.00250749j 0.00934241-0.00120031j 0.00415997-0.015926j 0.00553852-0.00288297j 0.00387553-0.00463363j -0.00522882-0.00354318j -0.000826984+0.00375449j 0.00603841+0.0055143j -0.00417728+0.00526843j -0.00067021+0.00340555j -0.00334525-0.000822756j 0.00166762-0.000485722j -0.00746609-0.00553367j -0.0094511-0.000642434j 0.000640063-0.00228009j 0.00075563-0.00359143j 0.000377944-0.0019607j -0.000816523-0.00318525j -0.0024294+0.00032078j 0.00880634-0.00212246j -0.00344209-0.00245641j 0.000941556+0.000645692j 0.00175721-0.00209181j 0.000215682-0.00208316j -0.0042403+0.00160062j 0.00428325+0.000869357j 0.000739528-0.000855455j -0.00188284-0.00132266j -0.00390296+0.00110261j -0.000534375-0.00258478j -0.00291957-0.00207093j 0.00341852+0.00169856j 0.00315668+0.00188807j 0.00326966-0.00072127j -0.000278284+0.00157197j -0.000184357+0.00175212j -0.000159981-0.000438242j 0.000112573+0.00171866j -0.000246391-4.98286e-05j -0.00178723-0.0010443j 
-0.000451417+0.000375353j 0.00032506-0.0032578j -0.0037344-0.0072692j -0.00432935+0.00423166j -0.00536164-0.000756211j -0.00117204-0.0045025j 0.00136252+0.00427442j -0.00916733-0.0110653j -0.00161177-0.00147973j -0.00322189+0.00291884j 0.0173009-0.00791896j 0.000410615-0.00220097j -0.0163815+0.000112968j 0.0114324+0.00176385j -0.0062932-0.000324873j 0.00303401-0.0106785j 0.0158071+0.00269794j -0.00953494-0.0106061j -0.00620807+0.00506546j 0.00565248+0.00701524j 0.000558373+0.000923462j 0.00775286+0.00517398j -0.00815808-0.00328594j 0.0154923+0.00178571j 0.0157983+0.00780591j -0.000554714-0.000288741j 0.020306+0.00405795j 0.00704638+0.00628985j -0.00648525+0.00145691j 0.00589688+0.00463529j 0.0120998+0.000956582j -0.00223207-0.00230801j -0.00433389+0.00357973j 0.00853589+0.000822676j -0.0147378-0.00484312j 0.00361113-0.00291555j 0.00341888+0.00482744j -0.00392002-0.000225143j 0.00497969+0.00579212j 9.47758e-05-0.0012852j -0.000524112-0.000946554j -0.00445172-0.00160854j 0.00242866+0.00519912j 0.00228573-0.000499592j -0.00033278-0.00105918j -0.00441445+0.000898481j 0.00224869-0.00346389j -0.00479155-0.00300745j -0.00184347+0.00164714j 0.00216867-0.00187689j -0.00170356-0.00251097j -0.00478685+0.00440315j 0.000481985-0.00318695j -0.000174558+0.00246775j 0.00101741+0.00185065j 0.0068224+0.000780197j 0.00118862-0.00483308j 0.00209823-0.00373653j -0.000622167-0.000411242j -0.00392927-0.00632962j -0.00278674+0.00252004j 0.00186852+0.0015282j 0.00168767+0.00755955j 0.000230561-0.00150618j 0.000607838+0.000719254j 0.00230278+0.00122663j 0.00305855-0.00162533j 0.00230639+0.00642081j 8.60975e-05+0.00187682j 0.00190287-0.000535984j 
0.00117106+0.000627344j 0.00263261-0.00118134j 0.00379582+0.000630543j -0.00125232+0.002455j 0.000757846+0.00178131j 0.00145179+0.00709151j 0.00550914+0.00857996j 0.00929053+0.0106389j -0.000240078-0.0103361j 0.00118322-0.00472212j 0.00417808-0.00694148j 0.00107898+0.00935334j 0.00744593-0.000604522j 0.00246694+0.0115226j 0.00440438+0.00602168j -0.00518697+0.00317938j 0.0135217+0.0188563j -0.00480025+0.000125405j 0.00177613-0.00608132j 0.00454041+0.00787148j 0.00443861-0.00598688j -0.00450794-0.0183228j 0.00178799+0.0116247j -0.00152306-0.00540735j -0.000784782+0.00631363j -0.00398892-0.0100206j 0.0072706-0.00982817j -0.000636905-0.00444165j -0.000183106-0.0122074j 0.00342856+0.00530038j -0.00103096+0.00115713j -0.000452836+0.00525398j 0.00161336-0.00254528j 0.000624953-0.00368728j -0.00560544+0.0057237j -0.00554863+0.00526972j 0.00311404+0.00714703j -0.00193166-0.00673478j -0.00169425-0.00360059j -0.00136003+0.002687j -0.000750481+0.00183296j 0.00046829-0.00359031j 0.000260588-0.00493633j -0.00298185+0.00405721j -0.00156019+0.000928844j -0.00267164-0.00459015j 0.000975522-0.00109243j -0.000584261+0.00203269j -0.00253589-0.00254915j 0.00278068+0.000345072j -0.00161234+0.0046963j 0.0035101-0.00189424j -0.00153405+0.00660326j -0.00131905-0.00478321j -0.00248158+0.000539867j 0.00277351-0.00104673j 0.00124937+0.000696526j 0.00196188+0.00431565j 0.000580245+0.000198797j -0.00190961+0.00211697j -0.000208911-0.00220742j 0.00146643+0.00302751j -0.000601033-0.00352438j -0.00331063-0.0013863j -0.00109663+0.00237128j 0.000844481-0.00210988j -0.000558577-9.80293e-05j 0.000586369-0.00444512j -0.0010465-0.00354993j 0.000242728+0.00148457j 
0.00194807-0.00453018j -0.00167768-0.000808692j -0.000122652+0.00131741j 0.000644459-0.00362956j -0.00122793+0.0026874j 0.00333152-0.00127022j -0.00666538-0.0113485j 0.00315419+0.011555j 0.00646557-0.00363479j -0.00437031+0.00911175j -0.00239751-0.000513857j 0.0197384+0.00254901j -0.0131938-0.00845742j 0.00625588-0.000647033j -0.000306032+0.00167989j -0.00311977+0.00783807j 0.00787615-0.00301999j 0.00724858+0.00826786j -0.00671326-0.0141558j -0.00394184-0.0030499j -0.000295963+0.00552496j 0.00181316+0.00360181j 0.0040256-0.00313835j 0.00521019+0.00192222j -0.00548035-0.00852225j -7.86338e-05+0.00719199j 0.00871373-0.00418145j 0.00522495+0.00910813j -0.00211463+0.00264095j 0.00368856-0.00257798j 0.00381597+0.000923461j 0.000468308-0.00818749j -0.00804978+0.00795451j -0.00807818-0.0059303j -0.00654621-0.00246867j -0.000235441+0.00538091j 0.00789236+0.00246786j -0.00385218-0.00375114j 0.000556912+0.00543594j 0.00848892+0.00347081j 0.00476975+0.00205754j -0.00425466+0.00117209j -0.00413432+0.00471576j 0.00232639+0.00456521j -0.000747033+0.00210554j -0.00466742+1.28166e-05j -0.00712489-0.00504817j -0.00103535+0.0016844j 0.000764479+0.00239995j -0.00156026+0.000917725j -0.00238054-0.000953633j 0.00351935-0.00495913j 0.00472702+0.00277679j -0.00513278+0.0012529j 0.00139921+0.000202388j -0.0016701-0.00647389j -0.00433932-0.000603913j -0.00351555-0.0040819j 0.00292229+0.00356423j -0.00188042+0.00413282j -0.00352188-0.00113605j 0.000410324-0.00670183j 0.0033193+0.000693877j 0.00107679+0.00371593j 0.000257436-0.00310021j 0.000657266+0.000815459j -0.00199365-2.01207e-05j 0.00200452+0.00176375j -0.00252898+0.00121251j -0.000146479-0.00147765j 
0.000280284+0.00205876j -0.000989359-0.00140563j -0.00201004-0.000959289j 0.00106251+0.00582792j -0.00374596-0.006827j -0.00270343+8.09287e-05j -0.000324249+0.00849016j -0.00385229-0.00715787j -0.00186114+0.002563j 0.00972917-0.00356074j 0.00196886-0.0137486j 0.00619262-0.00533908j 0.0202965-0.0109202j -0.00624371+0.0102332j 0.0187846-0.00626313j 0.00701417+0.00219561j -0.00230471+0.000605976j 0.0156665-0.00447966j -0.00826171+0.00791338j 0.00121064+0.00940785j 0.0144971-0.00195891j -0.00477724+0.00180446j 0.00383587-0.00325299j -0.00471576-0.00229229j -0.00727953+0.0102347j -0.0110182+0.00101372j 0.00300739-0.00273723j -0.0136954-0.000603562j -0.0106104-0.0086469j -0.00095908+0.0018619j -0.00148543-0.00370632j 0.00200107-0.00682106j -0.00296552+0.00654355j -0.012875-0.00573321j -0.00407385-0.00196029j -0.00243844+0.0013385j 0.00134648-5.89056e-05j -0.00768795-0.00460202j -0.00504333+0.00305245j 0.0038439-0.0033925j -0.00187323-0.00195312j -0.00376379-0.000466037j -0.00807968+0.00327298j -0.00344035+0.00365575j -0.00505008-0.00100692j -0.00471507+0.00140105j -0.00167107-0.00520004j 0.00204919+0.00150289j 0.000728379+0.0033534j 0.00098441-0.00395222j -0.00130434+0.000763595j 0.00194728+0.0010279j 0.00251924-0.000951578j -0.00408886+0.000169155j -0.000646212+0.0010231j 0.00165546+2.29521e-05j 0.00237536-0.0018816j 0.000720326+3.07468e-05j -0.000540102+0.000651618j -0.00221951-0.00271265j -0.00195139+0.00245846j -0.000371634+0.000368445j -0.00198616+0.000384699j -0.000274495-0.00239715j 0.00146315+0.00046597j 0.000818984+0.000956827j -6.31053e-05-0.000966697j -0.000255902-0.000536377j -0.00127097-0.00173176j 1.54648e-06-4.99721e-05j 
-0.000180726+0.004785j 0.000732964+0.00249895j -0.00153587+0.0111794j 0.003968+0.00288678j 0.00035471-0.0117543j 0.00339639+0.0081348j 0.00262723+0.0119959j 0.0025188-0.0108704j 0.0147663+0.019049j 0.00406895-0.0033654j 0.00585285-0.00909239j 0.000829567-0.019161j -0.0022944+0.00166603j -0.00837334+0.000476849j -0.00158883-0.0050622j 0.0125805-0.00431156j 0.00290506-0.0110093j -0.00357359-0.00348252j -0.013852+0.0144517j -0.00288778-0.00853571j -0.00176725-0.00361873j 0.0019648-0.00772078j 0.00628283+0.00209871j 0.00893943-0.00757992j -0.0105947-0.00505916j 0.00255414+0.00313636j 0.00213209-0.00497741j 0.00761477+0.00277281j 0.00220704+0.00624652j 0.00346748-0.00347397j 0.00370798+0.000321847j -0.000936375+0.000345447j 0.00264243+0.00140678j -0.00275358-0.00434367j 0.000227551+0.00485881j 0.000263152+0.0036817j 0.00347338-0.000770681j 0.0012874+0.000273683j 0.0032813-0.00190222j 0.00167235+0.00563871j 0.00114634+0.00242997j -0.00224882+0.000412375j -0.000348777+0.000166817j 0.000282957+0.00277059j -0.000442258+0.00373874j -0.00149749+0.000863725j -0.00173925-0.00377266j -0.00277699+0.00115464j -0.00130669-0.00128146j 0.00173767+1.63974e-05j -3.30098e-05+5.06168e-05j 0.00127243+0.000856306j 0.00339819+0.00207692j 0.000789959-0.00275352j 0.00310168-0.000616109j -0.00158175-0.00175926j -0.00107115+0.000888449j -0.0021812-0.0015514j 0.00173108+0.00280481j -0.00182527+0.0051746j -0.00180272-0.00184788j -0.00428463+0.000778264j 0.00185065-0.0011631j 0.00228775+0.00065992j 0.00143038-0.00392139j -0.000273939-0.00137778j -0.00217196-0.000431751j 0.00171079-0.00337923j 0.00211027-0.00165538j -0.000575828+0.00190235j 
0.00199684+0.0037478j -0.00201962-0.00563687j -0.00273926-0.00531601j 0.00049198+0.00954772j -0.00800019-0.00955552j 0.00493419+0.00658447j -0.00292513+0.00910801j 0.00736729+0.00495829j 0.0187042-0.0100495j -0.013755-0.00425834j -0.00342987+0.000989314j -0.00548068+0.00813751j -0.00651043-0.0053642j -0.00326534+0.011039j 0.000387475+0.00425729j -0.00152892+0.00206998j -0.00763657+0.00825928j 0.00406553+0.0031979j 0.000331112-0.0044142j -0.0100485-0.00455686j 0.00114488-0.0036169j -0.00141244+0.00761582j -0.00275162-0.00175844j 0.00995008+0.000818925j -0.0104797-0.00381803j 0.00831779+0.00277292j -0.00327942+0.00286321j 0.00352816+0.00530298j 0.00720396+0.0109768j 0.00185692-0.00735375j -0.00268117+0.00547815j 0.00301098-0.000950433j -0.00875977-0.00664597j 0.00452978-0.000386738j 0.00348703-0.00520568j 0.00107784-0.00132281j 0.00291975-0.00126492j 0.00307219+0.00114873j -0.000282842-0.00159391j 0.00206799+0.00640648j 0.0015514+0.00270347j -0.000350009+0.00291997j -0.00066701+0.00185279j 0.00266787-0.00229363j -0.000945748+0.00304138j -0.000784432+0.00144468j 0.00391459-0.00854914j 8.34986e-05+0.00252924j 0.00109665+0.00348823j 0.00116684-0.000890187j -0.000271997-0.00340477j -0.00253449-0.0013187j 0.00226891+0.00345825j -0.00097485-0.000758394j 0.00162192-0.00434676j -0.00328044-0.00319437j 0.00132129-0.00556413j -0.000200475-0.00604264j -0.00166592+0.00201298j 0.00556762+0.00200411j -0.00293261-0.00165069j -0.000889939+0.0010402j -0.00439388+0.00480592j 0.00112869+0.00324628j -0.000356514-0.00329223j -0.0014936+0.000996033j 0.00102418-0.00133655j -0.00106413-0.00105032j 0.000453753-0.00271768j 0.000840015-0.0035369j 
