-0.0110643+0.010617j 0.00911079+0.000181595j -0.00961304+0.00311819j -0.0152312+0.0078725j -0.014901+0.00597633j 0.00125695-0.00090534j 0.00409813+0.00153447j 0.001197+0.00214179j 0.00512152-0.00197468j 0.0101549-0.000868559j -0.00989273+0.00264604j 0.00388374-0.00367783j -0.0206372+0.0102788j -0.0115207+0.00308939j 0.00281685-0.00138426j 0.0111647-0.0028532j -0.0138398+0.00433576j 0.00857477+0.00350228j 0.0123695-0.00204129j 0.000690741+0.00500811j -0.00250761-0.00254632j 0.00879231+0.00212282j -0.00538505-0.00441847j -0.0055131-0.00377236j 0.0121188+0.000393985j 0.0115845-0.00294225j -0.0142567-0.0156894j -0.0274972-0.0159287j -0.005764+0.0142741j 0.0107033+0.00409325j 0.00710525+0.0128393j 0.000334628-0.00761533j 0.00730718+0.0138817j -0.00316406-0.00692557j 0.0013651+0.00473654j -0.0027049+0.00467094j 0.00162931+0.00311171j 0.00158043-3.55174e-05j -0.0016073-0.00380738j 0.00175293+0.00765363j 0.00558617+0.00601241j -0.00700521-0.0109229j -0.00334309-0.00833038j -0.00116034+0.0111214j -0.00532549-0.011783j 0.00027723-0.000516722j -0.00130812-0.00507297j 0.0052193+0.0124633j -0.00240685-0.007724j -0.00293163-0.0079292j 0.00128549+0.00546601j 0.00355518-0.00234808j 0.00403313+0.00687921j 0.000968345-0.00398273j -0.0014647-0.0151559j -0.00310338+0.0084749j 0.000367467+0.00314521j -0.00465612+0.004229j -0.00135032-0.000222704j 0.00540636-0.0161576j 0.00199225+0.0107143j 0.00403127-0.00265015j 0.00190416-0.00224313j 0.00179393+0.0101796j -0.00473301+0.000259423j -0.0038247-0.00178822j -0.00708688+0.0133318j -0.00511452+0.0228506j 0.0028913+0.000138382j 
-0.00137424-0.00036977j -0.00257243-0.00568674j -0.000753989-0.00783308j 0.00985118+0.017786j -0.00907661-0.0279995j -0.00109749-0.0129319j 0.00250746+0.00935609j 0.00259181+0.0159789j -0.00615887+0.00725143j 0.00367377-0.02605j 0.00188432+0.0346389j 0.00349023+0.0373531j -0.00569296-0.00434703j 0.00577869-0.0177414j -0.00409758+0.00281721j 0.00109989+0.00284246j -0.0043273+0.00383408j 0.00166895+0.00559346j -0.00294952+0.0208801j -0.00472956+0.016071j 0.00263262-0.0151881j 0.000296899+0.000791927j -0.00409002+0.0151163j 0.00135182-0.000642883j 0.00320113-0.0100464j -0.00192508+0.00388827j 0.000153492+0.00209918j -0.00106751+0.000104738j -0.000638881+0.00161211j 0.000956486-0.00285359j 0.0030721+0.00198872j -0.000260322+0.00202241j -0.00338008-0.00315258j -0.00113112-0.00310263j -0.000404522-9.13492e-05j 0.000190438+0.00108538j -0.00131219-0.000591966j -0.00177676+0.00119738j -0.000207647+0.00212949j -0.000565238-0.00124776j 0.000734452-0.000616468j -0.000679171+1.99876e-05j -0.0001561-0.000766456j -3.79068e-05+0.000767069j -3.4367e-06-3.01094e-05j 0.000123559-0.000867362j 0.000716894-0.000775571j 0.00048987+0.000622593j 0.000890775+0.000889137j -0.00150294-0.000566858j -0.00072265-0.000473076j -0.000608984+0.000701019j -0.000389826-0.000472115j -0.000271347-9.43572e-05j -0.000469209-0.000134024j 1.68048e-05+0.000473462j 0.000231284+0.000734563j -0.000936316-0.000775801j -0.000372222-0.00108421j 0.000795931+0.000255821j 0.000335203-0.000528982j 0.00120928-0.00152552j -0.00105845+0.000517016j 0.000525881-0.000432482j -0.000157032-0.000554667j 0.00140575-0.000655299j -6.29477e-05-0.00114851j 0.000963567+0.000347614j 0.00056434-0.00145489j 
0.00767502-0.00295689j -0.00572748+0.00488445j 0.00241553-0.00111727j 0.0110799-0.00113238j 0.00630925-0.0028258j 0.00330669-0.0032804j -0.0105176+0.000301911j 0.00134054-0.00586669j -0.0118204+0.00690181j -0.000304647-0.00773006j -0.00623132-0.00594673j 0.00418117-0.0109194j 0.000902558+0.00935862j -0.00659226+0.00523753j 0.000631598-0.00471489j 0.00595878-0.000870292j 0.00273558+0.0143023j 0.000306267+0.0110785j 0.00764773-0.0076986j -0.00348567+0.0222304j -0.00017359-0.00822289j -0.0128843+0.000271966j -0.00176802-0.00768601j 0.00409625-0.00893336j -0.00992063-0.0139739j 0.00787606-0.0195213j -0.00286287-0.0170415j -0.0291126+0.0164211j 0.0292499+0.0453629j -0.00749633+0.00877788j -0.00116058-0.00264948j -2.56598e-05-0.00157697j -0.00164084+0.00599879j -0.00185285-0.000128928j 0.00189712+0.000347232j 0.00176358+0.00723992j -0.00287394+0.00581996j 0.00391271+0.000454233j -0.000755734-0.00401147j 0.00304727+0.00436285j -0.00828018-0.00639728j 0.00220557+0.00367156j 0.00145059+0.000711708j 0.000358953+0.00727682j -0.00301275-0.00379886j 0.00394054-0.00389447j 0.00107288+0.00161123j -0.00220669-0.00038614j 0.00103539+0.00345558j 0.00432466+0.00658225j -0.00426598+1.83234e-05j 0.00122033-0.00458512j -0.00483881-0.0110464j -0.00165402-0.00165441j 0.00072306-0.00334519j -0.00290094+0.00444339j -0.00145153+0.00622773j 0.00858254-0.00363243j -0.00896453-0.00533861j -0.00336312+0.00601774j -0.0113909+0.00421549j 0.00355376+0.00569077j -0.00593249-0.00086923j 0.00657111-0.00901448j 0.00873227+0.0159927j 0.00644516-0.0130583j -0.00963613-0.0129336j 0.0110669-0.0361803j -0.0384493-0.00511608j 
0.00718618-0.0032542j 0.00944122-0.00607744j -0.00998292+0.00749705j 0.00304452-0.00908258j -0.00112349-0.0110993j -0.00755277-0.00650065j -0.00209865+0.00956985j -0.00077509+0.00669095j 0.00198035+0.0054856j -0.00442432+0.00129212j -0.00490448+0.0035503j -0.00466823-0.00543657j 0.00306591+0.00755389j 0.00139141+0.00773042j 0.000719274-0.00175333j -0.00165778-0.00732543j -0.000228224-0.00791626j 0.00215877+0.00295842j -0.00109318-0.0125566j 0.0184804-0.00219469j -0.00947221+0.00214802j -0.000763458+0.0178431j -0.00670659-0.0228774j -0.000590322+0.00125364j 0.00742842+0.0135749j 0.00318989+0.0066292j -0.0105758+0.00357533j 0.0322121+0.0422129j 0.0256943-0.0130132j -0.000213916+0.000752075j -0.0067638+0.0117775j 0.0022992-0.0118266j 0.00256576+0.004277j -0.00247008-0.00382128j -0.00030762-0.0040425j 0.00213461+0.00117608j -0.00464437+0.000231867j -0.0012112+0.00149244j 0.00124093+4.65752e-05j -0.00411438+0.00201256j 0.00082902+0.00277319j 0.000916584+0.00055135j 0.0017455+0.00135863j -0.00191215-0.0010564j 0.00145716+0.0037354j 0.0010475-0.00499032j 0.000314598+0.00308j -0.00532799-0.000629235j -0.00279473-0.00283962j 0.000297066+0.00616196j 0.00583841+0.00302571j -0.000797782-0.000193815j -0.000206411+0.00535251j -0.00215924+0.00392805j 0.00301544-0.00351498j 0.00397282-0.000511352j 0.00132768+0.000766293j 0.00949647+0.00034881j 0.0106582-0.0083564j -0.0153597-0.00326496j -0.00409763-0.00704188j -0.00971634+0.00781345j -0.000817738-0.00455286j 0.000645504+0.0152403j -0.0142549+0.0135536j -0.00985171-0.00908352j 0.00488072+0.00585939j -0.0389546-0.00501552j -0.0110088+0.0355685j 
0.000552058+0.00329767j -0.0067391+0.00562521j -0.000262741-0.00415034j -0.00437957+0.00829372j -0.0105516+0.00679784j 0.00314071+0.0017061j 0.00180231-0.00930469j 0.00322238-0.00646644j -0.00533613-0.00076586j 0.0120526-0.0109391j -0.0110376-0.00415572j -0.00550619+0.00408782j -0.000624063-0.000762253j -0.00273999-0.00566968j -0.00378324-0.00403293j 0.00324555+0.0126677j 0.00603746+0.00550773j 0.00479339+5.39504e-05j 0.0102207-0.00307191j 0.0169193-0.00533143j -0.00821357+0.00196834j -0.0217664+0.00083787j 0.000257037-0.00455987j 0.0105146-0.00480307j 0.000587135+0.00244518j 0.0212176+0.039667j 0.0377367+0.0156052j -0.0067266+0.00246941j 0.00454519+0.00222298j -0.00669+0.00602931j 0.00360201-0.0134963j -0.00434888+0.009334j -0.00364753-0.011542j 0.000716319+0.0113415j -0.00240251+0.00192676j -0.00208788-0.00933316j 0.00666624+0.00438977j 0.00337188+0.00177142j 0.000911102+0.00619235j 0.00208693-0.00573276j 9.25603e-05+0.00884353j -0.000773167-0.00465661j -0.00295814-0.00190748j 0.00223141-0.00876543j -0.00147114+0.00101164j -0.00287291+0.00468631j -9.47105e-05-0.000694891j 0.00397244+0.000859846j -0.00257701-0.00913796j -0.00104856+0.00494375j -0.00114043+0.00647582j -0.000208303-0.00146097j 0.00263882+0.00994944j 0.00670615+0.00981734j -0.0010977+0.0057726j -0.00207305+0.00776491j -0.00372164+0.0063684j 0.00563899+0.00155988j -0.000210349-0.0114729j -0.00677987+0.00708284j -0.012449-0.0158014j 0.00675194-0.00681458j -0.00659315+0.00522788j 0.00012644-0.00373389j -0.0101568+0.00302919j -0.0234773-0.00554219j -0.0190931+0.0271915j 0.00995265+0.00128752j 0.00462821-0.00216865j 
-0.00338815-0.00257521j -0.00509053-0.00951017j 0.00706201+0.00549563j 0.0012059-0.00592083j 0.00329882-0.00132074j 0.000583727+0.00799775j 0.00722515+0.00154926j 0.00588017+0.00245696j 0.00150845-0.0088022j 0.00818327+0.011842j 0.00728385+0.00106884j -0.00570245+0.00665705j 0.000144046-0.00341862j 0.0100528-0.00119954j 0.00130427-0.00116209j -0.0109031+0.00340651j -0.00751453+0.00411258j 0.00895169+0.000491788j 0.0116622-0.000882704j -0.00144361-0.0133851j 0.0113132+0.00780357j -0.0114049-0.00692639j -0.027507+0.000397106j 0.00906681-0.0011222j 0.0213855-0.0221597j -0.0123802-0.0122541j 0.0152589+0.0208682j 0.00956808-0.0217115j -0.0111504-0.00103299j 0.0126572-0.00940827j 0.00228126+0.0115575j 0.00471101-0.00930164j 0.00407391+0.0089804j 0.00361681-0.00503999j 0.00386416-0.0028854j 0.00330743-0.000645776j 0.000874704+0.000897305j 0.000442907-0.00598165j 0.00108003-5.55844e-05j -0.00426958-0.00625486j -0.00441198+0.00846343j 0.00154273-0.00391581j -0.00115654+0.000503408j 0.00488598-0.00114288j -0.00603683+0.00407706j -0.00112669+0.00404433j -0.0028876-0.000314786j 0.00299714-0.00772614j 0.00436512-0.00766639j -0.00702844-0.000255597j -0.00182775+0.00413593j -0.00582166+0.00763521j -0.0139339-0.00766242j -0.00244671-0.000264648j -0.000845708+0.00575357j 0.0128294+0.0110818j 0.00394085+0.0206479j -0.00377336-0.000884257j -0.000310795-0.00988245j 0.00576451+0.00677296j 0.0108495+0.000427332j -0.00183908-0.0141869j -0.0118039+0.00452676j 0.00808784-0.003461j -0.0224244-0.000614482j 0.00530656-0.0165075j 0.00246753-0.00701336j -0.0146454-0.00564476j -0.000656899-0.000871904j 
0.00761849+0.00599261j 0.00281116-0.00274813j -0.00120029-0.000577596j 0.00744673+0.00974524j 0.00770668+0.00644758j 0.00100724+0.00265567j -0.00535726-0.00992717j -0.00302651+0.00373954j -0.00305907-0.0115664j -0.00571135+0.00107655j 0.00317913-0.0062958j 0.00794037+0.00523703j -0.00173324+0.00077782j -0.00193194-0.00546647j -0.000743499+0.00416189j 0.00481049+0.00118467j -0.00464418-0.00502753j -0.00982258-3.7122e-05j 0.00672813+0.0120437j -0.00272468-0.000359835j 0.00151692-0.00709831j 0.0044582-0.0117125j 0.00769775-0.0221035j 0.000987676+0.0206793j 0.0227836-0.00521574j 0.0191774-0.0105736j -0.0078657-0.00179045j -0.016572-0.00159877j -0.0141764+0.0310588j 0.0017152-0.011831j 0.0101296-0.0021673j -0.0108068+7.29691e-05j 0.00378333-0.00569488j 0.00292672-0.000171629j -0.0043472-0.000221747j 0.00888627-0.00618955j 0.00771651+0.000639659j -0.000744834-0.00458928j -0.00319537-0.00181691j -0.00167545+0.00365066j -0.0027901+0.00791891j 0.00327541-0.00247552j 0.00166199-0.00143041j 0.00456949-0.0008805j -0.00342328+0.00406927j -0.00469258-0.0041902j 0.00296937+0.00083854j -0.00458973+0.00196718j -0.000294891+0.000517088j 0.0128832-0.00113333j 0.004589+0.0028229j -0.00307846-0.000112212j -0.0107184+0.00829581j -0.007719+0.00266609j 0.00284788-0.00229689j 0.00478563-0.00620668j 0.0121972-0.00448624j 0.000277231-0.00589702j -0.0230585-1.3025e-05j 0.00797649+0.00530069j -0.00133215-0.00271629j 0.00221601+0.00930971j 0.0159779+0.0013079j 0.00375696+0.00112807j -0.00252844-0.000546997j -0.00763452-0.00822516j 0.00704516+0.00450898j -0.00479955-0.00170851j 0.0141721+0.0135572j 
0.00321592-0.00324741j -0.00565027+0.000146072j -0.00037863+0.00525953j -0.00390381+0.00426696j -0.00597565+0.00560948j 0.000835291+0.000438995j -0.00353589-0.00204787j -0.00253692+0.00221772j -0.00514705-0.0013975j -0.00182407-0.00548634j -0.0061059+0.000564539j 0.00489634+0.00381561j -9.68929e-05+0.00141496j -0.00906539-0.00420465j -0.0040264-0.000337446j 0.00929925+0.00323542j 0.00198883+0.000515409j -0.0138463-0.00144873j -0.0147103-0.00648439j -0.0083062-0.0301978j -0.0112092+0.0170508j 0.00883759+0.00186691j 0.00048999-0.000442308j 0.00752819-0.00542039j -0.0185338-0.0239646j 0.0310057-0.0150021j 0.00769395-0.0234721j 0.00741412-0.0188521j -0.0106608-0.00291672j 0.00149073+0.00871j -0.0041428+0.00645672j 0.00238699-0.00159351j 0.0031708-0.00731753j -0.00416652+0.00684602j 0.00535472-0.0054006j 0.00633544+0.000262054j 0.00119842+0.000349299j 0.00282058+0.00170506j 0.000552851+0.000459452j 0.00362473-0.000825453j -0.0130162-0.000747165j 0.00556306+0.0029772j -0.00136707+1.14921e-05j 0.00696838-0.00279279j -0.00671301-0.000886186j 0.00312002-0.0040394j -0.0028611+0.000659823j -0.000446978+0.0019004j 0.00418249+0.00146507j -0.00990655+0.00945965j -0.00858134+0.0080511j 0.00241922-0.0109107j -0.0109458+0.00556194j -0.00626829+0.000947438j -0.000572015-0.00414316j -0.00765281+0.000473913j -0.000259131-0.0120172j -0.00325784+0.00512119j 0.00948637+0.00900623j 0.00016321-0.00628174j 0.0208148+0.00245149j -0.0124982+0.0101908j -0.00659986-0.00735708j 0.00548389+0.00323805j -0.0073614-0.0079029j -0.0196005-0.00449978j -0.00303949+0.00224916j -0.00342727-0.0107369j -0.00806753-0.00263822j 
-0.0001973-0.00239865j 0.00115703-0.00400211j -0.00278022+0.00339509j -0.00397439-0.00184882j -0.00917988+0.00180627j 0.00850458-0.00657413j 0.000749023+0.00639688j 0.0020576+0.000631882j -0.00421875+0.0024653j 0.00690763-0.000731823j -0.00490599+0.00262943j -0.00345444-0.00544414j -0.0100714+0.00657066j 0.00822295-0.0088891j -0.0267634+0.00312648j 0.00577885+0.00362329j 0.0041256-0.0050016j -0.0143065+0.00341653j -0.00477445+0.0143153j 0.00404929+0.00570764j -0.00334148-0.000165772j -0.00935829-0.0113049j -0.0281864-0.0222628j -0.00704593+0.00868574j -0.0279386-0.00396089j -0.00994222+0.00452214j -0.00381461+0.0140459j 0.000555212-0.000293992j 0.000128119+0.000948929j 0.00583843-0.00584344j -0.000454898+0.00664596j 0.001455-0.00541423j 0.00144064-0.00258109j 0.00289149+0.00697651j 0.00231916-0.00420888j 0.00190664+0.0104329j 0.0021141-0.0080551j -0.000191691+0.0133407j 0.00626561+0.00399142j -0.00255067-0.0105661j 0.00185446-0.0117464j 0.000307006+0.00520024j -0.000562342-0.00266363j -0.00131162-0.012264j 0.00287472+0.00240547j 0.000611743+0.00567287j -0.00153371+0.00915475j 0.00377795+0.00160536j -0.00742915+0.000575977j -0.00237536-0.00526521j 0.00137368-0.00499748j 0.00171347-0.00603097j 0.00236006+0.00158542j 0.00102746+0.00346777j 0.0116491-0.0147558j 0.00297303+0.00739535j 0.00599939+0.00719776j -0.00632564+0.00416135j -0.0151111+0.00630217j -0.000254712+0.000704069j -0.00797734+0.0130795j -0.00523252-0.0101925j -0.0106546+0.00892952j -0.0110669+0.0186203j 0.0149377-0.00263776j -0.00190004+0.00141334j 0.00455696+0.00544119j -0.00666947-0.00118832j -0.00117325+0.00103564j 
-0.000203725-0.00345255j -0.00951407-0.00245972j 0.00291732+0.000761858j -0.00760296-0.00212784j -0.00809627-0.00542847j -0.00403691+0.00467302j 0.00344419+0.00224741j 0.00237684+0.00516251j -0.00222534-0.0027002j 0.00613793+0.0103129j -0.00407348-0.0111916j -0.00221748-0.00829443j 0.00920634-0.00268806j -0.0100776+0.00597916j 0.0119002-0.00863186j -0.00640898-0.00260288j -0.00199384+0.0115023j 0.00113501+0.0109572j -0.00686139+0.00486936j 0.00400186+0.00667745j -0.0110782+0.00979605j 0.0084967-0.0344368j 0.0195228-0.00858034j 0.0197425+0.00446146j -0.00139767+0.00175872j -0.00893375+0.0122582j -0.00684081+0.0269877j 0.00203322-0.00811442j -9.53963e-05-0.000673621j 0.00338425+0.00481073j -0.0016405+0.00505221j 0.00452222+0.00120136j -0.00419598+0.000129791j 0.00396735-0.00160697j 0.00250816-0.00305231j -0.00429848-0.00200563j 0.00137869-0.000508538j 0.00534233-0.00890213j 0.00717406-0.00455027j -0.00737985+0.00700755j 0.00131203+0.00339109j -0.00407943+0.00129945j -0.00193107+0.00613776j -0.0053856+0.00310413j -0.00508363-0.00281482j 0.00775201-0.00675763j -0.00139074-0.00433878j -0.0030007+0.00265544j -0.010481+0.00414061j -0.00323963+0.00801211j 0.000866674+0.00817159j 0.00369063-0.0094866j -0.00315167+0.00466819j 0.0124775-0.00787638j -0.00153625+0.0085873j 0.012752-0.00208683j 0.025687-0.0104667j -0.00501577-0.000474494j -0.0024706+0.000110547j 0.0105471-0.00507733j -0.0029488-0.00169797j -0.0150158+0.00202277j 0.0172162+0.00168996j 0.00341531-0.00363853j 0.00330964+0.00777215j -0.000599151+0.00689854j 0.00799835+0.00886334j -0.00232207-0.00294529j -0.00519146-0.00479628j 
0.00295493+0.000175298j -0.00315329+3.1925e-05j -0.00174894-0.00251402j -0.000789336-0.0040356j -0.00108414-0.0109947j -0.000374009+0.0077256j 0.00491829-0.00743566j 0.00106254+0.0019088j -0.00253666-0.00498871j 0.00366808+0.00612415j -0.0134062-0.000809141j 0.00193842-0.000805509j -0.00450266+0.00405689j 0.0310453-0.0126203j 0.0234256-0.012884j 0.0142302+0.000769748j 0.01171+0.00638648j -0.0074844-0.00551323j 0.00229091-0.00270208j -0.0141332+0.00227171j -0.0254957+0.00100945j 0.0215339+0.00101789j 0.0183902-0.00613721j -0.024048-0.0035027j 0.00644558-0.0209459j -0.00408278+0.00765481j 0.00218206+0.00388554j -0.000665434-0.00173553j -0.000517545+0.00190392j -0.00079632+0.00256021j 0.000321214+0.000574559j 0.00280178-0.000113404j -0.00465551+0.00367001j 0.00376882-0.00566155j -0.00463346+0.00657116j 0.00109912-0.00808281j -0.00238477+0.00180724j 0.00605123-0.00489744j 0.00178557-0.00641891j -0.00548174-0.00344497j -0.00798378+0.00627178j 0.00307136+0.00449831j 0.000752608-0.0200081j -0.00430808+0.00698395j -0.00101664+0.000634621j 0.0021543-0.00173296j -0.00110627+0.0191957j 0.00474819-0.00663701j 0.00643585+0.003221j 0.0016316+0.00705165j 0.00425025-0.00693828j -0.00616397+0.00292387j 0.000548052+0.0083686j 0.00692953-0.00568126j -0.00809692-0.0104274j 0.00237229+0.00802214j -0.00912021+0.00424986j -0.00354612+0.0104694j -0.00399939+0.0104212j -0.0142673+0.015095j 0.00943786-0.00257716j -0.000771486-0.000418717j 0.0114053-0.00429712j -0.0010082+0.00139818j -0.00945844+0.0037201j 0.00504359+0.00100179j 0.00248787+0.00232393j 0.000395468-0.00217966j -0.00142578-0.000740875j 
0.00344497+0.00244875j -0.00365981-0.00704035j 0.00149183-0.00269801j -0.0049167-0.00725642j -0.00677244-0.00785897j 0.00442195+0.00264791j 0.00108619-0.00132664j 0.00038442-0.000876285j -0.00922215-0.00893649j 0.0146925+0.00433895j 0.00938888-0.0122621j 0.00338491+0.00507088j -0.000853412+0.0027218j -0.0163944-0.0112233j -0.00735076+0.00272657j -0.00733706+0.0136162j -0.00861398+0.00605001j -0.00897761-0.022639j -0.00423314-0.0171399j 0.0172713+0.0104018j 0.00565293-0.0244163j 0.00380028+0.00488303j -0.000540589+0.0116117j 0.00810446+0.0167492j -0.00197369-0.0256179j -0.00764598+0.0149775j 0.00536093+0.00217715j 0.00120279-0.00288771j -0.000677396+0.00291573j 0.00599689-0.0105572j 0.0058587+0.00242117j 0.00441771-0.00325577j -0.00578361+0.00721679j 0.00930426-0.00196963j -0.00525429-0.00214393j 0.00142114+0.000652848j -0.000628309-0.00350698j 0.00213224-0.000850189j 0.00312912-0.000790333j -0.000221019+0.000860845j -0.0059576+0.00179423j 0.00329195-0.00263612j 0.00545438+0.0110838j 0.00257127-0.00307247j -0.0102667+0.000924589j -0.00882343-0.00159454j 0.00198355-0.00553965j 0.0135413+0.00514073j 0.00346938+0.00391919j 0.0142513+0.00124086j 0.00407813+0.00414266j -0.0205713-0.0133452j 0.0130411-0.00277607j -0.00396765+0.000653544j -0.0024132+0.00343453j 0.00419289+0.00201878j -0.0159245-0.0154588j -0.000947511-0.00615507j 0.00194333+0.000864317j -0.00281559-0.00983463j -0.00210772+0.00558818j 0.00876262+0.00609113j -0.00454462+0.00324517j 0.00465545+0.00590556j -0.00418412-0.00456557j 0.0111208+0.00374127j 0.00889758+0.00176191j -0.00615691-0.00224583j 0.00319557+0.000377193j 
0.000691057+0.000984943j 0.00461327+0.00319196j -0.0044068-0.00335848j 0.00305348+0.000572329j 0.000988772-0.00398815j 0.00420557+0.00526131j -0.00306679+0.00116385j 0.000430594+0.00208739j -0.00325653-0.000298522j 0.00527947-0.000275216j -0.00228409-0.0106731j -0.00409388+0.000594542j -0.0131983-0.012555j 0.00257473+0.0316564j -0.0148527-0.00907412j -0.00260752+0.0184649j 0.00143536+0.00622696j 0.00229122-0.015314j -0.00752844+0.000579885j 0.00893589-0.00644652j 0.00903221-0.0191026j -0.0175186+0.00228081j 0.00601318-0.0207131j -0.000415643-0.0220852j 0.00214809-0.0141065j -0.000251498-0.00393359j -0.000530827-0.000879718j -0.00151983+0.00341727j 0.000124327+0.000297445j -0.00310906+0.00113609j -0.000821593-0.00195237j -0.00227374+0.00154481j -0.00127168-0.000681115j 0.00275887-0.0019098j -0.0014165-0.00106432j 0.00492988-0.00143304j -0.00518748-0.000308926j 0.00858647+0.00374019j -0.000704985+0.00212992j -0.00969648+0.00355131j -0.0055119-0.00201952j 0.00374403-0.0046665j -0.0158989+0.00978649j -0.00473055-0.00343821j 0.00443421-0.00360301j 0.0059509+0.00231252j 0.020986-0.000466274j -0.00556135-0.00186454j -0.00199185+0.000310108j 0.000918876-0.00145451j -0.0157181-0.00424725j 0.00164151-0.00286505j 0.00813822-0.00381876j -0.00205222+0.00901481j -0.0169037-0.00795944j 0.0132723+0.00216867j 0.0151971+0.00655021j 0.0119823+0.000506279j 0.00964835+0.00999466j 0.0128843+0.00481554j 1.43635e-05+0.00251829j -0.00294421-0.00218808j 0.00483707+0.00670715j 0.0105696+0.00873028j -0.00192076-0.00424612j -0.000471651-0.000640251j 0.000471145+0.000359311j 0.00175094+3.74371e-05j 0.000210384+0.00210113j 
-0.0014106-1.62359e-06j 0.00562778+0.00539115j -0.00325789-0.00199614j 0.00116908+0.00339176j -0.00136745-0.00205288j 0.00472883+0.00271062j -0.0109562-0.00301252j 0.00189162-0.000515659j -0.000393607-0.00608421j -0.00361183+0.00967722j 0.0064115+0.0133133j -0.00232751-0.0121554j -0.00313606-0.0146456j -0.0122024-0.0255887j -0.0149643-0.0400977j -0.013477-0.0116992j 0.000466198-0.010806j 0.0138197-0.000319001j 0.00147774-0.00209727j -0.00797807+0.0238079j 0.0201521+0.0242312j -0.00619757-0.024038j 0.0022052-0.0230943j -0.00364123+0.00900753j -0.00175326-0.0101591j 0.00253751-0.00407446j -0.000860337-0.00310552j -0.00165853+0.00384476j 0.000186122-0.000823699j -0.00456616+0.00421971j -0.00254397-0.00313014j -0.00342436+0.0045727j 0.000220243-0.004084j 0.000998381-0.000860109j -0.00675477-0.00117886j 0.00632114-7.9133e-05j -0.00476531+0.00126459j 0.0104202+0.000968192j 0.00558529-0.00318626j 0.000356914+0.000512841j -0.00885616-0.000670327j -0.00516857+0.00149847j 0.0234017-0.000450819j -0.0129587-0.00281233j 0.0045163+0.00175707j 0.0110954+0.00155904j -0.00698478-0.00896716j 0.00400093-0.00364469j -0.00458635+0.00432957j -0.00315855-0.00421898j -0.000686789+0.00330736j -0.00871248+0.00464401j -0.00911734-0.0103255j 0.0136799+0.0075108j -0.00331741-0.00656316j -0.000251454-0.00767556j -0.00505323-0.00190769j -0.00780416-0.00514711j 0.00442023-0.00127944j -0.0114213-0.00832575j 0.0138558+0.00417499j -0.00132307-0.000475637j 0.0105289+0.00825809j 0.00547823+0.00176669j -0.00439962-0.00679392j -0.00196483+0.00125813j -0.00122245-0.000551552j 0.00347561+0.00140226j -0.000382449+0.00191238j 
-0.00115631+0.00221392j 0.000423789-0.00135561j 0.00246039-0.00075845j -0.00477349+0.00920297j -0.00579723+0.0143554j 0.00640001-0.00907458j -0.00510081+0.0128762j 0.0014295-0.00663841j 0.00265494-0.0135626j -0.0188889+0.0143613j -0.00763461+0.000681948j 0.0267112-0.0194179j 0.00763323-0.0134014j 0.0164002-0.0099375j 0.00604931+0.010862j -0.000880163+0.0115854j -0.00831106+0.00486217j -0.00400224-0.0124944j -0.00878145+0.000811329j -0.0291597+0.00378708j -0.0019322-0.00688238j 0.0103262+0.00477796j -0.00805385+0.00132197j 0.00999193-0.00793701j -0.00546679+0.00202465j 0.00389981+2.11918e-05j -0.000183129-0.000345425j 0.000899322-0.00101072j -0.000814185+0.000338546j 0.00138905-0.00464894j 0.00258925-0.00209608j -0.00571942+0.00572631j 0.00123142-0.00867654j 0.000445297+0.0109748j 0.0064189-0.00798193j -0.00352552+0.0127249j 0.000967408-0.00382758j -0.000124884-0.00811405j 0.00625547-0.0129472j -0.00415191+0.00131783j 0.00215821+0.0029357j -0.0006638+0.00852456j 0.00291173-0.0169073j 0.00267459-0.00579413j -0.00681825+0.00246096j 0.0101534-0.00630141j 0.013186-0.0113127j -0.00137407-0.00326805j -0.000867395-0.00103127j 0.0109491-0.00413107j -0.00895701+0.00306259j -0.00629267+0.00606592j 0.00611119+0.000838907j 0.00426466-0.0140824j -0.000592098-0.000494965j 0.00243726-0.00360952j -0.00103749+0.00312007j -0.00998407+0.00970599j 0.0115265-0.0115758j 0.00764363+0.00409374j 0.0168948-0.00797345j -0.00349071+0.00595858j -0.00659565+0.00322957j 0.00118807+0.00472396j 0.0084875-0.00265875j -0.00449778+0.00248452j 0.00317583+0.0012025j -0.000235667+0.0014996j 0.00279854+0.000255496j 
