1.68209e-13-0.288046j 3.62144e-14+0.0161178j -2.1909e-17+0.0474075j 2.07709e-16-0.149698j 1.55079e-16-0.0266169j 3.64238e-15-0.14498j 4.4225e-16+0.215601j -1.19906e-15-0.117064j -2.31909e-15+0.179985j 4.85316e-15-0.094174j 1.94741e-15+0.117592j -2.50388e-15+0.0641628j 4.33599e-16+0.0410069j -2.07381e-15-0.194286j -3.83941e-15-0.0922697j 1.45466e-15-0.107143j 1.65907e-14+0.107344j 1.99542e-14+0.0373722j 1.63342e-14+0.0432999j 1.53057e-14+0.172679j 6.14891e-15-0.230677j 1.8616e-14-0.182969j -1.49566e-14-0.175254j 4.33108e-14-0.223149j 8.53963e-15+0.0651676j 2.19425e-14-0.112653j 1.35904e-14-0.00531305j 2.69709e-15+0.0803802j -7.89415e-14-0.145721j -1.03823e-14+0.123444j 1.35605e-14+0.079132j 1.07708e-14+0.0500762j 4.27187e-15+0.0375327j 8.08221e-15-0.0164514j -1.85786e-14-0.229519j -9.57114e-15-0.0297945j -3.49931e-14+0.190372j -1.39314e-13+0.0435773j -1.25983e-13+0.137849j -8.94616e-14+0.161397j -2.30098e-15+0.0299375j -3.77219e-14+0.015955j 1.09487e-15-0.221798j 8.31414e-16+0.101594j 4.48267e-15+0.0450355j 1.31833e-15-0.0508981j 2.9225e-15+0.0812793j 1.43663e-15+0.170797j 2.64067e-15-0.181313j 1.26868e-15-0.0900111j 1.61528e-15+0.0949614j -1.77341e-16-0.0643568j -4.85285e-17+0.193249j 9.64167e-17-0.00107229j 4.20702e-15-0.16342j -1.88851e-14-0.209218j 
-2.17914e-16+0.000380683j -2.17268e-17+2.45915e-05j -1.85672e-18-4.31248e-05j 6.22396e-17+0.000296486j 6.42784e-18+1.26714e-05j -6.03058e-18+0.000155378j -2.39043e-17-0.000321525j 5.85723e-17+0.000250366j -2.03463e-17-0.000339184j -5.21404e-18+0.000133982j -1.96959e-17-0.000181841j -5.34642e-18-0.000126787j -1.45386e-17-6.17478e-05j 2.58807e-17+0.000353298j 4.07963e-17+0.000131865j -4.50961e-17+5.97075e-05j -1.43556e-16-0.000311354j -1.50317e-17-4.06816e-05j -4.41805e-17-7.26681e-05j -4.16411e-17-0.000311461j 3.76511e-17+0.00032711j -5.04583e-17+0.000147155j 7.07103e-17+0.000330369j -1.44854e-17+0.000368096j -4.10988e-17-0.000195767j -4.33489e-18+0.000150056j -2.00591e-17-3.80518e-05j -3.01432e-17-0.000154482j 1.87285e-16+0.00026277j -3.1333e-17-0.000290221j -8.07486e-17-0.000205301j -3.22045e-17-2.29216e-05j -4.79764e-17-9.14355e-05j 1.16109e-17+2.96018e-05j 3.01368e-17+0.000256187j 4.84626e-17+0.000163196j 3.31855e-17-0.00033185j 1.97935e-16-3.0317e-05j 1.58752e-16-0.000219169j 7.98094e-17-0.000174706j -6.12569e-17-0.000116371j 2.18585e-16-9.81171e-05j 2.75093e-17+0.000401011j -2.65436e-17-0.000185711j -2.06235e-17-9.69801e-05j -1.30418e-17+5.82667e-05j -5.80567e-18-0.000105898j -2.22089e-17-0.000319582j 4.09051e-17+0.000286496j -1.79902e-17+9.89906e-05j 1.91162e-17-6.82576e-05j 2.60571e-17+0.00014859j -5.37262e-17-0.000319478j -1.55819e-17-4.09141e-05j 1.86578e-17+0.00024096j 5.62861e-18+0.000241866j 
-2.55806e-16+0.000448832j -7.16722e-17-0.000129036j 1.61607e-18-9.57684e-05j -4.15256e-17+1.52512e-05j -5.58171e-18+5.73692e-05j -6.1551e-18+0.000280935j 1.46349e-17-0.000265363j -3.63993e-17-2.25902e-05j 1.79902e-17-0.000133025j -7.42032e-18+0.000138143j 8.23922e-18-0.000129153j 8.19068e-18-3.9112e-05j 9.12424e-18-3.20634e-05j -1.26472e-17+0.000165695j -3.21824e-17+9.66488e-05j 6.18696e-17+0.000283341j 1.08326e-16+0.00015752j -5.13909e-17-9.40251e-05j -6.44029e-18-2.1974e-05j -8.8022e-18-0.000152855j -4.89386e-17+0.000276682j -9.25103e-18+0.000450995j -1.43334e-17+8.19296e-05j -9.04276e-17+0.000199699j 2.8701e-19+8.15322e-05j -4.22666e-17+0.000132102j -5.10248e-18+4.32498e-05j 1.45145e-17-2.67614e-05j 1.13889e-17+6.38308e-05j 4.14346e-17+2.59693e-05j 5.26143e-17+6.21157e-05j 1.27122e-17-0.000118208j 2.91829e-17+5.53297e-05j -2.78342e-17-2.0569e-05j 1.55966e-17+0.000423955j 2.09691e-17-0.000204435j 4.81819e-17-0.000173744j 1.8712e-16-0.000105688j 1.79992e-16-0.000145342j 1.57984e-16-0.000268022j 6.65463e-17+0.000112485j -2.27069e-16+0.000101682j -1.78918e-17+0.000180171j 1.6457e-17-6.07371e-05j 4.93935e-18-7.50657e-06j 5.80813e-18+0.000113837j -3.58479e-18-0.000130643j 9.0205e-18-0.000131761j -3.27994e-17+0.000157999j 9.17409e-18+0.000198768j -1.90572e-17-0.000254032j -1.69804e-17-1.44576e-05j 3.60303e-17-0.000141632j 9.73652e-18+7.83814e-05j -2.43701e-17+0.000193971j 4.95564e-17+0.0004067j 
-2.3649e-16+0.000370585j -8.87052e-17-0.000106143j 3.59729e-17-4.22489e-05j -1.03196e-16+2.2258e-05j -6.00543e-17-1.04063e-05j -4.47064e-17+0.000187299j 3.15356e-17-0.000239555j -8.10425e-17+1.22552e-06j -6.08182e-17-0.000245344j 3.44967e-18+0.000135424j 2.36606e-17-0.000116346j -2.61066e-17-8.88387e-05j 4.57887e-17-2.35262e-06j 6.85862e-17+0.000271539j -7.83888e-17+3.93949e-05j -6.91538e-17+0.000119856j 6.43489e-17+3.16979e-05j -1.00713e-16-0.000103943j 2.01971e-17-9.93211e-07j -8.43405e-17-0.000245637j -1.35805e-16+0.000175476j -5.14302e-17+0.000291996j -3.16792e-17+0.000121816j -1.00822e-16+0.000194589j -4.57727e-17-4.06857e-05j -1.16454e-16+4.21247e-05j -1.09412e-16-7.48466e-05j 3.2107e-17-4.02059e-05j -6.57583e-17+4.62503e-05j -1.33726e-17-9.36707e-05j 3.11601e-17-1.96238e-05j 9.66051e-17-2.35613e-06j 9.17095e-17+7.66608e-05j -8.14197e-17-6.35557e-05j -5.80595e-17+0.000283235j -2.80961e-17-0.000119254j 3.58134e-19-0.000240755j 1.83049e-16-4.76602e-05j 1.54174e-16-0.000143809j 1.97181e-16-0.000104606j 4.975e-17+6.79297e-05j -1.03398e-17+4.65868e-06j 4.5492e-17+0.000279175j 2.00466e-17-8.16707e-05j -1.20078e-17-4.29086e-05j 3.45629e-17+0.000117142j 7.32377e-19-0.000108758j -6.75642e-17-0.000237934j -1.10346e-16+0.000100675j 3.91828e-17+0.000185776j 1.9895e-18-0.000170563j -4.80492e-18+3.64494e-05j 1.17924e-16-9.38815e-05j -1.26237e-18+3.29141e-05j -5.94413e-17+0.000153649j 5.08957e-17+0.000339218j 
6.77601e-17-2.74905e-05j 3.45726e-17-0.000181361j -4.5792e-17+0.000255999j 6.33251e-17-0.000328265j 7.30991e-17-0.000430138j 6.56043e-17-0.000267854j -1.51837e-17-1.45192e-05j 4.76867e-17-0.000221253j 1.19474e-16-0.000788582j -2.1359e-17+0.000144265j -1.35196e-17+3.14004e-05j 4.74882e-17-0.000331267j -3.68452e-17+0.000251306j -1.07655e-16+0.000799649j 1.20527e-16-0.000412113j -1.36837e-17-0.000702445j -8.19299e-17-0.000184768j -1.70964e-16-0.000268189j -9.60952e-17+0.000220956j 5.8313e-17-0.000718226j 1.15094e-16-0.000588304j 1.09855e-16-0.000354945j -2.30142e-17+6.86821e-05j 1.01727e-16-5.17873e-05j 8.33806e-17-0.000518593j 1.98665e-16-0.000616968j 1.43802e-16-0.000810604j 4.05741e-18+4.10268e-05j -1.33506e-16-0.000357056j 3.89676e-18-0.000506052j 8.90474e-17-0.000220261j -8.78732e-17+0.000684679j -6.34326e-17+0.000451852j 1.02754e-16-0.000451914j 3.92507e-17-0.000430562j -4.62209e-17-6.08667e-05j 6.89313e-17-0.000529892j -1.39458e-16+0.00024913j -9.37666e-17-5.04193e-05j -6.35292e-16+0.000906928j -1.90657e-16+9.08265e-05j 1.24236e-15-0.000397888j -1.08015e-16+0.00071212j 5.95555e-18-6.44693e-05j 1.7664e-17-0.000173299j -2.95067e-17+0.000239701j -1.62879e-17-6.4227e-06j 1.05783e-16-0.000762565j 9.36468e-17-0.000475289j -3.36735e-17+0.000267135j -2.34849e-17+0.000128485j -2.04888e-17+0.000170405j -9.19933e-17+0.000485978j 1.75276e-17-0.000113818j 3.58978e-17-0.000175563j 1.53376e-17+0.00015149j 
-3.71049e-16+0.000704699j -8.59997e-17-0.000433618j 1.51232e-17-1.26022e-05j -1.8785e-17-0.00041588j -2.52954e-17-0.000167465j -2.60995e-17+0.000337856j 3.02007e-18-0.000362152j -9.76923e-18-0.000394302j -2.99977e-17-0.000565926j -7.04988e-18+0.00030603j -2.38539e-19-0.000130777j -1.49589e-17-0.000211866j 1.81406e-17+0.000143449j 4.11945e-17+0.000636551j -4.47716e-17-0.000158971j 2.43328e-17+0.000126911j 1.05908e-16+0.000476486j -2.29391e-16-0.000361401j -4.46016e-17+0.000154552j -9.04224e-17-0.000585457j -8.50462e-17-1.99754e-05j -3.93654e-17+0.00067223j 7.75925e-18-2.51185e-05j -5.24933e-17+0.000132372j -6.85294e-17-9.52764e-06j -5.10656e-18-0.000229722j -8.70776e-18-0.000414707j 1.04816e-17+8.69345e-05j -1.60755e-16-0.000298564j -5.33236e-17-5.38068e-05j 1.1687e-16+0.000153476j 9.33026e-17+0.000207633j 4.93884e-17+0.00049929j -2.8468e-17-0.000372243j -4.72681e-17+0.000475323j 1.08961e-16-0.000632121j 5.21646e-18-0.000490973j 2.26126e-16-4.97021e-05j 1.79918e-16-0.000193252j -1.78488e-17+0.00013427j -5.37727e-18+0.000406873j 3.25609e-17+4.10152e-05j 3.3383e-17+0.000573703j 2.31538e-18-3.65366e-05j -1.40166e-17-5.75495e-05j 1.09688e-17+0.000373642j -1.24997e-17-0.000218596j -4.81378e-17-0.000560901j -2.96107e-17-0.000182285j 9.35638e-18+0.000553211j -1.09168e-18-0.000437855j 8.51963e-18-3.44518e-05j 3.02156e-17+0.000252289j -8.52492e-18+0.000133698j -3.33102e-17+0.000135486j 8.97501e-17+0.000836866j 
3.17332e-17-1.54774e-05j -1.59187e-16+0.000125003j -2.14075e-16+0.000211816j -3.4761e-16+0.000296387j 3.04439e-16-0.000308057j 3.22711e-16-0.000295052j 1.72484e-16-0.000173323j -3.75556e-16+0.000333746j 8.42429e-16-0.000838999j -1.08764e-16+0.000111527j 1.10817e-16-0.000105632j 3.52815e-16-0.000349917j -6.97366e-17+8.50027e-05j -8.06963e-16+0.00082213j 2.17264e-16-0.000150939j 5.05276e-16-0.00071118j 6.68813e-16-0.000866228j -3.87368e-17-8.70463e-05j -7.46895e-17+3.43232e-05j 6.78702e-16-0.000722557j 1.9155e-16-0.000179124j 6.64566e-16-0.000605422j -5.18389e-16+0.000485251j -2.94109e-16+0.000310033j 7.95368e-16-0.000749983j 3.02743e-16-0.000288659j 5.33003e-16-0.0005924j 2.27818e-16-0.000201706j -1.36798e-16+0.00015188j 8.16317e-16-0.000823708j 5.28208e-16-0.000567114j -5.57967e-16+0.00052461j -2.80567e-18+2.26222e-05j 1.76522e-16-0.000178689j 4.42099e-16-0.000423268j -7.42161e-16+0.000540187j 6.6704e-16-0.000619165j -2.42507e-16+0.000244138j 2.07887e-16-0.000192875j -9.09809e-16+0.000609691j 1.53878e-16-0.00030977j 1.99638e-15-0.0005431j -8.48695e-16+0.000832514j 2.78418e-16-0.00026633j 2.47298e-16-0.000254207j -5.0058e-17+7.2062e-05j -1.87793e-17+4.62492e-06j 7.90738e-16-0.000792415j -1.88676e-17-1.17889e-05j -4.71775e-18+3.43328e-05j -3.41141e-16+0.000325059j -3.86841e-16+0.000372567j 9.97629e-17-6.216e-05j 2.63539e-16-0.000248731j -3.47845e-17+3.01046e-05j 1.20453e-16-8.90581e-05j 
6.98499e-17-0.000133022j 1.94759e-17+0.000114276j -8.66212e-18+1.92862e-05j 1.32718e-17+0.000148945j 1.43185e-17+1.0826e-05j 1.28327e-17-9.31332e-05j -3.15271e-18+4.08042e-05j 9.54445e-18+0.000143627j 1.95916e-17+2.38239e-05j -1.29405e-18-4.92354e-05j -2.2295e-18+5.20804e-06j 9.18888e-18+5.56016e-06j -9.20594e-18-3.03625e-05j -2.02941e-17-4.05996e-05j 2.85419e-17+3.35823e-05j -1.61964e-17-9.14343e-05j -5.46615e-17-0.00021791j 4.5651e-17+7.2135e-05j -1.92005e-18-3.86183e-05j 2.62917e-17+4.16266e-05j 3.63168e-17+1.49786e-05j 1.57786e-17-0.00020052j 1.48724e-18+7.90354e-05j 1.49029e-17+2.91832e-05j 2.50868e-17-8.47473e-05j 1.4648e-17+3.85115e-05j 1.02824e-17+3.70908e-05j -4.24368e-18-5.20014e-05j 6.28385e-17+0.000105347j 1.68185e-17-8.92975e-05j -3.49693e-17-0.000106073j -4.04446e-17-5.81952e-07j -2.35387e-17-0.000121145j 1.66636e-17+7.18627e-05j 2.29792e-17-0.000128668j -3.6568e-17+0.000210915j 1.5254e-17+2.77825e-05j -4.02554e-17+3.1992e-05j -2.67321e-17+8.35429e-06j -3.50765e-17+1.17953e-05j -2.18892e-17-0.000133128j 1.54116e-16-6.88366e-05j -1.93108e-17-2.10902e-05j -1.29518e-18-3.2086e-05j 3.66034e-18-1.86904e-05j -6.59693e-18-7.49188e-05j 1.25526e-18+4.22612e-05j 2.27759e-17+2.86804e-05j 1.78925e-17+6.49641e-05j -6.6981e-18-0.000116683j -1.12592e-18+0.000126378j -3.36137e-18+5.54505e-05j -1.89989e-17-9.08936e-05j 3.54361e-18-5.78123e-05j 1.28453e-17-8.49379e-06j -2.11589e-17-0.000182127j 
1.52689e-16-0.000398936j 5.11774e-18+0.000515463j 1.63806e-17-8.25912e-05j -7.39918e-17+0.000766577j -2.69633e-17+0.000283823j -1.3954e-17-0.000156846j 2.55153e-17+0.000102185j -6.35109e-17+0.000679614j -2.39642e-17+0.000475887j 1.09214e-17-0.000236035j 2.15046e-17-2.85452e-05j -5.69827e-18+0.000186533j 1.97997e-17-0.000260656j 1.82309e-17-0.000539898j -1.61363e-17+0.000374389j -1.01684e-16+7.92821e-05j -1.00983e-16-0.000725965j 2.26478e-16+0.000403121j 7.53049e-17-0.000274826j 2.93478e-17+0.000504345j -2.11694e-17+0.000438964j -1.88806e-17-0.00049333j -2.43407e-17+0.000297573j -6.45672e-17+0.000193316j 3.82434e-17-4.20263e-05j -1.36928e-16+0.000510718j -1.14665e-16+0.000584575j 1.18883e-17-0.000234317j 2.46131e-16+0.000621337j 6.93678e-17-8.06923e-05j -1.57009e-16-0.000288454j -4.30523e-17-0.000392631j 1.68943e-17-0.000703697j -5.12242e-17+0.000517329j 2.45872e-17-0.000175778j -1.67239e-16+0.000815716j 1.64174e-17+0.000345086j -1.63022e-17-3.11597e-05j 5.75911e-18+2.28986e-05j 3.38306e-16-0.000498476j 6.9722e-17-0.000546647j -1.19183e-16-3.74643e-05j 4.99205e-18-0.000412891j 1.34847e-17-0.000108489j 2.60449e-18+1.53121e-05j 1.80652e-17-0.000394141j 1.7144e-17+0.000137742j -6.64343e-18+0.000481744j -7.0741e-17+0.000547442j 2.48996e-17-0.000552527j 4.84223e-18+0.000368683j -1.37161e-17+0.000126251j 7.43488e-17-0.000651628j 8.70974e-18-0.00014924j -1.47236e-17+0.000107808j -6.47118e-17-0.000698292j 
-1.2117e-16+8.59875e-05j -1.65521e-16+6.55642e-05j 2.19193e-17-8.20351e-06j -3.49469e-16+0.000190188j -5.15726e-17+1.11325e-05j -2.87057e-18+1.6759e-05j 1.2793e-16-0.000107282j -3.09275e-16+0.000169157j 9.7176e-17-0.000120946j -9.42875e-18+2.87792e-05j 9.4522e-17-6.94285e-05j 3.8606e-17-4.67601e-05j 8.56266e-17-3.96591e-05j -8.27944e-17+0.00011836j -1.26128e-16+6.92682e-05j -1.93541e-17-1.9365e-05j 3.38708e-16-0.000228512j -7.00483e-17+1.9475e-05j 9.08215e-17-4.79233e-05j 6.1563e-17-0.000101485j -2.3272e-16+0.000137785j 1.0409e-16-3.84484e-05j -2.51504e-16+0.000168846j -2.53658e-16+0.000159804j 1.61266e-16-0.000117495j -1.8674e-16+7.9266e-05j -1.01424e-16+4.59576e-06j 1.41714e-16-8.64037e-05j -2.07141e-16+0.000155751j 2.23161e-16-0.000157073j 1.75403e-16-0.000132219j 4.67577e-17-1.07252e-05j 2.08921e-16-9.58718e-05j -1.3239e-16+4.75007e-05j -1.61613e-17+3.96926e-05j -3.48546e-16+0.000167034j 1.31868e-16-0.000116646j 6.26269e-17+3.04223e-06j 1.63752e-16-8.24944e-05j 1.90127e-16-6.51746e-05j 1.99278e-16-0.000110819j 2.597e-16-7.1407e-05j -1.40915e-16+0.000146871j 1.2939e-16-8.887e-05j 5.60302e-17-4.70665e-05j 6.85947e-17-1.38164e-05j 9.95134e-18-2.13394e-05j 8.32667e-17-0.000110891j -2.64774e-16+0.000145766j 9.45783e-17-1.80455e-05j -8.97905e-17+3.41051e-05j -1.27582e-16+8.53222e-05j 3.10071e-16-0.000171415j 7.68793e-17-4.40119e-05j -1.34236e-16+9.14976e-05j 7.93054e-17+6.90503e-06j 
-2.14977e-16+0.000358685j -4.97486e-17-1.96242e-05j 8.88637e-18-4.26683e-05j -1.12267e-17+0.000191256j -1.3956e-17+7.51667e-06j -1.49043e-17+0.000160613j 1.90278e-18-0.000277714j -5.33986e-18+0.000155108j -1.94813e-17-0.000284519j -3.50254e-18+0.000126753j 6.55309e-20-0.000150869j -6.51314e-18-0.000105098j 8.03462e-18-4.04635e-05j 2.60034e-17+0.000301954j -4.15216e-18+9.71258e-05j -4.00479e-17+8.25897e-05j -4.19482e-17-0.000178073j -4.3039e-17-5.80957e-05j -1.72324e-17-4.64415e-05j -4.24954e-17-0.000268219j -2.76185e-17+0.000264002j -3.68982e-17+0.000191812j 1.86796e-17+0.000242719j -5.45e-17+0.000291412j -2.61284e-17-0.000129456j -4.40871e-17+0.000110744j -4.42154e-17-4.24368e-05j -7.72539e-19-0.000108368j 8.32738e-17+0.000179023j -5.99713e-18-0.000205264j -2.55187e-17-0.000130424j 7.9361e-18-2.00716e-05j 7.9541e-18-3.33141e-05j -2.23278e-17-1.96237e-08j 4.09452e-18+0.000256044j 3.63823e-18+5.96935e-05j 3.15116e-17-0.000280468j 1.80584e-16-3.66267e-05j 1.55567e-16-0.000182377j 1.15696e-16-0.000149255j -8.63268e-18-4.87402e-05j 1.31072e-16-5.53147e-05j 1.75582e-17+0.000334376j -2.14786e-18-0.000140722j -1.15551e-17-7.25006e-05j 4.96247e-18+7.35429e-05j -3.09676e-18-0.000101596j -2.38509e-17-0.000270224j -2.00052e-17+0.000212912j 4.87633e-18+0.000121525j 5.1036e-18-0.000100621j 5.60399e-18+0.000101866j 1.70909e-17-0.000230842j -4.34379e-18-1.29486e-05j -1.29429e-17+0.000200772j 2.45123e-17+0.000261829j 
2.13139e-17-6.52166e-05j -6.90906e-17-0.000239518j 4.2967e-17+7.44621e-05j -1.92761e-16-0.000516377j -7.57651e-17-0.000149433j -4.09145e-17-4.31558e-05j 6.49104e-17+0.000150815j -1.62478e-16-0.000446439j -4.255e-17-3.65655e-05j 9.21202e-18+2.53106e-05j 5.11811e-17+0.00012343j -2.40247e-17-1.92673e-05j 7.17484e-17+0.000159634j 4.69909e-17+5.53136e-05j -1.3302e-16-0.000258161j -4.2839e-17-0.000107531j 2.47475e-16+0.00048036j -1.61024e-16-0.000158047j 6.33925e-17+0.000170471j -5.56016e-17-6.13135e-05j -2.03609e-16-0.000412621j 1.58478e-17+9.72226e-05j -1.32085e-16-0.00031973j -7.04087e-17-0.000305675j -3.19848e-18+0.000107357j -9.55842e-17-0.000337152j -8.72268e-17-0.000264914j 7.85714e-17+0.000193158j -3.9333e-16-0.000437084j 1.00695e-18+0.000181196j 1.68103e-16+0.000232104j 1.65785e-16+0.000214883j 1.69834e-16+0.000373108j -9.79257e-17-0.000258127j -1.22387e-16-0.000105055j -9.16926e-17-0.000441716j -4.96441e-17+2.76539e-05j -7.83433e-17+4.49248e-05j -6.15451e-17+0.000120065j -1.63173e-17+0.000362808j 9.23529e-17+0.000302983j -3.86453e-17+5.30885e-05j 1.62054e-17-3.12028e-05j 5.66131e-17+0.000153825j 1.10424e-17+4.27065e-05j 5.65024e-17+0.000142127j 4.93465e-18+6.2213e-06j -5.1202e-17-4.942e-05j -1.73455e-16-0.000427099j 6.68299e-17+0.000185017j -2.06575e-17-0.000105337j -3.67385e-17-0.000133008j 1.99512e-16+0.000491007j 1.70431e-17+8.06534e-05j -9.24008e-17-0.000200045j 5.98074e-17+0.000153126j 
-4.68817e-18-1.15139e-05j -3.5947e-17-8.20756e-05j 1.89858e-17+1.93033e-05j -9.11263e-17-0.00017114j -3.37599e-17-4.3139e-05j -1.81078e-17-4.14282e-06j 3.09006e-17+4.56627e-05j -7.71651e-17-0.000149751j -1.61254e-17-3.42061e-06j 3.65892e-18+9.61942e-06j 2.40988e-17+3.87362e-05j -9.07668e-18-2.38563e-06j 3.24632e-17+4.99666e-05j 1.82775e-17+1.04142e-05j -5.98502e-17-7.96846e-05j -1.84284e-17-1.94005e-05j 1.09803e-16+0.00017072j -6.00845e-17-5.20745e-05j 3.06433e-17+5.43725e-05j -2.13831e-17-1.34239e-05j -9.19768e-17-0.000125624j 6.27168e-18+4.91205e-05j -6.02019e-17-0.000108484j -4.25586e-17-9.91036e-05j 2.74918e-18+4.65792e-05j -5.20262e-17-0.000102717j -4.3532e-17-7.70854e-05j 3.6038e-17+6.47914e-05j -1.52016e-16-0.000142465j 9.97803e-18+7.0349e-05j 6.78857e-17+8.41849e-05j 6.79107e-17+6.01898e-05j 7.59904e-17+0.000121881j -4.68873e-17-8.17655e-05j -4.83592e-17-1.94977e-05j -4.93178e-17-0.000154805j -1.42488e-17+1.361e-05j -1.8061e-17+9.08133e-06j -9.22668e-18+3.84727e-05j 2.46357e-17+0.000103883j 4.92671e-17+0.000104788j -3.51885e-17+2.66295e-05j 3.7169e-18-1.7483e-05j 2.70271e-17+5.21848e-05j 5.80155e-18+1.70987e-05j 2.55988e-17+4.75276e-05j 2.752e-18-7.89553e-07j -1.97025e-17-8.18736e-06j -8.12052e-17-0.000135055j 3.08065e-17+6.37295e-05j -1.09241e-17-4.38589e-05j -1.88421e-17-4.84356e-05j 9.2995e-17+0.000157119j 9.23385e-18+3.11388e-05j -4.25445e-17-6.12132e-05j 2.62948e-17+5.94075e-05j 
-1.6475e-16+0.000266376j -6.89467e-17-0.000167552j 3.41163e-17+4.88113e-05j -9.16069e-17-0.000151786j -5.63935e-17-0.000148109j -3.92969e-17+6.38946e-05j 2.76878e-17-0.000164271j -7.03951e-17-0.000127995j -5.96333e-17-0.000408351j 3.2113e-18+0.00014693j 2.15371e-17-6.15901e-05j -2.72536e-17-0.000161243j 4.44891e-17+9.11982e-05j 6.89969e-17+0.000434315j -6.21975e-17-0.000121774j -1.00947e-16-0.000116037j 3.67105e-17+4.78528e-05j -1.56146e-16-0.000176983j 5.3369e-18+8.56405e-05j -9.14535e-17-0.00039322j -1.25099e-16-8.92723e-05j -3.53891e-17+0.000141974j -3.74146e-17+6.28429e-05j -5.54204e-17+8.79436e-05j -4.52773e-17-0.000155895j -7.30402e-17-0.000187627j -9.28922e-17-0.000318861j 3.37641e-17+1.00862e-05j -1.5228e-16-0.00012905j -4.25502e-17-0.000181712j 5.34886e-17-3.93186e-05j 1.06395e-16+0.000217726j 8.97682e-17+0.000239186j -6.45015e-17-0.000211476j -7.77456e-17+8.35525e-05j -3.36655e-17-0.000175882j -1.54561e-17-0.000324501j 1.03389e-16+3.82514e-05j 7.82914e-17-0.000105431j 1.5189e-17+0.00022268j -6.59519e-18+0.000123383j 3.00083e-16-9.66313e-05j 4.45499e-17+0.000403017j 1.7833e-17-5.64616e-05j -1.32889e-17-7.35006e-05j 3.35467e-17+0.000176886j -1.90404e-18-8.4109e-05j -6.80522e-17-0.000397565j -9.86705e-17-0.000118022j 3.63954e-17+0.000243534j 5.82644e-18-0.000111874j -1.09675e-18+5.38731e-05j 1.07108e-16+0.000135969j -3.45012e-18+6.62247e-06j -5.51548e-17+3.91186e-05j 4.97397e-17+0.00032468j 
3.18232e-16-0.000614021j 4.1493e-17+0.000191519j 2.20935e-17+0.000109831j -7.25238e-17+4.73547e-06j -3.5966e-17-4.25362e-05j -1.49233e-17-0.000362818j 2.42917e-17+0.000366219j -6.0467e-17+4.78282e-05j -4.03207e-17+0.000250129j 1.44773e-17-0.000201879j 2.28039e-17+0.000175181j -1.89703e-17+8.20382e-05j 2.97554e-17+2.32084e-05j 3.5601e-17-0.000295831j -3.06813e-17-9.85296e-05j -1.16821e-16-0.000329114j -3.03064e-17-0.000198j 4.93259e-17+0.000151317j 5.84839e-17+1.2019e-05j -3.73276e-18+0.000271186j -4.89485e-17-0.000331266j 1.47682e-17-0.000588078j -5.71525e-17-0.000119915j 3.71748e-17-0.000271151j 1.58868e-17-6.68527e-05j -4.30506e-17-0.000129986j -6.98052e-17+8.95267e-06j 2.6731e-17+3.41522e-05j -1.11637e-16-5.90851e-05j -1.47464e-17+8.69592e-06j -2.54512e-17-6.5212e-05j 4.50057e-17+0.000104503j 5.34512e-17-0.000112927j -3.1893e-17+6.57808e-05j -6.13341e-17-0.000545457j -1.24966e-16+0.000283677j -6.1153e-17+0.000284119j -2.3184e-16+0.000123893j -2.06973e-16+0.000204411j -6.92281e-17+0.000291775j -5.4111e-18-0.000160717j 2.14816e-16-0.000105141j 2.17416e-17-0.000308607j 1.53359e-17+8.96543e-05j 2.12334e-18+2.53939e-05j 2.56483e-17-0.000176142j 1.12193e-17+0.000179902j -2.99672e-17+0.000246098j -6.94801e-17-0.000178137j 2.94238e-17-0.000294865j 9.61927e-18+0.000337134j -6.37844e-18+4.56185e-06j 7.97993e-17+0.000155066j 2.36391e-18-9.74182e-05j -2.26733e-17-0.000252144j -4.32247e-17-0.000570496j 
