1.68209e-13-0.288046j 3.62144e-14+0.0161178j -2.1909e-17+0.0474075j 2.07709e-16-0.149698j 1.55079e-16-0.0266169j 3.64238e-15-0.14498j 4.4225e-16+0.215601j -1.19906e-15-0.117064j -2.31909e-15+0.179985j 4.85316e-15-0.094174j 1.94741e-15+0.117592j -2.50388e-15+0.0641628j 4.33599e-16+0.0410069j -2.07381e-15-0.194286j -3.83941e-15-0.0922697j 1.45466e-15-0.107143j 1.65907e-14+0.107344j 1.99542e-14+0.0373722j 1.63342e-14+0.0432999j 1.53057e-14+0.172679j 6.14891e-15-0.230677j 1.8616e-14-0.182969j -1.49566e-14-0.175254j 4.33108e-14-0.223149j 8.53963e-15+0.0651676j 2.19425e-14-0.112653j 1.35904e-14-0.00531305j 2.69709e-15+0.0803802j -7.89415e-14-0.145721j -1.03823e-14+0.123444j 1.35605e-14+0.079132j 1.07708e-14+0.0500762j 4.27187e-15+0.0375327j 8.08221e-15-0.0164514j -1.85786e-14-0.229519j -9.57114e-15-0.0297945j -3.49931e-14+0.190372j -1.39314e-13+0.0435773j -1.25983e-13+0.137849j -8.94616e-14+0.161397j -2.30098e-15+0.0299375j -3.77219e-14+0.015955j 1.09487e-15-0.221798j 8.31414e-16+0.101594j 4.48267e-15+0.0450355j 1.31833e-15-0.0508981j 2.9225e-15+0.0812793j 1.43663e-15+0.170797j 2.64067e-15-0.181313j 1.26868e-15-0.0900111j 1.61528e-15+0.0949614j -1.77341e-16-0.0643568j -4.85285e-17+0.193249j 9.64167e-17-0.00107229j 4.20702e-15-0.16342j -1.88851e-14-0.209218j 
-2.18779e-16+0.000555304j -1.19925e-17-0.000723192j -9.91809e-18-0.000161545j 8.96945e-17-0.00114515j 1.53532e-17+3.82715e-05j -7.80564e-18+0.000554409j -3.28771e-17+1.28677e-05j 7.37189e-17-0.00110029j -6.42708e-18+0.000356864j -2.16217e-18+0.000168234j -2.78532e-17+0.000113888j -7.96514e-18+0.000165658j -2.21951e-17+0.000182902j -2.69733e-18-0.000261644j -8.07162e-17-0.00021959j 3.39287e-16+0.00074759j 3.78088e-16+0.00175604j -1.43952e-16-0.000364909j -2.56905e-17+0.000255219j -2.01792e-17+0.000195942j -2.27056e-17-0.000216238j -2.11257e-17+0.00129331j 4.89636e-17-0.000825107j 2.65026e-17-0.000495528j -9.39438e-17+0.000872591j 9.61696e-17-0.000210364j 1.52623e-16+1.56559e-05j -2.78807e-17+0.00046443j -3.09015e-16-0.000820774j -6.03322e-17+0.000980598j 2.34409e-16+0.000937711j 1.08676e-16-0.000168227j 3.48687e-18+0.000750358j 2.33171e-17-0.000372315j -3.34382e-17+0.000747045j 3.65126e-16-0.00151321j -8.27032e-17+0.00025197j 6.30442e-17-0.000254376j 1.59619e-17+0.000148317j 2.22724e-17-0.000180991j 1.34196e-16+0.00095198j -1.49209e-15+0.000649652j 3.80176e-17-0.000406826j -2.13233e-17+0.000389762j 2.65249e-18+0.000255408j -2.01509e-17+0.000376048j -1.24956e-17-0.000185163j -2.1667e-17+0.000300659j 7.59216e-17-0.000542113j -2.63817e-17+0.000608315j -1.08742e-17-0.000809567j 2.30312e-17-0.000541307j -8.179e-17+0.000738401j -1.69294e-17+0.000448047j 1.21892e-17-0.00010289j 8.68221e-17+0.000948474j 
-5.86508e-16+0.00102769j -1.20062e-16-0.000150789j 1.60058e-18-0.000321531j 1.37125e-17+0.000306493j -3.69852e-18+0.000317738j -2.27823e-17+0.000727236j -7.2818e-18-0.000632937j 1.35011e-17+0.000164666j -6.17261e-18-2.22754e-05j -1.07229e-17+0.000251207j -1.141e-17-0.000336675j 2.33813e-18+2.91629e-05j -6.11162e-18-0.000205314j 1.04987e-17+8.52986e-05j -4.36248e-17+0.000433523j 1.51377e-16+0.00089731j 1.14041e-16+0.000259429j 7.90786e-18-6.99171e-05j -2.08737e-17-0.000176235j -3.55752e-17-8.18918e-05j -3.83321e-17+0.000941237j -8.47179e-17+0.0010898j 6.73937e-17+0.000260621j -1.6786e-16+0.000558018j -5.75212e-17+0.000319499j -9.83691e-17+0.000605402j -1.73881e-17+0.000449283j -2.13308e-17-0.000134308j 2.47966e-16+0.000398947j 4.81943e-17+0.000168411j -6.5457e-18+0.000137736j -6.15035e-18-0.00055827j -8.45496e-18-0.000145233j -4.11274e-17+0.000186117j 6.50679e-17+0.00111886j 1.53008e-16-0.000294397j 7.8324e-17-0.000219065j 4.87649e-16-0.000331949j 4.30659e-16-0.000344427j 5.40521e-16-0.00101202j 1.40858e-16+0.000123955j -9.24809e-16+0.000341401j 1.88286e-17+0.000173958j -8.37859e-18-0.000162351j -1.01207e-17+2.73382e-05j -7.98582e-18+0.000128469j -6.03499e-18-0.0002903j -1.61145e-17-2.40351e-05j 5.40796e-20+0.000644416j -7.34336e-18+0.000294603j -1.0039e-17-0.0005741j 5.51833e-18-4.66071e-05j -1.06644e-17-0.00063182j -4.53177e-18+0.000186521j -1.16277e-17+0.000552933j 7.07521e-17+0.000805412j 
-2.60143e-18-0.000177556j -2.6898e-16-0.000265805j 8.84675e-17+0.000109196j -6.84641e-16-0.000637538j -1.7088e-16-0.000191133j -6.21593e-17-0.000110408j 2.42617e-16+0.000244329j -5.95272e-16-0.000544341j 4.6756e-17-5.04111e-06j 6.43052e-18-6.95167e-07j 1.84962e-16+0.000180266j 7.19118e-18-1.05856e-05j 2.03733e-16+0.000200853j -2.77148e-17+2.10015e-05j -3.49008e-16-0.000334445j -6.78744e-17-0.000184316j 7.80667e-16+0.00056294j -2.90929e-16-0.000171326j 2.12931e-16+0.000212515j 1.98305e-18-3.23833e-05j -5.64552e-16-0.000562043j 1.52324e-16+2.77062e-05j -4.913e-16-0.000414382j -3.722e-16-0.00042077j 1.84463e-16+0.000122664j -3.46579e-16-0.000436916j -2.34644e-16-0.00032548j 2.78935e-16+0.000244223j -8.60944e-16-0.000549531j 2.55522e-16+0.000225891j 4.58344e-16+0.000276928j 3.05439e-16+0.00028163j 4.92926e-16+0.000443178j -2.93257e-16-0.000308431j -2.08269e-16-0.000215644j -5.31722e-16-0.000501409j 5.36789e-17+7.95142e-05j -1.27919e-16+7.48952e-05j 2.08628e-17+0.00018079j 1.72557e-16+0.000493929j 3.79975e-16+0.000349231j 9.80388e-17+4.94028e-05j -1.35869e-16-8.79283e-05j 2.32262e-16+0.000204436j 8.43043e-17+5.69733e-05j 1.62456e-16+0.000147744j 2.12689e-17+3.60987e-05j 2.10264e-17-2.15968e-05j -5.57621e-16-0.000555873j 2.07695e-16+0.000182018j -1.33338e-16-7.71571e-05j -2.0084e-16-0.000163913j 6.49474e-16+0.000631253j 1.13448e-16+8.44607e-05j -2.87275e-16-0.000287034j 1.66735e-16+9.91697e-05j 
3.36038e-16-0.000670932j 9.235e-17+0.000518729j 3.84318e-18+0.000390919j 4.88337e-17+0.000703804j 1.83934e-18-0.000416934j 1.37371e-17-0.000809166j -1.81973e-17+7.69744e-05j 5.28337e-17+0.000769607j -3.6225e-17-0.000921228j 3.11379e-18-7.5555e-05j -8.55731e-18-2.28096e-05j -1.2891e-17-0.000406886j -3.75755e-18+6.6296e-05j 4.86017e-17+0.00083621j 1.6173e-16-0.000194558j -4.44814e-16-0.00134247j -5.87172e-16-0.00172724j -1.12969e-17+0.000123855j -5.33661e-17-2.53507e-05j -4.60627e-17-0.000715908j 1.09622e-16-0.000413884j 8.66036e-18-0.00158304j 2.79144e-17+0.000737367j 1.50897e-16+0.000307599j 2.54057e-17-0.00121898j 5.74086e-17-0.000388447j -1.01546e-16-0.000712586j -1.40732e-17-0.000355239j 1.8085e-16+0.000381883j -9.87782e-17-0.00128042j -2.44222e-16-0.00101644j -8.87272e-17+0.000766224j -7.05314e-17-0.000286435j 5.21976e-17-5.22763e-05j -1.60817e-17-0.00116614j -2.63214e-16+0.00132898j 1.0873e-17-0.000597626j -2.02086e-16+0.000468816j -1.92866e-16-0.000115253j -5.17272e-16+0.00102103j -3.5829e-16-0.000785733j 2.32604e-15-0.000932961j 1.82149e-17+0.000882027j -2.84458e-17-0.000366963j -3.15895e-17-0.000363056j -1.42249e-18-0.000164929j 4.00834e-19+0.000203401j -2.34048e-17-0.000851394j 2.94399e-17+6.7616e-06j -8.61753e-18-0.000373918j 5.44658e-17+0.00090132j 3.27832e-17+0.000615099j -3.75736e-17-0.000172962j -1.72773e-17-0.00051129j 3.52104e-17-0.000132583j -1.01926e-16-0.000842806j 
6.5618e-16-0.00112121j 9.3182e-17-0.000209147j 3.11025e-17+0.000575377j -1.24472e-16-0.00104534j -5.1506e-17-0.000765979j -4.18825e-18-0.000962524j 4.31492e-17+0.000777693j -1.01718e-16-0.000759114j -3.93144e-17-0.000559723j 1.5596e-17-0.00012887j 4.13334e-17+0.000483314j -2.92376e-17-0.00027788j 5.90138e-17+0.000538605j 4.53583e-17+0.000522195j -1.76205e-17-0.000977486j -2.79826e-16-0.0014987j -2.39584e-17+8.29449e-05j -2.92037e-16-0.000270757j 1.92011e-17+0.000498883j -5.2322e-17-0.000475144j -9.9068e-17-0.00176439j 1.1012e-16-0.00125082j -1.61175e-16-0.000530448j 2.04334e-16-0.000900423j 3.2889e-17-0.0005762j 1.14706e-16-0.00137075j -2.8599e-17-0.00127607j 7.91639e-17+0.000354245j -7.10984e-16-0.00108059j -1.32756e-16-0.000342217j 1.72144e-16-6.31569e-05j 1.62319e-16+0.00124966j 1.30588e-16+0.000827014j -2.11198e-21-0.000755144j -2.05217e-16-0.00153171j -2.15214e-16-0.00017972j -1.43964e-16-0.000118555j -6.40421e-16+0.00055206j -5.80697e-16+0.000431158j -9.39651e-16+0.00200754j -2.19128e-16+0.000236025j 1.69866e-15-0.000568144j 8.11697e-18+0.00028684j 3.95979e-17+0.00027077j 6.46118e-18-0.000105601j 4.87858e-17+0.000176212j 9.90032e-19+0.000294877j -4.23073e-17-0.000552581j -1.04594e-16-0.00140058j 5.0531e-17+6.96484e-05j 1.01203e-17+0.000565121j -1.57795e-17+3.41494e-05j 1.33726e-16+0.00145818j 6.29082e-18-0.000187813j -5.0818e-17-0.000877021j -1.53384e-17-0.000557766j 
7.54909e-16-0.00129322j 2.17302e-16+0.000334687j -2.73101e-17+0.000308718j 1.43318e-16-0.000112023j 5.14115e-17-0.000223398j 4.73149e-17-0.000838927j -4.67947e-17+0.00076749j 1.19851e-16+1.29935e-05j 9.0289e-18+0.000286801j 1.26552e-17-0.000377529j -2.86796e-17+0.000380939j 1.72975e-18+7.21978e-05j -4.54029e-17+0.00013054j -2.29166e-17-0.000378045j 1.30894e-16-0.000340148j -1.2774e-16-0.000900413j -2.95862e-16-0.000445221j 1.35289e-16+0.00022891j -6.13532e-18+9.87017e-05j 7.31431e-17+0.00035043j 1.91634e-16-0.000885638j 7.24787e-17-0.00132834j 3.19437e-17-0.000245262j 2.78541e-16-0.000596042j 4.32282e-17-0.000288127j 1.86264e-16-0.000470296j 8.36289e-17-0.000234151j -4.21909e-17+9.26763e-05j -4.09514e-17-0.000250017j -8.67102e-17-0.000123156j -1.17615e-16-0.000190346j -8.71804e-17+0.000431325j -1.14059e-16-8.40728e-05j 1.18355e-16-8.89129e-06j -8.20936e-18-0.00127141j -6.60843e-17+0.000553154j -1.02441e-16+0.000437487j -5.76314e-16+0.000334632j -5.31761e-16+0.000417559j -5.97802e-16+0.000895228j -2.14747e-16-0.000294177j 8.21566e-16-0.000334886j -2.61217e-18-0.000434783j -4.21906e-17+0.000175417j -7.90413e-19+3.70203e-06j -3.16733e-17-0.000289941j 6.0612e-18+0.000373996j 3.1111e-17+0.00028548j 1.3473e-16-0.000533135j -4.16137e-17-0.000527637j 3.78217e-17+0.000736922j 3.4265e-17+5.36738e-05j -1.43391e-16+0.000491184j -1.66273e-17-0.00023327j 8.69567e-17-0.000587998j -1.39381e-16-0.00113889j 
6.45307e-16-0.000313529j 8.50314e-16-0.000852855j -1.87845e-16+0.000184963j 1.80576e-15-0.00191273j 3.76878e-16-0.000393446j 1.16344e-16-8.01543e-05j -6.46926e-16+0.000651833j 1.57547e-15-0.00167979j -2.61632e-16+0.000267179j 1.52074e-17+9.39973e-06j -4.83709e-16+0.00049901j -1.048e-16+9.41006e-05j -4.85489e-16+0.000520279j 1.94706e-16-0.000202137j 7.10338e-16-0.000845058j 3.88774e-16-0.000121613j -1.41134e-15+0.00199973j 1.62189e-16-0.000487123j -5.43673e-16+0.000577551j -1.48652e-16+0.000135402j 1.28474e-15-0.00140366j -3.31649e-16+0.000502775j 1.18452e-15-0.001331j 1.34484e-15-0.00123133j -6.65315e-16+0.000679127j 1.20902e-15-0.00106506j 8.11016e-16-0.000664945j -6.89342e-16+0.000759477j 7.01092e-16-0.00158678j -1.02061e-15+0.000977615j -5.83307e-16+0.00103385j -3.28274e-16+0.00053785j -1.09889e-15+0.00126494j 7.92965e-16-0.00080796j 1.58929e-16-0.000268209j 1.81329e-15-0.00171466j -5.71447e-16+0.000401637j -5.09456e-16+7.11605e-05j -9.27785e-16+0.0005288j -1.60233e-15+0.00104275j -1.03048e-15+0.00115559j -1.0422e-15+0.000397716j 5.08378e-16-0.000508054j -6.13258e-16+0.000659186j -2.21926e-16+0.000259443j -3.88608e-16+0.000434536j -7.04369e-17+4.72041e-05j -2.16429e-16+0.000202321j 1.4507e-15-0.00150116j -5.18606e-16+0.000580792j 3.70999e-16-0.000450647j 5.75534e-16-0.000617642j -1.66633e-15+0.00175022j -3.39499e-16+0.000369656j 7.09181e-16-0.000744108j -3.30363e-16+0.000480315j 
-3.10869e-16+0.000512804j -5.57064e-17+1.41776e-05j 2.15517e-17-4.15677e-05j 2.12628e-17+0.000364566j -3.0817e-17-1.22618e-05j -3.49868e-17+0.000194516j -1.31115e-17-0.000431515j 2.97584e-17+0.000310542j -7.31069e-17-0.000505379j -6.39117e-19+0.000190826j -1.07706e-17-0.000240396j -2.75214e-17-0.000191139j 9.93675e-18-6.38355e-05j 8.25743e-17+0.000525872j 8.42684e-18+0.000146373j -1.25669e-16+3.81897e-05j -1.71826e-16-0.000414427j -6.22966e-17-7.60956e-05j -3.53922e-17-7.99185e-05j -1.02497e-16-0.000464813j -2.68149e-17+0.00039579j -9.11756e-17+0.000183945j 6.86295e-17+0.000440016j -4.80864e-17+0.000485132j -7.98987e-17-0.000290251j -6.72649e-17+0.000156736j -9.61893e-17-0.000106546j -2.02345e-17-0.000200042j 1.74902e-16+0.000320253j -6.30803e-17-0.000414954j -9.76943e-17-0.000281948j 2.16496e-17+1.48988e-05j -7.1111e-18-8.48751e-05j -3.00217e-17+5.34431e-06j -9.77006e-18+0.000320024j 2.97155e-17+0.000201223j 1.92889e-17-0.000478688j 2.80668e-16-2.56936e-05j 2.17604e-16-0.000295716j 1.66158e-16-0.000173225j -6.55247e-17-0.000141333j 3.38601e-16-0.000153108j 7.11657e-17+0.000582496j -2.48561e-17-0.000249769j -3.46447e-17-0.000139578j 5.51533e-18+9.77867e-05j -4.75987e-18-0.000143885j -7.59857e-17-0.000477826j -1.26115e-17+0.000346327j 1.39427e-18+0.000156236j 3.20489e-17-8.96322e-05j 3.47925e-17+0.000206014j 1.14694e-18-0.000388058j -2.3433e-17-5.87225e-05j -7.86379e-18+0.000309763j 1.99589e-17+0.000342605j 
-1.45398e-15+0.00266015j -2.41675e-16-0.000676677j -1.27411e-17-0.000448929j 1.78169e-16+0.00029927j 2.49273e-17+0.000169284j -3.39615e-17+0.00149729j -6.96575e-17-0.0016876j 1.65965e-16+9.19234e-05j -2.19773e-17-0.0012811j -3.76458e-17+0.000884165j -6.66777e-17-0.000837205j -4.02837e-19-0.000436852j -4.57219e-17-0.000150963j 4.79565e-17+0.00146391j 2.37088e-17+0.000502184j 2.0256e-16+0.00127099j -7.52046e-18+0.000393634j -2.68962e-16-0.000598992j -1.87702e-16-0.0001216j -1.68103e-16-0.00132868j 1.17081e-17+0.00156481j -1.96747e-16+0.00231506j 2.36375e-16+0.000793241j -2.31257e-16+0.00138846j -1.90654e-16+3.5642e-05j -3.53867e-17+0.000636893j 2.8224e-17-7.41961e-05j -8.66236e-17-0.000290421j 4.59431e-16+0.000497408j -4.80746e-17-0.00034255j -2.73741e-19+1.96758e-05j -2.00079e-17-0.000407431j -9.96351e-17+0.00031704j -1.1922e-18-0.000210125j 1.21033e-16+0.00227514j 4.38515e-16-0.000866612j 1.76255e-16-0.00139778j 1.12695e-15-0.000486847j 9.52092e-16-0.000984436j 5.99466e-16-0.00125672j 1.5268e-17+0.000465463j -6.29808e-16+0.000280626j 6.73856e-17+0.00156172j -6.54582e-17-0.000527565j -5.53702e-17-0.000196994j -4.62453e-17+0.000708865j -3.68882e-17-0.000773384j -5.92681e-17-0.00124533j 1.19586e-16+0.000959554j -5.95608e-17+0.00118809j 1.24518e-17-0.00131003j 6.23367e-17+0.000142229j -1.59321e-16-0.000910138j -3.97589e-17+0.000313666j 1.85728e-17+0.00118271j 1.87399e-16+0.0023522j 
-4.08153e-16+0.000817786j -2.92011e-16-0.00123638j 1.21126e-17-0.000111701j -5.04311e-16-0.00200688j -5.21636e-17-0.000172394j 5.58938e-18+0.000710834j 1.87395e-16+4.61636e-05j -4.59165e-16-0.00187403j 2.10908e-16+0.000172464j -2.44115e-17+0.000327816j 1.33527e-16+0.000214912j 7.1513e-17+9.55434e-05j 1.19445e-16+0.000428943j -1.97453e-16-1.83816e-05j -3.47554e-16-0.000580381j 5.27148e-16+0.00079082j 1.30017e-15+0.00269254j -4.72614e-16-0.000713244j 1.07845e-16+0.000527403j 1.06474e-16-4.54782e-05j -4.5452e-16-0.000690311j 2.26437e-16+0.00182588j -4.33245e-16-0.00129421j -3.51133e-16-0.000845072j 1.8172e-16+0.00111286j -8.96703e-17-0.000677904j 1.32153e-16-0.000407104j 2.3533e-16+0.000768002j -1.13057e-15-0.00150914j 2.99808e-16+0.00129922j 8.13745e-16+0.00137654j 2.7838e-16+0.000106094j 4.03508e-16+0.00143147j -1.71322e-16-0.000831009j -1.13518e-16+0.000915477j -6.96563e-17-0.00242748j 9.04236e-17+0.000145924j 1.48239e-17-0.000262599j 1.57368e-16+0.000228947j 8.69157e-18+0.000221428j 5.25465e-16+0.00155683j -1.53048e-15+0.0008172j -2.3935e-16-0.000298555j 2.17966e-16+0.000597255j 1.22171e-16+0.000318342j 9.22964e-17+0.000713587j -6.7909e-18-0.000283273j 1.54418e-16+9.60784e-05j -3.51512e-16-0.00113733j 1.29827e-16+0.00108901j -1.97644e-16-0.00119581j -2.13266e-16-0.000774532j 4.33847e-16+0.00145496j 1.24523e-16+0.00064711j -2.26835e-16-0.000281323j 2.9759e-16+0.00154633j 
-2.76223e-16+0.000541111j -5.10384e-17-0.000144732j -4.62671e-17-0.000396065j 3.24975e-17-2.68831e-05j 6.80425e-17+0.000511885j 3.97421e-17+0.000675201j -4.32205e-18-0.000171873j 9.63545e-18-0.000152873j 1.28726e-16+0.000863308j -1.59615e-17+3.19294e-06j -1.04655e-17-8.81896e-05j 5.72968e-17+0.000380092j -4.46567e-17-0.000228638j -1.40392e-16-0.000819298j -3.80551e-17+0.000433928j 4.32562e-16+0.00120448j 3.7982e-16+0.000903833j 1.71451e-16+9.4008e-05j 1.71947e-17-0.000164626j 1.4407e-16+0.00071976j 4.89658e-17+0.000752499j 3.50794e-17+0.00114041j 1.03494e-17-0.00029276j -1.32679e-16+3.18351e-05j 6.10655e-17+0.000905418j 9.15257e-19+0.000680546j 1.61081e-16+0.000898723j -1.57677e-17+9.4008e-05j 1.61406e-16+0.000148466j 1.78214e-16+0.000888453j 1.06036e-16+0.000596086j -9.41005e-17-0.000870492j -4.59299e-17-0.000187029j 2.00342e-17+0.000339977j 1.42073e-16+0.00101667j 1.77794e-16-0.000594377j 9.03749e-17+0.000523289j 2.12654e-16-0.0004273j 2.38929e-16-1.21853e-06j 4.78005e-16-0.00121941j 2.83975e-16+0.000306403j -1.84714e-15+0.000716232j -1.0141e-16-0.000764812j 1.62454e-17+0.000156441j 4.27716e-17+0.000265233j -3.54803e-17-4.56317e-05j -8.70874e-19-0.000150113j 1.22975e-16+0.00081755j 6.69153e-17+0.000436424j -3.00599e-17+6.50377e-05j -6.3295e-17-0.000593773j -4.28879e-17-0.000374651j -6.8885e-17-0.000369628j 2.98806e-17+0.000329112j 2.24263e-17+0.000292062j 4.43551e-17+0.000453199j 
2.56419e-16-0.000534698j 4.8389e-17+0.000436675j 4.13858e-18-5.83044e-05j -1.8766e-17+0.000519644j -5.97508e-18+0.000252844j -5.70786e-19-0.000203808j 7.21365e-18+0.000251407j -1.84717e-17+0.000464503j -1.23974e-17+0.00060927j 1.13972e-17-0.000275872j 8.04072e-18+6.66206e-05j -2.11421e-18+0.000236491j 1.19502e-18-0.000201574j 1.92073e-18-0.000671792j 1.44549e-18+0.000269473j -4.4015e-17+6.32192e-05j -8.20421e-17-0.000458648j 2.3048e-16+0.000376481j 6.44985e-17-0.0002071j 4.99692e-17+0.000617089j 2.51613e-17+0.000232231j -2.69306e-18-0.000485391j -5.64699e-18+8.53811e-05j -1.90417e-18-1.89152e-05j 3.47651e-17+8.20324e-05j -6.98765e-17+0.000384717j -5.35822e-17+0.000550592j -4.53148e-18-0.000124289j 1.88402e-16+0.00041309j 4.72476e-17+9.63055e-05j -1.31874e-16-0.000135522j -5.11123e-17-0.000350286j -1.42578e-17-0.000574175j -1.51978e-17+0.000445534j 2.6645e-17-0.000265322j -1.02419e-16+0.000619783j -1.31214e-17+0.000483871j -1.17564e-16-2.03946e-05j -9.29952e-17+0.000132695j 2.14635e-16-0.0003722j 5.35189e-17-0.000413601j -2.65336e-16+3.20292e-05j 3.05766e-18-0.000583782j 2.36701e-19+3.41617e-06j 5.13859e-18+6.86323e-05j 3.70331e-18-0.000376662j 1.51764e-17+0.000172233j 5.94148e-18+0.00060341j -1.7809e-17+0.000341886j 7.09964e-18-0.000534311j 7.48994e-18+0.000346537j -3.89494e-18+2.68337e-05j 1.78685e-17-0.000414994j 3.51543e-18-0.000103257j 1.00286e-17-2.33401e-05j -7.55392e-17-0.000727774j 
-3.56494e-17-3.33653e-05j -2.34248e-17+0.000329258j 1.74576e-17-0.000267892j -4.51863e-17+0.000587169j -2.8976e-17+0.000484657j -2.82354e-17+0.000224055j 1.38178e-17-9.30813e-06j -3.95922e-17+0.000454343j -4.01643e-17+0.00081393j 1.15165e-17-0.000182605j 1.06713e-17-6.82068e-05j -1.2042e-17+0.000340442j 1.25357e-17-0.00032145j 2.87342e-17-0.000841404j -6.63992e-17+0.000515977j 5.6959e-17+0.000679925j 5.53762e-17-0.000105732j 2.46901e-16+0.000363537j 8.29123e-17-0.000299752j 2.00478e-17+0.000762686j -4.17081e-17+0.000730569j -5.99237e-17+0.000199264j 1.40907e-17+8.39135e-05j -1.10012e-16+0.000168913j -1.06028e-17+0.000430724j -1.61198e-16+0.000749197j -8.69755e-17+0.000918214j -6.42211e-18-0.00013571j 2.61505e-16+0.000563309j 7.20155e-17+0.000391431j -1.12884e-16+7.92132e-05j -1.1538e-17-0.000753741j 1.60355e-17-0.000646931j -6.52837e-17+0.000579298j 3.49503e-17+0.000384706j -1.01398e-17+0.000334137j -3.52251e-19+0.00053723j 1.2688e-16-0.000243615j 1.17854e-16+1.65194e-05j 6.01666e-16-0.00101604j 1.8652e-16-0.00027108j -1.09394e-15+0.000337624j 3.3425e-17-0.000713902j 2.43559e-18-5.33386e-06j 5.47554e-19+0.000147654j 1.1183e-17-0.00033164j 1.58083e-17+3.04394e-05j -2.56216e-17+0.000795118j -5.31425e-17+0.000653232j 1.69867e-17-0.000398693j 1.81663e-18-1.62102e-05j -2.75185e-18-9.2797e-05j 5.12921e-17-0.000700629j 5.54712e-19+5.18347e-05j -1.31697e-17+0.000234993j -3.29395e-17-0.000313208j 
8.64333e-16-0.00167662j 2.40913e-16+0.00137725j -5.75071e-17-0.00016903j 1.48599e-16+0.0016491j 9.84759e-17+0.000772589j 7.72427e-17-0.000657952j -4.24332e-17+0.000776245j 1.09009e-16+0.00147857j 8.50135e-17+0.00185465j 1.65704e-17-0.000857346j -2.74328e-17+0.000201609j 4.8037e-17+0.000718313j -8.59433e-17-0.000626524j -1.2152e-16-0.00205174j 1.59994e-16+0.00083522j 1.34104e-17+0.00015183j -3.76316e-16-0.00149514j 7.97165e-16+0.00117455j 1.1104e-16-0.000647183j 2.72449e-16+0.00188682j 3.19881e-16+0.000716997j 5.65822e-17-0.00156105j 7.40171e-17+0.000300036j 1.12597e-16-3.8327e-05j 1.66329e-16+0.000207783j -8.14227e-18+0.00118756j 3.91479e-17+0.00168738j -8.02695e-17-0.000403143j 7.86706e-16+0.00130552j 1.73052e-16+0.00024753j -4.47997e-16-0.000462343j -3.44497e-16-0.00106395j -2.23947e-16-0.00179881j 1.00207e-16+0.00138518j 2.17727e-16-0.00085899j -2.0552e-16+0.00197872j 2.24956e-17+0.00147589j -4.29084e-16-4.80404e-05j -3.30693e-16+0.000402987j 3.79579e-16-0.00112738j 5.93616e-17-0.00131716j -6.82604e-16+6.47278e-05j -7.86887e-17-0.00177504j -4.04079e-17-7.05624e-06j 2.89711e-17+0.000198368j -5.89177e-17-0.00117606j 3.54028e-17+0.00054007j 1.42152e-16+0.00183936j 1.59771e-16+0.00107164j -5.84856e-17-0.0016727j 1.46075e-17+0.00110755j -5.89157e-20+0.000108766j -1.79113e-16-0.00130574j 1.11989e-17-0.000340061j 1.35209e-16-7.07417e-05j -2.73143e-16-0.00228702j 
-5.85706e-16+0.00120028j 1.13892e-17-0.000120984j -1.21841e-16-0.000344445j 3.7143e-16+0.000478299j 2.01202e-16+0.000332086j 1.13308e-16+0.000796628j -1.19408e-16-0.000787378j 3.01378e-16+0.00031119j 2.14373e-16-0.000175736j -4.70652e-17+0.000309262j -1.0333e-16-0.000426942j 1.00867e-16-2.80693e-05j -1.6295e-16-0.000243836j -2.14382e-16+0.000243441j 2.27553e-16+0.000509825j 4.22549e-16+0.000926046j -9.69627e-17+7.9239e-05j 1.44145e-16-7.66867e-05j -1.84943e-16-0.000220788j 1.63422e-16-0.000220348j 3.78134e-16+0.00111498j 1.7458e-17+0.00114256j 2.35034e-16+0.000434113j 3.54143e-18+0.000745696j 4.17761e-17+0.000219176j 2.47678e-16+0.000694555j 3.33847e-16+0.000447672j -1.37752e-16-0.000218508j 6.57986e-16+0.000548791j 1.08389e-16+2.03211e-05j -8.05617e-17+2.53044e-05j -3.39722e-16-0.000580325j -3.23853e-16-0.000213355j 2.09186e-16+0.000217113j 3.16673e-16+0.00123632j 3.55768e-16-0.000185016j 2.15221e-16-0.000372362j 4.74535e-16-0.000346744j 4.48909e-16-0.000451592j 1.19656e-16-0.00111142j -3.32764e-17+4.74579e-05j -7.06499e-16+0.000289844j -1.39162e-16+0.000359708j -7.90846e-17-0.000257882j 1.11911e-17-2.06417e-05j -1.31786e-16+0.000144067j -2.81032e-17-0.000337416j 2.02268e-16-0.000167519j 3.72012e-16+0.00080267j -1.48306e-16+0.000324637j -2.84829e-17-0.000593705j 2.43606e-17+3.18413e-05j -4.1805e-16-0.000809997j -2.6378e-18+0.000160455j 1.66363e-16+0.00067441j 1.69501e-17+0.000899845j 
