-1.08895e-13+0.169402j -5.5726e-14-0.0220258j -5.64309e-16-0.251588j 3.92337e-16+0.000883047j 2.08748e-16+0.245055j 2.81321e-15-0.214022j -3.08888e-15-0.0794145j 2.13949e-15+0.0211081j -3.20512e-14+0.0861949j 1.73107e-14-0.405492j -7.79865e-15-0.0194803j -8.22004e-16+0.213395j -3.77547e-15+0.169188j 7.52523e-15+0.0576781j 1.83922e-15+0.0796991j 4.1699e-15-0.0376965j -1.31312e-14-0.0456195j 6.58608e-16+0.3223j -6.2859e-16+0.286218j 2.98894e-15+0.108559j -5.723e-15-0.0899208j -3.9736e-14+0.218849j -8.61643e-15-0.149101j 1.48896e-14+0.205258j 1.18566e-14-0.085083j 8.1486e-15-0.148286j 1.22413e-14-0.184361j 7.06422e-15-0.139703j -8.02384e-14-0.0521857j 1.16656e-12+0.185405j 1.78165e-12-0.294581j 8.66861e-14-0.00660532j 1.04757e-14+0.0167124j 3.88063e-16+0.0309154j 2.52965e-16-0.0230805j 9.25144e-17+0.0153875j -1.26774e-16+0.00346345j 1.89976e-16-0.00026202j -2.51765e-17-0.0105405j 1.31853e-16+0.0101032j 1.15535e-16-0.00366026j -3.41735e-16-0.0146483j -1.38231e-14+0.00368119j -3.31249e-16-0.00889436j -1.10133e-17-0.000714575j -5.61004e-16-0.00093614j -7.87909e-16-0.000710812j 2.93914e-16+0.0080272j -3.13756e-16+0.000379795j -2.17591e-16-0.000455327j 1.61859e-15-0.00137471j -8.52005e-16+0.0143193j 7.21123e-17+0.00179576j 8.81648e-17+0.00349584j 2.88797e-16-0.00366088j -4.32872e-16+0.000433597j -5.12348e-16-0.00419461j -3.02589e-16+0.00247182j 1.88553e-16+0.00656411j 7.10093e-16-0.000209644j 2.03248e-16-0.0201824j 7.52311e-16-0.00389725j 2.42849e-16-0.0179947j 1.68634e-16-0.00626278j 1.53948e-16-0.00529626j 4.1634e-17-0.0022377j -2.14821e-16+0.026061j -1.67139e-16+0.0270025j 5.08024e-16+0.00483055j 5.56319e-16-0.0430017j 2.36999e-14-0.0126902j -7.049e-14-0.0488367j 
-1.28232e-16+0.000113183j -5.28439e-17+0.000101501j 4.01531e-18-0.000200155j 8.96198e-18+0.000203519j 1.69493e-18+0.000267514j 3.42617e-18-0.000201363j -3.56512e-18-0.000143411j 3.32923e-17+0.000128644j -3.10494e-17+9.21285e-05j 1.81786e-17-0.000365322j -7.2997e-18-2.59622e-05j 2.16562e-18+0.00024057j -5.73405e-18+0.000132089j 5.98471e-18+3.32628e-05j 6.57238e-19+5.16574e-05j 2.12446e-18-3.84672e-05j -1.32664e-17-2.90941e-05j 1.47567e-18+0.000291667j 2.36705e-20+0.000296415j 3.07121e-18+8.29566e-05j -5.43761e-18-6.64872e-05j -4.81339e-17+0.000244556j -1.11009e-17-9.28117e-05j 1.67898e-17+0.000236329j 8.94216e-18-0.000154293j 6.87315e-18-0.000226315j 3.85956e-18-0.000135888j 7.01779e-18-7.94124e-06j -5.07667e-17-3.26543e-05j 7.32029e-16+0.000118393j 2.0642e-15-0.000336221j 9.31873e-17-0.000163624j 2.32473e-16+0.00034681j 3.05633e-17+0.000252111j 1.10814e-17+0.000297465j 9.37903e-18-6.70729e-05j 1.77332e-17+6.79943e-05j -3.92697e-17-0.000718598j -5.69757e-18-0.000161267j 1.77066e-17+0.000356104j 4.04282e-18-0.000132121j -6.94114e-18-7.41075e-05j 1.78317e-15-0.000453894j -2.92758e-17-0.000516625j 3.5725e-17-0.000501175j -1.55581e-17+0.000225773j -3.90784e-18+0.000144616j -1.51767e-17-7.05809e-05j -2.84713e-17+0.00025019j -2.36387e-17-0.00028809j 4.46761e-17-0.000738648j -6.91318e-17-0.000422716j 7.49855e-18-0.000219527j 4.98687e-17+0.000249403j 3.8647e-17+2.55304e-05j -2.63252e-17-0.00021995j -1.6908e-17-2.10659e-05j -5.67193e-17-0.000640327j 3.70863e-17+0.000482789j 2.69084e-17+0.000302905j -1.89801e-19+8.51234e-05j 5.90917e-18+0.000114596j -2.05462e-18-0.000281174j 1.11649e-17+0.000108407j -1.55196e-17-0.000750477j 1.8541e-17+0.000158479j -1.87151e-17-0.00013382j -8.68512e-18-0.000142152j 8.75738e-18+0.000452323j 6.67337e-18+4.61161e-05j -7.9544e-17-0.000153521j 2.52509e-16+9.3506e-05j 
1.73597e-16-0.000335011j 1.44277e-16+8.17022e-05j 1.51503e-17+0.000129536j 6.81675e-17+0.0001271j 1.2899e-17-1.52859e-05j -4.05187e-19+6.1552e-05j -2.01917e-17+2.72466e-05j 5.45476e-17+7.03691e-05j 8.73708e-18-1.36979e-05j 2.22759e-18+7.81043e-05j 1.28483e-19+2.74177e-05j 1.34957e-17+3.3196e-06j -1.04594e-17-5.0929e-05j -4.83312e-18+1.13231e-06j -9.21671e-18-2.96472e-05j -2.65201e-18-2.45728e-05j 4.31096e-18+6.60208e-06j -1.94984e-18-3.41672e-05j 9.73302e-18+1.2149e-05j -5.60223e-18-1.14464e-05j 6.40387e-18+2.72261e-05j 9.92187e-18+1.54963e-05j 1.24827e-17-1.199e-05j 1.41578e-17+2.41076e-05j -2.70102e-17-7.35357e-05j -2.79861e-17-3.44946e-05j 6.01639e-18-5.15412e-05j 3.88401e-17+0.000101235j 1.06617e-16-1.66068e-05j -1.48482e-15-0.000236716j 1.62074e-15-0.000272199j 2.93285e-17-3.59634e-05j 2.2243e-16+0.000168099j 8.88642e-17+0.000249109j 1.05724e-16+8.8831e-05j -1.42599e-17+0.000105634j 3.47144e-17+0.000312614j -2.46642e-16-0.000402572j -4.94862e-17-0.000341658j 1.16939e-16+0.000240953j -3.03586e-17+9.96028e-05j -2.90392e-17-0.000134591j 1.50402e-15-0.000420782j -1.72495e-16-0.000209987j -1.16021e-16+1.43226e-06j 6.1813e-17+0.000421727j 4.6347e-17+0.00010755j -3.91915e-17-0.000348008j 5.83688e-17+0.000189166j -9.97928e-17-0.00011914j -2.12507e-16-0.000394776j -1.75332e-16-0.000266646j -6.62707e-17-0.000132365j 1.06333e-16+7.10801e-05j 3.99153e-17+0.000274057j -6.87321e-17-0.000130236j 7.78352e-18+0.000343364j -2.2939e-16-0.000543448j 1.64432e-16+0.000347839j 1.01524e-16-1.70691e-05j 3.30106e-17+0.000200637j 3.47812e-17+0.00018666j -8.14638e-17+4.47097e-05j 4.49725e-17+0.000275446j -2.43679e-16-0.000336329j 6.3339e-17+0.00029991j -6.25513e-17-0.000337442j -5.77566e-17-0.000191927j 1.41264e-16+0.000186208j 3.24523e-17+0.000259376j -2.95654e-16-3.16528e-06j 8.13484e-16+0.000472458j 
-2.37412e-16+0.000431762j -1.18747e-16+8.01939e-05j -1.31957e-17-0.000115641j 7.98539e-17+0.000142241j 1.64964e-17+6.05746e-05j -1.13531e-17-7.42961e-05j -5.03067e-17-0.000150614j 5.76271e-17+7.07622e-05j 1.18887e-18+3.1093e-05j 5.38852e-18-5.27265e-05j -1.70545e-17-5.40341e-05j 1.56846e-17+3.94227e-05j -5.18295e-18+1.65195e-05j -2.11052e-17-4.33951e-05j -5.51745e-18-1.1644e-06j 8.51363e-18+3.76365e-05j 7.81164e-18+1.78026e-05j -1.0672e-17+1.24365e-07j -2.96054e-18-3.61977e-06j -1.28217e-17-2.58897e-05j 4.18141e-18-2.74864e-06j -3.80405e-18+1.77248e-05j 3.95683e-17+0.000114921j 8.9652e-18+1.3304e-05j -1.14786e-17-6.14746e-07j -3.25522e-17-7.66478e-05j 4.55031e-17+0.000164231j 4.16792e-17+6.40441e-05j -9.09908e-17+5.9487e-05j 1.61734e-15+0.000258565j -2.03396e-15+0.000360225j -1.93328e-16-0.000208688j 3.21126e-16+0.000292985j 5.83922e-17-1.87907e-05j 1.6702e-16+0.000401961j -9.13254e-17-0.000305884j -7.22342e-17-0.000383463j -3.08655e-16-0.000579866j 3.30534e-17+0.000283579j 1.31574e-16+0.000205125j -1.23174e-16-0.000374017j 2.0419e-17+0.000111635j 3.2826e-16-0.000110472j -2.51139e-16-0.000527265j -3.02603e-16-0.00084811j -3.50616e-17-0.000281233j 3.94028e-17+7.61889e-05j 8.15495e-17+0.000415364j 6.11618e-17+0.000124195j -1.50735e-16-0.000298445j -2.46569e-16-0.000624149j -2.14341e-16-0.000318656j -7.41338e-17-0.000165545j 1.57728e-16+0.000303618j -6.98395e-17-0.000382405j -1.26371e-16-0.000167304j -1.88129e-16-0.000569444j -2.28934e-16-0.000230268j 1.90849e-16+0.000256852j 2.21006e-16+0.000539205j -1.40717e-17-0.00013799j 1.24326e-17-9.37799e-05j -1.79455e-16-0.000515145j -3.14935e-17-0.000240104j -3.27473e-16-0.00072957j -6.75519e-18-0.000200844j 2.09971e-17+0.000261245j -3.47411e-17+1.63137e-05j 2.08651e-16+0.000462941j -4.23947e-17-0.000257754j 1.38704e-16-0.000232964j -7.59473e-16-0.000503463j 
-2.16526e-16+0.000178071j -9.61025e-17+0.000125821j 1.03816e-17+0.000104638j -1.91917e-17+0.000189634j -4.50697e-18-0.000108824j 4.57342e-18+9.32578e-05j 1.90917e-17-8.43782e-05j 1.27359e-17+8.35056e-05j 1.41955e-17-3.19901e-05j -7.93569e-18+0.00024773j 9.16651e-18-2.92044e-05j 6.66299e-19-0.000101214j 3.82594e-18-0.000116048j -2.78802e-18-8.03002e-05j 1.6952e-18-6.56989e-05j -8.62762e-18+5.20861e-05j 5.14603e-18+5.02894e-05j 4.28328e-18-0.000226783j 2.88859e-18-0.000188124j 3.19299e-18-0.000101807j 1.36135e-18+6.7659e-05j 1.39443e-17-0.000121262j -1.30707e-17+0.00020666j -8.66568e-18-0.000113175j -5.03359e-18+2.64018e-05j 4.84404e-18+9.17715e-06j -3.81343e-17+0.00026262j -2.14514e-17+0.000195633j -2.21515e-17+8.62897e-05j 1.62267e-16+3.66971e-05j -2.64135e-15+0.000439957j -1.05236e-16-0.000214733j 1.73256e-16+0.000343411j 1.67677e-17+6.03624e-05j -5.21001e-17+0.000445093j 4.06319e-17-0.000268241j 5.06119e-17-0.000254j 6.59002e-17-0.000729227j -2.84852e-17+0.0001491j -2.38047e-17+0.000290602j 4.32363e-17-0.000324893j -7.63745e-18+6.56066e-05j 1.13932e-15-0.000278501j 5.54333e-17-0.000595163j 1.3475e-16-0.000831162j 2.4828e-18-0.000107299j -2.27563e-17+0.000118085j -4.88972e-17+0.000263595j -5.23931e-17+0.000196989j 2.22715e-17-0.00034002j 1.6173e-16-0.000768837j -6.90551e-18-0.000428404j 4.02648e-17-0.000216371j 1.12647e-18+0.000323934j 6.74867e-17-0.000263611j -1.14052e-17-0.000216347j 2.05269e-17-0.000419174j 3.17604e-18-0.000444128j -1.31706e-17+0.000386291j -4.13772e-17+0.000522431j 6.97706e-18-4.21009e-05j 1.34609e-17-1.50657e-05j 6.60881e-17-0.000475761j 2.64215e-17-0.000121703j 1.09971e-16-0.000846397j 2.74915e-17-7.60952e-05j -3.37928e-17+0.000104642j 9.34817e-19-7.8337e-05j -6.51793e-17+0.000525259j 2.55541e-17-0.000121113j 1.34963e-16-0.000221458j -2.55468e-16-0.000273448j 
-8.10973e-17-1.31483e-05j -6.35525e-18+0.000189093j 9.9103e-18-4.85081e-05j 3.81656e-17+0.00032997j 7.18084e-18+0.000168216j 1.70863e-18-9.31585e-05j -1.1773e-17-0.000144092j 6.46794e-17+0.000186448j -1.40199e-17+5.56469e-05j 1.2078e-17-0.000152404j -4.83376e-18-1.96762e-05j 9.07299e-18+0.000159412j -8.16347e-18+3.02636e-05j -1.19944e-18-7.63457e-06j -3.61383e-18-2.87908e-06j -9.003e-19-2.28198e-05j -5.56556e-18+1.9319e-06j 2.16193e-19+0.000124483j 3.45967e-18+0.000172231j -7.48191e-19+1.75169e-05j -5.94474e-19-1.01418e-05j -3.0794e-17+0.000160585j -1.96232e-18+8.41865e-06j 1.58945e-17+0.000162167j -6.47462e-18-0.000160106j -8.03283e-18-0.00020672j -6.41028e-19-2.50179e-05j 1.82441e-17+0.000139252j 1.07587e-17+2.10767e-06j -1.30846e-16-1.72068e-05j 1.49187e-15-0.000238884j 4.11141e-17-0.000256043j 4.05768e-16+0.000544037j 7.34801e-17+0.000381497j 5.78613e-17+0.000503552j 2.53545e-18-0.000118535j 3.13209e-17+0.00011925j -1.50122e-16-0.00116598j -2.2142e-17-0.000262103j 6.91595e-17+0.000569184j -1.20984e-17-0.00020263j -1.63709e-17-0.000109082j 2.88663e-15-0.000748143j -1.09502e-16-0.000825449j -6.79416e-18-0.00079973j -3.40787e-18+0.000380903j 1.15377e-17+0.000236667j -2.84978e-17-0.000137116j -1.70653e-17+0.000407887j -7.3339e-17-0.000465145j -1.83546e-17-0.00119647j -1.63227e-16-0.000702512j -1.43423e-17-0.000358604j 1.11774e-16+0.000397947j 6.11355e-17+5.71697e-05j -6.789e-17-0.000357746j -3.50137e-17-1.35296e-05j -1.65005e-16-0.00105027j 1.15291e-16+0.000780161j 8.26698e-17+0.000483285j 9.17515e-18+0.000166425j 2.03206e-17+0.000195692j -3.90295e-17-0.000428113j 2.75525e-17+0.00019236j -1.16508e-16-0.00120856j 4.52209e-17+0.000269216j -4.43138e-17-0.000256664j -3.21313e-17-0.000264312j 6.85268e-17+0.000725935j 1.65561e-17+0.000130864j -1.82034e-16-0.00023199j 5.2177e-16+0.000222456j 
7.63283e-16-0.00111188j 3.92996e-16+5.58229e-05j -4.0928e-19+0.000776317j 1.91162e-17-4.14345e-06j 3.81233e-18-0.000592477j -1.07884e-17+0.000587433j -3.68012e-18+0.000338245j 8.44577e-18-3.85083e-05j 8.13068e-17-0.000226209j -4.27914e-17+0.000990334j 1.76803e-17+0.000120492j 1.79992e-18-0.000486194j 3.6515e-18-0.00042703j -1.4379e-17-8.03399e-05j -9.24246e-18-0.000198598j -6.56486e-18+1.91287e-05j 3.06932e-17+8.6836e-05j -3.5539e-18-0.000718981j 5.73792e-19-0.000591022j -9.97483e-18-0.000217722j 1.54742e-17+0.000221451j 9.22798e-17-0.000464759j 2.97348e-17+0.000195728j -3.24802e-17-0.00042287j -3.26688e-17+0.000104939j -2.57263e-17+0.000350869j -9.64517e-18+0.000183214j -1.01918e-18+0.000340781j 3.84419e-16+3.75496e-05j -5.45388e-15-0.000881252j -6.37391e-17+4.36469e-06j -2.03621e-17+0.000173053j -3.61495e-17-0.000137057j 8.87969e-18+0.000209828j 4.53059e-17-0.000237157j -1.5017e-17+0.000364308j -1.84539e-17+0.000676687j -7.53195e-17+0.000129377j 1.82187e-17-0.000597795j 2.70197e-17+3.49562e-05j -1.74622e-17+0.000462536j -8.54258e-18-0.000213162j 1.28505e-15-0.000339248j -5.46526e-17+0.00029746j -4.69719e-17+0.000800566j -8.15223e-18+0.000702765j 2.236e-17+4.11267e-05j 1.52295e-17-0.000767674j 1.82498e-17+7.81062e-05j -2.51918e-17+0.000158367j -1.13084e-16+0.000181446j -3.51646e-17-6.56556e-06j -2.8985e-17+1.49296e-05j 3.09459e-17-0.000219401j -1.23439e-17+0.000650911j 1.80975e-17+2.16757e-05j 1.47967e-17+0.000899639j -3.22616e-17-0.000350932j 2.41603e-17+0.000104398j 3.15932e-17-0.000524287j -3.8421e-18+0.000380142j -1.65422e-17+0.000289569j -4.75671e-17+0.000568863j -7.45433e-18+0.000524045j -9.72824e-17+0.000349368j -3.92312e-18+0.000503899j 9.02001e-18-0.000650053j -7.29232e-18-0.000271169j 4.80923e-17-0.000252952j -1.25016e-17+0.000601932j -5.43866e-16+0.000242719j 1.54124e-15+0.00106582j 
-7.36095e-17-3.58895e-05j 9.01657e-17+5.93027e-05j 3.62805e-17-3.97788e-06j 1.46008e-16+0.000102563j 2.72807e-17+4.82655e-05j 3.90779e-18-2.25405e-05j -4.09752e-17-3.74757e-05j 9.3035e-17+5.81743e-05j 2.7475e-18+1.51462e-05j 1.37624e-17-4.02701e-05j -2.2292e-18-2.7691e-06j 3.12289e-17+4.72794e-05j -2.12047e-17+5.86359e-06j -1.06058e-17-8.93748e-07j -1.68746e-17-2.4633e-06j -6.44542e-18-9.4456e-06j 6.08118e-18+3.90562e-07j -3.42349e-18+3.58629e-05j 2.54064e-17+5.29983e-05j -1.01825e-17+5.49348e-06j 1.19372e-17-1.49479e-06j 2.05918e-17+4.89826e-05j 2.12485e-17-1.704e-06j 3.80075e-17+5.00732e-05j -5.72913e-17-5.25581e-05j -6.07963e-17-6.21676e-05j 9.49435e-18-1.55559e-05j 8.73829e-17+4.57693e-05j 1.81012e-17-2.13497e-06j -2.30397e-16-2.63028e-05j 5.29061e-16-9.86428e-05j -7.53511e-17-7.30678e-05j 3.37996e-16+0.000164995j 1.86669e-16+0.000129923j 2.12939e-16+0.000144958j -3.01541e-17-2.05636e-05j 9.13803e-17+6.53166e-05j -5.15203e-16-0.000357443j -1.41991e-16-0.000107094j 2.54275e-16+0.000179368j -6.28411e-17-4.42576e-05j -5.96548e-17-4.39536e-05j 6.29731e-16-0.000246458j -3.54923e-16-0.000245278j -2.87135e-16-0.000215833j 1.88439e-16+0.000147433j 1.02373e-16+7.52705e-05j -1.03086e-16-7.36745e-05j 1.64469e-16+0.000130158j -2.04106e-16-0.000138219j -4.85291e-16-0.000364875j -3.37781e-16-0.000217647j -1.50153e-16-0.000110804j 1.8583e-16+0.000115046j 7.4889e-17+4.43459e-05j -1.64149e-16-0.000110372j 3.00543e-17+3.25706e-05j -4.9577e-16-0.000341041j 3.57629e-16+0.00024758j 1.96133e-16+0.000128705j 9.04466e-17+6.57885e-05j 9.98136e-17+7.25105e-05j -1.57563e-16-0.000111214j 1.13062e-16+8.09542e-05j -5.11463e-16-0.000362031j 1.48566e-16+0.000104369j -1.51701e-16-0.000104514j -1.32509e-16-9.11786e-05j 3.04111e-16+0.000215816j 9.0496e-17+6.19803e-05j -1.58024e-16-6.32153e-05j 3.66813e-16+0.000109136j 
-1.41937e-16+0.000153255j -4.92851e-17-1.37965e-05j 1.12345e-17+0.000190347j 2.32427e-18-6.15634e-05j -3.3943e-19-0.000283789j 2.18049e-18+0.000205404j 1.1001e-17+4.09538e-05j -9.69174e-18-6.23392e-05j 3.39662e-17-9.09121e-05j -1.71589e-17+0.000441466j 1.22323e-17-1.02565e-05j 4.16301e-18-0.00026331j 4.32855e-18-0.000171577j -8.57343e-18-8.53575e-05j -1.58633e-18-7.88127e-05j -9.38559e-18+7.64364e-05j 1.53141e-17+5.74907e-05j 1.54349e-18-0.000383092j 7.42692e-18-0.000373702j -1.50976e-18-0.000135804j 7.26435e-18+9.26324e-05j 5.4867e-17-0.000285182j 2.04493e-18+0.000228303j -1.262e-17-0.000275662j -2.08393e-17+0.000164184j -1.25252e-17+0.00019485j -3.03015e-17+0.000316137j -6.08727e-18+0.0001165j -1.01102e-17+9.44002e-05j 1.66715e-17+1.27938e-05j -4.11755e-15+0.000675831j -1.92132e-16-1.81631e-05j -5.46502e-17-7.39858e-05j 1.587e-17-0.000234843j -1.5793e-17+6.54751e-05j 1.74263e-17-0.000179685j 4.13666e-17-0.000343109j 3.66502e-19+0.000158255j -4.79489e-17+0.000348446j 9.97894e-18-0.000144139j 1.92462e-17-0.000168537j -9.6651e-18+0.000150574j -1.16318e-15+0.000288839j 1.1218e-17+3.54104e-05j 1.31463e-17-0.000219987j 6.01126e-17-0.000394563j 4.83154e-18-6.16904e-05j -4.50206e-17+0.000363882j 2.28422e-17-0.000113118j 5.92152e-18+1.44438e-05j -9.28458e-18+0.000142223j 8.48101e-18+0.000103372j -4.14746e-18+5.61534e-05j -2.19564e-17+1.98294e-05j 2.66684e-17-0.000304269j -1.46285e-17+5.57971e-05j 4.10397e-17-0.000405125j -3.08582e-17+0.000353239j 1.77838e-17-0.000208069j -2.75228e-17+0.000153076j 2.51364e-17-0.000163737j 2.66713e-17-0.000162259j 2.84646e-17-0.000144884j 3.27636e-17-0.000265149j 1.1556e-17+7.51368e-05j 3.2002e-17-0.000278815j -3.81441e-17+0.000292951j -1.58967e-17+0.000116874j -5.0153e-18-2.87153e-05j 3.32173e-17-0.000210767j 2.31475e-16-4.18371e-05j -6.01759e-16-0.000430168j 
-8.8235e-16+0.00138026j -4.50608e-16-0.000190501j -2.20638e-18-0.00107673j 2.62683e-18-0.000180991j 7.26224e-19+0.000805587j 1.15461e-17-0.000808698j -1.12363e-17-0.000366694j -1.97671e-17-4.11206e-05j -1.10941e-16+0.000304373j 6.01372e-17-0.00141479j -2.80397e-17-0.000138884j 5.54481e-19+0.000662438j -8.50541e-18+0.000623897j 1.84884e-17+0.000153139j 9.16707e-18+0.00030084j 1.29583e-17-4.87208e-05j -4.05569e-17-0.000143686j 1.27995e-18+0.00104981j 1.05304e-18+0.000846728j 9.41502e-18+0.000341273j -1.88067e-17-0.000329063j -1.17108e-16+0.000644835j -2.63696e-17-0.000376711j 5.0223e-17+0.000584348j 3.74146e-17-0.000114605j 2.18434e-17-0.000420034j 3.77016e-17-0.000382969j 2.4989e-17-0.000595302j -4.98932e-16-9.83063e-05j 7.17242e-15+0.00115366j 1.17392e-15-0.0001915j 5.53851e-17-4.74591e-05j -1.04831e-16-0.000142628j -8.35621e-18-0.000405874j -4.75842e-18-5.62902e-05j -1.20657e-17-0.000305421j 5.31707e-19-0.000786465j 6.15875e-18+0.000520101j -2.58996e-17+0.000775147j 6.36184e-18-0.000347809j -1.26454e-17-0.000383662j 1.04385e-17+0.000273331j -3.11052e-15+0.000789018j 2.96851e-18+0.000138767j -7.29899e-17-0.000404283j 4.35632e-17-0.000966924j -5.23327e-19-0.000178392j 3.70641e-20+0.000906308j 4.24132e-17-0.000313418j 1.9199e-18+9.30578e-05j -3.16208e-17+0.000480488j 3.32661e-17+0.000419467j -9.45039e-18+0.000188569j -3.77456e-17+1.34213e-05j -2.92151e-17-0.000731646j -2.99472e-17+0.00017939j -2.03936e-17-0.000958006j -4.79631e-18+0.000970838j 1.03466e-17-0.000545028j -1.83923e-18+0.000286874j 1.42885e-17-0.000522147j 2.64345e-17-0.000424134j 3.6992e-18-0.000385542j 5.9746e-18-0.000675322j -1.46625e-20+0.000303645j 2.40544e-18-0.000692815j -6.00888e-18+0.00086788j -6.01536e-18+0.000468475j 1.34181e-17-0.000134543j 1.21244e-17-0.000763921j 6.7407e-16-0.000142114j -2.00933e-15-0.00131759j 
7.29905e-16-0.00118659j 3.65081e-16+0.000317111j -3.47139e-18+0.0010095j 6.48715e-18+0.000401381j 1.36394e-18-0.000709215j -1.41842e-17+0.000739089j 1.19858e-18+0.00023137j 5.231e-17+0.000160182j 1.03223e-16-0.000267411j -5.52067e-17+0.0013362j 2.14518e-17+0.000104734j 2.16692e-18-0.000578935j 7.82482e-18-0.000609113j -2.34201e-17-0.000179872j -8.51363e-18-0.00030607j -1.03335e-17+5.78015e-05j 3.86722e-17+0.000155021j -3.07291e-18-0.00100582j -5.49368e-18-0.000780983j -1.08539e-17-0.000350146j 1.69175e-17+0.000326838j 9.47689e-17-0.000571414j 3.04448e-17+0.000441907j -4.79991e-17-0.000511744j -3.13922e-17+4.39904e-05j -2.1301e-17+0.000294132j -3.09172e-17+0.000457837j -2.4933e-17+0.00069611j 4.57984e-16+0.000129967j -6.50436e-15-0.00104551j -1.53644e-15+0.000266188j -9.27948e-17-0.000170406j 3.66977e-16+0.000533364j 2.52854e-17+0.000571637j 3.12939e-17+0.000482219j -2.5845e-18+0.000103529j -1.99225e-17+0.000657645j -5.48924e-17-0.00133599j 5.21458e-17-0.00075981j 1.00758e-17+0.000708336j -1.19203e-17+0.000111118j 4.75443e-20-0.000269576j 4.69834e-15-0.00118737j -5.03871e-17-0.000771942j 5.84613e-17-0.000371076j -9.80897e-17+0.00100802j -7.80603e-18+0.000324145j 2.67239e-17-0.000770932j -7.67185e-17+0.000561142j -3.81053e-17-0.000450683j 7.88922e-17-0.00133162j -1.1016e-16-0.000896939j 1.87083e-17-0.00043345j 1.03359e-16+0.000315542j 3.19851e-17+0.000574981j -1.06271e-17-0.000424661j -6.15641e-17+0.000679129j -4.08769e-17-0.00156596j 2.72273e-17+0.00102785j 6.40103e-17+0.000194493j -3.31553e-17+0.000533691j -3.19546e-17+0.000469682j -3.47573e-17-5.80729e-05j -2.30234e-17+0.00064933j -3.11996e-17-0.0012107j -1.03538e-17+0.000720932j 1.86038e-17-0.000862268j 8.37042e-18-0.000583773j 9.46322e-18+0.000691146j -3.32596e-17+0.000702634j -6.55125e-16-7.60251e-05j 1.87892e-15+0.00118111j 
-3.95183e-16+0.000670639j -2.00401e-16-0.000169041j -2.18077e-18-0.000733488j 9.99201e-18-0.000181189j 2.29236e-18+0.000604902j 7.14838e-18-0.00057627j -1.27481e-17-0.000183544j -1.46301e-17-4.71147e-05j -8.23409e-17+0.000219303j 4.49724e-17-0.0010738j -2.12434e-17-6.33997e-05j -3.61873e-19+0.000511903j -9.1057e-18+0.000470188j 1.70606e-17+0.000153574j 4.6033e-18+0.0002304j 1.15431e-17-7.62793e-05j -3.15232e-17-0.000125151j 2.10843e-19+0.000834136j 7.97057e-19+0.000694134j 6.07849e-18+0.000288315j -1.34262e-17-0.000251802j -8.86448e-17+0.000517918j -1.62724e-17-0.000387611j 3.9882e-17+0.000475961j 2.62732e-17-0.000127384j 1.39861e-17-0.00030549j 3.87135e-17-0.000444405j 2.71121e-17-0.000476907j -2.80122e-16-0.000127253j 4.0698e-15+0.000649432j 3.15427e-15-0.000525042j 1.46879e-16+8.38042e-05j -1.35337e-16-0.000231277j -6.03444e-18-0.000197853j 1.47766e-17-0.000271776j -1.50646e-17+7.02773e-06j -7.76605e-18-0.000232492j -2.27118e-17+0.000617183j -1.32799e-17+0.000276213j 1.46248e-17-0.000304203j -1.49131e-17-1.37289e-05j 2.22017e-18+8.29154e-05j -2.04898e-15+0.000512957j -1.65608e-17+0.000364673j -7.83872e-17+0.000239465j 3.60765e-17-0.000395082j 1.1026e-17-0.000144271j 5.62884e-18+0.000291454j 4.69752e-17-0.000246919j -4.57162e-18+0.000218037j -8.71455e-17+0.000618365j 2.20387e-17+0.000425849j -2.30991e-17+0.000200385j -2.5414e-17-0.000158074j -3.09156e-17-0.000207115j -6.29463e-18+0.000195136j 3.80901e-18-0.00023266j -9.19978e-18+0.000681937j 1.18401e-17-0.000447708j 4.73454e-18-0.000135751j 1.15142e-17-0.000235495j 1.27154e-17-0.000192256j -1.61369e-17+5.28906e-05j 2.34093e-18-0.000255843j -4.24841e-17+0.000573274j -5.51835e-19-0.000284601j -4.43776e-19+0.000368253j -7.90403e-18+0.0002774j 3.06686e-17-0.000329603j 5.84999e-18-0.00032347j 2.67524e-16+3.89215e-05j -8.28184e-16-0.000506663j 
