-1.08895e-13+0.169402j -5.5726e-14-0.0220258j -5.64309e-16-0.251588j 3.92337e-16+0.000883047j 2.08748e-16+0.245055j 2.81321e-15-0.214022j -3.08888e-15-0.0794145j 2.13949e-15+0.0211081j -3.20512e-14+0.0861949j 1.73107e-14-0.405492j -7.79865e-15-0.0194803j -8.22004e-16+0.213395j -3.77547e-15+0.169188j 7.52523e-15+0.0576781j 1.83922e-15+0.0796991j 4.1699e-15-0.0376965j -1.31312e-14-0.0456195j 6.58608e-16+0.3223j -6.2859e-16+0.286218j 2.98894e-15+0.108559j -5.723e-15-0.0899208j -3.9736e-14+0.218849j -8.61643e-15-0.149101j 1.48896e-14+0.205258j 1.18566e-14-0.085083j 8.1486e-15-0.148286j 1.22413e-14-0.184361j 7.06422e-15-0.139703j -8.02384e-14-0.0521857j 1.16656e-12+0.185405j 1.78165e-12-0.294581j 8.66861e-14-0.00660532j 1.04757e-14+0.0167124j 3.88063e-16+0.0309154j 2.52965e-16-0.0230805j 9.25144e-17+0.0153875j -1.26774e-16+0.00346345j 1.89976e-16-0.00026202j -2.51765e-17-0.0105405j 1.31853e-16+0.0101032j 1.15535e-16-0.00366026j -3.41735e-16-0.0146483j -1.38231e-14+0.00368119j -3.31249e-16-0.00889436j -1.10133e-17-0.000714575j -5.61004e-16-0.00093614j -7.87909e-16-0.000710812j 2.93914e-16+0.0080272j -3.13756e-16+0.000379795j -2.17591e-16-0.000455327j 1.61859e-15-0.00137471j -8.52005e-16+0.0143193j 7.21123e-17+0.00179576j 8.81648e-17+0.00349584j 2.88797e-16-0.00366088j -4.32872e-16+0.000433597j -5.12348e-16-0.00419461j -3.02589e-16+0.00247182j 1.88553e-16+0.00656411j 7.10093e-16-0.000209644j 2.03248e-16-0.0201824j 7.52311e-16-0.00389725j 2.42849e-16-0.0179947j 1.68634e-16-0.00626278j 1.53948e-16-0.00529626j 4.1634e-17-0.0022377j -2.14821e-16+0.026061j -1.67139e-16+0.0270025j 5.08024e-16+0.00483055j 5.56319e-16-0.0430017j 2.36999e-14-0.0126902j -7.049e-14-0.0488367j 
2.64166e-16-0.000198749j 9.05932e-17-0.000163579j -1.81125e-17+0.000316579j -1.44274e-17-0.000326416j -2.11462e-18-0.000419103j -1.0549e-17+0.000316672j -4.08722e-18+0.000231792j -5.40678e-17-0.000205022j 4.99397e-17-0.000144872j -3.02051e-17+0.000569812j 6.61759e-18+4.3365e-05j -5.06862e-18-0.000376153j 1.05507e-17-0.000205607j -1.2727e-17-4.8984e-05j -4.63684e-19-7.9823e-05j 1.43118e-18+5.76957e-05j 2.20422e-17+4.4009e-05j -5.42857e-18-0.000452647j -5.99495e-18-0.000460324j -7.42111e-18-0.000127113j 7.9817e-18+0.000103128j 7.16923e-17-0.000381138j 2.77722e-17+0.000137163j -3.06006e-17-0.000368183j -7.40551e-18+0.000240544j -1.03954e-17+0.000356682j 1.12432e-17+0.000201465j -1.15019e-17+7.19047e-06j 9.01965e-17+4.72181e-05j -1.18856e-15-0.000197221j -3.04772e-15+0.000503008j -1.48873e-16+0.000267523j -3.67962e-16-0.000558816j -6.78595e-17-0.000393299j 1.18817e-18-0.000488023j -4.09608e-17+0.000121957j -7.34045e-17-8.54064e-05j 5.52955e-17+0.00115682j 5.04674e-17+0.00023682j -3.27684e-17-0.000568637j -3.56788e-17+0.000227293j 2.70056e-17+0.000109728j -2.79403e-15+0.000716726j 2.95042e-17+0.000837613j -1.08063e-16+0.0008311j -2.14307e-17-0.000338083j 3.76311e-18-0.000230596j 7.33656e-17+8.78513e-05j 4.00694e-17-0.000398503j 2.81706e-17+0.000467383j -8.35407e-17+0.00119062j 1.09704e-16+0.000679448j -1.32731e-17+0.000352787j -6.64129e-17-0.00040706j -1.03779e-16-1.90701e-05j 4.22932e-17+0.000353529j -2.95602e-17+6.41209e-05j 1.14823e-16+0.00101516j -6.84328e-17-0.000769856j -9.57572e-18-0.000503775j -2.16117e-17-0.000125964j -2.84906e-17-0.000174326j -3.09647e-17+0.000468207j -5.13745e-17-0.000156652j 3.19625e-18+0.00121486j -6.26218e-17-0.000237146j 6.8797e-17+0.000195527j 2.76969e-17+0.000221998j 1.2237e-18-0.000733467j -4.3563e-17-5.8616e-05j 9.87936e-17+0.00025296j -4.22445e-16-0.000119425j 
2.94416e-16-0.000351638j 1.59009e-16-0.000173549j 4.62413e-18+0.000577459j 5.49316e-18-0.000383786j 5.61648e-19-0.000698074j -5.40996e-18+0.000549335j 7.95472e-18+0.000333837j -5.15967e-17-0.000258823j 8.42732e-17-0.000241942j -4.53258e-17+0.0010096j 2.23299e-17+6.47623e-05j 2.12851e-18-0.00062205j 9.77457e-18-0.000383047j -1.70095e-17-0.000108053j -5.6692e-18-0.000160539j -1.07663e-17+0.00010191j 3.59425e-17+9.08418e-05j -2.25547e-18-0.000804507j 7.66104e-18-0.000784561j -8.44231e-18-0.000242067j 1.70772e-17+0.000196556j 1.29072e-16-0.000633681j 2.59617e-17+0.0002921j -3.55332e-17-0.000607352j -3.89286e-17+0.000357375j -2.93335e-17+0.000543658j -2.40794e-17+0.000400599j -4.65768e-18+0.000125874j 1.58347e-16+0.000102374j -2.34497e-15-0.000372573j -5.31247e-15+0.000862569j -2.53758e-16+0.000314145j -4.13243e-16-0.000666616j -2.03288e-17-0.000497411j 1.96069e-18-0.000543295j -9.21595e-18+0.000116384j 4.08224e-18-0.000126719j -1.24819e-18+0.00135354j -3.3562e-17+0.000308261j 8.06237e-18-0.000677949j -2.14781e-18+0.000254247j -4.41727e-18+0.000149662j -3.40374e-15+0.000849483j 1.04477e-17+0.000981093j -8.81646e-17+0.000948582j 8.59197e-17-0.000420113j 2.6073e-17-0.000271407j -1.33414e-17+0.000122095j 8.5342e-17-0.000470758j 1.93197e-17+0.000543539j -1.60533e-16+0.00139245j 8.30732e-17+0.000784452j -3.82065e-17+0.000411891j -7.5571e-17-0.00047345j -4.14576e-17-4.1387e-05j 2.63773e-17+0.000413789j 6.96675e-17+4.81919e-05j 1.97769e-17+0.00120127j -1.1259e-17-0.000913236j -4.03186e-17-0.00057305j 2.64541e-17-0.00014226j 1.3777e-17-0.000210962j -2.9151e-18+0.000546602j 1.40502e-17-0.000196096j -3.99062e-17+0.00141876j 4.99382e-18-0.000293601j -8.18253e-18+0.000227755j -1.13994e-17+0.000244921j 2.27747e-17-0.000856632j 1.86276e-17-4.97462e-05j 1.2161e-16+0.000300281j -3.53828e-16-0.000131679j 
7.43195e-16-0.00104306j 3.7479e-16-4.66135e-05j -5.776e-19+0.000718422j -1.52836e-18-0.000170251j -3.07257e-19-0.000598963j -8.40471e-18+0.000565188j 6.18547e-18+0.000383852j -2.3966e-17-0.000125934j 7.7396e-17-0.000226511j -4.26634e-17+0.000937436j 1.98538e-17+0.000123348j -2.6622e-18-0.000498702j 6.06247e-18-0.000387993j -9.62392e-18-5.8724e-05j -6.90243e-18-0.000171597j -6.8605e-18+1.94079e-05j 2.85978e-17+7.15441e-05j -1.98e-18-0.000679403j 1.08695e-18-0.000587526j -7.31414e-18-0.000192359j 1.40403e-17+0.00019777j 9.6536e-17-0.000476511j 2.29383e-17+0.000145694j -3.41363e-17-0.000439868j -2.79609e-17+0.000159634j -1.85206e-17+0.000407801j -1.33222e-17+0.000139887j -8.64243e-18+0.000225851j 3.48533e-16+2.08144e-05j -4.99736e-15-0.000808347j -3.14985e-16+3.87457e-05j -9.98542e-18+0.000298276j -2.42177e-16-0.000404983j -2.12386e-17+2.40604e-05j 5.20028e-18-0.000495144j -3.87868e-18+0.000424419j -1.44422e-17+0.000609823j 9.44216e-18+0.000715857j 1.18778e-17-0.000461856j -8.51358e-18-0.000249548j 2.92597e-18+0.000558373j -7.17276e-18-0.000159991j -1.96366e-16+4.30147e-05j 1.22718e-17+0.000707759j -1.66077e-17+0.00119453j 1.26016e-17+0.00050236j 1.6325e-17-7.8909e-05j 8.09923e-18-0.000687404j 2.73467e-17-0.000128385j 1.83684e-17+0.00039101j -9.23663e-17+0.000782386j 5.07653e-17+0.000351989j -1.94925e-17+0.000196138j -3.34224e-17-0.000416568j -2.43482e-17+0.00061357j 5.40074e-17+0.000201976j 5.82553e-17+0.000894955j 4.50546e-17+0.000183484j -3.35953e-17-0.000288335j -2.74421e-17-0.00076209j 7.13426e-19+0.000285969j -1.89046e-17+0.000186429j -1.02782e-17+0.000773015j -7.02237e-18+0.000419214j -2.29848e-17+0.00095334j -1.30702e-17+0.000361713j 1.49694e-17-0.000505568j 3.91387e-18-0.000126883j 3.34655e-18-0.000614759j -6.46052e-18+0.000516494j -4.31846e-16+0.000353237j 1.26682e-15+0.000927185j 
6.21491e-16-0.000949332j 3.17394e-16+5.5672e-05j 3.55856e-18+0.000787799j -1.2177e-17-1.16954e-05j -2.72376e-18-0.000653566j -6.74282e-18+0.000619399j 1.53877e-17+0.000318199j -1.01365e-17-5.1496e-05j 8.56839e-17-0.000242497j -4.73314e-17+0.00108553j 2.41222e-17+0.000104424j -2.21284e-18-0.000548241j 8.35188e-18-0.000461982j -1.22318e-17-0.000110558j -5.85431e-18-0.000215387j -1.12097e-17+4.91309e-05j 3.16115e-17+0.000104147j 5.90489e-20-0.000814305j 1.32089e-18-0.000690787j -5.87318e-18-0.000256265j 1.45712e-17+0.000241467j 1.00954e-16-0.000538045j 1.66957e-17+0.000277549j -3.98645e-17-0.000495624j -2.93569e-17+0.000157528j -1.51949e-17+0.000392551j -3.37282e-17+0.000302119j -2.21157e-17+0.000369095j 3.42442e-16+7.50961e-05j -4.97873e-15-0.000799667j -1.756e-15+0.000281944j -7.00179e-17+0.000135632j -8.93966e-17-0.000126257j -1.03377e-17+0.000111754j -2.05323e-17-0.000159751j 1.64643e-17+0.000248277j 8.29754e-18+0.000476299j 4.19535e-17+0.000120466j 4.61084e-18-0.000410071j -2.17379e-17+1.885e-06j 2.30579e-17+0.000337976j -8.91953e-18-0.000135752j 9.00254e-16-0.00022728j 3.73139e-17+0.000240109j 6.18918e-17+0.000590546j -1.95636e-18+0.000492686j 6.0056e-19+2.42932e-05j -1.19915e-17-0.000551383j -1.29591e-17+4.55316e-05j 2.55471e-17+0.000124483j 1.49939e-17+0.000159347j 3.34125e-17-1.0867e-06j 7.11958e-18+1.75884e-05j -1.95905e-17-0.000169196j 1.40042e-17+0.000466021j 4.24867e-17+2.36396e-05j 5.276e-17+0.000645518j 4.36542e-17-0.000227233j -3.79433e-17+4.96015e-05j -3.9565e-17-0.000385146j -1.18541e-18+0.000285697j -1.49969e-17+0.000205333j 2.1633e-17+0.000432474j 2.31657e-18+0.000374751j 3.78786e-17+0.000282975j -1.51709e-18+0.000354812j 1.09322e-18-0.000481385j 6.87277e-18-0.000211988j -3.23557e-17-0.000202225j 1.5812e-18+0.000465808j -3.78939e-16+0.000190356j 1.17617e-15+0.000799701j 
-4.81501e-17+0.000105839j -4.54488e-17+7.62954e-05j -1.15939e-17+0.000145311j 9.10164e-18+0.000100807j 2.26648e-18-0.000165043j -7.85457e-18+0.000134713j -1.24283e-17-2.79242e-05j 1.44421e-17+3.37094e-05j 2.48843e-17-5.25468e-05j -1.3337e-17+0.000307908j -1.28191e-18-1.59241e-05j 2.5874e-18-0.000150757j 4.52347e-18-0.00013355j -1.4249e-17-7.51193e-05j -6.75598e-19-6.90944e-05j 1.25838e-18+5.29291e-05j 1.2648e-17+4.95534e-05j -4.47739e-18-0.000268901j -5.71524e-18-0.000237484j -6.09599e-18-0.000107068j 3.99295e-18+7.48311e-05j 2.28618e-17-0.000168008j 1.97317e-17+0.000195146j -1.46044e-17-0.000158856j -3.70817e-18+6.34529e-05j -9.42312e-18+7.06268e-05j 6.39328e-18+0.000252192j -4.36466e-18+0.000164841j 1.22989e-17+7.94825e-05j -5.75865e-17-9.04451e-06j -2.62214e-15+0.000448728j -1.5252e-16-0.000130455j 1.36036e-16+0.000187216j -2.50016e-18-1.58578e-05j 3.56879e-17+0.000282522j -3.33463e-17-0.000198166j -4.58399e-17-0.000219727j -4.81731e-17-0.000403679j 4.10577e-17+0.000159493j 1.3965e-17+0.000143088j -4.30726e-17-0.00022632j 2.04614e-17+7.14444e-05j 4.51581e-16-0.000109842j -5.10801e-17-0.000346374j -7.17754e-17-0.000538932j -5.69501e-17-0.000141581j -3.43533e-18+5.83972e-05j 5.32213e-17+0.000227471j -1.26191e-17+9.51245e-05j -3.4534e-17-0.00019986j -1.57939e-18-0.000430261j -4.87217e-17-0.000237714j -1.06148e-18-0.000118302j 4.83903e-17+0.000196472j -3.6613e-17-0.00021652j -3.42322e-17-0.000118113j -9.88837e-17-0.000329077j -2.15739e-17-0.000195713j 2.65229e-17+0.000188197j 6.88961e-17+0.000341784j -2.46312e-17-5.37352e-05j -1.23079e-17-4.02583e-05j -5.05124e-17-0.000309051j -3.39191e-17-0.000123707j -4.98466e-17-0.000489031j -2.74657e-17-9.99256e-05j 3.4596e-17+0.000115438j 8.39077e-18-2.85602e-05j 3.59141e-17+0.000306736j -3.59063e-17-0.000106009j 7.98317e-17-0.000138034j -3.70136e-16-0.000239047j 
-4.20295e-17-3.17856e-05j 2.89953e-17+0.000118577j 1.27757e-17-5.15701e-05j 6.50617e-17+0.000211368j 1.23951e-17+0.00013805j 8.43386e-19-8.17163e-05j -2.21711e-17-9.28995e-05j 6.36669e-17+0.000122842j -1.04319e-17+4.51781e-05j 1.23974e-17-0.000147121j -5.70061e-18-1.03832e-05j 1.36799e-17+0.000130372j -1.10499e-17+3.91639e-05j -3.63939e-18+5.96612e-06j -6.79984e-18+7.63316e-06j -4.13943e-19-2.38201e-05j -2.61705e-18-5.88035e-06j -1.75828e-18+0.000123381j 7.64442e-18+0.000152078j -3.891e-18+2.74612e-05j 2.40173e-18-1.73553e-05j -1.71394e-17+0.000133982j 7.37396e-18-2.34268e-05j 2.08409e-17+0.000133885j -1.7362e-17-0.000119439j -2.15417e-17-0.000151239j 9.6069e-18-5.53713e-05j 3.73242e-17+7.21322e-05j 1.21758e-17-1.06894e-05j -1.16014e-16-1.54199e-05j 1.43233e-15-0.000234091j 1.83343e-17-0.000154935j 3.24845e-16+0.000344492j 9.07887e-17+0.000266167j 1.02081e-16+0.000301255j -1.54126e-17-4.87086e-05j 3.08647e-17+0.000120033j -2.40241e-16-0.000738863j -4.18928e-17-0.000208526j 1.13206e-16+0.000369626j -3.41399e-17-0.000101645j -2.26341e-17-8.73702e-05j 1.83809e-15-0.000499659j -1.7246e-16-0.000512494j -1.05e-16-0.000462026j 4.05189e-17+0.000288084j 3.67174e-17+0.000154012j -3.17438e-17-0.000134045j 3.85034e-17+0.000266333j -1.04529e-16-0.000288119j -1.61541e-16-0.000755423j -1.91587e-16-0.000446506j -5.38966e-17-0.000228293j 1.21471e-16+0.00024206j 4.3557e-17+7.66703e-05j -8.52083e-17-0.000227694j -2.56855e-17+4.69202e-05j -2.32131e-16-0.000694282j 1.67746e-16+0.000508186j 1.14337e-16+0.000276475j 2.55793e-17+0.000125021j 3.48769e-17+0.000142553j -7.96161e-17-0.000243346j 3.89647e-17+0.000154556j -2.2554e-16-0.000753657j 5.94582e-17+0.000203632j -5.80641e-17-0.000198232j -5.33705e-17-0.000178973j 1.34086e-16+0.000450429j 2.62927e-17+0.000109929j -1.72014e-16-0.000136812j 4.38211e-16+0.000196254j 
4.29087e-16-0.000694333j 2.28909e-16+0.000159449j 1.91232e-18+0.000613145j 2.12791e-17+0.000186626j 4.05946e-18-0.000456861j -8.28415e-18+0.000460188j -4.0931e-18+0.000159952j 3.34691e-17+6.48227e-05j 6.58409e-17-0.000170432j -3.35389e-17+0.000832609j 1.34743e-17+6.44855e-05j 4.92065e-18-0.000377533j 2.94256e-18-0.000372523j -1.60747e-17-0.00010905j -7.21021e-18-0.000184214j -7.15378e-18+4.08445e-05j 2.57839e-17+9.39815e-05j -2.57883e-18-0.000630339j 3.53225e-19-0.000503789j -8.2436e-18-0.000215745j 1.24414e-17+0.000199017j 6.7853e-17-0.000374183j 2.27743e-17+0.000270224j -2.58814e-17-0.000338668j -2.75523e-17+5.65739e-05j -2.19256e-17+0.000212884j -1.68326e-17+0.000288314j -3.7804e-18+0.000396797j 2.70579e-16+8.06897e-05j -3.84116e-15-0.00061616j -1.31548e-15+0.000221553j -8.61359e-17-6.40834e-05j 1.92372e-16+0.000232816j 3.17334e-17+0.000272512j 4.38497e-17+0.000214415j -8.12994e-18+7.10775e-05j -3.45161e-18+0.00035737j -9.10748e-17-0.00061323j 1.14416e-17-0.000396664j 3.58265e-17+0.000329765j -1.64863e-17+8.84028e-05j -6.21713e-18-0.000137222j 2.2554e-15-0.000581027j -6.92937e-17-0.000334419j -1.60091e-17-0.000111655j -2.54244e-17+0.000524254j 1.05633e-17+0.000154584j 5.04292e-18-0.000420957j -1.32179e-17+0.000267605j -4.32371e-17-0.000197974j -3.34829e-17-0.000606843j -9.01383e-17-0.000423619j -1.19341e-17-0.000201644j 7.05498e-17+0.000129267j 1.79894e-17+0.000319186j -2.17721e-17-0.000196579j -2.6508e-17+0.000386961j -7.60071e-17-0.000758127j 5.46056e-17+0.000485286j 5.59699e-17+5.07112e-05j -6.27006e-18+0.000284666j -5.80733e-18+0.000242518j -4.06214e-17+2.23311e-05j -4.83873e-19+0.000345025j -8.34118e-17-0.000536305j 9.57754e-18+0.00037556j -5.31692e-18-0.000460512j -1.11192e-17-0.000301944j 4.4683e-17+0.000301471j -8.13364e-18+0.000387949j -3.66259e-16-1.27261e-05j 1.03165e-15+0.000648534j 
2.36729e-16-0.00027597j 5.17091e-17-4.82228e-05j -1.73254e-17+0.000207797j -8.98702e-17-0.000109074j -1.70592e-17-0.000200042j -2.57195e-18+0.000175052j 3.1082e-17+0.000131651j -6.31589e-17-7.0321e-05j 1.97897e-17-7.37762e-05j -1.9855e-17+0.000292328j 9.1233e-18+3.67833e-05j -1.92587e-17-0.000170806j 1.40057e-17-0.000114604j 5.34335e-18-1.64656e-05j 8.10522e-18-4.7719e-05j -1.92962e-20+1.13087e-05j 3.81126e-18+2.03396e-05j 2.88719e-18-0.00021597j -1.27186e-17-0.000199818j 5.29889e-18-5.8483e-05j -3.09655e-18+5.7552e-05j 1.63752e-17-0.00016554j -1.09961e-17+4.32049e-05j -3.1155e-17-0.000155703j 2.43561e-17+7.69174e-05j 3.19111e-17+0.000153443j -1.69149e-17+4.99459e-05j -5.57729e-17+3.78235e-05j 8.61467e-17+7.45984e-06j -1.30064e-15-0.000215058j -4.30278e-16+7.0994e-05j 4.78509e-17+0.000128013j -2.76376e-16-0.000212792j -1.12106e-16-7.02353e-05j -1.37126e-16-0.000226327j 2.87922e-17+0.000132649j -4.05837e-17+0.000134547j 3.21595e-16+0.000414919j 7.27576e-17-6.77482e-05j -1.56384e-16-0.00017711j 5.21951e-17+0.000184828j 2.74384e-17-1.93512e-05j -4.30726e-16+0.000158078j 2.28464e-16+0.000346276j 1.94175e-16+0.000467076j -9.2287e-17+5.54394e-05j -5.70037e-17-6.69639e-05j 4.41796e-17-0.0001517j -9.10837e-17-0.000113512j 1.34485e-16+0.000192885j 2.76578e-16+0.000438223j 2.21463e-16+0.000228734j 8.70845e-17+0.000121291j -1.28795e-16-0.000186445j -3.42734e-17+0.000148062j 1.16332e-16+0.000122701j 2.31077e-17+0.000234965j 3.06274e-16+0.00025397j -2.24927e-16-0.000228483j -1.42525e-16-0.000292659j -4.58547e-17+4.24018e-05j -5.85867e-17+1.0059e-05j 1.08445e-16+0.000285509j -5.67935e-17+7.11991e-05j 3.16201e-16+0.000485122j -8.0488e-17+4.09839e-05j 8.04247e-17-8.18912e-05j 7.6381e-17+1.77798e-05j -1.92127e-16-0.000302397j -4.31287e-17+0.000110263j -2.14414e-17+0.000137827j 1.6681e-16+0.000199044j 
1.31053e-16-0.000109672j 3.32172e-17-1.88362e-05j -1.35294e-17+0.000153567j -1.43455e-17-5.51498e-05j -2.22771e-18-0.00016575j -6.62184e-18+0.000137509j -2.70592e-18+7.19765e-05j -1.68087e-17-4.24394e-05j 2.12427e-17-5.81364e-05j -1.38761e-17+0.000253658j 1.01402e-18+1.59448e-05j -4.04245e-18-0.000145776j 5.90483e-18-0.000100647j -6.51876e-18-2.9807e-05j 9.38827e-19-4.45155e-05j 2.27102e-18+2.32982e-05j 9.03211e-18+2.48025e-05j -2.93523e-18-0.000200568j -6.85715e-18-0.000187206j -3.29901e-18-6.29419e-05j 2.1761e-18+5.23791e-05j 2.23425e-17-0.000148225j 1.30352e-17+7.86445e-05j -1.67156e-17-0.000140626j 3.27925e-18+7.20094e-05j 3.53492e-19+0.000117482j 7.56719e-18+0.000101723j -1.22092e-17+5.56486e-05j 5.24041e-17+2.69367e-05j -6.67977e-16-0.000111675j -1.10529e-15+0.000188675j -5.40949e-17+4.97822e-05j -8.11662e-17-0.000101709j -3.84804e-17-7.38408e-05j -4.26316e-18-7.72295e-05j -2.16045e-17+2.0396e-05j -4.95165e-17-5.5771e-06j 4.49993e-17+0.000196128j 4.79218e-17+3.46529e-05j -2.88042e-17-9.8482e-05j -2.04821e-17+4.62589e-05j 2.0133e-17+2.04512e-05j -4.01615e-16+0.000113969j 2.14264e-17+0.000148094j -2.73692e-17+0.000151528j -5.09603e-17-4.60382e-05j -9.38495e-18-3.78387e-05j 5.32775e-17+5.80955e-07j -1.17079e-17-6.58557e-05j 1.41018e-17+8.0929e-05j 1.93925e-17+0.000202962j 4.30395e-17+0.000108857j 9.66937e-18+5.87867e-05j -1.52973e-17-7.27818e-05j -5.04577e-17+7.69476e-06j 1.96467e-17+5.94925e-05j -4.65053e-17+2.55123e-05j 7.41396e-17+0.000164305j -4.56013e-17-0.000129973j 5.76379e-18-9.21975e-05j -2.60393e-17-8.39266e-06j -2.59273e-17-2.36046e-05j -1.55262e-17+9.33256e-05j -4.02423e-17-1.63437e-05j 2.75287e-17+0.000210894j -4.43018e-17-3.15725e-05j 4.96526e-17+1.4006e-05j 2.46414e-17+2.37031e-05j -1.44804e-17-0.000128524j -3.70049e-17+1.42519e-05j -1.58851e-18+5.05181e-05j -7.74481e-17+1.29531e-05j 
-1.66776e-15-0.000306453j 1.43119e-15+0.000221051j 7.13345e-16+0.000127587j 2.24913e-15+0.000363134j 4.1186e-16+5.64609e-05j 1.25909e-16+3.021e-05j -4.96075e-16-7.49695e-05j 1.28052e-15+0.000198263j 9.04047e-17+1.0834e-05j 1.96877e-16+4.8449e-05j 4.88628e-17+9.72969e-06j 4.98132e-16+7.20148e-05j -3.35515e-16-6.09834e-05j -1.24962e-16-2.17801e-05j -2.70625e-16-4.69001e-05j -1.65961e-16-2.60884e-05j 1.08076e-16+1.94146e-05j -1.58927e-17-1.51463e-05j 4.83616e-16+6.83239e-05j -1.3012e-16-2.49906e-05j 2.06988e-16+3.73814e-05j 5.24158e-16+8.04229e-05j 2.21139e-16+4.03631e-05j 6.14985e-16+9.19393e-05j -1.00587e-15-0.000160922j -9.73586e-16-0.00015218j -7.09283e-17-6.15723e-06j 1.36965e-15+0.000228212j 1.26613e-16+4.26997e-06j -2.9162e-15-0.000241665j 2.44787e-19-0.000312574j -1.37242e-15-0.000233784j 3.86533e-15+0.000563744j 3.02792e-15+0.000486856j 3.01628e-15+0.000483401j -1.58128e-16-2.30925e-05j 1.97996e-15+0.00032744j -7.76821e-15-0.00124958j -2.79982e-15-0.000463548j 3.96293e-15+0.000640001j -5.92807e-16-9.08099e-05j -1.12921e-15-0.000184388j -2.0224e-15-0.000922959j -5.16402e-15-0.00082672j -4.01264e-15-0.000651786j 3.73414e-15+0.000622996j 1.67133e-15+0.000272949j -2.23847e-15-0.000371453j 2.84814e-15+0.000472775j -2.93162e-15-0.000467755j -7.75033e-15-0.0012684j -4.88472e-15-0.0007748j -2.39576e-15-0.00039117j 2.42602e-15+0.000376498j 1.54739e-15+0.000250274j -2.42574e-15-0.000388508j 1.3977e-15+0.000243917j -7.81064e-15-0.00125999j 5.53826e-15+0.000892284j 2.44313e-15+0.000382087j 1.74452e-15+0.000289919j 1.81409e-15+0.000298862j -1.97569e-15-0.000311435j 2.19769e-15+0.000362433j -7.65463e-15-0.00123396j 2.7028e-15+0.000442131j -2.83698e-15-0.000466387j -2.23499e-15-0.000365352j 4.52207e-15+0.000729038j 1.86252e-15+0.000310775j -1.50832e-15-0.000188174j 4.24994e-15+0.00054471j 
-1.14329e-15+0.000342343j -2.84697e-16+7.69659e-05j 1.90862e-16-5.04253e-05j -2.6036e-16+0.000128319j -6.19023e-17+5.23858e-06j 1.05743e-16-2.25514e-05j 2.8539e-16-0.000117229j -1.08297e-16+5.99229e-05j -4.21819e-17+1.03414e-05j 1.71958e-17+3.44536e-05j 1.06911e-16-4.34718e-05j -2.16217e-17-6.90433e-06j 2.30771e-18-1.95953e-05j 9.59184e-17-4.97199e-05j 1.8462e-17-1.72653e-05j -9.06287e-17+4.02302e-05j -4.39063e-17+2.48479e-05j 7.48883e-17-6.38234e-05j 8.10052e-17-5.913e-05j 7.68122e-17-4.4457e-05j -1.2479e-17+1.5758e-05j 2.05338e-17-2.69429e-05j -2.6965e-16+0.000130775j 2.78549e-17-2.80177e-05j -3.31575e-17+1.46795e-05j 1.09037e-16-3.94579e-05j -3.92316e-16+0.000180564j -1.50498e-16+8.61508e-05j -2.14752e-16+6.25805e-05j 6.22081e-16+0.000187816j -3.03162e-15+0.000371314j 2.97108e-16-0.000184205j -3.92995e-16+0.000259508j 1.0278e-16-1.77146e-05j -7.93242e-16+0.000362221j 6.34282e-16-0.000271745j 8.27709e-16-0.00033395j 1.07633e-15-0.000521449j -6.3158e-16+0.000246316j -3.58731e-16+0.00018447j 7.59519e-16-0.000328455j -2.44949e-16+9.90246e-05j 5.8599e-16-0.000106968j 1.00214e-15-0.000469322j 1.70498e-15-0.00075078j 6.2089e-16-0.000240383j -1.42753e-16+6.97546e-05j -8.90524e-16+0.000359232j -2.35687e-16+0.000113682j 5.60799e-16-0.000266552j 1.23448e-15-0.000560284j 5.55514e-16-0.000290302j 3.20405e-16-0.000149584j -5.65221e-16+0.000269573j 8.25908e-16-0.000332387j 2.77922e-16-0.000150831j 1.15551e-15-0.000496506j 3.35195e-16-0.00021526j -4.27789e-16+0.000233106j -1.05823e-15+0.000477132j 3.02275e-16-0.000114202j 2.27101e-16-7.85322e-05j 1.03415e-15-0.000451702j 5.2784e-16-0.000205851j 1.40645e-15-0.000651687j 4.59501e-16-0.000171388j -5.80909e-16+0.000219442j -6.08857e-17+5.30093e-06j -8.91417e-16+0.000412688j 5.49506e-16-0.000214591j 6.51573e-16-0.000203848j 5.12814e-16-0.000426737j 
