-0.0289816+0.054201j 0.0499496+0.0340231j 0.0490404-0.0412084j -0.0361105-0.0398163j 0.00692381+0.0042516j -0.00409564-0.00479689j -0.0127942+0.00301181j 0.0152565+0.02328j -0.00536324-0.0100032j 0.00485935+0.00424316j 0.00429422+0.00361674j -0.00552647+0.018461j -0.0028771+0.00710257j 0.0153854-0.000162617j -0.0118558-0.0103771j -0.0039875+0.00290028j -0.00491839-0.0102938j 0.000326162-0.000413596j 0.0177517+0.0105724j 0.0211414-0.0107933j 0.00349498+0.0031685j -0.00208976+0.00334556j -0.00551093-0.00348199j 0.00553802-0.0190788j 0.0097962+0.000557843j -0.00123437-0.0033018j -0.000837177+0.00923062j -2.14452e-05-0.000674121j 0.00274272+0.00620162j 0.000469453-0.00473572j 0.0262064-0.0209385j 0.0234119+0.00738148j -0.00244873+0.00297342j -0.0144731+0.0107865j 0.0136472-0.00273329j -0.019146+0.00906399j -0.0073209-0.00477753j 0.0121648+0.00926294j -0.0134389-0.00372077j -0.00984979+0.00438182j 0.00541045+0.00180883j -0.000968686+0.00410033j 0.00658456+0.0136725j -0.00586601-0.00159164j 0.00892124+0.00454371j 0.00109422-0.00191861j -0.0039859-0.00498741j -0.00221955-0.006522j 0.000594478-0.00254033j 0.002395-0.00128072j -0.00464386-0.000481078j 0.00752694+0.00636327j -0.0024383-0.00304675j -0.0154182-0.00855328j -0.00195101-0.0052592j -0.00757199-0.0168092j -0.00314844-0.00925475j 0.00276858+0.00979245j 0.00451294-0.0012574j -0.0239609-0.00263695j 0.00191977+0.001296j -0.00338459-0.00683974j -0.0159505-0.0229829j 0.0124207-0.00126353j 0.00949841+0.00662932j 0.0178138-0.00690226j 0.00542822+0.00481735j 0.00480238+0.00954867j -0.0114982+0.0071292j 0.00482448-0.00512271j 0.00288724+0.0152094j 0.0100567+0.0037003j -0.00215291+0.0115754j -0.00157345-0.000366836j 0.00793762-0.00128904j 0.00484353+0.00300458j -0.0143536-0.00622355j 0.00189647-0.0282827j 0.0167546+0.000765981j -0.00123654-0.00415829j 0.0105904+0.0169449j -0.0296169+0.000167239j -0.0172532+0.00373924j 0.00706247+0.0300021j 0.00362778+0.0272516j -0.00853364+0.00127282j -0.00450854+0.011855j -0.0113628+0.00299483j -0.0294705+0.0384917j -0.0401314-0.0287389j -0.0612182+0.00407868j 0.000945087-0.0632483j 
-0.00194912+0.00228383j 0.00139847+0.000797675j 0.00790963-0.00381127j -0.00349372-0.00717083j 0.00014336-0.00284962j -0.00947111-0.00115251j 0.00266854+0.00385163j -0.00195608+0.0058616j -0.00136472-0.000394889j -0.0011022+0.00268141j 0.00525516-0.000525818j 0.00374083-0.00199499j 0.00216295-0.00439144j -0.00502113-0.000105942j -0.00292227-0.00246707j -0.00112749+0.000103628j -0.00213409+0.00395273j -0.00145328-0.000722399j -0.00285756+0.000263817j 0.00135441-0.00266309j -0.00311921-0.00148162j 0.000249436-0.00169558j 0.00178514-0.000732376j 0.00301341-0.00106591j -0.00206787-0.00219756j -0.00140035-0.00466119j 0.00247593-0.0048657j -0.00461281-0.00114825j 0.00253803+0.00634019j 0.00387093+0.00374458j 0.000981625-0.000771703j 0.000127157-4.76651e-05j -0.0018841+0.00216277j -0.00201162+0.00574187j 0.00113583-0.0026939j -0.00161409+0.00111459j -0.00166227-0.00109784j 0.00149632+0.00590772j -0.00331727-0.00430669j -0.000427081+0.00193824j 0.000554958+0.00307088j -0.0034299-0.00773537j 0.00569204+0.00138792j -0.00034478+2.55347e-05j 0.000573416+0.000774994j 0.00170179-0.000999301j -0.00152829-0.0015685j 0.00265987+0.0010037j 0.00216849-0.000590803j 0.00287762+0.000562628j -0.00289467-0.000347767j 0.00177747-0.00297416j 0.00410086-0.000901555j 0.0013992+0.00113896j 0.00294156-0.00199884j -0.00111406-3.22577e-05j 0.000666596+0.00154372j -0.00621581+0.00276325j 0.0013289-0.000117784j 0.000117923+0.00687882j 0.00237509-0.00437959j -0.00137066-0.00264195j 0.000547881-0.00537931j 3.71451e-05-9.38362e-05j -0.00312459-0.00315255j -0.00366742+0.000787574j 0.00213725-0.00417038j -0.000686828+0.00112059j 0.00677405+0.00205123j -0.00230534-0.00387702j 0.00226533+0.00704963j -0.00157751+0.00362636j -6.03244e-05-0.000523962j -0.00220506-0.00284857j 0.00636762-0.000971774j 0.00171936+0.00225695j -0.00727647-0.00668945j 0.000715489+0.0010328j 0.00290054+0.00323758j -0.000696671-0.00324559j 0.00620423+0.00333886j 0.00465553-0.00364846j 0.000517108+0.00745782j -0.00705391-0.00315315j 0.0054128+0.00411559j -0.00323549-0.00334443j 0.0039167+0.00270755j -0.00152415+0.00200258j -0.00665409+0.0044288j -0.00438937-0.00103725j -0.00272943+0.00186761j -0.000463657-0.0021981j 
-0.00359695+0.00839709j 0.00822431+0.0033811j 0.00525131-0.00360543j -0.0063602-0.00390679j -0.00274744-0.00346107j -0.00133701+0.00317228j -0.00478158+0.00031509j 0.00461023+0.00295766j -0.000180701+0.00103265j 0.00117083+0.00423312j -0.00331124+0.000106243j -0.00625867+0.000534288j 0.00185035+0.00505383j 0.000397761-0.000468548j 0.00487696-0.00322402j -0.00129901+0.00301759j 0.00476449+0.0030408j -0.011436+0.00147413j 0.000585846-0.00195005j 0.00449848-0.000450179j -0.00329475-0.00273316j -0.00835032-0.00224311j -0.00399656+0.00138297j 0.00248683-0.0060952j 0.00160567+0.000316737j -5.84374e-05+0.00274722j 0.00439479+0.00164216j 0.000856877-0.000546931j -8.68417e-05+0.0016895j 3.66677e-05-0.0048941j 0.00191488-0.00571991j 0.00341001+0.00511005j 0.00206315-0.000566017j -0.00480652-0.00256195j 0.00725902-9.73359e-05j -0.00315386-0.00345669j -0.00526343-0.00281803j 0.00213921+0.000321604j 0.00368556-0.00393622j -0.00303001+0.000639061j 0.00150393-0.00508047j 0.00377677-0.00130661j -0.00114106+0.00443891j 0.000471196-0.00338756j 0.00257531+0.00244087j 0.00474919-0.000445615j -0.0027958-0.00111791j 0.00319416-0.00329544j 0.00184733-0.00252664j 0.00945107-0.00337512j 0.0038417+0.000288782j 0.00157975-0.00263529j -0.00197106+0.00261427j 0.00018111+0.00281487j -0.00283564-0.00707647j -0.0111985-0.00138915j 0.00231642+0.00232619j 0.0041479-0.0046836j -0.00348569+0.00334058j -0.00183399-0.00231619j -0.00599616+0.00446616j 0.00333329-0.0022405j 0.00201022-0.000343111j 0.000119674-0.00268465j 0.000912021-0.00705712j 0.0087249-0.00152591j 0.00356825+0.000448273j -0.00395192+0.00302608j -0.0026366+0.00322833j -0.00305202-0.0103105j 0.00211841-2.43026e-05j 0.000984398+0.00356383j -0.00675217+0.00121612j -0.00227778-0.00133601j 0.000271969+0.00325618j -0.00191501-0.000337886j -0.00406079+0.00215713j -0.00833543-0.00405839j 0.00314299-0.000911079j -0.00380175+0.00273753j -0.00497779+0.00604648j -0.000196833+0.00199625j 0.000647793-0.0030467j -0.00328739+0.00551179j -0.000592043+0.00649389j -0.00237379-0.00241858j -0.00322926-0.000576308j 0.00393349-0.0010565j -0.005636+0.00643449j 3.34368e-05-0.00112168j -0.00676306+0.00080709j 0.00149321-0.00620357j 
0.00108712-0.00422804j -0.00305978-0.00166723j 0.000354026-0.00242452j -0.0016841+0.000226992j 0.00431349-0.00575314j -0.00246071-0.00120027j -0.0014921+0.000344305j -0.00331787-0.00148878j 0.00689696-0.00383797j -0.00168124+0.00544637j 0.00165986-0.00122766j 0.00633423-0.00404204j 0.00300133-0.0022193j 0.00434109-0.000871937j 0.00160189+0.0014061j -0.000940881+0.00222886j 0.00080384-0.00148469j 0.000729879+0.00387707j -0.00392763-0.00122128j -0.00299605+0.00426917j -0.00188871+0.000977667j -0.00179454-0.00228551j -0.00349413-0.00502228j 0.000503195-0.00252921j -0.00311868+0.000411737j -0.00263877-0.0029532j 0.00204429-0.00316274j -0.00538861-0.000810272j 0.00276943-0.00318105j -0.00372191+0.000206208j -0.00430487-0.000350699j 0.00208961+0.000277664j 0.00298342-0.00564934j 0.000940022-0.00068492j 0.00159789+0.0017882j 0.00117018+0.000164083j 0.00741042-0.00669492j -0.00120001+0.00347372j -0.00190456+0.00119998j -0.00245973+0.00186391j 0.000376387+0.00208961j -0.00429047-0.00982432j -0.0019237+0.0015666j 0.00127667+0.00198361j 0.00386409-0.00181032j -0.00271796-0.000700765j 0.00154515+0.00435387j 0.00038693-0.00128241j 0.00310739+0.00232652j 0.00528695+0.0023113j -0.00022796+0.00289073j 0.00201225-0.00192276j 0.00276352+0.00058121j 0.00347681-0.00174008j -0.0050705-0.000486955j -0.0024966-0.00357737j 0.00182988+0.00130401j -0.0016633+0.000638594j 0.000910072-0.000300563j 0.00140089+0.00498593j 0.000389136-0.00130005j 0.00111697-0.000718722j -0.00306954-0.00764332j 0.00284755+0.00131475j -0.00568149+0.00180713j -0.00103452-0.000118315j 0.00154358-0.00432769j 0.00376762+0.00169276j -0.000622744+0.00118596j -0.00155413-0.00175127j 0.00119853+0.00109429j -0.00776123-0.000800158j 0.000923545-0.00617003j 0.00374516-0.00275636j 0.00309613+0.000800744j 0.00629399+0.00318325j -0.00878415-0.00550296j -0.00148674-0.000570238j -0.00327498+0.000473289j 0.000878146-0.005836j 0.00258747-0.00145812j 0.00319523+0.000127011j 0.00336958+0.00813068j -0.00496606-0.00360879j 0.0068502-0.00404467j -0.00239262-0.00240546j 0.00392118+0.00182254j 0.00377305+0.00297978j -0.000768257+0.00107875j 0.00128094-0.00433823j 0.00158532+0.00110785j 0.0012525+0.00117304j 
0.00437521-0.00273878j -0.0032388-0.00390409j 0.00218797+0.00374771j 0.00539967-0.00289963j -0.00151798-0.00642675j -0.00578308+0.00173271j 0.000384716-0.00254065j 0.000710815+0.000452074j 0.00351561-0.0020464j 0.00152456+0.00471657j 0.00332285+0.00173999j 0.00166977+0.000486519j 0.00248676+4.40386e-05j -0.00134956+0.00353405j 0.000244384-0.00149979j 0.00226132+0.000152135j 0.00124172+0.00190438j 0.000644148+0.00069308j -0.00187091+0.000284117j -0.00127875+0.000278902j -0.000132762+0.00182743j 0.00164989-0.00135949j 0.00179473+0.00124799j -0.00242178+0.00328819j -0.00511422-0.00366438j -0.00155257+0.00157383j 0.00305333+0.00315645j 0.00193485+0.000246531j 0.004019+0.000981641j -0.00391703-0.00348469j -0.0024193+0.00237113j -0.00166015+0.00218391j 0.000974317+0.00261614j -0.00148641-0.00253364j -0.00121913-5.9825e-06j 0.00139567-0.00446682j -0.00121883-0.00428786j 0.001532+0.000707564j -0.00232717-0.000271887j -0.00267343+0.00131961j -0.00239429-0.00323786j 0.00127157+0.00335594j 0.00454428+0.00389892j 0.000737106-0.00250656j 0.00229447+0.00195925j -0.00193633-0.00390964j 0.00219209+0.00118059j 0.000905312-0.00236463j -0.000651945-0.000256976j -0.000925647+0.00108917j -0.000636043-0.000197216j -0.00239505-0.00551223j 0.00230072+0.00909054j 0.00238827-0.000128268j -0.000556982-0.00428239j 0.00987705-0.00180147j 0.000667682+0.0049504j -0.0032831-0.000157504j 0.00111826-0.00173581j 0.00135946+0.00287745j 0.000346018-0.0063342j -0.000188864-0.00293895j -0.00234492-0.00306497j -0.00421871-0.000284977j -0.00217251+0.0046825j -0.0098417-0.00395181j -0.00022318-0.00253771j -0.00183572+0.0052408j -0.000856332+0.00655881j 0.00042079+0.00258575j -0.000947319+0.0075955j 0.000578598-0.000850054j -0.000393694-0.000885903j -0.00258374-0.00388206j 0.00399177+0.000605247j -0.00386911+0.00362783j -0.0114022+0.00116218j -0.00122821+0.00690546j -0.00211988-0.0068404j 0.00455416-0.00381611j 0.00146807-0.000488177j 0.00647863-0.00270864j 0.00417738+0.00180636j -0.0038222-0.00409313j 0.00158899-0.00277345j -0.00270499+0.00199257j 0.0112123+0.00185387j -0.000350263+0.00464223j -0.00280295-0.0019069j -0.00139993-0.00845131j 0.00138192+0.00474096j -0.0047239+0.0010717j 
-0.00159999-0.000939934j -0.000425152+0.00127497j 0.00118351+0.000113662j 5.53135e-05-0.00533167j 0.00276511-0.00215171j -0.00428817+0.000894336j 0.00265962-0.00206621j 0.000545394+0.000281597j -0.000302323+0.00769519j -0.0010433-0.00122325j 0.00516688-0.00481799j -0.00163856+0.00308253j 0.00143166-0.00286084j 0.00523792-0.00600988j -0.00258042+0.004154j 4.95615e-05-0.00656791j -0.00154152-0.00558937j -0.00110027-0.00374868j -0.00579466+0.00965136j -0.00270326-0.00463801j 0.000815985-0.00276548j -0.00510881-0.000439486j -0.000325176-0.00185471j -0.00136007+0.00439255j -0.00297927-0.00373726j 0.00467882+0.00256873j -0.000469577-0.000210977j -0.00360993-0.000146582j 0.0013477+0.00286325j -0.000615394-0.00386661j 0.00558805+0.000700094j -0.00740192-0.00244142j 0.00531108+0.00618733j -0.00539069+0.00068726j -0.00133327-0.00178574j 0.00126929+0.000825194j -0.00674842+0.010454j 0.00525675-0.00266133j -6.65771e-05+0.000680491j -0.0069982-0.0055766j 0.0047548-0.00242922j -0.00185181+0.0013385j 0.00279977-0.0129294j 0.00076336-0.00270501j -0.00127137-0.00496722j 0.00142802+0.00372475j -0.00709881-0.00996596j 0.00164783-0.000310319j -0.00364251-0.00149317j 0.00257783-0.00255534j -0.0037846-0.0003952j -0.00424502-0.00293828j 0.000989372-0.00220791j -0.000364017+6.24354e-05j -0.0023693+0.00016382j 0.00373223-0.0010374j 0.00354127+0.00137214j 0.00059432+0.00367848j 0.00501967-0.000173429j -0.000988705+0.00165368j 0.00287298+0.00324293j 0.00246846-0.00194514j 0.00130102-0.00677372j -0.00228036-0.00954126j 0.000731286+0.00054322j -0.00197104-0.00415114j -0.00181056-0.000178557j 0.00369148-0.00104352j -0.00180837+0.00196771j 0.00380986-0.000256719j -0.000306879+0.00306478j 0.00550539+0.00012926j 0.00415575-0.00230729j -0.00144906+6.80685e-05j -0.00289122-0.00204029j -0.00172954+1.1411e-05j -0.00145353+0.000374457j 0.00375209-0.00604962j 0.000675631+0.00118032j -0.00101704+0.000450964j 0.00152445+0.00569098j 0.00106435-0.000595925j -0.00123122+0.00217838j -0.00126101-0.0017835j 0.00204765+0.00442427j -0.00381019+1.97343e-05j 0.00266516+0.000471028j 0.00371257+0.000485687j 0.00148158+0.00194142j 0.00246657+0.00127554j 0.00206259-0.000556523j 0.00208564+0.00207158j 
-0.00192129-3.8389e-05j 0.000250911+0.00325693j -0.00236429-0.0019868j -0.00389403-0.00159038j 0.00673863-0.00254119j -0.00261887-0.00175944j 0.00180644-0.00124112j -0.00118415-0.000280898j -0.000488021+0.00252201j 0.0031262+0.00491668j 0.00107805-0.00273837j -0.0020969+0.000294788j 0.000729169-0.000154219j 0.000377958-0.00276251j 0.00210865-0.000641793j 0.00202379-0.00747765j -0.000510252+0.00208787j -0.000984501-0.00226195j 0.004571-0.000880923j 0.00414016-0.00244771j 0.00360996-0.00361583j 0.00193576+0.00139568j -2.26932e-05+0.00306294j -0.000657544-0.00259161j 0.00254392-0.00287872j 0.00205277+0.000631079j 0.00255156-0.00291005j 0.00304478-0.00267418j 0.000676156+0.00360219j -0.000616034-0.00310593j 0.00225929-0.00202324j 0.0011296+0.00260559j -0.000667595-0.00221745j -0.00380291-0.00123178j -8.47808e-05-0.00675385j -0.00279809+0.00160338j -0.00235813+0.00269082j 0.00256382+0.00145322j -0.0021999-0.00656846j 0.00021353-0.000116846j -0.00458176+0.000489527j -0.00385226-0.00347263j -0.00476593+4.7107e-05j -0.00179927-0.00161758j 0.00289447-0.000900855j 0.000997585-0.00405643j -0.00283458+0.00350842j 0.00508678+0.000793781j -0.000937871+5.72962e-05j 0.00385026+0.00397559j 0.00258437-0.000984466j -0.00393157-0.00396263j 0.00174301+0.0040904j 0.00276416+0.00124784j -0.00341016-0.00348992j -0.00508343-0.00021929j 0.00498608+0.00133272j -0.00116514-0.000835005j -0.00191659+0.000988547j -0.000877205-0.000446379j -0.00447934+0.000948001j 0.0036893-0.00322625j 0.00281877-0.00262523j 0.00213852+0.00153262j -0.00513449+0.00170076j 0.00450822-0.000653018j 0.00352172+0.000907375j -0.00229873-0.00221276j 0.00430734-0.00145238j -0.0022965+0.00179446j 0.00371222+0.00235022j -0.00286897-0.00181501j -0.00075348+8.1223e-05j -0.00219052+0.00130024j 0.00277811-0.00188718j 0.00486047-0.000715018j -0.00443693-0.00099201j -0.00406142-0.0016213j 0.00494138+0.00321165j -0.00415018-0.00380612j -0.000470821-0.00164776j 0.000516736+0.00310191j 0.0046568-0.000542469j -0.00521708+0.00162079j 0.00285581+0.000704797j -0.00264682-0.00454565j -0.000671792+0.000461881j 0.000768124+0.0018896j -0.00226986+0.0051552j -0.00464295-0.000608716j -0.000981674-0.0024336j 0.00159915-0.000810047j 
0.00129792-0.0130229j -0.0124136-3.39565e-05j -0.0119075-0.00079964j 0.00500423+0.00815942j 0.00441056+0.00492254j 0.000277847+0.00251615j 0.00227342+0.00695261j -0.000626563-0.00678494j 0.0034201+0.00194094j -0.00236085+0.00265725j -0.00333379-0.00518929j 0.00848404-0.00193455j -0.000223939+0.00143971j -0.0055288+0.00366818j 0.00434035+0.00593718j -0.000266239-0.000677453j -0.000104091+0.00270457j -0.00179506-0.00361637j -0.00015683-0.00559055j 0.00334728+0.00422377j 0.00446184+0.00109319j -0.00236836-0.00136065j 0.000917571+0.00267761j 0.0028639+0.00556412j -0.000269998+0.00277941j 0.001787-0.000809838j 0.0076292+0.00141997j -0.00333558-0.00511922j 0.00273418+0.000350868j 0.00092543+0.0023304j -0.00843188-0.00074196j 0.00122254+0.00225122j -0.00354418-0.00221798j 0.00347885-0.00354218j 5.426e-05+0.000275007j 0.00337573-0.00830194j 0.00359718-0.00848929j -0.00308613-0.00176861j 0.00205851+0.00460904j 0.00255645-0.00176879j 0.00263283+0.000500593j -0.00164484-0.000589275j 0.000444444-0.000798089j 0.00232526+0.00354973j -0.00231189-0.00193351j 0.00046544+0.00428146j 0.00457145+0.000344759j 0.00123071+0.00187377j 0.00363228+0.00196957j 0.0027193+0.00278152j 0.0051079-1.11234e-05j -0.00673373-0.00221689j 0.0059097-0.000733746j 0.00350894+0.00185664j 0.00295606+0.00598053j 0.000213006+0.00293288j -0.000685067-0.00416871j 0.00119388+0.00229609j 0.00150273-0.00290412j 0.00557919-0.00254407j -0.00452706+0.00266362j 0.00305566-0.00121277j 0.00389277-0.00150634j -0.00314928-0.00167711j -0.000595131-0.000773935j -0.00239701-0.00105456j -0.00200431-0.0010504j 0.000704808+0.00144938j 0.00273315-0.00119724j -0.000508153-0.00178881j 0.00162321-0.00100263j -0.00463313-0.000797945j 0.00546075-0.00215j -0.00507622+9.93779e-05j 0.000938514-0.000549621j 0.00145331+0.00359687j -0.00066644-0.00129598j 0.0036589+0.00354893j -0.000525796-9.96678e-05j -0.00677032+0.00187692j -0.00394173-0.00133535j -0.00158944+0.00412459j 0.00280207-0.000555446j -0.0011958-0.00496058j 0.000563329-4.24107e-05j -0.00310921-0.00257551j 0.00188088+0.0015882j 0.00108496-0.00281335j 0.00820995+0.00164341j 0.00356904+0.0052635j 0.011335-0.00516606j 0.00476621+0.0127012j 
0.00218571+0.00338531j 0.0041023-0.00214581j -0.00358632+0.00128864j 0.000990111-0.00249754j -0.00425307-0.00179556j 0.00218181+0.000667929j 0.000228119+0.000131566j -0.000907721+0.000418505j 0.000480381-0.00329786j 0.00132092-0.00154499j -0.00451088+0.00412554j 0.00126856-0.000586903j 0.00327718+0.00109679j 0.00720158-0.00382468j -0.000499988+0.00175308j -0.000420098+0.000497982j 0.000823912-0.00132711j 0.002727+0.00022676j -0.000471905+5.67321e-05j 0.00353907-0.00157693j 0.00282347-0.000203049j 0.00227124+0.00176363j 0.000422053-0.000746321j 0.00294049-0.00118029j -0.000285954+0.00131433j -0.00237108+0.00162167j -0.000103101+0.00206684j 8.14199e-05+0.00140888j -0.00198808-0.000176287j -0.00780606+0.000603554j -0.00202556-0.00334042j -0.00410617+0.00387602j -0.00358696-0.000474641j -0.0010091-0.00103102j -0.00452493+0.00202913j -0.00260367-0.000217018j 0.00045713+0.00233837j -0.00063672-0.00376888j 0.000267353+0.00219107j -0.00552285+0.000581538j -0.00079912-0.00203071j 0.00180988+0.000863811j -0.000963093-0.00346533j -0.00119228+0.00215916j 0.00110994-0.000663713j -0.000461215+0.000733614j -0.000153046-0.00177095j -0.00133396+0.00292727j -0.000976995+0.000487953j 0.00119678-0.00119339j 8.69011e-05+0.00159395j 0.00467593+0.00168645j -0.00304419-0.00217191j -0.000956754+0.000485892j -0.00473294-0.000376289j -0.00453166-0.000557636j -0.0013566-0.00176823j -0.00227877+0.00177802j 0.00478206-0.00450567j -0.0034085-0.00310392j 0.00194751-0.000828393j 0.00188039+0.00548586j 0.00105434-0.00555038j 0.00494074-0.00165236j 0.00089021-0.00310477j 0.0015745+0.00256536j 0.00643041+0.00327103j -0.00206678-0.00207696j -0.00625766+0.00113888j -0.000448794-0.000289417j -0.00382468-0.00159526j 0.00432473+0.000914084j -0.000338003+0.00421334j 0.00404189-0.0025451j -0.00631151-0.00305371j -0.0024655-0.0017969j 0.0075282+0.00262084j -0.00208518-0.00284535j 0.00214221-0.00425925j -0.00110709+0.00293558j 0.000451763+0.00187702j -0.00666719-0.00422663j -0.00745551+0.00039161j -0.00110955+0.0013343j -0.000560115-0.000137208j -0.00327825-0.00344938j -0.0036327-0.00126249j 0.000167847-0.00292885j 0.000103599-0.00554518j 0.00234139+0.000665323j -0.00252526+0.000814039j -0.000381938-0.00253585j 
-0.00187895+0.000102398j 4.07414e-06+6.69956e-05j -0.00138951+0.000647377j 0.000692349+0.00533224j -0.000550344+0.00159951j 0.0011384+7.99715e-05j -0.00141282+0.00339273j 0.000114678+0.000463237j -0.00132449-0.00155875j -0.000414607+0.000150156j -0.00085974+4.93214e-05j -0.0024125-0.00292261j -0.000831769+0.000573453j 0.00368207+0.000943884j -0.000116577+0.00476275j 0.00352701+0.00329145j 0.000137237-0.000185404j -0.000537904+0.00168538j 0.00604538-0.00520928j 0.00207206-0.00279635j -0.00586748-0.00136076j 0.00335229-0.00116384j -0.00178867-0.00133953j 0.00158484-0.00288383j 0.00161915-0.00225582j -0.00249269-0.00131238j -0.00115277-0.0013307j -0.00383364+0.00296417j 0.000161963-0.00176097j -0.000949144+0.00104892j 0.00488867+0.00165115j 0.000277606+0.00504183j -0.0022246+0.00257544j 0.00122863-0.00355532j 0.00124722-0.000224688j -0.000962579-0.00502587j 0.00164713-0.00267421j -0.00481413+0.000666762j -0.000181918+0.00360018j 0.00353455+0.000546834j 0.0061131+0.00203843j 0.00232781+0.00101213j 0.000322119+0.000988824j 0.00115117+0.00341472j -0.00772226+0.000750819j -0.00215316-0.00122076j 0.00281377+0.00254941j -0.00109235+0.0017832j -0.00248929+0.00146726j -0.00493601+0.000305477j -0.000446157-0.00245925j 0.000927142+0.00154441j 0.00271753+0.00407213j -0.00239911+0.00275311j -0.00111189+0.00555183j 0.000857696-0.00156412j 0.00415209-0.00605062j -0.00269224+0.00173851j 0.00109603+0.00404803j 0.000953176+0.00153282j 0.00450206-0.00476951j 0.000496893-0.000463081j -0.000349167+0.0012427j -0.000836555-0.00163154j 0.00507164+0.00186529j -0.00498149+0.00084702j -0.000833899+0.00214581j 0.000340338+0.00129274j -0.000543289+0.00169633j -0.00261018-0.00230725j 0.000390763-0.00612987j 0.003492-0.00123688j -0.000889228+0.00243871j 0.00282403-0.00137292j -0.00411443-0.00354662j -0.000348439-0.00452053j 0.00780016-0.000415032j 0.00734841-0.00679739j -0.00135988+0.00465751j 0.00137474+0.00211425j 0.00210978+0.00112154j -6.38691e-05+0.00145532j -0.00152356+0.000708687j 0.00738712+0.000698728j -0.00449052-0.00529294j 0.003498-0.000405681j -0.00400081+0.00438873j -0.00150852-0.00237505j 9.99959e-05-0.000101811j -0.00524081+0.00235833j -0.00198334-0.000837935j 7.4597e-05-0.00126359j 
0.00232653-0.00325087j -0.00161087-0.00079854j -0.00523763+0.00334788j 0.00397355+0.00233625j 0.00328733-0.000536805j 0.00131992+0.00202134j 0.00134426-0.00577135j -0.000210767-0.00446765j 0.000315011+0.000502257j 0.00141623+0.00362875j -0.0021866-0.00321512j -0.00336368+0.0035094j 0.000154865+0.00120728j 0.00455252-0.00236278j 0.00176923+0.00140381j 0.00213722-0.0038857j 0.000779491-0.00224906j -0.00178366-0.000431343j -0.000322313+0.00131634j -0.00512113+0.000268019j -0.00645462-0.00165676j 0.00111479-0.000363072j 0.00137966+0.00042351j -6.23274e-05-0.00104484j -0.00087796+0.000183338j 0.00015386+0.000282819j -0.00204143+7.56037e-05j 0.000260469-0.000923745j 0.000779969+0.00164525j -0.00484234-0.00512458j 0.00263907+0.00432611j 0.00246759-0.0036815j -0.00113391-0.000970978j 0.0028972+0.00195511j 0.000815705+0.000266628j 0.00408274+0.00736158j 0.00100926+0.00195953j -0.00242268-0.00117531j -0.00153154-0.000752423j 0.00010795-0.000226292j 0.000728531-0.00214284j -0.000588165+0.00176983j -0.00355938-0.00438631j -0.00232862+0.0011944j 0.00203504-0.00135526j -0.00101359+0.00133094j 0.0051775-0.00484664j -0.00234364-0.00333839j -0.00227298+0.0010947j 0.000758725-0.000289662j -0.00290378+0.0018388j -0.000681363+0.00266803j -0.00369904+7.83951e-05j 0.00265054-0.00037719j -0.0011803-0.0014346j 0.00112885-0.00652207j -0.000801814+0.00338061j 0.00148466+0.000384419j 0.00257858-0.00275899j 0.00206695+0.000924688j -0.00109623+0.00540332j -0.00176557-0.00284607j 0.00224729+0.00364068j -0.000421062-0.00283304j 0.00121287+0.00546455j 0.0039072-0.00245166j -0.00470904+0.00123207j 0.00105691-0.00368279j -0.00360517+0.00203332j 0.000477338+0.001688j -0.00102372-0.00447041j -0.00497746-0.00136635j 0.000740817-0.00105613j -0.000744656+0.000192066j -0.00273441+0.00452734j 0.00512209-0.00571819j 0.00103838+0.000635969j -0.00354059-0.00018564j -0.0024162+0.00806884j 0.00620371-0.00202052j -0.00198343-0.00133492j -0.00386977-0.000688819j -0.00168505-0.00243624j 0.00321772-0.00290946j 0.000638073+0.000467327j 0.00262441+0.000189147j -0.00160109+0.00105062j 0.00319824-0.00119389j 0.00577758-0.000753136j 0.00368447-0.00207506j 0.00233671+0.000388338j 0.000469914+0.00220657j 
