-0.0289816+0.054201j 0.0499496+0.0340231j 0.0490404-0.0412084j -0.0361105-0.0398163j 0.00692381+0.0042516j -0.00409564-0.00479689j -0.0127942+0.00301181j 0.0152565+0.02328j -0.00536324-0.0100032j 0.00485935+0.00424316j 0.00429422+0.00361674j -0.00552647+0.018461j -0.0028771+0.00710257j 0.0153854-0.000162617j -0.0118558-0.0103771j -0.0039875+0.00290028j -0.00491839-0.0102938j 0.000326162-0.000413596j 0.0177517+0.0105724j 0.0211414-0.0107933j 0.00349498+0.0031685j -0.00208976+0.00334556j -0.00551093-0.00348199j 0.00553802-0.0190788j 0.0097962+0.000557843j -0.00123437-0.0033018j -0.000837177+0.00923062j -2.14452e-05-0.000674121j 0.00274272+0.00620162j 0.000469453-0.00473572j 0.0262064-0.0209385j 0.0234119+0.00738148j -0.00244873+0.00297342j -0.0144731+0.0107865j 0.0136472-0.00273329j -0.019146+0.00906399j -0.0073209-0.00477753j 0.0121648+0.00926294j -0.0134389-0.00372077j -0.00984979+0.00438182j 0.00541045+0.00180883j -0.000968686+0.00410033j 0.00658456+0.0136725j -0.00586601-0.00159164j 0.00892124+0.00454371j 0.00109422-0.00191861j -0.0039859-0.00498741j -0.00221955-0.006522j 0.000594478-0.00254033j 0.002395-0.00128072j -0.00464386-0.000481078j 0.00752694+0.00636327j -0.0024383-0.00304675j -0.0154182-0.00855328j -0.00195101-0.0052592j -0.00757199-0.0168092j -0.00314844-0.00925475j 0.00276858+0.00979245j 0.00451294-0.0012574j -0.0239609-0.00263695j 0.00191977+0.001296j -0.00338459-0.00683974j -0.0159505-0.0229829j 0.0124207-0.00126353j 0.00949841+0.00662932j 0.0178138-0.00690226j 0.00542822+0.00481735j 0.00480238+0.00954867j -0.0114982+0.0071292j 0.00482448-0.00512271j 0.00288724+0.0152094j 0.0100567+0.0037003j -0.00215291+0.0115754j -0.00157345-0.000366836j 0.00793762-0.00128904j 0.00484353+0.00300458j -0.0143536-0.00622355j 0.00189647-0.0282827j 0.0167546+0.000765981j -0.00123654-0.00415829j 0.0105904+0.0169449j -0.0296169+0.000167239j -0.0172532+0.00373924j 0.00706247+0.0300021j 0.00362778+0.0272516j -0.00853364+0.00127282j -0.00450854+0.011855j -0.0113628+0.00299483j -0.0294705+0.0384917j -0.0401314-0.0287389j -0.0612182+0.00407868j 0.000945087-0.0632483j 
0.000136863+0.00288135j 0.00304689+3.61708e-05j 0.00327996-0.00021872j -0.00231206-0.00452964j -0.000907268-0.00208272j -0.00669827+0.00205416j -0.00069836+6.78347e-06j -0.00095498+0.00489876j 0.00140445+0.00280012j 0.0022454+0.000938477j 0.00345436-0.000193428j -8.62624e-05+0.000993804j -0.000554746-0.000437542j -0.00121514-0.00135719j -0.00120973-0.0023962j 0.00108391-0.00268949j 0.000646559+7.72957e-05j -0.00224627-0.00156028j -0.00335104+0.00284276j 0.00128068-0.00304727j 0.00385675+0.00202275j -0.00187263+0.00074199j -0.00254812+0.00161402j -0.00152946-0.00139807j -0.00129042-0.000622493j 0.0012742-0.00046067j 0.00253941+0.000555539j 0.00121002-0.00130657j 3.18558e-05-0.000106534j -0.00163871-0.00061272j 0.00437867-0.00254392j -0.00152887-0.00050004j 0.00356144+0.00178854j -0.00324785+0.00158252j -0.000278808-0.00562062j -0.00135879-0.000803893j -0.00219122+0.00355953j -3.9594e-05-0.00150448j -0.000547035-0.00294187j 0.000201239-0.00296532j -0.000834129-0.000159882j -0.00239443-0.000525329j -0.00109867-0.00174676j -9.6594e-05-0.00544554j -0.000471069+0.000622741j 0.00174306-0.000288411j -0.00571814+0.000407566j 0.00321996-0.001514j -0.00199873-0.0011013j 0.00604969-5.58552e-05j 0.000550315-0.00111596j -0.00202835-0.00174488j 0.000721902+0.0041413j 0.00150166+0.00028545j -0.00143368-0.00224171j 0.00184853-0.00185121j 0.0034688-0.00194107j -0.000965584-0.00196428j -0.00284128+0.00134857j -0.00279222-0.00128699j 0.00174593-0.00158112j 0.000752375-0.0039138j 0.000875914-0.00523766j 0.00208087+0.000939123j -0.000893294-0.00316948j 0.00188371+0.0028574j 0.00284379-0.00119495j 0.000462348+0.00185529j 0.000406501-0.000469604j 0.000681558+0.00348201j 0.00338009+0.00242954j 0.00165832+0.000286998j 0.00054544+0.000932496j -0.00029194-0.000421865j -0.00155878-0.00112909j 0.00116632+5.01385e-05j -0.00379589+0.000615295j -0.00312001+0.00411776j 0.0010523-0.0023975j -0.000832175+0.000595981j -0.000887363+0.00242561j 0.00426803+0.000856869j 0.000567837+0.000163816j -0.00608171+0.00167716j 0.00281611-0.00143563j -0.00328433-0.000905935j 0.000401655+9.27431e-05j -0.000738194+0.00224306j -0.00335534+0.00182476j -0.000555989-0.00258458j -0.00210128+0.00201859j -0.00166969-0.00258951j 
-0.000257163+0.00108785j 0.000752309-0.00021409j 0.000258987+0.000724088j 0.000526832+0.00118199j -0.00421432+0.00323074j 0.00159533+0.000736131j -0.00104608+0.000824476j -1.55801e-05+0.000767582j -0.00213672+0.00159431j -0.000430509-0.00207692j -0.00149653+0.00146887j -0.0041963-0.000989718j -0.00264366+0.000766658j 0.000150862+0.000944477j -0.00114062-6.39852e-05j -0.00168937+0.00102442j 0.000380907+0.000613183j -0.0010477-0.00240128j -0.000903323+0.000905583j -0.00114409+6.7107e-05j 0.00123355+0.000592488j 0.00170289-0.000819138j -0.000926119-0.000973297j -0.000200178+7.27213e-05j 0.00104347+0.00124127j -0.000158583-0.000214402j 0.000456182-0.00069878j 0.00165289+0.000347605j -0.00146649-0.00121223j 0.0010318+0.00497835j 0.000719224-5.67244e-05j -0.000255675-0.00102362j 0.000552219+0.0016614j 0.000585205+0.000915597j 0.00258857-0.000109669j 0.00237204-0.000716363j 0.00121292+0.000307205j 0.000186842-0.00141555j 0.000565049+0.00190764j 0.00355214-0.00200684j 0.00129478+0.000121867j 0.00306759+0.00340549j -0.00028951+0.00155186j -0.00158918+0.00100925j -0.00130739-0.000691246j -0.0010371+0.00252754j -3.65169e-05+0.000410865j 0.000681665-0.000232396j -0.00136208-0.000508292j -0.00258182-0.00177891j -0.000444645-0.00217397j 0.000707979+0.00271372j -0.00248602-0.00229017j -0.00175318+0.000225999j 0.00227535+0.00235686j 0.00233494+3.78006e-05j -0.00219376-0.00506771j 0.000913837+8.54652e-05j -0.00138867+0.00120728j -0.000696366-0.00262718j 0.00210124+0.00107006j -0.000605635+0.00557526j -0.000183197+0.00210176j 0.00117334+0.0010954j 0.00639911-0.00277823j -0.000927875+0.00344874j -0.00436258+2.35731e-05j -0.000771726+0.000270086j -0.00235529-0.00168618j -0.000195812+0.00107675j -0.00220371-0.00352004j 0.00239447+0.000689653j -0.00119991+0.00258147j 0.00139034+0.000204611j -0.0035559-0.00175673j -0.00388035-0.00074768j 0.00785055+0.00277185j 0.00298977-0.00105237j -0.000842721-0.00170601j -0.000641871+0.00386326j -0.00140237+0.000757837j -0.000871413+0.00193719j -0.00378016+0.00096643j 0.00385174+0.00169304j -0.00167127+0.000153298j 0.00140216+0.000211837j -0.00242525+5.97721e-05j -0.00134105-0.00235879j 0.00169341-0.00207784j 0.00119232+0.0034464j -8.08543e-05+8.97853e-05j -0.000587789+0.000209314j 
-0.0018273-0.00604268j -0.00763218+0.00189714j -0.0028566+0.000133858j 0.00179773+0.00214776j 0.00205716+0.00330966j -0.000221801-0.00234198j -3.71786e-05+0.000145237j -0.00246402-0.000836275j 0.00240722+0.003537j -0.000153809-0.000563812j -8.98549e-05-0.00523933j -0.000719874+0.00135338j -0.000293185-0.000212135j -0.00591538+0.000415485j 0.00157661+0.00322479j 0.00296344+0.000604028j -0.00318591-0.00141972j -0.00528826-0.00391887j -0.00363523+0.00230091j -0.00338474+0.00167464j 0.00299121-0.000955878j -0.00237133-0.00133435j -0.00321091+0.000393551j -0.00474957+0.00278522j -0.00129304+0.00380944j 0.00614644+0.0046836j -0.00456295+0.00314403j 0.00056174-0.000301612j 0.00362927+9.04699e-06j 0.00326523-0.00226852j -0.00188208+0.00123583j -0.000686279-0.00230014j 0.00456094-0.000175918j 0.00180697+0.00369452j 0.0044912+0.00212003j 0.00840132+0.00285507j -0.00136275-1.30639e-05j -7.31968e-05-0.00183576j 0.00152548+0.00221122j 0.00312774-0.00631894j 0.000454716-0.00208544j 0.00239342+0.00103111j -0.00222569+0.00142789j 0.00164148-0.000800269j -0.000911254-0.000169985j -0.000989054+0.00528383j 0.00135221-0.00384519j 0.000943485-0.00207366j -0.000550962-0.00245899j 0.00168647-0.00059565j 0.000311101-0.00299435j -0.00470272+0.000783406j -0.00225659-0.00151715j -0.00253615-0.00207543j 0.00408483-0.000505141j -0.00068454-0.000664314j 0.00265936-0.00490055j 0.00309767+0.00190955j -0.00286412+0.00102913j 0.00348192+0.000165431j 0.00280131+0.00424725j -7.1946e-05+0.00259521j 0.00164589+6.62579e-06j -0.00221864+0.00159651j 0.00382421-0.00264058j -8.33698e-05+0.000345406j -0.00535202-0.00396078j 0.00146605+0.000697447j -0.000669929-0.00190053j 0.00474907-0.00154647j -0.00254676-0.00396961j 5.27209e-05+0.000672763j -0.00273019-0.00220411j -0.00180238+0.00250795j -0.00089794+0.00412188j 0.00134927-0.000125489j 0.00169721+0.00030284j -0.00157563+0.0062442j -0.00444713+0.00320718j -0.00175063+0.00118114j -0.00419967-0.00118359j 0.00501313+0.0041136j 0.0024731+0.000272278j 0.00344491+0.00056305j 0.00129494+0.000782589j 0.00192749+0.00045285j 0.0043088-0.00265511j -0.000231656-0.000974368j 0.00593486+0.00152901j 0.000388677+0.00380249j 0.00898945-0.00124972j 0.000599324+0.00797653j 
0.000655685+0.0071281j 0.00676555+0.00170995j 0.00417575-0.00837368j -0.00540975-0.00338166j 0.00160757-2.0141e-05j -0.00180219-0.0012828j 0.00135803-0.00144433j -0.00337934-0.00268714j -0.000597499-0.00154924j 0.000323324-0.000361625j -0.000166637+6.57437e-05j -0.000309916+0.00132005j 0.00465793-0.00129451j -0.00466595-0.000475846j -0.00213239-0.00115788j -0.00127217+0.00332623j -0.00185926+0.000762563j -0.00270944-0.000527934j -0.00146899+0.00428528j 0.00155985+0.000497434j -0.00273652-0.00617014j 0.00532438-0.000414872j -0.000237736+0.000491119j -0.00459399+0.000775406j 0.0032487+0.00474794j -0.00295174-0.0028913j -0.000753219-0.00093263j 0.000333249+0.00394725j -0.00249798+0.00637247j 0.0016705+0.00166133j 0.00106843-0.00623438j 0.0024571+0.00410778j -0.00567096+0.00140926j -0.000948774+0.00231555j 0.00430108+0.00253883j -0.00315176+0.00402988j -0.00727+0.000916909j 0.00478202+0.00240005j -0.000489547-0.00323984j -0.000866376+0.00293126j -0.00636254-0.00367556j 0.00525737-0.00250442j 0.00586808-0.0028558j -0.00100015-0.000450523j 0.00759647-0.000482103j 0.00161236+0.000590091j -0.00695724-0.00332862j 0.00179522-0.00197183j -0.00331936-0.00100354j 0.0025968+0.00116473j -0.00304586-0.00131615j 0.00675436+0.00138463j -0.000926249+9.25135e-05j -0.00137504+0.0008951j -0.00078159-0.00885838j -0.00464102+0.00159455j -0.000620761+0.00130918j 0.00183569+0.0109078j -0.00043428-0.00342106j -0.00493415-0.0013358j -0.000227019+0.00770386j 0.000302424+0.00178339j -0.00251593-0.0105967j 6.40979e-05+0.00332035j -0.00427928-0.00705337j 0.00607734+0.000612271j 0.000312742+0.00114757j -0.00239704-0.00411501j 0.000178966+0.00272767j 0.00257603-0.00717317j -0.00430593+0.00214163j 0.00441915+0.0042383j -0.00553666+0.00553925j 0.00241164-0.00150876j 0.00535209-0.00105934j 0.000530512+0.00296821j -0.000408207+0.00431445j -0.00289191+0.00181503j 0.00125527-0.00188396j -0.00880486-0.00237044j -0.00348197+0.0034309j -0.000595974-0.00811112j -0.00207665+0.00532877j -0.00654709+0.00220219j 0.00132803+0.00314102j -0.00469634-0.00560474j -0.00207243-0.00314806j 0.00244072+0.00267505j -0.00946645-0.00113999j 0.00226342-0.00216555j -0.00908702-0.000750502j -0.000396931-0.00660679j 
-0.000208964+0.000247948j 0.000214471+0.000345146j 0.00143511-0.00122934j 0.000402701-0.00171353j 0.00194317-0.000985452j -0.000479838-0.00202522j -0.00164598-0.00325738j 0.00156139-0.00100522j -0.000320455-0.00100589j 0.00217196-0.00179607j 0.00276252-0.00360677j 0.00517358+0.00277837j 0.00247542-0.00181067j -0.00374673+0.00122234j 0.00118809-0.00109002j -0.000130181-0.00356929j -0.000462567-0.00321145j 0.0022224-0.00254443j -0.00110656+0.002299j -0.000100633+0.00154077j 0.00277811+0.00372445j -0.00043765-0.000142402j 0.000837697+0.0016045j -0.00141066+0.00318066j -0.00242538-0.000981892j -0.000558608+0.00186795j 0.000288008+0.00219455j 0.00157284-0.000698602j 0.00271153+0.00166701j -0.00153219-0.00502255j 3.57523e-05-0.00020579j 0.00178173+0.00287447j -0.00267633-0.00172183j 0.000575717+0.00180414j -0.00338923-0.000991876j -0.000553901+0.000257735j -0.00173448+0.00201553j 0.000672282-0.00180341j -0.0041761-0.00183974j -0.00430955+0.000303225j -0.00259337+0.00158958j 0.00124389+9.30884e-05j 0.00213972-0.00438657j -0.000438259-0.000678768j 0.000751478+0.00103884j 0.00372698+0.0016016j 0.00130554-0.0038563j -0.00176496+0.00227571j 0.00340138-0.0022j -0.00147851-0.00137878j -0.00284339+0.00358461j -0.00149967-0.00128129j -0.00220577+0.00124656j -7.94891e-05-0.00354425j -0.000419361-0.00237898j 0.00444354-0.00180725j -0.00454573+0.00271801j 0.000186733-0.00145944j -0.000719329-0.00248848j 0.00178794+0.00135275j -0.000564688+0.00101342j -0.00198114-0.000747043j -7.49161e-05+0.000498865j -0.000936339-0.00202782j -0.00416014+0.00229657j -0.00233117-0.00454254j -0.00123107+0.000397767j 0.0010951+0.000495685j 0.000920003+0.000849616j 0.00493728+0.00146837j -0.00248975+0.00724237j 0.00156882-0.00017892j 0.00320108-0.00282815j -0.0023936-0.00132063j 0.00595045+0.00451901j -0.000209039+0.000645722j -0.00554018-0.00130635j 0.00219672+0.00463538j -0.00230388-0.000538524j 0.000457742-0.00432789j 0.000856417-0.00204553j -0.000292685-0.00284981j -0.000615877+0.000938685j 0.000220761-0.000138692j 0.00227817+0.00416093j 0.000248365-0.00256796j 0.00181436-0.00147158j -0.00173282-0.000395884j 0.00292497+0.000812895j -0.000126453-0.00255843j 0.000613889+0.000662343j 0.00065487-0.000678762j 
-0.000135209+0.00136068j 0.000607045-0.000680456j 0.00325158+0.000806563j 0.000765056-0.00254361j 7.44729e-06-0.00226582j -0.00192116+0.000170043j -0.000352417-0.00296618j -0.00064021+0.00222226j -0.00150519-0.00247862j -0.00208976-0.00139357j 0.00117557+0.000123828j -0.000347448+0.000927669j -0.0018555+0.000768394j -0.00429598-0.000771452j 0.000620073-0.0022266j 0.00114816-0.00054083j -0.000331541-0.000271329j -0.00211095+0.00157391j -0.000662073+0.000900934j -0.000371371+0.000552498j -0.000236968+0.00338265j -0.003387+0.000281588j -3.76455e-05-0.00146442j 0.00167815+0.000432037j 0.00432817-0.00240373j 0.00186266+0.000108087j -0.00136937-0.000683909j 0.00179732+0.000205168j -0.000253655-0.00180523j 0.0017813-0.00316459j 0.000333189+0.00172167j 0.00193816-0.00386116j -0.0014076-0.000550799j -0.00269752+0.00302707j -0.00139608-0.00196605j 0.00123958+0.000907611j -0.000210529+0.00150823j -0.00167487+5.66077e-07j 0.000497339-0.00404069j 0.00290448-0.000280396j 0.000228932+0.00388497j 0.00251454-0.00281958j 0.000565649+0.000283891j -0.00127931-0.00338746j 0.000471149+0.00419132j 0.00441377-0.00286447j -0.000601549+0.0023368j 0.00120564-0.0012979j 0.00240526-0.00415464j 0.00308875-0.003168j 0.00354181-0.00234436j 0.00247633+0.0015414j -0.000811817-0.00147002j 0.00118765-0.000789251j -0.00410441-0.000365971j -0.00410034-9.65554e-05j 0.00533001-0.00425878j -0.00230675-0.000643102j -0.00590743+0.00612512j -0.00260216-0.000597948j 2.97889e-05+0.00206304j -0.00300073+0.00293755j -0.00100175+0.00252467j 0.00351032+0.00334526j 0.0028189-0.00339248j 0.000982105+0.00378267j -0.00174799-0.000405706j -0.00132651+0.00170946j -0.000919147+0.000235557j 0.001852+0.00070041j 7.17221e-06+0.000668232j -0.00135917-0.00118415j -0.00159929+0.00155886j 0.00065707-0.00140504j -0.00282738+0.00031147j -0.00225546-0.00142333j -0.0014153+0.0045424j -0.00363467+0.000849433j -0.00152325+0.00284214j 0.00122032-0.00243642j -0.000414859-0.00102343j 0.00218021+0.00129419j -0.000154928+0.00262699j -0.000271153+0.00357031j -0.0011968-0.000207696j 0.00356796-0.0020425j 0.00158404-0.000447942j -0.0016916+0.00134438j 0.000195476-0.000232268j -0.0019761+0.000734879j 0.000487403+0.00264705j -0.0018637-0.000984148j 
0.000694087+0.0018405j 0.00121137-0.000820564j 0.00142121+0.000948069j 0.00139942-0.000441818j -0.00627568+0.00203946j 0.00113492+0.00348641j -0.000661507+0.00378784j 0.0018461+0.00406655j 0.000883658+8.28435e-05j -0.00262135-0.000311653j -0.00156032+0.00184136j -0.00285644-0.00203709j -0.00155447+0.000917228j 0.000989913+0.00212328j 0.00216063-0.000430786j -0.00128746-8.32419e-05j 0.00231024-0.000862963j 0.00194602+0.000131068j -0.00146598+0.0015749j -0.00115292+6.56088e-05j 0.00187273+0.000934032j -0.00213039-0.000174543j -0.00207367-0.000792478j -0.00192876-0.00109512j -0.0034539+0.00306496j -0.00107625-0.00093328j 0.00115046-0.00115803j 0.00276222-0.00173138j -0.000786218-0.00359107j -0.00152047+0.000161984j -0.00054755+0.000860386j -0.00203948-0.00373314j 0.00750402-0.00453551j 0.0038816-0.00166304j -0.00217088-0.00122393j -0.00283448+0.000598295j 0.0013323+0.000478015j 0.00126149-0.00125959j 0.000999235-0.000701262j -0.00260576-0.00239103j 0.000427287+0.00135191j -0.00186926-0.00127393j -0.00136533+0.000246171j -0.00230898+0.0032772j 0.000543458-0.00281436j -0.00483987+0.0016306j 0.00276753+0.00154967j 0.00118236+0.00162925j 0.0020951+0.00117818j 0.00123786+0.000731591j 0.00265497+0.00140217j -0.00167738+0.00102358j 0.00241111+0.0026106j -0.0016018-0.000225813j -0.00306756+0.000622946j -0.00233695+0.00124318j -0.00306973+0.00149626j 0.000940126-0.00595786j 0.00335666+0.000654739j -0.0043168+0.000916027j 0.00240302-0.000401464j 0.00150303+0.00291838j 0.00164567-0.00241321j 0.00120168+0.00211835j -0.0043084+0.00170901j -0.000415082+7.72484e-05j 0.0066848+0.000949718j -0.000530266-0.00247067j -0.000302439-0.000153715j -0.00267299+0.00265904j 0.000257045-0.00329247j -0.00728117+0.00273311j -0.00160548-0.00114911j 0.00218074+0.00465473j -0.00151543+0.00283384j 0.000534828+0.00117202j 0.0013604-0.00258676j -0.00205954-0.000560721j -6.26242e-06+0.00036209j 0.00274913-0.00101358j 0.00291091-0.00247568j 0.00179844+0.000100774j 0.000686808-0.00431959j 6.79642e-05-0.00384364j -0.00317678+0.000121172j 0.00158058+0.00147225j -0.000329682-0.00115203j -0.00350119+0.00180218j 0.00076092-0.0016078j -0.00328838+0.00348865j 0.000101483-0.000946743j -0.000904844+0.000693054j 
-0.00023616-0.0026903j -0.00327057+0.000154803j 1.79021e-05+0.00210265j 0.00155317-6.89384e-06j 0.00109014-6.98237e-05j -6.38954e-06-0.00411675j -1.25862e-05-0.00218852j -0.000435152+0.000364224j 0.00125511+0.00173736j 0.00098494-0.0036983j -0.00207247+0.00142866j -0.000141367+0.001532j -0.00168171-0.00255295j -0.0011838+0.00119106j -0.000666425-0.00272902j -0.00102856+0.000448243j -0.00171473+0.000489338j 0.00161879-0.000410752j 0.00205071-0.000362998j -0.00263448+0.00201959j 0.00293989+0.00121357j 0.000470191+0.000520339j 0.00291487+0.00190501j -0.00109796+0.00135497j 0.000239623-0.0011602j 0.00105307+0.00252998j -0.0038009+0.00290902j 0.00207709+0.000291769j -0.000457389-0.000188827j 0.00133875+0.000773286j -0.00391399+0.00118238j -0.000200276+0.00264434j -0.00243848-0.000190056j -0.000592594+0.000112157j -0.000428269+0.00125054j -0.000168496+0.00126124j 0.0020129+0.000854986j 0.00349917-0.000993562j -0.00230476+0.00018229j -0.00203591+0.00167491j -0.00406504+0.000142555j 0.00144887+0.000772822j -2.00043e-05+0.00443239j -0.000704811+0.00039515j 0.00060446-0.000331206j 0.000199193-0.00123447j 0.00278907-0.000860122j -0.00279397-0.000692915j 0.000833865-0.00130165j -0.00430016+0.00259478j -0.00492424+0.00158993j -0.000213304-0.00252601j -0.00419086+0.000771657j -0.00336125+0.00125879j 0.00443268-0.00424424j 0.00581623-0.0049604j -0.0047229+0.00352877j 0.000998158-0.00457663j 0.00156346+0.000852642j 0.00568717-0.00365247j 0.00402733-0.00438466j 0.000242776+0.000631059j 0.00173198+0.00711384j -0.00234188+0.00128558j -0.00079175+0.000695604j -0.00176815-0.000230254j -0.00223329-0.00114003j -0.000661762-0.000531656j 0.00156841-0.00153587j 0.00232616+0.00142296j -0.00170855+0.00329187j 0.00451597-0.00236198j -0.000274009-0.00352262j -0.0021312+0.000549709j 0.00503537-0.00174989j 0.000673512-0.00769044j 0.00316898-0.00334191j 0.00134268+0.00433897j -0.00180397-0.000868966j 0.00238942-0.000784857j -0.00176441-0.00274206j 0.00277102+0.00151138j 0.000737471-0.00327784j 0.00404589+6.73539e-05j 0.00343939+0.000272592j 0.00141258+0.000725782j 0.00130634-0.00478816j 2.00456e-05+0.00289284j 0.0025845+0.000962488j 0.000100694+0.000646119j 0.0051019+0.000937831j -0.00097224+0.00379895j 
-0.000505615-0.00430772j -0.00355418+0.000684961j -0.00216392+0.00226481j 5.07795e-05-0.00102105j 0.0042135+0.00104969j 0.00117125+0.00209978j 0.00162283+0.00525255j 0.000878673+0.000656793j 0.000389001+0.0030022j -0.000370649+0.00213496j 0.000793394-0.00310165j 0.00382044-0.000851549j 0.0032658+6.08824e-05j -0.000298386-0.000685378j 0.000978072+0.00117335j -0.000554502+0.00153792j -0.00271728+0.00120745j 0.00415157+0.000438038j -0.00311817-0.000372413j -3.00435e-05+0.000613038j -0.00384703-0.00265514j 0.00157002+0.00209728j 0.00475556-0.000731524j -0.000377761+0.00257717j -0.0032168+0.00213025j 0.00369698+0.00395394j -0.000432649+3.12831e-05j -0.00605697-0.00163129j 0.00257622+0.00307184j -0.00201968-0.00239965j -0.0041734-0.00126951j -0.00343181+0.000648596j 0.00062432-0.000942905j -0.00278677-0.00371304j 0.00226806+0.00170062j -0.000563948-0.00586149j -0.00332184+0.000186062j 0.000781852-0.00491824j 0.00331927-0.00247777j -0.00229344+0.000540617j 0.000484782-0.00323982j -0.00167377-0.000803418j 0.00205854-0.00175796j 0.00311047-0.00226515j -0.000167083-0.00115267j -0.00302637-0.00388245j -0.00260203+0.00460937j 0.00409907-0.00310996j -0.000410418+0.00287606j -0.00199917+0.00390514j 0.000570955-0.00354598j 0.000657293-0.0030404j 0.00309446+0.000886345j -0.00324553-0.00253475j 0.00225597-0.00374278j 0.00427594+0.000867128j 0.000705471+0.00527496j 0.000562713+0.00225609j 0.00345048-0.00104821j 0.00219122+0.00271496j -0.0012705-0.00900357j -0.00374789-0.00219436j 0.000377362-0.000357921j -0.00493307-0.0024291j -0.00461286+0.00146289j -0.0102422-0.00284258j -0.0004086+0.000770216j 0.00171646+9.28742e-05j 0.000100054+0.00396022j 0.00124075-0.00479629j 0.00306932+0.00230654j 0.00258675+0.00405633j 0.000551732-0.00211498j -0.00373199-0.00241515j 0.00352938-0.0014242j -0.00387067+0.000315282j -0.00558557-0.000170221j 0.00643776+0.00332489j -0.00354495-0.00565316j -0.000812026-0.0024227j 0.00417636+6.1244e-05j 0.00170045-0.000737503j 0.00458643+0.00101202j -0.00148898-0.000830531j 0.000139484+0.00160392j 0.000885848-4.02836e-05j 0.00408763+0.0007181j -0.00037546-0.000281948j 0.00166947-0.00218707j -0.00174367+0.00401298j 0.00441454-0.00290199j 0.000963072+0.00615926j 
0.000892147-0.00488024j -0.00346704+0.000502219j -0.00469067+0.00326964j 0.00172333+0.00373193j -0.000633737-0.000356793j -0.0002658-0.00131859j -0.000151298+0.00302257j -0.00543564-0.000834552j 0.000231269+0.00225948j 0.00298528-0.000545017j -0.0024839+0.000294883j -0.00272636-0.00314188j -0.000230852+0.00106734j -0.00148128-0.0015275j -0.000323542-0.00294291j 0.00330251-0.00167524j -0.00239484+0.00249927j 0.000900941+0.000538789j -0.00178394-0.000978914j -0.000551085+0.00113459j 0.00229043-0.00329735j 0.0059267+0.00132889j -0.0035777+0.000895126j -0.00544713+0.00179009j -0.00135423+0.00521074j -0.000555412+0.000879632j -0.00146088-0.00292037j 0.00320152-0.00326064j -0.00394127-0.00272899j 0.00073201+0.00376358j -0.00217935-0.00403514j -0.00457346-0.00677382j 0.00283862-0.00582312j 0.00323071+0.00248206j 6.23556e-05+0.00125043j 0.00154994+0.00136175j -0.00212345+0.000472761j -0.00100342-0.000672737j -0.000740476-0.00349119j 0.00194433+7.04341e-05j -0.00601359+0.00215589j -0.00602143-0.00267233j -0.00558786+0.00761618j 0.00241659-0.0024269j 0.00378998-0.00147108j -0.00818355+0.00260553j -0.00321091+0.0070002j 0.000778208-0.00280315j -0.00597364+0.00463413j 0.00195133+0.00966929j 0.00678395-0.00328633j -0.00103453+0.000115644j -0.00187336+0.000597304j -0.0010208-0.00272277j -0.00146034-0.00184961j -0.00233836+0.00639783j 0.00253017+0.00153605j 0.00248002-0.00264218j 0.00243379+0.00298017j -0.00434106-0.00445196j 0.00506161-0.000498283j 0.000212426+0.000686771j 0.00436344-0.00286881j 0.00369608+0.00719173j -0.00464897-0.00285529j 0.00507291+0.00354251j 0.00297371-0.000136737j 0.00192816-0.00234196j 0.00159012-0.00817043j 0.00384164+0.00280429j -0.00176206-0.00847248j -0.00460932+0.00578929j -0.00214173+0.000208449j 0.00220275+0.00282462j -0.00151903-0.00186654j 0.00761559+0.000769953j 0.00293059-0.00068229j -0.00708637+0.00689345j 0.00223677-0.00878239j -0.00172932+0.00165718j -0.000587503-0.00471906j 0.00191087+0.00591019j -0.000474814+0.00539243j -0.00395896+0.00227689j 0.0013265-0.00212224j 0.000424955+0.00356215j -0.00247964+0.00109113j -0.000416091-0.00258399j 0.00278948-0.0026209j -0.00325041+0.00347929j 0.00420796-0.00371167j -0.000989235+0.00610928j 
