0.250143-0.166412j -0.134836-0.258728j 0.00432563+0.0691141j 0.0280741+0.0152177j 0.101062+0.115573j 0.104282+0.0456008j -0.17796+0.0839942j -0.122822-0.200028j -0.0966864-0.0365162j -0.00486357-0.164054j -0.0719804-0.0629171j 0.0836249+0.153977j 0.00741916+0.0262833j -0.00428454+0.0889708j -0.0764906+0.0345351j -0.0445803-0.0490241j 0.000617574+0.0258847j 0.0558307-0.202282j 0.0762667-0.0967817j -0.0284596-0.138515j 0.0199368+0.017755j 0.0959508-0.189994j -0.16515-0.013209j 0.13358-0.0272426j -0.0878275+0.131345j 0.0922503-0.0641368j -0.132983-0.0137108j 0.238061-0.21183j -0.212969-0.295516j 0.0735861-0.179197j -0.157525-0.0548339j 0.043308-0.0242285j 0.0195043+0.0296796j -0.00698445+0.0349726j 0.0549575+0.000752279j 0.0113386-0.0155094j 0.00482193+0.0486229j -0.031017+0.00670908j -0.0212034+0.0112898j 0.0102867+0.00442021j 0.0172397+0.0224388j 0.00398631-0.009812j -0.00790867+0.00384452j 0.00718136-0.0117489j -0.0105534-0.0188593j -0.0269301+0.000587984j -0.00311126-0.00218532j -0.0073069-0.00951064j 0.00939221-0.00224958j 0.033982-0.00386844j 0.00629395-0.00663048j -0.00122815+0.00637849j 0.00119336+0.015087j -0.000136397+0.00445654j 0.00781251+0.00496421j -0.00878634+0.00785025j 0.0130734-0.00542653j -0.0225095-0.01398j 0.0180233+0.016095j -0.00971138+0.0147729j 0.0119509-0.00179019j 0.0356268+0.0197271j -0.00343361+0.0182919j 0.0051988+0.0124911j -0.00024288-0.00297452j -0.00375062-0.00899938j 0.00607986+0.0114875j -0.0390421+0.00558549j -0.00719264-0.0487508j 
0.00124794-0.00612353j 7.04135e-05-0.00173495j -0.00530637-0.00652528j 0.00393509-0.00110723j -0.000936009-0.00180445j 0.00300082+0.00443827j 0.00446605+0.00091199j -0.00247029+0.00102919j -0.00199422+0.00047606j 0.00233782-0.000663322j -0.00363582-0.002713j 0.00029844+0.00294483j -0.00535236+0.00261223j -0.00776248+0.00753737j -0.00295999-0.00531305j -0.000946978-0.00145879j 0.00277648-2.97854e-05j 0.00694558-0.00217838j -0.00659942+0.00462921j 0.000991925-0.0104684j 0.000606459-0.00265701j -0.00512586+0.00614329j 0.00301281+8.02784e-05j 0.0023944-0.000416634j 0.000371127+0.00073019j -0.00408827+0.00303583j -0.00439962-0.00261613j -0.00127186+0.0024759j 0.000279976+0.00296383j 8.76795e-05-0.00238026j 0.00231552+0.00145652j 0.00416008-5.52099e-05j 0.00359624-0.00523965j 0.00260202-0.00116208j -0.00158865-0.00128295j -0.00184297+0.00078021j -0.00252356-0.00359055j -0.000136132-0.00048963j -0.0043267+0.000732295j -0.000122057+0.000297984j -0.00261209-0.0012346j 0.000879732+0.000849538j 0.00172199-0.00268478j -0.00283649-0.00263271j -0.00434063-0.00585746j -0.00630244+0.00391907j 0.000558923-0.00636421j -0.00426635-0.00133699j 0.00201741+0.00159489j 0.000381766-0.00302297j 0.00462265+0.00206032j 0.00356976-0.00208571j 0.00360766+0.00757112j 0.00317376-0.00212077j 0.00277084-0.000234531j -0.000436459-0.00378475j 0.00434328-0.00138906j 0.00125608-0.000556957j -0.00305259+0.00223371j -0.000459601-0.00497068j -0.00330625-0.00202001j -0.00164699+0.00510874j 0.00354731+0.0024624j -0.00176061+0.00252248j 0.00457225+0.0027847j 0.000885677+0.00637762j 0.00315422-0.000316344j 0.00167247-0.00171193j 0.000608495-2.57357e-05j 
0.00138691-0.00127585j -0.000359474-0.00153335j -0.00144676-0.00313021j -0.000263508-0.000662703j 0.000629173-0.000436518j 0.00269863+0.00309402j -0.000814795-0.00022553j 0.00126326+0.00193824j -0.001024-0.00128389j 0.0020377-0.00512192j -0.00108761+0.00468285j -0.00265318+0.00322008j -0.00399336-0.00383101j 0.00319646-0.00504101j -0.00428998-0.00361278j -0.000134874-0.0023746j -0.00962029-0.00175216j 0.0011845-0.00286781j -0.00286914-0.010737j -0.00029364-5.37523e-05j 0.0049144-0.000612505j 0.00105578+0.000199404j 0.0082733+0.00114784j -0.00307992+0.00192665j 0.000941308-0.00429608j -0.00192264+0.00539575j -0.00688678-9.7588e-05j -0.00121303+0.00351557j -0.00175523+0.0020565j -0.00114538-5.90821e-05j 0.00136919+0.00142841j 0.00123389-0.000247087j 0.00278683-0.00153741j -0.000448082+0.000692543j 0.00165892+0.000879002j -0.0027182-0.00176943j -0.00185294+0.00225035j 0.000272803+0.00121754j 0.00195901-0.00128331j 0.00546603+0.00243015j 0.000311065-0.00410275j 0.00242653-0.0029938j 0.00154662-0.00181969j 0.000627904+0.00214392j -0.00275049+0.00281005j 0.000220717+0.00317994j -0.00278859+0.000314493j 0.00121799-0.00193083j -0.00621196+0.000634855j 0.000441329+0.000491357j 0.00671468+0.000213252j 0.00543467-0.00250002j -0.00343842+0.00923945j 0.00670334+0.0025615j -0.0057029+0.00614795j -0.00154601+0.00152736j 0.00385479+0.00534503j 0.00193437+0.00262057j -0.00327893-0.0038988j 0.00148554+0.00111351j -0.00311316-0.000506403j 0.00117851+0.00772193j 0.00242758+0.004214j -0.00482047-0.00165898j 0.00392429-0.00104646j 0.00299127+0.00690843j 0.00519455-0.00385423j 0.00193928-0.00131282j 0.00127137+0.000398974j 
-0.00067112-2.55578e-06j 0.000324767-0.000252917j -0.000660593+7.68771e-05j -7.70111e-05+0.00026277j 0.000785584-0.00160118j -0.000443932-0.00408414j -0.000785267-0.00117536j -0.00163374-0.00177012j -0.00019862-0.0020993j 0.00159611+0.00385214j -0.00410467-0.00364866j 0.000468545-0.00207565j -0.000834279+0.00326315j -0.0067983+0.00744825j -0.0033176+0.00206791j 0.00401757+0.006003j -0.00111334-0.00132563j 0.000157922-0.00128067j 0.00301364+0.00380166j 0.001208-0.00282783j -0.000651822+0.00240562j -0.00454988+0.00314967j 0.00102788+0.00261739j 0.00279413-0.00389969j -0.00129937+7.0902e-06j 0.000173453-0.000298972j 0.000507756-0.000875747j -0.000919349-0.000353373j -6.33278e-05-0.00118683j -0.00185675+0.000594205j 8.26464e-05+0.000886238j 0.00240534+0.000179577j 0.000655156-0.00250511j 0.00036349-0.000977656j -0.00117625+0.00373305j -0.000487273+0.000112388j 0.00127075+0.00296068j -0.00127003+0.006044j -0.00204321-0.0086485j 0.00404506+3.48844e-06j -0.00193558-0.00255628j 0.00218621-0.00158151j -0.000389291-0.00281546j -0.00351194+0.00102853j -0.000146051+0.00417301j 0.00305281+0.00133974j -0.000955648-0.00215219j 0.00339355-0.00465476j 0.00245873-0.00402257j -0.00179385+0.0074443j -0.000150429-0.00375177j 0.00470959+0.00423379j -0.00136693+0.0075133j 0.000189542+0.00231208j -0.00812908+0.0017312j -0.000830965+0.000647323j 0.00540418-0.000934735j -0.000636114-0.00342403j -0.00162898-0.00219438j 0.00183455+0.0119306j 0.000906858-0.000541247j -0.000182068-0.000938024j -0.00198133+0.00332691j -0.00228685-0.00570781j 0.00120519-0.00320932j 0.00136156-0.000315695j 0.00178169-0.00285214j 0.000294572+0.0004263j 0.000866428+0.000460193j 
-0.001737-0.00303251j 0.000809193+0.00164723j 0.000257172-0.00339629j 0.00438616-0.00210051j 0.00162031+0.00181821j 0.00218186-0.000136161j 0.00383386-0.00477835j 0.00267517+0.0019749j -0.00244357+0.00233472j -0.00244851-0.00505144j -0.0055211+0.00132933j 0.00363566+0.00638204j -0.00248402+0.00119183j 0.00339365-0.0027778j -0.0138041-0.00660677j 0.00535067-0.00657805j 0.00277528-0.00831129j -0.0029444+0.00102806j 0.00556473+0.00344959j -0.00308291+0.00861581j 0.00132296+0.00583203j 0.00170319-0.00634358j -0.00110244-0.000489144j -0.000425926-0.00295627j -0.00370284-0.00159057j -0.00169462-0.00313621j 0.00504932+0.0021042j 0.00128508-0.00247058j 0.00175313-0.000912364j 0.000619216+0.000853726j 0.00234836+0.000777924j 0.0010542+0.00156794j 0.000728496-0.0039578j 0.00356287-0.00254787j -0.00161555+0.000922213j 0.00773827+0.00291485j -0.00202134+0.00139016j -0.00165514-0.000856782j -0.000352762-0.00397159j -0.000110274+0.000154187j 0.00185891+0.000213069j 0.00323101-0.00771483j 0.00342234-0.00427304j 0.00186976-0.00456486j 0.000287659-0.00240781j -0.0052331+0.00674299j -0.00117572+0.00323874j -0.00752761-0.00130837j 0.00321336-0.0102637j -0.00140812+0.00909186j 0.00382915-0.00545537j -0.00604434-0.00738508j 0.00761417+0.00252884j 0.00493905-0.00517377j 0.010706-0.00713767j 0.000146482-0.00747582j -0.0048792-0.00973334j 0.000710586-0.00257911j 0.00387725+0.00215543j -0.00548672+0.00605011j -0.00349553+0.00355909j -0.00138034-0.00817826j -0.000461294-0.00433956j 0.0037528-0.00100495j -0.00273285+0.00333545j -0.000900548-0.000987231j -0.00306305+0.00382756j -0.00160773-0.000177892j -0.000764903-0.000390499j 
0.00116134+0.000276029j 0.000422377+0.000207307j 0.000902813-0.00155302j 0.00158903+0.00195792j 0.000248072+0.00358203j -0.0019957+0.00538226j 0.00658184+0.000487642j -4.9751e-05+0.00765125j 0.00222065+0.00204082j 0.000436289-0.00722885j -0.00248565-0.00399196j 0.0030686+0.0029472j -0.00233381+0.00388264j 0.00426017-0.00316614j 0.00455775+0.00255463j -0.0114288-0.0104941j 0.00194579+0.00237411j 0.000717819+0.00219307j 0.00298062-0.00111752j -0.00157758-0.00123491j -0.00167736-0.00378805j 0.00460934+0.00173323j 0.00124503+0.00169126j 0.00502648-0.00481665j -0.00410065-0.00251872j -0.000778182-0.00133508j 0.0016668+0.000335869j 7.91924e-05+0.000908789j 8.4858e-05+0.000293163j -0.00043871+0.000448251j 2.85021e-05+0.00105444j -0.000367205+0.000846867j -0.000220688-0.000259362j 0.000295551+0.00119476j 0.00225634+0.000474457j 0.000589211-0.000706079j 0.000165996+0.00131494j 0.00355112-0.0074385j 0.0046736+0.00429808j 0.00368707+0.00243766j 0.000178714+4.33158e-05j 0.00103552-0.00163j -0.00322542+0.000681048j 0.00075633+0.00486922j 0.00101325+0.00758386j 0.00519405-0.00417749j -0.00398487+0.00513447j 0.00115541+0.00370087j -0.0043009+0.0050126j -0.000641193-0.00343623j -0.000164583+0.00223964j -0.00157733-0.00182936j -0.00347333-0.000106873j 0.0028311+0.000192011j -0.0038823+0.00420439j 0.00045784+0.0123068j 0.00090198+0.00569354j 0.000147519+0.00150211j 0.00392985-0.001147j 0.0015915+0.00175614j 0.00189065-0.0015809j 0.000276573+0.00166363j -0.00370088+0.000263969j -0.00042777-0.00129394j -0.000384181-0.00371891j 0.00178724-0.00127158j -0.000720645-0.00102206j -0.00095309-0.000585886j 0.000966477-0.000939206j 
0.000477124-0.000379459j 0.000269046-0.000500901j 0.000519439-0.000584011j 0.00128528+0.000682066j -0.00324346-0.00125268j -0.00231748-0.00245116j -0.00326615+0.00292579j 0.0030262+0.000682355j 0.00428866+0.00222519j -0.00123455-0.00051529j 0.00146549+0.000760137j -0.00113993+0.00527691j -7.34908e-05+0.00261331j 0.00442526+0.000471951j -0.00125141-0.00109546j -0.00519685-0.00852819j 0.00396231+0.000501632j -0.00133376-0.000299179j -0.00151452+0.000372627j -0.000144808+0.000554281j -0.00403966+0.00012418j -0.00118284-0.000881263j -0.00340455+0.0026552j 0.0053831+0.00576882j 0.00244885-0.00438043j -0.000198417-0.000228209j -0.00131888+8.94987e-05j -0.000922681+0.000956284j 0.00034922+0.000923685j -1.31031e-05-0.000999378j -0.000484846-0.00030792j 5.93698e-05-0.00172557j 0.000272231-0.00125267j -0.00125315-0.00143819j 0.00169864-0.00216232j 0.000774346-0.00102423j -0.00190457-0.0022717j 0.00204276-0.00434718j 0.00110458+0.00392915j 0.00294117-0.000537574j -0.000131702+2.47449e-05j 0.000116535+0.00138923j 0.00460369-0.00424257j -0.000204262+0.0029888j -0.00307452-0.0018164j -0.000934719-0.00302916j 0.000514314-0.00196311j -0.00134155-0.000651977j -0.000647379+0.00333728j -0.000786275-0.00340791j 0.00195092+0.00354203j -0.00172025+0.000690148j -0.00418366+0.00101137j 0.00228085-0.00142783j -0.00296615+0.00021421j -0.00205117+0.00416719j -0.000102931+0.00278756j -0.00258975+0.00177383j 1.98499e-05-0.00210384j 0.00276244-0.00127782j -0.0020793-0.00165721j -0.000639619+0.0039972j 0.000997951+0.00284385j -0.00151447+0.00182787j -0.00196621-4.13871e-05j 0.000628993+0.000481384j -0.000525396+0.000947385j 0.000840959-9.61427e-05j 0.000118793+0.000152115j 
-0.000999928-0.00146015j -0.000175878-0.000761718j -0.00127679+0.000924714j -0.000113202-0.00243511j -0.00118272-0.00153671j 0.00340944-0.0013353j -0.00395124-0.00416204j -0.00177227+0.00520864j 0.00332934+0.00162052j 0.0021854-0.00461029j -0.000701421-0.000621506j 0.00128946+0.00142433j 0.00635981-0.000724364j -0.00704315+0.0003162j 0.00863831-0.000649645j -0.00255642-0.00404378j 0.00219419-0.00330821j 0.00158987-0.00121579j 0.00282253-0.00227879j -0.000311794-3.09174e-05j -0.00386873-0.00335736j -0.00385447+0.00431576j -0.00148282-0.00150349j -0.00112165+0.000343263j 0.00253563+0.000602497j 0.000258056+0.00073171j -0.000581437+0.000841247j 0.000512255-0.00134505j 0.000817037-0.000534921j 0.000270267+0.00027577j 0.00118543-0.00103034j -3.80056e-05+0.00271494j -3.94772e-05+0.000215756j 0.00135989+0.00272567j 0.00347298+0.00222592j 0.00277907-0.00168584j -0.00359851+0.00179722j 0.00434643-0.00415734j 0.00701102+0.00420385j -0.001165+0.000285939j 0.00184149-0.00371616j -0.000244764-0.00790722j -0.000970344+0.00845037j 0.00577799+0.00206215j -0.00307735+0.000469255j -0.00054394+0.00445964j 0.000700295+0.00773737j -0.0101715+0.00301971j -0.00542632+0.000214815j 0.00194906+0.00367017j 0.00429243+0.00404477j -0.0103938-0.00665851j -0.00152674-0.00196761j 0.0069497-0.00109276j 0.00736479+0.000768536j -0.00170592+0.0108849j -0.00581958-0.00661686j 0.00153251+0.00081157j 0.00347991+0.00184779j -0.000363655-0.00356717j 0.000490854+0.00555719j -0.00119156-0.00427781j -0.000931121-0.00138181j 0.00310062+0.0010402j -0.000610846+0.00193887j -0.000815068+0.000838342j -0.000798658+0.0022903j -0.000619272-0.000199144j -0.000356442+0.000255887j 
-0.00164172+0.000281921j -0.000110836+0.0020491j 0.000568726-0.00136525j 0.00118934-0.00164386j 0.00337438-0.00024671j 0.00214321-0.00169503j -0.00531496-0.00397273j 0.00279455+0.000974099j -0.00247103+0.000948342j -0.000232831-0.00382292j -0.000810193+0.00917245j 0.0017438-0.000206965j 0.00889894-0.00420731j -0.00557405+0.00121921j -0.00567545-0.00106628j 0.00837107+0.000791487j -0.00338126-0.0091748j 0.000568828-0.00281937j 0.00513607-0.00271418j -0.000342934+0.00599701j 0.00117377+0.00543269j -0.00145245-0.00343313j 0.00237798-0.00301854j -0.00678584-0.00149943j 0.00218394+0.00202334j -0.00310584-0.00113501j 0.00294311-0.000818734j -0.000194621+5.64444e-05j -0.000717374-0.00230718j -0.000476161-0.000654229j -0.000458977+0.00173598j 0.000187949-0.00228778j -0.00188111-0.0019375j 0.0012345-0.00199633j 0.00380536-0.00180209j 0.00029867+0.000547242j -0.00168814+0.000179792j 0.0018858-0.00672741j 0.000584255+0.00238559j 0.00180082+0.00368564j 0.00199521-0.000448816j 0.00273683-0.00627566j -0.00151533-0.0010046j -0.00325069-0.00192965j 0.00170548+0.000824015j -0.000727885-0.00327987j 0.000477756+0.00122054j 0.000720013+0.00239123j -0.0054707+0.00133422j -0.00240575-0.00371554j 0.00347123+0.00257337j 0.000435371-0.00235364j -0.000984868+0.00207232j 0.00517196-0.000954541j -0.00148996+0.000166145j -0.00186373+0.00451613j -0.000502817+0.00838468j 0.00190394+0.00177033j 0.00416386-0.000559817j -0.000974234-0.000828823j 0.00117409-0.00214141j 0.000468269+0.00256927j -0.000637814-0.00120251j -0.002647+0.000870757j 0.00109848-0.00223675j 0.0022627-0.00036147j 0.000808603-0.00254968j 0.000310846+0.000613469j -8.56719e-05-0.000125015j 
-0.000283067-0.00084446j -0.000146136+0.00135824j -0.00084611-0.000851275j 0.00146314+0.000390216j 0.000414421-0.00129128j -0.00125944+0.000678617j -0.000611928-0.00119115j 3.19898e-05+0.000992131j 0.00160672+0.00203442j -0.000210759+0.000806677j -0.00110615-0.000450058j 0.00197302-0.000221183j 0.00906537+0.00248839j -0.0107773+0.0128463j 0.00416208+0.00197552j -0.00140948-0.00200408j 0.00743961-0.001603j 0.00373611-0.00228263j 0.00215828+0.00671724j 0.00211298-0.0048355j -0.00499662+0.00132746j -0.00659989+0.00577777j -0.0018404-0.000991617j 0.00232794-0.00445395j 0.000957336+0.00264774j -0.00140463-0.00102176j 0.00135822-0.00124983j 0.000348321+0.000453244j 3.15655e-06+6.65514e-05j 2.3299e-05-0.000834443j -0.000290332+0.00110118j 0.00115466-0.000911838j -1.29797e-05-0.00123773j 0.000663949-0.000372171j 0.00244229-0.000640019j -0.000294033-0.000922001j -0.00129787-0.00110269j 0.002873-0.00655057j 0.00165947+0.00260105j -0.000789253-0.000789058j -0.00140015+0.000914818j 0.00209091+0.000146136j -0.00475039+0.00641581j -0.0027761+0.00165501j -0.00366112-0.0020372j 0.00170808-0.00090108j 0.00474287+0.000216018j -0.00457425+0.00163449j 0.000715506+0.00585643j -0.000831663-0.00266764j 0.00203434+0.00640524j -0.00268302+0.00245526j -0.0014104+0.000183828j 0.00249006+0.000552315j -0.00375558+0.000500052j -0.00250492+0.00748983j 0.00249359-0.000404127j 0.000299271-0.0014184j 0.000735362+0.00108887j 0.00240596-0.00518056j 0.00523728+0.000105213j -0.0016209-0.000852126j -0.00139009+0.00177808j 0.00178643+0.0018127j 0.00130567-0.0018445j 0.000174134-0.000880518j -0.000200602-0.000977731j 0.000155717+0.000197631j -0.000318213-0.000235887j 
-0.00105198-0.00251118j -0.00108546+0.00150882j -0.000846306+0.00151951j 0.00364027+0.000698725j -0.000868223+0.0011535j 0.00167969-4.0592e-05j 0.00246674+0.00517672j 0.00175468+0.00478129j -0.00301178+0.00418313j 0.001481+0.000852284j 0.00688442+0.00486498j 0.000353568-0.00895202j -0.000452749+0.00600171j 0.00600154-0.0053179j 0.00247834-0.0018882j -0.00321303+0.00647571j 0.00819472+2.41157e-06j 0.00971122+0.00103241j -0.00457453+0.0137349j -0.00774491-0.00570344j -0.00621633-0.00777502j 0.0133419-0.00752707j -0.0100215-0.00391132j -0.00354046+0.00994975j 0.0121938+0.0120409j -0.0111345-0.00417741j 0.00793079-0.0134563j -0.00375652+0.00321304j 0.00214646-0.00578029j 0.000570295-0.00250456j -0.00102207+0.00163775j 0.000982709+0.000726718j 0.00113248+0.00133793j -0.000960083+0.000505933j -0.000332286-0.000241506j 0.00106238-0.00112799j 0.00163827-0.000511909j -0.000582875+0.00111523j 0.000190898+0.000502321j -0.00196085-0.00124806j 0.000958686+0.00401198j -0.00147357-0.0011123j 0.00160892+0.000370577j 0.00348526-0.0018394j 0.00133878-0.00141734j -0.00120099+0.00262909j 0.00181032+0.000747148j -0.000641462-0.0010526j -0.000280263-0.000567104j -0.00174365-0.0028069j -0.0021316-0.00155102j -0.00124761+0.00316741j -0.00399329-0.00733105j -0.000746381+0.00442706j 0.00369846-0.00195585j -8.62713e-05-0.00625543j -0.0101799+0.00272922j 0.00233218+0.000326267j -0.000145904+0.00234544j -0.00566662-0.00275342j 0.00442267+0.00508137j 0.00403033-0.00422548j 0.00256278-0.00520701j 0.000598793+0.00375319j -0.00234952-0.000120375j 0.00484199-0.000523086j -0.00175474-0.00244057j -0.000613115+0.000801217j 0.00046643-0.0019143j 
0.000720335+0.00164208j -0.000941502-0.000538037j 0.00213511+0.00127167j -0.00237487+0.000529684j -0.000635642+0.00257076j -0.00104856+0.00176062j -0.00495405-0.000344353j 0.00447952+0.00942716j 0.00634671+0.000880822j -0.00297907-0.009603j 0.000324011+0.00324811j 0.00262678+0.00127036j 0.0116163-0.00390044j -0.00189248-0.000974459j 0.015311-0.00166303j -0.0141924-0.0108974j 0.00240475-0.00182824j 0.00243109+0.000603363j 0.00303341-0.00908968j 0.000775905+0.00261601j -0.00643529-0.00262036j 0.00143711+0.0038022j -0.00063254+0.000210804j -0.000978221-0.000331342j 0.00182579-0.00134011j 0.000443075-0.000528728j 0.000604594+0.00168667j -0.000199515+0.00018368j -0.000372449-0.000582427j 0.000101738+0.0013398j -0.000658696-0.000274586j 0.000197427-0.00207367j -0.000639113-0.00046372j 0.000287795-0.00119647j 0.000420675+0.00166921j -0.00122017+0.000323877j -0.00201741+0.00160119j -0.000341913+0.0030772j -0.00190188-0.00312193j -0.0018041+0.000793801j -0.0006921-0.0019493j 0.00175526-0.00269362j 0.000778728+0.00285142j -0.0033602-0.0020018j -0.00243451-0.00352425j -0.00232784+0.00156793j 0.00480921-0.00322075j -0.00149451-0.00129825j 0.00198301-0.00235015j -0.000827208+0.00362919j 0.00379312+0.000845259j 0.000908153+0.00249801j 0.000604013+0.0034399j 0.000893049+0.000321071j -0.000778163-0.00133194j -0.000232697-0.000984454j 0.00193209-0.00391868j -0.000173417-0.0023623j -0.00097082+0.000310754j -0.000396685-0.000206901j 0.000955721+0.000612061j -0.00114049-0.000345425j 0.00191291+0.000935738j -3.54292e-05-0.00144146j 0.00191215+5.39753e-05j -0.00072886+0.00147223j 0.00139415-0.00114184j 0.000749658+0.00073354j -0.000506961+0.000687659j 
-9.01386e-05-0.000568155j -0.000544092+0.000169485j -0.000963347+0.000171644j 0.000124973-0.000281304j -0.000473317-0.000335127j 0.000505961+0.00123223j 0.000306805+4.237e-05j 0.00108749+0.00136158j 0.00115003+0.000387685j -0.000290053-0.00112722j -0.000562379+0.000859683j 0.000325662+0.000672019j 0.0032264+6.16211e-05j -0.00188302+0.00384121j 0.00294229-0.0013941j -0.00358172-0.00235087j 0.00245659-0.000133382j 0.00231283-0.00096829j -0.000542552+0.000105215j 0.000361742-0.00225764j -0.00148973-0.00109824j -0.00158214+0.00268427j -0.000141748-3.16285e-06j 0.000553645-6.36173e-05j 0.000102888+0.00021771j -0.000692057+0.00106621j -0.00122767-0.000524425j -8.93305e-05+0.000698822j -0.000320332+0.000908283j 0.000813512-0.000358234j 0.000372218-0.00078019j -0.000315419+0.00183394j -0.00145186+0.000808543j 0.00237001+0.00020322j -0.00102005+0.000276977j 0.00178224+0.000557353j -3.98135e-05+0.000979625j -0.00147571+0.00393011j -0.000707937+0.00118697j 0.00414794+0.00384498j 0.00286341-0.00338741j -0.00505779-0.00368205j 0.00223625-0.0155702j 0.000279938-0.00508262j 0.0109821+0.00148823j -0.00658484-0.00110991j -0.0107847+0.00423604j 0.00862675-0.00332613j -0.00781613-0.00677722j -0.000865631+0.000151074j -0.00515846-0.0066852j 0.000561618-0.00907787j 0.00212188-0.00101088j -0.00323347-0.00362075j 0.00685417-0.00467515j 0.00252789-0.00597659j -0.00122523+0.00902357j 0.00200974+0.00454738j 0.00424735-0.00117495j -0.00316006+0.0106411j -0.0116548-0.00109549j 0.00297163+0.00189441j -0.00176131-0.00446337j -0.00405929-0.00113732j -0.00128789+0.00169498j 0.000369914-0.00019989j 0.000293446+0.00130343j -0.00052267-9.96899e-05j -0.000192645-0.000319284j 
-0.000858553-0.00282158j -0.000235428-0.00118984j -0.00425309-0.0016936j 0.000415714-0.00336104j 0.000245406-0.000402689j 0.00364057+0.00291731j 0.00126494-0.00333247j 0.00105623+0.000690639j -0.000180242+0.00189099j -0.000201623-0.00139467j -0.00289905+0.00200498j -0.000523408+0.00286653j -0.00247476+0.00131575j 0.00170152-0.00165217j -0.00537434-0.00529852j -0.000675515-0.00303276j 0.00110189-0.00278919j 0.00203568-0.000906156j -0.00145128-0.000702617j -0.000563114+0.000319586j 0.00160413-0.000783591j -0.000414699-0.000221476j -5.09476e-05+0.000306091j -0.00218402+0.0018655j 0.000682983-0.00103809j -0.00113266+0.000917782j -0.0030196-0.000771905j -0.000650897-3.49844e-05j 0.000223159+0.00211091j 0.000451201-0.000555j 0.00212947-0.00152852j 5.10319e-05+0.00193951j -0.000784458+0.000821486j 0.00217482+0.000986909j -0.001408+0.000467905j -0.00047987+0.000418673j 0.00290205-0.000420561j -0.00265014-0.00139964j -0.00162628+0.00189472j -0.00410242+0.00471314j 0.00159176+0.00265289j -0.0018102+0.0023139j -0.00835376+0.0164576j -0.00510681-0.00113829j 0.00754167+0.00234271j 0.00704219-0.00159842j -0.000644871+0.00464143j 0.0068408+0.00683294j -0.00209873+0.00437447j 0.00344152-0.00617016j -0.0041959-0.000246742j 0.00329086-0.00580152j 0.00898392-0.00796072j -0.00351834+0.000659696j 0.00100676+0.000628396j 0.00148996-0.00274648j 0.00536898+0.00157426j 0.00455534-0.00396574j 0.00387626+0.00343084j -0.00529074-0.00254865j 0.00341866-0.00495304j -0.00347518-0.000604814j -0.0065141-0.00261858j 0.00278124-0.000801276j 0.0043872-0.00405051j -0.00161696-0.00115516j 0.00146697-0.00168699j -0.00261614-0.000429908j 0.000241039-0.00170862j 
-0.00121504+0.00124178j -0.00184358-0.0070221j -0.0100311+0.00394561j -0.0085633-0.00610568j 0.00148108+0.00353344j -0.00311893+0.00845752j 0.00192606-0.00525166j 0.00130061+0.000133455j 0.000722786+0.00277983j -0.00311868+0.00724584j -0.0111616+0.00855596j -0.00592863-0.000993476j -0.000430814+0.0106614j 0.00828547+0.00544409j -0.00868912-0.00779442j -0.00377661-0.00465342j 0.00654187-0.00042176j 0.0097636+0.00276946j 3.47393e-05-0.00167492j 0.00279803-0.00229371j 0.00126961+0.00129041j -0.00230788+0.000836063j -0.00308227+0.00706547j -0.00413599+0.000953854j -0.00165742+0.00193166j -0.00264116+0.000598006j -0.00590696-0.00355448j -0.00550306+0.000890154j 0.000622445+0.00401476j -0.00039398-0.000942081j -0.00188406-0.00438472j -0.00139437-0.0047908j -0.00552787+0.00397005j -0.00429907-0.00122744j 0.00353912+0.00335217j -0.00546476-0.000235748j -0.00349813+0.0058881j -0.000149901+0.00551785j 0.00221783-0.00144903j -0.0035626-0.00168621j 0.00240857-0.00400176j 0.00104828-0.00418641j 0.00182412-0.00120003j -9.52547e-05-0.00258634j -0.000671957-0.00468692j -0.00365314-0.00340487j 0.00595894-0.00120648j 0.00135823-0.00233153j -0.00214553-0.00374519j -0.00192344+0.00605142j 0.00183444+0.00272858j -0.00169354+0.0049408j -0.00556608-0.000253236j -0.00108299+0.000639718j -0.000983262+0.00022834j 0.000582658+0.00242837j -0.00150641-0.000406303j -0.00265491+0.00192692j 8.13644e-05-0.00149756j 0.00308344-0.000836723j -1.81226e-06+0.00205219j 0.00124702+0.000165542j 0.00518549+0.00114746j -0.000994909-0.000155878j -0.00142568+0.00222716j -0.00134897-0.000707291j -0.0014742-0.000473454j 0.00125643+0.000585156j -0.000924954+0.00107923j 
