0.250143-0.166412j -0.134836-0.258728j 0.00432563+0.0691141j 0.0280741+0.0152177j 0.101062+0.115573j 0.104282+0.0456008j -0.17796+0.0839942j -0.122822-0.200028j -0.0966864-0.0365162j -0.00486357-0.164054j -0.0719804-0.0629171j 0.0836249+0.153977j 0.00741916+0.0262833j -0.00428454+0.0889708j -0.0764906+0.0345351j -0.0445803-0.0490241j 0.000617574+0.0258847j 0.0558307-0.202282j 0.0762667-0.0967817j -0.0284596-0.138515j 0.0199368+0.017755j 0.0959508-0.189994j -0.16515-0.013209j 0.13358-0.0272426j -0.0878275+0.131345j 0.0922503-0.0641368j -0.132983-0.0137108j 0.238061-0.21183j -0.212969-0.295516j 0.0735861-0.179197j -0.157525-0.0548339j 0.043308-0.0242285j 0.0195043+0.0296796j -0.00698445+0.0349726j 0.0549575+0.000752279j 0.0113386-0.0155094j 0.00482193+0.0486229j -0.031017+0.00670908j -0.0212034+0.0112898j 0.0102867+0.00442021j 0.0172397+0.0224388j 0.00398631-0.009812j -0.00790867+0.00384452j 0.00718136-0.0117489j -0.0105534-0.0188593j -0.0269301+0.000587984j -0.00311126-0.00218532j -0.0073069-0.00951064j 0.00939221-0.00224958j 0.033982-0.00386844j 0.00629395-0.00663048j -0.00122815+0.00637849j 0.00119336+0.015087j -0.000136397+0.00445654j 0.00781251+0.00496421j -0.00878634+0.00785025j 0.0130734-0.00542653j -0.0225095-0.01398j 0.0180233+0.016095j -0.00971138+0.0147729j 0.0119509-0.00179019j 0.0356268+0.0197271j -0.00343361+0.0182919j 0.0051988+0.0124911j -0.00024288-0.00297452j -0.00375062-0.00899938j 0.00607986+0.0114875j -0.0390421+0.00558549j -0.00719264-0.0487508j 
-0.000156999-0.0011705j -0.000498554-0.00205577j -0.00281889+7.5436e-05j 0.000563165-0.00086746j -0.00235417+0.00116123j -0.00395839+0.00244395j 0.00487219+0.000530657j -0.000573827-0.00187649j 0.00218545+0.000737843j 0.00137778+0.00640686j -0.00496973-0.00272162j -0.00102736+0.00127907j -0.00305721+0.010346j 0.00681089+0.00508228j -0.00431633+0.000629516j -0.00437123-0.00121925j 0.00807414+0.00158328j 0.00222341+0.00166512j 0.000529302+0.0078392j -0.000635777-0.00520484j -0.00148955+0.000139165j -0.000841971+0.00274043j -0.00255334+0.00571557j 0.00638714-0.00156154j -0.001708-0.000907103j -0.000999331-0.00115659j -0.00151111-0.0020298j -0.00202078+0.00105577j 0.00106454+0.0017417j -0.000161722+7.22899e-05j 0.000832276-0.00121852j 0.00100203-0.00110278j -0.00247851-7.94181e-05j -0.000669977-0.00232463j 0.000824267+0.000188346j 0.000920066-0.0016092j 0.00100682+0.00319615j -0.00193904-0.000891744j 0.000454659-0.00182334j 0.00522895+0.000144209j 0.00227133-0.00299742j -0.00111606-0.00684597j -0.00185763-0.00623796j -0.00241506-0.00143391j 0.00592871+0.000884065j -0.00115617-0.00225534j -0.000951208+0.00458095j 0.00439427-0.0027047j -0.00693404-0.000888993j -0.00194046+0.00222058j 5.91641e-05-0.00238039j -0.00111928-0.00221294j -0.000737342+0.00208371j 0.00261489-0.00183304j -0.00234825+0.000685353j 0.000119919+0.00132482j 0.00210961+0.00772592j 0.00221278+0.00124471j 0.00221031-0.00374865j 0.00180809+0.00803363j -0.00240722+0.000182979j 0.00219785+0.00123285j -0.00161839-0.000962828j -0.00346265+9.21716e-05j -0.0012156-0.00148628j 0.0014984-0.00191592j -0.000893139-0.00225556j -0.000689178+0.000533566j -0.000411766-0.000548732j 
-0.000105243+0.00112593j -7.39271e-05+0.00138092j 0.00298886+0.00194905j 0.000735755+0.00203819j -0.00198916-0.00185122j 0.000343515-0.0042568j -0.00405849+0.0024806j 0.00170361+0.00388626j 0.00397007-0.00282102j 0.000934215-0.00285661j 0.000404909-0.00334038j 0.00138726-0.00238493j 0.00505233-0.00256515j -0.0047468+0.00769462j 0.0110881-0.000403004j -0.00594143+0.00265514j -0.000125603-0.000130832j 0.000192696-0.00316647j 0.00202627-0.000823441j -0.00174688-0.00389192j -0.00638298-0.000618356j 0.000431044+0.00688299j -0.00057218+0.000538387j 0.00290784-0.00195218j 0.00236142-0.000106748j -9.45636e-05+0.000582044j 0.000678904-0.00107283j -0.000109902+0.000296058j -0.000728873-0.00221709j 0.000282198+0.000155493j -0.000801909-1.8989e-05j 0.000338305+0.00318443j 0.000390639+0.00196545j 0.00217023+0.0015911j -0.00274415+0.000476532j 0.000258215-0.000774143j 0.000853902-0.0020345j 0.00119164+0.00781138j -0.0012373+0.00266334j 0.0024631+0.000352186j -0.000483992-0.00199347j -0.00639064+0.00481975j -0.0017047-0.0114557j 0.00392255-0.00195733j 0.00640834-0.000210778j -0.00438852+0.00376429j -0.010172+0.00467565j 0.00347846-0.00479847j -0.00491217-0.00344523j 0.00109251-9.96513e-05j -0.00836789-0.00305289j 0.000308333-0.00600474j -0.000258356-0.00225113j -0.00511155+0.00135656j 0.00601229-0.00369184j 0.000836877-0.00659272j -0.000980269+0.00472856j 0.00154797+0.00306381j -0.000835095+0.000134001j 0.00152482+0.00635607j -0.00871157+0.00349301j 0.00312567+0.000198257j -0.00165313-0.00287938j -0.00276858+0.00113093j -0.000405143+0.00364269j -0.000610194+0.00110741j 0.0017915+0.00211769j 0.000515234-5.35751e-05j 0.000703039+0.000413529j 
0.000458598+0.000122099j -0.00104072-0.00047852j 0.00026164+0.000215876j -0.000613309+0.00139716j 0.00070877+0.00339298j -0.00010445+0.00472254j 0.00624932-0.000336958j -0.00338773+0.00208899j -0.00192132-0.00188084j 0.0012389-0.00247736j -0.0038384-0.00419165j 0.00105601-0.00272875j -0.00375661+0.00132246j 0.000509587-0.00367726j 0.00462864-0.000526169j -0.00300884+0.00232527j -0.00118099+0.00306932j 0.00165881+0.00299418j 0.000688318-0.00116585j -0.000695516-0.00200687j 0.00164275-0.0027339j 0.00508242+0.00111754j 0.00246127-2.79402e-05j -0.000168792-0.00547494j -0.00393963+0.00165624j 0.000373324-0.00035599j 0.000862005+0.000635204j 0.000170963-0.000513624j -6.20297e-05-0.000371594j 0.000645885+0.00092363j 0.00064997-0.000724617j -0.000199524+0.000889859j -0.000237932-0.00107103j -0.000313329+0.00016091j -0.00282828+0.000217121j 0.000728876-0.00520559j 0.000453085-0.00386793j -0.00412353+0.00277769j 0.000349965+0.00183487j 0.0014971-0.00260382j 0.00316531-0.000659957j -0.00358653+0.00181882j 0.00280584+0.000256877j 0.00485593+0.000143267j 0.000227336-0.000643195j 0.00277368+0.00440171j -0.00129197+0.00359488j -0.0012311+0.00120602j -0.00308689+0.00102737j 0.00284019-0.000630837j -6.46986e-05-0.00246437j -0.00154361-0.00493954j 0.000844349-0.00165173j 0.00409848-0.00222021j 0.00333741+0.00102483j -0.00351985-0.00611113j -0.00127097+0.00280888j 0.00155197-0.00048477j -0.00367268-0.000581058j -0.000614445-4.69569e-05j -0.00257041+0.000123315j -0.000131092+0.00196903j -0.00183763-0.000328243j 7.08455e-05+0.00146621j -0.000234145+0.0025031j 4.53652e-05+0.00162858j 0.00170002+0.00202389j -0.000198579-0.000569472j 0.000634984+0.000184414j 
0.000977125+0.00112158j -0.000846377+7.4285e-06j 0.00227539+0.00227522j -0.000267513+0.00140151j -0.00242984-0.000170096j -0.00543431-0.000116748j 0.0019249+0.00454702j 0.00114612-0.00403382j 0.00170226+0.000424254j 0.000671718+0.00435865j 0.00131719+0.000370832j -0.00123096+0.00173447j -0.00372446+0.00866605j 0.010251-0.00494129j -0.00709162+0.00538129j -0.00249675-0.00299343j 0.00220549+0.0040933j -0.00158868+0.0028558j -0.000644882+0.00454922j -0.000297585+0.000906002j 0.000636199+0.00131332j 0.00255933-0.00434129j -0.00233918+0.00466674j 0.0061305+0.00212138j -0.00121572-0.00160765j -0.00198243-0.0010109j 0.000534931-0.00237847j -0.00162933+0.00184877j -0.000114482-0.000420217j -0.000119081+0.00121612j -0.000303872-0.000242794j 0.0014366+0.00382627j 0.000920202+0.00333932j 0.000783976+0.00598952j -0.00349646+0.00107255j -0.00371968-0.00566314j 0.00220325-0.00504208j -0.00410869+0.00295965j 0.00491933+0.00269862j -0.00109042-0.00292872j 0.00172408+0.00350897j -0.00461087+0.00908666j 0.00102921+0.0134733j 0.0107903+0.00526895j 0.00324336+0.00481807j 0.00611638+0.000751195j -0.00276405+0.00406447j 0.00262652+0.00257437j 0.00296067+0.00606137j -3.55737e-05-0.00498174j -0.00494921+0.00237514j 0.00360012+0.00030233j -0.00666238-0.00621814j -0.000832776+0.0069905j 0.00139646+0.00842501j 0.00360574+0.00205578j -0.000192037+0.00270132j 0.00166627-0.00158698j -0.00434488+0.00119024j -0.00156972-0.00427047j 0.00462555-0.000739244j 0.00154709-0.00013524j -0.00339513+0.00120794j 0.002728+0.00123923j -0.000473697-0.00180795j -0.000725146-0.00097064j 0.000635169-0.000719536j -0.000552217+0.000175629j 0.000884636-0.000957171j 
-0.000878206+0.00159638j -0.00252233-0.000454792j -0.00240925+0.00439832j -0.00450893+0.000980029j 0.00250894-0.00225294j 0.00191262+0.00427396j 0.00016153-0.00485755j -0.000722244-0.00359126j -0.00142734-0.000469831j 0.00343889+0.0056974j -0.00653686+0.00770858j -0.00310844-0.00185044j 0.00377085+0.00619929j 8.08193e-05+0.00939782j -0.00955364+0.00332901j 0.00474349+0.00449592j -0.00239689-0.00219914j 0.00518229-0.00345227j 0.00297923-0.000225461j 0.00205559-0.00428725j 0.00485241+0.00358706j -0.00372798+0.00479067j 0.00481035+0.00372806j -0.00449477-0.00586021j -0.00194856+0.00403841j -0.00359604+0.00304597j -0.00415842-0.00331345j -0.00296793+0.00287937j -0.000859926+0.0014977j -0.000113946+0.000311994j -0.000113405-0.00136595j 0.00278375+0.0028171j -0.00175168-0.00276103j 0.00402493+0.00172671j -0.00290544-0.000619054j 0.00102433-0.00467866j 0.000978089-0.0079902j -0.00345823-0.0045636j 0.00519238+0.00489712j 0.00495916-0.00133651j 0.00115248+0.00260356j -0.00567311+0.00810572j 0.000635641+0.00103122j 0.00771906+0.00458344j 0.00566463+0.00474927j 0.0047609-0.00202164j -0.00696692+0.00729573j 0.00248927+0.0034709j 0.00133173+0.00754385j -0.00284418-0.0073668j -0.00630849+0.00096333j -0.00274383-0.00438351j -0.00288596-0.0041276j -0.000104758-0.00124597j 0.00304416+0.00201805j 0.00270855+0.00383759j 0.00179754+0.00741777j 0.00130293-0.00142107j 0.00101644-0.000940412j 0.000165392+0.00203789j -0.00156716-0.00319869j -0.000105281+0.000925274j -0.00808508+0.00137014j 0.00105658+0.00119286j -0.00291965-0.00137589j 0.000817842-0.00290985j -0.00109919+0.00182105j -0.000428926-0.00151031j 0.00172037-0.000907824j 
0.000173468-0.000884202j 0.000152361+0.00192043j -2.86357e-05-0.000313768j 0.00122563+0.000705024j -0.000770467-0.00277708j -0.00117705-0.00297433j -0.000285755+0.00195466j -0.00418923-0.00653678j -0.0030961-0.0015069j 0.00267521+0.00674908j 0.002735-0.00216425j -0.00206725-0.00269855j 0.00313919-0.00257294j -0.00710365+0.0106159j 0.00162752+0.00170001j 0.0112589+0.00769686j 0.00275814+0.00216063j -0.0011466-0.00203943j -0.00204784+0.00742664j 0.00108148-0.00477536j 0.00063264+0.00187467j -0.00531481+0.00339277j -0.000835415-0.00308819j -0.000291258-0.00070814j 0.00157167+0.00258031j 0.00194366+0.000802002j -0.000721547+0.000668528j 0.00186403-0.000181431j -0.000556443+0.000795767j 0.000230373-0.000287676j 0.000190421+0.000682907j 0.000457288+0.00192209j 0.00047432+0.00082651j 0.000380429+0.000757258j -0.000325747+0.00342936j -1.02183e-05-0.00190592j -0.000509861+0.00370037j -0.000956026+0.00692552j 0.00126427-0.00375373j 0.00266459-0.00113629j 0.000507399-0.00385239j -0.00305258-0.00224109j 0.00100442-0.00414999j 0.00329852-0.000556344j 0.00173806+0.001332j -0.000573556+0.00432068j -0.00302166+0.00321549j 0.000847136-0.00381763j -0.00298821-0.0039013j 0.000449359+0.00629089j -0.00120788-0.00362212j -0.00181858-0.000936053j -0.00215267+0.00160913j 0.000145312+0.000753611j 0.000929075-0.000301288j 0.000127924-0.00147104j -0.000979758-0.000440809j 0.000514409+0.000461476j -0.00140542-0.0011151j 0.000633516+0.00681164j -0.00286424+0.00413334j 0.00110838-0.00219906j -0.000295961+0.000364489j -0.00141317-0.00236393j -0.000126065+0.000860733j 0.000997141+0.000410821j 0.00105481-2.96584e-05j -8.63423e-06-6.0601e-05j -0.000180766+0.000307305j 
9.01572e-05-0.000657634j 0.0035765+0.00243061j 0.000468883-0.00535904j 0.00711072+0.00155463j 0.00223117-0.00222946j 0.00275526-0.00152383j 0.0062457-0.0021854j -0.00219223+0.0017996j -0.00137377+0.000843504j 0.00176934+0.000339032j -0.00252481-0.0101314j -0.000119113+0.000175534j -0.012071+0.00434027j -0.000305499+0.00155254j -0.00372706+0.00366237j 0.00158493+0.00284921j -0.00248684+0.00381455j -0.00282638-0.00260927j 0.00169138+0.00412548j -0.00250002-0.0043198j 0.00104991-0.00238338j 0.00108313-0.000484022j 0.00243985+2.98989e-05j 0.0041264-0.00367019j -0.00185968-0.00141691j -0.000439114+8.84941e-05j 0.000792254-0.00164513j 0.000473642-0.000391593j -0.000615624-0.000103636j 0.000962521-0.00163686j -0.000333619+0.00111262j -0.00608103-0.00162974j -0.00109616+0.00633051j -0.00342817-0.00221124j 0.00545896-0.00268009j -0.002562+0.0037049j -0.000903686+0.00543655j 0.00150982-0.00312505j 0.00185828+0.00182795j -0.00345759+0.00345824j 0.00287044-0.00370389j 0.00321057-0.00453521j -0.00191106+0.000415816j -0.00761934-0.00553031j 0.00529247-0.00480989j -0.00288265-0.00902429j 0.0055182+0.00239131j 0.00762754+0.000365315j -0.00642778+0.00137113j -0.000102373-0.00303645j 0.00217979+0.0032665j -0.00303431-0.000873815j 0.000572103-0.00353067j -0.00191634-0.00266109j -0.000324136-0.00225415j 0.00135137+0.00155645j 0.00262479+0.00410091j 0.000526595+0.00422962j 0.00569526-0.00188343j -0.000410281-0.00401454j -0.000866089-0.00215563j 0.00142634+0.00277394j 0.00143498-0.00159272j -0.000469315+0.000839074j -0.000525153-0.000834926j -0.00177809-0.000772189j -4.91981e-05-0.000746924j -0.000178003+0.00163675j -0.00144318-0.000519412j 
-0.00210545-0.000543586j 0.00336126+0.00529372j -0.00192689-0.00571156j 0.00638371-0.00202394j 0.00119197-0.00262449j 0.00170412-0.00155931j -0.000930957+0.00246973j 0.00425304+0.00507829j -0.000867383-0.00052183j -0.00104952-0.00935198j 0.00338965+0.00490284j 0.00483318+0.00103589j 0.00259929-0.00376258j -0.00427219+0.0037824j -0.00467933+0.00400389j -0.00139515-0.0037036j -0.0079473-0.00433841j -0.00108579-0.00472591j 0.000404726-0.00186327j -0.00177422-0.000624204j 0.000967679+0.00151359j 0.00129055+0.00270496j 0.00679544-0.00415558j -0.00157691-0.00311749j 0.000182402-0.000585157j -0.00724768+0.00327594j 0.00110104-0.00394675j -0.000392566+0.00488794j -0.00110299+0.000146148j -0.000127661-0.00254996j -0.00141101+0.00271259j -0.00346052+0.00141115j 0.00152965+0.0068501j -0.00432107+0.00173789j 0.00252543+0.00152211j -0.00316773+0.00105264j 0.00147142+0.00457315j 0.00236438+0.00515342j 0.00432109-0.00378885j -0.00402652-0.00244887j 0.00199142-0.000153114j 0.00411018+0.000641413j -0.00138521+0.000743495j 0.00237285-0.00019411j 0.00275423+0.0024646j 0.00243204-0.00830887j 0.00405438+0.00225322j 0.00546215-0.00352996j 0.00165221-0.00235562j -0.00163706+0.00402355j -0.00383544+0.00192843j 0.000882281+0.00784059j -0.00832256-0.00198572j -0.00376633+0.00467134j -0.00380657+0.00316734j 0.00223424+0.00368601j -0.000917064-0.000479041j -0.00284573+0.00264965j -0.000304433-0.00174347j 0.00356627+0.00156438j 0.00431311+0.000722501j 0.00330112-0.00475651j 0.00135655+0.000957878j 0.000284201-0.00225499j -0.00474926+4.62682e-05j -0.000632435-0.00568009j -0.00194565-0.00142704j 0.000731374+0.000713291j -0.000443568-0.001047j 
0.00386212+0.000547385j -0.000641588+7.19617e-05j 0.00575143-0.000865587j 0.000275872+0.00504985j 0.00443552-0.00133846j 0.00559581+0.00169373j -0.00212898-0.00913796j 0.0058289+0.00105658j 0.00563513+0.0036528j -0.00710203+0.00151243j -0.00366626-0.0018012j -0.00303005+0.00338991j -0.00218659+0.000216479j 0.00285621+9.36701e-05j 0.000484172-0.00430516j -0.00928099-0.00588607j 0.00434194+0.00215464j -0.000568132-0.00323202j 0.00184719-0.00563429j 0.00235852+0.00302261j -0.00291103-0.000602986j -0.00143623-0.00443499j -0.00339279+0.00273053j -0.000931584+0.00163763j -0.000362923-0.00187718j 0.00414916-0.00169733j 7.58901e-05+0.00298753j 0.00102052-0.00282752j -0.000428388+0.000755936j 0.00107839+0.00289803j 0.00153316-0.000536125j 0.000833881-0.00268197j -0.00532583+0.00235952j 0.00127074-0.00122403j -0.000544985+0.0069544j -0.00761931-0.00709955j -0.00434524+0.000533184j -0.0086146+0.0150801j -0.0036284+0.00100729j -0.00185528+0.000489032j 0.00474429-0.00431039j -0.00930533-0.000714511j 0.0021083+0.0171538j 0.00186142-8.85218e-05j 0.00112879-0.00450999j 0.00296874+0.011485j 0.000642874+0.000431796j 0.00224837+0.00185847j -0.00415597-0.00165972j 0.00192123+0.0045441j 0.00150827-0.00175152j 0.0054326-0.00603332j 0.00180863-0.00365819j 0.00340195+0.00312572j 0.00346542+0.00417433j -0.00340753-0.0085757j 0.00297518+0.00101555j 0.00295856-0.00774623j -0.00429466+0.00216647j -0.00414961+0.00160787j 0.000565216+0.000811408j -0.00216792+0.00251809j -0.00137579+0.000327157j -0.000770379-0.00167978j 0.00579235-0.00154063j -0.000805844+0.0048145j 0.00320048-0.00274593j -0.000566215+0.00125387j -0.000344611+0.00100087j 
-0.000550033-0.00155405j -0.000795094+0.00155134j -0.00124616-0.00189286j 0.00112926-0.000166208j -0.00257151+0.0029567j -0.00495119+0.00258064j 0.00267276+0.00726814j 0.00388147-0.000500821j 0.00209035-0.000276307j -0.00181205-0.00250557j 0.00492027+0.001518j 0.0039575+0.00381009j 0.0046534-0.000371272j 0.00207365-0.00439205j 0.000777772-0.000301631j -0.00772797-0.00516832j 0.00547674-0.000692793j -6.9126e-05+0.00341161j -0.0037425+0.00367005j 0.000829717+0.00132488j -0.00252227+0.00144146j 0.000945439-0.000694354j -0.000799574+0.000247461j 0.00554173+0.0011611j -0.000807891-0.00276768j -0.00167933-0.000557847j 0.000860489+0.000572251j 0.000345698+0.00214683j 0.000348327+0.0015719j 0.000984268+0.000313424j 0.00125568+0.000433987j -0.00198469+0.00275569j 0.0048978-0.00242495j -0.00154346-0.00103817j -0.00425716-0.00176519j 0.00653732+0.00325113j 0.00560647-0.00070914j 0.000761668-0.00429746j -0.00439123-0.00333169j 0.00183643+0.00536604j 0.00128563+0.00332408j 0.00962898+0.00106074j -0.00331975+0.00507902j -0.00907364-0.000141244j 0.00275446+0.00240354j 0.00832799-0.00598144j 0.000770509+0.00294777j 0.00492625+0.0014476j -0.000122914+0.000472819j 0.0030653-0.00535338j -0.00044043-0.00397258j 0.00164547-0.00515625j 0.0109493-0.00259801j -0.000581721-0.000975229j -0.00540959-0.000519914j -0.00558155-0.00577737j 0.00552626-0.00397416j 0.00178752-0.0013846j 0.00240829+0.000153202j -0.00400098+0.00301577j 4.69132e-05-0.00549289j -0.00278168+0.000537769j -0.00381685+0.000217827j 0.0012933-0.0029626j 0.00246228-0.00429426j 0.000542015+0.000521892j 0.00279126-0.00168261j -0.00174992-0.000746552j 0.000582476-0.00180249j 
-0.000340735-0.00185662j 0.00121612+0.00147249j -0.000478853-0.00552851j 0.00507385-0.00131742j -0.00251876+0.00027189j -0.00243165-0.00185445j -0.000258887+0.00394474j 0.000423096-0.00269996j -0.000546261-0.000452195j -0.00176259-0.000440994j 0.00351391+0.00154168j 0.00248725-1.76832e-05j 0.00288085-0.00346763j -0.00306255+0.0031228j -0.00119238+0.000800308j 0.00159318-0.000838467j 0.000341068-0.00124966j -0.000668304-0.000703445j -0.00244948+0.00411517j 0.000377888-0.000856655j -0.000262848+0.00157851j -0.00128662+0.000968763j 0.000908392-0.00234745j 0.00125638+0.000970225j 0.00172291-0.000496226j -0.0017523+0.000808192j 0.000328058-0.000678955j 0.000766589+0.00215436j -7.60053e-05+0.000757136j -0.000562546-0.000730799j 0.000704185+0.00122725j 0.000673641-0.00850875j -0.00919006-0.000588228j -0.00109634-0.00481401j 0.00247152+0.00375024j -0.0065907-0.00224887j -0.00692924+0.000339686j -0.004007+0.00654909j -0.0079246+0.00728799j -0.00271212-0.000328276j 0.00112755-0.0012314j -0.0111273-0.00404449j -0.000346534+0.00280102j -0.00712078+0.00119448j -0.00282958-0.00977448j -0.00742667+0.00496584j 5.55477e-06-0.0114044j -0.000632288-0.000703211j -0.000851228-0.00256873j -0.00387228+0.00469066j -0.000362163+0.00357224j 0.0055837+0.00124502j -0.000440277-0.00144646j -0.00218839+0.000410949j 0.000473663-0.00130434j -0.00111982+0.000920999j 0.00195543+0.00220607j -0.00314416-0.00552388j 0.00212325+0.00260712j 0.00191647+0.00106077j 1.78877e-06-0.00142917j -0.00261075+0.00167348j 0.00173657-0.000700932j -0.00208419+0.00121856j 0.00182569-0.00188477j -0.000241701-0.000792107j -0.00396461-0.00225762j 0.000849901+0.00117856j -0.00144051+0.000191827j 
-0.00171346+0.00119794j -0.000321431-0.00139251j -0.00393243+0.00451005j -0.00493091-0.00305455j 0.0012624-0.000766122j 0.00181331-3.17858e-05j -0.00501334-0.00108061j 0.00114039-0.00101356j 0.000342421-0.000973692j -0.00104148+0.00212875j 0.000532265+0.00416453j -0.00114604-0.00101203j 0.00445151-0.00299965j -0.00216377+0.00162178j -0.000324777-0.00336346j 0.000927016+0.0021708j 2.79885e-05-0.00389315j 0.00155196-0.000647061j -0.000137035-0.00289931j 0.00155318+0.00133147j 5.60493e-05+0.00203473j -0.00342869+0.00105123j -0.0015336+1.8985e-05j -0.00376936+0.00211914j 0.00106014+0.000761024j 0.000586437+0.000221172j -0.00154663+0.000418404j -0.000519105-0.00121338j 0.000563396+0.000399695j -0.000325636-0.00140197j -0.00212745-0.00129188j -0.00208416+0.00425555j 0.00397853+0.00268157j -0.00197906+0.00276112j -0.00392772-0.00023062j 0.00135124+0.00695514j 0.00592089-0.00238865j 0.00593326+0.00588184j -0.00344882-0.00260242j -0.00479513+0.00122215j 0.000127103+0.00444644j 0.0105041+0.00820141j -0.00206874+0.000816654j -0.00148932-0.00104041j 0.00212667+0.00102638j 0.00198041-0.0064622j -0.00087627-0.000261822j 0.00393335-0.00528139j 0.00463592-0.00471883j 0.0024122-0.00355451j -0.00744843+0.00110082j 0.00620615+0.000897133j 0.000425217-0.00519488j -0.00602136+0.00775985j -0.00149209+0.000570089j -0.00376035-0.00885164j -0.000629558-0.00501683j -0.00135497+0.00238517j -0.00275692+0.00273953j 0.000270014-0.00236247j 0.000560202-0.00087491j 0.00206127-0.00198443j 0.000860154-0.000929691j 0.000848207+0.000406709j -0.00120523+0.000666891j -0.00263076-0.00110194j 0.000534009-4.19707e-05j 0.000247086-0.000221621j -9.61993e-05+0.000357838j 
0.00155097+0.00330813j -0.00300237-0.00136753j -0.00029177+0.00543542j -0.00763493+0.00123332j 0.00387622+0.00388826j -0.00432228+0.00681594j 0.00195471+7.77066e-05j -0.0013327-0.00387116j -0.00295209+0.000177494j -0.000994109+0.00647626j 0.000801878+0.00498448j -0.00395017-0.003299j 0.005802-0.0014137j 0.00243715+0.00242066j 0.00148329+0.000292652j 0.00367001+0.00206528j 0.00386252+0.00312009j 0.00260014+0.00222435j -0.000308313-0.000668157j 0.00342895+0.000272378j 0.00271854+0.00259372j -0.000697946-0.00133836j -0.000970863-0.000472614j -0.00404189-0.002023j -0.00267813+0.00348073j 0.00253684-0.00135254j -0.000464158+0.00251425j 0.000567864-0.000568111j -0.000494391+0.00146285j 0.000417683+0.00140998j -0.00240433-0.000256435j -0.00449432+0.000389171j 0.00126157+0.00493716j -0.00338508+0.0022169j 0.00157491-0.000969021j 0.00169989+0.00359656j 0.00254366+0.00527768j 0.00216794-0.00238206j 0.00233337-0.00253087j -0.000967801+0.00118226j 0.000257827-0.00171154j 0.00378318-0.006464j -0.00236292-0.00346289j -0.00155795-0.00163094j 0.000728385-0.000496514j -0.00508974-0.00487752j 0.00254689+0.000499502j 0.000572246-0.0022359j -0.00388771-0.000895077j 0.00119476+0.00191443j 0.00192193-0.000168412j -0.00257682+0.00195633j -0.00120657-0.000314424j -0.001242+0.000286181j -0.000561674+0.000972096j 0.00224986+0.00305888j -0.00203286-0.00142387j 0.00123442+0.00553066j 0.00223408-0.00228569j -0.000132094-0.00216986j -0.000845032+0.00196552j 0.0027156-0.00156864j 0.00324041-0.000952235j 0.000405621-0.00041083j -0.000472586+0.00158708j -0.00087063-0.000602179j -0.000203214+0.0015151j 0.000274289+0.000360256j -0.000895646+0.00052427j 
0.0039604+0.00141928j 0.000415529+0.003452j 0.00945343-0.000545519j 0.00341816+0.00878471j 0.00527998-0.00619179j 0.00597216-0.00210714j -0.00261266-0.00461497j 0.00612107-0.0006834j 0.00192218+0.00274607j -0.00419932+0.000607236j 6.52176e-05-0.00244587j -0.00212353+4.39322e-05j -0.00347472-0.000841816j -0.000477221+0.00843403j -0.000988656+0.00345854j -0.0016962-0.000549962j -0.0028826+0.00438921j -0.00296133-0.006865j 0.00253217-0.00276848j 0.00062973-0.00028604j -0.000718751+0.00120299j -0.000288306-0.00296211j -0.000619806-0.000733096j -0.00127845-0.00155661j 0.000517881+0.00132159j 0.000485839+0.000406878j 0.0022132-0.00100511j 0.00171797-0.000797502j -0.00230913-0.00199007j 0.0014781+0.00165211j 0.000893825+0.00217474j 0.00388028-0.000400726j -0.000368544-0.0046226j 0.00203714-0.00152846j -0.00470494-0.000516531j 0.000676291-0.0037044j -0.000968061-0.010712j -0.00282014+0.00103433j -0.00332013+0.00380109j 0.00269543-0.00646272j -0.00163129+0.00680303j -0.000970746+0.00982574j 0.00229381-0.00674772j 0.00726943+0.0030521j -0.00528894+0.000934095j 0.00122389+0.00509565j -0.00577225-0.00442404j -0.00688975+0.000982751j 0.00822717-0.000422919j -0.00197056-0.00274292j -0.00445841+0.000180955j 0.00298566+0.00142238j -0.00102946+0.000991865j 0.000394518+0.000621419j 0.000499498+0.00037749j -0.00399301-0.0026358j -0.00236507+0.000698221j -0.00280278-0.00233254j -0.00527246+0.00230929j 0.00254852-0.000126302j -0.000415378-0.000184976j 0.000263573+0.000937146j -0.000698461+0.00290618j 0.000412396+0.00333661j -0.000502708+0.00212761j 0.000855763-0.000599849j -0.00014912+0.00153815j 0.000662695-0.000554486j 0.000677788-0.00014011j 
