-0.0331292+0.0236101j 0.0205525+0.0374895j 0.029882-0.0449969j -0.0430516-0.0274432j 0.00347532+0.0284924j -0.0386523+0.00745202j -0.0159313-0.00700419j -0.00649111+0.0175488j -0.0246525+0.000550376j -0.0013454+0.0163184j 0.00719345+0.0285102j -0.0161066+0.0110543j -0.028251-0.00935818j -0.0149156+0.0138425j -0.00986756+0.0032446j -0.0122083+0.0094556j -0.000623858-0.00148376j -0.000613384+0.011074j -0.0108758-0.00895017j 0.0139885+0.0123701j -0.00515076-0.0160975j 0.00586099+0.0115485j -0.000844247-0.00552112j -0.0130454-0.011105j 0.0215885+0.00877763j 0.00194792-0.000439808j -0.00213221+0.000655428j -0.0186128-0.0167658j -0.0233787+0.0104612j -0.00582521-0.0238307j -0.000182516+0.0031902j -0.00487859-0.0163411j -0.00649147+0.0076125j 0.00750234+0.00103418j -0.000344929+0.00952686j 0.00328906-0.00431572j -0.00719309-0.0113016j 0.00469475+0.0305336j -0.0155576+0.00447097j 0.0169325+1.55762e-05j 0.00890087+0.006856j 0.0239402-0.00716958j -0.0175458+0.000500568j -0.021334-0.0274314j 0.0146106+0.0118442j -0.0149985-0.0047572j 0.0123914-0.00201731j -0.0144528+0.0165992j -0.01151+0.049785j -0.0444153-0.00974516j -0.0373432-0.0131899j 0.0206964-0.0395101j 
-0.00135281-0.00286347j -0.00230924+0.000850727j -0.00190397+0.000926212j -0.00187128-0.00269614j -0.0115955-0.00670881j 0.000360805+0.00188894j -0.00420116-0.00454079j 0.000405377-0.009255j -0.00215494+0.00546275j -0.00436956-0.00908388j -0.0113123+0.00433446j 0.014016+0.0112912j -0.00464264-0.00179967j 0.0031535-0.00154523j 0.00588622-0.0103557j -0.0066946+0.00445046j 0.000618179-0.00192352j -0.00584049-0.00169428j -0.00723209+0.00521769j 0.00258029-0.00225257j -0.0135662-0.00198628j 1.52044e-05-0.00271094j 0.00782184+0.00120048j -0.00576186+0.00149623j -0.00571908-0.00576343j -0.00306182+0.00647618j 0.00748762-0.00260901j -0.0046479+0.000928987j 0.00156654+0.00433051j -0.00102593+0.00762358j 0.00251037-0.00675202j 0.00703328+0.000658747j 2.11759e-05+0.00508789j -0.00382745-0.00888601j -0.00251287+0.00312144j 0.00100683+0.000279486j 0.0104339+0.0016107j -0.00235005+0.00652975j -0.000487307-0.00856543j 0.00614852-0.00231705j 0.00230856+0.00521988j 0.00139012-0.00899341j -0.00148654+0.00782469j 0.00112406-0.00642804j -0.00250989+0.0023873j -0.0012468-0.00199813j -0.00626972+0.000454896j -2.98762e-05+0.00544761j 0.0030632+0.00205905j 0.00425158+0.00220989j 0.00155741-0.000409921j 0.00129065+0.000766284j 
0.000267179+0.00410204j 0.00368179+0.00202844j 0.00127163-0.000909922j -0.00257107+0.000265404j -0.00794982+0.00192517j 0.00290478-0.00475597j -0.0023864+0.00231694j -0.00267959+3.687e-05j -0.00335813-0.000477463j -0.00172375-0.00506937j -0.00224566+0.00366554j 0.00538073+0.00702987j -0.000211006-0.00295732j 0.00277018+0.000250055j 0.00404799-0.00250912j -0.00182325+0.00446749j 0.00111786-0.000715525j -0.00015434+0.00365419j 0.00114819+0.00550238j -0.00375605+0.00341035j -0.00277859+0.00743074j 0.00207546+0.00120123j 0.00914243+9.58919e-06j -0.000663861-0.00264061j 0.00479781+0.00543269j -0.00112793+0.0045538j 0.000651646-0.00136757j -0.00326699+0.00293086j 0.00102128-0.000828844j -0.00377399-0.000947421j 0.00405745+0.00458493j 0.00512579+0.000710481j -0.00260062+0.00572597j 0.00441289-0.00416274j -0.00410936+0.00239189j 0.00539253+0.0011855j 7.67998e-05-0.00177844j 0.000938952+0.000506979j 0.00258925-0.00193582j 0.00328449+0.00242242j 0.00061692-0.00142297j 0.00242917-0.00889867j -0.000799313-0.00137489j -0.00288188+0.000424842j -0.00523126+0.0010821j 4.14244e-06-0.000557506j -0.00176241-0.00375741j 0.00066518+0.00114258j -0.00388688-0.000953162j 0.00315252-0.000328247j -0.00809388-0.000591145j 0.000788484-0.0064101j 
-0.00223306-0.000949934j -0.00164993+0.00360631j 0.00288846-0.00421262j -0.00389492-0.00169184j 0.00542375+0.00410759j -0.00413929+0.00243517j -0.000618669-0.000531419j 0.00326319+0.00210952j -0.0022174-0.0032339j 0.00433958+8.35493e-07j 0.000673175-0.00203742j -0.0023385+0.00106045j -0.000929683+0.000474497j 0.000715929+0.00151808j 0.000146374-0.00215062j -0.000878434+0.00190449j -0.00311277+0.000741503j -0.00582294+0.00453497j -0.00364294-0.00216966j -0.000949786+0.00172951j -0.000211448+0.00365731j -0.000879275+0.00213732j 0.00104682-0.00212186j 0.000601602-0.00151024j 0.00249463+0.00237012j -0.00175595-0.000986946j -0.00216285+0.00330601j -0.00287867-0.000930103j -0.00310969+0.00225741j -0.0030159-0.00299229j 0.00093403+0.000857241j 0.00244884-0.00245676j -0.000978408+0.00138842j -0.0015629+0.00463417j -0.00321602+0.0032363j 0.00298992-0.00529856j -0.00214764-0.0042636j -0.000224432+0.000379953j -0.00181538-0.00160048j 0.0036981+0.0015505j 0.000830525-0.00468834j 0.000402189-0.0041649j 0.00335822-0.00208979j -0.000611711-0.00296849j 0.00184793-0.00202614j -0.00161384-0.00103135j 0.00154881-0.00590534j 0.00147012-0.000453495j -0.00237567+0.00427401j -0.00461811-0.000578553j -0.00256365-0.00239861j 0.00220527-0.00204692j 
0.006686+0.00296285j 0.00445914-0.007471j 0.00139843-0.00842328j 0.0012723-0.00691195j 0.00422473-0.0136746j -0.00657739-0.00308546j -0.000695645-0.00838327j 0.00257955+0.000839312j -0.000563752-0.00136726j 0.00203851+0.00267563j 0.00572718-0.00198038j -0.0160654-0.00558188j 0.000461786+0.00820167j -0.0045287+0.0101298j -0.00294936+0.000461248j -0.00435405+0.00211977j -0.00418993+0.00512247j 0.0132185-0.00643548j 0.0112044-0.00840242j 0.00895395-0.00899402j -0.00385766-0.00136456j 0.00197222-0.00442614j 0.00598732+0.00158896j 0.00505772+0.0106178j 0.00107484+0.00425339j 0.00192066-0.00829608j -0.00296642-0.00629439j 0.00188077-0.00374463j -0.0034628-0.0024315j 0.00773431+0.00219076j -0.0151711-0.000568217j -0.00186559+0.00482518j -0.0064221-0.00929474j -0.00384098+0.000104501j -0.00220551-0.00143603j -0.00566411-0.00834273j 0.00482314+0.000254988j -0.00316032+0.00379965j 0.0016269+0.00718175j -0.00344708+0.00301879j 0.00165193+0.000280578j -0.00923818+0.01006j 0.00229109+0.000767173j 0.00624759-0.000973551j -0.00243012+0.00148938j 0.00171961-0.00150276j -0.0095699-0.00183902j -0.00032218-0.00494364j 0.000669375-0.00389152j 0.00139487-0.00572302j -0.00366752+0.00389072j -0.00482762-0.00255857j 
0.00461937+0.00377482j 0.00440636-0.00596985j 0.0034493-0.00779079j -0.00183128-0.00499663j 0.0028261-0.0104685j -0.00596985-0.00638403j 0.00154856-0.00534683j 0.00448923+0.00712233j 0.00166291-0.00438461j 0.00365954+0.00417516j 0.00420854-0.000629898j -0.0181315-0.012566j -0.00199659+0.00530503j 0.00152297+0.000173977j -0.010465+0.00904925j -0.010403-0.000741857j -0.00169608+0.00701444j 0.00784714-0.00999093j 0.000715922-0.00828986j 0.00376002-0.00353061j 0.00102742+0.00131991j 0.0042809-0.00650703j 0.00139714+0.0138427j -0.000281515+0.00755568j -0.00275938-0.00399543j 0.00356713-0.00719964j -0.00884917+0.000488006j 0.00514522-0.00740373j 0.00100494-0.00134245j 0.00751844+0.00183112j -0.0113493-0.000976813j 0.00285998+0.00320528j -0.00190466-0.0122737j -0.0050284-0.00288253j -0.00386761-0.00337247j -0.0087599-0.00527349j 0.00101664-0.00162787j -0.00160641+0.00129536j 0.00139869+0.00300125j -0.00565363-0.00297946j 0.00298653-0.00100712j -0.00203672+0.00705958j 0.00288235+0.00497516j 0.00318757-0.00338407j -0.00338797+0.00510339j 0.000846738-0.00459796j -0.000143475-0.00489404j -0.00349294-0.000253392j -0.00466193+0.00352174j 0.000268032-0.000754391j -0.00463511+0.00340749j -0.00252142-0.00340271j 
0.00179+0.00164772j 0.00154967-0.000866327j 0.000742073-0.00295437j 0.000517619-0.000747376j 0.000892762-0.00378183j -0.000422131-0.00423402j 1.36464e-06-0.00419955j -0.000366621+0.0027518j -4.5785e-05-0.00133019j 0.00125313-0.000444352j 0.00440774+0.000377375j -0.0033447-0.000592758j -0.00055001+0.00083062j 0.00184501+0.00518642j 0.000566524+0.00474413j -0.00352399+0.00138128j -0.00443907+0.00282695j 0.00416674-5.49531e-05j -0.00048808-0.00027556j 0.00188411+0.00126269j 0.00122115+0.00521136j -0.00252312-5.32209e-05j 0.00967602+0.000816075j -0.000558714+0.0047638j 0.00314138+0.00560252j -0.00161537-0.00270104j 0.00104484+0.000457841j -0.0037559-0.0018531j -0.00216109-0.00236836j 0.00311259-0.000377473j -0.00065596+0.00265649j 0.00390669+0.000969973j -0.000821083+0.00119999j -0.00126686-0.00123683j -0.00148128+0.00219402j 0.000208391-0.00158317j 0.00222352-0.000326578j -0.00360673+0.000548011j 0.00133473-1.61096e-05j 0.000428233+0.000274212j 0.00409083-0.0051653j -0.000842446+0.00124995j 7.61866e-06-0.0032446j 0.00190189-4.75466e-05j -0.00530736+0.00467338j -0.000561517-0.000940687j 0.00200333-0.00324932j 0.000444786-0.00089525j -0.00100877+0.0011045j -0.00389082-0.00106952j -0.00324837+0.00119165j -0.00235567-0.00253251j 
0.00244249+0.00725884j 0.00587054-0.0023375j 0.00594722-0.00606617j -0.00361457-0.00644713j -0.00155909-0.00489184j -0.00291874-0.00254591j -0.00525518-0.00735917j -0.00154197+0.00423371j -0.0011077-0.00210842j -0.000442425+0.00113755j 0.000948211+8.13766e-06j -0.00468333+0.00310428j -0.00215471+0.00279261j -0.000978905+0.00649928j 0.000305322+0.00094218j -0.00280803+0.00368701j -0.00551368+0.00496302j 0.00376952+0.00121772j 0.00154077-0.0024698j 0.00285371+0.00240407j -0.000334739-0.000396311j -0.00173557+0.000702818j 0.0107423-0.00229064j 0.00311127+0.00453412j 0.000492759+0.00451934j 0.0019411-0.00476259j 0.00228862-0.000381283j -0.00372832-0.000948854j -0.00283912-0.00167965j 0.00053309-0.00274228j -0.00432333-0.000185187j -0.000152469+0.000752035j 0.000442719+0.000338214j -5.975e-05-0.00257079j -0.000633803-0.00134288j -0.00273733-0.000498173j 0.00523447-0.000383199j -0.000392552+0.0017378j -0.00149356-0.000401445j -0.00102159+0.000691769j 0.00352748-0.000877598j -0.00505828+0.00354654j 0.00328427-0.00751064j 0.00347647-4.74162e-05j -0.00364927+0.00203463j 0.000972171-0.000366496j 0.000389622-0.00328254j 0.00519934-0.00829933j -0.00551692-0.00149432j -0.00855647-0.00384659j -0.00891007+0.00396722j -0.00672305-0.00858891j 
0.00322547-0.00138731j -0.00210202-0.00304393j 0.000663706+0.00541793j 0.00512636+0.000101064j 0.000498545+0.000371274j 0.00498126+0.000490871j -0.000180359+0.00188813j -0.00277251-0.00382002j 0.00290666-0.00320622j 0.00240258+4.83806e-05j 0.00133405-0.00203857j 0.00628199+0.00205627j 0.00293311-0.00396148j -0.000822332-0.00172657j 0.00238589+0.000485864j 0.00169537-0.00142271j -0.00220478+0.00137575j -0.00396424+0.00160239j -0.00362606+0.00474587j -0.000194907+0.00162132j 0.00422913-0.000410257j -0.00447502+0.000656477j 0.00295496-0.0058565j -0.00181041+0.000397379j 0.00020571-0.000514246j -0.000208397+0.00289501j 0.00637211+0.00143483j 0.00380389+0.00592399j -1.48966e-05-0.00180939j -0.00361552-0.000645109j 0.00302971+0.00612953j -0.0011075+0.00508365j 0.000774368+0.00201609j 8.32476e-05-0.00251337j 0.0105933+0.00197078j 0.00336392+0.0041578j 0.00223303+0.00697186j 0.00208892+0.00129345j -0.000594498+0.00345392j -0.00481719+0.00120501j -0.00371926-0.000799724j -0.00122798+0.00348857j -0.000642194-0.00726276j 0.00262156+0.00308693j 0.00159552-0.00120819j -0.00124279+0.0027265j 0.00459783+0.00211255j 0.0065007-0.00632646j 0.00218723-0.00570294j 0.00220527-0.00489097j 0.00310567+0.00430542j -0.00520367+0.000271923j 
0.00182333-0.000646674j -0.000579887-0.00289427j -0.000378508+0.000819271j 0.00143688-0.00315114j 2.94469e-05-0.00573263j 0.000836931+0.00118696j -0.000947168-0.00191079j -0.00119204-0.00249509j -0.00129819-0.00264325j 0.000513446+2.69591e-05j 0.00105694+0.000431382j -0.00196017-0.00107427j -0.00037419-0.00332672j -0.00425159+0.00208003j 0.000312785+0.00198068j -0.000437293-0.00183149j -0.00062504+0.00303645j -0.000421734-0.00304957j -0.00470289+0.00289989j 0.00409719-0.00454887j 1.41859e-05-0.00243277j -0.00379676-0.000976664j -0.00089535-0.00306137j 0.000432953+0.00177515j -0.00221306-0.0032575j 0.000659795-0.000626722j 0.0026953-0.000659098j 0.00410718+0.00124553j -0.00255718-0.000272249j 5.23687e-05+0.00219521j 0.00182368-5.74499e-05j -0.00281198+0.00188383j -0.00103643-0.00318747j -0.000854802-0.00191314j 0.00289501+0.000421545j 0.000189672+0.000765461j 0.00420114+0.00657638j -0.00163877+0.00204854j -0.00254698+0.000300819j -0.00253079+0.000534142j 0.000112846+0.00151374j -0.0024624+0.00583016j 0.00184983-0.00428664j 0.00244193+0.000338537j 0.00195544+0.00140887j -0.00365944+0.00171418j -0.000817803+0.00108853j 0.00422072-0.00528663j 0.0017938-0.000275047j 0.000422169-0.00295691j 0.00178909+0.00402465j -0.00373473-7.05434e-05j 
0.000634431-0.00445252j -0.00387851+0.00158961j -0.00429354+0.00149945j 0.0047648+0.00578714j 0.00316587+0.000689376j 0.00139364-0.00508537j 0.00743961+0.00320966j 0.00292814-0.000643018j 0.00239998-0.00186434j 0.00162088-0.0053492j 0.00472484-0.00528954j -0.00105979-0.00368139j 0.00153876-0.00179192j 0.00139947-0.00152824j 0.00160608+0.00255076j -0.00466235-0.00351432j -0.00220349-0.000102442j 0.000535204+0.00122444j -0.00480553+0.000665662j 0.00116482-0.000151579j 0.00124931+0.00831452j -0.00463587-0.00149781j 0.00273818+0.00242126j -0.00220668+0.00114861j 0.00526738+0.00241415j -0.00294363+0.00414514j -0.00172469+0.00326379j 0.00034283-0.00221082j 0.000150829+0.00077151j -0.00296543-0.00179886j 0.00575013+0.00322981j 0.0057891+0.00096302j 0.000703021+0.000620802j -0.00263552-0.000893733j -0.00168311+0.00211457j 0.00328889-0.000393291j -0.00368361-0.00232178j -0.00313-0.00236366j 0.00222921+0.00082946j 0.00266221-0.00138389j 0.000447795-0.00572153j 0.00364409-0.00225084j -0.00141707+0.000778625j 0.000784662-0.000259005j -0.00131288-0.000362664j -0.00327606-5.97637e-05j 0.00100214-0.00399474j -0.0011375+0.00111326j 0.00180516+0.00140067j 0.00425465-0.000944645j 0.00300607-0.00105689j 0.00112753+0.00227382j 
0.00380948-0.00692877j -0.00475364-0.00195585j -0.00629866+0.00719999j 0.00941829+0.00806172j 0.00668947+0.00035457j 0.00266035-0.00261667j 0.00869826+0.0107945j 0.000214939-0.00521999j 0.00197829-0.000698251j 0.000860442-0.0018992j 0.00578853-0.00252824j 0.000331434-0.00428599j 0.00488764-0.00279047j 0.00122295-0.00393008j -0.00343097-0.000319341j 0.00214708-0.00295909j 0.0043566+0.000135874j -0.00525394-0.00119793j 0.00153976+0.00169404j -0.00344438+0.00214673j 0.00513057+0.00549856j -0.0031586+0.000931532j -0.00215546+0.00126091j 0.000971688-0.0022874j 0.00333342-0.00445796j -0.00142066+0.00683969j -0.00426656+0.00318669j 0.00557751+0.000460344j 0.00211972+0.00117025j -0.00235528-0.00181357j 0.000699792+0.00735125j 0.00108143-0.00036497j -0.00105279+0.00220785j 0.000143551+0.000949213j 0.0039034+0.00147202j 0.00448822+0.00225638j -0.0052798+0.00142784j 0.000546821-0.00777109j 0.00193032+0.00420502j -0.00145997+0.00256343j -0.0062504-0.000832163j 0.0036952+0.00291998j -0.0042563+0.000629994j -0.000736069+0.00265016j 0.000696716-0.00659914j -0.00279293+0.00157863j 0.000496517-0.00122063j -0.00134706+0.00587941j 0.00467135-0.00466262j 0.0111944-0.00383269j 0.00447339+0.000556783j 0.0001848+0.00371265j 
-0.0040133+0.0036382j 0.00272659+0.00254209j 0.00247884-0.00349721j -0.00646792-0.00224799j -0.00341148+0.0022802j -8.57355e-05+0.00271659j -0.00527995-0.00233382j -0.00041219+0.00320153j -0.00137225+0.00043405j 0.000865742+0.00160613j -0.00623656+0.000571134j -0.000563051+0.00241092j -0.00226588+0.000363774j -0.00332022+0.000243609j 0.00219797-0.00120889j 0.000963268-0.00178899j -0.00394356-0.00108174j -0.000130476+0.00237744j -0.000403294+0.00093724j 0.00292157-0.00211588j -0.00423974-0.00628355j -0.000347395+0.000513538j -0.00205063-0.00170309j -0.00143103-0.00157968j -0.0026469+0.000530249j 0.00140798-0.00277641j 0.00349718-0.00401805j -0.00422621+0.00039849j -0.00107251+0.00135963j 0.00143073+0.00181306j 0.00245019-0.00303172j -0.00341203-0.00113225j 0.000642663-5.77803e-05j 0.000277977+0.00227277j 0.00205758-0.0017358j -0.00181548+0.000717335j 0.00191631+0.00326133j -0.00148301+0.00526731j -0.000464423-0.00208451j 0.000842506-0.00155633j 0.00145963+0.00290481j -0.00048892-0.000971983j -0.000771035-0.00042449j -0.000855948-0.00148878j 0.000164603+0.00543918j 0.00112564+0.000900048j 0.00225633+0.00521175j -0.000256218-0.00120763j -0.000343406+0.00454617j -0.00579356-7.47562e-05j -0.00163784-0.0015417j 0.00184275-0.00228466j 
0.00338972-0.00651284j -0.00459193-0.00241903j -0.00305454+0.00539721j 0.00637118+0.0028045j 0.00574837+0.00123022j 4.29995e-05+0.00376043j 0.00301615+0.0030912j -0.00297115-0.00575121j 0.00695132-0.0010478j 0.00487377-0.00174556j 0.0015874-0.00272205j 0.00632519-0.00335816j -0.000455606+0.000409897j 0.00364847-0.00513068j -0.00123324+0.00128343j 0.00361541-0.00155564j 0.000691224+0.000736293j -0.00167335-0.00255684j -0.000869784+0.0022914j -0.00346945-0.00125779j 0.0045005+0.000901636j -0.000370006-0.000798258j -0.00364687+0.00399941j -0.00555012+0.00147931j 0.00168954-0.00599066j -0.000781361+0.00310356j -0.000282889+0.00151392j 0.000589935+0.00138466j 0.00513783+4.57938e-05j 0.00251816-0.00148342j -0.00287473+0.00258143j 0.000545992+0.0038807j -0.0026172+0.00197714j -0.00269919+0.00341564j 0.00584606+0.0027528j 0.00197926-0.00102734j -0.00159151-0.00315094j 0.000138617-0.000333507j -0.000770455+0.00418475j 0.00135637+0.00224801j -0.00394005-0.00162316j 0.00387934+0.00217208j -0.00219695+0.00422991j 0.000529484-0.00128389j 0.000946289-0.00361894j -0.0026645+0.000329258j -0.00256669-0.00107723j -0.00399305+0.00374439j 0.00124131-0.00412972j 0.00686268-0.000633483j 0.00546106+0.000207116j 0.000401013+0.00587971j 
-0.00390071-0.00104877j -1.60252e-05+0.00317655j -0.00537562-0.00278932j -0.00130764+0.00390326j -0.00433671-0.00321285j 0.00254735-0.00617411j 0.00522572+0.000737886j 0.00418461+0.00055394j -0.000217077+0.00284206j -0.00741747-0.00340071j -0.000334536+0.00067415j -0.0063678-0.00208483j 0.00123804+0.000502034j -0.0024699-0.00115124j 0.000443621-0.00147569j -0.00377867-0.00101515j 0.00137527-0.00796242j 0.00189775-0.00153504j 0.00282395-0.00367585j 0.0022961-0.00703252j -0.00780952-6.21963e-05j 0.00214089-0.00331967j -0.0031216+0.0031612j -0.000924677-0.000769223j 0.000639885+0.00255585j -0.00141252+0.00339884j -0.00279703-0.00355624j 0.000904884-0.000555567j -0.00392356+0.00295565j 0.00139074+0.00246508j 0.00570299-0.00177295j 0.00155197-0.00247418j 0.000766526-0.00532023j 0.00102312+0.000266305j -0.00605921+0.000547377j -0.00234459-0.00043057j -0.00494152-0.000203814j -0.00117975+0.00269317j 0.00659286-0.0045829j 0.00039057-0.0029473j 0.00420339+0.00168159j 0.00128392-0.00366413j -0.00453106+0.00896954j -0.000485669+0.00182938j -0.000222181+0.00615342j 0.00102723-0.00194553j -0.00184586+0.00636953j -0.00543376+0.00601142j 0.003226+0.0046193j 0.00413988+0.00539619j 0.00197078-0.00262776j 0.00495768+0.00208547j 
-0.000902451-0.00111592j -0.000405608-0.000265561j -0.00287649+0.00217632j 0.00291502+0.00223337j -0.00462654+0.000211653j 0.0044534+0.00121304j -0.000593847+0.00104246j -0.00190901+0.000772031j -0.00437978+8.88072e-05j -0.00423461-4.94715e-05j -0.00204364-0.000620182j -0.000973238-0.000658892j 0.000853057-0.00372302j -0.000665355-0.00146159j 0.00445206+0.000133435j 0.00191776-0.00243259j 0.00472641-0.00561865j 0.00178145+0.00325476j -0.00387953+0.00351359j 0.00342976+0.000879118j 0.00230878+0.00256655j 0.00180825-0.000855457j -0.00462896-0.0043944j 0.00205945-0.0015653j 0.00116777-0.000269934j -0.00240682-0.00320797j -0.00164959-0.00404003j -0.000747006-0.00582645j 0.000865047+0.00322879j 0.00219015-0.00121406j 0.00127648+0.00053572j 0.00422563-0.000463549j -0.00124487-0.00124808j 0.00258871-0.000539695j -0.0011926+0.00378065j 0.00188355+0.000283328j -0.00154817+0.00157051j 0.00041864-0.000666394j -0.00116601+0.000252148j -0.00158269-0.00300119j -0.00329267+0.00286379j 0.000694707-0.00196441j -0.000506667+0.00260672j -0.00414208+0.000657997j 0.00104134+0.000502822j -0.00268433-0.000787128j -0.000574041+0.00354318j -0.00179009+0.00491478j 0.00331674+0.000720329j 0.00134772+0.000294868j 0.00184831-0.000865074j 0.00238389+0.00176044j 
0.000671844+0.00774419j 0.00721843+0.001027j 0.00362268-0.00586097j -0.00514261-0.000199113j -0.00777112-0.00395891j -0.00503601-0.00730638j -0.0017261-0.00316929j 0.00259676+0.00210216j 0.000629124+0.00090559j -0.00455701-0.00345524j -0.00346627+0.00729832j -0.00768527+0.000686988j -0.00334509+0.00659433j 0.00536519-0.00664021j -0.00552576+0.000763565j -0.000135948+0.00404992j 0.00106774+0.00199702j -0.000408015-0.00199624j 0.00560961-0.00441739j -0.00398997+0.00195119j 0.000503322+0.00293591j 0.0118432-0.00255251j 0.00814211+0.00728456j -0.0042687+0.00208963j -0.00160578-0.00167831j -0.00396117-0.00315073j -0.00786849+0.00267332j -0.00219988+0.000616781j 0.0052568+0.000921062j 0.00278474+0.00214356j -0.0080301-0.000127816j 0.00314984-0.00157301j -0.00340503-0.00356474j 0.00180802+0.00441373j -0.0115428+0.00486538j -0.00478939+0.000521093j -0.00211417-0.00931577j 0.000420856+0.00293399j -0.00225942-0.00750165j -0.00131885-0.0009425j 0.00453049-0.00268917j -0.00254809-0.00294341j 0.00357406+0.00324984j 0.000400656+0.00170367j -0.00762136+0.00404346j 0.0065383-0.000456512j 0.00357679-0.00239864j -0.00389933+0.00478663j -0.00949695+0.00123301j -0.0117483+0.00550042j -0.0132488-0.000965293j -0.00165578-0.00900255j 
0.000878254+0.00629955j 0.00559989-0.000731706j 0.00245061-0.0029019j -0.00384236-0.00293561j -0.0069953-0.00216419j -0.00105092-0.00242512j -0.00264685-0.00204769j -0.000409298-0.000249436j -0.00177406-5.52959e-05j -0.00266726+0.00102344j -0.00250072+0.00422302j -0.00174383+0.000709625j -0.00208381+0.00319161j 2.2097e-05-0.00254019j -0.00229466-0.00106619j 0.00199589+0.004903j 0.00191634-0.00292317j 2.07699e-05-0.00182562j 0.00238089-0.00163122j -0.00110239-4.53641e-05j 0.0012198-0.000404195j 0.00599032-0.00023189j 0.00313985+0.00064762j -0.00362375+0.0017943j 0.00068078-0.00129342j -0.000978618-0.00270414j -0.00164232-0.00080679j 0.00105863+0.00166571j 0.00191768-0.000621445j -0.000202656+0.000464078j -0.00405381+0.000308455j 0.00128468+0.000212533j -0.00418416-0.00131123j 0.00267305+0.00211376j -0.00436402+0.00203955j -0.00164368+0.000774694j 0.000278642-0.00141345j 0.00330341+0.00288409j -0.000939317-0.000599836j -0.00181903+0.00130653j -0.000253789+0.00304486j -0.00251742+0.000510064j 0.00109724+0.00123482j -0.00033402+0.000208875j -0.00136385-0.00127096j 0.000843512+0.00150874j 0.000133916+0.00015444j -0.00272835+0.00169383j -0.00489572-0.00233829j -0.00331824-0.000433017j -0.00855168+0.000160688j -0.000997245-0.0068634j 
0.00463485-0.000946658j -1.41472e-05-0.00417816j -0.00416841+0.00113938j 0.00206776-0.000417011j -0.00138421-0.00988166j 0.00239122-0.0049613j 0.00215499+0.00112395j -0.00571329-0.00398018j -0.000713064-0.00345104j 0.00024597-0.0070957j 0.0025351-0.00122331j 0.00207932-0.00405623j -0.00540056-0.00219197j -0.00425267-0.00200598j -0.00355029+0.00208756j 0.00563451-0.000180753j -0.00522189+0.00101664j -0.00598924-0.00248903j 0.000900939+0.00149594j 0.00440833-0.001082j 0.0070485+0.0047505j -0.0140745+0.00228084j 0.0114147-0.00819383j -0.00315926-0.000354964j -1.04329e-05-0.000996998j -0.0020992-0.000941057j 0.00285055+0.00132288j 0.00854675+0.00825705j -0.00396473+0.00570361j -0.00356563+0.0019394j 0.00599982+0.0055076j -0.0048902+0.00118344j -0.002735+0.00103952j 0.00182366-0.00318176j 0.00194908+0.00116409j -0.000291632+0.00119666j 0.00964878+0.00982133j 0.000199425+0.00322942j 0.00455189+0.00482467j -0.000120855+0.00881127j 0.00187505-0.001348j -0.00159792+0.00822817j -0.000532727-0.00682334j -0.00294799+0.00207216j 0.00190778-0.00628902j -0.00398469+0.00134833j 0.00747006-0.0064621j 0.000395446-0.00558519j 0.00485081-0.0107738j -0.0063706-0.00635244j 0.000234026+0.00135884j -0.00760638-0.00200348j 
0.00315132-0.000219672j 0.000851875-0.00255618j -0.00155109+0.00227365j 0.00386801-0.00282912j 0.00307548-0.00280024j -0.00417615+0.000383386j 0.00121834+0.00291927j -0.00310106-0.00350322j -0.00220796-0.00256347j 0.00197257-0.000220532j 0.00230254+0.00027271j 0.00422064-0.00165545j -0.0053183-2.03828e-05j -0.0010372+0.00208397j -0.0021872+0.00191284j -0.00223554+0.00134308j 0.000437192+0.00903921j -0.0034062-0.00749694j -0.0042632+0.00293527j 0.00173848+0.00351885j 0.00737435+0.000564566j -0.00375484+0.00228859j 0.00499647-0.00245094j -0.00513825+0.00216322j 0.00478371-0.00348495j 0.00348208-0.00197729j 0.00169945+0.00422536j 0.00597662-0.00172332j -0.00131702-0.00267924j -0.000254068-0.000147586j -0.00221438+0.00356888j 0.000813891+0.00608328j -0.00264868+0.00418709j -0.00363867-0.00117899j 0.00725196+0.00300727j 0.00542481+0.000435182j 0.00418834+0.00678399j -0.00188319+0.000866135j -0.00604251+0.00998955j -0.0026635+0.00288324j -0.00121877+0.00126299j 0.00543804+0.00611512j 0.000472888-0.00856808j -0.00299413-0.00637619j -0.00181003-0.00538933j -0.00300424-0.00159953j 0.00180479-0.00528241j -0.00265883-0.0041743j 0.00550344-0.00575181j 0.000852001-0.000165471j 0.00128993+0.000374587j -0.00280469-0.000100821j 
