0.00831227+0.0113558j 0.0114411-0.00923778j 0.00938057-0.0127765j 0.0208791+0.00824541j -0.0150703-0.0165087j 0.00843284+0.00960855j 0.0333841-0.00748248j 0.012017+0.0222463j 0.00223383+0.0260776j 0.00525546+0.0172809j 0.000248796-0.013596j -0.00805047+0.0356503j -0.025594+0.0010905j -0.0107413+0.00148014j 0.0118718-0.0190698j -0.0153873+0.0191767j -0.0106263+0.000969401j 0.0109847+0.0080685j 0.0124908+0.00765236j -0.00678758-0.0116677j 0.0294054+0.00739135j -0.0107542-0.0299457j 0.0104302-0.010702j -0.0130479-0.0186405j -0.00500661+0.00581941j -0.00507617+0.00478689j 0.00483523+0.0274847j -0.0106549-0.0146426j -0.00238348+0.0175197j -0.0195333-0.00846949j -0.00044874+0.000732659j -0.00338558+0.00599613j 0.00217266-0.00739283j 0.012476+0.00488176j 0.0196103-0.013711j -0.0175907+0.011483j -0.00230981-0.014001j 0.00177847+0.00869854j -0.00615267-0.00211452j 0.00567753-0.00442796j -0.0106541-0.00770847j -0.000906516-0.0113859j 0.00810846+0.00985036j -0.00368049-0.00334445j -0.0161344-0.0144766j -0.0178805-0.0177207j 0.00800535-0.000642895j -0.0146155+0.0329467j 0.00162131-0.00191321j -0.0161581-0.0130998j 0.00754864-0.00238843j -0.00686556-0.0578968j 0.00716591-0.0159408j -0.0206825-0.0210415j 0.00984269-0.0177477j 0.0164044+0.0100423j 
1.59721e-05-0.00457599j -0.0039499-0.00018349j -0.000949611+0.00344707j -0.00304369+0.000331502j -0.0009964-0.00279285j 0.00568541+0.00147366j -0.00180129+0.0084234j 0.00290131-0.00642631j 0.000213823+0.00523817j -0.00257592-0.0062942j -0.00059449-0.00668988j 0.00227375-0.00943307j -0.00930661-0.0024983j 0.0062487-0.00953602j -0.00040088-0.0137651j 0.000442339-0.0150763j -0.00404109+0.0180024j 0.0140799-0.00105924j 0.00479033+0.0101479j 6.49521e-05+0.00812687j -0.00435114-0.0105655j -0.00582904-0.00368352j 0.0134414+0.00498447j 0.00780905+0.00515566j 0.00574407+0.00186818j 0.014159+0.0130598j -0.00197968+0.0121787j 0.0125588-0.00129464j -0.00170452+0.00360744j -0.00601952+0.00247003j 0.00886845-0.011471j 0.0034175-0.0049794j 0.0162585+0.00263472j 0.00376582-0.00998996j -0.006015-0.00913602j -0.00986238-0.0137421j 0.000868203-0.00473063j -0.00224513+0.00357481j 0.00481709-0.00709417j -0.00232654-0.0117674j 0.00259017+0.00311523j 0.00952112-0.0145462j 0.0116976-0.00947058j 0.011422-0.0135763j 0.0065769-0.00197106j 0.00848975+0.00245649j -0.0061982-0.00912442j -0.00473387+0.00464107j -0.00466793+0.00209815j -0.00214282-0.00744333j 0.00606262-0.00233833j -0.00666709-0.00173601j -0.0008267+0.00485077j 0.00388936-0.00124334j -0.000842118-0.00186456j 0.00152037-0.00260848j 
-0.00389326-0.00236961j -0.00230622+0.00550923j 0.0111461-0.0045402j 0.00347579+0.000736941j -0.00745341+0.0139819j 0.000688891+0.00139764j 0.00637671-0.00153496j 0.00647277-0.00153854j -0.0160313-0.00541142j 0.0102804+0.00172311j -0.0221514+0.00639129j 0.00517352+0.00179514j 0.00413437-0.005116j -0.00561782+0.00979794j -0.00964054+0.0116531j 0.00263051-0.00940539j -0.00150426+0.00627312j -0.000919962-0.0179941j 0.0136214+0.00590687j 0.00327518+0.013857j -0.0106332+0.0166503j 0.00378504+0.0260146j -0.0124905+0.00640098j -0.00899633+0.00916457j -0.018225-0.0150767j 0.0171597+0.0110369j -0.00543833+0.00219621j -0.0138103-0.0061369j 0.00833077+0.00857315j -0.0275734+0.0102064j 0.00841829-0.0122004j -0.00453961+0.0229433j 0.0245916-0.00221057j -0.00148532-0.0154752j -0.0115728+0.0257569j -0.0240215+0.00248632j 0.00186668-0.00476309j 0.000760505-0.00369137j -0.000658277-0.00304187j -0.016874+0.00618579j 0.0133666+0.00926293j -0.00135173-0.0071232j -0.0106395+0.0104652j 0.0107021+0.00818321j 0.0128377+0.0213284j 0.00140226+0.000161428j -0.00291517-0.00826333j -0.00965736-0.00787766j -0.00310983-0.0165883j 0.00504226-0.0142375j 0.0028086+0.0103129j -0.00420187+0.00393728j 0.014419-0.0112937j -0.00699608-0.00987481j -0.00371119+0.00486153j -0.00587842-0.00184898j 
0.000639401+0.00907948j 0.00756125+0.000813181j 0.0171937-0.0164232j 0.0169598+0.00909897j -0.0128921+0.00150124j -0.0124338-0.00498731j 0.0155723-0.00336774j 0.0047486+0.0202268j -0.00838808+0.0110616j 0.0130508+0.0100253j -0.0223735+0.00945926j -0.00514359+0.0135366j -0.00226284-0.0193607j 0.00291274+0.0116077j -0.00120151-0.00269675j -0.0168595+0.00040444j 0.000264498-0.00289279j -0.00283458+0.00952712j 0.0101762-0.014647j -0.0149892-0.00547862j 0.0148076+0.0197064j -0.00898721+0.012801j -0.00102443-0.00808535j -0.0146107-0.0201432j -0.00726653-0.00214035j 0.00189982+0.0028316j -0.000176017+0.000634465j -0.0108287-0.00611439j 0.0114735+0.00122071j -0.0163322+0.0049938j 0.00747526-0.00346019j -0.000886333+0.0121892j 0.0074623+0.0070709j -0.0202638-0.0113704j -0.00380381+0.00722611j 0.00282355-0.00595146j 0.00623019+0.00937805j -0.00616527-0.0116602j -0.00472192-0.00190746j -0.00662223+0.015023j -0.00483634+0.00911945j 0.000512176-0.0218265j -0.0177026+0.0155291j 0.00058103+0.0291294j 0.00527915+0.0235825j -0.0180471+0.00384573j 0.0135679-0.00704466j -0.000942524-0.00303652j -0.00700293-0.0196432j 0.00192485-0.0137419j 0.0129292+0.00808992j -0.0176291-0.00597972j 0.0165008-0.0215908j -0.0266682-0.0214902j 0.00508926+0.00227927j 0.00179535+0.0125341j 
-0.000808448+0.00725738j 0.00426424+0.00302405j 0.00367893-0.00265178j 0.00265335+0.00557748j 0.0102904+0.0109604j -0.0103532-0.0036865j 0.00725178-0.00587172j -0.000572197+0.00637121j 0.00401801-0.00828996j 0.0117303-0.0115953j -0.0173263+0.00549179j 0.00626054-0.00146717j -0.0109903-0.0161647j 0.00289012-0.00352262j -0.00871282-0.000625283j 0.0131941-0.00296253j 0.00769338+0.0156823j -0.0119565+0.0106482j 0.00991206+0.00209507j -0.00464349-0.0131653j 0.00789892+0.013367j 0.00284805+0.00796775j 0.019641+0.00966774j 0.0187877-0.0113595j 0.0156738+0.00790431j -0.000892702+0.00905327j -0.00172812-0.00124821j -0.00293166+0.00278829j -0.00258648-0.0103656j 0.0108615-0.00291415j 0.00636526+0.00457311j -0.0122586-0.00559967j 0.000525218-0.00764216j -0.00633346+0.0225488j -0.0095745+0.000791402j 0.0116487-0.00240086j -0.00457918+0.0242593j -0.0115907-0.0109671j 0.00836887+0.000892867j -0.0124236-0.00577236j 0.0047859+0.00504892j -0.00605365+0.00581518j -0.00543745+0.00706101j -0.0028596+0.00693657j -0.00236477+0.0192747j -0.00286783+0.00562631j 0.00651314-0.00763869j 0.00386367-0.00784009j -0.005335-0.0146911j 0.00100167-0.00309315j -0.000191844+0.0116388j -0.00337231+0.00568799j 0.00554928-0.00727844j -0.00997785-0.0023466j 0.00440043+0.00433689j -0.00475013+0.00691328j 
-0.00303795+0.00700934j 0.00717162+0.00288239j 0.00258065-0.00754511j 0.00484675-0.00317054j -0.0100074+0.00871136j -0.00681331-0.0020263j 0.00299297-0.0175032j 0.00229878+0.00944053j 0.00866889-0.015986j 0.000538304+0.00920179j 0.00542008+0.00900923j -0.0182124-0.00348943j 0.0086698+0.0110714j -0.00478531-0.000742734j 0.00244517+0.000365121j -0.0102413+0.0150387j -0.00964085-0.00739946j -0.0128553-0.0052056j 0.0133449-0.0124401j 0.00737405-0.0219697j -0.00331864+0.0177281j 0.00205103+0.0124554j -0.0306432-0.00615157j -0.00205015-0.00377308j -0.0191099-0.00385553j -0.0118551+0.00441128j -0.0108557-0.0174155j -0.0263146+0.0151077j -0.00869867-0.0153509j 0.00459383+0.00260296j -0.0213171+0.0126337j 0.00365896+0.00538823j -0.00131993+0.00479953j -0.00761732+0.0156896j 0.00599981+0.0125338j -0.00931831+0.0146885j -0.000621479-0.00131652j -0.00125936-0.0121375j 0.00595595+0.00523091j -0.0167681-0.000819059j 0.000454336+0.00382181j -0.000316045-0.00449728j -0.00947155+0.0144819j -0.00192009-0.000295897j 0.00622514+0.00923133j -0.0067342+0.00173108j 0.00894482-0.00270316j 0.00179282-0.0107227j -0.00478714-0.0120157j 0.00857085-0.00550558j 0.00706628+0.00572261j 0.00616777-0.00628253j 0.00446212-0.0149419j -0.00538321-0.00829828j -0.00467202+0.00404961j -0.00391917-0.00042835j 
-0.000337259+0.0010544j 0.00148582+0.00299527j 0.00103709+0.00664806j -0.00397728+0.000673014j 0.0103068-0.00323416j -0.00354708-4.89748e-05j -0.00523092-0.00433723j -0.00597351-0.00585624j 0.00264707-0.00367158j -0.00124767-0.0107238j -0.00905825+0.00780615j -0.00244085+0.0106306j 0.000112833-0.00761245j -0.000503116+0.00260344j -0.0162548+0.0182323j 0.0049317-0.00640853j -0.00642889+0.0128096j -0.0123461+0.0124093j -0.00867981-0.00556684j -0.0147202-0.0089966j 0.0105156+0.00533416j 0.00385343+0.00122599j 0.0196454+0.014337j 0.013525+0.0181032j 0.00705185+0.00892266j -0.0221261-0.0119484j 0.00216864-0.00122723j 0.00672276+0.000877133j 0.0182565-0.00305873j 0.00630197-0.00307779j 0.0100404+0.00423451j 0.00287725-0.00939603j -0.00689281-0.0287356j 0.000703415+0.00101791j -0.0127453+0.0156172j 0.0193172+0.00689309j -0.00866728+0.00451311j -0.000821905-0.00829114j 0.00223545-0.0185844j 0.00640115-0.00400331j 0.0138156+0.000819506j -0.0139921+0.0245556j -0.00832592-0.0176632j -0.00274372+0.00346382j -0.0146372-0.00738481j -0.00222842+0.00642529j 0.0086369+0.0167029j -0.00194014-0.00286729j 0.00411549+0.00167083j -0.00467842+0.0176811j -0.00855438-0.00613138j 0.00862338+0.0172478j -0.000590111+0.00385909j 0.00707876+0.0177947j 0.00434697+0.00393595j -0.0048518+0.00313023j 
-0.00700511-0.00816436j -0.00741927+0.00754925j -0.00242847-0.0044207j -0.0103338+0.00248793j 0.0079128+0.00795297j -0.00347673-0.0151575j -0.0239736+0.00457276j -0.00570122-0.00462118j -0.0184367+0.00315264j -0.0180246-0.0140238j 0.0170285-0.00791243j 0.0167872-0.00103093j 0.00393916-0.0143489j 0.00733707+0.0047051j 0.01574-0.0134986j 0.0120157-0.00775986j 0.00908717+0.011634j 0.0198407+0.0061498j -0.00352856+0.0116784j 0.0110056+0.0153486j -0.0128489-0.00339136j 0.000503328+0.000416298j 0.00947987-0.0109367j 0.00864491+0.00376843j 0.0122523+0.00149644j 0.0104202+0.0113166j 0.002268-0.00505176j -0.00820495+0.00513183j -0.00800721-0.00711975j -0.00308235+0.0212853j -0.0033152+0.0116924j -0.0114486-0.017679j 0.00602838+0.00171429j 0.0073614-0.0169074j 0.00493274-0.00795989j -0.00138442-0.0191186j 0.00205346+0.00868413j 0.00281271+0.0048041j -0.00305059+0.00462885j 0.00640599-0.00911782j 0.0116081+0.00549838j 0.0294906+0.00323629j 0.0117696-0.0149847j -0.00522098+0.00409445j 0.0122604+0.00634699j 0.0183425+0.00785017j -0.00646314-0.00897825j -0.0180023-0.00755322j -0.00022874+0.0158574j -0.00833418-0.0145633j 0.00269436-0.0142115j -0.00453886+0.0173346j 0.00565008+0.0150328j 0.0112426-0.00348274j -0.00542841+0.00487597j -0.000116712-0.00824112j 
0.00462049+0.00172327j 5.26719e-05-0.00612318j 0.00197354+0.000299351j 0.00237653+0.00579831j 0.00690956-0.00143248j -0.0129586+0.0128547j 0.019203+0.00047529j 0.00260579+0.0112508j 0.0180263+0.0100065j 0.0131961+0.00814652j -0.00459252+0.0158645j 0.0111413+0.0132236j -0.00540693+0.00549308j 0.0236336-0.00122203j 0.025948-0.00760411j 0.00885283-0.0186774j 0.00392616-6.67265e-05j 0.00869048+0.0128037j 0.00251725+0.0149179j -0.0172746+0.0070572j -0.0131175+0.0212018j 0.00830054-0.0141797j 0.0157832+0.01299j -0.0230914-0.000725441j -0.00340761+0.0134759j 0.025916+0.00462387j 0.0122705-0.00623879j 0.00472731+0.00523219j -0.0215408+0.00370034j 0.00637002+0.0216183j -0.010523+0.00288568j -0.00692109-0.0143189j 0.0163368+0.0144924j -0.0118443+0.00806614j 0.00167139-0.0124532j 0.013768+0.010943j -0.0113259+0.0126104j -0.0250952-0.0108073j 0.00309907-0.016625j -0.0148354+0.0182306j -0.00192612-0.000919073j -0.0188638+0.00275799j -0.0113196+0.00206029j -0.00584771-0.00567953j -0.017487-0.000754502j -0.00732159+0.00111393j 0.0115986+0.00745661j 0.0195201+0.003838j 0.00842471-0.00885446j -0.00134066+0.014972j -0.00539953+0.00827275j 0.00072875-0.00932436j -0.00863722-0.00590622j -0.00504488+0.0042758j 0.00708948-0.000593343j -0.00010595+0.0090849j 
0.00388376+0.00386634j 0.00115413-0.00602873j 0.000212272-0.00560197j 0.0032718+0.000790055j -0.00248182+0.00369297j 0.00387332-0.00579015j 0.00286732-0.00172591j -0.00116218+0.00347144j 0.00640311+0.00520207j 0.0119639-0.00042364j -0.00329025-0.00564682j 0.00142681+0.00823888j 0.00289194-0.00420558j 0.00316243-0.00083189j 0.00603006-0.00360711j 0.00357572+0.00305728j 0.00592416+0.00577493j -0.00282144+0.0122518j -0.00520283+0.00164954j 0.00293999-0.00422384j -0.00516853+0.0139777j -0.00679438-0.00127162j -0.000389645-0.00687543j -0.00122062-0.0212259j 0.00741627-0.00201216j 0.00448215+0.0076701j -0.00990319+0.00439973j -0.0031839+0.000884661j 0.00741921+0.0100465j 0.00546985-0.00058812j 0.017437-0.00944499j -0.00530063+0.00725866j -0.000805186+0.00573496j -0.00623082+0.0111775j 0.00152478-0.00475083j -0.00540116+0.0209056j 0.00296403+0.0143683j -0.00137761-0.0160948j 0.00450614+0.00144228j 0.000279528+0.0108401j -0.013824+0.00555693j 0.00219305-0.00389884j 0.00124611+0.0105938j 0.00300059+0.00463309j 0.00818542-0.00348628j -0.00848466+0.0126217j 0.00715165-0.000923024j 0.00822678+0.0062739j 0.00133237-0.00205608j 0.0158105-0.00121345j -0.000363238+0.001807j -0.00473416-0.00674259j -0.000187979-0.00750878j -0.00904645-0.00363231j 0.00238975-0.00362977j 0.00162273+0.00351605j 
-0.00315356+0.00223418j 0.000183484+0.00454059j -0.00149735+0.000429522j -0.000676034+0.0034397j 0.00822374-0.00341492j -0.0022857-0.00383646j -0.000754782+0.00527841j 0.00560716+0.00258169j -0.00694363-0.00508735j -0.00120816-0.00155216j -0.00573876+0.00541413j 0.00572092+0.0097643j 0.000960987+0.00387707j 0.00771078-0.00138612j -0.00339757+0.015152j -0.0123559-0.000640838j -0.0155604-0.0184175j 0.00115867+0.000347235j 0.0157348+0.00241909j -0.0186725-0.0106427j -0.0110565+0.00500743j 0.00720217+0.00737624j -0.0159248+0.00813035j 0.00770136+0.0114266j 0.00226758-0.00825273j 0.00945223+0.01991j 0.000545315-0.00521795j -0.000995239-0.000636172j -0.00887722-0.0153486j -0.0105425-0.00433262j 0.00284158-0.0110041j -0.0107936-0.00555895j 0.00895688-0.0154548j -0.00498795-0.0127055j 0.0034201+0.0116363j 0.00255835+0.000138481j 0.0148085+0.000425139j 0.0115602-0.00888456j 0.000823334+0.00105232j -0.0260661+0.00844245j 0.00255878+0.0149984j -0.00196651-0.0242219j 0.00331652+0.00333967j 0.00150505+0.0021508j 0.00913632+0.00186515j 0.0042407+0.000462624j -0.00337961-0.0103499j 0.000928157-0.0113412j -0.00485187-0.00270723j -0.00447468-0.0118353j 0.011187+0.00607223j -0.0110952-0.00182836j 0.00652899-0.000244728j -0.00593065-0.0075213j -0.0004471+0.0027874j -0.00215302-0.000197718j 
-0.00249941+0.00393471j 0.00486098+0.00227805j 0.0132591-0.0051855j 0.00797986+0.00168688j -0.0214858+0.00794059j -0.00396772+0.00165283j 0.0112038+0.00179782j 0.00251654+0.00342635j 0.0108575-0.000613838j 0.00872078-0.000746125j -0.00298947+0.00373437j 0.00322259-0.00491037j -0.00440659-0.00263298j 0.00563477-0.000111411j 0.00464403-0.00526475j 0.0087754-0.00417654j 0.00543777+0.00339822j 0.00745519-0.0027656j 0.00680018+0.00778076j 0.00667192+0.00741327j -0.00149748-0.00349047j 0.00867248-0.00381034j 0.00186063+0.00161335j -0.00526274-0.0104616j -0.0148446+0.0106805j 0.00241166-0.000283593j 0.00678027-0.00382196j 0.00225683+0.00954851j -0.0112318+0.000320524j -0.00104179+0.00625512j -0.00866826-0.00698312j 0.00246017-0.0026576j -0.00653008+0.0141201j 0.00372718+0.00930999j 0.00994206+0.00343282j -0.000953385-0.00594319j -0.0113767+0.00862449j -0.0114471-0.00136566j 0.00168486-0.00480695j 0.00879812-0.0103102j 0.00193904-0.00615067j 0.00490988+0.0105586j -0.00275324+0.000223386j -0.00306308+0.00748994j -0.00622358+0.0069112j -0.00960659-0.00830493j 0.00235893-0.00340201j -0.00179972-0.00471701j 0.00961618-0.0118582j -0.00896258+0.00683641j -0.00357127-0.000860811j -0.0020732-0.000354894j 0.00712692-0.00296751j -0.00206205-0.00281611j 0.00424574+0.00162996j -0.0012899+0.00478518j 
-0.00234156-0.0109856j -0.00749527+0.00370476j -0.00521172+0.00554893j -0.0114777-0.00721782j 0.0168182-0.00412367j 0.00353956+0.00590043j -0.00519737+0.000900293j 0.000916203-0.00858875j -0.0170298+0.00551444j -0.0257492-0.00870761j 0.0163346-0.00289689j 0.0188228+0.00897319j -0.00355794+0.00901676j -0.0112147+0.00263073j 0.0148098-0.00182984j 0.0150338+0.00420587j 0.0002071-0.0108686j 0.0168351-0.00516316j 0.0085994+0.0239772j 0.00477177+0.000143621j -0.00873251-0.00502425j -0.000439238+0.00813836j -0.00641982-0.000341378j -0.000427058+0.0115044j -0.0137856-0.00668194j 0.00756765+0.0045478j 0.00561406-0.00256957j -0.00501883+0.010083j -0.00295065+0.0145808j -0.0158338+0.0196355j -0.00893452-0.00560261j -0.0201386-0.00267569j 0.0112725+0.00379557j 0.00584184-0.00777988j 0.000738349-0.00899964j -0.00304675+0.000896791j 0.00734783-0.000150006j 0.000389962+0.0132986j -0.00178205+0.00642636j -0.0107106+0.000156423j -0.00137935+0.00640751j -0.0090557-6.60614e-05j 0.0147309-0.00395061j -0.00970225-0.00459315j 0.00525086+0.00330347j 0.0131678+0.00476198j -0.00326423+0.00742408j -0.0186464+0.00335851j -0.00214887+0.0109465j -0.00349106-0.0145296j 0.000480733+0.00186876j 0.0178248-0.00418768j -0.00685266+0.00649923j 0.0184666+0.00494376j -0.0113891-0.00215432j 0.0021212-0.0103714j 
0.00259109-0.0053026j -0.00301808-0.00408642j 0.000857284+0.00516535j -0.00239827-0.00899508j 0.00235514-0.00490051j 0.0069273+0.0115932j 0.0164118+0.00303012j 0.00175208-0.00667805j 0.000403166+0.0137155j 0.00233544-0.00548534j 0.00339075+0.00384559j 0.00854043-0.00382837j -0.0075973+0.00696096j -0.00771738-0.0100167j 0.0147245-0.00798487j 0.00555931+0.0178527j 0.00563835-0.0131032j 0.00585702+0.00109549j -0.00524697+0.00579643j 0.00683263+0.00892701j 0.00432386+0.00121234j 0.00158885-0.00286243j 0.00616898+0.00760427j 0.00411836-0.0100525j -0.014175+0.00015971j 0.00455311-0.00470849j 0.00352007+0.00948459j 0.00258338+0.0092132j -0.00674515+0.00770333j -0.0067543+0.000569408j 0.00517781-0.0121147j -0.0157675+0.0125922j -0.00159169+0.0253302j -0.000729464+0.00399164j -0.00168055-0.012766j 0.00168062+0.00503087j -0.0015507+0.00871609j -0.0047234+0.00467639j 0.00268083+0.00919296j -0.00694504+6.57961e-05j -0.00625317-0.00352971j -0.0177805-0.000886297j -0.0049964+0.00398078j -0.0070028-0.00541237j -0.00687824+0.00618898j 0.002755-0.00446049j -0.00396358+0.00816369j 0.0127116+0.0129863j 0.00377444+0.00805794j 0.000479212-0.00380163j -0.00233367+0.00815535j 0.00430732-0.010179j -0.0103135-0.00179613j 0.00062825+0.00651751j -3.55683e-05-0.00581243j 0.00471826+0.0018561j 
0.000142368-0.00126216j 0.000705542+0.0036752j -0.00416463+0.00346964j 0.00608985-0.00476041j -0.0083389-0.013877j -0.0102704-0.011126j -0.00197517-0.00639105j -0.00296608+0.00174137j 0.000379128+0.00551499j -0.0116648-0.00224718j -0.00517557+0.022925j -0.00924174-0.0324212j -0.00414759+0.00412319j -0.00913251-0.00857925j 0.000540489+0.00145826j -0.0218568+0.00417538j -0.0165865-0.0241305j -0.00737527-0.00657793j 0.0109566-0.00867307j -0.00141087+0.00492591j 0.00286349+0.0190126j 0.00358379+0.00365028j -0.0376028+0.00440324j 0.0182793+0.00654755j -0.00946634+0.00956488j 0.0094213+0.0125317j -0.0182803-0.0222458j -0.0178817+0.0135081j 0.00198462-0.00161752j -0.00634646-0.00266997j 0.0140162-0.00656329j 0.0103587+0.00659103j -0.0059689+0.00715116j -0.00360523+4.93123e-05j -0.000809927+0.00708623j 0.000497787+0.00230434j 0.0129457+0.0134161j -0.0131844-0.0105845j 0.00256924+0.00185485j 0.00613422+0.00130121j -0.00464744+0.00135262j 0.017263+0.00439545j 0.00874174+0.00106644j 0.00624436+0.00977549j 0.0122988-0.00731564j 0.00486659+0.00677842j -0.000992838+0.0067692j 0.000310537-0.000240278j -0.00241008+0.00789401j 0.0101841+0.00304202j 0.00200098-0.0168151j 0.00218162+0.00673687j 0.00841423-0.00576217j 0.0021882+0.00107546j -0.00141478+0.00272072j -0.0062964-0.000685323j 
-0.00164618+0.000108634j 0.00140886+0.00391097j -0.00341507-0.00440118j 0.0115604+8.35488e-05j -0.0139216-0.00512403j -0.0209049-0.00746609j -0.00789746-0.000722461j 0.00862714+0.0122455j -0.0170415+0.00584134j 0.000128412+0.0126357j -0.00562148+0.000575788j -0.011718+0.0048578j 0.00692514-0.0146815j -0.0113621+0.013361j -0.00387626+0.000456451j -0.000570952-0.00446239j 0.00874196+0.00957608j 0.00980095-0.00821571j -0.00834409-0.00321604j -0.00198296+0.00865515j 0.000292894+0.00563966j 0.0026995+0.00535783j -0.00732202-0.010739j -0.0101289-0.0103144j -0.00443624+0.00250184j 0.0115513-0.00400629j 0.00920193-0.0191258j -0.00408119-0.00959298j -0.00669475+0.00793239j -0.0038526+0.0104127j -0.0210112+0.00500951j 0.0101408+0.017717j -0.00439218+0.000264981j -0.00569248-0.00111562j 0.00696465+0.00369109j -0.0165461+0.00233342j -0.00945542-0.00730899j -0.000475358+0.00282243j -0.00696317-0.00215683j 0.0283335-0.000405208j 0.00648919-0.002439j 0.00814117+0.019467j -0.00543238+0.000632885j 0.00722659+0.0112307j 0.0150769+0.00866139j 0.00692822+0.00736561j 0.00153356+0.00290383j -0.00439797+0.00581323j -0.012138+0.00057123j 0.00422882-0.00580296j 0.00315156-0.0123871j -0.00860737+0.00505117j 0.00916591-0.00722526j -0.00538084-0.00994946j -0.00138408+0.00206728j -0.000556328-0.00134043j 
-0.00546023+0.00398775j 0.00223905+0.00600271j 0.00130494-0.00560951j 0.0031597+0.00163936j -0.00962636+0.0117326j -0.00703912-0.00750288j 0.00381576+0.00142261j 0.00496685+0.000904652j -0.00100138-0.0113975j -0.000558973-0.00087623j 0.00219675-0.00519385j 0.000988563+0.00185283j 0.00457128-0.00496023j -0.00408465+0.000412906j -0.00953749+0.00848207j -0.0050301+0.0164616j 0.00634604-0.00608501j -0.0035074-0.00240185j 0.00385596-0.0106867j 0.00475868+0.0110837j 0.00542673+0.00157654j 0.00671375-0.000597081j -0.00766714+0.00538717j 0.00859742-0.00456594j 0.00268252-0.00610903j 0.00310557-0.0020053j 0.00268276-0.00765757j -0.000349875+0.000871739j -0.0103149+0.00647251j 0.0125473+0.00475034j -0.00384041-0.00679122j -0.0228154+0.0120349j 0.00339819+0.00607616j 0.0155641+0.00352879j -0.00520551+0.00234922j -0.00558322-0.00426833j -0.00156941+0.0093746j 0.00568987-0.00757441j -0.0076897+0.00432302j 0.0232412-0.0146654j 0.001413-0.00545323j 0.00995596+0.0105855j 0.00170354+0.00131105j -0.0113981+0.00429576j 0.0166186+0.00757955j -0.0059179+0.0143176j -0.00137672-0.00627248j -0.00974321+0.000628863j -0.00345991-0.00259998j -0.00512566-0.0127538j -0.00318114+0.00296687j -0.00543854+0.0050202j 0.00908251+0.00125899j -0.00398772-0.00686145j 0.00287684+0.00322008j -0.00223321-7.50089e-05j 
-0.000627111-0.00122971j -6.02726e-05+0.00347025j -0.00572584+0.0183938j -0.00745737+0.00130214j 0.0185526-0.0081329j -0.00605741+0.0242183j -0.00974834-0.00184077j -0.000891763+0.000175917j 0.00515621-0.0180503j -0.015592+0.000646j 0.002323+9.66787e-05j 0.0219996+0.000120402j -0.0135986+0.0254601j 0.00354268+6.67082e-05j 0.00240545+0.0130036j 0.0278586-0.0321269j 0.00951449-0.00674724j -0.0142909-0.00976537j -6.7756e-05+0.013545j -0.0032654-0.00526441j -0.0027149-0.00127317j 0.0190566+0.0117446j -0.0086233+0.00792367j -0.0172874+0.0154775j -0.00307749-0.000327719j -0.0092401+0.0116086j 0.00506836-0.0102629j 0.000112312-0.0111902j 0.000506744-0.00616494j 0.0104837+0.00932355j -0.0131313-0.00401825j -0.00332355-0.00428341j 0.0025674-0.00911419j 0.00812851+0.00745842j -0.00125225+0.0111564j 0.00180964+0.00158359j -0.00157782-0.00484314j 0.00159834+0.00725003j -0.00386757-0.0112019j -0.0279148+0.00151653j 0.00221513-0.00455109j -0.0147989-0.0101921j 0.00620826-0.00153423j 0.00368856-0.00923875j -0.00628781-0.00591695j 0.00595718-0.0153481j -0.00736105-0.00741799j 0.000104183-0.0018224j 0.00418058+0.00149525j -0.0103123+0.00238485j -0.00340002+0.0235692j 0.0240713+0.00150597j -0.0112565+0.00857693j 0.010413+0.0140366j -0.0058603+0.00297852j -0.00328633-0.00502237j 
0.00428802+0.000213764j -0.00195533-0.00548727j -0.000626006-0.00999749j 0.00326745+0.00782728j 0.00734736-0.00481671j 0.00446063-0.00866658j 0.00885746-0.0120068j -0.00562045+0.00697017j 0.00582156+0.0160432j -0.0130026-0.00451843j 0.00887141-0.00171419j 0.00170279+0.0159292j -0.0119103+0.00807662j 0.00180805+0.00337019j 0.00784718-0.00232175j -0.0163428+0.0109516j 0.0004665-0.00908649j -1.05696e-05+0.01637j 0.00618422+0.0107565j 0.00293896-0.00659133j 0.00432917+0.00516178j -0.00333935-0.00792831j 0.00195563-0.0042759j 0.00359165+0.00830262j -0.0035742+0.00164834j 0.000504522+0.0132871j -0.00367132+0.00934438j -0.0123485-0.00145339j -0.000722971+0.00718761j -0.00694001+0.0013588j 0.00525097+0.0086705j -0.00937547-0.011171j 0.000909909-0.00449823j 0.0075631-0.00992607j -0.005059-0.00998467j -0.00085041+0.00308535j 0.0140297+0.00217821j -0.000416703-0.00835536j -0.00405901+0.00458638j -0.00524714+0.0067745j -0.00488268+0.00664943j 0.000530239-0.00871394j 0.00841903+0.00249011j -0.00167989-0.00546487j -0.00306498-0.010828j -0.00487337+0.00618631j 0.0033039-0.00469273j -0.00692243+0.00682839j 0.00757946+0.00275024j 0.00114981-0.00231841j 0.00694161-0.00327989j -0.00222536-0.0154353j -0.00100564-0.00140265j -0.00300464-0.0046669j 3.12219e-05-0.00806077j 0.00589269+0.000956461j 
