0.00888052-0.00438293j 0.00140081+0.00936159j 0.00811192-0.00847805j 0.00768358+0.00263708j -0.00180499-0.0140195j -0.00417085+0.00309215j 0.00646063-0.00587286j 0.00867995-0.00963185j 0.00457595+0.00179092j -0.0023251+0.00202455j -0.00271421+0.0124359j 0.0030964-0.0114112j 0.00438958-0.00740148j 0.00157046+0.00187558j -0.00496427+0.0117285j -0.00757765+0.00845824j -0.00819122-0.00633799j -0.0037249+0.0153406j -0.0014304+0.0106647j -0.0034502+0.00389906j 0.012056-0.00383399j -0.00854834-0.00243142j 0.0220587-0.0110873j 0.0164728+0.0165815j -0.00919157+0.06099j -0.0617666-0.00535046j 0.0103297-0.0189199j -0.137822+0.112353j 0.117734+0.0671363j 0.0468235+0.000416589j 0.0141805-0.0293606j -0.0194945+0.0142068j -0.0210334+0.00563739j 0.00923912-0.0109246j 0.00865306-0.00719738j -0.0210241-0.000460802j -0.0180407+0.0109175j 0.00971582-0.00250441j -0.00474574+0.00242718j 0.00219241+0.00836945j 0.028318-0.00766931j 0.00929699-0.00136113j -0.00385885+0.000170914j 0.00210607+9.45156e-06j 0.0179832+0.000933807j 0.0112192-0.00650229j 0.000236178-0.000637311j 0.013382-0.000107938j -0.00162891+0.00232111j 0.0035114-0.00781076j -0.00057777+0.0053463j 0.000722697-0.000413896j -0.0150124-0.000183251j -0.00279591-0.000241434j 0.00136114+0.00281274j 0.00265884-0.00282971j -0.00147716-0.00521556j -0.0187287+0.00360224j -0.0107582+0.0161054j 0.0156622+0.0108897j 0.0323721-0.00834551j -0.00433802-0.00132121j -0.0180348-0.0140272j 0.0356472+0.00534947j -0.00446988+0.00823865j -0.00345222+0.00860892j 0.0241701+0.00723996j 0.0343165+0.0180693j 0.0441082-0.00822272j 
0.00731468+0.00453527j -0.00570899+0.00507592j -0.0122587+0.0155684j -0.00457471-0.00336228j 0.030592-0.00034651j -0.00891784+0.0116813j -0.00115172+0.00891226j 0.00309803+0.00776193j -0.0235371+0.0087304j -0.0106169-0.0118088j -0.0865713+0.0071199j 0.0747907-0.00889218j 0.0053697-0.00441787j -0.0840065+0.00877178j -0.122194-0.000414716j -0.00300888+0.00192181j 0.0353219-0.0006369j -0.105012+0.000114856j 0.017688-0.00214783j 0.0120465-0.00679342j 0.0209022-0.00533099j 0.00329125-0.00339502j -0.0118608+0.00373379j 0.00302856-0.000295795j -0.0176069+0.00348671j 0.00794053+0.00328119j 0.0155725-0.00377876j 0.00394869-0.00451608j -0.000741528+0.00473018j -0.00605032-0.00294292j 0.0165456-0.00174214j 0.007365-0.00712827j -0.00804644-0.000439276j 0.0147381-0.00177571j 0.00494193-0.00112265j -0.000810348+0.00312116j -0.0104471+0.000807088j -0.00114531-0.000845057j -0.00624903+0.00144504j -0.00683175+0.00122323j 0.000853072-0.000943337j -0.00161273+0.000371474j 0.00371816-0.00106465j -0.00427454+0.0017973j -0.0022373-0.000106405j 0.00424365-0.000361985j 0.00206849-0.000563967j -0.000965209-5.52425e-05j -0.000328264+0.000184547j -0.000511335-0.00136058j 2.15239e-05+0.000609968j -0.000567218-0.000601494j -0.00517576-0.00212433j -0.000285986+0.000839082j 0.00555261-0.000417103j -0.000289966-0.000965507j -0.000664878+0.00165717j -0.0050337-0.00311j 0.00434503+0.00124856j 0.00260874+0.000321956j -0.00445488-0.000352518j -0.0114268+0.000295323j 0.00344787+0.00275827j -0.00329272-0.00138362j 0.0126957+0.00134052j -0.0120228-0.000267232j 0.00251094+0.00273277j 0.00709755-0.00066997j -0.00460861-0.00124101j 
0.0023303-0.00597906j 0.00655755+0.00367138j -0.0196715+0.00779894j -0.010473-0.00438105j 0.00732447-0.00179646j 0.0166288-0.0112436j -0.0321251+0.00133644j -0.0183+0.00913503j -0.0378409-0.00636473j -0.0503433+0.00566209j 0.0208269-0.000411172j 0.00351361-0.00916813j -0.121848+0.0151287j -0.0172285-0.00976267j -0.098668+0.0043961j -0.0350069+0.00520391j -0.13887-0.000634363j 0.00612725-0.00175209j -0.00516124+0.00611728j 0.028044-0.00555018j -0.00108331-0.00315948j 0.0236212-0.00244225j 0.00412812-0.000678056j -0.0114793-0.00274451j 0.00463792+0.00166035j 0.00063298+0.00257899j -0.00600214-0.00121706j -0.00470864+0.0037711j 0.00468997-0.00379215j -0.0118562+0.00300585j -0.00462896-0.00457343j 0.014927-0.00401027j -0.00568738-0.000318822j 0.00343381-0.00221254j -0.00848217+0.00277494j -0.00605131+0.000656939j -0.00206-0.000296975j 0.000774755+0.000272261j -0.00570362+0.00274412j 0.00642059-0.00102567j 0.00225302-0.00130179j -0.00181297-0.000651126j 0.00184011-0.000635324j -0.00160856+0.00105444j 0.00556592-0.00212628j 0.0028446-0.00132859j 0.00131855-0.000639456j -0.000238996+1.96438e-05j 0.000855663-0.000490374j -0.000792575+0.00080212j -0.000570187-0.00150839j -0.001999-0.000882685j -0.00293208-0.000887003j -0.00809537-0.00290868j -0.000321722-0.00178741j -0.00369465-0.00139809j -0.00160008-0.00136562j -0.00392682+0.000534669j -0.00669734-0.00024087j 0.00290261+0.000706333j -0.00613816-0.0027478j -0.00382965+0.00142381j 0.0064459-0.000192753j 0.00520582+0.00257865j 0.00104195+0.00059809j -0.00478512+0.000423069j 0.00731312+0.00217757j -0.00759574+0.000647904j 0.00682909+0.00158939j 
0.00748265-0.00123484j 0.00168358+0.00726373j -0.0151487+0.00233544j 0.00445704-0.00294733j -0.00223334-0.0009496j 0.00559116-0.00196913j 0.0034829+0.00275406j -0.0313437-0.000880026j -0.00641467+0.0111616j 0.0213144-0.00702008j -0.10024+0.0107897j -0.0195804+0.00448274j -0.0606698-0.00161767j -0.0583446+2.61668e-05j 0.0824033-0.00274916j 0.0907335-0.00187265j -0.0105523+0.00105355j -0.00493859-0.000477498j -0.0127307+2.53862e-05j -0.0106672-0.00200426j 0.0162563-0.0046053j 0.000536999+0.000607419j 0.00489498+0.00108154j 0.0162433-0.00235747j -0.0025504-0.000603052j -0.0100697+0.00106009j 0.00547461-0.00307198j 0.00245534-0.00549394j 0.00143101-0.00334847j -0.0134481-0.00101352j 0.0064963-0.00431025j 0.00912906-0.00190544j 0.00241313-0.00115881j 0.000468186-0.000390205j 0.00133363+0.000620303j -0.000123087+0.000624117j 0.00322303-0.000701173j 0.000873667-0.000835925j -0.00423583+0.000508604j -0.00541998+0.000852503j -0.00486519+0.000368029j -0.00269325-4.06675e-05j 0.00389252-0.0013292j -0.000145131-0.00145809j 9.53945e-06-0.000139123j -0.0015576-0.000441773j 7.60324e-05+0.000798473j 0.000426826+0.00135452j 0.000295936-0.0010842j -0.000517675+5.47376e-05j -0.00173056-0.00155691j 0.00289454-0.000977966j -0.000517636+0.000441965j -0.00188688-0.000807562j -0.00129986-0.00106379j 0.00414571+0.00154195j 0.00111331+0.000801476j -0.00394688-0.000863007j -8.90411e-05-0.0012647j 0.00276572-0.00066253j 0.000822107-3.30019e-05j -0.00354238+0.000137619j 0.003997+0.000557211j 0.00282541+0.000961675j 0.0010675-8.65574e-05j -0.00442684-0.000813305j -0.00143923+0.000847552j -0.00449988-0.00167813j -0.00885208+0.00023224j 
-0.00512039+0.00617255j -0.00790763-0.00646246j 0.0386667-0.0147851j 0.0153142+0.0159643j -0.00775086-0.00384806j -0.0367761+0.0157359j 0.0513454+0.000254066j 0.1057+0.00544862j 0.128838-0.0166658j -0.0132785-0.000249769j -0.0315977+0.00712068j -0.0669743+0.00210387j 0.0587008+0.00229518j 0.00234011-0.00136293j -0.0263438-0.00275551j -0.0197154+0.00152212j -0.0421674-0.00300916j -0.020946-0.00509612j -0.0155326-0.00307752j 0.0314928+0.00435639j -0.0300903+0.000366653j 0.024047-0.00255296j 0.0069801+0.00411075j -0.0012871+0.00424849j 0.00286978-0.000397647j -0.00300239-0.00428044j 0.0084766+0.00346758j 0.00370433-0.00513181j -0.00845171+0.0079839j 0.0134995-0.00147394j 0.00232036+0.00716136j -0.0273716+0.00715569j 0.00782348+0.00424466j -0.00461509+0.000952987j 0.0106988-0.00446802j 0.0130291-0.00094207j -0.0105023+0.00155069j -0.00591525+0.00141753j 0.0078724-0.00158874j 0.0026053+0.00046484j -0.00607579+0.0027305j -0.00118193-5.94832e-05j 0.00017975+0.000342275j -0.000872625+0.00128999j 0.000534738+0.00282397j 0.000781017+0.000470421j 0.00182718+0.001048j 0.000707201+0.000506589j -0.00177394-0.00167005j 0.00126049-0.00169064j 0.00247437-0.00106675j 0.00017212+0.000408989j -0.000845631-0.00146135j 0.0054345+0.00151231j 0.00315431+0.00120306j 0.00118938+0.00121614j -0.00234201+0.000435249j 0.011079+0.0011341j 0.000276223+0.00133104j -0.00751277-0.00239306j 0.006513+0.000639417j -0.00147849-0.00228706j -0.0118634-5.38277e-05j -0.00492025-0.00322696j -0.000335429+0.000319948j 0.0107692+0.000463385j -0.0040585-0.00293053j 0.0132147-0.000222193j -0.00634599-0.00245575j 
0.000494147+0.00706343j -0.00893008-0.000453527j 0.0146289-0.00341391j 0.0139991-0.000527073j -0.0150826+0.00413443j -0.0368571+0.00217995j 0.0327899+0.00394589j 0.0404311-0.0141j -0.0385346+0.00861624j 0.128597-0.0133021j -0.026509-0.00303783j -0.0260629-0.000516258j 0.0171813+0.00398337j -0.0151661+0.006679j -0.0172759-0.0044767j 0.0213876-0.00126369j 0.000307347-0.000652351j 0.00198911+0.00196231j 0.0136127+5.98722e-05j 7.55973e-05+0.00114586j 0.0274535-0.000676288j -0.00516671-0.00136218j -0.0100966+0.00235018j 0.0112336+0.00151059j -0.00792724+0.000889437j 0.00757092-0.00421805j 0.00332604+0.000265011j -0.000602421-0.00370571j -0.00287207+0.00683847j 0.00616519-0.00363076j 0.0116682+0.00203996j -0.00757271+0.00197997j 0.0070292-0.00125936j -0.00484525+0.00206182j 0.0112481-0.000711423j 0.00203308-0.000210751j 0.00113211+0.000262269j 0.00552194-0.000721785j 0.00771471-0.00270581j -0.0054382+0.000951048j 8.67008e-05+0.00141236j -0.000462071-0.00101067j 0.00123846+0.00038986j 0.000116744-7.93049e-05j 0.00183048+7.71387e-05j 0.000404064-0.000572582j 0.000373459+0.000418085j 0.00167655+0.00221529j -0.000888635+0.000477612j -0.000367475+0.000355479j 0.00141677-0.000165535j 0.00182448+0.000464012j 0.00112737-0.00069291j 0.00287716+0.000993399j 0.000341226+0.000461585j 0.00217157+0.00124144j -0.000476428+0.00035804j 0.000582274-0.000766722j 0.00116034-0.000146117j 0.000726931-0.000195141j 0.00341657+0.00101593j 0.000166085-0.000811105j -0.00286629-0.000189744j -0.00104681-0.00105601j -0.00112853+0.000270009j 0.00331816-0.000815559j -0.00785429-0.00158332j 0.0112564-0.000130168j -0.0027959-0.00181922j 
0.00464963-0.00620499j 0.00847482+0.00524154j -0.0222522+0.00522674j -0.0101075+0.000674172j 0.0178514-0.0117413j 0.102369-0.0121614j -0.0489831-0.00828191j 0.0311723+0.00510764j -0.0618959-0.00854454j -0.0568877+0.00405046j 0.00246197-0.00471409j -0.0559926-0.00603737j 0.00226342+0.000193861j -0.0136962-0.00140784j 0.0126081+0.000936776j -0.0171432+0.00331315j -0.0110857+0.00242435j 0.00681332-0.00161938j -0.0167484-0.00172964j -0.00420464-0.00053085j -0.00686392-0.000171547j -0.00543324+0.00225987j 0.00425539-0.000961228j -0.0144173-0.00240881j 0.00762554-0.00309229j -0.0123049+0.00519573j 0.00320331-0.00143661j 0.00300897+0.000223376j 0.00269893-0.00777382j -0.0124093+0.00173058j -0.00487616-0.0046614j 0.0097197-0.00263747j -0.00451653+0.00119374j 0.00526208-0.00405657j -0.0250165+0.00325067j -0.00107157-0.0012061j -0.00373341-4.39043e-05j 0.00410698-0.000981779j -0.00112115+0.00163066j 0.00312515-0.00103672j -0.000490459+0.000869745j -0.000569873-0.00137813j -0.00079924-0.000719872j 0.000338889-0.000794158j -0.00344461-0.00144744j 0.000175691-0.000691486j -0.00106374+0.00103481j -0.00129988-0.00161647j 0.00137684-0.000647069j 0.00155026+0.000635459j -0.00215635-0.000451841j -0.000700064-8.27905e-06j -0.00129679+0.000894142j -0.00357621-0.00166169j -0.00171082-0.000999156j -0.00313628-0.000966991j 0.000282902-0.000529812j -0.00162011+0.000474538j -8.50266e-05-4.88275e-05j 0.000265606+0.000656772j -0.00417728-0.000713743j -0.000174581+0.00107311j 0.00588176+0.00113555j -0.00240782+0.00141906j 0.000572589-0.000975311j -0.00488101+0.000797758j 0.00817437+0.00192032j -0.0120095-0.00067357j -0.0020429+0.001689j 
-0.0142585-0.00136181j 0.00153958-0.0144056j 0.000359766+0.0102573j -0.0368523-0.00423386j 0.0624112+0.0114634j -0.102726+0.0165427j -0.090487+0.0215397j 0.0743928-0.00456999j -0.0184774-0.0082404j -0.045646-0.00802764j -0.000644146+0.0042023j 0.0668788+0.00467667j 0.0695413-0.00210759j 0.00602925+0.00294826j 0.0187383+0.00490763j 0.00828375+0.00315129j 0.0196564-0.00366809j -0.0146427+0.00286932j -0.0267866+0.00436724j 0.00728585-0.00092657j -0.0114473+0.000267342j 0.0145498-0.00168046j -0.00243786-0.00175213j -0.0102584+0.00266515j -0.0127877+0.00588343j 0.024253+0.00178662j -0.0137284+0.00139026j -0.00523617+0.0145883j 0.00454355+0.00284802j 0.0212631+0.00446463j -0.0172547+0.00748436j 0.00147557-0.00401065j -0.0194028+0.000497929j 0.0141089+0.000920964j 0.0131223-0.00178079j -0.0140085+0.00508732j -0.0193116+0.00372212j -0.000663214-0.000222872j 0.00134485+0.000469568j -0.00111947+0.000533976j 0.00112668-0.00155434j -0.000162795-0.0014228j 0.000988967+0.000989272j 0.00258115-0.000663475j 0.000574906+0.00233851j -0.00376215-0.00100792j 0.000407217+0.000936051j -0.00360624+0.000252675j 0.000311923+0.00102952j -0.00563318-0.00292597j 0.00213846+0.00219839j -0.00145684-0.000383907j -0.00112226-0.000166793j 6.74767e-05+0.00135333j 0.00417309+0.000841926j -0.00305698-0.0009756j -0.00303437-0.000220351j 0.0040162-0.000278125j 0.00419698+0.00352131j 0.00189991+0.00104754j -0.00421781-0.000135402j -0.00405847+0.000153354j -0.00365578-0.000690105j 0.00223937-0.00156306j 0.00767087+0.00185467j -0.00438883+0.000218962j 0.00263043+0.00114532j 0.00154269+0.00304471j 0.0195783+0.000727093j 
0.00436664+0.00207322j -0.00233671+0.00245973j -0.0192208+0.0167551j -0.0263225-0.00217299j 0.120568-0.0117384j 0.0419642+0.016074j 0.0543855-0.0169792j 0.0276657+0.0108762j -0.0340433+0.00423476j -0.0387404+0.00671554j -0.0331071-0.00653644j -0.0260001+0.00490343j -0.0357455-0.00181171j 0.0303958+0.00311058j 0.0130088+0.00102815j -0.0209996+0.00236831j 0.00994222-0.00097796j -0.0032822+0.00252083j 0.0062943+7.87953e-05j -0.0136755+0.000514394j -0.01226-6.18883e-05j -0.0154998+0.000974069j -0.000766571+0.00220943j -0.00372012+0.00195162j -0.0182991+0.000737304j 0.00907502+0.00586548j 0.00666524-0.00547482j 0.000209407-0.00161583j 0.00137677+0.00120836j -0.00238812-0.00216064j 0.00716116-0.000894157j 0.00517862-0.00710898j -0.0145849+0.000926801j 0.029885-0.0052075j -0.00737885-0.00247017j 0.0118516-0.00111595j -0.0062048+0.000713826j 0.00178305-0.000676662j -0.000794597+0.0007374j -0.000431032+0.000524796j -0.00231743-0.000106575j 0.000318137+0.0016558j -0.000826566+0.00114947j 0.00287473-0.000310273j -0.00164907-0.00220021j -0.00206501+0.000364955j -0.000287478+0.000848066j -0.000422361-0.000372922j -0.00119833-0.000424969j -0.00190602-0.000466257j -0.00222037-0.000708228j -0.00218783-0.000906744j -0.00242074+0.000157528j 0.000171461-4.89996e-05j 0.00103006-0.00066332j -0.0033151-0.00109116j 0.00012655+0.000340157j -0.000733394-0.000680753j 0.00243673+0.00114639j 0.000321316+0.000530941j -0.00335576-0.000143816j -0.00377115+0.000800316j 0.00150597+0.00148814j -0.00280511-0.00101075j 0.00836025+0.000221544j -0.011059-0.000252177j 0.00250182+0.00232762j 0.000297785-0.000223163j 8.07811e-05-8.78648e-06j 
0.0156184-0.015606j 0.0186832+0.0129739j -0.14042+0.0196503j -0.0196999-0.0246719j 0.0561197-0.00161897j 0.0188458+0.00574538j -0.0659682+0.0130708j -0.0410367-0.0121942j 0.0145919+0.000312896j 0.0259198+0.0104818j 0.0122025-0.000218372j 0.0134977-0.00446715j 0.0348756+0.00151581j 0.0199315-0.00127411j 0.0237633-0.00302346j -0.0017931+0.00120067j 0.0078944+0.00597316j -0.0114074-0.00261137j -0.0113948-0.00293736j 0.0125858-0.000273453j -0.00260272-0.00498663j -0.0057904+0.0081187j 0.00350455-0.00166842j 0.0173753-0.00738438j -0.000754251+0.00366701j -0.0118428+0.00455582j -0.000933906-0.0074324j 0.00842114-0.00208915j -0.00101594-0.01839j -0.0278665+0.00578738j -0.0114457-0.0109613j 0.0622114-0.0121211j -0.0147769-0.00692814j 0.0155231-0.00258575j -0.00515304+0.00178914j -0.0056601+0.00316798j -0.000297708+0.000537462j -0.00167044+0.000689368j 0.00779747+0.000991067j -0.000431976-0.00152919j -0.00611437-0.00338527j -0.00103083-0.00222002j -0.00458586+0.00163904j -0.000809652-0.000204925j -0.0077506-0.0018005j -0.00109983+0.000152523j -0.00229643+0.000753806j -0.0015803-0.00216725j 0.00206713+0.00139726j -0.0037767+0.000211372j -0.00297102+0.000640036j 6.18104e-05-0.000643486j 0.000151216+0.00223857j -0.00493202-0.00138847j 0.00242476-0.00121238j 7.57613e-05-0.00128965j 0.00233501+0.000287871j -0.00637339-0.000755474j -0.0021072-0.000818218j 0.00283252+0.00130286j -0.00961161-0.00254763j -0.00673029+0.00183008j 0.00908504+0.00139311j 0.00728779+0.00271087j 0.00451876+0.000147953j -0.0121525-0.00152965j 0.00188871+0.00344718j -0.0229816-0.0022347j -0.0111287+0.00304732j 
0.023635+0.012093j -0.0214133+0.0215678j -0.0585893+0.000925219j 0.134352-0.0320207j 0.0346061-0.0322445j 0.0422586-0.00557377j 0.0418107+0.0201098j -0.0536877+0.0143068j -0.0483693+0.000288657j 0.0153153-0.00357341j 0.0160212-0.00256021j 0.00431242+0.0049462j -0.0120609+0.00620615j -0.00951389+0.00224287j 0.00116964-0.00184123j 0.00522663-0.0033174j -0.0182466+0.00288937j -0.0227628+0.00225073j 0.0066676-0.00396511j 0.0183604-0.00454605j 0.0162447-0.00113325j 0.0064282+0.000283173j -0.00797604+0.005777j 0.00891574-0.00444787j 0.00123173-0.00248616j -0.00874894-0.00144806j 0.0149347-0.00555774j 0.0020777-0.0200011j -0.00878118+0.006352j -0.0181625-0.0122735j 0.0441273-0.010255j 0.0285024-0.00179311j 0.0409288-0.0122105j 0.00883562-0.00557706j -0.00239592+0.00251557j 0.00267167+0.000483901j 0.00128527-0.00255854j -0.00294924-0.000814552j 0.000494386+0.00308207j 0.00136794-0.00226899j 0.0015764+0.000363194j 0.00320703+0.00057531j -0.00413234-0.000950321j -0.00306032-0.000864407j -0.00481655-0.00256283j 0.000943198+0.00167298j -0.00325513-0.000809589j 0.00470472-1.5524e-05j 0.00129753+0.000446605j 0.00180635+0.00221399j -0.00100043-0.00181564j 0.00204198+0.000307816j -0.00209894-0.00023464j -0.00231575-0.00175799j 0.00137395-0.000300113j 0.00333845+0.000613185j 0.00220194+0.00127151j -0.00558945-0.00219256j -0.000940134-0.00207704j -0.000439068-0.000355488j 0.000607507-0.000670441j -0.00559033-0.000543921j 0.00381582+0.00243836j -0.00314143+0.000639601j -0.00159111-0.000304293j -0.000579135-0.00148335j -0.00644584-0.000275j 0.00918812-0.00294704j -0.0194189-0.00229683j 
-0.0714757+0.0231018j -0.0148785-0.0384406j 0.0584963-0.00206562j 0.0407196-0.0427551j 0.0678662-0.0134698j 0.0118119+0.00211679j 0.0207362-0.00820741j -0.027427-0.000993318j -0.0422697+0.0063054j 0.0222873-0.00429235j -0.00762766+0.00845368j 0.0161191-0.00654635j -0.0177437-0.00134837j -0.0162896+0.00416234j -0.0188992+0.00702286j 0.00293828+0.000661826j 0.0230809-0.00645173j 0.00188964+0.00524071j -0.0237612+0.00384052j 0.00979336+0.00331465j -0.0225058+0.000978173j 0.0162223-0.00646956j 0.0169304-0.000507016j -0.00729391+0.00971451j 0.0127207+0.0079427j -4.80458e-05-0.0126301j -0.0214646+0.0156317j 0.00449315+0.0316611j 0.015814+0.00359553j 0.0918674-0.00990845j -0.00555592+0.0249187j -0.0100338+0.00284841j 0.00847866-0.0101756j 0.00559388-0.0045073j -0.00714786-0.00299302j -0.000278669-0.00556376j 0.0058778+0.000140218j 0.000766345-0.0022862j -0.00238598+0.000133864j 0.000744351+0.00438721j 0.000442144+0.000555433j 0.000962838+0.00217862j 0.00112088-0.00135611j 0.00114631+0.000504563j 0.000443624+0.000121051j -0.00406944-0.00195309j 0.000511773-0.000733743j 0.000503605+0.00237102j -0.000881692+0.000161424j -0.00105708-0.000604815j 0.00359183+0.00156515j 0.000166486-0.000101092j 0.00226958-0.00129551j 0.00550866+0.0013361j 0.00180904+0.000439359j -0.000754588+0.000118054j -0.00256357-0.000911194j 0.00885238+0.000327027j 0.00411977+0.00261349j -0.00206858+0.000614145j 0.0022737+0.00109509j 0.00544403-0.00126295j -0.0112066-0.00234961j 0.00130764-0.00249446j -0.00170909+0.0010946j 0.0123917+0.000878738j 0.00184758-0.00279652j -0.00442165+0.00506712j 0.0290097+0.00143972j 
0.0149955+0.0400645j -0.0793723+0.0241916j -0.0201651+0.0382322j 0.053864-0.00330405j -0.000463921+0.0103765j 0.0388718-0.0131869j -0.00687948-0.00988605j -0.0119851+0.000384128j -0.0122229-0.00207023j -0.0100913+0.00434201j -0.00971647+0.00613317j -0.00119506+0.00538197j -0.0182541+0.0042354j -0.00872214+0.00239373j -0.0014968-0.000903867j 0.00469032-0.0029257j -0.0121499+0.0031448j -0.0178846+0.00694229j 0.023883-0.0118109j -0.00408169+0.00342289j 0.0250393-0.00789704j -0.00195113-0.000679839j -0.0248931+0.0158973j -0.0045098+0.00474846j -0.0306279+0.0081619j 0.0341678-0.0144981j -0.0104421-0.00417737j -0.023036-0.000510719j 0.0103564+0.0275274j 0.00677411-0.0285822j 0.0926781-0.011626j 0.00476992-0.00921901j 0.00415441-0.00198029j -0.00261716+0.00117843j -0.00235757+0.005701j -0.00832495-0.0031569j -0.00538365-0.00316619j -0.00227442+0.00105105j -0.00239591+0.00257702j 0.000498808-0.000934716j 0.00204363+0.00376657j 0.00302395+0.00189263j -0.00458743-0.000918069j 0.000509447+0.000332104j -0.00188057-0.000257877j -0.0010358+0.00213699j -0.00188522-5.62218e-05j 0.00480719+0.00132119j -0.00124853+1.59217e-05j 0.000144727+0.000736374j 0.000235773-0.00160465j 0.000464818-0.000321358j -0.00416806-0.00237892j -0.000783497-0.00164106j 0.000851367-0.000731439j 0.000189046+3.35416e-05j -4.91005e-05+0.000953491j -0.00439298-0.00389627j 0.00187417-0.000714243j 0.00273255+0.00106733j 0.00394895+0.000967491j -0.00351761-0.00169684j -4.03533e-05+0.00228318j -0.00929444-0.00274675j 0.0036819+0.000563707j -0.000941711-0.00215497j -0.0145042-0.00164171j 0.0320479+0.00164668j 0.009576-0.00399828j 
0.0188433-0.00971045j -0.00154415-0.0191753j 0.0183536+0.00967111j -0.000276501-0.0124176j 0.0131225+0.009227j -0.00341636-0.0100906j -0.00512317-0.0084926j 0.0048415+0.000382168j -0.00751123-0.00648842j -0.0106944-0.00191452j -0.00215874+0.00582419j 0.012326+0.0060785j -0.00221269-0.00103119j 0.00231469+0.00275456j -0.00438101+0.000156528j -0.00901143-0.00351992j -0.00972869-0.00582655j -0.00637142+0.00471915j 0.000314044-0.00258512j 3.16212e-05+0.00397704j 0.0153397+0.000460196j -0.0120955-0.0055632j 0.0093769+0.00511516j 0.0161423+0.00652518j -0.0156487-0.000856025j -0.0406823+0.0100864j 0.0351309+0.0145489j -0.010478-0.0342309j -0.415833+0.0186099j -0.0527068+0.0198749j 0.00663135+0.0169773j -0.00404216-0.0119976j 0.0029677-0.00638241j 0.00452338+0.00369095j -0.00696304+0.00736383j -0.00104523-0.00475014j -0.00464314-0.006687j 0.000474374+0.00107243j -0.00783532+0.000451566j 0.000306254-0.000631155j 0.00411538+0.00733788j 0.000644648+0.00313964j 0.000501399-0.000760521j 0.00114451+0.00167964j 0.0051645+0.00323647j -0.00202561+0.00322068j 0.00103259+0.0010242j 0.000339921+0.00299106j -0.00203461-0.000982207j -0.00147584-0.00280926j 0.00376953-0.0017264j -0.000757164+0.000191721j -0.000918464-0.00391841j 0.000169284+0.00175637j 0.000626876+0.00111181j -0.00409683+0.000481169j -0.00491788+0.0017296j 0.00365413-0.00451346j 0.00280824+0.00174032j 0.00808434+0.00132722j 0.00140368+0.00424712j 0.00915049-0.000934455j -0.0116637+0.00242741j 0.010864-0.00736424j 0.0172127+0.00298579j 0.0286777+0.0103149j 0.00159637+0.000907165j 0.158625-0.00699662j -0.195454-0.0131431j 
0.00126134-0.0212635j -0.0207896+0.0114992j 8.53738e-05-0.0135535j -0.0200146-0.00839744j 0.0114296-0.00729003j -0.00486716+0.00479581j -0.012736-0.00670161j -0.0130837-0.00651343j -0.0106906+0.00069799j 0.0022713-0.00106139j 0.00690249+0.00658767j 0.00320319-0.00609856j -0.00559014-0.00608357j 0.000123914-0.00095483j 0.00748463+0.00527096j 0.00554277+0.00531294j -5.61998e-05-0.000319714j 0.00707678+0.00603257j 0.00327665+0.00406741j 0.0051193+0.006707j -0.00303804-0.0061139j 0.000843141+0.00343735j -0.00721932-0.0071026j 0.0032417+0.00254431j 0.0108183+0.00690956j 0.0480667+0.0117362j 0.0319335+0.000318399j -0.406276+0.0174969j 0.00795737+0.0401174j -0.000905297+0.0207446j 0.0545013-0.0236335j -0.0076605+0.00813287j -0.00680943-0.00935191j 0.00852598-0.00279094j 0.00349628-0.00418854j 0.00125601-0.0073786j 5.08271e-05+0.00363802j 0.00166072-0.000102702j 0.000538273-0.00164202j -0.00233544+0.0059106j -0.00273817+0.00123745j -0.00253354+0.00121991j 0.00278138+0.000924872j 0.000976954+0.00146886j -0.00366011+0.0045198j -0.000454286-0.00207182j 0.00185209+0.000780144j -0.00429015+0.00230205j 0.00123997+0.000462992j 0.000538385-0.00192961j 0.00170343+0.00490848j -0.00271696-0.00210544j 0.00402048-0.00299437j -0.00645968-0.0012117j -0.00570434-0.000764023j -0.00565057-0.00346024j -0.00015568-0.00355901j -0.00243184-0.000421483j -0.00254597+0.0049762j 0.00376967+0.00531788j -0.00844304-0.000347904j 0.00722883+0.00250744j 0.00700616-0.00710333j 0.0172599-0.00314347j -0.014773+0.00487622j 0.0046207-0.000580945j 0.0371208+0.00634415j 0.198763+0.014428j 0.158192-0.00790343j 
