-0.00278688+0.0090429j -0.00219785-0.00748848j -0.0014035-0.000120909j 0.000867765+0.00797066j 0.000422796-0.00509787j -0.000976487-0.00283779j -0.00174605+0.00411669j 0.000864931+0.0045781j -0.000167983+0.00199411j 0.00128238+0.00249956j 0.0011967-0.000491013j -0.000452143+0.00404048j 0.000598284+0.00325098j 0.000676428+0.00458616j 0.000286838+0.000242708j -0.000756405-0.0015895j -1.91272e-05+0.00119655j -0.000990945+0.00204899j -7.47926e-05+0.00117775j 0.000425822-0.000331742j 4.20948e-05+0.00368789j 0.000167372-0.000180666j 0.000154987-0.00115912j -0.000488638-0.00149851j -0.000404413-0.000888004j -5.51966e-05+0.002682j -0.000233984-0.00191142j -0.000237688-0.00102732j -0.000519205+0.00186648j -0.000157687-0.000424283j 0.000583005+0.000839052j -4.70432e-05+0.00231839j 0.000156056-0.00154222j 0.00012055+0.00120175j 0.00074862-0.000259961j -0.000293749-0.00108847j -1.53656e-05-0.00197612j 0.00012636-0.000953085j 0.000721522+0.000941156j -0.000679225+0.00293366j 0.000107446+0.000846535j 0.000966607+0.000222871j -0.000691389+0.00245958j 0.00056363+0.00118366j -0.000275043-0.00195222j -7.25564e-05+0.00125235j -0.000411261+0.00129667j -0.000210624-0.000199869j 0.000215727+0.000584695j 0.000448392+0.0019154j 0.000403745-0.00219122j 0.00140172+0.00107547j -0.0015494-0.00176674j -0.000475963+0.0007235j 0.00150373-0.00401069j 0.00117432-0.00279385j 0.00203612+0.00337981j -0.00234818+0.00094671j -0.000939464-0.00721874j 0.00239607-0.00256751j 0.00140065-0.0047072j 0.00197147-0.00340301j 0.00745007+0.00319478j 0.00166669+0.0184856j -0.0197678+0.00787616j -0.0194067-0.0220646j -0.0600022+0.0141828j -0.0215002-0.0351228j 0.0156204-0.043458j 0.227047-0.0101654j 
-0.00450744+0.00186245j -0.00151436-0.00355968j 0.000291027-0.00339275j -0.00341755+6.51631e-05j 0.0031479-0.00533046j 0.0144546+0.00208347j -0.0127996+0.00307713j 0.00111944-0.00275586j -0.0256052-0.00585586j 0.0771324+0.00110527j -0.170277+0.01022j 0.0412691+0.00484912j 0.0937919-0.00762816j -0.00188605+0.00540995j 0.0310585-0.00776755j 0.0863973-0.00171408j 0.000110386-0.00373713j -0.0142811-0.00041661j -0.00874051+0.00160358j -0.00955655-0.00625721j 0.0358891+0.00871099j -0.0412848+0.000882794j 0.00112976+0.000159407j -0.024954-0.00011087j -0.023657-0.00203396j 0.0300188+0.0044382j 0.0027772+0.00182422j 0.0129488+0.00483068j 0.0108593+0.00124748j 0.0122544+0.00156746j -0.00826119+0.00576683j 0.00414428-0.00202839j 0.000138845+0.0021601j -0.00960819+0.00493473j -0.000207653-0.0107194j 0.00026933-0.00244347j -0.0102385-0.00103689j 0.010466-0.000978899j -0.0038679+2.01386e-05j -0.0077035+0.000647679j -0.00340506-0.00137218j 0.00136029+0.000733313j 0.00384416-0.000425667j -0.000927789+0.00133793j -0.000988768-0.000705195j 0.0138661+0.00121523j 0.0141785-0.000355438j -0.00142813+0.00070747j 0.00074881+0.00134159j 0.00083301+0.0020453j 0.000384813+0.00177978j -0.0018661+0.00113019j -0.00092809-0.000783788j 0.00458751+0.00167556j -0.00820605-0.00156199j 0.00227185-0.000226406j -0.000702871+0.000194427j -0.00282901-0.0011638j -0.00228362-0.000245264j -0.000257456-0.00108291j -0.00315535-0.0015817j -0.00558821+0.00131062j -0.00310403+0.000700353j 0.000251877+0.000353202j 0.00109249+0.00135328j 0.00155462+0.00017184j -0.0035782-0.00214298j 0.00149894-0.000971065j -0.000134152-0.00103438j -0.00231542-0.000972733j 
0.00275394+0.00424219j -0.00762352+0.0028983j -0.00122992-0.00794417j -0.0140932+0.00386793j -0.00110067+0.0064255j -0.00664799-0.00104067j -0.00686658-8.91879e-05j 0.00542393+0.00378718j -0.01526-0.00759886j 0.225205-0.0106757j 0.0884819+0.000439281j 0.0141218+0.00626706j -0.0172476+0.00648475j 0.0545471-0.00729271j 0.0461681+0.000312343j -0.0292563-0.000186305j 0.010512+0.00526416j -0.0124361-0.00725321j -0.0270171-0.000656942j 0.0232056+0.00531394j -0.0169325+0.00164951j 0.0493366+0.000660138j -0.0285518-0.00168346j -0.0266207+0.00186307j -0.00714113+0.000897951j -0.00599041-0.00300745j 6.77931e-05-0.000234591j -0.0121363+0.0031123j 0.00521112-0.00154404j -0.00375687-0.00053374j 0.00571078-0.0013652j 0.00200783+0.00156712j 0.0146803+0.00751474j 0.00870259+0.00494896j -0.00445971-0.0127865j -0.00391966-0.0017337j 0.00308838+0.00039997j 0.00570032+0.000425743j 0.00395982+0.00163308j -0.00726438-0.000287872j -0.00288139-9.9952e-05j 0.00794649+0.000124593j -0.00528848-0.000467183j 0.00749217+9.60895e-05j -0.00350341+0.000715634j 0.00242524+0.000588979j 0.010812-0.00214165j -0.000652568-2.01178e-05j -0.0034534-0.000887804j -6.29351e-05+0.00127347j 0.00439533+0.000115055j 0.00143475-0.00187809j 0.00616437+0.00294398j -0.000912381-0.000215676j 0.00412019+0.000678628j 0.000515294+0.000908512j 0.0046757+0.000346578j -0.00711287-0.000633374j -0.00382768+0.00122493j -0.00527021+0.0010967j -0.00614139-0.00372245j -0.00522676-0.00116463j 0.00629415-9.63267e-05j -0.00317472-0.0031456j -0.00303431-9.25503e-05j -0.00331583-0.000238046j -0.00304626+0.00098978j -0.00338867-0.00244433j -0.00105042+1.40536e-05j 0.000581743+0.000596787j 
-0.00802678+0.00352287j -0.00428929-0.00525486j 0.00453415+0.0010866j 0.00533059-0.00351738j 0.0114405+0.00342008j -0.00977086+1.19483e-05j 0.0062578+0.0030109j 0.00699605+0.0036812j 0.207507-0.00240176j 0.0379055+0.00969766j -0.0835857+0.00678543j -0.00599419+0.00191044j -0.0136661+0.00302824j -0.0295898-0.00709256j -0.00212617-0.0029266j -0.0174753-0.00740872j 0.0848458+0.00290815j 0.000142777+0.00185574j -0.00777698+0.0097027j -0.0290757+0.00119806j 0.019476+0.000832137j -0.0078137-0.00127485j -0.00637948+0.000206813j 0.00380162-0.00236667j -0.00989477+0.00216908j -0.00782452+0.000202194j 0.00412918-0.000560053j -0.0152201-0.00557405j -0.00847816+0.00154371j 0.00382485-0.000846584j -0.00167423+0.000818882j -0.00745806-5.0262e-05j -0.014958-0.000597845j -0.000169864+0.000381936j -0.00472414-0.00774686j 0.00958563+0.000924755j -7.86306e-05+0.00222807j 0.00259637-0.00138838j -0.0053807+0.000225647j 0.0014435-0.00274947j 0.00340441-0.00156557j -0.00205519+0.000118975j 0.00295614+0.000664897j 0.00115357-0.000344653j -0.00141806-0.000956041j 0.00017956-0.000501568j 4.26936e-05+0.00134119j -0.000844899-0.000251752j 0.00524769+0.000109517j 0.00151484-3.55162e-05j -0.0021147+0.000954891j -0.000828525+0.00161974j -0.00290637+0.00160964j 0.0016233+0.00178285j 0.00421203+0.000661702j -0.00719032+0.000473799j -0.00421644+0.000705316j 0.00736872-0.00100417j -0.00674174-0.00178963j -0.00354628-0.000573188j 0.00609273-0.000199829j 0.00108052-0.000715275j 0.000729264+0.00238808j 0.00553678-0.000173624j -0.00133209-0.00124857j -0.00163881-0.000262412j 0.00049859-0.00211067j 0.0039874+0.00123985j -0.000782792-0.00138114j -0.00249847-0.000578293j 
-0.00565529-0.00364609j 0.00813512-0.00444124j -0.0261667+0.00214687j 0.000138003+0.00875397j -0.027627-0.00855304j -0.00809216-0.00415407j -0.050534-0.00129143j 0.24106-0.00498571j 0.0384243+0.0101932j -0.063279+0.00365139j 0.00992626+0.00468467j 0.00988855+0.00408419j 0.107468+0.00631109j 0.0186312+0.00875303j -0.00608278-0.00246401j -0.00725264+0.00716927j 0.00456571-0.00357525j 0.0345353-0.00141338j 0.0359165-0.000846807j -0.0124739+0.00291587j -0.0127353-6.31321e-05j -0.00505295-0.00321703j 0.00513482-0.00129256j -0.0104848-0.00566788j 0.000606012-0.00252734j -0.00471688+0.00295713j -0.00728115+0.000132694j 0.00430088-0.000950044j -0.000501001+0.00291191j -0.0047776+0.000346566j -0.00814359-0.00207024j 0.00129492+0.00164377j -0.00783446+0.000461793j -0.00069988+0.000482298j 0.000583799+0.00454593j 0.000749884+0.00195402j 0.00989013+0.000930106j -0.0060514-0.000257698j -0.00103954+0.000948985j 0.00956151-0.000974783j 0.00579745+0.000119255j -0.000311038+0.000956493j 0.00361756-0.000698638j 0.00397742-0.000340173j 0.00052271-0.00230471j 0.00202366+0.0023882j 0.00238066+0.00213424j 0.00232724-0.000281865j 0.00082554+0.00302709j -0.00856098-0.000562754j -0.00508697-0.0022845j 0.0013724-0.00158482j -0.00277498+0.00141908j -0.00261668+0.000934674j 0.00106539+0.0025068j -0.00992253-0.000508534j 0.00244142+0.000864628j 0.00171277+0.00144045j -0.00066306-0.00144697j -0.0113847+0.00131341j -0.00275142-0.00151956j 0.00108561+0.00068697j 0.00359953-0.00144489j -0.000437114+0.000312621j 0.00302113-0.000255193j -0.00141672+0.000920887j 0.00405668+0.000585816j -0.00327466+0.000454615j 0.00234762-0.000100985j -0.00207534-0.00208843j 
-0.00297804+0.00589715j -0.00999495-0.00154113j -0.00841451+0.00610653j 0.0164762+0.00273588j -0.0102345+0.00166201j -0.0175975-0.00842371j 0.251778-0.0119298j 0.0284869-0.0084296j -0.000166762+0.00574548j -0.00482939-0.00786758j -0.0406942+0.00176041j 0.048417+0.0146584j -0.0454453+0.00624559j -0.0352836+0.000390662j 0.00877484+0.0052762j -0.0413261-0.00298834j 0.0277165+0.000913037j 0.00589062+0.00165553j 0.0248951+0.00529746j 0.0075254+0.00360708j 0.00452794-0.00377116j -0.0137252-0.000752857j 0.00555994+0.00108526j 0.00923736+0.0012069j 0.000969092+0.00258954j 0.00138342+0.000502063j 0.00173278+0.00230388j -0.00984674-0.00198953j -0.00684652-0.00259603j 0.00198823+0.000269361j 0.00271345+0.00207521j -0.0018042-0.000856592j -0.0010154-0.00166334j 0.0110162-0.00127203j -0.00285665-0.00439126j 0.00103856+0.000408692j -0.00586115-9.05238e-05j -0.00105397-0.000389744j -0.00114839-0.000302727j 0.00278844-0.00116865j -0.00252861-0.000505267j 0.0043256+0.000178526j 0.000545164+0.000385273j 0.00043636-0.000721285j -0.00556101+0.000609016j 0.0027368-0.00212769j -0.00427159-0.000457023j -0.0012077-0.000603671j 0.00905094-0.00162365j 0.00471147-0.000627398j -0.00456806+0.00163451j -0.00288423+0.000635767j -0.00462054-0.0013673j 0.00206015+0.000148085j 0.00250115+0.000745749j 0.000597743+0.00127252j 0.00198445+9.86948e-05j 0.00715374-6.37396e-05j -0.00440028-7.19306e-05j 0.00630561+0.00153131j 0.00193807+0.00207355j 0.00495196+0.000617856j -0.00229232-9.3932e-05j 0.00478543+0.00181977j 0.00198305-4.57254e-05j -0.00123775-0.000673342j 0.000941702-0.000711503j 0.00102965-0.000563979j -0.00311392-0.00230878j -0.00213192+0.000347359j 
0.0109858+0.000216649j -0.00277255+0.00823447j -0.000867159+0.000137341j -0.000789501+0.0044712j 0.0234306+0.00985796j -0.273095+0.00374603j -0.0226027-0.00788108j -0.0248167+0.00425518j -0.00328025+0.00564793j 0.0293645-0.00276533j 0.0802192+0.000355539j -0.0423083-0.000483259j 0.00651072-0.00584848j -0.0136746-0.00249896j 0.0219541+0.00064582j -0.00766896+0.0054387j 0.00347507-0.00200964j -0.0198134-0.00471238j 0.00840659+0.00213601j -0.00101541-0.00144402j -0.00628666-0.000409809j 0.0106331-0.000460475j -0.00200962+0.00177953j -0.00483385+0.000431115j 0.00210709-5.12954e-05j -0.00723886-0.000705022j 0.00129873+0.00127387j -0.000928305+0.0011188j -0.010209-4.5877e-05j -0.00122737+0.000247528j 0.00475741-0.00345383j 0.0017188+0.000918358j 0.00402693+0.00180174j -0.00186559-0.000711355j -0.000711004-0.00135974j -0.00222056+0.00163004j 0.00291577+0.000800324j 0.00456636+0.00159401j 0.00442461+1.47687e-05j -0.0035695-0.0022743j 0.00497138+0.000637237j 0.00535149-0.000940073j -0.000240057-0.000578454j 0.00351207-0.00133301j 0.00614276+0.000853913j -0.00248214+0.000227229j 0.000770191+0.00108712j -0.00324092+0.00051338j -0.00928484-0.00120765j -0.0055384-0.00159792j 0.00474711+0.000244805j -0.001666-0.0018703j -0.00799749+0.00213392j -0.00540546-0.00117337j 0.00756052+0.00139113j 0.00133485-0.000105025j 0.00242029-7.87743e-06j -0.0024835-0.000807535j 0.00164978+0.000766209j 0.000622559-9.29022e-05j 0.00429126-0.000307528j -0.00120721-0.00219525j 0.000543237-0.00125567j 0.00270956-0.000386774j -0.00441664-0.00231056j -0.00488363-0.00107053j 0.00248928+0.0029597j -0.0051115-0.0015438j -0.00127451+0.000655449j 0.00298255+0.00181848j 
0.00903255-0.00455448j 0.00704813+0.00427037j 1.65617e-05+0.0094757j 0.0151532-0.000130468j 0.282654-0.0120672j 0.0392511+0.0104668j 0.00709692-0.0131156j 0.0242277-0.00964774j -0.0867509+0.00820649j -0.0297487-0.00238058j -0.043454+0.00514072j -0.019784+0.000377429j 0.0140049+0.00148791j -0.0495546-0.00247098j 0.00320827+0.00493539j -0.00179473+0.000170411j -0.00923625-0.000383648j 0.00477696+0.00731663j 0.00407185+0.00145272j -0.00119536-0.00207003j 0.00667854-0.000288601j -0.00272993+0.0011321j 0.00522478+0.000257793j 0.0152924+0.00377213j 0.000725791+0.00333385j -0.00209678-0.000605522j 0.00919706-5.8929e-05j 0.00511365+0.000215527j -0.00462295+0.000173381j 0.00216948-0.000381403j -0.00537569+0.000283462j 0.000605167-0.00173247j 0.00939169-0.00206927j 0.00450776-0.000371653j -0.00225985-0.00386812j 0.00253523+0.000331161j -0.00264616-0.000763085j 0.00754758-0.00165829j 0.00200376-0.00211699j -0.00493689+0.00120427j -0.0011472-0.000828773j -0.00380187-0.00207454j -0.00307349+0.000328035j -0.00536635-0.00150957j 0.000842267+0.000237205j -0.00116034-0.000809125j -0.00151603-0.00197533j -0.00120805+0.000956349j -0.00255496+0.000452145j 0.0026695+0.00135389j 0.00194658+0.000509255j -0.00433435+0.000609804j 0.0080944+0.000355381j -0.00056507+0.000769395j 0.00426851-0.00242961j 0.00114033-0.000236324j -0.00331834-0.00188177j -0.000682472+0.00027409j 0.0028971+0.00102961j 0.00209582-0.000670598j -0.000215998+5.31901e-05j -0.000755887-0.000219873j -0.00110434-0.000670647j -0.00190719-2.76668e-05j -0.0058623-0.00108694j 0.00245715+0.00135093j 0.00196365+0.000811138j 0.00242126+0.00173453j 0.000260511+0.000998025j 0.00142401+0.000638613j 
-0.00486772+0.0085254j -0.0136579-0.00118332j 0.2343-0.00133744j 0.156873-0.00687944j 0.0144893+0.0103913j 0.0369855-0.00414801j 0.0396818+0.011289j -0.0961498+0.00463156j 0.0266159+0.00407985j 0.00465868-0.00238026j -0.00588044+0.00396366j 0.00131134-0.00182874j -0.0115586-0.00166591j -0.0154228-9.96931e-05j 0.00739841+0.0016368j -0.00236186-0.00161207j 0.00526029-0.000739367j 0.0029075+0.000899593j -0.00780472+0.000109502j -0.00267358+0.000236638j 0.000984828-0.00127022j -0.000576738+0.000237722j 0.000532452+0.00108176j -0.000644858+0.00107198j 0.00069073+0.000188711j 0.00282729-0.0010176j 0.00611771-0.00099477j -0.00294749+5.20052e-05j -0.000982815-0.000238313j 0.00101321-0.00060794j 5.60946e-05+0.000698016j -0.00337683-0.000952134j -0.00205026-0.000607982j -0.000447747-0.000193379j -0.000630179-0.000664849j 0.00617521-0.0005444j -0.00144514-0.000861036j -0.00125982-0.00010181j -0.00176559-0.000380478j -0.00351909+0.000370643j -0.00219621-0.000747669j -0.00216357+0.000319758j -0.00100773-0.000487718j -0.0064004-0.000518736j -0.0020953-0.00038798j -0.000799352-0.00163021j -0.000840226+0.00109547j -0.000256072-0.000901109j 0.00134017-0.00139791j -0.00021579-0.000415271j 0.00157694+0.000682396j 0.00155415+0.00112968j -9.53789e-05-0.000705746j 0.00499972+0.000496424j 0.00173122-0.000484637j -0.00271711+0.00108542j -0.00356375+0.00132191j 0.00369436-0.00121281j 0.000837207+0.00096551j 0.00498111-0.000156868j 0.00042902+0.00153657j 0.00633238+0.00108283j -0.00337825+9.88205e-05j 0.00336878+0.00120178j -0.00736431-0.000352138j 0.00187499+0.000852673j 0.0033744-0.000653284j 0.00222712+9.91007e-05j -0.00373058-0.00194311j -0.00174569-0.000114351j 
0.0217288+0.000212196j -0.00200834+0.0101619j 0.149373-0.0101382j -0.267302+0.00254251j -0.0517521+0.0107688j -0.0482256+0.00345079j -0.0713262-0.00128669j -0.0493362-0.0099441j -0.0334382+0.00165255j 0.0252965+0.000573834j 0.00500259-0.00127855j -0.0121162-0.00305156j 0.000453614+0.00307733j 0.00117899-0.00174116j -0.000200366-0.00256922j 0.00290125-0.00137278j -0.00626434+0.000209261j -0.00159752-0.00212362j -0.00526294+0.00119956j 0.00309116-0.00077999j -0.00708424+0.000422294j 0.00242931-0.000579929j 0.0009276+0.000720747j -0.00208422+0.000155403j -0.00289318-0.00137498j -0.00386243-0.00129614j -0.00417872-0.00122728j -0.000774861+0.000980037j 0.00174266-0.000504944j -0.00246608-0.000185709j 0.00241166-0.00103797j -0.000754475+0.000418598j 0.00125799+0.000598343j -0.000664877+0.000188908j 0.000342264-0.000488152j -0.00333202-0.00105208j -0.000743051+0.000709978j 0.00345729+0.000683752j 0.00230669+0.000144998j -0.00142081+0.000592641j -0.00168417+0.000797985j 0.00206629+0.00050637j -0.00446042+0.000146171j 0.00140823+0.00162919j -0.0015623+0.000722557j -0.00385854+0.00058255j 0.00681533+0.00053308j -0.00306615+0.000180015j -0.0032597-8.41532e-05j -0.002131-0.000643651j 0.000899333-0.00019649j 0.00329333-0.000890333j 0.00179016-0.00027705j -0.00064827-0.00135928j 0.00251875+0.000427765j 0.00403058+1.41988e-06j 0.00642301+0.000677241j -0.00485185-0.000738157j 0.000798787-0.000415742j -0.0021513-0.00251747j 0.00536803+0.000207203j 0.0039959-0.000549872j 0.00656724+0.00230568j -0.00040496-0.000626553j 6.79694e-05+0.00109777j 0.00228802-0.00139445j -0.00470649+0.000710245j 0.00226244-0.000882514j -0.00131235+0.000521153j 0.0027475+0.00217166j 
-0.00296993-0.0123607j 0.325349-0.00329457j -0.0808682+0.00191841j -0.0230656-0.0070976j 0.00790019+0.00181057j 0.0103821-0.000463694j -0.0147966+0.00128706j 0.00473229-0.000305883j -0.00101003+0.00136716j -0.00702958+0.00110077j -0.000121929-0.00115122j -0.00448172-0.000344232j 0.00176662-0.000420293j 0.000731175+0.000189055j -0.00358371+0.000544066j 0.00422368-0.000393824j -0.00105608+0.0015204j -2.31122e-05-0.000953799j 0.000742029+0.000729387j -0.00190996+8.12227e-05j -0.00271764+0.000209535j 0.00116896+0.000766252j -0.000337729-0.000850121j 0.000451914-0.000304178j 0.0017099+0.000512109j -0.00180209+0.000474819j -0.000660673+0.00100305j 0.00209215-0.000495913j 0.00112658-0.000453132j 0.000541855+0.000666429j -0.00246094-3.23339e-05j -0.000843286+0.000187653j -0.000174957+3.86035e-05j -0.00235645+0.000400588j 0.000698944+0.000735985j 0.000165776+0.00030996j 0.00092404-3.64672e-05j 0.000723184+4.8334e-05j -0.00340676-0.00027821j 0.000162967-0.000154028j -0.000456933+0.00053354j -0.00158611+0.000247957j -0.000989299+0.000176938j -0.000545744+0.000582568j 0.00264652+0.00011142j -0.000521528+0.000722001j -0.000375072-0.000231054j 0.00174939+0.00065338j 0.000444794+0.00103274j -0.00412675+9.52771e-05j -0.000721218-0.000176061j -0.00102576-0.0010858j 0.00137011-0.000767194j -0.00148641-0.000634963j 0.000190418+0.000164446j 0.000595672-0.000195128j -0.00302603-0.000815984j 0.00258877+0.000819341j 0.0031237-0.000964578j -0.00254612+0.000267724j 0.00211204+8.44484e-05j -0.00199444-0.000830867j -0.00264451-0.00121763j -0.00395277+0.000541251j 0.000593894-0.000497924j 0.00314282-0.000994828j 0.00395418+0.00268403j -0.00244578-0.000970505j 0.00290604+0.00065885j 0.0057758+0.00208825j 
-0.320829+0.00288748j -0.00253012-0.0110998j -0.0230502-0.00657538j 0.0688422-0.00100581j -0.0193833+0.0025322j 0.0129521+0.00173456j 0.00283272-0.00182905j 0.00547942-0.000325184j 0.00699815-0.000706878j 0.00179027+0.000755244j -0.00552072-0.000335467j -0.00134449+8.00159e-05j 0.00102516+0.000286237j 0.00445457-0.000718817j 0.00105506+0.000941385j 0.00221914+0.000168012j 0.00318666-4.88884e-05j 0.00159849-0.000321033j 0.00252276-0.000356886j -0.000744716+0.000230882j 0.00144984+0.000171236j 0.00241862+0.000504557j -0.00318954-0.000281j 0.000272556+0.000163377j 0.00172818+0.00014889j 0.00221912+0.000232677j 0.00161991+0.000993693j -0.00129703-0.000484426j 0.00174401-0.000444436j 0.0015926-2.95462e-05j -0.00028112+0.000370669j 0.00125584+0.000469146j -0.00136917+0.000410008j 0.000262484+3.88612e-05j -0.000284049-0.000925221j 0.000589722+0.000303217j -0.00145718-0.000105227j 0.000224081+0.00043954j -0.00166585+0.000839126j 0.000482106-0.000700134j 0.00130485+0.000170633j -0.00112428-0.000278132j 0.000352874-6.24183e-05j 0.00161476-0.000522967j -0.000237511-0.000128237j 0.00240981-3.07906e-05j 0.00181382-4.12816e-05j 0.00268796-0.000201492j 0.00363496-0.00042415j 0.000392233+0.000575796j -0.00111386+0.000416134j -0.00215985+2.88409e-05j -0.000407501+0.000416479j -0.000940662+0.000162099j -0.00305855+0.00032646j -0.00104008-0.000325768j -0.00202141-0.000472152j 0.00169788-0.000248485j -0.00371712-0.00020865j -0.00317535+0.000805663j -0.000329313-0.000211803j -0.00132631+0.000135776j -0.00248432-0.000528474j 0.0017152+0.000615522j 0.00455133-0.00206455j 0.00176349+0.000687444j 0.00139868+0.00077j 0.00323917+0.00223462j 0.0055128+0.00172403j -0.00124878-0.000444463j 
