-0.00877603-0.00128106j -0.00601618-0.00902179j -0.00248599+0.000427249j 0.00425953+0.0108075j -0.00340328-0.00153957j 0.00050317-0.000968887j 0.00757447+0.0200327j -0.0034096-0.00436409j 0.00142679+0.00679647j -0.00578865-0.00848467j -0.00495172-0.0115965j -0.00136717-0.00487424j -0.00551321-0.00821832j -0.00110364-0.00300567j 0.000489328+0.0131569j 0.00207335+0.0166088j -0.00117375+0.0113411j -0.00465708-8.53015e-06j -0.000236623+0.00185573j 0.000838305-0.0117131j 0.00209073+0.0106231j 0.00176112-0.00527342j 0.00517637-0.0123056j -0.000820268-0.00960887j -0.00372033+0.00874127j -0.00369028+0.00917255j -3.66566e-05+0.0030699j 0.00229039-0.00421228j -0.0070259-0.0053632j 0.0151-0.0139269j -0.00899479-0.00923788j 0.00736021-0.0146772j 0.00068578+0.00292551j -0.00358095+0.00196022j -1.30379e-05-0.00315175j 0.00557171-0.00390212j -0.00852159+0.00531228j -0.00728677+0.000262124j -0.00994815+0.00539259j 0.00410624-0.00402257j -0.00469864+0.00216209j -0.00461905+0.00440203j 0.00951156-0.00241969j -0.00189836+0.00348834j 0.00553826-0.00176209j -0.0127545+0.00208006j 0.0016184+0.0012292j 0.0120145-0.00268085j -0.00398563+0.00200693j -0.000924578+0.00151254j -0.00589549+0.00164179j 0.00372+0.00377347j 0.00188417-0.00258479j -0.00070561-0.000954308j 0.0104981-0.00149496j -0.00298732+0.00108099j -0.0124977-0.00189266j 0.0125168+0.00197232j 0.00782957-0.00266584j 0.00414859+0.00254351j 0.00540866+0.00118627j -0.00629502+0.000433758j 0.00477228+0.0016313j 0.00774803+0.00330573j -0.00219613-0.00470512j -0.00998129-0.000372388j -0.00956429-0.00282962j 0.00462312+0.00207278j -0.000895364-0.00166363j 0.0082777+0.00260409j 0.00297061+0.00397022j -0.0165128-0.00140947j 
7.72233e-05+0.00263999j -0.00500305+0.00349517j 0.00576064+0.00108311j -0.00557627+0.00579505j -0.0103041+0.00234211j 0.00270319+0.00163687j 0.000374442-0.000627533j 0.00675804-0.00200317j -0.00320138+0.00168634j -0.00154098+0.00170616j -0.00773301-0.000726607j -0.00171687-2.46261e-05j 0.00208248-0.00193744j -0.00448497+0.000908128j 0.00750426+0.00493707j -0.00617273-0.00999803j 1.27077e-05-0.00103601j -0.000451107+0.00176239j 0.00713762+0.00934478j 0.00110988+0.0130592j -0.000368494+0.012475j -0.00652996-0.0179756j 0.00621869+0.00831131j 0.00977669-0.00581129j 0.00231144+0.0185161j 0.00105737-0.00249889j -0.00238498+0.01112j 0.0077061+0.0226392j -0.000595948-0.00557516j -0.00110976+0.00381499j 0.00268039+0.00353186j -0.00625754-0.00440011j -0.00190775-0.00457422j -0.00311685-0.000267779j -0.000266832+0.000247452j -0.00153559+0.000409088j -0.00107022-0.00294642j -0.00200483-0.000589989j 0.00207466-0.00419749j 0.000778029+0.000894034j -0.000631207-0.00282557j 0.00198683-0.00356231j 0.000252439+0.000109226j 0.00402586+0.00261352j 0.000373517-0.00168617j 0.00778482-0.000841378j 5.35492e-05-0.00250709j 0.00255222+0.00973389j 0.00035316-0.00204476j 0.00113163+0.00407131j -0.000500846+0.00693322j 0.00577172+0.00172858j 0.0038154+0.00284631j 0.00531895+0.00320092j -0.000382593+0.00605903j 0.00243053+0.00439453j -0.00920237+0.00552873j 0.000723347-0.0035217j 0.00254529+0.00122703j 0.00136615+0.00572559j 0.00111827-0.00165949j -0.00036966-0.00281627j -0.00118768-0.000765443j -0.0024441-0.00562729j 0.00217821-0.00636886j -0.00589091+0.0052551j 0.0034003-0.00213645j -0.00408081-0.00144102j -0.000243746-0.00376236j -0.00714754-0.00402563j 0.00346184-0.00116296j -0.000572307+0.00304722j 
0.00246016+0.00180607j 0.00452164-0.000543618j -0.000346049-0.00159092j 0.00123937-0.00173014j -0.00462464-0.000977168j 0.00603888+0.00353402j 0.000670128-0.0023851j -0.000998088+0.000485809j 0.000355082-0.00576777j 0.000465554+0.0046987j 0.00781473+0.00737016j 0.00308169-0.000309813j -0.000168935-0.00654555j -0.00472966-0.00161414j -0.000434631-0.00897625j -0.01119-0.0152864j 0.0124698-0.000770032j 0.00287156-0.00462221j 0.00339565-0.0124969j 0.00343816-0.00693058j 0.0146064+0.00926367j -0.00388896-0.0186692j 0.00563714-5.91414e-05j 0.000286639-0.000630733j 0.00234137+0.0192502j -0.00381003+0.00652673j 0.00245654+2.86385e-05j 0.00383517+0.00411745j 0.00249063-0.00184483j 0.00501318+0.00343043j -0.00545129-0.000843515j -0.00488204-0.00430268j 0.000877994+0.00501442j 0.00139833-0.00122489j -0.000972728-0.00189098j 0.000125291+0.000223576j 0.00288597-0.000354379j -0.00164123-0.000890996j -0.000230104-0.00565642j -0.000151668+0.000247902j -0.00573962+0.00258242j -0.00177112-0.00243011j 0.00375324-0.00311669j 0.00198966+0.0042678j -0.0101895+0.00536577j -0.0088825+0.000473966j 0.00259486+0.00161512j -0.00169729+0.00462103j -0.0136475+0.00606096j -0.00718885+0.00206832j -0.00186188-0.00380184j -0.00350283+0.00357827j -0.0068524-0.00288672j -0.00607997-0.00354307j 0.00146699-0.00533314j 0.00915527-0.000763685j -0.000935428+0.00259204j -0.0104116+0.00338643j -0.00372493+0.00664919j -0.0114646-0.00358818j -0.00888003-0.000725707j 0.00427769+0.00160275j 0.0157965+0.00806601j 0.00354733-0.00741856j -0.000914533+0.00432938j 9.12032e-05+0.00371982j -0.00396707-0.00338666j -0.000677465-0.00222994j -0.00235243+5.80577e-05j -0.000684122-0.000612752j -0.00162828+0.000127525j 0.000744098+0.00257306j 
0.00518119-0.000298594j 0.00668329-0.00182591j 0.000999819+0.000793801j 0.00657848-0.000469523j 0.00623252+0.00257779j -0.0094477+0.00301199j -0.00851351-0.00573546j -0.00252665+0.00399246j 0.00479804-0.00602605j -0.00588706+0.00121138j 0.00109084+0.0115188j 0.00689978-0.000770887j -0.000974996-0.00230235j 0.00547745+0.0103226j 0.0068864+0.00973701j -0.000948854+0.00903022j 0.00500988+0.00152745j 0.00837312-0.000534782j 0.00415955+0.00435109j 0.00765668+0.0100889j 0.011157+0.00286341j -0.00596563-0.0120817j 0.00619202-0.00266231j -0.0017165-0.0127134j -0.000964607-0.00495778j -0.0178453-0.0180329j 0.00101806+0.0113614j -0.00544405+0.00211275j 0.00611897-0.0040351j 0.00206357+0.00615568j -0.00913307+0.0010591j -0.00615777-0.00727471j -0.000956766+0.000408206j 0.00053377+0.00399175j -0.000657814+0.00366124j -0.0033431+0.000365626j -0.00478708-0.00476854j 0.00146643-0.000900353j -0.0011788+0.00108507j -0.000157818+8.53484e-05j 0.00181006+0.000433297j 0.00224082+0.00470799j -0.000241026+0.000408683j -0.00185085-0.000156836j 0.00611414+0.00059141j -0.0010771+0.00164229j 0.00239768+0.00116845j -0.00561088+0.000483302j 0.00747577+0.00343657j -0.0030787+0.00139651j -0.00464647-0.00025189j 0.00281631+0.0034978j -0.00193221+0.00389472j -0.00862203+0.00186058j -0.00830803-0.00556918j -0.00601403-0.000365062j 0.000328056-0.00624418j 0.00295993+0.00359925j -0.00252939-0.00450073j -0.00823207-0.00220662j 0.000388155+0.00260594j -0.00419563-0.00650301j 0.00213519+0.000237147j -0.00200412-0.00558611j 0.000575073+0.00392533j 0.000671678-0.00243792j 0.0011658+0.00683227j 5.47837e-05+0.00433372j 0.00447228+0.00141968j 0.0039913+0.000524312j -0.00344955-0.00169763j -0.000431431+0.00171212j 
-0.00109975-0.000758949j -0.00334088+0.00049338j -0.000201451-0.00354134j -0.000368524+0.000281391j 0.00449389+0.000957782j -0.001947-0.00209788j -0.00197973-0.00126312j -0.000436527+0.0031971j -0.00449442-0.00191303j 0.00278383-0.00297851j 0.00155202-0.010924j -0.00112182-0.000542717j -0.00524332-0.00603271j -0.00557055+0.0181997j -0.00268399+0.0111448j -0.00182813+0.00269181j 0.00289396-0.011227j 0.00215222-0.00817097j -0.00553645+0.00212882j -0.0118519-0.00230967j 0.00769962-0.0192189j -0.0102934+0.00428409j 0.0040381-0.00202111j 0.0150161-0.0111368j 0.00414773-0.0121285j -0.00134006+0.00383306j 0.00115602+0.00131246j -0.00123398-0.00245449j -0.000666477+0.00174216j 0.000466995-0.00542263j 0.00407303-0.000766141j 0.00168804+0.00501635j 0.00127557+0.00259802j 0.00147449+0.000551704j 0.00268382-3.6577e-05j 0.00118389+0.00234265j 0.00146163-0.00266561j -0.000492943+0.00429221j -0.00458034-0.000390551j 0.00152598+0.00130772j -0.000631359+0.00531713j -0.00345067+0.00235247j -0.00352563-0.00486464j 0.00737542-0.00200276j -0.000481171+0.00979773j 0.000550931+0.0121332j -0.00139852-0.0010026j 0.00571327+0.003378j 0.00250073+0.0109356j 0.00151269+0.00696193j -0.0019787+0.00148271j 0.00314694+0.00379189j 0.00121257+0.00498894j -0.00132175+0.00339124j -0.00050058+0.0045678j 0.00513475-0.00798344j 0.00198061+0.00221411j 0.00517605+0.00592514j 0.00557011+0.00566974j -0.00277927+0.0134717j -0.00394753+0.00510323j 0.00378238-0.000848254j 0.00846524-0.0164876j -0.00880425-0.00420138j 0.000544607-0.00138191j 0.00207702+0.0022319j -0.00165503+0.00453678j -0.00307963-0.00185347j -0.00189473-0.000299625j -0.00172025+0.00145536j 0.00179157+0.00185681j 0.000504926-0.00170185j 
-0.00147932+0.000821378j -0.0032965+0.00053539j -0.000352156-0.00145414j -0.00585093+0.00132855j -0.00511034-0.000331636j 0.00384868+0.000417976j 0.00157728+0.00190641j 0.00453995-0.000870629j -0.00459032+0.00222461j 0.000608395-0.00100449j -0.000869698-0.00814913j -0.00216635-0.00133822j -0.000976573-0.0016589j -0.00298693+0.00257109j -0.000747903+0.00150658j -0.00345204-0.00688356j -0.000280063-0.00660649j -0.0048103-0.00121252j -0.00126665+0.00318911j -0.00806897+0.000860672j 0.00103119-0.00437566j -0.00539932+0.00215942j 0.00215312+0.00186043j 0.00431239-3.36574e-05j -0.00210186+0.00180013j 0.00236247+0.00474791j -0.00227506+0.00069673j 0.0062749+0.00854245j -0.00546564+0.00131175j -0.00463041-0.00595876j 0.00446432-0.000664409j -0.000604248+0.000809494j 0.000134028-0.000751809j -0.00366163-0.00171967j -0.000398904-0.000417754j 0.00184948+0.000350707j -0.00111016+0.00244598j -0.000359604-0.00181671j -0.00265346+0.000485776j -0.00149314+0.00146619j 0.000696766+0.000895418j -0.000363264-0.00107856j -0.000892015-0.00112444j 0.00406514+0.00100921j -0.00180686+0.00434722j 0.00301516+0.00100311j -0.00308928+0.00206513j 0.00903776-0.000146537j -0.00399348+0.00339912j 0.00480345+0.00213295j 0.00369051+0.000326442j -0.00328114+0.00180212j 0.0012648+0.000152303j 0.00784556+0.00058199j 0.00674749+0.00162871j 0.00282792-0.00301951j 0.00563729-0.00187546j -0.000455293-0.00132111j 0.00256976+0.00437085j 0.0101798+0.0043509j -0.00248044-0.000195295j 0.00544472-0.000885151j -0.00336097-0.0012235j -0.00405612-0.00281062j -0.0069673-0.00351588j 0.00322519+0.00323039j -0.00272781-0.000107582j -0.000694616+0.000330743j -0.00125881+0.00274102j 0.00176428-0.00129806j -0.00313506-0.00160385j 0.00159654-4.60469e-05j 
-0.00102155-0.00279096j 0.000936626-0.000799765j -0.00127258-0.00111917j -0.00410534+0.00244008j -0.00149513-0.00165162j 0.0003293+0.00175134j 6.11917e-05+0.00523913j -0.00327014+0.00103749j 0.00130174+0.00235894j -0.000928099+0.00155802j 0.00156306-0.00693716j -0.00061933-0.00349563j 0.000332998+0.00436847j 0.000734533-1.80726e-07j -0.00622637-0.00245482j -0.000137311+0.00178372j -0.00192434+7.8493e-05j -0.00516273+0.00309013j -0.00882299+0.00272774j -0.00646783+0.000994424j -0.00342567-0.00458537j 0.0184242-0.0109314j 0.00120657-0.00590436j -0.000304068+0.00986279j -0.0229464+0.00559291j 0.00874465-0.00860676j -0.00555813-0.00422125j -0.0185384-7.05614e-05j 0.0106853-0.000528519j -0.00673805+0.00241402j -0.000412407+0.00366097j -0.00887614+0.00434802j 0.00220966-0.00266631j -0.00432798-0.00277145j 0.000260898+0.000262517j -0.00117651-0.00135308j -0.0024405+0.000733115j -0.00235211-0.00312142j 0.00120064+0.00310453j -0.000419244+0.00218154j -0.00185278-0.00125271j 0.00114046-0.000351608j 0.000914215-0.000399409j 0.00356938+0.00269753j -0.000445511+0.00219489j -0.000627109+0.0011212j 0.000939782+0.00243995j 0.00330934+0.00081741j 0.000161822+0.000325696j -0.00124205+5.51745e-05j -0.000983366-0.00305617j 0.00397183+0.00892114j 0.00311869+0.00104238j 0.000497668-0.00139954j -0.00539826-0.00588229j 0.00480971+0.00537267j -0.00606582-0.0150581j 0.00150492+0.0050266j -0.00135322+0.000298875j 0.00155924-0.00271219j -0.00569864-0.00271584j 0.00343302-0.00865066j -0.00200329+0.00966602j -0.00509733-0.0144428j -0.00255247+0.00101296j 0.000292687-0.00834878j 0.000793983+0.00822964j 0.00179275-0.0128589j -0.000634007+0.00137813j 0.00121143-0.00518683j 0.000124886-0.00337518j -0.000546166+0.00523329j 
-0.000719676+0.00217946j 0.00216787-0.000992441j -0.00356277+0.00514427j 0.000204654-0.00407161j -0.00443381-0.00396507j 0.00430515+0.00750233j 0.00320176+0.00197104j 0.00361074-0.00476295j -0.00114984+0.0183575j -0.00760115+0.000223655j -0.00232874-0.0023794j 0.00143565-0.0148326j 0.00131037+0.01092j 0.00698486+0.0109995j -0.00172988+0.00480515j -0.00619553-0.000456357j -0.00344238+0.000413973j -0.00366032+0.00810038j 0.00254023-0.00277218j -0.00802681+0.0161012j -0.00338463-0.00726353j -0.0122936+0.0171925j -0.00558204+0.00398131j -0.000554246-0.00454439j 0.000173186+0.0149558j -0.00459868+0.00451452j -0.0054223-0.00117281j 0.00659939-0.0014614j -0.00318614-0.000174093j -0.002957+0.00698596j -0.00772578+0.00185692j 0.00306898-0.00588205j 0.00474815-0.00139901j 0.00196161-0.00822578j -0.00398674-0.00808871j -0.000265435-4.86385e-05j 0.000191908+0.00752738j 0.00307821-0.00452678j 0.0020312+0.0099118j -0.00533128+0.00633302j 0.00274079+0.00808258j 0.00394997+0.00498762j 0.00295972-0.00213042j -0.00220185-0.0037191j 0.0013158+0.0122954j -0.00548631+0.00721196j 0.0045037-0.000560116j -0.000421026-0.00682624j -0.000522155-0.00432246j 0.000109458-0.00194847j -0.000740413-0.00103325j -0.000670762-0.0051229j -0.000598688-0.00320951j -0.000923202+0.00487657j -0.00131482-0.00271404j -0.00118895-0.00909424j 0.00269636-0.00660299j -0.00288927-0.00639554j -0.0030425+0.00654678j -0.00557428-0.00629958j -0.00776452+0.0118559j 0.00242338-0.00436392j 0.00173905+0.00372923j -0.00763583+0.0196431j 0.00121107+0.00416969j -0.00624594+0.00039764j 0.000357589-0.00511575j 0.0030146+0.00484879j -6.4984e-05+0.00303721j 0.000593112+0.000334586j 0.000669335+0.00281677j 0.000295231+0.00197789j 
-0.00416171+0.000167803j -0.00288799-0.00365329j -0.00236213+0.00109545j -0.000562641+0.00278163j 0.00116332+0.00552699j -0.00224952-0.00326513j 0.00147334-0.00230892j 0.00189006-0.000584489j -0.0038002-0.00718745j 0.00234705+0.00178981j -0.00278533+0.000378062j 0.00353017+0.00362041j -0.00311948-0.00639116j -0.00182026-0.00787308j -0.00748594+0.00700298j 0.00726609-0.00799843j 8.24324e-05-0.00290424j -0.0024341-0.0021157j -0.00762057+0.00139332j -0.0104932+0.00560463j -0.0104873+0.00328926j 0.00534908-0.00307882j -0.0101333+0.00657273j 0.00973279-0.000975211j -0.00828566+0.0099185j -0.0118542+0.00774077j -0.0125954+0.00280843j 0.00446326-0.000472911j -0.00922315+0.00758654j -0.0121966-0.00279652j -0.00860384+0.00225249j 0.00478123-0.000129417j 0.00380871+0.00304217j 0.000914636-0.000274903j 0.000434197+0.00167218j -0.00363213-0.00300567j 0.00218876-0.00445234j 0.00108076+0.00560543j -0.00277679-0.00727329j 0.000566758-0.00492323j 0.00452944-0.00148563j 0.00255215+0.00444729j 0.00123465+0.00638561j -0.000236064+0.00240876j 0.000277299-0.00370153j 0.00189562-0.00327337j 8.62088e-05+0.00534095j -0.00257988-0.00158563j 0.00132878+0.00900168j 0.000374437-0.00270031j 0.000256673-0.00127822j -0.00658552+0.00278971j -0.00344679+0.00208053j 0.00303635-0.00521654j -0.00491106-0.010501j -0.00181761-0.000253896j 0.00024006+0.00455683j -0.000393958-0.00199714j 0.00639072+0.00120166j 0.000642013-0.0100043j 0.00358996-0.00225948j -0.00751217-0.0140939j 0.000288136+0.00455589j 0.00143062+0.00394029j 0.00216047+0.00241381j 0.000609931-0.00494761j -0.00235068+0.000375878j -0.00175226+0.00776551j -0.00229505+0.00799144j -0.00190844+0.000473062j -0.000769415+0.00785616j 0.0011837+0.00249405j 
0.000295368+0.000826425j -0.00358449+0.00171933j 0.00395163+0.000888616j -0.00227167+0.000141262j 0.000845092-0.00250249j -0.00449557+0.00288831j 0.00126378+0.0033483j -0.00189976-0.00224276j 0.00569331+0.0039802j -0.0052899+0.00173929j 0.0001159+0.00282386j 0.00465769-0.00458707j 0.00950691+0.00124463j -0.0113969-0.00390399j -0.00489466+8.10108e-05j 0.00785703-0.00450522j 0.0110198+0.0085315j 0.0099905+0.00660623j 0.0126593-0.000317553j 0.00178425-0.00100537j 0.0108251+0.00915833j 0.00377273+0.00329253j 6.8082e-05+0.00816789j 0.0121935+0.0122545j -0.00708135-4.56856e-05j -0.014148-0.00534339j -0.00183913+0.00046122j 0.0012189-0.000559373j -0.000848545+0.000208933j -0.00110639+0.000293698j 0.000451952-2.57617e-05j 0.000581968-0.00300648j 0.00101774-0.00189956j -0.00215714-0.00124969j -0.00358612-0.00103163j -0.000294728-0.00181781j 0.0055918-0.000373203j -0.00263193+0.000930102j -0.00590942+0.00648679j 0.00195074+0.000247113j -0.00281003+0.00178295j 0.00169897-0.000328341j 0.000852126+0.00123066j 0.0116927-0.00466864j -0.00154117+0.000127221j -0.00299969-0.00262107j 1.7526e-05+0.000474369j 0.00629237-0.00247616j 0.0030916-0.00680166j -0.000802281+0.00195183j 0.000518822-0.00325641j 0.00373976-6.64544e-06j 0.00548248-0.00363203j -0.00762789-0.000822974j -0.000344659+0.00308833j 0.00240402+0.00289993j 0.00538639-0.00138283j 0.00684528-0.00243071j 0.00841052+0.00321251j 0.00423146-0.00388843j -0.0068116+0.00105766j -0.00228334+0.000234946j 0.000751069+0.00169116j -0.0108557+0.00222635j 0.000124567+0.00114173j 0.00892267+0.00405116j 0.00486719-0.00270957j -0.00520871-0.0025583j 0.00150579+0.00135925j 0.00109562-0.000219163j 0.00163128+0.00108156j -0.00100132+1.07744e-05j 
7.39091e-05+0.000643423j 0.00117432+0.00122521j 0.000571546-0.000347621j 0.00333677-0.00103048j 0.00197854+0.000459477j -0.0040384+0.000847231j 1.71206e-05-0.00210616j -0.00230277-0.000798993j -0.0081687-0.00528502j 0.00116835-0.0050425j 0.00805272+0.00543621j 0.00794779-0.00470098j 0.000690326+0.00576215j -0.0189404+0.000799496j -0.00888571+0.00176113j -0.000688412+0.00451182j 0.00785772-0.00339829j 0.00211216-0.000620933j 0.00124935-0.00492888j -0.00331525-0.0107608j 0.0159868+0.0046892j -0.00813693-0.00877748j -0.000841958+0.00102298j 0.0100657+0.00870733j 0.00298757+0.000116083j -0.00175533-0.00384447j -0.000388095+0.000289097j -0.00131719-0.00244148j 0.00206063-0.00103635j 0.00231179+0.00253851j -0.00171061-0.000392638j -7.16695e-05-0.00194409j -0.000123905+0.00150851j 0.00484245-0.00107589j 0.00228388-0.00196799j -0.000243901-0.000135196j -0.00318258+0.00301301j 0.00225379-0.0008009j -0.000788058+0.000282499j -0.00203923-0.00433454j -0.00187736-0.0030867j 0.0020549-0.00426875j 0.000498189+0.000866832j -0.00205042-0.00036901j 0.00284324+0.00116685j 0.00447227-0.00736822j 0.00166747-0.00365678j 0.00355474-0.00340403j 0.00784955-0.00291954j 0.00367284+0.000191124j -0.000316209+0.000976849j 0.00343006+0.000344406j 0.0054265+0.000995441j 0.00345359+0.00150809j -0.000172546-0.0021319j -0.00446212-0.000979751j 0.00256155+0.000560594j -0.00128548+0.00274748j 0.00134001-0.00432837j 0.00918186-0.00402579j 0.000618558+0.00128639j -0.00381488+0.00367445j -0.00608569+6.7185e-06j -0.00418075-0.0008112j -0.00408618+0.00185723j -0.00286189+0.000158051j 0.00347806+0.00118597j 0.00432106+0.00241664j -0.00307886-0.00254238j -0.000916856+0.00156229j 0.00132861+0.000280839j 0.000673953+0.000459378j 
0.00254818+0.00161091j 0.00161056+0.000692512j 0.00288627+0.00370517j 0.000427614+0.0024928j -0.0111354-0.000350634j 0.00285441+0.00215918j 0.0029901-0.00595472j 0.00279476-0.000762476j 0.0029615-0.00645578j 0.00246737+0.00807409j -0.00264664+0.00183124j -0.00981223-0.0150773j 0.00610634+0.00992994j -0.00278117+0.00636755j -0.00265377+0.00791206j -0.00288721+0.0248836j -0.00196279-0.0133411j 0.00170151-0.0164032j -0.00621243-0.0205072j -0.000484765-0.00631895j -0.00078039-0.0202314j 0.00035109+0.00564962j 0.000261528-0.00701088j 0.00522537+0.00394572j 0.00745028+0.00106531j 0.00382453+0.00466718j -0.00414169-0.00664344j 0.0030775+0.000821445j -0.000457702-0.0044413j 0.00267919+0.00433248j -0.000975608+0.00180823j -0.00192932-0.00484097j -0.0026696-0.0036807j -0.00155984+0.00334138j -0.00610162-0.000618013j -0.000200584-0.000917151j -0.000471264-0.004554j 0.000353661-0.00445321j 0.00140855-0.00691912j 0.00041588-0.00434851j 0.00120809+0.00509598j 0.000666402-0.00974494j -0.000352947-0.00554802j -0.00158619-0.0078597j 0.00786688+0.00387106j 0.00853157-0.00890561j 0.00115441-0.00460948j -0.00212191-0.00355879j 0.00105213+0.00750867j -0.000881217-0.0001045j -0.00293989+0.00324199j 0.00224222-0.000463072j -0.00212794-0.000361996j 0.00290104-0.000457419j 0.00353206-0.0114085j -0.00585165-0.00718676j 0.00266473-0.000110345j -0.00422745+0.00719363j 0.00601266-0.0115992j 0.00483381-0.00350467j 0.00252232+0.0129101j 1.21039e-05-0.00132708j -0.00252797-0.00255419j 0.00615102-0.00209569j -0.00185362+0.00257506j -0.00143602+0.00249348j -0.000826044-0.00226805j -0.00158832+0.00171646j 0.00272037-0.000395914j -0.000513152+0.000730392j 0.000349283-0.00204921j -0.00127172-5.78454e-05j 
-2.93795e-05+0.00220318j -0.00151968+0.000712631j 0.00394788+0.00128651j -0.00198559+0.000438468j -0.000596192-0.00135351j -0.00179356+0.00138906j 0.000831415-0.00034366j -0.00403584-0.000128021j 0.0190848+0.00370969j -0.00504195+0.007833j -0.00934298+0.000129712j -0.0106305+0.000599635j 0.0135866-0.00508678j 0.013372+0.00145996j 0.00573894+0.00377343j 0.01584+0.00211929j 0.000399372+0.0113792j 0.0116762+0.00171796j 0.00566527+0.000325678j 0.00782757+0.00786698j -0.0115148-0.00493267j 0.0207201+0.0128333j -0.00157516+0.00132895j 0.00337666-0.000948928j -0.00864845-0.00488711j -0.0106488-0.00521632j -0.00173223+0.00157951j -0.00543284-0.00356084j 0.000546024-0.0010991j 0.00429393-0.000747016j -0.000417332-0.000465863j -0.00025152-0.000770831j -0.00167512-0.000512822j -0.00218974+0.000841619j -0.000162681-0.000554875j -0.00136134+0.00247701j 0.00338519-0.003661j -0.00360926+0.00201152j 0.00523626-0.000989694j 0.00465625+0.00643133j -0.00101892+0.00294677j -0.00031217-0.00100685j -0.000654625-0.00365864j 0.0052426-0.00622103j -0.000972726-0.000848302j 6.07562e-05-0.000315275j -0.00285514+0.0048239j -0.000758145-0.000678935j -0.00680696+0.00208197j -0.000468943-0.00281714j 0.00155404-0.00176901j -0.00243993+0.0016491j 0.000478164-0.00413517j 0.00241899-0.00701686j 0.00620874-0.00248552j 0.00582888+0.00118199j -0.000147696-0.0025912j 0.000867714-0.0066779j 0.00616705+0.00168538j -0.00115247-0.00387303j -0.00220374+0.00422848j 0.00250789-0.00477439j 0.003755+0.00207447j 0.00456971+0.00377488j -0.00221504+0.00217523j 0.00535482+0.00101473j -0.00107677-0.000771514j -0.00280597+6.28959e-05j -0.00277522-0.00227012j -0.00268682-0.00107154j 0.00157205+0.000598311j 0.00176727-0.000336903j 
0.00220298-3.149e-05j 0.00176439-0.001887j -0.000438493+9.53877e-05j -0.00216533-0.000398993j -0.00440805+0.00110448j 0.00806846+0.00117931j 0.00219906-0.00136813j -0.00161435+0.00166268j 0.0117765+0.00936492j 0.000980463+0.00792835j 0.00155926-0.00472317j -0.00665835+0.00752636j 0.00143044-0.0130593j 0.00252525-0.00109879j -0.0075466-0.00840464j -0.0110633-0.0117372j 0.00576383+0.0145566j 0.00300679+0.00384206j -0.00673511+0.00191416j -0.00125741+0.0087914j 0.00364818+0.00297522j 0.000556912+0.000796457j 0.00210599-0.000262384j 0.00206477-0.00257778j 0.011899+0.00725981j 0.00519694+0.00142763j -0.00197148-0.00154642j 0.000418939-0.00144692j -0.000294047-0.0012125j 0.00310718-0.00151038j -0.000723618+0.00047037j -0.00184636+0.00152744j 0.00144849-0.000122567j -0.00162887-0.000850963j -0.00137159-0.000418076j 0.00312217+0.0011356j -0.00143993+0.00136271j -0.00174257-0.000258374j 0.00376058-0.000887953j 0.00115281+0.0106816j 0.00696026+0.00108845j -0.00237155+0.00905202j -0.0028967-7.80636e-05j -0.00240422+0.000688519j 0.0106018-0.00724033j 0.00434162+4.58811e-05j -0.00517489+0.00748685j -0.000938557+0.00156701j 0.0108249-0.00349504j 0.00289049-0.00471919j 0.000918624+0.00262931j -0.000992608-0.00255416j 0.00371171-0.00225231j 0.00719023-0.00916073j -0.00279597+0.000527802j -0.00827107+0.00168399j 0.00124634-0.00339622j 0.00903543-0.00678882j -0.00100274+0.0050943j 0.00318258+0.00353232j 0.0115632+0.000833923j 0.00257495-0.00723653j -0.00689141-0.00163479j 0.00225032+0.00364355j 0.00097497+0.00194083j -0.000280636+0.00123186j -0.000105618+0.000899805j 0.0014913-5.56075e-05j -0.000452095+0.000406251j 0.000175867-0.000568893j -0.000938235-0.00012555j 0.000454182-0.00050168j 
