0.00933362-2.05797e-05j 0.00719448+0.0188495j 0.00387371+0.013533j -0.00699938+0.00149889j -0.00101308+0.000206935j 0.000495654+0.00060754j 0.00011539+0.00773408j 0.000611537+0.00611368j 0.000462171-0.00134428j -0.00111481-0.00120471j -0.00228386-0.00120215j 0.000762243-0.00895758j -0.00679169-0.0102983j 0.00162118+0.00592832j -0.0012899-0.000317098j 0.00741575+0.00609027j 0.00360498+0.00523j -0.00277299-0.00119109j -0.00329525-0.00085926j -0.00461906+0.00115642j -0.00229349-6.49277e-05j 0.00344278+0.00865538j -0.00208851-0.00248939j -0.000301071+0.00324995j -0.00184433-0.00272154j 0.00642361+0.00842779j -0.000999877-0.000193615j -0.000694446-0.00288363j -0.00179232-0.00798615j -0.00239749-0.000371562j -0.000661249-0.00109739j -0.000225637+0.00932475j -0.00152178+0.00173897j -0.00269776-0.00662185j 0.00255189-0.0042504j 0.00335669+0.00776452j 0.00651726-0.00682277j 0.00220225-0.00130812j 0.000264414+0.000104104j 0.000832755+0.00399805j 0.00412814-0.00498818j 0.00368777-0.00673311j 0.000157217-0.00193223j -1.18875e-05-0.0102244j -0.00262219-0.00371954j -0.00205287+0.000432593j 0.00365648-0.00451217j -0.00435461+0.000270771j 0.00197292+0.00145665j -0.00238523+0.0004929j -0.00432847-0.00205716j 0.00427593-0.00203056j -0.00415924+0.0110812j 0.0108152+0.00133784j 0.018612-0.0062012j 0.00438237-0.0173062j 
-0.00164839+0.00130585j 0.00175349-0.00176496j -0.00602927+0.00430099j -0.00784086+0.00182762j 0.00776681-0.000530296j 0.00224329-0.00239727j -0.00243226+0.00137814j 0.0122271-0.00594551j 0.00646675-0.00551965j 0.00741513-0.00200637j -0.010107+0.00151214j 0.00305595-0.000252862j 0.00371886+4.42671e-05j 0.00997145-0.00129855j -0.00362405-0.00148159j -0.000190587-0.000585724j -0.0018354+0.000366286j 0.0137223+0.0010197j -0.0179787+0.00117652j 0.00799983+0.00104224j 0.00460679+0.00132684j 0.0134688+0.000636436j -0.00761626-0.00112117j -0.0201676-0.0015528j 0.0027397+0.000975919j 0.00347518-0.000467418j -0.0100106-0.00111046j -0.00119167-0.000474018j -0.00861455-0.00157574j -0.00676161+0.00274994j -0.00533904-0.0036076j -0.00532561+0.000185633j -0.0100972-0.00456071j -0.00407129+0.00268214j 0.0101579+0.000531756j -0.0155132+8.95963e-05j -0.00507579-0.000278014j 0.00922407+0.0035801j -0.00858604-0.00336868j 0.00119896+0.0037998j 0.00696305+0.00184198j -0.00508774-0.000804275j 0.00424662+0.000515944j -0.00176329+0.0016899j 0.00641091+0.00339359j 0.000698445-0.00166013j 0.00488677+0.00125776j 0.00894706+0.00309033j 0.00692763+0.00222725j -0.000586434-0.00199097j -0.00195234+0.000614222j 0.00686816+0.0021605j -0.00427878-0.000341788j 0.00292792+0.002536j -0.00237835-0.000878497j -0.00267334+0.000280241j 
-0.00529015-6.99902e-05j -0.0121967+0.00113299j 0.00183965-0.00533454j -0.00466216+0.00260287j -0.00634533-0.000357591j 0.00833285-0.00105181j -0.000858227+0.00174521j -0.000294898-0.00239506j -0.00516347+0.0018696j 0.00658109-0.00268054j -0.000302539-0.000760941j -0.00930396+0.00183387j -0.00339495+0.00243632j 0.00535251+0.00285107j 0.00251749+0.00206193j -0.0052205+0.00138039j 0.000102975-0.0020641j 0.00121867-0.000379389j -0.00521091+0.00144735j 0.0136834-0.00297468j -0.00363369+0.000616278j -0.00343256+0.00233183j -0.0091524+0.000386445j 0.00164315-0.000544278j 0.00204491-0.00105748j 0.00887206-0.00331414j -0.0079264-0.00354853j 0.00764397-0.00106196j -0.00915791-0.00240508j -0.00443519-0.00492945j 0.00358762+0.0049652j 0.00766571-0.00257331j 0.0119364-0.000642245j 0.00155635-0.000381541j -0.000522901-0.000593758j 0.0130108+0.000596948j -0.00780697+0.00249937j 0.00853371+4.70726e-05j -0.0140455-0.00355006j 0.00249099-0.00407519j 0.000338119+0.00162992j -0.00460354+0.000554044j 0.0050034+0.000686931j -0.00821786-0.00320882j -0.00580194-0.0042951j -0.0035794+0.000518168j 0.00735106+0.00129966j -0.00283926-0.00414156j -0.0101986-0.00354142j -0.000638299+0.0034867j -0.00111786+0.000670597j -0.00167077+0.00447641j 0.0102171+0.00513634j 0.0134506+0.00117059j 0.0133835-0.000121921j 0.00572228-0.000402005j 
0.0149261-0.00202564j -0.00250665-0.00227098j 4.03417e-05-0.000889706j -0.0111116-0.000987782j -0.00544677+0.0005151j -0.00160284+0.00252173j 7.24639e-05-0.00404499j -0.0064641+0.000650103j 0.00307636-0.000619387j 0.000598164+0.000514695j -0.00343034+0.00224259j -0.00195498+0.00166316j -0.00518123+0.00378577j -0.00405159-0.0015394j -0.00382721+0.000904587j 0.00814218-0.00312827j -0.00343912-0.00132901j -0.00703742+0.000938626j -0.00673399+0.00200882j -0.00847511+0.00094915j -0.0121998+0.000761794j 0.00461164-0.00211347j 0.00139164+0.00285997j 0.00399568+0.000585096j -0.00775138-0.000656014j 0.00370787-0.00442835j -0.00392375+0.00311044j 0.00770877+0.00275477j -0.00735375+0.00395308j -0.0096382+0.00180597j -0.000155486-0.000181721j -0.00145587-0.00134357j -0.00172271-0.0023959j -0.0069057-0.00209058j 0.00332584+0.00505031j 0.00320759-0.00385228j 0.0200927+0.00258029j -0.000893396+0.000611492j 0.000528335+0.000309152j 0.00291864+0.000681029j 0.00813181+0.00474088j 0.0100127+0.000315887j -0.00088197+0.000864173j 0.00185794+0.00259687j -0.00539638+8.85436e-05j -0.00668501+0.00193798j 0.00815659+0.00706845j -0.000950445-0.0039293j 0.00458471-0.0017369j -0.00508487-0.00153824j 0.0119397+0.0029422j -0.00392884-5.98227e-06j -1.52048e-05-0.000995358j 0.00213678+0.0015001j 0.00846081+0.000314977j -0.0183112-0.000922811j 
-0.00892972-0.00470019j -0.000523247-0.000477731j 0.0100638+0.00283468j 0.000894253-0.000940225j -0.00234208-0.00246431j 0.00335576+0.00590364j -0.00155954+0.00156677j 0.00297113+0.00533432j -0.00314415-0.00214437j 0.000928798-0.00419809j 0.00226879+0.00571158j -0.00480481-0.00209986j -0.00116966-0.00280801j 0.0001971-0.0041075j 0.000738413+0.0014643j -0.0062702-1.96385e-05j -0.00211251+0.000147704j -0.00274229-0.000673201j 0.000980291+0.000958038j 0.0104416+0.00275558j -0.00426467-0.00450512j -0.00380396+0.00104133j -0.00280376+0.00514532j -0.00567978+0.000311165j 0.00255621-0.000362093j -0.00744213-0.00318661j -0.00418047+0.00524093j 0.00384827+0.00525211j -0.00504115+0.00047489j -0.00288235+0.00393315j 0.00718671-0.00342989j 0.00675534+0.00252682j -0.00611866-0.00887194j -0.00239871-0.00603087j -0.00516795+0.00179933j 0.00529953-0.00498449j 0.00187338+0.00313687j -0.00654953+0.00287347j -0.00112412+0.00165733j 0.00226297+0.00482153j -0.000515141+0.00310223j -0.00447597-0.00542181j -0.000806244-0.00713266j -0.00356876+0.00212081j -0.00169288+0.00309291j 0.00471378-0.00107478j -0.000795134-0.000496539j 0.00288911-0.00855963j 0.0132815-0.00549633j -0.00854208+0.00106315j 0.00334357+0.00103493j -0.00747455-0.00458141j -0.000403088-0.0071531j -0.013263+0.0124545j 0.00539319-0.00617677j 0.0014226-0.00663388j 
0.00719411-0.00228076j -0.000867253+0.00717362j -0.00839369+0.00206934j -0.00302898+0.000502163j 0.00248411-0.00168031j -0.00165171-0.00406511j -0.00475509-0.00281932j -0.00112316+0.00319868j -0.000385494-0.00625313j -0.000745949-0.00276428j -0.000841851-0.000133832j 0.00459321-0.000759166j 0.00393985-0.000130607j 0.00166851+0.00360911j 0.00075681+0.00441578j 0.00119531-0.00396087j 0.000199684-0.000740809j 0.0030492+0.00104833j -0.0023712+0.00335085j -0.00363958+0.00601481j 0.00299405-0.00336844j 0.00181655-0.000891188j -0.000759744-0.00422127j -0.00307891-0.00379748j -0.00286773-0.000825843j 0.00298272-0.00597596j 0.000516914-0.0020102j 0.00210563+0.00967635j -0.000415559-0.00726404j -0.000591721-0.00104892j -0.00797789+0.00383149j -0.00118092+0.00648558j -0.00327715-0.00407475j 0.00308288-0.00473077j -0.00673399+0.00667229j 0.00101932-0.00767411j 0.000280044-0.00595516j 0.00118818+0.0087388j -0.00668789-0.00392458j 0.00289123+0.00233653j 0.00729934-0.00154497j -0.00817224-0.00579586j -0.00206027-0.00492557j 0.0019668-0.00364601j -0.00321598+0.00554669j 0.00405941+0.00062539j 0.00285154-0.00999449j 0.00681147-0.0117206j 0.00709525-0.00126605j 0.00212716-0.00115103j 0.00042628-0.00770878j 7.24825e-05+0.000884388j 0.00551014-0.00861362j -0.00556428-0.00866285j 0.00146251+0.011517j 0.0139359+0.00441196j 
-0.002262+0.00211372j -0.00634614+0.00187022j -0.00532603+0.00523068j -0.00347545-0.00275496j -0.00883319+0.00190325j 0.00229389+0.00413784j 0.00264053-0.00247297j -0.00949627+0.00376451j 0.00209507-0.00290405j 0.0014157-0.000636033j -0.00363121+0.00165703j -0.00280426+0.00146232j 0.0022954-0.000965188j -0.000699734-0.000281151j -0.00197626+0.0034774j 0.00154068+0.000718396j -0.00203917+0.000259813j -0.0048013+0.000608843j -0.000997116-9.3897e-05j -0.00432381-0.000917438j -0.00254021+0.00180907j -0.00153621-0.00330486j 0.00349636+0.00219416j 0.00111889-0.00065342j 0.000769517+0.00166214j -0.000127888+0.0012984j -0.0010078+0.00405359j 0.0105669-0.0103746j -0.00159068+0.00415471j -0.0050991+0.00463661j -0.0030617+0.000480031j -0.00230844-0.000324081j -0.000648008-0.00286047j -0.00597663-0.00142699j 0.0076292+0.00247058j -0.00297362-0.00321538j 0.00308029-0.00202182j 0.00770643-0.00285478j -0.00934455+0.00705759j 0.00291656-0.0024629j -0.00402918-0.00600002j 0.00391255+0.00344216j -0.0112686-0.00527906j -0.000315461+0.000191159j 0.00626117+0.00114408j -0.00234756-0.000548228j -0.00289424-0.00791549j -0.016069-0.00145163j 0.0057935+0.00577477j 0.004449+0.00423947j 0.0041608-0.000456352j 0.00834283-7.31336e-05j -0.0102698-0.00955439j -0.0101366+0.00411727j -0.00969326-0.00493413j 0.00335872+0.0121119j 
-0.00191654+0.00290889j 0.00251703+3.92553e-05j -0.00454069-0.00395523j 0.00371446+2.80252e-05j -0.00203257+0.00111521j -0.00367783-0.00203199j 0.0016099-0.00238927j -0.00261775+0.000213155j -0.00118116-0.00320059j 0.00206164-0.00299119j -0.00550515+0.00325834j -0.00414017+0.00290727j 0.0017916+0.00236532j 0.0101444+0.0028496j 0.00526021+0.00205085j -0.00146497-0.00195389j 0.000847064-0.00179758j 0.00120386-0.000519935j 0.000907912-0.00116606j 0.0013237+0.00276444j 0.00660996-0.007802j -0.0047611+0.0069974j -0.00755691+0.00166523j -0.000136752-0.00053955j 0.00113449-0.00444565j 0.00671689-0.00370491j -0.00816948-0.00133622j -0.00150592+0.00730762j -0.00264484-0.00603426j -0.00675888-0.00221327j 0.00344134+0.000904707j -0.00317632+0.0016951j 0.00498395-0.00335856j 0.00271318-0.00334987j 0.0112641+0.00257179j 0.00517518-0.00503299j 0.00318962+0.00458348j 0.00338189+0.00315974j -0.00547529+0.0064119j -0.00795144+0.00166973j -0.00180376+0.00256296j 0.0128308+0.00150187j 0.00383003+0.00474961j -0.00394875+0.000604928j -0.00199867+0.00268507j -0.0014807-0.00354504j 0.00173028-0.00356557j 0.00627402+0.00787334j 0.00785342-0.000697349j -0.0023362-0.00653926j 0.00893653+0.00104049j 0.000290991-0.0154487j 0.00626931-0.00520699j -0.00297921-0.0126865j -0.00403075-0.00705755j -0.00677519-0.00150321j 
0.00346608+0.00219295j -0.000220037+0.00141148j -0.00133325+0.00210406j -0.000388571-0.0013647j 0.000404784+8.97539e-05j 0.00483026+0.00723991j 0.00621525+0.00727806j 0.00017971+0.0030889j -0.00286852-0.00645046j 0.00136978-0.000316603j -0.00609505-0.00490936j -0.00120386-0.00626729j -0.00235114-0.000364578j 0.000742152-0.00164574j 0.00137036+0.00276386j 0.000626325+0.00275854j 0.00419062+0.00362601j 0.00580233+0.00846694j -0.00161728+0.000553811j -0.00800486-0.00369514j 0.000150277+0.00439909j -0.00481263+0.00222934j 0.00242065+0.00898156j -0.000240926+0.000747885j 0.00416405+0.00800032j 0.00220866-0.00235399j -0.00084807-0.00445819j -0.00406402+0.00650544j 0.00425465+0.00751797j 0.000290866-0.00460418j 0.00350584+0.00844217j 0.0052057+0.00474126j 0.00416181-0.0098253j 0.00557644+0.00851198j -0.0041565-4.95992e-05j -0.000971962-0.000780913j -0.00781612-0.00188547j -0.0040674-0.00933445j 0.00266569-0.000407951j 0.00482493-0.00491532j -0.00328723+0.00419339j 0.00375508+0.00130465j 0.00592635+9.8495e-05j 0.00320678-0.00876452j -0.00684477+0.00627821j -0.00148604+0.00299555j 0.00560364+0.00721432j 0.00131166+0.00751337j 0.00281713-0.0031707j -0.00840902+0.00490774j -0.00481186+0.0187896j 0.00505055-0.0028272j 0.00203556-0.000287001j -0.00362634-0.00234082j -0.000674135+0.00260009j 0.00146095+0.000798955j 
0.00336274-0.005166j -0.00246007+0.00126666j -0.00352623+0.00531869j -0.000325491-0.00241327j 0.000648223-0.00296501j -0.00457923+0.00212893j -0.00116215-0.00267996j -0.00595669+0.000647003j 0.00714094-0.000699803j 0.00448889-0.000797353j -0.00255561+0.00118718j 0.00284059-0.00114881j 0.00178726+0.000201375j 0.000640847-0.000349194j -0.00518611-0.000550493j 0.00198798-0.0025853j -0.000991261-0.00262166j -0.00308688-0.00541284j -0.000976906+0.00157014j -0.00320827+0.00352371j 0.00268323+0.000754323j 0.000344875-0.00572332j -0.00297514-0.00212488j 0.00454875-0.00212801j 0.000647038+0.00158473j 0.00641404-0.00258729j -0.00260364+0.002346j -0.00772414-0.00577546j 0.000920957+0.00257403j -0.00311903+0.0040306j 0.00219042-0.00506348j -0.004137-0.00128012j 0.0155515-0.00185437j 0.00428062-0.00260858j -0.00951724-0.00747791j 0.00979131+0.00945657j -0.00120757+0.00196226j -0.0100977-0.00275582j 0.00152396-0.00230513j -0.00661646+0.00445592j -0.00821576-0.00178488j 0.00581278-0.00512581j 0.00972454-0.00345814j -0.00369506+0.00430885j -0.00425092-0.00674517j 0.00420642+0.00502596j 0.0018324+0.000194943j 0.0104992+0.00108026j 0.00506591+0.0156015j -0.000359924-0.00445603j -0.000542821-0.000994472j 0.00148826+0.00210638j 0.00286195-0.00299472j -0.0126201-0.00361629j 0.00502765+0.00241511j 0.00517419+0.00140409j 
-0.000409182+0.00150536j -0.000288114+0.00179607j 0.00326069-0.000712375j -0.00130214+0.00323246j -0.0005074+0.00354154j 0.0093308+0.00141656j 0.00572516-0.000439819j -0.000300424-0.00267235j -0.00134149+0.0011506j -0.000204225-0.000873886j -0.00467321-0.00250799j -0.000451423+0.00265724j -0.00315992-0.000990292j -0.00243655+0.00343685j -0.000678682+0.00233245j 0.00614909+0.00738303j -0.00298875-0.00590083j -0.00268433-0.00637003j -0.000669638-0.00652737j 0.00171055+0.0139419j 0.00793266+0.00617977j -0.00241524+0.0041889j 0.00573779+0.00195011j -0.0020153-0.00412451j 0.0054859-0.0113304j -0.000181041-0.0065119j -0.00245995-0.00777204j -0.00332651-0.000106467j 0.00833567+0.00582319j 0.00274122+0.00115335j -0.00230383-0.00721091j -0.000679947-0.00500857j -0.00109708+0.00259597j 0.000975826-0.00389924j -0.00419279+0.00779291j 0.00519199+0.000760831j 0.00158312+0.00109659j -0.00393439+0.0129442j -0.00181151-0.0019694j 0.0012477-0.0122172j 0.00285754+0.000774048j 0.00482392-0.0114051j -0.00306699-0.00392489j -0.0019374+0.0118455j 0.00134541+0.00333906j 0.00421962-0.00234856j 0.00212571+0.00195805j 0.00437702-0.00602611j 0.000293449+0.00492409j 0.00280435+0.0104106j 0.0100141+0.00559559j 0.00444546-0.00476894j -0.000558366+0.00295021j 0.00627953+0.00193779j -0.00182636-0.000505419j 0.000700641+0.00081824j 
-0.00546191+0.00327134j -0.00358571-0.000666528j 0.00544539-0.00205231j -0.00217155+0.00121367j -0.0031937+0.00147526j 0.00206342-0.00340002j -0.000123613-0.00218128j -0.00150004+0.000650621j 0.00266476+0.000458502j -2.20153e-05+0.00130003j 0.00299485+0.00270552j -0.00180308+0.00199124j 3.10067e-05+0.00116156j -0.003264+0.00214758j -0.00444461+0.00292384j -0.000527367-0.00374226j 0.000710046+0.0042959j -0.00643007+0.0122563j 0.00179324+0.000976231j -0.00418868-0.00671959j 0.00349046-0.00454675j -0.00881484+0.00319778j 0.000210302-0.00480568j 0.00364503-0.00472327j 0.00375733-0.00047071j 0.00292586+0.00596891j 0.0083157+0.00223572j -0.00971156+0.00105025j 0.00756603-0.00654756j 0.00482127-0.00106559j -0.0088313+0.00142248j -0.00729794-0.000819057j -0.00131085-0.00541122j -0.00129895+0.00404744j -0.00628891+0.00270404j 0.0127115-0.00902352j 0.00660566+8.64283e-05j -0.00603224+0.000846794j -0.0039726+0.000828356j -0.000275257+0.00536961j -0.00162604+0.00543277j -0.00221427+0.0049151j -0.00725556+0.00115537j 0.00623652-0.00434435j -0.00606391-0.00213935j 0.00203971-0.00135431j 0.00558253-0.00357273j 0.000726298+0.00191486j 0.0107736+0.00272388j 0.00411933-0.00552539j 0.00189289-0.000294613j 0.00462499+0.000903385j -0.000246852+0.00440549j 0.00926079+0.00504826j -0.00467525-0.00378502j -0.00077994+0.00191108j 
0.00265929-0.00213072j -0.000311259+0.00127066j -0.000245147+0.000701326j -0.00244975+0.00125432j -0.000981406+0.00113622j 0.00517039-0.0023171j 0.0053878-0.0037442j 0.00296145-0.000949534j -0.00365076+0.00371325j -0.000329599-0.000419131j -0.000860032+0.00605289j -0.00540059+0.00267417j 0.000648364+0.00454303j -0.00212933+0.00328125j -0.00078508-0.00464343j -0.00271811-0.00288417j 0.0086565-0.00482542j 0.0116831-0.0067216j 0.00295306+0.00184764j -0.0134704+0.00098805j 0.000142321-0.00166506j 6.81296e-05+0.00124487j 0.00530921-0.006437j 0.00395431-0.00104115j 0.0110831+0.00387335j 0.00410397+1.66968e-05j 0.00156692+0.00384509j 0.00657891-0.000461663j 0.00281788-0.00315417j -0.00684016+0.000743305j 0.00880543-0.00182151j 0.0032901-0.0069j -0.0109157+0.00131098j 0.00994542-0.00160044j -0.00336777-0.00175768j -0.00236467+0.000851095j -0.000378363+0.00352545j -0.0144026-0.00257324j 0.000808917-0.00557777j -0.00190144+0.00444581j 0.00166249+0.00277024j 0.00489368+0.00450177j 0.00034242-0.00380084j -0.0120936-0.0069033j 0.00555812-0.00122402j 1.65403e-05+0.00429695j 0.00619996-0.00914496j 0.00759175+0.00335928j -0.00667331-0.000872836j 0.00442973+0.00440975j 0.0119762+0.00153527j -0.000728249+6.39413e-05j -0.000370091-0.000574713j 0.000502266+0.000574852j 0.002043+0.00163202j 0.00186819+0.000959576j 
0.00185613-0.00147105j 0.000254607+0.000161516j -0.00246676-0.00143871j -0.000746254-0.00122415j 0.000995035-0.000532788j 0.00200737-0.00556457j 0.000982274-0.00532479j 0.00184326+0.00233694j -0.00406752-0.000221727j -0.00356774-0.00426583j -0.00910835+0.0032826j -0.00472915-0.00256776j -0.00324972+0.00152489j -0.00627517-0.00212944j 0.00663248-0.000288318j 0.00929488-0.00365037j -0.00124716+0.00321655j -0.00223007-0.000447595j -0.00024135+0.00642706j 0.00634288-0.00381174j 0.0104106+0.00235218j -0.000722996-0.00280834j 0.0109021-0.00242959j 0.00396576+0.00845341j -0.0068614+0.00419566j -0.00479611+0.00214711j -0.00815487+0.0027554j -0.000966682-0.00144124j 0.00964414-0.00670648j -0.000891834-0.00191344j -0.00236798+0.00230352j 0.00711557+0.00230432j -0.00220147-0.00533767j -0.00152482-0.00223317j 0.000472754-0.00541448j 0.00561633+0.00694065j 0.000583452+0.00502533j 0.000915421-0.0048518j 0.00125668+0.00104166j -0.0136981-0.00416446j -0.00178205-0.00193491j -0.00883761-0.00216829j -0.000405921-0.00376516j 0.00709755+0.000518495j 0.00618106+0.00583508j 0.000801794-0.00170214j 0.0104388+0.00792274j -0.00249996+0.00713195j -0.000594126-0.00208153j 0.00778698+0.000537728j 0.0066247-0.00337573j -0.00352895-0.00113488j 0.00125638-0.00145107j -0.000925252-0.000715522j 0.00129341+0.00117124j 0.000694326-8.70544e-06j 
0.00204363-0.000669631j 0.00205758+0.000900961j 0.00230815+0.00125033j 0.00101389+0.00181637j 0.00150173+0.000631042j 0.00737103+0.00311172j 0.0053488+0.00360625j -0.00204295-0.00111363j 0.00169515+0.00154852j 0.0027348+0.00308273j -0.00130534+0.00593712j 0.00342286-0.00037486j -0.00268323+0.00493499j 0.00643318+0.0085535j -0.00404215-0.00600795j 0.00332842-0.00771784j -0.00163197-6.82632e-05j -0.00197713-0.00275939j -0.00770145-0.00588165j 0.00875453-0.00667633j 0.00119519-0.0101188j 0.00458195+0.00115373j 0.000253744-0.00476638j -0.00496588-0.00354814j -0.00314038+0.00405955j -0.0043902-0.00157737j -0.00605719+0.00816634j 0.00050112+0.00579351j 0.00481243+0.00548502j -0.00120476+0.000316472j -0.00144523-0.00120843j -0.00496186-0.0136072j 0.00363912+0.00274171j 0.00105719+0.00444094j 0.0036751+0.00599886j -0.00152388-0.00494029j -0.00106611-0.00519303j 0.00913012+0.00018947j 0.00231078-0.00742403j -0.00692954+0.00516298j -0.00490084+0.00286534j -0.00788769-0.00212972j 0.000268211-0.00253738j 0.00790961-0.00159347j 0.00277658-0.0100315j -0.0065955+0.000486192j 0.00423434-0.0082827j -0.00224038-0.00740966j 0.00112851+0.00292038j 0.00222233+0.00727133j 0.00254018+0.00470955j -0.00113208-0.00159658j 0.000119226+0.00131557j -7.69492e-05-0.000712544j 0.00134506+0.00112476j -0.000122053-0.000355273j 
0.000668427+0.000956996j 0.00354417+0.00142402j -0.00280612-0.0038864j 0.00112116+0.000874738j 0.00222941+0.000659038j 0.000265696-0.000330889j -0.000150737+0.00341829j 0.00555711+0.00225906j -0.00325449-0.0025269j -0.00850784-0.00464558j -0.00259423-0.000195085j -0.00508833-0.00226173j 0.000635995+0.000931919j 0.00833957+0.00405024j -0.00584478-0.000783747j -0.00545256+6.723e-05j -0.00933842-0.00548927j -0.0135905-0.0136157j 0.000194688-0.00143114j -0.00258856-0.00199521j 6.43507e-05-0.000254715j -0.00339218-0.00224661j -0.00769247+0.000831445j 0.00151674+0.00840214j 0.0104529+0.00966723j -0.00616509-0.00657539j 0.00767024+0.00265503j 0.00122822+0.00374097j 0.00180521+4.46047e-06j 0.00449776+0.00510453j -0.0048036+0.000120282j -0.00678767-0.00643549j 0.000778234-0.000754468j -0.00790988-0.00961311j 0.0009089+0.00100877j 0.00664107+0.00705056j -0.00166422-0.00236425j 0.00410988+0.00418637j -0.00878641-0.0132748j 0.00795307+0.00589769j 0.00363978+0.00912274j 0.00395208+0.000378323j -0.00664462-0.0129998j 0.00421447+0.00663276j -0.00151068+0.00015251j -0.00343463-0.000761156j -0.00124284+0.000923766j -0.0010213+0.00387782j -0.00207307-0.00415081j -0.000747804+0.00416586j -0.00170816-0.000337506j -0.000805612-0.000951787j 0.00178217-0.00257933j 0.00178502-0.00363297j -0.000791181+0.000327816j -0.000893467-0.000989553j 
-8.16844e-05+0.000417852j -0.00257454+0.00031324j -0.00144753+0.00409838j -0.0015163-5.78125e-05j -0.000242256-0.00013922j -0.00580794+0.00395919j -0.00707783+0.00334762j -0.00299892-0.00201902j 0.00108733+0.00317838j -0.00842786+0.00166216j -0.0049853+0.000204498j -0.00205212-0.000360178j -0.011095-0.00365065j -0.00798362+0.0054862j 0.0043274-0.00580206j -0.00752752-0.0033846j -0.00631367-0.00335494j 0.00535984+0.00509952j 0.00206642-0.00564742j -0.00183237+0.000756333j 0.0100918-0.000129467j 0.00138711+0.00402055j 0.0038337+0.000774271j 0.00211215-0.00755794j -0.00233461+0.00476791j 0.00729956+0.00126927j -0.00325731+0.000531201j 0.00169537+0.00283803j -0.0114392-0.00151877j 0.00151799+0.0040542j 0.00794328+0.00519124j 0.00451038-0.00873432j -0.00419468+0.00122296j -0.00611239-0.00203259j -0.0062649+0.00114598j 0.00845801+0.00176542j -0.00498533-0.0109976j -0.00357945+0.000122742j 0.0102338+0.00529138j -0.00228768-0.00200759j 0.000903866+0.00362961j 0.00437605+0.00441673j 0.00130168-0.00104847j 0.00170966+0.00297221j 0.00987213+0.00237913j -0.00417452-0.00941185j 0.0071171-0.00134747j 0.00573702-0.000604014j -0.00182614+0.00305599j -0.00580774-0.00230039j -0.00706872-0.000141817j 0.00164933+0.00133978j -0.00212105-0.000297004j -0.00143315+0.000975335j -0.000383776-5.19286e-05j 0.00114988+0.00140561j 
-0.0010463+0.00155204j -0.000248983+0.00100207j -0.00299242+0.0008504j -0.00127134+0.000779577j -0.00289849+0.000901652j -0.00543804+0.00518424j -0.00246796+0.00649485j 0.00458018-0.000217847j -0.0060735+0.000504865j 0.000498574-0.00135572j 0.00235322-0.00172667j 0.00120687+0.00168973j 0.00795135+0.000701881j -0.0029046+0.00633622j 0.000113853-0.00600957j 0.01165-0.0014152j 0.00867031-0.00254927j -0.00465656-0.00747687j 0.0130719-0.00565508j 0.00327202+0.00123273j 0.00198116-0.0029687j -0.00756484+0.00130493j -0.00539626-0.00498715j 0.00709361-0.000451582j -0.00019944+0.00424161j -0.00256545-0.00660069j -0.00163205+0.0013708j -0.00406197+0.000313207j -0.00458834+0.00347297j -0.00539359-0.000628925j -0.00805193-0.00304527j 0.0168211-0.00312413j -0.00205189+0.000872896j -0.00052782+0.000569815j -0.00464953+0.00299789j 0.000456598-0.00402368j 0.0164365+0.00431047j 0.00256756+0.00782566j -0.00133691-0.00848712j 0.000104149+0.00734431j -0.00901471-0.00332975j -0.000672317-0.00308068j 0.000351443-0.00409652j -0.00178547+0.00198824j 0.00454277+0.00117313j 0.00149279-0.000764193j 0.00327565-0.00218882j 0.00345011-6.94985e-06j -0.00441966-0.00196807j -0.00744815+0.000731081j -0.00621339+0.0013271j 0.00256126+0.0015152j -0.00154368-0.00223998j 0.000753595-0.000909619j -0.00162167-0.00061446j 6.11809e-05+0.00103502j 
-0.00265072+0.00249247j -0.00217245+0.000616745j 0.00382381-0.00382541j -0.00019025+0.000836976j -0.00152139+0.00284266j 0.00305201-0.00286924j -0.000616587-0.00321464j -0.00387152+0.00210095j 0.00212585-0.00115961j 0.00457569-0.0112081j 0.00120756-0.00844729j 0.00336156-0.00631839j -0.00113949-0.00765856j -0.00379407+0.00112839j 0.000919942-0.000222303j -0.00178106-0.0087579j 0.00474626-0.0127518j 0.0064465-0.00187465j -0.000471231-0.00215123j -0.000583283-0.00559421j -0.00126901+0.00692196j -0.00209199+0.00169577j -0.00148948+0.000686146j -0.00739744-0.000105287j -0.00900194+0.0038037j 0.00567284+0.00126709j -0.00055102+0.00335787j -0.00218971+0.00308705j 0.00431726-0.00218294j -0.0053052+0.00559755j -0.00434011+0.00279837j 0.00296746-0.00610325j 0.00120568-0.00221051j 0.00980241-0.00798316j 0.000951814+0.000435716j -0.00828128+0.00860764j 0.00658804-0.00999512j -0.00229545-0.00076341j 0.00526633+0.000561896j 0.000465434+0.00102839j -0.00844386+0.00693516j -0.00140904+0.0071728j 0.00866477-0.00300806j -0.00688864+0.00422134j -0.00536922+0.00455055j 0.00572833-0.00534807j -0.00284426+0.00249398j -0.00660992+0.00116777j 0.00427048+5.60341e-05j -1.26127e-05-0.000461274j 0.00272533-0.000750946j 0.00125079-0.00136775j 0.0022775+0.00115847j 0.00456816+0.000846691j -0.00253777-0.00167376j 0.000165195+0.000979657j 
