0.00933362-2.05797e-05j 0.00719448+0.0188495j 0.00387371+0.013533j -0.00699938+0.00149889j -0.00101308+0.000206935j 0.000495654+0.00060754j 0.00011539+0.00773408j 0.000611537+0.00611368j 0.000462171-0.00134428j -0.00111481-0.00120471j -0.00228386-0.00120215j 0.000762243-0.00895758j -0.00679169-0.0102983j 0.00162118+0.00592832j -0.0012899-0.000317098j 0.00741575+0.00609027j 0.00360498+0.00523j -0.00277299-0.00119109j -0.00329525-0.00085926j -0.00461906+0.00115642j -0.00229349-6.49277e-05j 0.00344278+0.00865538j -0.00208851-0.00248939j -0.000301071+0.00324995j -0.00184433-0.00272154j 0.00642361+0.00842779j -0.000999877-0.000193615j -0.000694446-0.00288363j -0.00179232-0.00798615j -0.00239749-0.000371562j -0.000661249-0.00109739j -0.000225637+0.00932475j -0.00152178+0.00173897j -0.00269776-0.00662185j 0.00255189-0.0042504j 0.00335669+0.00776452j 0.00651726-0.00682277j 0.00220225-0.00130812j 0.000264414+0.000104104j 0.000832755+0.00399805j 0.00412814-0.00498818j 0.00368777-0.00673311j 0.000157217-0.00193223j -1.18875e-05-0.0102244j -0.00262219-0.00371954j -0.00205287+0.000432593j 0.00365648-0.00451217j -0.00435461+0.000270771j 0.00197292+0.00145665j -0.00238523+0.0004929j -0.00432847-0.00205716j 0.00427593-0.00203056j -0.00415924+0.0110812j 0.0108152+0.00133784j 0.018612-0.0062012j 0.00438237-0.0173062j 
0.000484518+0.000878458j 0.00125507-0.00112304j -0.00200406+0.00168144j -0.000385311+0.000982734j -0.00186118-0.000663506j -0.00638459+0.00277213j -0.00368738+0.00134246j -0.00270956+0.00306997j 0.00333919-0.00145112j 0.00527483-0.00218337j -0.000442209+0.000570745j -0.00429926+0.00411821j 0.00369863-0.00587529j 0.000362691+0.000604171j 0.00278319+0.0122827j 0.00383456-0.002277j -0.0067185-0.000621582j -0.00699322-0.00394818j 0.00500067+0.00947489j -0.00557735+0.00250709j -0.00695913+0.00103201j 0.000741913+0.002281j 0.000934742+0.00725715j -0.00550265+0.00231667j 0.00204304-0.0055794j 0.00266504+0.0014265j -0.00172203-0.0145855j -0.00578074+0.00231238j -0.00755563+0.0120589j 0.00669222-0.00157927j -0.000568121-0.00135415j -0.0023013+0.00308109j 0.00101629-0.00800221j 0.00558983-0.000206263j 0.00118505-0.00376639j 0.00331081-0.00681139j 8.13671e-05+0.000556737j -0.00255197+0.00693411j 0.0057282-0.00576052j 0.000880137+0.000406838j 0.00544944+0.0024355j -0.00355673+0.00321847j -0.000389246+0.000201464j 0.000975766-0.00045517j 0.00106034-0.00122363j 0.00233558-0.00188121j -0.000666485-0.000632049j 0.00208735-6.08577e-05j -0.002934+0.00151089j 0.00247517+9.88098e-05j -0.00337698-0.00010497j -0.00433855+0.00210394j 0.0033768+0.00102945j -0.00318321-8.3679e-05j 0.000659211-0.000355021j -0.000230877+0.000675125j 
-0.00553538-0.00152874j -0.00215564-0.000308201j -0.000756178+0.000401093j 0.00187668+0.0023075j 0.00375082+0.00549336j -0.00673661+0.00418166j 0.00359465-0.00176382j -0.0149406-0.00348765j -0.010728-0.00331778j -0.000812042+0.0056235j 0.00409702+0.0118021j 0.0108984+0.00172939j -0.00553234+0.00376927j -0.00475131+0.0111167j 0.0097492+0.00487603j 0.0145404+0.0106369j 0.000609866-0.00690637j 0.00937456+0.00784233j -0.00111093+0.00847595j 0.00788441+6.84462e-05j -9.09404e-05-0.00771772j 0.000726107-0.00521559j -0.001296+0.00390215j 0.00368507+0.00258008j 0.00713284+2.43308e-05j 0.0011659+0.0027221j 0.0110569-0.00784542j 0.00187581-0.0024604j 0.0016202-0.000132847j -0.00250555-0.00241666j 0.00191595-0.00131592j -0.0011232-0.00397127j -0.0018264+0.00286197j -0.00411453+0.0025755j -0.00054818+0.00157017j 0.000807712+0.00203143j 0.000600292-0.00180247j 0.00123927+0.000626587j -0.00100304+0.000914576j 0.00113534+0.00013547j 0.00406596+0.00521226j -0.00429365-0.0026694j 0.00272301+0.000685059j -0.00078963-0.000577171j -0.00151949+0.000494772j 0.00498997-0.00172185j 0.00103738-0.00117708j -0.000506906+0.00397041j -0.00063707+0.00175416j 0.00176666+0.00338604j -0.00304606-0.00218641j -0.00182992-0.00150995j 3.3286e-05-0.000433149j -0.00182455-0.000229632j -0.00175073+8.00535e-05j -0.00179559-0.00152568j 
-0.000963185-0.000185772j -0.000459296-0.00213669j -0.000958542+0.000312684j 0.00154597+0.000796855j 0.00419151-4.91088e-05j 0.00213902-0.00149057j -0.0011628+0.00187852j -0.00487944+0.00103245j -0.00934932+0.00420596j 0.00551128-0.0102558j -0.00596338+0.00756097j 0.00431641+0.00148584j 0.0124226-0.0025659j -0.0015972+0.000241481j -0.00181712+0.00847844j 0.00171186+0.00480071j -0.00328663-0.00389226j 0.00526893-0.000715145j -5.191e-05-0.00343754j -0.00298297+0.00555855j 0.00559196-0.00228356j 0.00792354-0.0001164j 0.00159417-0.00209468j -0.00202862-0.00665253j -0.00999433+0.00410279j 0.00221417+0.000802271j 0.000874763-0.00198246j -0.00619589-0.00117506j -0.0131068+0.00362128j 0.00347668-0.00938676j 0.00131473-0.000111611j 0.00387686+0.00185108j 0.00122176+0.00161274j -0.00365443+0.000440868j -0.00393687-0.00141889j -0.00129908-0.000133364j 0.00841545+0.000578018j -0.00020428+0.000414761j 0.00296178+0.00161652j -0.00197968+0.00840593j 0.00222751-0.000552194j -0.00299484-0.000250199j -0.00155582+0.00221494j 0.0020502+0.00155036j -0.00565976-1.31913e-05j -0.000247172-0.00050226j -0.00399898+0.00202374j -0.00124728+0.00150096j -0.00476636-0.0023023j -0.00126432+9.03777e-05j 0.00153631+0.00151832j -0.000958762+0.00218995j 0.00497589-7.07909e-05j -0.00232079-0.000603751j -0.000887832-0.000989788j 0.000808201+3.71327e-05j 
-0.000368502+0.00213247j 0.00143478-0.0012857j 0.000547797+8.5897e-05j 0.00197597-0.00127831j 0.000400488-0.000831287j -0.00558491+0.00245749j -0.000541306+0.00236531j 0.0039023-0.00214525j 0.00286663+0.00328992j 0.00422489-0.000742635j 0.00323539+0.00358164j -0.00391942+0.00331235j -0.00664568+0.00172666j -0.00273025+0.0105117j 0.00713303-0.00175606j 0.00194411+0.00704089j -0.0071497+0.00428462j -0.00637465+0.00900642j 0.00787664+0.0125729j -0.00457372+0.00363218j -0.00236697-0.00333129j 0.00232574-0.00800576j 0.00952003+0.00842185j 0.00217358-8.59198e-05j -0.000971801+0.000574132j 0.00100676-0.000481009j -0.00119836-0.020989j 0.000493199-0.000666052j 0.00846879+0.00319646j -0.000597732+0.00662978j 0.00312244-0.00436453j -0.0052751+0.00118751j -0.010835-0.00650916j -0.000415727-0.000692463j -0.00250536-0.000670792j -0.00121879-0.00195654j 0.00265872-0.00811815j 0.00531424+0.00140054j -0.0041096-0.00259388j -0.00298429+0.00139652j -0.0026881+0.00336177j 0.00122746-0.000309846j -0.00236471-0.000624754j -0.00166709-2.00387e-06j 0.000113836-0.000300834j -0.000328269-0.00322507j -0.00411541-0.000513834j 0.00175407+0.00160624j 0.00133818+0.00286338j 1.39886e-05+0.000214868j -0.0020872-0.000159227j -0.00366906+0.000958043j -0.00147791+2.49111e-05j -0.00109663+0.00190707j 0.00345243+0.000551188j -0.000544946+0.000198671j 
0.00362088-0.000312922j 0.000828383-0.00010087j -0.00111024+0.00128124j -0.00310169+0.00129211j -0.00451405+0.000624569j 0.000693784-0.000902165j -0.000466246+0.00166556j 0.00248124+0.0032294j 0.00609892+0.00333407j -0.00319729+0.00323878j -0.00373649+0.00952773j 0.00273568-0.0131477j -0.00315625+0.00732355j 0.00240929+0.00183617j -0.00535182+0.0092519j -0.00394693+0.00538423j -0.00295638-0.00352217j 0.00661518-0.0052082j -0.000398231-0.0112091j 0.00360111-0.00950596j 0.00415656+0.00109791j -0.00326075-0.00599355j -0.000271614+0.0033129j 0.00760073-0.0164216j -0.0010945+0.00883897j 0.0029955-0.00172832j 0.00769576-0.00923199j -0.000407371+0.000266249j 0.00235667+0.00174952j 0.00290272-0.00496635j 0.00402988-0.00328374j 0.000124421+0.00456681j -0.00574927+0.00333109j -0.00783701+0.00169075j 0.00198327-0.00388042j -0.002947+0.00142881j 0.00536194-0.00465173j 0.00118315+0.00342078j -0.00266104+0.00182697j -0.00256935+0.00521416j 0.000290812+0.00359956j -0.00526609+0.000131626j -0.000620847+0.000181247j 0.000938525-0.00102921j 0.000764013-0.00123731j 0.00596896-0.00390148j -0.00342963+0.00161074j 0.00379498+0.00118458j -0.00258078-0.000653439j -0.0010987-0.000536667j -0.00316474+0.000643559j -0.00402005+0.00318322j 0.000436028+0.00149526j -0.00161492+0.000727229j 0.00191358-0.00162425j 0.00174881-0.000129363j 
-0.000385962+0.000119557j -0.000155598+0.000477873j 0.000931349+0.000515524j -0.00111093+0.000979814j 0.000553657+0.00298601j 0.00332627-0.000914215j 0.00402367-0.00669953j 0.000660573-0.00313748j -0.00510414+0.00346489j 0.00307797-0.00901274j -0.00151045-0.000735308j 0.00341754+0.00108154j 0.00706201-0.0110694j -0.00336097+0.00376644j -0.00382868-0.00640409j 0.0103753+0.00555112j 0.0051712+0.00911556j 0.00264162-0.00233567j 0.00151503+0.0146556j 0.00276214+0.0106299j 0.00133185-0.00919957j -0.00425728+0.000194525j 0.0124022-0.00510877j -0.00778995+0.00769932j -0.0131068+0.000650575j -0.00411536+0.00418299j -0.0106625+0.000951279j 0.00258907+0.00372075j -0.0101773-0.00132094j 0.00354094+0.00951725j 0.00428235-0.000925143j 0.00303501-0.0112676j -0.00307894-0.00122502j -0.00330764+0.00937984j 0.000967247+0.00520574j -0.000962055-0.00698224j 0.00710699-0.00334833j 4.38872e-05-0.0062999j -0.000224672-0.00123237j -0.00177326-0.00383664j -0.00172962-0.00328397j -0.00164365+0.00302686j -0.00144603+0.00233936j 0.000863316+0.0029624j -0.00547894+0.00169211j -0.00369246+0.0044043j -0.00410189+0.0013523j 0.00145698-0.00155645j -0.00526841+0.0012575j -0.00512052+0.00301122j 0.00144233+0.000926652j 0.00370988-0.00225425j 0.00142372-0.00182196j -0.00114309-0.000595357j -0.00151148+0.00153242j 0.000248311+0.000516333j 
-0.00185665-0.00124948j -0.000417657-0.00278157j 0.00169694-0.00197602j 0.00223763-0.00255443j 0.00784003-0.00370613j -0.0026308+0.00177111j -0.00246736+0.00222514j -0.00733155-0.000384058j -0.002132-0.0162823j 0.00291693-0.0021076j 0.00126798+0.00283393j 0.00180179+0.00481444j -0.00177805-0.00281806j 0.00612075-0.00753081j 0.0061293+0.0106798j -0.00502646+0.00828334j -0.00539753+0.0144204j -0.00493929+0.00715345j 0.00649489+0.00129829j -0.0045502+0.0132095j -0.00481885+0.00856071j 0.00233993+0.00876902j -0.00456314+0.00285895j 0.00679786+0.00403444j 0.00310087-0.0120946j 0.00528079-0.00674447j -0.00841766-0.00568187j -0.00532857+0.0037001j 0.00709188+0.00678106j -0.00309697-0.00599035j -0.00207912-0.000936584j 0.000610102+0.00252253j -0.000317967-0.00490166j 0.00470926-0.00754938j -0.00396099-0.00563116j -0.000397001-0.00510025j -0.000824235+0.0010736j 0.00275573+0.00407129j 0.00197051-0.00160857j 0.00458531-0.00131406j 0.00327091-0.00211391j 0.00101958+0.00528141j 0.00215225-0.00220306j 0.000363267+0.00190977j 0.00312292-0.0037235j -0.00397644-0.00185207j -0.000901107+0.000434215j 0.000855373-0.00412999j 0.00328283-5.62247e-05j 0.00466836-0.00410578j 0.000583958+0.00135934j 0.00127752+0.00266893j 0.0033365-0.00281689j 0.00115508+2.86426e-05j 6.9417e-05-0.00121689j -0.000342015+0.000310591j 
-0.000614966-0.000211237j -0.00180174+0.00114938j 0.00140431-0.0020363j 0.00337917-0.00129454j -0.00241934+0.00239801j 0.00605648-0.00416812j 0.00882773-0.00637885j 0.00245312-0.00469956j -0.00237218+0.00219601j -0.00159868+0.00435278j 0.00271326+0.000479492j 0.0114281-0.00506658j 0.00264306-0.00459967j -0.00440615-0.0138475j 0.00608845+0.00799002j 0.00521423+0.00424542j 0.00364904-0.0125288j 0.00982051-0.00355014j -0.00486808+7.34019e-05j 0.00686617-0.00154453j 0.00788587-0.00126302j -0.00932984+0.00402509j 0.0051401+0.00352525j -0.00207353+0.00222059j -0.00406036+0.00186059j -0.00314361-0.000753342j -0.00933356+0.00225027j 0.00584248+0.00488917j 0.000206111+0.00643827j -0.00652063-0.00331583j -0.000674843+0.00203461j 0.0105396+0.00267851j 0.00471003-0.00919084j -0.0104746-0.00338157j 0.00559687-0.000556074j 0.000752507+0.00483803j 0.00123513+0.00276784j 0.00107773+0.00293483j -0.00711981-0.0016571j -0.00403173+0.00554965j -0.000164774-0.00290946j 0.00100053-0.00523714j -0.000796923+0.00239989j -0.00446772-0.00273293j -0.000928952+0.000878945j -0.00121747-0.00195993j 0.000706459-0.00325861j -0.00096791+0.00399575j 0.00224729+0.000125018j -0.00240847-0.00309515j 0.000432015-0.00138895j 0.00578655-0.000881151j -0.00312311-0.000871728j 0.00232839+0.00104758j -0.0018068+0.000343089j -0.0015524+0.000548951j 
-0.00129417+5.88257e-05j -0.000737479+3.47907e-05j -7.07855e-05-0.00140976j 0.00487286-0.00220196j 0.00418846-0.000555314j 0.000933194-0.00175561j -0.00242221+0.00190123j -0.000389715-0.00152763j -0.00300755+0.00117004j 0.00288979-0.00221533j -0.00340516+0.00166014j 0.00227949-0.00161289j 0.00119717+0.00165385j 0.00296295+0.00172746j -0.00255631+0.00180945j -0.00260297-0.00303452j 3.43024e-05+0.00181151j -0.00175139-0.000598299j 0.00083017-0.00280713j -0.00259108+0.00177043j -0.00116712+0.00110281j 0.00297113+0.00131043j -0.00161901-0.00232364j 0.00354912-0.000509261j 0.000295871+0.00382286j 0.00278879+0.000509514j 0.00333405+0.00287584j -0.00141822-0.00368249j -0.00316695-0.00187469j 0.00335961-0.00171744j 0.00124484+0.00107131j -0.00201131-0.000592653j 0.000806446+0.00222108j 0.00329207+0.000329153j -0.00142061-0.00146651j 2.04505e-05+0.00126417j 0.00228865+6.79566e-05j 0.000316387-0.000150045j 0.000860886+0.000907117j -0.000626424+7.59959e-05j -0.00109194+0.000172466j 6.82711e-06+0.000581001j 0.000716915-0.000933661j -0.00145154+0.000351355j -0.000584051+0.00027188j -0.001453+7.39511e-05j -0.00168623+0.000152146j -0.000663749-0.000952062j 0.00259617+0.000673086j 0.00162988+0.000935557j 0.000702834+0.00046956j -0.00122575+0.00020375j -4.02445e-05-0.000189037j 0.00087887+0.000562623j 0.000590638-0.000143828j -0.000460421-0.000925218j 
0.00105062-0.00170394j -0.000111566+0.000231248j -0.00084345-0.00114021j -0.00117571+0.000592335j -0.000348848-0.00239843j 0.00502241-0.00876217j -0.00162945-0.00384173j -0.00348357+0.0043609j 0.000964567-0.00837434j -0.000762992+0.00881502j -0.00199281+0.00688236j 0.00934977-0.00864372j 0.00245284+0.00228207j 0.0122984-0.0117298j -0.0181718+0.0129788j 0.00409831+0.0187332j 0.0117504+0.0113076j 0.013047-0.00569342j 0.00474099+0.00199051j 0.00996841+0.000815359j -0.00215731-0.00212399j -0.0131891-0.000917643j -0.00170906+0.00983729j 0.0121964-0.00873758j -0.00733702-0.00970294j 0.0022943-0.0055485j -0.00196384-0.0169492j 0.000384373+0.00714893j -0.00506339-0.00347081j 0.0066424+0.00767031j 0.00374556-0.006127j 0.000671638-0.00162451j 0.00652541-0.00175847j -0.00160005+0.000743858j 0.0050297+0.00332269j -0.00200995+0.000109298j 0.000320805-0.00323436j -0.00331362-0.000373238j 0.00125155-0.000136254j 0.000790168-0.00545398j 0.000627227+0.00287969j -0.00124653+0.0035348j 0.00248287-0.00228046j 0.00319114-0.00203051j 0.000943052-0.00164953j 0.00220595-0.000995386j 0.0018304-0.000339066j -7.6366e-05-0.00105152j -0.00243073-7.04424e-05j 7.38575e-05-0.00152373j 0.00195813-0.00244929j 0.00261497-0.00101324j 0.00204397-0.00019291j 0.00030364-0.00190196j -0.00255053+0.000335296j 0.00101108+0.000868154j 
-0.000763409-0.000611718j -0.00286837-2.26159e-05j 0.00141037-0.00134077j 0.00387244-0.00178913j 0.0035069+0.00287277j 0.00194898-0.00133579j 0.00296291-0.00340419j 0.00252436-0.00625491j -0.00461005-0.00159628j -0.00241232-0.00737979j -0.00603038+0.0132539j 0.00175405-0.0148269j 0.00048102+0.00280219j 0.00714595-0.00190798j -0.00480228+0.0147414j -0.00152164+0.00451478j 0.011213+0.00419827j 4.3963e-05-0.00368612j -0.00515638-0.00719509j 0.000751913+0.00383425j 0.00444396+0.00569558j -0.00407893+0.00606561j 0.000867078-0.00982564j 0.000984679-0.00758914j -0.000668859+0.0125936j 0.00335979-0.00150533j 0.00460216+0.00489942j 0.001366+0.000696655j -0.00477809+0.00300078j 0.0079563-0.011095j 0.00671906-0.00309554j -0.00558965+0.000608218j 0.000460354+0.00845996j 0.000394603+0.00335238j 0.000975115-0.00348231j -0.00455375-0.0024453j 0.00804445-0.00646078j 0.00114627-0.0020408j -0.00111357-0.000516396j -0.0103334-0.0013503j -0.000976423+4.87882e-06j -0.00228346+0.00544344j -0.00077564-0.000596249j -0.00334381-0.000977397j -0.00320413-0.000503196j 0.000315552-0.000109913j -0.00645677+0.00547022j 0.00258615-0.00615262j 0.00208624+0.00442127j 0.000840061+0.00290876j -0.00236697+0.00239028j -0.000793167+0.00261887j -0.00103768-0.00307614j 0.000509526+0.00235052j 0.00157772-0.00180792j -0.000825491-0.00243916j 
-0.000701418+0.00034464j 0.00294216+0.000947488j -0.00199055+0.0015296j -0.00268387+0.00120518j -0.00156582-0.00118647j 0.00322619-0.00276155j -0.0024029-0.00475159j -0.00316866+0.00991631j 0.00087178-0.00258346j 0.000256465-0.00151121j -0.0122808-0.0071418j 0.00436922-0.0153021j -0.0102954-0.00525808j -0.00141146-0.00200664j -0.00383901-0.00322048j -0.00794751-0.0107073j -0.00212182+0.00176995j -0.00179586-0.00948976j 0.00497546-0.00758257j 0.00418475-0.0079762j -0.00261432+0.00604335j -0.00206605+0.00817259j -0.000707874-0.00557793j 0.01451+0.0022503j -0.0017836-0.00177418j 0.00559576+0.000967205j 0.00617428+0.0202537j 0.0033779+0.00124993j 0.00277545+0.00520574j 0.0059916-0.000176739j 0.00504803+0.005358j -0.00204809-0.00999026j -0.00558072-0.00277096j 0.000676744+0.00146989j 0.00372779-0.00317293j -0.000690805-0.00396393j 0.004322+0.00611039j 0.00175992+0.00108592j -0.00323987-0.00280021j 0.00201049-0.00915509j 0.000294685-0.00438653j -0.00409328+0.0032831j 0.00232173-0.00269999j 0.00295836+0.000106846j 0.0010296+0.000132981j 0.00272794+0.00288549j -0.000806043-0.00214796j 0.00257519-0.00165222j -0.00410465-0.000500796j -0.000745239+0.000371139j -0.000307645-0.00134097j -0.000340535-0.00299567j 0.00277796+1.33687e-06j -0.00228585-0.00303561j -0.00142627+0.00372967j 0.000951596+0.00103232j 
-0.00580901-0.000585978j -0.0043815-0.00202092j -0.00282411-0.00226444j -0.00249343+0.000508104j 0.00987302+0.00232283j -0.00221969-0.000462765j -0.00523259+0.00347202j 0.00923209-0.0117303j -0.00161709-0.00680043j -0.00365206-0.00379373j -0.0152082+0.00433713j -0.00633696+0.00268021j 0.00110246+0.00447377j -0.00521069+7.38221e-05j -0.0121073+0.00721691j -0.0140652+0.0100376j 0.000153023+0.00236107j -0.00696716+0.0070998j -0.0110757-0.00129511j -0.00759682+0.00368656j 0.00303198+0.0014437j 0.00635044-1.99248e-05j -0.00149805+0.0021843j 0.00214126-0.00339972j -0.001324+0.00416976j 0.000260904+0.000295287j 0.0122453+0.000846719j -0.000457383-0.00139377j -0.00342358-0.00389319j 0.00274899-2.50973e-05j 0.00324151+0.00182606j -4.01756e-05-0.000555168j -0.000667081-0.000356989j -0.00118273-0.00323008j -0.00274245-0.00245302j 0.00177096+0.00131236j 0.00580897+0.00420794j 9.62365e-05+0.00109718j 0.00271607+0.00193128j -0.00205936-0.00151853j -0.00476411+0.00332005j 0.000344349-0.00422219j -0.00265172-0.000672837j -0.00173221-0.0011753j -0.00141024-0.00456244j 0.000651735+0.00107788j -0.00182042-0.00361042j -0.0008339+0.00103216j 0.00106422-0.002061j -0.000643933+0.00153294j 0.000351822-0.00249357j -0.00198643-0.00342923j -0.00264115+0.00169547j 0.00223897-0.00151132j 0.000687179-0.00081071j 0.000350841-0.00263207j 
-0.00201154+0.000684234j 0.00258819+0.00111216j -0.00129471-0.0032775j 0.0117449-0.00612725j 0.00344776-0.00431591j 0.00993616-0.0064695j -0.00163505+0.0107758j 0.00546774+0.000406681j -0.00461556+0.00241835j 0.0159463+0.00195485j -0.00332231-0.0107985j 0.0127376+0.000340939j 0.00523155+0.00306989j 0.00803662-0.00165895j -0.00743753-0.00589982j -0.002805-0.0103881j -0.00465864+0.00486248j 0.00351268-0.00330127j 0.0052792-0.00779418j -0.0027937-0.0023158j -0.00606752+0.00301052j -0.00169722-0.00467658j 0.00422304+0.00290328j 0.0078863-0.00254929j -0.00560896-0.00163098j 0.00255066+0.000196924j -0.010789+0.00109572j -0.00223292-0.0036547j -0.00444173-0.00770372j 0.00722199+0.00724575j -0.00154356+0.00596616j 0.00432146+0.000342339j 0.00207709-0.00188976j 0.00551675-0.00170191j 0.000390401+0.0026853j 0.0058995+0.00451554j -0.00117624+0.00666636j -0.000727957+0.000283076j 0.00221825-0.000154307j 0.00530393-0.00289077j -0.00107059-0.00160399j 0.00106396-0.00368756j 0.00182957-0.0021552j -0.00148534-0.00134602j 0.00148248-0.000366535j -0.00732427-0.000674253j -0.00182695-0.00572895j -0.00230461+0.00343585j 0.00629044-0.00208385j 0.00118895-0.00221849j 0.00583225-0.00110459j 0.00105386-0.00317824j -0.00158833+0.00253203j 0.00412627+0.000164242j 0.000551577+0.00183029j -0.00132352-0.000353841j 
-0.00454169-0.0050272j -0.000717064-0.00133762j -0.00808574+0.00279359j -0.00897726+0.00299713j 0.00482617+0.00462956j 0.00398241+0.00592523j -0.0107236+0.00217196j 0.00258759-0.00791735j 0.00304427-0.0130778j -0.0101419-0.00174354j -0.0122602-0.00077278j -0.000522595+0.00598394j -0.00278606-0.00836876j -0.00562592-0.00214038j -0.00690624+0.0090259j -0.000507962+0.00341995j 0.00553525-0.000853647j 0.000806944+0.00410251j 0.00536183-0.00021424j 0.00702836+0.00405203j -0.00484925-0.00188268j -0.00199712+0.00142491j 0.00149946-0.0022357j 0.000270598+0.00705187j -0.00200942+0.00308039j -0.00289699+0.00406399j -0.00816092+0.00186376j 0.00486729+0.00501797j -0.000357574+0.00608193j 0.00475976-0.00245934j -0.00575989-0.00183581j 0.00280761-0.000766057j -0.00285777-0.00147303j -0.000352567+0.000625985j 0.0021548-0.000489825j -0.000118459-0.000967065j -0.00432657+0.000962522j -0.00211713+0.00237774j 0.00248475-0.00179612j 0.00373307+0.00200739j 0.00214429+0.00283371j 0.000178198-0.00112515j 0.000370476+0.00188194j 0.00219079+0.00127408j -0.00111046-0.000451141j 0.00304158+0.000379462j 0.00402397-0.000253139j -2.20665e-05+0.000564316j -0.00383647-0.000145413j -0.00027353+0.00270247j -0.00180819-0.000730833j 3.16371e-05-0.000804689j 0.00144557-0.000337943j -0.000991258-0.00190833j -0.00341478-0.000490072j 0.0020157-0.000577482j 
0.00285719-0.00211014j 0.00536421+0.00512728j -0.00808221+0.00527009j 0.00489172-0.00219723j -0.0122312-0.000813862j 0.0118313+0.00192596j -0.00601288+0.0100573j -2.72457e-05+0.000525848j -0.00419967-0.00227543j -0.000889683+0.00569396j -0.0058872+0.00767219j 0.00505239+0.00315034j -0.00511822-0.00602649j -0.00671164+0.00253879j 0.00610435+0.000819369j -0.000780897-0.000861414j 0.00432777-0.000964043j 0.00292486+0.0022346j 0.000117895+0.00179197j 0.00996853+0.00161992j 0.0004978-0.00306378j 0.00694803-0.00647506j -0.00493093+0.000878279j 0.00274337+0.00150725j 0.00025302-0.00078687j -0.00462905-6.65314e-06j 0.00991695-0.00406652j 0.0037593+0.00265981j 0.00402021+0.00579664j 0.000456899-0.00342249j 0.000223225-0.00153093j -0.00107882-0.00155496j -0.00222991+0.00167183j 0.0014197+0.00299513j -0.00261529+0.00229177j 0.00261205-0.00109595j 0.00336764-0.00537065j -0.00112976-0.00133162j 0.000752305-0.00482659j 0.000610421+0.00197051j 0.00145238-0.00122346j -0.000178744+0.00358084j 0.00294245+0.000372887j 0.000797302+0.00245604j -0.000943532+0.00459316j 0.00124851-0.00115547j -0.000231257+0.00324306j -0.00333044-0.00142112j -0.00253921+0.00138264j 0.000120065-0.000486172j -0.00162728+0.00277567j -0.00153444+0.00254562j 0.00367942-0.00214482j -0.00338809-0.000245525j -0.00268574+0.0014079j -0.000391658+0.000715473j 
0.00557648+0.00220755j -0.00513583-4.32942e-06j 0.00558999+0.00177787j -0.00732394+0.00225591j -0.00578573+0.00677839j -0.0157375+0.00215975j 0.0041421-0.00973704j -0.00327792+0.00724349j 0.00655081-0.00219981j -0.000829593+0.00157614j 0.0107-0.00238544j -0.00731858-0.0026023j -0.00101761+0.00509936j -0.0024283-0.00363364j 0.00452547-0.00553259j 0.00685179-0.00426289j -0.000816494-0.00225899j -0.00344067-0.00374772j 0.00173424+0.00135972j -0.00252028-0.0074121j -0.00173739+0.00240291j -0.00411549+0.00956162j 0.00393642-6.92861e-05j -0.00653839+0.000867849j -0.00177943-0.0104402j -0.00146011-0.00284357j -0.00586026+0.0031086j 0.00103242-0.000335449j 0.00319839-0.00414452j 0.000117872+0.00112928j -0.0015961-0.00157414j 0.000715681-0.000734983j -0.00337522-0.000473497j -0.000893863-0.00233245j 0.00323395-0.002871j -0.000395599-0.00396174j -0.00375311+0.00381818j 0.00126989-0.00093349j -0.00145275+0.00177511j -0.00108927-0.0043616j 0.00468923-0.000673188j -0.00239987+0.0020075j 0.00108681-0.00120913j -0.00144994+0.000565924j 0.00351397-0.00176368j 0.0029382+0.000357191j 0.00193268-0.000646423j 0.00452048-0.00215936j -0.000458699-0.000715991j -0.00162057-0.00211879j -0.00530746+0.000419147j -0.000942171+0.00167911j 0.0020068+0.00100835j -3.14209e-05-0.00022031j -0.000773914-0.000748094j 0.00171191+0.00196344j 
-0.00656748-0.00178393j 0.00627287+0.000427298j -0.00518731-9.40178e-06j -0.000598415-0.00106868j 0.0013184+0.00223953j 0.00723919+0.011364j -0.00182171-0.00026773j 0.0077338-0.00590378j 0.000468431-0.0100407j 0.00646455+0.00502751j -0.00423647-0.00804309j -0.0121429-0.00407493j 0.000390191+0.00818366j -0.00444181+0.00168211j 0.00215164-0.00420622j -0.00221717-0.000961656j -0.00329452-0.000407321j -0.006706+0.0021993j -0.00659709+0.00577286j -0.00483746-0.0046571j -0.000774788+0.00195379j -0.00455106+0.00401926j 0.00407316-0.0003504j -0.00972618-0.00239857j 0.00325846-0.0069449j -0.00186536-0.00216604j -5.73829e-05-0.0054803j 0.00509989-0.00332109j 0.00272002-0.00617776j -0.0013605-3.35347e-05j -0.000135115-0.00160294j -0.000363514+0.00123496j -0.00126388+0.00328846j 0.004273+0.00195765j -0.000525124-0.00429071j 0.0047011-0.000907487j -0.000301838+0.00140398j 0.00103907-0.000498387j -0.00377876+0.00228041j -0.00127501-0.000157397j 0.000681279-0.000275287j -8.41311e-05+0.00210846j -0.000678745-0.0025215j -0.00235815+0.00213874j 0.00317489-0.00191191j 4.00466e-05-0.00351189j -0.00064427-0.00188595j 0.00255295-0.00190053j 0.00236793-0.000883065j 0.00140121-0.000219079j -0.00439899+0.00293267j -0.00155412-0.000649135j -0.00411235+0.000991419j -5.62967e-05+9.30681e-05j 0.00163624+0.000374168j -0.00362389-0.000624806j 
