-0.00612315-0.00186665j -0.000968774+0.00278387j -0.0165723-0.00671712j 0.0102537-0.00284961j -0.0316407-0.00543255j -0.0133378+0.00206361j -0.00700167-0.000480762j -0.0144005+0.00320599j 0.0119699+0.0023302j -0.000270423+0.000395813j 0.0110546-0.00237529j -0.00596309+0.00179525j 4.25545e-05-0.000944854j 0.00809799-0.00242892j -0.00879813+0.00235882j 0.00044886-7.22363e-05j 0.00011125+0.000176455j -0.00352151+0.000920857j 0.00388389-0.000696478j 0.00177721-0.00217277j 0.000933595+0.000239237j 0.00431391-0.00162858j 0.00352852-0.00130425j 0.0042221-0.00208633j 0.00794181-0.00408577j 0.00278195-0.00146267j 0.00143765-0.000688862j 0.0017663-0.0012466j -0.000645833+0.000268211j 0.00114308-0.000372826j 0.000758331-0.000368843j 0.000119218-0.000407041j 0.00153759-0.00041006j -0.00519507+0.00189063j 0.000925739-0.000912616j 0.00148081-0.00013406j -0.00402799+0.00366123j -0.000176611+0.000976266j -0.00130899+0.00155825j -0.00289167+0.00316404j -0.00135519+0.00154895j 0.000589231-0.000123152j 0.000754524-0.00149794j -0.0019367+0.00160457j -0.00181761+0.00268313j 7.02421e-05-0.00244271j 0.0013701+0.000752558j 0.000789842+0.00242565j 0.00391365+0.00127464j 0.00217399+6.59103e-05j -0.00320903+0.000649097j 0.00286241-0.0026112j -0.00234958-0.00211918j -0.00359306+0.00212453j 0.00100741+0.0017568j -0.00267295+0.00123442j 
0.00235551-0.00113968j -0.000676683+0.00258885j 0.00352696-0.0010944j 0.000153522+0.000139598j 0.00090968+1.68462e-05j -0.000561133-0.000195794j 0.00355483-0.00037206j -9.22946e-05-0.000242313j 0.00196404+0.00161157j 0.00818835+0.000396602j 0.00265653+0.0023111j 0.000404946+0.000437633j 0.00206609+0.0025693j 0.00415634-0.00267503j 0.00348349-0.00105003j -0.00445897+0.00110716j -0.00208168+8.70985e-05j -0.00666435+0.00455875j 0.00403941+0.00112784j 0.00151006+0.00348352j -0.000611117+0.000195884j 0.0058691-0.000693873j -0.00522547+0.00375327j 0.00762094-0.00229146j -0.00628212-0.0019389j -0.00272701-0.00206304j 0.00259327-0.00139334j 0.00239835-0.00418342j -0.00382703+0.00432529j -0.000718042+0.00139839j -0.00237435+0.0013341j 0.00636428-0.00507698j -0.000357174+0.00286525j -0.00356011+0.00514313j 0.00318682-0.00124209j -0.0020711+0.00190201j 0.00381538-0.000386406j -0.000895602+0.00164147j -0.00456269+0.00448059j -0.000267751-0.00119612j 0.00308214+0.000318938j -0.0017881+8.11302e-05j 0.00410242-0.00294466j 0.00372969-0.00144081j -0.00301547-0.00134893j 0.00258401-0.00200718j 3.24006e-05+0.00231889j 0.00325533-0.00174925j 0.00376559-0.00215645j -0.00105512-0.00205065j 0.00217891+0.000300226j 0.000701045-0.00247702j -3.72252e-05+0.00340256j 0.000366578+0.00123972j -0.00120497-0.00280492j -0.00131178+0.00052905j 
-0.00024485+0.000360747j -0.00062816+0.00273583j -0.00140575-0.000661638j 0.00209913-0.00129197j -0.00158007+0.000772478j 0.00431809-0.00492385j -0.00165635+0.00203659j -0.00208462+0.00489204j -0.00128268+0.00357132j -0.00235467+0.00357778j -0.00062885+0.00119555j -0.000847664+0.00036958j -0.00341438+0.00671002j -0.0023627-0.00115476j -3.39329e-05-0.00152635j -0.000844042-0.000230517j 0.00272769-0.00321116j 0.00422684+0.000613648j 0.000524748+0.00132074j 0.00259768+0.00220071j -0.000481195+0.00668462j -0.000495056-0.00175886j 0.00264838+0.00102927j -0.00390655+0.00730545j -0.0010763-0.00436925j 0.00106193-0.00217907j 0.000313265-0.00488603j -0.00276735-0.00324697j 0.00225625-0.00455006j 0.00187547-0.00463641j 0.00110753+0.000894427j 0.000265281+0.00363109j 0.000701752-0.00244822j 0.000567061-0.00102553j -0.000387619+0.00171163j -7.55034e-06+0.00347697j 0.00165197+0.00119528j -0.00275791-0.00144771j -0.000653048-0.00241518j 0.000451356-0.000855536j 0.000807037+0.00681567j 0.00031494-0.00138228j 0.00239637+0.00624179j 0.000726279-3.14852e-06j -0.00119462-0.00338891j 0.000357312+0.000480608j -0.0023401-0.00534608j 0.000832389+0.00240914j -9.82448e-05+0.00481488j 0.00214568-0.000911615j 0.00172888+0.00773143j -0.000733689+0.00359263j 0.00223631+0.000293197j 0.000609553-0.00228513j -0.000971208-0.00142361j -0.000901726-0.00160404j 
-0.000391273+0.000332795j 0.00455386-0.00176713j -0.00283679+0.00165346j 0.00240914-0.000692187j 0.000177934-0.00146672j 0.00205954+0.000275905j 0.000481454+0.000129325j -0.000335987-0.000432986j 0.00130185-0.00211511j 0.000799511-0.000139283j 0.00303744-0.00113696j 0.00109275+0.00082351j 0.00305653-0.00195841j -0.00455965+0.00199047j -0.000597948+0.0022585j -0.000321462-0.00065341j 0.000488893+0.000271745j 0.00194705-0.00157444j 0.00164491+0.000476049j 0.00394409-0.00344499j 0.000416081-0.00193517j 0.000464493-0.00400863j 0.0017067-0.00343509j -5.16733e-05+0.000647112j -0.0034495+0.00404639j -0.000759252+0.00263712j 0.00296633+0.000830378j -0.000767826+0.00419389j 0.000673004-0.00250839j 0.00261012-0.00298779j -0.00131765-0.000369159j 0.0013213+0.00350962j 0.00120401-0.00338524j 0.00260344-0.00053871j 6.57867e-05-0.00252396j -0.000505148+0.00159665j -0.00040732-0.00200803j -0.000952281+0.00220974j -0.000555057+0.000199401j -8.60434e-05+5.30005e-05j -0.0013793-0.00139307j -0.00119244+0.00194433j 0.000185131-0.00262104j 0.00097542-0.00386537j 0.00137424+0.00182326j 0.00113633+0.000700243j 0.000327205-0.000426123j 0.00175316-0.000787861j -0.000125629-0.0015784j -0.00202008+0.000894369j 0.000328217-0.00198665j -0.00139862+0.00333856j 0.00167438-0.00424531j 0.00164783-0.00188533j -0.00097117+0.00346252j -0.00141115+0.00153632j 
-0.00110658-0.000106711j 0.00260566-0.00192925j -0.000973567+0.00176254j 0.0028928-0.00283742j 0.00063064-0.0003054j 0.00329455-0.00150516j 0.000290581+0.00160965j -0.00411519+0.000126402j -0.00163579-0.000160475j 0.000352425+0.00313982j 0.00187635+0.00118523j 0.000542332-0.000204006j -0.00145856+0.000387752j -0.00174301+0.002643j 0.00161712+0.0025535j -0.0015412-0.00239015j 0.000547987-0.000565972j -0.000678483+0.000339503j 0.00126172+0.0023823j 0.000736696-0.00087857j -0.00227612+0.00169397j 0.00291097-0.00215851j -0.00179421-0.00497845j -2.99457e-05+0.00477659j -0.00259725+0.000797988j 0.000838765-0.0014028j 0.00491764-0.000751209j 0.00170948+0.00213262j -8.13847e-05-0.00384668j 0.00304211-0.00442814j -0.00178759-0.000601365j 0.000506843+0.0051076j -0.00106164-0.00519107j -0.00133064-0.000954204j -0.000850799-0.00238784j -0.000216097+0.00282079j 0.000383856+0.000649767j -0.00116693+0.0011792j -0.0032-0.00187213j 0.0014661-0.000658731j -0.00167607+0.00246299j 0.00113896+0.00171859j -0.00159008+0.0015398j 0.00263546-0.00183623j 0.00232444-0.00125527j 0.00269826+0.00122662j 0.00177511-0.002902j 0.00170837-0.000542425j 0.000972281+0.000302677j -0.000340937+0.0015055j -0.000676542+0.00298835j -0.000770041+0.00418636j 0.000439322-0.00382628j -0.000698419-0.00350646j -0.000559939+0.00256435j 0.000204343+0.00176514j 
0.00112556-0.00121488j 0.00192484-0.00023812j 0.00202945+0.00138847j -0.00323444+0.00116339j 0.000423739+0.00300695j 0.00109717+0.000129926j 0.00041187+0.00247489j -0.000430872-0.00380582j 0.00286887+0.000709333j 0.0011761+0.00470853j 0.00337864+0.00080151j -0.000776442+0.000169083j 0.00134126-0.00121886j 0.000454432+0.00227767j 0.00175756+0.00324407j -0.00211895-0.00184758j -0.00045792-0.00315058j -0.00328886-0.0070393j 0.000896114+0.000435111j -0.000318286+0.00177863j 0.00176328-0.00418285j 0.00549143+0.00872587j -0.00445881-0.00442259j 0.00298259+0.00554952j -0.00340846-0.00254935j -0.00217395+0.00189226j 0.00342121+0.00198433j 0.00168966+0.00294362j -0.00130715-0.00120858j 0.000182967+0.000507291j -0.00260454-0.00199513j -0.00177399+0.00130333j -0.00170851+0.00093088j -0.004957-0.00141433j 0.00193673+0.00141682j -0.00157613+0.000348489j 0.000844173-7.31863e-06j -0.00160764+0.00138893j -0.00496531-0.00249149j 0.00119303+0.000719518j 0.000913646-0.000599252j 0.000686743+0.000680104j 0.000945345-0.000246401j 0.0049046+0.00137451j -0.000594806+0.00230497j 0.00301327-0.00104826j 0.0027731+0.00140249j 0.00143427+0.00266988j 0.00473215-0.000325416j -0.000481986-0.000734501j 0.000443269+0.00151671j -3.85232e-05-0.00204891j -0.000219613-0.00144006j -0.00255425+0.00149797j -0.00200681+0.000711207j 3.42959e-05+0.00155414j 
0.00264106-0.00329708j 0.00297433+0.00105083j 0.000541092-0.00257622j -0.00218405-0.00170703j -0.00298573+0.000317817j 0.00483328-0.00171026j -0.00116168-0.00198923j 0.000577781-0.000125319j 0.000847036+0.000717474j -0.00230885-0.0051305j 0.00497989-0.0011731j -0.000570018-0.000854515j 0.000176043-0.000520802j -0.00190109-0.00389461j 0.00170558-0.0021087j -0.00155395+0.00380095j 0.00305768-0.00108669j 0.00501642+0.00376657j 0.00481143-0.00436172j 0.000956536+0.00110934j 0.00197075-0.000170756j -0.00335984+0.00112261j 0.00218628+0.0042677j -0.0049287-0.00115288j 0.000408017+0.00135644j -0.00456892+0.00423258j 0.00298587-0.0051408j -0.00236154-0.00506652j 0.00401294+0.00353624j 0.00126359-0.00152537j 0.00182781+0.000482084j -0.00304003-0.00803178j 0.0016592+0.000585574j 0.0038285+0.00236881j -0.00186649-0.000791437j 0.000445808+0.00397648j 0.0015462-0.00334938j -0.000129492+0.000960817j 0.0025756+0.00119125j -0.000460748+0.000613724j -0.000578442+0.00150302j 0.000970089+0.00295417j -0.00226834-0.00121899j 0.000227343-0.00104085j -0.00299786+0.00223678j 0.0029458-0.00422496j 0.0027701-0.00037396j -0.00281678+0.000516887j -0.00133059+0.000127936j -0.00100891+0.00129289j -0.00222506+0.00430308j -0.00101278-0.00170401j 0.00299497-1.79218e-05j -0.000586003-0.000203676j -0.00235724-0.000751721j -0.000348564+0.00397849j 
0.000781207-0.00252884j -0.000359453-0.00196641j 0.000552851+0.00104147j 0.00620337-0.000314607j 0.000965012+0.00151508j -0.00261887-0.00457948j 0.00150257-1.11113e-05j 0.000846562-0.00100075j -0.00127804-0.00188086j 0.00120982+4.95757e-05j -0.0052532-0.00287365j 0.00263845+0.00037275j -0.000567029-0.000719963j 0.000995214+0.0016123j -0.00191798-0.0030635j 0.00212243+0.00209263j -0.00470295-4.87173e-06j -0.00924215-0.000406611j -0.00451144-0.00224444j 0.00109039-0.00396792j -0.00353075+0.00115702j 0.00200334-0.00425763j 0.00159293-0.00139545j 0.00322542+0.000157662j -0.00124899+0.00220991j 0.00895727-0.000597073j -0.00627599-0.00371378j -0.000455122-0.0012816j -0.00259681-0.000479114j -0.00305344-0.00251086j 0.000628662-0.000497663j 0.00142116-0.00120628j 0.00283179-0.00316214j -0.000741688-0.0017389j 0.00283691-0.00298882j 0.00147094+0.00273748j -0.00281899-0.00118304j -3.02245e-05+0.00277322j 0.00101396+0.00167363j 0.000454326+0.000275419j 0.00215954+0.00172511j -0.000964944+0.00268147j 0.00114936-0.00405149j -0.00459255-0.00112336j 0.00148306+0.000703149j -0.00543477+0.000537686j -0.00297767+0.000949245j 0.00497533-0.00349499j 0.00142715+0.000493532j 0.000412582-0.000277397j 0.00296592+0.00148674j -0.000315744+0.00288297j -0.000590509-0.000983723j 0.00337472-0.00401727j 0.00267095-0.000772797j -0.000311575+0.00448692j 
0.00130968+0.00120692j -0.00182585+0.00208296j -0.000738961-0.000134675j -0.00127931+0.00231656j -0.000312799+0.00112607j -0.00513566-0.00121548j 0.000671976+0.000213144j 0.00500946+0.00184407j 0.00174819+0.00135254j -0.00050271+0.00177112j -0.00207437-3.32801e-05j -7.06588e-06+0.00113794j 0.00306335+0.00366149j 0.00121249-0.000741114j -0.00262032-0.00240321j 0.00218799+5.44818e-05j -0.00230343-0.0017796j 0.00156889-0.00406379j -0.00156785-0.00070589j 0.000584673+0.000556984j 0.00409158+0.000205838j -0.00321916+0.00255075j 0.00328152+0.00162899j 0.00231977+0.000746909j -0.000924941-0.0032474j 0.000352258+0.000426275j -0.00737721+0.000650548j -0.00321139-5.50042e-05j -0.00304149+4.84338e-05j -0.00415398+0.00193238j 0.00173912-0.0015305j 0.000266292-0.000215153j -0.000872908+0.00320805j 0.000702153-0.00140375j 0.00165013+0.0034579j 0.0014805-0.00353904j 0.000553663+5.93424e-05j -0.00107325-0.000842226j 0.000486212+0.000506205j -0.000888956-0.000745947j 0.00451437-0.000495256j -0.00205892-0.00304775j 0.00527356+0.00139885j -0.00180837+0.00215685j -0.00295673-0.000257542j -0.003397-0.00019725j -0.00544742+0.0018129j 0.000827639+0.00196096j 0.00122515+0.00201556j 0.00136869-0.00183846j 0.00395934-0.000886885j 0.00160982-0.00192221j -0.000540209+0.00241904j 0.000452486+0.00288135j 0.000602727-0.00206108j -0.00158716-0.00268997j 
-0.000909564-0.00359436j -0.000725919+0.000631696j 0.00125149-0.00204352j -0.000794893+0.000748316j 0.00205352+0.00423526j -0.00450097-0.00167773j 0.000941399-0.000715101j -0.000149831-0.00373598j 0.000836016-0.000202023j 5.14357e-05-0.00043867j -0.00280055-0.000885775j 0.000453921-0.000331708j -0.000641335-0.000528519j 0.001434-0.00202587j -0.00113331-0.00270641j 0.00210572+0.0023417j -0.00427184-0.00105818j -0.0047832-0.00057356j -0.0044107-0.00419582j -0.00191876+0.00058509j -0.00123543+0.000133321j 0.00462579+0.0050552j 0.000415797+0.000424668j 0.00351049-0.000649548j -0.000302402-0.000220677j 0.00346-0.000718226j -0.00538041-0.000444255j -0.0027715-0.00225202j 0.000825888+0.0027774j -0.00276354+0.0030608j 0.000792928-0.000326836j -0.00489805-0.00565105j 0.00180355+0.00174679j -0.00168029-0.00109373j 0.00232246-7.03643e-05j 0.00315529+0.000118051j -0.00250295-0.000647439j 0.00173997+0.000208956j -0.000547573+0.00108712j -0.000152601+0.000544423j 0.00359527-0.000737592j 0.00267766+0.00011071j -0.000857308-0.00237958j 0.000569119+0.00229808j 0.000257887+0.00145267j -0.00290242-0.00186683j 0.00180303+0.00279719j 0.00102887-0.000841933j 0.00226118-0.000328712j 6.94077e-06-0.000259847j 0.00364213+0.000229075j -0.000353239-0.0027052j 7.15899e-05+0.00166188j -0.000963321+7.11774e-05j -0.00161609-0.00293847j 0.00388968+0.00131725j 
0.000161067-0.00131257j 0.00538236-0.000201816j -0.00146237+5.14599e-05j -0.00379836-0.0043959j -0.000929794-0.00136175j -0.00376826-0.00179778j 0.000965029-0.000281212j 0.00483903+0.00270384j 0.00309068+0.00112045j -0.00083923-0.000710542j 0.00420389+0.00140239j -0.000245651-0.000100432j 0.00802235+0.0020695j -0.00353662-0.000667376j -0.00317831+0.00142665j -4.6908e-06+0.000546847j -0.000214779-0.000204748j 0.00878216+0.00234032j 0.00415809+0.000101967j 0.00160685-0.00158825j 0.00980353-0.00129915j -0.00775067-0.00123117j 0.0044312-0.00140446j 0.00186321+0.00209519j -0.00189958+0.00301452j -0.00705512+0.000310283j -0.00342598+0.00129309j -0.006378+0.00260701j -0.00115562+0.000130724j -0.00263686-0.00256431j 0.00196909-0.00342291j -0.00124104+0.000788047j -0.00399952-0.00213961j 0.00348006+0.000979665j -0.00241342-0.000535947j 0.0040864-0.0007309j 0.0022972-0.00282002j -0.000399365+0.00335794j 0.00089464-0.00011281j -0.00120915-0.000386265j 0.00513145-0.00244759j -0.000291432+0.00166148j 0.00292212-0.00128805j -0.000391558-0.000354606j -0.00392309+0.00316578j 0.00279505+0.000162505j -0.00364793+0.00170579j -0.00199705-0.000599994j 0.00184438-0.000825006j -0.00163659-0.00034875j 0.00575724-0.000768254j 0.00302725+0.000816179j 0.0022898-0.0036315j -0.00315866-0.000835541j -0.00318476+0.00234756j -0.00068529+0.00270231j 
0.00102119+0.00208439j -0.00304576+0.00171075j 0.00153958-0.00136802j -0.00315471-0.000625128j -0.00108866+0.000265727j 0.000279391-0.00260041j 0.000480472+0.00101505j 9.87492e-06+0.00406777j 0.000472336+0.00300867j 0.000509361-0.00075969j 0.000311998+0.000592366j -0.00112448-3.36555e-05j -0.00201084+0.00385191j 0.00255487-0.000857379j 0.00214218-0.00258468j -0.00182321+0.00122881j 0.00145654-0.00229461j 0.00229078+0.00092445j 0.00228286-0.000169428j -0.000999023+0.00242771j 0.00133832+0.00408372j -0.00212519-9.88942e-05j -0.00297+0.00505802j 0.000665729+0.000743678j 0.00131127-0.00236851j -0.00320034-0.0014661j 0.000327107-0.00482824j 0.000765758-0.00429894j -0.0013032-0.000764699j -0.00136818-0.00123424j 0.00139134+0.00254995j 0.00202896-0.00220607j -0.00319867+0.00262988j -0.000282574+0.00173987j -0.00160959+0.00290776j 0.00160988+0.000351528j 0.00158868+0.00168006j 6.069e-05-0.00180921j -0.0018954+0.00126431j 7.04242e-05-0.000930427j 0.00140411+0.00368639j 0.00131122-0.00276073j 0.000855833+0.00467396j -0.000284075+1.55241e-05j -0.00206357-0.00342022j 0.00141433-0.00235981j -0.0015419-0.00278155j -0.0018735+0.00100825j -0.000936739+0.00114675j 0.00149997-2.06353e-05j -0.000104898+0.00307817j 0.00241696-0.000999766j -0.00163398+0.00268837j -0.00294959+0.00182405j 0.00114118-0.00194029j 0.000501233-0.00285242j 
0.00435309+0.000248178j -0.00186913+0.00055864j 0.00106617+0.00120875j -0.000772659+0.00152106j -0.00395308+0.00122953j 0.00343189+0.00209545j -0.00157683-0.000180141j 0.00306854-0.0039791j -0.000363827-0.000270268j -0.000672211-0.000421254j 0.00119642-0.000799004j -0.000827286+0.000228575j -0.000271542-0.00391986j 0.00170679+4.13655e-05j 0.00202868+0.00171105j -0.00192885-0.00021318j 0.00317626-0.00113624j 0.0013336-0.00596619j 0.00373978-0.00220428j -0.00231415+1.21776e-05j -0.00202836-0.00418347j -0.00545055+0.00891956j -0.000596526-0.000355634j -0.00387101-0.000175743j 0.00180929-0.00219166j 0.000108455+0.0039577j 0.00373032+0.000832032j 0.00449192-0.000432694j -0.00100122+0.003555j -0.00039114+0.00212756j -0.00160159+0.000296458j 0.00436306-0.00518811j -8.16861e-05+0.00425858j 0.00110577-0.00247234j -1.10601e-05+0.00304529j -0.00419003-0.000232878j 0.00041024-0.000705663j 9.922e-05-0.000921267j 0.000806851-0.00193226j -0.000532169+0.00043709j -0.00340529+0.000227379j -0.00142039+0.00210718j 0.000169738-0.00133078j -0.000253774+0.00308934j -0.00054048+0.00059487j 0.00184761-0.000925725j 0.000745039+0.00386027j -0.000795228+0.00223119j -0.00182005+0.00207702j 0.000284447-0.000162371j -0.00538082-7.00284e-05j 0.000920845-0.0028162j -0.00132231+0.00177293j 0.00100974+0.00132932j 0.00277115-0.00230196j -0.00260197+0.00159808j 
-0.00403648-0.00329335j 0.00194792-0.00138318j -0.00211888-0.00152189j -0.00121472+0.00381999j 0.00259295+0.0039719j -0.00376216-0.00193605j 0.00102869+0.000494952j -0.00203957-0.00269564j 0.000617016-0.00221903j -0.00112734+0.00152434j -0.000629025-0.00357806j -0.000136928+0.000638533j -0.000564977-0.00143438j -0.00299871+0.000545393j 0.000393156-0.0023148j 0.0023648+0.00276128j -0.00399906-0.00280928j 0.000390451-0.00529143j -0.00345542-0.00709111j 0.000213505+0.000807868j -0.00353872-0.00187022j 0.00836928+0.00639365j 0.00320913-0.00142795j 0.00344242+0.000820819j -0.00133424-0.000919974j 0.0038517+0.00469003j -0.00238708-0.00188913j -0.00366535+0.000533025j 0.00415077-0.000856164j 0.000357224+0.00147277j 0.000377653-0.000439762j -0.00768019-0.00182689j 0.00306587+0.00223981j 0.000542964-0.00270305j 0.00220139+0.00120557j 0.00346882-0.000680838j -0.00243015-0.00236526j 0.00199024-0.00122915j -0.00148381+0.000564956j -0.000394779+0.000459056j 0.00214381-0.000530579j 0.0036825-0.00175505j -0.000936722-0.000439016j 0.00318288-0.00123545j 0.00247764+0.00189262j -0.00270037-0.00455563j 0.00282692-0.000199005j 0.00187209+0.00209175j 0.00165931+0.000989859j -0.000168457+0.00145693j 0.00416036-8.32306e-05j -0.00275975-0.00219343j 0.000637697-0.00078279j 0.000375234+0.00169437j -0.00277461+0.000618535j 0.00485365-0.000312809j 
-0.000701045-0.00141561j 0.0030676-0.000695504j 0.000625767+0.000954624j 0.00266883-0.000828486j 0.000554509-0.000865568j 0.000423986+0.000532771j 0.000423651+0.000191265j 0.000343502+0.000442323j -0.000739336+6.58288e-05j 0.000668159+0.000664417j -0.000381712+1.37146e-05j 0.000825867+0.000727705j 0.00152659-0.000187911j -0.000992806+9.8436e-05j -0.00187802+0.000668367j 0.000631882-0.000556709j -0.0015566+0.00119777j -0.00318506+0.000974085j -0.00159315+0.000479042j 0.00196034+4.22281e-05j 0.00088314+0.000248064j 0.00335103-0.00323703j 0.00137579-0.00208883j 0.000976034+0.00105103j -0.00138924+0.00240821j 0.00159939-0.0013427j -0.000370863+0.00078594j -0.00176693+0.000585618j 0.000840467+0.000234594j 0.00165352-0.00181983j 0.00069456-0.00177412j -0.00184472+0.00376111j 0.0025155-0.00330858j -0.000813154-5.31979e-05j 0.0016374-0.00228686j -0.0012386+0.00172241j 0.000411917-0.00209201j -0.00170178+0.00280509j 0.000964083-0.000418985j -0.000175827+0.00112018j 2.92671e-05-0.000974276j -0.00202591+0.00270969j 0.00135915-0.00234407j -0.000746055-0.00178431j -0.000689257+0.00175957j -0.00057196+0.0015785j -0.000308738+0.000474512j 0.00229216-0.00140427j 0.0024586-0.000799955j -0.00089824-0.000547651j 0.000648548+0.00123467j -0.00190945+0.00182312j 0.0027488-0.00160787j 0.00270554-0.00323561j -0.00128703+0.00207123j -0.0018989+0.00352607j 
-0.00440673-0.00458514j -6.12474e-05-0.00375707j 0.00324254+0.00252894j -0.00473077-0.0050322j -0.00151129-0.00189305j -0.00195829-0.0011174j 1.58973e-05-0.00109896j -0.00339251+0.0013245j -0.00161518+8.35176e-05j -0.000325066+0.000787146j 3.74265e-05-0.00180331j 0.000521821-0.00172729j -0.00150952-0.00224043j -0.00123703+0.00207674j 0.00112177+0.00189615j 0.000686005+0.00061178j 0.0011726+0.00110792j 0.0023284+0.00570588j 0.00058106-0.000381181j -0.00192869-0.000147782j -0.000893587-0.00111981j -0.00137194-0.000609601j -0.00434688-0.0026033j 0.0034987+0.00264801j 0.00304159+0.00492441j -0.00105233-0.00239647j -0.000293596+4.62076e-05j -0.000767317+0.000428061j 0.00144467+0.00163323j -0.00254609-0.00148468j -0.00167741-0.000628667j -0.00253057+0.00106218j -0.00502404-0.0032146j -0.000712268-0.000346618j -0.00374472-0.00188744j 0.00141567+0.000905412j 0.000630843+0.000284718j 0.00236549+0.00317995j -1.15597e-05-8.71036e-05j -0.000551978-0.000156248j 0.000609265-0.000883138j 0.00363837+0.00206007j -0.00330343-8.60572e-05j -0.00148893-0.00113883j 0.00207376+0.000743859j 0.00230832+0.000292108j 0.000677024-0.000535982j -0.00148166-0.00235413j 0.000671366-0.000786115j 3.11885e-05+0.00114218j 0.00127899+0.000542027j 0.00311624+0.000714757j -0.00308327-0.00143622j -0.00143741-0.00212162j -0.000999002+0.00189443j 0.00421743+0.00335938j 
-0.00248217+0.0014451j -0.00209671-0.00370758j 0.00101712+0.00115989j -0.000538431-0.00252604j 0.000314215-0.00115318j -0.00127158+0.00164169j -5.1997e-05-0.00117129j -0.00126214+0.000391771j -0.00157337+0.00069039j 0.000697508+0.000150043j -0.00140317+6.89706e-05j 0.000192873-0.00102171j -0.00146084-0.00160146j 0.00108028+0.002394j 4.24616e-05+0.00135904j 0.000903336-0.00134959j 4.37998e-06+0.00277922j -0.000790366+0.00153108j -0.00231058+0.00183456j -0.00153084-0.000965221j -0.00133931+0.000845065j -0.000176107-0.0036733j -0.00371604-0.00274602j 0.00110214-0.00158853j 0.00172284+0.00284248j 0.00156177-0.0031829j -5.47673e-05+0.00128642j 0.000955511+0.00237035j -0.000429352-0.00100932j -0.00178198-0.000932642j -0.00217883-0.000571779j 0.000768133+0.00356319j -0.00292014-0.00258827j -0.000951139-0.000325576j -0.00240053-0.00155286j 0.00115585-0.00103419j -0.00274485+0.00121131j 0.00208369+0.000532785j -0.000443536+3.73155e-05j 0.000370044+0.000340193j -0.000714307-0.00130827j 0.00231433-0.000146334j -0.0027942+6.96918e-05j -0.00172702-0.000615149j 0.00225843-0.000906827j -0.000353668+0.000903943j 0.0008433-0.000491199j -0.000658756-0.00232442j -0.000289476-0.00229493j 0.000761126+0.0011506j 0.00034249-0.00232619j 0.00156961+0.00202747j -0.00273377-0.00160083j -0.00238064-0.0019453j 0.00184136+0.0014897j 0.00342808-0.000543411j 
