-0.0296084+0.020388j -0.00169034-0.0187166j -0.0324829+0.0145831j 0.00107596+6.06158e-05j 0.0514886+0.000638639j -0.0219838+0.0171103j 0.0544854+0.0453949j -0.00198403-0.0199249j 0.02446+0.0176231j -0.014188-0.00857457j -0.0520318-0.00141828j 0.0203014+0.045585j -0.00423571+0.00421614j 0.0559954-0.00923806j -0.0363112+0.0186863j -0.00941528+0.0175719j 0.0176858-0.0162026j 0.0476979+0.012864j 0.0284979+0.0491427j -0.01403-0.0302629j -0.0150199-0.00103733j 0.00841035+0.00637069j -0.0165147-0.0203688j -0.000755419+0.0188445j -0.00712257-0.040533j -0.00155364-0.00885078j 0.0144176+0.030877j -0.0180629-0.0618442j -0.0369765-0.059051j -0.00746426-0.0143986j 0.0163875+0.00782983j 0.000411271+0.00263432j 0.000722969+0.0245587j -0.00189432+3.55276e-05j 0.0201121-0.0100312j -0.0112576-0.00298918j -0.0195663-0.0226929j -0.0216135-0.00155034j -0.00328851-0.00385852j 0.00109088-0.0112042j -0.00148305-0.0121631j 0.00595742-0.0037003j -0.00102385-0.00129846j -0.00325966-0.00738984j 0.0107892+0.00125582j 0.00696927-0.00443676j -0.00249913+0.00066664j 0.00939023-0.00241197j 0.00399904-0.00756048j -0.00231552+0.00181221j -0.00256973-0.0116025j -0.000272771-0.00470452j 0.00139038-0.00901681j 0.00310828-0.0109149j 0.000132115-0.0123052j -0.00441464+0.00175945j -0.00443599-0.00450476j 0.0177899+0.00698574j 0.00763056+0.00230286j -0.000994075+0.0054621j 0.00337255+0.0105302j 0.000620449+0.00398875j 0.00762128+0.00236384j -0.00420214-0.00657898j 0.0033437-0.000623528j -0.00645186-0.00420569j -0.00423931-0.00478154j -0.00254747-0.00877963j -0.00351735-0.00450849j -0.0044084-0.00325762j -0.00244964-0.00117042j -0.00120612-0.00123565j 0.000784819-0.00225988j 0.00355833+0.0038028j 0.0036649+0.00379555j 0.00186403-0.00249474j 0.00798561-0.00427796j -0.00394952+0.00167788j -0.00953762-0.00268217j -0.00173326+0.00418004j 0.00797243+7.54481e-05j -0.0206705-0.00727915j 0.0125359+0.00811491j -0.00924566-0.00871091j 0.00503333+0.0115636j 0.010921+0.024146j 0.00914627-0.00401537j -0.00244316-0.00261653j 0.00631787+0.00275836j 0.0172697+0.0143661j -0.0255184-0.0323451j 0.0191085-0.00670133j 0.0109646+0.00991368j 0.00441319-0.0127747j -0.00991246-0.0183172j 
0.0689903-0.0348829j -0.00437165+0.0158642j 0.0134787-0.0243056j 0.0348873-0.0208507j -0.0503833+0.00580383j 0.169033-0.10838j -0.0458625-0.10987j -0.0941653+0.0514402j -0.0789021-0.0917878j 0.064707-0.101937j 0.0288806-0.0403396j -0.118728-0.132398j -0.111745+0.137523j 0.0342921-0.173363j -0.00381498-0.193384j -0.00736904+0.0148361j -0.0247369+0.0458018j -0.177307-0.034851j 0.0972212-0.132796j 0.10871-0.0465373j -0.033503+0.0426292j -0.00291896+0.0356624j 0.0471574-0.0442857j -0.00746044+0.00700845j 0.0283695+0.0361272j 0.0137761+0.00273088j 0.0307392+0.0174445j -0.104054-0.0751508j 0.0228858-0.0357532j 0.0155839-0.00672481j -0.00600826+0.0102455j -0.029846-0.0100316j -0.00890272+0.00101663j 0.0063105+0.00429319j 0.0348946+0.00283455j 0.0310816-0.0203317j 0.0656463-0.0166136j 0.0135138+0.00175333j 0.0066853-0.0109699j -0.00835467+0.0102675j 0.0062937+0.000998477j -0.0389027+0.0199464j -0.00762065-0.000312338j 0.0383243-0.0116847j -0.0196522+0.00298172j -0.00188043+0.010332j 0.00879708+0.000898593j 0.00016574+0.0233783j 0.00562281+0.00513669j 0.00389237+0.0043331j 0.00355842+0.0041753j 0.00257718-0.00552724j -0.0170604+0.00256637j -0.0047966+0.0234895j 0.0251824-0.00495327j 0.0158244-0.0206595j -0.00232192+0.0133704j -0.00810746+0.0131676j 0.00561764+0.00513042j 0.00410619-0.00394453j -4.73375e-05+0.0008108j 0.000142774-0.000894157j -0.0173581+0.000482932j 0.0115873-0.00504568j -0.00151569+0.00756269j -0.00788439+0.0022562j 0.00588996-0.0048275j -0.00520138+0.00211702j 0.000350201+0.00735535j -0.00272033-0.00399474j -0.00397437-0.0103487j -0.00473956+0.00447965j 0.000110468-0.0158688j -0.00369125+0.00552019j 0.00155234+0.00221262j 0.00199661-0.00207664j -0.00786967+0.000539229j -0.0133749+0.0043129j 0.00544057-0.00239519j -0.0057974+0.003184j -0.00626465-0.00971151j 0.0112934-0.00690832j -0.005927-0.00152249j 0.00562558-0.00155971j -0.0115175-0.00885886j -0.00210141-0.00222138j 0.00563222+0.0059267j -0.0222887+0.00186494j 0.00541381+0.00233465j -0.00363466+0.000991509j 0.0204519-0.00260848j -0.0143856+0.0113252j -0.011539+0.00823308j 0.00672717-0.0119777j 0.0344237-0.00869374j 
0.0554545-0.00530269j -0.0583655+0.0667809j 0.0275316-0.192137j 0.0859171+0.160065j -0.0734457+0.0752295j -0.0225751+0.0954057j 0.0952416-0.142981j 0.0271384+0.0244931j 0.158806-0.142816j -0.0885078-0.0553101j 0.118253-0.051735j 0.0487669+0.0823629j -0.0154692-0.114512j -0.040132+0.0382167j 0.125506+0.0992667j 0.117423+0.186109j 0.0926586+0.00832427j -0.0100433-0.143237j 0.112901-0.0804382j -0.0256935-0.0101418j 0.00936007+0.00646659j 0.0271695-0.0187267j 0.00822457+0.0279443j -0.00387846+0.023794j 0.00555908-0.0557509j 0.0133479-0.0190186j 0.0161985+0.0386802j -0.0161203-0.0255711j 0.00492755-0.0193343j 0.00428779-0.0206687j -0.0141062+0.0235179j 0.00379976+0.00991935j -0.013783+0.0162091j -0.00519634+0.0146696j 0.00636875+0.00134699j 0.0307094-0.0081243j 0.0284613-0.00433929j 0.00811879-0.0032744j 0.000124169-0.00259609j 0.0119176-0.00438665j -0.00388192-0.00459442j -0.0166685+0.022562j 0.00788735-0.0210759j -0.00103679-0.0116792j -0.0129393-0.000661254j 0.00786212-0.00135031j 0.0105719-0.0155006j 0.0134105+0.0170478j -0.005335+0.0187689j 0.00873527-0.0105764j -0.0026295+0.00063078j 0.00919478+0.017807j -0.00502594-0.00650961j 0.00672615+0.00517518j 0.00618283+0.00178907j 0.00401618+0.0114438j -0.00149253-0.0149976j -0.0149787-0.0102978j 0.00320571-0.0169414j 0.0106598+0.00225879j 0.00789437-0.00447745j 0.00133705+0.00423765j 0.00608425-0.0261828j 0.00791119+0.0144541j -0.0154514+0.00396247j -0.00748578+0.00308977j -0.000547119+0.0208732j -0.0150533+0.0150885j 0.00801443+0.00204933j -0.00855074+0.000941849j 0.0128257+0.00853141j -0.00133833-0.00827699j 0.00622324+0.00907274j 0.000809741-0.00348331j -0.00973908-0.00399306j 0.0081633+0.00102761j 0.00347302-0.00919177j 0.00381228+0.00347027j 0.00236714+0.00623203j 0.00732104+0.00280013j 0.0128803-0.00430955j 0.00406857+0.00804242j 0.00399899-0.00944785j -0.00140738+0.00268852j 0.00609028-0.00349527j 0.00028885-0.00896406j -0.00436131-0.00851031j 0.00463504+0.00672771j -0.00205451-0.00454988j -0.01005+0.0110298j 0.0207893+0.00113046j -0.00570584-0.00467106j -0.00290751-0.0180128j 0.00767858-0.0016247j 0.0138934+0.00520816j 
-0.0489701+0.0543928j -0.00410903-0.0284504j -0.0464684+0.0972481j -2.99708e-05+0.0883336j 0.0594879-0.0765828j 0.0955208-0.0464273j -0.0343843+0.11944j -0.105424+0.0163616j 0.114093+0.0480803j 0.121411+0.0130549j 0.0352767+0.089081j -0.00466988+0.0771189j -0.120965+0.097893j 0.208706-0.0974107j 0.0585467+0.0422586j 0.135559-0.0156813j -0.0904143+0.0191306j -0.0297241+0.0431752j -0.0556007+0.00137468j -0.0917246-0.045507j -0.0268151-0.00705625j -0.054264+0.0255411j 0.016726-0.0220716j 0.0169653-0.00821067j -0.066114+0.0155314j 0.00503108+0.0132679j 0.125855-0.0345862j -0.200497+0.0451764j -0.126589+0.0583992j -0.023237+0.00604533j 0.0361581-0.0229505j -0.0197515-0.0171292j 0.00301136-0.0087699j -0.0199321-0.0195958j -0.0245373-0.00675951j -0.0166158+0.00962284j -0.0386649+0.00822568j -0.0134218+0.0118263j -0.013278+0.0117877j -0.00399643+0.00527333j -0.0224764+0.0187119j 0.0153484-0.00816221j -0.0118923+0.00397297j -0.0037749+0.00787189j 0.0199554+0.0269961j -0.0101401+0.0206727j 0.0208141-0.0102967j -0.0123656-0.0116712j 0.002923+0.00767122j -0.0137986+0.0041446j -0.0196355-0.00650332j 0.0158328+0.00244169j -0.00671986-0.00272046j -0.0153597+0.000393901j -0.0101959+0.0107351j 0.00656303-0.00606507j -0.00171688+0.0063234j 0.0042216-0.0124216j -0.012042+0.00481443j -0.00725298+0.0064366j 0.00238715+0.00393953j 0.00816169-0.00042365j -0.00847671-0.00394942j -0.000554209-0.00177098j 0.00150582-0.0143145j 0.00182387+0.00571787j 0.00151444+0.00632506j -0.00162241-0.000564377j -0.0041871-0.00396318j 0.00601621-0.00389193j 0.00839673-0.00205867j -0.00220537-0.00416354j 0.0104631+0.0088969j -0.00601931-0.0063427j -0.0113962+0.010699j -0.00626048-0.0106977j 0.00494199+0.00667558j 0.0013223+0.00327824j -0.00753638+0.00132995j -0.000610621-0.00454614j -0.00165551+0.00722439j 0.00320423+0.00125535j 0.00155965+0.00728325j 0.00738257-0.000915977j 0.00800217+0.00504854j -0.00698227+0.00393054j 0.00361173-0.00126094j -0.0102932+0.00642318j 0.00379827-0.00251778j 0.0227133-0.0029996j -0.0035058+0.0078365j 0.00884675-0.0027134j 0.00529969+0.00574848j -0.0164174+0.000599578j -0.016599+0.00622726j 
0.0652257+0.0553385j 0.0468541-0.0127858j 0.0185149+0.0645889j 0.173276+0.140332j -0.0185744-0.00967902j 0.0268894+0.146963j 0.034695+0.147966j 0.0874575-0.120659j -0.0660757+0.0972848j -0.043753+0.152083j -0.0173275+0.0599139j -0.0571547+0.105304j 0.0163759+0.0486063j -0.0149748-0.0489113j 0.0161399-0.0538018j 0.00149386-0.00905263j 0.146149-0.186097j -0.0435052-0.118228j -0.0233005-0.0314111j 0.011455-0.0655419j 0.0390694-0.0318466j -0.0162106-0.0701326j -0.0154099-0.0345078j -0.014467+0.00615319j -0.0591375-0.122623j -0.0341506-0.0478608j 0.0254635+0.0905072j 0.00378032-0.0946657j -0.0192148-0.126498j -0.00594803-0.0400445j 0.0283494+0.0317753j 0.0242299-0.00265024j 0.0517746+0.0430801j 0.0304132-0.0137937j -0.00260615-0.0223116j -0.00870605-0.0198036j 0.0002169-0.0392115j -0.0206546-0.0419019j 0.00485021-0.0122175j 0.00479498-0.0136625j -0.0085573-0.00727146j -0.0128247-0.00412213j 0.0159464+0.00589622j -0.00436633-0.00529492j 0.00340504-0.00893122j -0.0127227-0.00936883j 0.00294209-0.00489122j 0.00162743+0.00187606j -0.00844328-0.00910284j -0.00302183+2.61566e-06j -0.0041178-0.0135223j -0.00573476+0.020058j -0.0102684-0.0135208j 0.00884824-0.0181149j -0.00117613-0.00963851j -0.00208622+0.0157905j 0.00363828-0.0193506j -0.000795973+0.00188426j 3.61673e-05-0.00997042j -0.00117216+0.00252314j -0.00588101+0.00729201j -0.00840729-0.00174994j 0.000185441-0.00573176j -3.17859e-05+0.00206288j -0.00448439-0.00517615j 0.00307574-0.0042131j 0.00196927-0.00636311j 0.00574178-0.00549065j -0.0055708+0.00901357j -0.00168473-0.00437554j 0.00134713+0.00575203j 0.000932885-0.00170828j -0.00292355-0.0148401j 0.000721558+0.00526643j -0.00967578-0.00968428j 0.00492235-0.00121752j 0.0053836-0.00231165j 0.00721717+0.0113692j 0.0050473-0.00397712j 0.00288349+0.00990068j -0.00133265-0.00849653j 0.00897007-0.00349305j -0.00990797-0.00363039j 0.00205119-0.00506667j -0.00620775+0.00688081j -0.0102739-0.00236031j -0.000445495+0.0014811j -0.0033734+0.00212063j 0.00237462-0.00103926j 0.00271308+0.0146486j 0.00197839-0.00897347j -0.00128883-0.00683249j -0.0133817-0.00632415j 0.00349202-0.00753742j 0.00406652-0.0104439j 
-0.0393036+0.0668148j -0.0290169-0.0311476j -0.100412+0.0119136j 0.016985+0.0701808j 0.0523116-0.0486531j 0.0547452+0.0709035j 0.0758116+0.0655923j -0.177428+0.0162952j 0.0244104+0.0723685j 0.00821171-0.0594148j -0.0559677+0.0126115j -0.057415+0.0141894j 0.055539+0.00455257j -0.0525382-0.0213128j -0.0437277+0.108583j -0.035527+0.136389j -0.17323+0.0793536j 0.0789995-0.014334j 0.0541061+0.0569123j -0.0197326-0.0383172j -0.0412461+0.0211166j -0.0164105-0.0104477j 0.000152299+0.00180061j 0.000885683+0.0248972j 0.013626-0.0394891j -0.0134279-0.010046j -0.0282688+0.018284j 0.0889998-0.0553119j 0.0203189-0.0248187j -0.00133746-0.00507935j -0.0199511+0.00920717j 0.0149573+0.00360662j 0.00141392+0.0288112j -0.0418202-0.00378066j -0.0240938-0.0163221j 0.00120679+0.0332437j -0.019511+0.0173993j 0.0114377-0.004525j -0.0136821-0.00516323j 0.000407288-0.00150333j -0.0069068+0.0104651j 0.0100506-0.0226868j -0.00679175+0.00853052j -0.00478678+0.00538915j 0.00502198-0.0182496j 0.0140313-0.00468541j 0.0176193+0.00250391j -0.00197573+0.00951922j -0.00802523+0.000940276j -0.00776506+0.0102761j -0.010533+0.00400834j 0.0260567+0.00586739j 0.00572617-0.00761915j -0.0130144-0.00234716j 0.00760729+0.00271445j -0.00498255+0.0041846j 0.0111836+0.00319381j -0.00149682-0.00188592j -0.00588866+0.000821735j -0.0113903+0.0120001j 0.00666874+0.00598287j 0.00652932-0.00420687j 0.00164306-0.00160829j 0.0114668+0.0035764j 0.0121833-0.010537j -0.0054249-0.0151936j -0.00827901+0.00720999j -0.00513605-0.00441794j 0.00768583+0.00294354j 0.00124296-0.00626027j 0.0119285-0.00965927j -0.00645851+0.00241794j -0.00147696-0.00139492j -0.00888623+0.00580579j -0.00819333+0.00375627j 0.00432354+0.00202093j 0.00824888-0.0156874j 0.00684245-0.0035395j -0.00346504+0.00887565j 0.0010425+0.00880057j 0.00140079+0.00375584j -0.00938115+0.00922637j 0.00762537-0.00592147j -0.00255902-0.000458158j 0.0088661+0.00204134j 0.00347739+0.00503985j -0.00151674+0.00190874j 0.00312835-0.00344266j -0.000529975-0.00082106j -0.00163821+0.00100974j -0.00356283+0.0108365j 0.0140491-0.00858635j 0.00981096+0.00161897j -0.00644277+0.00523858j -0.0116592+0.00842862j 
0.0212682-0.0404088j -0.020444+0.0540578j -0.139568-0.0467574j -0.0477248+0.0617525j -0.0119194-0.0535391j 0.095096-0.10893j 0.13001-0.0558101j 0.0139056+0.0735455j -0.0879832+0.050578j 0.0252207+0.0933328j -0.0416328+0.106014j 0.0653572+0.0567601j 0.0848047+0.0184524j -0.0701934-0.0259312j 0.14383-0.0228977j 0.0352811+0.0267979j 0.0836972+0.0591757j -0.109699+0.0134915j -0.0167054+0.0216761j 0.00428122-0.00919023j -0.0115963+0.00234309j -0.0104301+0.0185726j -0.0141041+0.0444148j -0.0121217-0.0202931j -0.00500335+0.0922226j -0.0166716+0.0437486j -0.0419018+0.0100766j 0.0771814-0.0194638j 0.0280141+0.0487352j 0.00104409+0.01441j -0.0280386-0.0237387j -0.000913466-0.0347242j 0.0155724-0.0352895j -0.00574229+0.000800776j -0.0184281+0.0435239j -0.0144036+0.0221517j 0.0427016+0.00059926j 0.00190362+0.0425864j 0.0046653+0.00419178j -0.0137634+0.036987j 0.00564814-4.03148e-05j -0.0199864-0.0162197j 0.00780362-0.000265298j 0.0165456+0.00961555j -0.00533313+0.0131135j 0.0173995-0.00471638j 0.0101518+0.00346156j 0.0183843-0.0158455j -0.00441561-0.00326005j 0.00845509+0.00490635j 0.000887727+0.00858162j 0.000428679-0.0058501j -0.00104149+0.00214744j 0.0221926-0.0112181j 0.00948165+0.0103803j 0.0035301-0.0101005j -0.00924384+0.0308105j 0.0018307-0.0126722j -0.0104647+0.00895264j -0.000830113-0.00285245j 0.00139499-0.0087688j -0.00587163-0.00271308j -0.00658324+0.00439717j 0.0102716+0.00603845j 0.000157217-0.00896338j -0.00995971+0.00342204j -0.00551761-0.00291317j -0.00854785-0.00798178j -0.00374276-0.00255687j 0.00352378-0.00156876j -0.0129968+0.00118761j 0.00401174-0.000642505j 0.00178176+0.0136614j 0.0107468-0.00851137j -0.00489595+0.00714206j 0.00766841-0.00600896j -0.00673487+0.00965358j -0.0116814-0.00443374j 0.0114929+0.00246523j -0.00167799-0.00656882j -0.00120484+0.00759625j -0.0015304-0.0157571j -0.00250914+0.00525045j -0.00502143-0.00346078j -0.00581247-0.00183509j 0.00372157+0.00510518j 0.00496054-0.0015739j 0.00592621-0.0043288j -0.00353532+0.0043181j -0.00262601-0.0156898j 0.0172857+0.000247066j -0.00438182+0.0182807j -0.00316796+0.0114795j -0.000666348+0.00447168j 0.0203739+0.00143492j 
0.0342608+0.0299102j 0.0382024-0.0132546j -0.00643393+0.0905082j 0.119334-0.00486573j 0.0337541-0.0423953j -0.0373098-0.0692899j 0.0155949-0.0173236j 0.0179905+0.0572905j -0.158823-0.110498j -0.0548388-0.0928941j -0.0851759+0.020048j -0.00901865-0.00580643j -0.00323548+0.0751119j 0.0535242-0.130725j 0.0418373-0.0483059j 0.0935617+0.000663044j 0.118942+0.0382584j 0.137007+0.128674j 0.0145967+0.0585067j -0.0297358+0.018866j 0.0136778+0.0299167j 0.0334329+0.0453954j 0.0072908+0.0197214j 0.0015872-0.0186294j 0.0827544+0.0740342j 0.0257958+0.0280095j -0.0278042-0.057037j -0.0342677+0.0502503j 0.0554748+0.0674712j 0.0264795+0.00927839j -7.05009e-05+0.00187301j -0.0163715+0.017272j -0.0246408-0.00666689j 0.0131018+0.0179746j 0.0131258+0.00140792j 0.020026+0.0144054j -0.000913338+0.0243722j 0.00840893+0.0121851j -0.00660352+0.0011117j 0.0175719-0.00395513j 0.00450324-0.00296298j 0.00652877+0.0141254j 0.0170763+0.00781954j -0.000670838-0.0044742j 0.00339621-0.00415001j -0.00367366-0.0155962j 0.00282491+0.0040718j 0.0118603+0.0134356j 0.00705029-0.0144529j 0.0104123+0.00866944j 0.0202569+0.0182483j -0.00458355-0.0090384j 0.00821628-0.00878567j 0.013666-0.00432297j -0.00388735-0.00760868j -0.0109494-0.00704553j 0.00348748+0.0147752j -0.0026569-0.00587773j 0.00393244+0.0113542j -0.00155451-0.00215854j -0.00231055+0.00344304j -0.000150224+0.00564145j -0.00307446+0.00298954j -0.00107238+0.00196447j -0.00451043-0.0109803j -0.00370782+0.00439391j 0.00710846+0.000882947j 0.00664816-0.00158699j -0.00388046-0.00692221j -0.00464516-0.00682249j -0.00816902-0.0162314j -0.00499758-0.00641704j 0.0124202+0.00790315j 0.00497322-0.000279441j -0.00444855+0.0132468j -0.000632029-0.0116636j 0.00296124+0.00214122j -0.00546574-0.0132609j -0.0051048-0.00148087j 0.00383901-0.00400846j -0.00692855+0.00264573j 0.000323861-0.000427121j 0.00258596+0.00645834j -0.00460402+0.000148505j -0.00968265+0.002026j -0.00209414+0.00726561j 0.00474966-0.00185774j 0.000257582+0.00828505j 0.00192655-0.00062387j -0.00775788-0.0222887j 0.00330211+0.00265823j -0.00219247-0.0080621j 0.00561862+0.00440336j 0.00691394+0.00749688j 0.00179993+0.00704218j 
0.0734215+0.0942187j -0.0293567+0.0666069j 0.143754+0.23642j -0.0466688+0.0412118j -0.0732403-0.00938639j -0.0139698+0.0392j -0.0507993+0.0398738j -0.013403+0.0831128j -0.0540348-0.0864761j -0.0812525+0.118105j 0.0296612-0.101583j -0.147805-0.00656385j 0.0254092+0.0701422j -0.0687373+0.0591686j -0.015034-0.0607218j -0.0712817-0.106405j 0.012596+0.0848083j -0.102218-0.0442689j -0.209009-0.0552401j -0.0125633+0.0586116j 0.0574491+0.00378527j -0.0342334-0.0060865j -0.0673959+0.0105993j 0.0275032-0.00873765j -0.134282+0.043124j -0.055514+0.0156262j 0.0763839-0.00145324j -0.0164114+0.0143326j -0.0858125+0.0631493j -0.0388659+0.0150935j 0.0135698+0.0151905j 0.031459-0.00534753j 0.0702659-0.0252109j 0.0229299+0.0293187j -0.0111098+0.0131578j -0.0452637+0.0271618j -0.0131719+0.0177606j -0.0139383+0.00931068j 0.0115435-0.00150609j -0.0280491+0.0111903j -0.00379834+0.0128042j -0.000450479+0.00622314j -0.00731337+0.0275742j -0.00976927+0.00594437j -0.00520553-0.00697946j -0.00357651-0.00628946j -0.013513+0.00646875j -0.00333595+0.00310198j -0.0130875+0.0127144j -0.00164963+0.00695365j -0.0131517+0.00916418j 0.00399738-0.00162949j 0.000991941-0.00135846j 0.0244382+0.0161299j 0.0106464+0.00292134j -0.00671465-0.00473125j 0.000361752+0.00925287j -0.00600563-0.00177215j 0.00305517+0.00492067j 0.00548442+0.0120223j -0.00053997-0.00362528j -0.00139253-0.0121479j 0.00580848-0.00313406j -0.018096+0.00367561j 0.00550094-0.00464366j 0.0200551+0.00189373j -0.0156348+0.00202132j 0.00223534-0.00626358j 0.000481059-0.00306225j 0.00270138+0.0081409j 0.0191715+0.0181958j 0.00382119-9.72464e-05j -0.0194637+0.00193072j -0.00830548-0.00318287j -0.014594+0.000188197j 0.0156386+0.00254855j -0.00415574+0.0167625j 0.00321153+0.00452414j 0.0047757-0.00938755j 0.00919425-0.00438455j -0.00255516-0.00654948j 0.00486173+0.00311163j -0.0135269-0.0067193j 0.00360644-0.00376434j -0.00322587-0.0118776j -0.00264681+0.00435695j -0.00590426-0.00308235j -0.00345552+0.00809955j -0.00111911-0.00279141j 0.00798188+0.0116998j 0.00573901-0.0109033j 0.00472802-0.000243299j -0.00918812-0.00735801j -0.0170184+0.0100807j 0.00372065-0.00150029j 
0.0208871+0.034154j -0.00949526+0.0338459j 0.0242954-0.0193679j -0.0295817-0.0204428j -0.0187118-0.000947548j -0.0181504+0.0689784j -0.0604442-0.119132j -0.0984843+0.0399926j -0.152851-0.0295765j 0.102277-0.0344844j 0.0429277-0.0224572j -0.0355121+0.0264284j 0.0349585-0.0602415j -0.121123-0.0355768j -0.086105+0.00886935j 0.117737+0.0594698j -0.118826+0.0278828j 0.104828-0.140021j 0.0128571+0.0206295j -0.0333955+0.0715942j -0.0156503-0.00691232j -0.00598201+0.0113238j 0.0310087+0.0181568j 0.000421235+0.00690976j 0.0934609-0.00937617j 0.019429-0.0225484j -0.0561456+0.0427547j 0.0246654-0.0436342j 0.0798194+0.0037195j 0.021105+0.00884081j -0.0241026+0.0118083j -0.0113667-0.0246697j -0.0257789-0.00917605j 0.00697778+0.0130045j 0.0261565+0.00254267j 0.0266949+0.0291526j 0.012549+0.0234146j 0.0548545-0.000414411j -0.0077121+0.00607755j 0.00707082+0.00473848j -0.00345329-0.00837459j -0.0116065+0.00080368j -0.0170424-0.0137714j 0.0045138+0.0113593j -0.00582487-0.00342742j -0.0188012+0.0015879j 0.00454511+0.00459712j -0.00302506+0.00187096j 0.00857801-0.00197737j -0.00383801-0.00280692j 0.0230066-0.00310422j 0.00802901-0.0208034j 0.0176218+0.00463651j 0.00405927-0.00785196j 0.00172773+0.00421516j 0.000681428+0.00745354j 0.000545579-0.000372995j -0.0128655-0.00418846j 0.0130412+0.00532403j 0.007706+0.00814885j 0.00390532-0.0046528j 0.00216665-0.000948167j -0.00689322-0.00788667j 0.00769383-0.0113434j 0.00226455-0.00222495j -0.00377917-0.00483496j -0.00127923+0.0132371j -0.00380989+0.00938601j -0.00710041+0.00517159j 0.00778766-0.00594028j -0.0125343+0.00402611j -0.00149474-0.00287699j 0.0119813+0.00233137j 0.00367378+0.00298111j -0.0186241+0.000590788j -0.0103984+1.25888e-05j 0.0166137+0.0117669j 0.00629591-0.00661302j -0.000825396-0.007372j 0.00161279-0.0114985j 0.00897681-0.0243087j 0.0145962+0.00389731j 0.00253836-0.00422451j 0.000276541-0.000133539j -0.000440661-0.00679788j -0.0040255+0.00776238j -0.005301-0.0101462j -0.00616317+0.00434137j 0.00234711+0.00047927j -0.00894259-0.0139515j 0.0117633-0.00164787j 0.00865498-0.0108155j 0.00673548-0.0156702j -0.00800387+0.0179155j 0.00829533+0.0113351j 
-0.0228762+0.00713105j 0.0398298+0.00683757j -0.0625045+0.0261676j 0.0380525+0.149609j 0.0300043+0.0489713j 0.0074809-0.00413752j -0.00669018+0.222657j 0.0614437-0.00992562j 0.0318584+0.0342361j 0.104304+0.0269978j 0.0616042-0.0770983j 0.0978224+0.152935j -0.0588916-0.0261284j 0.040327+0.057179j -0.109624-0.204844j -0.00542271+0.0810288j 0.0418133+0.14474j -0.0862736-0.0342039j -0.0357428+0.0417072j 0.00958008-0.087674j 0.0189862-0.0276078j -0.027128-0.0185324j -0.0181098-0.0320487j 0.00833891-0.00982121j -0.0792506-0.0187573j -0.0235079-0.00211626j -0.00770199+0.0419367j 0.0516975-0.0111173j -0.0468379-0.031447j 0.0162315+0.0061263j 0.0194499-0.00153327j 0.0438795+0.0121017j 0.0206692+0.0218073j 0.0140278+0.00465035j -0.00414568+0.00382488j -0.0348878+0.00138265j -0.0230248-0.00895011j -0.0479975-0.00642875j 0.00104031-0.00175697j 0.00102519-0.00553155j 0.00300363-0.0069761j 0.00436912+0.00456792j 0.00530753+0.0291559j -0.012319-0.0058352j -0.00282446-0.00346575j -0.00417578+0.00579408j -0.000945925+0.0113695j -0.000783605-0.00909282j 0.00668192-0.00492681j -0.0106509-0.00494242j -0.000931656-0.0127751j 0.0182627-0.0104861j 0.000326014+0.0125932j 0.0277307-0.0100563j 0.00634164-0.00991508j -0.00127487-0.00456984j -0.0123687-0.00311532j 0.0202617+0.00804998j -0.00332269-0.00192787j 0.000426207+0.00327943j -0.00403756+0.002014j -0.00455602-0.00558869j -0.000577133-0.00210742j -0.00061781+0.00189318j -0.00243332+0.000858327j -0.00568924-0.00473041j 0.0050795+0.00235338j 0.00602722+0.00317064j -0.000299666+0.0159759j 7.16628e-05-0.00888448j -0.0114608+0.00455044j -0.00118844+0.0029784j -0.000105428+0.00956848j 0.0134432+6.52887e-05j -0.0171119-0.00773701j -0.0111523-0.000674441j 0.0157803-0.0166091j 0.00601404+0.0183604j -0.00742053+0.00324001j -0.00599523+0.0219903j 0.00924851+5.0273e-05j 0.0188591+0.012489j 7.66789e-05-0.00758069j 0.00978335+0.00235153j 0.00162556-0.00704915j 0.00221355-0.0086373j -0.008313+0.00162011j 0.00141145+0.0143699j 0.000694222-0.00685344j 0.00114583+0.0137411j -0.00385915+0.00845908j 0.00306948+0.00119414j -0.00485198+0.00114046j 0.00652129-0.00863019j -0.0058538-0.00792894j 
