0.0118401-0.0151835j 0.00433838+0.00318351j -0.00757754+0.00314522j -0.00759427-0.00783398j -0.00710419-0.0100461j -0.0165107+0.0100012j -0.00162526-0.00672999j 0.00696654-0.00521268j -0.0084983+5.12801e-05j 0.0158139+0.00370323j 0.00831759+0.00647314j 0.00695719+0.0475444j 0.00214435+0.00498201j -0.00098314+0.024325j -0.0337787+0.00972406j -0.0116362-0.0222055j 0.000622195-0.00368323j 0.00772651-0.00281954j -0.00850701+0.0124632j -0.0102091-0.00566003j -0.00313726-0.00398904j 0.000632245-0.00424983j 0.000545702+0.00397784j -0.00130836-0.00195436j 0.0143009-0.0182714j -0.00938895-0.00143048j 0.00132491-0.000622579j 0.000485068+0.00762163j -0.00150398-0.00160536j 0.00382936+0.00325929j 0.00543938+0.0184118j -0.00230954+0.00300634j 0.00132661+0.00658972j -0.00496998-0.00559315j -0.00825215+0.00465931j 0.00921411+0.00476023j -0.0130106+0.00702113j -0.0101956-0.00445133j -0.0255696+0.00185091j 0.00165966-0.0087038j -0.00933229+0.0251377j 0.045255+0.0114688j -0.0207121+0.0377982j 0.0171173+0.024205j 0.00686193-0.00813256j 0.0290225+0.00386477j -0.00766622-0.00961945j -0.011051-0.00158313j -0.00938317-0.000735455j 0.0010988+0.000744093j 0.00321411+0.00321878j 0.00205116-0.00183006j -0.00348188-0.00252507j 0.0066576+0.00104705j 0.00536139-0.00369718j -0.00591842-0.0143282j 0.00248427+0.00942033j -0.00649417+0.00625154j 0.0107354+0.00199182j 0.0161048+0.000229763j -0.0115096-0.00943565j 0.0212701+0.00588366j 0.0100647+0.0100082j -0.0144507+0.0053976j -0.00578531-0.000951j 0.02064+0.00310121j 0.0187398-0.00638641j 0.0414798+0.0186471j 0.0134668-0.0384321j 
-0.00300394-9.76038e-05j 0.00120839+0.00382042j -0.00951063+0.00534451j -0.012423+0.00909422j 0.0126446-0.00537596j -0.00277839+0.00456906j 0.00144917+0.00473227j 0.00787006+0.00410693j 0.0128633-0.0015979j -0.0374097-0.000643058j 0.0150996+0.00269438j 0.017319+0.0131702j -0.0255848+0.00437986j 0.0118541+0.00755782j 0.0050627+0.00185175j -0.00594684-0.00318699j -0.0234349-0.000927912j -0.0447627-0.00458207j 0.000362132+0.000983682j -0.0111911+0.00147661j 0.0389158-0.00233466j 0.00555358-0.00344871j -0.0132438-0.00674112j -0.0169066+0.00287749j 0.0286554+0.00185327j 0.0554231-0.00776001j -0.0017399+0.00618173j 0.0210774-0.00503639j -0.00794463+0.00311716j 0.00394624+0.00622154j 0.0138742+0.00100559j -0.0113345-0.00290512j -0.0155293+0.0101734j 0.00554855+0.000120736j -0.0286206+0.0034886j -0.0358525+0.00827673j 0.0113198-0.0028196j -0.00457563+0.0112238j 0.00672652+0.0169406j 0.0101422+0.0101368j -0.0296105-0.0108023j 0.0204196-0.0202407j -0.00540102+0.0102718j -0.018207-0.00430555j 0.00884701-0.00404696j 0.00932265-0.00685561j 0.0055682+3.70324e-05j -0.00501703+0.0137048j 0.00266051-0.00442659j -0.00296902-0.00783706j -0.00579108-0.00172067j -0.00439033+0.00717864j -0.0025369+0.001157j -0.00299738+0.0068804j 0.00214619+0.00789602j -0.00683005+0.00422784j 0.00523978-0.000561431j -0.00183252+0.0046244j -0.0123968+0.00790676j -0.00880995-0.00778031j 0.00968672-0.00319507j -0.00592717-8.61919e-05j -0.000585669-0.0102681j 0.00932415-7.13999e-05j 0.00601808-0.000798611j -0.011804-0.00114791j 0.00605354-0.005303j -0.000373505-0.0078925j 0.00896918+0.00655451j 
0.012211-0.0161159j 0.00789103-0.00651335j 0.00248932-0.00792862j -0.022592+0.00310272j 0.0229428+0.00171491j -0.021059+0.0182081j -0.00457782-0.036023j 0.00823594-0.0232888j -0.00422435+0.0227618j -0.00210053-0.0163043j 0.0235489-0.0152697j 0.026643-0.00271403j -0.0138599-0.00439546j -0.0192485-0.0147099j -0.00494254+0.00841141j 0.0240763-0.00952756j -0.00425902+0.00380843j -0.0123627+0.0100864j -0.0216682+0.0252265j 0.0250437-0.0117627j -0.0211519+0.0118476j -0.00538766+0.00341464j -0.00401641+0.00666762j 0.00282461+0.00448506j -0.025181-0.0212456j 0.00710612+0.0225229j -0.0097248+0.00619234j 0.0134047-0.000450566j -0.0129748+0.00218147j -0.0442612-0.00628784j -0.0259408-0.00652194j -0.0112629+0.00674226j -0.00852283-0.000411726j -0.00106241+0.00305397j -0.00402173+0.00827903j 0.0233135-0.0130591j -0.0141959+0.00908901j -0.0241498-0.0136168j -0.0141182-0.00421956j 0.011422-0.00994373j -0.00873917+0.0180571j -0.0196917+0.0140602j 0.0140976-0.00126781j 0.00564747+0.00102772j 0.0158518+0.00124022j -0.00977032+0.0121467j 0.0204628-0.00857672j 0.0106085+0.0057066j 0.000892969-0.00636856j 0.0216817-0.000235473j 0.0178191+0.00186967j 0.0134762+0.00147023j -0.0079907+0.00396236j 0.00843326+4.894e-05j -0.00434838-0.00582512j 0.00531434+0.00891412j -0.0143439-0.00158358j -0.000237747-0.000902336j 0.0012468+0.0032214j 0.00304695-0.0101834j -0.0163785+0.00607267j -0.00402452+0.00197513j 0.00798126+0.00360437j 0.00538301+0.00800815j 0.000139321+0.00449262j -0.00776885-0.00993299j 0.00472395+0.00749364j -0.000520253+0.0107927j 0.00456057-0.00883026j 
-0.00819968+0.0017206j 0.0149223+0.00769752j 0.00255306+0.00484121j 0.0012988-0.0234709j -0.0279175+0.00352102j 0.0268296+0.00727634j -0.028495-0.0160265j 0.0394867+0.00136624j -0.00392654+0.00142613j -0.0294841-0.00860177j 0.00670291-0.0213463j 0.012341-0.0119153j 0.00763326-0.0295296j 0.0185334-0.00061649j 0.00779956-0.00344713j 0.00211802-0.00336002j 0.0231924-0.00665111j -0.0139158-0.0001309j -0.00777385+0.00623182j 0.00519332+0.00102786j -0.00338813+0.00623415j -0.00102725+0.00553733j -0.0101843+0.00256243j 0.0189281-0.00334097j -0.0102477-0.0131483j 0.0217034+0.00517585j 0.00144951+0.000198447j -0.00949618+0.000445772j -0.0104692-0.00103503j -0.00183113-0.000834874j 0.0112982-0.00307332j -0.0310167+0.00358901j -0.00512819+0.00152047j -0.0312904+0.00740898j 0.00111336-0.00328613j 0.0235692-0.00987737j 0.00275669-0.00107555j 0.000845424+0.00438772j -0.0122177-0.00151523j 0.0134419-0.0187382j -0.0311148+0.0138991j -0.00445743+0.00127286j -0.0179308-0.00234181j 0.00923031+0.0019692j 0.00835845-0.000691228j -0.00264964-0.00687533j 0.0144018+0.00204087j 0.000665736-0.0048654j -0.00424879-0.00680443j 0.0113685+0.00410561j 0.00780519-0.000785351j 0.0047445-0.00385877j -0.00730511-0.00296958j 0.00417313+0.00282698j -0.00353003+0.00121313j 0.00394783+0.00202333j -0.00538595+0.00105182j 0.000303858-0.00741469j 0.00122633-0.00531333j -0.00182221+3.32517e-05j -0.00325525+0.000714648j -0.00772302+0.00161854j -0.00187105-0.00981111j 0.00642627+0.00304981j 0.0026703+0.00347863j -0.0101947-0.00834335j 0.0039685+0.00318069j 0.00819722+0.00721177j 0.0111708-0.00138265j 
0.00924366-0.0234586j -0.0116291-0.0157722j -0.0140906-0.00897553j -0.00266794+0.0544126j -0.0438178+0.00354749j 0.0231265+0.0167276j -0.0126845-0.0234901j -0.00250991-0.0309108j -0.0126304+0.0181695j 0.00855816-0.00759434j 0.0135145+0.0250746j 0.0123902+0.0274314j -0.0208947+0.0339964j 0.00531849-0.0170477j 0.000578955+0.0148037j 0.00776424-0.00846181j -0.013379+0.0092204j -0.0045717+0.0181106j -0.00098496+0.017247j 0.00539979-0.00719767j 0.00340608+0.00728905j -0.0129872+0.0104574j -0.0102843+0.0152077j 0.0060003+0.00651304j -0.0152427-0.0063142j 0.00921128+0.012421j 0.000933824-0.00156477j 0.0004158-0.00562884j 0.000677004+0.00220373j -0.0120389-0.00662266j -0.0210389-0.0133652j 0.0178053+0.0045522j -0.00705514+0.000475957j -0.0144659-0.0079693j -0.0275686+0.0106443j -0.0226217+0.0101811j -0.00883638+0.0190966j -0.0097923-0.00462004j 0.017667+0.0177035j -0.00488679-0.00656198j -0.00665496-0.011815j 0.00845133-0.0116404j 0.00117858+0.00928387j -0.0143798-0.0064834j 0.00377287-0.000448499j 0.00109701+0.00194916j 0.00409334+0.00804171j -0.00176513-0.00964427j 0.00532768+0.0061215j 0.00219255+0.00400515j -0.00251825+0.000971497j -0.00416922-0.00444329j -0.00786556-0.00295171j -0.00560966-0.000701228j 0.00543846+0.00303073j 0.00216215-0.00470388j -0.000367617+0.000829404j -0.00863987-0.00686185j -0.00129922-0.0044818j -0.00545087+0.000388577j 0.0051633+0.0015282j -0.00171553-0.00189902j 0.0033699+0.00285835j 0.000461817+0.00535149j 0.00102649+0.00212724j -0.00157363-0.00352709j 0.00454879-6.75186e-05j -0.00278125-0.0069685j 0.00771396+0.00359739j 
0.00117864+0.0138305j 0.0187375+0.00868111j 0.0438745+0.00554474j -0.0104775-0.0247401j -0.016522+0.00106456j 0.00608989-0.0113719j -0.0186068+0.0173439j -0.0239051+0.0271195j -0.00777567-0.0173411j 0.0313727+0.0119925j 0.0220122-0.0122506j -0.00418602-0.0134467j -0.0268171-0.0148185j 0.000872942+0.0122859j -0.0111309-0.00490537j -0.00649589+0.00739969j -0.000175543-0.00519397j -0.0567895-0.00870784j 0.00553375-0.0062549j -0.0186865-0.00108869j -0.00617102-0.00177905j -0.020354-0.00879979j -0.0236298-0.0109916j -0.0283073+0.00636453j -0.0194578+0.00432872j 0.0075526-0.00730158j -0.00175312-0.00320583j -0.00688084-0.00170077j 0.00359582+0.00011651j -0.00736507+0.0035603j -0.0292903+0.0060585j -0.00804636-0.00121183j 0.0303591-0.000519878j 0.0142316+0.00100018j -0.0239037+0.00579885j -0.0265635-0.00551479j -0.0147863-0.000273404j -0.00485651+0.00271228j 0.00105645-0.00108732j -0.0111206+0.00151317j 0.000710429+0.00368251j 0.00735247+0.0101467j 0.00885723-0.00473202j -0.0126465+0.00951049j 0.00991078-0.00136488j 0.0155657+0.00280846j 0.0181254-0.00521911j -0.0087115-0.00746175j -0.00328766-0.0030465j 0.00242557+0.00010067j 0.00465044+0.00225084j 0.00128589-0.00289326j -0.00845503-0.00157216j 0.00238916+0.00187684j -0.00393677+0.000529385j 0.00410971-0.00164647j -0.00484338-0.000319564j 0.00761912+0.00447994j -0.0147266-0.00623258j -0.00709444+0.00322074j 0.00360694-0.00181216j -0.0202301-0.00439745j -0.000791055+0.00315162j 0.00619401-0.00317659j 0.00109852-0.00156103j -0.00990645+0.00211367j -0.00709131-0.00537283j -0.00426864+0.000629856j 0.000491074+0.00128586j 
0.0059045-0.00302005j 0.00022338-0.000360645j -1.16222e-05-0.00279065j -0.0116862+0.00478872j -0.00189773-0.00244635j -0.0324138+0.00627356j 0.00690396+0.00862196j 0.00521312-0.00175059j 2.23755e-05+0.00229058j 0.0023829-0.00327304j -0.0249193+0.00314199j -0.0358442+0.0112375j 0.0193077+0.00396715j -0.000506679+0.0027035j -0.000810128-0.0134735j -0.030781+0.00854558j 0.00599001+0.00323489j -0.0466839-0.000640878j 0.0152585+0.0116089j -0.00842888-0.00496224j 0.012726+0.00468611j 0.00862064-0.00476405j 0.00408476+0.0175774j -0.0068088+0.00217692j 0.01911+0.00204234j 0.00803765+0.012434j -0.00495891+0.00478299j -0.00912892-0.000176721j 0.00804218+0.00107192j 0.0192181-0.00324044j -0.0026041-0.0113266j 0.0143301+0.00759108j -0.014185+0.00348531j -0.0028323-0.0136857j 0.00453149+0.000661691j -0.0150567+0.0296625j -0.0168695+0.0162052j 0.0149726-0.0255398j -0.0208724+0.00353692j -0.0202528+0.0138431j 0.0094089-0.00281391j -0.0200304+0.0133369j 0.0150941+0.00802388j 0.0184057+0.00908753j 0.00598961+0.00406996j 0.0171874+0.000962386j 0.0192804+0.0087373j 0.00169926-0.00795859j -0.0114397-0.000772761j 0.0128397-0.00121652j 0.0200676-0.00183073j 0.0134696-0.00496069j -0.0254637+0.000753066j 0.0270908+0.00553137j -0.0205515+0.00324135j -0.00358935-0.000761828j -0.0139287+0.00963379j 0.0191548-0.00681597j 0.00417687-0.0117816j -0.00471318-0.00339389j -0.00907255-0.00893399j -0.033418-0.00745038j 0.0190194+0.0253374j 0.0166923+0.00117425j 0.0102116+0.00128557j -0.0160913+0.00120803j 0.00138484+0.00750703j -0.00658733+0.00286404j -0.00777186-0.00136195j 
0.0112812+0.005958j -0.00553855+0.00242636j 0.0045811+0.00203088j -0.0443909-0.00868153j -0.0496628+0.00648095j -0.0214622-0.00684584j 0.017371-0.00217738j 0.0162902+0.0116051j -0.0116516-0.00937789j 0.00349777+0.00304083j 0.00612193-0.0073932j 0.00453147-0.00811528j 0.00670926-0.00491317j -0.00286317+0.0064756j 0.0106737+0.00529377j -0.0164284-0.00539176j 0.0020732-0.00992093j 0.00955252-0.0030222j -0.0220621-0.00842221j 0.00780913+6.04539e-05j -0.00210624-0.0065066j -0.00503503-0.00402826j 0.00164993-0.0118911j 0.01416-0.00400222j 0.0151997+0.00108189j 0.0217499-0.0148606j -0.0215167+0.000458429j 0.00111802-0.00085757j 0.00335942-0.000741914j -0.0268277+0.0143118j -0.0408829+0.0213168j 0.0278194-0.0029566j -0.0545061-0.00114109j 0.011409+0.0100682j 0.0261349+0.00719171j -0.013934-0.00500641j 0.0260177-0.0100538j -0.0304655+0.0137484j 0.00480701-0.00690645j -0.025669-0.00476049j 0.0129171+0.00230971j 0.004252-0.0210902j 0.0150287-0.00960045j -0.0308175+0.00296288j 0.0130656-0.00754931j -0.00654458-0.00725211j 0.0064998-0.00798188j 0.00586214+0.00300217j 0.0145353-0.00236916j 0.0128261-9.24121e-05j 0.00385604-0.00132308j -0.000587906-0.00168028j -0.00429035+0.00132325j -0.00168944+0.00300117j -0.0305812-0.00817248j -0.00644567+0.00564328j 0.00986538-0.00438507j 0.0183605+0.0051729j -0.00068451+0.0039658j -0.00660034-0.000768624j -0.000351831+0.00301197j 0.0231992+0.00269066j 0.0138792-0.0161841j -0.00235933-0.00105079j -0.00528505-0.00126088j 0.00121528-0.00195941j 0.0171076-0.00289768j -0.00818688-0.00184995j -0.00916617-0.00100191j 
0.00345883-0.00955249j -0.00654333+0.00641243j -0.0196847-0.0072226j 0.0159822-0.000845894j -0.0169187+0.00339057j -0.00986333-0.000194099j -0.00753998-0.0156293j 0.0114046-0.0142764j -0.00351808+0.00773842j -0.00456532-0.00371723j 0.000342977-0.0162437j -0.00145743-0.0166879j -0.00652025-0.00944594j -0.00457993+0.00106429j -5.1477e-05+0.0251121j -0.00548718+0.00475542j -0.00821281+0.0151653j 0.000588711+0.021007j 0.00600932+0.0137838j -0.00873361-0.00121154j 0.00566379+0.0123045j 0.00833977-0.00207919j -0.00053424+0.00903511j -0.00241045-0.0081315j 0.00450954-0.0226782j 0.0156311+0.0076682j 0.00517292+0.0111927j 0.00219623+0.00563878j 0.00244041-0.00116409j -0.00904576+0.00282928j -0.0150401+0.0191367j 0.00967224+0.00101196j 0.00804003+0.00427786j 0.0199262+0.0124068j 7.75833e-05+0.000954987j -0.00675281-0.0161117j -0.0173545-0.00801609j 0.000423282-0.00792584j -0.00725024-0.035139j -0.00341443-0.00432145j 0.0134503+0.0279045j 0.0202501+0.0933055j 0.0219045-0.00992283j -0.0261785+0.014472j 0.000745929+0.0137747j 0.014892+0.049599j -0.0117985-0.0363838j -0.00652089-0.0122945j 0.00640478-0.000967442j -0.00612061+0.00599061j -0.00650935+0.00435098j -0.0042567+0.00456127j 0.00249846-0.0047009j -0.0192348+0.00463072j 0.00385915+0.00178441j 0.00861624-0.00549671j 0.0037296-0.000103604j -0.00361173+0.00801934j -0.0141455-0.00167788j -0.00718721+0.00442843j 0.0280954-0.00486139j 0.00641636-0.0120175j -0.0169312+0.0148822j -0.00709501-0.00676232j -0.00677431-0.00308891j 0.0069421+0.00860514j -0.0238174-0.00730584j -0.0105886+0.0245309j -0.0251913-0.0130637j 
-0.00972601+0.000861429j -0.00465958+0.00844035j 0.0268621+0.000341789j -0.0405399-0.00132201j -0.00937568+0.00293156j 0.007723+0.00953812j 0.0201722+0.00273271j -0.00263802+0.00983348j -0.0016205+0.00096383j 0.0120202-0.00525809j -0.00620434-0.0168223j 0.00672051-0.00832821j -0.0109667-0.00423696j 0.0100454-0.0195674j 0.00445571+0.00370568j -0.00228186+0.00310878j -0.0072473+0.0128681j 0.0410116-0.0025375j -0.0052588+0.00152516j 0.000868609-0.00935753j 0.0310612+0.00315077j -0.0248284-0.000332398j 0.0263634-0.00409002j 0.0252056-0.0122475j 0.00713313-0.0117661j 0.0101745-0.011805j 0.00921554+0.0105582j 0.00764648+0.00414114j 0.000484216-0.00112431j 0.0106543-0.00757956j 0.0273564+0.000533528j 0.0238715-0.000564489j -0.0506073+0.0191891j -0.0207408-0.0107387j 0.0273979-0.0138591j -0.0049221+0.00607229j 0.0262915-0.000169353j 0.00593217-0.0160095j 0.0156562-0.000216289j 0.00462572+0.00874858j -0.00301761+0.0150568j 0.00673549+0.0290029j -0.00315075+0.00489331j 0.000802511+0.00745034j -0.00304351+0.00343307j -0.017032+0.0177268j -0.0060659-0.00658008j -0.0016512-0.00568728j 0.00555873+0.000943169j -0.000565373+0.00215511j -9.32338e-05+0.000169423j -0.00362109-0.000869447j -0.00229114+0.000764306j 0.000914672-0.00293562j 0.0120333-0.00088518j -0.0147835-0.00164302j -0.0111573+0.000550887j -0.00434109+3.3612e-05j 0.0221186-0.00283452j 0.0218903+0.00549005j 0.0126216-0.000978216j -0.0133442-0.00409364j -0.00344632+0.00763295j 0.0103687-0.00244113j 0.0154453+0.000657446j -0.00499398-0.000569671j -0.00355376+0.0122343j 0.000500884+0.0137857j -0.0141416-0.0137192j 
0.00939277+0.00357458j -0.000803525+0.00302671j -0.0319023+0.00104722j 0.0150427-0.00707227j -0.0125962-0.000102085j -0.00172401+0.0149197j -0.0160044+0.0217413j -0.00582508+0.028724j 0.00678212-0.00748517j -0.00586619+0.00250917j 0.00910582-0.015258j -0.00244097-0.00735609j -0.00690227-0.00397093j -0.0103097-0.0213585j -0.00266502-0.0193874j 0.000648831-0.00480856j -0.0111156-0.00204061j -0.0181491-0.0127211j 0.00659905+0.00236516j 0.00501432+0.00478673j -0.00510899-0.00188737j 0.0137985-0.0144294j -0.0242075-0.00211105j -0.00789932-0.00364738j 0.00431015-0.00367035j -0.00731832-0.000118768j 0.00588925+0.00534697j 0.00696012+0.0060907j 0.000959453-0.000347768j -0.0159648+0.00645304j -0.0405442+0.0114188j 0.0251127+0.00278448j 0.0201223-0.0080004j 0.00880279+0.00594212j -0.0275704-0.00719194j -0.0209052-0.0265132j -0.0178439-0.00197188j -0.0293121+0.0201333j 0.0150166-0.00460549j 0.000488878-0.00209084j -0.00697132+0.00662313j 0.00373172+0.00189906j -0.00583166-0.00522518j 0.0131229+0.000856551j -0.00174887+0.000497342j -0.0179115+0.0144838j -0.0236487-0.00585743j 0.0100486+0.000577604j 0.0117804+0.0013962j 0.0077+0.00228069j -0.00228387+0.00113365j -0.00811181+0.00290652j -0.0184417-0.00331078j -0.0226506-0.00767229j -0.00161193+0.00108577j -0.0090535+0.000717528j -0.0266558-0.00101774j -0.00166557-0.000114463j 0.0459654+0.00441686j 0.0349787+0.00536802j 0.000853239+0.0109569j -0.0243391+0.00166277j 0.00550448-0.00677173j 0.0122548-0.000151753j 0.0316962+0.00230466j 0.00455674-0.0013j 0.00068373-0.00442135j -0.00434009-0.000640419j -0.00116584+0.000343152j 
-0.0120705-0.012429j -0.00356577+0.0133681j 0.0195021-0.00813047j -0.0112251+0.00882031j 0.0140511-0.00494923j 0.0145145+0.0196018j 0.00382474-0.00414448j 0.00718707-0.000858622j 0.00158302+0.00956523j -0.0102591-0.0232923j 0.0044347+0.0083655j 0.0138362+0.0487342j 0.0228593-0.00476012j 0.00769921-0.00195262j 0.00300445-0.00268649j 0.00847351-0.0146389j 0.0136694+0.00310998j 0.0151916-0.00473401j -0.0101559+0.0258397j -0.0324466-0.0113964j -0.00713045-0.00314143j -0.0177047-0.0251772j 0.0146288+0.0193527j 0.00152166+0.00673407j 0.0281823-0.0250497j -0.00418342+0.0131684j 0.00216162+0.0059762j -0.00138708+0.00144804j -0.00500723+0.00480154j 0.011186-0.00351099j 0.00684743+0.00287377j -0.0172198+0.0225867j -0.00319818-0.013625j -0.0181785+0.0395904j -0.000762521+0.0244289j -0.00525424-0.0279383j 0.0114865-0.0274764j 0.00873379+0.0125037j -0.0360119-0.0194929j -0.00242589-0.025418j -0.00861783-0.0456139j 0.00244173+0.0402652j -0.00776502-0.0533796j 0.00828484-0.0238503j -0.010351+0.00895753j -0.00294692+0.00151917j -0.0118761-0.00434368j -0.003011-0.00407081j 0.00296275-0.0136403j 0.00485464+0.00136486j -0.00106602+0.00566846j -0.00725003+0.00595118j -0.0130183-0.00189641j -0.00755505+0.0182187j -0.0505138+0.0231378j -0.0186335-0.00126176j 0.0109389+0.00439718j 0.0267969-0.0189079j 0.0167286-0.000338058j 0.00658559-0.00463075j 0.00347605-0.0096513j 0.0117809-0.0218198j 0.0124078-0.013599j 0.00372956-0.00405757j 0.00466003-0.0016574j -0.000404137+0.00123664j 0.0124016-0.00322269j -0.000488206+0.0122305j -0.0158944+0.0208857j 
-0.00539575+0.00584946j -0.00238868+0.00633468j -0.0116216+0.0101524j 0.0256327+0.00870388j -0.00385357-0.00178695j -0.00291334+0.0192958j -0.00842623+0.00487419j -0.00175671+0.00943397j 0.0048768+0.00700446j -0.00518398-0.023308j 0.00975298+0.013153j 0.00806886+0.0173693j -0.0128976-0.00383945j 0.00453008+0.0171183j -0.00719769-0.00195692j -0.00677532-0.00285878j -0.00838405-0.0116082j -0.0343491-0.00843634j -0.00239+0.00811267j 0.0233244-0.00614808j -0.00108561-0.0146408j -0.0205694-0.01988j -0.00495844-0.0101219j -0.00270363-0.00131107j -0.0167483-0.000383933j -0.00505149+0.00296954j 0.00463022-0.00513731j -0.00294615+0.00491184j 0.00780715-0.0025083j 0.00145497+0.00411062j -0.00428753+0.0240359j 0.0149567-0.00275505j 0.0100931-0.0122083j 0.0140716+0.0103478j 0.0142751+0.0125382j 0.0101232+0.0074745j -0.0160993-0.0191804j 0.0221405+0.0251394j 0.0180602+0.00719902j 0.0162041-0.0211642j -0.0214732-0.0519364j 0.0241156-0.0117738j 0.0127526-0.069632j -0.0138838-0.0254927j 0.0046451+0.00336046j -0.00677273-0.0183632j 0.0111023+0.00364202j -0.000434933+0.00150564j 0.0025761-0.0130978j -0.00443585-0.0026867j 0.00363756+0.00285775j 0.00705121+0.00598428j 0.0188946-0.00421533j 0.0101853-0.00280686j 0.0231361+0.0213018j -0.00428515+0.00388911j -0.00421059-0.00349675j -0.00498113+0.00249969j -0.00852961-0.011253j 0.0115753+0.00102926j -0.00423788+0.00770242j 0.00644184-0.0199944j -0.0089342-0.0165641j -0.00812512-0.00813717j -0.00923774-0.00522687j 0.00592+0.00287423j -0.00324787+0.0138404j 0.0224405+0.00362406j -0.00121892+0.0114467j 
0.00282639+0.00730483j -0.00365263+0.0107848j -0.00571889+0.00316194j 0.00779478-0.00858924j 0.000927567+0.0044962j 0.00901054-0.00232673j 0.00274003-0.00995257j 0.00854623+0.0107315j -0.00817697-0.00300403j -0.00592125+0.0020121j 0.0115179-0.0411602j 0.00811728+0.0109764j -0.00460622-0.00193298j 0.0164885+0.00913921j 0.00234531+0.00439509j 0.0103219+0.0217642j -0.00799008+0.00208127j 0.0161758-0.00926778j -0.00635662-0.00650059j 0.0177636-0.0119156j 0.00522472-0.0188263j 0.00329905-0.0149398j 0.0216023+0.000349716j 0.0214515+0.00103527j -0.0207303+0.0190104j -0.0113617-0.0100158j -0.0215984-0.00921556j 0.00454685+0.00129306j -0.00265532+0.000140065j -0.00217257-0.00290146j 0.0189984-0.00817558j -0.00363535+0.00567302j 0.00718383+0.0197134j 0.0175587-0.00996966j -0.00574321-0.00462124j -0.0151803+0.0335234j -0.0139245-0.00219391j 0.011297-0.0091132j 0.00490314+0.0212694j 0.019279-0.0186425j -0.00147856-0.0224347j 0.000354608-0.000673597j -0.00764774-0.00416091j 0.0227227+0.00268959j 0.00547197-0.00504121j 0.0009761-0.00214289j -0.0153844-0.00146604j 0.00293908-0.00348255j 0.000863133-0.00477703j -0.000980291+0.001568j -0.0139144-0.000833143j -0.0161407-0.00121357j -0.0508437+0.00334776j -0.00288715+0.00799899j -0.00368151+0.0169633j 0.0121031+0.00765864j 0.00682802-0.000506198j -0.00445182-0.00361907j 0.0105305-0.00400985j -0.0164619+0.00261416j 0.0021155-0.0144331j -0.0100081-0.0127205j 0.0154686+0.0137667j 0.0073575-0.0068911j 0.0163266-0.00496122j 0.0108302+0.0128215j 0.00737239-0.0051438j -0.00248567-0.00123735j 0.00143842+0.0111529j 
-0.0204885+0.00265006j -0.00217354+0.011869j -0.0134132+0.000539617j -0.00430567-0.00816807j 0.0119795-0.000631375j 0.0292381+0.00126659j -0.0137532+0.0139453j -0.00102109+0.00442914j 0.0116241+0.00538628j -0.0272463-0.0120333j 0.00314668-0.0049398j 0.0226365-0.0303561j 0.00962487-0.0137673j 0.0120101+0.000251086j 0.0115388+0.000113529j 0.00959864+0.0142085j 0.00233685+0.0101781j -0.0118426+0.014145j -0.0214557+0.00186648j 0.00532169-0.00662925j -0.0277394-0.00224892j -0.011162-0.00669433j -0.00943353+0.00721028j -0.00131545+0.0014747j 0.00971856+0.00762228j -0.0392064+0.000603888j -0.00586107+0.00188743j -0.0127876-0.00246271j 0.00204982-0.00145694j 0.0163799-0.00818702j -0.0229939-0.00786123j -0.00838965-0.00619634j 0.0149448+0.0124218j 0.00800345-0.0230485j -0.00749863-0.00206902j -0.0354667+0.0337861j 0.0118115+0.0224202j 0.016275-0.0194096j -0.0179448+0.0205999j 0.00666355-0.00617249j -0.0194457+0.016333j 0.00751267+0.00669063j -0.00987109+0.020454j 0.00688773+0.0153062j -0.000310908+0.00175565j 0.00361196+0.0152472j -0.0154537-0.000799832j -0.00724781-8.09118e-05j 0.00530376+0.00133007j 0.00751677-0.000294916j 0.00474505-3.85197e-05j -0.00162757-0.000845163j 0.043009+0.000864728j -0.0440957+0.00838317j -0.0769985+0.0118295j -0.0188697+0.00775253j 0.0126895-0.00880364j 0.0183489-0.00783707j -0.0100781-0.00476832j -0.00527853+0.00151027j 0.0204409-0.0117104j 0.032511-0.00630191j 0.0305423+0.00044581j -0.00874267-0.00390911j -0.017633-0.0010732j -0.000798261+0.00170475j 0.0267395+0.001871j -0.0153856+0.00534433j -0.0152369-0.00181944j 
