0.106775+2.34552e-14j -0.312657+5.0543e-15j -0.0569335-3.73229e-16j 0.106503+4.52428e-16j 0.115223-3.6141e-16j -0.0449625-7.84303e-16j -0.109059-1.4308e-16j 0.0645381-2.49621e-16j -0.0336133-2.41913e-16j 0.125388+3.82184e-15j 0.00742589+8.97897e-16j 0.0198816-1.79931e-15j -0.205727+1.80117e-15j 0.0928517-5.69956e-15j 0.0527922+1.10225e-14j 0.197192-2.4254e-14j -0.115831+3.92754e-16j 0.00954048-5.47391e-15j 0.0167318+1.20911e-14j -0.145923+1.4277e-14j -0.141728+9.23999e-15j 0.0754838+3.6526e-15j -0.184807-1.49903e-15j -0.000491364+1.74924e-14j 0.150957+7.34591e-15j 0.0360482-2.00096e-15j -0.0160959+6.16956e-15j 0.0728093+8.82168e-15j 0.171568-7.9708e-14j -0.0226279-8.21441e-15j 0.16626-4.34901e-14j 0.100294-3.13717e-14j -0.0383003-7.77786e-15j -0.00230593-1.71102e-14j -0.229748+4.62534e-15j 0.00252421+1.78634e-14j 0.0567547+1.46775e-14j 0.00528964+5.70686e-14j 0.0722888+4.81292e-14j 0.120955+6.16091e-14j -0.0584329+4.70404e-14j -0.115019-3.10903e-13j -0.114371-1.10205e-15j -0.167765-2.90372e-15j 0.120767-2.08489e-15j -0.0288416+1.09078e-15j 0.0249856-1.89264e-15j -0.012644-5.62079e-16j 0.0707572+7.48608e-16j -0.127962-2.47355e-16j 0.058701-1.12255e-15j 0.00214831+1.49358e-17j -0.0361195+5.52125e-17j 0.179537+1.91725e-16j -0.296081+3.38906e-15j 0.0732402-1.52128e-14j 
0.00057237+1.63616e-16j -0.000429788+6.74899e-17j -0.000616299+1.50734e-16j 0.000151216-5.90307e-17j 0.000415815-8.36393e-17j -0.000554673+6.14348e-17j -0.000419493+4.8058e-17j 3.98423e-05-4.81747e-17j -0.000263181+4.09951e-17j -0.000251502-4.22145e-17j 0.000492977-1.6055e-17j 0.000350302-8.65836e-17j 0.000109062-1.00061e-16j 0.000509124+1.80201e-17j 0.000664087-1.14522e-16j 0.000467372-2.11197e-17j -0.000564075+2.21147e-16j -0.000458652+4.17474e-16j -0.000558443+2.3943e-16j -9.55803e-05+1.22787e-16j -0.000456098+1.25211e-16j -0.000168347+3.32231e-17j 7.85953e-05+1.64822e-16j -0.000652982-3.61064e-17j 0.000412548-9.2505e-17j 0.000328206-9.07208e-17j 0.000765195+9.68226e-18j 0.000569415+5.03078e-17j 0.000627674-2.36147e-16j 0.00045862+6.53164e-18j 0.000891257-3.87751e-16j -0.000183481-2.78946e-18j -0.000168556-2.60836e-17j -0.000359464-9.56549e-17j -0.000782829+6.86392e-17j 0.000413299+9.91106e-17j 4.86782e-05-9.67159e-18j -0.000830429-2.57284e-16j 0.000533897-2.40412e-16j 0.000404522+1.02883e-16j 0.000264478+1.404e-16j -0.000344242-1.05721e-15j 0.000500519-6.01538e-17j -8.55834e-05-1.09499e-16j 6.9712e-05-5.26045e-17j -0.00064088+1.1971e-17j -0.000373765+1.01387e-16j -0.000487916+4.37855e-17j -0.000167747-3.95236e-17j -0.000362627+5.58003e-17j 0.000419029-8.81612e-17j 9.42528e-05+5.22162e-17j 0.000352439-2.641e-17j 0.000785468-1.59133e-16j -0.000386642+5.45043e-18j 0.000574258-1.91227e-16j 
0.00024755+1.49298e-16j -3.28644e-05+5.28013e-17j -0.000568228-8.66273e-18j -0.000622374+4.25061e-17j 0.00101413-5.67917e-17j -0.000108782+1.44889e-17j -0.00011725+7.42143e-17j -0.000869612+2.85383e-17j 0.000630937-3.44559e-17j -0.000203325+7.35289e-17j -0.00130414+6.99562e-17j 0.000454722-3.00518e-17j -2.67288e-05-7.06934e-17j -0.00102862-1.23855e-17j 8.1507e-05-9.08242e-17j -7.1271e-06+1.19313e-16j -0.00135885+2.70168e-16j 0.000873357-8.32545e-16j 0.00167699-2.16534e-16j -0.000925569-1.62841e-17j 0.000468528-7.17602e-17j -7.01589e-06+1.88491e-17j -0.00126292-7.86543e-18j -2.91546e-05+8.39519e-17j -0.000318314+3.82807e-17j 0.000656312+1.69926e-16j -0.000790689+4.496e-17j 0.000809548-6.88027e-17j 0.0010575-5.36688e-16j -0.00183685+1.60066e-16j 0.000756284-4.02811e-16j -0.000246574-7.38344e-17j 0.000823252-5.91201e-17j 0.00175518+4.33976e-18j 2.17743e-05-2.64451e-17j 0.000233588+2.53371e-17j -0.000872354+1.06878e-16j 0.000729749+7.9859e-16j 0.000551258+6.19185e-16j 0.000476676+1.99664e-16j -0.000816716-2.2896e-16j 0.000603774+1.99547e-15j -0.000741032-4.61389e-17j 0.000557566-9.65232e-17j 0.000348369+1.2309e-17j 0.000801441+1.44109e-17j -0.00135065+1.32552e-16j -0.000217052+7.26591e-17j -0.000482782+2.27016e-17j -0.000447013+6.86011e-17j -0.000253137+1.88481e-17j -0.000112102-5.17189e-17j 0.000642543-3.97987e-17j 0.000476659-4.01106e-18j 0.000114163+3.08787e-17j 0.000386989-4.43955e-17j 
1.61311e-05-5.91951e-17j -0.000334703+7.60957e-18j 0.000100595+3.80117e-17j 0.000177004+1.64125e-17j 2.59364e-05-4.82161e-17j 2.36027e-05+2.20356e-17j -0.000204948+1.91893e-17j 0.000225728+2.70245e-17j -4.12799e-05-1.30493e-17j 8.60934e-05+2.13965e-17j 7.91786e-05+2.61846e-17j -5.28925e-05-2.76898e-17j -4.26485e-05-3.95158e-18j 0.000102533+1.8622e-17j 4.79771e-05-6.9058e-18j 0.000237776-6.54181e-17j 9.69758e-05+1.65951e-17j -7.29605e-05+6.09524e-17j -0.000137128-1.08774e-17j -9.15288e-05+5.95072e-17j -0.000201216+1.83774e-17j 0.000154784-1.25931e-18j -0.000117829+4.43196e-17j 5.90263e-06+3.45659e-17j 0.000116473+9.33293e-18j -0.000241491-6.65395e-17j 0.000102808-6.90898e-18j -0.000107918-4.10613e-17j 8.99321e-05-1.00036e-16j 6.75464e-05+2.35114e-17j 0.000132708-6.82682e-17j 0.000153949-1.16345e-17j -6.32245e-05-3.60625e-17j -0.000270067-6.36733e-17j -0.000209965+3.67402e-17j -9.81902e-05-1.91606e-17j 0.000198675+4.49912e-17j 1.65315e-05+1.84811e-17j -3.38345e-05-2.8072e-17j 1.24979e-05-1.70414e-17j -0.00010093+9.4741e-17j -0.000202727-5.49804e-16j 7.63832e-06+8.97347e-18j -6.7884e-05-1.63045e-17j 3.86877e-05-1.13964e-17j -7.75373e-05-4.26534e-18j 0.000145151+5.22519e-17j 1.87809e-05+2.11882e-17j 0.000205165+2.30385e-17j -0.000185409+2.82193e-17j 4.70936e-05-5.7792e-18j 7.70506e-05-3.71401e-20j -0.000160302-3.26512e-17j 6.30713e-05-4.06192e-17j -0.000339833+9.46382e-18j -3.28722e-05-3.56194e-17j 
-0.00108206-4.22547e-16j 0.00172427-8.50899e-17j 0.000771503+6.68398e-18j -0.00152351+2.82841e-18j -7.12e-05-2.13869e-17j 0.000401538+9.05815e-18j 0.000147022+2.57222e-17j -0.00118248+6.46096e-18j 0.000938681-7.19957e-18j -0.00179122-5.51724e-17j -0.000906164+3.80355e-17j -0.000151644+7.24139e-18j 0.00151295-4.60869e-17j -0.00118097+6.42292e-17j -0.000147813-8.49929e-17j -0.00106947+1.88765e-16j 0.000323041+5.45425e-17j 1.66093e-05-2.37137e-16j 0.00144256-1.98828e-16j 0.000570539-1.35992e-16j 0.00152058-9.03175e-17j 6.01895e-05-1.2264e-17j 0.00114689+7.69499e-17j -0.000160251-1.54459e-16j -0.0014378-8.23386e-18j -0.000885685-5.49346e-17j 0.000287228+4.24481e-17j 0.000427355+1.59352e-17j 0.000295846-9.43065e-17j -0.00119259+9.30634e-17j -0.00120317+1.98614e-16j -0.000599045+2.04219e-16j 0.00100793+4.37915e-17j 0.000529115+1.00273e-16j 0.00161001-4.36487e-17j -9.68642e-05-1.27557e-16j -0.000579955-7.5751e-17j -5.09571e-05-7.78468e-17j 6.54497e-05-4.8873e-17j -0.00125619-6.97325e-16j -0.00077427-4.38383e-16j 0.000902432+2.88203e-15j 0.000511349-9.26418e-19j 0.00141442-2.96168e-17j -0.00101333+1.12554e-17j 0.000557913-1.28702e-17j -0.00113392+7.17774e-17j -0.000232809+3.0899e-17j -0.00103925-1.66338e-17j 0.000167425+2.35086e-17j -0.000884346+2.29586e-17j 0.000636237-2.52027e-18j 0.000735366-5.80878e-18j -0.00149034-8.12653e-18j 0.0016219-2.2634e-17j -0.000715165+1.1354e-16j 
0.000534076+3.54284e-16j -0.000297245+7.05131e-17j -0.000497272-1.05438e-16j 0.000834927+5.29628e-17j -0.000243914-1.5159e-18j -0.000135251-2.9428e-17j 0.000302208+8.33141e-17j 0.000668456+6.60067e-20j -0.000563492-5.26312e-17j 0.00111603+1.81244e-16j 0.00048349-4.52245e-18j 0.000101064+2.39997e-17j -0.000551703-9.56779e-17j 0.000439447-3.91737e-18j -0.000133008-8.83927e-18j 0.00014827-8.5012e-17j -1.49135e-05-7.88031e-17j 0.000165164+8.41294e-17j -0.000999406+3.67411e-17j -0.000114452+4.59339e-17j -0.000688325+2.25494e-19j -0.00032124-6.75735e-17j -0.00057401-1.32374e-16j 0.000216873+1.3328e-16j 0.000594284+5.31358e-17j 0.000711844+2.67455e-16j -0.000426671-1.63133e-16j -0.000608579-7.49519e-17j -0.000815517+2.40376e-16j 0.000760141+2.46512e-17j 0.000490293-4.28768e-17j 0.000128763-8.17598e-17j -0.000581937-6.92012e-17j -0.000118443+8.32534e-17j -0.000462291-3.43266e-18j 6.11515e-05+7.07174e-17j 0.000144112-6.14749e-18j 0.000273697+6.41091e-17j -0.000311735-6.72748e-18j 0.000700107+4.95843e-16j 0.000729565+2.50221e-16j -0.000219835-8.79641e-16j -0.000200944-7.35441e-17j -0.000480478-6.54726e-17j 0.000495216+7.59311e-17j -0.000164693+2.54869e-17j 0.000719018+5.09503e-18j 0.000278263+1.62611e-17j 0.000612097+2.22165e-17j 0.00029065+6.98517e-17j 0.000472127+3.17092e-17j -0.000608696-1.04646e-16j -0.000457475-4.9429e-18j 0.000637186+8.93535e-17j -0.000247865+3.37695e-17j 0.000358056+2.10319e-17j 
6.51422e-05+1.99065e-16j 0.000718442+3.75253e-17j -0.000357904-9.08697e-17j -0.000460917+4.58204e-17j 1.06752e-05-9.00971e-18j -0.000208074-3.85671e-17j 0.000424782+6.93451e-17j -0.000620446+5.97646e-18j 3.16001e-05-4.96015e-17j -0.00034806+8.27135e-17j -1.51875e-05+3.20571e-17j 0.000185807+3.65695e-17j 5.08844e-05-8.96773e-17j -3.80909e-05+4.16109e-17j 5.65899e-05-6.51281e-17j -0.000483422+1.10343e-16j -0.00034737+8.21815e-17j -1.44683e-05+1.11539e-17j 0.000229962-8.34766e-17j 0.000281923-6.84444e-17j 0.000435642-7.385e-17j -0.000410072-5.53038e-17j 0.000485365-4.85465e-17j -0.000195756-5.12966e-17j -0.000175194+1.25716e-17j 0.000675868+2.37692e-16j 9.91805e-06-4.057e-17j 0.0005147+1.28322e-17j -1.25687e-05-4.00491e-17j 2.16322e-05+1.11685e-16j -0.000243734+6.93293e-17j -0.000419357+4.64694e-17j 9.33032e-05-1.3217e-17j 0.000537748+9.55115e-17j 0.000336805-6.69519e-17j 0.000365663+7.80212e-17j -0.000461606-1.09524e-16j -0.000382895-1.56297e-16j 0.000263992-1.22532e-16j -5.89408e-06+7.93172e-17j 0.000335745-3.81293e-17j 0.000402118+1.04485e-15j 0.000118296-4.64915e-17j 2.75779e-05-7.08285e-17j -0.000116507+5.18487e-17j -1.8433e-05-1.52846e-17j -0.000433674+4.70522e-17j -0.000192546+1.87747e-17j -0.000644119-7.4781e-19j 0.000407184+5.93044e-17j -3.20293e-05+4.48395e-17j -0.000114902-8.00185e-17j 0.000530279+1.40358e-18j -1.5065e-05+7.94671e-17j 0.000731661+1.97389e-17j 0.000195441+5.695e-17j 
0.00048046+2.76936e-16j -0.000492541+2.64158e-17j -0.000443354-7.80785e-17j 0.000514241-4.62372e-17j -8.68296e-05-1.92082e-17j -0.000238669-9.6824e-17j 0.000258916+9.35357e-17j 0.000250219-1.2849e-16j -0.000472355-7.90895e-17j 0.000785097+1.39786e-17j 0.000488934+1.30208e-16j 7.15915e-05+4.58132e-18j -0.000934007-2.34214e-16j 0.0006577+1.9429e-16j -8.78747e-06+6.07234e-17j 0.000230485-6.28446e-17j -0.000196666-3.53962e-17j -3.25192e-05-2.41679e-18j -0.000566055+4.79141e-17j -4.16264e-05+1.3648e-16j -0.000473583+4.95185e-17j -0.000205726-4.4524e-17j -0.000174747+1.89256e-16j 9.28557e-05+1.95905e-17j 0.000644919+1.00269e-16j 0.000782534+2.84491e-16j -0.000210512+5.19997e-17j 3.37064e-05+2.28122e-16j -0.000254076+1.38482e-16j 0.000703981+1.79383e-16j 0.000194886-1.63173e-16j 0.000156769-6.88273e-17j -0.000518118-9.11499e-17j -8.99153e-06-7.56982e-18j -0.000549323-4.66534e-17j 0.000189033+1.72335e-16j 9.95114e-05-3.07101e-17j -0.000180199-3.39584e-16j 4.49901e-05+4.61937e-17j 0.00052543+2.97002e-16j 0.000599776+3.11894e-16j -0.000244363-9.42768e-16j -0.000295036-2.29564e-17j -0.000904999-2.85419e-16j 0.000441013+9.91992e-18j -0.000266012-1.12091e-16j 0.000517786+6.91067e-18j 9.86489e-05-6.40415e-17j 0.000165966-1.67402e-16j 0.000251048+1.10919e-16j 0.000376018+3.07488e-17j -0.000375956-6.53241e-18j -0.000152665+1.07565e-16j 0.000599766+5.50229e-17j -0.000450748-1.14302e-17j 0.000352788+1.21453e-17j 
-0.000260664-1.21996e-16j 0.000386586-4.25411e-17j 0.000123602+2.42732e-17j -0.00111602-6.17504e-17j -0.000178937-3.7007e-18j -0.000526736-4.89973e-17j 0.000312457-9.28132e-18j -0.00135343-7.02971e-17j -0.000102382+1.93894e-18j -0.00149071-1.68205e-16j 0.000948087+2.78459e-17j -0.000135925+2.99568e-17j -0.000712372-7.35283e-17j 0.00127344+1.44535e-16j 0.000516687-3.33868e-18j -0.000307858+1.01368e-16j 1.90651e-06+1.03199e-16j -0.00132814+8.43603e-16j 0.000285476+1.17024e-16j 0.0012318-9.64068e-17j 0.000817708+5.12493e-18j -0.000148265+1.42928e-17j 0.00273543+2.03026e-16j -0.000746139-2.849e-16j 8.1289e-05-5.84722e-17j 0.000388804-2.69157e-17j 0.00145294+1.498e-16j 0.00196554+3.5995e-16j 0.00100289-3.19863e-16j 0.00114789+4.25213e-17j -0.00154837+3.44781e-16j -0.000334495+1.88005e-16j -0.000213479+1.05268e-16j -0.000427086-1.23068e-17j 0.000121417-5.97212e-17j 0.000676176+1.65576e-16j -5.39386e-05-3.17183e-16j -0.00244078-1.25305e-15j 0.00103205-8.11377e-16j -0.000913389-5.0724e-16j 0.000543945+8.25639e-17j -4.13618e-05-2.86611e-16j 0.000631035+9.83179e-18j -0.00135065-9.25235e-17j -0.000664643-4.74301e-17j -0.000982321-9.28916e-17j -0.000322463-1.25539e-17j -0.000722692-5.70231e-17j -0.00177491-1.17174e-16j 0.000563413+3.96183e-18j -0.000131321-5.25758e-18j 0.000731543+6.18663e-17j 0.00115514+6.36201e-17j -0.000468148-2.15422e-17j 0.00026947-3.00296e-17j -3.24607e-05+3.70785e-18j 
-7.06566e-05-2.40782e-16j -0.00143095-3.93795e-17j 0.000518735+2.42123e-17j 0.000513705+7.74255e-19j -0.000117911-5.26645e-17j 0.000236243+5.60829e-18j -0.000127139+4.18113e-17j 0.000401993-9.80124e-18j -0.000185641-3.96086e-17j 0.00084426+4.18678e-17j 0.000187198+5.20977e-17j -0.000437725-2.94678e-17j -0.00157041-6.51576e-17j 0.000680773+6.73554e-17j -0.000301779+9.61827e-17j 0.000687332-2.31198e-16j 0.000353045-1.12311e-16j -3.16516e-05-4.86353e-17j 0.000153344-2.52213e-17j -0.000237461+8.2439e-17j -0.00041474+4.77602e-17j 0.000623896+3.5917e-17j -0.000244461+7.46465e-17j 0.000555908+1.85916e-16j 0.000653799+1.09865e-16j -0.000261022-3.70705e-17j -0.000347095-1.06259e-17j -3.57227e-05+7.95372e-17j 0.000233193-2.32956e-16j 0.000269468+2.03332e-19j -0.00048764-4.7955e-18j 0.000851482-5.2311e-17j -0.00040863-3.64004e-17j -0.000341262-6.07103e-17j -0.000605051+7.81796e-17j -0.0003673-3.18814e-17j 0.000607019+6.13017e-17j 0.000159904+6.74149e-17j -9.98611e-05+1.02113e-16j -1.55375e-05-4.63914e-17j -0.00023693+2.77006e-16j -0.000584996-1.6124e-15j -0.000870916-1.25368e-17j -0.00146033-1.02558e-16j 0.000436504-9.48293e-18j 1.27489e-05-6.72314e-18j 0.000983326+2.18014e-17j 0.000374253+1.27471e-19j 0.000437903-2.40482e-17j -0.00013879+5.73196e-17j -7.3209e-06+4.06688e-18j 9.39716e-05+2.79248e-18j -0.000600616-5.41644e-18j 3.8576e-05-3.29599e-17j -0.00144797+2.29991e-18j -0.000289778-2.28885e-17j 
0.000265916+2.71539e-16j 0.000550792+8.19111e-17j -0.000535821-4.99981e-17j -0.000195279+8.98643e-17j 0.000277018-6.06637e-17j -0.000260305-8.39339e-18j -1.15052e-05+6.38561e-17j -0.00022288+8.04109e-17j 6.29912e-05-5.86912e-17j -0.000333675+1.07759e-16j -0.000141374+6.65386e-17j 0.000371917+5.33623e-18j 0.000713411-1.8829e-17j -0.000341337+2.06231e-17j 0.000276758-9.82577e-17j -0.000210671+9.64157e-17j -0.000507501+1.62476e-16j 9.22553e-05-2.2891e-17j -5.70382e-05-1.3143e-16j -8.11126e-05+2.00399e-17j 8.04038e-05-7.61373e-17j -0.000376789-7.76343e-17j -0.000169636-3.17298e-17j -0.000375297-5.47185e-17j -0.000203088-1.08751e-17j 0.00038596+1.34058e-16j 0.000133814-2.54267e-17j 0.000167104-1.43645e-16j 7.36758e-05-1.28225e-16j -0.000239834+1.60174e-16j 0.0006242-1.15942e-16j -0.000468274-1.09159e-17j 0.000219962-8.20807e-17j 0.000356196-2.68601e-17j 6.83947e-05-4.73942e-17j 0.000302097+6.09746e-17j -0.000401595+4.49994e-18j -7.55468e-05+6.61556e-17j 0.000197765-4.4305e-17j 0.000268498+2.05342e-16j 0.000127641+9.39334e-18j 0.000276982+7.44743e-16j 0.000375826+5.13358e-18j 0.000727921-1.58767e-17j -6.97316e-05+3.27979e-17j -2.5171e-05-2.67484e-17j -0.000672356+1.20022e-16j -0.000274931+5.04083e-17j -0.000225389+7.31395e-17j -5.04053e-05+6.41528e-17j 0.000114035+4.37909e-17j -0.000128768-8.30474e-17j 0.000395041-5.78787e-17j 0.000310376+4.12029e-17j 0.000599092+4.16135e-17j 0.00036905+1.61988e-18j 
0.000487545+1.88186e-16j -0.000936419+4.23676e-17j -0.000273758-2.29418e-17j 0.00117482+3.41713e-17j -0.000414899+1.75414e-17j 0.000168495+2.16504e-18j 0.000663299-3.4482e-17j 0.000822003+4.27421e-17j -0.000637353-2.07974e-17j 0.0021278+9.67625e-17j 0.000260412-1.42349e-17j -0.000172567-1.49934e-18j -0.00186428+9.10684e-17j 0.000567612-7.09036e-17j -0.000700399+1.13717e-16j 0.000275893-1.52144e-16j 0.000104797-7.95572e-17j 0.000642841-3.90628e-16j -0.000591855-5.94757e-17j -0.000391361+3.99798e-17j -0.000783077-9.34586e-18j -7.98155e-05+5.32794e-17j -0.00115635-1.55443e-16j 0.000951952+2.8827e-16j 0.000937803+6.74634e-17j 0.0010107+1.14665e-16j -0.00140702-6.8065e-17j -0.000859011-1.16383e-16j -0.00110556+3.36039e-16j 0.000619022-4.1539e-17j 7.34096e-06+2.19012e-17j 0.000662147-1.20096e-16j -0.000799142-5.86559e-18j 0.000339173-2.63491e-17j -0.000542885+5.1344e-17j -0.000212712-4.74875e-17j 0.000251526+1.18747e-16j 0.000978905+3.91744e-16j -0.000590033+2.73436e-16j 0.000877752+4.86815e-16j 0.000661032+1.69469e-16j -0.000266743-1.05674e-15j -0.00124896+2.01345e-17j -0.00146655+6.54029e-17j 0.000997817+5.61174e-20j 0.00028102+3.18718e-17j 0.00144001-6.82683e-17j 0.00079308-1.7043e-17j 0.000952574+5.71496e-17j 0.000531515-2.6898e-17j 0.000382445+1.06319e-17j -0.000911683-1.66286e-17j -0.00093382-2.1277e-17j 0.000621801+2.62373e-17j -0.000863611+1.77764e-17j 0.000160864-2.21931e-17j 
-3.72591e-05+1.38234e-16j 0.00113599+2.95397e-17j -0.000257688-1.38115e-17j -0.000617687+2.04976e-17j 0.000454979+2.21476e-18j -0.000352992-1.76968e-17j -0.000837531-2.60936e-17j -0.000166978+3.82742e-17j 0.000370849+1.50358e-17j -0.00180849-7.8924e-17j -4.77494e-05+2.3734e-17j 0.000491868+2.27232e-17j 0.00271835+6.079e-17j -0.00073731+1.41795e-17j 0.000921352-1.10156e-16j -0.000196035+1.99666e-16j -0.000227418+9.98497e-17j -0.000544832+4.72556e-16j -0.000414698+3.98778e-17j 0.000192439+2.09623e-17j 0.000205411-2.39953e-17j -0.00027193-1.12455e-16j 0.000498148+7.56409e-17j -0.00118743-3.59521e-16j -0.000849721-1.17163e-16j -0.000883605-1.36526e-16j 0.00150093+8.53316e-17j 0.000156305-6.61365e-17j 0.000562029-8.43439e-17j -0.000354336+6.556e-17j 0.0011034-7.66382e-17j -0.000907543+3.20819e-17j 0.000664199-4.76322e-17j -0.000633851-7.59897e-17j 0.000275683-9.43182e-17j 0.000288145+8.51787e-17j -0.000239488-4.1009e-17j -0.00069532-3.1121e-16j 0.000342278-2.8078e-16j -0.000319519-1.27535e-16j -0.000299137-1.02367e-16j 0.000180342+6.57691e-16j 0.0017564+7.51892e-17j 0.00228987+8.27179e-17j -0.000890229-4.74392e-18j -0.000461507-6.50102e-17j -0.00147414+5.07053e-17j -0.000827196-5.08056e-20j -0.000361685+2.8389e-17j -0.000690893-2.88426e-17j 2.02989e-05+1.32187e-17j 0.000563963+4.14332e-18j 0.000714024-5.33917e-18j -7.08874e-05+2.18108e-17j 0.00110968+3.23711e-18j 0.00023517+1.55476e-17j 
0.00114271+6.69478e-16j -0.000454853+1.47014e-16j -0.000934328-5.7577e-17j 0.00210383+7.39092e-17j -0.000337469+3.26947e-18j -0.000399939-3.45466e-17j -0.000589064-4.9025e-17j 0.00238761+8.91158e-17j -0.00115351-2.93138e-17j 0.00140024+8.81294e-17j 0.00136757+2.49852e-17j 0.000430675+1.3239e-17j 0.00131587+1.55013e-16j 0.000546083-3.31271e-17j 0.000498399+3.50251e-17j 0.00075084-1.20198e-16j 0.000403749-1.26373e-16j -0.000256844+6.71637e-16j -0.00343049+1.73747e-16j -0.000277747+2.76828e-16j -0.00209226+5.99344e-17j -0.000556437-1.53168e-16j -0.00130196-6.25355e-17j -0.000397502-6.35578e-17j 0.000867307-5.86975e-17j -8.34892e-05-3.96733e-17j 0.000558073-6.65632e-17j -0.00212742-2.91544e-16j -0.00162417+7.06692e-16j 0.00178592+1.57718e-17j 0.00246943-1.87937e-16j -3.47072e-05-2.13992e-16j -0.00101414-1.73708e-16j -0.00187496-2.17344e-16j -0.00125877-1.72537e-17j -5.88288e-05+1.17169e-16j 0.000826115+1.55176e-16j 0.000346419-1.91073e-16j -0.000855561-2.52988e-16j 0.00132163+8.4445e-16j 0.00121487+5.33637e-16j -0.000946332-3.16625e-15j 0.00123796+1.34908e-16j 0.000996388+1.54232e-16j 0.000408033+5.97435e-18j -0.000964691-7.18902e-17j 0.00105798-3.00184e-17j 0.000139657-4.47906e-17j 0.00202266+1.05209e-16j -0.000394714-3.3539e-17j 0.0012552+2.18072e-17j -0.000776122-2.87953e-17j -0.00117822-2.67975e-17j 0.00141762+6.49033e-17j -0.000401553+3.87045e-17j 0.000799378-5.18813e-17j 
0.000250686+1.79931e-16j 1.74545e-06+1.85585e-17j -0.000465764-4.39659e-17j -0.000346327-9.606e-18j 0.000294204+4.66511e-17j -0.000225746-3.10922e-17j 0.000396316-2.29419e-17j -0.000707816-2.03975e-17j 4.77021e-05+4.84063e-18j 0.000102767-2.34063e-17j -0.000244986-1.03262e-17j 0.000187947+2.99504e-17j -0.000836605+1.28546e-17j 7.29127e-05-2.87769e-17j -2.32278e-05+1.48094e-17j -0.000145892+1.00992e-16j -0.000731404+1.00071e-16j 0.000242934-2.67018e-16j 0.000718246-4.16629e-17j -0.00013063-9.04375e-17j 0.000310382-4.71265e-17j -0.000217777+3.64044e-17j -6.06819e-05-5.99443e-17j 2.36698e-05-5.78569e-19j 0.000151226-2.96172e-19j 0.00100586+1.5097e-16j -0.000427761+5.97325e-17j 0.000818006+8.45963e-17j 0.000401099-1.35777e-16j -0.000301528+1.2904e-17j -0.000133701+5.26354e-18j -0.000127283-2.27857e-17j 7.41684e-05+5.17069e-17j 0.000991127+4.56599e-17j -5.10275e-05-5.40441e-17j 0.000360168+7.79732e-17j -0.000491236-5.48833e-17j -0.000153538+9.95948e-17j 0.000444586+1.53851e-16j 0.00028232+1.53781e-16j 0.000122848-1.09991e-16j 0.000305552+8.15543e-16j -0.00054839-1.16476e-17j -0.00061727+1.95275e-18j 0.000285813-1.81563e-18j 0.000173424-1.95923e-18j -0.000378664-4.54834e-17j -0.000106676-2.05475e-17j -0.000613428-2.40013e-17j 0.000262267-3.05034e-17j -2.08052e-05+1.20487e-17j -0.000202117-1.45465e-18j 0.00048833+3.16145e-17j 0.000324853+4.68367e-17j 6.87263e-05+9.03364e-20j 0.000310493+3.01059e-18j 
-5.75519e-05+1.59757e-17j 0.00013308-1.45597e-17j -2.76566e-05-4.80978e-17j -0.000290016-1.24214e-17j 8.99469e-05+2.74243e-17j -1.9799e-05-2.66478e-17j 0.000130574+2.08038e-17j -0.000372409-3.94986e-17j 0.000125861-5.81649e-18j -0.000170745+3.69654e-18j -0.000176572-2.84539e-18j 2.06791e-05+2.36245e-17j -0.000168156-5.9932e-17j -7.60181e-05+1.44679e-17j -2.77114e-05-1.1064e-19j -0.000137857+4.21992e-17j -0.000187089-1.15182e-17j 6.23652e-05-9.37225e-17j 0.00043109-9.55481e-18j 2.17348e-05-5.39196e-17j 0.000274767-1.68087e-17j -2.62886e-05-4.35148e-18j 0.000134104-1.58867e-17j 1.68326e-06-1.32881e-17j -9.44373e-05+2.19241e-17j 0.000199274+1.06235e-16j -9.68582e-05+1.96406e-19j 0.000347532+8.12698e-17j 0.000209461-6.07121e-17j -0.000229785+7.59263e-18j -0.000223167+3.18223e-17j -7.4107e-05+9.80768e-18j 0.000131548+1.83429e-17j 0.000363569+7.79177e-17j 0.000144449-3.32793e-17j 9.37956e-05+3.40228e-17j -0.000199518-5.35337e-17j -7.81928e-05+6.84138e-18j 0.000166616+6.76196e-17j -7.45964e-05-1.70357e-17j -7.41394e-05-5.86098e-17j 0.000176245+5.41155e-16j -0.000150616-3.68197e-17j -0.00011024-5.04032e-17j -1.81229e-05+2.31765e-17j 0.000113746+1.88475e-18j -0.000227458-2.07826e-17j -5.84897e-05-8.75054e-18j -0.000326452-4.06178e-17j 9.11527e-05+1.0981e-17j -0.000118706+1.33825e-17j 3.36804e-05-1.81668e-17j 0.000235636+3.43455e-17j -7.72355e-05+4.36223e-17j 0.000140504-5.45219e-18j -8.77763e-07+3.88309e-17j 
