-0.0940107+1.77444e-14j 0.23473+9.08335e-15j 0.115374-7.31396e-17j 0.120846+1.3168e-16j -0.191901+8.96742e-16j -0.0815614-4.56608e-15j 0.245897-3.50464e-16j -0.244223+5.64931e-14j -0.154982-1.28817e-14j -0.0209826+1.099e-14j 0.309908-1.57944e-14j -0.0784754+1.46058e-14j -0.0484402+3.15684e-15j 0.197642-2.29224e-14j -0.170559+1.96761e-14j -0.277198+1.18963e-14j 0.116714-2.55213e-14j 0.166175+3.66202e-15j -0.143505-1.20189e-14j 0.238288-1.31834e-14j 0.0467315-1.00395e-16j 0.175076+4.89383e-14j 0.0729266+8.04992e-15j 0.285615-3.4129e-14j 0.0833066-2.14572e-14j -0.0182058+3.81588e-16j 0.206376+3.96875e-15j -0.0890421+3.39227e-15j 0.0721576+6.36262e-14j 0.153323-9.18894e-13j -0.0769943-3.65456e-13j 0.339938-2.51243e-14j 0.0331631-1.88242e-14j -0.0071345-1.12849e-15j 0.0303197-9.90828e-17j -0.0087204+9.80847e-17j -0.00825716-4.51103e-16j -0.00234934+2.31949e-16j 0.000804108-4.27778e-16j -0.00419552+2.0615e-16j -0.0144147+3.26728e-16j 0.0137045+1.31549e-16j -0.00748582-2.96269e-14j -0.014133+1.52796e-16j 0.00062495+3.46012e-16j -0.0114657-6.8377e-16j 0.00666728+4.91228e-16j 0.0133237+5.9077e-17j 0.000353815+6.90465e-17j -0.0157287-1.96468e-16j 0.00561642+2.00312e-15j -0.00542701-1.65692e-15j -0.00803402-9.06709e-17j 0.00517648+9.00119e-16j -0.0237987+9.42901e-16j 0.00348142-3.38421e-16j -0.00876899-5.29616e-16j 0.00849042-2.10019e-16j -0.000887699-9.40366e-16j 0.0165366-3.7112e-16j 0.00209783+2.50283e-16j -0.0227617-1.12492e-15j -0.0152398-3.90101e-16j -0.0081633-3.08707e-16j 0.00719473-3.97729e-16j -0.0457488-2.68299e-16j 0.00462833+1.92146e-16j 0.0115055-1.17995e-16j 0.0357339+2.84828e-16j 0.00478952+2.84602e-16j -0.0829636+1.02071e-14j -0.00852148-3.04981e-14j 
-0.000285198+5.82299e-16j 0.00214179+2.6918e-16j -0.000711774-2.60376e-17j 0.00151471+1.75975e-17j 0.000421016+3.60697e-17j 0.00046431+1.26666e-17j 0.00239846+2.3923e-17j 0.00037621-7.52874e-17j -7.86284e-05-7.89286e-17j 0.00141489+1.05761e-16j 0.00025402-1.48898e-17j 0.00146237+4.00485e-17j -0.00162344+4.45877e-17j -0.000242854-2.70691e-17j -0.00125283+7.86287e-17j -0.00126267+5.0854e-17j 0.000962392-4.3944e-17j -0.0008127-4.3849e-17j 0.00120162+1.60936e-16j 0.000495705-6.70643e-17j 0.00129711+5.73779e-17j 0.000559741+1.99918e-16j 0.00195644+7.95362e-17j -0.000186203-3.0571e-17j 0.000698003+6.56128e-18j -0.00153924-6.39404e-17j -0.00102413-7.83079e-17j 0.000303728-2.99834e-17j 0.000637273+3.42981e-16j 0.000897501-5.24459e-15j -0.00109109-6.46659e-15j 0.000392415-3.23629e-16j 0.000962804-5.73572e-16j 0.000367258-4.96057e-17j -0.000301051+2.21563e-17j -0.00142084+5.91547e-17j 0.00217211-3.65092e-17j -0.00112696+9.56401e-18j 0.001917+2.35479e-17j -0.00127628-3.6854e-17j -0.000466039-3.28025e-17j -0.00248694+4.45439e-17j 0.000213287+9.5144e-16j -0.00192982+1.56831e-16j 0.00307283+3.25281e-17j -0.000203516-7.55033e-17j -0.00199501+2.72898e-17j 0.000406604-2.93003e-17j -0.00239088-4.78115e-16j -0.00311321+3.56537e-17j 0.000849844+1.26431e-16j 0.00132334-2.0182e-16j -0.00320926-8.80043e-17j -0.00213441+2.71593e-16j 0.000261868+5.89128e-17j 0.00158419-2.65315e-16j 0.000198411-2.05711e-16j 0.00272221-8.12242e-17j 0.00228081+3.50005e-19j 0.000341281-1.66572e-16j -0.00237589-6.84974e-17j 0.000411765+5.06764e-17j 0.00105511+3.86344e-17j 0.00188307+3.37668e-17j -0.0013164-2.88214e-17j -0.00227061+2.11267e-17j -0.000564395-9.47555e-19j 0.00127253+1.79909e-17j 0.00119637-3.01541e-18j -5.57188e-05-2.57531e-17j -0.00192063+1.37091e-16j -0.000443552-3.30976e-16j 
-0.000728148+7.41108e-16j 0.00368169+3.99148e-16j -0.000824162+7.01512e-17j 0.000931908-3.31666e-17j 9.35342e-05-5.91424e-17j 0.000185458-6.07017e-17j 0.00182442-3.05464e-17j -0.000716683+1.29126e-16j -0.000500164-7.80809e-17j 0.000568133+1.35118e-17j 0.000894233+1.27281e-18j 0.0007388-2.40778e-17j -0.00101965+8.56051e-17j 0.000316409-1.73307e-17j -0.000885973+9.83338e-17j -0.00115756+4.47686e-17j 0.000548762-7.68351e-17j 5.4339e-05+4.23759e-17j 0.000294425-1.59334e-17j 0.000454473-3.015e-17j 0.000641275-3.46616e-17j 0.000548441+2.01706e-16j 0.00102029-1.44107e-17j 0.000199835+1.52217e-17j 0.000187485-3.71841e-17j -0.000683314+1.02195e-17j -0.000193159+2.03027e-17j 0.000582349+1.60414e-17j 0.00236773+2.85158e-17j 0.000248814-5.58827e-16j -0.000785193-4.75901e-15j -1.4015e-05-2.26753e-16j 0.00100012-6.10415e-16j -0.00109917+1.25103e-17j -0.000288096-4.61855e-17j 0.000121694-4.61826e-17j 0.00200319-1.41703e-17j 0.00138841+7.78924e-18j -0.000313928+9.05044e-18j 5.89859e-05+2.61492e-17j 0.00138327-2.14128e-17j 6.34056e-05-6.91048e-18j -0.00205887-8.04812e-15j -0.0021408+5.99258e-17j 0.00142784-4.10918e-17j 0.000234743-5.68444e-17j -0.00163553+1.86241e-16j -0.001381+1.43764e-17j 0.000115919-5.48299e-17j -0.00304488+1.21291e-17j 0.00147126+3.26098e-16j 0.000604315-2.12573e-16j -0.00184361-1.02129e-16j 0.000910983-1.06704e-16j -0.000814782-2.61791e-17j -0.00130445+6.4422e-17j 0.000722661-1.24043e-16j 0.00213277-3.1841e-17j 0.00236702-1.40047e-17j 0.00159734-5.20323e-17j -5.84551e-05+2.73097e-17j -0.00169838-2.42025e-17j -0.000634697+1.92141e-17j -0.000201222+1.52313e-17j 0.0018869-2.40658e-17j -0.00214549-3.45121e-17j -0.000590708+6.28914e-17j 0.00160265-6.01032e-17j -7.88479e-05+3.23103e-17j -0.000571227+8.36839e-17j -0.00402058-1.04659e-16j -0.00152337+3.32207e-16j 
0.000902316+1.53007e-15j 0.00236374+6.80672e-16j -0.00190211-5.80247e-17j 0.00184586+2.80483e-17j 0.00117547+7.33069e-17j 0.00112963+4.77363e-17j 0.00240214+1.71056e-17j -8.46245e-05+3.84751e-17j -0.000619677-1.6759e-16j 0.00162368+1.76438e-16j 0.0004308-3.55359e-17j 0.00158325+7.003e-17j -0.00165024+2.51446e-17j -0.000328446-3.25192e-17j -0.00153047+8.52266e-17j -0.00153884+5.53466e-17j 0.00115788-5.09934e-17j -0.000768088-5.56311e-17j 0.000927223+1.75555e-16j 0.000525636-8.14628e-17j 0.00164259+7.6825e-17j 0.000318051+1.29728e-16j 0.0021061+8.47804e-17j 2.46765e-05-5.34808e-17j 0.000640585+4.00829e-18j -0.00106369-5.32369e-17j -6.37029e-05-5.34099e-17j -0.000443294-6.9825e-17j 0.00133583+6.81623e-16j 0.00177412-1.03211e-14j 5.3977e-05+5.9855e-16j 0.000795552+4.09303e-17j 0.00236197-1.30606e-15j -0.00175071-1.47629e-16j 0.00151041+7.09175e-17j 0.00157019+6.50843e-17j 0.00147656-5.18927e-17j 4.53026e-05+1.54182e-17j -0.000173294-7.90048e-17j -0.00093266-9.24722e-18j 0.000522254+2.32732e-18j 0.000999426+1.2246e-16j -0.00191701-7.64445e-15j 3.78194e-05+1.33918e-16j -0.0005143-3.06912e-16j 0.00252328+2.59445e-16j -0.0039143+1.05209e-17j -0.00169418-8.70196e-17j -0.00099657-1.32076e-16j -0.00259894-1.23593e-17j 0.000684084+1.77713e-16j 0.000337308-1.20508e-16j 0.00128347+3.55474e-16j 0.00131977-1.58458e-16j 0.000761174-1.15895e-17j -0.00390279-1.24347e-16j 0.00217136+1.01442e-16j 0.00218395-4.55166e-17j 0.00158445+2.29397e-17j -0.000365202-6.84633e-17j -0.000693318-4.28693e-18j -0.000916806-2.62773e-17j -0.000899908-5.44636e-17j 0.000175831-4.01364e-17j 0.00163179+8.3301e-17j 5.91826e-05+1.52381e-16j -0.00176444-3.95589e-17j 0.00274393+5.08956e-17j -0.00107289-1.38043e-16j -0.0031-1.81747e-16j -0.00149376-8.35432e-16j -0.00228076+2.77214e-15j 
-0.000507437+1.52113e-16j 0.00139987+6.68935e-17j 0.000535302-9.91415e-18j 0.000713012+4.06792e-18j -0.00109066+1.11452e-17j -0.000390966-7.05572e-18j 0.000837417+4.42529e-18j -0.000740004+1.78043e-16j -0.000240636+2.31447e-17j -0.000587254+4.88223e-18j 0.00103521-6.09785e-17j -0.00061558+5.20247e-17j -0.000104359+1.52228e-17j 0.000903348-1.13922e-16j -0.000381783+5.78145e-17j -0.000784648+3.61879e-17j 0.00013421-7.74676e-17j 0.000753797+4.28282e-18j -0.000783586-8.27351e-17j 0.000746837-4.40703e-17j -0.000241111+3.78681e-18j 0.00100881+2.82736e-16j 0.000252539+5.67246e-17j 0.000835892-8.4071e-17j 6.46194e-05-6.13128e-17j 0.000228723+1.51088e-17j 0.000917626+3.87717e-17j 0.000187091+2.30031e-17j 0.000653315+3.66907e-17j 0.000139844-5.92171e-16j -0.000255872-1.39402e-15j 0.000494179-7.75888e-17j 0.000988964-6.09065e-16j 0.000376022-5.60041e-17j -3.46665e-05+1.13536e-17j -0.00133817+5.50751e-17j 0.00201055-3.99924e-17j -0.0014723+3.00987e-17j 0.00184601+7.09461e-18j -0.00120784-2.27268e-17j -0.000732406-1.81853e-17j -0.00239141+4.81343e-17j 0.000478464+1.98045e-15j -0.00151628+1.28864e-16j 0.00270532+3.61815e-17j -0.000164174-8.50309e-17j -0.00176229+3.97699e-17j 0.000585523-2.99042e-17j -0.00239087-4.3609e-16j -0.00259016+4.68261e-17j 0.000563557+8.30645e-17j 0.0011082-1.68412e-16j -0.00279026-8.56955e-17j -0.00223014+2.8888e-16j 0.000426103+3.9624e-17j 0.0016712-2.45993e-16j 0.000102194-1.96392e-16j 0.00230727-9.02198e-17j 0.00185999-3.67973e-18j 8.68345e-05-1.31872e-16j -0.00227196-4.46763e-17j 0.000742655+4.14533e-17j 0.00104918+2.81484e-17j 0.00183082+1.28053e-17j -0.00168425-1.48581e-17j -0.00194556+1.17246e-17j -0.00046135+7.24207e-18j 0.000883082+3.45357e-18j 0.00122414+7.23749e-19j 0.000160784-3.14601e-18j -0.0012115+1.69047e-16j -0.000111092-4.76041e-16j 
-0.000242224-9.26281e-18j 0.00024749-3.33873e-16j 6.1195e-05+6.68967e-17j -0.000302925-2.30974e-17j -0.000103325-5.10961e-18j -0.000119938-3.03152e-18j -0.000510649-2.94969e-17j 9.39979e-05-4.48661e-18j 0.000247902+3.08331e-17j -0.000419596-1.67755e-18j -0.000249002+1.35675e-17j -0.000249516-2.82249e-17j 0.00027882+1.89518e-17j -6.95414e-06-5.14664e-18j 0.000440909-5.78815e-17j 0.000490156-4.28964e-17j -0.000387706+7.44533e-17j 9.5595e-05-1.06598e-17j -0.000137512-3.23786e-17j -0.000344577+6.8196e-17j -0.000436655+2.65203e-17j -7.33323e-05-5.12467e-17j -0.000408614-1.38542e-17j -0.000323+1.19221e-16j -0.00031614+7.41035e-17j 0.000300258-1.14029e-18j -9.69605e-05+4.79538e-17j 0.000448326-1.16104e-16j 0.000398683-5.23143e-16j -0.000640777+4.2257e-15j 2.38993e-05-5.86774e-17j -0.000810252+1.81572e-16j -4.79245e-06-1.11451e-16j 3.87583e-05+7.74544e-17j -0.000353359+6.38861e-17j -0.000386272+7.73976e-17j 0.000641992-3.02379e-16j 0.000112793-7.30405e-17j 0.000212607-4.53718e-17j -5.83893e-06+3.07865e-17j 0.000190224-1.20233e-16j -0.000526071+1.35504e-16j -0.000152949-4.02636e-16j -0.000753741+3.27913e-16j 0.00084845-2.72622e-16j -0.000321013-2.32629e-17j -0.000106101+2.27922e-16j -3.95165e-05+1.00648e-16j -0.00018313+2.41902e-17j -0.000744779+4.14287e-16j 0.000342189-1.07719e-16j 0.000271376-1.74856e-16j -0.00107462+2.884e-16j -0.000319725+8.9368e-17j -0.000205025+7.61413e-17j 0.000503996-4.05813e-17j -0.000112625-1.09422e-16j 0.000540247-3.11312e-16j 0.000650973-3.2825e-16j 0.000447151-2.09052e-16j -0.000250414+1.06323e-16j -0.000122274+1.2193e-16j 0.00015771+5.97333e-18j 0.000210649-5.75781e-17j -5.1741e-05-9.64142e-17j -0.000765508+2.9358e-16j 4.11311e-05+6.85943e-17j 7.9582e-05-1.66648e-16j 0.00025734-3.65291e-17j 0.000366928+2.0282e-17j -0.000799353+5.45308e-16j -2.4699e-05-2.55587e-16j 
0.00122986+2.51884e-16j -0.00164557+1.26915e-16j -0.00118603+2.23108e-17j -7.38098e-06-1.46607e-17j 0.00158989-1.42642e-17j 0.000932036+1.58412e-17j -0.000636592-1.61617e-18j 0.00159615-3.77695e-16j 0.000690715+7.19716e-18j 0.000876723-1.89599e-17j -0.00175978+9.73467e-17j 0.00104775-8.21914e-17j -0.000289008-1.13179e-19j -0.00137428+1.54272e-16j 0.000357001-6.64938e-17j 0.00102829-3.81539e-17j -0.000130174+1.09077e-16j -0.0013777-1.8991e-17j 0.00124245+1.36495e-16j -0.00109077+4.7155e-17j 0.000473543+8.88666e-18j -0.000968592-2.46328e-16j 0.000422861-4.31242e-17j -0.00153712+1.62906e-16j -7.1137e-05+1.14558e-16j -0.000354175-2.28506e-17j -0.00116986-6.12817e-17j -6.19354e-05-3.07236e-17j -0.000872952+6.58603e-17j 0.000124912-1.1428e-15j 0.000621013+3.38601e-15j -0.00118128+2.00876e-16j 0.000469816-3.15009e-16j -0.000218241-1.83187e-20j 0.0006573-3.11767e-17j 0.000647344-4.44186e-17j -0.000184627-1.94459e-17j -0.00065041+1.97319e-17j 0.000144752-1.24528e-17j -0.000492047+1.55573e-17j -0.000361158+7.6213e-18j 0.000273424-1.96501e-17j 0.0001451+5.56499e-16j 0.00102968-4.11361e-17j -0.000801822-2.17582e-17j 0.00108966+1.56541e-17j -0.00112129+5.67822e-17j -0.000166796+1.38934e-17j -0.000598091-2.60122e-17j 0.000215342+1.32666e-17j -0.000376099-6.81127e-17j -4.81774e-05+5.87429e-17j 0.00138681+5.6831e-17j 7.55226e-05-9.00084e-17j 0.000852935-5.39959e-17j -0.00112967+9.76539e-17j 0.00070301+5.27165e-18j 5.29113e-05-3.65229e-17j -0.000311501+2.40494e-17j -0.000994584+5.27526e-17j -0.000392491-1.34134e-17j 0.000495418+1.62032e-17j 5.20677e-06+1.27521e-17j 0.00028738-1.45515e-17j -0.000212355-4.92523e-18j 0.00118717+7.26891e-19j -0.000574619+2.28453e-17j 0.000510964-3.50399e-17j -0.000584535-7.7924e-18j -0.00120068+2.26521e-17j 0.00153362-4.34479e-16j -0.000315333+1.34202e-15j 
0.000852409+4.10361e-16j -0.000569963+1.9939e-16j -0.000770738-1.19492e-17j 0.000216823+3.41083e-18j 0.000758648-2.3863e-18j 0.000553587+1.93173e-17j -0.000154482-1.58912e-17j 0.000491785-1.31401e-16j 0.000120894-2.33797e-17j 0.000376021-1.44303e-17j -0.000587015+3.74475e-17j 0.000408114-4.40408e-17j -0.000154083+1.04485e-17j -0.000507579+6.45734e-17j 9.68423e-06-9.55864e-18j 0.000253057-4.97863e-18j 3.30458e-05+2.19075e-17j -0.000500427+8.195e-18j 0.000360972+2.42149e-17j -0.000349745+8.34173e-18j 0.000289036-7.27186e-18j -0.000344602-7.66702e-17j 0.000287836-2.12281e-17j -0.000485149+5.7566e-17j -1.8578e-05+2.63131e-17j 6.40929e-06+2.75387e-17j -9.50125e-05+2.43313e-17j -0.000254843-2.18899e-17j -0.000187472+1.84491e-16j 0.000371777-2.3685e-15j 0.000584105+3.47493e-15j -0.000284681+1.74017e-16j 0.000764706-3.96157e-16j -0.000600149-7.18555e-17j 0.000843426+3.37859e-17j 0.000923287+1.68702e-17j -1.91031e-05+2.19813e-17j -0.000289612+4.60043e-18j -0.000190186-3.10015e-17j -0.000354266-1.04567e-17j -7.73067e-05+1.61553e-17j 0.000708321+2.8339e-17j -0.000374385-1.55824e-15j 0.00087243-8.92462e-18j -0.000991494-9.88279e-17j 0.00126119+1.38551e-16j -0.00132917-5.91864e-17j -0.000519332-4.48983e-17j -0.000312552-1.86845e-17j -8.6443e-05-5.67021e-17j -0.000185893-3.50083e-18j -0.000134607+3.88128e-17j 0.00153156+1.56566e-16j 0.000597233-9.88838e-17j 0.000653507-1.78546e-17j -0.00176411-2.34796e-17j 0.000888574+1.0161e-16j 0.000193993+2.60757e-17j -0.000116701+5.416e-17j -0.000724286+2.35261e-17j -0.000104172-1.9466e-17j 4.97448e-05-1.37721e-17j -0.000349479-2.82667e-17j -2.19504e-05-1.48553e-17j 0.000373101+4.44805e-17j 0.000970178+3.68072e-17j -0.000675495-3.56712e-17j 0.000761647+4.41682e-17j -0.000703529-5.92088e-17j -0.00139681-8.93346e-17j 0.00078587-4.72305e-16j -0.00063878+1.39174e-15j 
-0.000186005-5.88222e-16j -0.00147245-2.66061e-16j 0.000946247-1.21883e-16j -0.000885744+6.26091e-17j -0.000657921+1.05535e-16j -0.000537881+7.68381e-17j -0.0013458+6.80055e-17j -0.000100011+9.48375e-17j 0.000217973+9.0758e-17j -0.000976873+3.67965e-17j -0.000110471-6.53833e-17j -0.00101342+1.06556e-16j 0.000976273-1.1314e-16j 0.000275778-8.42904e-17j 0.000777931-8.99167e-17j 0.000744392-3.96751e-17j -0.000600312+6.07053e-17j 0.000541984-7.90503e-17j -0.000730474+6.07844e-18j -0.000180283+3.41982e-19j -0.000901819+6.07953e-17j -0.000111556-9.52735e-17j -0.00115581+7.60889e-17j 0.000176768-7.68326e-17j -0.000349942+1.2284e-17j 0.00079277-3.94788e-17j 0.00045198-3.98381e-17j -5.84842e-06+2.17821e-17j -0.000780807-2.38426e-16j -0.000715438+4.12865e-15j 0.000293427+1.71915e-15j -0.000194639+4.29214e-17j -0.00089085+6.00023e-16j 0.0006658-3.37838e-17j -0.000335288+5.12606e-17j -0.000392957+6.45179e-17j -0.00088553+7.50184e-17j -0.000227075-5.5297e-18j -1.27774e-05+1.00835e-17j 0.00034278-4.2587e-17j -0.000389278+2.82809e-17j -0.000155536+1.21924e-17j 0.000914042+3.52993e-15j 0.000488642-4.03646e-17j -0.000292171+5.75261e-17j -0.000761879+6.12554e-17j 0.00154745-2.14279e-16j 0.000721638-5.36489e-17j 0.000400245+3.19624e-17j 0.00148342-1.00481e-16j -0.000520344-9.35717e-17j -0.00029859+9.81984e-17j 0.000145337-2.29671e-18j -0.00043226+1.13234e-16j -8.67237e-05+4.90325e-17j 0.00128053-1.44391e-16j -0.000777362+1.06906e-16j -0.0011827+1.11363e-16j -0.00102173+5.54943e-17j -0.000198228+9.50351e-18j 0.000354925-2.80739e-17j 0.000563168-2.41485e-17j 0.000304492-2.8208e-17j -0.000128949+1.45391e-17j -0.000763058+5.37606e-17j 0.000482366-1.11044e-17j 0.000657212-8.14096e-17j -0.00118467+1.1552e-16j 0.000273674-2.66559e-17j 0.00103901-1.08983e-16j 0.00127021+2.32906e-16j 0.000983681-9.79612e-16j 
-0.0002904-1.25481e-16j 0.000347942-8.746e-17j 2.61656e-05+8.21364e-17j -0.000403883-3.39831e-17j -6.64445e-05-6.64203e-17j -0.000130659-4.45812e-17j -0.00058235-2.6814e-17j 3.51441e-05-2.62722e-17j 0.000219123+4.98138e-17j -0.000437398-7.67129e-17j -0.000242901+3.86603e-17j -0.000253751-6.59217e-17j 0.000320223+2.69388e-17j -1.26979e-05+3.94844e-17j 0.000483074-2.31318e-17j 0.000530009-2.35855e-17j -0.000420543+3.02958e-17j 0.000121011+3.60958e-17j -0.000148099-6.83571e-17j -0.000386693+4.96103e-17j -0.000465206-4.34749e-17j -0.000136415-3.15389e-17j -0.000496085-5.42511e-17j -0.000338591+9.72882e-17j -0.000355466+2.66903e-17j 0.000329258+2.54462e-17j -0.000115774+3.37511e-17j 0.000477436+9.24706e-18j 0.000532982-3.70283e-16j -0.000716086+4.62666e-15j 2.27661e-05-1.41461e-16j -0.000869482+4.19828e-17j -0.000111874-1.03961e-17j -0.000101614+8.31984e-17j -0.000399219-5.16554e-17j -0.000188817-6.78707e-17j 0.000486359-4.54895e-17j 0.000488622-2.67745e-17j -0.000127653+3.57185e-17j 0.000229031+1.94107e-17j 0.000434619-4.30377e-17j -0.000142878-5.44065e-17j -0.000397524-1.46102e-15j -0.000721191+1.67387e-17j 0.000553074+3.9864e-17j -0.000332989-1.15553e-16j 0.000119553+1.52249e-16j -0.000234251+7.66948e-17j 0.00025106+1.53966e-17j -0.000560346+8.44789e-17j 0.000379324+5.1304e-17j 0.000133076-5.78605e-17j -0.000830182-1.09808e-16j 0.000110702-6.24727e-17j -0.000379633-1.36245e-17j 0.000190196+1.48718e-16j -0.000112646-1.08778e-16j 0.000316525-5.97206e-17j 0.000542089-6.25499e-17j 0.000608467-1.80606e-17j 0.000143464+1.42731e-17j -0.000393478+3.8404e-17j -6.55828e-05+4.6139e-17j -0.000123359+2.06679e-17j 0.000373008-8.49129e-17j -0.000672681-2.29803e-17j 0.000104561+6.81766e-17j 1.79556e-05-9.63501e-17j 8.07606e-05+6.66568e-17j 0.000372962+1.26397e-16j -0.000977525+1.67322e-16j -9.72478e-05-2.76517e-16j 
0.00023686+1.2296e-16j -0.000194815+7.94227e-17j -0.00025109-6.23958e-17j 0.000210174+6.61215e-17j 0.000293161+6.08706e-17j 0.000219684+5.28092e-17j 0.00011956+7.23826e-17j 0.000402295-1.72224e-17j 0.000174512+3.26017e-17j 0.00027093+7.37932e-17j -0.000338768-3.71329e-17j 0.000309841+7.12952e-17j -0.000216023-6.61456e-17j -0.000276208-2.74833e-17j -4.68038e-05-3.47623e-17j 8.6079e-05-8.64664e-18j 5.87091e-05+4.1222e-17j -0.000349496-8.45049e-17j 0.000338807+1.22425e-16j -0.000151498-1.97964e-17j 0.000194194+6.39619e-17j -7.58898e-05-1.21043e-17j 0.00030622+9.48008e-17j -0.000321371-3.66915e-17j 5.85603e-05+4.24168e-17j -0.000203795-7.38846e-17j -0.000299049-9.3974e-17j 2.6572e-05+1.45407e-17j -0.00020253+5.24936e-17j 0.000122558-8.12623e-16j 2.71426e-05+8.12887e-17j -0.00020431-3.25926e-17j 0.000290383-1.09156e-16j 0.000130225+1.13437e-17j 0.000116897+4.10569e-18j -0.000232892-7.0271e-17j 0.000379909+1.21113e-16j -0.00059249-1.06049e-16j 0.000559872+1.39875e-16j -0.000447091-1.08632e-16j -0.000337192-5.99929e-17j -0.000600972-1.58626e-16j 0.000272615+1.13206e-15j -7.83532e-05-5.74565e-17j 0.000495436+1.83472e-16j 0.000179643+4.49451e-18j -0.00064058-1.50889e-16j 0.00019148+2.85522e-17j -0.000784209-3.11671e-16j -0.00049922-1.68431e-16j 4.57975e-07+2.23306e-17j 0.000273935+6.23073e-17j -0.000363582-1.67947e-16j -0.000634775-9.41581e-17j 0.000345072+5.76806e-17j 0.000276475+3.67025e-17j 0.000147891-1.49815e-17j 0.000534635+1.41387e-16j 0.000318855+1.3445e-16j -0.000281038-4.64355e-17j -0.000708215-1.96428e-16j 0.000390218+8.21782e-17j 0.000331477+9.0086e-17j 0.000578761+1.43873e-16j -0.000585482-1.25422e-16j -0.000140613-9.36294e-17j -0.000225194-4.96297e-17j 0.000288138+8.3295e-17j 0.000193635+6.02767e-17j -0.000214738-3.47383e-17j 0.00022193-9.13473e-17j -3.55249e-05+1.51432e-16j 
0.000447492+4.08851e-16j 0.000454251+1.81775e-16j -0.000679325+8.87513e-17j 0.000259118-2.42475e-17j 0.000463951-5.38134e-17j 0.000368111-4.19615e-17j 0.000231485-3.37138e-18j -0.000114154+3.4371e-17j -0.000213228-2.68588e-17j 0.00028072+1.51651e-17j 2.56228e-05+1.09855e-17j 0.000284178-1.74824e-17j -0.000206975+1.23987e-17j -0.000131317+2.8357e-17j -0.000216481+1.86194e-17j -0.000188343+5.93402e-18j 0.000159296-6.81939e-18j -0.000127448+9.03251e-18j 9.07432e-05+2.4125e-17j -2.14215e-05+1.05143e-17j 0.000295264-1.38941e-17j -0.0001127-3.29574e-18j 0.000265618-1.70497e-17j -4.14673e-05+2.15016e-17j 1.64327e-05+1.6715e-17j 8.47122e-06-2.50945e-17j 0.000184053-3.49984e-17j -0.000207743+7.42828e-18j 0.000501676+7.833e-17j 0.00039068-2.22388e-15j 0.000347364+2.05607e-15j 5.97158e-05+1.30829e-16j 0.000671522-4.6979e-16j -0.000958047+9.96547e-17j 0.000678621-9.18612e-17j 0.00119833-1.73139e-16j -3.68019e-05-1.5545e-17j 0.000608709-6.22519e-17j -0.000839946+6.70787e-17j 0.000118968+9.36389e-18j 0.000545319-5.5618e-17j 0.00136633-1.51301e-16j -0.00107249-4.15211e-15j 0.000538057-8.29328e-17j -0.00124177+3.10159e-17j 0.00112793-4.65903e-17j -0.000989818+1.7966e-16j -0.000993058+1.17338e-16j 0.00053267+7.31261e-17j -0.000167354+1.73614e-17j 0.000104624+4.50108e-17j -0.000304003+4.57059e-17j 0.00156636-5.83342e-17j 0.00145479-3.73792e-16j 0.000127374-6.4555e-17j -0.00233109+3.95105e-16j 0.000882929-2.80151e-17j 5.84494e-05-1.17608e-17j 1.18131e-05+3.71468e-19j -0.00011743+6.19158e-17j 0.000627035-4.32381e-17j -0.000707085+5.37032e-17j -0.00083075+7.70312e-17j -0.000672334+5.30802e-17j 0.00137304-1.36125e-16j 0.000692822-5.39647e-17j -0.000562162+8.09619e-17j 0.000794027-1.14166e-16j -0.000919476+7.97285e-17j -0.00130605+1.42722e-16j -0.000264243-3.90164e-16j -0.000917262+1.43676e-15j 
