-0.221649+1.43495e-12j 0.191763+3.14973e-13j -0.10553-3.53903e-15j 0.183779+5.53892e-15j 0.0750578-3.65466e-15j -0.0557643-8.00221e-15j -0.0318248-1.47398e-15j -0.0162848+1.16491e-15j -0.0838409-2.08082e-15j 0.144112+1.08606e-15j 0.00848093+8.43559e-15j -0.049725-1.83413e-15j -0.150215-6.08316e-15j -0.140017-2.76067e-14j -0.00641913-2.82521e-15j -0.0425919+2.48606e-15j -0.0832968-2.45835e-14j -0.0723952-3.48004e-14j 0.208971+3.0751e-14j -0.0252898-5.08639e-15j 0.173541+2.96222e-14j -0.0270576-1.26963e-14j 0.169254-1.08506e-14j -0.0391338+4.82856e-14j 0.147838-1.11225e-14j -0.108271+3.60761e-14j 0.0572889+1.31355e-14j -0.146855-6.66335e-15j 0.00894277+1.60775e-14j 0.136335-1.78597e-14j 0.057958+2.93128e-15j 0.192739-5.34234e-15j -0.0785091+4.70013e-15j 0.0788708-1.1029e-13j 0.203267+2.54053e-14j 0.0014208+2.33249e-14j -0.0234448+1.09083e-14j -0.0684904+1.98934e-14j 0.042435-1.7583e-14j 0.00180857-9.52989e-15j 0.0701494-1.30893e-14j -0.0808264+1.60482e-14j 0.088079-8.87781e-15j -0.102689+1.13687e-13j -0.146436+7.76105e-15j 0.0529715+1.68919e-14j -0.00875069-2.77547e-14j -0.127358+3.33049e-14j -0.274954+4.91065e-15j 0.0207918+8.11168e-15j 0.112779-1.25787e-14j -0.0684978-5.03472e-14j 0.0794012+5.91877e-15j -0.00193463-5.33255e-15j -0.0451215-1.63486e-15j -0.0400549-4.06245e-15j 0.0737295+1.15477e-14j -0.00502064+6.55564e-15j 0.0478258-7.25331e-15j -0.0353828-5.54605e-14j -0.113592+3.24639e-14j 0.0715054+3.4569e-15j -0.0535886-2.54877e-15j 0.0612724-7.09863e-16j 0.0837428-1.48116e-15j -0.1563-1.248e-15j -0.0248547+2.47397e-15j 0.00833799-2.60677e-15j -0.0530087+1.904e-15j -0.0942649-1.73838e-15j 0.00665459+4.31517e-16j -0.0845531+4.63186e-15j 0.0420089+1.47527e-15j 0.0566254+2.8033e-15j -0.241596-7.8429e-16j 0.204234+3.04924e-13j -0.139815-1.36745e-12j 
0.000289192+1.43493e-15j -0.00211924+2.87981e-16j -0.000845432+2.21036e-17j -0.000777707+4.35309e-17j 0.000753351-5.69472e-17j 6.03643e-05+1.32239e-17j -0.000753786+7.22326e-18j 0.000722051+2.48825e-17j 0.000630221+1.58646e-17j -0.00130322+2.55922e-17j -0.00053656-1.71713e-17j -0.001406+1.75353e-17j 0.000641286+5.50058e-17j 0.00262015+4.12816e-16j -0.000677496+6.784e-17j 0.00123881-1.2465e-16j 0.000334238+2.53571e-16j -0.00098762-8.11772e-16j 0.00011063-6.38694e-17j 0.000556197-3.98729e-19j -0.00271716-3.44447e-16j 0.000126378+2.70425e-16j -0.000567286+5.48839e-17j 0.000653127-6.17238e-16j 0.000719378-1.11259e-16j -0.000129375-2.60551e-17j 0.000442103-1.97926e-17j -0.000474918+7.06479e-17j -0.000321197+1.67946e-16j -0.0012517+2.63637e-16j -0.00152023+2.76289e-16j 0.000416011-1.07571e-16j -0.00073586+2.44202e-16j 0.000106242-1.06499e-16j 4.76334e-05+2.73156e-17j 0.000592055+1.75389e-16j 0.00199616-2.08363e-16j -0.00124604+1.89502e-16j 0.00143726-3.60471e-16j 0.00122339-1.92532e-16j -6.35342e-05-1.18033e-16j 0.00141336-1.88295e-16j 0.000655241-1.42361e-16j -0.000206122+3.45092e-16j -1.17132e-05-8.75579e-17j -0.000722244-1.70915e-16j 0.00058312+1.923e-16j 0.000203437-1.2825e-17j 0.000550352+8.90115e-17j 4.43996e-06+4.67369e-17j 0.000232683-3.71773e-17j -0.000424006-2.5799e-16j 0.00034248-1.5393e-17j 0.0016501-3.33043e-17j 0.000961952-8.03311e-18j -0.000804023-7.1781e-17j -0.00149983-1.04439e-16j 0.00189677-1.37471e-16j 0.000825043-2.50346e-16j 0.000110252+1.92681e-16j 0.00118841-3.97608e-16j -0.000376812-2.98545e-17j 0.000281996-1.21959e-17j -0.00178162-5.3313e-17j -0.00222695+9.06095e-18j 0.00140443+1.62042e-17j 0.00089925-6.63424e-17j 0.00113835+9.38549e-17j 0.000293776-6.77579e-18j -0.000334056-4.07441e-17j 0.00124396-1.34061e-17j -2.17968e-05-3.53646e-17j -0.000380833+1.51283e-17j -0.000834498+5.13787e-17j 0.000332235+1.24139e-17j -0.00210878+4.98304e-17j -0.000518247-3.17756e-16j 
-0.000194928-1.23961e-15j 0.00159664-3.06457e-16j 0.00167177+2.62428e-17j 0.00232147+6.49834e-17j -1.6755e-05-4.80703e-17j -0.00024761-5.57966e-17j -0.00261013-3.87805e-17j 0.00164762+7.37354e-17j -0.00052826+3.77919e-17j -0.000335051-2.32406e-17j 0.000948355+5.38804e-17j -0.000101928+5.33713e-18j 0.0013175-6.99819e-18j -0.000922712-7.65742e-17j 0.000484925-5.24785e-17j 0.000572892+1.41303e-17j -0.00111087-3.60561e-16j -0.000333485-1.12279e-16j 0.00125597+2.68148e-16j 0.000305036-4.77235e-17j 0.00037455-1.82144e-17j 5.00141e-05-2.41572e-18j -0.00138973-1.22529e-16j -0.000556023+4.23291e-16j -0.00102512+7.02454e-18j -0.00156472+7.08769e-16j -0.00137225+1.31453e-16j -0.000971986-3.6402e-16j 0.00143845-7.63223e-17j 0.00181547-5.35404e-16j 0.00224764-5.24106e-16j -0.0022004+1.10483e-15j -0.00200213+2.17535e-15j -0.00244016+3.95586e-15j -0.000193684-2.25968e-16j 0.000804421+1.70324e-16j -0.000229768+2.58371e-16j -0.00173932+2.49644e-16j 0.000602571-3.45973e-16j 0.00230559-2.65947e-16j 0.000336667+3.94909e-17j -7.21571e-05+2.54357e-16j -0.00218071+8.65747e-17j 0.000517384-7.39577e-16j 0.000216328+1.85686e-17j -0.00164276-2.21071e-16j -0.00104872+1.4745e-16j -0.00125499+2.28425e-16j -0.000829213+9.33493e-17j 0.000941865+1.02588e-16j 0.0012651+2.27394e-18j -0.00194014-1.29757e-15j -0.00111453-7.00358e-17j -0.000783308-6.23317e-17j -0.00114978-8.5692e-18j 0.00099644+1.56761e-17j 0.000202216+6.33582e-17j -0.000511884+1.43246e-16j -0.00190163+4.19743e-16j 0.000170441+1.88115e-16j -0.000366885+1.54179e-16j -0.000352501-6.96114e-17j 0.000431026+3.71227e-17j -0.00126304-7.12344e-17j 0.000878347-4.26631e-17j 0.000403475+4.35901e-17j 0.00106286+1.06538e-16j -0.00114935-2.20468e-16j -0.000682282+8.26676e-17j -0.00184826-2.92989e-17j 0.00134676+6.22644e-17j -0.00102155-1.67535e-18j -0.00148951-4.7118e-17j 0.00220411+4.39789e-17j -0.000481534-6.81199e-18j 0.0017932-3.44222e-16j 0.000597248+1.45684e-15j 
-0.000890335+7.61023e-15j -0.000225639+1.60841e-15j -0.00121535+7.83425e-17j -0.000502508+6.57634e-17j 0.000299199-1.16329e-16j -0.000164479+9.35137e-19j 0.000540981+4.19991e-17j -0.00130993+1.28416e-16j -0.00122547+1.45504e-16j 0.00129036-1.16538e-16j -0.00139667+2.22196e-16j -0.000558818+7.56387e-17j 8.76654e-05-5.2843e-17j -0.000281198-1.01586e-16j 0.000107065-3.84093e-17j -0.00252172+7.96627e-16j 0.00107293+2.52102e-17j 4.25995e-05-1.18716e-16j -0.000544889-8.23518e-17j 0.00165537-2.27156e-16j 0.00181798+4.42921e-17j 0.000177263-1.80466e-16j 0.000813944-1.0707e-16j 0.000754273-7.27041e-16j 0.00115975-1.9143e-16j -9.44143e-05+9.03394e-17j -0.000238273+1.57938e-16j -0.000286842+1.18767e-16j -0.000743169+7.16734e-17j 0.000795967-2.89689e-16j 0.00129456-2.06496e-16j 0.00188363-5.26469e-16j 0.000732104-1.00378e-15j 0.00162891-2.94811e-15j 0.000441633+2.33219e-16j 0.000794499+5.81956e-17j -0.00190248+4.66023e-16j 0.000172181-3.20697e-17j 6.33075e-05+3.84235e-17j -0.00102142-9.36191e-17j -0.00197995+3.92156e-16j -0.000782674+1.69733e-16j 0.00121343-6.79631e-17j -0.000811384+1.06845e-15j -0.0007124+5.59084e-17j 0.00100913+1.2287e-16j -0.00167473+3.29584e-17j 0.00114615-5.5138e-16j -0.00101313+1.11819e-17j -0.00054715-6.42546e-17j -0.00141501+2.7885e-16j 0.00147546+6.44309e-16j 0.000503616+1.62733e-17j -9.62676e-05+6.91219e-17j 0.000201076+1.11366e-16j 0.000235876-6.42575e-17j -0.00146004-3.97295e-17j -0.000872374-3.82101e-17j 0.00047682-1.07875e-16j 0.000678954+9.30895e-16j -0.00117707+4.858e-16j 0.00243816-2.01921e-16j -4.02713e-05-2.38614e-17j -5.02408e-05+8.56024e-17j 0.000838007-1.2147e-16j -0.00102398+1.39967e-16j -0.00139916+1.56156e-16j 0.00127697-1.54298e-17j -0.00103099+1.66611e-16j 2.89159e-05+1.5657e-17j -0.00105126+2.12626e-17j 8.84386e-05+9.59326e-18j 0.000764643+2.45942e-17j -0.000967867+1.0739e-16j -0.00056318+7.05089e-17j -0.000310542+1.55835e-15j -0.00103755-7.0359e-15j 
0.000230622-4.44346e-15j 0.00150476-1.12281e-15j -8.7395e-05+1.15578e-16j -0.00199035+1.73324e-16j 0.00282656-3.52381e-16j -0.000142131+2.27924e-17j -0.00142933+1.45081e-16j -0.000885276+1.24416e-16j 0.00121024-6.52491e-17j -0.00224901+1.56633e-16j -0.000904358+8.16169e-17j 0.000347145+4.79929e-17j 0.000220465+9.71845e-17j 0.00152286+7.2108e-17j -0.000491961+2.89717e-17j -0.00204583+5.73318e-16j 6.82303e-05-6.65667e-17j 0.000290958+1.97554e-16j -0.000788892-3.69189e-17j 0.000299851-1.02987e-16j -0.00163141+1.41984e-17j -0.00103703+1.51654e-16j 0.00197956-4.17648e-16j -0.00192748+2.27716e-15j 0.000645651-1.72818e-16j 0.00171276-8.32703e-16j 0.000253358-1.77177e-16j 0.00268989-4.2893e-16j 0.000719816-4.01173e-16j -0.000325415+1.69739e-17j 0.000616475-9.66659e-17j 0.000649788-2.41705e-16j 4.9431e-05-3.36956e-16j 0.000122862-3.57346e-16j -0.000417942-2.78477e-16j -0.0019984-1.88508e-16j 0.00278444-4.56222e-16j 0.00321408-3.96691e-16j 0.00143292+3.3444e-17j 0.00321274-4.00646e-16j -0.00289739+3.88323e-16j -0.00103997+4.75518e-17j 0.000368799-2.8534e-16j -0.00107734+1.29632e-15j 0.00066284+4.60588e-17j 5.20833e-05-1.39238e-16j 0.0019826-1.34472e-16j -0.000409753+3.36769e-16j -0.000774479+1.33263e-16j -0.000873584+5.07164e-16j 0.000838223-2.61741e-16j 0.00209487+1.04811e-15j -0.000223375-9.36172e-17j -0.00134477+1.59328e-16j -0.000478153+1.12444e-16j 0.000801089-6.99342e-17j -0.00123561+6.28028e-17j 0.000849258-1.44824e-16j 0.00133007-5.05796e-16j -0.000292751-3.90575e-16j 0.000113866-9.65396e-18j -0.00209382+7.20636e-17j 0.000180585+1.29223e-17j -0.000205725-6.66368e-18j -0.00141667+1.40362e-16j -0.000287442+9.77246e-17j -8.4044e-05-3.03051e-17j 0.00262757-2.64921e-17j -0.000507874+7.04181e-17j 0.00116635-9.82182e-17j 0.0021449-2.01962e-16j 0.000795446-1.64925e-16j -0.00212852+1.33929e-16j -0.00179831+2.29155e-16j -9.61783e-05+9.64396e-17j 0.00138296+4.19441e-16j -1.7558e-05-2.32319e-15j 
-0.000129652+3.14983e-15j -0.00120182+7.44179e-16j 0.000335757-3.84335e-17j 0.00127684-7.76162e-17j -0.00100951+8.30929e-17j -0.000330552-6.30273e-17j -0.00133444-8.48459e-18j 0.00103265-7.97389e-17j -0.00116425+5.09964e-17j 0.000159173-3.52838e-17j 0.000378679-4.21809e-17j -0.00106302+4.92483e-17j 0.00178531-3.11592e-17j -0.000102572+3.7089e-17j 0.000433178-1.22275e-17j 0.000705987-1.86218e-16j 2.9254e-06+4.87432e-17j -0.000737371-5.38544e-16j 0.000459907-5.1057e-17j 0.00125966+4.93853e-17j 4.39622e-05-5.55132e-17j 0.000694012+2.99067e-18j -0.0023272+1.86212e-16j 0.00100131-1.21405e-15j -0.00062588+4.04385e-17j -0.00140828+6.37183e-16j -0.00105519+1.48884e-16j -0.00209015+1.62745e-16j -3.02208e-05+2.0837e-16j 0.000685338-2.52105e-16j 0.0015234-1.88834e-16j -0.0012119+7.46331e-16j -0.00116908+1.37331e-15j -0.00147532+2.45836e-15j -0.000414166-6.09406e-17j 0.00213604+2.50159e-16j -0.00113833+2.89372e-16j -0.00266547+4.7234e-16j 0.000445575-3.52843e-16j 0.000300301-1.72002e-16j 0.000290021-1.87302e-16j 0.000538338+3.76639e-17j -0.00102118+2.48975e-16j 0.00103854-1.17952e-15j -4.0721e-06-5.72054e-17j -0.000976941+3.8788e-17j -0.00244665+1.93151e-16j 0.000359282-2.89285e-16j -6.06149e-05-3.6894e-17j 0.000471674-1.57006e-16j -0.000183013+7.62791e-17j -0.00140223-7.46463e-16j -0.000611253-2.2799e-17j 0.000771369-1.55004e-16j -0.000219554-1.46076e-17j 0.000317014+4.15863e-17j -0.000963205-1.82834e-16j -0.000359042-4.77571e-17j -0.00115936+3.4417e-16j 0.00042772+6.04583e-16j 0.000159336-1.00463e-16j 0.00137038-3.83769e-17j 0.000521788+1.90534e-17j -0.00211076+7.04823e-18j 0.00049514-3.48922e-17j 0.000835462-4.80946e-17j 0.000860936-1.79044e-17j -0.000776011+8.73591e-18j -0.000741864+1.73812e-17j -0.00160994+6.87927e-17j -0.000143164+4.26301e-17j -0.00100687+9.95505e-17j -0.000193992-4.45734e-17j 0.00100257-9.70397e-17j 0.000166262-2.21562e-17j -0.00101213-2.35679e-17j -0.000186879+2.76348e-16j 
-0.000310094+2.03504e-15j 6.85691e-05+6.25129e-16j 7.32892e-05+2.79583e-17j 0.000415372+3.08449e-16j 0.000837369+1.07123e-15j -0.000298015-3.78844e-16j -0.00188181-2.11957e-15j 0.00047628+4.51558e-16j -0.000247195-1.53617e-16j -0.000649017-8.50958e-16j -0.000226324-3.3861e-16j -0.00073044-7.65014e-16j 0.00146217+1.64763e-15j 0.000552131+8.40052e-16j -0.000142211-2.26861e-16j -0.000667144-7.39705e-16j 0.000173319+2.31508e-16j -0.000225155-3.73906e-16j 0.000449906+5.00923e-16j 0.000682213+7.14809e-16j -0.000615609-8.70367e-16j -0.000171317-2.24971e-16j -0.000603955-5.91597e-16j -0.000584504-2.07202e-16j -1.27992e-05+2.05487e-17j -0.000413142-1.18029e-16j -0.000926334-9.43252e-16j -0.000207722-1.23914e-16j 0.000244194+2.04653e-16j 0.000364968+1.32262e-16j 0.00159688+1.55033e-15j -0.000430386+1.99685e-16j -0.00132772-2.9134e-16j -0.000750019+4.34342e-16j -0.000208636-3.58485e-16j 0.000565806+5.91471e-16j 0.000484045+8.16701e-16j -8.36498e-05+3.03931e-16j 0.000730904+7.21619e-16j 0.00230135+2.49501e-15j -0.00111116-1.40347e-15j -0.000178502-1.99089e-16j -0.00018001-9.85434e-17j -0.000168261-8.09756e-17j -0.00029881-3.20636e-16j -0.00100632-1.28994e-15j -0.000455176-1.82992e-16j 2.09847e-05+3.15912e-17j -0.000533946-6.27368e-16j -5.61115e-05+6.0736e-17j 0.000851544+8.70646e-16j 6.99666e-06+1.53518e-16j -0.000170694-1.93605e-16j -0.000369531-5.24662e-16j -8.46863e-06+9.12746e-17j 0.000653581+7.70351e-16j -0.00137383-1.79157e-15j -0.000100035-1.1936e-16j -0.000308401-1.4397e-16j -2.93773e-06-4.95095e-17j 5.72736e-05+5.62018e-17j 7.9085e-05-5.20061e-17j 0.000447019+5.21015e-16j -0.00136511-1.53236e-15j -0.000651707-8.82695e-16j 0.000287274+3.12738e-16j 0.000368385+3.61309e-16j 0.000774286+1.12951e-15j -0.000847103-9.21058e-16j -0.000915245-9.15463e-16j 0.00125134+1.51081e-15j -0.000408438-3.88929e-16j -0.00101261-1.22678e-15j 0.000142361+1.10616e-17j -0.00040887-4.55804e-16j 0.000141007+8.27215e-16j -0.000364786-3.34249e-15j 
7.20885e-05+7.6644e-16j -0.000734429+1.48933e-16j -0.000334048+2.8136e-17j -0.0018322-2.5126e-17j -0.000902697-3.36699e-17j -0.00141169-8.6554e-17j 3.8157e-05+1.01044e-16j -0.00168962+2.23597e-17j -0.00140363+8.05868e-17j -0.00167513+7.48478e-17j 0.000997406-1.59052e-17j 1.40907e-05+6.66612e-17j 0.000733352-1.11949e-16j -0.000847541-1.18881e-16j 0.00151065-8.21423e-17j -0.000144452+1.77147e-16j -0.000857382-8.45846e-17j -0.00139704-1.07402e-15j -0.00174146-4.23804e-16j 0.00241682+5.60633e-17j -7.95745e-05-3.78845e-17j 0.000755712+5.39924e-18j -0.00104667+1.40555e-16j 0.000910216-8.39764e-16j -0.000650842+5.65907e-17j 0.00135105-1.07724e-15j 0.00119401-3.81992e-17j -0.00158624+3.37435e-16j -0.000336083+4.04017e-16j 4.65152e-05-8.80397e-17j 0.00183475-2.7409e-16j -7.13228e-05-3.26586e-16j 0.00195225-1.3597e-15j -0.00225093+3.82574e-15j -0.00146901-4.31759e-16j 0.000752162-1.21053e-16j 8.30672e-05+1.55489e-18j -0.000730529+2.07482e-16j 0.00168438-1.75024e-16j -0.00202369-5.0096e-17j -0.000971441+9.07988e-17j -0.00138816+2.67373e-16j -0.00150185+5.3234e-16j 0.00299787-3.21654e-15j 0.00257309-8.71509e-17j 0.0020914+9.85863e-16j -0.00360872-1.827e-16j 0.000438454-5.16406e-16j -0.00153096+1.29141e-16j -0.00100087-3.647e-20j -0.00188245+1.9214e-16j 0.00056838+3.86396e-16j -0.00201552-8.98017e-17j 0.00108672+4.78986e-17j -0.00288701-3.22695e-17j 0.00051497-1.76092e-16j -0.000264117+1.39863e-16j 0.000309121+5.15994e-17j 0.00129608-2.92302e-16j -0.000140439-2.2512e-16j 0.000580962-2.01749e-16j 5.01389e-05-1.05532e-16j 0.000272899+3.47782e-17j -0.00254694+1.08693e-16j 0.00232364-2.19829e-17j -0.000187057+1.75766e-17j 0.00168908-1.40392e-17j 0.00012644-1.15231e-16j -0.00128578+1.51761e-16j 0.00109808+5.01929e-17j -0.00215716+2.72974e-18j -0.000802279+1.32342e-16j -0.00126263+5.27701e-17j -0.0022088+3.54752e-17j 0.0012277+4.04377e-17j -0.000420054+4.89443e-16j -0.000402639-2.21664e-15j 
0.000128472-1.17638e-15j 7.08299e-05-2.14605e-16j 0.000103862+3.30762e-17j -0.00110958+2.72333e-17j 0.00202386+2.38115e-16j -0.000517788-7.44289e-17j -0.0029777-4.04407e-16j -0.000112952+1.21238e-16j -0.000259886+5.85001e-17j -0.00219884-1.90588e-16j -0.000990525-2.07708e-16j -0.00095887-1.05161e-16j 0.00239252+3.3365e-16j 0.00172516+5.45242e-16j 4.47344e-05-1.04244e-16j -0.00203669+2.19796e-16j 0.000346969+7.49964e-17j -0.000575303-6.08474e-16j -0.000770726-1.30506e-16j 0.00245673+2.45236e-16j -0.00146592-3.24961e-16j -0.000223524+3.0657e-17j -0.000379971-7.90825e-17j -0.000577383+5.65273e-16j 0.000232054+5.83503e-17j 0.000314772-2.30733e-16j -0.000944914-1.30837e-16j 0.00059696-1.01411e-16j 0.000672444-3.44557e-17j 0.00063605-1.89062e-16j 0.00265361-4.68302e-17j -0.000332475+5.68671e-16j -0.000931459+5.52359e-16j -0.00126338+1.85887e-15j -0.00101046-3.03086e-16j 0.000482437+8.50935e-17j 0.00133862+2.84073e-16j 0.000344432+1.94446e-16j 0.00231259+6.26533e-17j 0.00356167+1.23874e-16j -0.003542-3.1271e-16j -0.000600777+7.52168e-17j -0.000675766+2.77967e-17j -9.7799e-05-9.60231e-17j 0.000859522-6.67392e-17j -0.000775992-2.51571e-16j -0.00117236+1.42715e-16j 0.000297949-1.89505e-16j -0.00102071-1.61987e-16j -0.000535879+2.73156e-16j 5.08917e-05+7.57242e-17j 0.0010736+6.3539e-16j -0.00101761-1.47605e-16j -0.000503971-8.79838e-17j -0.000838613+1.24679e-16j 0.00132086+9.84035e-17j -0.00294943-6.98171e-16j 0.00047232-5.39926e-17j 0.00023954-1.10593e-16j 0.000510297+8.58376e-16j 6.64354e-05-9.27358e-17j -0.000162937-5.25782e-17j 0.000839785+1.3367e-16j -0.00286884-3.53862e-16j -0.000744017-2.11562e-16j 0.000578532+1.3865e-16j 0.00062089-1.2084e-17j 0.00238667+5.27091e-16j -0.00163632-1.02449e-16j -0.000449275-1.81333e-16j 0.00193773+3.71672e-16j -0.000175817-7.24068e-17j -0.00252633-3.00233e-16j -0.00118647+1.86046e-17j 0.000239246-5.87856e-17j 0.000120224+6.24147e-16j -0.000328299-2.6532e-15j 
0.00159706-1.1434e-14j -0.000734469-2.50194e-15j 0.00112412+1.04393e-16j -0.0011878-6.04256e-17j 0.000686353+3.48852e-17j 5.33814e-05-2.51142e-17j -0.00164862-1.43736e-16j 0.00102311+3.033e-17j 0.00123395+4.47693e-18j -0.00301264-1.46571e-16j 0.000477751-6.32269e-17j -9.30459e-05+2.36329e-18j 0.00115078+1.47567e-16j 0.0021573+4.6704e-16j -2.50771e-06+7.02873e-17j 0.00167028-2.15791e-16j -0.000706187-7.30271e-17j -0.000671571-6.16125e-16j -0.000824139-2.1033e-16j 0.000470937+2.1363e-16j -0.00327318-5.16143e-16j 8.40861e-06+3.10454e-16j -0.00113772-1.47471e-18j -0.000143438+1.52882e-16j -0.000871096+5.28097e-18j 0.000608864-3.1385e-16j 0.000235848-9.05964e-17j 0.000735777-1.85288e-16j 0.00102206+3.213e-17j -0.000820686+1.47019e-16j -0.00072582+7.30467e-17j -0.0018827+2.39694e-16j -0.000415005+6.62629e-16j -0.00216021+3.39741e-15j -0.0013662-4.95574e-16j -0.000372776-1.17854e-16j 0.00284208-1.77076e-16j -0.000586765+7.5925e-17j 0.00179432-1.06339e-16j 0.00214864-5.90227e-17j -0.000329374-1.8153e-16j 0.000974458-1.30299e-16j -0.00170377-1.27272e-16j 0.00101412-1.11819e-15j 0.00197163+7.19107e-17j -0.00099423-8.20092e-17j 0.000703917+1.17069e-16j -0.000605613+1.38802e-16j 0.000988062+5.80377e-17j 0.00018311+1.03212e-16j 0.000280745-3.04595e-17j -0.000713088-3.96122e-16j -0.00135107-2.53905e-16j 0.00062221+2.5077e-17j -0.000707745-2.22331e-16j 0.000166629-1.19417e-17j -0.000552813-2.25898e-17j 0.00187173+1.00326e-16j 5.08634e-05-7.3192e-17j 6.99211e-05+1.52802e-16j 0.00150874-4.44186e-16j -0.00242203-1.60518e-16j 0.00055143+6.7159e-17j -0.0020584-2.61934e-16j -0.00133815+7.46782e-17j 0.00189109+6.5866e-17j 0.00187615+7.13197e-17j 0.000373554+4.45229e-17j 0.000382411-5.90061e-17j 0.000259654-2.17367e-17j 0.00177088+8.01925e-17j 0.000127-9.46634e-17j -0.00216822-2.17678e-16j -0.000431911-2.8664e-17j 0.0015753+7.11866e-17j -0.000674195-1.97495e-15j 0.00107068+9.04675e-15j 
0.00205818-9.48683e-15j -0.00392043-2.09606e-15j -0.00012153+1.02581e-16j -0.00356913-7.5224e-17j -0.00214078+2.28374e-17j -0.00076403-3.317e-17j 0.00130091-1.31157e-17j -0.00142067+1.89203e-17j -0.000236083+6.00159e-17j -0.00252717-1.53916e-17j 0.00106523-5.66095e-17j 0.000156353+6.31806e-17j 0.00193243+6.86612e-17j 0.000826883+1.84409e-16j 0.00102081+2.96159e-17j 0.00119714-4.91578e-17j 0.000483534+3.23936e-16j -0.000508714-5.93715e-16j -0.00325874-6.43288e-16j 0.0014172+1.1121e-16j -0.00240687-4.5904e-16j 0.000973884+1.91395e-16j -0.00294004+1.73038e-16j 0.0012426-1.33561e-15j -0.00196098+7.11043e-17j 0.00251109-1.50023e-15j 0.000864029-2.77436e-16j -0.000482409+5.9672e-16j -0.00143058+3.86779e-16j -0.00267463+4.38481e-16j -7.94457e-05+8.01222e-17j -0.00145485-5.87313e-16j 0.00251919-1.49412e-15j -0.00212069+3.3656e-15j -0.00308428-6.21512e-16j 0.000792745-2.63004e-16j 0.000555353-2.22018e-16j 0.00031878-1.26647e-16j 0.000279634+1.36439e-16j -0.002634+3.41601e-16j -0.000344242+1.3115e-16j -4.99236e-05-4.70909e-17j -0.00103559+4.41097e-16j 0.0038704-3.92339e-15j 0.0029801-1.05794e-16j 0.00142505+5.91727e-16j -0.00254159+8.80062e-17j 0.0021784-8.51619e-16j 0.00200377+4.90231e-17j -0.00136222-2.82394e-17j -0.0023468+2.01077e-16j 0.00123801+9.04963e-16j -0.00172523-1.62316e-16j 0.00169394+6.38168e-17j -0.0010899-7.34323e-17j 0.000149852-4.45717e-17j -0.000774639-1.88971e-17j 0.000434803-9.25846e-17j 0.0012811-3.5778e-16j -0.000416413-6.15856e-16j 0.00237082-6.92915e-16j -0.000587708-1.49904e-16j 0.000628664+8.22697e-17j -0.00250692+3.05463e-18j 0.000285852+1.21503e-17j 0.00148506+3.73274e-17j 0.00179157+6.65505e-18j -0.000199844-9.10032e-17j -0.000160314+3.79394e-17j 0.00207657+3.2018e-17j -0.00253414+2.76553e-17j 9.81538e-05+6.1558e-17j -0.000462206-4.25584e-17j -0.00288497+6.26524e-18j 0.00336281+7.56217e-17j -0.00374346-2.15376e-15j 0.000471764+9.72413e-15j 
0.00428462-2.81957e-14j -0.00347884-6.23607e-15j 0.000759606+4.61904e-17j -0.00624521-1.34253e-17j -0.0010688-8.87568e-18j 0.000884404+1.68894e-16j 0.00319047+6.60443e-17j -0.00212203+2.53561e-18j 0.00198133-4.82904e-17j -0.00305247+1.34368e-16j -0.000597657-1.47912e-16j 0.00190726-2.43694e-17j 0.000697346+1.77054e-16j 0.00256285+3.61256e-16j 0.000303932+2.82367e-17j -0.000199553+9.91969e-17j 0.00162194+6.01756e-16j 0.00143546+6.62141e-16j -0.00565715-8.03002e-16j 0.000568672+8.41416e-17j -0.00299255-3.8955e-16j 0.000349249+1.90991e-16j -0.000832057+1.34371e-16j 0.000913756-8.72305e-16j -0.00186568+1.76565e-16j 0.00430074-1.91785e-15j 0.00108658-5.12151e-16j 0.00407827+2.49513e-16j -0.000874453-3.16051e-16j -0.0035756+6.90359e-16j -0.00268747+3.85026e-16j -0.00137955-1.25774e-15j 0.00445227-3.13754e-15j 0.000115597-4.70123e-16j -0.00380363-4.32301e-16j -0.00174064-6.87454e-16j 0.00109259-6.04876e-16j 0.00355263-6.62609e-16j -0.000656124+5.74554e-16j -0.00277116+4.61781e-16j -0.00209866+3.81629e-16j 0.000519787-3.77447e-16j -0.000510609+2.44073e-16j 0.00201199-2.13436e-15j 0.00379307-2.73643e-16j 0.0017375+2.18652e-16j 0.000829477+1.04184e-16j 0.00278059-6.58386e-16j 0.00472275-5.87008e-17j -0.00152433-2.04116e-16j -0.003761+4.08955e-16j 0.00346042+2.299e-15j -0.00136428-2.35048e-17j 0.000340277+2.14245e-16j 0.000166566+8.88151e-17j 0.000151511-9.96475e-18j -0.00062611-8.28147e-17j 0.000749264-2.40864e-16j 0.00143859-4.73242e-16j 0.000410553+6.67973e-16j 0.00210797-6.07463e-16j -0.00192498+5.80724e-17j 0.000392338+3.64781e-17j 0.000238471+1.08267e-16j -0.000929171+3.91195e-17j 0.0018127+1.7784e-18j -0.00018782-1.28455e-16j 0.000956971+9.3747e-17j 0.0013869-8.81129e-17j 0.00441113-4.75522e-17j -0.0018504-9.07858e-17j 0.00254089-1.34988e-16j -0.000288378+1.15093e-16j -0.00375896+4.06681e-17j 0.005083-2.19609e-17j -0.00383885-5.30375e-15j 0.00233431+2.3496e-14j 
