0.495957-0j -0.509266-0j -0.0590299-0j 0.0718741-0j -0.0426101-0j -0.0359219-0j -0.00518488-0j -0.0419089-0j 0.0761682-0j -0.00604903-0j 0.036082-0j 0.0109939-0j 0.00520799-0j -0.0151257-0j -0.00218321-0j -0.0260693-0j -0.00460845-0j -0.000384037-0j -0.0294484-0j 0.0236588-0j -0.0052058-0j -0.0242937-0j -0.000433816-0j 0.062442-0j 0.00418233-0j 0.0170779-0j -0.00429456-0j 0.000348528-0j 0.0110383-0j -0.00554541-0j -0.00035788-0j 0.000919857-0j 0.00301897-0j -0.0009803-0j 0.000251581-0j -8.16916e-05-0j -0.0204805-0j -0.00341342-0j -0.00209028-0j -0.0226678-0j -0.000426678-0j -2.51422e-05-0j 0.017633-0j -0.00377796-0j -0.011947-0j -0.0181062-0j -0.00231352-0j -0.000472246-0j 0.00293883-0j 0.0205718-0j -2.78273e-05-0j -0.00199116-0j 0.0366033-0j 0.00179966-0j -0.00301769-0j -0.0121959-0j -0.00121933-0j -0.00184795-0j 0.000367354-0j 0.038392-0j -0.000248895-0j 0.00342864-0j -0.000377212-0j 2.16465e-05-0j 0.00742477-0j 0.0020996-0j 0.00610056-0j -1.46663e-05-0j -0.00203264-0j -2.22274e-05-0j -0.00196851-0j 0.00373581-0j -0.00124474-0j 0.00639867-0j 0.00042858-0j 0.00391837-0j 0.00076257-0j 0.00123746-0j 2.52543e-05-0j -0.000254081-0j 0.000799834-0j 0.000757787-0j 4.49348e-05-0j -0.000328085-0j -1.49718e-05-0j 0.000154683-0j -0.00020091-0j 4.71306e-05-0j -4.10106e-05-0j 9.11476e-06-0j -2.41657e-06-0j 
-2.51422e-05-0j -2.54028e-05-0j 0.000565959-0j 0.000700339-0j 0.000408531-0j -1.79182e-06-0j -0.00714128-0j -2.09046e-06-0j -1.28014e-06-0j -0.00833149-0j -1.82915e-06-0j -0.00510198-0j -0.00729006-0j -7.54488e-07-0j -0.00300699-0j -1.30037e-06-0j 4.41842e-05-0j 0.0502142-0j -1.46892e-06-0j -1.19937e-06-0j 4.99114e-05-0j -1.2118e-06-0j 0.056723-0j -1.04945e-06-0j 4.07525e-05-0j -8.6575e-07-0j 4.11748e-05-0j 0.0463141-0j 3.56584e-05-0j -2.76611e-07-0j 0.046794-0j 0.0405248-0j 2.94167e-05-0j 9.39878e-06-0j 0.0334313-0j 0.0106815-0j 5.21355e-06-0j -0.000167016-0j 5.32106e-07-0j -1.13069e-06-0j 0.00299912-0j 0.767983-0j -8.93893e-07-0j 3.62218e-05-0j -5.95928e-07-0j -9.03156e-07-0j -1.15401e-07-0j -0.000650437-0j 2.86359e-05-0j -1.04287e-06-0j -0.166557-0j 1.90906e-05-0j -3.68712e-07-0j -9.12325e-08-0j 2.89326e-05-0j -6.08344e-07-0j -6.08217e-08-0j -9.2178e-08-0j -0.000514216-0j -6.45246e-07-0j -0.00034281-0j 3.34085e-05-0j -0.000519544-0j -0.131675-0j -3.76393e-07-0j -1.06438e-07-0j 1.18117e-05-0j -0.0877834-0j 1.94883e-05-0j -0.13304-0j -9.81915e-08-0j -3.76315e-08-0j -6.20888e-08-0j 2.06705e-05-0j -0.000599918-0j -6.58551e-08-0j -0.000212103-0j 1.20578e-05-0j -0.153621-0j -0.000349952-0j -0.00037118-0j -3.84155e-08-0j -0.0543132-0j 3.14557e-06-0j -0.0896122-0j -0.000216522-0j -1.00216e-08-0j -0.0950481-0j -5.64851e-05-0j -0.0554447-0j -0.0144641-0j 
0.017633-0j -0.0181062-0j -0.00209872-0j 0.00255537-0j -0.00151493-0j 0.00385455-0j 0.000556357-0j -0.00149001-0j 0.00270804-0j -0.000215064-0j 0.00128284-0j 0.000390872-0j 0.000185162-0j -0.000537771-0j -7.76206e-05-0j -0.000926855-0j -0.000163846-0j -1.36539e-05-0j 0.00315993-0j 0.000841154-0j 0.000558601-0j -0.000863726-0j 4.65501e-05-0j 0.00222003-0j 0.000148696-0j 0.000607177-0j -0.000152687-0j 1.23914e-05-0j 0.000392449-0j -0.000197159-0j -1.27239e-05-0j 3.27041e-05-0j 0.000107335-0j -3.4853e-05-0j 8.94456e-06-0j -2.90442e-06-0j 0.142636-0j -0.000121359-0j -7.43168e-05-0j 0.157869-0j -1.51699e-05-0j -8.93893e-07-0j 0.370634-0j -0.00013432-0j 0.0832041-0j -0.38058-0j -8.22537e-05-0j -1.679e-05-0j -0.000315348-0j -0.143271-0j -9.89358e-07-0j -7.07927e-05-0j -0.254922-0j -0.00019311-0j 0.00032381-0j 0.0849375-0j -4.33515e-05-0j 0.000198292-0j -3.94184e-05-0j -0.267379-0j -8.84909e-06-0j 0.0001219-0j 4.04762e-05-0j -2.32275e-06-0j -0.0517094-0j 7.46481e-05-0j 0.000216896-0j -5.21437e-07-0j -7.22675e-05-0j 2.38508e-06-0j 0.0137096-0j 0.000132821-0j -4.42546e-05-0j 0.000227495-0j 1.52375e-05-0j 0.000139312-0j 2.7112e-05-0j 4.3996e-05-0j 8.97878e-07-0j -9.03344e-06-0j 2.84368e-05-0j 2.69419e-05-0j 1.59759e-06-0j -1.16646e-05-0j -5.32301e-07-0j 5.4995e-06-0j -7.14305e-06-0j 1.67566e-06-0j -1.45807e-06-0j 3.24061e-07-0j -8.59176e-08-0j 
0.00377796-0j -0.00370845-0j -0.0209289-0j -0.000368631-0j 0.0295695-0j 0.000269246-0j -0.00371544-0j 4.47114e-06-0j 0.000192359-0j -6.16991e-05-0j -0.000267031-0j -0.00265444-0j 0.00368487-0j -0.000333662-0j 0.00460433-0j 0.115455-0j 0.00662435-0j 0.00167943-0j -0.000457882-0j -0.0262655-0j -2.62715e-05-0j 0.0257823-0j -6.66043e-06-0j -0.000327127-0j -0.00150701-0j 0.0371093-0j 0.00147928-0j -0.000382063-0j -1.87692e-05-0j 0.0237994-0j 0.000375033-0j -4.75844e-06-0j 0.00212919-0j 0.00136552-0j 0.000539798-0j 0.000346191-0j 0.000153508-0j 0.176378-0j 1.56674e-05-0j -9.80471e-06-0j -0.000305753-0j -3.62218e-05-0j 0.00013432-0j -0.0112654-0j 8.95465e-05-0j -0.000131848-0j -1.00069e-06-0j 1.95288e-05-0j 0.154331-0j 2.23053e-06-0j 2.31352e-06-0j 0.102887-0j 5.5404e-05-0j 1.37089e-05-0j -0.151491-0j -0.000178921-0j 9.1393e-06-0j -1.34567e-05-0j -0.000267534-0j -9.41969e-05-0j -0.000178356-0j 0.00256283-0j 0.000262612-0j -3.16941e-05-0j -0.000166455-0j 2.27653e-07-0j 0.0636581-0j -2.11294e-05-0j -0.205576-0j 3.11109e-05-0j -7.2513e-05-0j 5.65465e-06-0j -1.8261e-05-0j -0.10823-0j -4.44271e-06-0j -9.61393e-06-0j -0.000110352-0j -0.191253-0j -5.26317e-07-0j 0.000356369-0j 0.000187619-0j -1.69887e-05-0j -1.30732e-05-0j -0.083316-0j 4.22182e-05-0j 0.00033154-0j -7.40083e-06-0j 2.22267e-05-0j 0.000144429-0j 3.92767e-05-0j 1.71102e-05-0j 
-0.011947-0j -0.0120708-0j 0.00698088-0j -0.00173135-0j -0.00100996-0j -0.000851432-0j -0.000122894-0j 0.00495615-0j -0.000608292-0j 0.000715358-0j -0.00086917-0j -8.77994e-05-0j -0.000125454-0j -0.000358514-0j -5.17471e-05-0j -0.000617903-0j -0.000109231-0j -9.10257e-06-0j -0.000697996-0j 0.00284351-0j -0.000123389-0j 0.00287298-0j -1.02824e-05-0j -0.000498672-0j 0.000502666-0j -0.000411384-0j 0.000507875-0j 4.18889e-05-0j -8.81536e-05-0j -0.000131439-0j 4.23229e-05-0j -7.34614e-06-0j -7.2723e-05-0j -2.32354e-05-0j -6.06025e-06-0j -1.93628e-06-0j 0.0950903-0j -8.09059e-05-0j -4.95446e-05-0j 0.105246-0j -1.01132e-05-0j -5.95928e-07-0j 0.0832041-0j -8.95465e-05-0j 0.385935-0j 0.0840663-0j -5.48358e-05-0j -1.11933e-05-0j -7.07927e-05-0j -0.484327-0j -6.59572e-07-0j -0.000328366-0j 0.0343199-0j -4.33515e-05-0j -7.15263e-05-0j -0.282524-0j -0.000201082-0j -4.38007e-05-0j -8.84909e-06-0j 0.0600599-0j -4.10457e-05-0j 0.000412081-0j -8.94079e-06-0j -5.21437e-07-0j 0.0350349-0j 0.000252347-0j -2.92005e-05-0j -2.41864e-06-0j 0.000240381-0j -5.26841e-07-0j 0.00913972-0j -1.78816e-05-0j 0.000147203-0j -5.11009e-05-0j 5.15101e-05-0j -3.12928e-05-0j -3.65006e-06-0j -2.98088e-05-0j 3.03526e-06-0j 3.00476e-05-0j -6.38761e-06-0j -1.82541e-05-0j -2.15082e-07-0j -7.77637e-06-0j 1.77057e-06-0j -3.7261e-06-0j -4.76203e-06-0j -3.76393e-07-0j -9.72046e-07-0j -2.19563e-07-0j -5.72784e-08-0j 
0.0181062-0j -0.0182864-0j 0.00212047-0j -0.00254925-0j 0.00140177-0j -0.0038945-0j -0.000562122-0j -0.00146259-0j 0.000921894-0j -0.000211107-0j -0.00131673-0j 0.000133064-0j -0.000190054-0j 0.0025943-0j 0.000374455-0j 0.00093646-0j 0.000165544-0j 1.37954e-05-0j 0.00310178-0j 0.000863726-0j 0.000548323-0j -0.000872323-0j 4.56936e-05-0j -0.000734245-0j 0.000152687-0j 0.000570982-0j -0.000154206-0j 1.27239e-05-0j -0.000129797-0j 0.00210696-0j -1.28505e-05-0j -1.08165e-05-0j 0.000100936-0j 0.000372462-0j 8.41136e-06-0j 3.10385e-05-0j -0.144114-0j 0.000122617-0j 7.5087e-05-0j 0.154964-0j 1.53271e-05-0j 9.03156e-07-0j 0.38058-0j -0.000131848-0j -0.0840663-0j -0.384368-0j -8.07402e-05-0j -1.6481e-05-0j -0.00032381-0j 0.142928-0j -9.71154e-07-0j 7.15263e-05-0j -0.0520134-0j -0.000198292-0j 0.000327033-0j -0.0785929-0j 4.38007e-05-0j 0.000200266-0j -4.04762e-05-0j 0.0909865-0j 8.94079e-06-0j -0.000121608-0j 4.08791e-05-0j -2.38508e-06-0j -0.253522-0j -7.44692e-05-0j 4.42546e-05-0j 5.26841e-07-0j 6.68694e-05-0j 2.40882e-06-0j -0.253802-0j 2.71003e-05-0j 4.0949e-05-0j -7.74143e-05-0j -1.5201e-05-0j -4.74064e-05-0j 5.53183e-06-0j 0.000215704-0j -8.95725e-07-0j 8.35867e-06-0j -9.67678e-06-0j 0.000132091-0j 3.25966e-07-0j 0.000215943-0j 4.9254e-07-0j 2.6963e-05-0j 0.000132237-0j -5.7021e-07-0j 2.69928e-05-0j 1.58881e-06-0j 1.59057e-06-0j 
0.00231352-0j -0.00227095-0j 0.000270943-0j 4.77225e-06-0j -0.000382803-0j -0.0318922-0j 2.37982e-05-0j -0.000529606-0j -0.0227849-0j 3.95197e-07-0j 0.0316298-0j 1.70023e-05-0j -2.36024e-05-0j 0.0395222-0j -2.94918e-05-0j -0.00048512-0j 0.016588-0j -7.14649e-06-0j 1.92393e-06-0j 0.000110363-0j -6.57861e-05-0j -0.000108332-0j 2.83422e-08-0j 1.37452e-06-0j -0.0037737-0j -0.000155926-0j 0.00370426-0j 1.6258e-06-0j -4.69999e-05-0j -0.000100001-0j -1.59588e-06-0j 2.02487e-08-0j 0.00533168-0j 0.00341938-0j -2.29701e-06-0j -1.47315e-06-0j 9.40042e-05-0j 1.56674e-05-0j 0.177621-0j -6.00413e-06-0j -0.000378813-0j 1.15401e-07-0j 8.22537e-05-0j -1.00069e-06-0j 5.48358e-05-0j -8.07402e-05-0j -0.0113448-0j 2.41952e-05-0j 1.37089e-05-0j 1.36592e-06-0j -7.37077e-09-0j 9.1393e-06-0j 3.39279e-05-0j 0.155418-0j -1.34567e-05-0j -0.000109566-0j 0.103612-0j -0.152559-0j -0.000331462-0j -5.76836e-05-0j -0.000220974-0j 2.27653e-07-0j 0.000325363-0j 1.00976e-07-0j -0.000101932-0j 0.0025809-0j 5.65465e-06-0j 6.73173e-08-0j -1.8261e-05-0j -9.9118e-08-0j -4.4405e-05-0j 0.0641068-0j -0.207025-0j -9.61393e-06-0j -5.5043e-06-0j -0.108993-0j -0.000136721-0j -1.69887e-05-0j 1.67682e-09-0j 0.000441524-0j 0.00023245-0j -0.192601-0j 4.16504e-08-0j -7.40083e-06-0j -1.34505e-07-0j 0.000410762-0j -0.0839033-0j -7.08133e-08-0j 0.000178941-0j -1.25134e-07-0j -5.45123e-08-0j 
-0.000472246-0j 0.000463556-0j 0.00528754-0j 9.31319e-05-0j -0.00747052-0j 0.00323816-0j -0.0217341-0j 5.37733e-05-0j 0.00231345-0j -0.000360919-0j -0.00321152-0j -0.0155276-0j 0.0215553-0j -0.00401286-0j 0.0269338-0j 9.90247e-05-0j 0.161023-0j 0.0199998-0j -3.92721e-07-0j -2.25277e-05-0j -0.0006386-0j 2.21132e-05-0j -7.93169e-05-0j -2.80574e-07-0j -0.0366321-0j 3.18283e-05-0j 0.035958-0j -0.00454986-0j -0.000456238-0j 2.04126e-05-0j 0.00446615-0j -5.66667e-05-0j 0.0517557-0j 0.0331927-0j 0.00642829-0j 0.00412267-0j -1.91885e-05-0j 0.000305753-0j 0.000378813-0j 1.22559e-06-0j 0.172084-0j -0.000650437-0j -1.679e-05-0j -1.95288e-05-0j -1.11933e-05-0j 1.6481e-05-0j -2.41952e-05-0j -0.0109912-0j 0.000267534-0j -2.78816e-07-0j 4.1544e-05-0j 0.000178356-0j -6.92551e-06-0j 0.000331462-0j -0.000262612-0j 2.23651e-05-0j 0.000220974-0j -0.000325363-0j 0.150574-0j 1.17746e-05-0j 0.100382-0j 4.44271e-06-0j -0.147803-0j -0.000569132-0j 2.08068e-05-0j 5.5043e-06-0j 0.000110352-0j -0.000379422-0j -0.000356369-0j 0.000558661-0j 9.06413e-06-0j 0.000136721-0j -0.000441524-0j -0.000187619-0j 0.00250044-0j -0.00023245-0j 0.0621084-0j -0.00033154-0j -9.45109e-06-0j -0.200571-0j -0.105596-0j -0.000410762-0j -0.000234755-0j -0.000144429-0j 0.000758113-0j -0.186597-0j -0.000178941-0j 0.000399126-0j -0.0812877-0j 0.000705293-0j 0.000307248-0j 
-0.00293883-0j 0.00301769-0j -0.0165458-0j 0.0201459-0j -0.0119434-0j -0.000642425-0j 0.00886509-0j 0.000248334-0j -0.00045134-0j -0.00342686-0j -0.000213807-0j 0.00622823-0j 0.00295041-0j 8.96286e-05-0j -0.00123682-0j -0.0225133-0j -0.00129172-0j -0.000327482-0j 0.0767546-0j 0.0204316-0j 0.00440388-0j -0.0209799-0j 0.00111649-0j 0.0539245-0j 0.00117229-0j 0.0147483-0j -0.00120374-0j 0.000297202-0j 0.00309397-0j -0.00478898-0j -0.000305177-0j 0.000784395-0j 0.000846201-0j -0.000274773-0j 0.000214532-0j -6.96614e-05-0j 0.000121359-0j 0.139439-0j 1.23861e-05-0j 0.00013432-0j -0.000241719-0j -2.86359e-05-0j 0.000315348-0j 0.154331-0j 7.07927e-05-0j -0.00032381-0j 1.37089e-05-0j -0.000267534-0j 0.362328-0j -0.0001219-0j -3.16941e-05-0j 0.0813393-0j -0.000216896-0j 3.2185e-05-0j -0.372051-0j 7.22675e-05-0j 7.22525e-06-0j -3.30487e-05-0j -0.000628101-0j -0.000227495-0j -0.000141003-0j -0.14006-0j 0.000644955-0j -7.44095e-05-0j -4.3996e-05-0j -1.24414e-05-0j -0.249209-0j -1.67043e-05-0j 0.0830339-0j 7.64062e-05-0j 1.16646e-05-0j -2.21368e-05-0j 7.37577e-06-0j -0.261387-0j 0.000242797-0j -2.32186e-05-0j 0.000432007-0j -0.0505505-0j 2.87635e-05-0j -0.000143941-0j 0.000453118-0j -4.49032e-06-0j 5.11788e-05-0j 0.0134023-0j -1.70523e-05-0j 8.763e-05-0j 1.19051e-06-0j 5.36797e-05-0j -2.32331e-05-0j 1.03813e-05-0j -2.75237e-06-0j 
-0.0205718-0j -0.0205225-0j -0.00488402-0j -4.24348e-05-0j -0.00345938-0j 0.00149001-0j 0.000215064-0j -4.93552e-05-0j -0.00315938-0j -7.12381e-06-0j 0.00145404-0j -0.000456017-0j 0.000209873-0j -0.00184648-0j -0.000266516-0j 0.00108133-0j 0.000191154-0j 1.59295e-05-0j 1.73865e-05-0j 0.00195749-0j 3.07353e-06-0j 0.00195279-0j 2.56128e-07-0j -3.68661e-05-0j 0.000346038-0j 0.0013865-0j 0.000345209-0j 2.88365e-05-0j -6.51706e-06-0j -0.000903703-0j 2.87674e-05-0j -5.43089e-07-0j 0.0002451-0j -0.000159754-0j 2.0425e-05-0j -1.33128e-05-0j -0.166408-0j 0.000141585-0j 8.6703e-05-0j -0.00262159-0j 1.76982e-05-0j 1.04287e-06-0j 0.143271-0j 2.23053e-06-0j 0.484327-0j 0.142928-0j 1.36592e-06-0j 2.78816e-07-0j -0.0001219-0j -0.00474575-0j 1.64294e-08-0j -0.000412081-0j 0.297409-0j -7.46481e-05-0j -0.000121608-0j -0.386883-0j -0.000252347-0j -7.44692e-05-0j -1.52375e-05-0j -0.303062-0j -5.15101e-05-0j 4.03783e-06-0j -1.5201e-05-0j -8.97878e-07-0j -0.177548-0j 2.47266e-06-0j -0.000253045-0j -3.03526e-06-0j 0.000329173-0j -8.95725e-07-0j 0.0786066-0j -0.000154958-0j 0.000201576-0j 0.000257855-0j 5.04729e-07-0j 0.000157903-0j -3.16306e-05-0j 0.000151064-0j 2.97415e-08-0j 4.11466e-05-0j 3.22319e-05-0j 9.25072e-05-0j -1.86385e-06-0j -6.6881e-05-0j 2.42459e-06-0j 1.8883e-05-0j -4.09561e-05-0j 1.89928e-06-0j -8.36013e-06-0j 1.11269e-06-0j -4.92625e-07-0j 
2.78273e-05-0j -2.73153e-05-0j -0.000626402-0j -1.10331e-05-0j 0.000885014-0j 1.98319e-06-0j 0.00790395-0j 3.29331e-08-0j 1.41686e-06-0j 0.000131254-0j -1.96687e-06-0j 0.00564685-0j -0.00783892-0j -2.45765e-06-0j -0.00979491-0j -5.83509e-06-0j 0.000198266-0j 0.225324-0j 2.31413e-08-0j 1.32746e-06-0j -7.86303e-07-0j -1.30303e-06-0j -0.000893611-0j 1.6533e-08-0j -4.51048e-05-0j -1.8755e-06-0j 4.42748e-05-0j -0.0512603-0j -5.61762e-07-0j -1.20282e-06-0j 0.0503171-0j -0.000638427-0j 6.37264e-05-0j 4.08698e-05-0j 0.0724233-0j 0.0464474-0j 1.13069e-06-0j -3.62218e-05-0j 1.15401e-07-0j -7.22185e-08-0j 0.000650437-0j 0.166557-0j 9.89358e-07-0j 2.31352e-06-0j 6.59572e-07-0j -9.71154e-07-0j -7.37077e-09-0j -4.1544e-05-0j -3.16941e-05-0j 1.64294e-08-0j -0.0106382-0j -2.11294e-05-0j 4.08089e-07-0j 1.00976e-07-0j 3.11109e-05-0j -1.31787e-06-0j 6.73173e-08-0j -9.9118e-08-0j 0.000569132-0j -6.93826e-07-0j 0.000379422-0j -5.26317e-07-0j -0.000558661-0j 0.145738-0j -1.22605e-06-0j 1.67682e-09-0j -1.30732e-05-0j 0.0971584-0j 4.22182e-05-0j -0.143056-0j -5.34109e-07-0j 4.16504e-08-0j -1.34505e-07-0j 2.22267e-05-0j 9.45109e-06-0j -7.08133e-08-0j 0.000234755-0j 3.92767e-05-0j 0.00242014-0j -0.000758113-0j -0.000399126-0j -1.25134e-07-0j 0.0601137-0j 1.71102e-05-0j -0.19413-0j -0.000705293-0j -5.45123e-08-0j -0.102204-0j -0.000307248-0j -0.180604-0j -0.078677-0j 
0.00199116-0j 0.0020118-0j 0.0550356-0j -0.0136496-0j -0.00796225-0j 0.000141905-0j -0.00195821-0j -0.000826024-0j 0.000101382-0j 0.0113986-0j 0.000144862-0j -0.00139901-0j -0.001999-0j 5.97524e-05-0j -0.000824547-0j -0.0150089-0j -0.00086115-0j -0.000218322-0j -0.0169543-0j 0.0690689-0j -0.000972772-0j 0.0697846-0j -0.00024662-0j -0.0121128-0j 0.0039629-0j -0.00999251-0j 0.00400397-0j 0.00100469-0j -0.000694982-0j -0.00319266-0j 0.0010151-0j -0.000176194-0j -0.000573331-0j -0.000183182-0j -0.000145353-0j -4.64409e-05-0j 8.09059e-05-0j 0.0929593-0j 8.25743e-06-0j 8.95465e-05-0j -0.000161146-0j -1.90906e-05-0j 7.07927e-05-0j 0.102887-0j 0.000328366-0j 7.15263e-05-0j 9.1393e-06-0j -0.000178356-0j 0.0813393-0j -0.000412081-0j -2.11294e-05-0j 0.377286-0j 2.92005e-05-0j 7.22525e-06-0j 0.0821823-0j -0.000240381-0j 3.35137e-05-0j 7.30012e-06-0j -0.000141003-0j 5.11009e-05-0j -0.00065403-0j -0.473473-0j -0.000142464-0j -1.67043e-05-0j 2.98088e-05-0j -4.20579e-05-0j 0.0335508-0j -7.74813e-05-0j -0.276192-0j -1.68774e-05-0j 7.77637e-06-0j 2.98026e-06-0j -2.45338e-05-0j 0.0587138-0j 0.000820772-0j 5.21546e-06-0j -5.81607e-05-0j 0.0342497-0j 9.72348e-05-0j 0.000478784-0j -0.000101781-0j 3.04235e-06-0j -6.89016e-06-0j 0.00893489-0j 5.67203e-05-0j -5.93724e-05-0j 7.93672e-07-0j -1.20578e-05-0j -1.54888e-05-0j -7.0337e-06-0j -1.83491e-06-0j 
-0.0366033-0j 0.00746841-0j 0.000865677-0j -0.00530455-0j 0.000624879-0j 0.000526796-0j 7.60365e-05-0j 0.000614596-0j 0.00478461-0j 8.87093e-05-0j -0.00266298-0j 0.000690599-0j -0.000384368-0j 0.000221819-0j 3.20169e-05-0j 0.000382308-0j 6.75832e-05-0j 5.63193e-06-0j 0.000431863-0j -0.0017461-0j 7.63433e-05-0j 0.000356269-0j 6.36194e-06-0j 0.00392238-0j -0.00030867-0j -0.0012604-0j 6.298e-05-0j -2.57225e-05-0j 0.000693385-0j 8.13238e-05-0j 5.24833e-06-0j 5.77821e-05-0j -0.00022281-0j 1.43761e-05-0j -1.85675e-05-0j 1.19801e-06-0j -0.0588342-0j 5.0058e-05-0j 3.06541e-05-0j -0.0651175-0j 6.25725e-06-0j 3.68712e-07-0j 0.254922-0j 5.5404e-05-0j -0.0343199-0j -0.0520134-0j 3.39279e-05-0j 6.92551e-06-0j -0.000216896-0j 0.297409-0j 4.08089e-07-0j 2.92005e-05-0j -0.151608-0j -0.000132821-0j 4.42546e-05-0j -0.0350349-0j 1.78816e-05-0j 2.71003e-05-0j -2.7112e-05-0j -0.47241-0j 3.65006e-06-0j -0.000253045-0j 5.53183e-06-0j -1.59759e-06-0j 0.107341-0j -0.000154958-0j 0.000128993-0j 2.15082e-07-0j 2.98088e-05-0j 3.25966e-07-0j -0.00565491-0j 7.89919e-05-0j 1.82541e-05-0j 0.000401941-0j -3.16306e-05-0j 0.000246138-0j 1.61242e-05-0j -9.13288e-05-0j -1.86385e-06-0j 3.7261e-06-0j 5.02427e-05-0j -5.59273e-05-0j 9.50125e-07-0j 4.81138e-06-0j 2.19563e-07-0j -1.14161e-05-0j 2.94636e-06-0j 2.96058e-06-0j 6.01423e-07-0j -6.727e-07-0j 3.54392e-08-0j 
-0.00179966-0j 0.00184795-0j 0.0002142-0j -0.000260807-0j 0.000154617-0j 0.0760952-0j -5.67829e-05-0j -0.0294152-0j 0.0534612-0j 2.19499e-05-0j 0.0253254-0j -3.98932e-05-0j -1.8898e-05-0j -0.0106165-0j 7.92212e-06-0j 9.45967e-05-0j -0.0032346-0j 1.39354e-06-0j -0.000322509-0j -8.58499e-05-0j 0.0110277-0j 8.81536e-05-0j -4.751e-06-0j -0.000226581-0j 0.00293551-0j -6.19697e-05-0j -0.00301429-0j -1.26469e-06-0j 0.0077476-0j 2.01224e-05-0j 1.29863e-06-0j -3.33785e-06-0j 0.00211897-0j -0.000688057-0j -9.129e-07-0j 2.96431e-07-0j 7.43168e-05-0j 1.23861e-05-0j 0.140422-0j 8.22537e-05-0j -0.000299478-0j 9.12325e-08-0j 0.00019311-0j 1.37089e-05-0j 4.33515e-05-0j -0.000198292-0j 0.155418-0j -0.000331462-0j 3.2185e-05-0j -7.46481e-05-0j 1.00976e-07-0j 7.22525e-06-0j -0.000132821-0j 0.364882-0j -3.30487e-05-0j 4.42546e-05-0j 0.0819127-0j -0.374673-0j -0.000778186-0j -0.000139312-0j -0.000174696-0j -1.24414e-05-0j 0.000799068-0j 2.37065e-07-0j -2.69419e-05-0j -0.141048-0j -2.21368e-05-0j 5.3219e-08-0j 7.37577e-06-0j -2.43427e-07-0j 7.14305e-06-0j -0.250966-0j 0.0836192-0j -2.32186e-05-0j 0.000300813-0j -0.263229-0j 0.000535236-0j -4.49032e-06-0j -9.16393e-08-0j -0.000178335-0j 0.00056139-0j -0.0509068-0j -1.63053e-07-0j 1.19051e-06-0j 5.43277e-08-0j 0.000108569-0j 0.0134968-0j -1.71021e-07-0j -2.87847e-05-0j -3.30744e-08-0j 8.76892e-09-0j 
-0.00301769-0j 0.00304773-0j 0.0167172-0j -0.0200976-0j 0.0110512-0j 0.000649083-0j -0.00895696-0j 0.000243765-0j -0.000153649-0j -0.00336381-0j 0.000219455-0j 0.00212026-0j -0.00302835-0j -0.000432383-0j 0.00596663-0j 0.0227466-0j 0.00130511-0j 0.000330876-0j 0.0753424-0j 0.0209799-0j 0.00432285-0j -0.0211887-0j 0.00109594-0j -0.0178348-0j 0.00120374-0j 0.0138692-0j -0.00121573-0j 0.000305177-0j -0.00102329-0j 0.0511782-0j -0.000308215-0j -0.000259428-0j 0.000795757-0j 0.0029364-0j 0.000201743-0j 0.000744446-0j -0.000122617-0j -0.140884-0j -1.25145e-05-0j 0.000131848-0j 0.000244224-0j 2.89326e-05-0j 0.00032381-0j 0.151491-0j -7.15263e-05-0j -0.000327033-0j 1.34567e-05-0j -0.000262612-0j 0.372051-0j 0.000121608-0j -3.11109e-05-0j -0.0821823-0j -4.42546e-05-0j 3.30487e-05-0j -0.375754-0j -6.68694e-05-0j -7.30012e-06-0j -3.33776e-05-0j -0.000644955-0j 7.74143e-05-0j 0.000142464-0j 0.139725-0j 0.000651375-0j -7.64062e-05-0j -0.000215704-0j 1.24115e-05-0j -0.0508477-0j 1.68774e-05-0j -0.0768315-0j 7.71668e-05-0j -0.000215943-0j -4.51672e-06-0j -6.82483e-06-0j 0.0889474-0j -0.000242215-0j 7.90106e-06-0j 8.81452e-05-0j -0.24784-0j -2.86946e-05-0j 0.000133189-0j -0.000154192-0j -2.20152e-05-0j 1.04423e-05-0j -0.248114-0j 1.57785e-05-0j 0.000429634-0j -2.20396e-05-0j -1.82667e-05-0j 0.000430109-0j 5.08977e-05-0j 5.09539e-05-0j 
