0.106244+3.17645e-12j 0.105391+0.00175619j -0.0814377-0.0842066j -0.0389437-0.0754403j 0.0591781+0.00315825j 0.00168424+0.0428085j 0.0402951+0.106669j -0.00361707-0.0166835j -0.0259698+0.0463027j -0.0293894+0.0226038j 0.0354224-0.0303065j -0.0163724+0.0095808j -0.0230401-0.0455961j -0.0113936+0.0642424j -0.0105952-0.0424621j 0.0299172-0.0314631j 0.00856364-0.0594965j -0.0101008+0.00198706j 0.000269963-0.0417212j -0.0351248+0.0131063j -0.00231999-0.033209j 0.00373133+0.00968899j -0.0153343-0.00472532j -0.0378699+0.0253954j -0.00679182-0.00541762j 0.010165-0.030218j 0.0261288-0.0123102j 0.0370768-0.0226666j 0.0303585-0.0179828j -0.00750021-0.00236426j 0.00159973+0.0155808j 0.00690907-0.000119357j 0.0151723+0.0228393j -0.0226403-0.0169033j 0.00998183+0.00755246j -0.0145501+0.021439j 0.0285712+0.0172803j -0.00843228-0.0121188j -0.035259-0.00894512j -0.0127215-0.0140514j 0.00203407-0.0195096j 0.0293125-0.0609038j 0.00284194+0.0170769j -0.0154435+0.0115817j 0.0110517+0.0112785j 0.0173982-0.0118153j -0.0220249+0.0280086j -0.0177674-0.0162853j -0.0177783+0.000653938j -0.00924718-0.00668626j 0.0457295+0.0404873j 0.0129499-7.15189e-05j -0.00716847-0.00588191j -0.0374675+0.0230988j -0.0145389+0.0331158j -0.00693762-0.00683862j 0.0144762-0.055606j 0.0335008+0.0257066j 0.0648412+0.0527546j 0.0326513-0.0180084j -0.0432175+0.00853698j -0.0120065+0.0180459j 0.00655585-0.033215j 0.0127866+0.0206116j 0.0463292+0.000125795j 0.0263303+0.0454492j -0.00958475-0.0116689j 0.0495993-0.0520085j 0.0311794+0.103146j 0.193229-0.196985j 0.0950492+0.276359j -0.348953-0.126243j 0.100609-0.0688073j -0.00166711+0.109503j 0.108242+0.0160213j -0.00819332-0.00696756j 0.16609+0.019055j 
-0.00843228+0.0121188j 0.0194776+0.0497846j 0.0166352+0.0178741j 0.0110269+0.016042j 0.046855+0.0730069j -0.0149865-0.0211599j -0.0404183+0.0362098j -0.0148874-0.0559457j 0.0146743-0.0144744j -0.0605764+0.0314847j -0.0764113-0.0324349j 0.0776455+0.0052964j 0.0885226+0.0226354j -0.0189162-0.0562153j -0.0105405-0.0103108j -0.0202775-0.0433226j -0.0637105-0.0461737j -0.0307331-0.0265806j -0.0607764+0.0972211j -0.0284581+0.0266752j -0.0531295+0.0982426j -0.0848925+0.00226036j -0.0464545+0.00139386j -0.00170366-0.0713274j 0.0544183-0.0151238j -0.0264079+0.0597517j 0.0226383-0.0457551j 0.0252183-0.0129339j 0.0204859+0.010477j 0.0519424-0.0372714j 0.0182667-0.0594857j -0.0559249-0.0366645j -0.0712349-0.0158899j 0.081692+0.0994105j -0.0616316+0.106947j -0.0647769+0.06825j 0.081126-0.116819j 0.0353975+1.36349e-15j 0.0437763-0.0591719j -0.0612237+0.00681376j -0.0296174-0.102323j 0.0475312-0.0522265j -0.046943+0.0625808j 0.0694845-0.084321j -0.0880061+0.0651797j 0.128284+0.0174127j 0.0144839+0.00591517j 0.0362847+0.0647011j 0.157495+0.0825183j 0.0661968+0.0648372j 0.0474292+0.119839j -0.0382743+0.0513816j -0.0288531+0.0149479j 0.0597129-0.0190955j 0.00629018+0.0103029j -0.0120052-0.0345248j -0.0809663-0.0328478j -0.101517+0.0794991j 0.0471617+0.108625j 0.00820049+0.157902j 0.086527+0.0608257j 0.0504231+0.0383091j 0.0361062+0.102715j 0.0919619+0.0086871j -0.00185361+0.00438454j 0.0332877-0.0664929j 0.0577964-0.0273853j -0.108609-0.0956998j 0.0132756+0.0806269j 0.0281566+0.0408456j 0.112781-0.102938j -0.0657088-0.042069j 0.0135404+0.0329674j 0.0195126-0.0124822j 0.0220902-0.0253466j -0.0547094+0.0601694j -0.015275+0.00360734j 
-0.035259+0.00894512j -0.0288227-0.00295066j -0.0016804+0.0251698j 0.0141782+0.0523985j -0.00960535+0.0374611j 0.000125522-0.0393985j -0.0445283-0.0120211j 0.0395398-0.0202925j -0.00192594-0.00623146j 0.0372098+0.0578121j -0.0115899+0.030797j 0.0397426-0.111127j 0.0695951-0.013601j -0.0451251-0.0381722j 0.013786+0.00553458j 0.0312794+0.0116717j 0.0763153+0.119258j -0.0226638+0.0125529j 0.0497537-0.0959782j 0.134243+0.00452899j -0.001068+0.000754561j 0.055641+0.0146571j 0.00543719-0.0516961j -0.0114581+0.0518511j 0.00241737-0.0602265j 0.0564898-0.0431706j 0.104853-0.0658438j 0.113862+0.109979j -0.0653097-0.0621936j -0.0407385+0.0186305j 0.00361328+0.0391048j -0.00558001-0.0559604j -0.0664941+0.0727429j 0.0397182-0.136617j -0.127348+0.125549j 0.0151819-0.0149889j -0.0525333-0.0480618j 0.0437763+0.0591719j -0.0853473+8.35443e-15j -0.0360383+0.136213j -0.0821196-0.0185346j 0.120089-0.0636619j -0.0188743-0.0484986j 0.0254311-0.0615646j -0.0021346-0.062563j 0.0792271-0.11837j -0.167367+0.0739921j 0.0839349-0.0568754j 0.0647831-0.100241j 0.0119166-0.199891j -0.025495+0.00164566j 0.0972504-0.00691568j 0.0762298+0.0193568j 0.0216549-0.0250128j -0.0330385+0.0280536j 0.190612+0.132445j 0.0171464+0.0515296j 0.00513121+0.0739118j 0.161159+0.0342033j -0.0682457-0.104747j 0.0266453-0.0332754j 0.0736375+0.0821409j 0.0847894-0.0162416j -0.0104619+0.0208094j 0.0488852-0.100523j 0.00622791-0.0029646j 0.0664859+0.0416037j 0.00303532-0.0127853j -0.0238761+0.0228003j 0.0448126+0.0284691j 0.00117842-0.0536591j -0.0403938+0.01892j -0.00465534+0.00994332j 0.0657588+0.00736687j -0.0293031+0.0354113j 0.0294823-0.0268843j 0.000712318-0.0173925j 
-0.0127215+0.0140514j 0.0882441+0.0313114j -0.0672382-0.000461599j -0.122656-0.0107129j -0.0559039+0.0217354j -0.0661661+0.0404939j 0.00214433-0.0735996j 0.163081-0.0243064j -0.0623075-0.0250196j 0.00561345-0.016273j -0.0276403+0.0308531j -0.129637+0.0323361j -0.010496-0.00710491j -0.0744339-0.0143933j 0.130651+0.0106951j 0.164785+0.0174613j 0.183781-0.00251496j 0.0898619-0.0525115j -0.00114737-0.11024j -0.0170983-0.000404454j -0.161364-0.0637817j 0.0489443+0.0511956j -0.0816218+0.0193515j -0.0831299+0.0574077j 0.0364344+0.0045179j -0.0753078-0.0478114j 0.196159+0.0106554j -0.012626-0.0720825j -0.0337073-0.0197276j 0.054735-0.109256j 0.00260793+0.00365915j 0.0980464+0.0772371j -0.040149+0.0213061j 0.0733526+0.0586651j 0.0991482+0.0337444j 0.0822051+0.0914785j -0.0853513-0.0594738j -0.0612237-0.00681376j -0.0360383-0.136213j 0.0507656-4.31599e-15j -0.0705185-0.0904242j 0.041008+0.106393j 0.00788095-0.00850959j 0.169557-0.0162385j 0.00784142+0.0556208j -0.0114133-0.0785422j -0.105778-0.137267j 0.0529294+0.0345015j -0.223004+0.126697j -0.033155-0.0798654j -0.105125-0.21331j 0.127497-0.0890924j 0.035645+0.0206195j 0.126245+0.0732443j 0.0149138+0.0626702j 0.198814+0.0885232j -0.0262707+0.0596629j 0.12208-0.0658025j -0.0456135-0.063684j 0.147623-0.0530626j -0.125363+0.113136j -0.0183002+0.0103072j -0.0687857+0.0508577j -0.121042+0.0297064j 0.145883+0.0060691j 0.0904075+0.00588021j -0.184546+0.00738342j 0.184441+0.0230354j -0.115763+0.0499558j 0.0654984-0.0399222j -0.250844+0.144805j 0.115438-0.0119108j -0.161887+0.0180795j 0.235346-0.0185546j -0.148595-0.0157374j 0.107064+0.0166347j -0.00605499+0.0196246j 
0.00203407+0.0195096j -0.0132363-0.0259379j -0.0564325-0.0034419j -0.043477+0.00853826j -0.0326583+0.0144951j -0.0535152-0.0387518j -0.0647171-0.0429734j 0.0845353-0.0160381j 0.00364446-0.0105919j 0.0398632+0.0145883j -0.0299442+0.00370124j -0.0234227-0.0342535j 0.0354417-0.0512206j -0.0387749+0.0945783j 0.0341686+0.0394698j -0.0094098+0.00463954j 0.0704164-0.0243684j -0.00137327+0.036741j 0.0760637-0.0187668j -0.00609508-0.0416968j 0.0314351+0.0266618j -0.111262-0.138484j -0.105434-0.0688193j -0.0266255-0.0839096j -0.0476402-0.0695493j 0.0978222+0.020775j 0.00167477-0.0505257j -0.109258+0.0409979j 0.0316586-0.0272591j -0.0214967+0.017229j -0.0448223+0.0622596j 0.19051-0.0856748j -0.00723027+0.00388597j 0.0975609-0.072025j -0.0241653+0.174052j -0.0177213+0.113071j -0.00758375+0.104514j -0.0296174+0.102323j -0.0821196+0.0185346j -0.0705185+0.0904242j 0.056058+4.81559e-15j 0.103856-0.000236201j -0.0352698-0.0458917j -0.0378838-0.0171857j -0.0115112-0.0634837j -0.0283374+0.039j 0.00108357+0.0620749j 0.0495357+0.0252745j -0.192975-0.00155523j 0.0111804-0.0884145j 0.0532903-0.0148806j -0.0730543-0.0765237j -0.0169482+0.105746j -0.0785641+0.137571j -0.135385-0.127283j -0.0315126-0.156571j -0.145195-0.0968692j -0.0868664-0.0978563j 0.00528764-0.00571095j 0.183611+0.0616875j -0.0250691+0.0267195j -0.0363118-0.0318669j -0.0788471-0.0273539j -0.0841618+0.000812915j 0.058271-0.0481008j 0.0554257+0.0540448j -0.0131447+0.0287856j 0.0773563+0.0341963j -0.069118+0.01951j 0.000971689-0.0287373j -0.129316+0.00689054j 0.0164603+0.0388687j -0.0247803-0.011951j 0.0859663+0.0254361j -0.0771586+0.00937492j 0.0622103-0.028435j -0.00449292+0.0209484j 
0.0293125+0.0609038j 0.017341-0.0102314j -0.077493-0.0255371j -0.09171+0.00401957j 0.00711512+0.0827362j -0.203768-0.0165186j -0.103527-0.0805115j 0.103027-0.020678j 0.0317922+0.0107783j -0.0217838+0.0285557j -0.0436885-0.00758577j -0.0530692+0.0621592j -0.0618584-0.000109495j -0.018254+0.0118627j 0.0794647-0.0318902j -0.0324211+0.0555333j 0.0303639+0.019699j -0.0101554-0.0355492j -0.031557-0.0313109j -0.0264374-0.0633081j -0.0444468-0.0231734j -0.0882394+0.00297067j -0.0756388-0.10183j -0.142696+0.0231088j 0.0121436-0.036859j -0.0797086+0.0989026j 0.0761817-0.0372741j -0.000941641-0.106723j -0.0360991-0.0325005j 0.0959516+0.00348665j 0.12199+0.0202218j 0.0990047+0.123434j 0.056687+0.191129j 0.000561279-0.000908272j 0.0449416+0.0741119j 0.0283239+0.0357483j 0.0874941+0.0320676j 0.0475312+0.0522265j 0.120089+0.0636619j 0.041008-0.106393j 0.103856+0.000236201j -0.0299714+2.56392e-14j -0.0417148-0.0608822j -0.0866815+0.0113013j -0.0104257+0.0766846j -0.0153699-0.0205308j 0.104688+0.00683528j 0.130981+0.00722496j -0.0348967-0.0464883j 0.0409366+0.0352005j -0.0147655+0.0284726j 0.0508648+0.0395312j -0.117892-0.0774094j 0.096601-0.0128239j -0.0584696-0.0550832j 0.0989879-0.0115191j -0.0454935+0.0379005j 0.0606266+0.0173251j -0.0843297+0.0447872j 0.00545399-0.0472921j -0.000638692+0.0642499j 0.0539949-0.0619364j -0.117468-0.0543967j 0.00982017+0.0332977j 0.114535+0.0364209j 0.039349-0.0366803j -0.0352998-0.0435343j 0.115589-0.0390315j -0.0711088-0.022567j 0.0615791-0.0158636j -0.137229-0.00957479j 0.0431917-0.0555733j -0.0520364+0.000889967j 0.124713+0.0538422j -0.0727623+0.0323333j 0.0257467-0.0119179j -0.0217865+0.0248895j 
0.00284194-0.0170769j -0.023894-0.00653973j 0.00935926+0.0169036j 0.00412738-0.0339327j -0.022531-0.0799955j 0.0827355+0.0407227j 0.0622103+0.0205833j -0.025112+0.0546054j -0.0213295+0.112803j 0.0204043-0.0262948j -0.0159672+0.0745468j -0.0330135-0.0222735j -0.0251913-0.0729293j 0.0773861+0.0397858j 0.0597695+0.0133632j -0.0443107-0.0201024j 0.0216254+0.00169739j 0.0373954+0.0172182j -0.00315481-0.0418113j -0.0235855-0.0288959j 0.0241452-0.011757j 0.033117+0.0188084j -0.11423-0.0864154j 0.0627568-0.0632344j -0.105492+0.0153189j 0.0728379+0.0472654j -0.0757274+0.0577542j 0.0671554+0.0282223j 0.0814221+0.0414239j -0.0894225+0.0702764j -0.0402249-0.101387j 0.0135479-0.0495785j -0.0439373-0.0858113j -0.0549593+0.0290446j 0.0696861+0.037989j 0.0571542+0.00380846j 0.0550469-0.0591185j -0.046943-0.0625808j -0.0188743+0.0484986j 0.00788095+0.00850959j -0.0352698+0.0458917j -0.0417148+0.0608822j -0.00620051+1.12896e-14j -0.0539054-0.0114258j -0.110444+0.0495355j 0.0151238-0.0103483j 0.0110247-0.0111638j -0.00704647-0.129366j 0.146327+0.0261343j -0.0566437-0.0542502j -0.0281417-0.0319525j 0.00657383-0.0242479j -0.0510315+0.0851852j -0.109405+0.0502266j -0.0481935+0.0737838j 0.0332443+0.0497944j 0.0552757+0.0459109j 0.0545589+0.0833557j -0.0244387-0.0548249j -0.0642411-0.0474276j 0.0712034-0.0776473j 0.072002-0.0161885j -0.0382264-0.111628j 0.0198423+0.0584252j -0.03221-0.10277j 0.036096-0.0332532j 0.0180869+0.0320654j 0.0203617+0.00166153j 0.08657+0.0364428j -0.0300193-0.00889178j -0.0745902+0.0273751j 0.00487208+0.0361837j -0.0163574-0.0305342j -0.0568288-0.0165651j -0.00174262-0.0378456j -0.00810884-0.00609013j -0.00326652-0.00440562j 
-0.0154435-0.0115817j 0.0899167+0.0137406j 0.00170017+0.0770171j -0.109254+0.0204958j -0.119312+0.0235968j -0.00152659+0.0340363j 0.104596+0.0298741j 0.0872185+0.0344068j -0.103553-0.077089j -0.0267815-0.0282353j 0.0271485+0.0164995j -0.0425901-0.0733076j -0.000882346-0.00582557j -0.116566-0.0208368j 0.0383318+0.0467626j 0.145654-0.0468353j 0.164295+0.0124019j 0.0405871-0.0920325j 0.0808968-0.0773404j 0.0289571+0.0491671j 0.025174+0.0378448j -0.0237838+0.0547439j 0.0126979+0.0653373j -0.0989385+0.0548689j -0.156136-0.0553484j -0.119671+0.0424673j 0.171265-0.0466901j -0.038579-0.0298659j -0.0739937+0.00927477j 0.078159-0.0607427j 0.128197-0.0790157j 0.0996227+0.0217056j 0.0747299-0.07594j -0.105641-0.0176542j -0.0408121+0.0273041j -0.01026-0.00909187j -0.00891898+0.0395959j 0.0694845+0.084321j 0.0254311+0.0615646j 0.169557+0.0162385j -0.0378838+0.0171857j -0.0866815-0.0113013j -0.0539054+0.0114258j 0.105469+5.13478e-15j -0.102188-2.74376e-05j -0.112533-0.0185681j 0.167861+0.029151j 0.240914-0.01412j -0.0494099-0.118922j 0.0999648+0.181179j 0.00158614+0.162762j 0.0753847+0.0187998j -0.000942035-0.064436j -0.0145393+0.010691j -0.0651834+0.0431732j 0.0609354-0.0154879j -0.0551703-0.0458633j 0.0375456+0.00693854j 0.00984386-0.0665104j -0.000826641+0.00194292j -0.0568706-0.127499j 0.14187+0.018643j 0.0161576+0.0456023j -0.0399099-0.0607977j 0.15095-0.0214184j 0.0164457+0.0752007j -0.0847878-0.00597345j 0.0982878+0.0682177j -0.0552161+0.0109646j 0.100118+0.0165895j -0.162802+0.051707j -0.0309669+0.0188904j -0.0951128+0.0428882j 0.153721-0.0460496j -0.110478-0.0221967j 0.0892042+0.00807611j 0.0339418-0.016897j 
0.0110517-0.0112785j -0.0452757-0.0215891j 0.01112-0.0422373j 0.0853877-0.00623432j 0.0597413-0.0181858j 0.0265594-0.0523799j -0.0821088-0.0169893j -0.0724344-0.0520784j 0.0161923-0.0815706j 0.0199402-0.0201016j -0.00948092-0.0862805j 0.115139+0.0478434j 0.0941018+0.0453851j -0.0378026+0.0268907j -0.0294628-0.0216881j -0.119192-0.075069j -0.0222837+0.0715495j -0.0331571+0.0339907j -0.0365046+0.0588861j -0.0789503+0.00320267j -0.0512712-0.0442763j 0.0582169-0.011017j -0.0676881+0.107635j 0.0870555-0.00788836j 0.0414254+0.0447419j 0.133415-0.0191808j 0.103085-0.0140044j -0.0785892-0.0396265j -0.0473665-0.0567043j -0.106179+0.0226521j -0.0192894+0.0139183j -0.0969566-0.0483808j -0.0685583-0.0432671j -0.066591+0.0732629j 0.0539689+0.0783784j -0.121092-0.00967938j 0.111474+0.0770072j -0.0880061-0.0651797j -0.0021346+0.062563j 0.00784142-0.0556208j -0.0115112+0.0634837j -0.0104257-0.0766846j -0.110444-0.0495355j -0.102188+2.74376e-05j -0.170914+2.65482e-14j -0.029018+0.0545148j 0.113456-0.0281281j -0.16383+0.0959828j 0.0187566-0.0576008j 0.0290357-0.00103388j -0.0268094+0.0763996j 0.146637+0.117766j -0.0206536+0.0194983j -0.0150824+0.00514409j 0.107931-0.0293731j -0.00309385+0.194138j 0.172011+0.14137j 0.037515+0.0637695j -0.00824439-0.00295643j -0.0740397-0.0230099j 0.114499-0.00934456j 0.00294115+0.0158767j -0.0378698-0.151387j 0.0238927-0.0485966j -0.094879+0.0393922j -0.0595485+0.0879948j 0.0659115+0.0607876j -0.149944+0.0210555j 0.0124775+0.0313152j -0.0284908+0.0269999j 0.189331-0.0455726j -0.0614718-0.00635128j 0.0946987+0.0185102j -0.0822361+0.0353308j 0.083328+0.0260772j -0.0352409-0.012632j 0.0110425+2.32079e-05j 
0.0173982+0.0118153j -0.0578468-0.0227668j 0.0143568-0.0793187j 0.124934+0.00886465j 0.113489+0.0269881j -0.0450361-0.0191292j -0.085075-0.016834j -0.153745-0.0461899j 0.105335-0.014482j 0.00513187-0.000741572j 0.0241702-0.0311286j 0.0209343-0.0395682j -0.018565-0.0221068j 0.0517307+0.0315079j -0.0601943-0.0382218j -0.114195+0.0754252j -0.171763-0.0486455j -0.162195-0.0896503j 0.0301805+0.0347205j -0.00887169+0.100685j 0.0321089+0.0305275j 0.16231-0.0541251j -0.00108321+0.0981062j -0.0430788+0.061927j 0.0463617+0.0407448j 0.0433417+0.0776619j -0.0749358+0.0964815j 0.10534-0.135058j -0.101083-0.0348935j 0.00912948-0.0145807j -0.0286371-0.033773j -0.0152468-0.0946953j -0.0112977-0.104975j -0.0949887+0.0563622j -0.290859+0.0201823j -0.078173-0.0766418j 0.0256575+0.0510218j 0.128284-0.0174127j 0.0792271+0.11837j -0.0114133+0.0785422j -0.0283374-0.039j -0.0153699+0.0205308j 0.0151238+0.0103483j -0.112533+0.0185681j -0.029018-0.0545148j 0.0339397-1.06512e-14j -0.0214718-0.0140338j -0.137922-0.193149j 0.0764373-0.10821j -0.0380011+0.0207332j 0.0329656+0.011747j 0.0335672-0.0289017j 0.0925416+0.048993j 0.116887-0.00136041j 0.0633881-0.0836874j -0.0488604+0.115596j 0.162949+0.000972974j 0.0157441+0.00043455j 0.0644068+0.0804174j -0.119633+0.00207787j -0.0667729-0.0285489j -0.0881826-0.0892181j 0.056038+0.0912446j 0.0542318+0.0796491j -0.152954+0.0520216j -0.0814981+0.00180461j 0.182386-0.0320926j -0.11032+0.0587004j 0.0324181-0.015631j -0.0603245-0.0219502j 0.183377-0.0119551j -0.0020059+0.0046746j 0.134653-0.00233079j -0.12824+0.0792174j 0.131658+0.0467347j -0.0737629+0.0122523j -0.0190118+0.00414432j 
-0.0220249-0.0280086j -0.0558496+0.0183158j 0.0536128-0.0177162j 0.0722785+0.0215959j 0.0791637-0.014395j 0.0404697-0.00238683j -0.012316-0.0227163j 0.017865+0.00919422j -0.0538987-0.0568031j 0.00142696+0.0209868j -0.0367236-0.0226774j 0.0573126-0.00977471j 0.020474+0.0843094j 0.0385836-0.0563596j 0.0437264+0.0387056j 0.0772809+0.0250767j -0.0834463+0.0591136j -0.0341646-0.00201991j 0.0594313-0.0532986j 0.119549+0.0567859j 0.137874+0.058781j -0.0720187-0.188725j -0.0750403-0.00256913j -0.10061-0.0472145j -0.103699+0.0222724j 0.062578-0.079419j -0.0354885-0.0111152j 0.0267414-0.181918j 0.0315164+0.0917138j 0.0198017+0.0403075j -0.0800286-0.0579979j -0.0570045+0.0218279j 0.0138498-0.0780782j -0.219411+0.0185792j 0.00647836+0.0308726j -0.00335574+0.0282045j 0.0154014+0.0479984j 0.0144839-0.00591517j -0.167367-0.0739921j -0.105778+0.137267j 0.00108357-0.0620749j 0.104688-0.00683528j 0.0110247+0.0111638j 0.167861-0.029151j 0.113456+0.0281281j -0.0214718+0.0140338j -0.020867-2.58023e-14j -0.166197+0.0627453j -0.0393792-0.0837203j 0.0878079-0.0176761j 0.0205306-0.0171217j 0.21416+0.0308789j -0.0209723-0.0837174j -0.0304591-0.0563685j -0.0254227-0.0512785j -0.147486-0.0464506j 0.0887731-0.035822j 0.0176809-0.0199177j -0.0444967-0.0813597j -0.0943639-0.0505281j 0.0205546-0.0263111j -0.0250361+0.0218015j 0.0207765-0.0351712j 0.0890902+0.0841022j -0.100351-0.0247942j -0.0526369-0.0260044j 0.0167434+0.0761166j -0.0811611-0.0103526j 0.0487522+0.0104192j 0.00233474-0.0216941j 0.0909864+0.0127111j 0.0300378+0.0113941j 0.00337027+0.0474438j -0.0171209-0.00237958j 0.0600344+0.0389693j -0.0209134-0.0109207j -0.00311277-0.0145577j 
-0.0177674+0.0162853j 0.0757333+0.016774j -0.0391076+0.0874896j -0.164501-0.00403178j -0.115324-0.0147j 0.0232828+0.00331265j 0.100397+0.00955341j 0.216834+0.0543095j -0.075785+0.062673j 0.0147821+0.0410029j -0.0270396+0.0791134j -0.10247+0.0223988j -0.0339586+0.0384205j 0.0376631-0.0450351j 0.109645+0.00123898j 0.19849+0.0460793j 0.0671075-0.00738371j 0.127098+0.0240212j 0.036325-0.0169656j 0.03521-0.0171294j -0.0953436-0.01085j -0.0855365-0.0260447j 0.0538473-0.0697348j -0.00596957+0.0467586j -0.0337896+0.1341j 0.0663926-0.0268583j 0.0292341-0.128622j 0.0333009+0.0569718j -0.051182+0.0147904j 0.0799348+0.0222539j 0.0353352+0.080109j 0.246431-0.0533648j -0.0118457-0.00421185j 0.0630769-0.071491j -0.0570515+0.0517965j 0.113939+0.00315227j -0.0782387-0.0130653j 0.0362847-0.0647011j 0.0839349+0.0568754j 0.0529294-0.0345015j 0.0495357-0.0252745j 0.130981-0.00722496j -0.00704647+0.129366j 0.240914+0.01412j -0.16383-0.0959828j -0.137922+0.193149j -0.166197-0.0627453j -0.0413182-4.51549e-14j -0.158689+0.0409526j 0.0156449-0.00734965j -0.140787-0.0316361j 0.153495-0.0681958j -0.0359702+0.00196521j 0.0560735+0.108789j -0.0549448+0.0712337j 0.234145+0.0583569j -0.14338-0.00188968j 0.0681553+0.149586j -0.0376284-0.00358971j 0.132667+0.0435255j -0.123943+0.0205719j 0.141841-0.004719j -0.0515411+0.0747978j -0.0384743-0.0228353j 0.188566-0.0197679j 0.0688069-0.0298768j -0.174002-0.0459504j 0.223829-0.038262j -0.0746167+0.0022498j 0.0581795-0.0122252j -0.286777+0.0182111j 0.0706963+0.0333009j -0.204722-0.0629966j 0.185603-0.0792668j -0.185877-0.0445457j 0.121344-0.0205744j 0.000147865+0.0221863j 
-0.0177783-0.000653938j -0.0571395+0.0002953j 0.0457826-0.0522478j 0.143223+0.0143813j 0.0695995-0.0105063j -0.00348133+0.0440875j -0.0361563-0.00235939j -0.231481+0.0184603j 0.0742681+0.00529214j 0.00542261-0.0845336j 0.0547691+0.00936683j 0.0505013+0.0466631j 0.000591024-0.0666569j 0.0595169-0.0490386j -0.0849147+0.0222535j -0.177948-0.157383j -0.0931336+0.111565j -0.110464-0.0467019j -0.0656199+0.00830517j -0.0338801-0.00283756j 0.0269833-0.138648j -0.0615733-0.018599j 0.113919-0.184085j 0.0867291+0.0428889j 0.0820515-0.0594219j 0.167012+0.00538284j -0.060245-0.0522919j 0.0313861-0.111912j 0.0373377+0.00969658j 0.03743-0.024001j 0.0174904-0.0692701j -0.129632-0.038235j -0.0688286+0.107844j -0.00209868-0.0701479j -0.0414764+0.0809292j 0.0613798-0.0533057j 0.185188+0.0107545j 0.157495-0.0825183j 0.0647831+0.100241j -0.223004-0.126697j -0.192975+0.00155523j -0.0348967+0.0464883j 0.146327-0.0261343j -0.0494099+0.118922j 0.0187566+0.0576008j 0.0764373+0.10821j -0.0393792+0.0837203j -0.158689-0.0409526j 0.193053+7.49401e-15j 0.037806-0.0114341j 0.0087548+0.0808067j -0.0577233+0.0609872j -0.112582+0.00388482j -0.0834935-0.0415066j -0.0204857-0.004255j -0.173386+0.0658031j -0.0367925+0.021029j -0.120843-0.0653509j 0.073137-0.0672328j -0.101393+0.0129808j 0.142715+0.0946229j -0.00238874+0.0429235j 0.226647+0.0320721j 0.106271+0.0847972j -0.163149+0.0297772j -0.0529946+0.0588156j 0.114096-0.00978414j -0.176774+0.0650776j 0.0333394-0.0133581j -0.0914102-0.000209406j 0.269659-0.0105653j -0.0647812-0.0892719j 0.150851+0.0242391j -0.161656+0.0561163j 0.160528-0.0238066j -0.118898+0.0161145j 0.00291196-0.0402471j 
-0.00924718+0.00668626j -0.00369325-0.0181377j 0.0288868+0.0806183j -0.0439597+0.0131337j -0.0556701-0.0312083j 0.0458882-0.0205903j 0.0458585-0.0252652j 0.0298038+0.0601385j -0.00592824+0.00244377j 0.0401534-0.0217084j 0.0368772+0.0923701j 0.0225489+0.0209431j -0.0373023+0.0375729j 0.0807767+0.0393666j 0.0982557-0.039969j 0.0201005-0.0476783j 0.0927079-0.0999886j -0.0381446-0.106607j 0.0327309+0.0513209j -0.0310803-0.0836579j -0.0336197+0.0668126j -0.0802958-0.161354j -0.11462+0.0100785j -0.0118142+0.0131385j -0.0468981+0.126132j -0.0196463+0.0524646j 0.0272543-0.0497549j -0.0152649-0.0869681j -0.0709338-0.023399j 0.0519427-0.0501216j 0.0275218-0.0418873j 0.143223+0.0432956j -0.0185634+0.102823j 0.115173+0.00456894j -0.0905585-0.00339689j 0.0350359+0.0406026j -0.0529488-0.0405085j 0.0661968-0.0648372j 0.0119166+0.199891j -0.033155+0.0798654j 0.0111804+0.0884145j 0.0409366-0.0352005j -0.0566437+0.0542502j 0.0999648-0.181179j 0.0290357+0.00103388j -0.0380011-0.0207332j 0.0878079+0.0176761j 0.0156449+0.00734965j 0.037806+0.0114341j -0.059105-4.29795e-14j -0.0283474-0.0398403j 0.231485+0.0241543j -0.0334476-0.0663873j 0.134-0.0270401j 0.00396568-0.0554941j 0.0447289+0.0371609j 0.0534705-0.0288094j -0.0687874+0.0907074j -0.000669265+0.0990607j -0.0531386+0.0345061j 0.0201403-0.0142162j 0.0463003-0.00335915j -0.00406541-0.0347453j -0.0272321+0.0398633j 0.0885409+0.0512532j -0.033782+0.0142037j -8.67566e-05+0.0163595j 0.0328945+0.0676837j -0.0529921+0.0436718j 0.0307852+0.0323939j -0.0317812-0.0817825j -0.0601997-0.0280309j -0.0557258-0.0467943j 0.0588935-0.0424279j -0.0354177-0.0499189j 0.0456686-0.04286j 0.00783937-0.00866099j 
