-0.011956+0.00615947j -0.00567227-0.00447028j -0.00577559+0.00505122j 0.00851668+0.000248514j -0.00449414+0.00138262j -0.0015024-0.003129j -0.00716902+0.00644475j 0.00543747+0.00250094j 0.0067009+0.00151213j 0.000381513-0.00340014j 0.00272395+0.00239747j -0.00185515+0.00695374j 0.00396698+0.00313248j -0.00115351-0.00530699j 0.00285521-0.00136734j -0.00410373+0.00390291j 0.0011432+0.00266135j -0.00324243+0.00324407j 0.00246616+0.00350178j 0.00226145+0.00139968j -0.00614648+8.11271e-05j 0.00236671+0.00539559j 0.000470696+0.00447684j -0.00311121-0.000310978j 0.00317946+0.0019356j -0.00275427-3.94395e-05j -0.0019101-0.0012678j -0.00128579+0.000751405j 0.00133449-0.00185386j 0.000695824-0.00189745j 0.00175652-0.0014669j -0.00407308-0.00252485j -0.00248453-0.000716243j -0.00231439+0.00224247j -0.000885153-0.000735253j 0.000611476+0.000895038j -0.00339485+0.000430866j -0.00171987+0.0024196j 0.00271552-0.00318062j 0.00634546-0.000345558j 0.00139304+0.00237891j 0.0032038+0.000572858j 0.00424846-0.00359429j -0.00371807+0.0040402j -0.00179067+0.00205549j -0.00454434+0.00449433j -0.0062274+0.00429224j -0.000956142+0.00704553j -0.00399237+0.00815368j -0.00563872+0.00455083j -0.00215078-0.0015855j -0.00664924+0.00756228j 0.00451389+0.00128354j 0.00169863-0.00976382j -0.00618763-0.00386685j -0.0113251+0.00588823j 0.00386077-0.00764042j -0.00697797+0.00253544j 0.00909794-0.0143661j 0.00325975+0.010653j -0.0195831-0.0113714j -0.00625856+0.0139843j -0.00462576-0.0039291j 0.00130881-0.00919366j -0.00577168+0.0143145j -0.0239908-0.0152308j -0.0125178+0.0133419j -0.0270674+0.000374435j 0.0475567-0.0126819j -0.0202999-0.049197j 
-0.000642941-0.00152364j -0.000808188-0.00528115j -0.00276744-0.00491971j -0.000832946+0.00493235j 0.000648465+0.00276752j 0.00089839-0.011817j -0.00202053-0.00275639j -0.00918916-0.0110827j -0.00950939-0.0196719j 0.00656672+0.0099504j 1.13385e-07-0.0159112j -0.00360116+0.00748837j 0.00548947+0.0362772j -0.00318663-0.00729438j 0.00731761+0.0258267j -0.00560562-0.00700928j -0.00262482-0.0125856j -0.00231575+0.0343281j -0.00126683+0.00631042j 0.000602134+0.0140137j 0.00280799+0.0269264j -0.00432163-0.00729558j -0.00378482+0.0017952j 0.00100831-0.0234442j 0.0023675-0.000591106j -0.00689306-0.0148278j 0.000956177-0.00909589j 0.0061116-0.0314471j 0.00377789-0.0199475j -0.00286739-0.00360563j 0.010789-0.0147335j 0.0027641-0.000847924j -0.00119596+0.0018214j 0.00426289-0.0165282j -0.0040769+0.00227027j 0.000460331-0.00316439j 0.000986893-0.00782185j -0.000796119-0.00770764j 0.00168089-0.00643437j 0.000344303-0.00424723j 0.00178741-0.00908711j -0.00186698+0.00175954j 0.00171019-0.0037204j -0.00057518-0.00395265j 0.00168578-0.00757224j -0.000840964+0.00442108j -0.000920138-0.00562482j -0.00125161+0.00567442j -0.000161834+0.00860018j 0.00154686-0.00421079j -0.00173609-0.000170389j -0.00314703+0.00425119j 0.00354373-0.00861651j -0.000853992+0.00658462j 0.000224341-0.0044462j -0.000144853-0.000257483j 1.85329e-05-0.00160793j -0.000850955-0.00415144j 0.000188664-0.00294428j 0.00138723-0.00598456j -0.00562535+0.00649717j 0.00258284-0.00523443j 0.000865633+0.00282944j 0.00249228+0.00243917j 0.000651687-0.00423273j 0.000331071-0.00337314j -0.000173862-0.00179952j -0.00183433+0.00339941j 0.00119509+0.00243516j 0.00412152-0.000188346j 
-0.000407657-0.00165079j -0.000280005-0.000668343j 0.00323935+0.0152583j 0.00143941-0.00237648j 0.00278552-0.0092709j 0.0115086+0.020768j -0.002234-0.00410628j 0.0055996-0.000312956j 0.00162763+0.0034252j 0.00116257-0.00355334j 0.00285978+0.0252033j -0.00163226-0.0125535j 0.0106574+0.0157947j 0.00808145+0.0630771j 0.000240395+0.0111975j 0.00165281+0.0277889j 0.00561403+0.00421544j 0.0122627+0.0171668j 0.00450298+0.00775048j -0.00521127+0.0149084j -0.00162889+0.00766594j -0.0039069+0.016981j 0.00344537+0.0104386j 0.0112562+0.0100224j -0.00078878+0.00239567j -0.00250174+0.0087599j -0.00421386+0.0266047j 0.00551513-0.0161278j 0.00700921-0.00947267j -0.000515332+0.00780596j 0.00157036+0.0105275j -0.00119112-0.000488565j 0.00417912-0.0134278j 0.0030825-0.00316584j 0.000850362-0.0032356j 0.000420729+0.00662426j 0.00165842-0.00224551j 4.39735e-05-0.00728489j 0.000510505-0.000567718j -0.00113469+0.0113206j 0.000300425+0.00334896j 0.00135224-0.0128466j -0.00191819+0.00488539j -0.00439078+0.0132106j 0.000739071-0.00269701j 0.00233928-0.00368344j 0.000496413-1.48162e-05j 0.000441233-0.00246161j -0.000636433-0.000203737j 0.00113249-0.00349325j 0.00156679-0.00452208j 0.00320693-0.00502949j -0.000546458+0.0100491j 0.00139369-0.00473079j 0.00101047-0.0054224j -0.000817224+0.00367152j -0.00262485+0.0126367j 0.0017617+0.000170628j 0.00198112-0.000534007j 0.00125557-0.000503307j 0.00188863-0.00628716j -0.00108762+0.00304605j 0.00201516-0.00317739j 0.00061045+0.00406738j 0.0054449-0.00796279j 0.000586486-0.00172812j -0.0056987+0.00280639j -0.000699468-0.00307404j 0.000403202+0.000396571j -0.000214301+0.00043622j 
0.000131454+0.00743685j -0.00243839-0.00742221j -0.00819189-0.00479645j 0.00590921+0.014805j -0.00459618-0.00088979j 0.00387544+0.0164137j 0.00524777+0.0311072j -0.00341104-0.012073j 0.00565443-0.0147318j -0.00451532-0.0126077j -0.0062976-0.0216357j -0.00869566+0.00439933j 0.00752045-0.0101101j 0.000443869+0.0234412j 0.00832399-0.00749711j 0.0043683-0.010026j 0.00168377+0.0195437j -0.00928568-0.0188681j -0.00614126+0.0180643j -0.000464546+0.0110685j 0.00500528-0.0268661j -0.00581795-0.00294238j -0.00309591+0.00295276j 0.00590012-0.0150586j -0.00268374+0.0172548j -0.00241457-0.00729943j -0.00347877-0.00905045j -0.000681664+0.00344902j 0.000583114+0.00190936j 0.000566512-0.00774416j -0.000321637+3.09574e-05j -0.00119328+0.00082644j -0.00272194+0.00393702j 0.000480688-0.00169293j -0.00354293+0.00763612j -0.00162952-0.00376246j 0.0025761-0.00708289j -0.000637105-0.00119347j 0.00375145-0.00583019j -5.16685e-05-3.41257e-05j 0.000959069+0.00188222j -0.000697166+0.00667403j -0.00154367+0.00657526j -0.00136255-0.0019212j -0.0024439+0.00621323j -0.000383766+0.0104175j 0.00023617-0.0100623j -0.000501022+0.00317864j 0.00161119+0.00304264j 0.00233552-0.0101504j -0.00180348+0.00182507j -0.0024866+0.00942785j 0.00062054-0.00192225j 0.000392035+0.00426567j 0.00340864-0.00711843j -0.000681602-0.00368588j 0.000184971-0.00824323j -0.00112786-0.00585605j 0.000445913+0.00559939j 0.00210318-0.00361113j -0.00550634+0.0100776j -0.00449256+0.00235936j -0.00371012+0.0112793j 0.00218517+0.00231775j 0.00289659-0.0124294j -0.000252227+0.00401641j -0.000213887-0.0085115j -0.00450741+0.00110573j 0.00714205+0.00232768j 0.000131123-0.0020644j 
-0.0029144-0.00766506j -0.000373538-0.00560286j -0.00291099-0.00362842j -0.00656389+0.00125467j 0.0124033+0.0219052j 0.0012413-0.00848729j -0.00752803+0.000770472j 0.0122134+0.0344435j -0.013568-0.0402106j 0.00288825-0.00366046j -0.0014399+0.0168333j -0.00120118+0.0312033j -0.00320691+0.00418913j 0.00584774+0.00526918j -0.00171893+0.0140716j -0.00988797+0.013639j 0.000108501+0.0326766j -0.00405002+0.00620122j 0.00646317-0.0347499j -0.00615181+0.00903877j 0.00796187-0.00487815j 0.000974977-0.00176381j 0.000254817+0.00368225j -0.00290589+0.014065j 0.00189295-0.00109645j 0.00454534-0.0116656j 0.000934729-0.00053684j -0.00420071-0.000155834j 0.00233113-0.00765138j 0.00119254-0.0014397j -0.000200655+0.00972174j -0.000826311+0.00522816j 0.000308042-0.0089506j -0.00032499+0.00393946j -0.00118155-0.00314363j 0.000716077-0.00133933j 0.00115181-0.00102612j 0.000669663-0.00492005j 0.000597616-9.56805e-05j 0.00118792-0.00143177j -0.000958941-0.00145727j 0.000910558-0.00341186j -8.69497e-05-0.00322442j -0.0014316-0.000570457j -0.000236441-0.00399566j -0.00310273+0.000688061j -0.00282612+0.00543975j -0.00069085-0.00133318j -0.000801875+0.000920246j -0.000297109+0.000512001j -0.00139723+0.00396906j -0.00078425-0.00387821j -0.00320187+0.00771969j -0.00100122+0.00615561j 0.0017338+0.000743185j -0.000728917-0.000549134j -0.00137893+0.00365908j -0.00396165+0.0015725j 0.000748108-0.00121312j 0.00198337-0.0024399j -0.00314989-0.00266928j 0.00159729-0.00818404j 0.000183907-0.00169611j 0.000611648+0.0108197j 0.00288628-0.00360378j 0.00348139-0.00977216j -0.00465034-0.0004966j -0.000204339+0.00394174j 0.00174597+0.0045009j 0.00570919+0.00165077j 
-0.00540357-0.0126534j 0.00643676+0.00495611j 0.00245202+0.0105859j 0.00453636+0.0146357j 0.00328482-0.00911345j -0.00131313-0.0443468j 0.00363323+0.0353424j -0.00863413-0.00589816j 0.00599831-0.00130114j 0.0108727-0.0163854j -0.00682771-0.0182465j 0.00548963-0.0156125j -0.000614247-0.0052918j 0.000585825+8.3201e-05j -0.000948899-0.00795673j 0.00529085-0.0151292j 0.00080402-0.0036526j 0.00117652-0.00247229j -0.00256695+0.00571164j 0.00387248-0.00835832j 0.000974039+0.00316847j -0.000294112-0.00895295j -0.00149796-0.00589752j 0.000188134-0.00285741j -0.000138744-0.00186292j 0.000511016+0.00154296j 0.000626097+0.00354003j 0.00205287+0.00527033j -0.000885977+0.00322703j 8.65558e-05+0.00168023j -0.0020614+0.00580718j 0.00126801+0.000233637j -0.0013585+0.000386456j 0.00246935-0.00231448j -0.000605265-0.00628819j -0.00177119+0.00596008j -0.00157932+0.00372515j 0.00129738-0.00339368j -0.00142834+0.00410759j -0.0014045+0.00425573j -7.98889e-05-0.000256903j 0.00175576-0.00667101j 0.000105764-0.00129622j -0.00297521+0.00255206j 0.00164493-0.000536589j -0.00122822-0.00513256j 0.0020382-0.00392412j -0.000457986-0.00471272j -0.00392676-0.0051198j 0.00367361+0.000812966j 0.00148156+0.000256734j -0.00179975-0.000740539j -0.000670344+0.00570829j 0.00223147-0.00280439j -0.00151138+0.00675975j -0.00167315+0.00429471j -0.00249952+0.0104849j -0.00237363+0.00164581j 0.00135581+0.00424236j 0.0036371-0.00578479j -0.00311732-0.0104943j 0.00125391-0.00453067j 0.00413897-0.00445878j 0.00344568+0.01459j 0.00927421-0.00729775j 0.00592837-0.0161922j -0.0160371-0.00211711j -0.00146796+0.00581331j 0.00372165+0.00463186j 0.00900265+0.00901933j 
-0.00579947-0.0034684j -0.00542309-0.0104408j 0.00404476+0.015632j -0.000669331-0.0100036j 0.00593608+0.052765j 0.00335035+0.00504311j -0.00551443+0.0141569j 0.00741029-0.0084914j -0.00488904+0.0305052j 0.00305746-0.00923824j -0.00648234+0.0161469j -0.00715899-0.0131305j -0.00288171+0.000166735j 0.00198099-0.0119418j -0.00154268+0.00039665j -0.00179542+0.00130209j -0.00195243-0.0102745j 0.0036892-0.0138735j -8.2187e-05-0.00395292j -0.00140153-0.00567561j -0.00244648+0.00169561j -0.000465862+0.00129809j -0.000626556+0.00390166j -0.00279543+0.00441622j 0.00103311-0.00102579j 1.04145e-05-0.00164988j -0.000845514+0.00218343j 0.000345679-0.00194732j 0.00190491-0.00448058j 0.000780734+0.00230844j 0.00172055+0.00560883j -0.00263982-0.000548087j 0.00113922+0.00372743j -0.000460664-0.00535667j -0.00090809+0.00304745j 0.00143698+0.00222051j -0.000707739-0.000971144j 0.00104396-0.00310242j 0.00302686+0.00361874j 0.00055916+0.000287767j 0.000972116-0.00103727j 0.000943133-0.000927506j 0.00104807+0.00128596j -0.000825593+0.00354036j 0.00159437-0.00406934j -0.000946343+0.000948569j -0.00424192+0.00335418j -0.000691615-0.00175541j -0.00199915+0.00105866j -0.000526053-0.0055746j -0.000347221+0.000884975j -0.00137869-0.0042453j 0.00166238-0.00164637j -0.000709321+0.00568194j -0.000694011-0.00421478j 7.23154e-05-0.000253482j -0.00215579+0.00570473j -0.000583945+0.00277087j 0.00416339-0.00240554j -0.00564965-0.00597062j -0.0039085+0.00640731j 0.00286833-0.0142017j 0.00615709-0.0010605j -0.00022527+0.00371113j 0.00107416-0.0190155j -0.00514326+0.0145017j 6.98411e-05-0.00551791j -0.0182445+0.000730796j 0.0108241+0.00889768j -0.0055295-0.00422877j 
0.00281437+0.0137513j 0.00442635-0.00788947j -0.00234555+0.012722j -0.00475959-0.0103384j 0.00319393+0.0182298j 0.00576114+0.0178118j -0.00195753+0.00574247j 0.00276499-0.00552669j 0.00187642+0.0203832j -0.00238507-0.0039143j -0.00488124+0.00926782j -0.00586283+0.00555406j -0.000688869-0.0042917j 0.000456-0.00136569j 3.38993e-05-0.000195983j -0.00361797-0.0028085j 0.00138364+0.00437013j 0.000245282-0.00509571j -0.00048206+0.00703908j 0.000289292-0.000891634j 0.000755151-0.000264105j -0.00445843-0.00252007j -0.00303344-0.000241199j 0.00380063-0.00869007j -0.00225153+0.00313605j -0.000907024-0.000885787j 0.00161419-0.00281667j 0.000847889-0.000326637j 0.000924339-0.000995448j -0.000234022-0.00367345j -0.000822528+0.00299869j 0.002812+0.00289325j -0.00135398-0.00695086j -0.00145794+0.00204677j 0.00038599-0.0040929j -0.00062801+0.000174842j 4.5091e-06-0.00113601j -0.00222146-0.00236028j -0.000589876-0.00511697j 0.00176923+0.000485478j -0.00114295+0.00147061j -0.00332169+0.00123287j 0.00265304-0.00339397j -0.000408624+0.00355312j -0.00234237+0.00116488j -0.00157941-0.00062985j 0.00184021-2.88306e-05j -0.0031607+0.00585844j -0.00174164+0.00560103j 0.00117725+0.00264523j -0.00117906-0.00148227j 0.000721068-0.00077666j 0.0040335+0.000878383j 0.00172756-0.00253046j 0.000277238-0.00758955j 0.000968834+0.00370358j 0.00425642-0.000812835j -0.00397479-0.00660706j -0.00507661-0.00430334j -0.000507392+0.0190822j 0.00418128-0.0068947j 0.000711321+0.00746737j -0.00828049+0.0052987j -0.00287295+0.00656084j 0.00851652-0.00348549j 0.00378628-0.0343499j -0.0161202+0.0212002j 0.0346607+0.0285776j 0.000440523-0.0189329j 0.0214087+0.0115488j 
0.00482368-0.00816659j -0.00241455-0.0153145j 0.00459925+0.00984949j -0.00281243+0.0114677j 0.00563306+0.0126485j -0.00246089-0.0150183j 0.00262513+0.0240912j -0.00187859+0.00469581j -0.001533+0.00155662j 0.00168328-0.0226954j -0.0060936-0.0018518j 0.00235811+0.000159311j -0.000734978+0.00690007j 0.00275885-0.00348035j 0.000859531+0.00185372j -7.79144e-05-0.00698518j 0.00149562+0.00709636j 0.00207684+0.00606679j 0.000637464+0.00339496j 0.000815622+0.00134499j 0.00464945-0.00654858j 0.0017552+0.00260445j -0.000521337+0.00168811j 0.0017266+0.000266198j 1.44073e-05-0.00166387j 0.00213664-0.00300885j -0.00219759-0.00295469j -5.66266e-05-0.00114019j 0.00216686+0.00200728j -0.00124795-0.00187005j -0.000552231-0.00016279j 0.00332928-0.00296197j 0.000251186-0.00186734j 0.00104758-0.00173879j -2.89021e-05+0.000315167j -0.00177105-0.00013351j 0.00386918-0.0010491j -0.000885565-0.0006404j -0.0012539+0.00110463j -0.00340775+0.00156477j 0.00118954+0.00250684j -0.00273085-0.00268438j -0.00152177+4.71746e-05j 0.0021442+0.00289511j 0.00157377-0.0038807j 0.00139401+0.00319567j 0.00101874-0.000411308j 0.000688446+0.00313708j 0.000141886+0.00692331j 0.000933383-0.00490874j 0.00375878-0.00197954j 0.00401528+0.000482501j 0.00259063+0.00884652j -0.00294423-0.00552213j 0.00638861-0.00300509j 0.000355259+0.00046164j -0.00089577+0.00144102j 0.0030062+0.00441589j 0.000314254-0.0165896j -0.00419271+0.000168391j 0.0025395+0.00442569j -0.00206155+0.00229263j 0.00816762-0.0059426j -0.00980719-0.009379j -0.00851854+0.0258246j 0.000573126-0.000724315j 0.0314466+0.027747j 0.0147235-0.0249643j -0.022682-0.012677j 0.000322878-0.0195315j 
-0.00131607-0.00150305j -0.00273285-0.00235791j -4.13429e-05-0.000126739j 0.00150364+0.000757618j -0.000845296-0.00373465j -0.000242838+0.00543483j 9.65933e-05-0.00616758j 0.00104967+0.00138306j 0.00116934+0.0073647j -0.000429177+0.0015803j 0.00136484+0.00429881j 0.000308468-0.00105034j -0.000817764+3.56642e-05j -0.00139158-0.00296246j 0.000916834-0.00105227j 0.000176771+0.000399811j 0.000682616+0.00118706j -5.52165e-05-0.0039963j 0.00119564+0.00338154j -0.000931263+5.06955e-05j -0.00132176-0.00182651j -8.19682e-05-0.00105226j 0.000867961+0.000752345j -0.00101136-0.00340761j 0.000438438+0.00106844j -0.00130875-0.00117646j -0.000538852+0.000678513j 2.57742e-05+0.000168621j -0.00050856-0.00197251j -0.000290745-0.000315907j 0.000888255+0.00120171j -0.000865451-0.0019775j -0.000654969-0.00289004j -0.000377898+0.00125132j -0.000519929-0.00209787j 0.000335591+0.00131629j -0.00104611-0.00122156j -0.000461699-9.64347e-05j -0.000448351-0.000461057j 0.000309147+0.00269898j 0.000356415+0.00127439j 1.14586e-05+0.00186578j -0.000422951+0.000291383j 0.00100022+0.00079948j -0.000362926+0.000909227j 0.00104617-0.00017667j 0.000150825-0.000541151j 0.00142794+0.00150153j 0.00165446+0.000603078j -0.00128374+0.00169634j 4.89563e-05-0.00190545j 0.000979088-0.00111043j 0.000802278-0.00103082j -0.0002086+0.000172853j -0.00308879-0.00345318j 0.00113831-0.00185592j 0.00140818-0.00100019j -0.000812827-0.0032343j -0.0015954-0.00171448j 0.00182166+0.008287j 0.000616577-0.00245799j -0.00155286+0.00777989j -0.00668031+0.00416904j 0.00645482+0.0229297j 0.00622044-0.0216035j -0.0150802-0.0272633j 0.0209019-0.0103816j 0.00438853-0.0441288j 0.000334671+0.0414087j 0.0236307-0.0185307j 
0.0027351+0.00167134j -0.000974941-0.00106266j 0.00157557+0.000982702j -0.00030346+0.00131512j -0.000139947-0.00723091j -0.000582631-0.00692142j 0.00081186-0.00197696j -0.00124788+0.00249324j -0.0013073-0.00375516j 0.0012476+0.00635783j 0.00147184+0.000816015j 0.000399791+0.00275599j -0.000872533+0.000748562j -0.000684405+7.20214e-06j -0.00151365-0.0010797j 0.00266245+0.00502064j -0.000634432-0.00343611j -0.000134738-0.000130885j -0.000421929-0.000565291j -0.000492001-0.000210475j 0.00106847+0.00318022j -0.000215972+0.00351763j 0.000895054+0.00185201j 0.00029628-0.0010892j -2.51381e-06+0.00231914j 0.000213988+0.00186229j 0.0007515-0.000612088j 0.000529187+0.000764664j -0.00148601-0.000840493j -9.4644e-05-3.59191e-05j -0.000584119+0.000521963j -1.86032e-05-0.00112546j 0.000925743+0.00255042j 0.000605389+0.00101391j 0.000394173-0.000463203j 2.54185e-05+0.00142423j -0.000368117+0.000875464j 0.00100107+0.00188009j -0.000975503+0.000613591j -0.00119909-0.00120474j -0.000373949+0.000893291j 0.00103032+0.00171945j -0.000320255-0.00157092j 0.000431356+0.00119915j 0.00112116+0.00369161j 0.00128908+0.00133678j 0.000868026-0.00144369j 0.00112945+0.000795739j 0.00123225-0.00120689j 0.00103964+0.000161496j -0.000514539+0.00166898j 0.000554702+0.00184698j -0.00379983-0.00459235j 0.00099241-0.00121869j -0.00190792+0.00225509j 0.00110361-0.000505008j -0.00241022-0.00413495j -0.00257318+0.00177642j 0.00211383+0.0088525j 0.002885-0.000973868j 0.00129472-0.00633931j 0.000174056+0.00195819j 0.00621692+0.0033318j 0.0165574-0.00220729j -0.0107875-0.0381793j 0.00126663+0.0248716j -0.00434087+0.0437717j 0.0213541-0.00869707j 0.0246836-0.0197011j 0.000614972-0.0384572j 
-0.00371675-0.00169849j -0.00228214+0.00637292j 0.00171043+0.00231516j -0.00188263+0.00355456j -0.00174579-0.00849231j -0.00453713-0.00441207j -0.00280176+0.000738389j -0.00497463+0.00136452j 0.00172223-0.00738542j 0.000273952+0.00142804j 0.00239091-0.00305173j 0.000944806-0.00301153j -0.00179614-0.0015855j 0.00634451+0.00938145j 0.00290176-0.00107156j -0.000646594-0.00143964j 0.0030238-0.00155105j -0.00308272+0.00136192j 0.00296078-0.00128071j 0.00136523+0.00090319j 0.00127886-0.00206052j -0.00161551-0.000910679j -0.00224062-0.00210443j -0.00471945-0.00657825j -0.000754736-0.000380626j 0.00215506+0.00503495j -0.00335584+0.00356933j -0.00211384-0.00121059j 0.00315328+0.00205244j 0.00112413+0.000835821j -0.00241696+0.00137613j 0.00119653+0.000159717j -0.00422493+0.00204632j 0.0026075+0.000897912j -0.00436645+0.00248532j -0.00438438+0.00310274j 0.00561743-0.00159846j -0.00434753+0.00171866j -0.00086308+0.00187145j 0.0011554+0.0017007j -0.00156009+0.00103115j 0.000810324+0.00280756j 0.00147576+0.00329491j -0.00598922+0.00152408j -0.00441827+0.00482203j -0.00437792-0.00561207j 0.00257713-0.00679503j -0.00161858-0.00363685j -5.5836e-05-0.0055465j 0.00440622-0.00242191j 5.25069e-05+0.00060808j 0.000604205-0.0128886j 0.00334265+0.000592932j 0.000556793-0.000361235j 0.00992288-0.00602497j -0.00739271+0.00160888j 0.00305732-0.00725542j 0.00226282-0.0113397j -0.0263322-0.00280626j -0.0218238+0.017437j -0.0048549+0.0164517j 0.00159309-0.015177j 0.00701385+0.0324551j -0.0456749-0.023337j -0.0241293-0.00989683j -0.0282757-0.0189148j 0.0272523+0.00507798j 0.0175432+0.0175935j 0.00950269+0.00430383j 0.000166171-0.000971817j 
-0.00148834+0.00868896j 0.00552531+0.00199543j 0.00172017-0.00176193j -0.000826367+0.000415345j -0.00460967-0.00842881j 0.00636414+0.0114034j 0.00326874-0.0071807j -0.00066855+0.00805144j -0.00529386+0.00503165j -0.00425231+0.0105334j 0.000546239-0.00298959j -0.00149497-0.000442459j 0.00171235+0.000368947j -0.00156596-0.00252558j -0.00176749-0.00243887j -0.00160784+0.0039921j -0.00223146+0.00314419j -0.00185094-0.00508063j -0.00458539+0.00280656j -0.000313888+0.000611399j -0.00214751+0.00280807j -0.00183533-0.00307946j -0.0012689+0.00148296j -0.000844659+0.00144474j -0.00418529+0.00122314j 0.00157313-0.00069787j 0.00401503+4.43351e-06j -0.00156721+0.0020139j -0.00187832-0.000833989j 0.00158032-0.000373906j 0.000855355-0.000213704j 0.00122213+0.00220769j -0.00104176-0.00263262j 0.000749758+0.00167781j 0.000219362-0.00281674j 0.00208558-0.00050499j 0.000949214+0.00388679j 0.000839038-0.00490303j 0.00125742-0.00462859j 9.46967e-05-0.000418558j -0.00259028+0.00143276j -0.000292866+0.00348789j -0.00160819+0.00218979j 0.000701275+0.00301283j -0.0030359+0.00507135j 0.000480634+0.00296261j 0.00324739-0.00358806j -0.000653011+0.00815924j 0.00275719+0.00619203j -0.000493542+0.0101338j -0.00179769-0.00308707j 2.75774e-05-0.00546543j -0.00174775+0.00239013j 0.00115833-0.00367404j -0.000943651-0.00642591j 0.0034914-0.00153918j 0.00183707+0.00140494j 0.0296307-0.00637j 0.00100686-0.0184224j -0.0140933-0.00556679j -0.00453978-0.00920295j 0.0118122-0.0268932j 0.0538065+0.00580575j 0.00240252+0.0172026j 0.00447143+0.00386002j -0.00607263+0.00222013j 0.0116993+0.0151311j -0.0328265-0.0130571j -6.48457e-05-0.00228978j 0.0114205+0.00514832j 
-0.000225729+0.0009648j 0.000334782+0.000319969j 0.00420854+0.00287567j -0.00507861+0.00631785j -0.00385667-0.00248616j -0.00266574+0.00421402j -7.4556e-05+1.43402e-05j -0.00142479+0.00468424j -0.00200996+0.00454078j -0.00155877+0.00211541j -0.00121569-0.00313424j -0.000732361-0.00365271j 0.00144851-0.000655056j 0.000106223+0.00554333j 0.000789137+4.84244e-06j 0.0058319-0.00360307j -0.00268528+0.00370995j -0.00121922-0.00243332j -0.00382781+0.00599284j -0.000300323+0.000856151j 0.00388695+4.93261e-05j 0.000606244-0.000615031j 0.000726421+0.000179947j 0.00334249-0.00342774j -0.00456296+0.000400436j 0.00190894+0.0036372j 0.00242919+0.00421416j 0.000161687-0.00160481j -0.00262144+0.00244233j 0.00361382+0.00031715j -0.00413696+0.00175041j -0.00457797+0.000733242j 0.00517602-0.00168216j 0.00276831+2.43127e-05j 0.00161514-0.00070842j 0.000823933+0.00148595j 0.000232058+0.00213321j 0.00667189-0.0056015j 0.00531909-0.00191486j -0.00391358+0.00422551j -0.00157316+0.00421121j 0.00274582-0.00100393j -0.00049091+0.0053243j -0.00181544+0.00858754j -0.000399202+0.0051251j 0.00820164+0.00111057j 0.00464909-0.00378895j 0.00464637+0.00113692j 0.00188672+0.00320625j 0.000518116+0.000969443j 1.43804e-05+0.00634407j -0.00160931-0.00278235j -0.0256635+0.0043233j 0.00372821+0.00310546j -0.0102778+0.0104984j 0.0175197-0.0112659j 0.00931405-0.0331754j -0.0285402+0.00050806j -0.00720872-0.0043477j -0.0342617-0.0115368j 0.00690735-0.00775219j 0.0132954+0.00454113j -0.0288979-0.0189692j 0.00736474+0.00894569j -0.027179+0.00404779j 0.022849+0.0168567j 0.0199111+0.000924133j -0.0074566+0.00221113j -0.00244107-0.00133255j 0.00105734-0.000281575j 
0.00105673-0.0047732j -0.00327327+0.00100347j 0.00289173-0.00204788j 0.00194802-0.000509792j -0.000988733+0.00334706j 0.00210742-0.0047544j -0.00256359+0.00910014j -0.00221803-1.9963e-05j 0.000823899-0.00620506j 0.00252348-0.00719424j 0.00400754-0.00274278j 0.000172968-0.00115947j 0.000942437-0.00132561j -0.00179671+0.00266521j -0.00321496+0.00214471j -0.00346879+0.00310706j 0.00100772+0.000851474j -0.00816517+0.00576941j 0.00148245-0.00361536j 0.000502689-0.00423965j -0.0018926-0.00035056j -0.000504756-0.000328787j 0.00127484+0.00171061j -0.00118867+0.000910215j 0.000214023-0.0034844j -0.00111176+0.000674935j -0.000620129-0.0041286j -0.000219255-0.00138272j -0.00352497+0.00394687j -0.00129845+0.0023202j 0.00356171+2.22011e-06j 0.00141009-0.0037045j -0.00272631+0.00257458j -0.00285525+0.00345343j -0.000109759-0.00208412j 0.00344147+0.000134821j 0.00295506+0.00120868j -0.00196379+0.00583912j -0.000894188+0.00630819j 0.00790251-0.00974513j -0.00156272+0.00110671j 0.00291341-0.000415254j -0.00245003+0.00322533j -0.00230386-0.00107443j -0.00528194+0.0013354j -0.00245683-0.00350879j 0.000599048+0.000393501j -0.00443578+0.00599056j -0.00191496-0.00799393j 0.00204618+0.0139637j -0.0143864+0.00768779j 0.0141804-0.00545468j 0.0112392-0.028957j 0.0145276+0.00352058j -0.0326625-0.00486259j 0.0129063-0.00916553j 0.0370082-0.000674965j 0.0211098+0.00743946j 0.00930703+0.00550979j -0.0170579+0.00190416j -0.0143553+0.00603533j 0.0365156+0.00945949j 0.015447+0.0100025j 0.0135797-0.00905312j -0.0284792-0.0229201j -0.0216786-0.000998649j -0.00723568+0.00944018j -0.00152956-0.00535842j 0.00238631+0.00123306j -0.00565112-0.000452406j 
