-0.103343-0.0220733j 0.00740602-0.0098239j 0.00563873+0.0210089j -0.0197235-0.068279j -0.00794396-0.0113633j -0.010587+0.0434145j 0.00664975+0.011616j -0.0137467+0.0427305j 0.000948693+0.00135755j -0.00105289-0.0166209j -0.00666705+0.064121j -0.00203337-0.0180526j -0.0313531-0.0258888j -0.0027502+0.0515693j -0.0278463+0.00521574j 0.00818353+0.00110262j 0.0166621-0.00716133j 0.0270557+0.0190328j -0.0353335+0.00562749j -0.00794636+0.00959568j 0.0295053+4.51307e-05j 0.00510057-0.0307921j 0.018505+0.00535037j 0.000989647-0.0587305j 0.0121266-0.014999j 0.0053397+0.000790097j 0.0211552-0.00884187j -0.0236388+0.0343218j -0.00860151+0.00274784j -0.00611571+0.0197406j 0.000418397-0.0034067j 0.00499387-0.0157423j 0.0190657+0.0059127j 0.00336458-0.00826609j 0.017477+0.0123007j 0.0155929-0.00770403j 0.0112619-0.0136401j 0.00824489+0.000920759j 0.0334895+0.00573326j 0.0233678-0.0134026j 0.040118+0.0155405j -0.0240864+0.00674966j 0.00287363-0.0146305j 0.00826135-0.0125516j 0.0133901+0.00436665j -0.0115768+0.0414389j -0.0099139-0.0160539j -0.0288175-0.0476373j -0.0272846-0.0332463j 0.00231288+0.00188381j -0.0195473-0.0375804j 0.00396444+0.00722946j -0.035738-0.0094682j -0.00601572+0.026323j 0.0276503-0.0204925j 0.0131807+0.00725621j -0.0205343-0.00657732j 0.0285252-0.0247685j -0.0666104-0.00941624j 0.0267662-0.0186956j -0.0483671-0.000858845j -0.143936+0.0601445j 0.0347826+0.0299898j -0.0501648+0.0353607j -0.0540214-0.00458902j -0.0422406+0.012077j 0.0486433+0.00486318j 0.0252496+0.0226268j 0.0269738-0.0317475j 0.0123259+0.00928721j -0.0410695-0.0318399j -0.012758-0.0193054j -0.0038736+0.00185121j -0.0239913-0.00227594j -0.0631963-0.0187279j 0.0838739+0.0072995j 0.00159205-0.0151325j 0.0813426-0.0157403j 0.0218288-0.0747783j 0.00564777-0.00957952j -0.00165863-0.0617428j 0.103509+0.0371935j -0.00391574-0.0953117j 0.0349369+0.0632803j 0.00141046-0.0643448j -0.0430567-0.0831393j -0.112354+0.0521966j 0.0561961-0.0882701j 0.120432-0.0143767j 0.0587794-0.19015j 0.25924+0.148197j -0.116165-0.198498j 
-0.00911756+0.00841912j -0.00974342-0.000968746j -0.0106044-0.00322579j -0.0187296+0.0140286j -0.00370187+0.0185807j 0.00321782-0.00199143j -0.0138574-0.0114294j 0.00440188-0.00100608j -0.00718327+0.00414822j -0.00193324-0.00292109j -0.00891125-0.00910655j -0.00197146-0.00811667j 0.00955858+0.00514397j -0.0113182+0.00400684j 0.0114318-0.0139517j -0.00438247-0.00952415j 0.00881505+0.00204057j 0.00667483-0.00215134j -0.0078829+0.00686299j -0.0103719-0.00547494j 0.00218043+0.00957225j 0.0116495+0.0077762j -0.0117942+0.0144452j -0.00472006-0.00212789j 0.00127949+0.000173241j 0.010178-0.00416923j 0.00938857+0.00669301j -0.00955478+0.00120313j 0.0148781-0.00196788j 0.0132461-0.00464984j -0.00146156-0.00081088j -0.0072012+0.000764064j -0.0176381+0.00158478j -0.00604422-0.00484633j -0.0185641-0.00162955j 0.00142349+0.0174842j 0.00749955-0.00553637j -0.00530249+0.0134055j 0.00425413-0.00245042j -0.0232387-0.0103516j 0.000811876+0.00403629j -0.0129894+0.00662853j -0.00519634+0.00541753j 0.0113079-0.011816j 0.00361934+0.00793953j -0.00532672-0.0064591j 0.0153256-0.00204387j 0.00576867-0.00286609j 0.00112964+0.00364498j 0.00664159-0.00576732j 0.00232321-0.00471973j -0.00172333+0.00541497j -0.003655+0.00330571j -0.00402166-0.00182248j 0.00209016-0.00620715j 0.00129153+0.00311504j 0.0060885+0.00485474j -0.00860924-0.000208549j -0.000678004-0.00513834j 0.00600988-0.00134708j -0.00737778+0.000179692j 0.00593403-0.00153322j 5.74184e-07-0.000973165j -0.00125013+0.00431216j -0.0034194-0.000820173j 0.00214951-0.00498264j 0.00633914+0.00428903j -0.0173889-0.00306748j -0.00620685+0.0147543j -0.00122247-0.00138544j 0.00270116+0.00860066j 0.00823826+0.00791789j 0.00447527-0.00257462j -0.00147903-0.00641892j -0.00580102+0.00414268j 0.00256663-0.000340668j -0.000114976-0.0132595j 0.00533362+0.0104217j -0.0038479+0.00804638j -0.00294885+0.00779196j -0.00315559+0.00676369j -0.00206538+0.00139251j 0.00537282+0.0101373j 0.000335533+0.00359416j 0.00377009+0.00374864j -0.00365331+0.00438029j 0.00573758-0.00417153j -0.00656445-0.00217514j 0.00355768-0.00177745j -0.000857931+0.0035383j -0.00155106-0.000776312j -0.00159826+0.00377323j 
0.012287-0.0120732j 0.00506952+0.0118494j 0.0150082+0.00083876j 0.0114392+0.0150199j -0.0197816-0.00272658j 0.00189329-0.0049463j 0.019282-0.00464245j 0.000235287+0.0144352j 0.0144412+0.00580055j -0.00815468-0.0134266j 0.0243076-0.000607516j -0.00762949-0.014443j 0.000630881-0.00631824j 0.0118261-0.0166864j -0.0015054+0.00442154j 0.00327647-0.00813611j 0.00217465+0.0114432j -0.00699888-0.00034377j -0.00617153+0.00530659j 0.00636081+0.00833266j -0.000301086-0.00535867j -0.00600416-0.0016503j 0.00951439+0.00197609j -0.00313434-0.00286274j -0.0174266-0.0117004j 0.00909229-0.00247703j -0.00438463+0.0211312j -0.00339943+0.0116828j -0.00782729+0.0148456j -0.00723849-0.0112299j -0.00597987-0.00349744j -0.0115037-0.0132919j 0.0131639-0.0190149j 0.0159971-0.00105656j -0.00359044-0.00420285j 0.0101324-0.0148064j -0.011265+0.00737425j 0.00880428+0.00353645j 0.0152253-8.97659e-05j -0.00589465+0.00194034j -0.00547668-0.0082442j -0.00144874+0.00182306j -0.00163923+0.00882116j -0.0197477-0.00243277j -0.00718105+0.0015231j 0.01631+0.00944806j -0.00285033+0.00241833j 0.0106719+0.000284636j 0.00570208-0.00569591j -0.000381612+0.0120063j 0.0173747+0.00355465j -0.00282829-0.00121625j -0.0159616-0.00121997j -0.0058207+0.00361191j 0.00426579+0.011287j 0.00244207+0.00528298j -0.00365114-0.0127572j -0.00434294+0.000135516j -0.0040929-0.00256622j -0.0122923-0.008786j -0.00136789+0.0100442j -0.0131883+0.000468817j 0.000131417+0.000906688j 0.000711028+0.00140434j -0.000655246-0.00132274j 0.00608453+0.0155918j 0.00774419-0.012877j -0.00870144-0.0164646j 0.0079664-0.00810346j 0.0107305+0.0133933j -0.0149335+0.0133001j -0.00898042+0.00280199j 0.0172556+0.00696029j 0.00933034+0.00858433j -0.00440864+0.0131984j 0.00110452-0.0166737j 0.0170202+0.0130465j 0.0108505-0.00632773j 0.00532344+0.00381977j 0.00263015+0.00266232j 0.00458661-0.0035973j -0.00295128+0.00412445j -0.00173968+0.00376732j 0.00130172+0.0059571j -0.00908629-0.00651329j 0.00382747+0.0100151j 0.00456078+0.00925093j 0.0175874-0.0142337j -0.00944137+0.0023992j -0.00583927-0.011146j -0.000860112+0.00248152j 0.00771553+0.00846145j 
-0.00978359+0.00240499j -0.00176885-0.00198809j -0.000874033+0.00278729j 0.00684579+0.00903398j -0.00282436+0.0165669j 0.0188517+0.00394051j -0.0117195+0.00137731j 0.00908646+0.0121217j -0.00893283-0.000199681j -0.00407188-0.00595356j -0.00503165-0.006669j 0.0211555-0.014251j -0.00820563-0.00477804j 0.0119967-0.0102378j 0.00146917+0.0187064j 0.0145992-0.0126515j 0.0104307-0.00732867j -0.00960413+0.000633777j 0.00446145+0.000143303j -0.000899222-0.00684591j -0.00388667+0.00431647j -0.00134946-0.00336872j 0.0148766+0.0142117j -0.00401963-0.0139076j -0.00662959-0.00564105j -0.00992128-0.00707757j 0.0108185-0.00274426j 0.0136462-0.00823109j 0.00873358-0.0133295j 0.00712421-0.0110701j 0.00999318+0.0102667j -0.0109794-0.00520427j 0.00251378-0.00625999j -0.00219152+0.00863023j 0.0162555+0.00255185j 0.00116212-0.00612066j -0.00871714-0.0239022j -0.0212953-0.00436126j -0.0132605-0.00338847j 0.00747192+0.0115828j -0.00235554+0.0132299j -0.000165657-0.00263478j -0.00232287-0.0010295j -0.00902887+0.000843848j -0.0041148-0.0059439j 0.0134158+0.00785992j -0.00638361+0.00198219j -0.0103863-0.0115985j -0.016176+0.000228097j -0.00622608-0.00594586j -0.0108641-0.0049366j -0.00149056+0.000916754j 0.00166708+0.0111752j -0.00937432+0.00324683j 0.00384849+0.0121131j 0.000112221-0.00012195j -0.00163163+0.00650056j 0.00576851-0.00239605j 0.004891-0.00880147j 0.00867222+0.00524238j -0.00685628-0.00341403j 0.00412082-0.0066059j 0.00258616-0.00746746j -0.00389028+0.000366841j 0.0116526-0.00855319j 0.00145169-0.0109249j -0.00417149-0.0105712j -0.0240725-0.0193098j -0.00628185+0.00131092j -0.00387936-0.0026883j -0.000823826+0.000829678j -0.00962638+0.00354336j 0.0096096+0.00998377j 0.00710376+0.00373486j 0.00548286-0.00476713j 0.00766518+0.00818312j 0.00348074+0.00778439j 0.00296312+0.00685999j 0.000646167+0.00899311j -0.000625223-0.00458774j -0.00129378+0.0103144j 0.00595433+0.00908062j 0.00871206-0.00420824j 0.00551184-0.00111998j 0.00230524+0.0140879j -0.00631721-0.000504508j 0.00656215-0.00856295j -0.00805273+0.00116035j 0.00114335-0.00352167j 0.000698103+0.00190749j 0.00507945-0.00296427j -0.00274198-0.00155894j 
0.010795+0.00793627j -0.00883728+0.0151386j 0.00195456+0.000386723j 0.0219146-0.00227711j 0.00801507+0.00830777j -0.0284311+0.0113807j 0.0238925+0.0124289j -0.013998-0.00638209j 0.0232753-0.0131812j 0.0128204+0.00826688j 0.0270013+0.0161109j -0.0182124+0.00195216j 0.0227572-0.00796868j 0.00176761-0.0110604j -0.00307543-0.00319389j 0.000375449-0.000943104j -0.00612852-0.0212737j 0.00582592-0.00375887j 0.00876494-0.00671202j 0.0122711+0.000148766j -0.0134745+0.0177411j 0.025406+0.000519851j 0.0261147-0.0175632j 0.0246181+0.00235838j 0.00141771+0.00562218j -0.0239259-0.0135987j 0.0238837-0.00507558j 0.0323253-0.0204557j -0.00281209+0.00416788j 0.0160612+0.00759575j -0.00870331-0.00346472j 0.0246891+0.011755j 0.0202752+0.00895499j -0.00515388+0.0220657j 0.00729109-0.014696j 0.0063674+0.00642807j -0.00407656-0.0160263j -0.00689629-0.0100334j -0.00509328-0.017569j -0.0055015+0.00936805j -0.00371378+0.00597079j -0.0123905+0.00782659j 0.000240067-0.00193041j -0.00399673+0.00764582j 0.00652339-0.00608233j 0.0165528-0.00310619j -0.0211274+0.00461486j -0.019285+0.023076j -0.0100741+0.00901426j -0.00606359+0.0037636j -0.00862692+0.0111318j 0.0200726+0.00283891j -0.00332801+0.00424669j -0.00594059+0.017497j -0.000591726+0.0104035j 0.00108779-0.00260416j 0.0118158-0.0130655j 0.0105533-0.0144035j 0.00636185+0.0137594j 0.0129506+0.0116043j -0.00222698-0.000710983j -0.00299955-0.0094057j 0.00164624-0.0157984j 0.00722207-0.000338649j 0.0227621+0.00556973j -0.003368-0.00564621j 0.00359563+0.0134472j -0.0178728-0.0114697j -0.00935364-0.00504258j -0.00728371-0.00115591j 0.0122313+0.00743006j 0.0037171+0.00780321j -0.0147577-0.0109748j -0.0094344-0.00669532j -0.000942077+0.0016886j -0.00209792-0.002089j -0.00165189-0.00812217j 0.0048507-0.0127295j -0.00204507+0.00413986j -0.00868602-0.00634308j 0.00776301+0.00769121j -0.00964432-0.00296112j 0.00988485+0.000473215j 0.00701456+0.00813018j 0.00439966-0.0107017j 0.00467526+0.0336347j 0.00217748-0.0168149j 0.00747928-0.0132637j -0.00319909+0.0124706j 0.0112652-0.0229256j -0.0114703-0.00463492j 0.00597149+0.00635208j 
0.000191341+0.00614279j -9.42547e-05-0.00488529j -0.0232161-0.0173712j -0.00939486+0.0169544j -0.00723759-0.0137348j -0.00837438+0.0252931j -0.0272702+0.000454653j 0.0041546-0.000534873j 0.0319362-0.0173229j 0.00323972-0.00488119j -0.0149682+0.0287205j -0.00466226-0.0172132j -0.00418603+0.00920366j -0.00805207+0.00843659j -0.00473936+0.00818871j -0.025142-0.00645339j -0.00496407+0.00369472j -0.00518779+0.00110367j 0.00959398-0.00362731j 0.0141155+0.00741703j -0.0116468+0.0049726j 0.00941191-0.00464144j -0.00717612+0.00294458j 0.0202145+0.00936738j 0.00170648-0.0113169j 0.0157995-0.00556007j 0.0203298-0.0210439j 0.0163322-0.00666483j 0.00791397+0.00520424j -0.0238987-0.00224669j 0.0015545-0.000266732j 0.0109343+0.00641387j -0.00545246+0.01085j -0.0082867+0.0110313j 1.33456e-05+0.0245451j -0.0311056+0.00324267j -0.0134315-0.0104555j 0.0171562+0.00618353j -0.0205176-0.0256297j 0.00210156-0.0123469j -0.0229046-0.000561805j 0.0117604+0.00987036j -0.00782847-0.00783241j 0.00883583-0.00957792j -0.00813935-0.00596979j 0.0145143-0.00818034j 0.00391082+0.00941506j -0.00529258-0.0058709j 0.00871038-0.00961255j 0.00455913+0.00603011j -0.00057232+0.0195109j -0.00254858+0.00492102j 0.00407594+0.00238937j -0.0125499-0.00375055j 9.50237e-05-0.00311415j -9.97608e-05+0.0103318j 0.00108457-0.00767599j -0.00577966+0.0113472j 0.00272748+0.00951576j 0.00730803+0.00825357j 0.000532561-0.00346886j 0.0110285-0.00307852j 0.00330036+0.00117939j 0.00568151-0.0120541j 0.0027468-0.0114449j 0.00509015+0.00448308j -0.00506824+0.00603716j 0.000781453-0.0143472j -0.00698714+0.0118434j 0.00041147-0.020255j -0.00127576+0.00388644j 0.000922814+0.00961934j -0.00557791+0.00281181j 0.000999655-0.00302202j -0.0126509+0.000561352j -0.00151745-0.00601131j -0.0133419+0.00980664j -0.00253032+0.0157543j 0.00650698+0.00577002j -0.00210833+0.00756459j 0.000444712+0.0200163j 0.00111458+0.00671701j 0.000854265+0.00343903j 0.0111306-0.0110907j 0.0113026+0.00747682j 0.00412258+0.00830146j -0.00340065-0.00616073j -0.00140471+0.00332924j -0.00447655+0.00377828j 0.012435-0.00789858j -0.00410306-0.00752502j -0.00701386+0.000563683j 
0.00885458+0.00366251j -0.0103907+0.00733753j -0.00240198-0.0230227j 0.00252857-0.00641964j -0.0151959-0.00605877j -0.0167659+0.0140085j 0.00502637-0.000906067j 0.00797724+0.00614714j -0.00675138+0.00227263j -0.00170855-0.0174125j -0.000127724-0.0347857j 0.0265754-0.015431j -0.00387354+0.00770756j 0.0191367-0.00598222j 0.00824305-0.0189798j -0.00591504-0.000845108j 0.0279789-0.00598408j -0.00557726-0.00397621j -0.0104236+0.000789184j -0.00626387-0.00435589j 0.0138461-0.00206127j -0.0165325+0.01668j 0.0257528-0.0116402j -0.0115813+0.017387j -0.0150751+0.0107895j -0.00519209+0.0353089j -0.0051023+0.0197829j -0.00261779+0.0201979j 0.00772875-0.0248121j -0.0123721-0.0422939j 0.0100331-0.00698732j 0.00471074-0.00639378j -0.0188081-0.011091j -0.00163554-0.00236768j 0.0133643-0.0307048j 0.0138684-0.0114343j 0.0243169-0.00483766j 0.0162997+0.00698641j -0.0112-0.00335019j -0.00048207+0.0190383j 0.00552149+0.00606355j 0.00684409-0.0361969j 0.00853445+0.000331483j -0.00248567-0.0123347j 0.00321205+0.0050144j 0.00232043+0.0165052j 0.00271138-0.0109075j -0.0145244-0.00184484j -0.00829931-0.00421026j -0.00198218-0.000279226j 0.02121-0.0191088j 0.006852+0.00127042j 0.00449759+0.0146426j 0.0152767+0.0204898j -0.0143145+0.00456743j 0.00336645-0.0104415j 0.0183669-0.000859529j 0.00104747-0.00116051j 0.0180271-0.0036888j 0.00055241+0.00596269j -0.0079002+0.00880056j -0.0167762-0.00205273j -6.07008e-05+0.00105114j -0.0227827-0.00901251j 0.00854213+0.0326506j -0.011978+0.00991218j 0.0158025+0.00324862j -0.00734647+0.00247481j -0.0195016+0.0203934j -0.0129749+0.0340745j 0.0197678+0.0105865j 0.0078115+0.00897996j 0.00945872-0.00596053j 0.0134546-0.00533797j -0.00470773+0.00569127j 0.00354558-0.000745276j 0.00339612+0.0314383j 0.00600878+0.0042952j -0.0113145-0.0059176j -0.00380901-0.000454191j -0.00510293+0.00627797j 0.0091402-0.0148905j 0.00824064+0.00620604j -0.00497959-0.00153043j -0.00429162-0.00171591j 0.0134112-0.00090832j 0.00696166-0.00338013j 0.01119-0.0152487j 0.0019642-0.00406752j -0.0150382+0.00741262j -0.00495915+0.000990117j 8.74934e-05-0.00199651j 
-0.0105333-0.00971589j 0.0121426-0.00277816j 0.00580284+0.00228446j 0.0185113-0.0116973j -0.00842601+0.00810224j -0.0144172+0.03568j 0.000468531-0.000992249j 0.00618892+0.0202605j 0.00580308+0.0133509j 0.00477699-0.0129583j 0.0203622+0.00909302j 0.0133667-0.0162568j 0.0022847-0.000786113j 0.00582305+0.0124905j -0.0151083+0.0157453j 0.00637392-0.00316513j -0.00732255-0.00521351j 0.0231754+0.00267735j 0.00346286-0.00941432j 0.00260377-0.000606576j -0.00181536+0.0025189j -0.0178703-0.00685824j -0.015898+0.00110505j -0.0155077-0.00575501j 0.00927745-0.00325202j -0.0281859+0.00732402j 0.00483709-0.0141207j 0.0224266-0.000376821j -0.0235271-0.00868135j 0.0120882+0.018924j 0.0133237+0.0108558j 0.00741118+0.008763j 0.0109267-0.0164668j -0.0114012-0.00663814j 0.0278521-0.00805205j 0.0204311+0.0101015j -0.0129027-0.0185307j 0.006295+0.0115725j -0.0133144+0.000756521j -0.0044853+0.00401921j 0.0226115+0.00917904j -0.00906817-0.0114122j -0.00096833+0.00135927j -0.00100591-0.0110152j -0.00147585-0.00351608j 0.0279687+0.00168768j -0.0102192-0.00916792j -0.0185703+0.00695859j -0.0205541+0.00901982j 0.00331871-0.00272763j -0.016551+0.00494273j -0.00438057+0.0063927j 0.0124489-0.00227964j 0.00631086-0.0058434j -0.00784375+0.00279539j -0.00148102-0.00946029j 0.0114693+0.0235533j 0.0319597-0.0168247j 0.00625581-0.02337j 0.0200168-0.00682505j 0.00668073-0.0134812j 0.00347246-0.00611123j 0.011422+0.000890243j -0.0032278-0.00689337j 0.0165294-0.0203935j 0.00768287+0.00686299j -0.0247969-0.0147328j 0.00410328-0.00347052j 0.00940976+0.0083817j -0.00549295+0.00585935j -0.00475081-0.0152213j -0.0224681-0.0111305j 0.000587906+0.00276921j 0.00511986-0.0134993j 0.0185684-0.00312626j -0.000857125+0.0144451j -0.000868496-0.00333326j -0.0132892+0.0111406j 0.00200653-0.00550438j -0.00282202-0.00271199j -0.00864384-0.00686123j 0.0197753+0.016855j -0.00871911-0.0176844j 0.00612592-0.00924662j 0.00371269+0.0239318j -0.00491956-0.0294277j -0.00605507-0.00419368j -0.00986571+0.0222949j 0.0036173-0.00818023j 0.00454506+0.00989071j 0.0190529-0.00312055j -0.00828152-0.017713j 
0.0308762-0.00482891j -0.0111282+0.00714439j 0.0048232-0.0085597j 0.0108112+0.0141847j 0.0165361+0.000627287j 0.0135639+0.0116122j -0.0201361+0.0125354j -0.0280056+0.0180819j -0.0132555+0.00437907j -0.0121058-0.00509657j -0.0093454-0.0119503j 0.00608638+0.00740474j -0.00202706+6.16475e-05j 0.00482025+0.0191617j 0.00150173-0.00334958j -0.0207194+0.00594402j -0.0163718+0.00126337j 0.000476074+0.00120388j 0.00589185+0.000238184j -0.00195111+2.14408e-05j 0.00881131+0.00661006j 0.0191609+0.00466662j 0.00266507-0.0124236j 0.00372741-0.0115649j 0.000159932+0.0130902j -0.00682536-0.0309587j -0.013848+0.0180446j 0.0131259+0.0232126j 0.0202197-0.00906661j -0.0195836+0.0272744j -0.00119881+0.00251665j 0.0065852-0.00157203j 0.00195035-0.00459703j 0.0096478+0.0139036j -0.000403875+0.0132302j -0.0149698+0.0147536j -4.02564e-06+0.00287067j 0.00172066+0.000253401j 0.00884135+0.0149317j 0.00239136-0.00679948j -0.0120928-0.007912j 0.00569779+0.00154075j 0.00400368+0.00100669j -0.00123425+0.00433365j 0.00807637-0.0138336j 0.00781067-0.00728631j 0.00206671-0.00582306j 0.00732244+0.00738492j 0.0112309+0.00692015j 0.00248174+0.000473894j -0.00391078+0.0083829j -0.00952457+0.000357724j -0.00602994+0.00328003j -0.00020365+0.00231054j 0.00658563-0.00725117j 0.00319492-0.00711561j -0.00705903-0.00398265j -0.00111386+0.00272771j 0.00864654+0.00783672j -0.00448609+0.0173636j 0.00851272-0.00409405j 0.00374566-0.00188952j -0.0193868-0.0173168j 0.00876086-0.00755671j 0.00268806+0.00891187j -0.001991+5.85555e-06j 0.0111328+0.00475235j -0.0101539+0.00706442j 0.0139386+0.0034464j 0.00469742-0.00959781j 0.00296669+0.00373871j 0.00143366-0.0121426j -0.00583605+0.00372462j 0.000362902+0.00148352j -0.00605393+0.00653165j -0.00232031+0.0147851j 0.000593921-0.0151456j -0.00346889+0.00819758j 0.00225426+0.0114853j 0.00712966-0.00408602j -0.00331123+0.015751j -0.00989168-0.00220401j -0.0102463+0.00202923j -0.000437089-0.0114394j -0.00647847+0.00940688j -0.00576049-0.00233301j 0.00677432-0.0117057j -0.00930014+0.0114673j -0.0010088-0.0052304j 0.000642122+0.00576462j -0.0221056-0.00783685j -0.00606454-0.00631625j 
0.0168669-0.0274412j 0.000166533-0.000438457j 0.0146344+0.00689052j -0.0257254+0.0140431j -0.00529514+0.00910594j -0.0086881-0.0317383j 0.00677078+0.00899587j -0.000668993-0.0214139j 0.0109638+0.0169029j -0.00800285+0.0344126j -0.0191365+0.00660567j -0.000201998-0.0102389j -0.0162882+0.0142103j 0.0139312+0.00978057j 0.00638274+0.0114834j 0.0158194-0.00392128j 0.0103116+0.0104639j -0.000402825-0.00139195j 0.0105522-0.00757232j -0.0076366+0.00245521j -0.0154456-0.0233033j 0.00482611+0.0192375j 0.00287272-0.00436347j -0.0202125+0.0119944j -0.0168035+0.00863096j 0.0465912-0.0345207j 0.0271059+0.00556673j -0.00649092+0.0364276j 0.0207433-0.0128463j 0.00105736-0.0105869j -0.00467127-0.010943j -0.0131362+0.00695763j -0.0177152+0.0226548j -0.0146844-0.00828673j 0.0018546+0.00598745j 0.00781129+0.00413014j 0.00591069-0.00398255j -0.00625148+0.00443286j 0.00556355-0.00283073j 0.00270335-0.009627j -0.0322091+0.00350889j 0.0280553+0.00119513j -0.00741538-0.00305376j 0.000721561-0.00681588j -0.00667505+0.00678182j -0.00118894-0.00262904j -0.002251-0.0112016j 0.00360295-0.0292325j 0.0134007-0.00754491j 0.00695029+0.00624575j 0.0280341+0.0129011j 0.00340545+0.0105085j 0.00399433+0.0283014j -0.0300402+0.0113917j -0.00115733-0.014242j 0.00178437+0.0055665j -0.00906958-0.0237088j -0.0322944+0.015122j 0.0188744-0.000665029j 0.00429748+0.00622058j -0.0119367-0.0101307j 0.0137938+0.00884179j 0.000759482+0.0113102j -0.01076-0.00605419j 0.00627055+0.00436392j -0.00181629-0.0162217j 0.0251858+0.0221549j -8.25318e-05+0.00339179j -0.0202899+0.0186882j -0.00763477-0.0108212j 0.00275479+0.0238859j 0.0142497+0.026801j 0.0038032+0.0094653j 0.00463946+0.00581452j -0.0170556-0.00823323j 0.00579683-0.001737j -0.0045514+0.00689166j 0.0168893-0.00859691j 0.00814585-0.00169558j -0.000674155+0.0194388j 0.0169914+0.00376301j 0.00343301-0.00953861j 0.00111802+0.00894247j -0.00914796-0.0092252j 0.00166212-0.0101362j -0.00176248+0.0140978j 0.00196626+0.0122529j 0.0189535-0.01052j -0.0045499+0.00950126j -0.00563534-0.0130495j -0.0068893-0.00929353j -0.00247153+0.0120963j 
-0.00367068-0.0177132j 0.0150829-0.00325055j -0.00442728-0.00427253j 0.0141281-0.0190138j 0.0101713-0.00985618j -0.000400105-0.00566099j -0.0120064+0.00963384j -0.000612232+0.0129653j -0.00742115-0.00961343j 0.00680443+0.0152801j 0.00302684-0.0285627j 0.0102671-0.00148975j -0.014507+0.0143074j -0.00828857-0.0110105j 9.65249e-05+0.0141198j 0.0111669+0.00431071j 0.00786942-0.00284369j -0.00129949+0.00867406j 0.0101614+0.00475347j -0.00313873-0.00365534j -0.00372034+0.00316233j 0.00943366+0.00205626j 0.0181823-0.00459048j 0.00261975+0.00284377j 0.00185746+0.000207785j 0.00295117+0.00442155j -0.0113777+0.0236074j -0.0193073+0.0105898j 0.0192232+0.00356135j 0.00803189-0.0112729j 0.00423339-0.0224522j -0.0258132-0.034443j 0.0115273+0.00112037j 0.0128564+0.0055641j -0.00884934+0.00187625j -0.00346349+0.010893j -0.00692092+0.000770543j -0.000945269-0.00135301j 0.00552337+0.0171299j 0.00608594-0.00413501j 0.0211213-0.0210824j -0.00348804+0.0054601j 0.0147953-0.00542421j 0.00617963+0.00170353j -0.00466761-0.00954173j -0.00784863+0.0147231j 0.00774797+0.00214469j 0.0229699+0.0083j 0.00877584+0.00539696j 0.00063613+0.00169642j -0.00148294-0.00405013j -0.00619216-0.00564273j -0.00497133-0.00365253j 0.0073654-0.00459211j 0.00726792+0.024094j -0.00485876+0.00429059j -0.000852196-0.0141987j -0.00601491-0.00254352j -0.0126012-0.00148284j -0.0036341-0.0114506j -0.00313499-0.00248822j -0.00377281+0.00314329j -0.00347928-0.0116436j 0.00791567-0.00255917j -0.0155071+0.0181358j -0.00811443+0.0267244j 0.0369696+0.00481257j -0.020959-0.00417523j 0.0116966-0.00674134j -0.00966999+0.0245247j 0.00314038-0.00375625j 0.0136584-0.00108443j -0.0133338+0.00641384j -0.0146696+0.00188768j 0.00969221-0.0024826j -0.00950707+0.00575401j 0.00414172+0.0028537j 0.00272266-0.00699199j -0.00566307+0.00944226j -6.54638e-05-0.00766489j 0.000444847+0.00499319j -0.0134599-0.0193608j -0.000702696+0.0100032j 0.00253981+0.0191921j -0.00184208-0.0157621j 0.0137181+0.0204972j 0.00944826+0.00225223j 0.00499614-0.0227507j -0.00482978-0.00657923j -0.0063929+0.000748191j -0.0127882-0.000502725j 0.000322099+0.000391905j 
