-0.109719-0.04327j -0.0893515+0.0264018j 0.0123306+0.081107j 0.034663+0.0516769j 0.00553318-0.0173219j -0.00420781-0.00928238j 0.0585697+0.0424719j 0.0516931-0.0148583j -0.0189852+0.0359188j 0.00376898-0.095341j 0.0081267+0.0699073j -0.00177505-0.00174344j 0.0411027-0.0210695j 0.0295997+0.00379925j 0.0602346-0.00305593j 0.0049493-0.00373198j -0.0254317-0.0411495j -0.0417758-0.0483478j 0.013815+0.0450345j 0.00909944+0.05542j -0.0145961-0.00850476j -2.00481e-05-0.0434341j 0.0409644+0.00775584j 0.01593+0.0472802j -0.0215134+0.0133378j -0.0111253+0.00447492j -0.000823691-0.00816415j 0.00948442-0.0427418j 0.0188417-0.0143878j 0.0142437+0.00301392j -0.00481757-0.0437845j -0.0113337-0.0443229j -0.0838426+0.0930865j -0.0198825-0.014296j -0.0251458+0.0263235j 0.0129843+0.0235967j -0.0253634+0.0133598j 0.077499-0.0521845j 0.0730263+0.0548201j 0.0227097+0.0127543j 0.0345279+0.0592812j 0.0559049-0.0458784j 0.134466+0.0374424j -0.0707067+0.0589079j -0.0193651-0.0648129j -0.120296+0.0250437j -0.052473+0.00177777j -0.0128573+0.0547703j 0.0522238+0.00778302j 0.00609493+0.0380294j -0.0391513-0.00537286j -0.00765489+0.0280053j 0.0901793+0.0588977j -0.0912678+0.0755777j -0.0827017+0.0180552j -0.00175374+0.0999511j -0.0983679-0.0373996j -0.0306598+0.00604226j -0.145348-0.0883692j -0.0264909+0.0080713j 0.101694-0.0680922j -0.0807506-0.0373573j 0.00315612+0.0834824j 0.0709317+0.0308623j 0.0225041-0.0890185j -0.0562501-0.00258746j 0.0443952-0.215283j -0.243088-0.0816056j -0.220521-0.290069j 
0.00550038-0.071931j -0.00774731+0.0184291j 0.00308155-0.0136788j -0.00425225-0.00554773j 0.0108494-0.0215131j 0.0124312-0.0101775j -0.00237894-0.00318754j -0.00687246-0.00597833j 0.0142589-0.00652609j -0.0161948+0.00699795j 0.0179549-0.0220134j 6.27769e-05-0.0069928j -0.00783784-0.00272583j 0.0373065-0.00680235j -0.0180676+0.00233579j 0.040143-0.0144028j -0.036618-0.0724432j -0.0715643-0.000358818j 0.057271+0.0362834j 0.0230788+0.0176888j 0.0308698-0.0333545j -0.00756192-0.0185781j 0.0138848+0.0159227j 0.0181471+0.0424257j 0.0501855+0.0262712j -0.00433841-0.00194177j 0.0208151-0.0782407j -0.0474318-0.00717416j 0.0212391-0.0144089j 0.0384004-0.00338329j -0.0398981-0.00715049j -0.0212881-0.0230599j 0.0183762-0.00457671j -0.00822416-0.0219123j 0.0753037-0.00592628j 0.0317418+0.0213346j 0.0225063-0.0162117j -0.0114444-0.031136j -0.0699037-0.0165408j -0.0161812+0.036025j 0.0318461+0.0187125j 0.0345511-0.0244737j -0.0253424-0.0488447j -0.0122003-0.0646213j -0.0207631+0.012386j 0.0190532-0.0173444j -0.0139379+0.0246708j 0.00307837-0.00717385j 0.0564013+0.000206208j -0.0507559+0.0263991j -0.0217884-0.0407756j -0.0367213-0.064978j -0.0605705-0.0272877j -0.0305925-0.0473414j 0.00520605-0.0361436j -0.0431189+0.0178124j -0.0229593-0.0501676j -0.117283+0.0270538j -0.00142037-0.0123986j -0.0523254+0.0697692j -0.0370874-0.117191j 0.0304008-0.0896583j -0.0719307-0.0097469j -0.0517143-0.015414j 0.0071173+0.0701364j 0.0130745+0.0424533j 0.0217453-0.0199677j -0.00566093+0.0675575j -0.0656167-0.0662069j 
-0.0132061+0.0386239j 0.0298405+0.000883929j -0.00580262-0.00723772j -0.0293847-0.0173232j -0.00159661+0.0109398j 0.00872606-0.0138619j 0.00598721-0.0185519j -0.0106664+0.0238535j 0.0186251-0.022071j 0.00106838-0.0159249j -0.0317425-0.0122327j 0.0116902+0.00917475j 0.0109073+0.00474581j 0.00986264-0.00408639j -0.000666422-0.0176942j 0.00584567-0.00561144j 0.0258175-0.00932432j 0.0226502+0.0050251j -0.0140866-0.00680362j -0.00668561-0.00111902j 0.00375635+0.0105647j 0.016533+0.00166907j -0.0110989-0.00141947j -0.0217095-0.0113898j -0.0177409+0.00829428j -0.0120114+0.00227937j 0.0132199+0.0174046j 0.0184445-0.0137657j -0.0173348+0.00954502j -0.00433872-0.00606485j 0.00929552+0.0144022j 0.0106386+0.0334025j -0.00294246-0.0182759j -0.0126118-8.96419e-05j -0.00572976+0.0116774j 0.00498654-0.00812121j -0.00142091+0.0103834j -0.0119139-0.0105537j 0.0353182+0.00718192j 0.0258143-0.0197321j -0.0150565-0.00496329j 0.00202628+0.00615206j 0.011668-0.0267326j 0.0247398+0.00610318j 0.000247016-0.00401112j -0.00279518-0.0130636j 0.0113466+0.0087021j 0.00215306-0.00584794j -0.025491-0.0304003j -0.00083897-0.00285771j 0.0320227-0.0107958j 0.019664+0.0458024j -0.00626938-0.00606785j 0.0102799+0.00694431j 0.0348186+0.00274513j 0.00784831-0.0078202j -0.00153723+0.00712942j 0.00169398+0.000170923j 0.00829134+0.00638586j 0.00721084+0.000362853j 0.0054171+0.0263444j -0.0133551+0.0254005j 0.00295147+0.00572897j -0.00108996-0.00512827j 0.000512426-0.0138215j 0.0113493-0.00371508j -0.0241855+0.00124539j 0.0102718-0.00240688j 0.00898716+0.0136791j 
-0.0154525+0.00965819j 0.0047721+0.0028837j 0.00210316-0.00651412j -0.0154555+0.00704132j 0.0191561-0.0123091j 0.0104462+0.0106029j -0.0256382-0.0181232j 0.0052811-0.0138981j 0.00258136+0.0168765j -0.000723286-0.00199235j 0.00411069-0.00895424j -0.00794308-0.0264278j 0.00302758-0.00279247j 0.0115748-0.0024182j -0.00938603+0.00699866j 0.0182822-0.00261006j -0.0108821-0.0233461j -0.0081004+0.0173032j 0.0186124+0.00812755j -0.0188965+0.00942609j 0.00744893-0.00642721j 0.00652994+0.0234368j 0.00261799+0.00734914j -0.0126942+0.00316015j 0.0201582+0.00942747j 0.000986355-0.00854223j 0.0110992-0.0102888j 0.00976784-0.00858412j -0.0174332-0.0101072j 0.0155545+0.0102317j 0.00116788+0.00347398j -0.00221434+0.0153862j -0.00997669+0.0016677j 0.0144952-0.0021043j 0.014457+0.0123064j 0.0214877-0.00985959j 0.00184237+0.0151298j -0.000928921-0.0162302j -0.0143943+0.00659526j -0.00661385-0.0114345j -0.0202864+0.00652423j 0.0196416-0.0214583j -0.00382574-0.0152158j -0.0199631-0.013422j -3.15824e-05-0.00341249j -0.0150702-0.0212232j 0.00522936-0.000158379j -0.00555736+0.00315901j -0.00399835+0.00202276j -0.00159891-0.00226609j 0.00666053-0.0188352j -0.0100541+0.00964177j 0.0129174-0.00365593j -0.0129324+0.0137502j 0.00714998-0.01264j -0.000152368+0.0112874j 0.0192282-0.000152403j -0.0193259+0.0180166j -0.00515112+0.000901104j -0.0176575+0.0107745j -0.00598838-0.00347526j 0.0039659-0.0180895j -0.0148779+0.0190592j -0.00683287+0.010193j 0.00926019+0.0302066j 0.0140817+0.0311786j 0.00564756+0.00473475j 0.000805805-0.00575745j -0.00515469-0.0216237j 
-0.0204503-0.0569003j -0.0737989+0.0623744j 0.0335426-0.0341948j 0.0194146-0.00670938j -0.00542878-0.00129223j 0.0217267+0.0165966j 0.0049901+0.0232936j 0.021903-0.0176629j 0.00767687+0.0089316j -0.0229879+0.0101842j -0.0142564+0.00141108j -0.00657403-0.0154402j -0.0357763+0.0175761j 0.0348667+0.00893515j -0.0172605-0.00883401j -0.0307155+0.00965339j -0.0308046-0.0699515j -0.054183-0.0497655j 0.0212618+0.0305896j -0.067645+0.0567794j 0.0279485-0.06859j 0.020353-0.0202643j 0.016081+0.0044238j -0.0356762+0.0360704j 0.0802091-0.0465764j -0.0151639-0.00909139j 0.0365913-0.00267681j -0.0070051-0.0261095j 0.020151-0.0101174j 0.0288493+0.00119347j 0.00441234-0.029444j 0.0663472-0.0234336j -0.00368896-0.0174889j 0.0197794+0.0209279j 0.0106595+0.0141553j 0.00248788+0.0070613j -0.00334497+0.0177907j -0.0047074-0.0273477j 0.073096+0.0189059j 0.0753826+0.0203981j -0.00986995-0.0304724j 0.0871238-0.0394146j 0.0160648-0.0363854j -0.0414037+0.0312013j -0.0249299+0.0528924j 0.071329+0.0102204j 0.00340352-0.0297375j -0.0193837-0.00111281j 0.0129907+0.0646163j 0.0246653+0.00571953j -0.014248+0.0379748j -0.0108948+0.0412942j 0.0600175-0.0489895j -0.0752618-0.0189863j -0.0445714+0.0211203j 0.0116228+0.00540719j 0.051133+0.0193439j -0.0215263+0.0513777j -0.0117378+0.0241355j -0.00421681+0.0434241j 0.0272416+0.00489628j -0.0221837-0.00954328j -0.171267+0.0111314j 0.00248415-0.00190678j 0.0537286+0.0120632j 0.0209653+0.0409984j 0.0571689-0.0369943j -0.0593896+0.0265435j -0.0672376-0.0625981j 
0.0158606-0.0434306j 0.00608261+0.0107209j -0.00431522+0.02268j -0.0091735-0.000913411j 0.000519109-0.00361634j -0.0120873-0.0160253j 0.0252361-0.019465j -0.00738801+0.0155467j 0.0107269+0.0356771j -0.00786702-0.0330838j 0.000907334+0.00643195j -0.00951327+0.0102401j 0.0109794-0.019975j -0.004426-0.0148531j 0.00622965+0.00289925j -0.0191923+0.0115436j -0.00892768+0.020181j -0.0293379+0.0564151j -0.0127159+0.01686j 0.0345528+0.0166438j 0.0470045+0.0248698j -0.0205969-0.0230806j -0.0148628-0.0294832j 0.0108968+0.0127243j 0.00994941+0.00917692j 0.0197249+0.0054526j 0.00512677-0.0170635j -0.0025844-0.00410358j 0.00717283-0.00783004j 0.010445+0.0305425j -0.00831779+0.00114484j -0.00877864+0.00237997j 0.0793313+0.01192j 0.000299637+0.0143266j 0.0130047-0.0113907j -0.00488478-0.0116325j 0.0346062-0.0176054j -0.0294749+0.00262977j -0.0188212-0.0040531j -0.000666071+0.00542113j -0.00833431+0.0205727j -0.028965-0.028099j -0.0277557-0.0363961j -0.0124141-0.0105649j 0.0283391+0.0276424j -0.0193768-0.00870303j -0.00526248+0.0090072j 0.0128209+0.0128394j 0.0324821-0.0226546j -0.0229205+0.0334337j 0.0313535-0.0668481j 0.0291088-0.0555491j -0.0568324-0.0411383j 0.0203785-0.0485716j -0.0189718-0.0339459j -0.012947+0.00792733j -0.0277299-0.0448043j -0.031636-0.00797114j -0.0673833+0.0190192j -0.024194-0.0139973j -0.0117836-0.0920351j 0.0522561-0.0162098j -0.00752546-0.0071008j -0.0222481-0.00536918j 0.0326811+0.0125622j 0.0432398-0.0190329j -0.0256611-0.0123695j 0.00871729+0.0122215j -0.00421427-0.0185452j 
-0.0459435+0.0659788j -0.0146494-0.00293867j 0.000289926-0.036151j 0.0126934+0.0188279j -0.0163379+0.031j 0.00847696+0.0498028j -0.0298745+0.059454j 0.020524-0.0333589j -0.001418-0.0216742j -0.0105672-0.00824178j 0.0115337-0.00319824j 0.0244042-0.0283032j -0.0332041-0.00278394j 0.00393303+0.05941j -0.0304565+0.017564j 0.0781062-0.0660836j -0.0478659-0.0397038j 0.0600436-0.080653j -0.019643-0.0211543j -0.00956095-0.101038j -0.0697191-0.0149303j 0.0318657+0.0148604j -0.00447964+0.0765892j 0.0240554-0.0477954j -0.0685435-0.0368522j -0.0180858+0.00370527j -0.058374+0.010337j -0.00161604-0.00413184j 0.00124217-0.00770183j -0.0571966-0.0103828j -0.0100505-0.0206874j -0.00137605-0.00042914j -0.0717987-0.0162415j -0.0263403-0.0281775j 0.0193892+0.0573943j 0.00340722+0.0394221j -0.0173857+0.0108031j 0.0815313+0.0209285j 0.0020871-0.0648833j 0.00767628-0.0336563j -0.0168724-0.0475068j 0.0180389+0.0473288j 0.048831+0.0982071j 0.0436767+0.0101802j -0.0067362-0.0969222j 0.0314366-0.0367729j -0.0206484-0.0207552j -0.00163471+0.0130435j -0.0677228+0.0569412j 0.0261839-0.0594227j -0.089626+0.0665744j -0.0357651+0.0621936j 0.0851125+0.124315j -0.025052+0.0328309j 0.0635632-0.00455462j 0.0168227+0.0133339j 0.0420985+0.066051j 0.0234612-0.000523389j 0.108996-0.0231819j 0.0301981+0.00623558j 0.00969188+0.149703j -0.108331-0.0219857j 0.0557631-0.0376968j 0.0375802+0.00276024j -0.0776839-0.0546035j -0.141476-0.000566194j 0.0277649+0.0765254j -0.0346164-0.00974014j 0.00498594+0.0247202j 
0.00954957+0.0471673j 0.0214373-0.0308688j -0.0231474-0.027641j 0.006986-0.0201583j 0.00259116+0.0029674j 0.0125843+0.0426943j -0.0237778+0.0322928j -0.0032099-0.0293831j -0.000811277+0.00349975j -0.0126999+0.0285368j 0.00586495+0.0039462j -0.0079597-0.0130085j -0.0193102+0.00967033j 0.00557572+0.0301582j -0.0207087-0.000133163j 0.0223251-0.00557908j 0.0410718-0.0104794j -0.0234809-0.0292107j 0.0195311-0.0377731j -0.0709409-0.0224933j -0.0978315-0.00759409j 0.031877+0.0392137j 0.000372818+0.0254383j -0.0134182-0.0183707j 0.0187056-0.0350908j 0.0100638-0.0304305j 0.0212312+0.0164372j -0.00512215+0.00529102j -0.0305115-0.00063544j -0.00564147-0.0168507j 0.0303686+0.00983916j -0.00606177+0.00609221j -0.0693229-0.0105871j -0.0143025-0.0152242j -0.0243531+0.00381058j -0.0224478+0.0160529j -0.0160922-0.00149718j 0.00407307-0.00125701j -0.00296936+0.0204363j 0.000158148-0.0088087j 0.0287175-0.0346625j 0.0102919+0.0198836j 0.0210977+0.0313914j -0.0057795-0.0154116j -0.0512448-0.0286943j 0.0151552+0.0231138j 0.0627713-0.0475328j -0.0440656-0.0516057j -0.0198197+0.0268865j 0.0433638-0.0663163j -0.0534937+0.0684455j -0.0350481+0.0806129j 0.0486591+0.0198707j 0.00623329+0.0996324j 0.0220914-0.0027078j 0.018515-0.0283276j 0.0443191+0.0718669j 0.0439458+0.00377688j 0.109556-0.0068051j 0.0474758+0.0170712j 0.00691918+0.0906553j -0.0194896+0.0399332j 0.000928802+0.00937301j 0.0231195+0.0244427j -0.0424524+0.0500021j -0.0228558+0.0420269j 0.0141667+0.00713039j 0.00815014-0.0167838j 0.0331249+0.041183j 
-0.0320382+0.063511j 0.0274828+0.0154918j -0.00281669-0.00943719j -0.00977316-0.0268138j 0.00557639-0.0196942j 0.00519282+0.0105651j -0.0485828-0.00168972j 0.0119588+0.00198465j -0.00842497-0.0163049j -0.0021044-0.0188753j -0.0371264+0.0101934j -0.0226885+0.034269j -0.0014512-0.0154505j -0.0024674-0.0360966j -0.0166153+0.0117603j -0.00797943+0.0388613j 0.0449695-0.0119893j -0.00861427+0.0599023j 0.0633399-0.0022833j -0.126221+0.0355793j 0.010422-0.0495568j 0.0242863+0.0104113j -0.0300029-0.0364368j -0.0439334-0.0110268j 0.0936009-0.0306741j 0.0349024-0.0519611j 0.0553071+0.0109669j 0.0215174+0.0263728j 0.00431594-0.000120951j 0.0622003+0.00655809j 0.0795679+0.0315046j 0.0431671+0.0249675j -0.00302151+0.00755442j 0.00334649+0.0131478j -0.0353205-0.0373446j -0.0655028-0.0599288j 0.0209359+0.00675449j -0.0710389-0.0272798j 0.0520955+0.029206j -0.00654333-0.00979144j -0.0132041-0.0186733j 0.00987462-0.0270757j 0.0164423-0.0479775j -0.0532061+0.0441363j 0.0324676+0.0497423j 0.0168776-0.0230225j 0.0747546-0.0260553j -0.0366099+0.0143634j -0.0401638+0.0224145j 0.0611106+0.00190009j -0.0288538+0.0565838j -0.00616182+0.0118363j 0.0787682-0.154328j 0.0476424+0.0884552j 0.0178026-0.0289149j 0.00840901+0.00651967j 0.0743655+0.0296726j 0.089127+0.0324651j -0.0342634+0.0164867j 0.0252009-0.0296427j 0.0135145+0.0353618j 0.0274589+0.00245445j -0.0660424+0.0121025j 0.0206082+0.0369916j 0.121305+0.0665442j 0.100874+0.0430039j -0.0202235+0.0184236j 0.0244141-0.00375212j 0.00586728+0.0283347j 
0.0179086-0.0730346j -0.00594012+0.0019744j 0.00989598+0.0446401j -0.00999583+0.00435852j 0.0140536-0.0142403j 0.00881444-0.0559592j 0.0292355-0.012048j -0.0223913+0.0152586j -0.00312112+0.0139446j -0.0138641-0.000810596j 0.0118818+0.00991764j 0.0145801+0.0100986j 0.000360721-0.011893j 0.0130766+0.003791j 0.00680398+0.00130134j -0.00883288+0.00216017j -0.00510236+0.000811444j -0.00167533-0.0187844j -0.0365384+0.050832j 0.115+0.0135178j 0.04166-0.000683943j -0.0365025-0.0157116j 0.00353735-0.00887819j 0.0260599+0.0315512j -0.0433866+0.0428773j -0.0104187+0.0111967j -0.0143577-0.0416188j 0.00490228-0.0160559j 0.00907675-0.000536172j -0.034554+0.00466393j -0.0384304-0.0111255j -0.0114709-0.0291926j 0.0417513+0.000856935j -0.0173996-0.009802j 0.0534933+0.02149j 0.0605428+0.0249488j 0.00324513-0.0446452j 0.021386+0.00440326j -0.0591928-0.0347795j 0.0042984-0.00227249j 0.0283028+0.0435503j 0.0198014-0.00963279j -0.0397494-0.0518816j -0.00557676-0.101186j -0.00883454+0.0140866j -0.0363888+0.0241823j -0.0692738+0.0514618j -0.0202191-0.0166267j 0.0569923-0.0728974j -0.100884+0.0219588j 0.0536496-0.0801148j 0.0210258-0.0577568j -0.101022+0.0601357j -0.0220269-0.0625277j -0.0347551+0.0217507j -0.0157845+0.00855898j -0.0981868-0.0867633j -0.116318+0.0162869j -0.0139902-0.00314335j -0.0604632+0.0211513j -0.0146824-0.0968788j 0.0399569+0.0254427j -0.00826598+0.0332785j -0.0436207-0.0160081j -0.0602268+0.0115855j -0.0181335-0.0173742j 0.0196717-0.0720049j -0.0164459+0.0117729j -0.0339035-0.0679852j 
0.00104866-0.0124935j -0.00952448+0.0350532j 0.0184693-0.00498844j -0.0375652-0.00484888j -0.00295091+0.025927j -0.00190201+0.00234512j 0.0196641+0.0137159j -0.00107822+0.000359152j -0.00192784-0.00741558j -0.000695741+0.00348965j -0.0138029+0.021232j -0.0027216-0.0167378j 0.0254035+0.0198009j -0.0247222+0.0178408j 0.0135702-0.00911078j -0.0391379+0.00467204j -0.00594446+0.0258937j 0.0237467-0.0353331j -0.0213856-0.0233673j 0.0128292+0.00279573j -0.00136324+0.0394841j 0.0019885-0.0195072j 0.0047611+0.0114345j 0.00514918+0.00750616j -0.0115186+0.00141991j -0.000834604+0.0252376j 0.0235542+0.0253021j 0.0114971+0.00014404j -0.00578226+0.0121387j -0.0103591-0.00742519j 0.0033554-0.0203188j 0.0043138+0.0273359j 0.0178048-0.0162225j 0.0140419+0.0136027j -0.0220131+0.00106641j -0.0190545-0.0319353j 0.0025435+0.0019408j -0.0142844+0.0242846j 0.0209874+0.0376045j 0.0360479+0.0193078j -0.012001-0.00613872j -0.0109212+0.00761375j -0.0112385+0.00415957j 0.0306227+0.0156947j -0.0129949-0.00295111j -0.0264413+0.00780678j 0.0226944-0.0307058j 0.0423935-0.0190766j -0.00161786-0.0029983j 0.0506105+0.00825901j 0.0365258-0.0142216j 0.0345722+0.000167702j -0.0420454+0.0291689j -0.0112307-0.07395j 0.00806626-0.000693127j 0.0264801-0.0326966j -0.00505875+0.0308467j 0.00237281-0.0397202j -0.0290583+0.016103j 0.0187338+0.00950503j -0.00855001-0.0323563j -0.00434382-0.00934817j 0.0343068-0.0239462j -0.00491424-0.0355996j -0.00847687-0.0666787j 0.000448789-0.0280463j -0.0409458+0.0109535j 0.0203566+0.00577719j 0.012222+0.0133991j 
0.0469051-0.0617521j -0.0149257-0.00814499j 0.00210305-0.0119352j -0.00313856+0.00802503j 0.0250325+0.0275588j 0.0109693-0.0014294j 0.0173297+0.0208447j -0.0196142+0.0187463j 0.015763-0.0138864j -0.0156813-0.0061883j 0.0124015+0.0213474j 0.00212047-0.024668j -0.00444545+0.00136837j 0.0031547+0.0412143j 0.0471099-0.00675338j -0.037357-0.0317612j 0.0182497+0.0187723j -0.00818129-0.0950695j -0.0331723-0.0104298j 0.0537827+0.0132181j -0.0584434-0.0065606j -0.0270864+0.0129451j 0.0329042+0.0141567j 0.0142273-0.00182472j -0.0411153+0.00323344j 0.0187855+0.019332j -0.00532024-0.0215449j -0.00662326-0.0324101j -0.0208583+0.00237715j -0.0518336+0.00824075j -0.0377572-0.0150702j -0.0326918+0.00362515j -0.0267183-0.0244773j -0.0122138+0.0167908j -0.00173885+0.0311582j 0.0427717+0.0226195j -0.0243986-0.0233083j 0.00747596+0.0739593j -0.0298733+0.0248587j 0.00749-0.00620829j 0.0377297-0.00114779j 0.0341764+0.0211878j -0.0394429-0.016673j 0.00315524-0.0882592j -0.0646607-0.0242123j -0.0273514+0.0670997j 0.0177905-0.0250353j -0.0175439-0.0396342j 0.0337747-0.0143108j -0.0365987-0.0354596j 0.0129163+0.00344841j -0.00864985+0.00804836j -0.0726878+0.135904j -0.0314472-0.051452j -0.0421244+0.0340054j 0.00975333-0.0581985j -0.0681662+0.0221856j -0.0534066-0.00694329j 0.0874136+0.00543321j 0.0175635+0.0418211j -0.0140721-0.0161226j -0.00467235+0.0705129j 0.00982913+0.0149574j -0.0133248-0.0322408j -0.132106+0.000636741j -0.0597885+0.00174132j 0.0133746-0.0517518j -0.00481156-0.0168501j 0.0181108-0.0115941j 
0.011452-0.000795083j 0.00961791+0.0208502j -0.00510488-0.00741989j -0.0366596-0.0178478j 0.0373774+0.0261207j -0.00983666+0.0400907j -0.00585822+0.0246661j -0.0412348-0.0181653j 0.000569618+0.0103965j 0.0292514-0.00587887j -0.0200201-0.0036375j -0.0463352-0.0259736j 0.041384+0.0203283j 0.00973527+0.00780373j 0.015725+0.0111295j -0.0144238+0.00320122j 0.0448326-0.0335724j 0.00291219-0.0758412j 0.0175071-0.0300903j 0.0144432+0.00413395j -0.0129772+0.0347891j 0.0341151+0.018287j 0.0105474+0.0199064j -0.00354693+0.00245523j -0.027348+0.0250735j -0.000636624+0.00660727j 0.0194394-0.00624711j 0.00515502+0.0173577j -0.013446+0.0138037j -0.0203225+0.00593438j 0.0298284+0.00594455j -0.0170062+0.0158539j -0.0230893-1.62539e-05j -0.00888434-0.00500231j 0.00746507-0.00717493j 0.0199114+0.018424j -0.000632431-0.0164946j 0.010857+0.00483647j -0.00805266+0.0364706j -0.0133801+0.0215117j 0.027046+0.0204929j 0.0242548+0.00149953j -0.0202417-0.0183827j -0.0351008-0.0789557j -0.11838-0.00777547j -0.0352287+0.0398974j 0.0196879-0.014385j -0.0248865-0.0807977j 0.0108566-0.0553098j 0.0244659-0.0844305j 0.0467288+0.0257139j 0.0294698+0.0127778j -0.0801314+0.0778735j -0.0112087-0.0240098j 0.00334146-0.0188519j 0.0178008-0.0264622j -0.0100636+0.005743j -0.0460576-0.0458922j 0.0411503-0.00226258j 0.0144129+0.0349783j 0.000171739-0.0272231j 0.0541669+0.00428349j 0.029793-0.0372114j -0.0325695+0.0043951j -0.0623786+0.0371534j 0.00414187+0.0446404j -0.016838-0.0133698j 0.0461094+0.0335344j -0.0121308-0.00870291j 
-0.00194995+0.0159965j 0.00919379-0.033237j 0.0134132+0.0322565j 0.0235106+0.0187226j -0.00143629-0.00820784j -0.0151076-0.044113j 0.0366386-0.0284419j 0.000703464+0.00228389j -0.007494-0.00492061j -0.00526929-0.0101025j -0.0199632-0.00621172j -0.0320076+0.0212884j 0.00232914-0.0485182j 0.00223527-0.00426965j 0.00351712-0.0182751j -0.0334331-0.00167073j -0.0126617+0.0616671j -0.0036915+0.0154677j -0.0184186+0.0162276j 0.00297802-0.00423841j 0.0184083+0.00197119j -0.0378696-0.0285143j 0.0245777+0.00209899j 0.0267712-0.0312646j -0.0186158-0.009701j 0.00563319-0.0103756j -0.0407591+0.000947595j -0.0108307+0.0144936j -0.0148121+0.00602238j -0.0183402+0.000240518j -0.0259191+0.00183112j -0.0173731+0.00369524j 0.0325158+0.000743629j -0.0102744+0.000358049j -0.00191219+0.0131266j 0.00844209-0.0115997j -0.0114029-0.0090227j -0.00520894+0.00554322j -0.0316223+0.00227066j -0.0190463-0.0199197j 0.0150083-0.00422238j -0.00725202+0.0202358j -0.019328+0.0223435j 0.0152637+0.036934j 0.0800945-0.0307867j -0.00159441-0.00880356j -0.0186527+0.0428404j 0.0389084+0.0709315j -0.00439713+0.0419853j -0.0905335+0.024544j -0.0339076-0.0612213j -0.0115308-0.0155047j 0.0445855+0.026616j 0.0275199-0.0185697j -0.0326867+0.0401025j -0.0469785-0.00868466j -0.0360217-0.057013j 0.024055+0.019311j -0.0153381-0.0126238j 0.0229936-0.012647j -0.00892918+0.00816275j -0.00484075+0.0217413j -0.025003+0.00394608j 0.0130529+0.00610145j -0.0153734+0.013809j -0.0322252+0.0133334j 0.00610992+0.00795035j -0.012952-0.0413568j 0.0054238+0.0190185j 
-0.0866692+0.0974344j 0.0244702-0.0350153j 0.0263294+0.0324185j 0.0352642+0.0647291j -0.0331931-0.00717762j -0.0188671-0.0791591j 0.0251164-0.0384279j 0.00552753+0.0470801j 0.00210488-0.0183118j 0.0084596+0.00302526j -0.0415418+0.0149688j 0.00768339+0.0451223j 0.0065252-0.0719476j 0.0058605-0.00478927j -0.00369634-0.0203289j -0.0553328-0.0176641j -0.0369331+0.129824j 0.0524874+0.0683463j -0.0782981+0.0464258j -0.01783-0.0566624j 0.0438999+0.0103237j -0.0240488-0.0497229j 0.0134993-0.00400199j 0.00743104-0.0513778j -0.0352884-0.0503113j 0.0329345-0.0387095j -0.0874763+0.024559j 0.0042584+0.0047339j 0.0288739+0.00797662j 0.0167596-0.016059j -0.0229731+0.0192144j 0.0100706+0.0097991j 0.0398053-0.0101619j -0.0264712+0.0250687j -0.0407053+0.0103179j 0.0124804-0.0364485j -0.02148+0.0325005j -0.0133904+0.00981884j -0.0488973-0.0663812j -0.0154428-0.0569506j -0.00918516-0.0595446j -0.0406165+0.0858363j -0.00325924+0.0432101j 0.0710072+0.138369j 0.214591-0.0719641j 0.0293626-0.0547461j -0.0368657+0.0949426j 0.0798157+0.157677j -0.0672721+0.105139j -0.147954+0.0507711j -0.0946109-0.0822181j -0.0404805-0.0580521j 0.167791-0.0141547j 0.0897868-0.0452791j 0.00638883+0.0571651j -0.0941021+0.0105686j -0.032265-0.0900334j 0.124459+0.0801173j -0.0498103-0.0365304j 0.0761932-0.0429462j 0.00370124+0.106733j -0.0661257+0.0329816j -0.0439416+0.0141688j 0.0721864+0.010326j 0.0379935-0.0176942j -0.0598355+0.0146591j -0.0160032+0.0846994j -0.0297827-0.0521264j -0.0049288+0.0745265j 
