-0.0097856-0.00825388j 0.0108664+0.00260929j -0.0258552-0.004672j -0.0013358+0.00227186j -0.00672805-0.00568894j -0.0195615+0.00935021j -0.0045082+0.0136141j -0.0187473-5.1734e-05j -0.00993841-0.0102732j -0.00824183-0.0200228j 0.00206126-0.00725134j -0.0216909-0.0184029j 0.0108402+0.00138481j -0.00627945-0.013321j 0.000581166-0.0285037j 0.0287769-0.0104067j 0.0121963+0.0104427j 0.017475-0.00521175j -0.00179236+0.000716908j 0.0112124-0.00225456j 0.0127669-0.00374452j 0.0072936-0.00274803j 0.00674706+0.00620301j 0.00380476+0.0086907j -0.0137244+0.00948752j -0.0213989+0.000926683j -0.0135134-0.004569j 0.00575809+0.00408518j 0.00446056+0.000176981j 0.0128903-0.00301885j -0.0213322-0.00345519j -0.00710094-0.00410994j 0.0073002-0.00385827j 0.0135723-0.00431131j 0.0184433-0.00407333j -0.00648996+0.00219568j 0.0206735+0.00138462j -0.0315703-0.0052381j 0.00505524+0.00882247j 0.0121634-0.00799934j -0.0699654-0.0294641j 0.0146025-0.0510052j -0.0186432+0.038466j 0.0158669-0.00176515j -0.0213232+0.00905728j -0.0334284+0.01732j -0.00967355+0.00611767j -0.00648114+0.00782065j -0.0107589-0.0138452j -0.00105823-0.00231724j -0.00891981-0.00382509j -0.00929767-0.00500287j 0.0199959+0.00649869j 0.0132281+0.00320687j -0.00651995-0.0170505j -0.01014+0.00449061j 0.00281105-0.00529687j -0.0120878+0.00157586j -0.00700462-0.00617595j -0.00564723+0.000386532j 0.00989628+0.00149091j 0.014277+0.0140377j -0.0259869+0.00152898j -0.012502-0.00662055j 0.0153157+0.00466482j -0.0256074-0.00811783j -0.0836038+0.00315285j 0.0744809-0.00317702j 0.203286+0.00156946j 
0.00103423+0.00510698j -0.00541024-0.00518593j -0.0336927+0.00463855j 0.00571136+0.00412865j -0.00575091-0.00419138j -0.019698+0.000360773j 0.00697326+0.001201j 0.00570555-0.0135462j -0.00604969+0.0129874j -0.000934562-0.00117409j -0.0131702-0.000971366j 0.022977-0.0041414j -0.0235842+0.00700488j 0.00472107-0.00900753j -0.00613343+0.00632084j 0.0228111+0.000330146j -0.00784841+0.00261233j -0.0193042+0.0140864j -0.0024489-0.00993163j -0.00144718-0.0118647j 0.0414309+0.0155275j 0.0149711+0.00459917j -0.019029+0.0102484j 0.0158191+0.000792135j 0.0233012+0.0117067j -0.0279962+0.0157542j -0.00208593+0.00476655j -0.00185353-0.0244308j 0.00567095-0.014156j -0.00546795+0.0132604j -0.0178615+0.0169741j -0.00711927-0.0063312j -0.00780026+0.0111369j 0.0144254-0.00459905j 0.000895454-0.0127556j -0.0288196-0.0139196j -0.00353791-0.00566729j -0.0487529-0.0198282j 0.0153692+0.00581797j 0.00982624-0.00985968j 0.0205876+0.00951972j 0.00561431-0.000373366j -0.0119331-0.00311647j 0.0207779+0.00788715j 0.0167879+0.00422644j 0.00410157-0.00642249j -0.0168206+0.00388844j 0.0099728-0.000124816j -0.0824441+0.00572714j -5.08718e-05-0.00379143j -0.000207709+0.00240815j -0.0189447-0.00613018j 0.0336294-0.00164365j -0.0737355+0.00752841j -0.0214734-0.00221077j 0.0166073-0.00250258j -0.0311742+0.00204318j -0.0346925-0.00142966j -0.0015653-0.00422704j -0.0146425-0.00193321j -0.0287245-0.00404453j -0.0175443+0.00032609j -0.00574622-0.00298853j 0.0395453-6.7257e-05j 0.0319236-0.00207069j 0.011133-8.78068e-05j 0.0162495-5.41949e-05j -0.00344-0.000490101j -0.00800429+0.000516746j 
-0.00293499+0.000776783j -0.00283691-2.62041e-05j -0.0050629+0.00217482j 0.00363995-0.00238292j -0.0140505-0.00603719j -0.00539563+0.00654278j -0.0039109-0.00111216j -0.00478845+0.00233609j 0.00521468-0.000747534j 0.0123638+0.00588586j 0.00225605+0.000578874j -0.00139678-0.00247785j 0.00178765+0.000381471j 0.00251243-0.0046802j 0.000265267+0.000455041j -0.0018189-0.00307922j 0.00748361+0.00379274j 0.0162231+0.00532832j -0.00128812-0.00535226j -0.0105493+0.0091306j -0.0132048+0.00966374j 0.0101252-0.000367109j -0.0133615-0.00447229j 0.0135527+0.018173j 0.0126929-0.00319766j -0.0167095+0.0136164j -1.16807e-05+0.000617069j 0.00307896-0.00457734j -0.00333887+0.00177197j 0.00190099+0.011774j -0.00762559+0.00347827j -0.0111189+0.00275969j -0.00340252+0.00620391j -0.00167501-0.00605762j -0.0121308-0.00499663j -0.00228461-0.00340545j -0.00748187-0.00055492j -0.00845776-0.000279687j -0.00208841+0.00478936j 0.0245873+0.00518735j 0.0273169+0.000680828j 0.0221098-0.000249942j 0.0195968-0.0037506j -0.00633121-0.00111844j 0.0171964-0.00021522j 0.0366255+0.00352315j 0.00582933+0.00290816j -0.012203-0.00720837j -0.0119679-0.000439455j 0.0123533-0.00228865j -0.00732065-0.032426j -0.0302289+0.0282368j 0.015178-0.00869677j -0.0487652-0.00294775j -0.0387583+0.000988175j -0.0208016-0.00120174j 0.0123177+0.000640258j -0.0161802-0.00448892j 0.00774434+0.00316237j -0.0169158-0.0010187j -0.00427866+0.000266819j 0.00115893-0.00232869j 0.0125013+0.00348889j 0.0319454+0.000339606j 0.0205099-0.00314395j -0.0154216+0.000111897j -0.021889-0.00144835j 6.27095e-05+6.30479e-05j -0.00358671+0.000516173j 
0.0067076+0.00618033j -0.00932215-0.00297639j -0.0114223+0.00102652j 0.0123113-0.012153j 0.0165004+0.00112905j -0.00311206-0.00291869j -0.000985149+0.0057457j -0.00296877-0.0148308j -0.00921328+0.00868891j -0.00777394+0.00157043j -0.000668995-0.00291002j 0.018551+0.000215332j -0.0311455-0.00111823j -0.0030947-0.00428962j 0.00468315+0.00986995j -0.00928194-0.00295842j 0.0192016-0.00427709j -0.00978902+0.0152356j -0.021612-0.00795111j -0.00224339-0.0202262j 0.0614052+0.0136647j -0.00213317+0.0104877j -0.0140194+0.0339207j -0.00756525-0.00723692j -0.00332758+0.0233637j -0.0052826+0.0103174j -0.0043092+0.00280704j -0.0130638-0.0326394j 0.0163412-0.00587482j -0.0147068+0.0181814j 0.00457395+0.00449265j 0.0237607+0.00848175j -0.00162743+0.0241307j 0.00468595-0.0128595j 0.0241451-0.00728253j -0.011919-0.0149989j 0.0075728-0.00882892j -0.0190952-0.0101756j 0.0232465+0.0158567j 0.00271376-0.00908865j -0.0124146+0.00988717j -0.0129405-0.00243382j -0.017793-0.00229042j 0.033761+0.00812173j -0.00137709+0.0103534j -0.0150914+0.00650222j -0.0255484+0.0026337j 0.0584043-0.00795261j -0.0741173-8.55641e-05j 0.0137897-0.0102456j 0.0272113+0.00077422j 0.0474237-0.00682927j 0.0145239+0.000612045j -0.0727713+0.00928342j 0.0466532-0.00566058j 0.0760975+0.00263511j -0.0575171+0.00144045j 0.00795229+0.000181235j -0.0141896-0.00413593j -0.00891153+7.53534e-05j -0.00346515-0.00247507j 0.000141068+0.0013802j -0.0321598-0.00108392j -0.0014635+0.000810719j 0.025481-0.00149607j 0.0331119-0.000422909j 0.0202501+0.000235033j -0.00655357+0.000965735j 0.00679023+0.00136293j 
0.00228294+0.00554496j -0.0092099-0.00845022j -0.0197689-0.0234324j 0.00883808+0.0261281j 0.00154335+0.00978551j -0.0130084-0.0104193j -0.00210963+0.00531744j 0.00318167+0.0132281j -0.00250476+0.0175607j -0.00270673-0.00459016j 0.0042251+0.0216662j 0.0117402+0.000208975j -0.0140596+0.0229132j 0.00794578-0.00570426j -0.00245869-0.00343793j 0.0110025-0.0040861j 0.0174794+0.00340117j -0.0404572-0.0395952j 0.000843456+0.0294522j -0.0049009-0.0221196j 0.0096805-0.0413933j 0.00110517-0.0070088j -0.0140402-0.0069733j 0.000257214-0.0953082j 0.00983846-0.00146308j 0.00586264-0.0606469j 0.00336248-0.0241263j -0.00748805+0.0489953j 0.00229682+0.0316973j -0.00467442-0.0587333j 0.00293737+0.0178471j 0.00703036-0.0160523j -0.00509077-0.0206431j -0.000633719+0.028697j -0.00299368+0.0308678j -0.00901211+0.00289517j -0.00266243+0.0217508j -0.000338134-0.00144852j 0.00968633-0.0147766j -0.000545364+0.0155207j 0.00447194+0.0117158j -0.00518497-0.00677522j -0.00847798+0.00991115j -0.0114726+0.00507295j -0.00636376-0.0147749j -0.00419973-0.00946659j -0.0279193+0.0150731j 0.00936457-0.000492835j -0.0347342+0.00143998j -0.00796039+0.00682633j -0.0154359-0.00637071j -0.00870114+0.0134959j 0.00621296-0.00547557j 0.00877885-0.00714116j 0.0139662-0.00670495j 0.014716+0.000634335j -0.0206067-0.00300152j -0.023282+0.00756228j -0.019116+0.0106138j -0.00534975+0.0019628j -0.00925055+0.000190558j 0.00175209-0.000611234j -0.00912402+0.00237128j 0.0283014-0.00243055j -0.0438383+0.0098497j -0.0270275+0.00459989j -0.0014741-0.000279999j 0.000404098+6.23779e-05j -0.00199818+0.0001506j 
0.00248436+0.00141393j -0.00161517+0.00315493j -0.0277671+0.00867618j -0.00943987+0.000337984j -0.00151107-0.00553509j 0.021806-0.00117215j 0.00553721-0.000933114j -0.00476188-0.00795517j -0.00634967+0.00167696j -0.0154508-0.00245184j 0.00133918+0.001049j 0.000578374-0.00134655j -0.0140823-0.00751032j -0.00529443+0.00452604j -0.00634006+0.00268136j 0.000838614+0.0021417j -0.0211488-0.00431084j 0.00038738+0.00780307j -0.0173741-0.00461447j 0.0245666+0.0102219j 0.00469297+0.0112793j 0.0186661+0.00028234j -0.0121056+0.00517286j -0.019317+0.02476j -0.00297843+0.00303395j 0.00938886+0.0297233j 0.00358781+0.0034362j -0.0064498-0.0092123j 0.00479184-0.00336696j -0.00105459+0.0188958j 0.0139327+0.00415409j 0.00803528-0.00612207j -0.00214729-0.00666194j -0.00139494-0.00167234j 0.0154929-0.00865774j 0.011558-0.000285006j 0.00255945-0.00450673j -0.0112292-0.00999294j 0.000508305+0.00111552j -0.0191925-0.00712169j -0.0379541-0.0058093j -0.00972843+0.00437389j -0.00882448+0.00351823j 0.0241644+0.00725545j -0.00902233+0.00416993j 0.0163918-0.00225777j -0.0174575-0.00343108j -0.0455647+0.00365595j 0.0963676-0.00687622j -0.0149734+0.0010409j 0.0117376-0.0164899j 0.0275332+0.0147785j -0.0144491-0.00670145j 0.00674431+0.0015658j 0.042078-0.00349445j 0.0165817-0.00133238j -0.0147734+0.000140956j 0.0113492-0.0037847j -0.000688329+3.98407e-06j 0.0002183-0.0026609j -0.0130453-0.00127992j 0.0182654+0.0025296j -0.0317448-0.00319501j -0.00463092-8.00319e-05j 0.0183987-0.00257436j 0.00941037-0.00101853j 0.0426311+0.000754599j -0.00181022-0.000195226j 0.0103907-3.5888e-05j 
-0.00508595-0.00899407j 0.0308599-0.011002j 0.0106756+0.00434228j -0.0197411+0.0214396j -0.00658883+0.0120602j -0.0139817+0.00567106j 0.0292288-0.00875857j 0.0288152-0.0101276j -0.00493815-0.017512j 0.0224773-0.00967265j -0.0226764+0.0093709j 0.0153013-0.00739631j 0.0429482+0.00840805j -0.011213-0.00573466j -0.0155441-0.0102842j 0.0795562-0.00168232j -0.000528951+0.00890607j -0.0351159-0.00271938j 0.0157199+0.00441876j 0.0122931+0.0330336j 0.0389044+0.00651864j -0.0237582+0.00621914j -0.00337867-0.050525j 0.0109609+0.0618704j 0.00650043-0.0508651j -0.00704654-0.00532588j -0.0042057+0.00643068j 0.00586667+0.028267j 0.0128113-4.60949e-05j 0.00771861-0.00805897j -0.0367784-0.00164788j 0.00248708-0.00794068j -0.00171013-0.00859772j 0.015717+0.00981191j 0.00833026+0.00735287j -0.035822-0.00829073j 0.0112061+0.00858412j -0.0552078+0.00379634j -0.00546402-0.0299489j -0.0284132-0.0123944j 0.0207731+0.0108361j -0.0121892-0.0016777j -0.0190999-0.000759505j -0.0029528-0.0239028j -0.0035799-0.01456j -0.0477251-0.00972958j 0.0185638-0.00445478j 0.0249736-0.000849365j -0.081794+0.00519468j -0.00579009+0.00957883j -0.0112118+0.0049244j -0.00624264-0.00134805j -0.0059983-0.0022134j 0.0537501+0.00232023j -0.0366495-0.0011025j 0.0150009-0.00166916j -0.0165861-0.00124728j -0.0224321-0.0024677j -0.0112935+0.00156784j 0.0210437+0.00217865j -0.041911-0.00126344j -0.0602112+0.00340739j 0.040622-0.00767468j 0.0234603-0.000522104j -0.0299039-0.0011091j -0.0158218-0.000154433j -0.00465333+0.00176354j 0.00576024-0.00235277j -0.0277526-0.00226818j 
0.0287164-0.0126745j 0.00681646+0.004545j -0.0660104-0.00762994j -0.000171409+0.0154389j -0.0517359+0.00279294j -0.00891996+9.04327e-05j 0.0405945+0.0115862j 0.00715389+0.00591657j -0.0304842+0.00175656j -0.00930805+0.00609742j -0.0314509-0.00581756j 0.000165401+0.000308897j -0.0261323+0.00119791j 0.0432465+0.00286429j -0.0664525-0.00633289j 0.0966154+0.00381558j -0.0900939+0.0070871j 0.0178065+0.00636228j -0.0241872-0.00909119j 0.0199009-0.00430649j -0.00788975-0.0116917j 0.0208445-0.0111498j -0.0295904+0.00112345j 0.00472421-0.0173018j 0.0130166-0.00830879j -0.00986675-0.0131765j -0.0203286+0.000582992j 0.00441866+0.00669233j 0.0121186+0.000760344j -0.00397204+0.00081143j -0.00684003-0.0224031j 0.00379233-0.00900251j 0.0154895-0.0349478j 0.00867149+0.00680302j 0.0299704-0.0142194j -0.0156455+0.00753353j 0.0224149-0.0185643j -0.0448623+0.00346135j -0.0187164-0.0131673j -0.0478154-0.00192223j -0.00141614-0.0263271j -0.00777485+0.000207993j -0.00101017+0.00186471j 0.00525636-0.0139076j -0.0150761+0.000674809j 0.0370379-0.00939534j -0.0112068-0.00803312j -0.0638357+0.000921082j 0.131777-0.00631341j -0.00751357+0.000187691j 0.00892625+0.00441706j -0.00272402-0.00208966j -0.0128712+0.00424518j 0.00929643-0.00798306j -0.0308145+0.00725161j -0.00138723+0.000843657j -0.0313415-0.000440611j -0.0430788+0.000524436j 0.0132915+0.000632569j 0.0387675-5.33872e-05j -0.0557651+0.00331045j -0.0497783+0.000961412j -0.0230627-0.000361863j -0.0107623-0.000899127j 0.00161301+0.00185384j -0.0022177-0.000614889j 0.0311759+0.0020529j 0.00617193-0.00127777j -0.00600065-0.00328626j 
-0.0108196-0.0148539j 0.00434164-0.00337201j 0.0425346-0.00403323j 0.0380979-0.0250456j -0.0048849+0.0148839j -0.00140338+0.0128154j 0.0312236+0.00498484j 0.0128339+0.0117329j 0.0129532+0.00436022j 0.0187892+0.0025496j -0.0192993-0.0125496j 0.00180136+0.00952104j -0.014981-0.012881j 0.0092681+0.013975j -0.0290212-0.00714447j 0.0584902+0.000298363j 0.0167838+0.0109831j 0.0938835+0.0152579j -0.0181614-0.00908926j -0.0236678-0.0199571j -0.00259593-0.00137965j -0.0243685+0.013489j -0.0213198+0.029023j -0.0107537-0.0230753j -0.0141325+0.0120623j -0.0044449-0.0304391j -0.0173023-0.00766631j 0.0178596-0.0184848j 0.0128291-0.00120737j 0.0112417+0.029467j -0.0135791-0.0208131j 0.0058177+0.0151823j 0.0429886+0.0195825j 0.00080893-0.0102233j 0.0345478-0.00899245j 0.0164836-0.0127823j 0.0411415-0.00216294j -0.00450405+0.0151783j -0.0248441-0.00260067j -0.001459-0.0125614j 0.0360168-0.00640707j 0.0472149+0.00209288j 0.0543309-0.0116921j 0.00983057-0.0192388j -0.011608+0.0155329j 0.080879-0.00319044j 0.0980318-0.00556685j 0.0386864-0.00433218j -0.0164983+0.00815261j 0.0210316-0.00917486j 0.00948025-0.00454061j 0.00989749+0.00292331j -0.00631471+0.00299539j 0.0135897-0.0063629j -0.0633167+0.0190978j 0.0165149-0.00472799j -0.00593286+0.000554246j 0.00815015-0.00993632j 0.00292909+0.00421994j 0.0262454+0.000293648j 0.015786+0.00686062j -0.0736839-0.0102915j 0.0695136+0.0113905j 0.0201832+0.00314691j -0.00139061-0.001581j 0.00688622+0.00192083j -0.0810422-0.00168559j 0.00113127-0.000474135j -0.0286393-0.000146869j 
0.0054407-0.00461142j -0.00675257+0.0271919j 0.064075+0.0061656j 0.00481401-0.0151111j -0.0678411-0.0156837j -0.0122733-0.00648777j 0.00240087-0.000505465j 0.034608+0.0162282j 0.00456371-0.00308852j 0.0148329+0.00605519j 0.0258573-0.00372391j -0.0287186+0.00955722j 0.0690586-0.0284678j 0.0764314+0.0211415j -0.0259129+0.00363318j -0.0288514-0.0017316j -0.038931-0.0126367j -0.0565914-0.0098874j 0.00567568-0.013681j 0.00271743+0.00214765j 0.0058753-0.00052414j -0.0241137-0.0319304j 0.00199912+0.0314606j -0.0184665-0.00952997j 0.0113131+0.0182269j 0.0142671+0.023955j 0.00680397+0.00841045j -0.0155973-0.00421905j 0.00332541-0.00221686j 0.00698609+0.010277j -0.0116231-0.0104152j 0.0360832-0.0034262j -0.0114141-0.0228049j -0.00493769-0.00328584j -0.025078-0.00748113j -0.0144002+0.0291879j -0.0239324-0.0157023j 0.0478037+0.00286808j -0.00379556+0.0132205j -0.0204367+0.0144666j 0.013711-0.0280832j -0.0721593+0.00967229j -0.0140052+0.0104674j -0.0665546+0.0189618j 0.0182772+0.00868257j -0.115666+0.0193875j -0.0851813-0.0001541j -0.0387876+0.00927088j -0.0267886-0.00876385j -0.0177552-0.000417092j -0.0201807-0.00170029j -0.0248327+0.00199048j 0.0115813+0.00260743j 0.0622345-0.00496503j -0.0599312-0.00300708j -0.00341238+0.00512507j -0.0205222-0.00163094j -0.0295125+0.00443062j 0.0193925-0.00382422j 0.0415245-0.00158352j 0.0404761-0.0033733j -0.0695284+0.00694678j 0.0615067-0.00153634j 0.0284738-0.00354483j -0.000689942+0.00111915j 0.00973255-0.00368355j -0.117681+0.000889845j 0.0196564+0.00284692j -0.0206679-0.00164519j 
0.00828871+0.026208j -0.0396101+0.0070768j -0.0173483+0.0191916j 0.127601+0.0224992j -0.00543854-0.0214869j -0.022452-0.0453725j -0.0106307-0.00617481j -0.0079272-0.0220159j -0.00680609+0.00527523j -0.0226193+0.0135094j 0.0200391+0.00895991j 0.00138044+0.0118177j -0.125816+0.00468065j 0.0734436-0.0163382j -0.0310822+0.0252107j -0.00374192-0.00735652j 0.027406-0.0248355j 0.0155641-0.00779169j 0.00719734+0.0197535j -0.000920089+0.0133518j -0.0211592-0.00205123j 0.0116403-0.0190736j -0.0334425-0.0266898j -0.0201901+0.0196934j 0.00862813+0.00913113j 0.0161511+0.0449442j -0.00165895+0.00218433j -0.0271614+0.0124514j -0.00614292-0.00119189j 0.0119821-0.0317939j 0.0371897+0.0297561j 0.0264538-0.0202582j 0.0525289-0.016589j -0.0339213+0.00783402j 0.00869515+0.00606013j 0.0202427+0.0084777j 0.0115859-0.000413323j 0.0475696-0.0278533j 0.0150955+0.0108681j -0.00137218+0.00713299j 0.00791622+0.00265482j 0.0409754+0.00343103j 0.0259778+0.0155895j 0.00796872+0.0289973j 0.0411263-0.0166716j 0.0720614-0.00179132j 0.000212273+0.00918966j 0.00810587+0.00329533j 0.00676073-0.00263111j -0.030948+0.00699084j -0.0237886+0.00718651j -0.0149592+0.00214202j 0.0300805-0.00670693j 0.0102692-0.0064439j 0.00318098+0.017564j 0.0153558-0.00614078j -0.0282113+0.00991795j -0.0276006-0.00893705j -0.0124143-0.00013577j -0.00106904-0.000229534j 0.024251+0.0012676j -0.0183083-0.0116673j 0.0354777+0.0109478j 0.026056+0.00273009j -0.025746-0.00248158j 0.0211812+0.000986944j -0.0722825-0.00386618j -0.00239074+0.000790223j -0.0103541+0.00333735j 
0.0668481-0.00381308j 0.0590318+0.017398j 0.0464336+0.00475909j 0.0653705-0.00284541j -0.0336419-0.00638337j -0.023875-0.00837808j 0.0169238-0.00596054j 0.0338145+0.0102391j 0.0189864-0.00346817j 0.0267823+0.00518757j 0.0142018-0.000758245j -0.0190784+0.0119361j 0.0277989-0.0207671j 0.0894453+0.0161909j -0.0504677+0.00157962j 0.0454241-0.0067817j 0.0787705-0.00765997j -0.00404556-0.00825259j -0.0110046-0.0120105j -0.0124442+0.00344918j -0.0422325-0.00404426j 0.0263873-0.0323859j 0.0153658+0.00850396j 0.0460389-0.00245898j 0.0607007+0.00426786j 0.0125459+0.0143992j -0.0439118+0.00200407j 0.0267167+0.00818963j -0.000109901+0.00129721j -0.0196892+0.00109521j -0.0581711-0.0145478j -0.00702053-0.00648356j 0.0283946-0.023097j -0.00833264+0.00739891j -0.000438331-0.00498324j -0.0627496+0.0091731j 0.0339639-0.0113529j 0.0407588-0.00364721j 0.0534173+0.00216975j 0.00871827+0.00122047j 0.0360654-0.0162749j 0.00234208-0.000220474j -0.0646003+0.00890531j -0.0409903+0.00685181j 0.009989+0.0018596j 0.0268615+0.0110577j 0.0448649+0.00502947j 0.0129743+0.00640889j 0.027706-0.00181296j -0.0174633+0.000614827j -0.00721471+0.000929152j 0.000395993+0.00290991j 0.00886443+0.000956475j 0.00849319-0.00952912j 0.00871768+0.0127074j -0.00520861-0.00142497j -0.0201906+0.00180483j 0.0110455-0.00600754j 0.0044417-0.000429449j 0.0232177+0.000522144j -0.0688341+0.00145737j 0.0961868-0.00336657j -0.145603+0.00917485j -0.0611121-0.000481506j 0.0453976-0.000172694j -0.0308747-0.00194896j 0.147682-0.0030257j -0.0110459+0.00170455j 0.0522671-0.00127731j 
-0.0933007-0.014087j 0.22664+0.000174285j -0.0471363+0.000465177j 0.123519+0.00418035j 0.00485595+0.000593077j 0.00247508+0.0127897j 0.0295308+0.000106222j -0.0447253+0.00965388j 0.0105976-0.00503015j -0.0214907-0.00766068j 0.00616857-0.00058853j -0.0250883-0.00814495j -0.0246208-0.00220061j -0.0143412+0.0147694j -0.00591254-0.0163828j 0.0157791+0.0105814j 0.00105139+0.0145759j 0.0283201-0.00244727j 0.00643729-0.0207375j -0.00379278+0.00194845j -0.0029122-0.00234191j 0.0775681+6.50369e-05j -0.01919+0.0085373j -0.000770482+0.00540065j -0.00133701-0.0110504j -0.0212545-0.0143644j -0.00258454+0.00223153j -0.0314633+0.00302744j -0.00817685-0.00184312j -0.0021511+0.00465365j 0.0690032-0.00680039j 0.0198121-0.0107596j 0.066915-0.0216249j -0.0374012+0.00293198j 0.0242655-0.00948061j 0.0219239+0.00603506j 0.034659-0.00848202j 0.0379707-0.00704549j 0.019097-0.0171j 0.0158036-0.0132353j 0.0269406-0.023546j 0.0171721+0.00661066j 0.00216965+0.00354416j 9.80812e-06-0.0126317j -0.00812513+0.00017386j -0.0263977-0.00791519j -0.0107532-0.00190536j -0.00870412+0.0018554j 0.000255289-0.00243957j 0.00422734-0.000556384j 0.00527295+0.000524237j 0.00401085+0.00269527j -0.0085364+0.00157946j -0.00823355-0.0104148j 0.0242883+0.0178647j -0.00942959-0.00412509j 0.0145928+0.0021958j -0.0122668-0.00799459j 0.00647827+0.00192868j -0.00165548+0.000119025j 0.0107339+0.00534267j -0.027468-0.00441946j 0.0316531+0.00451324j 0.00960901+0.000201375j -0.00496443+0.000125954j 0.00266269-0.000548508j -0.0150772+0.0017829j 0.0091502-0.00259923j -0.0177169-0.00128417j 
-0.216128-0.000575114j -0.0807898-0.0130971j 0.105165+0.00127311j 0.0479374+0.00234394j -0.0209204+0.0018702j -0.0780775+0.00409305j 0.0208347+0.00586688j 0.00505759-0.00460672j 0.0428349+0.00327992j 0.0683748-0.00188408j 0.00139146+0.000529762j 0.0406182-0.00928017j 0.0152184+0.0164672j 0.0201201-0.00700175j 0.0160484-0.00410175j -0.00471695+0.00996526j 0.0101038+0.0102699j 0.00108096+0.00420224j 0.0101914+0.00615254j -0.00639693-0.000985302j -0.0312198+0.000822199j -0.00391107+0.0319877j -0.0137431-0.000906994j 0.00956717+0.00705518j 0.0501877-0.00104987j 0.0418661-0.0134338j -0.0348924-0.00168506j 0.0161124-0.00632593j 0.00551572-0.00267702j -0.0184659-0.00239364j -0.0394407+0.0150021j 0.00803435+0.00142521j 0.0303742+0.0173402j 0.00759033-0.00748918j 0.0106914+0.00467448j -0.0502191-0.00439619j 0.0258664+0.00946099j 0.0239009+0.00245115j 0.0643772+0.00105858j 0.021637-0.00151803j 0.0450027+0.00361485j -0.0253486+0.00493555j -0.0331806-0.00607779j 0.0441987-0.00666534j -0.00999658-0.00223134j 0.0163277-0.00671791j 0.000354701+0.00127409j -0.00605233-0.00255079j 0.0120806+0.00559127j 0.00564006-0.00135179j 0.00528385+0.00113203j 0.00105378+0.00232298j -0.00910465-0.000875928j 0.0136388-0.00669587j -0.0349938+0.0188603j 0.0120541-0.00622324j 0.002097+0.00413128j 0.0408776-0.00969909j -0.00926748+0.00307062j -0.0168615+0.000505836j -0.0258215+0.00691508j 0.0459569-0.0107701j -0.0448311+0.00908044j -0.0153715+0.00354393j 0.00912544-0.00190523j -0.00376874+0.00207883j 0.0598582-0.00134091j -0.0175892-0.00231539j 0.0249194+0.00183214j 
