0.095572+0.0916926j 0.0830064+0.0550807j 0.0233719+0.0327209j 0.0415275-0.0686941j -0.0170182+0.00999967j -0.0446575+0.00687473j 0.0766617-0.0745824j 0.0542919-0.00860157j 0.00838605-0.00776117j 0.0129898+0.0369343j -0.026281+0.00325659j 0.0673316-0.0555514j 0.0152767-0.0810785j -0.0841614+0.00812226j -0.0730498-0.0671286j 0.0643261+0.0967562j -0.037731-0.0232544j -0.015921-0.110908j -0.0172053-0.0102094j -0.0305518+0.052896j -0.019135-0.0531652j 0.0231724-0.0471075j 0.00323232+0.0113159j 0.0178728-0.003018j -0.0341865-0.0260287j 0.0354221-0.0485015j 0.0402028-0.0181839j -0.00106068+0.0391299j 0.058478-0.0203511j -0.0108591-0.0054851j 0.0280737+0.0115719j 0.0471877+0.0197644j 0.0752648-0.00778845j -0.0203527+0.129985j -0.0574148-0.0457453j 0.0353761+0.0386743j -0.105564-0.0191747j 0.00444886-0.0188802j 0.0353582+0.0720855j 0.00895892+0.0189821j 0.0157115+0.0252722j 0.0341344-0.0390453j -0.012475-0.0581325j -0.0629994-0.00535975j 0.0320841+0.0225067j -0.0209284+0.00265163j 0.0120961+0.00708858j 0.00221342-0.0426612j -0.0210298+0.0477995j -0.00159445+0.0045047j 0.00685398+0.0183084j -0.00921392+0.0132896j -0.0173697-0.0257149j -0.000962409-0.00547051j -0.0114294-0.01842j 0.00244107+0.0235134j -0.00650915-0.0200975j 0.00289337+0.0150558j 0.0159102+0.00345051j -0.0110316+0.00376263j -0.00103591+0.020581j 0.00603132+0.00378547j 0.00677436+0.0179153j -0.018767+0.00943295j 0.00426576-0.00609955j 0.0197123+0.00688351j -0.00297907-0.0091416j 0.00354171-0.0164863j 0.0028674+0.0151285j 0.0135137+0.0216268j -0.0125192-0.0197907j -0.000284152-0.0110433j -0.0131375+0.0145258j 0.00504891+0.00251117j -0.0123995-0.0109451j 0.0140915-0.00292164j 0.00280339+0.011985j 0.0033351+0.0171112j -0.0276791-0.014051j 0.00333396+0.0171674j -0.0079294-0.0449626j 0.00747861+0.000227783j 0.0209407+0.0196258j 0.0249222+0.0431604j -0.00866952+0.00753857j -0.0192932-0.0119836j -0.0168744-0.013732j 0.0306514-0.0309904j 0.000179306+0.0839491j 0.0234734+0.0030867j -0.134239-0.0640297j -0.0171972-0.035454j -0.0757517-0.00801197j 0.311029+0.0702301j 0.0203757+0.305004j 0.00624429+0.0991453j -0.163159+0.057263j 
-2.32172e-05-0.0373692j 0.00430689-0.00493218j -0.00877212-0.0171114j -0.0161795+0.000548378j 0.000786293-0.00397084j -0.0139264+0.0036297j -0.010862+0.00298981j -0.00841287-0.0119943j -0.0182001+0.0166026j -0.00954937+0.00406213j 0.0393845+0.0204996j 0.0346743-0.0384582j -0.000198098+0.0302583j 0.0184545-0.013366j -0.00572356-0.0129655j 0.00395906-0.00335201j 0.00172584+0.00723768j 0.0030148+0.0573066j -0.0159268+0.00931374j -0.0137045-0.00199654j -0.000875783-0.0283351j -0.0117795-0.00419671j 0.00116037+0.00577662j -0.00239037+0.0145036j 0.00132614+0.0320396j -0.00803634+0.00511004j 0.011165-0.00284181j 0.0209399-0.0116435j 0.0313349-0.00278426j -0.00437229+0.0103488j 0.0166669-0.0219118j -0.00096453-0.000274724j -0.00177375-0.00360001j 0.00499387+0.00412328j -0.00274591+0.0283j -0.00207737+0.0175374j -0.00440266+0.00615754j -0.00447922+0.0156075j -0.0194458+0.000553432j -0.0236187+0.0126723j -0.0244604+0.0427472j 0.0110162-0.0197566j -0.00574901+0.00952276j 0.0336332-0.0159767j 0.00827551-0.00906341j 0.0547202-0.0487029j -0.000229853+0.0284457j -0.0204407+0.00908746j -0.0263766+0.0052409j 0.00689953+0.0323763j 0.0065303-0.00309914j 0.0262863-0.0246362j 0.0345878+0.00819652j -0.0292474-0.0243838j -0.00646979-0.000575494j -0.0154581-0.00771017j 0.0281288-0.0305042j 0.0476839+0.0214527j 0.0140187+0.0120438j -0.0136774+0.0175804j 0.0704471+0.00675326j -0.00700135+0.0435282j 0.0184755-0.049746j -0.0676982-0.0508913j 0.0663038-0.0222737j 0.0660058-0.0816703j -0.0287575+0.0348787j -0.0181633+0.201464j 0.10166-0.0284765j -0.0170604-0.0966748j 0.0978694+0.0245891j -0.0583754+0.0913284j -0.0317304+0.146106j 0.0906581-0.119082j -0.0977187+0.0377361j 0.00585024-0.139744j 0.0256572+0.07467j 0.0515172+0.00336206j 0.0137047+0.0401013j 0.0577597+0.099923j 0.049119-0.0508166j -0.116522+0.0446702j -0.1173+0.0108363j -0.0314737-0.0683898j -0.0335892+0.110423j 0.0276088-0.0122664j 0.00149581+0.0167933j 0.0210423+0.0247092j 0.0342195+0.0756707j 0.0307487+0.0261526j -0.0648109-0.0317554j -0.0605497+0.0147126j -0.0248316-0.0211282j 0.00413701+0.0193237j -0.0132462+0.0223105j -0.0027309+0.0089149j -0.0187319+0.0536991j 
0.0120898+0.00889942j -0.007886-0.00266586j -0.0115218-0.00262865j -0.00305374-0.016442j -0.0130976+0.015086j -0.00089757+0.0139455j -0.00267189-0.0174273j 0.00256932+0.022421j -0.00481223+0.000677401j 0.00124997-0.00364253j 0.00576831-0.00844953j 0.0178074-0.00327262j 0.0102385+0.00885137j -0.0172702-0.00221885j 0.00570624+0.0122047j -0.00493429-0.00674242j -0.00479451-0.0113957j 0.00179926-0.00883001j 0.00762298-0.00359216j 0.00211775+0.0226616j 0.01634+0.0506969j 0.0250522-0.00964535j 0.00569568-0.0130681j 0.00650173-0.0377477j -0.0144069-0.0497041j 0.019049-0.00827695j -0.00341638+0.0351315j -0.0261639-0.0175343j -0.0249345-0.015994j 0.0136324-0.0155627j -0.0225811-0.018016j 0.00171007-0.019459j -0.0351411+0.029301j -0.002049+0.0111567j 0.0018872+0.0130655j 0.0124625-0.0180285j -0.0243859-0.00256491j 0.00704963-0.0281674j 0.0320539-0.0219387j -0.00912887+0.0292796j 0.0120454+0.0214676j -0.0230899-0.00798361j -0.00176215+0.0099475j -0.00526846-0.00422687j -0.0578118+0.000356592j 0.0286463+0.0335515j 0.054729-0.0269383j 0.063875-0.0182097j 0.00235545-0.0412382j 0.0531756-0.00324459j 0.119084-0.0216372j 0.0294473+0.0423213j -0.0436106+0.0337441j -0.0371091+0.0373225j -0.0364476+0.0117393j 0.0775299-0.0208107j 0.0539681+0.0277573j 0.00257636+0.024433j 0.0993248+0.0612366j -0.0182529-0.0539847j 0.0137074+0.0104783j 0.0195368-0.111112j 0.0227456-0.0303026j 0.0612977+0.0983237j 0.133673+0.0258856j -0.00393765+0.0136713j 0.107415+0.0318591j 0.000238529-0.0325568j 0.0663461-0.0474881j -0.124224+0.00233264j 0.0795593-0.000227347j 0.0613967+0.0320684j -0.0521727+0.12588j -0.0306183+0.111211j -0.0771391+0.0273957j 0.0183621-0.0463366j -0.0297766+0.0502789j -0.0906478+0.0507066j 0.110761-0.0346791j 0.0706676+0.0359834j 0.135215+0.0156872j -0.0741567+0.129263j -0.253959+0.0475886j 0.0391278-0.191022j 0.0194999+0.00360546j 0.0170122-0.0205598j 0.0125495-0.0831137j -0.0512572+0.0212575j 0.00537663-0.133668j -0.137269+0.118151j 0.000628056-0.0349235j -0.0221945+0.0297428j 0.0108877+0.0147792j -0.0615386-0.0363479j -0.0313482+0.0219121j -0.00864299+0.00173876j -0.0125194-0.00918464j 
0.0189137+0.00439706j 0.00690602+0.0157114j -0.0242804+0.020823j -0.00177653+0.0181674j -0.00698824+0.00997719j -0.0189143-0.013817j -6.74054e-05-0.00402966j 0.000411691-0.002518j -0.0108099+0.00886674j 0.017288-0.00759249j -0.0137279-0.00470522j -0.0142787+0.00935712j -0.00416234-0.0147857j -0.00872605-0.0108095j 0.0177092+0.00977806j 0.0134234-0.0243739j -0.0104744+0.019283j -0.000901125+0.0208865j 0.0100683+0.0335567j -0.0266077-0.0192284j 0.0313956-0.012936j -0.0245752-0.00385476j 0.0302294+0.00535819j -0.00191275+0.0103327j 0.00281703-0.0105362j -0.0146244+0.0287845j 0.0126545+0.00187768j 0.0275067+0.0111627j -0.0061915+0.000887983j 0.000745284+0.0157296j 0.00258239-0.0158307j -0.0369178+0.000993111j 0.00507015-0.0100085j 0.0176778-0.00752773j -0.0219705-0.00573437j -0.00656998-0.00522642j -0.0282828+0.000723682j 0.0103773-0.0344508j 0.000826873-0.0186256j 0.00148728-0.0446668j -0.00504148+0.0415738j -0.024633-0.00286971j 0.0126427-0.000288743j 0.0289042-0.0132565j 0.0210056+0.00410922j 0.0285576+0.0763227j -0.0377263+0.0512187j 0.00516469+0.000587563j -0.0361518-0.0434664j -0.0159971+0.0351805j -0.0230136-0.0514621j 0.0953108-0.067936j -0.0448382+0.0670851j -0.0357782-0.00525018j -0.0552577-0.0727423j 0.00498514+0.0477418j -0.0466034+0.0694429j -0.0190481-0.069013j 0.0758926-0.0381067j 0.0388242-0.0813419j -0.000118978-0.0204204j -0.0384619-0.0138018j 0.0533629-0.0642318j -0.05971+0.038701j 0.0664064+0.0372706j 0.032707+0.100027j -0.0566397-0.0150485j 0.0144525+0.0897642j -0.027131-0.00154168j -0.165576+0.084053j 0.14445-0.0410065j 0.103705+0.0704996j 0.164291-0.0459366j -0.0280206-0.129271j 0.00801075+0.0688526j -7.56227e-05-0.040204j 0.00479247-0.107591j -0.0142414-0.0762328j -0.0542226-0.085077j -0.069746+0.0205648j 0.100975-0.0143061j -0.102844+0.0312178j -0.0656071-0.0931058j 0.0429331+0.114448j -0.146969-0.0868956j -0.00560317+0.0413457j 0.0498905-0.0907824j -0.157353-0.0509009j -0.0228316+0.119459j 0.0778423+0.0456757j -0.040642+0.000866486j -0.0644722+0.0540538j 0.0457147-0.0439776j -0.042565-0.0610334j -0.0335686+0.059072j -0.00115023+0.00377856j -0.0175921+0.0396504j 
-0.00653567+0.00189352j -0.0150713-0.00882865j -0.0115038+0.00389378j 0.0139614-0.0258001j -0.0234377-0.0121414j -0.00660521+0.0256928j 0.0272268-0.00778965j 0.00898657-0.00747416j -0.0147991-0.004276j -0.0123673+0.00419824j -0.0126042-0.0131448j 0.00596847-0.016376j 0.00330733+0.00225867j -0.00125766+0.00420306j 0.0137697+0.0073001j 0.00364756+0.0104036j 0.00279353+0.00144135j -0.00472244+0.0169268j 0.0114065-0.031304j -0.031639+0.00779445j -0.0117113-0.00879734j 0.00723062-0.0121606j -0.0172758+0.0272322j -0.00902084+0.00837337j -0.00334471+0.0140418j 0.00387261+0.000174969j -0.0238726+0.0109067j 0.000868386+0.00391294j 0.0288692+0.00156381j -0.0106329+0.0166452j -0.0104685-0.0148533j -0.01365-0.00457395j 0.00403898-0.00896518j 0.00353671+0.0184434j 0.00967042-0.00268348j 0.0117781+0.00610833j -0.0261859-0.0118383j 0.00607465+0.0271783j 0.00159034+0.0160587j 0.00874783+0.0412495j -0.0169291+0.0264643j 0.0239531-0.00345313j -0.0404415+0.0341565j 0.0275998-0.00336149j -0.00395763+0.00136306j 0.0793641-0.0369363j 0.0322059+0.032383j 0.0133261+0.00765917j 0.0691427-0.0770561j 0.0251635+0.0159002j -0.017557+0.0151716j -0.0151681+0.0227111j 0.0289029-0.0529892j 0.0299422-0.0552017j 0.0989363-0.0508836j -0.0407072+0.0413213j 0.0647556+0.0244418j -0.0905392+0.0136738j -0.0214265+0.0076853j -0.00323384-0.0206127j 0.0425895+0.00279433j 0.074282-0.00108409j 0.0841362-0.13413j -0.00306708+0.00482039j -0.174735+0.00906738j -0.0323081+0.0253455j -0.0160891+0.015159j 0.125417+0.0590234j -0.211519-0.0815806j 0.078106+0.0153627j -0.0668558-0.0552393j -0.0938588+0.077021j 0.0773826+0.0944392j -0.0259338-0.0623199j 0.0844052+0.120574j -0.0594306+0.0768124j -0.0547724-0.111016j -0.0795591+0.0148024j -0.0623455+0.0288803j 0.0411407+0.145203j -0.0352814+0.00890512j -0.025033+0.0327807j -0.0293596-0.0525192j -0.068135-0.129513j -0.00750049+0.0381033j 0.0213276+0.0721676j -0.0124667+0.171279j 0.0229926+0.121037j 0.0421852-0.00838899j -0.00391093+0.0234863j -0.0562729-0.00866901j -0.0808063+0.0169898j 0.0564182-0.0237823j -0.0134261+0.0295781j -0.0568111-0.0257378j 0.0219684-0.000206349j 0.0288187+0.00236785j 
0.0024165-0.00615601j 0.00918412-0.00300768j 0.00113325-0.0117394j 0.00353467-0.00783694j -0.0205463+0.0046159j -0.00705401+0.00769664j -0.00571923+9.20869e-05j -0.015634+0.00659545j 0.009469-0.00540596j -0.00441952-0.00274793j 0.0207812+0.000511763j 0.00336433+0.0124093j -0.00458714+0.00978282j -0.0170468+0.018748j 0.00951092+0.0128898j -0.00646643-0.0116494j 0.00776166-0.00183348j 0.0109096-0.01143j -0.00516206-0.00217138j 0.0023315-0.0101701j -0.01215-0.021037j -0.0323517+0.0219371j -0.00876139+0.0118929j -0.00569937+0.0165545j -0.00266876+0.0428984j 0.00275383-0.0150485j -0.0156388-0.00485612j 0.0251207+0.0303477j -0.00110245-0.0145699j -0.014617+0.00785902j 0.0202831+0.00337554j 0.0149331+0.0168807j 0.000396815+0.0039665j -0.0185873-0.00415056j -0.00770213-0.00543617j 0.00151236-0.00242903j 0.000234362+0.00890304j -0.00495494-0.000144301j -0.00927383-0.00810931j -0.00648127-0.0174453j 0.00652495-0.0104273j 0.00794279+0.0107919j 0.00898256-0.0104469j -0.0231265+0.0149929j 0.00287427-0.0105529j -0.0348792+0.00445563j 0.0236903-0.00553737j 0.00720172+0.0157532j -0.047211+0.0503332j -0.0467534-0.00381753j -0.0260699+0.0281684j 0.0634533-0.0012893j 0.0512109+0.0269462j -0.137162-0.0439806j 0.00619003-0.0433531j -0.0363642+0.0306156j 0.00860571-0.0783396j 0.067709-0.0408576j -0.060597+0.0277533j -0.102398+0.0138602j 0.0699396+0.0569073j -0.0655025-0.076572j 0.0479044+0.085439j -0.00557169-0.000326216j -0.00311082+0.100726j -0.0676098+0.0703525j 0.0580537+0.100574j -0.0344307-0.231198j 0.0393515+0.0165743j -0.0100413-0.120224j 0.0522806-0.0867492j 0.0567591+0.07585j 0.0133351-0.167893j 0.12153-0.0234497j -0.0988605+0.0760908j 0.0732479+0.122484j 0.0150151-0.0924931j 0.115563+0.0491127j 0.0242298+0.050483j 0.268286-0.054384j 0.0274411-0.0781181j -0.00392449+0.136969j -0.172591+0.154066j -0.108175+0.0130126j -0.0895873+0.122151j -0.0169091-0.0729638j -0.0192203-0.0250553j -0.0629006-0.0535584j 0.0218037+0.0335755j 0.0196166-0.0336616j 0.0297574-0.0233245j 0.050733+0.00790407j -0.0114394+0.016429j 0.0165546-0.00934457j 0.0178106-0.0203117j 0.00756568-0.0107004j 0.00396439-0.00561254j 
0.00448433+0.0404313j 0.0106459-0.0191354j 0.00937861-0.00136457j 0.00523426-0.0172186j -0.00228627-0.00883035j 0.00351925-0.00614355j 0.00711272+0.00183109j -0.00212089+0.00864225j -0.0145781-0.00596622j -0.00308845+0.000185658j -0.00719239-0.00884882j -0.00554413-0.0261898j 0.00805442+0.0109911j -0.000131267-0.00214225j 0.0147998-0.00772844j 0.00737332-0.0202546j -0.00626391+0.0147244j -0.00417672+0.00694999j 0.025932-0.00416078j 0.0170182-0.0143987j 0.0236055-0.00530684j -0.00702225-0.0389314j 0.0142967+0.0110404j 0.0164888+3.73777e-05j 0.0201127-0.0149794j -0.0176081-0.0061107j 0.0252523-0.00642799j -0.0162093-0.0134549j -0.024198+0.0126061j 0.00480123-0.00454789j -0.0104308+0.00417445j 0.00249932-0.00569725j -0.000201577-0.0146907j 0.00185873+0.0124361j -0.00716482+0.0148787j 0.0055413-0.0267295j 0.00269747-0.0141968j 0.0434284-0.0419574j -0.00188059+0.0162702j -0.0114574-0.0690493j 0.0144837-0.0642904j -0.0430227-0.0184785j 0.0492951-0.023086j -0.0413576-0.0518133j -0.0267662+0.00565448j -0.0746888-0.0641571j -0.033106+0.020869j -0.0523439+0.0155057j 0.0358672+0.030552j -0.0460529-0.0329068j -0.00393633+0.00512112j -0.0174469+0.0425564j 0.00230569+0.0233485j -0.0106709-0.0175173j -0.0154084+0.0319327j -0.046324+0.0132761j -0.0416673-0.086363j -0.0549355+0.0182489j 0.0364352+0.00931783j 0.0362305-0.0324194j -0.137149-0.0466801j 0.110489-0.00631321j 0.000637781-0.0704192j -0.0407102-0.0582453j -0.137588-0.100784j 0.0675845-0.00835381j -0.0539538-0.0209283j 0.0979948+0.0907689j -0.043795-0.0208971j -0.00774973+0.0240844j -0.0801865-0.00209661j 0.03441-0.067978j 0.0740779-0.116863j -0.0436749+0.104537j 0.0757117+0.0779654j 0.116574+0.0302455j 0.0102034+0.0280031j -0.0930216+0.0317942j -0.192164+0.0384342j 0.0506244+0.101091j 0.248604+0.062092j -0.109622-0.0467937j 0.0358184-0.0795766j 0.0415102-0.0319152j 0.067333+0.0584045j -0.0660798-0.0519515j 0.036052-0.112079j -0.0674717-0.0991185j -0.00155348+0.0308393j 0.0281513-0.0789826j 0.00154319+0.0450681j 0.0391568-0.0730801j 0.0711169-0.0446609j -0.0417582-0.0245811j 0.00494467+0.00325915j 0.022291-0.0532308j -0.0144278+0.0130856j 
-0.0043921-0.0362905j 0.0153344+0.000797874j 0.00737701-0.0330787j 0.0050797+0.000766151j 0.0161654-0.0037747j -0.0106015-0.00764723j 0.0225783-0.0126995j 0.0154752+0.0168196j 0.0159193-0.0239726j -0.0128553-0.00504176j -0.00699137+0.000777189j 0.00877143-0.000813446j 0.0013012+0.0180168j 0.00549297-0.0143159j -0.00427991+0.00560371j 0.0107872+0.0155108j -0.0045616+0.0185502j -0.0365298+0.0663189j -0.011032+0.0156032j 0.0013177+0.0150599j 0.024567+9.1018e-05j 0.000497815-0.0331187j 0.00584292-0.00626258j -0.000748632-0.00896457j 0.00484735-0.017268j -0.0158278+0.00435353j 0.0358891-0.00555095j -0.00616524-0.0018585j 0.0216758+0.00170424j -0.0255118-0.00239844j 0.00982662+0.0154883j 0.0102179-0.00564154j 0.00235576-0.00481309j -0.0181846+0.0113519j 0.0161828+0.004887j -0.0216432+0.0179042j -0.00104519-0.000557329j -0.00319657+0.00578225j -0.0234678+0.0211324j -0.0100149-0.0360335j -0.0140809+0.0293437j 0.0221746-0.0335918j -0.0271916-0.0107972j 0.0722783-0.0288605j -0.00455903-0.0391537j 0.0095554-0.0279426j -0.0553775+0.0571923j -0.00152763-0.0241072j -0.00969572-0.0115771j 0.0426472-0.0347072j 0.0285273-0.0783763j 0.0498799+0.00775829j 0.00683466-0.0622969j 0.0047415-0.0549277j 0.0240046+0.0396914j -0.0627289+0.0307666j -0.0546277+0.122664j 0.027335+0.0469958j 0.0246975-0.0494807j 0.0172695-0.0165649j 0.0243968-0.0209329j 0.0123018-0.11064j 0.071467+0.0622025j 0.17778-0.0553765j 0.0056788+0.107192j 0.189708+0.0191734j -0.041739-0.170247j -0.090927-0.0571778j -0.0860361+0.141693j -0.0478494+0.0284299j 0.0560712+0.191521j 0.0128977+0.122637j -0.084602+0.0735099j -0.0583169-0.0669475j 0.00964708-0.00107011j 0.101878+0.143287j -0.0106206+0.0037061j -0.0251227-0.0478387j 0.084537+0.0144075j 0.00754278+0.0787383j 0.10569+0.0682595j 0.0846232+6.31924e-05j -0.0520599+0.0482159j -0.0403051+0.0210999j 0.0952075-0.00388361j -0.0752227-0.00507839j -0.0210644+0.0760766j -0.0676987+0.0517999j -0.0318216+0.060374j 0.0164842+0.0161067j -0.0227238+0.0117964j -0.0259853+0.00415238j 0.0422316-0.0448439j -0.00733433+0.0460448j 0.0526951+0.0344018j 0.003395+0.00396472j -0.00890884+0.0505747j 
0.00879272-0.0217514j 0.012656+0.033589j -0.00932019+0.0081967j 0.00893223+0.0255713j -0.00442517+0.00939981j -0.012618+0.00803837j 0.0111057+0.0274061j -0.0141807-0.0153703j -0.00127803+0.014473j -0.00436235-0.000463671j 0.0213427-0.0107687j -0.0172441+0.0129269j -0.00510202+0.00726828j 0.00967753+0.00510848j 0.00149094-0.0015166j 0.0078257-0.00750717j 0.00900987+0.0118467j -0.0119999+0.00772772j -0.00842331+0.0298358j 0.0164845+0.000174786j 0.0182869+0.0363353j 0.0087351-0.00444225j -0.00676859-0.0207051j 0.000426923-0.0176821j 0.0115068-0.0307484j -0.00112394-0.0160913j 0.0383876+0.0129408j -0.0345281-0.0207204j -0.0194984+0.0032291j 0.0037379-0.0336021j -0.00894504+0.0056443j 0.00052796-0.00523046j -0.0131184+0.0173731j 0.0035161-0.00359012j 0.012621-0.0154793j -0.0150953+0.00646736j 0.00151993+0.0111438j -0.0152591-0.000793828j -0.000312173-0.00248145j 0.0109117-0.0381545j -0.0230507+0.0268139j 0.01717+0.0130425j -0.0284386-0.00844317j 0.0115384+0.015065j -0.0134916-0.0476343j -0.0413263+0.0771572j -0.032357+0.00138124j 0.0234816-0.0167212j 0.0159005-0.0141309j -0.0285919-0.0128561j 0.0604527-0.0755969j 0.00412549-0.00690588j -0.0275791-0.0170489j -0.0567219+0.0620272j 0.0155525+0.0156944j -0.0931306+0.070032j -0.0134954+0.0133223j 0.144372+0.0623554j -0.0156445-0.0411233j 0.0808315+0.0657103j -0.0682799-0.00374157j 0.133977-0.126441j 0.0189143-0.0648569j 0.0622581-0.0269985j -0.0411695-0.0673057j -0.0976487-0.0576166j -0.0401024-0.00644989j 0.108383-0.051888j 0.0216455-0.137664j -0.0775875+0.138857j 0.0796016-0.131232j 0.00764906+0.0964905j -0.0588286-0.00863435j -0.0242429+0.030455j 0.0129159+0.111435j -0.0878853+0.0973344j 0.0904131-0.0240991j -0.115025+0.025129j 0.0405928-0.0377988j -0.0240617-0.103059j -0.0277045-0.0210071j 0.166275+0.125975j -0.0762401+0.10184j -0.00949782+0.0692794j 0.036478-0.0861095j 0.0506828-0.0240228j -0.0144931+0.027724j -0.0155805-0.0220786j -0.0512667-0.00479636j 0.00391346+0.0743858j 0.0184177+0.0225564j -0.019076+0.0573954j -0.0150242+0.00462136j 0.0160306-0.00152336j 0.0428758+0.0501865j -0.0129577+0.0300109j 0.0073709+0.0045143j 
0.00891275+0.0137502j 0.00244109-0.0206718j 0.0192632-0.0191388j 0.00558266-0.0211904j -0.0196504+0.0132909j 0.000206299-0.00186775j 0.0293311+0.00545829j -0.00296152-0.0171581j 0.0159975-0.00781616j 0.00522085+0.0116598j 0.0144086+0.0114237j -0.00151175-0.00806015j -0.0127666-0.0244931j -0.0071812+0.00113427j 0.000147598+0.0048663j -0.0122882-0.00896119j -0.00414781-0.0260725j 0.00790778+0.0122143j 0.0355249-0.0486281j -0.028057+0.0290669j -0.0270415+0.0213542j 0.0187219-0.0148623j -0.0109938+0.0108962j -0.0129875-0.0171994j -0.00269689-0.0516112j 0.0228645+0.00107433j -0.0367147+0.0147193j -0.0132292+0.0113115j 0.00115424-0.0106978j -0.00831311+0.0200422j -0.0053453+0.00356176j -0.0225084-0.000357799j -0.00931523-0.0025935j -0.0033826+0.0322873j 0.0142402+0.00742678j 0.000164713-0.0215557j -0.0217667-0.0132448j 0.0264232-0.00829035j 0.0115391-0.00166908j 0.00735099+0.0223688j 0.0101458-0.0321761j -0.018748-0.0160052j 0.00764408-0.00965463j 0.0290428-0.0594405j -0.0423158-0.0124431j 0.0197019-0.0420494j 0.0462323-0.0149806j 0.0202533+0.0149262j 0.0390871-0.043856j 0.0746586-0.00187644j 0.0512132+0.0287982j -0.024807+0.0499832j 0.0580929+0.00782636j 0.000513349-0.0228064j -0.0520259+0.0415435j -0.0596234+0.0555845j -0.0166286+0.128816j 0.0383634-0.013545j -0.115327+0.0690094j 0.0737981+0.108595j 0.000993381+0.0332297j -0.0261808-0.0404468j -0.0779951+0.165247j -0.206769-0.0781184j -0.026041+0.147679j 0.0140211+0.0231858j 0.0451645-0.0575487j -0.00207278-0.0596943j 0.126144-0.10684j -0.0668605-0.136099j 0.0700267+0.127699j 0.161322-0.070136j 0.104263-0.0537763j 0.0595767-0.0134276j 0.0556377+0.0106062j -0.0683509+0.00473198j 0.0541105-0.0934119j -0.029834+0.0428682j -0.0168257-0.0465377j -0.0181332-0.0745279j -0.0487319+0.164025j 0.00951562-0.120002j 0.0638678+0.0121452j -0.148107-0.0391353j 0.0940541-0.0456167j -0.00212731+0.0173014j -0.00177866-0.0304908j -0.0428669+0.0650144j 0.0222056+0.0349766j -0.00796388+0.062713j -0.0310629+0.0025917j 0.0179624-0.0458394j 0.0378343+0.00517734j -0.0703204+0.00260285j -0.0238265-0.0484855j 0.021695-0.0391873j -0.00204826-0.0106919j 
-0.00749444-0.00516769j -0.00163759-0.0198362j -0.00460605-0.0234136j -0.00863737+0.00458076j -0.00604496-0.00777838j 0.000649067+0.00348817j 0.000890912-0.0173254j -0.022565+0.0060906j 0.0045499+0.0139337j -0.00608232+0.0100019j -0.00666007+0.018166j 0.00727892-0.0130033j 0.0119649+0.0182878j -0.00985369-0.00199606j -0.00306806+0.00910897j 0.00790495-0.0195763j -0.00109539+0.0342207j 0.015016+0.0362411j -0.0288786+0.00456433j 0.0132992+0.0161441j 0.017878-0.00848361j 0.0141081-0.0188759j 0.0156037-0.0119127j 0.0186087-0.0153071j 0.0120842+0.0144676j -0.00361926+0.008972j 0.0140319+0.00634214j -0.0153717-0.00225657j 0.020641-0.0107418j 0.00889413-0.0120313j -0.0368215+0.00929458j -0.00617106+0.00526119j -0.00460724+0.0176427j 0.0109905-0.020892j -0.00857932-0.00262873j 0.0014589+0.00940295j 0.00658172+0.00350546j -0.0041002-0.00971339j -0.0308234-0.00458237j 0.0148696-0.036224j 0.0422615+0.014989j 0.0142403-0.0212987j 0.0179641+0.0316922j 0.00268702+0.0303388j 0.0469971-0.00431316j 0.040609-0.0156995j -0.0600474-0.0370277j 0.0369779+0.0374792j -0.0383257+0.0481879j 0.071587-0.0758589j 0.0877311-0.0390209j 0.0522968+0.0478719j 0.044339-0.0709809j 0.0455633-0.0443757j -0.0638302+0.0200316j 0.0105764+0.0170528j -0.0279144+0.0900837j 0.0302228+0.0181681j 0.0470551+0.074887j -0.0221021+0.110966j -0.114536+0.133969j -0.0336466+0.0419274j -0.162957-0.0499519j -0.0488727+0.0491604j -0.0437502+0.0946865j 0.0605824+0.187241j 0.00240823+0.0455654j 0.0813495-0.145551j 0.0745303+0.211014j 0.0165067+0.0813774j -0.0692523-0.11252j 0.118444+0.0814824j 0.11097+0.0955629j 0.0107513-0.0214756j 0.175413-0.0401692j -0.122579+0.0131942j -0.0564332-0.00228138j 0.0315692+0.0430728j -0.0330126-0.00178848j 0.0897741+0.0340338j -0.0155579-0.0146214j -0.0516959-0.0243172j 0.0167006-0.0722749j 0.0264283+0.0168281j 0.0118754-0.0221566j -0.0409187+0.010477j -0.0555714+0.00577724j -0.0649047+0.0032373j -0.0274835+0.00242861j -0.00962977+0.0337862j -0.0620838-0.0548702j 0.0293547+0.00196431j 0.0335664-0.0525869j 0.0595902-0.0340049j 0.00964637+0.0172991j -0.00253153+0.00725022j -0.0309481+0.0302678j 
