0.095572+0.0916926j 0.0830064+0.0550807j 0.0233719+0.0327209j 0.0415275-0.0686941j -0.0170182+0.00999967j -0.0446575+0.00687473j 0.0766617-0.0745824j 0.0542919-0.00860157j 0.00838605-0.00776117j 0.0129898+0.0369343j -0.026281+0.00325659j 0.0673316-0.0555514j 0.0152767-0.0810785j -0.0841614+0.00812226j -0.0730498-0.0671286j 0.0643261+0.0967562j -0.037731-0.0232544j -0.015921-0.110908j -0.0172053-0.0102094j -0.0305518+0.052896j -0.019135-0.0531652j 0.0231724-0.0471075j 0.00323232+0.0113159j 0.0178728-0.003018j -0.0341865-0.0260287j 0.0354221-0.0485015j 0.0402028-0.0181839j -0.00106068+0.0391299j 0.058478-0.0203511j -0.0108591-0.0054851j 0.0280737+0.0115719j 0.0471877+0.0197644j 0.0752648-0.00778845j -0.0203527+0.129985j -0.0574148-0.0457453j 0.0353761+0.0386743j -0.105564-0.0191747j 0.00444886-0.0188802j 0.0353582+0.0720855j 0.00895892+0.0189821j 0.0157115+0.0252722j 0.0341344-0.0390453j -0.012475-0.0581325j -0.0629994-0.00535975j 0.0320841+0.0225067j -0.0209284+0.00265163j 0.0120961+0.00708858j 0.00221342-0.0426612j -0.0210298+0.0477995j -0.00159445+0.0045047j 0.00685398+0.0183084j -0.00921392+0.0132896j -0.0173697-0.0257149j -0.000962409-0.00547051j -0.0114294-0.01842j 0.00244107+0.0235134j -0.00650915-0.0200975j 0.00289337+0.0150558j 0.0159102+0.00345051j -0.0110316+0.00376263j -0.00103591+0.020581j 0.00603132+0.00378547j 0.00677436+0.0179153j -0.018767+0.00943295j 0.00426576-0.00609955j 0.0197123+0.00688351j -0.00297907-0.0091416j 0.00354171-0.0164863j 0.0028674+0.0151285j 0.0135137+0.0216268j -0.0125192-0.0197907j -0.000284152-0.0110433j -0.0131375+0.0145258j 0.00504891+0.00251117j -0.0123995-0.0109451j 0.0140915-0.00292164j 0.00280339+0.011985j 0.0033351+0.0171112j -0.0276791-0.014051j 0.00333396+0.0171674j -0.0079294-0.0449626j 0.00747861+0.000227783j 0.0209407+0.0196258j 0.0249222+0.0431604j -0.00866952+0.00753857j -0.0192932-0.0119836j -0.0168744-0.013732j 0.0306514-0.0309904j 0.000179306+0.0839491j 0.0234734+0.0030867j -0.134239-0.0640297j -0.0171972-0.035454j -0.0757517-0.00801197j 0.311029+0.0702301j 0.0203757+0.305004j 0.00624429+0.0991453j -0.163159+0.057263j 
-0.0218921+0.00156291j -0.0260528-0.043615j 0.0356462-0.027557j 0.00939846+0.00126604j -0.0178947+0.00803987j -0.00136572+0.014458j 0.00214463-0.00426629j 0.0033357+0.000259772j 0.0178096-0.0091616j -0.0159651+0.0123827j -0.00632606-0.00286014j -0.0112883+0.0083571j 0.00217987+0.00408996j -0.00644555-0.00517377j 0.0013112+0.00127959j -0.0147781+0.00368597j 0.00770978+0.00855964j -0.0306821+0.038887j 0.00279432-0.0294734j -0.0323911+0.0159691j 0.00379579+0.0140598j 0.0233517-0.00607735j -0.00214351-0.0240371j 0.0154528+0.0026555j 0.0387083-0.022321j 0.0215559+0.00591674j -0.018619+0.01438j -0.00790792-0.0403438j 0.0206463+0.00756086j -0.00130195+0.0260019j -0.00720877+0.00176994j -0.0186206-0.00839979j -0.00853185-0.00576423j -0.00317735+0.00441267j 0.00364572+0.0242566j 0.0153627-0.00209948j 0.00285366-0.00755542j 0.0105621+0.0152752j -0.0230606+0.0216225j 0.0385072+0.0184239j 0.0139809-0.0331715j 0.0322493-0.0157966j -0.00300171+0.00849996j 0.0136803+0.001772j -0.00492438-0.0235151j 0.0413404-0.00206264j -0.0209239-0.0195493j 0.0119457+0.0711462j 0.0190786-0.00974157j -0.0356739+0.136738j 0.0907999-0.0804485j 0.0149943-0.0921173j -0.0769794+0.019052j -0.0902668+0.0883229j 0.0416014+0.0413981j -0.196009-0.0853032j 0.0262805-0.0288652j -0.0825252+0.104768j -0.00221947-0.0152087j -0.0693464+0.129667j -0.0619404-0.000947345j 0.137945+0.0580584j -0.131907-0.0129828j 0.116441-0.0656737j 0.133103+0.0108969j 0.0226051-0.0599633j -0.0582967+0.0140366j -0.00681065+0.0967874j 0.203256+0.0440352j -0.0894494+0.0107906j 0.0439421-0.0145188j -0.0217269+0.109326j 0.0155024-0.0116844j -0.0425961-0.0421319j 0.0316451+0.0124876j -0.0466295-0.0649031j -0.0711521+0.078447j 0.0697043+0.0582297j -0.0968346-0.0346448j 0.040203-0.0190805j 0.0304655+0.0589606j 0.0393674+0.0600569j 0.0433199+0.0085323j 0.0471428+0.0600748j 0.0228659+0.0244258j -0.0487264+0.023227j 0.0176527+0.00033031j 0.0458302+0.0320785j 0.00655123+0.0584654j -0.0162254+0.052255j 0.0196705-0.00777147j 0.00353517-0.0393348j 0.0119423-0.0184442j 0.0199728+0.0535157j 0.0250292-0.0320346j 0.0147209-0.0365058j 0.000515451+0.0303494j 
0.00217149-0.0124835j -0.00138945-0.0553342j -0.0114536+0.00204189j -0.0157094-0.00260998j 0.00506622+0.0254651j 0.00501519-0.0165218j 0.00229405-0.0175763j 0.00207877+0.0172633j 0.0080373-0.00932014j -0.0121303-0.0139197j 0.00764374+0.00843201j -0.00521457-0.00867445j 0.0058461+0.000673218j -0.00160205-0.0118006j -0.000394166-0.00266671j -0.0131603-0.00535877j -0.00559829+0.00341145j 0.0129134+0.0217626j -0.0356424-0.0306319j -0.013656-0.0112636j -0.010078+0.0564274j 0.0137677-0.00217762j -0.00529941-0.0320526j -0.0326715-0.0302637j 0.00534277+0.0178311j -0.00483018+0.0200881j 0.0264624+0.00433357j -0.0214462+0.00349798j 0.011034+0.00545752j -0.00493586-0.0125533j -0.0134192+0.0071508j -0.011153+0.00435852j -0.000823224+0.000373546j 0.0152894-0.00511786j -0.0123664+0.0224659j 0.0102482+0.0162841j -0.0241416-0.00335018j 0.00535136+0.0299032j -0.00941003+0.02015j 0.032235+0.0234515j -0.0274066-0.0640903j 0.0454182+0.0351438j 0.0156448+0.0314245j -0.00623552+0.00695619j 0.0184558-0.141968j -0.0450393+0.00152216j 0.0304136+0.0465618j 0.00372948-0.0987965j 0.0698426-0.0382992j -0.149567+0.0226227j -0.126761+0.0274868j -0.136436-0.0601592j -0.0265918+0.230858j 0.0956191-0.0122599j 0.121376+0.0290979j -0.114337-0.0297608j 0.0607144-0.0157439j -0.0256297-0.137018j 0.0851685+0.062222j -0.0422241+1.78665e-05j -0.0198331+0.0477322j 0.0301112-0.0444779j -0.00735762+0.162795j 0.0571142+0.0875732j -0.0640691+0.0403237j -0.0852451-0.046757j 0.0145328+0.124431j 0.0561386-0.0736304j 0.0353626-0.0881283j -0.0573553+0.0833802j 0.0642217-0.0818498j -0.004433+0.0244584j 0.0364204-0.0567668j 0.135783-0.0689622j -0.01768-0.00700528j 0.0265494-0.0152649j -0.0575915+0.0399413j -0.0127025+0.0885751j -0.0404019+0.0570113j -0.0795981+0.0183931j -0.024877-0.0309747j -0.0620802-0.048944j 0.0285749-0.0227867j -0.0120549+0.033375j 0.00303152-0.0242764j -0.0204949+0.0141573j 0.0882891-0.00977062j -0.0343332+0.0310213j 0.0166316+0.0812842j 0.00878175+0.0691497j 0.0358423-0.0390865j 0.00975091-0.0380785j -0.000600513+0.0338241j 0.0345629+0.00785933j 0.0291141+0.00182295j -0.0134502-0.0259096j 0.00377973+0.0305975j 
-0.0192458-0.00626882j -0.0111853-0.0148935j -0.00227875+0.000643622j -0.0339577-0.00677661j -0.017193+0.0304948j 0.00300584-0.00863304j 0.0142391+0.00106994j 0.00104861+0.004073j 0.0123509-0.000824949j -0.00249451+0.000276242j 0.00216709+0.00369013j -0.00842724-0.0105105j 0.00121723-0.00674733j -0.00231549+0.003008j -0.00103087+0.00970985j -0.00771935-0.00639243j 0.00520246-0.00752271j -0.0373035+0.0112047j -0.00251106+0.0198378j -0.0133921-0.0128893j 0.0310972+0.00467431j -0.0191295-0.0288174j -0.0205245-0.0142152j 0.01013+0.0180987j 0.020803-0.0154646j 0.0157701-0.0015899j 0.00977178+0.00182078j -0.00142485-0.0276629j 0.00530163+0.00171312j 0.00779937+0.0140122j -0.000870856+0.00176632j 0.00309587+0.0106723j -0.00422279-0.00721756j -0.0101068-0.00260324j 0.0128711+0.00563682j -0.0131824+0.00101024j 0.00128457+0.0016399j 0.00266075-0.000951259j -0.015722-0.00636182j 0.0265528+0.0631972j 0.0659745+0.0360953j 0.00930775-0.0198358j -0.0269627-0.00879368j -0.0023967+0.0374449j -0.0976716-0.106321j -0.116856-0.0453964j -0.0585649+0.124509j 0.020869+0.0194701j -0.0439923+0.0875341j 0.0755908-0.200452j -0.0471316+0.139156j -0.192932-0.00957195j -0.0241285+0.0351805j 0.119994-0.0401782j 0.0357777-0.0128656j -0.11028+0.148487j 0.0746845+0.11812j -0.00375434+0.100469j 0.0496286+0.0309273j -0.00832864+0.0530188j 0.0126074-0.0525885j 0.138041+0.0829486j 0.122548+0.0906004j -0.0265806-0.0401322j -0.0219413-0.00207261j 0.0971744+0.0950166j 0.0160466+0.0403377j 0.074486+0.00196672j 0.0505569+0.0548495j -0.000856839+0.0560813j 0.0865281-0.00666999j 0.0356365+0.050659j -0.0748655-0.0423721j 0.0501454-0.0595156j -0.0358823-0.0551178j 0.0162411-0.00614015j -0.0390088+0.106097j 0.00808489-0.0888639j -0.00644135-0.0133787j 0.00154175+0.0287203j -0.0228121+0.0634799j -0.00103934+0.00287746j -0.0710288-0.0454599j 0.0649272-0.0139986j 0.0914465+0.0393097j 0.0191893-0.046538j -0.0240239+0.0207131j -0.0085734-0.0442681j 0.0115085-0.0129598j -0.0274511+0.00538888j -0.0140418+0.00968192j 0.00274418+0.0274438j -0.00110561+0.0454019j 0.0364499+0.0170204j 0.011391+0.0288987j -0.00911933-0.00782094j -0.00134981+0.0269321j 
-0.00993639-0.006679j 0.0052714-0.0104152j 0.0299982+7.28757e-06j -0.0227332-0.00320286j -0.011714-0.00194249j 0.0120471+0.0156099j -0.0164094-0.0141939j 0.000237582+0.00195264j -0.0024738+0.0102366j -0.000186431+0.00278004j -0.00344741-0.00791296j 0.00181615-0.0092849j -0.00665427-0.00469089j 0.00631928-0.00195739j 0.0118945-0.00548065j -0.0168364-0.0138769j 0.0104553-0.0121214j -0.0522146+0.0091539j -0.0108709+0.00657695j -0.00687914+0.0354232j -0.0355565-0.0148494j 0.0183799+0.0296264j 0.0134853-0.00100472j -0.00832715-0.013652j -0.00159418+0.0274939j 0.00393321+0.00175638j -0.000523399+0.00534703j -0.0107876+0.00620278j 0.00913292+0.00917097j -0.00884798-0.00636721j 0.00448745-0.00151621j 0.00808284+0.00362603j -0.00897629+0.00516022j -0.0110128-0.00399497j -0.00333066+0.00156457j -0.000133604+0.00847721j 0.0140937-0.00628344j -0.0265248-0.00191334j -0.0285423-0.0378252j -0.00256544+0.03034j 0.0973711+0.0499788j 0.0162751-0.0535471j -0.00258249-0.0162962j 0.0262973+0.00535301j 0.0420407+0.0421048j -0.0831442-0.0776448j -0.0821332+0.0170763j -0.0252146-0.0795744j -0.0619623+0.010681j 0.134775+0.0213253j -0.0709138-0.136411j 0.150838-0.0959185j -0.283204-0.111025j -0.00177918+0.0545344j 0.0732001-0.082938j -0.0202401+0.0990547j -0.0238848-0.0724923j 0.0260281-0.0318961j 0.0163301+0.10619j 0.131333+0.0566241j 0.0154489+0.0257314j 0.0532261-0.138936j 0.0981022-0.125037j -0.129905-0.0692124j -0.170299-0.0114069j 0.0241704-0.00205478j -0.000384583+0.14353j -0.0693472+0.0498462j -0.0847182+0.0254711j 0.0858662+0.00301124j 0.0610872+0.0395303j -0.0325699+0.0946593j 0.0113333+0.0651901j 0.01264-0.0488021j 0.000703308-0.0819413j 0.0441214-0.0766257j 0.0306088+0.0126492j 0.0691848-0.00945866j 0.040495-0.0205296j 0.0341549+0.0236399j -0.050337+0.0595343j 0.0412623-0.00587664j -0.0567329+0.00250774j -0.043073-0.0323146j -0.0309723+0.00602156j 0.0146754-0.0331905j -0.0636983+0.000748367j 0.0798409+0.00564438j -0.011792-0.00553403j 0.0175856-0.03032j -0.00518554-0.00947219j 0.00783869+0.0499192j -0.0203161-0.027343j 0.0233982+0.0206098j 0.012911-0.0148178j 0.00371562-0.0244965j -0.00443312+0.00685203j 
0.0223948+0.00849118j -0.0103294-0.0131746j 0.0260021+0.00620773j -0.0185325+0.0097759j -0.0181336-0.00430179j 0.00288519+0.0208225j 0.00688107+0.0301027j -0.0171271+0.00104243j 0.00474026+0.00619782j -0.0156629+0.0135422j 0.00774056-0.00383549j 0.00126099+0.00493056j -0.010885+0.00928763j 0.0185704-0.00330798j 0.00250386-0.0101589j 0.00862924-0.00350166j -0.0149083+0.0338939j -0.0473905+0.00633056j -0.0385717+0.0278323j 0.0268418+0.0159469j -0.0415235-0.0181893j 0.017092+0.0687835j 0.00526939-0.0141619j 0.00789176-0.0363621j -0.0234861+0.0336087j -0.0104258-0.00928501j -0.0336621-0.00263665j -0.0127951+0.0324924j 0.0150491+0.00457105j 0.00236567-0.0293176j 0.00576931+0.00390273j -0.000314083+0.00609467j -0.0158823+0.0178987j 0.00644395-0.016397j -0.0151084+0.00762723j 0.00146912+0.0226817j 0.0127228-0.0116407j -0.0106775-0.00452414j -0.0153843-0.0181794j 0.0569487-0.0413312j -0.0493312-0.039455j 0.0431536-0.00156298j 0.0138477+0.0222277j -0.0256251-0.0178942j 0.107579+0.0183459j -0.0889664+0.0993567j -0.0376008+0.0521251j -0.0823971-0.188711j 0.0318909+0.0399655j -0.0162369-0.0123143j -0.0332147-0.126943j 0.0113976+0.031262j 0.00440866+0.0156273j -0.0164883-0.0970881j 0.031525+0.0164616j 0.0514942-0.104684j -0.0929344-0.00327056j -0.0348996+0.0116999j -0.0170694+0.0418619j -0.0771335+0.0333935j 0.0178871+0.114813j -0.00295724+0.0531789j 0.0454551+0.119488j 0.0213848+0.078411j -0.00166247-0.196696j 0.0777482+0.0335235j -0.0448577-0.113697j -0.0365252-0.0205207j 0.0551244+0.0690603j 0.0663845-0.00207031j -0.0575793+0.0932822j 0.0069744-0.0718696j -0.0108387+0.0863572j 0.0447335+0.0719585j 0.0144922-0.00981779j 0.0483642-0.0385447j -0.0341046-0.0247551j 0.0602479+0.00574303j 0.0691417+0.0739274j -0.0348128+0.0316235j -0.00801718-0.0248629j -0.105416-0.0400388j -0.00580565+0.00834437j -0.0610835+0.00347456j -0.0524724-0.0188516j -0.0395754-0.0598856j 0.0265815+0.0435522j 0.0132222-0.028534j -0.0548287-0.016122j 0.0564498-0.0227609j 0.0394517-0.0153443j 0.00497116+0.008739j -0.00776697+0.0170181j 0.0168511-0.00194214j 0.0375403+0.0269291j -0.00430902-0.0295184j -0.0112359+0.031892j 
0.0378543+0.0430389j 0.00982347+0.00313347j 0.0261199+0.0218436j -0.0098592-0.000880737j 0.0113916-0.0233063j 0.00838222-0.00832888j -0.0027373-0.00863352j 0.00505141+0.0144648j -0.000776721-0.0103842j -0.00309436+0.000741565j 0.00790343-0.00464582j 0.00372356+0.0101094j -0.0107579-0.014987j 0.00543657-0.00209746j 0.00578373+0.00657476j -0.0199457-0.0145801j -0.0332618-0.0411273j -0.0541631-0.0294903j -0.0374892+0.0273641j -0.0158062+0.017051j -0.00321796-0.0450382j 0.015211-0.00223115j -0.0111726-0.00759811j 0.0245349+0.00542382j -0.00457599-0.00870446j 0.00662843-0.0168685j -0.0346181-0.00482995j 0.00559206-0.0349851j -0.00104586-0.00281454j 0.0138532-0.0167533j -0.000124448+0.0134597j 0.0148599+0.0137176j 0.0130067+0.0128317j 0.00895628-0.00606326j -0.0218536-0.000640715j -0.0220111+0.00732414j -0.000450286-0.0210138j 0.0277912+0.00331713j -0.0204881-0.0240114j 0.0592973-0.0218466j 0.00395265-0.0287872j 0.0767053-0.0317322j 0.009831-0.0802042j 0.0793265-0.0151782j -0.0540889+0.0955514j 0.0119844+0.0288524j -0.00520248+0.138155j -0.0915428+0.00239777j -0.0110142-0.026579j 0.0270456+0.0208586j 0.0873086-0.00799631j -0.00766439+0.0398467j -0.00314381-0.0481192j -0.00140306+0.0559594j -0.0327257+0.11823j 0.079964+0.0063634j -0.0785617+0.0967234j 0.0450911-0.0445371j -0.0965697+0.156558j -0.074119+0.0345341j -0.0360345-0.113626j 0.014844+0.0683407j -0.0329036+0.0380803j -0.100501+0.132973j 0.0399932-0.204538j 0.0338693+0.0258969j -0.0547384+0.079929j 0.116178-0.0643974j -0.0305079-0.0846642j -0.0694035-0.142294j 0.0756647-0.0131228j 0.0631002-0.0360451j -0.0446442+0.0679853j -0.0378691+0.0308707j 0.0430646+0.0946219j 0.0346661+0.0684027j 0.000179483-0.0704418j -0.02907-0.0590776j 0.0526494+0.0808556j -0.0137156-0.013247j -0.0206765-0.0110225j -0.0583063-0.00757456j -0.0210586-0.00363897j -0.0247443-0.0379359j 0.0133834+0.0334447j 0.0182433+0.0103052j 0.0284116+0.0172655j -0.000717092-0.0518125j 0.0178467+0.0295543j 0.0411002-0.010191j -0.0299469-0.046781j 0.00855263+0.0339991j -0.0046231+0.0192237j 0.016189-0.0316976j 0.0252121-0.0611286j -0.0186851-0.038704j -0.0128839-0.0250089j 
-0.00415984-0.0304516j -0.0212669-0.0140867j -0.0021493+0.0148108j -0.0483946+0.019467j 0.0142775-0.0068222j -0.000911443+0.0146841j 0.00332298-0.0092437j -0.00599815-0.00474515j -0.00712423+0.00101319j -0.00539809-0.000636776j 0.00232234-0.00218737j -0.00781849-0.00877614j -0.000966179+0.00761307j -0.00321776+0.0161492j -0.00841331+0.0030938j 0.0061911-0.015719j 0.0276455+0.0285241j -0.0037329-0.00959338j -0.0636846-0.0156071j -0.0115979+0.0326937j -0.0135335+0.00801164j 0.0241924+0.00174348j 0.0326921+0.00423913j 0.0157973-0.00583347j 0.0129512-0.0102802j -0.00451744-0.000504394j -0.00945223-0.00191763j -0.00670898-0.00541464j -0.00522457-0.00267421j 0.00446815-0.00598768j 0.0054184-0.00126624j -0.00576509-0.00562213j -0.000695984-0.00203286j -7.66203e-05-0.00512026j 0.00400051+0.0178427j 0.000605714+0.0162997j -0.000552163+0.000148406j 0.00494262-0.0284963j 0.0333043+0.0311925j -0.0278919+0.0256144j -0.11116+0.0177542j -0.00306004+0.135873j 0.0286462+0.0452562j -0.0353571-0.0311918j 0.0809617-0.0336813j -0.0690808+0.128115j -0.00872736+0.0340451j -0.0889175+0.0605304j -0.00877222+0.0850767j 0.135699-0.132973j -0.0281116-0.150348j -0.0153739-0.0952203j -0.00826393-0.0576529j 0.0375944-0.0171533j -0.0236415-0.0748933j -0.0412293+0.0940113j -0.0324163+0.203442j 0.0291208+0.0829498j -0.060935-0.0535056j 0.150556+0.018443j -0.0317499+0.122405j 0.0310361+0.107543j 0.00225547+0.00494803j -0.080016+0.0224031j -0.0308657-0.0572805j -0.123168-0.0153609j 0.0451628-0.0133323j -0.00918439+0.0148988j 0.00286836+0.0385951j -0.0170624+0.0119404j -0.043792-0.0610645j -0.00410993-0.0852154j -0.115382+0.0218311j 0.00601468+0.0566306j 0.0515434+0.0136787j -0.015898+0.0038796j -0.0791391-0.0318216j 0.039663+0.031596j -0.0278892+0.00917895j 0.0215864-0.0485222j 0.0428419-0.0227285j -0.0013607-0.0217568j 0.00423019-0.0648015j 0.0210005+0.0475463j -0.0147445-0.0141291j -0.108143-0.0752407j 0.0250651+0.00526393j -0.0404113-0.076617j -0.00631304+0.0226722j 0.0233336-0.00647849j 0.0042576-0.000240308j -0.0247991-0.0572505j 0.0177857+0.0870799j 0.0147708+0.0237042j -0.0400913+0.00509993j -0.0154006+0.0138217j 0.00704197+0.0365583j 
0.0039704+0.0277833j -0.0168319+0.0155651j 0.00420333+0.00646399j 0.00300523-0.02096j -0.00408234-0.0125922j -0.0172887-0.00761402j 0.016244-0.0273243j -0.0109136+0.00276735j -0.0152929-0.00752956j 0.00870663-0.00127347j 0.00131626+0.00318354j 0.0030998-0.00977952j 0.00358802-0.0200045j -0.0132385+0.00167048j 0.00472599+0.0153688j -0.0260037+5.80897e-05j -0.00612882-0.0278744j 0.00776468-0.00964035j 0.0220635-0.0138152j -0.0633629+0.0210826j 0.04074+0.0124035j 0.0172249-0.0682529j 0.0440582+0.00452578j -0.00126837-0.0182983j -0.0140018-0.0151599j 0.00865426+0.0408038j 0.0126904+0.00146973j -0.0107929+0.00386187j -0.0158103+0.0177105j -0.0171455+0.00943035j -0.00867705+0.00764949j -0.00776279-0.0124662j 0.0172156-0.0275733j -0.0148924+0.00753581j 0.0202791-0.000393362j -0.00833413-0.0263755j -0.0192482+0.013494j 0.0322447+0.0351576j -0.0504612+0.00594621j 0.0996932+0.031404j 0.0746318-0.0111605j -0.0240819-0.0290377j 0.00965213+0.0237039j -0.0142738-0.0165946j -0.0567017-0.011463j -0.0303933+0.104716j 0.0224191+0.0765834j -0.13441+0.143552j -0.182023-0.0850804j 0.0139489-0.0385285j 0.0361205-0.0861521j 0.00534137+0.0150793j 0.0726829-0.156127j 0.0464981-0.14204j -0.0497232-0.0142981j -0.0325071+0.0248806j 0.164896+0.0847391j 0.0896598-0.114444j 0.0131483+0.0385975j -0.0206683-0.10812j -0.0748241-0.0607726j 0.042169+0.0293754j 0.00467367+0.155605j 0.120008+0.0222583j -0.130884+0.0133887j -0.00874098+0.109282j -0.0099366-0.0843773j -0.0844666-0.00581905j 0.00167204-0.0116386j -0.111202+0.0603926j 0.045355+0.0269207j -0.112718-0.0245738j 0.0601273-0.0152567j 0.0784843-0.0866218j -0.0168724+0.0431693j 0.0167634+0.0145384j -0.0159082-0.00976624j 0.0818024+0.0287434j -0.000791708-0.0288979j 0.0433102+0.0493103j -0.0784354-0.00646672j 0.0700591+0.0506252j -0.0136798+0.0246859j 0.0625546+0.0101412j -0.0282722-0.00299162j 0.00365659+0.00292178j -0.098419-0.0239745j 0.0563792-0.0199963j 0.0689025+0.0646992j -0.0439901-0.00459878j 0.0213657-0.0244559j 0.00290628+0.0231608j 0.0299553+0.0157424j 0.00844697+0.0144107j 0.0249495-0.0575789j -0.00416669-0.0306304j 0.0237803-0.0408996j 
0.0219217+0.018225j -0.0243108-0.00966831j 0.000217905+0.00875784j 0.00654876+0.00711193j 0.00287558+0.00293801j -0.0100551-0.00666952j -0.0292638+0.00204028j -0.00459594+0.00185952j -0.0107249+0.0122738j 0.00653984+0.00669943j 0.0021142-0.0103851j -0.00743533+0.00650149j -0.00154257+0.00416551j -0.00330189+0.00205956j -0.00348071+0.00163173j -0.0359035-0.0339777j 0.0334762-0.028433j -0.0385523-0.0639181j -0.0442799-0.0210212j -0.0495805-0.0140228j -0.00447258-0.0403955j -0.0246242-0.017916j -0.00107112+0.020204j 0.00399622-0.00438086j 0.00279206+0.00684099j -0.0209261+0.00688942j -0.012209+0.0109032j -0.00479639-0.00657532j 0.000124025+0.0130261j -0.00236353-0.00743966j 0.00206537+0.000444427j 0.00579722+0.0108652j 0.00780648+0.00183417j 0.0033902+0.00308647j -0.000843469+0.00380084j -0.000788436+0.00103115j -0.0139662-0.00860763j -0.0600549-0.00588636j 0.0159112-0.0329153j -0.13001+0.160401j 0.108268+0.0434174j 0.0533016+0.0801681j 0.0385433-0.041913j 0.0838551-0.00729513j 0.0251277+0.0843499j 0.0523585+0.012392j 0.0533438+0.107231j 0.0208808+0.110968j -0.0474121+0.0368648j -0.103941+0.0714405j -0.0526016-0.0333771j 0.0728266+0.11402j -0.0296941+0.00546012j 0.042193-0.030686j -0.00108211+0.118201j 0.0437175-0.0410313j -0.0545197-0.0468868j -0.116554+0.0543224j 0.186713-0.0262713j -0.124107+0.0536937j -0.0722404-0.0268787j -0.0399957-0.0387582j -0.0851365-0.0661459j 0.130927-0.0424732j 0.00508879-0.106834j 0.0444661-0.074609j 0.0251681+0.188169j -0.00144065-0.115164j -0.0388162-0.0103842j -0.0341397-0.0268078j 0.0163728-0.024317j -0.140552+0.0692168j 0.0553462-0.0654583j -0.0411266+0.0328823j -0.0203118-0.0707274j 0.0693559+0.0198896j 0.0237656+0.0360705j -0.00260302+0.0254375j -0.0515005+0.0698913j 0.00780346+0.00625351j 0.0195858-0.0388454j 0.0590608-0.0157155j -0.00100013-0.0902045j -0.0251393-0.0517855j -0.0133738+0.013408j -0.105987-0.076377j 0.0499925+0.018061j -0.057699-0.0482313j 0.0265184+0.00848224j 0.00990389-0.0313193j -0.0123703+0.0314297j -0.0122791-0.0044787j -0.0175299+0.0550935j 0.00465665-0.0289821j -0.0525107-0.054575j -0.0214695-0.00613365j 0.00580676-0.0133177j 
0.0426411+0.0517929j 0.00209166+0.00839568j 0.0187118+0.0195448j -0.00929677+0.0102042j 0.0142765+0.00955225j -0.00358435+0.00856857j 0.00611898+0.0239555j 0.01886+0.00344662j 0.00823846+0.00667973j 0.000622801+0.0129767j 0.000134785-0.0023147j 0.0166847+0.00453171j -0.00447465-0.00269515j -0.000228881-0.00087201j 0.00222135+0.00270432j 0.000390639-0.0371875j -0.0201261-0.0353484j -0.0402633+0.0104981j -0.0125221+0.0417978j -0.0399174-0.000220531j 0.0371396+0.0248606j 0.0257986-0.0168257j 0.00122518+0.00791809j -0.0291695+0.0185005j -0.0156676+0.00451158j 0.020424+0.0133416j 0.0166353+0.00138918j -0.00156997-0.00684709j 0.00224579+0.000760392j -0.0107782-0.00681574j -5.20399e-05+0.010302j 0.00152233+0.0145555j 0.0131818-0.00424531j -0.000148946+0.00114681j -0.0131405+0.00332734j 0.000205358-0.0149115j -0.00644313-0.016545j 0.0366238-0.0387657j 0.0557247-0.0596183j -0.0799781-0.0547423j -0.0740431+0.116955j 0.0759644-0.0671137j 0.0264035-0.048149j 0.0269013+0.0139432j -0.14339+0.040471j 0.027861-0.0113931j 0.0375104+0.0293565j -0.118405+0.124848j -0.118788-0.0257183j -0.0236234-0.179567j 0.0377031+0.0783852j 0.00305157-0.077384j -0.0788928+0.0416355j 0.0873582-0.0647456j 0.0526327+0.000477255j 0.0646933-0.0849367j -0.00721693-0.0309893j -0.111733+0.149052j 0.0734535-0.118096j 0.116989+0.0567102j 0.0314424+0.110324j -0.110014+0.162996j -0.111969-0.112978j -0.0290261-0.0782521j 0.00631865-0.0181889j 0.0840452-0.0510996j 0.0683402-0.024101j -0.0273438+0.110677j -0.0770999-0.0759687j 0.0573716+0.0397985j -0.0195558+0.0036158j -0.0695897+0.0173731j 0.00190142-0.0561748j 0.0218213-0.0269449j -0.00200415+0.0108299j 0.00375955+0.0219816j 0.00847017-0.0376565j -0.0550734+0.0467736j 0.0233969+0.0112061j 0.000929968-0.0240413j -0.0361461-0.031441j -0.0475745-0.0576969j -0.0185883-0.0294498j -0.0575573+0.0117145j 0.037717-0.00653511j -0.0393353+0.0446091j 0.0668241+0.00562888j 0.0556886-0.0712818j 0.0171909-0.0022286j -0.0182863-0.00772304j 0.0761582-0.0468472j -0.012625+0.0578473j 0.00910211+0.00101599j -0.0136316-0.0209484j 0.100392+0.00019504j -0.00525131-0.0625038j -0.00738396-0.0317264j 
