-0.00415405-0.0363862j -0.028178+0.0630554j -0.0456996-0.0114535j -0.0425538-0.0315598j 0.000221831+0.00521702j 0.00353772-0.0139494j -0.0323166-0.0834835j -0.0157015-0.0237212j -0.00338192-0.0373644j -0.00937345+0.00996658j 0.000286993+0.0303313j 0.0161363-0.0194493j 0.00505018+0.0291389j 0.0209312+0.021823j 0.0352877-0.0468505j -0.0150359-0.0052763j -0.00715075+0.049108j 0.0244165+0.031973j 0.0303642-0.0112441j -0.003007-0.00566916j 0.0022861+0.00176892j -0.0227655-0.0126336j -0.0161782-0.0127988j -0.0274677-0.00744089j 0.0178392-0.0328172j 0.00340664+0.0302931j -0.0149708+0.00295683j 0.0205191-0.0133924j -0.00149377-0.0167557j -0.0109713-0.0178441j -0.00116637-0.0180278j -0.00859549-0.0215007j 0.00841308-0.00371889j -0.00942781-0.0113869j -0.0226144-0.018863j -0.0235827-0.00839814j -0.00521262+0.00738412j -0.0105582+0.0279769j -0.0150056+0.0101461j 0.00104976+0.0101241j 0.023196+0.0103186j 0.00818999-0.0205375j 0.00441199-0.00792663j 0.0128391-0.0392483j 0.033957+0.00254148j -0.00532408+0.0155207j -0.0095896-0.00311324j -0.00923285-0.0099314j 0.0101058+0.0356204j -0.00643392-0.00791095j -0.0121145-0.0275898j 0.0106139-0.00977208j 0.00386514+0.0132547j -0.00730762-0.0148074j 0.0192663+0.0305188j 0.0397524+0.0285278j -0.00991892+0.0229486j 0.0218294+0.0246283j 0.0164968-0.0144855j -0.00662329+0.0234133j -0.027724+0.031714j 0.0146911+0.0213096j -0.0313732+0.0497053j 0.0083621-0.0101623j -0.0347685+0.0126294j -0.0103065-0.000693641j 0.0219278+0.00824117j 0.0183993-0.00261283j -0.0425795-0.0527278j -0.0261021-0.0650922j -0.00850051+0.0306596j -0.0813813+0.0934491j -0.027655+0.113725j -0.108012-0.0588415j 0.0701304-0.0484695j 0.0703597-0.00554371j -0.0231803+0.0278809j -0.0135056+0.061109j 0.0205726+0.00287785j -0.0148893-0.0666484j 0.0135129+0.0383085j 0.0513971-0.0630891j 0.0620547-0.0629599j 0.0674463-0.00592866j 0.00794502+0.0811484j 0.01174-0.0460294j -0.00195126-0.0137829j 0.138402-0.0296319j -0.0395749+0.115147j 0.124529-0.0341013j 0.107691-0.231035j -0.19921+0.135786j 
-0.0276322-0.0115004j -0.00732388+0.0146988j -0.0252883+0.01259j -0.0334978+0.0181915j -0.0156053+0.0144342j -0.0603156+0.00862962j -0.0326848-0.0360661j -0.0125629-0.037624j -0.0128098-0.00644295j -0.0207139-0.00491305j -0.0087611+0.00202856j -0.00597389-0.0153956j -0.0025287+0.022183j 0.0218354-0.00200741j 0.0110144-0.0070446j -0.0221898-0.0201019j -0.016111-0.00206273j 0.0313092-0.0239032j 0.0224525+0.00459948j -0.0316501+0.00350227j 0.0223271-0.029785j 0.000330692+0.00701708j 0.0445527-0.00659283j -0.00415446+0.015209j 0.00113134+0.0285492j 0.00964934+0.0201442j -0.00853749+0.013829j 0.00982166+0.0495179j -0.0174569-0.0158836j 0.00395259-0.0176287j -0.0420755+0.0155515j -0.0108777-0.0347693j -0.0089811+0.0308375j -0.00780083-0.012552j -0.0378865-0.0032731j 0.00967534+0.000492578j -0.0172608-0.0127463j -0.0180634-0.00530214j 0.00113175-0.0279856j -0.0112881-0.00350607j 0.00595011+0.0135358j 0.00388036-0.0217118j -0.0106943-0.00578015j -0.00947166-0.00399104j -0.00503262+0.00452011j 0.00342024+1.75382e-05j -0.0164723-0.0166879j -0.0233502+0.00349202j -0.0181699+0.00336858j 0.00450456-0.000476381j -0.0101176-0.0125656j -0.0231536-0.0106195j -0.0098123-0.0166958j -0.00926413+0.000849447j -0.00650191-0.00196707j -0.0199929+0.0318889j -0.00100193-0.0140193j 0.0202306+0.00529589j 0.00826491+0.00606019j 0.00688781-0.00283989j -0.0106396+0.00133482j 0.0027925-0.000864305j 0.0157219-0.000427412j -0.0361623+0.0180208j -0.0162233+0.00930597j -0.000725227+0.0250059j 0.00720781-0.00296993j 0.0233687-0.00656986j 0.00482832-0.00592549j -0.00777624+0.00546908j -0.000265151-0.00395761j 0.0348614+0.00714271j 0.0160848+0.0222386j -0.0165502-0.0157512j -0.00674643-0.00372834j 0.0230928+0.00462306j -0.00231977-0.00956101j 0.0184864+0.00202759j 0.0215569+0.00227638j -0.0132865+0.0058575j 0.0143394+0.0277276j -0.0197492+0.0136129j -0.0142718+0.0144091j -0.0061981+0.0204733j 0.00439168-0.00285814j 0.0208665+0.00239785j 0.0259133-0.00225535j 0.0184886+0.00783685j -0.0305512+0.0137124j 0.00855627+0.0154013j 0.0262611-0.0252271j 0.00961711+0.00658139j 
0.059384+0.0542117j 0.0165831+0.0705043j 0.0788572-0.0108579j -0.0555127-0.059049j 0.0590107+0.0242831j -0.0404854-0.0219441j -0.0445-0.0483077j 0.0326221+0.0147553j -0.0342509+0.00445003j -0.000257259+0.0110822j 0.0518869+0.0174383j 0.0138706+0.0179497j 0.0226192-0.0114984j -0.0158216+0.0224888j -0.0025084-0.0317115j -0.00776844+0.0149744j 0.0278352+0.0381703j 0.0220435+0.0605486j -0.000677474-0.0239382j 0.0424588+0.0199762j -0.0344645+0.0178797j -0.0545107-0.0305574j -0.0332515-0.0203871j -0.011061+0.000352442j 0.0176519+0.00230346j 0.038865+0.00642237j 0.00123507-0.039881j 0.0142823-0.00631759j -0.00940648+0.028208j -0.0358585-0.0171823j 0.0269052+0.00925643j 0.00183608-0.0395424j -0.0188067+0.0195625j -0.00180556-0.00470345j -0.0541214-0.0424107j 0.00390531-0.00856299j 0.0056502+0.0107252j -0.00232856-0.000940384j 0.0035486-0.00702033j 0.0188213+0.00860565j -0.0180529+0.0352962j -0.00168891+0.0109279j 0.0237952+0.00994528j 0.0216985-0.00440345j 0.0263851-0.00825976j 0.0115263+0.00756584j -0.0128399+0.0189273j 0.0359227+0.00530175j 0.023495-0.00701627j 0.00619774-0.027152j -0.0437575+0.0094753j -0.0450168-0.00413402j -0.0117491-0.00576731j -0.00797345+0.0585068j -0.0171003+0.00912143j 0.0186325+0.00846444j -0.00298329+0.0155662j -0.00267092+0.0179479j 0.0149725+0.016681j -0.0388937-0.0095203j 0.00695456-0.00881586j -0.00127435-0.0209876j -0.00741116-0.00649084j 0.0242388-0.0103363j 0.00863224+0.0044632j 0.0251437+0.00992415j 0.000946458+0.00172695j -0.00319988-0.00348963j -0.0329917-0.0245777j -0.00788989-0.0247722j -0.0377797-0.00268563j 0.0215008-0.000295903j -0.000540678-0.0236395j 0.00364601+0.00997291j -0.0182517+0.0414917j 0.0314468+0.0192719j -0.0173713+0.00824009j 0.0362967-0.0342675j 0.0122686-0.014441j 0.0016175-0.0239653j 0.00785782+0.0291397j -0.0141585-0.021848j -0.0209418-0.00823517j -0.0230541+0.0270515j -0.0208347+0.0082395j 0.0277537-0.0386801j -0.0140699-0.0199694j 0.0113381+0.00651103j -0.0429734+0.00333978j -0.018055+0.0109346j 0.0040826-0.0260208j 0.0279397-0.0230165j 
0.00402406-0.00899989j 0.0194401+0.0203945j -0.0135256-0.0125245j -0.0138285-0.0135816j 0.0226145-0.017373j 0.0166272+0.046793j -0.0321219-0.00611451j -0.0385828-0.0310123j -0.0129201+0.00331765j -0.00810597-0.00043946j 0.0186678-0.00766854j -0.00197834-0.023769j 0.0193926-0.00272894j 0.0336153+0.0284328j 0.0295757+0.00473392j -0.00277935+0.00410456j -0.002071-0.00805599j -0.0252483-0.00820357j 0.00782599+0.0139289j -0.00703175-0.00127643j -0.0135227-0.0211318j 0.00385647+0.003597j 0.0160188-0.00356059j -0.0345794-0.00669691j -0.0172398+0.0177599j -0.0108441-0.00502495j -0.00323689+0.00121574j 7.63361e-05+0.00562912j -0.0109805-0.011248j 0.00709304+0.0270665j 0.00469179-0.0118772j 0.011578+0.0221879j -0.0286907+0.00497933j 0.00516135-0.00555716j 0.0171688-0.025519j -0.00995937-0.0121933j 0.0243864-0.0204019j 0.0166981+0.00397246j -0.00698647-0.000188658j 0.00398379-0.0123429j -0.00649952-0.0225116j -0.00481434+0.00804437j -0.0168494+0.0185206j 0.0203038+0.0127021j 0.0145177+0.0190739j -0.011307-0.00693474j -0.00845688-0.0192078j -0.0108641+0.00217238j 0.0132575-0.0201129j -0.00184506-0.0145486j 0.00502237-0.00625312j -0.00382537-0.0186214j 0.00764636-0.00981564j -0.0163982+0.000480252j -0.00890869+0.00255111j -0.0110349+0.03189j -0.00802476-0.00679341j 0.00996053-0.0151007j 0.00539681+0.0140505j -0.00429134-0.00638963j -0.00420212-0.00150163j 0.0277821-0.0152567j 0.00891164+0.00415503j 0.0118599+0.00146304j -0.0165864-0.00400998j -0.00873053+0.00412681j 0.00551915+0.00274376j -0.0213981+0.0183742j 0.0107155+0.00691894j -0.00379054+0.00174099j -0.0114218-0.00763285j -0.0250265-0.000936138j 0.000692832+1.77183e-05j -0.00389297-0.000799346j -0.0052813+0.00400138j -0.0185081+0.0146454j -0.00599495-0.0108679j -0.0114674+0.0161161j 0.0010694-0.00873474j -0.0151245-0.0081114j 0.00381802+0.00943805j -0.00696453+0.00989158j -0.024078+0.00609375j -0.0105613+0.00992329j 0.00280323+0.00538043j 0.00531753-0.0114961j 0.0194237-0.0217373j -0.00611347-0.0102954j -0.0167635+0.0100821j 0.0153831-0.00703169j 0.0026894+0.00186939j -0.000261971+0.0138984j 
0.0176459+0.00943198j 0.0232976+0.0188838j 0.00418711-0.0351068j -0.017261-0.0262063j 0.0325887-0.0253107j 0.00663512+0.0599817j -0.0420444+0.000626036j -0.0634577+0.0123698j 0.00108116-0.00966436j -0.0120283-0.014936j 0.0232407+0.0136636j -0.0211872+0.0149036j 0.0235239-0.0187051j 0.00068557+0.0120333j 0.0416093-0.00916488j -0.025607-0.0121406j 0.0357527+0.0124426j 0.00216297-0.0539673j 0.0477248-0.0115855j -0.00792893+0.0240794j -0.0254138-0.0271056j -0.052964+0.0143188j -0.0308683-0.0108048j -0.0158543-0.0277928j 0.0562699-0.0244223j 0.0082359-0.0227177j 0.0168091+0.000660302j 0.0644785+0.0439203j -0.0267406-0.0196712j -0.0187647+0.0272652j -0.00567583+0.0156354j 0.0306243+0.0172565j -0.0162766-0.033914j 0.0240175-0.0225857j -0.00411922-0.0183981j -0.0174473-0.0393352j 0.0201953+0.00913425j 0.0226477-0.0199777j 0.00662819+0.00738732j 0.0302878-0.0265272j -0.0201334-0.0129829j 0.013159-0.011373j 0.0104987-0.0194605j 0.034114+0.0372553j -0.0143435+0.0285517j -0.00721216+0.00138339j -0.0286047-0.00288654j -0.00830309+0.0168372j -0.0051173+0.0151751j 0.023044-0.0012949j -0.0201356-0.00432316j -0.0171189-0.0166993j -0.0195674-0.0015575j 0.0233695+0.0211682j -0.000891439+0.000818134j -0.00194535+0.00830466j -0.0163175-0.00636912j -0.0098795+0.0164614j 0.0233162+0.015722j 0.00545728+0.00336802j 0.00271164+0.00355716j -0.0260909+0.00227082j -0.000175412-0.0149922j 0.00926967+0.00253485j -0.00361507+0.00113977j -0.00711765+0.0124441j -0.0185607-0.00620676j 0.00242154+0.0141475j 0.00149301+0.00622306j 0.0179953+0.0151193j -0.0105283-0.0105351j -0.015497+0.0192257j 0.00452378-0.0136503j -0.0099229+0.0285916j -0.0211905+0.0246295j 0.0192477+0.0169808j -0.00470138-0.0135988j 0.0024152-0.0118031j 0.0161145+0.00120808j -0.0233007-0.0305966j 0.00795641+0.000868344j -0.00489356-0.0041873j 0.000131755+0.0258138j -0.0332854+0.00226721j -0.00627652+0.0025285j 0.00742919-0.00678682j 0.0134792-0.00451264j -0.00293297+0.00472384j -0.0191322+0.0180932j -0.0116188-0.0148047j 0.00653054-0.00134613j -0.00106686+0.000554964j 
-0.0288448-0.0327165j -0.000152605-0.0292939j -0.0350291-0.00795296j 0.014356+0.03371j -0.0295588-0.00189695j 0.00377938+0.0167189j 0.0029662+0.00340514j -0.00850493-0.0150518j 0.0272616+0.0259686j -0.00517529-0.0435471j -0.0096708-0.0188094j 0.00360857-0.0143505j -0.0330356+0.0193419j 0.0182539-0.00993499j 0.00804419-0.00114882j -0.0380738-0.0108246j -0.0108607+0.00067354j -0.0159577-0.0726442j 0.0208491+0.0241279j -0.0434022-0.00597747j 0.014928-0.0346435j 0.0241876+0.0107826j -0.00187715+0.00675003j 0.00640365+0.0161948j 0.0198642+0.0230271j -0.000770477-0.00513438j -0.00260493+0.019735j 0.0129339+0.0221089j -0.00204016-0.0130464j 0.0293956+0.0121631j -0.0200451+0.00430118j 0.0453906+0.0348495j -0.0120699-0.0153423j -0.00612296-0.00573918j -0.0152517-0.0107511j 0.00771551+0.0193424j -0.0221684-0.0239237j -0.00939377+0.0133129j 0.00290436+0.0150832j -0.01647+0.019049j -0.000379576-0.00996482j 0.00648811-0.0178804j -0.0127144-0.00862577j -0.0103066+0.0122582j -0.00935754-0.00747916j 0.0112417-0.00975639j 0.00403119+0.00641584j 0.0152823+0.00340949j -0.020187+0.00501847j -0.00327284+0.00949988j 0.0232219-0.0117984j 0.0110459-0.00209508j -0.00773384+0.00649111j 0.0221482+0.00456526j -0.00469997-0.0135263j -0.0127612+0.0131742j 0.000348169+0.0102131j 0.000628841-0.0103042j -0.00412387-0.0124814j -0.00575448+0.0237036j 0.00806953-0.00142902j -0.0170085+0.00922184j -0.00472269-0.00261922j -0.00725398-0.00190709j -0.00115673-0.0193681j 0.0103017+0.00325776j -0.0018008-0.00342893j 0.011834-0.00719247j 0.00387932+0.0099376j 0.0213998+0.0156107j 0.0101971+0.00637325j 0.0126054-0.0168085j 0.00492964+0.00716225j -0.00327589+0.00494342j 0.00269167+0.0144283j -0.00832356-0.0371764j 0.00441621-0.00939311j -0.009793-0.0100402j 0.00483336-0.00553694j -0.0193827+0.00282639j 0.00753174-0.0196792j -0.0136394+0.0118235j 0.00603379+0.0235748j -0.00261067-0.0165332j 0.00811119+0.00428955j -0.00615606+0.0245052j -0.0052911+0.00971303j 0.0101231-0.00509615j 0.0244242-0.00405272j -0.00396439-0.00275805j 0.00383561+0.0123568j -0.0105396+0.00609573j 
-0.00137259+0.00312017j -0.0126468-0.0305017j 0.0219239-0.00373942j 0.0259386+0.000444243j -0.0142416-0.00904372j -0.00817362-0.0200297j 0.030847+0.025648j 0.0136002+0.0500093j 0.0521542-0.0298621j 0.00285933-0.0108146j -0.040611+0.0228861j -0.0177359+0.0214434j -0.0351697+0.0241073j -0.0446244-0.0238095j -0.0292317-0.000976148j 0.0148625-0.0157774j 0.0132996-0.0162729j 0.0785684-0.0337154j -0.0120197+0.00925532j -0.0278843+0.0380405j 0.00951732-0.00853981j -0.0269749-0.0387526j -0.0308185+0.00941899j 0.0209973+0.0409485j 0.0299222+0.0257943j 0.0157437-0.011916j -0.0100907-0.00280447j 0.0017836-0.00839516j -0.016276+0.0298826j -0.0313961-0.0161107j 0.00276595+0.0288452j -0.002097-0.0108757j 0.00913732+0.00226361j 0.00755981+0.0241407j 0.00381454+0.00834399j -0.00656783+0.000593481j 0.00719468+0.00631461j 0.0270439+0.00279323j 0.00403858+0.0119314j 0.0373668+0.0361351j 0.00966582+0.0260073j 0.00759546-0.00921282j -0.0166721-0.0082636j -0.0253313+0.00289696j -0.0195485-0.0144614j 0.0110539+0.00984503j -0.00464119+0.0191034j -0.0161597-0.0223524j -0.0270176-0.00111434j 0.007714-0.000820851j 0.00260536+0.0117137j -0.000925474+0.0205496j -0.0170114+0.0225444j 0.0253009-0.00324709j 0.0236508-0.0324163j -0.0053142-0.0108223j -0.00280007+0.00331414j -0.00579119+0.0289019j 0.0142171-0.0116285j 0.00494242-0.0194785j 0.00120061-0.00406422j -0.037267+0.0187093j 0.000747199-0.0121053j -0.00869968+0.00543672j 0.023405-0.0113565j -0.00627792+0.00362201j -0.0232664-0.00302331j 0.0186201-0.0121889j -0.00564436-0.0052293j 0.00383397-0.00930744j 0.0205761-0.00657318j 0.0238815-0.00594931j 0.0201915-0.0325067j -0.0114725+0.00265819j 0.00314587-0.00648057j 0.00402068+0.00657692j 0.0216354-0.00506162j 0.0117345-0.0179895j -0.00758446+0.021419j 0.00371404+0.00259182j 0.021897-0.0118203j -0.00112562+0.00950325j 0.0251011+0.00645508j 0.0117544-0.00141223j -0.00220024-0.00477976j -0.0253113+0.0286491j -0.0279856+0.0266599j -0.0130986+0.0175575j 0.0187006-0.0102704j -0.0275102+0.000138453j -0.00500574+0.0225179j 0.00268362-0.0196047j 
0.00153254-0.0130317j -0.0179351-0.00476111j 0.00710033+0.034646j 7.19838e-05+0.00822179j -0.0087801+0.00865062j -0.031552+0.0119482j 0.00868547-0.00993896j 0.0144366-0.0447709j 0.00609457+0.0617227j 0.0453393+0.00226169j 0.00935413-0.0221624j 0.00835744-0.00412029j -0.011596-0.024102j 0.0365951-0.0355827j 0.0135414-0.0258725j -0.00347161-0.00535867j -0.023854+0.0225031j -0.0109359+0.0292687j 0.0213292+0.0283655j 0.0250117-0.0354644j 0.0305317-0.0256665j 0.0432074+0.00850687j 0.0504105-0.0125107j -0.000826518-0.00740468j -0.0274604-0.0218987j 0.00696007+0.00980693j -0.0101915-0.0221253j -0.00361382+0.0126373j -0.0290092-0.0204142j 0.0340985+0.0111373j -0.00538162+0.00235342j -0.0133111-0.00895782j 0.0154057-0.0163618j -0.0117539+0.000580397j -0.0102325+0.00677985j 0.0116173-0.0146412j -0.0458593-0.0328454j 0.0457099-0.00463001j -0.0164513+0.00203751j 0.00378281-0.00421825j -0.0327876+0.0104533j 0.00364021+0.0038551j 0.0503875+0.00127667j -0.00118336+0.00107111j -0.0119104+0.0114837j -0.00293049-0.00590109j -0.000429198+0.003103j -0.0121102-0.026943j -0.021682+0.0048499j -0.026534+0.00348422j -0.0243674+0.0196442j 0.01736-0.00800275j -0.0190018-0.00457981j 0.0170906-0.0254375j -0.0345654+0.00819446j 0.025263+0.0125159j 0.0101766-0.0253331j -0.00155985-0.0254325j -0.0202491-0.000892332j 0.0104498-0.000123908j -0.00468695-0.00507557j -0.000972884+0.0117347j 0.00527066-0.00891546j 0.00570531+0.0294506j 0.00262572+0.00435759j 0.0309853+0.0154472j -0.00835495+0.00242591j 0.01468-0.0139932j 0.00806466+0.00410561j -0.000842608-0.00115173j 0.0128684-0.00574713j 0.00469016-0.00098876j -0.0146375-0.00214529j -0.00542774-0.0204157j 0.0136937-0.0260344j -0.0111889-0.00519172j 0.0227803-0.0192898j -0.0152801+0.0125388j 0.00449446+0.00770583j 0.00437871+0.00493438j -0.0063447+0.0128606j -0.0214745+0.0153562j -0.00912013-0.00233227j 0.0177084+0.0072396j 0.0236021-0.00864833j 0.0064329+0.0157692j 0.00707162-0.00137851j 0.00869317-0.00548909j 0.0284806-0.00719323j 0.00679284+0.00226463j -0.00284717+0.00691489j -0.00341443+0.00914331j 
-0.0143301-0.0305691j 0.0750725+0.039168j -0.0471156-0.0622489j -0.0564214-0.000119164j 0.0232014-0.0303417j 0.0723358+0.00959124j -0.0126448+0.0112323j -0.00547577-0.00725014j 0.023318-0.0088084j -0.0239796-0.0418095j 0.0112741-0.0238524j 0.0386306-0.0146442j 0.00670429+0.0176758j 0.0271333-0.00869443j 0.0671716+0.0292457j -0.0629723-0.00427013j -0.0165892-0.0452376j -0.151988-0.0152562j 0.0411031+0.0191065j 0.0469408+0.000200678j 0.00913348+0.0343856j -0.00275936+0.00665875j 0.0204421+0.0479984j -0.00491599+0.0236305j 0.0149969+0.0138431j 0.00908253-0.00138511j 0.0213268+0.0141741j -0.012918+0.0113425j 0.0109433-0.00657723j -0.018459+0.0234913j 0.0518332-0.00673202j 0.0419988+0.0226001j -0.0154518-0.0176342j 0.0132867+0.00209618j 0.0093518+0.0157882j 0.0153348+0.0147756j -0.0129564+0.00535532j -0.0336574+0.0103341j 0.00466521+0.0101124j 0.00481458+0.0109046j 0.00315026-0.0178172j -0.00468544+0.00492888j -0.0155423+0.00467548j 0.0295797-0.00137758j -0.0152464-0.00126867j -0.0144513-0.00263667j 0.0384329+0.00702523j 0.00378491+0.027918j 0.0326123-0.0064983j 0.0162409-0.015067j 0.0389258-0.0137944j 0.0278292-0.0320694j 0.0112441-0.0257447j -0.0182509+0.0215552j -0.0244786-0.00839564j 0.00767535-0.0111619j -0.00723059+0.00842619j 0.00300749-0.00652732j -0.0192253-0.00799313j 0.028018+0.0321765j 0.00397602+0.00947184j 0.0237741-0.0115346j -0.00794415+0.00457086j -0.0133469-0.0088161j -0.0342558-0.00728378j -0.00272604-0.0189246j -0.0278677-0.00873399j 0.00443722+0.00600704j 0.0242582+0.0355579j 0.0184216+0.0332516j -0.015028+0.0121405j -0.0115349-0.00293214j -0.00344115+0.0235115j 0.0156002+0.0284292j -0.0131364-0.0129153j -0.018998-0.0236463j 0.0108807+0.0192861j 0.00709933+0.0132254j -0.00118953-0.0304618j -0.0053334-0.015354j -0.0182712-0.00840501j 0.0192779+0.0174233j -0.0221558+0.00657455j 0.0158277-0.00465748j -0.00860341+0.0206975j 0.0153617-0.0147645j 0.0185062-0.0147337j -0.00535843-0.0122212j -0.0254812-0.00111833j 0.0145794-0.00575456j 0.00642482-0.0144772j 0.00716265-0.0102953j 
-0.0580763-0.0482414j -0.00476038-0.00845087j -0.0582781-0.00326902j -0.011969+0.0586752j -0.0273582-0.00558823j 0.0144224-0.0426466j 0.0127083-0.00624858j 0.0130065-0.00581911j -0.0284431-0.0694109j -0.0412768+0.0297696j -0.0567759+0.0353645j -0.0166661+0.000501532j 0.0285084+0.0230785j -0.00899189+0.00586148j -0.0141215+0.000718032j -0.0181536+0.0080105j -0.00193805+0.00822919j -0.0290808+0.00436303j -0.00112372-0.00689082j -0.0302764-0.0356776j 0.0151046+0.0141343j 0.0461966+0.0184625j 0.035507+0.0112778j -0.00186968+0.0284246j -0.0187849-0.00360979j -0.0182295-0.00204554j 0.0137436-0.00511859j 0.00356327-0.00331404j -0.0371812-0.0176673j -0.00555908-0.00292658j -0.00384608-0.00670597j -0.0141083+0.0218925j 0.0179634+0.00401443j -0.00485942+0.0153336j 0.0408493+0.00534754j 0.0148104+0.00348445j -0.0134959-0.00130137j -0.0266597-0.00559677j -0.029358-0.00133989j -0.0272973-0.00572577j -0.00794033+0.0249501j 0.00653013-0.00200845j -0.0132783-0.033049j -0.0297966-0.0325468j 0.0025665-0.0102701j -0.00749126+0.0131986j -0.0151564+0.0177436j 0.0147146-0.0122229j -1.42771e-05-0.000981005j -0.017798+0.0200103j 0.0223294+0.00814117j 0.0256566+0.00458874j 0.0182861-0.0133089j -0.0138072-0.0208656j 0.0141486-0.007763j -0.0175219+0.00421961j -0.0161712-0.00722291j 0.00567627+0.0250384j 0.0094897-0.0135595j -0.0119724+0.00319689j -0.00716837+0.012717j 0.00922609+0.00135372j 0.0022347+0.00728184j -0.0131977-0.000670511j -0.0139796+0.00414248j -0.00838033+0.00135629j 0.00997882-0.00856446j 0.000600161-0.00406561j 0.018899+0.0159353j -0.010807-0.00192221j -0.00916803+0.00250271j -0.0176854+0.024868j -0.0128431+0.0413996j -0.0194768-0.0082985j 0.0204031-0.0513667j -0.00693586+0.00324986j -0.0159723+0.00743375j 4.69382e-05+0.0223155j 0.0118351+0.0188604j 0.0113267+0.0138776j -0.00632761-0.00196664j 0.0263059+0.00775392j 0.01591-0.0175585j 0.0222199-0.0363475j -0.00762967-0.00388811j -0.0160211+0.0109114j 0.0209876-0.00408446j 0.0132231-0.0145797j -0.00961612-0.00198792j 0.044549-0.00435757j 0.0121509-0.0319903j -0.0128047+0.0262526j 
-0.0108945+0.0119208j 0.00566772+0.000698316j 0.0208953-0.00815081j -0.036766+0.0160755j -0.0204876+0.0266896j 0.00110529-0.056202j 0.0509867-0.0250035j 0.0938903+0.0232164j 0.0218102+0.0220569j 0.0399627-0.0149674j -0.0208864-0.0239768j 0.0332007+0.0296182j -0.0473996-0.0243708j 0.00377966-0.0591004j -0.0123115-0.0480613j -0.0104835+0.00401381j 0.00570621-0.0398541j -0.00949309+0.0268458j -0.001964-0.0750493j -0.0160299+0.0389031j 0.0100075-0.0129189j 0.0143007-0.0196374j -0.00628505-0.0155303j 0.0111698+0.00442211j -0.018432-0.00170543j -0.0202908-0.00233386j 0.0134583+0.00918871j -0.0362633-0.00403065j 0.000154761-0.0126175j -0.0169994-0.0130898j -0.0124042+0.010894j -0.0109073+0.00503355j 0.0421169-0.011916j -0.0134176+0.0114352j -0.000180791+0.0213391j 0.0171306+0.0131918j -0.031509+0.0333664j -0.020809+0.0178553j -0.00105337-0.00198301j -0.00745708+0.0317879j 0.0340456+0.00474637j -5.64933e-05+0.0257981j -0.0225876-0.015741j -0.0193342-0.0081366j 0.018061-0.0151421j -0.0105567-0.00448348j 0.0474366-0.0120266j 0.00530747-0.0279568j -0.00731457-0.0156096j 0.000844447+0.00357266j 0.0125171+0.00801528j 0.0224101-0.00726879j 0.00234281+0.0175382j 0.00450386+0.0110496j 0.00727535-0.00209031j 0.0356189-0.0228749j -0.00645223+0.00308549j 0.0201574-0.0261555j -0.00162326+0.000130908j -0.00348951+0.0120133j -0.00224415+0.0118609j 0.00362018+0.0115477j 0.00509006-0.00975504j 0.000333573+0.00181605j -0.000300789-0.0126924j -0.0284272-0.0150854j 0.00332217+0.00324821j 0.0148752-0.0266741j -0.00717974+0.000725941j -0.00409644-0.00785314j 0.00669917+0.00638263j 0.0293946+0.0034904j 0.00353762+0.00526773j -0.00497031-0.0164556j -0.00489247-0.0102912j 0.00230017-0.0265952j 0.0190556+0.0057199j 0.0166365-0.0157967j -0.0125417-0.00603391j 0.0126179+0.00845946j -0.0143618+0.00650502j -0.00679941-0.0109578j -0.023165-0.0162629j 0.0226675+0.0129032j -0.000611483+0.0081777j 0.0102876+0.00544326j -0.0288978-0.0057623j 0.00854116+0.0101436j 0.00263515-0.0175197j -0.0180875+0.0245385j -0.000419302-0.00152081j 0.0181791-0.0289973j 
